stat, rank, value, (percentage) 
minecraft.dropped.orange_terracotta: #11, 11(0%)
minecraft.mined.jungle_stairs: #11, 3(0%)
minecraft.used.jungle_fence: #11, 4(0%)
minecraft.used.brown_concrete: #11, 5(0%)
minecraft.mined.light_gray_wool: #11, 3(0%)
minecraft.picked_up.pink_wool: #11, 13(0%)
minecraft.used.acacia_slab: #11, 3(0%)
minecraft.picked_up.tube_coral: #11, 1(0%)
minecraft.mined.green_stained_glass: #11, 1(0%)
minecraft.picked_up.purple_concrete: #11, 9(0%)
minecraft.dropped.nether_wart: #11, 2(0%)
minecraft.picked_up.stripped_acacia_log: #11, 2(0%)
minecraft.used.green_stained_glass: #11, 1(0%)
minecraft.picked_up.red_sand: #11, 4(0%)
minecraft.mined.oak_planks: #12, 641(4%)
minecraft.used.quartz_stairs: #12, 1091(4%)
minecraft.picked_up.iron_bars: #12, 554(4%)
minecraft.crafted.quartz_stairs: #12, 720(3%)
minecraft.crafted.oak_fence: #12, 354(3%)
minecraft.mined.oak_sign: #12, 26(3%)
minecraft.mined.oxeye_daisy: #12, 32(3%)
minecraft.picked_up.oak_leaves: #12, 3061(3%)
minecraft.picked_up.tripwire_hook: #12, 49(3%)
minecraft.used.stone_brick_stairs: #12, 1504(2%)
minecraft.mined.nether_quartz_ore: #12, 5804(2%)
minecraft.picked_up.dark_oak_sign: #12, 12(3%)
minecraft.used.dark_oak_sign: #12, 16(3%)
minecraft.crafted.stone_brick_stairs: #12, 1296(2%)
minecraft.dropped.wheat_seeds: #12, 1056(2%)
minecraft.picked_up.vine: #12, 360(2%)
minecraft.mined.oak_pressure_plate: #12, 5(2%)
minecraft.mined.white_bed: #12, 36(2%)
minecraft.picked_up.loom: #12, 3(2%)
minecraft.custom.horse_one_cm: #12, 545714(2%)
minecraft.used.egg: #12, 400(1%)
minecraft.picked_up.dandelion: #12, 172(1%)
minecraft.used.potato: #12, 497(1%)
minecraft.picked_up.black_concrete: #12, 1096(1%)
minecraft.crafted.dark_oak_slab: #12, 594(1%)
minecraft.mined.lantern: #12, 24(2%)
minecraft.mined.stone_brick_slab: #12, 409(1%)
minecraft.used.nether_quartz_ore: #12, 633(1%)
minecraft.crafted.wooden_hoe: #12, 1(2%)
minecraft.crafted.leather_chestplate: #12, 18(2%)
minecraft.picked_up.red_concrete_powder: #12, 81(2%)
minecraft.picked_up.pink_shulker_box: #12, 45(2%)
minecraft.used.pink_shulker_box: #12, 44(2%)
minecraft.picked_up.nether_quartz_ore: #12, 730(1%)
minecraft.picked_up.birch_log: #12, 650(1%)
minecraft.picked_up.sugar_cane: #12, 1950(1%)
minecraft.picked_up.lapis_ore: #12, 75(1%)
minecraft.used.stone_shovel: #12, 266(1%)
minecraft.mined.birch_pressure_plate: #12, 2(1%)
minecraft.mined.pink_shulker_box: #12, 37(1%)
minecraft.picked_up.birch_sapling: #12, 125(1%)
minecraft.picked_up.pink_tulip: #12, 11(1%)
minecraft.crafted.cyan_stained_glass_pane: #12, 32(1%)
minecraft.picked_up.red_concrete: #12, 166(1%)
minecraft.used.purple_shulker_box: #12, 18(1%)
minecraft.mined.red_concrete: #12, 178(1%)
minecraft.mined.green_concrete: #12, 109(1%)
minecraft.picked_up.purple_shulker_box: #12, 16(1%)
minecraft.mined.spruce_sapling: #12, 6(1%)
minecraft.crafted.birch_stairs: #12, 88(1%)
minecraft.used.fire_coral: #12, 3(1%)
minecraft.mined.purple_shulker_box: #12, 16(1%)
minecraft.used.red_concrete: #12, 104(1%)
minecraft.dropped.beetroot_seeds: #12, 3(1%)
minecraft.mined.birch_sapling: #12, 3(1%)
minecraft.picked_up.green_concrete: #12, 62(0%)
minecraft.crafted.black_stained_glass: #12, 176(0%)
minecraft.used.bubble_coral: #12, 1(1%)
minecraft.dropped.oxeye_daisy: #12, 6(0%)
minecraft.picked_up.acacia_trapdoor: #12, 5(0%)
minecraft.used.iron_ore: #12, 8(0%)
minecraft.used.orange_terracotta: #12, 37(0%)
minecraft.crafted.jungle_fence: #12, 6(0%)
minecraft.used.brown_mushroom: #12, 2(0%)
minecraft.used.grass: #12, 3(0%)
minecraft.used.purple_stained_glass_pane: #12, 3(0%)
minecraft.used.yellow_stained_glass_pane: #12, 4(0%)
minecraft.used.nether_wart: #12, 51(0%)
minecraft.crafted.light_gray_wool: #12, 10(0%)
minecraft.mined.purple_concrete: #12, 10(0%)
minecraft.used.orange_stained_glass_pane: #12, 4(0%)
minecraft.crafted.acacia_trapdoor: #12, 6(0%)
minecraft.mined.dark_oak_wood: #12, 1(0%)
minecraft.used.green_terracotta: #12, 29(0%)
minecraft.mined.light_blue_glazed_terracotta: #12, 2(0%)
minecraft.picked_up.dark_oak_wood: #12, 1(0%)
minecraft.used.light_blue_terracotta: #12, 7(0%)
minecraft.mined.stripped_acacia_log: #12, 1(0%)
minecraft.mined.red_sand: #12, 2(0%)
minecraft.picked_up.white_wool: #13, 411(3%)
minecraft.mined.dandelion: #13, 109(3%)
minecraft.picked_up.written_book: #13, 50(3%)
minecraft.picked_up.spruce_stairs: #13, 329(3%)
minecraft.crafted.spruce_stairs: #13, 728(3%)
minecraft.dropped.written_book: #13, 30(2%)
minecraft.killed.chicken: #13, 69(2%)
minecraft.mined.bone_block: #13, 139(2%)
minecraft.crafted.diamond_helmet: #13, 3(2%)
minecraft.crafted.stone_brick_slab: #13, 1888(2%)
minecraft.custom.pot_flower: #13, 27(2%)
minecraft.mined.cactus: #13, 56(2%)
minecraft.picked_up.stone_brick_slab: #13, 597(2%)
minecraft.picked_up.stone_brick_stairs: #13, 420(2%)
minecraft.mined.birch_planks: #13, 66(2%)
minecraft.used.oak_planks: #13, 364(1%)
minecraft.crafted.stone: #13, 2032(1%)
minecraft.used.wooden_hoe: #13, 20(2%)
minecraft.used.trident: #13, 370(1%)
minecraft.crafted.leather_boots: #13, 12(2%)
minecraft.used.white_wool: #13, 77(1%)
minecraft.mined.glass_pane: #13, 31(1%)
minecraft.used.tnt: #13, 122(1%)
minecraft.crafted.oak_fence_gate: #13, 16(1%)
minecraft.picked_up.glass_pane: #13, 50(1%)
minecraft.mined.dark_oak_leaves: #13, 136(1%)
minecraft.mined.birch_trapdoor: #13, 8(1%)
minecraft.picked_up.birch_pressure_plate: #13, 2(1%)
minecraft.crafted.golden_leggings: #13, 1(1%)
minecraft.mined.stripped_dark_oak_log: #13, 48(1%)
minecraft.mined.white_tulip: #13, 8(1%)
minecraft.crafted.leather_leggings: #13, 8(1%)
minecraft.used.sugar_cane: #13, 182(1%)
minecraft.used.birch_trapdoor: #13, 20(1%)
minecraft.used.stripped_dark_oak_log: #13, 24(1%)
minecraft.custom.damage_blocked_by_shield: #13, 760(1%)
minecraft.mined.light_blue_terracotta: #13, 15(1%)
minecraft.picked_up.dark_oak_leaves: #13, 46(1%)
minecraft.crafted.dried_kelp: #13, 567(0%)
minecraft.picked_up.light_blue_terracotta: #13, 14(0%)
minecraft.crafted.loom: #13, 2(0%)
minecraft.picked_up.brown_terracotta: #13, 127(0%)
minecraft.picked_up.brown_wool: #13, 28(0%)
minecraft.picked_up.jungle_fence: #13, 2(0%)
minecraft.crafted.cooked_mutton: #13, 8(0%)
minecraft.mined.brown_terracotta: #13, 103(0%)
minecraft.picked_up.nether_wart: #13, 164(0%)
minecraft.picked_up.chorus_flower: #13, 6(0%)
minecraft.dropped.gold_block: #13, 2(0%)
minecraft.used.peony: #13, 1(0%)
minecraft.picked_up.jungle_stairs: #13, 1(0%)
minecraft.picked_up.smooth_quartz: #13, 16(0%)
minecraft.used.black_stained_glass_pane: #13, 5(0%)
minecraft.used.dark_oak_wood: #13, 6(0%)
minecraft.used.purple_concrete: #13, 3(0%)
minecraft.used.podzol: #13, 2(0%)
minecraft.picked_up.light_blue_glazed_terracotta: #13, 2(0%)
minecraft.crafted.air: #13, 0(0%)
minecraft.custom.climb_one_cm: #14, 2122485(2%)
minecraft.mined.spruce_stairs: #14, 240(3%)
minecraft.picked_up.flint: #14, 481(2%)
minecraft.picked_up.oak_sapling: #14, 609(2%)
minecraft.picked_up.beef: #14, 416(1%)
minecraft.mined.oak_stairs: #14, 58(1%)
minecraft.mined.oak_sapling: #14, 13(1%)
minecraft.used.stone_brick_slab: #14, 1138(1%)
minecraft.mined.potatoes: #14, 240(1%)
minecraft.killed.cod: #14, 18(1%)
minecraft.picked_up.oak_pressure_plate: #14, 5(1%)
minecraft.broken.stone_pickaxe: #14, 1(1%)
minecraft.mined.red_carpet: #14, 26(1%)
minecraft.mined.enchanting_table: #14, 1(1%)
minecraft.picked_up.enchanting_table: #14, 1(1%)
minecraft.used.lantern: #14, 88(1%)
minecraft.picked_up.redstone_ore: #14, 426(1%)
minecraft.killed_by.skeleton: #14, 1(1%)
minecraft.crafted.dark_oak_stairs: #14, 200(1%)
minecraft.used.redstone_ore: #14, 200(1%)
minecraft.mined.orange_tulip: #14, 8(1%)
minecraft.crafted.golden_boots: #14, 1(1%)
minecraft.picked_up.poppy: #14, 218(0%)
minecraft.mined.white_banner: #14, 1(1%)
minecraft.used.rose_bush: #14, 5(0%)
minecraft.picked_up.spruce_leaves: #14, 349(0%)
minecraft.crafted.black_stained_glass_pane: #14, 16(0%)
minecraft.mined.chorus_plant: #14, 4(0%)
minecraft.used.light_gray_wool: #14, 15(0%)
minecraft.crafted.dark_oak_wood: #14, 9(0%)
minecraft.used.brain_coral_fan: #14, 1(0%)
minecraft.used.acacia_trapdoor: #14, 7(0%)
minecraft.crafted.dried_kelp_block: #14, 173(0%)
minecraft.used.gold_ore: #14, 1(0%)
minecraft.used.spruce_stairs: #15, 538(2%)
minecraft.picked_up.oak_log: #15, 2189(1%)
minecraft.mined.oak_log: #15, 1969(1%)
minecraft.used.coal_ore: #15, 516(2%)
minecraft.dropped.wheat: #15, 27(1%)
minecraft.used.vine: #15, 36(1%)
minecraft.used.loom: #15, 3(1%)
minecraft.picked_up.grass: #15, 29(1%)
minecraft.used.oak_stairs: #15, 70(1%)
minecraft.used.dark_oak_stairs: #15, 163(1%)
minecraft.picked_up.birch_trapdoor: #15, 8(1%)
minecraft.used.poppy: #15, 3(1%)
minecraft.killed.horse: #15, 1(1%)
minecraft.picked_up.white_tulip: #15, 9(1%)
minecraft.picked_up.lilac: #15, 13(0%)
minecraft.used.light_blue_concrete: #15, 41(0%)
minecraft.used.jungle_sapling: #15, 14(0%)
minecraft.used.apple: #15, 4(0%)
minecraft.mined.podzol: #15, 27(0%)
minecraft.used.tube_coral_fan: #15, 2(0%)
minecraft.dropped.cooked_chicken: #15, 3(0%)
minecraft.used.acacia_fence: #15, 2(0%)
minecraft.used.lilac: #15, 1(0%)
minecraft.crafted.spruce_wood: #15, 3(0%)
minecraft.mined.poppy: #16, 103(2%)
minecraft.mined.oak_slab: #16, 81(1%)
minecraft.used.stone_pickaxe: #16, 198(1%)
minecraft.custom.interact_with_loom: #16, 7(1%)
minecraft.picked_up.leather: #16, 258(1%)
minecraft.dropped.oak_leaves: #16, 56(1%)
minecraft.custom.trigger_trapped_chest: #16, 22(1%)
minecraft.picked_up.oxeye_daisy: #16, 34(1%)
minecraft.picked_up.light_gray_wool: #16, 35(0%)
minecraft.picked_up.orange_tulip: #16, 9(1%)
minecraft.picked_up.cooked_porkchop: #16, 3(0%)
minecraft.picked_up.chorus_fruit: #16, 14(0%)
minecraft.picked_up.spruce_wood: #16, 1(0%)
minecraft.mined.grass: #17, 1526(2%)
minecraft.crafted.diamond_chestplate: #17, 1(1%)
minecraft.picked_up.oak_stairs: #17, 62(1%)
minecraft.killed.cow: #17, 93(1%)
minecraft.custom.enchant_item: #17, 41(1%)
minecraft.picked_up.cooked_beef: #17, 149(1%)
minecraft.mined.pink_tulip: #17, 1(0%)
minecraft.picked_up.beetroot_seeds: #17, 6(0%)
minecraft.picked_up.glowstone_dust: #17, 34(0%)
minecraft.mined.spruce_wood: #17, 1(0%)
minecraft.used.spruce_wood: #17, 1(0%)
minecraft.used.light_gray_terracotta: #17, 1(0%)
minecraft.picked_up.dried_kelp_block: #17, 1(0%)
minecraft.used.spruce_log: #18, 219(1%)
minecraft.mined.azure_bluet: #18, 8(0%)
minecraft.picked_up.azure_bluet: #18, 16(0%)
minecraft.mined.sugar_cane: #18, 147(0%)
minecraft.picked_up.wheat_seeds: #19, 1581(1%)
minecraft.mined.wheat: #19, 470(1%)
minecraft.used.cooked_beef: #19, 108(1%)
minecraft.crafted.oak_stairs: #19, 32(0%)
minecraft.picked_up.oak_slab: #20, 80(1%)
minecraft.picked_up.wheat: #20, 429(1%)
minecraft.custom.animals_bred: #20, 50(0%)
minecraft.used.iron_shovel: #21, 507(1%)
minecraft.used.wheat_seeds: #21, 409(1%)
minecraft.picked_up.painting: #21, 9(0%)
minecraft.used.painting: #21, 8(0%)
minecraft.crafted.cooked_beef: #21, 12(0%)
minecraft.crafted.book: #21, 6(0%)
minecraft.used.white_banner: #21, 1(0%)
minecraft.used.iron_pickaxe: #23, 712(1%)
minecraft.used.iron_sword: #24, 131(1%)
minecraft.custom.time_since_death: #42, 185048(0%)
minecraft.custom.time_since_rest: #53, 153(0%)
