stat, rank, value, (percentage) 
minecraft.dropped.firework_rocket: #7, 1115(5%)
minecraft.mined.spruce_slab: #7, 732(4%)
minecraft.dropped.smooth_quartz: #6, 1(0%)
minecraft.dropped.orange_stained_glass: #6, 1(0%)
minecraft.used.polished_diorite_slab: #6, 9(0%)
minecraft.mined.piston_head: #7, 14(5%)
minecraft.picked_up.green_glazed_terracotta: #6, 6(0%)
minecraft.crafted.magenta_carpet: #6, 3(0%)
minecraft.dropped.green_terracotta: #6, 1(0%)
minecraft.picked_up.orange_concrete: #7, 655(6%)
minecraft.custom.damage_taken: #8, 422282(6%)
minecraft.used.white_concrete: #7, 15864(4%)
minecraft.mined.mossy_cobblestone: #7, 124(5%)
minecraft.mined.jungle_planks: #7, 73(6%)
minecraft.picked_up.stone_axe: #7, 3(6%)
minecraft.crafted.oak_pressure_plate: #7, 32(5%)
minecraft.used.cobblestone_stairs: #7, 563(4%)
minecraft.dropped.shield: #7, 5(7%)
minecraft.crafted.light_gray_concrete_powder: #7, 4601(5%)
minecraft.used.painting: #7, 141(4%)
minecraft.picked_up.white_concrete: #7, 11682(4%)
minecraft.crafted.orange_concrete_powder: #7, 496(6%)
minecraft.crafted.wooden_axe: #7, 2(6%)
minecraft.picked_up.purpur_block: #7, 381(6%)
minecraft.picked_up.quartz: #7, 15190(4%)
minecraft.picked_up.green_concrete_powder: #7, 226(6%)
minecraft.picked_up.dragon_head: #7, 12(6%)
minecraft.crafted.dark_oak_door: #7, 24(5%)
minecraft.mined.nether_bricks: #7, 1292(4%)
minecraft.picked_up.mossy_stone_bricks: #7, 81(4%)
minecraft.used.splash_potion: #7, 20(5%)
minecraft.mined.gray_wool: #7, 19(6%)
minecraft.mined.redstone_lamp: #7, 72(5%)
minecraft.mined.red_carpet: #7, 102(5%)
minecraft.picked_up.purpur_pillar: #7, 168(6%)
minecraft.picked_up.torch: #8, 11375(6%)
minecraft.crafted.spruce_door: #7, 51(4%)
minecraft.picked_up.activator_rail: #7, 22(5%)
minecraft.picked_up.lava_bucket: #7, 10(4%)
minecraft.dropped.coal_ore: #7, 385(5%)
minecraft.mined.spruce_leaves: #7, 3402(3%)
minecraft.picked_up.shulker_shell: #7, 812(5%)
minecraft.mined.light_gray_carpet: #7, 93(4%)
minecraft.crafted.leather_boots: #7, 36(5%)
minecraft.used.orange_terracotta: #7, 800(4%)
minecraft.picked_up.white_concrete_powder: #7, 7265(4%)
minecraft.crafted.leather_leggings: #7, 43(5%)
minecraft.used.light_blue_stained_glass_pane: #7, 192(5%)
minecraft.used.player_head: #7, 224(3%)
minecraft.picked_up.cobweb: #7, 415(3%)
minecraft.used.jungle_boat: #7, 9(3%)
minecraft.picked_up.mutton: #7, 149(3%)
minecraft.mined.polished_diorite: #7, 201(4%)
minecraft.picked_up.painting: #7, 100(3%)
minecraft.dropped.armor_stand: #7, 9(4%)
minecraft.picked_up.red_tulip: #7, 60(3%)
minecraft.used.yellow_stained_glass: #7, 222(4%)
minecraft.used.chiseled_quartz_block: #7, 139(4%)
minecraft.used.yellow_concrete_powder: #7, 1037(4%)
minecraft.crafted.yellow_concrete_powder: #7, 1024(4%)
minecraft.crafted.jungle_boat: #7, 3(4%)
minecraft.crafted.birch_door: #7, 9(4%)
minecraft.used.golden_apple: #7, 8(4%)
minecraft.picked_up.lapis_ore: #7, 204(3%)
minecraft.picked_up.red_concrete_powder: #7, 187(4%)
minecraft.crafted.white_carpet: #7, 516(3%)
minecraft.used.cyan_banner: #7, 6(6%)
minecraft.picked_up.blue_concrete: #7, 310(4%)
minecraft.picked_up.peony: #7, 81(4%)
minecraft.mined.stripped_birch_log: #7, 247(3%)
minecraft.dropped.stone_sword: #7, 38(3%)
minecraft.crafted.light_blue_stained_glass_pane: #7, 176(4%)
minecraft.used.stone_brick_wall: #7, 268(4%)
minecraft.picked_up.spruce_leaves: #7, 2182(3%)
minecraft.picked_up.jungle_boat: #7, 8(3%)
minecraft.crafted.golden_boots: #7, 4(4%)
minecraft.mined.lime_concrete: #7, 504(4%)
minecraft.used.gray_wool: #7, 36(3%)
minecraft.used.oak_trapdoor: #8, 706(7%)
minecraft.mined.light_blue_wool: #7, 41(4%)
minecraft.picked_up.gray_stained_glass_pane: #7, 109(4%)
minecraft.crafted.cobblestone_stairs: #7, 592(2%)
minecraft.picked_up.light_blue_stained_glass_pane: #7, 26(3%)
minecraft.mined.light_blue_stained_glass_pane: #7, 21(3%)
minecraft.crafted.sugar: #7, 170(2%)
minecraft.dropped.stripped_spruce_log: #7, 5(4%)
minecraft.dropped.apple: #7, 38(3%)
minecraft.dropped.coarse_dirt: #7, 54(3%)
minecraft.used.polished_andesite_stairs: #7, 167(3%)
minecraft.killed.ender_dragon: #7, 1(5%)
minecraft.crafted.birch_wood: #7, 87(5%)
minecraft.used.stripped_birch_log: #7, 145(3%)
minecraft.crafted.dried_kelp: #7, 2988(2%)
minecraft.used.oak_stairs: #8, 564(6%)
minecraft.dropped.cyan_carpet: #7, 3(5%)
minecraft.picked_up.heavy_weighted_pressure_plate: #7, 8(3%)
minecraft.mined.grindstone: #7, 13(3%)
minecraft.used.yellow_stained_glass_pane: #7, 76(3%)
minecraft.crafted.pink_bed: #7, 2(4%)
minecraft.mined.sweet_berry_bush: #7, 78(3%)
minecraft.crafted.yellow_stained_glass: #7, 256(3%)
minecraft.dropped.emerald: #7, 159(3%)
minecraft.crafted.acacia_slab: #7, 72(3%)
minecraft.picked_up.wheat_seeds: #8, 7807(5%)
minecraft.crafted.yellow_stained_glass_pane: #7, 96(3%)
minecraft.picked_up.purple_carpet: #7, 13(3%)
minecraft.used.horn_coral: #7, 8(3%)
minecraft.killed.ravager: #7, 2(3%)
minecraft.picked_up.grindstone: #7, 14(2%)
minecraft.mined.melon: #7, 40(2%)
minecraft.used.quartz_stairs: #8, 1619(6%)
minecraft.mined.red_stained_glass: #7, 61(2%)
minecraft.crafted.wooden_pickaxe: #7, 3(1%)
minecraft.used.chorus_fruit: #7, 6(2%)
minecraft.picked_up.light_gray_banner: #7, 4(4%)
minecraft.used.azure_bluet: #7, 10(2%)
minecraft.crafted.dark_oak_boat: #7, 4(2%)
minecraft.dropped.magma_block: #7, 29(2%)
minecraft.crafted.filled_map: #7, 56(2%)
minecraft.picked_up.diamond_sword: #8, 73(5%)
minecraft.dropped.sand: #7, 2671(1%)
minecraft.crafted.coarse_dirt: #7, 684(1%)
minecraft.mined.light_gray_wool: #7, 30(2%)
minecraft.killed_by.ravager: #7, 6(3%)
minecraft.used.hay_block: #7, 39(1%)
minecraft.custom.play_record: #7, 14(3%)
minecraft.picked_up.blue_dye: #7, 20(3%)
minecraft.used.dark_oak_pressure_plate: #7, 7(2%)
minecraft.dropped.orange_terracotta: #7, 67(2%)
minecraft.used.orange_stained_glass_pane: #7, 75(2%)
minecraft.dropped.stone_axe: #7, 2(2%)
minecraft.dropped.stone_stairs: #7, 14(2%)
minecraft.crafted.map: #7, 27(1%)
minecraft.used.acacia_sign: #7, 1(3%)
minecraft.used.purple_concrete_powder: #7, 167(2%)
minecraft.mined.heavy_weighted_pressure_plate: #7, 3(2%)
minecraft.used.light_gray_banner: #7, 4(3%)
minecraft.used.acacia_planks: #7, 20(1%)
minecraft.crafted.stone_brick_wall: #7, 192(2%)
minecraft.mined.purple_concrete: #7, 164(1%)
minecraft.crafted.light_blue_wool: #7, 16(2%)
minecraft.dropped.slime_block: #7, 25(1%)
minecraft.mined.red_wall_banner: #7, 5(2%)
minecraft.dropped.stripped_acacia_log: #7, 1(2%)
minecraft.picked_up.dark_oak_button: #7, 4(2%)
minecraft.dropped.sunflower: #7, 5(2%)
minecraft.killed.wither_skeleton: #7, 308(1%)
minecraft.picked_up.melon_slice: #7, 636(1%)
minecraft.dropped.acacia_door: #7, 1(3%)
minecraft.used.rail: #8, 4380(5%)
minecraft.picked_up.oak_planks: #8, 1169(4%)
minecraft.picked_up.emerald_ore: #7, 5(2%)
minecraft.used.mossy_cobblestone_stairs: #7, 10(2%)
minecraft.dropped.anvil: #7, 1(2%)
minecraft.picked_up.diamond_shovel: #8, 67(5%)
minecraft.used.dark_oak_button: #7, 9(1%)
minecraft.crafted.clay: #7, 22(1%)
minecraft.crafted.oak_wood: #7, 57(1%)
minecraft.picked_up.light_blue_banner: #7, 2(1%)
minecraft.dropped.flower_pot: #7, 3(1%)
minecraft.crafted.mossy_cobblestone_stairs: #7, 8(2%)
minecraft.used.blue_ice: #7, 132(1%)
minecraft.used.bubble_coral: #7, 2(1%)
minecraft.picked_up.stripped_spruce_wood: #7, 5(1%)
minecraft.picked_up.black_dye: #7, 32(1%)
minecraft.mined.light_blue_carpet: #7, 4(1%)
minecraft.crafted.lime_wool: #7, 8(1%)
minecraft.picked_up.tube_coral: #7, 5(1%)
minecraft.dropped.acacia_wood: #7, 1(1%)
minecraft.picked_up.dark_oak_trapdoor: #8, 161(5%)
minecraft.picked_up.diamond_axe: #8, 56(5%)
minecraft.dropped.spruce_fence_gate: #7, 3(1%)
minecraft.dropped.crafting_table: #8, 27(6%)
minecraft.dropped.white_dye: #7, 29(1%)
minecraft.used.dead_bubble_coral_block: #7, 3(1%)
minecraft.dropped.sweet_berries: #7, 56(1%)
minecraft.killed.zombie_pigman: #7, 64(0%)
minecraft.mined.lectern: #7, 27(0%)
minecraft.picked_up.light_gray_bed: #7, 1(1%)
minecraft.mined.stripped_jungle_log: #7, 13(1%)
minecraft.picked_up.cake: #7, 1(1%)
minecraft.mined.light_gray_bed: #7, 1(1%)
minecraft.used.prismarine_stairs: #7, 10(1%)
minecraft.picked_up.stripped_jungle_log: #7, 13(1%)
minecraft.dropped.red_concrete: #7, 3(1%)
minecraft.dropped.lime_carpet: #7, 1(1%)
minecraft.picked_up.chicken: #8, 225(4%)
minecraft.mined.diorite_wall: #7, 1(1%)
minecraft.dropped.light_blue_wool: #7, 1(1%)
minecraft.mined.tube_coral_fan: #7, 4(1%)
minecraft.mined.oak_sign: #8, 41(4%)
minecraft.mined.white_concrete: #8, 16937(4%)
minecraft.used.sandstone_wall: #7, 17(1%)
minecraft.picked_up.magenta_carpet: #7, 2(0%)
minecraft.used.stripped_jungle_log: #7, 4(0%)
minecraft.picked_up.stripped_oak_wood: #7, 3(0%)
minecraft.killed.cave_spider: #7, 30(0%)
minecraft.picked_up.prismarine_stairs: #7, 2(1%)
minecraft.mined.stripped_oak_wood: #7, 3(0%)
minecraft.dropped.lime_dye: #7, 2(0%)
minecraft.dropped.spectral_arrow: #7, 2(0%)
minecraft.crafted.quartz_stairs: #8, 976(5%)
minecraft.picked_up.minecart: #8, 238(5%)
minecraft.dropped.allium: #7, 1(0%)
minecraft.crafted.melon: #7, 192(0%)
minecraft.picked_up.brown_stained_glass: #7, 8(0%)
minecraft.mined.birch_button: #7, 9(0%)
minecraft.dropped.brown_concrete_powder: #7, 1(0%)
minecraft.used.nether_wart_block: #7, 3(0%)
minecraft.mined.iron_ore: #8, 4725(4%)
minecraft.crafted.iron_helmet: #8, 15(4%)
minecraft.mined.redstone_torch: #8, 104(4%)
minecraft.dropped.bone_meal: #8, 431(4%)
minecraft.mined.note_block: #8, 56(5%)
minecraft.crafted.glass_bottle: #8, 240(4%)
minecraft.picked_up.quartz_block: #8, 852(4%)
minecraft.dropped.trident: #8, 9(5%)
minecraft.crafted.white_concrete_powder: #8, 17812(4%)
minecraft.dropped.wheat: #8, 95(4%)
minecraft.mined.oak_trapdoor: #8, 121(4%)
minecraft.mined.stone_stairs: #8, 61(5%)
minecraft.mined.black_carpet: #8, 50(5%)
minecraft.mined.farmland: #8, 184(4%)
minecraft.mined.player_head: #8, 84(4%)
minecraft.picked_up.diamond_chestplate: #8, 9(4%)
minecraft.crafted.stone_pressure_plate: #8, 187(4%)
minecraft.picked_up.nautilus_shell: #8, 33(4%)
minecraft.used.lime_concrete_powder: #8, 472(5%)
minecraft.picked_up.coal_ore: #8, 2214(4%)
minecraft.picked_up.cyan_concrete: #8, 249(6%)
minecraft.dropped.cut_sandstone: #8, 15(6%)
minecraft.killed.cod: #8, 58(4%)
minecraft.dropped.lever: #8, 32(4%)
minecraft.picked_up.mossy_cobblestone: #8, 146(4%)
minecraft.used.beetroot_seeds: #8, 68(5%)
minecraft.picked_up.stripped_oak_log: #8, 165(3%)
minecraft.mined.beetroots: #8, 62(5%)
minecraft.mined.stripped_oak_log: #8, 164(3%)
minecraft.picked_up.dandelion: #8, 368(3%)
minecraft.custom.pot_flower: #8, 48(4%)
minecraft.picked_up.porkchop: #8, 60(3%)
minecraft.used.white_carpet: #8, 626(3%)
minecraft.used.red_concrete: #8, 747(4%)
minecraft.mined.pumpkin: #8, 131(4%)
minecraft.picked_up.lilac: #8, 94(3%)
minecraft.mined.purpur_block: #8, 329(5%)
minecraft.killed.zombie: #9, 1114(5%)
minecraft.killed.bat: #8, 30(3%)
minecraft.crafted.lime_concrete_powder: #8, 496(4%)
minecraft.mined.rail: #8, 1303(3%)
minecraft.dropped.spruce_planks: #8, 165(3%)
minecraft.picked_up.red_concrete: #8, 736(4%)
minecraft.crafted.bow: #8, 193(3%)
minecraft.mined.red_concrete: #8, 838(4%)
minecraft.picked_up.redstone: #8, 12528(3%)
minecraft.picked_up.tnt: #8, 181(3%)
minecraft.mined.stone_pressure_plate: #8, 57(3%)
minecraft.picked_up.stripped_birch_log: #8, 262(3%)
minecraft.used.grass: #8, 74(5%)
minecraft.dropped.sugar_cane: #8, 452(3%)
minecraft.used.torch: #9, 19327(6%)
minecraft.mined.spruce_sign: #8, 3(5%)
minecraft.used.stripped_dark_oak_log: #8, 127(4%)
minecraft.mined.stripped_dark_oak_log: #8, 174(3%)
minecraft.picked_up.chiseled_quartz_block: #8, 44(4%)
minecraft.picked_up.stripped_dark_oak_log: #8, 182(3%)
minecraft.mined.birch_sign: #8, 8(3%)
minecraft.used.cyan_concrete: #8, 108(4%)
minecraft.crafted.chiseled_quartz_block: #8, 101(3%)
minecraft.picked_up.polished_diorite: #8, 199(3%)
minecraft.picked_up.diamond_ore: #8, 255(3%)
minecraft.dropped.oak_trapdoor: #8, 13(4%)
minecraft.dropped.iron_boots: #8, 4(3%)
minecraft.dropped.egg: #8, 231(2%)
minecraft.dropped.polished_granite: #8, 32(3%)
minecraft.mined.cyan_concrete: #8, 166(4%)
minecraft.used.birch_door: #8, 6(3%)
minecraft.dropped.snowball: #8, 164(4%)
minecraft.mined.bookshelf: #8, 139(2%)
minecraft.picked_up.coarse_dirt: #8, 473(2%)
minecraft.custom.player_kills: #8, 2(3%)
minecraft.mined.jack_o_lantern: #8, 17(3%)
minecraft.picked_up.jungle_planks: #8, 64(3%)
minecraft.picked_up.iron_trapdoor: #8, 212(2%)
minecraft.picked_up.iron_hoe: #8, 1(4%)
minecraft.dropped.spruce_fence: #8, 33(3%)
minecraft.dropped.coal_block: #8, 30(4%)
minecraft.killed_by.phantom: #8, 3(3%)
minecraft.dropped.filled_map: #8, 8(3%)
minecraft.picked_up.white_carpet: #9, 309(6%)
minecraft.dropped.stone_pressure_plate: #8, 31(3%)
minecraft.crafted.purple_concrete_powder: #8, 304(3%)
minecraft.picked_up.rabbit_hide: #8, 4(3%)
minecraft.dropped.potato: #8, 345(2%)
minecraft.picked_up.dark_oak_leaves: #8, 196(2%)
minecraft.crafted.golden_helmet: #8, 1(3%)
minecraft.crafted.chiseled_stone_bricks: #8, 337(2%)
minecraft.crafted.nether_brick_slab: #8, 204(3%)
minecraft.mined.iron_trapdoor: #8, 119(2%)
minecraft.mined.red_banner: #8, 7(3%)
minecraft.used.tube_coral_block: #8, 69(2%)
minecraft.dropped.nether_bricks: #8, 31(3%)
minecraft.picked_up.rotten_flesh: #9, 4264(4%)
minecraft.mined.black_concrete_powder: #8, 71(2%)
minecraft.picked_up.filled_map: #8, 84(2%)
minecraft.crafted.firework_rocket: #8, 14034(2%)
minecraft.crafted.purple_stained_glass_pane: #8, 64(3%)
minecraft.dropped.white_concrete: #8, 163(2%)
minecraft.picked_up.light_blue_concrete: #8, 329(2%)
minecraft.custom.play_noteblock: #8, 70(2%)
minecraft.used.coarse_dirt: #8, 793(1%)
minecraft.mined.polished_andesite_stairs: #8, 30(2%)
minecraft.dropped.dark_oak_sign: #8, 2(3%)
minecraft.picked_up.jack_o_lantern: #8, 16(2%)
minecraft.used.fire_coral_fan: #8, 21(2%)
minecraft.dropped.diamond_sword: #9, 13(5%)
minecraft.picked_up.red_banner: #8, 13(2%)
minecraft.dropped.jungle_planks: #8, 29(2%)
minecraft.dropped.stripped_oak_log: #8, 3(2%)
minecraft.mined.coarse_dirt: #8, 218(1%)
minecraft.used.lilac: #8, 21(2%)
minecraft.mined.light_blue_concrete_powder: #8, 17(2%)
minecraft.used.brain_coral: #8, 5(2%)
minecraft.mined.hay_block: #8, 10(2%)
minecraft.used.purple_stained_glass_pane: #8, 32(2%)
minecraft.dropped.oxeye_daisy: #8, 25(1%)
minecraft.mined.purple_stained_glass_pane: #8, 4(2%)
minecraft.dropped.birch_leaves: #8, 23(2%)
minecraft.dropped.shulker_box: #8, 14(1%)
minecraft.crafted.dark_oak_button: #8, 15(1%)
minecraft.dropped.oak_sign: #9, 84(5%)
minecraft.dropped.light_blue_shulker_box: #8, 1(2%)
minecraft.used.heavy_weighted_pressure_plate: #8, 8(1%)
minecraft.crafted.torch: #9, 10672(5%)
minecraft.crafted.gray_wool: #8, 18(1%)
minecraft.dropped.cornflower: #8, 6(1%)
minecraft.used.beef: #8, 1(2%)
minecraft.dropped.dark_oak_leaves: #8, 9(1%)
minecraft.mined.nether_wart: #8, 166(1%)
minecraft.picked_up.cracked_stone_bricks: #8, 121(1%)
minecraft.picked_up.bone_meal: #9, 1483(4%)
minecraft.used.iron_shovel: #9, 2070(5%)
minecraft.used.brain_coral_fan: #8, 10(1%)
minecraft.dropped.writable_book: #8, 1(1%)
minecraft.dropped.black_wool: #8, 4(1%)
minecraft.killed.slime: #9, 846(5%)
minecraft.used.lectern: #8, 41(1%)
minecraft.crafted.lever: #9, 255(5%)
minecraft.used.light_gray_bed: #8, 2(1%)
minecraft.picked_up.purple_concrete: #8, 64(1%)
minecraft.picked_up.bucket: #9, 59(5%)
minecraft.crafted.crossbow: #8, 2(1%)
minecraft.picked_up.cooked_porkchop: #8, 18(1%)
minecraft.crafted.end_crystal: #8, 1(1%)
minecraft.dropped.orange_tulip: #8, 4(1%)
minecraft.picked_up.turtle_helmet: #8, 1(1%)
minecraft.mined.acacia_planks: #8, 6(1%)
minecraft.dropped.azure_bluet: #8, 16(1%)
minecraft.used.cornflower: #8, 2(1%)
minecraft.dropped.comparator: #8, 6(1%)
minecraft.dropped.tnt: #8, 3(1%)
minecraft.dropped.cooked_porkchop: #8, 5(1%)
minecraft.dropped.light_gray_terracotta: #8, 30(1%)
minecraft.crafted.purple_stained_glass: #8, 56(1%)
minecraft.used.purple_carpet: #8, 12(1%)
minecraft.crafted.written_book: #8, 1(0%)
minecraft.dropped.light_blue_dye: #8, 1(1%)
minecraft.killed_by.guardian: #8, 1(0%)
minecraft.dropped.piston: #8, 2(0%)
minecraft.crafted.pink_stained_glass: #8, 16(0%)
minecraft.dropped.blaze_powder: #8, 1(0%)
minecraft.picked_up.diorite_wall: #8, 1(0%)
minecraft.picked_up.melon: #8, 16(0%)
minecraft.mined.dead_brain_coral_block: #8, 1(0%)
minecraft.crafted.light_blue_glazed_terracotta: #8, 1(0%)
minecraft.picked_up.pink_stained_glass: #8, 4(0%)
minecraft.dropped.black_stained_glass: #8, 1(0%)
minecraft.dropped.clay_ball: #8, 4(0%)
minecraft.used.experience_bottle: #8, 0(0%)
minecraft.picked_up.rail: #9, 2710(4%)
minecraft.used.hopper_minecart: #9, 54(5%)
minecraft.mined.coal_ore: #9, 8448(4%)
minecraft.picked_up.iron_ore: #9, 4676(4%)
minecraft.crafted.hopper_minecart: #9, 54(5%)
minecraft.mined.powered_rail: #9, 447(5%)
minecraft.crafted.writable_book: #9, 33(4%)
minecraft.custom.deaths: #9, 90(3%)
minecraft.picked_up.redstone_torch: #9, 455(4%)
minecraft.picked_up.leather: #9, 1052(4%)
minecraft.picked_up.grass: #9, 118(4%)
minecraft.crafted.redstone_lamp: #9, 232(5%)
minecraft.mined.cobblestone_stairs: #9, 127(4%)
minecraft.crafted.ender_chest: #9, 20(4%)
minecraft.broken.iron_shovel: #9, 5(4%)
minecraft.picked_up.beetroot_seeds: #9, 164(4%)
minecraft.mined.nether_quartz_ore: #9, 8379(3%)
minecraft.used.spruce_sign: #9, 72(4%)
minecraft.crafted.sandstone: #9, 797(4%)
minecraft.picked_up.trident: #9, 30(3%)
minecraft.mined.brewing_stand: #9, 17(4%)
minecraft.picked_up.beetroot: #9, 69(5%)
minecraft.custom.fly_one_cm: #10, 89503713(3%)
minecraft.picked_up.slime_ball: #9, 1594(3%)
minecraft.mined.oxeye_daisy: #9, 36(3%)
minecraft.custom.open_chest: #10, 32516(4%)
minecraft.crafted.quartz_block: #9, 3012(3%)
minecraft.picked_up.item_frame: #9, 194(3%)
minecraft.mined.lapis_ore: #9, 449(3%)
minecraft.killed.shulker: #9, 273(5%)
minecraft.crafted.player_head: #9, 207(3%)
minecraft.crafted.diamond_helmet: #9, 4(3%)
minecraft.picked_up.light_gray_concrete_powder: #9, 886(3%)
minecraft.used.dark_oak_sign: #9, 20(3%)
minecraft.crafted.shulker_box: #9, 205(4%)
minecraft.dropped.iron_block: #9, 162(4%)
minecraft.used.red_concrete_powder: #9, 623(3%)
minecraft.used.flower_pot: #9, 52(3%)
minecraft.mined.red_wool: #9, 60(3%)
minecraft.picked_up.lime_stained_glass_pane: #9, 39(3%)
minecraft.used.sandstone: #9, 1379(2%)
minecraft.crafted.red_concrete_powder: #9, 560(3%)
minecraft.picked_up.diamond_block: #9, 117(2%)
minecraft.picked_up.redstone_lamp: #9, 72(3%)
minecraft.used.sea_pickle: #9, 280(2%)
minecraft.picked_up.lime_concrete: #9, 399(3%)
minecraft.crafted.green_dye: #9, 1315(2%)
minecraft.dropped.spruce_log: #9, 137(2%)
minecraft.dropped.iron_pickaxe: #9, 2(2%)
minecraft.mined.azure_bluet: #9, 30(2%)
minecraft.used.rose_bush: #9, 21(2%)
minecraft.mined.glass: #10, 1671(6%)
minecraft.mined.dark_oak_fence_gate: #9, 10(2%)
minecraft.mined.chiseled_quartz_block: #9, 21(2%)
minecraft.crafted.cyan_concrete_powder: #9, 136(2%)
minecraft.dropped.slime_ball: #9, 142(2%)
minecraft.picked_up.purple_banner: #9, 2(2%)
minecraft.crafted.bread: #9, 92(1%)
minecraft.mined.sea_pickle: #9, 39(2%)
minecraft.crafted.compass: #9, 31(1%)
minecraft.used.apple: #9, 18(1%)
minecraft.crafted.light_blue_concrete_powder: #9, 264(2%)
minecraft.picked_up.dark_oak_fence_gate: #9, 11(2%)
minecraft.dropped.iron_shovel: #9, 3(1%)
minecraft.dropped.snow: #9, 117(2%)
minecraft.crafted.stone_sword: #9, 4(1%)
minecraft.mined.sugar_cane: #9, 714(1%)
minecraft.dropped.green_dye: #9, 572(1%)
minecraft.picked_up.azure_bluet: #9, 63(1%)
minecraft.dropped.polished_diorite: #9, 16(1%)
minecraft.dropped.stone_shovel: #9, 2(1%)
minecraft.picked_up.polished_andesite_slab: #9, 51(2%)
minecraft.used.light_blue_bed: #9, 6(1%)
minecraft.dropped.stone_hoe: #9, 1(1%)
minecraft.mined.andesite_wall: #9, 5(1%)
minecraft.dropped.light_gray_concrete_powder: #9, 32(1%)
minecraft.mined.light_gray_stained_glass: #9, 47(1%)
minecraft.used.end_crystal: #9, 1(1%)
minecraft.crafted.purple_carpet: #9, 24(1%)
minecraft.mined.light_blue_bed: #9, 4(1%)
minecraft.dropped.yellow_terracotta: #9, 43(1%)
minecraft.picked_up.light_blue_bed: #9, 4(1%)
minecraft.mined.pumpkin_stem: #9, 4(1%)
minecraft.killed_by.zombie: #9, 3(1%)
minecraft.used.jukebox: #9, 2(1%)
minecraft.dropped.item_frame: #9, 6(1%)
minecraft.killed.spider: #10, 173(4%)
minecraft.used.daylight_detector: #9, 5(1%)
minecraft.crafted.acacia_wood: #9, 39(1%)
minecraft.mined.yellow_concrete_powder: #9, 20(1%)
minecraft.picked_up.lectern: #9, 27(0%)
minecraft.picked_up.green_stained_glass: #9, 11(1%)
minecraft.dropped.sandstone_stairs: #9, 3(1%)
minecraft.mined.dark_oak_wood: #9, 6(1%)
minecraft.dropped.lime_wool: #9, 3(1%)
minecraft.used.gold_ore: #9, 10(0%)
minecraft.crafted.packed_ice: #9, 68(0%)
minecraft.mined.oak_wood: #9, 4(0%)
minecraft.custom.use_cauldron: #9, 1(0%)
minecraft.used.pink_wool: #9, 4(0%)
minecraft.crafted.magma_cream: #9, 1(0%)
minecraft.dropped.vine: #9, 6(0%)
minecraft.used.red_mushroom_block: #9, 13(0%)
minecraft.dropped.red_carpet: #9, 1(0%)
minecraft.picked_up.birch_button: #9, 20(0%)
minecraft.dropped.dispenser: #9, 1(0%)
minecraft.crafted.pink_carpet: #9, 3(0%)
minecraft.mined.pink_wool: #9, 1(0%)
minecraft.picked_up.orange_concrete_powder: #9, 7(0%)
minecraft.mined.purple_terracotta: #9, 2(0%)
minecraft.picked_up.purple_terracotta: #9, 2(0%)
minecraft.mined.dead_tube_coral_block: #9, 1(0%)
minecraft.used.magenta_carpet: #9, 1(0%)
minecraft.dropped.black_concrete_powder: #9, 1(0%)
minecraft.picked_up.spruce_slab: #10, 836(4%)
minecraft.mined.wall_torch: #10, 777(4%)
minecraft.crafted.iron_boots: #10, 13(4%)
minecraft.picked_up.coal_block: #10, 193(4%)
minecraft.used.spruce_planks: #10, 2073(3%)
minecraft.crafted.spruce_stairs: #10, 1032(4%)
minecraft.dropped.birch_planks: #10, 78(4%)
minecraft.picked_up.spruce_boat: #10, 57(3%)
minecraft.crafted.oak_stairs: #10, 384(4%)
minecraft.picked_up.stone_pressure_plate: #10, 107(4%)
minecraft.mined.oak_stairs: #10, 146(4%)
minecraft.mined.wheat: #10, 1855(3%)
minecraft.killed.chicken: #10, 98(3%)
minecraft.used.spruce_boat: #10, 53(3%)
minecraft.used.item_frame: #10, 322(3%)
minecraft.picked_up.oak_trapdoor: #10, 120(3%)
minecraft.mined.player_wall_head: #10, 55(3%)
minecraft.picked_up.cobblestone_stairs: #10, 194(3%)
minecraft.picked_up.brewing_stand: #10, 17(4%)
minecraft.killed.drowned: #10, 414(2%)
minecraft.used.dark_oak_boat: #10, 32(3%)
minecraft.picked_up.ghast_tear: #10, 29(3%)
minecraft.crafted.stone_pickaxe: #10, 7(2%)
minecraft.dropped.baked_potato: #10, 73(3%)
minecraft.crafted.dark_oak_sign: #10, 15(3%)
minecraft.picked_up.string: #10, 977(2%)
minecraft.dropped.oak_leaves: #10, 144(3%)
minecraft.dropped.acacia_planks: #10, 15(3%)
minecraft.dropped.cobblestone_stairs: #10, 49(3%)
minecraft.picked_up.dark_oak_boat: #10, 25(2%)
minecraft.used.oak_sapling: #10, 435(2%)
minecraft.picked_up.feather: #10, 252(2%)
minecraft.picked_up.nether_quartz_ore: #10, 1319(2%)
minecraft.used.cyan_concrete_powder: #10, 131(3%)
minecraft.dropped.flint_and_steel: #10, 3(3%)
minecraft.killed_by.skeleton: #10, 2(2%)
minecraft.mined.light_gray_stained_glass_pane: #10, 65(3%)
minecraft.killed.phantom: #10, 84(2%)
minecraft.used.diamond_ore: #10, 146(2%)
minecraft.picked_up.white_stained_glass: #10, 410(2%)
minecraft.used.stone_axe: #10, 146(1%)
minecraft.used.light_blue_concrete_powder: #10, 262(2%)
minecraft.mined.cornflower: #10, 15(2%)
minecraft.picked_up.flower_pot: #10, 16(1%)
minecraft.used.dragon_head: #10, 2(2%)
