stat, rank, value, (percentage) 
minecraft.killed_by.player: #11, 3(4%)
minecraft.picked_up.bone_meal: #11, 995(3%)
minecraft.picked_up.minecart: #11, 180(4%)
minecraft.dropped.diamond_axe: #11, 6(4%)
minecraft.picked_up.spruce_door: #11, 33(3%)
minecraft.picked_up.iron_door: #11, 27(3%)
minecraft.used.shulker_box: #11, 1070(3%)
minecraft.dropped.golden_boots: #11, 9(3%)
minecraft.picked_up.diamond_chestplate: #11, 7(3%)
minecraft.picked_up.shulker_box: #11, 1075(3%)
minecraft.picked_up.rotten_flesh: #11, 1963(2%)
minecraft.dropped.andesite: #11, 1543(3%)
minecraft.picked_up.ender_chest: #11, 382(3%)
minecraft.crafted.iron_shovel: #11, 12(2%)
minecraft.mined.ender_chest: #11, 364(2%)
minecraft.mined.bone_block: #11, 157(3%)
minecraft.mined.gold_ore: #11, 630(2%)
minecraft.custom.open_barrel: #11, 918(3%)
minecraft.mined.stone_pressure_plate: #11, 49(3%)
minecraft.picked_up.oak_pressure_plate: #11, 12(3%)
minecraft.picked_up.string: #11, 927(2%)
minecraft.dropped.potion: #11, 18(3%)
minecraft.used.jungle_log: #11, 199(2%)
minecraft.picked_up.shield: #11, 9(2%)
minecraft.crafted.stone_pickaxe: #11, 6(2%)
minecraft.killed.guardian: #11, 5008(2%)
minecraft.dropped.smooth_stone_slab: #11, 214(2%)
minecraft.crafted.iron_hoe: #11, 2(3%)
minecraft.mined.white_bed: #11, 39(2%)
minecraft.mined.purpur_slab: #11, 21(3%)
minecraft.killed_by.enderman: #11, 1(3%)
minecraft.used.white_concrete_powder: #11, 6832(2%)
minecraft.mined.observer: #11, 148(2%)
minecraft.picked_up.chainmail_chestplate: #11, 2(2%)
minecraft.used.potato: #11, 530(2%)
minecraft.picked_up.pufferfish: #11, 36(1%)
minecraft.used.trident: #11, 491(2%)
minecraft.dropped.tripwire_hook: #11, 10(2%)
minecraft.mined.cobweb: #11, 200(1%)
minecraft.picked_up.observer: #11, 154(1%)
minecraft.picked_up.spider_eye: #11, 152(1%)
minecraft.picked_up.yellow_carpet: #11, 25(2%)
minecraft.crafted.green_dye: #11, 939(1%)
minecraft.picked_up.cyan_carpet: #11, 7(2%)
minecraft.crafted.light_blue_stained_glass: #11, 712(2%)
minecraft.mined.iron_trapdoor: #11, 87(1%)
minecraft.used.red_banner: #11, 20(2%)
minecraft.dropped.glass_bottle: #11, 27(1%)
minecraft.custom.interact_with_smoker: #11, 7(1%)
minecraft.crafted.lime_stained_glass_pane: #11, 112(2%)
minecraft.dropped.iron_chestplate: #11, 2(1%)
minecraft.mined.purple_stained_glass: #11, 9(2%)
minecraft.crafted.cyan_dye: #11, 418(1%)
minecraft.dropped.potato: #11, 209(1%)
minecraft.picked_up.spruce_pressure_plate: #11, 5(1%)
minecraft.picked_up.filled_map: #11, 53(1%)
minecraft.used.diamond_block: #11, 48(1%)
minecraft.dropped.red_mushroom: #11, 6(1%)
minecraft.crafted.emerald: #11, 2657(1%)
minecraft.picked_up.white_concrete_powder: #11, 1901(1%)
minecraft.mined.yellow_stained_glass: #11, 15(1%)
minecraft.picked_up.iron_trapdoor: #11, 86(1%)
minecraft.picked_up.yellow_stained_glass: #11, 41(1%)
minecraft.picked_up.jungle_log: #11, 517(1%)
minecraft.picked_up.yellow_bed: #11, 7(1%)
minecraft.mined.yellow_bed: #11, 6(1%)
minecraft.dropped.stone_hoe: #11, 1(1%)
minecraft.custom.interact_with_cartography_table: #11, 1(1%)
minecraft.dropped.iron_door: #11, 2(1%)
minecraft.used.stripped_dark_oak_log: #11, 36(1%)
minecraft.mined.light_blue_concrete: #11, 156(1%)
minecraft.used.light_gray_concrete: #11, 375(1%)
minecraft.dropped.snow_block: #11, 20(1%)
minecraft.picked_up.light_blue_concrete: #11, 163(1%)
minecraft.crafted.oak_pressure_plate: #11, 5(1%)
minecraft.crafted.light_blue_concrete_powder: #11, 152(1%)
minecraft.killed.wither_skeleton: #11, 232(1%)
minecraft.used.slime_block: #11, 116(1%)
minecraft.crafted.white_wool: #11, 129(1%)
minecraft.crafted.red_stained_glass_pane: #11, 64(1%)
minecraft.mined.emerald_block: #11, 9(1%)
minecraft.used.light_blue_concrete: #11, 90(1%)
minecraft.used.horn_coral: #11, 3(1%)
minecraft.dropped.iron_bars: #11, 39(1%)
minecraft.crafted.orange_stained_glass: #11, 72(1%)
minecraft.dropped.sand: #11, 1030(0%)
minecraft.mined.red_banner: #11, 2(1%)
minecraft.dropped.phantom_membrane: #11, 4(1%)
minecraft.used.light_blue_stained_glass_pane: #11, 24(1%)
minecraft.dropped.beef: #11, 55(1%)
minecraft.picked_up.andesite_wall: #11, 3(1%)
minecraft.dropped.magma_block: #11, 8(1%)
minecraft.crafted.yellow_shulker_box: #11, 4(0%)
minecraft.crafted.dark_oak_pressure_plate: #11, 2(1%)
minecraft.picked_up.cooked_cod: #11, 328(0%)
minecraft.picked_up.arrow: #12, 2463(4%)
minecraft.dropped.glowstone: #11, 8(0%)
minecraft.mined.light_blue_bed: #11, 2(1%)
minecraft.used.red_stained_glass_pane: #11, 24(0%)
minecraft.picked_up.light_blue_bed: #11, 2(1%)
minecraft.dropped.smooth_sandstone: #11, 14(1%)
minecraft.picked_up.sweet_berries: #11, 99(0%)
minecraft.crafted.emerald_block: #11, 91(0%)
minecraft.dropped.purpur_stairs: #11, 1(1%)
minecraft.mined.pumpkin_stem: #11, 2(1%)
minecraft.dropped.cookie: #11, 11(0%)
minecraft.used.cookie: #11, 3(0%)
minecraft.killed_by.guardian: #11, 1(0%)
minecraft.dropped.iron_axe: #11, 3(0%)
minecraft.picked_up.blue_terracotta: #11, 7(0%)
minecraft.used.magenta_wool: #11, 1(0%)
minecraft.picked_up.brick: #11, 48(0%)
minecraft.mined.lectern: #11, 11(0%)
minecraft.picked_up.light_blue_concrete_powder: #11, 12(0%)
minecraft.dropped.light_gray_concrete_powder: #11, 5(0%)
minecraft.dropped.saddle: #11, 1(0%)
minecraft.picked_up.smooth_quartz_stairs: #11, 4(0%)
minecraft.used.cyan_bed: #11, 1(0%)
minecraft.used.red_stained_glass: #11, 23(0%)
minecraft.dropped.white_dye: #11, 5(0%)
minecraft.dropped.gray_carpet: #11, 1(0%)
minecraft.used.blue_terracotta: #11, 7(0%)
minecraft.dropped.white_banner: #11, 1(0%)
minecraft.picked_up.brain_coral_block: #11, 1(0%)
minecraft.custom.damage_dealt: #12, 601395(3%)
minecraft.crafted.chest: #12, 1860(4%)
minecraft.mined.spruce_stairs: #12, 314(4%)
minecraft.picked_up.leather_helmet: #12, 11(4%)
minecraft.killed.zombie: #12, 515(2%)
minecraft.picked_up.spruce_stairs: #12, 416(3%)
minecraft.used.powered_rail: #12, 1417(4%)
minecraft.crafted.furnace: #12, 236(3%)
minecraft.used.spruce_trapdoor: #12, 794(3%)
minecraft.dropped.diamond_boots: #12, 4(3%)
minecraft.crafted.iron_sword: #12, 10(2%)
minecraft.dropped.oak_sign: #12, 44(3%)
minecraft.picked_up.furnace: #12, 107(2%)
minecraft.used.golden_carrot: #12, 1235(2%)
minecraft.picked_up.spruce_planks: #12, 807(2%)
minecraft.mined.lapis_ore: #12, 377(2%)
minecraft.picked_up.diamond_axe: #12, 28(2%)
minecraft.picked_up.iron_shovel: #12, 8(2%)
minecraft.dropped.rotten_flesh: #12, 1049(2%)
minecraft.mined.powered_rail: #12, 248(3%)
minecraft.dropped.diamond: #12, 225(2%)
minecraft.used.stripped_oak_log: #12, 58(3%)
minecraft.crafted.player_head: #12, 160(3%)
minecraft.crafted.light_blue_dye: #12, 466(2%)
minecraft.used.bone_block: #12, 499(2%)
minecraft.crafted.minecart: #12, 66(2%)
minecraft.picked_up.powered_rail: #12, 467(2%)
minecraft.crafted.flint_and_steel: #12, 9(2%)
minecraft.crafted.coal: #12, 1683(2%)
minecraft.mined.redstone_ore: #12, 2037(2%)
minecraft.dropped.leather_chestplate: #12, 5(2%)
minecraft.picked_up.purpur_slab: #12, 21(3%)
minecraft.dropped.iron_pickaxe: #12, 2(2%)
minecraft.dropped.trident: #12, 4(2%)
minecraft.picked_up.tnt: #12, 111(2%)
minecraft.picked_up.sticky_piston: #12, 121(2%)
minecraft.dropped.spruce_planks: #12, 94(2%)
minecraft.used.observer: #12, 378(2%)
minecraft.dropped.stick: #12, 376(2%)
minecraft.picked_up.end_stone_bricks: #12, 145(2%)
minecraft.picked_up.light_gray_concrete: #12, 682(2%)
minecraft.used.light_gray_shulker_box: #12, 75(2%)
minecraft.picked_up.potato: #12, 1620(1%)
minecraft.dropped.golden_helmet: #12, 5(2%)
minecraft.picked_up.wooden_pickaxe: #12, 1(2%)
minecraft.dropped.minecart: #12, 8(2%)
minecraft.used.sticky_piston: #12, 188(1%)
minecraft.mined.hopper: #12, 163(1%)
minecraft.crafted.glass_pane: #12, 224(1%)
minecraft.used.glass_pane: #12, 163(1%)
minecraft.picked_up.dropper: #12, 61(2%)
minecraft.picked_up.iron_axe: #12, 7(1%)
minecraft.crafted.sticky_piston: #12, 124(1%)
minecraft.picked_up.cyan_terracotta: #12, 1014(1%)
minecraft.mined.cyan_terracotta: #12, 713(1%)
minecraft.crafted.bow: #12, 79(1%)
minecraft.used.end_stone_bricks: #12, 80(2%)
minecraft.mined.light_gray_concrete: #12, 651(1%)
minecraft.mined.stone_stairs: #12, 18(2%)
minecraft.picked_up.stone_stairs: #12, 27(1%)
minecraft.picked_up.salmon: #12, 81(1%)
minecraft.picked_up.beetroot: #12, 23(2%)
minecraft.picked_up.porkchop: #12, 19(1%)
minecraft.mined.pumpkin: #12, 42(1%)
minecraft.killed.shulker: #12, 97(2%)
minecraft.crafted.fermented_spider_eye: #12, 8(1%)
minecraft.crafted.redstone_torch: #12, 749(1%)
minecraft.mined.birch_sign: #12, 3(1%)
minecraft.dropped.gold_block: #12, 16(2%)
minecraft.picked_up.golden_apple: #12, 6(1%)
minecraft.used.brain_coral: #12, 3(1%)
minecraft.crafted.cyan_terracotta: #12, 1416(1%)
minecraft.picked_up.bamboo: #12, 629(1%)
minecraft.dropped.flint_and_steel: #12, 1(1%)
minecraft.picked_up.light_blue_stained_glass: #12, 117(1%)
minecraft.mined.packed_ice: #12, 1691(1%)
minecraft.picked_up.red_banner: #12, 5(1%)
minecraft.used.lime_wool: #12, 15(1%)
minecraft.picked_up.pumpkin: #12, 167(0%)
minecraft.dropped.spruce_fence: #12, 7(1%)
minecraft.picked_up.birch_fence: #12, 6(1%)
minecraft.dropped.spruce_stairs: #12, 16(1%)
minecraft.mined.nether_brick_fence: #12, 5(1%)
minecraft.crafted.wooden_shovel: #12, 3(0%)
minecraft.used.ice: #12, 211(0%)
minecraft.dropped.cocoa_beans: #12, 3(1%)
minecraft.dropped.iron_trapdoor: #12, 3(1%)
minecraft.picked_up.nether_brick_fence: #12, 5(0%)
minecraft.dropped.tropical_fish: #12, 1(1%)
minecraft.used.light_gray_terracotta: #12, 31(0%)
minecraft.dropped.mutton: #12, 2(0%)
minecraft.used.light_blue_bed: #12, 2(0%)
minecraft.mined.lime_stained_glass: #12, 7(0%)
minecraft.picked_up.emerald: #12, 133(0%)
minecraft.mined.red_stained_glass: #12, 10(0%)
minecraft.picked_up.purple_stained_glass_pane: #12, 2(0%)
minecraft.picked_up.sugar: #12, 8(0%)
minecraft.crafted.tnt: #12, 89(0%)
minecraft.dropped.pumpkin_pie: #12, 2(0%)
minecraft.dropped.snow: #12, 20(0%)
minecraft.used.acacia_fence: #12, 4(0%)
minecraft.mined.light_gray_wool: #12, 3(0%)
minecraft.dropped.orange_terracotta: #12, 7(0%)
minecraft.mined.lapis_block: #12, 1(0%)
minecraft.dropped.quartz_stairs: #12, 1(0%)
minecraft.used.nether_brick_slab: #12, 9(0%)
minecraft.picked_up.iron_ingot: #12, 829(0%)
minecraft.used.gray_stained_glass: #12, 48(0%)
minecraft.killed.cave_spider: #12, 10(0%)
minecraft.mined.cyan_stained_glass: #12, 6(0%)
minecraft.used.melon_seeds: #12, 2(0%)
minecraft.crafted.clay: #12, 1(0%)
minecraft.picked_up.tube_coral_block: #12, 2(0%)
minecraft.picked_up.horn_coral_block: #12, 2(0%)
minecraft.mined.horn_coral_block: #12, 2(0%)
minecraft.mined.tube_coral_block: #12, 2(0%)
minecraft.mined.fire_coral_block: #12, 2(0%)
minecraft.picked_up.light_blue_glazed_terracotta: #12, 3(0%)
minecraft.killed.pillager: #12, 23(0%)
minecraft.picked_up.diamond_boots: #13, 33(3%)
minecraft.picked_up.cobblestone: #13, 51661(2%)
minecraft.mined.spruce_trapdoor: #13, 225(3%)
minecraft.used.spruce_planks: #13, 1501(3%)
minecraft.mined.glass: #13, 788(3%)
minecraft.picked_up.diamond: #13, 1093(2%)
minecraft.crafted.diamond_chestplate: #13, 2(3%)
minecraft.mined.stripped_oak_log: #13, 124(3%)
minecraft.picked_up.stripped_oak_log: #13, 124(3%)
minecraft.killed.spider: #13, 92(2%)
minecraft.crafted.diamond_shovel: #13, 8(2%)
minecraft.dropped.bone_meal: #13, 251(2%)
minecraft.picked_up.diamond_leggings: #13, 24(2%)
minecraft.used.hopper_minecart: #13, 31(3%)
minecraft.crafted.hopper_minecart: #13, 31(3%)
minecraft.mined.furnace: #13, 92(2%)
minecraft.crafted.oak_trapdoor: #13, 200(2%)
minecraft.crafted.redstone: #13, 4348(2%)
minecraft.crafted.bone_meal: #13, 19287(2%)
minecraft.picked_up.prismarine_crystals: #13, 2155(2%)
minecraft.crafted.spruce_boat: #13, 7(2%)
minecraft.custom.talked_to_villager: #13, 912(2%)
minecraft.mined.oak_pressure_plate: #13, 5(2%)
minecraft.used.piston: #13, 192(2%)
minecraft.mined.sticky_piston: #13, 97(2%)
minecraft.mined.tnt: #13, 32(2%)
minecraft.picked_up.flint_and_steel: #13, 6(2%)
minecraft.picked_up.nautilus_shell: #13, 14(2%)
minecraft.dropped.coal: #13, 149(1%)
minecraft.dropped.leather_leggings: #13, 5(2%)
minecraft.mined.piston: #13, 64(2%)
minecraft.dropped.diamond_shovel: #13, 3(2%)
minecraft.picked_up.light_gray_shulker_box: #13, 76(2%)
minecraft.mined.light_gray_shulker_box: #13, 73(2%)
minecraft.mined.infested_stone: #13, 23(2%)
minecraft.picked_up.prismarine_shard: #13, 4962(2%)
minecraft.mined.rail: #13, 584(1%)
minecraft.killed.squid: #13, 50(1%)
minecraft.picked_up.piston: #13, 89(1%)
minecraft.dropped.golden_carrot: #13, 76(1%)
minecraft.crafted.note_block: #13, 36(1%)
minecraft.crafted.piston: #13, 229(1%)
minecraft.mined.coal_block: #13, 33(1%)
minecraft.picked_up.beetroot_seeds: #13, 54(1%)
minecraft.picked_up.stone_hoe: #13, 1(2%)
minecraft.used.dropper: #13, 93(1%)
minecraft.dropped.gunpowder: #13, 103(1%)
minecraft.picked_up.stone_sword: #13, 12(1%)
minecraft.crafted.blue_dye: #13, 276(1%)
minecraft.dropped.glass: #13, 120(1%)
minecraft.dropped.oak_button: #13, 3(1%)
minecraft.crafted.white_concrete_powder: #13, 4112(1%)
minecraft.dropped.smooth_stone: #13, 33(1%)
minecraft.dropped.white_bed: #13, 1(1%)
minecraft.crafted.clock: #13, 1(1%)
minecraft.custom.traded_with_villager: #13, 1837(1%)
minecraft.mined.beetroots: #13, 14(1%)
minecraft.picked_up.stone_shovel: #13, 1(1%)
minecraft.picked_up.tropical_fish: #13, 4(1%)
minecraft.used.light_blue_concrete_powder: #13, 146(1%)
minecraft.used.beetroot_seeds: #13, 14(1%)
minecraft.crafted.magenta_shulker_box: #13, 1(1%)
minecraft.dropped.writable_book: #13, 1(1%)
minecraft.used.tube_coral: #13, 3(1%)
minecraft.dropped.spider_eye: #13, 38(1%)
minecraft.dropped.chainmail_boots: #13, 1(1%)
minecraft.used.cyan_terracotta: #13, 1350(1%)
minecraft.used.coal_block: #13, 64(1%)
minecraft.picked_up.composter: #13, 4(1%)
minecraft.picked_up.packed_ice: #13, 1691(1%)
minecraft.mined.lime_stained_glass_pane: #13, 5(1%)
minecraft.mined.black_wool: #13, 13(1%)
minecraft.used.composter: #13, 6(1%)
minecraft.mined.purple_stained_glass_pane: #13, 2(1%)
minecraft.picked_up.cyan_wool: #13, 57(1%)
minecraft.picked_up.emerald_block: #13, 10(0%)
minecraft.used.iron_hoe: #13, 47(1%)
minecraft.dropped.salmon: #13, 15(0%)
minecraft.mined.purpur_block: #13, 37(1%)
minecraft.picked_up.purpur_block: #13, 34(1%)
minecraft.mined.activator_rail: #13, 1(1%)
minecraft.picked_up.melon_seeds: #13, 4(1%)
minecraft.crafted.red_stained_glass: #13, 128(0%)
minecraft.crafted.slime_block: #13, 82(0%)
minecraft.crafted.end_rod: #13, 84(0%)
minecraft.dropped.gold_ore: #13, 13(0%)
minecraft.dropped.cactus: #13, 102(0%)
minecraft.used.nether_bricks: #13, 87(0%)
minecraft.dropped.slime_block: #13, 6(0%)
minecraft.picked_up.ice: #13, 241(0%)
minecraft.dropped.birch_sign: #13, 1(0%)
minecraft.mined.light_blue_stained_glass_pane: #13, 2(0%)
minecraft.dropped.purpur_slab: #13, 1(0%)
minecraft.picked_up.purpur_stairs: #13, 2(0%)
minecraft.crafted.cookie: #13, 22(0%)
minecraft.used.sweet_berries: #13, 13(0%)
minecraft.crafted.composter: #13, 2(0%)
minecraft.crafted.blue_carpet: #13, 48(0%)
minecraft.dropped.prismarine_crystals: #13, 41(0%)
minecraft.mined.purpur_stairs: #13, 2(0%)
minecraft.crafted.cooked_chicken: #13, 11(0%)
minecraft.crafted.nether_brick_slab: #13, 12(0%)
minecraft.crafted.filled_map: #13, 4(0%)
minecraft.dropped.acacia_sapling: #13, 1(0%)
minecraft.used.purpur_block: #13, 2(0%)
minecraft.used.nether_brick_stairs: #13, 6(0%)
minecraft.dropped.prismarine_shard: #13, 60(0%)
minecraft.used.blue_carpet: #13, 23(0%)
minecraft.picked_up.black_stained_glass_pane: #13, 2(0%)
minecraft.picked_up.red_stained_glass: #13, 4(0%)
minecraft.mined.black_stained_glass_pane: #13, 2(0%)
minecraft.dropped.end_stone_bricks: #13, 1(0%)
minecraft.picked_up.purpur_pillar: #13, 2(0%)
minecraft.mined.purpur_pillar: #13, 2(0%)
minecraft.mined.blue_ice: #13, 10(0%)
minecraft.used.lime_stained_glass: #13, 7(0%)
minecraft.dropped.sweet_berries: #13, 3(0%)
minecraft.used.brown_terracotta: #13, 3(0%)
minecraft.used.diamond_sword: #14, 8679(2%)
minecraft.crafted.diamond_axe: #14, 5(3%)
minecraft.picked_up.elytra: #14, 41(3%)
minecraft.picked_up.cod: #14, 2394(2%)
minecraft.picked_up.coal_block: #14, 99(2%)
minecraft.mined.spruce_planks: #14, 495(2%)
minecraft.killed.zombie_villager: #14, 7(2%)
minecraft.dropped.elytra: #14, 4(2%)
minecraft.crafted.lapis_block: #14, 232(2%)
minecraft.used.furnace: #14, 140(2%)
minecraft.dropped.firework_rocket: #14, 445(2%)
minecraft.picked_up.white_bed: #14, 44(2%)
minecraft.dropped.ender_chest: #14, 3(3%)
minecraft.picked_up.diamond_shovel: #14, 23(2%)
minecraft.custom.deaths: #14, 38(1%)
minecraft.used.yellow_shulker_box: #14, 139(2%)
minecraft.mined.yellow_shulker_box: #14, 137(2%)
minecraft.crafted.hopper: #14, 348(1%)
minecraft.dropped.diamond_helmet: #14, 2(2%)
minecraft.mined.oak_trapdoor: #14, 43(1%)
minecraft.used.oak_trapdoor: #14, 147(1%)
minecraft.dropped.string: #14, 135(1%)
minecraft.picked_up.repeater: #14, 153(1%)
minecraft.dropped.wheat: #14, 31(1%)
minecraft.killed.slime: #14, 211(1%)
minecraft.used.hopper: #14, 374(1%)
minecraft.picked_up.hopper: #14, 158(1%)
minecraft.picked_up.golden_carrot: #14, 347(1%)
minecraft.crafted.enchanted_book: #14, 49(1%)
minecraft.picked_up.glass: #14, 2759(1%)
minecraft.picked_up.note_block: #14, 17(1%)
minecraft.dropped.oak_leaves: #14, 66(1%)
minecraft.picked_up.gold_ingot: #14, 133(1%)
minecraft.used.redstone_block: #14, 161(1%)
minecraft.picked_up.diamond_block: #14, 60(1%)
minecraft.mined.dispenser: #14, 20(1%)
minecraft.dropped.spruce_log: #14, 75(1%)
minecraft.crafted.birch_door: #14, 3(1%)
minecraft.killed.drowned: #14, 144(1%)
minecraft.picked_up.paper: #14, 287(1%)
minecraft.dropped.paper: #14, 82(1%)
minecraft.mined.composter: #14, 4(1%)
minecraft.killed_by.phantom: #14, 1(1%)
minecraft.crafted.dropper: #14, 51(1%)
minecraft.dropped.gold_ingot: #14, 27(1%)
minecraft.mined.red_wool: #14, 13(1%)
minecraft.crafted.stone_sword: #14, 2(0%)
minecraft.used.note_block: #14, 15(0%)
minecraft.dropped.iron_block: #14, 26(1%)
minecraft.picked_up.glass_bottle: #14, 14(0%)
minecraft.dropped.shulker_box: #14, 5(0%)
minecraft.used.yellow_stained_glass: #14, 24(0%)
minecraft.picked_up.bread: #14, 7(0%)
minecraft.mined.spruce_button: #14, 1(0%)
minecraft.mined.jungle_fence: #14, 2(0%)
minecraft.picked_up.jungle_fence: #14, 2(0%)
minecraft.dropped.bowl: #14, 1(0%)
minecraft.used.acacia_planks: #14, 4(0%)
minecraft.used.emerald_block: #14, 9(0%)
minecraft.crafted.pumpkin_pie: #14, 10(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #14, 2(0%)
minecraft.crafted.mossy_cobblestone: #14, 9(0%)
minecraft.mined.sweet_berry_bush: #14, 5(0%)
minecraft.dropped.end_stone: #14, 1(0%)
minecraft.dropped.diamond_block: #14, 2(0%)
minecraft.dropped.hopper: #14, 1(0%)
minecraft.dropped.white_terracotta: #14, 3(0%)
minecraft.dropped.pumpkin: #14, 5(0%)
minecraft.used.cyan_wool: #14, 1(0%)
minecraft.dropped.packed_ice: #14, 7(0%)
minecraft.dropped.end_rod: #14, 1(0%)
minecraft.used.black_stained_glass_pane: #14, 3(0%)
minecraft.mined.ice: #14, 84(0%)
minecraft.used.lapis_block: #14, 1(0%)
minecraft.dropped.cooked_cod: #14, 4(0%)
minecraft.killed.witch: #14, 4(0%)
minecraft.killed.vindicator: #14, 5(0%)
minecraft.used.iron_shovel: #15, 1333(3%)
minecraft.picked_up.diamond_sword: #15, 29(2%)
minecraft.dropped.diamond_sword: #15, 5(2%)
minecraft.mined.redstone_wire: #15, 280(2%)
minecraft.picked_up.yellow_shulker_box: #15, 138(2%)
minecraft.dropped.diamond_pickaxe: #15, 7(2%)
minecraft.dropped.golden_leggings: #15, 4(2%)
minecraft.used.redstone: #15, 864(1%)
minecraft.custom.inspect_hopper: #15, 629(1%)
minecraft.picked_up.chainmail_boots: #15, 2(1%)
minecraft.used.dispenser: #15, 40(1%)
minecraft.mined.repeater: #15, 68(1%)
minecraft.used.end_rod: #15, 191(1%)
minecraft.used.egg: #15, 237(1%)
minecraft.used.lava_bucket: #15, 23(1%)
minecraft.custom.inspect_dropper: #15, 145(1%)
minecraft.used.cactus: #15, 26(1%)
minecraft.picked_up.dispenser: #15, 25(1%)
minecraft.crafted.repeater: #15, 143(1%)
minecraft.mined.dropper: #15, 24(1%)
minecraft.picked_up.slime_ball: #15, 366(1%)
minecraft.mined.comparator: #15, 16(1%)
minecraft.used.comparator: #15, 57(1%)
minecraft.used.detector_rail: #15, 6(1%)
minecraft.dropped.stone_pickaxe: #15, 1(1%)
minecraft.dropped.lever: #15, 5(1%)
minecraft.used.stone_shovel: #15, 146(1%)
minecraft.dropped.enchanted_book: #15, 4(1%)
minecraft.dropped.spruce_slab: #15, 11(0%)
minecraft.mined.jungle_log: #15, 271(0%)
minecraft.mined.note_block: #15, 6(1%)
minecraft.used.spruce_button: #15, 6(1%)
minecraft.custom.play_noteblock: #15, 19(0%)
minecraft.dropped.iron_shovel: #15, 1(0%)
minecraft.used.smoker: #15, 2(0%)
minecraft.picked_up.lime_stained_glass_pane: #15, 5(0%)
minecraft.used.mossy_cobblestone: #15, 11(0%)
minecraft.custom.eat_cake_slice: #15, 6(0%)
minecraft.crafted.black_stained_glass_pane: #15, 16(0%)
minecraft.picked_up.cookie: #15, 6(0%)
minecraft.used.jungle_fence: #15, 2(0%)
minecraft.picked_up.melon_slice: #15, 27(0%)
minecraft.crafted.golden_carrot: #15, 8(0%)
minecraft.crafted.air: #15, 0(0%)
minecraft.broken.iron_axe: #16, 2(2%)
minecraft.picked_up.lapis_lazuli: #16, 2444(2%)
minecraft.used.white_bed: #16, 42(1%)
minecraft.killed_by.creeper: #16, 2(2%)
minecraft.picked_up.diamond_pickaxe: #16, 36(1%)
minecraft.picked_up.chicken: #16, 61(1%)
minecraft.mined.redstone_block: #16, 69(1%)
minecraft.used.repeater: #16, 246(1%)
minecraft.dropped.baked_potato: #16, 27(1%)
minecraft.killed.pig: #16, 5(1%)
minecraft.dropped.iron_ingot: #16, 114(1%)
minecraft.crafted.bookshelf: #16, 62(1%)
minecraft.used.spruce_pressure_plate: #16, 3(1%)
minecraft.picked_up.comparator: #16, 22(0%)
minecraft.dropped.white_carpet: #16, 3(0%)
minecraft.picked_up.mutton: #16, 17(0%)
minecraft.used.carrot: #16, 212(0%)
minecraft.crafted.oak_button: #16, 3(0%)
minecraft.crafted.map: #16, 5(0%)
minecraft.used.tnt: #16, 19(0%)
minecraft.dropped.white_wool: #16, 3(0%)
minecraft.picked_up.glowstone_dust: #16, 37(0%)
minecraft.mined.melon: #16, 3(0%)
minecraft.killed.silverfish: #16, 1(0%)
minecraft.dropped.redstone_torch: #16, 1(0%)
minecraft.crafted.gold_nugget: #16, 171(0%)
minecraft.picked_up.blue_ice: #16, 10(0%)
minecraft.dropped.bread: #16, 2(0%)
minecraft.dropped.jungle_planks: #16, 1(0%)
minecraft.used.blue_ice: #16, 2(0%)
minecraft.dropped.bamboo: #16, 3(0%)
minecraft.used.iron_axe: #17, 668(2%)
minecraft.crafted.diamond_boots: #17, 3(2%)
minecraft.picked_up.redstone_torch: #17, 159(1%)
minecraft.dropped.arrow: #17, 177(1%)
minecraft.dropped.bone: #17, 106(1%)
minecraft.used.splash_potion: #17, 2(0%)
minecraft.killed.salmon: #17, 2(0%)
minecraft.picked_up.spruce_button: #17, 2(0%)
minecraft.dropped.iron_nugget: #17, 6(0%)
minecraft.dropped.egg: #17, 28(0%)
minecraft.mined.detector_rail: #17, 1(0%)
minecraft.crafted.compass: #17, 5(0%)
minecraft.killed.blaze: #17, 53(0%)
minecraft.crafted.iron_block: #17, 274(0%)
minecraft.used.jungle_sapling: #17, 9(0%)
minecraft.crafted.dispenser: #17, 9(0%)
minecraft.dropped.lapis_lazuli: #17, 6(0%)
minecraft.crafted.bone_block: #17, 66(0%)
minecraft.picked_up.lapis_block: #17, 2(0%)
minecraft.dropped.cod: #17, 55(0%)
minecraft.used.pumpkin_seeds: #17, 2(0%)
minecraft.picked_up.lime_stained_glass: #17, 1(0%)
minecraft.crafted.glowstone: #17, 5(0%)
minecraft.used.light_blue_wool: #17, 1(0%)
minecraft.crafted.redstone_block: #18, 601(1%)
minecraft.picked_up.bow: #18, 56(1%)
minecraft.picked_up.bone: #18, 698(1%)
minecraft.used.stone_sword: #18, 24(1%)
minecraft.picked_up.end_rod: #18, 132(1%)
minecraft.used.redstone_torch: #18, 126(1%)
minecraft.crafted.stone_hoe: #18, 1(1%)
minecraft.picked_up.redstone_block: #18, 100(1%)
minecraft.picked_up.chainmail_leggings: #18, 1(1%)
minecraft.mined.end_rod: #18, 50(1%)
minecraft.picked_up.book: #18, 66(1%)
minecraft.dropped.leather_boots: #18, 2(0%)
minecraft.picked_up.jungle_sapling: #18, 14(0%)
minecraft.killed.sheep: #18, 6(0%)
minecraft.crafted.stone: #18, 443(0%)
minecraft.dropped.bow: #18, 9(0%)
