stat, rank, value, (percentage) 
minecraft.custom.walk_on_water_one_cm: #12, 7080980(4%)
minecraft.mined.glass: #11, 982(3%)
minecraft.used.hopper_minecart: #11, 44(4%)
minecraft.crafted.hopper_minecart: #11, 44(4%)
minecraft.mined.oak_stairs: #11, 138(4%)
minecraft.mined.chest: #11, 591(3%)
minecraft.used.spruce_slab: #11, 1891(3%)
minecraft.crafted.oak_stairs: #11, 336(3%)
minecraft.mined.anvil: #11, 29(3%)
minecraft.picked_up.comparator: #11, 164(3%)
minecraft.picked_up.beetroot_seeds: #11, 133(4%)
minecraft.used.spruce_door: #11, 45(3%)
minecraft.picked_up.repeater: #11, 333(3%)
minecraft.dropped.dirt: #11, 2906(2%)
minecraft.used.redstone: #11, 1798(3%)
minecraft.used.oak_fence: #11, 283(3%)
minecraft.mined.spruce_wall_sign: #11, 8(3%)
minecraft.used.rail: #11, 2215(3%)
minecraft.used.granite: #11, 317(2%)
minecraft.custom.damage_resisted: #11, 12362(3%)
minecraft.crafted.shears: #11, 74(2%)
minecraft.mined.spruce_fence: #11, 160(2%)
minecraft.picked_up.lapis_block: #11, 69(3%)
minecraft.picked_up.ender_pearl: #11, 681(2%)
minecraft.picked_up.oak_door: #11, 24(3%)
minecraft.picked_up.lead: #11, 53(2%)
minecraft.picked_up.light_gray_shulker_box: #11, 115(2%)
minecraft.dropped.stone_brick_slab: #11, 99(3%)
minecraft.used.repeater: #11, 468(2%)
minecraft.picked_up.pink_shulker_box: #11, 82(3%)
minecraft.picked_up.birch_boat: #11, 41(2%)
minecraft.used.light_gray_shulker_box: #11, 103(2%)
minecraft.mined.repeater: #11, 131(2%)
minecraft.picked_up.stone_brick_stairs: #11, 463(2%)
minecraft.mined.light_gray_shulker_box: #11, 97(2%)
minecraft.used.magma_block: #11, 235(2%)
minecraft.used.birch_door: #11, 5(3%)
minecraft.used.pink_shulker_box: #11, 73(3%)
minecraft.picked_up.yellow_wool: #11, 161(2%)
minecraft.used.redstone_lamp: #11, 102(2%)
minecraft.picked_up.cooked_chicken: #11, 203(1%)
minecraft.used.netherrack: #11, 2370(2%)
minecraft.killed.bat: #11, 15(2%)
minecraft.mined.pink_shulker_box: #11, 69(3%)
minecraft.picked_up.black_carpet: #11, 43(2%)
minecraft.mined.end_stone_bricks: #11, 129(2%)
minecraft.picked_up.lily_pad: #11, 31(2%)
minecraft.picked_up.purpur_pillar: #11, 70(3%)
minecraft.mined.brown_mushroom: #11, 23(2%)
minecraft.mined.nether_bricks: #11, 435(1%)
minecraft.picked_up.birch_door: #11, 3(2%)
minecraft.mined.purpur_block: #11, 124(2%)
minecraft.mined.glass_pane: #11, 34(1%)
minecraft.picked_up.purpur_block: #11, 116(2%)
minecraft.dropped.spruce_boat: #11, 3(2%)
minecraft.picked_up.chiseled_quartz_block: #11, 19(2%)
minecraft.picked_up.gray_carpet: #11, 118(1%)
minecraft.dropped.iron_shovel: #11, 3(1%)
minecraft.dropped.obsidian: #11, 24(1%)
minecraft.mined.redstone_lamp: #11, 19(1%)
minecraft.crafted.lead: #11, 6(1%)
minecraft.crafted.red_bed: #11, 2(1%)
minecraft.crafted.iron_trapdoor: #11, 155(1%)
minecraft.crafted.white_shulker_box: #11, 5(1%)
minecraft.dropped.white_wool: #11, 16(1%)
minecraft.dropped.iron_ore: #11, 161(1%)
minecraft.dropped.prismarine_shard: #11, 680(1%)
minecraft.dropped.stone_pressure_plate: #11, 12(1%)
minecraft.crafted.chiseled_quartz_block: #11, 28(1%)
minecraft.crafted.smooth_sandstone: #11, 548(1%)
minecraft.picked_up.lime_wool: #11, 71(1%)
minecraft.crafted.cyan_concrete_powder: #11, 60(1%)
minecraft.crafted.scaffolding: #11, 276(1%)
minecraft.crafted.yellow_bed: #11, 1(1%)
minecraft.crafted.dried_kelp: #11, 967(1%)
minecraft.picked_up.light_gray_carpet: #11, 54(1%)
minecraft.picked_up.black_terracotta: #11, 44(1%)
minecraft.mined.hay_block: #11, 5(1%)
minecraft.mined.light_blue_terracotta: #11, 20(1%)
minecraft.used.light_blue_wool: #11, 26(1%)
minecraft.picked_up.brown_wool: #11, 45(1%)
minecraft.mined.jungle_sapling: #11, 2(1%)
minecraft.crafted.cake: #11, 7(1%)
minecraft.mined.nether_brick_fence: #11, 5(1%)
minecraft.mined.brown_terracotta: #11, 169(0%)
minecraft.used.clay: #11, 27(1%)
minecraft.dropped.sea_lantern: #11, 85(0%)
minecraft.mined.polished_diorite: #11, 16(0%)
minecraft.crafted.lime_shulker_box: #11, 1(0%)
minecraft.used.chiseled_sandstone: #11, 2(0%)
minecraft.used.polished_andesite_slab: #11, 44(0%)
minecraft.used.lime_carpet: #11, 11(0%)
minecraft.picked_up.green_wool: #11, 24(0%)
minecraft.dropped.red_concrete: #11, 2(0%)
minecraft.used.black_stained_glass_pane: #11, 20(0%)
minecraft.picked_up.prismarine_bricks: #11, 81(0%)
minecraft.dropped.acacia_log: #11, 3(0%)
minecraft.dropped.end_stone_bricks: #11, 3(0%)
minecraft.mined.pink_concrete: #11, 4(0%)
minecraft.crafted.acacia_slab: #11, 6(0%)
minecraft.mined.blue_orchid: #11, 3(0%)
minecraft.mined.lily_pad: #11, 2(0%)
minecraft.crafted.polished_andesite_slab: #11, 24(0%)
minecraft.mined.brick_slab: #11, 4(0%)
minecraft.picked_up.brick_slab: #11, 4(0%)
minecraft.crafted.acacia_wood: #11, 9(0%)
minecraft.mined.acacia_wood: #11, 2(0%)
minecraft.picked_up.acacia_wood: #11, 2(0%)
minecraft.used.brown_wool: #11, 1(0%)
minecraft.mined.mycelium: #11, 15(0%)
minecraft.mined.stripped_jungle_log: #11, 1(0%)
minecraft.picked_up.stripped_jungle_log: #11, 1(0%)
minecraft.used.mushroom_stem: #11, 2(0%)
minecraft.picked_up.dried_kelp: #11, 85(0%)
minecraft.mined.stripped_oak_log: #12, 131(3%)
minecraft.mined.piston_head: #12, 8(3%)
minecraft.used.cooked_chicken: #12, 272(2%)
minecraft.killed.ghast: #12, 60(3%)
minecraft.dropped.golden_leggings: #12, 7(3%)
minecraft.dropped.andesite: #12, 1302(2%)
minecraft.used.spruce_fence: #12, 435(2%)
minecraft.crafted.oak_door: #12, 15(3%)
minecraft.crafted.oak_trapdoor: #12, 202(2%)
minecraft.mined.cactus: #12, 62(2%)
minecraft.picked_up.stone_brick_slab: #12, 651(2%)
minecraft.used.totem_of_undying: #12, 4(3%)
minecraft.crafted.powered_rail: #12, 582(2%)
minecraft.picked_up.ladder: #12, 233(2%)
minecraft.mined.birch_leaves: #12, 438(2%)
minecraft.dropped.smooth_stone: #12, 70(3%)
minecraft.used.oak_trapdoor: #12, 196(2%)
minecraft.dropped.book: #12, 13(3%)
minecraft.used.lantern: #12, 177(2%)
minecraft.used.stone_brick_slab: #12, 1499(2%)
minecraft.crafted.enchanting_table: #12, 1(2%)
minecraft.used.white_banner: #12, 21(2%)
minecraft.mined.comparator: #12, 30(1%)
minecraft.dropped.ladder: #12, 23(2%)
minecraft.used.stone_pressure_plate: #12, 55(2%)
minecraft.mined.black_carpet: #12, 16(2%)
minecraft.crafted.leather_helmet: #12, 3(2%)
minecraft.dropped.diamond_chestplate: #12, 1(2%)
minecraft.mined.light_gray_carpet: #12, 32(1%)
minecraft.used.gold_block: #12, 260(1%)
minecraft.picked_up.wither_skeleton_skull: #12, 8(1%)
minecraft.mined.stripped_birch_log: #12, 104(1%)
minecraft.crafted.red_shulker_box: #12, 4(1%)
minecraft.picked_up.orange_tulip: #12, 24(1%)
minecraft.crafted.acacia_planks: #12, 740(1%)
minecraft.picked_up.milk_bucket: #12, 2(1%)
minecraft.crafted.stone_pressure_plate: #12, 52(1%)
minecraft.picked_up.light_blue_shulker_box: #12, 110(1%)
minecraft.mined.light_blue_shulker_box: #12, 100(1%)
minecraft.used.light_blue_shulker_box: #12, 99(1%)
minecraft.mined.sandstone_slab: #12, 110(1%)
minecraft.dropped.birch_boat: #12, 1(1%)
minecraft.mined.cyan_carpet: #12, 4(2%)
minecraft.used.spruce_pressure_plate: #12, 5(1%)
minecraft.crafted.diamond_hoe: #12, 1(2%)
minecraft.picked_up.cyan_shulker_box: #12, 27(1%)
minecraft.mined.birch_log: #12, 454(1%)
minecraft.mined.cyan_shulker_box: #12, 26(1%)
minecraft.mined.spruce_pressure_plate: #12, 2(1%)
minecraft.dropped.kelp: #12, 734(1%)
minecraft.used.snow_block: #12, 198(1%)
minecraft.used.birch_fence: #12, 21(1%)
minecraft.mined.purple_stained_glass: #12, 6(1%)
minecraft.dropped.red_wool: #12, 6(1%)
minecraft.crafted.magenta_shulker_box: #12, 1(1%)
minecraft.crafted.cyan_shulker_box: #12, 1(1%)
minecraft.dropped.chainmail_boots: #12, 1(1%)
minecraft.dropped.spruce_leaves: #12, 47(1%)
minecraft.picked_up.cyan_wool: #12, 76(1%)
minecraft.mined.jack_o_lantern: #12, 4(1%)
minecraft.picked_up.campfire: #12, 5(1%)
minecraft.crafted.cooked_salmon: #12, 21(1%)
minecraft.crafted.gold_block: #12, 101(1%)
minecraft.dropped.oak_pressure_plate: #12, 1(1%)
minecraft.picked_up.nether_brick_stairs: #12, 20(1%)
minecraft.crafted.stone_sword: #12, 2(0%)
minecraft.dropped.iron_bars: #12, 32(1%)
minecraft.crafted.black_shulker_box: #12, 1(1%)
minecraft.mined.gray_wool: #12, 2(1%)
minecraft.picked_up.brown_terracotta: #12, 168(0%)
minecraft.picked_up.light_blue_dye: #12, 6(1%)
minecraft.crafted.chiseled_stone_bricks: #12, 64(0%)
minecraft.used.blue_wool: #12, 34(0%)
minecraft.crafted.mossy_stone_bricks: #12, 39(0%)
minecraft.mined.acacia_trapdoor: #12, 5(0%)
minecraft.crafted.green_carpet: #12, 15(0%)
minecraft.mined.gray_concrete_powder: #12, 18(0%)
minecraft.picked_up.magenta_stained_glass: #12, 4(0%)
minecraft.mined.blast_furnace: #12, 1(0%)
minecraft.picked_up.nether_wart: #12, 174(0%)
minecraft.used.purpur_block: #12, 5(0%)
minecraft.crafted.dark_oak_wood: #12, 21(0%)
minecraft.picked_up.blast_furnace: #12, 1(0%)
minecraft.used.dark_oak_wood: #12, 18(0%)
minecraft.mined.prismarine: #12, 52(0%)
minecraft.mined.nether_brick_slab: #12, 6(0%)
minecraft.used.polished_diorite: #12, 29(0%)
minecraft.crafted.cooked_cod: #12, 13(0%)
minecraft.picked_up.blue_stained_glass: #12, 9(0%)
minecraft.used.nether_brick_stairs: #12, 10(0%)
minecraft.used.brown_concrete: #12, 4(0%)
minecraft.used.acacia_wood: #12, 9(0%)
minecraft.dropped.dark_oak_leaves: #12, 1(0%)
minecraft.mined.stonecutter: #12, 1(0%)
minecraft.dropped.ice: #12, 9(0%)
minecraft.mined.mushroom_stem: #12, 10(0%)
minecraft.picked_up.stonecutter: #12, 1(0%)
minecraft.picked_up.blue_orchid: #12, 5(0%)
minecraft.dropped.vine: #12, 2(0%)
minecraft.mined.brown_concrete: #12, 2(0%)
minecraft.used.brick_slab: #12, 4(0%)
minecraft.used.chorus_flower: #12, 1(0%)
minecraft.picked_up.arrow: #13, 2170(3%)
minecraft.custom.boat_one_cm: #13, 21635054(3%)
minecraft.picked_up.minecart: #13, 150(3%)
minecraft.mined.redstone_block: #13, 154(3%)
minecraft.mined.redstone_wire: #13, 435(3%)
minecraft.picked_up.spruce_boat: #13, 37(2%)
minecraft.dropped.granite: #13, 1731(2%)
minecraft.used.cobblestone_wall: #13, 369(2%)
minecraft.used.spruce_boat: #13, 36(2%)
minecraft.picked_up.ender_chest: #13, 318(2%)
minecraft.mined.redstone_wall_torch: #13, 45(2%)
minecraft.used.birch_boat: #13, 41(2%)
minecraft.picked_up.iron_shovel: #13, 7(2%)
minecraft.picked_up.blue_shulker_box: #13, 69(2%)
minecraft.used.blue_shulker_box: #13, 67(2%)
minecraft.used.powered_rail: #13, 893(2%)
minecraft.mined.stone_pressure_plate: #13, 40(2%)
minecraft.mined.blue_shulker_box: #13, 63(2%)
minecraft.used.coal_ore: #13, 561(2%)
minecraft.picked_up.chainmail_boots: #13, 3(2%)
minecraft.used.redstone_block: #13, 282(2%)
minecraft.used.hopper: #13, 524(2%)
minecraft.picked_up.stone_pressure_plate: #13, 50(2%)
minecraft.picked_up.magma_cream: #13, 17(2%)
minecraft.dropped.leather_boots: #13, 8(2%)
minecraft.picked_up.end_stone_bricks: #13, 142(2%)
minecraft.picked_up.saddle: #13, 5(2%)
minecraft.crafted.charcoal: #13, 49(2%)
minecraft.crafted.armor_stand: #13, 51(2%)
minecraft.mined.detector_rail: #13, 5(2%)
minecraft.picked_up.pufferfish: #13, 30(1%)
minecraft.crafted.lantern: #13, 148(2%)
minecraft.mined.stone_button: #13, 32(1%)
minecraft.picked_up.brown_mushroom: #13, 55(1%)
minecraft.crafted.iron_nugget: #13, 1244(1%)
minecraft.picked_up.red_carpet: #13, 48(1%)
minecraft.crafted.white_banner: #13, 16(1%)
minecraft.used.white_shulker_box: #13, 111(1%)
minecraft.used.white_terracotta: #13, 113(1%)
minecraft.mined.clay: #13, 248(1%)
minecraft.picked_up.white_shulker_box: #13, 113(1%)
minecraft.mined.white_shulker_box: #13, 106(1%)
minecraft.mined.stone_brick_slab: #13, 318(1%)
minecraft.picked_up.polished_andesite: #13, 290(1%)
minecraft.dropped.stone_slab: #13, 29(1%)
minecraft.dropped.coal_ore: #13, 99(1%)
minecraft.picked_up.nether_bricks: #13, 298(1%)
minecraft.picked_up.gray_wool: #13, 32(1%)
minecraft.used.cyan_shulker_box: #13, 28(1%)
minecraft.picked_up.allium: #13, 19(1%)
minecraft.used.dandelion: #13, 2(1%)
minecraft.used.packed_ice: #13, 810(1%)
minecraft.mined.gold_block: #13, 92(1%)
minecraft.custom.fill_cauldron: #13, 3(1%)
minecraft.mined.polished_andesite: #13, 170(1%)
minecraft.crafted.oak_button: #13, 9(1%)
minecraft.mined.white_wall_banner: #13, 3(1%)
minecraft.crafted.red_carpet: #13, 114(1%)
minecraft.used.smooth_stone: #13, 291(1%)
minecraft.used.tropical_fish_bucket: #13, 3(1%)
minecraft.used.lime_shulker_box: #13, 19(1%)
minecraft.picked_up.lime_shulker_box: #13, 19(1%)
minecraft.picked_up.polished_granite: #13, 39(1%)
minecraft.picked_up.cracked_stone_bricks: #13, 72(0%)
minecraft.mined.lime_shulker_box: #13, 18(1%)
minecraft.used.brown_shulker_box: #13, 27(0%)
minecraft.picked_up.hay_block: #13, 5(0%)
minecraft.picked_up.jack_o_lantern: #13, 4(0%)
minecraft.picked_up.brown_shulker_box: #13, 21(0%)
minecraft.mined.brown_shulker_box: #13, 22(0%)
minecraft.mined.dark_oak_fence_gate: #13, 2(0%)
minecraft.crafted.brewing_stand: #13, 2(0%)
minecraft.picked_up.light_blue_wool: #13, 26(0%)
minecraft.mined.black_stained_glass: #13, 15(0%)
minecraft.dropped.pufferfish: #13, 6(0%)
minecraft.crafted.wooden_shovel: #13, 2(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #13, 2(0%)
minecraft.mined.lime_concrete: #13, 46(0%)
minecraft.crafted.lime_stained_glass: #13, 64(0%)
minecraft.dropped.end_stone: #13, 2(0%)
minecraft.crafted.mossy_cobblestone: #13, 15(0%)
minecraft.used.purple_stained_glass: #13, 8(0%)
minecraft.mined.polished_granite: #13, 10(0%)
minecraft.crafted.cut_sandstone: #13, 20(0%)
minecraft.picked_up.blue_wool: #13, 37(0%)
minecraft.picked_up.prismarine: #13, 49(0%)
minecraft.dropped.pumpkin_seeds: #13, 28(0%)
minecraft.picked_up.yellow_banner: #13, 1(0%)
minecraft.mined.stone_brick_wall: #13, 2(0%)
minecraft.crafted.stonecutter: #13, 1(0%)
minecraft.used.nether_brick_slab: #13, 8(0%)
minecraft.picked_up.stone_brick_wall: #13, 2(0%)
minecraft.used.acacia_trapdoor: #13, 7(0%)
minecraft.used.polished_granite: #13, 14(0%)
minecraft.used.fishing_rod: #13, 121(0%)
minecraft.mined.blue_stained_glass: #13, 1(0%)
minecraft.used.cyan_concrete: #13, 1(0%)
minecraft.used.blue_ice: #13, 4(0%)
minecraft.picked_up.purple_concrete: #13, 2(0%)
minecraft.picked_up.cyan_concrete: #13, 1(0%)
minecraft.picked_up.coal_ore: #14, 1820(3%)
minecraft.picked_up.leather_chestplate: #14, 10(3%)
minecraft.picked_up.white_wool: #14, 329(2%)
minecraft.mined.cobblestone_wall: #14, 91(3%)
minecraft.used.minecart: #14, 94(3%)
minecraft.crafted.ladder: #14, 288(2%)
minecraft.dropped.diorite: #14, 1507(2%)
minecraft.dropped.stone: #14, 7814(2%)
minecraft.mined.ladder: #14, 76(2%)
minecraft.dropped.potion: #14, 13(2%)
minecraft.mined.ender_chest: #14, 228(2%)
minecraft.used.iron_bars: #14, 471(1%)
minecraft.used.ender_chest: #14, 238(2%)
minecraft.mined.dark_oak_fence: #14, 68(2%)
minecraft.mined.soul_sand: #14, 634(1%)
minecraft.crafted.stone_brick_stairs: #14, 824(1%)
minecraft.picked_up.snowball: #14, 1344(1%)
minecraft.picked_up.stone_bricks: #14, 1790(1%)
minecraft.mined.white_wool: #14, 34(1%)
minecraft.crafted.iron_door: #14, 12(1%)
minecraft.used.detector_rail: #14, 10(1%)
minecraft.mined.stone_brick_stairs: #14, 173(1%)
minecraft.used.ender_pearl: #14, 121(1%)
minecraft.used.stone_brick_stairs: #14, 579(1%)
minecraft.mined.bone_block: #14, 56(1%)
minecraft.used.oak_stairs: #14, 82(1%)
minecraft.crafted.spruce_pressure_plate: #14, 5(1%)
minecraft.used.end_stone_bricks: #14, 56(1%)
minecraft.picked_up.gold_block: #14, 125(1%)
minecraft.used.oak_door: #14, 7(1%)
minecraft.used.brewing_stand: #14, 5(1%)
minecraft.crafted.blaze_powder: #14, 70(1%)
minecraft.crafted.stone_shovel: #14, 4(1%)
minecraft.crafted.snow_block: #14, 273(1%)
minecraft.used.comparator: #14, 60(1%)
minecraft.dropped.stone_sword: #14, 10(1%)
minecraft.used.red_carpet: #14, 127(1%)
minecraft.picked_up.blaze_rod: #14, 66(1%)
minecraft.picked_up.birch_trapdoor: #14, 8(1%)
minecraft.picked_up.blue_carpet: #14, 10(1%)
minecraft.picked_up.mossy_stone_bricks: #14, 12(1%)
minecraft.crafted.leather_chestplate: #14, 7(1%)
minecraft.used.glass_pane: #14, 53(0%)
minecraft.crafted.green_shulker_box: #14, 1(1%)
minecraft.used.wither_skeleton_skull: #14, 7(1%)
minecraft.crafted.light_gray_shulker_box: #14, 1(0%)
minecraft.crafted.gray_shulker_box: #14, 1(0%)
minecraft.mined.end_stone: #14, 70(0%)
minecraft.crafted.orange_shulker_box: #14, 1(0%)
minecraft.used.nether_bricks: #14, 82(0%)
minecraft.picked_up.end_stone: #14, 67(0%)
minecraft.used.heavy_weighted_pressure_plate: #14, 2(0%)
minecraft.dropped.beef: #14, 26(0%)
minecraft.used.sandstone_slab: #14, 209(0%)
minecraft.crafted.light_blue_shulker_box: #14, 1(0%)
minecraft.used.black_carpet: #14, 13(0%)
minecraft.dropped.polished_granite: #14, 2(0%)
minecraft.dropped.smooth_stone_slab: #14, 16(0%)
minecraft.dropped.slime_block: #14, 4(0%)
minecraft.picked_up.light_blue_stained_glass: #14, 30(0%)
minecraft.picked_up.nether_brick_slab: #14, 8(0%)
minecraft.used.blast_furnace: #14, 1(0%)
minecraft.dropped.jungle_planks: #14, 3(0%)
minecraft.mined.jungle_planks: #14, 2(0%)
minecraft.used.prismarine_bricks: #14, 49(0%)
minecraft.mined.blue_concrete: #14, 15(0%)
minecraft.mined.brown_concrete_powder: #14, 1(0%)
minecraft.mined.nether_wart: #14, 22(0%)
minecraft.used.stonecutter: #14, 1(0%)
minecraft.mined.light_blue_stained_glass: #14, 12(0%)
minecraft.used.chiseled_stone_bricks: #14, 6(0%)
minecraft.picked_up.blaze_powder: #14, 2(0%)
minecraft.crafted.nether_brick_slab: #14, 6(0%)
minecraft.used.nether_wart: #14, 22(0%)
minecraft.used.purple_concrete: #14, 2(0%)
minecraft.mined.purple_concrete: #14, 1(0%)
minecraft.picked_up.red_shulker_box: #15, 263(3%)
minecraft.used.red_shulker_box: #15, 258(3%)
minecraft.mined.red_shulker_box: #15, 245(3%)
minecraft.killed.magma_cube: #15, 62(2%)
minecraft.mined.redstone_ore: #15, 1901(2%)
minecraft.crafted.stone_brick_slab: #15, 1662(2%)
minecraft.crafted.lapis_block: #15, 210(2%)
minecraft.crafted.coal: #15, 1333(2%)
minecraft.picked_up.dark_oak_fence: #15, 88(2%)
minecraft.used.redstone_torch: #15, 219(1%)
minecraft.picked_up.ghast_tear: #15, 17(2%)
minecraft.crafted.writable_book: #15, 11(1%)
minecraft.used.armor_stand: #15, 44(1%)
minecraft.picked_up.potion: #15, 28(1%)
minecraft.used.glass: #15, 1235(1%)
minecraft.used.iron_door: #15, 15(1%)
minecraft.mined.lantern: #15, 15(1%)
minecraft.mined.cracked_stone_bricks: #15, 22(1%)
minecraft.used.dark_oak_fence: #15, 114(1%)
minecraft.picked_up.vine: #15, 119(1%)
minecraft.crafted.glass_pane: #15, 96(1%)
minecraft.used.dark_oak_door: #15, 4(1%)
minecraft.mined.red_carpet: #15, 15(1%)
minecraft.picked_up.birch_sapling: #15, 79(0%)
minecraft.custom.interact_with_smoker: #15, 3(1%)
minecraft.crafted.dark_oak_door: #15, 3(1%)
minecraft.used.written_book: #15, 177(0%)
minecraft.picked_up.gray_shulker_box: #15, 22(1%)
minecraft.mined.gray_shulker_box: #15, 21(1%)
minecraft.used.gray_shulker_box: #15, 21(1%)
minecraft.killed.endermite: #15, 1(0%)
minecraft.picked_up.clay_ball: #15, 219(0%)
minecraft.crafted.leather_leggings: #15, 4(0%)
minecraft.used.birch_log: #15, 56(0%)
minecraft.crafted.polished_andesite: #15, 248(0%)
minecraft.crafted.birch_trapdoor: #15, 10(0%)
minecraft.used.polished_andesite: #15, 220(0%)
minecraft.crafted.fermented_spider_eye: #15, 2(0%)
minecraft.used.end_stone: #15, 33(0%)
minecraft.mined.stripped_dark_oak_log: #15, 13(0%)
minecraft.killed.wither: #15, 1(0%)
minecraft.dropped.redstone_ore: #15, 4(0%)
minecraft.used.black_stained_glass: #15, 49(0%)
minecraft.mined.blue_carpet: #15, 2(0%)
minecraft.used.gray_wool: #15, 2(0%)
minecraft.used.stripped_dark_oak_log: #15, 6(0%)
minecraft.used.prismarine: #15, 27(0%)
minecraft.picked_up.cooked_porkchop: #15, 4(0%)
minecraft.used.mossy_stone_bricks: #15, 6(0%)
minecraft.used.light_blue_stained_glass: #15, 14(0%)
minecraft.crafted.red_wool: #15, 2(0%)
minecraft.custom.fish_caught: #15, 11(0%)
minecraft.mined.iron_bars: #16, 161(2%)
minecraft.mined.redstone_torch: #16, 38(2%)
minecraft.crafted.redstone_block: #16, 657(1%)
minecraft.picked_up.brewing_stand: #16, 5(1%)
minecraft.used.white_wool: #16, 63(1%)
minecraft.crafted.blue_shulker_box: #16, 1(1%)
minecraft.crafted.stone_bricks: #16, 3580(1%)
minecraft.mined.vine: #16, 142(1%)
minecraft.mined.brewing_stand: #16, 3(1%)
minecraft.picked_up.smooth_stone_slab: #16, 416(1%)
minecraft.mined.stone_bricks: #16, 751(0%)
minecraft.used.soul_sand: #16, 116(1%)
minecraft.mined.smooth_stone_slab: #16, 259(1%)
minecraft.custom.interact_with_brewingstand: #16, 42(0%)
minecraft.crafted.leather_boots: #16, 4(1%)
minecraft.picked_up.dropper: #16, 17(0%)
minecraft.picked_up.black_shulker_box: #16, 16(0%)
minecraft.crafted.shield: #16, 3(0%)
minecraft.mined.black_shulker_box: #16, 15(0%)
minecraft.used.black_shulker_box: #16, 15(0%)
minecraft.dropped.armor_stand: #16, 1(0%)
minecraft.mined.dropper: #16, 11(0%)
minecraft.used.birch_trapdoor: #16, 11(0%)
minecraft.crafted.redstone_lamp: #16, 16(0%)
minecraft.mined.acacia_log: #16, 154(0%)
minecraft.picked_up.acacia_log: #16, 150(0%)
minecraft.crafted.beacon: #16, 1(0%)
minecraft.dropped.stone_bricks: #16, 53(0%)
minecraft.picked_up.stripped_dark_oak_log: #16, 12(0%)
minecraft.used.bone_block: #16, 36(0%)
minecraft.picked_up.chiseled_stone_bricks: #16, 4(0%)
minecraft.used.acacia_log: #16, 35(0%)
minecraft.dropped.cod: #16, 55(0%)
minecraft.crafted.polished_granite: #16, 12(0%)
minecraft.mined.lime_stained_glass: #16, 1(0%)
minecraft.mined.chorus_flower: #16, 1(0%)
minecraft.picked_up.light_blue_concrete: #16, 7(0%)
minecraft.crafted.blue_stained_glass: #16, 8(0%)
minecraft.crafted.black_carpet: #16, 3(0%)
minecraft.used.blue_carpet: #16, 9(0%)
minecraft.crafted.blue_carpet: #16, 6(0%)
minecraft.crafted.light_blue_stained_glass: #16, 8(0%)
minecraft.crafted.coal_block: #17, 437(2%)
minecraft.broken.iron_shovel: #17, 2(2%)
minecraft.picked_up.jungle_boat: #17, 2(1%)
minecraft.crafted.detector_rail: #17, 6(1%)
minecraft.mined.birch_trapdoor: #17, 3(0%)
minecraft.picked_up.fishing_rod: #17, 1(0%)
minecraft.used.dropper: #17, 12(0%)
minecraft.crafted.sugar: #17, 9(0%)
minecraft.picked_up.black_stained_glass: #17, 9(0%)
minecraft.used.redstone_ore: #17, 20(0%)
minecraft.picked_up.acacia_sapling: #17, 9(0%)
minecraft.mined.melon: #17, 1(0%)
minecraft.used.light_blue_concrete: #17, 4(0%)
minecraft.mined.light_blue_concrete: #17, 4(0%)
minecraft.picked_up.melon_slice: #17, 4(0%)
minecraft.used.blue_stained_glass: #17, 1(0%)
minecraft.used.ladder: #18, 208(1%)
minecraft.used.oak_slab: #18, 130(1%)
minecraft.mined.oak_slab: #18, 36(1%)
minecraft.used.stone_bricks: #18, 1636(0%)
minecraft.mined.oak_pressure_plate: #18, 1(0%)
minecraft.crafted.fishing_rod: #18, 1(0%)
minecraft.used.dark_oak_log: #18, 141(0%)
minecraft.used.glass_bottle: #18, 15(0%)
minecraft.crafted.glass_bottle: #18, 9(0%)
minecraft.picked_up.pink_tulip: #18, 2(0%)
minecraft.mined.mossy_stone_bricks: #18, 2(0%)
minecraft.crafted.sandstone: #18, 24(0%)
minecraft.crafted.iron_sword: #19, 4(1%)
minecraft.used.bow: #19, 417(1%)
minecraft.crafted.smooth_stone_slab: #19, 600(0%)
minecraft.picked_up.redstone_ore: #19, 48(0%)
minecraft.used.smooth_stone_slab: #19, 260(0%)
minecraft.mined.acacia_leaves: #19, 11(0%)
minecraft.used.birch_sapling: #19, 2(0%)
minecraft.broken.iron_axe: #20, 1(1%)
minecraft.used.jungle_boat: #20, 1(0%)
minecraft.used.iron_axe: #22, 379(1%)
minecraft.crafted.iron_axe: #22, 2(1%)
minecraft.dropped.oak_boat: #22, 1(0%)
minecraft.used.cracked_stone_bricks: #22, 1(0%)
minecraft.used.iron_shovel: #23, 274(1%)
minecraft.crafted.iron_shovel: #25, 1(0%)
minecraft.custom.aviate_one_cm: #27, -1898858093(-24%)
minecraft.custom.time_since_rest: #35, 23744(0%)
minecraft.custom.time_since_death: #49, 23722(0%)
