stat, rank, value, (percentage) 
minecraft.dropped.apple: #4, 105(8%)
minecraft.mined.blue_wool: #4, 141(9%)
minecraft.mined.campfire: #4, 58(9%)
minecraft.dropped.quartz_block: #3, 392(2%)
minecraft.crafted.clock: #4, 7(9%)
minecraft.picked_up.blue_ice: #4, 1237(8%)
minecraft.mined.jungle_trapdoor: #4, 114(9%)
minecraft.used.birch_button: #3, 159(2%)
minecraft.dropped.piston: #4, 72(12%)
minecraft.dropped.snowball: #4, 399(9%)
minecraft.dropped.melon: #3, 68(5%)
minecraft.picked_up.sandstone_slab: #4, 705(6%)
minecraft.mined.white_banner: #4, 14(8%)
minecraft.dropped.brown_banner: #3, 2(8%)
minecraft.picked_up.campfire: #4, 53(8%)
minecraft.used.salmon_bucket: #4, 6(8%)
minecraft.picked_up.ink_sac: #4, 938(5%)
minecraft.used.quartz_pillar: #4, 1153(6%)
minecraft.picked_up.glass_bottle: #4, 204(6%)
minecraft.crafted.white_carpet: #4, 1035(6%)
minecraft.dropped.polished_andesite: #4, 174(8%)
minecraft.mined.stone_bricks: #5, 13511(9%)
minecraft.dropped.dark_oak_wood: #3, 4(6%)
minecraft.dropped.beacon: #4, 6(12%)
minecraft.picked_up.splash_potion: #4, 24(8%)
minecraft.dropped.stripped_spruce_log: #4, 13(10%)
minecraft.mined.blue_ice: #4, 1274(8%)
minecraft.custom.damage_dealt_absorbed: #3, 80(7%)
minecraft.mined.dark_oak_fence_gate: #4, 35(8%)
minecraft.used.sandstone_slab: #4, 6211(7%)
minecraft.mined.carrots: #5, 3159(9%)
minecraft.picked_up.lime_concrete_powder: #4, 198(9%)
minecraft.dropped.black_carpet: #4, 34(11%)
minecraft.used.smoker: #4, 32(7%)
minecraft.dropped.spruce_stairs: #4, 211(7%)
minecraft.dropped.iron_leggings: #5, 14(12%)
minecraft.picked_up.magenta_wool: #3, 73(1%)
minecraft.dropped.white_bed: #4, 6(8%)
minecraft.used.dead_horn_coral_fan: #3, 3(3%)
minecraft.mined.light_blue_wool: #4, 92(9%)
minecraft.dropped.golden_sword: #4, 55(8%)
minecraft.crafted.prismarine_wall: #3, 30(4%)
minecraft.mined.birch_button: #3, 85(1%)
minecraft.crafted.leather_leggings: #4, 63(7%)
minecraft.used.carrot: #5, 6671(9%)
minecraft.picked_up.name_tag: #5, 85(9%)
minecraft.used.map: #4, 32(18%)
minecraft.dropped.vine: #3, 16(1%)
minecraft.used.green_concrete: #4, 780(7%)
minecraft.dropped.stick: #5, 2048(9%)
minecraft.picked_up.prismarine_brick_slab: #4, 271(8%)
minecraft.killed.pillager: #3, 678(0%)
minecraft.dropped.cooked_chicken: #4, 200(6%)
minecraft.killed.blaze: #4, 1496(6%)
minecraft.crafted.bone_block: #4, 4116(6%)
minecraft.killed.witch: #3, 126(0%)
minecraft.picked_up.stone_shovel: #4, 6(7%)
minecraft.picked_up.jungle_door: #3, 11(1%)
minecraft.used.bone_meal: #5, 10078(7%)
minecraft.dropped.stone: #5, 39995(8%)
minecraft.killed.vindicator: #3, 268(0%)
minecraft.crafted.painting: #4, 144(5%)
minecraft.used.prismarine_wall: #3, 4(1%)
minecraft.picked_up.dried_kelp: #3, 2858(0%)
minecraft.killed.evoker: #3, 40(0%)
minecraft.custom.raid_trigger: #3, 14(0%)
minecraft.dropped.oak_sign: #5, 141(9%)
minecraft.dropped.nether_brick_wall: #3, 1(0%)
minecraft.picked_up.smooth_red_sandstone: #3, 10(0%)
minecraft.picked_up.furnace: #5, 364(8%)
minecraft.picked_up.bone_meal: #5, 2569(7%)
minecraft.used.stone_bricks: #5, 29106(7%)
minecraft.used.gray_wool: #4, 71(6%)
minecraft.dropped.red_sandstone: #3, 4(0%)
minecraft.crafted.brewing_stand: #4, 30(5%)
minecraft.crafted.flower_banner_pattern: #4, 1(20%)
minecraft.dropped.stripped_jungle_log: #4, 2(17%)
minecraft.picked_up.carrot_on_a_stick: #4, 2(14%)
minecraft.crafted.gold_block: #4, 895(5%)
minecraft.crafted.coal: #5, 7322(8%)
minecraft.picked_up.dispenser: #5, 259(9%)
minecraft.dropped.stone_slab: #4, 138(6%)
minecraft.picked_up.lime_concrete: #4, 937(6%)
minecraft.crafted.jungle_slab: #4, 456(6%)
minecraft.crafted.coal_block: #5, 2412(9%)
minecraft.used.light_weighted_pressure_plate: #4, 13(10%)
minecraft.dropped.sponge: #4, 51(15%)
minecraft.crafted.stone_pressure_plate: #5, 429(10%)
minecraft.dropped.prismarine_shard: #4, 3819(7%)
minecraft.picked_up.light_gray_carpet: #4, 369(4%)
minecraft.dropped.bone_block: #4, 385(6%)
minecraft.used.shears: #5, 19682(8%)
minecraft.mined.composter: #5, 45(11%)
minecraft.picked_up.light_gray_concrete_powder: #5, 2611(9%)
minecraft.crafted.cyan_wool: #4, 19(11%)
minecraft.crafted.dark_prismarine: #4, 1812(6%)
minecraft.mined.light_blue_concrete: #4, 817(5%)
minecraft.mined.bone_block: #5, 512(8%)
minecraft.used.lily_pad: #4, 30(8%)
minecraft.dropped.emerald: #4, 365(6%)
minecraft.used.fern: #4, 204(9%)
minecraft.picked_up.magma_cream: #5, 84(9%)
minecraft.picked_up.spruce_sign: #5, 77(9%)
minecraft.dropped.spruce_leaves: #4, 281(6%)
minecraft.crafted.blue_stained_glass_pane: #4, 344(6%)
minecraft.picked_up.golden_boots: #5, 32(8%)
minecraft.mined.ladder: #5, 377(8%)
minecraft.used.pink_carpet: #4, 68(7%)
minecraft.crafted.popped_chorus_fruit: #4, 256(9%)
minecraft.picked_up.birch_planks: #5, 636(7%)
minecraft.crafted.pink_wool: #4, 39(8%)
minecraft.used.brown_concrete: #4, 129(6%)
minecraft.crafted.diamond_hoe: #4, 4(6%)
minecraft.mined.stone_brick_stairs: #5, 1405(7%)
minecraft.mined.granite: #5, 19380(7%)
minecraft.dropped.green_banner: #4, 1(11%)
minecraft.used.red_concrete_powder: #5, 1988(10%)
minecraft.mined.quartz_block: #5, 579(8%)
minecraft.mined.dark_prismarine: #5, 556(10%)
minecraft.picked_up.snow_block: #5, 998(10%)
minecraft.crafted.red_concrete_powder: #5, 2144(10%)
minecraft.crafted.light_gray_wool: #4, 471(5%)
minecraft.mined.nether_quartz_ore: #5, 18472(8%)
minecraft.used.stonecutter: #4, 46(5%)
minecraft.mined.red_concrete: #5, 2125(9%)
minecraft.mined.blue_carpet: #4, 51(5%)
minecraft.crafted.diamond_boots: #5, 12(8%)
minecraft.mined.farmland: #5, 360(8%)
minecraft.used.observer: #5, 1653(8%)
minecraft.dropped.dispenser: #4, 22(6%)
minecraft.used.purple_concrete_powder: #4, 510(5%)
minecraft.dropped.ender_pearl: #4, 734(3%)
minecraft.picked_up.purpur_stairs: #5, 109(12%)
minecraft.mined.green_wall_banner: #4, 1(11%)
minecraft.mined.coal_ore: #5, 14680(7%)
minecraft.dropped.diamond_pickaxe: #5, 33(8%)
minecraft.dropped.bamboo: #4, 1086(4%)
minecraft.mined.prismarine_slab: #4, 131(9%)
minecraft.used.pink_banner: #4, 5(13%)
minecraft.crafted.blue_shulker_box: #5, 9(10%)
minecraft.crafted.red_nether_bricks: #4, 1622(8%)
minecraft.crafted.redstone: #5, 16133(7%)
minecraft.crafted.spruce_wood: #4, 312(4%)
minecraft.dropped.jungle_stairs: #4, 7(9%)
minecraft.picked_up.quartz_stairs: #5, 905(8%)
minecraft.mined.snow_block: #5, 888(9%)
minecraft.dropped.wet_sponge: #4, 14(13%)
minecraft.picked_up.iron_nugget: #4, 94(4%)
minecraft.picked_up.purple_wool: #4, 237(4%)
minecraft.dropped.barrel: #4, 12(8%)
minecraft.mined.black_glazed_terracotta: #4, 12(9%)
minecraft.picked_up.light_weighted_pressure_plate: #4, 7(9%)
minecraft.picked_up.lime_wool: #4, 288(3%)
minecraft.dropped.jungle_pressure_plate: #4, 4(15%)
minecraft.mined.purpur_stairs: #5, 126(12%)
minecraft.picked_up.music_disc_chirp: #4, 7(7%)
minecraft.used.acacia_door: #4, 16(7%)
minecraft.crafted.golden_carrot: #5, 8080(8%)
minecraft.picked_up.cocoa_beans: #5, 3029(7%)
minecraft.used.red_nether_bricks: #4, 384(6%)
minecraft.used.spruce_slab: #5, 4016(6%)
minecraft.dropped.oak_planks: #5, 355(7%)
minecraft.picked_up.prismarine_slab: #4, 125(7%)
minecraft.used.brown_concrete_powder: #5, 734(10%)
minecraft.dropped.end_stone: #5, 69(11%)
minecraft.dropped.cooked_mutton: #4, 12(9%)
minecraft.used.dark_oak_fence: #5, 984(7%)
minecraft.dropped.red_banner: #4, 7(7%)
minecraft.used.yellow_stained_glass_pane: #5, 301(11%)
minecraft.killed.zombie_pigman: #4, 380(3%)
minecraft.picked_up.fishing_rod: #5, 23(7%)
minecraft.crafted.spruce_boat: #5, 25(8%)
minecraft.dropped.firework_rocket: #5, 1619(7%)
minecraft.used.green_stained_glass_pane: #4, 76(6%)
minecraft.crafted.mossy_cobblestone_slab: #4, 30(7%)
minecraft.picked_up.cyan_terracotta: #5, 5199(7%)
minecraft.mined.coal_block: #5, 175(7%)
minecraft.crafted.trapped_chest: #4, 10(5%)
minecraft.used.cornflower: #4, 10(4%)
minecraft.picked_up.diamond_helmet: #5, 57(6%)
minecraft.crafted.barrel: #5, 253(7%)
minecraft.used.cactus: #5, 197(7%)
minecraft.picked_up.cooked_porkchop: #4, 76(2%)
minecraft.mined.nether_brick_stairs: #4, 78(3%)
minecraft.used.nether_brick_slab: #5, 598(9%)
minecraft.picked_up.cobblestone_stairs: #5, 398(7%)
minecraft.used.smooth_sandstone: #5, 5733(9%)
minecraft.crafted.prismarine_brick_stairs: #4, 124(5%)
minecraft.crafted.redstone_lamp: #5, 364(7%)
minecraft.dropped.flower_pot: #4, 9(4%)
minecraft.crafted.diamond_pickaxe: #5, 33(6%)
minecraft.mined.gray_concrete: #5, 6822(7%)
minecraft.crafted.stone_shovel: #5, 32(6%)
minecraft.picked_up.magenta_stained_glass_pane: #4, 14(5%)
minecraft.picked_up.spider_eye: #5, 706(6%)
minecraft.picked_up.wet_sponge: #5, 1045(8%)
minecraft.dropped.diamond_leggings: #5, 9(9%)
minecraft.picked_up.cyan_concrete: #5, 423(11%)
minecraft.dropped.ender_eye: #4, 2(8%)
minecraft.used.magma_block: #5, 736(6%)
minecraft.picked_up.green_concrete: #5, 1082(8%)
minecraft.dropped.birch_log: #5, 214(7%)
minecraft.picked_up.turtle_egg: #4, 48(6%)
minecraft.used.acacia_leaves: #5, 441(10%)
minecraft.mined.red_nether_brick_slab: #4, 14(6%)
minecraft.crafted.light_gray_dye: #5, 2163(6%)
minecraft.picked_up.nether_brick_wall: #4, 37(7%)
minecraft.crafted.nether_brick_slab: #5, 728(10%)
minecraft.picked_up.music_disc_blocks: #4, 5(4%)
minecraft.picked_up.bone: #5, 3625(4%)
minecraft.dropped.cyan_stained_glass: #4, 33(3%)
minecraft.picked_up.red_mushroom: #5, 188(6%)
minecraft.picked_up.brown_concrete_powder: #5, 244(8%)
minecraft.dropped.saddle: #4, 13(3%)
minecraft.crafted.spruce_trapdoor: #5, 1370(6%)
minecraft.picked_up.magenta_concrete_powder: #4, 26(4%)
minecraft.picked_up.gray_concrete_powder: #5, 3529(7%)
minecraft.used.prismarine_slab: #4, 231(4%)
minecraft.picked_up.sponge: #5, 136(10%)
minecraft.used.dead_tube_coral_fan: #4, 4(4%)
minecraft.picked_up.red_nether_brick_slab: #4, 13(4%)
minecraft.crafted.dark_oak_fence: #5, 891(7%)
minecraft.mined.brown_concrete: #5, 416(11%)
minecraft.crafted.furnace: #6, 742(9%)
minecraft.crafted.lectern: #5, 43(7%)
minecraft.used.light_gray_carpet: #5, 1168(6%)
minecraft.dropped.obsidian: #5, 130(7%)
minecraft.crafted.birch_button: #4, 144(2%)
minecraft.used.light_gray_shulker_box: #5, 275(6%)
minecraft.mined.light_gray_shulker_box: #5, 273(6%)
minecraft.crafted.prismarine_slab: #4, 150(3%)
minecraft.dropped.grass_block: #5, 2208(6%)
minecraft.dropped.spruce_fence_gate: #4, 7(2%)
minecraft.picked_up.light_gray_shulker_box: #5, 278(6%)
minecraft.picked_up.orange_wool: #4, 112(2%)
minecraft.used.dark_oak_door: #5, 38(8%)
minecraft.dropped.crossbow: #4, 41(2%)
minecraft.picked_up.spruce_door: #5, 55(5%)
minecraft.picked_up.sunflower: #5, 750(8%)
minecraft.dropped.birch_wood: #4, 2(4%)
minecraft.crafted.dark_oak_sign: #5, 33(7%)
minecraft.crafted.red_bed: #5, 12(7%)
minecraft.crafted.yellow_dye: #5, 1624(6%)
minecraft.mined.mossy_stone_brick_slab: #4, 4(3%)
minecraft.crafted.hopper_minecart: #5, 66(6%)
minecraft.dropped.snow: #5, 603(8%)
minecraft.mined.oak_button: #5, 16(6%)
minecraft.crafted.orange_carpet: #5, 102(11%)
minecraft.used.stone_stairs: #5, 294(7%)
minecraft.used.hopper_minecart: #5, 65(6%)
minecraft.crafted.quartz_pillar: #5, 1128(6%)
minecraft.mined.blue_glazed_terracotta: #4, 5(4%)
minecraft.broken.diamond_pickaxe: #5, 6(7%)
minecraft.dropped.prismarine_slab: #4, 9(3%)
minecraft.mined.purple_stained_glass_pane: #5, 21(8%)
minecraft.used.glass_pane: #5, 582(5%)
minecraft.picked_up.bone_block: #5, 863(5%)
minecraft.dropped.brick_stairs: #4, 1(2%)
minecraft.crafted.light_gray_stained_glass: #5, 3568(7%)
minecraft.dropped.prismarine_brick_slab: #4, 8(1%)
minecraft.crafted.black_dye: #5, 1544(6%)
minecraft.mined.lily_of_the_valley: #5, 12(11%)
minecraft.crafted.black_glazed_terracotta: #4, 4(1%)
minecraft.mined.dark_oak_fence: #6, 435(10%)
minecraft.used.birch_log: #6, 1616(9%)
minecraft.dropped.golden_helmet: #5, 16(6%)
minecraft.used.diorite_wall: #4, 8(1%)
minecraft.used.jungle_door: #4, 16(1%)
minecraft.crafted.magenta_wool: #4, 6(1%)
minecraft.used.dark_oak_log: #6, 4586(8%)
minecraft.used.blue_glazed_terracotta: #4, 7(1%)
minecraft.used.acacia_planks: #5, 94(6%)
minecraft.mined.brown_stained_glass: #4, 2(0%)
minecraft.crafted.bread: #6, 649(9%)
minecraft.dropped.red_bed: #5, 1(14%)
minecraft.killed.ocelot: #5, 1(20%)
minecraft.crafted.brown_wool: #5, 69(10%)
minecraft.mined.sugar_cane: #5, 3327(4%)
minecraft.picked_up.smooth_sandstone: #5, 2146(6%)
minecraft.broken.iron_helmet: #5, 2(11%)
minecraft.dropped.sandstone_stairs: #5, 38(8%)
minecraft.picked_up.ice: #5, 4728(4%)
minecraft.picked_up.oxeye_daisy: #5, 257(4%)
minecraft.mined.lime_concrete: #5, 876(6%)
minecraft.mined.stone: #6, 362164(7%)
minecraft.killed.skeleton: #5, 3223(3%)
minecraft.picked_up.nether_brick_slab: #5, 232(6%)
minecraft.used.sea_pickle: #5, 591(5%)
minecraft.mined.spruce_planks: #6, 2009(8%)
minecraft.used.light_gray_stained_glass: #5, 1798(5%)
minecraft.killed.elder_guardian: #5, 5(10%)
minecraft.mined.red_glazed_terracotta: #5, 40(9%)
minecraft.crafted.purple_carpet: #5, 162(9%)
minecraft.mined.gray_bed: #5, 29(7%)
minecraft.dropped.polished_granite: #5, 51(5%)
minecraft.crafted.flower_pot: #5, 188(5%)
minecraft.picked_up.smoker: #5, 18(7%)
minecraft.used.emerald_ore: #5, 9(9%)
minecraft.mined.black_wall_banner: #5, 10(9%)
minecraft.picked_up.dead_bush: #5, 67(9%)
minecraft.crafted.chest: #6, 3427(7%)
minecraft.crafted.bow: #5, 221(4%)
minecraft.dropped.spruce_door: #5, 7(6%)
minecraft.broken.wooden_hoe: #5, 1(11%)
minecraft.crafted.lime_wool: #5, 55(8%)
minecraft.picked_up.spruce_planks: #6, 2519(7%)
minecraft.dropped.redstone: #6, 796(8%)
minecraft.crafted.purple_concrete_powder: #5, 576(5%)
minecraft.mined.pink_bed: #5, 14(9%)
minecraft.dropped.book: #5, 24(5%)
minecraft.dropped.milk_bucket: #5, 2(7%)
minecraft.picked_up.granite: #6, 18425(7%)
minecraft.used.oak_trapdoor: #6, 811(8%)
minecraft.used.pink_bed: #5, 15(8%)
minecraft.dropped.iron_shovel: #5, 9(4%)
minecraft.mined.potted_red_tulip: #5, 1(14%)
minecraft.used.spruce_planks: #6, 3935(7%)
minecraft.used.purple_carpet: #5, 115(6%)
minecraft.dropped.oak_button: #5, 10(5%)
minecraft.mined.yellow_wall_banner: #5, 4(8%)
minecraft.crafted.orange_stained_glass_pane: #5, 288(5%)
minecraft.picked_up.brown_mushroom: #6, 353(7%)
minecraft.killed_by.vex: #5, 3(9%)
minecraft.mined.cobblestone_stairs: #6, 236(8%)
minecraft.crafted.dispenser: #5, 172(3%)
minecraft.picked_up.diamond_chestplate: #6, 18(8%)
minecraft.picked_up.coal_block: #6, 348(7%)
minecraft.mined.potted_birch_sapling: #5, 1(11%)
minecraft.dropped.brown_mushroom: #5, 39(3%)
minecraft.mined.andesite: #6, 22744(7%)
minecraft.dropped.red_mushroom: #5, 19(3%)
minecraft.mined.pink_wool: #5, 24(6%)
minecraft.used.purple_bed: #5, 17(6%)
minecraft.dropped.red_concrete: #5, 27(5%)
minecraft.dropped.stripped_dark_oak_log: #5, 11(5%)
minecraft.picked_up.nether_brick_fence: #6, 115(11%)
minecraft.picked_up.sticky_piston: #6, 500(7%)
minecraft.picked_up.blue_wool: #5, 759(3%)
minecraft.mined.light_blue_concrete_powder: #5, 42(5%)
minecraft.dropped.totem_of_undying: #5, 7(5%)
minecraft.picked_up.diorite: #6, 18519(6%)
minecraft.mined.smoker: #5, 14(6%)
minecraft.crafted.dark_oak_stairs: #6, 1872(8%)
minecraft.dropped.jungle_leaves: #5, 69(5%)
minecraft.mined.chest: #6, 1249(6%)
minecraft.used.lilac: #5, 49(4%)
minecraft.mined.purple_bed: #5, 14(5%)
minecraft.dropped.dragon_head: #5, 1(8%)
minecraft.picked_up.white_carpet: #6, 341(7%)
minecraft.picked_up.gray_concrete: #6, 7099(8%)
minecraft.crafted.wooden_sword: #5, 10(4%)
minecraft.used.music_disc_mellohi: #5, 2(10%)
minecraft.crafted.yellow_carpet: #5, 192(4%)
minecraft.picked_up.seagrass: #6, 482(10%)
minecraft.dropped.iron_trapdoor: #5, 23(4%)
minecraft.picked_up.purple_bed: #5, 14(5%)
minecraft.dropped.black_banner: #5, 1(11%)
minecraft.mined.pink_stained_glass_pane: #5, 3(5%)
minecraft.mined.stonecutter: #5, 30(4%)
minecraft.crafted.bone_meal: #6, 67587(6%)
minecraft.mined.purple_wool: #5, 45(5%)
minecraft.used.quartz_stairs: #6, 1892(7%)
minecraft.mined.quartz_slab: #6, 1068(7%)
minecraft.picked_up.stonecutter: #5, 30(4%)
minecraft.dropped.bowl: #5, 12(4%)
minecraft.used.trapped_chest: #5, 14(5%)
minecraft.used.iron_sword: #6, 1023(6%)
minecraft.picked_up.chest: #6, 1448(6%)
minecraft.picked_up.coal: #6, 21909(6%)
minecraft.crafted.crossbow: #5, 9(5%)
minecraft.mined.sticky_piston: #6, 388(7%)
minecraft.picked_up.diamond_sword: #6, 85(6%)
minecraft.killed.salmon: #6, 36(8%)
minecraft.used.chest_minecart: #5, 6(4%)
minecraft.custom.mob_kills: #6, 114290(4%)
minecraft.picked_up.quartz_slab: #6, 1342(7%)
minecraft.crafted.light_weighted_pressure_plate: #5, 6(5%)
minecraft.picked_up.yellow_banner: #5, 21(3%)
minecraft.used.black_stained_glass: #6, 2266(7%)
minecraft.used.birch_planks: #6, 678(7%)
minecraft.picked_up.dried_kelp_block: #5, 1542(3%)
minecraft.mined.blast_furnace: #5, 11(4%)
minecraft.picked_up.slime_block: #6, 875(7%)
minecraft.mined.mossy_cobblestone_wall: #5, 4(4%)
minecraft.crafted.baked_potato: #6, 919(7%)
minecraft.mined.spruce_wood: #5, 40(3%)
minecraft.used.cyan_terracotta: #6, 13277(7%)
minecraft.dropped.ice: #5, 212(3%)
minecraft.picked_up.fermented_spider_eye: #5, 3(5%)
minecraft.picked_up.blue_stained_glass_pane: #5, 48(4%)
minecraft.dropped.cauldron: #5, 3(7%)
minecraft.dropped.light_blue_dye: #5, 9(5%)
minecraft.dropped.prismarine: #5, 83(4%)
minecraft.picked_up.composter: #6, 42(8%)
minecraft.dropped.dark_oak_door: #5, 3(6%)
minecraft.crafted.smooth_stone_slab: #6, 21018(7%)
minecraft.dropped.blue_ice: #5, 13(4%)
minecraft.used.spruce_sign: #6, 126(6%)
minecraft.used.gray_concrete: #6, 6393(7%)
minecraft.used.purple_wool: #5, 109(3%)
minecraft.mined.piston: #6, 260(7%)
minecraft.used.prismarine_brick_stairs: #5, 119(5%)
minecraft.mined.red_stained_glass_pane: #5, 38(3%)
minecraft.mined.slime_block: #6, 660(7%)
minecraft.dropped.cooked_cod: #5, 526(2%)
minecraft.picked_up.diamond_shovel: #6, 79(6%)
minecraft.picked_up.black_carpet: #6, 166(7%)
minecraft.crafted.stone_button: #5, 960(2%)
minecraft.crafted.mossy_stone_brick_slab: #5, 26(6%)
minecraft.killed.cave_spider: #5, 240(2%)
minecraft.mined.sandstone_slab: #6, 700(7%)
minecraft.used.minecart: #6, 232(6%)
minecraft.dropped.cobblestone: #6, 20021(5%)
minecraft.mined.spruce_leaves: #6, 5659(5%)
minecraft.picked_up.observer: #6, 639(6%)
minecraft.picked_up.spruce_wood: #5, 41(2%)
minecraft.used.slime_block: #6, 1067(6%)
minecraft.used.mossy_cobblestone_slab: #5, 19(4%)
minecraft.used.mossy_stone_brick_slab: #5, 28(5%)
minecraft.crafted.green_stained_glass_pane: #5, 64(4%)
minecraft.dropped.red_stained_glass: #5, 10(3%)
minecraft.mined.blue_concrete_powder: #5, 7(5%)
minecraft.used.cobblestone: #6, 14954(5%)
minecraft.used.dead_tube_coral_block: #5, 14(3%)
minecraft.picked_up.music_disc_wait: #5, 8(4%)
minecraft.crafted.spruce_stairs: #6, 1488(5%)
minecraft.mined.yellow_concrete_powder: #5, 69(2%)
minecraft.crafted.melon_seeds: #5, 104(3%)
minecraft.crafted.cauldron: #6, 87(7%)
minecraft.mined.wall_torch: #6, 1018(5%)
minecraft.picked_up.mossy_cobblestone_slab: #5, 4(4%)
minecraft.used.orange_concrete_powder: #6, 608(8%)
minecraft.crafted.lime_stained_glass: #6, 1768(8%)
minecraft.used.campfire: #6, 98(7%)
minecraft.crafted.lime_stained_glass_pane: #6, 560(8%)
minecraft.mined.wet_sponge: #6, 1026(8%)
minecraft.picked_up.gray_wool: #6, 202(6%)
minecraft.dropped.green_wool: #5, 1(5%)
minecraft.killed.horse: #6, 11(8%)
minecraft.mined.red_nether_bricks: #5, 27(2%)
minecraft.dropped.nether_brick_fence: #5, 8(4%)
minecraft.used.diorite: #6, 1006(5%)
minecraft.mined.magenta_stained_glass_pane: #5, 8(3%)
minecraft.crafted.cyan_concrete_powder: #6, 520(8%)
minecraft.mined.green_concrete: #6, 994(7%)
minecraft.picked_up.diamond_axe: #6, 63(5%)
minecraft.mined.pink_carpet: #5, 5(3%)
minecraft.dropped.prismarine_bricks: #5, 146(3%)
minecraft.picked_up.melon: #5, 136(2%)
minecraft.dropped.red_wool: #6, 47(8%)
minecraft.dropped.jungle_sapling: #5, 2(3%)
minecraft.picked_up.string: #6, 2236(4%)
minecraft.used.sponge: #6, 959(8%)
minecraft.picked_up.dropper: #6, 239(6%)
minecraft.picked_up.birch_button: #5, 131(2%)
minecraft.picked_up.lava_bucket: #6, 15(7%)
minecraft.used.lily_of_the_valley: #5, 1(4%)
minecraft.picked_up.bow: #6, 218(4%)
minecraft.dropped.blue_wool: #5, 11(2%)
minecraft.used.piston: #6, 587(5%)
minecraft.picked_up.music_disc_mellohi: #5, 3(3%)
minecraft.dropped.item_frame: #5, 10(1%)
minecraft.crafted.brown_concrete_powder: #6, 728(9%)
minecraft.picked_up.minecart: #6, 268(5%)
minecraft.dropped.melon_slice: #5, 102(2%)
minecraft.crafted.black_stained_glass: #6, 2864(8%)
minecraft.mined.cobblestone: #6, 4723(4%)
minecraft.broken.shears: #6, 62(5%)
minecraft.picked_up.light_blue_stained_glass_pane: #6, 62(8%)
minecraft.crafted.light_gray_carpet: #6, 966(6%)
minecraft.used.black_glazed_terracotta: #5, 14(2%)
minecraft.used.smooth_sandstone_stairs: #5, 95(2%)
minecraft.crafted.iron_shovel: #6, 23(5%)
minecraft.crafted.white_dye: #6, 3975(5%)
minecraft.picked_up.iron_ingot: #5, 5716(1%)
minecraft.picked_up.dark_oak_door: #6, 19(8%)
minecraft.picked_up.wooden_sword: #5, 4(1%)
minecraft.dropped.lime_stained_glass: #5, 1(2%)
minecraft.mined.smooth_sandstone_stairs: #5, 7(2%)
minecraft.picked_up.mossy_stone_brick_slab: #5, 3(2%)
minecraft.picked_up.paper: #6, 1657(5%)
minecraft.mined.observer: #6, 450(5%)
minecraft.crafted.smooth_sandstone_stairs: #5, 104(2%)
minecraft.picked_up.magenta_carpet: #5, 5(1%)
minecraft.crafted.yellow_stained_glass_pane: #6, 304(9%)
minecraft.picked_up.smooth_sandstone_stairs: #5, 7(2%)
minecraft.used.gray_concrete_powder: #6, 7165(6%)
minecraft.mined.magenta_carpet: #5, 5(1%)
minecraft.crafted.iron_sword: #6, 17(4%)
minecraft.crafted.orange_concrete_powder: #6, 600(7%)
minecraft.dropped.dark_oak_pressure_plate: #5, 1(1%)
minecraft.crafted.gray_concrete_powder: #6, 6752(6%)
minecraft.dropped.golden_carrot: #6, 278(5%)
minecraft.dropped.blue_concrete: #5, 1(1%)
minecraft.dropped.wither_skeleton_skull: #5, 1(1%)
minecraft.used.cobblestone_slab: #6, 1579(5%)
minecraft.picked_up.acacia_planks: #6, 90(6%)
minecraft.used.orange_carpet: #6, 76(7%)
minecraft.dropped.white_banner: #5, 7(0%)
minecraft.dropped.lime_stained_glass_pane: #5, 1(1%)
minecraft.dropped.lime_concrete: #5, 2(0%)
minecraft.crafted.spruce_fence: #6, 954(5%)
minecraft.dropped.gold_block: #6, 81(8%)
minecraft.dropped.lava_bucket: #6, 4(8%)
minecraft.picked_up.spruce_leaves: #6, 3953(5%)
minecraft.crafted.player_head: #6, 306(5%)
minecraft.dropped.rail: #6, 190(5%)
minecraft.picked_up.dandelion: #6, 444(3%)
minecraft.dropped.cobblestone_stairs: #6, 91(5%)
minecraft.used.golden_carrot: #7, 4170(7%)
minecraft.used.red_stained_glass_pane: #6, 360(7%)
minecraft.dropped.spider_eye: #6, 234(4%)
minecraft.mined.prismarine_brick_stairs: #6, 55(10%)
minecraft.dropped.carved_pumpkin: #6, 12(7%)
minecraft.dropped.podzol: #6, 39(9%)
minecraft.crafted.jungle_boat: #6, 4(5%)
minecraft.picked_up.bamboo: #6, 4135(5%)
minecraft.killed.ender_dragon: #6, 2(10%)
minecraft.crafted.sponge: #6, 580(5%)
minecraft.mined.dark_oak_stairs: #7, 458(8%)
minecraft.picked_up.lily_of_the_valley: #6, 13(8%)
minecraft.picked_up.gray_bed: #6, 34(8%)
minecraft.crafted.charcoal: #6, 110(4%)
minecraft.picked_up.stone_bricks: #7, 11358(7%)
minecraft.picked_up.prismarine_brick_stairs: #6, 55(8%)
minecraft.killed.squid: #6, 130(3%)
minecraft.used.pink_concrete: #6, 55(6%)
minecraft.picked_up.light_blue_wool: #6, 349(5%)
minecraft.mined.black_shulker_box: #6, 145(5%)
minecraft.picked_up.black_shulker_box: #6, 147(5%)
minecraft.crafted.magenta_shulker_box: #6, 5(5%)
minecraft.killed.pufferfish: #6, 4(6%)
minecraft.used.black_shulker_box: #6, 145(4%)
minecraft.crafted.cyan_shulker_box: #6, 5(6%)
minecraft.dropped.purpur_block: #6, 78(7%)
minecraft.mined.hopper: #7, 883(8%)
