stat, rank, value, (percentage) 
minecraft.crafted.yellow_terracotta: #2, 2168(16%)
minecraft.picked_up.creaking_heart: #2, 147(20%)
minecraft.picked_up.mud_brick_stairs: #2, 91(19%)
minecraft.picked_up.acacia_hanging_sign: #1, 11(18%)
minecraft.used.gray_wool: #2, 3173(13%)
minecraft.used.pufferfish_bucket: #2, 33(20%)
minecraft.crafted.green_dye: #2, 1524(11%)
minecraft.dropped.golden_helmet: #2, 28(12%)
minecraft.used.peony: #2, 36(15%)
minecraft.mined.mud_brick_wall: #2, 138(16%)
minecraft.dropped.light_gray_wool: #3, 462(20%)
minecraft.used.melon: #3, 159(15%)
minecraft.used.scaffolding: #2, 21612(11%)
minecraft.mined.ochre_froglight: #2, 398(12%)
minecraft.picked_up.mossy_stone_brick_stairs: #2, 46(18%)
minecraft.picked_up.painting: #2, 533(11%)
minecraft.mined.crimson_hyphae: #2, 30(31%)
minecraft.used.ender_chest: #2, 1820(10%)
minecraft.used.hopper_minecart: #2, 107(11%)
minecraft.mined.waxed_exposed_cut_copper_slab: #2, 32(30%)
minecraft.picked_up.polished_tuff_slab: #2, 531(10%)
minecraft.picked_up.granite: #2, 24046(10%)
minecraft.used.waxed_oxidized_chiseled_copper: #2, 310(30%)
minecraft.used.cut_sandstone: #2, 752(13%)
minecraft.used.diamond_block: #2, 797(12%)
minecraft.picked_up.diorite_wall: #2, 109(19%)
minecraft.mined.ender_chest: #2, 1811(10%)
minecraft.picked_up.bamboo: #3, 61143(12%)
minecraft.used.oxidized_copper_trapdoor: #2, 687(14%)
minecraft.mined.copper_block: #2, 410(12%)
minecraft.mined.brown_mushroom: #2, 236(11%)
minecraft.used.cyan_bed: #2, 161(12%)
minecraft.crafted.chest: #2, 7329(10%)
minecraft.used.resin_brick_stairs: #1, 33(54%)
minecraft.used.bamboo_fence_gate: #2, 202(19%)
minecraft.used.mud_brick_slab: #2, 663(13%)
minecraft.dropped.chainmail_boots: #2, 20(15%)
minecraft.crafted.mud_brick_stairs: #2, 129(20%)
minecraft.crafted.bamboo_block: #3, 5865(15%)
minecraft.mined.brown_glazed_terracotta: #1, 30(52%)
minecraft.mined.mangrove_stairs: #2, 95(13%)
minecraft.used.mossy_cobblestone_wall: #2, 130(15%)
minecraft.mined.dirt_path: #2, 2172(10%)
minecraft.picked_up.decorated_pot: #2, 257(10%)
minecraft.picked_up.yellow_stained_glass_pane: #2, 185(25%)
minecraft.used.nether_bricks: #2, 389(14%)
minecraft.dropped.netherite_sword: #3, 16(22%)
minecraft.picked_up.smooth_stone: #3, 8606(14%)
minecraft.crafted.cherry_door: #1, 6(25%)
minecraft.dropped.lingering_potion: #1, 7(50%)
minecraft.dropped.scrape_pottery_sherd: #2, 10(31%)
minecraft.dropped.pink_carpet: #1, 3(50%)
minecraft.dropped.oxidized_cut_copper: #1, 7(50%)
minecraft.mined.mossy_stone_brick_stairs: #2, 15(18%)
minecraft.picked_up.brown_glazed_terracotta: #1, 30(50%)
minecraft.dropped.chainmail_helmet: #2, 13(18%)
minecraft.picked_up.scaffolding: #2, 18858(10%)
minecraft.picked_up.andesite: #2, 25829(10%)
minecraft.mined.stripped_warped_hyphae: #2, 109(23%)
minecraft.picked_up.apple: #2, 564(10%)
minecraft.mined.crafting_table: #2, 640(9%)
minecraft.dropped.green_carpet: #2, 65(41%)
minecraft.used.crafting_table: #2, 721(9%)
minecraft.dropped.spruce_log: #2, 519(11%)
minecraft.crafted.magenta_concrete_powder: #2, 2400(18%)
minecraft.crafted.white_dye: #2, 9251(10%)
minecraft.used.dark_oak_wood: #2, 1455(12%)
minecraft.used.compass: #1, 41(72%)
minecraft.picked_up.stripped_crimson_stem: #2, 227(17%)
minecraft.dropped.heavy_core: #1, 2(29%)
minecraft.used.waxed_weathered_copper_bulb: #2, 133(20%)
minecraft.custom.climb_one_cm: #3, 7548096(9%)
minecraft.used.brown_glazed_terracotta: #1, 54(36%)
minecraft.dropped.guster_pottery_sherd: #2, 11(34%)
minecraft.picked_up.stone_stairs: #3, 351(14%)
minecraft.mined.bamboo_stairs: #3, 98(19%)
minecraft.used.apple: #2, 117(13%)
minecraft.crafted.creaking_heart: #2, 204(30%)
minecraft.killed.turtle: #2, 61(20%)
minecraft.crafted.white_candle: #2, 1730(39%)
minecraft.mined.mangrove_trapdoor: #2, 89(10%)
minecraft.mined.jungle_stairs: #3, 129(16%)
minecraft.dropped.flow_pottery_sherd: #2, 12(29%)
minecraft.crafted.waxed_copper_bulb: #2, 340(23%)
minecraft.dropped.pink_bundle: #1, 2(67%)
minecraft.picked_up.pink_bundle: #1, 2(67%)
minecraft.dropped.scaffolding: #2, 975(10%)
minecraft.used.fire_coral_block: #2, 211(17%)
minecraft.mined.granite_wall: #2, 24(18%)
minecraft.mined.beacon: #2, 46(9%)
minecraft.used.tuff_wall: #2, 571(15%)
minecraft.used.brick_stairs: #2, 90(14%)
minecraft.mined.waxed_exposed_copper_grate: #2, 98(33%)
minecraft.crafted.dark_oak_wood: #2, 1458(11%)
minecraft.picked_up.cobbled_deepslate_wall: #2, 108(15%)
minecraft.picked_up.jungle_button: #2, 51(21%)
minecraft.picked_up.beacon: #2, 48(9%)
minecraft.used.waxed_weathered_cut_copper_slab: #2, 289(20%)
minecraft.mined.grindstone: #2, 62(10%)
minecraft.used.waxed_weathered_cut_copper_stairs: #2, 253(18%)
minecraft.picked_up.slime_ball: #3, 4590(13%)
minecraft.picked_up.potion: #2, 361(8%)
minecraft.picked_up.waxed_exposed_cut_copper_slab: #2, 35(22%)
minecraft.used.obsidian: #3, 2266(13%)
minecraft.picked_up.oxidized_copper_door: #2, 14(14%)
minecraft.crafted.green_terracotta: #2, 1744(10%)
minecraft.crafted.waxed_weathered_copper: #2, 320(24%)
minecraft.picked_up.sugar: #3, 1269(17%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #2, 27(19%)
minecraft.mined.warped_hyphae: #2, 30(27%)
minecraft.crafted.bow: #3, 276(12%)
minecraft.crafted.waxed_exposed_cut_copper: #2, 128(26%)
minecraft.picked_up.spruce_sapling: #3, 4784(12%)
minecraft.dropped.oak_pressure_plate: #2, 8(19%)
minecraft.dropped.chainmail_chestplate: #2, 10(12%)
minecraft.crafted.mossy_cobblestone_stairs: #2, 26(15%)
minecraft.mined.potted_poppy: #1, 3(27%)
minecraft.picked_up.crimson_sign: #2, 21(16%)
minecraft.dropped.sandstone_wall: #2, 30(30%)
minecraft.dropped.bamboo_mosaic_slab: #1, 7(54%)
minecraft.picked_up.mud_bricks: #3, 952(13%)
minecraft.custom.walk_one_cm: #3, 240787206(7%)
minecraft.mined.smooth_basalt: #2, 884(9%)
minecraft.used.jungle_stairs: #3, 479(15%)
minecraft.crafted.stone_slab: #3, 4170(12%)
minecraft.mined.crimson_fence: #2, 49(26%)
minecraft.mined.acacia_sapling: #2, 84(14%)
minecraft.used.waxed_copper_grate: #3, 902(19%)
minecraft.mined.stripped_crimson_stem: #2, 219(17%)
minecraft.dropped.tuff_brick_wall: #2, 63(29%)
minecraft.dropped.chorus_flower: #2, 23(29%)
minecraft.used.acacia_leaves: #2, 217(13%)
minecraft.used.decorated_pot: #3, 474(12%)
minecraft.mined.redstone_lamp: #3, 101(14%)
minecraft.dropped.bow: #3, 318(12%)
minecraft.crafted.gray_shulker_box: #2, 39(9%)
minecraft.crafted.cherry_boat: #2, 8(22%)
minecraft.crafted.magenta_bundle: #1, 1(50%)
minecraft.crafted.spectral_arrow: #1, 70(100%)
minecraft.crafted.pink_bundle: #1, 1(100%)
minecraft.crafted.dark_oak_chest_boat: #1, 1(100%)
minecraft.crafted.exposed_copper_bulb: #1, 4(50%)
minecraft.crafted.blue_harness: #1, 1(50%)
minecraft.crafted.cherry_chest_boat: #1, 2(100%)
minecraft.crafted.cracked_nether_bricks: #1, 1(50%)
minecraft.used.pink_bundle: #1, 1(100%)
minecraft.used.command_block: #1, 1(100%)
minecraft.broken.diamond_sword: #1, 1(50%)
minecraft.dropped.waxed_oxidized_chiseled_copper: #1, 1(25%)
minecraft.dropped.pale_oak_pressure_plate: #1, 1(100%)
minecraft.dropped.waxed_weathered_copper_grate: #1, 2(100%)
minecraft.dropped.weathered_copper_door: #1, 1(100%)
minecraft.mined.resin_brick_stairs: #1, 11(100%)
minecraft.picked_up.blue_harness: #1, 1(100%)
minecraft.picked_up.soul_campfire: #2, 14(22%)
minecraft.picked_up.blue_bundle: #1, 1(100%)
minecraft.picked_up.resin_brick_stairs: #1, 11(100%)
minecraft.dropped.dead_fire_coral_block: #1, 1(33%)
minecraft.dropped.nether_star: #1, 1(33%)
minecraft.crafted.polished_andesite: #3, 2500(14%)
minecraft.mined.fire_coral_block: #3, 759(21%)
minecraft.picked_up.waxed_exposed_copper_grate: #2, 97(28%)
minecraft.used.gray_carpet: #2, 1048(9%)
minecraft.picked_up.raw_copper_block: #3, 301(14%)
minecraft.mined.iron_trapdoor: #3, 164(12%)
minecraft.crafted.birch_trapdoor: #3, 228(13%)
minecraft.picked_up.bamboo_trapdoor: #3, 363(13%)
minecraft.mined.acacia_planks: #3, 138(15%)
minecraft.mined.stripped_acacia_wood: #2, 92(13%)
minecraft.crafted.acacia_hanging_sign: #2, 24(16%)
minecraft.picked_up.purple_wool: #4, 1595(19%)
minecraft.mined.pink_shulker_box: #3, 407(13%)
minecraft.dropped.snowball: #3, 513(11%)
minecraft.picked_up.blue_wool: #3, 810(14%)
minecraft.crafted.crafter: #3, 351(13%)
minecraft.crafted.jungle_stairs: #3, 428(14%)
minecraft.picked_up.pink_shulker_box: #3, 408(13%)
minecraft.mined.blast_furnace: #2, 42(8%)
minecraft.used.iron_trapdoor: #3, 1138(11%)
minecraft.dropped.golden_leggings: #3, 31(13%)
minecraft.crafted.hay_block: #3, 2733(12%)
minecraft.picked_up.comparator: #3, 547(11%)
minecraft.crafted.polished_tuff_slab: #3, 414(11%)
minecraft.crafted.resin_bricks: #2, 491(23%)
minecraft.picked_up.chainmail_chestplate: #2, 10(8%)
minecraft.crafted.glass_bottle: #3, 3639(12%)
minecraft.used.pink_shulker_box: #3, 411(13%)
minecraft.used.iron_bars: #3, 2627(12%)
minecraft.picked_up.pale_oak_trapdoor: #3, 99(13%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #2, 59(14%)
minecraft.picked_up.diamond_block: #3, 641(10%)
minecraft.used.stripped_warped_hyphae: #2, 82(18%)
minecraft.dropped.waxed_chiseled_copper: #2, 15(15%)
minecraft.used.bamboo_trapdoor: #3, 1645(12%)
minecraft.crafted.acacia_door: #2, 12(17%)
minecraft.mined.jungle_log: #3, 4665(11%)
minecraft.crafted.crimson_trapdoor: #3, 310(17%)
minecraft.mined.potted_flowering_azalea_bush: #2, 4(29%)
minecraft.used.oak_fence_gate: #3, 114(12%)
minecraft.used.piston: #3, 1646(11%)
minecraft.used.yellow_banner: #3, 39(19%)
minecraft.crafted.waxed_cut_copper: #2, 132(34%)
minecraft.crafted.crimson_button: #2, 8(24%)
minecraft.used.cobweb: #2, 430(9%)
minecraft.mined.dropper: #3, 202(11%)
minecraft.used.light_gray_shulker_box: #3, 612(13%)
minecraft.picked_up.smooth_quartz_slab: #3, 368(12%)
minecraft.crafted.dark_oak_hanging_sign: #2, 42(17%)
minecraft.picked_up.repeater: #3, 1026(11%)
minecraft.used.lime_glazed_terracotta: #2, 101(42%)
minecraft.mined.wither_skeleton_wall_skull: #2, 4(33%)
minecraft.mined.oxidized_copper_door: #2, 6(13%)
minecraft.used.waxed_exposed_copper_grate: #3, 509(24%)
minecraft.crafted.scaffolding: #3, 5967(11%)
minecraft.picked_up.mangrove_planks: #3, 502(12%)
minecraft.picked_up.lapis_ore: #3, 316(11%)
minecraft.picked_up.sandstone_wall: #3, 96(20%)
minecraft.used.brewing_stand: #3, 109(11%)
minecraft.used.redstone_lamp: #3, 265(11%)
minecraft.mined.bamboo_fence: #3, 172(14%)
minecraft.used.hay_block: #3, 232(11%)
minecraft.picked_up.polished_deepslate_stairs: #3, 290(12%)
minecraft.picked_up.respawn_anchor: #2, 16(16%)
minecraft.picked_up.cut_sandstone_slab: #2, 188(31%)
minecraft.crafted.yellow_bed: #2, 12(13%)
minecraft.mined.bamboo_block: #3, 319(12%)
minecraft.crafted.hopper_minecart: #3, 109(11%)
minecraft.crafted.chiseled_nether_bricks: #2, 10(19%)
minecraft.picked_up.hopper: #3, 1235(10%)
minecraft.mined.mangrove_button: #2, 4(19%)
minecraft.crafted.cracked_stone_bricks: #2, 554(11%)
minecraft.dropped.raw_copper_block: #2, 142(19%)
minecraft.crafted.bamboo_slab: #3, 7327(12%)
minecraft.used.polished_diorite_stairs: #2, 302(10%)
minecraft.mined.smooth_quartz_slab: #3, 293(12%)
minecraft.mined.fire: #3, 1666(10%)
minecraft.crafted.shield: #3, 33(10%)
minecraft.mined.purple_wool: #2, 52(11%)
minecraft.used.polished_granite_slab: #2, 430(16%)
minecraft.crafted.melon_seeds: #3, 227(15%)
minecraft.picked_up.oak_slab: #3, 425(10%)
minecraft.crafted.muddy_mangrove_roots: #2, 822(15%)
minecraft.picked_up.player_head: #3, 3029(7%)
minecraft.dropped.wither_rose: #2, 368(18%)
minecraft.dropped.dark_oak_sapling: #3, 41(15%)
minecraft.used.ender_pearl: #4, 1430(11%)
minecraft.mined.mud_brick_slab: #3, 113(14%)
minecraft.used.green_candle: #2, 47(18%)
minecraft.used.item_frame: #3, 881(9%)
minecraft.crafted.golden_helmet: #3, 12(12%)
minecraft.crafted.respawn_anchor: #3, 52(22%)
minecraft.picked_up.light_blue_glazed_terracotta: #2, 18(23%)
minecraft.picked_up.chiseled_tuff_bricks: #3, 559(10%)
minecraft.mined.light_gray_shulker_box: #3, 468(10%)
minecraft.crafted.oxidized_copper_bulb: #2, 124(13%)
minecraft.picked_up.bamboo_stairs: #3, 100(14%)
minecraft.picked_up.crafting_table: #3, 653(8%)
minecraft.picked_up.music_disc_13: #3, 40(10%)
minecraft.crafted.magma_cream: #2, 192(23%)
minecraft.used.oak_sapling: #3, 4361(10%)
minecraft.mined.cocoa: #3, 212(10%)
minecraft.used.light_gray_wool: #3, 1164(12%)
minecraft.picked_up.light_gray_shulker_box: #3, 470(10%)
minecraft.picked_up.sandstone_stairs: #2, 115(17%)
minecraft.used.dark_oak_hanging_sign: #2, 39(13%)
minecraft.used.cracked_stone_bricks: #3, 686(13%)
minecraft.used.tuff_brick_stairs: #2, 733(7%)
minecraft.picked_up.light_gray_wool: #3, 613(10%)
minecraft.used.glow_berries: #3, 221(11%)
minecraft.used.waxed_copper_door: #2, 3(33%)
minecraft.dropped.netherite_chestplate: #2, 4(17%)
minecraft.mined.amethyst_block: #3, 1406(10%)
minecraft.crafted.fermented_spider_eye: #2, 287(7%)
minecraft.used.bamboo_mosaic: #3, 335(23%)
minecraft.crafted.painting: #3, 248(10%)
minecraft.dropped.moss_block: #3, 3031(9%)
minecraft.used.mace: #4, 2266(11%)
minecraft.mined.glowstone: #3, 528(9%)
minecraft.crafted.jungle_slab: #3, 918(10%)
minecraft.picked_up.honey_block: #3, 2203(9%)
minecraft.crafted.birch_boat: #2, 10(11%)
minecraft.mined.sandstone_stairs: #2, 115(16%)
minecraft.used.cut_sandstone_slab: #2, 216(18%)
minecraft.crafted.piston: #3, 1570(9%)
minecraft.mined.anvil: #3, 83(9%)
minecraft.used.spruce_stairs: #3, 1486(9%)
minecraft.dropped.white_dye: #3, 198(10%)
minecraft.killed.allay: #2, 10(24%)
minecraft.mined.polished_diorite_stairs: #3, 66(17%)
minecraft.crafted.bamboo_fence: #3, 513(11%)
minecraft.crafted.chainmail_boots: #2, 12(30%)
minecraft.crafted.oxidized_copper_door: #2, 6(13%)
minecraft.mined.waxed_copper_door: #2, 2(20%)
minecraft.picked_up.waxed_copper_door: #2, 2(20%)
minecraft.crafted.redstone_torch: #4, 8141(13%)
minecraft.mined.soul_lantern: #3, 50(16%)
minecraft.mined.jungle_fence: #3, 78(13%)
minecraft.mined.green_glazed_terracotta: #2, 91(23%)
minecraft.crafted.chiseled_red_sandstone: #2, 7(39%)
minecraft.picked_up.armor_stand: #3, 434(8%)
minecraft.used.netherite_pickaxe: #3, 649038(10%)
minecraft.used.mangrove_log: #3, 1445(9%)
minecraft.picked_up.green_glazed_terracotta: #2, 92(23%)
minecraft.used.black_stained_glass_pane: #3, 847(10%)
minecraft.crafted.cartography_table: #3, 33(11%)
minecraft.dropped.golden_chestplate: #3, 34(9%)
minecraft.used.stone_bricks: #3, 9965(9%)
minecraft.picked_up.vine: #3, 594(9%)
minecraft.used.brown_mushroom_block: #3, 1010(12%)
minecraft.picked_up.turtle_egg: #3, 143(13%)
minecraft.picked_up.netherite_sword: #3, 35(10%)
minecraft.custom.damage_blocked_by_shield: #3, 35094(9%)
minecraft.used.red_mushroom_block: #2, 129(23%)
minecraft.mined.turtle_egg: #3, 146(14%)
minecraft.dropped.bamboo_pressure_plate: #2, 23(23%)
minecraft.crafted.red_terracotta: #3, 1280(13%)
minecraft.mined.smooth_quartz_stairs: #4, 279(15%)
minecraft.used.sandstone_stairs: #2, 661(16%)
minecraft.picked_up.mossy_cobblestone_stairs: #3, 34(16%)
minecraft.crafted.light_blue_shulker_box: #2, 26(6%)
minecraft.used.granite_slab: #3, 626(14%)
minecraft.custom.open_enderchest: #4, 9745(8%)
minecraft.picked_up.mangrove_wood: #3, 84(14%)
minecraft.picked_up.smooth_basalt: #3, 1005(9%)
minecraft.used.waxed_chiseled_copper: #2, 286(7%)
minecraft.used.ladder: #3, 1021(8%)
minecraft.mined.bamboo: #4, 5590(12%)
minecraft.mined.brewing_stand: #3, 74(9%)
minecraft.mined.spruce_trapdoor: #3, 874(8%)
minecraft.dropped.polished_tuff: #3, 105(9%)
minecraft.mined.lilac: #3, 84(10%)
minecraft.used.crimson_slab: #2, 281(9%)
minecraft.dropped.chainmail_leggings: #3, 10(11%)
minecraft.crafted.book: #3, 680(8%)
minecraft.mined.chiseled_tuff_bricks: #4, 614(12%)
minecraft.picked_up.flow_armor_trim_smithing_template: #3, 27(13%)
minecraft.used.yellow_glazed_terracotta: #2, 396(11%)
minecraft.dropped.magenta_bundle: #2, 1(50%)
minecraft.picked_up.magenta_bundle: #2, 1(50%)
minecraft.dropped.waxed_oxidized_copper_door: #2, 2(20%)
minecraft.crafted.oak_fence_gate: #3, 96(9%)
minecraft.dropped.waxed_copper_grate: #3, 44(12%)
minecraft.crafted.granite_wall: #2, 78(8%)
minecraft.mined.brown_wall_banner: #3, 31(18%)
minecraft.used.wither_skeleton_skull: #2, 74(6%)
minecraft.mined.tuff: #3, 21289(8%)
minecraft.dropped.honey_block: #3, 216(12%)
minecraft.used.diamond_axe: #3, 77104(7%)
minecraft.used.chiseled_stone_bricks: #3, 326(12%)
minecraft.crafted.resin_block: #3, 530(12%)
minecraft.dropped.raw_copper: #3, 1163(9%)
minecraft.crafted.nether_brick_fence: #3, 210(16%)
minecraft.crafted.green_wool: #3, 392(13%)
minecraft.mined.flowering_azalea: #3, 136(8%)
minecraft.used.oxidized_cut_copper_stairs: #2, 220(5%)
minecraft.crafted.tuff_bricks: #3, 1359(9%)
minecraft.picked_up.stripped_acacia_wood: #3, 92(13%)
minecraft.picked_up.waxed_exposed_chiseled_copper: #2, 14(9%)
minecraft.used.brick_slab: #2, 175(5%)
minecraft.mined.smooth_sandstone_stairs: #3, 85(16%)
minecraft.mined.waxed_exposed_chiseled_copper: #2, 14(9%)
minecraft.dropped.lead: #4, 113(12%)
minecraft.mined.polished_granite_slab: #3, 48(24%)
minecraft.crafted.field_masoned_banner_pattern: #2, 1(12%)
minecraft.used.torchflower: #3, 61(14%)
minecraft.mined.clay: #3, 3482(7%)
minecraft.dropped.leather_boots: #3, 37(7%)
minecraft.crafted.waxed_cut_copper_slab: #2, 32(14%)
minecraft.crafted.crimson_sign: #3, 60(17%)
minecraft.used.magenta_banner: #2, 1(14%)
minecraft.used.muddy_mangrove_roots: #3, 851(10%)
minecraft.crafted.brown_candle: #2, 102(11%)
minecraft.custom.interact_with_crafting_table: #3, 5519(6%)
minecraft.picked_up.brewing_stand: #3, 74(8%)
minecraft.mined.brick_stairs: #3, 30(13%)
minecraft.dropped.waxed_exposed_cut_copper: #2, 10(42%)
minecraft.used.dropper: #4, 872(11%)
minecraft.dropped.golden_boots: #3, 38(8%)
minecraft.picked_up.crimson_fence_gate: #2, 4(12%)
minecraft.dropped.basalt: #3, 129(10%)
minecraft.crafted.black_stained_glass: #3, 4704(9%)
minecraft.picked_up.smooth_quartz_stairs: #4, 279(13%)
minecraft.picked_up.chainmail_helmet: #3, 9(9%)
minecraft.used.warped_stem: #3, 582(8%)
minecraft.used.redstone_torch: #4, 1605(11%)
minecraft.mined.pink_tulip: #3, 93(10%)
minecraft.crafted.jungle_button: #3, 72(13%)
minecraft.picked_up.netherite_chestplate: #3, 8(10%)
minecraft.mined.brown_wool: #3, 108(9%)
minecraft.picked_up.polished_diorite_stairs: #3, 66(14%)
minecraft.dropped.yellow_banner: #2, 1(20%)
minecraft.dropped.polished_tuff_wall: #3, 49(14%)
minecraft.picked_up.acacia_planks: #3, 143(9%)
minecraft.used.jungle_button: #3, 55(15%)
minecraft.used.cobbled_deepslate_wall: #3, 452(11%)
minecraft.crafted.magenta_shulker_box: #3, 6(11%)
minecraft.crafted.nether_brick_wall: #2, 73(11%)
minecraft.crafted.packed_ice: #2, 192(7%)
minecraft.crafted.chiseled_resin_bricks: #2, 5(19%)
minecraft.picked_up.polished_deepslate_slab: #3, 326(8%)
minecraft.dropped.waxed_oxidized_copper_grate: #3, 17(13%)
minecraft.crafted.purple_bundle: #2, 1(25%)
minecraft.dropped.music_disc_precipice: #2, 1(25%)
minecraft.picked_up.purple_concrete_powder: #2, 103(7%)
minecraft.picked_up.cyan_stained_glass_pane: #3, 49(16%)
minecraft.mined.nether_brick_fence: #3, 37(9%)
minecraft.used.packed_mud: #3, 9138(7%)
minecraft.mined.yellow_stained_glass: #3, 90(14%)
minecraft.dropped.creaking_heart: #2, 18(15%)
minecraft.crafted.ladder: #3, 870(7%)
minecraft.mined.red_mushroom_block: #3, 690(11%)
minecraft.picked_up.crimson_fence: #3, 36(14%)
minecraft.mined.redstone_block: #3, 341(7%)
minecraft.crafted.lime_shulker_box: #3, 11(8%)
minecraft.mined.crimson_slab: #3, 45(16%)
minecraft.picked_up.crimson_hyphae: #3, 30(17%)
minecraft.picked_up.jungle_stairs: #4, 143(13%)
minecraft.dropped.smooth_quartz_slab: #3, 45(17%)
minecraft.dropped.bamboo_planks: #3, 646(8%)
minecraft.used.mossy_stone_bricks: #3, 525(8%)
minecraft.crafted.oak_hanging_sign: #2, 30(6%)
minecraft.mined.dirt: #3, 96773(6%)
minecraft.mined.waxed_oxidized_copper_door: #2, 4(10%)
minecraft.crafted.waxed_copper_door: #2, 3(33%)
minecraft.crafted.red_harness: #2, 1(33%)
minecraft.dropped.oxidized_copper_door: #2, 1(33%)
minecraft.used.smooth_stone: #4, 14717(12%)
minecraft.picked_up.stone: #3, 260861(6%)
minecraft.mined.polished_andesite: #3, 340(7%)
minecraft.used.smooth_sandstone_slab: #3, 679(11%)
minecraft.used.tuff_bricks: #3, 4097(7%)
minecraft.mined.birch_hanging_sign: #2, 3(12%)
minecraft.crafted.iron_trapdoor: #4, 1129(10%)
minecraft.crafted.dropper: #4, 1034(11%)
minecraft.used.birch_fence: #3, 231(8%)
minecraft.mined.redstone_torch: #4, 212(10%)
minecraft.picked_up.exposed_copper_grate: #3, 20(11%)
minecraft.mined.green_wool: #4, 304(11%)
minecraft.mined.polished_andesite_stairs: #3, 40(7%)
minecraft.picked_up.red_mushroom_block: #3, 592(11%)
minecraft.mined.polished_diorite_slab: #3, 16(16%)
