stat, rank, value, (percentage) 
minecraft.dropped.stone_slab: #12, 71(1%)
minecraft.dropped.shears: #12, 24(1%)
minecraft.mined.oxidized_copper_trapdoor: #12, 84(2%)
minecraft.used.lapis_ore: #12, 18(2%)
minecraft.picked_up.cobweb: #12, 117(2%)
minecraft.crafted.light_gray_dye: #12, 351(1%)
minecraft.used.polished_blackstone_wall: #12, 21(2%)
minecraft.mined.sandstone: #12, 1661(1%)
minecraft.mined.spruce_pressure_plate: #12, 2(2%)
minecraft.mined.bookshelf: #12, 46(1%)
minecraft.mined.jungle_trapdoor: #12, 12(1%)
minecraft.picked_up.sugar_cane: #12, 4865(1%)
minecraft.dropped.chest: #12, 64(1%)
minecraft.mined.warped_trapdoor: #12, 8(1%)
minecraft.used.copper_bulb: #12, 12(1%)
minecraft.picked_up.jungle_sign: #12, 5(1%)
minecraft.picked_up.jungle_trapdoor: #12, 13(1%)
minecraft.dropped.redstone_torch: #12, 10(1%)
minecraft.mined.polished_blackstone_button: #12, 2(2%)
minecraft.crafted.green_stained_glass_pane: #12, 40(1%)
minecraft.used.granite_slab: #12, 59(1%)
minecraft.used.ochre_froglight: #12, 201(1%)
minecraft.used.netherite_shovel: #12, 24477(1%)
minecraft.dropped.red_shulker_box: #12, 1(1%)
minecraft.picked_up.warped_trapdoor: #12, 10(1%)
minecraft.dropped.salmon: #12, 10(1%)
minecraft.dropped.deepslate_redstone_ore: #12, 8(1%)
minecraft.picked_up.green_dye: #12, 63(1%)
minecraft.mined.light_gray_concrete_powder: #12, 17(1%)
minecraft.used.green_stained_glass_pane: #12, 25(1%)
minecraft.mined.honey_block: #12, 47(1%)
minecraft.used.polished_deepslate_wall: #12, 63(1%)
minecraft.used.heavy_weighted_pressure_plate: #12, 3(1%)
minecraft.used.dark_oak_sapling: #12, 163(1%)
minecraft.picked_up.warped_slab: #12, 11(1%)
minecraft.mined.waxed_chiseled_copper: #12, 5(1%)
minecraft.dropped.sugar_cane: #12, 169(1%)
minecraft.crafted.red_wool: #12, 46(1%)
minecraft.used.dead_bush: #12, 9(1%)
minecraft.used.mud_brick_stairs: #12, 13(1%)
minecraft.used.lime_stained_glass: #12, 68(1%)
minecraft.used.light_blue_wool: #12, 57(1%)
minecraft.used.terracotta: #12, 236(1%)
minecraft.dropped.crossbow: #12, 9(1%)
minecraft.picked_up.stripped_oak_wood: #12, 16(1%)
minecraft.picked_up.mud_brick_stairs: #12, 4(1%)
minecraft.used.cooked_chicken: #12, 33(0%)
minecraft.used.crimson_stem: #12, 19(1%)
minecraft.picked_up.dark_oak_fence_gate: #12, 4(1%)
minecraft.used.cocoa_beans: #12, 123(0%)
minecraft.used.gray_terracotta: #12, 32(1%)
minecraft.crafted.loom: #12, 10(0%)
minecraft.mined.creaking_heart: #12, 4(1%)
minecraft.picked_up.lime_wool: #12, 37(1%)
minecraft.picked_up.oak_wood: #12, 17(1%)
minecraft.crafted.quartz_pillar: #12, 10(1%)
minecraft.picked_up.honey_block: #12, 84(0%)
minecraft.mined.oxidized_copper_bulb: #12, 2(1%)
minecraft.mined.oak_wood: #12, 15(1%)
minecraft.picked_up.oxidized_copper_bulb: #12, 2(0%)
minecraft.mined.tinted_glass: #12, 11(0%)
minecraft.mined.deepslate_brick_stairs: #12, 17(0%)
minecraft.used.dark_prismarine_stairs: #12, 5(1%)
minecraft.crafted.tuff_wall: #12, 7(0%)
minecraft.mined.light_blue_wool: #12, 4(0%)
minecraft.crafted.stone_brick_slab: #12, 46(0%)
minecraft.dropped.jungle_slab: #12, 2(0%)
minecraft.picked_up.sculk_shrieker: #12, 2(0%)
minecraft.picked_up.green_concrete: #12, 12(0%)
minecraft.mined.yellow_stained_glass: #12, 2(0%)
minecraft.mined.gray_bed: #12, 2(0%)
minecraft.picked_up.soul_lantern: #12, 4(0%)
minecraft.crafted.pink_banner: #12, 1(0%)
minecraft.crafted.andesite_stairs: #12, 2(0%)
minecraft.picked_up.green_bed: #12, 1(0%)
minecraft.dropped.packed_ice: #12, 5(0%)
minecraft.dropped.cyan_terracotta: #12, 2(0%)
minecraft.used.bamboo_fence_gate: #12, 2(0%)
minecraft.dropped.cod: #12, 43(0%)
minecraft.crafted.green_stained_glass: #12, 16(0%)
minecraft.picked_up.bamboo_button: #12, 4(0%)
minecraft.crafted.resin_block: #12, 4(0%)
minecraft.crafted.yellow_stained_glass: #12, 24(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #12, 1(0%)
minecraft.used.tube_coral_block: #12, 1(0%)
minecraft.dropped.light_gray_wool: #12, 1(0%)
minecraft.mined.medium_amethyst_bud: #12, 1(0%)
minecraft.mined.bamboo_button: #12, 1(0%)
minecraft.used.dark_prismarine_slab: #12, 1(0%)
minecraft.killed.evoker: #12, 3(0%)
minecraft.crafted.air: #12, 0(0%)
minecraft.mined.barrel: #13, 134(3%)
minecraft.picked_up.oak_planks: #13, 508(3%)
minecraft.mined.seagrass: #13, 227(3%)
minecraft.killed_by.zombie: #13, 10(3%)
minecraft.mined.lever: #13, 75(3%)
minecraft.picked_up.wheat_seeds: #13, 15357(2%)
minecraft.picked_up.clay_ball: #13, 1904(3%)
minecraft.used.birch_log: #13, 325(2%)
minecraft.dropped.pointed_dripstone: #13, 65(2%)
minecraft.dropped.netherite_pickaxe: #13, 4(2%)
minecraft.picked_up.basalt: #13, 705(2%)
minecraft.mined.azalea: #13, 57(2%)
minecraft.used.campfire: #13, 82(2%)
minecraft.mined.mangrove_log: #13, 707(2%)
minecraft.custom.fly_one_cm: #14, 68779427(3%)
minecraft.mined.dispenser: #13, 38(2%)
minecraft.custom.target_hit: #13, 119(2%)
minecraft.picked_up.nether_quartz_ore: #13, 294(2%)
minecraft.crafted.chiseled_tuff: #13, 15(3%)
minecraft.mined.wheat: #13, 3264(2%)
minecraft.crafted.diamond_hoe: #13, 2(2%)
minecraft.used.polished_andesite: #13, 382(2%)
minecraft.picked_up.wheat: #13, 3464(2%)
minecraft.dropped.baked_potato: #13, 72(2%)
minecraft.crafted.dispenser: #13, 31(2%)
minecraft.used.bookshelf: #13, 64(2%)
minecraft.dropped.name_tag: #13, 6(2%)
minecraft.dropped.item_frame: #13, 10(2%)
minecraft.mined.acacia_trapdoor: #13, 40(2%)
minecraft.used.cyan_wool: #13, 117(2%)
minecraft.used.repeater: #13, 324(2%)
minecraft.used.mangrove_trapdoor: #13, 80(2%)
minecraft.mined.pink_petals: #13, 113(2%)
minecraft.used.warped_trapdoor: #13, 55(2%)
minecraft.picked_up.glow_berries: #13, 85(1%)
minecraft.mined.andesite_slab: #13, 15(1%)
minecraft.picked_up.brown_carpet: #13, 31(2%)
minecraft.picked_up.acacia_fence: #13, 12(2%)
minecraft.picked_up.pale_oak_planks: #13, 27(2%)
minecraft.mined.orange_tulip: #13, 22(1%)
minecraft.used.mace: #13, 208(1%)
minecraft.crafted.magenta_shulker_box: #13, 1(2%)
minecraft.dropped.ender_chest: #13, 10(1%)
minecraft.used.gray_carpet: #13, 151(1%)
minecraft.picked_up.hopper_minecart: #13, 14(1%)
minecraft.picked_up.lily_pad: #13, 46(1%)
minecraft.mined.iron_door: #13, 9(1%)
minecraft.picked_up.tuff_brick_wall: #13, 21(1%)
minecraft.used.dropper: #13, 85(1%)
minecraft.mined.red_tulip: #13, 26(1%)
minecraft.picked_up.orange_shulker_box: #13, 56(1%)
minecraft.used.lime_terracotta: #13, 163(2%)
minecraft.used.paper: #13, 7(1%)
minecraft.crafted.brown_terracotta: #13, 64(1%)
minecraft.dropped.lead: #13, 10(1%)
minecraft.mined.orange_shulker_box: #13, 56(1%)
minecraft.used.melon_slice: #13, 47(1%)
minecraft.mined.bamboo_trapdoor: #13, 23(1%)
minecraft.picked_up.white_stained_glass: #13, 57(1%)
minecraft.used.orange_shulker_box: #13, 56(1%)
minecraft.picked_up.lilac: #13, 77(1%)
minecraft.picked_up.crimson_stem: #13, 129(1%)
minecraft.dropped.deepslate_bricks: #13, 4(1%)
minecraft.dropped.stone_axe: #13, 1(1%)
minecraft.dropped.iron_ore: #13, 23(1%)
minecraft.crafted.tuff_brick_slab: #13, 26(1%)
minecraft.picked_up.light_gray_stained_glass: #13, 19(1%)
minecraft.picked_up.magenta_dye: #13, 9(1%)
minecraft.picked_up.bamboo_stairs: #13, 9(1%)
minecraft.crafted.oak_wood: #13, 105(1%)
minecraft.picked_up.blue_wool: #13, 58(1%)
minecraft.picked_up.cactus: #13, 382(1%)
minecraft.picked_up.white_terracotta: #13, 216(1%)
minecraft.dropped.smooth_stone_slab: #13, 42(1%)
minecraft.picked_up.black_wool: #13, 272(1%)
minecraft.mined.pink_tulip: #13, 10(1%)
minecraft.used.green_banner: #13, 2(1%)
minecraft.dropped.honey_bottle: #13, 6(1%)
minecraft.mined.mud_brick_stairs: #13, 4(1%)
minecraft.dropped.red_dye: #13, 8(1%)
minecraft.used.coal_ore: #13, 371(1%)
minecraft.picked_up.smooth_sandstone: #13, 63(1%)
minecraft.crafted.spruce_pressure_plate: #13, 4(1%)
minecraft.crafted.blast_furnace: #13, 20(1%)
minecraft.mined.polished_tuff_stairs: #13, 16(1%)
minecraft.used.music_disc_cat: #13, 1(1%)
minecraft.used.spyglass: #13, 40(1%)
minecraft.killed_by.skeleton: #13, 2(1%)
minecraft.picked_up.purple_wool: #13, 66(1%)
minecraft.used.cod: #13, 2(1%)
minecraft.mined.beetroots: #13, 30(1%)
minecraft.picked_up.lava_bucket: #13, 5(1%)
minecraft.picked_up.green_concrete_powder: #13, 10(1%)
minecraft.used.cooked_porkchop: #13, 109(1%)
minecraft.used.bamboo_trapdoor: #13, 91(1%)
minecraft.used.deepslate_lapis_ore: #13, 14(1%)
minecraft.mined.mangrove_wood: #13, 4(1%)
minecraft.crafted.copper_door: #13, 3(1%)
minecraft.dropped.kelp: #13, 108(1%)
minecraft.picked_up.jungle_slab: #13, 14(1%)
minecraft.mined.crimson_roots: #13, 30(1%)
minecraft.mined.light_blue_terracotta: #13, 15(1%)
minecraft.picked_up.yellow_wool: #13, 171(1%)
minecraft.used.closed_eyeblossom: #13, 1(1%)
minecraft.dropped.cooked_porkchop: #13, 57(1%)
minecraft.crafted.deepslate_brick_slab: #13, 44(1%)
minecraft.picked_up.candle: #13, 9(1%)
minecraft.picked_up.spore_blossom: #13, 6(1%)
minecraft.picked_up.chorus_fruit: #13, 111(0%)
minecraft.used.tnt: #13, 67(0%)
minecraft.mined.smooth_sandstone: #13, 17(1%)
minecraft.picked_up.nether_wart_block: #13, 102(0%)
minecraft.mined.nether_wart_block: #13, 94(0%)
minecraft.dropped.white_carpet: #13, 3(1%)
minecraft.crafted.brown_dye: #13, 69(0%)
minecraft.crafted.mossy_cobblestone_stairs: #13, 1(1%)
minecraft.crafted.purple_terracotta: #13, 40(0%)
minecraft.dropped.lantern: #13, 2(0%)
minecraft.picked_up.armadillo_scute: #13, 26(0%)
minecraft.used.black_banner: #13, 5(0%)
minecraft.crafted.mangrove_fence: #13, 18(0%)
minecraft.used.cobweb: #13, 19(0%)
minecraft.dropped.orange_tulip: #13, 3(0%)
minecraft.dropped.spruce_button: #13, 2(1%)
minecraft.crafted.jungle_boat: #13, 1(0%)
minecraft.dropped.polished_tuff_slab: #13, 3(0%)
minecraft.used.warped_fence: #13, 8(0%)
minecraft.crafted.brick_slab: #13, 2(0%)
minecraft.used.crimson_roots: #13, 2(0%)
minecraft.used.crimson_planks: #13, 15(0%)
minecraft.custom.open_enderchest: #14, 3322(3%)
minecraft.used.raw_copper_block: #13, 1(0%)
minecraft.crafted.cyan_wool: #13, 7(0%)
minecraft.used.waxed_copper_trapdoor: #13, 8(0%)
minecraft.picked_up.black_bed: #13, 2(0%)
minecraft.crafted.baked_potato: #13, 10(0%)
minecraft.mined.lime_stained_glass: #13, 2(0%)
minecraft.mined.tall_dry_grass: #13, 2(0%)
minecraft.mined.black_bed: #13, 2(0%)
minecraft.mined.dark_prismarine: #13, 7(0%)
minecraft.crafted.waxed_copper_trapdoor: #13, 8(0%)
minecraft.picked_up.bubble_coral: #13, 2(0%)
minecraft.used.acacia_planks: #13, 22(0%)
minecraft.crafted.polished_deepslate_wall: #13, 2(0%)
minecraft.mined.snow: #13, 1062(0%)
minecraft.used.birch_stairs: #13, 5(0%)
minecraft.picked_up.blackstone_slab: #13, 3(0%)
minecraft.dropped.mossy_stone_bricks: #13, 3(0%)
minecraft.mined.crimson_planks: #13, 2(0%)
minecraft.used.orange_stained_glass: #13, 27(0%)
minecraft.crafted.birch_stairs: #13, 4(0%)
minecraft.mined.bubble_coral: #13, 1(0%)
minecraft.picked_up.tall_dry_grass: #13, 1(0%)
minecraft.picked_up.dark_prismarine: #13, 7(0%)
minecraft.mined.waxed_exposed_copper: #13, 1(0%)
minecraft.crafted.gray_wool: #13, 7(0%)
minecraft.crafted.tuff_stairs: #13, 1(0%)
minecraft.picked_up.prismarine_crystals: #13, 4(0%)
minecraft.used.crossbow: #13, 3(0%)
minecraft.picked_up.resin_clump: #13, 33(0%)
minecraft.crafted.clay: #13, 4(0%)
minecraft.used.blue_terracotta: #13, 8(0%)
minecraft.picked_up.black_carpet: #13, 16(0%)
minecraft.used.torchflower_seeds: #13, 1(0%)
minecraft.picked_up.black_terracotta: #13, 4(0%)
minecraft.used.red_stained_glass: #13, 7(0%)
minecraft.picked_up.waxed_exposed_copper: #13, 1(0%)
minecraft.picked_up.smooth_red_sandstone: #13, 1(0%)
minecraft.crafted.oak_sign: #14, 72(3%)
minecraft.picked_up.diamond_boots: #14, 27(2%)
minecraft.crafted.diamond_pickaxe: #14, 8(3%)
minecraft.used.spruce_trapdoor: #14, 1525(3%)
minecraft.picked_up.barrel: #14, 137(2%)
minecraft.mined.wall_torch: #14, 274(2%)
minecraft.mined.iron_ore: #14, 906(2%)
minecraft.picked_up.golden_chestplate: #14, 11(2%)
minecraft.used.polished_tuff_slab: #14, 421(2%)
minecraft.picked_up.golden_boots: #14, 15(2%)
minecraft.used.leather_chestplate: #14, 4(2%)
minecraft.mined.lapis_ore: #14, 108(2%)
minecraft.crafted.iron_helmet: #14, 3(2%)
minecraft.mined.tripwire_hook: #14, 3(2%)
minecraft.used.crafter: #14, 56(2%)
minecraft.picked_up.comparator: #14, 88(2%)
minecraft.mined.mangrove_stairs: #14, 17(2%)
minecraft.used.comparator: #14, 194(2%)
minecraft.custom.trigger_trapped_chest: #14, 21(2%)
minecraft.used.redstone_torch: #14, 246(2%)
minecraft.dropped.water_bucket: #14, 8(2%)
minecraft.used.writable_book: #14, 111(1%)
minecraft.picked_up.chainmail_helmet: #14, 2(2%)
minecraft.crafted.lightning_rod: #14, 120(2%)
minecraft.picked_up.porkchop: #14, 65(1%)
minecraft.used.dark_oak_fence: #14, 122(1%)
minecraft.used.copper_ore: #14, 558(1%)
minecraft.picked_up.crossbow: #14, 19(1%)
minecraft.picked_up.dropper: #14, 50(2%)
minecraft.picked_up.orange_dye: #14, 12(1%)
minecraft.crafted.dark_oak_fence: #14, 108(1%)
minecraft.picked_up.ominous_bottle: #14, 10(2%)
minecraft.picked_up.iron_door: #14, 11(1%)
minecraft.picked_up.piston: #14, 103(1%)
minecraft.mined.torch: #14, 558(1%)
minecraft.crafted.polished_tuff_stairs: #14, 12(2%)
minecraft.dropped.string: #14, 212(1%)
minecraft.dropped.ink_sac: #14, 12(1%)
minecraft.dropped.fishing_rod: #14, 6(1%)
minecraft.picked_up.polished_deepslate_stairs: #14, 33(1%)
minecraft.custom.open_chest: #15, 28152(3%)
minecraft.used.acacia_trapdoor: #14, 111(1%)
minecraft.picked_up.cooked_porkchop: #14, 153(1%)
minecraft.dropped.cooked_chicken: #14, 41(1%)
minecraft.picked_up.jungle_boat: #14, 4(1%)
minecraft.dropped.gold_nugget: #14, 155(1%)
minecraft.crafted.cyan_terracotta: #14, 976(1%)
minecraft.picked_up.coarse_dirt: #14, 248(1%)
minecraft.mined.gray_carpet: #14, 27(1%)
minecraft.mined.bamboo_sign: #14, 3(1%)
minecraft.picked_up.cooked_salmon: #14, 20(1%)
minecraft.custom.fish_caught: #14, 215(1%)
minecraft.mined.dark_oak_stairs: #14, 16(1%)
minecraft.crafted.oxidized_copper_grate: #14, 12(1%)
minecraft.picked_up.pufferfish: #14, 41(1%)
minecraft.crafted.clock: #14, 2(1%)
minecraft.mined.stone_bricks: #14, 387(1%)
minecraft.used.bricks: #14, 168(1%)
minecraft.used.sugar_cane: #14, 127(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #14, 21(1%)
minecraft.crafted.copper_trapdoor: #14, 170(1%)
minecraft.crafted.hay_block: #14, 213(1%)
minecraft.mined.cyan_wool: #14, 24(1%)
minecraft.picked_up.raw_copper_block: #14, 22(1%)
minecraft.crafted.acacia_sign: #14, 9(1%)
minecraft.picked_up.azalea: #14, 213(1%)
minecraft.crafted.crafter: #14, 25(1%)
minecraft.picked_up.cookie: #14, 39(1%)
minecraft.crafted.acacia_trapdoor: #14, 76(1%)
minecraft.crafted.blaze_powder: #14, 152(1%)
minecraft.picked_up.flowering_azalea: #14, 110(1%)
minecraft.crafted.gray_stained_glass: #14, 232(1%)
minecraft.killed.endermite: #14, 2(1%)
minecraft.picked_up.nautilus_shell: #14, 6(1%)
minecraft.dropped.moss_carpet: #14, 178(1%)
minecraft.mined.light_gray_stained_glass: #14, 16(1%)
minecraft.picked_up.cyan_dye: #14, 9(1%)
minecraft.dropped.minecart: #14, 6(1%)
minecraft.crafted.copper_bulb: #14, 12(1%)
minecraft.picked_up.polished_tuff_stairs: #14, 19(1%)
minecraft.crafted.orange_shulker_box: #14, 3(1%)
minecraft.crafted.target: #14, 28(1%)
minecraft.picked_up.gray_concrete: #14, 216(1%)
minecraft.picked_up.cyan_concrete: #14, 26(1%)
minecraft.crafted.green_banner: #14, 3(1%)
minecraft.dropped.tripwire_hook: #14, 2(1%)
minecraft.crafted.lime_dye: #14, 110(1%)
minecraft.used.acacia_fence: #14, 30(1%)
minecraft.mined.brown_carpet: #14, 6(1%)
minecraft.used.salmon: #14, 1(1%)
minecraft.dropped.note_block: #14, 2(1%)
minecraft.used.polished_blackstone: #14, 38(1%)
minecraft.crafted.fermented_spider_eye: #14, 29(1%)
minecraft.used.beetroot_seeds: #14, 34(1%)
minecraft.mined.tuff_brick_slab: #14, 11(1%)
minecraft.picked_up.light_blue_terracotta: #14, 16(1%)
minecraft.mined.gray_concrete: #14, 208(1%)
minecraft.dropped.allium: #14, 2(1%)
minecraft.used.bamboo_fence: #14, 28(1%)
minecraft.used.cyan_concrete_powder: #14, 45(1%)
minecraft.crafted.crimson_planks: #14, 108(1%)
minecraft.picked_up.green_stained_glass_pane: #14, 6(1%)
minecraft.mined.red_sand: #14, 789(0%)
minecraft.dropped.red_tulip: #14, 4(1%)
minecraft.mined.deepslate_tiles: #14, 56(0%)
minecraft.used.tuff_brick_stairs: #14, 58(1%)
minecraft.picked_up.glistering_melon_slice: #14, 5(1%)
minecraft.mined.small_dripleaf: #14, 2(1%)
minecraft.dropped.mutton: #14, 5(1%)
minecraft.used.yellow_terracotta: #14, 41(0%)
minecraft.picked_up.mangrove_wood: #14, 4(1%)
minecraft.dropped.melon_seeds: #14, 4(1%)
minecraft.crafted.light_gray_concrete_powder: #14, 160(0%)
minecraft.used.wheat: #14, 3(1%)
minecraft.used.dark_oak_wood: #14, 57(0%)
minecraft.crafted.brick: #14, 504(0%)
minecraft.crafted.andesite_slab: #14, 26(0%)
minecraft.crafted.dark_oak_wood: #14, 57(0%)
minecraft.mined.blackstone_stairs: #14, 1(1%)
minecraft.picked_up.blue_ice: #14, 23(0%)
minecraft.mined.blackstone_slab: #14, 3(0%)
minecraft.picked_up.exposed_cut_copper: #14, 1(1%)
minecraft.crafted.black_stained_glass: #14, 192(0%)
minecraft.mined.orange_wool: #14, 8(0%)
minecraft.picked_up.crimson_roots: #14, 79(0%)
minecraft.used.pink_banner: #14, 1(0%)
minecraft.used.sandstone: #14, 63(0%)
minecraft.used.gravel: #14, 331(0%)
minecraft.crafted.smooth_quartz: #14, 72(0%)
minecraft.picked_up.lime_stained_glass: #14, 5(0%)
minecraft.mined.brick_stairs: #14, 1(0%)
minecraft.crafted.tuff_brick_wall: #14, 2(0%)
minecraft.used.birch_slab: #14, 22(0%)
minecraft.used.pearlescent_froglight: #14, 59(0%)
minecraft.mined.beehive: #14, 10(0%)
minecraft.dropped.flowering_azalea: #14, 11(0%)
minecraft.mined.twisting_vines_plant: #14, 1(0%)
minecraft.used.purple_wool: #14, 4(0%)
minecraft.dropped.mud_bricks: #14, 1(0%)
minecraft.used.cobbled_deepslate_wall: #14, 10(0%)
minecraft.dropped.powered_rail: #14, 1(0%)
minecraft.used.green_stained_glass: #14, 10(0%)
minecraft.used.sculk_sensor: #14, 2(0%)
minecraft.crafted.lime_stained_glass: #14, 32(0%)
minecraft.dropped.black_concrete: #14, 1(0%)
minecraft.crafted.orange_stained_glass: #14, 40(0%)
minecraft.mined.green_concrete: #14, 8(0%)
minecraft.mined.brain_coral_fan: #14, 1(0%)
minecraft.used.black_bed: #14, 1(0%)
minecraft.picked_up.blue_bed: #14, 1(0%)
minecraft.mined.brain_coral_wall_fan: #14, 3(0%)
minecraft.dropped.spruce_stairs: #14, 1(0%)
minecraft.crafted.orange_terracotta: #14, 8(0%)
minecraft.used.green_concrete: #14, 4(0%)
minecraft.used.lapis_block: #14, 4(0%)
minecraft.mined.oxidized_cut_copper_stairs: #14, 1(0%)
minecraft.used.resin_block: #14, 4(0%)
minecraft.used.pink_concrete_powder: #14, 4(0%)
minecraft.mined.fire_coral_block: #14, 1(0%)
minecraft.crafted.wind_charge: #14, 20(0%)
minecraft.picked_up.tube_coral_block: #14, 1(0%)
minecraft.used.dark_prismarine: #14, 1(0%)
minecraft.custom.raid_win: #14, 1(0%)
minecraft.killed.vindicator: #14, 8(0%)
minecraft.custom.interact_with_crafting_table: #15, 2850(3%)
minecraft.dropped.carved_pumpkin: #15, 35(3%)
minecraft.crafted.spruce_slab: #15, 1818(3%)
minecraft.picked_up.spruce_trapdoor: #15, 425(3%)
minecraft.picked_up.grindstone: #15, 22(3%)
minecraft.dropped.bone: #15, 420(2%)
minecraft.mined.andesite: #15, 6175(2%)
minecraft.picked_up.oak_sign: #15, 39(2%)
minecraft.dropped.torch: #15, 182(2%)
minecraft.used.hopper_minecart: #15, 20(2%)
minecraft.mined.oak_sign: #15, 5(2%)
minecraft.used.spruce_stairs: #15, 321(2%)
minecraft.mined.crafter: #15, 31(2%)
minecraft.used.stone_brick_stairs: #15, 208(2%)
minecraft.picked_up.rose_bush: #15, 167(2%)
minecraft.mined.carrots: #15, 183(2%)
minecraft.mined.hopper: #15, 177(2%)
minecraft.crafted.netherite_pickaxe: #15, 1(3%)
minecraft.used.wheat_seeds: #15, 3497(2%)
minecraft.picked_up.raw_copper: #15, 8708(2%)
minecraft.killed.glow_squid: #15, 10(2%)
minecraft.picked_up.bamboo_sign: #15, 25(1%)
minecraft.crafted.netherite_ingot: #15, 6(2%)
minecraft.mined.sticky_piston: #15, 43(1%)
minecraft.mined.redstone_block: #15, 68(1%)
minecraft.mined.oak_leaves: #15, 2671(1%)
minecraft.used.iron_block: #15, 1075(1%)
minecraft.picked_up.spruce_boat: #15, 9(2%)
minecraft.mined.loom: #15, 3(2%)
minecraft.dropped.bundle: #15, 2(1%)
minecraft.picked_up.decorated_pot: #15, 32(1%)
minecraft.picked_up.pink_petals: #15, 549(1%)
minecraft.mined.warped_stem: #15, 221(1%)
minecraft.picked_up.shears: #15, 19(1%)
minecraft.picked_up.loom: #15, 4(1%)
minecraft.mined.oak_button: #15, 3(1%)
minecraft.crafted.redstone: #15, 3556(1%)
minecraft.picked_up.chiseled_tuff: #15, 22(1%)
minecraft.picked_up.cod: #15, 165(1%)
minecraft.crafted.warped_trapdoor: #15, 28(1%)
minecraft.used.fishing_rod: #15, 391(1%)
minecraft.mined.coarse_dirt: #15, 196(1%)
minecraft.crafted.gray_carpet: #15, 144(1%)
minecraft.used.white_dye: #15, 12(1%)
minecraft.picked_up.gold_ore: #15, 17(1%)
minecraft.crafted.bricks: #15, 257(1%)
minecraft.picked_up.bamboo_trapdoor: #15, 25(1%)
minecraft.picked_up.mud: #15, 1516(1%)
minecraft.crafted.mangrove_trapdoor: #15, 38(1%)
minecraft.crafted.purple_shulker_box: #15, 1(1%)
minecraft.crafted.sandstone: #15, 55(1%)
minecraft.used.oxidized_copper: #15, 92(1%)
minecraft.used.andesite_stairs: #15, 19(1%)
minecraft.dropped.armor_stand: #15, 3(1%)
minecraft.used.air: #15, 330(1%)
minecraft.custom.minecart_one_cm: #15, 877504(1%)
minecraft.picked_up.bell: #15, 2(1%)
minecraft.dropped.iron_nugget: #15, 116(1%)
minecraft.picked_up.gray_carpet: #15, 39(1%)
minecraft.mined.sea_lantern: #15, 11(1%)
minecraft.dropped.cookie: #15, 34(1%)
minecraft.picked_up.spruce_pressure_plate: #15, 2(1%)
minecraft.used.stone_brick_wall: #15, 27(1%)
minecraft.used.packed_mud: #15, 716(1%)
minecraft.used.brown_wool: #15, 24(1%)
minecraft.dropped.stone_shovel: #15, 1(1%)
minecraft.crafted.comparator: #15, 33(1%)
minecraft.crafted.decorated_pot: #15, 54(1%)
minecraft.picked_up.sea_pickle: #15, 54(0%)
minecraft.crafted.acacia_fence: #15, 24(1%)
minecraft.used.warped_wart_block: #15, 13(1%)
minecraft.picked_up.red_sand: #15, 781(0%)
minecraft.picked_up.deepslate_tiles: #15, 68(0%)
minecraft.dropped.raw_copper: #15, 60(0%)
minecraft.crafted.gray_terracotta: #15, 48(1%)
minecraft.used.deepslate_gold_ore: #15, 28(0%)
minecraft.used.experience_bottle: #15, 64(0%)
minecraft.used.acacia_slab: #15, 26(1%)
minecraft.used.string: #15, 101(0%)
minecraft.mined.acacia_slab: #15, 2(1%)
minecraft.mined.white_terracotta: #15, 86(0%)
minecraft.dropped.potato: #15, 76(0%)
minecraft.crafted.acacia_slab: #15, 30(0%)
minecraft.crafted.cooked_salmon: #15, 20(0%)
minecraft.picked_up.blackstone_stairs: #15, 1(0%)
minecraft.crafted.white_shulker_box: #15, 4(0%)
minecraft.picked_up.deepslate_brick_stairs: #15, 17(0%)
minecraft.used.orange_dye: #15, 1(0%)
minecraft.crafted.warped_stairs: #15, 8(0%)
minecraft.crafted.yellow_terracotta: #15, 40(0%)
minecraft.picked_up.jungle_fence_gate: #15, 1(0%)
minecraft.used.bamboo_stairs: #15, 8(0%)
minecraft.dropped.snow: #15, 8(0%)
minecraft.used.totem_of_undying: #15, 1(0%)
minecraft.mined.light_blue_stained_glass: #15, 8(0%)
minecraft.used.warped_slab: #15, 20(0%)
minecraft.picked_up.packed_mud: #15, 98(0%)
minecraft.used.mangrove_wood: #15, 14(0%)
minecraft.mined.deepslate_coal_ore: #15, 1(0%)
minecraft.mined.orange_carpet: #15, 1(0%)
minecraft.used.red_concrete: #15, 25(0%)
minecraft.mined.diamond_block: #15, 5(0%)
minecraft.picked_up.brick_stairs: #15, 1(0%)
minecraft.dropped.dispenser: #15, 1(0%)
minecraft.crafted.cobblestone_slab: #15, 24(0%)
minecraft.used.soul_lantern: #15, 4(0%)
minecraft.used.oxidized_cut_copper_stairs: #15, 8(0%)
minecraft.picked_up.acacia_slab: #15, 2(0%)
minecraft.crafted.blue_terracotta: #15, 16(0%)
minecraft.crafted.mangrove_wood: #15, 12(0%)
minecraft.picked_up.beehive: #15, 10(0%)
minecraft.dropped.coarse_dirt: #15, 4(0%)
minecraft.crafted.brown_concrete_powder: #15, 16(0%)
minecraft.dropped.repeater: #15, 2(0%)
minecraft.mined.blue_bed: #15, 1(0%)
minecraft.crafted.light_blue_stained_glass: #15, 48(0%)
minecraft.crafted.green_concrete_powder: #15, 16(0%)
