stat, rank, value, (percentage) 
minecraft.dropped.magenta_dye: #16, 3(0%)
minecraft.used.tnt: #16, 42(0%)
minecraft.mined.pale_moss_carpet: #16, 6(0%)
minecraft.crafted.light_blue_stained_glass_pane: #16, 16(0%)
minecraft.used.gray_concrete_powder: #16, 208(0%)
minecraft.used.apple: #16, 3(0%)
minecraft.picked_up.stone_brick_slab: #16, 28(0%)
minecraft.crafted.loom: #16, 5(0%)
minecraft.crafted.gray_concrete_powder: #16, 208(0%)
minecraft.picked_up.warped_fungus: #16, 27(0%)
minecraft.dropped.bamboo_planks: #16, 20(0%)
minecraft.used.mangrove_slab: #16, 28(0%)
minecraft.used.bamboo_fence: #16, 12(0%)
minecraft.picked_up.pale_moss_block: #16, 50(0%)
minecraft.picked_up.gray_dye: #16, 4(0%)
minecraft.killed.iron_golem: #16, 1(0%)
minecraft.used.polished_blackstone: #16, 12(0%)
minecraft.picked_up.bamboo_slab: #16, 14(0%)
minecraft.mined.tinted_glass: #16, 6(0%)
minecraft.used.blackstone: #16, 46(0%)
minecraft.dropped.barrel: #16, 1(0%)
minecraft.picked_up.stone_pressure_plate: #16, 4(0%)
minecraft.used.warped_roots: #16, 2(0%)
minecraft.used.lime_stained_glass: #16, 18(0%)
minecraft.crafted.stone_pressure_plate: #16, 5(0%)
minecraft.mined.warped_slab: #16, 2(0%)
minecraft.used.waxed_copper_grate: #16, 9(0%)
minecraft.picked_up.turtle_egg: #16, 2(0%)
minecraft.crafted.stone_brick_slab: #16, 24(0%)
minecraft.dropped.mud: #16, 5(0%)
minecraft.picked_up.tinted_glass: #16, 6(0%)
minecraft.used.mangrove_wood: #16, 9(0%)
minecraft.mined.dark_prismarine: #16, 4(0%)
minecraft.mined.cyan_carpet: #16, 1(0%)
minecraft.used.warped_slab: #16, 11(0%)
minecraft.used.purple_wool: #16, 2(0%)
minecraft.crafted.orange_wool: #16, 3(0%)
minecraft.mined.lime_wool: #16, 2(0%)
minecraft.dropped.cod: #16, 31(0%)
minecraft.dropped.polished_andesite: #16, 1(0%)
minecraft.crafted.mangrove_wood: #16, 6(0%)
minecraft.crafted.jungle_fence_gate: #16, 1(0%)
minecraft.dropped.feather: #16, 9(0%)
minecraft.used.deepslate_tile_stairs: #16, 6(0%)
minecraft.dropped.repeater: #16, 1(0%)
minecraft.dropped.dark_oak_log: #16, 2(0%)
minecraft.dropped.blaze_rod: #16, 2(0%)
minecraft.dropped.red_terracotta: #16, 1(0%)
minecraft.mined.resin_block: #16, 3(0%)
minecraft.used.resin_block: #16, 3(0%)
minecraft.crafted.yellow_wool: #16, 2(0%)
minecraft.dropped.amethyst_shard: #16, 1(0%)
minecraft.used.activator_rail: #16, 2(0%)
minecraft.picked_up.dark_prismarine: #16, 1(0%)
minecraft.used.purple_stained_glass: #16, 4(0%)
minecraft.used.coal_block: #16, 1(0%)
minecraft.custom.drop: #17, 7898(2%)
minecraft.custom.walk_on_water_one_cm: #17, 2528374(2%)
minecraft.used.chest: #17, 1013(3%)
minecraft.picked_up.carved_pumpkin: #17, 179(2%)
minecraft.mined.barrel: #17, 73(2%)
minecraft.mined.wall_torch: #17, 209(2%)
minecraft.crafted.diamond_helmet: #17, 2(2%)
minecraft.crafted.diamond_leggings: #17, 2(2%)
minecraft.picked_up.deepslate: #17, 4872(2%)
minecraft.mined.polished_tuff: #17, 165(1%)
minecraft.picked_up.bone: #17, 1528(1%)
minecraft.picked_up.melon_slice: #17, 789(1%)
minecraft.mined.sand: #17, 17387(1%)
minecraft.picked_up.cobbled_deepslate: #17, 9799(1%)
minecraft.used.deepslate_redstone_ore: #17, 177(1%)
minecraft.picked_up.birch_button: #17, 3(1%)
minecraft.picked_up.sand: #17, 20185(1%)
minecraft.dropped.iron_leggings: #17, 2(1%)
minecraft.dropped.stone: #17, 2887(1%)
minecraft.used.granite: #17, 304(1%)
minecraft.custom.jump: #18, 338121(3%)
minecraft.crafted.white_dye: #17, 984(1%)
minecraft.crafted.mud_bricks: #17, 320(1%)
minecraft.picked_up.dropper: #17, 34(1%)
minecraft.picked_up.red_wool: #17, 66(1%)
minecraft.crafted.observer: #17, 223(1%)
minecraft.crafted.white_bed: #17, 6(1%)
minecraft.used.repeater: #17, 192(1%)
minecraft.mined.birch_planks: #17, 36(1%)
minecraft.custom.animals_bred: #17, 170(1%)
minecraft.picked_up.copper_trapdoor: #17, 18(1%)
minecraft.killed.piglin: #17, 9(1%)
minecraft.used.chiseled_tuff_bricks: #17, 135(1%)
minecraft.dropped.scaffolding: #17, 75(1%)
minecraft.dropped.oak_planks: #17, 20(1%)
minecraft.picked_up.mud: #17, 1330(1%)
minecraft.mined.stone_button: #17, 10(1%)
minecraft.dropped.carrot: #17, 253(1%)
minecraft.mined.warped_nylium: #17, 50(1%)
minecraft.used.dropper: #17, 48(1%)
minecraft.dropped.dandelion: #17, 30(1%)
minecraft.picked_up.stone_stairs: #17, 16(1%)
minecraft.used.tuff_brick_slab: #17, 68(1%)
minecraft.used.mangrove_stairs: #17, 33(1%)
minecraft.crafted.black_dye: #17, 490(1%)
minecraft.picked_up.iron_trapdoor: #17, 14(1%)
minecraft.picked_up.grass_block: #17, 6871(1%)
minecraft.mined.nether_wart: #17, 63(1%)
minecraft.dropped.oak_sapling: #17, 27(1%)
minecraft.picked_up.magma_cream: #17, 24(1%)
minecraft.dropped.flint: #17, 48(1%)
minecraft.picked_up.moss_block: #17, 1903(0%)
minecraft.crafted.spruce_pressure_plate: #17, 3(1%)
minecraft.used.ochre_froglight: #17, 132(1%)
minecraft.dropped.pufferfish: #17, 3(1%)
minecraft.crafted.bamboo_planks: #17, 1492(0%)
minecraft.used.stone_slab: #17, 337(0%)
minecraft.killed.stray: #17, 20(1%)
minecraft.picked_up.magma_block: #17, 177(0%)
minecraft.mined.light_gray_stained_glass_pane: #17, 2(1%)
minecraft.picked_up.cocoa_beans: #17, 163(0%)
minecraft.mined.dark_oak_leaves: #17, 165(0%)
minecraft.used.acacia_sign: #17, 4(0%)
minecraft.dropped.gold_nugget: #17, 60(0%)
minecraft.killed.endermite: #17, 1(0%)
minecraft.crafted.coal: #17, 270(0%)
minecraft.picked_up.orange_bed: #17, 1(0%)
minecraft.mined.sea_lantern: #17, 6(0%)
minecraft.picked_up.azure_bluet: #17, 56(0%)
minecraft.picked_up.jungle_trapdoor: #17, 5(0%)
minecraft.picked_up.mud_bricks: #17, 24(0%)
minecraft.crafted.oak_boat: #17, 6(0%)
minecraft.picked_up.jungle_slab: #17, 8(0%)
minecraft.mined.birch_sapling: #17, 1(0%)
minecraft.mined.andesite_wall: #17, 3(0%)
minecraft.crafted.acacia_sign: #17, 3(0%)
minecraft.picked_up.netherite_axe: #17, 1(0%)
minecraft.picked_up.emerald_block: #17, 32(0%)
minecraft.crafted.cartography_table: #17, 1(0%)
minecraft.crafted.green_shulker_box: #17, 1(0%)
minecraft.dropped.oak_trapdoor: #17, 1(0%)
minecraft.crafted.birch_slab: #17, 36(0%)
minecraft.picked_up.acacia_sign: #17, 1(0%)
minecraft.mined.white_carpet: #17, 6(0%)
minecraft.picked_up.gunpowder: #17, 387(0%)
minecraft.crafted.bamboo_sign: #17, 15(0%)
minecraft.picked_up.lilac: #17, 18(0%)
minecraft.used.leaf_litter: #17, 33(0%)
minecraft.dropped.stone_pressure_plate: #17, 1(0%)
minecraft.dropped.salmon: #17, 3(0%)
minecraft.mined.sea_pickle: #17, 6(0%)
minecraft.used.deepslate_brick_stairs: #17, 32(0%)
minecraft.mined.sandstone: #17, 262(0%)
minecraft.dropped.lantern: #17, 1(0%)
minecraft.picked_up.cyan_carpet: #17, 2(0%)
minecraft.dropped.gold_ingot: #17, 16(0%)
minecraft.custom.fall_one_cm: #18, 9521599(3%)
minecraft.picked_up.yellow_concrete: #17, 34(0%)
minecraft.used.diamond_block: #17, 10(0%)
minecraft.mined.white_terracotta: #17, 32(0%)
minecraft.used.polished_granite: #17, 13(0%)
minecraft.mined.packed_mud: #17, 53(0%)
minecraft.mined.jungle_fence: #17, 1(0%)
minecraft.mined.allium: #17, 2(0%)
minecraft.used.orange_wool: #17, 4(0%)
minecraft.used.magenta_shulker_box: #17, 2(0%)
minecraft.used.iron_hoe: #17, 6(0%)
minecraft.dropped.splash_potion: #17, 1(0%)
minecraft.mined.pink_tulip: #17, 1(0%)
minecraft.dropped.honey_block: #17, 2(0%)
minecraft.mined.spruce_wood: #17, 1(0%)
minecraft.picked_up.jungle_fence: #17, 1(0%)
minecraft.used.light_blue_terracotta: #17, 10(0%)
minecraft.dropped.flint_and_steel: #17, 1(0%)
minecraft.dropped.chain: #17, 1(0%)
minecraft.crafted.fermented_spider_eye: #17, 3(0%)
minecraft.picked_up.allium: #17, 4(0%)
minecraft.dropped.golden_sword: #17, 1(0%)
minecraft.used.tinted_glass: #17, 6(0%)
minecraft.used.blackstone_stairs: #17, 1(0%)
minecraft.mined.magenta_shulker_box: #17, 1(0%)
minecraft.picked_up.magenta_shulker_box: #17, 1(0%)
minecraft.used.lime_wool: #17, 4(0%)
minecraft.picked_up.black_concrete_powder: #17, 9(0%)
minecraft.picked_up.prismarine: #17, 2(0%)
minecraft.used.bamboo_button: #17, 1(0%)
minecraft.custom.open_enderchest: #18, 2075(2%)
minecraft.crafted.stick: #18, 10769(2%)
minecraft.used.bone_meal: #18, 5284(2%)
minecraft.picked_up.dark_oak_log: #18, 2012(2%)
minecraft.picked_up.barrel: #18, 108(2%)
minecraft.picked_up.birch_log: #18, 1067(2%)
minecraft.picked_up.netherrack: #18, 5154(2%)
minecraft.mined.cobblestone: #18, 902(2%)
minecraft.picked_up.dirt: #18, 34573(2%)
minecraft.mined.lever: #18, 47(2%)
minecraft.dropped.leather_chestplate: #18, 6(1%)
minecraft.used.carrot: #18, 232(1%)
minecraft.crafted.scaffolding: #18, 858(2%)
minecraft.picked_up.golden_chestplate: #18, 7(1%)
minecraft.picked_up.hopper: #18, 175(1%)
minecraft.picked_up.chainmail_chestplate: #18, 2(2%)
minecraft.dropped.deepslate: #18, 449(1%)
minecraft.picked_up.oak_boat: #18, 22(1%)
minecraft.picked_up.carrot: #18, 824(1%)
minecraft.picked_up.cauldron: #18, 5(1%)
minecraft.used.tuff: #18, 884(1%)
minecraft.mined.observer: #18, 104(1%)
minecraft.picked_up.lapis_ore: #18, 33(1%)
minecraft.crafted.powered_rail: #18, 223(1%)
minecraft.crafted.dark_oak_slab: #18, 276(1%)
minecraft.mined.azure_bluet: #18, 28(1%)
minecraft.picked_up.deepslate_redstone_ore: #18, 232(1%)
minecraft.used.sticky_piston: #18, 90(1%)
minecraft.custom.enchant_item: #18, 33(1%)
minecraft.picked_up.tripwire_hook: #18, 6(1%)
minecraft.mined.grindstone: #18, 6(1%)
minecraft.mined.campfire: #18, 9(1%)
minecraft.used.flower_pot: #18, 21(1%)
minecraft.dropped.saddle: #18, 1(1%)
minecraft.picked_up.stone_pickaxe: #18, 1(1%)
minecraft.mined.red_wool: #18, 19(1%)
minecraft.dropped.oak_sign: #18, 4(1%)
minecraft.picked_up.polished_deepslate: #18, 48(1%)
minecraft.crafted.oak_door: #18, 3(1%)
minecraft.picked_up.spruce_door: #18, 2(1%)
minecraft.custom.interact_with_blast_furnace: #18, 29(1%)
minecraft.picked_up.leaf_litter: #18, 34(1%)
minecraft.mined.polished_tuff_wall: #18, 10(1%)
minecraft.mined.leaf_litter: #18, 12(1%)
minecraft.used.nether_wart: #18, 75(1%)
minecraft.picked_up.oak_door: #18, 2(1%)
minecraft.custom.interact_with_brewingstand: #18, 82(1%)
minecraft.crafted.cyan_shulker_box: #18, 1(1%)
minecraft.killed.slime: #18, 68(1%)
minecraft.crafted.packed_mud: #18, 593(1%)
minecraft.used.coal_ore: #18, 272(1%)
minecraft.picked_up.spruce_leaves: #18, 245(1%)
minecraft.mined.hay_block: #18, 21(1%)
minecraft.mined.polished_andesite: #18, 24(0%)
minecraft.dropped.birch_sign: #18, 1(1%)
minecraft.used.bamboo_sign: #18, 21(0%)
minecraft.used.diamond: #18, 7(1%)
minecraft.used.dark_oak_slab: #18, 82(0%)
minecraft.picked_up.black_stained_glass: #18, 29(0%)
minecraft.killed.blaze: #18, 50(0%)
minecraft.mined.green_shulker_box: #18, 15(0%)
minecraft.used.acacia_trapdoor: #18, 37(0%)
minecraft.mined.dark_oak_slab: #18, 11(0%)
minecraft.picked_up.lime_shulker_box: #18, 13(0%)
minecraft.mined.bamboo_planks: #18, 7(0%)
minecraft.used.lime_shulker_box: #18, 12(0%)
minecraft.picked_up.raw_copper_block: #18, 8(0%)
minecraft.used.polished_andesite: #18, 64(0%)
minecraft.used.peony: #18, 1(0%)
minecraft.mined.magma_block: #18, 125(0%)
minecraft.mined.cobblestone_wall: #18, 3(0%)
minecraft.dropped.stone_bricks: #18, 15(0%)
minecraft.picked_up.cobblestone_wall: #18, 4(0%)
minecraft.used.lapis_ore: #18, 4(0%)
minecraft.mined.crimson_nylium: #18, 15(0%)
minecraft.crafted.dropper: #18, 24(0%)
minecraft.crafted.jungle_sign: #18, 3(0%)
minecraft.used.polished_blackstone_button: #18, 4(0%)
minecraft.used.white_carpet: #18, 18(0%)
minecraft.used.stone_brick_wall: #18, 11(0%)
minecraft.custom.minecart_one_cm: #18, 301489(0%)
minecraft.picked_up.white_carpet: #18, 9(0%)
minecraft.dropped.basalt: #18, 4(0%)
minecraft.crafted.orange_shulker_box: #18, 1(0%)
minecraft.picked_up.peony: #18, 11(0%)
minecraft.mined.light_gray_concrete_powder: #18, 5(0%)
minecraft.picked_up.light_gray_shulker_box: #18, 9(0%)
minecraft.mined.waxed_oxidized_copper_grate: #18, 4(0%)
minecraft.mined.white_stained_glass_pane: #18, 2(0%)
minecraft.mined.warped_roots: #18, 13(0%)
minecraft.mined.gold_block: #18, 12(0%)
minecraft.used.jungle_sign: #18, 2(0%)
minecraft.picked_up.sandstone: #18, 251(0%)
minecraft.mined.lectern: #18, 10(0%)
minecraft.picked_up.end_stone: #18, 25(0%)
minecraft.picked_up.white_terracotta: #18, 30(0%)
minecraft.dropped.bamboo: #18, 73(0%)
minecraft.used.bamboo_block: #18, 12(0%)
minecraft.mined.smooth_sandstone: #18, 4(0%)
minecraft.picked_up.packed_mud: #18, 50(0%)
minecraft.used.deepslate_gold_ore: #18, 6(0%)
minecraft.picked_up.warped_roots: #18, 29(0%)
minecraft.mined.stone_pressure_plate: #18, 2(0%)
minecraft.used.jungle_fence_gate: #18, 1(0%)
minecraft.used.map: #18, 1(0%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #18, 1(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #18, 1(0%)
minecraft.picked_up.smooth_sandstone: #18, 4(0%)
minecraft.mined.nether_sprouts: #18, 3(0%)
minecraft.picked_up.cracked_stone_bricks: #18, 4(0%)
minecraft.mined.orange_wool: #18, 1(0%)
minecraft.used.light_blue_shulker_box: #18, 2(0%)
minecraft.crafted.polished_basalt: #18, 4(0%)
minecraft.used.pale_moss_carpet: #18, 2(0%)
minecraft.used.netherite_pickaxe: #18, 230(0%)
minecraft.custom.interact_with_crafting_table: #19, 2230(2%)
minecraft.mined.dark_oak_log: #19, 1671(2%)
minecraft.mined.pointed_dripstone: #19, 113(2%)
minecraft.used.ladder: #19, 192(2%)
minecraft.crafted.lantern: #19, 111(1%)
minecraft.crafted.dark_oak_planks: #19, 2220(1%)
minecraft.mined.hopper: #19, 143(1%)
minecraft.picked_up.red_shulker_box: #19, 172(1%)
minecraft.mined.ladder: #19, 31(1%)
minecraft.mined.red_shulker_box: #19, 161(1%)
minecraft.picked_up.kelp: #19, 1050(1%)
minecraft.used.shulker_box: #19, 709(1%)
minecraft.picked_up.shulker_box: #19, 772(1%)
minecraft.used.red_shulker_box: #19, 159(1%)
minecraft.picked_up.oak_trapdoor: #19, 30(1%)
minecraft.mined.podzol: #19, 198(1%)
minecraft.used.oak_boat: #19, 14(1%)
minecraft.picked_up.chipped_anvil: #19, 4(1%)
minecraft.crafted.lever: #19, 74(1%)
minecraft.mined.shulker_box: #19, 696(1%)
minecraft.picked_up.birch_sapling: #19, 155(1%)
minecraft.dropped.netherrack: #19, 1084(1%)
minecraft.mined.rail: #19, 323(1%)
minecraft.used.hay_block: #19, 19(1%)
minecraft.custom.pot_flower: #19, 16(1%)
minecraft.mined.gravel: #19, 4341(1%)
minecraft.dropped.golden_helmet: #19, 2(1%)
minecraft.picked_up.blaze_rod: #19, 118(1%)
minecraft.picked_up.splash_potion: #19, 11(1%)
minecraft.dropped.ink_sac: #19, 7(1%)
minecraft.used.chain: #19, 113(1%)
minecraft.picked_up.grindstone: #19, 6(1%)
minecraft.crafted.jukebox: #19, 2(1%)
minecraft.crafted.lime_shulker_box: #19, 1(1%)
minecraft.mined.tripwire_hook: #19, 1(1%)
minecraft.used.mace: #19, 107(0%)
minecraft.mined.bamboo_trapdoor: #19, 14(1%)
minecraft.killed.glow_squid: #19, 4(1%)
minecraft.mined.cornflower: #19, 11(1%)
minecraft.dropped.oak_slab: #19, 6(1%)
minecraft.mined.end_rod: #19, 33(1%)
minecraft.dropped.player_head: #19, 79(0%)
minecraft.picked_up.terracotta: #19, 928(1%)
minecraft.killed.creeper: #19, 107(0%)
minecraft.mined.terracotta: #19, 848(0%)
minecraft.used.light_gray_concrete_powder: #19, 125(0%)
minecraft.crafted.oak_slab: #19, 168(0%)
minecraft.mined.poppy: #19, 33(0%)
minecraft.picked_up.deepslate_gold_ore: #19, 48(0%)
minecraft.killed.sheep: #19, 18(0%)
minecraft.crafted.stone: #19, 60(0%)
minecraft.picked_up.spider_eye: #19, 223(0%)
minecraft.picked_up.trident: #19, 2(0%)
minecraft.picked_up.nether_wart: #19, 174(0%)
minecraft.used.sugar_cane: #19, 52(0%)
minecraft.picked_up.gray_shulker_box: #19, 22(0%)
minecraft.crafted.mossy_cobblestone: #19, 64(0%)
minecraft.crafted.blue_dye: #19, 164(0%)
minecraft.mined.cactus: #19, 8(0%)
minecraft.dropped.azure_bluet: #19, 5(0%)
minecraft.used.green_shulker_box: #19, 14(0%)
minecraft.mined.diamond_ore: #19, 1(0%)
minecraft.used.dark_oak_sign: #19, 4(0%)
minecraft.picked_up.green_shulker_box: #19, 13(0%)
minecraft.dropped.lead: #19, 3(0%)
minecraft.crafted.sticky_piston: #19, 25(0%)
minecraft.mined.gray_shulker_box: #19, 18(0%)
minecraft.mined.ancient_debris: #19, 5(0%)
minecraft.mined.lime_shulker_box: #19, 11(0%)
minecraft.crafted.piston: #19, 48(0%)
minecraft.picked_up.bee_nest: #19, 2(0%)
minecraft.dropped.iron_ingot: #19, 66(0%)
minecraft.used.tuff_brick_stairs: #19, 31(0%)
minecraft.used.packed_mud: #19, 289(0%)
minecraft.picked_up.lectern: #19, 13(0%)
minecraft.mined.black_stained_glass: #19, 13(0%)
minecraft.used.polished_deepslate: #19, 57(0%)
minecraft.used.stone_brick_slab: #19, 48(0%)
minecraft.used.red_banner: #19, 1(0%)
minecraft.crafted.blaze_powder: #19, 32(0%)
minecraft.mined.cobbled_deepslate_stairs: #19, 2(0%)
minecraft.picked_up.gold_block: #19, 12(0%)
minecraft.mined.light_gray_shulker_box: #19, 6(0%)
minecraft.picked_up.smooth_stone: #19, 74(0%)
minecraft.picked_up.armadillo_scute: #19, 10(0%)
minecraft.dropped.minecart: #19, 1(0%)
minecraft.used.waxed_copper_block: #19, 4(0%)
minecraft.mined.carved_pumpkin: #19, 7(0%)
minecraft.mined.jungle_stairs: #19, 1(0%)
minecraft.used.gold_block: #19, 11(0%)
minecraft.picked_up.light_gray_stained_glass: #19, 2(0%)
minecraft.dropped.glow_berries: #19, 1(0%)
minecraft.used.birch_trapdoor: #19, 2(0%)
minecraft.dropped.redstone_torch: #19, 1(0%)
minecraft.mined.flowering_azalea_leaves: #19, 39(0%)
minecraft.used.jungle_trapdoor: #19, 5(0%)
minecraft.picked_up.jungle_stairs: #19, 1(0%)
minecraft.crafted.bamboo_block: #19, 28(0%)
minecraft.mined.azalea_leaves: #19, 94(0%)
minecraft.crafted.brewing_stand: #19, 1(0%)
minecraft.crafted.acacia_fence: #19, 3(0%)
minecraft.mined.warped_planks: #19, 1(0%)
minecraft.picked_up.bamboo_block: #19, 39(0%)
minecraft.used.terracotta: #19, 21(0%)
minecraft.mined.oxidized_copper_grate: #19, 1(0%)
minecraft.used.polished_tuff_stairs: #19, 4(0%)
minecraft.used.brown_shulker_box: #19, 2(0%)
minecraft.used.green_wool: #19, 5(0%)
minecraft.crafted.light_blue_terracotta: #19, 8(0%)
minecraft.dropped.emerald: #19, 15(0%)
minecraft.dropped.pumpkin_seeds: #19, 5(0%)
minecraft.used.yellow_concrete_powder: #19, 8(0%)
minecraft.dropped.pumpkin: #19, 12(0%)
minecraft.picked_up.fire_coral_fan: #19, 1(0%)
minecraft.picked_up.pink_tulip: #19, 1(0%)
minecraft.picked_up.lapis_block: #19, 1(0%)
minecraft.used.birch_sapling: #19, 3(0%)
minecraft.used.bamboo_slab: #19, 1(0%)
minecraft.picked_up.prismarine_bricks: #19, 2(0%)
minecraft.killed.drowned: #19, 15(0%)
minecraft.killed.vindicator: #19, 1(0%)
minecraft.picked_up.crafting_table: #20, 164(2%)
minecraft.picked_up.leather_chestplate: #20, 10(1%)
minecraft.crafted.torch: #20, 2408(2%)
minecraft.custom.interact_with_anvil: #20, 188(1%)
minecraft.killed.zombie_villager: #20, 4(1%)
minecraft.picked_up.spruce_trapdoor: #20, 218(1%)
minecraft.picked_up.stonecutter: #20, 20(1%)
minecraft.used.lever: #20, 114(1%)
minecraft.mined.mossy_cobblestone: #20, 49(1%)
minecraft.mined.oak_trapdoor: #20, 21(1%)
minecraft.used.minecart: #20, 35(1%)
minecraft.used.polished_tuff_slab: #20, 195(1%)
minecraft.dropped.leather_leggings: #20, 3(1%)
minecraft.mined.dirt: #20, 15351(1%)
minecraft.mined.diorite: #20, 2625(1%)
minecraft.used.cooked_beef: #20, 169(1%)
minecraft.picked_up.white_concrete: #20, 545(1%)
minecraft.picked_up.apple: #20, 57(1%)
minecraft.mined.stone: #20, 65699(1%)
minecraft.mined.netherrack: #20, 4049(1%)
minecraft.mined.grass_block: #20, 15217(1%)
minecraft.picked_up.spruce_boat: #20, 6(1%)
minecraft.crafted.iron_ingot: #20, 6803(1%)
minecraft.mined.spruce_sapling: #20, 5(1%)
minecraft.mined.redstone_wall_torch: #20, 11(1%)
minecraft.used.redstone_torch: #20, 103(1%)
minecraft.mined.spruce_sign: #20, 1(1%)
minecraft.crafted.redstone: #20, 2037(1%)
minecraft.mined.kelp_plant: #20, 44(1%)
minecraft.picked_up.stone_button: #20, 17(1%)
minecraft.mined.spruce_door: #20, 1(1%)
minecraft.used.oak_log: #20, 100(1%)
minecraft.mined.white_concrete: #20, 497(1%)
minecraft.mined.tall_seagrass: #20, 31(1%)
minecraft.mined.green_wool: #20, 15(1%)
minecraft.mined.spruce_fence: #20, 22(1%)
minecraft.dropped.enchanted_book: #20, 4(1%)
minecraft.crafted.bookshelf: #20, 30(0%)
minecraft.crafted.chain: #20, 94(0%)
minecraft.used.diamond_sword: #20, 4397(0%)
minecraft.mined.attached_melon_stem: #20, 1(1%)
minecraft.mined.amethyst_cluster: #20, 51(0%)
minecraft.used.lectern: #20, 35(1%)
minecraft.crafted.spruce_door: #20, 3(0%)
minecraft.mined.seagrass: #20, 32(0%)
minecraft.picked_up.yellow_shulker_box: #20, 20(0%)
minecraft.dropped.tuff: #20, 84(0%)
minecraft.picked_up.polished_andesite: #20, 25(0%)
minecraft.picked_up.flowering_azalea: #20, 52(0%)
minecraft.used.copper_trapdoor: #20, 57(0%)
minecraft.used.yellow_shulker_box: #20, 19(0%)
minecraft.used.oak_door: #20, 1(0%)
minecraft.mined.yellow_shulker_box: #20, 18(0%)
minecraft.picked_up.smithing_table: #20, 2(0%)
minecraft.picked_up.azalea: #20, 83(0%)
minecraft.mined.bamboo_sapling: #20, 1(0%)
minecraft.used.grindstone: #20, 8(0%)
minecraft.picked_up.ancient_debris: #20, 6(0%)
minecraft.used.gray_shulker_box: #20, 17(0%)
minecraft.crafted.copper_trapdoor: #20, 52(0%)
minecraft.mined.attached_pumpkin_stem: #20, 1(0%)
minecraft.crafted.oak_button: #20, 2(0%)
minecraft.picked_up.netherite_sword: #20, 1(0%)
minecraft.crafted.dark_oak_sign: #20, 3(0%)
minecraft.custom.mob_kills: #20, 16615(0%)
minecraft.picked_up.andesite_slab: #20, 5(0%)
minecraft.dropped.clay: #20, 3(0%)
minecraft.picked_up.mutton: #20, 30(0%)
minecraft.dropped.sand: #20, 115(0%)
minecraft.crafted.brick: #20, 271(0%)
minecraft.picked_up.cobblestone_slab: #20, 11(0%)
minecraft.used.gravel: #20, 196(0%)
minecraft.mined.oak_stairs: #20, 4(0%)
minecraft.used.spyglass: #20, 8(0%)
minecraft.crafted.leather_boots: #20, 2(0%)
minecraft.mined.nether_gold_ore: #20, 5(0%)
minecraft.used.stripped_spruce_log: #20, 17(0%)
minecraft.dropped.dark_oak_planks: #20, 2(0%)
minecraft.used.birch_log: #20, 14(0%)
minecraft.picked_up.cobblestone_stairs: #20, 4(0%)
minecraft.dropped.spider_eye: #20, 95(0%)
minecraft.used.light_gray_shulker_box: #20, 5(0%)
minecraft.dropped.soul_sand: #20, 5(0%)
minecraft.mined.honey_block: #20, 6(0%)
minecraft.used.bamboo_planks: #20, 12(0%)
minecraft.used.mangrove_planks: #20, 13(0%)
minecraft.used.smithing_table: #20, 3(0%)
minecraft.crafted.white_shulker_box: #20, 1(0%)
minecraft.used.black_stained_glass: #20, 33(0%)
minecraft.picked_up.nether_wart_block: #20, 16(0%)
minecraft.crafted.jungle_fence: #20, 3(0%)
minecraft.dropped.apple: #20, 1(0%)
minecraft.crafted.bamboo_fence: #20, 3(0%)
minecraft.mined.warped_wart_block: #20, 14(0%)
minecraft.dropped.oak_leaves: #20, 4(0%)
minecraft.picked_up.golden_sword: #20, 1(0%)
minecraft.picked_up.birch_leaves: #20, 62(0%)
minecraft.mined.yellow_concrete: #20, 15(0%)
minecraft.dropped.slime_ball: #20, 7(0%)
minecraft.picked_up.oxidized_copper_grate: #20, 1(0%)
minecraft.used.brown_mushroom: #20, 1(0%)
minecraft.picked_up.glowstone_dust: #20, 6(0%)
minecraft.used.end_stone: #20, 2(0%)
minecraft.crafted.red_wool: #20, 2(0%)
minecraft.picked_up.nether_bricks: #20, 2(0%)
minecraft.mined.brown_shulker_box: #20, 1(0%)
minecraft.used.jungle_fence: #20, 1(0%)
minecraft.picked_up.red_concrete: #20, 2(0%)
minecraft.mined.red_concrete: #20, 2(0%)
minecraft.mined.light_gray_terracotta: #20, 4(0%)
minecraft.crafted.bamboo_trapdoor: #20, 2(0%)
minecraft.crafted.black_stained_glass: #20, 8(0%)
minecraft.mined.red_sand: #20, 19(0%)
minecraft.picked_up.red_sand: #20, 19(0%)
minecraft.mined.gray_wool: #20, 1(0%)
minecraft.used.smooth_sandstone: #20, 2(0%)
minecraft.mined.red_terracotta: #20, 2(0%)
minecraft.used.red_terracotta: #20, 1(0%)
minecraft.used.crafting_table: #21, 155(2%)
minecraft.custom.crouch_one_cm: #21, 6056610(1%)
minecraft.crafted.crafting_table: #21, 75(1%)
minecraft.used.cobblestone: #21, 1269(1%)
minecraft.picked_up.granite: #21, 2814(1%)
minecraft.mined.birch_log: #21, 620(1%)
minecraft.custom.inspect_hopper: #21, 941(1%)
minecraft.crafted.iron_nugget: #21, 2014(1%)
minecraft.picked_up.stone: #21, 42679(1%)
minecraft.used.rail: #21, 613(1%)
minecraft.mined.stonecutter: #21, 15(1%)
minecraft.mined.dandelion: #21, 68(1%)
minecraft.picked_up.spruce_sapling: #21, 359(1%)
