stat, rank, value, (percentage) 
minecraft.dropped.dark_oak_sign: #4, 4(7%)
minecraft.dropped.oxeye_daisy: #4, 25(3%)
minecraft.picked_up.stick: #5, 7826(5%)
minecraft.dropped.rabbit_foot: #4, 1(10%)
minecraft.mined.waxed_weathered_copper_trapdoor: #4, 11(4%)
minecraft.picked_up.skeleton_skull: #4, 5(7%)
minecraft.crafted.brush: #4, 7(4%)
minecraft.used.iron_ore: #5, 703(6%)
minecraft.dropped.spider_eye: #5, 6458(6%)
minecraft.crafted.stone_shovel: #5, 31(7%)
minecraft.dropped.gray_stained_glass: #4, 7(6%)
minecraft.used.chorus_fruit: #4, 10(6%)
minecraft.dropped.sandstone: #4, 249(3%)
minecraft.dropped.horn_coral_fan: #4, 1(14%)
minecraft.dropped.music_disc_mall: #4, 1(14%)
minecraft.picked_up.red_mushroom_block: #5, 581(11%)
minecraft.mined.red_mushroom_block: #5, 625(10%)
minecraft.dropped.stick: #5, 4700(6%)
minecraft.dropped.grindstone: #4, 5(6%)
minecraft.used.seagrass: #4, 42(4%)
minecraft.dropped.red_carpet: #4, 11(6%)
minecraft.dropped.mangrove_sign: #4, 7(7%)
minecraft.picked_up.music_disc_cat: #5, 23(7%)
minecraft.mined.mossy_cobblestone_slab: #5, 16(10%)
minecraft.crafted.spruce_hanging_sign: #5, 42(9%)
minecraft.crafted.brown_banner: #4, 28(4%)
minecraft.mined.crafting_table: #5, 394(5%)
minecraft.picked_up.white_banner: #5, 199(6%)
minecraft.dropped.jungle_sign: #4, 6(6%)
minecraft.dropped.mud_brick_wall: #4, 8(6%)
minecraft.dropped.light_blue_concrete_powder: #4, 3(6%)
minecraft.crafted.tnt_minecart: #5, 49(12%)
minecraft.picked_up.pale_oak_door: #4, 4(5%)
minecraft.crafted.jungle_planks: #5, 5659(6%)
minecraft.dropped.iron_axe: #4, 21(2%)
minecraft.picked_up.sculk: #4, 3147(3%)
minecraft.dropped.splash_potion: #5, 71(9%)
minecraft.picked_up.waxed_weathered_copper_trapdoor: #4, 11(4%)
minecraft.used.leather_leggings: #5, 9(6%)
minecraft.used.hopper: #5, 2391(6%)
minecraft.used.brick_slab: #4, 92(3%)
minecraft.picked_up.blade_pottery_sherd: #4, 2(12%)
minecraft.picked_up.cobweb: #5, 583(8%)
minecraft.mined.jungle_stairs: #5, 56(7%)
minecraft.used.diamond: #5, 92(7%)
minecraft.dropped.cyan_terracotta: #5, 112(11%)
minecraft.dropped.tube_coral_block: #4, 3(9%)
minecraft.dropped.turtle_egg: #4, 4(6%)
minecraft.dropped.baked_potato: #5, 227(6%)
minecraft.mined.small_amethyst_bud: #4, 80(4%)
minecraft.dropped.beetroot_soup: #4, 5(7%)
minecraft.custom.interact_with_cartography_table: #5, 41(8%)
minecraft.picked_up.oxidized_cut_copper: #4, 90(3%)
minecraft.picked_up.nautilus_shell: #5, 47(6%)
minecraft.picked_up.crimson_fence_gate: #4, 2(6%)
minecraft.used.warped_trapdoor: #5, 216(8%)
minecraft.used.activator_rail: #4, 181(2%)
minecraft.crafted.blue_bed: #4, 4(7%)
minecraft.used.gray_glazed_terracotta: #4, 44(5%)
minecraft.mined.crimson_sign: #4, 1(10%)
minecraft.picked_up.explorer_pottery_sherd: #4, 2(8%)
minecraft.mined.potted_blue_orchid: #4, 1(10%)
minecraft.dropped.bamboo_pressure_plate: #4, 8(8%)
minecraft.used.music_disc_pigstep: #4, 1(8%)
minecraft.used.beetroot: #5, 27(9%)
minecraft.used.shield: #5, 325(6%)
minecraft.used.red_concrete_powder: #4, 320(2%)
minecraft.dropped.totem_of_undying: #4, 18(2%)
minecraft.dropped.blaze_powder: #4, 3(3%)
minecraft.crafted.golden_axe: #4, 1(9%)
minecraft.picked_up.fermented_spider_eye: #4, 5(7%)
minecraft.picked_up.small_amethyst_bud: #4, 82(4%)
minecraft.crafted.bow: #5, 120(5%)
minecraft.dropped.sculk_catalyst: #4, 2(6%)
minecraft.crafted.netherite_ingot: #5, 23(7%)
minecraft.used.decorated_pot: #5, 213(5%)
minecraft.dropped.blackstone_stairs: #4, 4(7%)
minecraft.killed.wolf: #4, 3(4%)
minecraft.used.enchanting_table: #5, 5(7%)
minecraft.dropped.magenta_terracotta: #4, 5(6%)
minecraft.used.dark_prismarine_slab: #5, 243(11%)
minecraft.dropped.black_carpet: #4, 12(5%)
minecraft.picked_up.bamboo_fence_gate: #4, 31(2%)
minecraft.custom.deaths: #6, 1352(6%)
minecraft.crafted.warped_trapdoor: #5, 160(7%)
minecraft.crafted.cherry_wood: #5, 96(9%)
minecraft.dropped.oak_fence: #5, 29(7%)
minecraft.picked_up.cracked_deepslate_tiles: #4, 22(4%)
minecraft.mined.amethyst_cluster: #5, 594(6%)
minecraft.picked_up.redstone_lamp: #5, 89(6%)
minecraft.picked_up.cookie: #5, 254(6%)
minecraft.dropped.spruce_wood: #4, 6(4%)
minecraft.dropped.mossy_stone_brick_slab: #4, 3(3%)
minecraft.used.dandelion: #5, 48(6%)
minecraft.mined.nether_sprouts: #5, 362(6%)
minecraft.dropped.diamond: #5, 566(5%)
minecraft.picked_up.sculk_vein: #4, 815(1%)
minecraft.broken.shears: #5, 39(6%)
minecraft.used.composter: #5, 405(5%)
minecraft.picked_up.warped_stem: #6, 1897(9%)
minecraft.dropped.dark_oak_hanging_sign: #4, 1(7%)
minecraft.mined.sculk_vein: #4, 742(1%)
minecraft.used.bamboo_planks: #5, 803(6%)
minecraft.killed.wither: #4, 6(2%)
minecraft.crafted.oxidized_copper_grate: #5, 64(8%)
minecraft.used.clay: #5, 503(6%)
minecraft.picked_up.rooted_dirt: #5, 1095(6%)
minecraft.dropped.orange_concrete_powder: #4, 3(5%)
minecraft.used.wither_skeleton_skull: #4, 20(2%)
minecraft.picked_up.ice: #4, 2128(1%)
minecraft.picked_up.iron_ore: #5, 930(5%)
minecraft.crafted.compass: #4, 546(1%)
minecraft.mined.dead_fire_coral_block: #4, 17(3%)
minecraft.picked_up.nether_star: #4, 6(2%)
minecraft.used.warped_fence_gate: #5, 44(9%)
minecraft.mined.bee_nest: #5, 36(6%)
minecraft.used.packed_mud: #5, 6580(5%)
minecraft.mined.cyan_terracotta: #5, 445(6%)
minecraft.picked_up.ominous_trial_key: #5, 69(7%)
minecraft.crafted.oxidized_cut_copper: #5, 80(7%)
minecraft.picked_up.diamond_leggings: #5, 34(4%)
minecraft.killed.camel: #4, 1(6%)
minecraft.used.cherry_button: #4, 1(6%)
minecraft.crafted.magenta_stained_glass_pane: #4, 64(2%)
minecraft.dropped.brain_coral_block: #4, 3(4%)
minecraft.used.oak_door: #5, 14(6%)
minecraft.crafted.purple_concrete_powder: #5, 768(8%)
minecraft.picked_up.pitcher_plant: #5, 102(5%)
minecraft.mined.flowering_azalea: #5, 86(5%)
minecraft.picked_up.dark_oak_door: #5, 11(7%)
minecraft.picked_up.dragon_head: #5, 21(5%)
minecraft.dropped.cut_red_sandstone: #4, 4(5%)
minecraft.dropped.beehive: #4, 10(4%)
minecraft.dropped.green_concrete: #4, 4(3%)
minecraft.picked_up.bamboo_slab: #5, 403(6%)
minecraft.used.brick_wall: #5, 62(8%)
minecraft.mined.bricks: #5, 251(5%)
minecraft.custom.target_hit: #5, 286(5%)
minecraft.picked_up.apple: #5, 270(5%)
minecraft.dropped.powder_snow_bucket: #4, 2(3%)
minecraft.picked_up.cyan_terracotta: #5, 533(5%)
minecraft.dropped.blackstone_slab: #4, 6(3%)
minecraft.dropped.green_banner: #4, 1(4%)
minecraft.dropped.red_concrete_powder: #4, 3(4%)
minecraft.used.dead_fire_coral_block: #4, 14(2%)
minecraft.dropped.cyan_concrete_powder: #4, 3(2%)
minecraft.mined.dark_oak_hanging_sign: #4, 2(4%)
minecraft.mined.mangrove_wood: #5, 33(8%)
minecraft.used.mossy_stone_brick_stairs: #5, 68(8%)
minecraft.used.crimson_trapdoor: #5, 167(7%)
minecraft.picked_up.dead_fire_coral_block: #4, 17(2%)
minecraft.mined.end_rod: #5, 282(5%)
minecraft.picked_up.iron_axe: #5, 23(5%)
minecraft.dropped.lapis_block: #4, 20(2%)
minecraft.picked_up.bamboo_button: #4, 36(1%)
minecraft.mined.spruce_wall_hanging_sign: #5, 9(8%)
minecraft.dropped.pink_terracotta: #4, 2(2%)
minecraft.picked_up.scrape_pottery_sherd: #5, 26(7%)
minecraft.crafted.crimson_trapdoor: #5, 130(7%)
minecraft.dropped.chiseled_polished_blackstone: #4, 2(3%)
minecraft.used.green_banner: #5, 12(7%)
minecraft.picked_up.large_amethyst_bud: #4, 22(2%)
minecraft.dropped.jack_o_lantern: #4, 3(2%)
minecraft.dropped.polished_blackstone_brick_stairs: #4, 3(2%)
minecraft.dropped.red_concrete: #4, 3(2%)
minecraft.picked_up.sandstone: #5, 7212(4%)
minecraft.dropped.yellow_concrete_powder: #4, 3(2%)
minecraft.dropped.brown_candle: #4, 2(2%)
minecraft.dropped.soul_lantern: #4, 3(2%)
minecraft.dropped.cherry_trapdoor: #4, 2(2%)
minecraft.dropped.bamboo_button: #4, 36(1%)
minecraft.dropped.item_frame: #5, 27(6%)
minecraft.dropped.cracked_deepslate_bricks: #4, 2(2%)
minecraft.custom.climb_one_cm: #6, 4637952(5%)
minecraft.custom.fall_one_cm: #6, 19314495(5%)
minecraft.mined.enchanting_table: #5, 4(8%)
minecraft.picked_up.blue_concrete_powder: #4, 11(1%)
minecraft.crafted.experience_bottle: #4, 194(1%)
minecraft.mined.pink_tulip: #5, 56(6%)
minecraft.used.sea_pickle: #5, 315(5%)
minecraft.dropped.orange_carpet: #4, 2(2%)
minecraft.used.brown_banner: #5, 35(8%)
minecraft.picked_up.exposed_copper: #4, 285(0%)
minecraft.mined.turtle_egg: #5, 74(7%)
minecraft.dropped.iron_boots: #5, 42(5%)
minecraft.dropped.chiseled_quartz_block: #4, 1(2%)
minecraft.mined.dragon_wall_head: #5, 9(6%)
minecraft.mined.dead_bubble_coral_block: #4, 4(1%)
minecraft.crafted.pink_glazed_terracotta: #4, 16(1%)
minecraft.dropped.birch_fence_gate: #4, 1(1%)
minecraft.dropped.brown_concrete: #4, 4(1%)
minecraft.used.soul_lantern: #5, 124(6%)
minecraft.used.cyan_carpet: #5, 86(6%)
minecraft.picked_up.zombie_head: #4, 2(1%)
minecraft.picked_up.light_blue_terracotta: #5, 130(5%)
minecraft.picked_up.stripped_dark_oak_wood: #5, 122(5%)
minecraft.dropped.blue_concrete: #4, 1(1%)
minecraft.picked_up.brown_candle: #5, 36(8%)
minecraft.dropped.cooked_cod: #5, 124(5%)
minecraft.dropped.dark_prismarine: #4, 4(1%)
minecraft.picked_up.dead_bubble_coral_block: #4, 3(0%)
minecraft.picked_up.oxidized_copper_trapdoor: #5, 296(5%)
minecraft.dropped.red_sandstone: #4, 4(0%)
minecraft.used.crimson_stem: #5, 154(6%)
minecraft.used.sculk_vein: #4, 12(0%)
minecraft.mined.deepslate_lapis_ore: #5, 355(4%)
minecraft.mined.lily_pad: #5, 149(5%)
minecraft.mined.stripped_dark_oak_log: #6, 826(8%)
minecraft.picked_up.wooden_hoe: #5, 5(10%)
minecraft.picked_up.heavy_core: #5, 6(7%)
minecraft.mined.stripped_dark_oak_wood: #5, 128(5%)
minecraft.used.dark_oak_wood: #5, 579(5%)
minecraft.mined.dark_oak_door: #5, 7(9%)
minecraft.used.spyglass: #5, 234(3%)
minecraft.mined.smooth_sandstone_slab: #5, 42(6%)
minecraft.crafted.bamboo_pressure_plate: #5, 8(9%)
minecraft.mined.jungle_button: #5, 10(12%)
minecraft.mined.ladder: #6, 200(8%)
minecraft.picked_up.acacia_leaves: #5, 922(5%)
minecraft.dropped.light_gray_stained_glass_pane: #5, 21(8%)
minecraft.picked_up.light_gray_bed: #5, 85(6%)
minecraft.used.stone_pressure_plate: #5, 135(5%)
minecraft.mined.spore_blossom: #5, 33(5%)
minecraft.picked_up.piston: #6, 584(8%)
minecraft.crafted.bamboo_raft: #5, 19(6%)
minecraft.used.flower_pot: #6, 201(8%)
minecraft.mined.brown_wall_banner: #5, 14(8%)
minecraft.mined.cobweb: #5, 565(4%)
minecraft.mined.oxidized_copper: #5, 1000(4%)
minecraft.dropped.deepslate_bricks: #5, 15(5%)
minecraft.picked_up.stripped_dark_oak_log: #6, 835(7%)
minecraft.picked_up.conduit: #5, 3(11%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #5, 139(5%)
minecraft.crafted.wooden_shovel: #5, 44(5%)
minecraft.used.jungle_button: #5, 26(7%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #5, 4(7%)
minecraft.dropped.cherry_planks: #5, 19(6%)
minecraft.crafted.pink_concrete_powder: #5, 640(5%)
minecraft.crafted.dark_oak_door: #5, 15(5%)
minecraft.dropped.spore_blossom: #5, 3(8%)
minecraft.picked_up.mossy_cobblestone_slab: #5, 29(5%)
minecraft.mined.deepslate_brick_slab: #5, 140(4%)
minecraft.mined.white_shulker_box: #6, 481(7%)
minecraft.picked_up.cartography_table: #5, 16(5%)
minecraft.used.bamboo_fence_gate: #5, 61(6%)
minecraft.dropped.stripped_spruce_log: #5, 13(4%)
minecraft.custom.walk_under_water_one_cm: #7, 16710294(5%)
minecraft.used.sugar_cane: #5, 436(3%)
minecraft.used.waxed_weathered_cut_copper_slab: #5, 101(7%)
minecraft.picked_up.pale_oak_leaves: #5, 348(4%)
minecraft.mined.hopper: #6, 739(7%)
minecraft.picked_up.crimson_stem: #6, 968(8%)
minecraft.dropped.polished_blackstone_button: #5, 4(10%)
minecraft.picked_up.magenta_stained_glass_pane: #5, 11(6%)
minecraft.picked_up.paper: #6, 642(6%)
minecraft.crafted.netherite_leggings: #5, 3(5%)
minecraft.crafted.yellow_terracotta: #5, 568(4%)
minecraft.mined.oxidized_copper_trapdoor: #5, 208(4%)
minecraft.killed.elder_guardian: #5, 7(7%)
minecraft.mined.waxed_weathered_copper_bulb: #5, 17(5%)
minecraft.used.nether_quartz_ore: #6, 874(8%)
minecraft.dropped.heavy_core: #5, 1(14%)
minecraft.mined.chipped_anvil: #6, 24(7%)
minecraft.used.brown_candle: #5, 35(7%)
minecraft.picked_up.granite: #6, 15154(7%)
minecraft.crafted.small_dripleaf: #5, 14(12%)
minecraft.picked_up.totem_of_undying: #6, 53(7%)
minecraft.mined.light_gray_concrete: #6, 843(7%)
minecraft.dropped.bamboo_slab: #5, 100(5%)
minecraft.crafted.dripstone_block: #5, 128(7%)
minecraft.used.pale_moss_block: #5, 664(4%)
minecraft.mined.soul_campfire: #5, 4(6%)
minecraft.used.music_disc_5: #5, 1(11%)
minecraft.custom.walk_on_water_one_cm: #7, 7342867(5%)
minecraft.picked_up.enchanted_book: #6, 93(7%)
minecraft.custom.fly_one_cm: #7, 120290817(5%)
minecraft.picked_up.waxed_weathered_copper_bulb: #5, 18(5%)
minecraft.custom.eat_cake_slice: #5, 16(5%)
minecraft.custom.interact_with_crafting_table: #6, 4906(5%)
minecraft.picked_up.diamond_helmet: #6, 30(5%)
minecraft.mined.andesite: #6, 17695(6%)
minecraft.picked_up.amethyst_shard: #5, 1345(3%)
minecraft.used.stonecutter: #6, 107(6%)
minecraft.dropped.red_dye: #6, 72(8%)
minecraft.mined.brown_candle: #5, 8(8%)
minecraft.dropped.heavy_weighted_pressure_plate: #5, 3(6%)
minecraft.mined.mossy_cobblestone_wall: #5, 3(7%)
minecraft.picked_up.oak_stairs: #6, 232(7%)
minecraft.crafted.paper: #6, 13482(6%)
minecraft.picked_up.green_dye: #5, 211(2%)
minecraft.dropped.jungle_sapling: #5, 7(4%)
minecraft.mined.black_banner: #5, 5(6%)
minecraft.crafted.dark_oak_pressure_plate: #5, 11(5%)
minecraft.dropped.allium: #5, 9(4%)
minecraft.picked_up.ender_chest: #6, 1266(6%)
minecraft.mined.heavy_core: #5, 2(11%)
minecraft.dropped.cobblestone_wall: #5, 18(4%)
minecraft.mined.observer: #6, 548(6%)
minecraft.used.mud_brick_stairs: #5, 51(3%)
minecraft.picked_up.crafting_table: #6, 414(5%)
minecraft.mined.crimson_fence_gate: #5, 1(8%)
minecraft.dropped.white_bed: #6, 10(7%)
minecraft.custom.sleep_in_bed: #6, 1909(5%)
minecraft.used.ochre_froglight: #6, 1516(6%)
minecraft.picked_up.weathered_cut_copper_slab: #5, 7(4%)
minecraft.crafted.suspicious_stew: #5, 7(7%)
minecraft.used.powder_snow_bucket: #5, 81(3%)
minecraft.dropped.chiseled_tuff: #5, 8(4%)
minecraft.dropped.warped_roots: #5, 73(3%)
minecraft.used.mossy_cobblestone: #6, 624(6%)
minecraft.dropped.bow: #6, 155(6%)
minecraft.used.trident: #5, 536(2%)
minecraft.mined.cracked_deepslate_tiles: #5, 21(5%)
minecraft.mined.sandstone_wall: #5, 9(4%)
minecraft.picked_up.tide_armor_trim_smithing_template: #5, 1(9%)
minecraft.used.cookie: #5, 55(2%)
minecraft.used.dark_oak_sapling: #5, 496(2%)
minecraft.used.fletching_table: #5, 6(6%)
minecraft.dropped.polished_tuff_stairs: #5, 8(5%)
minecraft.mined.copper_ore: #6, 7050(6%)
minecraft.crafted.brown_shulker_box: #5, 11(2%)
minecraft.used.ender_eye: #5, 9(9%)
minecraft.mined.jungle_pressure_plate: #5, 2(7%)
minecraft.dropped.spruce_stairs: #6, 69(10%)
minecraft.crafted.brown_candle: #5, 51(5%)
minecraft.picked_up.beacon: #6, 30(6%)
minecraft.used.oxidized_cut_copper: #5, 189(3%)
minecraft.mined.mangrove_fence_gate: #5, 2(6%)
minecraft.crafted.packed_mud: #6, 6335(6%)
minecraft.mined.azalea: #6, 146(6%)
minecraft.mined.beetroots: #6, 269(6%)
minecraft.mined.activator_rail: #5, 22(2%)
minecraft.picked_up.waxed_exposed_copper_trapdoor: #5, 13(3%)
minecraft.used.leather_chestplate: #6, 10(5%)
minecraft.killed.player: #6, 119(4%)
minecraft.used.ominous_trial_key: #6, 60(8%)
minecraft.used.painting: #6, 314(6%)
minecraft.mined.stone_brick_stairs: #6, 167(6%)
minecraft.used.dried_kelp: #5, 6(4%)
minecraft.killed_by.ravager: #6, 274(6%)
minecraft.picked_up.cherry_log: #6, 1789(6%)
minecraft.crafted.diorite_slab: #5, 54(3%)
minecraft.mined.sponge: #5, 257(2%)
minecraft.killed.ghast: #6, 62(6%)
minecraft.mined.weathered_cut_copper_slab: #5, 5(3%)
minecraft.picked_up.fern: #6, 1091(7%)
minecraft.picked_up.red_nether_bricks: #5, 2(5%)
minecraft.crafted.light_blue_shulker_box: #5, 8(2%)
minecraft.crafted.globe_banner_pattern: #5, 1(7%)
minecraft.dropped.hanging_roots: #5, 1(7%)
minecraft.dropped.soul_torch: #5, 6(4%)
minecraft.mined.medium_amethyst_bud: #5, 39(2%)
minecraft.dropped.red_glazed_terracotta: #5, 5(4%)
minecraft.picked_up.chiseled_bookshelf: #6, 50(7%)
minecraft.picked_up.oxidized_cut_copper_stairs: #5, 26(2%)
minecraft.mined.potatoes: #6, 353(5%)
minecraft.used.pointed_dripstone: #6, 688(5%)
minecraft.mined.copper_grate: #6, 41(8%)
minecraft.mined.waxed_exposed_copper_trapdoor: #5, 10(2%)
minecraft.used.jungle_trapdoor: #6, 339(6%)
minecraft.dropped.cut_sandstone: #5, 15(2%)
minecraft.custom.crouch_one_cm: #7, 30960088(5%)
minecraft.dropped.crimson_nylium: #5, 3(4%)
minecraft.used.wet_sponge: #5, 253(2%)
minecraft.used.nether_sprouts: #5, 56(3%)
minecraft.used.cobbled_deepslate_wall: #6, 320(8%)
minecraft.used.green_carpet: #5, 132(1%)
minecraft.used.mutton: #5, 4(5%)
minecraft.mined.beacon: #6, 25(5%)
minecraft.used.pitcher_pod: #5, 35(3%)
minecraft.mined.wheat: #6, 8454(5%)
minecraft.used.mangrove_log: #6, 830(5%)
minecraft.dropped.crimson_planks: #5, 5(3%)
minecraft.crafted.tuff_bricks: #6, 875(6%)
minecraft.mined.waxed_weathered_cut_copper_slab: #5, 5(2%)
minecraft.crafted.purple_glazed_terracotta: #5, 3(4%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #5, 5(2%)
minecraft.crafted.coal: #6, 3538(5%)
minecraft.mined.large_amethyst_bud: #5, 23(1%)
minecraft.mined.sweet_berry_bush: #6, 72(6%)
minecraft.mined.crimson_wall_sign: #6, 5(12%)
minecraft.used.egg: #6, 1792(4%)
minecraft.killed.chicken: #6, 283(5%)
minecraft.dropped.chainmail_leggings: #6, 6(7%)
minecraft.mined.pitcher_crop: #5, 23(2%)
minecraft.mined.calibrated_sculk_sensor: #6, 11(6%)
minecraft.dropped.oak_fence_gate: #5, 3(3%)
minecraft.dropped.player_head: #6, 725(4%)
minecraft.used.dark_oak_leaves: #5, 35(2%)
minecraft.dropped.lime_stained_glass: #5, 12(3%)
minecraft.picked_up.medium_amethyst_bud: #5, 37(2%)
minecraft.used.melon_slice: #6, 223(5%)
minecraft.dropped.granite_wall: #5, 5(3%)
minecraft.mined.oxidized_cut_copper_slab: #5, 25(1%)
minecraft.crafted.jungle_stairs: #6, 176(6%)
minecraft.dropped.red_stained_glass_pane: #5, 1(4%)
minecraft.picked_up.turtle_egg: #6, 79(7%)
minecraft.dropped.sandstone_slab: #5, 4(3%)
minecraft.mined.podzol: #6, 848(5%)
minecraft.dropped.chorus_flower: #5, 2(2%)
minecraft.crafted.terracotta: #5, 32(2%)
minecraft.mined.light_blue_stained_glass_pane: #5, 6(1%)
minecraft.mined.pale_moss_carpet: #6, 109(5%)
minecraft.picked_up.baked_potato: #6, 466(4%)
minecraft.dropped.compass: #6, 10(8%)
minecraft.picked_up.dragon_breath: #5, 7(2%)
minecraft.used.sculk_shrieker: #5, 1(3%)
minecraft.picked_up.crimson_stairs: #5, 17(2%)
minecraft.dropped.sandstone_wall: #5, 2(2%)
minecraft.used.mangrove_leaves: #6, 1325(6%)
minecraft.picked_up.weathered_copper: #5, 329(1%)
minecraft.picked_up.soul_torch: #6, 46(9%)
minecraft.dropped.nether_sprouts: #5, 2(3%)
minecraft.mined.oxidized_cut_copper_stairs: #5, 10(1%)
minecraft.crafted.light_gray_concrete_powder: #6, 1856(5%)
minecraft.used.deepslate_gold_ore: #6, 332(6%)
minecraft.dropped.large_amethyst_bud: #5, 1(2%)
minecraft.dropped.blue_concrete_powder: #5, 3(2%)
minecraft.custom.traded_with_villager: #6, 22233(4%)
minecraft.dropped.bundle: #6, 7(5%)
minecraft.picked_up.light_blue_carpet: #5, 26(1%)
minecraft.picked_up.light_gray_shulker_box: #6, 221(5%)
minecraft.mined.spruce_button: #5, 11(1%)
minecraft.mined.coal_block: #5, 11(1%)
minecraft.picked_up.bee_nest: #6, 36(6%)
minecraft.custom.enchant_item: #6, 160(5%)
minecraft.dropped.cracked_deepslate_tiles: #5, 3(1%)
minecraft.dropped.yellow_carpet: #5, 1(1%)
minecraft.dropped.tinted_glass: #5, 4(1%)
minecraft.picked_up.gray_concrete: #6, 1446(5%)
minecraft.dropped.small_amethyst_bud: #5, 2(1%)
minecraft.dropped.waxed_oxidized_cut_copper_slab: #5, 1(2%)
minecraft.dropped.black_glazed_terracotta: #5, 2(2%)
minecraft.dropped.crimson_fungus: #5, 2(1%)
minecraft.dropped.polished_deepslate_stairs: #5, 4(1%)
minecraft.picked_up.flow_banner_pattern: #6, 10(7%)
minecraft.mined.wall_torch: #6, 486(4%)
minecraft.dropped.tuff_stairs: #5, 1(2%)
minecraft.picked_up.copper_block: #5, 347(0%)
minecraft.dropped.cobblestone: #6, 9417(4%)
minecraft.used.copper_trapdoor: #6, 677(5%)
minecraft.picked_up.birch_button: #6, 11(5%)
minecraft.picked_up.smooth_sandstone: #6, 383(5%)
minecraft.dropped.copper_bulb: #5, 1(1%)
minecraft.used.light_gray_shulker_box: #6, 243(5%)
minecraft.dropped.bamboo_trapdoor: #6, 59(11%)
minecraft.dropped.oak_button: #6, 16(6%)
minecraft.picked_up.coal: #6, 11000(4%)
minecraft.broken.brush: #5, 1(1%)
minecraft.crafted.diamond: #6, 3366(4%)
minecraft.dropped.pitcher_pod: #5, 6(0%)
minecraft.dropped.stripped_warped_stem: #5, 1(1%)
minecraft.picked_up.blaze_powder: #6, 21(6%)
minecraft.used.honeycomb_block: #5, 55(0%)
minecraft.dropped.medium_amethyst_bud: #5, 1(1%)
minecraft.crafted.mace: #6, 2(8%)
minecraft.crafted.yellow_candle: #5, 4(0%)
minecraft.picked_up.exposed_cut_copper_stairs: #5, 1(0%)
minecraft.mined.exposed_cut_copper_stairs: #5, 1(0%)
minecraft.crafted.red_candle: #5, 8(0%)
minecraft.used.enchanted_book: #6, 108(4%)
minecraft.dropped.lime_concrete: #5, 3(0%)
minecraft.crafted.copper_trapdoor: #6, 770(5%)
minecraft.mined.light_gray_shulker_box: #6, 200(4%)
minecraft.dropped.dark_oak_sapling: #6, 17(6%)
minecraft.used.lime_concrete_powder: #6, 704(6%)
minecraft.dropped.cyan_wool: #5, 8(0%)
