stat, rank, value, (percentage) 
minecraft.killed.spider: #17, 81(1%)
minecraft.dropped.arrow: #17, 451(1%)
minecraft.crafted.armor_stand: #17, 103(1%)
minecraft.used.grindstone: #17, 29(1%)
minecraft.used.redstone_lamp: #17, 28(1%)
minecraft.custom.damage_dealt: #17, 438917(1%)
minecraft.used.campfire: #17, 43(1%)
minecraft.picked_up.phantom_membrane: #17, 20(1%)
minecraft.picked_up.dark_oak_trapdoor: #17, 33(1%)
minecraft.picked_up.netherite_leggings: #17, 4(1%)
minecraft.used.black_concrete_powder: #17, 627(1%)
minecraft.picked_up.moss_carpet: #17, 723(1%)
minecraft.picked_up.trial_key: #17, 14(1%)
minecraft.crafted.leather_chestplate: #17, 19(1%)
minecraft.mined.fern: #17, 50(1%)
minecraft.used.cactus: #17, 38(1%)
minecraft.picked_up.melon: #17, 299(1%)
minecraft.crafted.warped_planks: #17, 308(1%)
minecraft.picked_up.amethyst_block: #17, 135(1%)
minecraft.picked_up.smooth_stone_slab: #17, 121(1%)
minecraft.crafted.dispenser: #17, 13(1%)
minecraft.picked_up.dragon_head: #17, 3(1%)
minecraft.mined.deepslate_gold_ore: #17, 171(1%)
minecraft.used.sugar_cane: #17, 93(1%)
minecraft.used.spruce_fence_gate: #17, 41(1%)
minecraft.picked_up.cherry_log: #17, 215(1%)
minecraft.crafted.note_block: #17, 38(1%)
minecraft.picked_up.terracotta: #17, 1126(1%)
minecraft.mined.cocoa: #17, 14(1%)
minecraft.crafted.lime_shulker_box: #17, 1(1%)
minecraft.picked_up.mangrove_stairs: #17, 9(1%)
minecraft.dropped.granite: #17, 121(1%)
minecraft.mined.birch_sign: #17, 1(1%)
minecraft.used.copper_ore: #17, 239(1%)
minecraft.used.glow_lichen: #17, 212(1%)
minecraft.mined.polished_tuff_wall: #17, 10(1%)
minecraft.picked_up.raw_gold: #17, 244(1%)
minecraft.picked_up.nether_brick_fence: #17, 4(1%)
minecraft.mined.attached_pumpkin_stem: #17, 2(1%)
minecraft.crafted.cyan_shulker_box: #17, 1(1%)
minecraft.crafted.acacia_trapdoor: #17, 50(1%)
minecraft.picked_up.stone_brick_stairs: #17, 27(1%)
minecraft.mined.light_gray_wool: #17, 10(1%)
minecraft.picked_up.stone_sword: #17, 6(0%)
minecraft.picked_up.deepslate_brick_slab: #17, 27(1%)
minecraft.used.lapis_ore: #17, 7(1%)
minecraft.custom.bell_ring: #17, 5(0%)
minecraft.crafted.blue_dye: #17, 216(0%)
minecraft.picked_up.glass_bottle: #17, 144(0%)
minecraft.crafted.spruce_fence_gate: #17, 27(0%)
minecraft.mined.lilac: #17, 4(0%)
minecraft.mined.tuff_brick_slab: #17, 8(0%)
minecraft.mined.warped_trapdoor: #17, 3(1%)
minecraft.dropped.sunflower: #17, 8(0%)
minecraft.used.cobbled_deepslate_slab: #17, 76(0%)
minecraft.used.melon_slice: #17, 16(0%)
minecraft.picked_up.yellow_terracotta: #17, 60(0%)
minecraft.picked_up.orange_shulker_box: #17, 17(0%)
minecraft.used.pale_oak_log: #17, 44(0%)
minecraft.picked_up.end_stone_bricks: #17, 11(0%)
minecraft.dropped.iron_ore: #17, 8(0%)
minecraft.mined.orange_shulker_box: #17, 17(0%)
minecraft.mined.crimson_nylium: #17, 18(0%)
minecraft.dropped.shears: #17, 6(0%)
minecraft.picked_up.sea_lantern: #17, 6(0%)
minecraft.picked_up.crimson_nylium: #17, 18(0%)
minecraft.dropped.chest: #17, 19(0%)
minecraft.crafted.crafter: #17, 9(0%)
minecraft.used.white_wool: #17, 55(0%)
minecraft.used.stone_brick_slab: #17, 71(0%)
minecraft.mined.white_tulip: #17, 5(0%)
minecraft.mined.light_gray_shulker_box: #17, 13(0%)
minecraft.picked_up.light_gray_shulker_box: #17, 13(0%)
minecraft.picked_up.ochre_froglight: #17, 114(0%)
minecraft.used.bricks: #17, 45(0%)
minecraft.used.polished_deepslate_wall: #17, 26(0%)
minecraft.mined.stripped_warped_stem: #17, 10(0%)
minecraft.picked_up.honey_block: #17, 57(0%)
minecraft.used.light_gray_shulker_box: #17, 13(0%)
minecraft.mined.spore_blossom: #17, 2(0%)
minecraft.crafted.orange_shulker_box: #17, 1(0%)
minecraft.picked_up.warped_trapdoor: #17, 3(0%)
minecraft.mined.oxidized_copper_grate: #17, 5(0%)
minecraft.crafted.gray_shulker_box: #17, 1(0%)
minecraft.picked_up.cut_sandstone: #17, 7(0%)
minecraft.dropped.slime_ball: #17, 29(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #17, 1(0%)
minecraft.picked_up.waxed_copper_bulb: #17, 3(0%)
minecraft.used.light_gray_carpet: #17, 23(0%)
minecraft.used.bamboo_trapdoor: #17, 25(0%)
minecraft.dropped.rose_bush: #17, 2(0%)
minecraft.crafted.red_sandstone: #17, 69(0%)
minecraft.dropped.spider_eye: #17, 164(0%)
minecraft.crafted.orange_dye: #17, 39(0%)
minecraft.used.oxidized_copper_trapdoor: #17, 10(0%)
minecraft.picked_up.blue_shulker_box: #17, 12(0%)
minecraft.mined.blue_shulker_box: #17, 12(0%)
minecraft.used.blue_shulker_box: #17, 12(0%)
minecraft.picked_up.waxed_oxidized_cut_copper: #17, 8(0%)
minecraft.picked_up.pink_wool: #17, 16(0%)
minecraft.used.brown_wool: #17, 6(0%)
minecraft.mined.red_mushroom: #17, 1(0%)
minecraft.mined.birch_stairs: #17, 1(0%)
minecraft.dropped.deepslate_diamond_ore: #17, 1(0%)
minecraft.mined.waxed_copper_bulb: #17, 2(0%)
minecraft.crafted.bamboo_trapdoor: #17, 16(0%)
minecraft.used.smooth_stone: #17, 137(0%)
minecraft.used.terracotta: #17, 45(0%)
minecraft.picked_up.purpur_pillar: #17, 5(0%)
minecraft.mined.exposed_copper: #17, 3(0%)
minecraft.picked_up.crimson_roots: #17, 25(0%)
minecraft.used.map: #17, 1(0%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #17, 1(0%)
minecraft.picked_up.fern: #17, 14(0%)
minecraft.mined.oxidized_copper_trapdoor: #17, 4(0%)
minecraft.crafted.snow_block: #17, 16(0%)
minecraft.killed.silverfish: #17, 57(0%)
minecraft.picked_up.mud_brick_slab: #17, 1(0%)
minecraft.dropped.sweet_berries: #17, 2(0%)
minecraft.used.pale_oak_planks: #17, 3(0%)
minecraft.picked_up.wither_rose: #17, 3(0%)
minecraft.dropped.tnt: #17, 1(0%)
minecraft.crafted.polished_basalt: #17, 4(0%)
minecraft.used.honey_bottle: #17, 2(0%)
minecraft.used.chiseled_stone_bricks: #17, 1(0%)
minecraft.used.powder_snow_bucket: #17, 1(0%)
minecraft.picked_up.blue_ice: #17, 1(0%)
minecraft.mined.blue_ice: #17, 1(0%)
minecraft.mined.sculk: #17, 14(0%)
minecraft.used.light_blue_concrete: #17, 2(0%)
minecraft.picked_up.sculk: #17, 10(0%)
minecraft.custom.interact_with_crafting_table: #18, 2353(3%)
minecraft.custom.crouch_one_cm: #18, 10477576(2%)
minecraft.picked_up.leather_leggings: #18, 12(2%)
minecraft.picked_up.tuff: #18, 7369(2%)
minecraft.used.lantern: #18, 138(2%)
minecraft.used.water_bucket: #18, 1100(2%)
minecraft.crafted.crafting_table: #18, 98(2%)
minecraft.mined.pointed_dripstone: #18, 126(2%)
minecraft.used.dirt: #18, 14734(2%)
minecraft.custom.talked_to_villager: #18, 915(1%)
minecraft.custom.play_noteblock: #18, 77(1%)
minecraft.picked_up.wind_charge: #18, 260(1%)
minecraft.picked_up.wheat: #18, 2790(1%)
minecraft.picked_up.calcite: #18, 535(1%)
minecraft.picked_up.iron_boots: #18, 4(1%)
minecraft.used.hopper_minecart: #18, 13(1%)
minecraft.custom.inspect_dropper: #18, 478(1%)
minecraft.mined.melon: #18, 364(1%)
minecraft.mined.iron_block: #18, 501(1%)
minecraft.picked_up.item_frame: #18, 89(1%)
minecraft.mined.dandelion: #18, 87(1%)
minecraft.picked_up.egg: #18, 258(1%)
minecraft.picked_up.cobbled_deepslate: #18, 9786(1%)
minecraft.used.iron_bars: #18, 275(1%)
minecraft.used.spruce_boat: #18, 7(1%)
minecraft.picked_up.spruce_sapling: #18, 436(1%)
minecraft.dropped.mace: #18, 2(1%)
minecraft.used.hay_block: #18, 24(1%)
minecraft.dropped.diamond: #18, 114(1%)
minecraft.mined.repeater: #18, 53(1%)
minecraft.used.lightning_rod: #18, 74(1%)
minecraft.dropped.stone: #18, 2571(1%)
minecraft.dropped.golden_boots: #18, 5(1%)
minecraft.used.tripwire_hook: #18, 7(1%)
minecraft.crafted.campfire: #18, 40(1%)
minecraft.mined.amethyst_block: #18, 136(1%)
minecraft.crafted.iron_bars: #18, 304(1%)
minecraft.picked_up.iron_shovel: #18, 3(1%)
minecraft.killed.phantom: #18, 12(1%)
minecraft.crafted.lightning_rod: #18, 68(1%)
minecraft.picked_up.repeater: #18, 80(1%)
minecraft.custom.animals_bred: #18, 161(1%)
minecraft.picked_up.netherite_pickaxe: #18, 5(1%)
minecraft.dropped.golden_leggings: #18, 2(1%)
minecraft.picked_up.white_banner: #18, 24(1%)
minecraft.used.spruce_sapling: #18, 275(1%)
minecraft.custom.interact_with_loom: #18, 17(1%)
minecraft.mined.white_concrete: #18, 669(1%)
minecraft.picked_up.blackstone: #18, 394(1%)
minecraft.dropped.oak_planks: #18, 19(1%)
minecraft.picked_up.lantern: #18, 28(1%)
minecraft.dropped.writable_book: #18, 3(1%)
minecraft.picked_up.cooked_chicken: #18, 62(1%)
minecraft.mined.tripwire_hook: #18, 1(1%)
minecraft.crafted.pink_shulker_box: #18, 1(1%)
minecraft.killed.glow_squid: #18, 4(1%)
minecraft.crafted.grindstone: #18, 20(1%)
minecraft.dropped.gravel: #18, 296(1%)
minecraft.mined.pale_oak_log: #18, 280(1%)
minecraft.picked_up.azalea: #18, 142(1%)
minecraft.picked_up.black_dye: #18, 10(1%)
minecraft.used.moss_carpet: #18, 205(1%)
minecraft.picked_up.flowering_azalea: #18, 76(1%)
minecraft.crafted.lead: #18, 16(1%)
minecraft.used.book: #18, 14(1%)
minecraft.picked_up.moss_block: #18, 1859(0%)
minecraft.picked_up.chicken: #18, 45(0%)
minecraft.used.diorite: #18, 262(1%)
minecraft.mined.polished_deepslate_slab: #18, 12(1%)
minecraft.crafted.gold_ingot: #18, 907(0%)
minecraft.used.polished_deepslate: #18, 128(1%)
minecraft.mined.calibrated_sculk_sensor: #18, 1(1%)
minecraft.crafted.piston: #18, 76(0%)
minecraft.crafted.bricks: #18, 114(0%)
minecraft.used.sweet_berries: #18, 63(0%)
minecraft.used.green_shulker_box: #18, 15(0%)
minecraft.crafted.light_gray_dye: #18, 106(0%)
minecraft.mined.cobweb: #18, 55(0%)
minecraft.picked_up.green_shulker_box: #18, 14(0%)
minecraft.crafted.bamboo_planks: #18, 1032(0%)
minecraft.used.dark_oak_sign: #18, 4(0%)
minecraft.picked_up.deepslate_tiles: #18, 48(0%)
minecraft.crafted.anvil: #18, 15(0%)
minecraft.used.orange_shulker_box: #18, 16(0%)
minecraft.picked_up.calibrated_sculk_sensor: #18, 1(0%)
minecraft.picked_up.snowball: #18, 362(0%)
minecraft.dropped.cooked_chicken: #18, 10(0%)
minecraft.dropped.mutton: #18, 3(0%)
minecraft.picked_up.rabbit: #18, 1(0%)
minecraft.used.honey_block: #18, 40(0%)
minecraft.mined.light_gray_stained_glass: #18, 5(0%)
minecraft.custom.open_chest: #19, 23418(3%)
minecraft.mined.smooth_quartz: #18, 27(0%)
minecraft.crafted.pink_dye: #18, 33(0%)
minecraft.picked_up.stripped_warped_stem: #18, 10(0%)
minecraft.mined.budding_amethyst: #18, 1(0%)
minecraft.used.heavy_weighted_pressure_plate: #18, 1(0%)
minecraft.picked_up.green_dye: #18, 18(0%)
minecraft.used.quartz_stairs: #18, 18(0%)
minecraft.mined.acacia_fence: #18, 1(0%)
minecraft.picked_up.smooth_quartz: #18, 26(0%)
minecraft.mined.cobbled_deepslate_stairs: #18, 2(0%)
minecraft.used.sandstone: #18, 38(0%)
minecraft.crafted.charcoal: #18, 23(0%)
minecraft.picked_up.stripped_mangrove_log: #18, 18(0%)
minecraft.mined.stripped_mangrove_log: #18, 18(0%)
minecraft.picked_up.pale_oak_planks: #18, 3(0%)
minecraft.dropped.raw_copper: #18, 20(0%)
minecraft.used.cooked_porkchop: #18, 24(0%)
minecraft.crafted.deepslate_tile_stairs: #18, 1(0%)
minecraft.used.cobbled_deepslate_stairs: #18, 9(0%)
minecraft.picked_up.cactus: #18, 54(0%)
minecraft.mined.warped_planks: #18, 2(0%)
minecraft.picked_up.stone_pressure_plate: #18, 3(0%)
minecraft.crafted.moss_carpet: #18, 36(0%)
minecraft.picked_up.acacia_fence: #18, 1(0%)
minecraft.dropped.oak_leaves: #18, 9(0%)
minecraft.mined.pale_moss_block: #18, 16(0%)
minecraft.used.oxidized_copper: #18, 13(0%)
minecraft.used.white_stained_glass_pane: #18, 20(0%)
minecraft.picked_up.light_gray_stained_glass: #18, 2(0%)
minecraft.mined.muddy_mangrove_roots: #18, 14(0%)
minecraft.mined.chiseled_deepslate: #18, 1(0%)
minecraft.mined.nether_bricks: #18, 6(0%)
minecraft.dropped.hopper: #18, 1(0%)
minecraft.mined.deepslate_tile_stairs: #18, 2(0%)
minecraft.crafted.cherry_trapdoor: #18, 2(0%)
minecraft.used.mangrove_sign: #18, 1(0%)
minecraft.mined.stripped_acacia_log: #18, 7(0%)
minecraft.picked_up.pale_moss_block: #18, 16(0%)
minecraft.picked_up.stripped_acacia_log: #18, 7(0%)
minecraft.mined.weathered_copper: #18, 3(0%)
minecraft.used.acacia_stairs: #18, 2(0%)
minecraft.picked_up.oxidized_copper_trapdoor: #18, 4(0%)
minecraft.mined.tinted_glass: #18, 2(0%)
minecraft.mined.emerald_block: #18, 4(0%)
minecraft.picked_up.mangrove_fence: #18, 1(0%)
minecraft.crafted.smithing_table: #18, 2(0%)
minecraft.mined.large_fern: #18, 3(0%)
minecraft.picked_up.snow_block: #18, 49(0%)
minecraft.used.blue_ice: #18, 2(0%)
minecraft.used.verdant_froglight: #18, 21(0%)
minecraft.dropped.mossy_cobblestone: #18, 1(0%)
minecraft.used.crimson_stem: #18, 1(0%)
minecraft.crafted.raw_gold_block: #18, 1(0%)
minecraft.mined.gray_wool: #18, 2(0%)
minecraft.mined.beehive: #18, 1(0%)
minecraft.picked_up.beehive: #18, 1(0%)
minecraft.picked_up.weathered_copper: #18, 3(0%)
minecraft.crafted.compass: #18, 2(0%)
minecraft.picked_up.exposed_copper: #18, 3(0%)
minecraft.picked_up.sculk_vein: #18, 1(0%)
minecraft.custom.drop: #19, 6064(2%)
minecraft.mined.short_grass: #19, 2497(2%)
minecraft.crafted.diamond_pickaxe: #19, 6(2%)
minecraft.picked_up.leather_chestplate: #19, 10(1%)
minecraft.picked_up.written_book: #19, 11(2%)
minecraft.used.item_frame: #19, 160(2%)
minecraft.mined.cobblestone: #19, 898(2%)
minecraft.used.bucket: #19, 1212(1%)
minecraft.crafted.diamond_axe: #19, 2(2%)
minecraft.picked_up.potion: #19, 62(1%)
minecraft.used.oak_sign: #19, 35(1%)
minecraft.picked_up.iron_leggings: #19, 3(1%)
minecraft.picked_up.diorite: #19, 3607(1%)
minecraft.dropped.written_book: #19, 4(1%)
minecraft.picked_up.birch_planks: #19, 88(1%)
minecraft.crafted.iron_nugget: #19, 2142(1%)
minecraft.picked_up.stone: #19, 49478(1%)
minecraft.picked_up.white_concrete: #19, 665(1%)
minecraft.mined.shroomlight: #19, 35(1%)
minecraft.mined.wheat: #19, 2050(1%)
minecraft.mined.chiseled_tuff_bricks: #19, 60(1%)
minecraft.used.oak_fence: #19, 82(1%)
minecraft.picked_up.polished_tuff_slab: #19, 56(1%)
minecraft.used.leather_chestplate: #19, 2(1%)
minecraft.crafted.iron_hoe: #19, 1(1%)
minecraft.crafted.bone_meal: #19, 15155(1%)
minecraft.picked_up.shroomlight: #19, 35(1%)
minecraft.dropped.bow: #19, 27(1%)
minecraft.used.wheat_seeds: #19, 2177(1%)
minecraft.picked_up.composter: #19, 27(1%)
minecraft.picked_up.lapis_ore: #19, 29(1%)
minecraft.used.spruce_trapdoor: #19, 559(1%)
minecraft.picked_up.writable_book: #19, 6(1%)
minecraft.picked_up.cauldron: #19, 4(1%)
minecraft.picked_up.melon_seeds: #19, 15(1%)
minecraft.picked_up.spruce_boat: #19, 6(1%)
minecraft.picked_up.leather: #19, 334(1%)
minecraft.used.iron_block: #19, 675(1%)
minecraft.used.pointed_dripstone: #19, 108(1%)
minecraft.mined.polished_andesite_stairs: #19, 5(1%)
minecraft.used.stone_stairs: #19, 61(1%)
minecraft.mined.farmland: #19, 35(1%)
minecraft.crafted.stone_axe: #19, 1(1%)
minecraft.mined.cherry_log: #19, 175(1%)
minecraft.custom.interact_with_blast_furnace: #19, 27(1%)
minecraft.mined.lightning_rod: #19, 12(1%)
minecraft.picked_up.armor_stand: #19, 32(1%)
minecraft.dropped.enchanted_book: #19, 5(1%)
minecraft.mined.spruce_sign: #19, 1(1%)
minecraft.used.elytra: #19, 11(0%)
minecraft.crafted.copper_block: #19, 223(1%)
minecraft.mined.pumpkin: #19, 243(1%)
minecraft.used.granite: #19, 153(1%)
minecraft.picked_up.polished_andesite_stairs: #19, 5(1%)
minecraft.killed.shulker: #19, 26(1%)
minecraft.used.nether_wart: #19, 66(1%)
minecraft.picked_up.emerald: #19, 217(0%)
minecraft.used.carved_pumpkin: #19, 3(0%)
minecraft.mined.stone_button: #19, 7(1%)
minecraft.used.copper_trapdoor: #19, 74(1%)
minecraft.custom.sneak_time: #20, 2462523(2%)
minecraft.used.polished_tuff_wall: #19, 60(1%)
minecraft.mined.deepslate_diamond_ore: #19, 272(0%)
minecraft.mined.nether_wart: #19, 47(0%)
minecraft.picked_up.mud: #19, 753(0%)
minecraft.picked_up.magenta_dye: #19, 4(0%)
minecraft.used.oak_fence_gate: #19, 4(0%)
minecraft.crafted.copper_trapdoor: #19, 70(0%)
minecraft.crafted.lapis_block: #19, 41(0%)
minecraft.crafted.repeater: #19, 37(0%)
minecraft.mined.green_shulker_box: #19, 13(0%)
minecraft.crafted.stone_slab: #19, 108(0%)
minecraft.used.white_concrete_powder: #19, 280(0%)
minecraft.picked_up.purpur_slab: #19, 3(0%)
minecraft.crafted.oak_fence_gate: #19, 3(0%)
minecraft.picked_up.soul_soil: #19, 67(0%)
minecraft.picked_up.pale_oak_sapling: #19, 23(0%)
minecraft.picked_up.white_dye: #19, 9(0%)
minecraft.picked_up.cocoa_beans: #19, 88(0%)
minecraft.crafted.fishing_rod: #19, 1(0%)
minecraft.crafted.tuff_brick_slab: #19, 6(0%)
minecraft.picked_up.raw_copper_block: #19, 5(0%)
minecraft.mined.slime_block: #19, 13(0%)
minecraft.crafted.oak_stairs: #19, 8(0%)
minecraft.mined.white_wool: #19, 6(0%)
minecraft.dropped.chicken: #19, 7(0%)
minecraft.crafted.quartz_block: #19, 156(0%)
minecraft.picked_up.light_gray_wool: #19, 9(0%)
minecraft.used.string: #19, 38(0%)
minecraft.crafted.bamboo_sign: #19, 9(0%)
minecraft.picked_up.yellow_wool: #19, 44(0%)
minecraft.mined.waxed_oxidized_copper_grate: #19, 3(0%)
minecraft.mined.purpur_pillar: #19, 3(0%)
minecraft.used.short_grass: #19, 46(0%)
minecraft.crafted.light_blue_dye: #19, 34(0%)
minecraft.picked_up.flint_and_steel: #19, 2(0%)
minecraft.mined.pale_oak_trapdoor: #19, 1(0%)
minecraft.dropped.apple: #19, 2(0%)
minecraft.mined.gold_block: #19, 8(0%)
minecraft.used.cherry_log: #19, 8(0%)
minecraft.crafted.lime_dye: #19, 18(0%)
minecraft.picked_up.dead_bush: #19, 7(0%)
minecraft.mined.polished_deepslate_wall: #19, 1(0%)
minecraft.mined.pale_oak_leaves: #19, 73(0%)
minecraft.used.green_terracotta: #19, 7(0%)
minecraft.used.pearlescent_froglight: #19, 23(0%)
minecraft.dropped.cooked_porkchop: #19, 8(0%)
minecraft.crafted.white_stained_glass_pane: #19, 16(0%)
minecraft.dropped.spruce_trapdoor: #19, 2(0%)
minecraft.dropped.rail: #19, 2(0%)
minecraft.crafted.light_gray_carpet: #19, 9(0%)
minecraft.crafted.glow_item_frame: #19, 2(0%)
minecraft.killed.cave_spider: #19, 36(0%)
minecraft.picked_up.pearlescent_froglight: #19, 13(0%)
minecraft.picked_up.tinted_glass: #19, 2(0%)
minecraft.mined.warped_roots: #19, 3(0%)
minecraft.mined.deepslate_brick_stairs: #19, 2(0%)
minecraft.used.cut_sandstone: #19, 2(0%)
minecraft.picked_up.chiseled_stone_bricks: #19, 1(0%)
minecraft.used.stone_pressure_plate: #19, 1(0%)
minecraft.used.waxed_oxidized_copper_grate: #19, 1(0%)
minecraft.mined.stripped_pale_oak_log: #19, 1(0%)
minecraft.picked_up.stripped_pale_oak_log: #19, 1(0%)
minecraft.dropped.porkchop: #19, 4(0%)
minecraft.mined.pearlescent_froglight: #19, 1(0%)
minecraft.used.tinted_glass: #19, 2(0%)
minecraft.crafted.black_stained_glass: #19, 8(0%)
minecraft.used.glowstone: #19, 1(0%)
minecraft.picked_up.cobweb: #19, 1(0%)
minecraft.dropped.blackstone: #19, 1(0%)
minecraft.used.beehive: #19, 1(0%)
minecraft.used.gray_wool: #19, 2(0%)
minecraft.used.snow_block: #19, 6(0%)
minecraft.mined.sculk_vein: #19, 1(0%)
minecraft.used.birch_leaves: #19, 1(0%)
minecraft.custom.aviate_one_cm: #20, 307901567(2%)
minecraft.custom.open_barrel: #20, 4291(2%)
minecraft.custom.open_shulker_box: #20, 15293(2%)
minecraft.custom.sleep_in_bed: #20, 784(2%)
minecraft.used.firework_rocket: #20, 8670(1%)
minecraft.mined.tall_grass: #20, 412(2%)
minecraft.used.bone_meal: #20, 3470(1%)
minecraft.used.shears: #20, 3401(1%)
minecraft.dropped.firework_rocket: #20, 420(1%)
minecraft.mined.birch_log: #20, 693(1%)
minecraft.broken.shears: #20, 10(2%)
minecraft.crafted.lantern: #20, 105(1%)
minecraft.used.cauldron: #20, 14(1%)
minecraft.picked_up.wheat_seeds: #20, 7251(1%)
minecraft.picked_up.deepslate_lapis_ore: #20, 45(1%)
minecraft.custom.interact_with_grindstone: #20, 23(1%)
minecraft.used.barrel: #20, 111(1%)
minecraft.dropped.diorite: #20, 213(1%)
minecraft.crafted.oak_fence: #20, 54(1%)
minecraft.mined.lever: #20, 29(1%)
minecraft.picked_up.bundle: #20, 4(1%)
minecraft.picked_up.chiseled_tuff_bricks: #20, 58(1%)
minecraft.used.chipped_anvil: #20, 3(1%)
minecraft.crafted.paper: #20, 1932(1%)
minecraft.crafted.bow: #20, 20(1%)
minecraft.picked_up.birch_sapling: #20, 136(1%)
minecraft.mined.composter: #20, 19(1%)
minecraft.picked_up.coal: #20, 2025(1%)
minecraft.picked_up.copper_ore: #20, 477(1%)
minecraft.dropped.spruce_log: #20, 40(1%)
minecraft.picked_up.oak_boat: #20, 12(1%)
minecraft.mined.glowstone: #20, 40(1%)
minecraft.picked_up.ink_sac: #20, 179(1%)
minecraft.mined.coarse_dirt: #20, 144(1%)
minecraft.mined.azure_bluet: #20, 17(1%)
minecraft.dropped.white_bed: #20, 1(1%)
minecraft.picked_up.gold_nugget: #20, 396(1%)
minecraft.dropped.iron_leggings: #20, 1(1%)
minecraft.custom.total_world_time: #21, 46255148(2%)
minecraft.custom.play_time: #21, 46255148(2%)
minecraft.picked_up.pale_oak_log: #20, 280(1%)
minecraft.killed_by.zombie: #20, 2(1%)
minecraft.crafted.oak_planks: #20, 1756(1%)
minecraft.picked_up.carved_pumpkin: #20, 40(0%)
minecraft.crafted.cauldron: #20, 10(1%)
minecraft.used.lava_bucket: #20, 25(1%)
minecraft.dropped.paper: #20, 21(0%)
minecraft.mined.terracotta: #20, 838(0%)
minecraft.crafted.spruce_trapdoor: #20, 246(0%)
minecraft.mined.comparator: #20, 12(0%)
minecraft.mined.spruce_trapdoor: #20, 49(0%)
minecraft.dropped.andesite: #20, 117(0%)
minecraft.mined.poppy: #20, 31(0%)
minecraft.dropped.iron_shovel: #20, 1(0%)
minecraft.picked_up.lightning_rod: #20, 11(0%)
minecraft.used.anvil: #20, 19(0%)
minecraft.mined.loom: #20, 1(1%)
minecraft.picked_up.deepslate_gold_ore: #20, 44(0%)
minecraft.picked_up.glowstone: #20, 39(1%)
minecraft.crafted.pale_oak_planks: #20, 196(0%)
minecraft.mined.stone_slab: #20, 32(0%)
minecraft.used.stone_button: #20, 32(0%)
minecraft.picked_up.deepslate_diamond_ore: #20, 120(0%)
minecraft.picked_up.spider_eye: #20, 218(0%)
minecraft.used.ochre_froglight: #20, 95(0%)
minecraft.crafted.enchanted_book: #20, 19(0%)
minecraft.crafted.white_concrete_powder: #20, 472(0%)
minecraft.used.light_gray_concrete_powder: #20, 86(0%)
minecraft.used.chiseled_bookshelf: #20, 8(0%)
minecraft.crafted.cherry_planks: #20, 120(0%)
minecraft.crafted.yellow_dye: #20, 96(0%)
minecraft.picked_up.music_disc_cat: #20, 1(0%)
minecraft.picked_up.bread: #20, 19(0%)
minecraft.picked_up.polished_tuff_wall: #20, 9(0%)
minecraft.dropped.polished_tuff: #20, 3(0%)
minecraft.used.loom: #20, 3(0%)
minecraft.used.cyan_terracotta: #20, 201(0%)
minecraft.picked_up.warped_wart_block: #20, 65(0%)
minecraft.picked_up.polished_deepslate_slab: #20, 10(0%)
minecraft.mined.copper_trapdoor: #20, 4(0%)
minecraft.crafted.glass: #20, 371(0%)
minecraft.mined.copper_block: #20, 8(0%)
minecraft.mined.hay_block: #20, 9(0%)
minecraft.dropped.kelp: #20, 37(0%)
minecraft.used.diamond: #20, 3(0%)
minecraft.crafted.iron_trapdoor: #20, 20(0%)
minecraft.picked_up.chiseled_tuff: #20, 4(0%)
minecraft.crafted.red_dye: #20, 114(0%)
minecraft.picked_up.polished_deepslate_stairs: #20, 5(0%)
minecraft.mined.chiseled_tuff: #20, 3(0%)
minecraft.picked_up.azure_bluet: #20, 25(0%)
minecraft.picked_up.tuff_brick_slab: #20, 7(0%)
minecraft.mined.sandstone: #20, 203(0%)
minecraft.crafted.loom: #20, 3(0%)
minecraft.mined.smooth_quartz_stairs: #20, 3(0%)
minecraft.dropped.gold_nugget: #20, 19(0%)
minecraft.crafted.flint_and_steel: #20, 3(0%)
minecraft.crafted.green_terracotta: #20, 24(0%)
minecraft.picked_up.pale_moss_carpet: #20, 14(0%)
minecraft.picked_up.pale_oak_trapdoor: #20, 1(0%)
minecraft.crafted.stone_stairs: #20, 4(0%)
minecraft.picked_up.emerald_block: #20, 13(0%)
minecraft.picked_up.brown_wool: #20, 6(0%)
minecraft.picked_up.book: #20, 12(0%)
minecraft.crafted.birch_trapdoor: #20, 2(0%)
minecraft.dropped.tuff_bricks: #20, 5(0%)
minecraft.mined.cherry_leaves: #20, 40(0%)
minecraft.dropped.coal: #20, 27(0%)
minecraft.mined.black_stained_glass: #20, 6(0%)
minecraft.picked_up.gold_block: #20, 8(0%)
minecraft.custom.damage_taken: #20, 163902(0%)
minecraft.mined.cut_sandstone: #20, 3(0%)
minecraft.dropped.bamboo: #20, 52(0%)
minecraft.picked_up.warped_planks: #20, 2(0%)
minecraft.used.deepslate_iron_ore: #20, 5(0%)
minecraft.used.white_dye: #20, 1(0%)
minecraft.picked_up.muddy_mangrove_roots: #20, 13(0%)
minecraft.mined.quartz_stairs: #20, 2(0%)
minecraft.picked_up.nether_gold_ore: #20, 1(0%)
minecraft.picked_up.quartz_stairs: #20, 2(0%)
minecraft.picked_up.compass: #20, 1(0%)
minecraft.mined.smooth_stone: #20, 17(0%)
minecraft.picked_up.polished_deepslate_wall: #20, 1(0%)
