stat, rank, value, (percentage) 
minecraft.used.cyan_concrete_powder: #10, 123(2%)
minecraft.used.firework_rocket: #11, 22478(3%)
minecraft.dropped.smooth_stone_slab: #10, 63(2%)
minecraft.picked_up.red_tulip: #10, 113(1%)
minecraft.picked_up.mangrove_propagule: #10, 243(1%)
minecraft.used.end_stone_bricks: #10, 8(2%)
minecraft.crafted.polished_tuff_wall: #10, 36(1%)
minecraft.mined.smooth_quartz: #10, 146(1%)
minecraft.mined.birch_leaves: #10, 1382(1%)
minecraft.picked_up.pitcher_plant: #10, 24(1%)
minecraft.used.green_concrete: #10, 84(2%)
minecraft.picked_up.cherry_trapdoor: #10, 12(1%)
minecraft.mined.red_bed: #10, 6(1%)
minecraft.dropped.wooden_hoe: #10, 1(3%)
minecraft.dropped.gold_ingot: #10, 116(1%)
minecraft.picked_up.sugar_cane: #10, 5293(1%)
minecraft.mined.pale_hanging_moss: #10, 38(2%)
minecraft.used.andesite_wall: #10, 100(2%)
minecraft.used.spruce_stairs: #11, 850(5%)
minecraft.mined.oak_sapling: #10, 6(1%)
minecraft.mined.light_gray_stained_glass_pane: #10, 5(2%)
minecraft.dropped.oak_trapdoor: #10, 4(1%)
minecraft.used.ominous_bottle: #10, 4(2%)
minecraft.crafted.netherite_boots: #10, 1(2%)
minecraft.mined.black_stained_glass: #10, 67(1%)
minecraft.mined.bamboo_slab: #10, 22(1%)
minecraft.mined.mangrove_wood: #10, 7(2%)
minecraft.mined.cobblestone_wall: #10, 10(1%)
minecraft.picked_up.waxed_oxidized_copper_grate: #10, 23(1%)
minecraft.used.gold_nugget: #10, 19(1%)
minecraft.killed.piglin_brute: #10, 4(2%)
minecraft.used.leaf_litter: #10, 140(1%)
minecraft.used.light_gray_carpet: #10, 122(1%)
minecraft.broken.stone_pickaxe: #10, 1(2%)
minecraft.picked_up.deepslate_brick_wall: #10, 16(1%)
minecraft.used.lime_stained_glass_pane: #10, 56(2%)
minecraft.picked_up.rose_bush: #11, 459(4%)
minecraft.mined.lime_wool: #10, 23(1%)
minecraft.dropped.netherite_sword: #10, 1(1%)
minecraft.used.acacia_fence: #10, 45(1%)
minecraft.used.raw_copper_block: #10, 4(1%)
minecraft.crafted.brown_dye: #10, 170(1%)
minecraft.mined.open_eyeblossom: #10, 5(1%)
minecraft.picked_up.mangrove_fence: #10, 19(1%)
minecraft.used.tuff_wall: #10, 48(1%)
minecraft.picked_up.deepslate_tile_slab: #10, 48(1%)
minecraft.used.cocoa_beans: #10, 190(1%)
minecraft.dropped.sugar_cane: #10, 229(1%)
minecraft.picked_up.polished_blackstone_stairs: #10, 5(1%)
minecraft.picked_up.quartz_pillar: #10, 5(1%)
minecraft.used.sculk_sensor: #10, 11(1%)
minecraft.crafted.cobbled_deepslate_wall: #10, 12(1%)
minecraft.used.black_wool: #10, 288(1%)
minecraft.used.diamond_chestplate: #10, 5(1%)
minecraft.picked_up.stripped_oak_wood: #10, 21(1%)
minecraft.crafted.brown_carpet: #10, 57(1%)
minecraft.mined.closed_eyeblossom: #10, 7(1%)
minecraft.mined.quartz_pillar: #10, 5(1%)
minecraft.dropped.cherry_leaves: #10, 13(1%)
minecraft.mined.fire_coral_fan: #10, 4(1%)
minecraft.dropped.amethyst_block: #10, 7(1%)
minecraft.crafted.birch_button: #10, 4(1%)
minecraft.crafted.light_blue_bed: #10, 1(1%)
minecraft.picked_up.magenta_terracotta: #10, 9(1%)
minecraft.used.diorite_stairs: #10, 7(1%)
minecraft.dropped.enchanted_golden_apple: #10, 1(1%)
minecraft.picked_up.potion: #11, 185(4%)
minecraft.picked_up.dead_tube_coral_block: #10, 13(1%)
minecraft.crafted.nether_brick_slab: #10, 6(1%)
minecraft.used.waxed_exposed_chiseled_copper: #10, 8(1%)
minecraft.dropped.honey_block: #10, 12(1%)
minecraft.used.powder_snow_bucket: #10, 18(1%)
minecraft.picked_up.twisting_vines: #10, 22(1%)
minecraft.used.netherite_sword: #10, 4642(1%)
minecraft.used.jungle_button: #10, 3(1%)
minecraft.dropped.honeycomb: #10, 65(1%)
minecraft.mined.crimson_planks: #10, 7(1%)
minecraft.picked_up.obsidian: #11, 986(4%)
minecraft.dropped.purpur_stairs: #10, 1(1%)
minecraft.mined.cherry_planks: #10, 4(1%)
minecraft.picked_up.closed_eyeblossom: #10, 9(1%)
minecraft.mined.pink_carpet: #10, 1(1%)
minecraft.picked_up.pink_carpet: #10, 2(1%)
minecraft.picked_up.gray_bed: #10, 4(0%)
minecraft.picked_up.torchflower_seeds: #10, 8(0%)
minecraft.dropped.green_wool: #10, 8(0%)
minecraft.mined.blue_orchid: #10, 3(1%)
minecraft.used.birch_wood: #10, 17(0%)
minecraft.used.warped_button: #10, 1(0%)
minecraft.used.amethyst_block: #10, 26(0%)
minecraft.picked_up.bubble_coral: #10, 3(0%)
minecraft.crafted.light_weighted_pressure_plate: #10, 1(0%)
minecraft.mined.gray_bed: #10, 3(0%)
minecraft.mined.light_gray_bed: #10, 6(0%)
minecraft.mined.black_wool: #10, 28(0%)
minecraft.used.gray_bed: #10, 4(0%)
minecraft.mined.cracked_stone_bricks: #10, 8(0%)
minecraft.dropped.lightning_rod: #10, 1(0%)
minecraft.used.green_bed: #10, 2(0%)
minecraft.picked_up.bamboo_fence_gate: #10, 4(0%)
minecraft.mined.spruce_button: #10, 4(0%)
minecraft.dropped.flowering_azalea_leaves: #10, 11(0%)
minecraft.dropped.orange_wool: #10, 1(0%)
minecraft.dropped.seagrass: #10, 1(0%)
minecraft.mined.black_wall_banner: #10, 2(0%)
minecraft.dropped.warped_roots: #10, 4(0%)
minecraft.crafted.pink_terracotta: #10, 32(0%)
minecraft.mined.black_carpet: #10, 8(0%)
minecraft.crafted.polished_blackstone_bricks: #10, 4(0%)
minecraft.picked_up.bamboo_button: #10, 4(0%)
minecraft.crafted.lime_bed: #10, 1(0%)
minecraft.used.crimson_fence: #10, 2(0%)
minecraft.dropped.hay_block: #10, 2(0%)
minecraft.used.spruce_sign: #11, 252(4%)
minecraft.picked_up.purple_carpet: #10, 2(0%)
minecraft.custom.interact_with_anvil: #11, 476(4%)
minecraft.picked_up.blue_orchid: #10, 3(0%)
minecraft.picked_up.honeycomb_block: #10, 1(0%)
minecraft.custom.raid_trigger: #10, 3(0%)
minecraft.crafted.lantern: #11, 305(4%)
minecraft.crafted.spruce_planks: #11, 23843(4%)
minecraft.used.wind_charge: #11, 293(4%)
minecraft.picked_up.diamond_pickaxe: #11, 55(3%)
minecraft.crafted.crafting_table: #11, 175(3%)
minecraft.crafted.barrel: #11, 331(3%)
minecraft.crafted.piston: #11, 575(3%)
minecraft.picked_up.acacia_fence: #11, 29(4%)
minecraft.picked_up.mangrove_log: #11, 1301(3%)
minecraft.used.wooden_pickaxe: #11, 17(3%)
minecraft.used.tuff: #11, 2282(3%)
minecraft.crafted.birch_sign: #11, 45(3%)
minecraft.picked_up.pale_oak_trapdoor: #11, 27(4%)
minecraft.used.polished_tuff_slab: #11, 548(3%)
minecraft.used.cactus: #11, 132(3%)
minecraft.dropped.netherite_pickaxe: #11, 5(3%)
minecraft.picked_up.smooth_basalt: #11, 347(3%)
minecraft.crafted.iron_bars: #11, 960(3%)
minecraft.used.tuff_bricks: #11, 1777(3%)
minecraft.picked_up.dispenser: #11, 109(3%)
minecraft.custom.jump: #12, 441625(4%)
minecraft.picked_up.oak_stairs: #11, 96(3%)
minecraft.mined.cave_vines: #11, 23(3%)
minecraft.dropped.chainmail_chestplate: #11, 3(3%)
minecraft.picked_up.polished_andesite: #11, 166(3%)
minecraft.dropped.egg: #11, 148(2%)
minecraft.used.minecart: #11, 75(2%)
minecraft.picked_up.mangrove_roots: #11, 2088(2%)
minecraft.used.netherite_pickaxe: #11, 172037(3%)
minecraft.used.bamboo_sign: #11, 103(2%)
minecraft.picked_up.iron_helmet: #11, 4(2%)
minecraft.dropped.oak_leaves: #11, 180(2%)
minecraft.picked_up.moss_block: #11, 7647(2%)
minecraft.crafted.bricks: #11, 635(2%)
minecraft.crafted.polished_deepslate: #11, 904(2%)
minecraft.mined.piston_head: #11, 5(3%)
minecraft.picked_up.cyan_terracotta: #11, 227(2%)
minecraft.used.melon: #11, 21(2%)
minecraft.mined.cyan_wool: #11, 53(3%)
minecraft.used.mossy_stone_bricks: #11, 149(2%)
minecraft.picked_up.diamond: #11, 1576(2%)
minecraft.mined.cyan_bed: #11, 24(2%)
minecraft.used.white_concrete_powder: #11, 1987(2%)
minecraft.used.stone_slab: #11, 1336(2%)
minecraft.killed.bat: #11, 4(2%)
minecraft.dropped.ladder: #11, 45(2%)
minecraft.mined.waxed_oxidized_copper_bulb: #11, 4(3%)
minecraft.mined.birch_trapdoor: #11, 10(2%)
minecraft.picked_up.raw_copper_block: #11, 44(2%)
minecraft.mined.powder_snow: #11, 21(3%)
minecraft.picked_up.cyan_bed: #11, 22(2%)
minecraft.dropped.oxeye_daisy: #11, 16(2%)
minecraft.picked_up.spyglass: #11, 3(1%)
minecraft.used.pale_oak_log: #11, 204(2%)
minecraft.mined.green_stained_glass_pane: #11, 10(3%)
minecraft.mined.hay_block: #11, 66(2%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #11, 4(2%)
minecraft.dropped.cooked_chicken: #11, 57(2%)
minecraft.crafted.mossy_stone_bricks: #11, 396(2%)
minecraft.killed_by.creeper: #11, 2(2%)
minecraft.crafted.bread: #11, 436(1%)
minecraft.crafted.mangrove_wood: #11, 132(2%)
minecraft.used.music_disc_cat: #11, 2(2%)
minecraft.picked_up.firefly_bush: #11, 55(2%)
minecraft.crafted.white_terracotta: #11, 132(2%)
minecraft.crafted.mossy_cobblestone_stairs: #11, 4(2%)
minecraft.crafted.light_gray_stained_glass_pane: #11, 176(2%)
minecraft.mined.mangrove_slab: #11, 23(1%)
minecraft.picked_up.stripped_warped_stem: #11, 59(1%)
minecraft.picked_up.pale_hanging_moss: #11, 31(2%)
minecraft.crafted.chiseled_tuff_bricks: #11, 12(1%)
minecraft.mined.jungle_planks: #11, 44(1%)
minecraft.picked_up.warped_roots: #11, 433(1%)
minecraft.used.sea_lantern: #11, 71(1%)
minecraft.used.mud_bricks: #11, 239(1%)
minecraft.crafted.gray_stained_glass_pane: #11, 128(2%)
minecraft.crafted.brick_slab: #11, 10(2%)
minecraft.picked_up.rabbit_hide: #11, 5(2%)
minecraft.picked_up.black_wool: #11, 360(1%)
minecraft.picked_up.red_concrete: #11, 139(1%)
minecraft.dropped.peony: #11, 5(1%)
minecraft.mined.bookshelf: #11, 46(1%)
minecraft.crafted.mossy_cobblestone_wall: #11, 6(2%)
minecraft.picked_up.jungle_slab: #11, 27(1%)
minecraft.dropped.allium: #11, 4(2%)
minecraft.used.red_wool: #11, 64(1%)
minecraft.dropped.minecart: #11, 8(1%)
minecraft.used.enchanted_book: #11, 24(1%)
minecraft.used.oak_leaves: #11, 1033(1%)
minecraft.crafted.smooth_stone_slab: #11, 328(1%)
minecraft.picked_up.crimson_trapdoor: #11, 8(2%)
minecraft.used.ender_pearl: #11, 91(1%)
minecraft.picked_up.lava_bucket: #11, 7(1%)
minecraft.crafted.tinted_glass: #11, 148(1%)
minecraft.picked_up.lime_dye: #11, 13(1%)
minecraft.dropped.shulker_box: #11, 20(1%)
minecraft.crafted.magenta_terracotta: #11, 52(1%)
minecraft.crafted.andesite_wall: #11, 34(1%)
minecraft.used.mud_brick_wall: #11, 105(1%)
minecraft.dropped.acacia_trapdoor: #11, 5(1%)
minecraft.dropped.cherry_planks: #11, 4(1%)
minecraft.crafted.polished_deepslate_stairs: #11, 12(1%)
minecraft.used.cyan_concrete: #11, 34(1%)
minecraft.crafted.brush: #11, 2(1%)
minecraft.crafted.mud_brick_stairs: #11, 8(1%)
minecraft.mined.exposed_copper: #11, 21(1%)
minecraft.picked_up.lily_of_the_valley: #11, 10(1%)
minecraft.crafted.golden_boots: #11, 1(1%)
minecraft.used.dark_oak_sapling: #11, 164(1%)
minecraft.picked_up.crimson_roots: #11, 166(1%)
minecraft.crafted.cyan_concrete_powder: #11, 104(1%)
minecraft.dropped.bamboo: #11, 382(1%)
minecraft.crafted.cooked_porkchop: #11, 14(1%)
minecraft.mined.waxed_chiseled_copper: #11, 5(1%)
minecraft.mined.stripped_dark_oak_wood: #11, 18(1%)
minecraft.picked_up.stripped_dark_oak_wood: #11, 16(1%)
minecraft.picked_up.warped_fungus: #11, 65(1%)
minecraft.picked_up.gunpowder: #11, 889(0%)
minecraft.dropped.glass: #11, 168(1%)
minecraft.mined.acacia_stairs: #11, 4(1%)
minecraft.dropped.iron_trapdoor: #11, 2(1%)
minecraft.picked_up.light_blue_bed: #11, 3(1%)
minecraft.dropped.waxed_chiseled_copper: #11, 1(1%)
minecraft.dropped.sandstone: #11, 50(1%)
minecraft.mined.oxidized_copper_grate: #11, 11(1%)
minecraft.crafted.acacia_stairs: #11, 16(1%)
minecraft.dropped.black_concrete: #11, 4(1%)
minecraft.crafted.oak_boat: #11, 8(0%)
minecraft.crafted.jungle_button: #11, 4(1%)
minecraft.used.cyan_dye: #11, 2(1%)
minecraft.used.stripped_acacia_wood: #11, 5(1%)
minecraft.mined.red_glazed_terracotta: #11, 2(1%)
minecraft.used.pale_hanging_moss: #11, 12(1%)
minecraft.crafted.crimson_hyphae: #11, 6(1%)
minecraft.crafted.diorite_slab: #11, 12(1%)
minecraft.used.water_bucket: #12, 2481(4%)
minecraft.used.stripped_mangrove_log: #11, 43(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #11, 23(0%)
minecraft.picked_up.light_gray_bed: #11, 6(0%)
minecraft.mined.bubble_coral: #11, 3(0%)
minecraft.dropped.white_shulker_box: #11, 1(0%)
minecraft.picked_up.black_banner: #11, 4(0%)
minecraft.used.waxed_weathered_copper_trapdoor: #11, 6(0%)
minecraft.mined.purple_wool: #11, 2(0%)
minecraft.dropped.yellow_wool: #11, 10(0%)
minecraft.killed.villager: #11, 1(0%)
minecraft.picked_up.quartz_slab: #11, 13(0%)
minecraft.used.crimson_hyphae: #11, 6(0%)
minecraft.mined.cyan_stained_glass: #11, 3(0%)
minecraft.mined.weathered_cut_copper: #11, 1(0%)
minecraft.dropped.end_stone_bricks: #11, 2(0%)
minecraft.used.stripped_oak_wood: #11, 8(0%)
minecraft.picked_up.weathered_cut_copper: #11, 1(0%)
minecraft.used.yellow_candle: #11, 2(0%)
minecraft.mined.suspicious_gravel: #11, 2(0%)
minecraft.dropped.muddy_mangrove_roots: #11, 1(0%)
minecraft.mined.crimson_slab: #11, 1(0%)
minecraft.mined.yellow_carpet: #11, 2(0%)
minecraft.dropped.purpur_pillar: #11, 2(0%)
minecraft.mined.bubble_coral_wall_fan: #11, 5(0%)
minecraft.picked_up.bubble_coral_fan: #11, 6(0%)
minecraft.dropped.armadillo_scute: #11, 12(0%)
minecraft.picked_up.crimson_slab: #11, 1(0%)
minecraft.used.tropical_fish_bucket: #11, 1(0%)
minecraft.mined.stripped_crimson_stem: #11, 2(0%)
minecraft.dropped.sugar: #11, 21(0%)
minecraft.dropped.glowstone_dust: #11, 4(0%)
minecraft.picked_up.lime_carpet: #11, 2(0%)
minecraft.picked_up.exposed_copper: #11, 21(0%)
minecraft.used.waxed_weathered_cut_copper: #11, 1(0%)
minecraft.used.crimson_slab: #11, 1(0%)
minecraft.crafted.spruce_trapdoor: #12, 1988(4%)
minecraft.picked_up.golden_carrot: #12, 1504(2%)
minecraft.used.torch: #12, 6384(3%)
minecraft.dropped.stone: #12, 8592(3%)
minecraft.picked_up.shield: #12, 13(3%)
minecraft.picked_up.iron_nugget: #12, 289(3%)
minecraft.picked_up.powered_rail: #12, 376(3%)
minecraft.picked_up.diamond_sword: #12, 37(3%)
minecraft.killed.wandering_trader: #12, 6(3%)
minecraft.dropped.diamond_pickaxe: #12, 13(3%)
minecraft.picked_up.mangrove_stairs: #12, 41(4%)
minecraft.crafted.ladder: #12, 354(3%)
minecraft.used.dispenser: #12, 143(3%)
minecraft.mined.spruce_wall_sign: #12, 15(3%)
minecraft.mined.cornflower: #12, 53(3%)
minecraft.dropped.obsidian: #12, 51(3%)
minecraft.crafted.netherite_ingot: #12, 11(3%)
minecraft.used.ladder: #12, 316(3%)
minecraft.mined.cyan_terracotta: #12, 225(3%)
minecraft.used.snowball: #12, 130(2%)
minecraft.used.iron_trapdoor: #12, 247(2%)
minecraft.mined.acacia_log: #12, 1087(2%)
minecraft.picked_up.acacia_log: #12, 1145(2%)
minecraft.used.mossy_cobblestone: #12, 261(3%)
minecraft.mined.iron_trapdoor: #12, 34(3%)
minecraft.mined.cave_vines_plant: #12, 10(3%)
minecraft.crafted.diamond_sword: #12, 4(2%)
minecraft.picked_up.baked_potato: #12, 234(2%)
minecraft.picked_up.pale_oak_log: #12, 1144(3%)
minecraft.custom.inspect_dispenser: #12, 616(2%)
minecraft.picked_up.oak_sapling: #12, 765(2%)
minecraft.used.enchanting_table: #12, 2(3%)
minecraft.crafted.warped_trapdoor: #12, 64(3%)
minecraft.used.trial_key: #12, 22(2%)
minecraft.mined.oak_trapdoor: #12, 37(2%)
minecraft.mined.pale_oak_log: #12, 976(2%)
minecraft.picked_up.red_wool: #12, 137(2%)
minecraft.picked_up.birch_button: #12, 5(2%)
minecraft.mined.deepslate: #12, 15348(2%)
minecraft.used.redstone_lamp: #12, 48(2%)
minecraft.killed.enderman: #12, 17394(2%)
minecraft.dropped.spyglass: #12, 2(2%)
minecraft.crafted.acacia_sign: #12, 18(2%)
minecraft.used.orange_bed: #12, 5(2%)
minecraft.picked_up.cooked_porkchop: #12, 241(1%)
minecraft.crafted.white_concrete_powder: #12, 2128(2%)
minecraft.picked_up.sandstone: #12, 2628(2%)
minecraft.picked_up.chainmail_helmet: #12, 2(2%)
minecraft.picked_up.iron_axe: #12, 8(2%)
minecraft.picked_up.dropper: #12, 56(2%)
minecraft.picked_up.crossbow: #12, 21(2%)
minecraft.picked_up.enchanted_golden_apple: #12, 9(2%)
minecraft.picked_up.trial_key: #12, 24(2%)
minecraft.crafted.brown_wool: #12, 58(2%)
minecraft.picked_up.polished_tuff_wall: #12, 55(2%)
minecraft.used.mace: #12, 253(1%)
minecraft.mined.cherry_log: #12, 388(2%)
minecraft.crafted.mud_bricks: #12, 452(2%)
minecraft.picked_up.dark_oak_door: #12, 3(2%)
minecraft.crafted.mangrove_stairs: #12, 72(1%)
minecraft.crafted.note_block: #12, 77(1%)
minecraft.picked_up.pink_dye: #12, 9(1%)
minecraft.custom.open_chest: #13, 29204(3%)
minecraft.mined.waxed_copper_grate: #12, 50(2%)
minecraft.picked_up.iron_hoe: #12, 1(2%)
minecraft.used.candle: #12, 9(2%)
minecraft.crafted.jungle_fence: #12, 66(1%)
minecraft.mined.orange_terracotta: #12, 580(1%)
minecraft.picked_up.acacia_sapling: #12, 257(1%)
minecraft.dropped.oak_boat: #12, 3(1%)
minecraft.custom.aviate_one_cm: #13, 546246275(3%)
minecraft.used.mangrove_slab: #12, 155(1%)
minecraft.picked_up.sweet_berries: #12, 276(1%)
minecraft.picked_up.pale_oak_sapling: #12, 106(1%)
minecraft.picked_up.deepslate_tiles: #12, 181(1%)
minecraft.mined.pale_moss_carpet: #12, 25(1%)
minecraft.used.paper: #12, 7(1%)
minecraft.crafted.lead: #12, 32(1%)
minecraft.picked_up.waxed_exposed_copper_bulb: #12, 4(2%)
minecraft.used.red_terracotta: #12, 261(1%)
minecraft.mined.nether_sprouts: #12, 72(1%)
minecraft.used.polished_andesite_slab: #12, 98(2%)
minecraft.used.mangrove_leaves: #12, 299(1%)
minecraft.mined.waxed_exposed_copper_bulb: #12, 4(2%)
minecraft.used.acacia_sign: #12, 10(1%)
minecraft.mined.pale_moss_block: #12, 144(1%)
minecraft.dropped.slime_ball: #12, 148(1%)
minecraft.mined.gray_concrete_powder: #12, 19(2%)
minecraft.mined.pitcher_plant: #12, 2(1%)
minecraft.mined.oak_door: #12, 2(1%)
minecraft.mined.mud_brick_slab: #12, 10(1%)
minecraft.crafted.acacia_fence: #12, 45(1%)
minecraft.crafted.fishing_rod: #12, 4(1%)
minecraft.picked_up.mud_brick_slab: #12, 16(1%)
minecraft.picked_up.torchflower: #12, 17(1%)
minecraft.used.smooth_basalt: #12, 183(1%)
minecraft.crafted.light_gray_carpet: #12, 126(1%)
minecraft.used.diamond_sword: #12, 6908(1%)
minecraft.dropped.waxed_copper_grate: #12, 4(1%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #12, 13(1%)
minecraft.used.stone_sword: #12, 91(1%)
minecraft.killed.vex: #12, 3(1%)
minecraft.crafted.smooth_quartz: #12, 192(1%)
minecraft.mined.twisting_vines_plant: #12, 4(1%)
minecraft.dropped.glass_bottle: #12, 138(1%)
minecraft.picked_up.waxed_copper_grate: #12, 23(1%)
minecraft.crafted.lime_terracotta: #12, 128(1%)
minecraft.used.spore_blossom: #12, 3(1%)
minecraft.picked_up.light_gray_terracotta: #12, 161(1%)
minecraft.picked_up.green_wool: #12, 185(1%)
minecraft.crafted.copper_door: #12, 3(1%)
minecraft.crafted.fermented_spider_eye: #12, 31(1%)
minecraft.used.smooth_sandstone_slab: #12, 57(1%)
minecraft.mined.pink_concrete: #12, 55(1%)
minecraft.dropped.coarse_dirt: #12, 19(1%)
minecraft.picked_up.pumpkin_pie: #12, 6(1%)
minecraft.crafted.purple_terracotta: #12, 64(1%)
minecraft.used.waxed_oxidized_cut_copper: #12, 47(1%)
minecraft.custom.eat_cake_slice: #12, 3(1%)
minecraft.dropped.cobblestone_slab: #12, 11(1%)
minecraft.crafted.andesite_slab: #12, 34(1%)
minecraft.used.oxidized_cut_copper_stairs: #12, 28(1%)
minecraft.mined.spore_blossom: #12, 4(1%)
minecraft.picked_up.lime_concrete: #12, 28(1%)
minecraft.used.cobbled_deepslate_wall: #12, 28(1%)
minecraft.picked_up.waxed_chiseled_copper: #12, 4(1%)
minecraft.dropped.magenta_dye: #12, 5(1%)
minecraft.used.bamboo_slab: #12, 67(1%)
minecraft.dropped.waxed_oxidized_copper_grate: #12, 1(1%)
minecraft.used.acacia_log: #12, 79(0%)
minecraft.picked_up.crimson_planks: #12, 8(1%)
minecraft.used.warped_sign: #12, 5(1%)
minecraft.used.white_tulip: #12, 1(1%)
minecraft.picked_up.stripped_acacia_log: #12, 40(0%)
minecraft.used.sand: #12, 1400(0%)
minecraft.used.porkchop: #12, 1(1%)
minecraft.dropped.lily_of_the_valley: #12, 1(1%)
minecraft.picked_up.daylight_detector: #12, 2(1%)
minecraft.mined.exposed_copper_grate: #12, 1(1%)
minecraft.used.fire_coral_block: #12, 7(1%)
minecraft.used.black_banner: #12, 5(0%)
minecraft.used.light_blue_stained_glass: #12, 103(0%)
minecraft.killed.silverfish: #12, 307(0%)
minecraft.picked_up.bamboo_slab: #12, 24(0%)
minecraft.dropped.spruce_button: #12, 2(1%)
minecraft.used.pink_dye: #12, 1(1%)
minecraft.used.chiseled_stone_bricks: #12, 11(0%)
minecraft.dropped.repeater: #12, 5(0%)
minecraft.dropped.white_stained_glass: #12, 2(0%)
minecraft.used.lime_wool: #12, 24(0%)
minecraft.used.crimson_trapdoor: #12, 8(0%)
minecraft.crafted.waxed_oxidized_copper_grate: #12, 2(0%)
minecraft.crafted.slime_ball: #12, 171(0%)
minecraft.mined.brain_coral_fan: #12, 2(0%)
minecraft.picked_up.spruce_button: #12, 10(0%)
minecraft.mined.cut_copper: #12, 2(0%)
minecraft.mined.black_bed: #12, 2(0%)
minecraft.dropped.light_gray_stained_glass_pane: #12, 1(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #12, 15(0%)
minecraft.used.blackstone_slab: #12, 15(0%)
minecraft.dropped.slime_block: #12, 8(0%)
minecraft.used.brick_slab: #12, 7(0%)
minecraft.picked_up.waxed_cut_copper: #12, 4(0%)
minecraft.picked_up.gray_concrete_powder: #12, 35(0%)
minecraft.picked_up.horn_coral_fan: #12, 5(0%)
minecraft.used.brush: #12, 4(0%)
minecraft.mined.bubble_coral_fan: #12, 1(0%)
minecraft.dropped.pitcher_pod: #12, 3(0%)
minecraft.used.polished_blackstone_slab: #12, 6(0%)
minecraft.mined.black_terracotta: #12, 6(0%)
minecraft.mined.horn_coral: #12, 1(0%)
minecraft.mined.sponge: #12, 11(0%)
minecraft.picked_up.black_terracotta: #12, 6(0%)
minecraft.used.raw_iron_block: #12, 2(0%)
minecraft.dropped.chiseled_stone_bricks: #12, 2(0%)
minecraft.mined.pitcher_crop: #12, 1(0%)
minecraft.used.polished_diorite_slab: #12, 1(0%)
minecraft.dropped.nether_brick: #12, 2(0%)
minecraft.used.spruce_button: #12, 19(0%)
minecraft.dropped.chorus_fruit: #12, 1(0%)
minecraft.dropped.bamboo_button: #12, 1(0%)
minecraft.used.purple_carpet: #12, 1(0%)
minecraft.custom.raid_win: #12, 1(0%)
minecraft.mined.chest: #13, 638(4%)
minecraft.picked_up.quartz: #13, 2690(4%)
minecraft.picked_up.diorite: #13, 9094(3%)
minecraft.dropped.scaffolding: #13, 355(4%)
minecraft.picked_up.iron_leggings: #13, 7(3%)
minecraft.used.chest: #13, 1201(3%)
minecraft.crafted.stick: #13, 13394(3%)
minecraft.used.stone: #13, 24685(3%)
minecraft.picked_up.torch: #13, 3451(3%)
minecraft.picked_up.hopper: #13, 350(3%)
minecraft.picked_up.diamond_helmet: #13, 13(2%)
minecraft.used.iron_bars: #13, 660(3%)
minecraft.mined.lantern: #13, 43(3%)
minecraft.mined.carrots: #13, 272(2%)
minecraft.used.oak_boat: #13, 34(3%)
minecraft.mined.iron_block: #13, 1012(3%)
minecraft.mined.wall_torch: #13, 280(2%)
minecraft.used.tuff_brick_wall: #13, 64(3%)
minecraft.mined.hopper: #13, 250(2%)
minecraft.picked_up.redstone: #13, 6599(2%)
minecraft.picked_up.redstone_torch: #13, 229(2%)
minecraft.broken.iron_axe: #13, 2(3%)
minecraft.mined.iron_bars: #13, 95(2%)
minecraft.crafted.bone_block: #13, 1403(2%)
minecraft.mined.bone_block: #13, 156(2%)
minecraft.mined.repeater: #13, 109(2%)
minecraft.picked_up.oak_trapdoor: #13, 57(2%)
minecraft.mined.mangrove_leaves: #13, 3869(2%)
minecraft.picked_up.minecart: #13, 80(2%)
minecraft.mined.mud: #13, 5043(2%)
minecraft.used.written_book: #13, 102(2%)
minecraft.dropped.wooden_pickaxe: #13, 1(3%)
minecraft.crafted.minecart: #13, 76(2%)
minecraft.used.grindstone: #13, 48(2%)
minecraft.crafted.writable_book: #13, 26(2%)
minecraft.crafted.acacia_planks: #13, 1152(2%)
minecraft.mined.rooted_dirt: #13, 357(2%)
minecraft.picked_up.lever: #13, 165(2%)
minecraft.crafted.cooked_beef: #13, 236(2%)
minecraft.crafted.chiseled_bookshelf: #13, 65(2%)
minecraft.mined.kelp_plant: #13, 129(2%)
minecraft.picked_up.cyan_wool: #13, 180(2%)
minecraft.picked_up.phantom_membrane: #13, 32(2%)
minecraft.mined.warped_roots: #13, 132(2%)
minecraft.crafted.oak_slab: #13, 558(2%)
minecraft.used.oxidized_copper_door: #13, 2(3%)
minecraft.used.sticky_piston: #13, 141(1%)
minecraft.picked_up.cobbled_deepslate: #13, 11950(1%)
minecraft.used.muddy_mangrove_roots: #13, 169(2%)
minecraft.used.birch_planks: #13, 205(1%)
minecraft.dropped.snowball: #13, 60(1%)
minecraft.picked_up.mud: #13, 2597(1%)
minecraft.picked_up.blaze_rod: #13, 197(1%)
minecraft.picked_up.cherry_log: #13, 393(1%)
minecraft.picked_up.coarse_dirt: #13, 286(1%)
minecraft.crafted.mangrove_trapdoor: #13, 56(1%)
minecraft.crafted.sticky_piston: #13, 92(1%)
minecraft.mined.sandstone: #13, 1601(1%)
minecraft.used.baked_potato: #13, 79(1%)
