stat, rank, value, (percentage) 
minecraft.mined.orange_concrete: #9, 115(1%)
minecraft.crafted.brown_shulker_box: #9, 3(1%)
minecraft.picked_up.bamboo_fence_gate: #9, 11(1%)
minecraft.dropped.end_stone: #9, 11(1%)
minecraft.used.red_stained_glass_pane: #9, 26(1%)
minecraft.picked_up.jungle_fence_gate: #9, 2(1%)
minecraft.dropped.stripped_spruce_wood: #9, 1(1%)
minecraft.dropped.polished_basalt: #9, 2(1%)
minecraft.used.snow_block: #9, 921(0%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #9, 2(1%)
minecraft.picked_up.spruce_slab: #10, 664(4%)
minecraft.crafted.purple_stained_glass_pane: #9, 32(1%)
minecraft.crafted.jack_o_lantern: #9, 12(1%)
minecraft.dropped.tuff_brick_slab: #9, 4(1%)
minecraft.crafted.tuff_stairs: #9, 4(1%)
minecraft.killed.snow_golem: #9, 1(1%)
minecraft.crafted.waxed_weathered_copper_trapdoor: #9, 8(1%)
minecraft.picked_up.waxed_exposed_chiseled_copper: #9, 1(1%)
minecraft.crafted.waxed_copper_bulb: #9, 9(1%)
minecraft.mined.waxed_weathered_copper: #9, 4(1%)
minecraft.dropped.nether_wart_block: #9, 4(0%)
minecraft.used.slime_ball: #9, 46(0%)
minecraft.dropped.cracked_stone_bricks: #9, 24(0%)
minecraft.crafted.blue_banner: #9, 1(0%)
minecraft.mined.sandstone_slab: #9, 3(0%)
minecraft.picked_up.waxed_exposed_copper: #9, 7(0%)
minecraft.picked_up.black_carpet: #9, 56(0%)
minecraft.picked_up.diorite_stairs: #9, 1(0%)
minecraft.dropped.torchflower_seeds: #9, 5(0%)
minecraft.mined.red_concrete_powder: #9, 1(0%)
minecraft.picked_up.blackstone_wall: #9, 1(0%)
minecraft.dropped.sculk: #9, 7(0%)
minecraft.mined.smooth_red_sandstone_stairs: #9, 1(0%)
minecraft.picked_up.netherrack: #10, 12256(4%)
minecraft.mined.oxidized_cut_copper: #9, 5(0%)
minecraft.picked_up.waxed_weathered_copper: #9, 4(0%)
minecraft.picked_up.oxidized_cut_copper: #9, 5(0%)
minecraft.mined.cracked_deepslate_tiles: #9, 1(0%)
minecraft.crafted.brown_stained_glass: #9, 16(0%)
minecraft.dropped.glow_lichen: #9, 7(0%)
minecraft.picked_up.dead_horn_coral_block: #9, 2(0%)
minecraft.picked_up.pink_stained_glass: #9, 1(0%)
minecraft.mined.dead_horn_coral_block: #9, 1(0%)
minecraft.picked_up.cracked_deepslate_tiles: #9, 1(0%)
minecraft.used.brown_stained_glass: #9, 5(0%)
minecraft.used.blue_carpet: #9, 2(0%)
minecraft.dropped.prismarine_bricks: #9, 1(0%)
minecraft.crafted.air: #9, 0(0%)
minecraft.picked_up.cyan_shulker_box: #10, 165(3%)
minecraft.mined.cyan_shulker_box: #10, 165(3%)
minecraft.killed_by.zombie: #10, 14(4%)
minecraft.picked_up.carved_pumpkin: #10, 293(3%)
minecraft.used.cyan_shulker_box: #10, 168(3%)
minecraft.used.oak_fence: #10, 256(4%)
minecraft.used.polished_tuff_wall: #10, 467(4%)
minecraft.mined.lantern: #10, 55(3%)
minecraft.picked_up.acacia_fence: #10, 31(4%)
minecraft.picked_up.chicken: #10, 290(3%)
minecraft.picked_up.chain: #10, 203(3%)
minecraft.crafted.iron_helmet: #10, 5(3%)
minecraft.dropped.chainmail_leggings: #10, 4(4%)
minecraft.mined.fire: #10, 539(3%)
minecraft.used.chipped_anvil: #10, 10(3%)
minecraft.crafted.wheat: #10, 3469(4%)
minecraft.picked_up.oak_door: #10, 11(3%)
minecraft.mined.oxeye_daisy: #10, 45(3%)
minecraft.picked_up.pumpkin: #10, 2519(3%)
minecraft.mined.cornflower: #10, 59(3%)
minecraft.crafted.cooked_beef: #10, 406(3%)
minecraft.killed.cow: #10, 339(3%)
minecraft.dropped.spruce_log: #10, 160(3%)
minecraft.picked_up.leather: #10, 1133(3%)
minecraft.picked_up.golden_boots: #10, 20(3%)
minecraft.mined.wheat: #10, 5057(3%)
minecraft.mined.calcite: #10, 1025(3%)
minecraft.dropped.spruce_trapdoor: #10, 86(4%)
minecraft.used.tuff_bricks: #10, 1824(3%)
minecraft.used.green_terracotta: #10, 232(4%)
minecraft.used.cake: #10, 4(4%)
minecraft.crafted.polished_deepslate_slab: #10, 114(3%)
minecraft.crafted.lectern: #10, 64(3%)
minecraft.picked_up.spruce_sapling: #10, 1013(3%)
minecraft.picked_up.iron_ore: #10, 484(3%)
minecraft.killed.zombie_villager: #10, 7(2%)
minecraft.picked_up.egg: #10, 547(2%)
minecraft.mined.iron_trapdoor: #10, 36(3%)
minecraft.picked_up.sea_pickle: #10, 297(2%)
minecraft.picked_up.warped_wart_block: #10, 762(3%)
minecraft.dropped.bundle: #10, 4(3%)
minecraft.used.melon_seeds: #10, 40(3%)
minecraft.mined.leaf_litter: #10, 52(3%)
minecraft.used.bamboo_planks: #10, 384(3%)
minecraft.crafted.iron_leggings: #10, 4(3%)
minecraft.dropped.grass_block: #10, 1156(2%)
minecraft.crafted.golden_helmet: #10, 3(3%)
minecraft.crafted.coarse_dirt: #10, 2288(3%)
minecraft.mined.snow_block: #10, 691(3%)
minecraft.used.black_shulker_box: #10, 127(3%)
minecraft.dropped.chainmail_helmet: #10, 3(4%)
minecraft.used.glow_item_frame: #10, 96(3%)
minecraft.used.potion: #10, 893(2%)
minecraft.mined.black_shulker_box: #10, 124(3%)
minecraft.dropped.iron_bars: #10, 88(3%)
minecraft.picked_up.black_shulker_box: #10, 124(3%)
minecraft.picked_up.deepslate_redstone_ore: #10, 519(2%)
minecraft.picked_up.stone_bricks: #10, 995(2%)
minecraft.mined.raw_copper_block: #10, 6(3%)
minecraft.picked_up.orange_bed: #10, 6(3%)
minecraft.mined.red_mushroom: #10, 17(3%)
minecraft.picked_up.yellow_terracotta: #10, 366(2%)
minecraft.mined.red_concrete: #10, 266(2%)
minecraft.used.blackstone: #10, 589(2%)
minecraft.dropped.waxed_copper_grate: #10, 11(3%)
minecraft.picked_up.heavy_core: #10, 3(3%)
minecraft.mined.birch_wall_sign: #10, 8(3%)
minecraft.killed.iron_golem: #10, 10(2%)
minecraft.mined.potted_dead_bush: #10, 1(4%)
minecraft.mined.crimson_roots: #10, 101(2%)
minecraft.mined.deepslate_bricks: #10, 168(2%)
minecraft.mined.spruce_wood: #10, 28(2%)
minecraft.picked_up.pink_tulip: #10, 70(2%)
minecraft.picked_up.granite_stairs: #10, 4(3%)
minecraft.mined.brick_stairs: #10, 7(3%)
minecraft.used.diamond_sword: #10, 15696(1%)
minecraft.picked_up.glow_item_frame: #10, 59(2%)
minecraft.picked_up.cobbled_deepslate: #10, 13718(2%)
minecraft.picked_up.stone_sword: #10, 21(2%)
minecraft.picked_up.glow_lichen: #10, 927(2%)
minecraft.mined.twisting_vines_plant: #10, 10(3%)
minecraft.crafted.stone_brick_wall: #10, 58(2%)
minecraft.dropped.slime_ball: #10, 237(2%)
minecraft.picked_up.ominous_trial_key: #10, 21(2%)
minecraft.dropped.dandelion: #10, 73(2%)
minecraft.crafted.spyglass: #10, 2(2%)
minecraft.picked_up.pale_oak_sapling: #10, 142(2%)
minecraft.used.light_gray_concrete: #10, 177(2%)
minecraft.crafted.birch_hanging_sign: #10, 6(3%)
minecraft.picked_up.orange_tulip: #10, 121(2%)
minecraft.crafted.clock: #10, 3(2%)
minecraft.used.candle: #10, 10(2%)
minecraft.used.white_carpet: #10, 103(1%)
minecraft.mined.oak_door: #10, 3(2%)
minecraft.dropped.brick: #10, 98(2%)
minecraft.picked_up.cooked_chicken: #10, 131(1%)
minecraft.used.cyan_terracotta: #10, 1142(1%)
minecraft.used.copper_door: #10, 6(2%)
minecraft.picked_up.flow_banner_pattern: #10, 3(2%)
minecraft.dropped.writable_book: #10, 6(1%)
minecraft.picked_up.spruce_pressure_plate: #10, 4(2%)
minecraft.crafted.lead: #10, 36(1%)
minecraft.used.acacia_slab: #10, 82(2%)
minecraft.killed.endermite: #10, 3(1%)
minecraft.dropped.mangrove_slab: #10, 8(2%)
minecraft.dropped.cornflower: #10, 13(1%)
minecraft.used.red_bed: #10, 7(1%)
minecraft.picked_up.weeping_vines: #10, 70(1%)
minecraft.used.stripped_warped_stem: #10, 38(1%)
minecraft.crafted.jungle_button: #10, 10(2%)
minecraft.killed_by.player: #11, 88(3%)
minecraft.mined.crimson_wall_sign: #10, 1(2%)
minecraft.crafted.stone_sword: #10, 4(1%)
minecraft.picked_up.spruce_hanging_sign: #10, 4(1%)
minecraft.used.magenta_shulker_box: #10, 22(1%)
minecraft.mined.warped_slab: #10, 14(1%)
minecraft.mined.magenta_shulker_box: #10, 21(1%)
minecraft.dropped.black_dye: #10, 5(1%)
minecraft.picked_up.magenta_shulker_box: #10, 21(1%)
minecraft.picked_up.crimson_fungus: #10, 43(1%)
minecraft.crafted.white_carpet: #10, 84(1%)
minecraft.picked_up.orange_banner: #10, 2(1%)
minecraft.dropped.spruce_boat: #10, 1(2%)
minecraft.picked_up.netherite_upgrade_smithing_template: #10, 1(1%)
minecraft.dropped.jungle_log: #10, 22(1%)
minecraft.crafted.andesite_wall: #10, 36(1%)
minecraft.used.gray_terracotta: #10, 55(2%)
minecraft.used.quartz_stairs: #10, 76(1%)
minecraft.used.black_banner: #10, 13(1%)
minecraft.used.mangrove_button: #10, 2(1%)
minecraft.picked_up.mud_bricks: #10, 60(1%)
minecraft.dropped.deepslate_redstone_ore: #10, 9(1%)
minecraft.picked_up.oxidized_chiseled_copper: #10, 2(1%)
minecraft.picked_up.gunpowder: #10, 1255(1%)
minecraft.picked_up.stone_brick_wall: #10, 12(1%)
minecraft.picked_up.blue_ice: #10, 53(1%)
minecraft.used.blue_concrete_powder: #10, 56(1%)
minecraft.mined.bamboo_fence_gate: #10, 3(1%)
minecraft.picked_up.diorite_slab: #10, 10(1%)
minecraft.mined.soul_campfire: #10, 1(2%)
minecraft.dropped.chicken: #10, 29(1%)
minecraft.killed.wither_skeleton: #10, 175(1%)
minecraft.used.soul_lantern: #10, 19(1%)
minecraft.picked_up.mangrove_hanging_sign: #10, 1(1%)
minecraft.picked_up.copper_door: #10, 2(1%)
minecraft.crafted.glistering_melon_slice: #10, 14(1%)
minecraft.custom.tune_noteblock: #10, 1988(0%)
minecraft.picked_up.diorite_wall: #10, 6(1%)
minecraft.dropped.elytra: #11, 11(4%)
minecraft.mined.daylight_detector: #10, 2(1%)
minecraft.picked_up.soul_lantern: #10, 15(1%)
minecraft.dropped.white_carpet: #10, 5(1%)
minecraft.mined.emerald_block: #10, 43(1%)
minecraft.crafted.oak_hanging_sign: #10, 6(1%)
minecraft.used.oxidized_copper_bulb: #10, 5(1%)
minecraft.picked_up.verdant_froglight: #10, 283(1%)
minecraft.crafted.andesite_stairs: #10, 8(1%)
minecraft.picked_up.green_concrete: #10, 32(1%)
minecraft.used.brain_coral_fan: #10, 3(1%)
minecraft.killed.elder_guardian: #10, 1(1%)
minecraft.used.totem_of_undying: #10, 2(1%)
minecraft.dropped.mangrove_planks: #10, 4(1%)
minecraft.crafted.blue_concrete_powder: #10, 56(1%)
minecraft.mined.waxed_weathered_cut_copper_slab: #10, 2(1%)
minecraft.used.polished_diorite_slab: #10, 12(1%)
minecraft.crafted.chiseled_deepslate: #10, 1(1%)
minecraft.crafted.orange_concrete_powder: #10, 112(0%)
minecraft.picked_up.black_banner: #10, 5(1%)
minecraft.picked_up.waxed_weathered_copper_grate: #10, 2(1%)
minecraft.used.waxed_weathered_copper_trapdoor: #10, 7(1%)
minecraft.used.smooth_red_sandstone_slab: #10, 17(1%)
minecraft.crafted.clay: #10, 16(0%)
minecraft.mined.diorite_stairs: #10, 1(1%)
minecraft.used.torch: #11, 8051(4%)
minecraft.used.warped_hanging_sign: #10, 1(1%)
minecraft.crafted.light_gray_bed: #10, 1(0%)
minecraft.dropped.yellow_terracotta: #10, 2(0%)
minecraft.mined.sandstone_wall: #10, 1(0%)
minecraft.mined.brown_concrete_powder: #10, 3(0%)
minecraft.mined.cherry_fence: #10, 1(0%)
minecraft.crafted.oxidized_copper_bulb: #10, 4(0%)
minecraft.picked_up.waxed_oxidized_chiseled_copper: #10, 1(0%)
minecraft.dropped.blue_wool: #10, 1(0%)
minecraft.dropped.pitcher_pod: #10, 4(0%)
minecraft.used.stripped_birch_wood: #10, 11(0%)
minecraft.used.red_glazed_terracotta: #10, 3(0%)
minecraft.used.fern: #10, 26(0%)
minecraft.picked_up.sandstone_slab: #10, 2(0%)
minecraft.dropped.crimson_roots: #10, 2(0%)
minecraft.picked_up.nether_sprouts: #10, 7(0%)
minecraft.mined.smooth_red_sandstone: #10, 1(0%)
minecraft.crafted.blue_carpet: #10, 3(0%)
minecraft.dropped.ochre_froglight: #10, 3(0%)
minecraft.custom.walk_under_water_one_cm: #12, 11724378(4%)
minecraft.used.stonecutter: #11, 61(4%)
minecraft.picked_up.furnace: #11, 124(4%)
minecraft.mined.grindstone: #11, 25(4%)
minecraft.crafted.leather_chestplate: #11, 77(4%)
minecraft.used.dirt: #11, 29611(3%)
minecraft.custom.happy_ghast_one_cm: #11, 755513(3%)
minecraft.picked_up.chainmail_leggings: #11, 5(4%)
minecraft.used.oak_boat: #11, 45(3%)
minecraft.mined.chipped_anvil: #11, 12(3%)
minecraft.picked_up.lantern: #11, 150(3%)
minecraft.crafted.diamond_shovel: #11, 8(3%)
minecraft.crafted.oak_planks: #11, 10872(3%)
minecraft.used.spruce_trapdoor: #11, 1947(3%)
minecraft.picked_up.music_disc_cat: #11, 12(4%)
minecraft.mined.iron_block: #11, 1265(3%)
minecraft.picked_up.golden_chestplate: #11, 15(3%)
minecraft.mined.jukebox: #11, 14(3%)
minecraft.used.iron_hoe: #11, 221(4%)
minecraft.picked_up.diamond_sword: #11, 38(3%)
minecraft.mined.dandelion: #11, 212(3%)
minecraft.mined.pink_shulker_box: #11, 103(3%)
minecraft.picked_up.pink_shulker_box: #11, 104(3%)
minecraft.mined.dark_oak_stairs: #11, 48(3%)
minecraft.picked_up.oak_boat: #11, 48(3%)
minecraft.used.pink_shulker_box: #11, 104(3%)
minecraft.mined.oak_trapdoor: #11, 51(3%)
minecraft.crafted.cyan_shulker_box: #11, 5(3%)
minecraft.used.oak_fence_gate: #11, 28(3%)
minecraft.picked_up.light_gray_wool: #11, 170(3%)
minecraft.used.composter: #11, 200(3%)
minecraft.picked_up.magma_block: #11, 1017(3%)
minecraft.dropped.lapis_ore: #11, 7(3%)
minecraft.picked_up.jukebox: #11, 15(3%)
minecraft.custom.horse_one_cm: #11, 18342907(2%)
minecraft.picked_up.saddle: #11, 19(2%)
minecraft.mined.warped_stem: #11, 450(2%)
minecraft.crafted.ender_chest: #11, 27(3%)
minecraft.dropped.iron_leggings: #11, 4(2%)
minecraft.mined.magma_block: #11, 933(2%)
minecraft.used.stone_pickaxe: #11, 239(2%)
minecraft.mined.end_rod: #11, 138(2%)
minecraft.picked_up.bundle: #11, 9(2%)
minecraft.custom.interact_with_brewingstand: #11, 328(2%)
minecraft.mined.white_wool: #11, 77(2%)
minecraft.crafted.glow_item_frame: #11, 98(3%)
minecraft.used.stripped_birch_log: #11, 115(3%)
minecraft.mined.spruce_leaves: #11, 1659(2%)
minecraft.killed.chicken: #11, 121(2%)
minecraft.picked_up.ominous_bottle: #11, 15(2%)
minecraft.used.bamboo: #11, 440(2%)
minecraft.dropped.spruce_sign: #11, 13(2%)
minecraft.mined.torch: #11, 831(2%)
minecraft.picked_up.gold_ore: #11, 40(2%)
minecraft.crafted.glass_bottle: #11, 642(2%)
minecraft.picked_up.light_gray_shulker_box: #11, 96(2%)
minecraft.broken.fishing_rod: #11, 3(2%)
minecraft.mined.fern: #11, 111(2%)
minecraft.mined.light_gray_shulker_box: #11, 93(2%)
minecraft.picked_up.light_gray_concrete: #11, 218(2%)
minecraft.mined.birch_sign: #11, 3(2%)
minecraft.mined.polished_tuff_wall: #11, 32(2%)
minecraft.crafted.tuff_brick_slab: #11, 54(2%)
minecraft.crafted.tripwire_hook: #11, 50(2%)
minecraft.picked_up.blaze_rod: #11, 273(2%)
minecraft.picked_up.emerald_block: #11, 221(2%)
minecraft.crafted.chiseled_bookshelf: #11, 66(2%)
minecraft.mined.stone_stairs: #11, 32(2%)
minecraft.mined.light_gray_concrete: #11, 217(2%)
minecraft.mined.lilac: #11, 18(2%)
minecraft.used.black_stained_glass_pane: #11, 168(2%)
minecraft.crafted.oak_slab: #11, 598(2%)
minecraft.used.light_gray_shulker_box: #11, 95(2%)
minecraft.picked_up.bookshelf: #11, 34(2%)
minecraft.used.waxed_copper_bulb: #11, 54(3%)
minecraft.killed.shulker: #11, 84(2%)
minecraft.custom.minecart_one_cm: #11, 2150786(2%)
minecraft.crafted.stone_bricks: #11, 2402(2%)
minecraft.picked_up.green_terracotta: #11, 36(2%)
minecraft.mined.red_sand: #11, 2811(2%)
minecraft.picked_up.copper_trapdoor: #11, 36(2%)
minecraft.crafted.dark_oak_trapdoor: #11, 194(2%)
minecraft.picked_up.stone_pickaxe: #11, 2(2%)
minecraft.used.basalt: #11, 340(2%)
minecraft.used.gray_carpet: #11, 203(2%)
minecraft.mined.oak_pressure_plate: #11, 1(2%)
minecraft.picked_up.red_sand: #11, 2677(2%)
minecraft.picked_up.hay_block: #11, 121(2%)
minecraft.mined.cartography_table: #11, 6(2%)
minecraft.crafted.black_stained_glass_pane: #11, 176(2%)
minecraft.used.sweet_berries: #11, 222(1%)
minecraft.custom.aviate_one_cm: #12, 559835771(3%)
minecraft.mined.tnt: #11, 36(1%)
minecraft.crafted.cyan_terracotta: #11, 1176(1%)
minecraft.crafted.magenta_shulker_box: #11, 1(2%)
minecraft.crafted.soul_lantern: #11, 63(2%)
minecraft.picked_up.gray_carpet: #11, 70(1%)
minecraft.crafted.melon_seeds: #11, 26(2%)
minecraft.crafted.deepslate_tile_wall: #11, 12(2%)
minecraft.mined.cobbled_deepslate_stairs: #11, 13(1%)
minecraft.crafted.jungle_stairs: #11, 40(1%)
minecraft.dropped.purpur_block: #11, 27(1%)
minecraft.crafted.cake: #11, 4(2%)
minecraft.dropped.spider_eye: #11, 1051(1%)
minecraft.mined.lily_pad: #11, 39(1%)
minecraft.picked_up.polished_granite: #11, 24(1%)
minecraft.picked_up.brown_mushroom_block: #11, 599(1%)
minecraft.picked_up.music_disc_creator_music_box: #11, 2(2%)
minecraft.used.yellow_wool: #11, 286(1%)
minecraft.crafted.cobbled_deepslate_stairs: #11, 55(1%)
minecraft.crafted.warped_slab: #11, 102(1%)
minecraft.dropped.tripwire_hook: #11, 3(2%)
minecraft.broken.stone_pickaxe: #11, 1(2%)
minecraft.mined.bamboo_fence: #11, 15(1%)
minecraft.used.mangrove_sign: #11, 13(1%)
minecraft.dropped.netherite_sword: #11, 1(1%)
minecraft.dropped.flower_pot: #11, 4(1%)
minecraft.crafted.red_sandstone: #11, 358(1%)
minecraft.used.shulker_box: #12, 2976(4%)
minecraft.dropped.waxed_oxidized_copper_grate: #11, 2(1%)
minecraft.picked_up.firework_rocket: #12, 5318(3%)
minecraft.picked_up.cornflower: #11, 125(1%)
minecraft.picked_up.wet_sponge: #11, 151(1%)
minecraft.crafted.smooth_quartz_slab: #11, 30(1%)
minecraft.mined.brick_slab: #11, 2(1%)
minecraft.picked_up.gray_terracotta: #11, 19(1%)
minecraft.dropped.mutton: #11, 9(1%)
minecraft.killed.piglin_brute: #11, 3(1%)
minecraft.crafted.cracked_stone_bricks: #11, 64(1%)
minecraft.used.warped_slab: #11, 76(1%)
minecraft.picked_up.warped_slab: #11, 12(1%)
minecraft.crafted.light_blue_wool: #11, 62(1%)
minecraft.picked_up.brick_slab: #11, 2(1%)
minecraft.used.terracotta: #11, 253(1%)
minecraft.killed_by.drowned: #11, 2(1%)
minecraft.dropped.snow_block: #11, 25(1%)
minecraft.picked_up.cracked_stone_bricks: #11, 55(1%)
minecraft.used.dark_prismarine_stairs: #11, 9(1%)
minecraft.dropped.decorated_pot: #11, 3(1%)
minecraft.picked_up.fern: #11, 94(1%)
minecraft.used.chiseled_stone_bricks: #11, 19(1%)
minecraft.crafted.loom: #11, 10(0%)
minecraft.mined.green_concrete: #11, 32(1%)
minecraft.mined.cut_sandstone: #11, 15(0%)
minecraft.picked_up.bamboo_hanging_sign: #11, 1(1%)
minecraft.crafted.magenta_dye: #11, 74(0%)
minecraft.used.orange_concrete_powder: #11, 112(1%)
minecraft.picked_up.shulker_box: #12, 2995(4%)
minecraft.dropped.spruce_leaves: #11, 33(1%)
minecraft.killed.silverfish: #11, 390(0%)
minecraft.custom.damage_resisted: #12, 11455(3%)
minecraft.mined.chiseled_copper: #11, 1(1%)
minecraft.mined.blue_concrete: #11, 12(0%)
minecraft.dropped.jungle_sapling: #11, 1(1%)
minecraft.used.snow: #11, 336(0%)
minecraft.dropped.blaze_rod: #11, 12(0%)
minecraft.mined.shulker_box: #12, 2937(4%)
minecraft.mined.warped_stairs: #11, 2(0%)
minecraft.used.lime_wool: #11, 26(0%)
minecraft.picked_up.spruce_button: #11, 12(0%)
minecraft.killed.happy_ghast: #11, 2(0%)
minecraft.picked_up.twisting_vines: #11, 13(0%)
minecraft.dropped.birch_leaves: #11, 12(0%)
minecraft.mined.waxed_oxidized_chiseled_copper: #11, 1(0%)
minecraft.used.honey_bottle: #11, 15(0%)
minecraft.used.waxed_exposed_copper_trapdoor: #11, 4(0%)
minecraft.mined.blue_orchid: #11, 2(0%)
minecraft.picked_up.warped_stairs: #11, 2(0%)
minecraft.mined.cracked_stone_bricks: #11, 8(0%)
minecraft.crafted.dark_oak_button: #11, 7(0%)
minecraft.mined.yellow_stained_glass: #11, 2(0%)
minecraft.used.blue_concrete: #11, 10(0%)
minecraft.dropped.jungle_fence: #11, 1(0%)
minecraft.mined.bamboo_mosaic: #11, 1(0%)
minecraft.picked_up.red_glazed_terracotta: #11, 1(0%)
minecraft.dropped.acacia_leaves: #11, 3(0%)
minecraft.picked_up.snow: #11, 140(0%)
minecraft.picked_up.cherry_fence: #11, 1(0%)
minecraft.picked_up.dark_oak_button: #11, 1(0%)
minecraft.used.purple_stained_glass_pane: #11, 9(0%)
minecraft.crafted.yellow_stained_glass: #11, 40(0%)
minecraft.killed_by.stray: #11, 1(0%)
minecraft.crafted.smooth_red_sandstone: #11, 8(0%)
minecraft.mined.prismarine: #11, 11(0%)
minecraft.crafted.lime_bed: #11, 1(0%)
minecraft.used.waxed_exposed_copper_grate: #11, 3(0%)
minecraft.used.waxed_weathered_cut_copper_slab: #11, 2(0%)
minecraft.used.horn_coral_block: #11, 1(0%)
minecraft.used.oxidized_cut_copper: #11, 5(0%)
minecraft.mined.medium_amethyst_bud: #11, 1(0%)
minecraft.crafted.pumpkin_pie: #11, 3(0%)
minecraft.crafted.cooked_cod: #11, 3(0%)
minecraft.used.waxed_weathered_copper_grate: #11, 2(0%)
minecraft.picked_up.blue_orchid: #11, 2(0%)
minecraft.dropped.quartz_block: #11, 1(0%)
minecraft.mined.spruce_slab: #12, 408(4%)
minecraft.picked_up.flint: #12, 697(4%)
minecraft.crafted.emerald: #12, 19237(4%)
minecraft.picked_up.iron_chestplate: #12, 9(4%)
minecraft.dropped.bone: #12, 600(3%)
minecraft.mined.andesite: #12, 8944(3%)
minecraft.picked_up.birch_planks: #12, 226(3%)
minecraft.picked_up.cooked_beef: #12, 502(2%)
minecraft.dropped.shield: #12, 6(4%)
minecraft.picked_up.gold_nugget: #12, 2073(3%)
minecraft.used.wooden_pickaxe: #12, 16(3%)
minecraft.mined.granite: #12, 7194(3%)
minecraft.mined.stripped_birch_log: #12, 206(3%)
minecraft.picked_up.stripped_birch_log: #12, 206(3%)
minecraft.mined.netherrack: #12, 11898(3%)
minecraft.picked_up.string: #12, 2115(2%)
minecraft.used.iron_pickaxe: #12, 1445(3%)
minecraft.picked_up.pumpkin_seeds: #12, 788(3%)
minecraft.mined.sand: #12, 35075(3%)
minecraft.crafted.iron_chestplate: #12, 4(3%)
minecraft.picked_up.bamboo: #12, 10895(2%)
minecraft.mined.dirt: #12, 37428(2%)
minecraft.picked_up.calcite: #12, 992(3%)
minecraft.custom.animals_bred: #12, 487(3%)
minecraft.used.bone_block: #12, 546(2%)
minecraft.crafted.dispenser: #12, 42(2%)
minecraft.picked_up.iron_shovel: #12, 8(3%)
minecraft.killed.ghast: #12, 27(3%)
minecraft.picked_up.blackstone: #12, 1323(2%)
minecraft.custom.sprint_one_cm: #13, 135196529(4%)
minecraft.picked_up.black_concrete: #12, 474(2%)
minecraft.picked_up.melon_seeds: #12, 38(3%)
minecraft.picked_up.warped_stem: #12, 469(2%)
minecraft.mined.blackstone: #12, 1076(2%)
minecraft.used.warped_trapdoor: #12, 86(3%)
minecraft.picked_up.dark_oak_stairs: #12, 47(3%)
minecraft.picked_up.tripwire_hook: #12, 15(2%)
minecraft.picked_up.spider_eye: #12, 1181(2%)
minecraft.used.pointed_dripstone: #12, 279(2%)
minecraft.picked_up.brick: #12, 459(2%)
minecraft.mined.pumpkin_stem: #12, 12(2%)
minecraft.used.spruce_door: #12, 10(2%)
minecraft.crafted.spruce_door: #12, 15(2%)
minecraft.used.carved_pumpkin: #12, 12(2%)
minecraft.mined.deepslate_copper_ore: #12, 140(2%)
minecraft.picked_up.leaf_litter: #12, 100(2%)
minecraft.crafted.stone_stairs: #12, 68(2%)
minecraft.dropped.wind_charge: #12, 127(2%)
minecraft.dropped.waxed_cut_copper_slab: #12, 2(3%)
minecraft.crafted.enchanted_book: #12, 90(2%)
minecraft.mined.rose_bush: #12, 25(2%)
minecraft.picked_up.oak_pressure_plate: #12, 2(2%)
minecraft.mined.red_wool: #12, 40(2%)
minecraft.used.coarse_dirt: #12, 1351(2%)
minecraft.picked_up.tuff_brick_wall: #12, 31(2%)
minecraft.mined.copper_trapdoor: #12, 30(2%)
minecraft.killed.slime: #12, 204(2%)
minecraft.used.magma_block: #12, 464(2%)
minecraft.mined.azure_bluet: #12, 43(2%)
minecraft.used.bamboo_block: #12, 187(2%)
minecraft.mined.crimson_fungus: #12, 17(2%)
minecraft.mined.cyan_bed: #12, 20(2%)
minecraft.used.cyan_bed: #12, 24(2%)
minecraft.dropped.flint: #12, 137(2%)
minecraft.picked_up.tipped_arrow: #12, 212(2%)
minecraft.used.bundle: #12, 18(1%)
minecraft.crafted.blue_dye: #12, 743(2%)
minecraft.picked_up.raw_copper_block: #12, 38(2%)
minecraft.killed.spider: #12, 96(1%)
minecraft.mined.orange_bed: #12, 4(2%)
minecraft.picked_up.decorated_pot: #12, 37(1%)
minecraft.crafted.composter: #12, 110(1%)
minecraft.crafted.cyan_dye: #12, 384(1%)
minecraft.picked_up.orange_shulker_box: #12, 67(1%)
minecraft.crafted.mossy_cobblestone_stairs: #12, 4(2%)
minecraft.picked_up.spruce_wood: #12, 27(2%)
minecraft.picked_up.oak_leaves: #12, 2144(1%)
minecraft.picked_up.cartography_table: #12, 6(2%)
minecraft.mined.orange_shulker_box: #12, 66(1%)
minecraft.used.orange_shulker_box: #12, 68(1%)
minecraft.crafted.gray_stained_glass_pane: #12, 128(2%)
minecraft.crafted.ender_eye: #12, 38(1%)
minecraft.crafted.gray_carpet: #12, 183(1%)
minecraft.picked_up.redstone_ore: #12, 29(1%)
minecraft.picked_up.book: #12, 128(1%)
minecraft.crafted.charcoal: #12, 164(1%)
minecraft.mined.twisting_vines: #12, 5(2%)
minecraft.dropped.pink_dye: #12, 4(1%)
minecraft.dropped.trident: #12, 2(1%)
minecraft.crafted.deepslate_tile_stairs: #12, 8(1%)
minecraft.used.red_dye: #12, 5(1%)
minecraft.mined.white_carpet: #12, 24(1%)
minecraft.used.cornflower: #12, 2(1%)
minecraft.used.rose_bush: #12, 13(1%)
