stat, rank, value, (percentage) 
minecraft.used.cobweb: #17, 7(0%)
minecraft.mined.red_terracotta: #17, 46(0%)
minecraft.mined.brown_shulker_box: #17, 5(0%)
minecraft.picked_up.pearlescent_froglight: #17, 35(0%)
minecraft.used.brown_shulker_box: #17, 5(0%)
minecraft.picked_up.cobweb: #17, 9(0%)
minecraft.dropped.totem_of_undying: #17, 1(0%)
minecraft.picked_up.red_terracotta: #17, 34(0%)
minecraft.used.oxidized_cut_copper_stairs: #17, 4(0%)
minecraft.crafted.black_stained_glass: #17, 40(0%)
minecraft.dropped.feather: #17, 9(0%)
minecraft.crafted.white_wool: #17, 12(0%)
minecraft.crafted.gray_wool: #17, 2(0%)
minecraft.picked_up.brown_mushroom_block: #17, 8(0%)
minecraft.used.snow: #17, 4(0%)
minecraft.custom.walk_under_water_one_cm: #18, 4589247(1%)
minecraft.dropped.diamond_helmet: #18, 2(2%)
minecraft.used.golden_carrot: #18, 1138(1%)
minecraft.crafted.diamond_leggings: #18, 2(2%)
minecraft.crafted.diamond_sword: #18, 3(2%)
minecraft.used.painting: #18, 92(2%)
minecraft.dropped.diamond_hoe: #18, 1(2%)
minecraft.picked_up.diamond_shovel: #18, 16(1%)
minecraft.crafted.iron_nugget: #18, 2493(1%)
minecraft.picked_up.redstone: #18, 4039(1%)
minecraft.picked_up.observer: #18, 163(1%)
minecraft.used.stone_pickaxe: #18, 145(1%)
minecraft.crafted.ladder: #18, 156(1%)
minecraft.picked_up.tuff_bricks: #18, 377(1%)
minecraft.picked_up.oak_trapdoor: #18, 31(1%)
minecraft.picked_up.ladder: #18, 94(1%)
minecraft.mined.lantern: #18, 17(1%)
minecraft.mined.grass_block: #18, 17034(1%)
minecraft.picked_up.bread: #18, 74(1%)
minecraft.used.iron_block: #18, 806(1%)
minecraft.picked_up.brown_mushroom: #18, 99(1%)
minecraft.dropped.coal_ore: #18, 35(1%)
minecraft.mined.redstone_block: #18, 44(1%)
minecraft.crafted.armor_stand: #18, 74(1%)
minecraft.mined.bamboo: #18, 359(1%)
minecraft.used.campfire: #18, 31(1%)
minecraft.crafted.blue_shulker_box: #18, 1(1%)
minecraft.picked_up.cherry_sapling: #18, 84(1%)
minecraft.picked_up.smooth_stone_slab: #18, 121(1%)
minecraft.mined.oak_leaves: #18, 1463(1%)
minecraft.picked_up.polished_andesite: #18, 49(1%)
minecraft.mined.blast_furnace: #18, 4(1%)
minecraft.crafted.oak_trapdoor: #18, 40(1%)
minecraft.dropped.wheat: #18, 129(1%)
minecraft.dropped.oxeye_daisy: #18, 7(1%)
minecraft.mined.white_banner: #18, 1(1%)
minecraft.picked_up.oak_leaves: #18, 1108(1%)
minecraft.dropped.carrot: #18, 227(1%)
minecraft.mined.jungle_leaves: #18, 225(1%)
minecraft.mined.dark_oak_stairs: #18, 10(1%)
minecraft.picked_up.lily_pad: #18, 22(1%)
minecraft.mined.glass_pane: #18, 7(1%)
minecraft.mined.pink_shulker_box: #18, 18(1%)
minecraft.picked_up.pink_shulker_box: #18, 18(1%)
minecraft.mined.stone_slab: #18, 40(0%)
minecraft.used.pink_shulker_box: #18, 18(1%)
minecraft.picked_up.blast_furnace: #18, 3(1%)
minecraft.used.rotten_flesh: #18, 10(1%)
minecraft.custom.interact_with_campfire: #18, 68(0%)
minecraft.picked_up.polished_tuff_stairs: #18, 11(0%)
minecraft.mined.nether_brick_fence: #18, 2(0%)
minecraft.picked_up.orange_bed: #18, 1(0%)
minecraft.picked_up.yellow_terracotta: #18, 60(0%)
minecraft.mined.lime_shulker_box: #18, 12(0%)
minecraft.picked_up.deepslate_brick_slab: #18, 17(0%)
minecraft.crafted.acacia_fence: #18, 15(0%)
minecraft.used.red_wool: #18, 19(0%)
minecraft.picked_up.mutton: #18, 40(0%)
minecraft.picked_up.jungle_slab: #18, 7(0%)
minecraft.dropped.oak_trapdoor: #18, 1(0%)
minecraft.custom.use_cauldron: #18, 20(0%)
minecraft.dropped.melon_slice: #18, 62(0%)
minecraft.crafted.tripwire_hook: #18, 6(0%)
minecraft.dropped.dark_oak_planks: #18, 4(0%)
minecraft.dropped.salmon: #18, 3(0%)
minecraft.picked_up.pale_moss_carpet: #18, 24(0%)
minecraft.used.tuff_slab: #18, 12(0%)
minecraft.dropped.redstone_torch: #18, 2(0%)
minecraft.mined.deepslate_tile_slab: #18, 7(0%)
minecraft.crafted.quartz_block: #18, 160(0%)
minecraft.custom.interact_with_cartography_table: #18, 1(0%)
minecraft.crafted.brown_dye: #18, 27(0%)
minecraft.used.deepslate_iron_ore: #18, 8(0%)
minecraft.picked_up.pale_oak_leaves: #18, 13(0%)
minecraft.picked_up.oxidized_copper: #18, 35(0%)
minecraft.mined.deepslate_brick_slab: #18, 4(0%)
minecraft.used.stone_shovel: #18, 31(0%)
minecraft.mined.mud_brick_wall: #18, 1(0%)
minecraft.picked_up.beetroot: #18, 22(0%)
minecraft.picked_up.blue_shulker_box: #18, 6(0%)
minecraft.mined.blue_shulker_box: #18, 6(0%)
minecraft.used.blue_shulker_box: #18, 6(0%)
minecraft.crafted.golden_carrot: #18, 111(0%)
minecraft.used.cookie: #18, 2(0%)
minecraft.picked_up.big_dripleaf: #18, 3(0%)
minecraft.dropped.smooth_stone_slab: #18, 3(0%)
minecraft.picked_up.mud_brick_wall: #18, 1(0%)
minecraft.used.mangrove_propagule: #18, 7(0%)
minecraft.dropped.white_banner: #18, 3(0%)
minecraft.dropped.beetroot: #18, 11(0%)
minecraft.used.trident: #18, 11(0%)
minecraft.dropped.snow: #18, 1(0%)
minecraft.mined.black_wool: #18, 2(0%)
minecraft.picked_up.resin_clump: #18, 3(0%)
minecraft.custom.fall_one_cm: #19, 7512674(2%)
minecraft.picked_up.leather_leggings: #19, 10(2%)
minecraft.custom.walk_on_water_one_cm: #19, 1628667(1%)
minecraft.custom.open_enderchest: #19, 1576(1%)
minecraft.picked_up.andesite: #19, 5149(2%)
minecraft.used.dirt: #19, 14636(2%)
minecraft.picked_up.golden_carrot: #19, 706(1%)
minecraft.picked_up.iron_block: #19, 1036(2%)
minecraft.picked_up.player_head: #19, 513(1%)
minecraft.picked_up.diamond_axe: #19, 17(1%)
minecraft.picked_up.painting: #19, 65(1%)
minecraft.mined.dirt: #19, 19455(1%)
minecraft.mined.stone: #19, 86115(1%)
minecraft.picked_up.cobbled_deepslate: #19, 9537(1%)
minecraft.picked_up.lever: #19, 102(1%)
minecraft.custom.inspect_dropper: #19, 398(1%)
minecraft.killed.spider: #19, 69(1%)
minecraft.picked_up.minecart: #19, 40(1%)
minecraft.picked_up.stone_button: #19, 29(1%)
minecraft.used.tripwire_hook: #19, 7(1%)
minecraft.used.dark_oak_log: #19, 254(1%)
minecraft.picked_up.netherite_chestplate: #19, 1(1%)
minecraft.picked_up.porkchop: #19, 39(1%)
minecraft.picked_up.oak_boat: #19, 15(1%)
minecraft.mined.gold_ore: #19, 34(1%)
minecraft.picked_up.dark_oak_trapdoor: #19, 30(1%)
minecraft.crafted.glass_pane: #19, 128(1%)
minecraft.used.deepslate_redstone_ore: #19, 124(1%)
minecraft.used.spruce_door: #19, 4(1%)
minecraft.picked_up.piston: #19, 60(1%)
minecraft.crafted.spruce_fence: #19, 162(1%)
minecraft.dropped.baked_potato: #19, 30(1%)
minecraft.mined.campfire: #19, 8(1%)
minecraft.crafted.purple_shulker_box: #19, 1(1%)
minecraft.picked_up.spruce_door: #19, 2(1%)
minecraft.crafted.black_shulker_box: #19, 1(1%)
minecraft.picked_up.bamboo: #19, 2791(1%)
minecraft.picked_up.lightning_rod: #19, 17(1%)
minecraft.picked_up.bamboo_sign: #19, 11(1%)
minecraft.picked_up.lantern: #19, 27(1%)
minecraft.mined.seagrass: #19, 48(1%)
minecraft.crafted.dark_oak_stairs: #19, 44(1%)
minecraft.crafted.campfire: #19, 25(1%)
minecraft.dropped.name_tag: #19, 2(1%)
minecraft.mined.andesite_slab: #19, 6(1%)
minecraft.mined.stripped_spruce_log: #19, 103(1%)
minecraft.broken.iron_pickaxe: #19, 1(1%)
minecraft.used.stone_brick_stairs: #19, 59(1%)
minecraft.mined.glow_lichen: #19, 122(0%)
minecraft.mined.cave_vines_plant: #19, 2(1%)
minecraft.mined.dragon_wall_head: #19, 1(1%)
minecraft.picked_up.music_disc_13: #19, 2(1%)
minecraft.picked_up.campfire: #19, 7(0%)
minecraft.picked_up.stripped_spruce_log: #19, 94(0%)
minecraft.dropped.spruce_slab: #19, 9(1%)
minecraft.dropped.iron_block: #19, 36(0%)
minecraft.mined.cocoa: #19, 9(0%)
minecraft.mined.stone_stairs: #19, 7(0%)
minecraft.crafted.dark_oak_fence: #19, 30(0%)
minecraft.picked_up.feather: #19, 52(0%)
minecraft.mined.hay_block: #19, 17(0%)
minecraft.mined.red_bed: #19, 2(0%)
minecraft.picked_up.rose_bush: #19, 34(0%)
minecraft.mined.raw_copper_block: #19, 1(0%)
minecraft.picked_up.grass_block: #19, 4374(0%)
minecraft.used.oxidized_copper_grate: #19, 12(0%)
minecraft.dropped.lapis_ore: #19, 1(0%)
minecraft.picked_up.potato: #19, 152(0%)
minecraft.killed.skeleton: #19, 211(0%)
minecraft.picked_up.stone_shovel: #19, 1(0%)
minecraft.crafted.spruce_sign: #19, 24(0%)
minecraft.picked_up.bone_block: #19, 228(0%)
minecraft.used.diamond: #19, 5(0%)
minecraft.picked_up.lime_shulker_box: #19, 12(0%)
minecraft.used.lime_shulker_box: #19, 11(0%)
minecraft.dropped.cooked_salmon: #19, 3(0%)
minecraft.crafted.acacia_sign: #19, 3(0%)
minecraft.picked_up.emerald_ore: #19, 2(0%)
minecraft.dropped.red_dye: #19, 3(0%)
minecraft.dropped.pink_dye: #19, 1(0%)
minecraft.dropped.cooked_chicken: #19, 9(0%)
minecraft.crafted.cyan_dye: #19, 58(0%)
minecraft.used.white_terracotta: #19, 26(0%)
minecraft.crafted.light_gray_shulker_box: #19, 1(0%)
minecraft.mined.acacia_leaves: #19, 64(0%)
minecraft.crafted.lead: #19, 6(0%)
minecraft.picked_up.cooked_cod: #19, 11(0%)
minecraft.mined.emerald_ore: #19, 2(0%)
minecraft.dropped.cooked_cod: #19, 5(0%)
minecraft.dropped.iron_ore: #19, 4(0%)
minecraft.mined.fire_coral_fan: #19, 1(0%)
minecraft.crafted.gold_block: #19, 12(0%)
minecraft.used.purple_shulker_box: #19, 5(0%)
minecraft.used.smooth_quartz_stairs: #19, 9(0%)
minecraft.dropped.bone_meal: #19, 121(0%)
minecraft.picked_up.brown_carpet: #19, 3(0%)
minecraft.crafted.white_shulker_box: #19, 2(0%)
minecraft.dropped.tuff_bricks: #19, 6(0%)
minecraft.crafted.red_banner: #19, 1(0%)
minecraft.crafted.smooth_quartz: #19, 32(0%)
minecraft.used.diamond_block: #19, 8(0%)
minecraft.dropped.spruce_sapling: #19, 3(0%)
minecraft.crafted.charcoal: #19, 15(0%)
minecraft.picked_up.cherry_trapdoor: #19, 1(0%)
minecraft.mined.pale_moss_block: #19, 14(0%)
minecraft.used.oxidized_copper: #19, 11(0%)
minecraft.dropped.magenta_dye: #19, 1(0%)
minecraft.dropped.cocoa_beans: #19, 1(0%)
minecraft.used.deepslate_gold_ore: #19, 5(0%)
minecraft.crafted.redstone_lamp: #19, 2(0%)
minecraft.crafted.white_banner: #19, 6(0%)
minecraft.dropped.iron_bars: #19, 2(0%)
minecraft.mined.crimson_stem: #19, 6(0%)
minecraft.dropped.oak_log: #19, 5(0%)
minecraft.picked_up.glowstone_dust: #19, 8(0%)
minecraft.mined.white_concrete_powder: #19, 1(0%)
minecraft.picked_up.pale_moss_block: #19, 10(0%)
minecraft.used.smooth_stone: #19, 44(0%)
minecraft.used.honey_bottle: #19, 2(0%)
minecraft.mined.lily_pad: #19, 1(0%)
minecraft.dropped.redstone_block: #19, 1(0%)
minecraft.used.brown_carpet: #19, 1(0%)
minecraft.crafted.glowstone: #19, 2(0%)
minecraft.used.green_carpet: #19, 2(0%)
minecraft.mined.resin_clump: #19, 1(0%)
minecraft.mined.brown_mushroom_block: #19, 4(0%)
minecraft.mined.snow: #19, 23(0%)
minecraft.custom.jump: #20, 240351(2%)
minecraft.custom.open_chest: #20, 17971(2%)
minecraft.dropped.elytra: #20, 5(2%)
minecraft.custom.crouch_one_cm: #20, 6976697(1%)
minecraft.picked_up.diamond_boots: #20, 16(1%)
minecraft.picked_up.elytra: #20, 20(1%)
minecraft.picked_up.oak_sign: #20, 26(1%)
minecraft.picked_up.netherrack: #20, 3953(1%)
minecraft.mined.hopper: #20, 136(1%)
minecraft.dropped.leather_helmet: #20, 3(1%)
minecraft.used.water_bucket: #20, 693(1%)
minecraft.picked_up.stone: #20, 47059(1%)
minecraft.mined.iron_block: #20, 462(1%)
minecraft.dropped.golden_carrot: #20, 121(1%)
minecraft.used.shulker_box: #20, 695(1%)
minecraft.picked_up.item_frame: #20, 80(1%)
minecraft.custom.deaths: #20, 158(1%)
minecraft.crafted.spruce_boat: #20, 3(1%)
minecraft.picked_up.shulker_box: #20, 698(1%)
minecraft.mined.oak_fence: #20, 44(1%)
minecraft.mined.shulker_box: #20, 680(1%)
minecraft.dropped.diamond_chestplate: #20, 1(1%)
minecraft.used.glow_ink_sac: #20, 47(1%)
minecraft.used.ender_chest: #20, 161(1%)
minecraft.mined.oxeye_daisy: #20, 14(1%)
minecraft.used.beacon: #20, 7(1%)
minecraft.picked_up.spruce_planks: #20, 187(1%)
minecraft.picked_up.potion: #20, 37(1%)
minecraft.crafted.dark_oak_planks: #20, 1440(1%)
minecraft.picked_up.cobblestone: #20, 19877(1%)
minecraft.mined.dirt_path: #20, 187(1%)
minecraft.used.spruce_log: #20, 380(1%)
minecraft.mined.ender_chest: #20, 141(1%)
minecraft.dropped.golden_helmet: #20, 2(1%)
minecraft.picked_up.coal_ore: #20, 671(1%)
minecraft.mined.oak_planks: #20, 62(1%)
minecraft.used.writable_book: #20, 52(1%)
minecraft.picked_up.baked_potato: #20, 78(1%)
minecraft.dropped.oak_sign: #20, 4(1%)
minecraft.picked_up.birch_sign: #20, 7(1%)
minecraft.custom.trigger_trapped_chest: #20, 9(1%)
minecraft.crafted.dark_oak_slab: #20, 186(1%)
minecraft.custom.target_hit: #20, 43(1%)
minecraft.mined.sand: #20, 8987(1%)
minecraft.picked_up.blaze_rod: #20, 99(1%)
minecraft.mined.rail: #20, 221(1%)
minecraft.dropped.bundle: #20, 1(1%)
minecraft.crafted.lime_shulker_box: #20, 1(1%)
minecraft.used.spruce_planks: #20, 298(1%)
minecraft.used.elytra: #20, 11(0%)
minecraft.picked_up.name_tag: #20, 6(1%)
minecraft.used.note_block: #20, 35(1%)
minecraft.picked_up.oak_door: #20, 2(1%)
minecraft.picked_up.deepslate_redstone_ore: #20, 124(1%)
minecraft.used.carved_pumpkin: #20, 3(0%)
minecraft.mined.white_wall_banner: #20, 2(1%)
minecraft.mined.stone_button: #20, 7(1%)
minecraft.picked_up.moss_carpet: #20, 377(0%)
minecraft.picked_up.splash_potion: #20, 7(0%)
minecraft.mined.note_block: #20, 9(0%)
minecraft.custom.sneak_time: #21, 2461310(2%)
minecraft.picked_up.dark_oak_stairs: #20, 9(0%)
minecraft.dropped.cobblestone: #20, 914(0%)
minecraft.mined.tripwire: #20, 7(0%)
minecraft.dropped.flint: #20, 33(0%)
minecraft.crafted.yellow_shulker_box: #20, 1(0%)
minecraft.mined.bamboo_sign: #20, 1(0%)
minecraft.killed_by.skeleton: #20, 1(0%)
minecraft.crafted.shears: #20, 41(0%)
minecraft.picked_up.nether_brick_fence: #20, 2(0%)
minecraft.picked_up.black_dye: #20, 5(0%)
minecraft.picked_up.stone_stairs: #20, 7(0%)
minecraft.picked_up.glass_pane: #20, 8(0%)
minecraft.used.spruce_slab: #20, 126(0%)
minecraft.picked_up.gray_shulker_box: #20, 15(0%)
minecraft.picked_up.moss_block: #20, 856(0%)
minecraft.dropped.shulker_box: #20, 6(0%)
minecraft.crafted.bread: #20, 75(0%)
minecraft.killed.blaze: #20, 28(0%)
minecraft.used.cyan_shulker_box: #20, 10(0%)
minecraft.picked_up.green_shulker_box: #20, 9(0%)
minecraft.picked_up.cyan_shulker_box: #20, 9(0%)
minecraft.picked_up.black_stained_glass_pane: #20, 2(0%)
minecraft.used.green_shulker_box: #20, 9(0%)
minecraft.mined.cyan_shulker_box: #20, 9(0%)
minecraft.used.cherry_sapling: #20, 5(0%)
minecraft.mined.green_shulker_box: #20, 8(0%)
minecraft.used.acacia_sign: #20, 2(0%)
minecraft.picked_up.redstone_ore: #20, 5(0%)
minecraft.picked_up.trident: #20, 1(0%)
minecraft.mined.black_shulker_box: #20, 10(0%)
minecraft.picked_up.black_shulker_box: #20, 10(0%)
minecraft.mined.cherry_trapdoor: #20, 1(0%)
minecraft.used.black_shulker_box: #20, 10(0%)
minecraft.used.stone_slab: #20, 134(0%)
minecraft.dropped.raw_iron: #20, 4(0%)
minecraft.used.nether_quartz_ore: #20, 21(0%)
minecraft.crafted.bone_block: #20, 101(0%)
minecraft.mined.cobblestone_slab: #20, 6(0%)
minecraft.picked_up.ochre_froglight: #20, 59(0%)
minecraft.used.melon_slice: #20, 6(0%)
minecraft.crafted.white_carpet: #20, 12(0%)
minecraft.picked_up.lime_dye: #20, 2(0%)
minecraft.dropped.potato: #20, 26(0%)
minecraft.dropped.glass_bottle: #20, 26(0%)
minecraft.mined.white_wool: #20, 4(0%)
minecraft.dropped.iron_axe: #20, 1(0%)
minecraft.mined.brown_carpet: #20, 1(0%)
minecraft.dropped.moss_block: #20, 29(0%)
minecraft.picked_up.jungle_sapling: #20, 10(0%)
minecraft.dropped.hopper: #20, 1(0%)
minecraft.used.gray_concrete_powder: #20, 64(0%)
minecraft.used.rose_bush: #20, 1(0%)
minecraft.mined.rooted_dirt: #20, 12(0%)
minecraft.used.flowering_azalea: #20, 1(0%)
minecraft.dropped.sugar_cane: #20, 17(0%)
minecraft.crafted.orange_dye: #20, 11(0%)
minecraft.mined.orange_terracotta: #20, 14(0%)
minecraft.picked_up.copper_ingot: #20, 6(0%)
minecraft.picked_up.orange_terracotta: #20, 14(0%)
minecraft.used.red_sand: #20, 1(0%)
minecraft.crafted.gray_carpet: #20, 3(0%)
minecraft.mined.waxed_oxidized_cut_copper: #20, 1(0%)
minecraft.picked_up.waxed_oxidized_cut_copper: #20, 1(0%)
minecraft.dropped.porkchop: #20, 4(0%)
minecraft.crafted.white_stained_glass: #20, 8(0%)
minecraft.mined.nether_bricks: #20, 1(0%)
minecraft.picked_up.snow: #20, 5(0%)
minecraft.custom.walk_one_cm: #21, 61088152(2%)
minecraft.used.chest: #21, 648(2%)
minecraft.crafted.torch: #21, 1972(2%)
minecraft.picked_up.leather_helmet: #21, 4(1%)
minecraft.dropped.firework_rocket: #21, 405(1%)
minecraft.picked_up.diamond_sword: #21, 16(1%)
minecraft.custom.interact_with_lectern: #21, 123(1%)
minecraft.used.lantern: #21, 81(1%)
minecraft.used.ladder: #21, 132(1%)
minecraft.picked_up.golden_helmet: #21, 4(1%)
minecraft.picked_up.hopper: #21, 116(1%)
minecraft.custom.time_since_death: #21, 441986(0%)
minecraft.used.white_banner: #21, 9(1%)
minecraft.crafted.bucket: #21, 52(1%)
minecraft.picked_up.shield: #21, 3(1%)
minecraft.picked_up.ender_chest: #21, 145(1%)
minecraft.picked_up.redstone_torch: #21, 68(1%)
minecraft.dropped.diamond: #21, 76(1%)
minecraft.crafted.book: #21, 56(1%)
minecraft.picked_up.redstone_block: #21, 83(1%)
minecraft.dropped.water_bucket: #21, 3(1%)
minecraft.picked_up.oak_sapling: #21, 222(1%)
minecraft.mined.red_shulker_box: #21, 83(1%)
minecraft.dropped.bow: #21, 16(1%)
minecraft.mined.flower_pot: #21, 2(1%)
minecraft.picked_up.red_shulker_box: #21, 83(1%)
minecraft.used.red_shulker_box: #21, 83(1%)
minecraft.used.white_bed: #21, 37(1%)
minecraft.used.iron_pickaxe: #21, 271(1%)
minecraft.dropped.pointed_dripstone: #21, 14(1%)
minecraft.custom.total_world_time: #22, 45644966(2%)
minecraft.custom.play_time: #22, 45644966(2%)
minecraft.picked_up.iron_ingot: #21, 594(1%)
minecraft.picked_up.bucket: #21, 18(0%)
minecraft.picked_up.sand: #21, 8237(0%)
minecraft.picked_up.bone_meal: #21, 580(0%)
minecraft.custom.play_record: #21, 5(0%)
minecraft.picked_up.tripwire_hook: #21, 3(0%)
minecraft.mined.cornflower: #21, 8(0%)
minecraft.crafted.spruce_door: #21, 3(0%)
minecraft.dropped.bone: #21, 68(0%)
minecraft.used.dark_oak_trapdoor: #21, 42(0%)
minecraft.dropped.spruce_planks: #21, 13(0%)
minecraft.used.dark_oak_fence: #21, 27(0%)
minecraft.dropped.spruce_sign: #21, 2(0%)
minecraft.picked_up.note_block: #21, 8(0%)
minecraft.killed.zombie: #21, 402(0%)
minecraft.used.baked_potato: #21, 20(0%)
minecraft.used.gray_shulker_box: #21, 15(0%)
minecraft.picked_up.gold_ore: #21, 5(0%)
minecraft.used.yellow_shulker_box: #21, 13(0%)
minecraft.picked_up.yellow_shulker_box: #21, 12(0%)
minecraft.mined.stone_brick_stairs: #21, 7(0%)
minecraft.mined.yellow_shulker_box: #21, 12(0%)
minecraft.picked_up.brown_dye: #21, 3(0%)
minecraft.crafted.orange_shulker_box: #21, 1(0%)
minecraft.mined.gray_shulker_box: #21, 13(0%)
minecraft.crafted.fishing_rod: #21, 1(0%)
minecraft.crafted.gray_shulker_box: #21, 1(0%)
minecraft.mined.warped_fungus: #21, 3(0%)
minecraft.used.black_concrete_powder: #21, 128(0%)
minecraft.picked_up.deepslate_gold_ore: #21, 19(0%)
minecraft.crafted.composter: #21, 13(0%)
minecraft.crafted.red_dye: #21, 103(0%)
minecraft.dropped.iron_ingot: #21, 47(0%)
minecraft.picked_up.nether_quartz_ore: #21, 22(0%)
minecraft.picked_up.cooked_salmon: #21, 3(0%)
minecraft.dropped.white_dye: #21, 3(0%)
minecraft.dropped.sand: #21, 72(0%)
minecraft.picked_up.orange_shulker_box: #21, 6(0%)
minecraft.mined.orange_shulker_box: #21, 6(0%)
minecraft.used.dandelion: #21, 1(0%)
minecraft.used.orange_shulker_box: #21, 6(0%)
minecraft.picked_up.smooth_stone: #21, 62(0%)
minecraft.used.trial_key: #21, 1(0%)
minecraft.dropped.chicken: #21, 4(0%)
minecraft.mined.light_gray_shulker_box: #21, 4(0%)
minecraft.crafted.green_dye: #21, 11(0%)
minecraft.picked_up.cornflower: #21, 13(0%)
minecraft.picked_up.tropical_fish: #21, 1(0%)
minecraft.picked_up.light_gray_shulker_box: #21, 4(0%)
minecraft.used.light_gray_shulker_box: #21, 4(0%)
minecraft.picked_up.green_dye: #21, 6(0%)
minecraft.mined.smooth_quartz: #21, 8(0%)
minecraft.mined.pale_oak_leaves: #21, 51(0%)
minecraft.killed.magma_cube: #21, 4(0%)
minecraft.picked_up.smooth_quartz: #21, 8(0%)
minecraft.picked_up.rooted_dirt: #21, 12(0%)
minecraft.dropped.chest: #21, 3(0%)
minecraft.picked_up.magma_cream: #21, 2(0%)
minecraft.picked_up.gray_dye: #21, 1(0%)
minecraft.picked_up.crimson_stem: #21, 6(0%)
minecraft.dropped.sandstone: #21, 3(0%)
minecraft.used.basalt: #21, 6(0%)
minecraft.picked_up.warped_fungus: #21, 3(0%)
minecraft.mined.nether_gold_ore: #21, 1(0%)
minecraft.crafted.purple_dye: #21, 3(0%)
minecraft.picked_up.nether_bricks: #21, 1(0%)
minecraft.crafted.tnt: #21, 3(0%)
minecraft.dropped.raw_copper: #21, 1(0%)
minecraft.used.pale_moss_carpet: #21, 1(0%)
minecraft.picked_up.white_concrete_powder: #21, 1(0%)
minecraft.killed.pillager: #21, 12(0%)
minecraft.crafted.air: #21, 0(0%)
minecraft.custom.fly_one_cm: #22, 36974024(1%)
minecraft.crafted.wooden_pickaxe: #22, 1(2%)
minecraft.picked_up.leather_chestplate: #22, 9(1%)
minecraft.mined.chest: #22, 237(1%)
minecraft.picked_up.dirt: #22, 28434(1%)
minecraft.picked_up.bow: #22, 61(1%)
minecraft.picked_up.leather_boots: #22, 7(1%)
minecraft.used.stone: #22, 9373(1%)
minecraft.picked_up.firework_rocket: #22, 1279(1%)
minecraft.custom.open_barrel: #22, 1918(1%)
minecraft.used.bone_meal: #22, 2368(1%)
minecraft.mined.beacon: #22, 5(1%)
minecraft.used.bucket: #22, 715(1%)
minecraft.used.stonecutter: #22, 15(1%)
minecraft.crafted.lantern: #22, 71(1%)
minecraft.dropped.saddle: #22, 1(1%)
minecraft.picked_up.bundle: #22, 3(1%)
minecraft.crafted.iron_axe: #22, 1(1%)
minecraft.picked_up.quartz: #22, 455(1%)
minecraft.used.andesite: #22, 581(1%)
minecraft.dropped.stone: #22, 1618(1%)
minecraft.mined.spruce_slab: #22, 63(1%)
minecraft.mined.netherrack: #22, 2448(1%)
minecraft.picked_up.rail: #22, 268(1%)
minecraft.killed_by.zombie: #22, 2(1%)
minecraft.used.splash_potion: #22, 10(1%)
minecraft.crafted.redstone_block: #22, 175(1%)
minecraft.mined.composter: #22, 12(1%)
minecraft.mined.white_bed: #22, 30(0%)
minecraft.mined.green_wool: #22, 14(1%)
minecraft.crafted.diamond: #22, 378(0%)
minecraft.picked_up.diamond_hoe: #22, 1(1%)
minecraft.mined.jukebox: #22, 2(0%)
minecraft.mined.tall_seagrass: #22, 26(0%)
minecraft.picked_up.iron_axe: #22, 2(0%)
minecraft.used.snowball: #22, 20(0%)
minecraft.custom.play_noteblock: #22, 17(0%)
minecraft.picked_up.mace: #22, 1(0%)
minecraft.used.iron_door: #22, 3(0%)
minecraft.picked_up.jukebox: #22, 2(0%)
minecraft.mined.bamboo_sapling: #22, 1(0%)
minecraft.picked_up.glass: #22, 220(0%)
minecraft.crafted.spruce_slab: #22, 198(0%)
minecraft.custom.horse_one_cm: #22, 2139384(0%)
minecraft.picked_up.white_wool: #22, 100(0%)
minecraft.picked_up.totem_of_undying: #22, 2(0%)
minecraft.picked_up.composter: #22, 7(0%)
minecraft.crafted.yellow_dye: #22, 90(0%)
minecraft.dropped.arrow: #22, 90(0%)
minecraft.picked_up.netherite_leggings: #22, 1(0%)
minecraft.picked_up.dragon_head: #22, 1(0%)
minecraft.dropped.crafting_table: #22, 1(0%)
minecraft.used.diorite: #22, 100(0%)
minecraft.picked_up.hay_block: #22, 16(0%)
minecraft.used.moss_carpet: #22, 69(0%)
minecraft.picked_up.white_banner: #22, 6(0%)
minecraft.picked_up.glow_lichen: #22, 82(0%)
minecraft.picked_up.pink_dye: #22, 1(0%)
minecraft.mined.purple_shulker_box: #22, 5(0%)
minecraft.picked_up.purple_shulker_box: #22, 5(0%)
minecraft.picked_up.ominous_bottle: #22, 1(0%)
minecraft.picked_up.stone_brick_stairs: #22, 7(0%)
minecraft.used.spruce_trapdoor: #22, 76(0%)
minecraft.picked_up.nautilus_shell: #22, 1(0%)
minecraft.crafted.spruce_trapdoor: #22, 58(0%)
minecraft.picked_up.honeycomb: #22, 47(0%)
minecraft.used.gravel: #22, 112(0%)
minecraft.mined.cobweb: #22, 14(0%)
minecraft.custom.tune_noteblock: #22, 272(0%)
minecraft.picked_up.cocoa_beans: #22, 30(0%)
minecraft.used.white_carpet: #22, 4(0%)
minecraft.mined.tuff_brick_stairs: #22, 1(0%)
minecraft.used.bread: #22, 5(0%)
minecraft.picked_up.tuff_brick_stairs: #22, 1(0%)
minecraft.mined.gray_carpet: #22, 1(0%)
minecraft.mined.sea_pickle: #22, 1(0%)
minecraft.dropped.pumpkin_seeds: #22, 4(0%)
minecraft.dropped.spider_eye: #22, 24(0%)
minecraft.used.spruce_leaves: #22, 6(0%)
minecraft.picked_up.brown_wool: #22, 1(0%)
