stat, rank, value, (percentage) 
minecraft.mined.oak_planks: #13, 218(3%)
minecraft.used.kelp: #13, 486(3%)
minecraft.used.spruce_fence: #13, 556(3%)
minecraft.used.iron_pickaxe: #13, 1421(3%)
minecraft.killed.salmon: #13, 75(2%)
minecraft.mined.tripwire_hook: #13, 4(3%)
minecraft.custom.inspect_dropper: #13, 906(2%)
minecraft.crafted.iron_bars: #13, 832(3%)
minecraft.used.lightning_rod: #13, 179(3%)
minecraft.mined.loom: #13, 5(3%)
minecraft.picked_up.armor_stand: #13, 105(2%)
minecraft.crafted.diamond_chestplate: #13, 2(2%)
minecraft.used.redstone_block: #13, 284(2%)
minecraft.mined.deepslate: #13, 14161(2%)
minecraft.picked_up.leaf_litter: #13, 95(2%)
minecraft.picked_up.writable_book: #13, 11(2%)
minecraft.picked_up.polished_deepslate: #13, 110(2%)
minecraft.used.trial_key: #13, 17(2%)
minecraft.mined.stripped_spruce_log: #13, 295(1%)
minecraft.used.lava_bucket: #13, 74(1%)
minecraft.crafted.green_terracotta: #13, 296(2%)
minecraft.used.polished_tuff_stairs: #13, 143(2%)
minecraft.crafted.hopper: #13, 410(1%)
minecraft.picked_up.loom: #13, 5(2%)
minecraft.used.stone_slab: #13, 986(1%)
minecraft.crafted.yellow_dye: #13, 471(1%)
minecraft.mined.hay_block: #13, 55(1%)
minecraft.picked_up.oxidized_copper_trapdoor: #13, 87(1%)
minecraft.dropped.tnt: #13, 43(2%)
minecraft.crafted.light_gray_stained_glass_pane: #13, 160(2%)
minecraft.dropped.egg: #13, 72(1%)
minecraft.crafted.acacia_sign: #13, 12(1%)
minecraft.mined.rose_bush: #13, 16(1%)
minecraft.picked_up.shulker_shell: #13, 210(1%)
minecraft.used.dandelion: #13, 10(1%)
minecraft.crafted.polished_deepslate_slab: #13, 46(1%)
minecraft.used.honey_block: #13, 189(1%)
minecraft.picked_up.redstone_ore: #13, 27(1%)
minecraft.used.polished_deepslate_stairs: #13, 82(1%)
minecraft.picked_up.iron_horse_armor: #13, 1(2%)
minecraft.used.waxed_copper_block: #13, 33(1%)
minecraft.picked_up.polished_granite: #13, 21(1%)
minecraft.crafted.white_stained_glass_pane: #13, 176(1%)
minecraft.crafted.light_gray_dye: #13, 226(1%)
minecraft.picked_up.smooth_quartz_slab: #13, 25(1%)
minecraft.crafted.birch_trapdoor: #13, 14(1%)
minecraft.used.granite_stairs: #13, 7(1%)
minecraft.used.flowering_azalea: #13, 12(1%)
minecraft.used.slime_block: #13, 94(1%)
minecraft.picked_up.deepslate_copper_ore: #13, 26(1%)
minecraft.mined.bamboo_slab: #13, 13(1%)
minecraft.used.polished_basalt: #13, 71(1%)
minecraft.used.waxed_oxidized_copper: #13, 64(1%)
minecraft.dropped.shulker_box: #13, 14(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #13, 3(1%)
minecraft.crafted.orange_dye: #13, 133(1%)
minecraft.picked_up.cornflower: #13, 87(1%)
minecraft.picked_up.quartz_block: #13, 78(1%)
minecraft.picked_up.netherite_sword: #13, 2(1%)
minecraft.picked_up.torchflower: #13, 10(0%)
minecraft.crafted.gray_concrete_powder: #13, 448(1%)
minecraft.mined.deepslate_tiles: #13, 56(0%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #13, 17(1%)
minecraft.mined.purpur_stairs: #13, 10(1%)
minecraft.dropped.deepslate_diamond_ore: #13, 3(1%)
minecraft.crafted.red_banner: #13, 3(0%)
minecraft.picked_up.magenta_stained_glass_pane: #13, 1(1%)
minecraft.dropped.rabbit: #13, 1(0%)
minecraft.crafted.warped_button: #13, 1(0%)
minecraft.killed.bee: #13, 1(0%)
minecraft.used.gray_concrete: #13, 154(0%)
minecraft.picked_up.creaking_heart: #13, 3(0%)
minecraft.dropped.tropical_fish: #13, 1(0%)
minecraft.dropped.glass_pane: #13, 4(0%)
minecraft.used.acacia_button: #13, 1(0%)
minecraft.used.crimson_sign: #13, 1(0%)
minecraft.used.warped_fence_gate: #13, 1(0%)
minecraft.crafted.black_wool: #13, 23(0%)
minecraft.used.blue_concrete_powder: #13, 8(0%)
minecraft.dropped.jungle_slab: #13, 1(0%)
minecraft.dropped.ghast_tear: #13, 1(0%)
minecraft.used.resin_block: #13, 6(0%)
minecraft.mined.resin_block: #13, 5(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #13, 2(0%)
minecraft.dropped.podzol: #13, 1(0%)
minecraft.dropped.bone_block: #13, 31(0%)
minecraft.mined.large_amethyst_bud: #13, 1(0%)
minecraft.mined.oxidized_cut_copper_slab: #13, 1(0%)
minecraft.used.magenta_stained_glass: #13, 1(0%)
minecraft.used.prismarine_bricks: #13, 7(0%)
minecraft.used.weathered_copper: #13, 1(0%)
minecraft.crafted.barrel: #14, 281(3%)
minecraft.picked_up.glow_ink_sac: #14, 130(3%)
minecraft.picked_up.crafter: #14, 43(2%)
minecraft.crafted.iron_nugget: #14, 3806(2%)
minecraft.picked_up.compass: #14, 38(3%)
minecraft.used.ender_chest: #14, 357(2%)
minecraft.dropped.spruce_log: #14, 113(2%)
minecraft.picked_up.flint: #14, 406(2%)
minecraft.picked_up.rose_bush: #14, 197(2%)
minecraft.mined.white_bed: #14, 126(2%)
minecraft.crafted.stone_axe: #14, 3(2%)
minecraft.used.tripwire_hook: #14, 14(2%)
minecraft.used.pointed_dripstone: #14, 255(2%)
minecraft.crafted.iron_sword: #14, 6(2%)
minecraft.picked_up.deepslate_gold_ore: #14, 181(2%)
minecraft.mined.kelp_plant: #14, 127(2%)
minecraft.crafted.netherite_pickaxe: #14, 1(3%)
minecraft.crafted.redstone_block: #14, 565(2%)
minecraft.picked_up.stripped_spruce_log: #14, 326(2%)
minecraft.crafted.black_concrete_powder: #14, 1160(2%)
minecraft.mined.kelp: #14, 69(2%)
minecraft.picked_up.shears: #14, 25(2%)
minecraft.mined.polished_deepslate_slab: #14, 36(2%)
minecraft.dropped.oxeye_daisy: #14, 15(2%)
minecraft.mined.end_rod: #14, 86(1%)
minecraft.crafted.polished_tuff: #14, 591(1%)
minecraft.picked_up.vine: #14, 94(1%)
minecraft.mined.leaf_litter: #14, 28(2%)
minecraft.dropped.iron_pickaxe: #14, 2(2%)
minecraft.used.cyan_wool: #14, 96(2%)
minecraft.crafted.stone_stairs: #14, 48(1%)
minecraft.mined.pumpkin_stem: #14, 7(1%)
minecraft.killed.cod: #14, 4(2%)
minecraft.used.black_concrete_powder: #14, 801(1%)
minecraft.dropped.netherite_leggings: #14, 1(2%)
minecraft.picked_up.smooth_stone_slab: #14, 177(1%)
minecraft.picked_up.blue_dye: #14, 11(1%)
minecraft.mined.orange_bed: #14, 3(2%)
minecraft.used.enchanting_table: #14, 1(1%)
minecraft.crafted.warped_trapdoor: #14, 32(1%)
minecraft.used.oxidized_copper_trapdoor: #14, 68(1%)
minecraft.used.warped_stem: #14, 82(1%)
minecraft.used.spruce_fence_gate: #14, 62(1%)
minecraft.used.tinted_glass: #14, 135(1%)
minecraft.picked_up.dark_oak_planks: #14, 64(1%)
minecraft.used.clay: #14, 94(1%)
minecraft.picked_up.cocoa_beans: #14, 377(1%)
minecraft.crafted.spruce_hanging_sign: #14, 6(1%)
minecraft.picked_up.pale_hanging_moss: #14, 22(1%)
minecraft.picked_up.crimson_stem: #14, 118(1%)
minecraft.picked_up.cyan_wool: #14, 88(1%)
minecraft.picked_up.oak_door: #14, 3(1%)
minecraft.dropped.cobblestone: #14, 1820(1%)
minecraft.mined.bamboo_trapdoor: #14, 19(1%)
minecraft.mined.smooth_quartz_slab: #14, 23(1%)
minecraft.picked_up.magenta_dye: #14, 8(1%)
minecraft.dropped.oak_sapling: #14, 37(1%)
minecraft.crafted.light_gray_terracotta: #14, 64(1%)
minecraft.picked_up.orange_bed: #14, 2(1%)
minecraft.picked_up.bamboo_stairs: #14, 7(1%)
minecraft.dropped.cooked_cod: #14, 20(1%)
minecraft.broken.fishing_rod: #14, 1(1%)
minecraft.crafted.fishing_rod: #14, 3(1%)
minecraft.picked_up.polished_blackstone_button: #14, 2(1%)
minecraft.used.polished_andesite_slab: #14, 59(1%)
minecraft.used.bamboo_door: #14, 4(1%)
minecraft.used.cartography_table: #14, 3(1%)
minecraft.dropped.leather: #14, 41(1%)
minecraft.mined.jungle_stairs: #14, 5(1%)
minecraft.mined.light_gray_concrete_powder: #14, 13(1%)
minecraft.used.light_gray_wool: #14, 61(1%)
minecraft.mined.cartography_table: #14, 2(1%)
minecraft.used.stripped_oak_log: #14, 23(1%)
minecraft.crafted.birch_fence: #14, 15(1%)
minecraft.mined.oak_door: #14, 1(1%)
minecraft.dropped.chest: #14, 28(0%)
minecraft.used.oak_pressure_plate: #14, 1(1%)
minecraft.used.gray_concrete_powder: #14, 341(0%)
minecraft.mined.cobbled_deepslate_stairs: #14, 5(0%)
minecraft.dropped.melon_slice: #14, 104(0%)
minecraft.crafted.oak_pressure_plate: #14, 1(1%)
minecraft.crafted.bamboo_stairs: #14, 16(1%)
minecraft.picked_up.deepslate_tile_wall: #14, 9(0%)
minecraft.picked_up.jungle_stairs: #14, 5(0%)
minecraft.mined.acacia_wood: #14, 4(0%)
minecraft.picked_up.nether_wart_block: #14, 99(0%)
minecraft.picked_up.orange_tulip: #14, 29(0%)
minecraft.picked_up.poisonous_potato: #14, 2(0%)
minecraft.mined.waxed_chiseled_copper: #14, 3(0%)
minecraft.mined.honey_block: #14, 24(0%)
minecraft.crafted.brown_dye: #14, 63(0%)
minecraft.used.smooth_stone: #14, 409(0%)
minecraft.picked_up.flint_and_steel: #14, 5(0%)
minecraft.crafted.raw_gold_block: #14, 15(0%)
minecraft.used.deepslate_lapis_ore: #14, 7(0%)
minecraft.crafted.green_wool: #14, 14(0%)
minecraft.crafted.cartography_table: #14, 1(0%)
minecraft.picked_up.dried_kelp: #14, 32(0%)
minecraft.picked_up.dark_oak_sign: #14, 2(0%)
minecraft.mined.gray_terracotta: #14, 6(0%)
minecraft.dropped.red_wool: #14, 1(0%)
minecraft.used.beetroot: #14, 1(0%)
minecraft.used.chiseled_stone_bricks: #14, 8(0%)
minecraft.killed.iron_golem: #14, 1(0%)
minecraft.picked_up.scrape_pottery_sherd: #14, 1(0%)
minecraft.picked_up.fern: #14, 34(0%)
minecraft.crafted.wooden_shovel: #14, 2(0%)
minecraft.crafted.dark_oak_fence_gate: #14, 3(0%)
minecraft.dropped.spruce_button: #14, 1(0%)
minecraft.used.crimson_fungus: #14, 2(0%)
minecraft.crafted.acacia_button: #14, 1(0%)
minecraft.mined.tall_dry_grass: #14, 1(0%)
minecraft.used.warped_fence: #14, 3(0%)
minecraft.mined.cracked_stone_bricks: #14, 4(0%)
minecraft.picked_up.resin_block: #14, 6(0%)
minecraft.mined.waxed_cut_copper: #14, 2(0%)
minecraft.crafted.blue_concrete_powder: #14, 8(0%)
minecraft.picked_up.waxed_cut_copper: #14, 1(0%)
minecraft.used.purpur_block: #14, 5(0%)
minecraft.picked_up.fire_charge: #14, 1(0%)
minecraft.picked_up.red_mushroom_block: #14, 1(0%)
minecraft.picked_up.lead: #15, 258(3%)
minecraft.dropped.firework_rocket: #15, 869(2%)
minecraft.mined.short_grass: #15, 3254(2%)
minecraft.picked_up.oak_button: #15, 20(3%)
minecraft.used.oak_sign: #15, 59(2%)
minecraft.killed.player: #15, 53(2%)
minecraft.picked_up.pumpkin_seeds: #15, 639(2%)
minecraft.picked_up.soul_sand: #15, 593(2%)
minecraft.crafted.oak_button: #15, 16(2%)
minecraft.used.bamboo: #15, 373(2%)
minecraft.picked_up.end_rod: #15, 136(2%)
minecraft.mined.spruce_wall_sign: #15, 9(2%)
minecraft.mined.cobbled_deepslate: #15, 335(2%)
minecraft.picked_up.gold_nugget: #15, 1082(1%)
minecraft.picked_up.diamond: #15, 1286(1%)
minecraft.used.deepslate_redstone_ore: #15, 232(2%)
minecraft.crafted.netherite_upgrade_smithing_template: #15, 12(2%)
minecraft.custom.interact_with_blast_furnace: #15, 60(1%)
minecraft.dropped.iron_block: #15, 125(1%)
minecraft.mined.clay: #15, 664(1%)
minecraft.crafted.oak_planks: #15, 4600(1%)
minecraft.mined.piston: #15, 62(1%)
minecraft.picked_up.ender_chest: #15, 290(1%)
minecraft.picked_up.diamond_hoe: #15, 3(2%)
minecraft.dropped.diamond_block: #15, 25(1%)
minecraft.picked_up.porkchop: #15, 59(1%)
minecraft.crafted.player_head: #15, 224(2%)
minecraft.mined.decorated_pot: #15, 73(1%)
minecraft.mined.oak_slab: #15, 27(1%)
minecraft.used.polished_deepslate: #15, 343(1%)
minecraft.used.potion: #15, 462(1%)
minecraft.used.note_block: #15, 65(1%)
minecraft.picked_up.cooked_cod: #15, 59(1%)
minecraft.used.milk_bucket: #15, 2(1%)
minecraft.used.gunpowder: #15, 6(1%)
minecraft.used.orange_bed: #15, 3(1%)
minecraft.dropped.item_frame: #15, 6(1%)
minecraft.dropped.brown_mushroom: #15, 8(1%)
minecraft.crafted.bamboo_block: #15, 382(1%)
minecraft.mined.red_wool: #15, 22(1%)
minecraft.used.sugar_cane: #15, 120(1%)
minecraft.used.mace: #15, 147(1%)
minecraft.mined.stripped_oak_log: #15, 72(1%)
minecraft.picked_up.campfire: #15, 12(1%)
minecraft.used.nether_wart: #15, 104(1%)
minecraft.picked_up.totem_of_undying: #15, 6(1%)
minecraft.picked_up.pufferfish: #15, 33(1%)
minecraft.picked_up.mangrove_log: #15, 317(1%)
minecraft.picked_up.stone_brick_stairs: #15, 37(1%)
minecraft.mined.mangrove_log: #15, 229(1%)
minecraft.mined.diamond_ore: #15, 2(1%)
minecraft.used.bone_block: #15, 148(1%)
minecraft.killed.stray: #15, 29(1%)
minecraft.dropped.peony: #15, 3(1%)
minecraft.mined.acacia_leaves: #15, 198(1%)
minecraft.used.spruce_pressure_plate: #15, 3(1%)
minecraft.crafted.spruce_fence_gate: #15, 39(1%)
minecraft.mined.deepslate_diamond_ore: #15, 358(1%)
minecraft.used.deepslate_diamond_ore: #15, 124(1%)
minecraft.crafted.pink_dye: #15, 87(1%)
minecraft.used.orange_wool: #15, 25(1%)
minecraft.picked_up.potato: #15, 240(0%)
minecraft.used.smooth_quartz_slab: #15, 63(1%)
minecraft.picked_up.nautilus_shell: #15, 4(1%)
minecraft.used.red_wool: #15, 31(0%)
minecraft.dropped.minecart: #15, 4(1%)
minecraft.used.brown_carpet: #15, 20(1%)
minecraft.mined.acacia_wall_sign: #15, 1(1%)
minecraft.used.exposed_copper_trapdoor: #15, 4(1%)
minecraft.picked_up.cartography_table: #15, 2(1%)
minecraft.used.heavy_weighted_pressure_plate: #15, 2(1%)
minecraft.used.bricks: #15, 71(0%)
minecraft.used.rose_bush: #15, 5(0%)
minecraft.dropped.pink_petals: #15, 18(1%)
minecraft.picked_up.jungle_slab: #15, 10(0%)
minecraft.used.light_gray_stained_glass: #15, 80(0%)
minecraft.picked_up.purpur_stairs: #15, 9(0%)
minecraft.crafted.quartz_block: #15, 354(0%)
minecraft.mined.detector_rail: #15, 1(0%)
minecraft.picked_up.pale_oak_leaves: #15, 35(0%)
minecraft.picked_up.red_tulip: #15, 28(0%)
minecraft.used.deepslate_iron_ore: #15, 20(0%)
minecraft.picked_up.pink_tulip: #15, 12(0%)
minecraft.crafted.magenta_dye: #15, 53(0%)
minecraft.mined.bricks: #15, 14(0%)
minecraft.mined.exposed_copper_trapdoor: #15, 5(0%)
minecraft.picked_up.waxed_exposed_copper_bulb: #15, 1(0%)
minecraft.killed.husk: #15, 7(0%)
minecraft.used.gold_nugget: #15, 5(0%)
minecraft.mined.waxed_exposed_copper_bulb: #15, 1(0%)
minecraft.mined.orange_wool: #15, 7(0%)
minecraft.picked_up.golden_sword: #15, 5(0%)
minecraft.mined.deepslate_tile_wall: #15, 3(0%)
minecraft.picked_up.waxed_chiseled_copper: #15, 2(0%)
minecraft.used.bamboo_slab: #15, 34(0%)
minecraft.picked_up.bamboo_slab: #15, 16(0%)
minecraft.dropped.calcite: #15, 4(0%)
minecraft.mined.tinted_glass: #15, 7(0%)
minecraft.used.spruce_leaves: #15, 57(0%)
minecraft.dropped.decorated_pot: #15, 1(0%)
minecraft.picked_up.guster_pottery_sherd: #15, 1(0%)
minecraft.used.light_blue_concrete_powder: #15, 49(0%)
minecraft.mined.weathered_copper_trapdoor: #15, 3(0%)
minecraft.used.deepslate_tile_wall: #15, 8(0%)
minecraft.picked_up.tinted_glass: #15, 7(0%)
minecraft.used.dark_oak_fence_gate: #15, 2(0%)
minecraft.picked_up.gray_terracotta: #15, 3(0%)
minecraft.used.birch_leaves: #15, 97(0%)
minecraft.dropped.redstone_block: #15, 4(0%)
minecraft.picked_up.copper_block: #15, 103(0%)
minecraft.mined.weathered_copper: #15, 4(0%)
minecraft.crafted.pink_wool: #15, 2(0%)
minecraft.dropped.flint_and_steel: #15, 1(0%)
minecraft.used.stripped_jungle_log: #15, 2(0%)
minecraft.dropped.red_terracotta: #15, 1(0%)
minecraft.dropped.end_stone: #15, 1(0%)
minecraft.crafted.yellow_wool: #15, 2(0%)
minecraft.used.spruce_button: #15, 15(0%)
minecraft.picked_up.sculk_vein: #15, 2(0%)
minecraft.crafted.stick: #16, 11430(3%)
minecraft.mined.dark_oak_log: #16, 1935(2%)
minecraft.used.player_head: #16, 107(2%)
minecraft.dropped.diamond_pickaxe: #16, 10(2%)
minecraft.used.oak_boat: #16, 29(2%)
minecraft.broken.shears: #16, 13(2%)
minecraft.mined.ender_chest: #16, 258(1%)
minecraft.picked_up.kelp: #16, 1318(1%)
minecraft.picked_up.oak_boat: #16, 24(1%)
minecraft.picked_up.mace: #16, 4(1%)
minecraft.picked_up.iron_ingot: #16, 1626(1%)
minecraft.dropped.leather_helmet: #16, 3(1%)
minecraft.picked_up.phantom_membrane: #16, 24(1%)
minecraft.mined.azure_bluet: #16, 32(1%)
minecraft.mined.moss_block: #16, 734(1%)
minecraft.custom.target_hit: #16, 67(1%)
minecraft.picked_up.deepslate_redstone_ore: #16, 261(1%)
minecraft.picked_up.ominous_bottle: #16, 7(1%)
minecraft.crafted.repeater: #16, 110(1%)
minecraft.picked_up.warped_nylium: #16, 75(1%)
minecraft.picked_up.black_concrete: #16, 180(1%)
minecraft.mined.iron_door: #16, 7(1%)
minecraft.used.iron_hoe: #16, 62(1%)
minecraft.picked_up.stripped_oak_log: #16, 70(1%)
minecraft.crafted.spruce_door: #16, 6(1%)
minecraft.picked_up.polished_deepslate_slab: #16, 36(1%)
minecraft.picked_up.stone_pickaxe: #16, 1(1%)
minecraft.picked_up.dark_oak_fence: #16, 34(1%)
minecraft.mined.ancient_debris: #16, 13(1%)
minecraft.mined.nether_wart: #16, 81(1%)
minecraft.picked_up.deepslate_iron_ore: #16, 59(1%)
minecraft.picked_up.ancient_debris: #16, 14(1%)
minecraft.used.iron_shovel: #16, 568(1%)
minecraft.crafted.cherry_planks: #16, 252(1%)
minecraft.used.loom: #16, 8(1%)
minecraft.dropped.bread: #16, 113(1%)
minecraft.mined.white_tulip: #16, 11(1%)
minecraft.crafted.polished_tuff_wall: #16, 17(1%)
minecraft.used.polished_deepslate_slab: #16, 110(1%)
minecraft.picked_up.emerald_block: #16, 67(1%)
minecraft.mined.carved_pumpkin: #16, 35(0%)
minecraft.mined.amethyst_cluster: #16, 56(1%)
minecraft.custom.interact_with_campfire: #16, 74(0%)
minecraft.mined.brown_carpet: #16, 5(1%)
minecraft.mined.andesite_stairs: #16, 2(1%)
minecraft.killed.bat: #16, 1(1%)
minecraft.used.smooth_stone_slab: #16, 265(0%)
minecraft.used.birch_log: #16, 58(0%)
minecraft.mined.light_gray_stained_glass_pane: #16, 2(1%)
minecraft.picked_up.glass_bottle: #16, 145(0%)
minecraft.mined.slime_block: #16, 28(0%)
minecraft.mined.cyan_wool: #16, 11(1%)
minecraft.custom.tune_noteblock: #16, 1283(0%)
minecraft.mined.potatoes: #16, 25(0%)
minecraft.picked_up.waxed_cut_copper_slab: #16, 2(1%)
minecraft.picked_up.deepslate_tiles: #16, 54(0%)
minecraft.picked_up.acacia_wood: #16, 6(0%)
minecraft.used.deepslate_tiles: #16, 274(0%)
minecraft.mined.birch_sapling: #16, 1(0%)
minecraft.crafted.smooth_stone_slab: #16, 108(0%)
minecraft.used.beetroot_seeds: #16, 17(0%)
minecraft.used.mangrove_leaves: #16, 74(0%)
minecraft.picked_up.white_tulip: #16, 15(0%)
minecraft.picked_up.andesite_stairs: #16, 2(0%)
minecraft.picked_up.exposed_copper_trapdoor: #16, 4(0%)
minecraft.picked_up.glowstone_dust: #16, 34(0%)
minecraft.used.cyan_dye: #16, 1(0%)
minecraft.mined.nether_wart_block: #16, 51(0%)
minecraft.used.cherry_log: #16, 15(0%)
minecraft.used.bamboo_trapdoor: #16, 26(0%)
minecraft.mined.purpur_pillar: #16, 4(0%)
minecraft.picked_up.pink_wool: #16, 19(0%)
minecraft.picked_up.weathered_copper_trapdoor: #16, 3(0%)
minecraft.used.end_stone_bricks: #16, 1(0%)
minecraft.crafted.polished_deepslate: #16, 64(0%)
minecraft.dropped.pumpkin: #16, 64(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #16, 2(0%)
minecraft.used.nether_bricks: #16, 5(0%)
minecraft.crafted.light_blue_concrete_powder: #16, 48(0%)
minecraft.crafted.polished_granite: #16, 20(0%)
minecraft.mined.birch_stairs: #16, 1(0%)
minecraft.mined.diamond_block: #16, 4(0%)
minecraft.used.birch_sapling: #16, 26(0%)
minecraft.used.cyan_concrete: #16, 5(0%)
minecraft.dropped.splash_potion: #16, 1(0%)
minecraft.mined.light_blue_concrete: #16, 15(0%)
minecraft.picked_up.lapis_block: #16, 3(0%)
minecraft.used.copper_block: #16, 76(0%)
minecraft.crafted.deepslate_tile_slab: #16, 2(0%)
minecraft.used.light_blue_concrete: #16, 14(0%)
minecraft.picked_up.green_stained_glass: #16, 1(0%)
minecraft.dropped.glass: #16, 12(0%)
minecraft.crafted.brown_carpet: #16, 3(0%)
minecraft.dropped.light_gray_concrete_powder: #16, 1(0%)
minecraft.mined.red_mushroom_block: #16, 3(0%)
minecraft.crafted.polished_basalt: #16, 4(0%)
minecraft.crafted.gold_nugget: #16, 36(0%)
minecraft.used.green_stained_glass: #16, 1(0%)
minecraft.picked_up.weathered_copper: #16, 4(0%)
minecraft.crafted.deepslate_bricks: #16, 1(0%)
minecraft.killed.zombified_piglin: #16, 34(0%)
minecraft.custom.pig_one_cm: #16, 5704(0%)
minecraft.picked_up.leather_helmet: #17, 8(2%)
minecraft.picked_up.potion: #17, 104(2%)
minecraft.mined.tall_grass: #17, 572(2%)
minecraft.dropped.golden_carrot: #17, 210(2%)
minecraft.crafted.diamond: #17, 1395(2%)
minecraft.crafted.furnace: #17, 128(2%)
minecraft.used.carrot: #17, 247(1%)
minecraft.picked_up.white_bed: #17, 98(2%)
minecraft.used.cauldron: #17, 17(2%)
minecraft.crafted.diamond_block: #17, 217(2%)
minecraft.picked_up.baked_potato: #17, 141(1%)
minecraft.mined.observer: #17, 114(1%)
minecraft.custom.trigger_trapped_chest: #17, 14(1%)
minecraft.dropped.mace: #17, 2(1%)
minecraft.mined.deepslate_lapis_ore: #17, 97(1%)
minecraft.mined.campfire: #17, 11(1%)
minecraft.dropped.coal_ore: #17, 37(1%)
minecraft.mined.tuff_bricks: #17, 293(1%)
minecraft.picked_up.iron_shovel: #17, 3(1%)
minecraft.dropped.potion: #17, 33(1%)
minecraft.crafted.acacia_planks: #17, 552(1%)
minecraft.mined.acacia_log: #17, 351(1%)
minecraft.dropped.saddle: #17, 1(1%)
minecraft.crafted.oak_door: #17, 3(1%)
minecraft.crafted.iron_shovel: #17, 4(1%)
minecraft.crafted.netherite_ingot: #17, 3(1%)
minecraft.crafted.hopper_minecart: #17, 7(1%)
minecraft.crafted.redstone_torch: #17, 408(1%)
minecraft.used.oak_slab: #17, 54(1%)
minecraft.crafted.stone_shovel: #17, 3(1%)
minecraft.picked_up.bamboo_trapdoor: #17, 19(1%)
minecraft.custom.fish_caught: #17, 131(1%)
minecraft.picked_up.nether_wart: #17, 262(1%)
minecraft.used.cobbled_deepslate_stairs: #17, 40(1%)
minecraft.broken.iron_pickaxe: #17, 1(1%)
minecraft.picked_up.gold_ingot: #17, 156(1%)
minecraft.crafted.sticky_piston: #17, 40(1%)
minecraft.broken.iron_shovel: #17, 1(1%)
minecraft.dropped.cooked_chicken: #17, 13(0%)
minecraft.used.jungle_boat: #17, 1(0%)
minecraft.mined.cobblestone_wall: #17, 3(0%)
minecraft.used.detector_rail: #17, 2(0%)
minecraft.mined.bee_nest: #17, 2(0%)
minecraft.used.stripped_spruce_log: #17, 40(0%)
minecraft.picked_up.spruce_hanging_sign: #17, 1(0%)
minecraft.used.polished_blackstone_button: #17, 4(0%)
minecraft.mined.jungle_planks: #17, 9(0%)
minecraft.picked_up.mangrove_sign: #17, 1(0%)
minecraft.custom.interact_with_smoker: #17, 5(0%)
minecraft.used.bamboo_planks: #17, 28(0%)
minecraft.used.stripped_dark_oak_log: #17, 14(0%)
minecraft.dropped.cocoa_beans: #17, 2(0%)
minecraft.crafted.bamboo_fence: #17, 9(0%)
minecraft.mined.nether_bricks: #17, 9(0%)
minecraft.dropped.white_wool: #17, 8(0%)
minecraft.dropped.oak_leaves: #17, 9(0%)
minecraft.mined.oxidized_copper: #17, 27(0%)
minecraft.picked_up.glistering_melon_slice: #17, 1(0%)
minecraft.mined.stone_pressure_plate: #17, 2(0%)
minecraft.used.brown_mushroom: #17, 2(0%)
minecraft.crafted.tnt: #17, 27(0%)
minecraft.picked_up.light_blue_concrete: #17, 14(0%)
minecraft.dropped.white_banner: #17, 3(0%)
minecraft.crafted.smithing_table: #17, 2(0%)
minecraft.picked_up.cracked_stone_bricks: #17, 4(0%)
minecraft.mined.blue_concrete: #17, 1(0%)
minecraft.used.amethyst_cluster: #17, 1(0%)
minecraft.picked_up.blue_concrete: #17, 1(0%)
minecraft.used.oxidized_cut_copper_slab: #17, 2(0%)
minecraft.used.light_gray_stained_glass_pane: #17, 2(0%)
minecraft.mined.sculk_vein: #17, 3(0%)
minecraft.used.rail: #18, 1411(2%)
minecraft.crafted.oak_sign: #18, 51(2%)
minecraft.picked_up.written_book: #18, 11(2%)
minecraft.mined.birch_log: #18, 761(2%)
minecraft.mined.redstone_wire: #18, 262(2%)
minecraft.dropped.cooked_beef: #18, 50(1%)
minecraft.dropped.diamond_axe: #18, 4(2%)
minecraft.mined.oak_log: #18, 1406(1%)
minecraft.picked_up.golden_boots: #18, 8(1%)
minecraft.crafted.spruce_trapdoor: #18, 610(1%)
minecraft.crafted.lever: #18, 84(1%)
minecraft.crafted.iron_hoe: #18, 1(1%)
minecraft.mined.moss_carpet: #18, 85(1%)
minecraft.mined.sticky_piston: #18, 30(1%)
minecraft.crafted.jukebox: #18, 3(1%)
minecraft.dropped.stone_pickaxe: #18, 1(1%)
minecraft.used.glass_bottle: #18, 466(1%)
minecraft.mined.flower_pot: #18, 3(1%)
minecraft.mined.dark_oak_trapdoor: #18, 20(1%)
minecraft.picked_up.melon: #18, 293(1%)
minecraft.mined.blackstone: #18, 386(1%)
minecraft.dropped.golden_helmet: #18, 2(1%)
minecraft.picked_up.sticky_piston: #18, 34(1%)
minecraft.dropped.oak_boat: #18, 2(1%)
minecraft.custom.play_record: #18, 8(1%)
minecraft.picked_up.acacia_log: #18, 335(1%)
minecraft.dropped.grass_block: #18, 323(1%)
minecraft.mined.acacia_trapdoor: #18, 16(1%)
minecraft.picked_up.netherite_helmet: #18, 2(1%)
minecraft.picked_up.brown_dye: #18, 8(1%)
minecraft.crafted.warped_planks: #18, 216(1%)
minecraft.dropped.player_head: #18, 85(0%)
minecraft.picked_up.tipped_arrow: #18, 77(1%)
