stat, rank, value, (percentage) 
minecraft.crafted.enchanting_table: #18, 1(3%)
minecraft.dropped.diamond_boots: #18, 4(2%)
minecraft.mined.podzol: #18, 359(2%)
minecraft.used.diamond_pickaxe: #18, 100470(1%)
minecraft.picked_up.iron_leggings: #18, 4(2%)
minecraft.mined.andesite: #18, 4754(2%)
minecraft.picked_up.diamond_pickaxe: #18, 26(1%)
minecraft.dropped.written_book: #18, 5(2%)
minecraft.mined.powered_rail: #18, 120(2%)
minecraft.mined.netherrack: #18, 7124(2%)
minecraft.picked_up.chest: #18, 498(2%)
minecraft.dropped.shield: #18, 3(2%)
minecraft.mined.spruce_stairs: #18, 70(1%)
minecraft.mined.spruce_wall_sign: #18, 8(1%)
minecraft.mined.stonecutter: #18, 21(1%)
minecraft.mined.granite: #18, 3368(1%)
minecraft.picked_up.birch_planks: #18, 92(1%)
minecraft.picked_up.gravel: #18, 6607(1%)
minecraft.mined.sand: #18, 15849(1%)
minecraft.picked_up.spruce_slab: #18, 181(1%)
minecraft.mined.spruce_slab: #18, 122(1%)
minecraft.broken.iron_axe: #18, 1(2%)
minecraft.used.white_bed: #18, 75(1%)
minecraft.mined.piston: #18, 48(1%)
minecraft.picked_up.lapis_lazuli: #18, 1205(1%)
minecraft.picked_up.comparator: #18, 49(1%)
minecraft.picked_up.phantom_membrane: #18, 19(1%)
minecraft.picked_up.white_bed: #18, 61(1%)
minecraft.picked_up.ender_chest: #18, 203(1%)
minecraft.crafted.iron_sword: #18, 3(1%)
minecraft.mined.white_bed: #18, 55(1%)
minecraft.crafted.shield: #18, 3(1%)
minecraft.picked_up.red_wool: #18, 62(1%)
minecraft.used.gray_shulker_box: #18, 51(1%)
minecraft.mined.sunflower: #18, 44(1%)
minecraft.used.iron_door: #18, 7(1%)
minecraft.picked_up.amethyst_block: #18, 132(1%)
minecraft.picked_up.glass: #18, 528(1%)
minecraft.mined.gray_shulker_box: #18, 45(1%)
minecraft.used.note_block: #18, 45(1%)
minecraft.picked_up.gray_shulker_box: #18, 45(1%)
minecraft.used.spruce_planks: #18, 355(1%)
minecraft.picked_up.melon_slice: #18, 399(1%)
minecraft.crafted.black_concrete_powder: #18, 512(1%)
minecraft.used.melon: #18, 7(1%)
minecraft.mined.clay: #18, 307(1%)
minecraft.mined.bone_block: #18, 47(1%)
minecraft.used.mossy_cobblestone: #18, 68(1%)
minecraft.picked_up.light_gray_carpet: #18, 10(1%)
minecraft.crafted.copper_block: #18, 230(1%)
minecraft.killed_by.ravager: #18, 28(1%)
minecraft.mined.polished_deepslate: #18, 27(1%)
minecraft.killed.sheep: #18, 22(1%)
minecraft.dropped.iron_helmet: #18, 1(1%)
minecraft.picked_up.nether_wart: #18, 226(1%)
minecraft.dropped.rail: #18, 16(1%)
minecraft.crafted.clock: #18, 1(1%)
minecraft.picked_up.poppy: #18, 227(0%)
minecraft.used.trial_key: #18, 5(1%)
minecraft.mined.amethyst_cluster: #18, 53(1%)
minecraft.picked_up.white_wool: #18, 179(0%)
minecraft.dropped.ender_chest: #18, 4(1%)
minecraft.used.glass_pane: #18, 18(1%)
minecraft.picked_up.brick: #18, 100(0%)
minecraft.picked_up.mangrove_log: #18, 188(0%)
minecraft.killed.bat: #18, 1(1%)
minecraft.picked_up.mangrove_roots: #18, 374(0%)
minecraft.mined.polished_diorite: #18, 3(0%)
minecraft.mined.basalt: #18, 368(0%)
minecraft.picked_up.trial_key: #18, 6(0%)
minecraft.picked_up.lava_bucket: #18, 3(0%)
minecraft.mined.gray_carpet: #18, 10(0%)
minecraft.crafted.coal: #18, 252(0%)
minecraft.used.polished_deepslate_stairs: #18, 31(0%)
minecraft.picked_up.orange_shulker_box: #18, 17(0%)
minecraft.used.cod: #18, 1(0%)
minecraft.picked_up.polished_blackstone_button: #18, 1(0%)
minecraft.mined.orange_shulker_box: #18, 17(0%)
minecraft.crafted.polished_andesite: #18, 64(0%)
minecraft.used.white_stained_glass: #18, 108(0%)
minecraft.picked_up.azure_bluet: #18, 46(0%)
minecraft.used.detector_rail: #18, 2(0%)
minecraft.dropped.lime_dye: #18, 1(0%)
minecraft.picked_up.brown_wool: #18, 14(0%)
minecraft.used.birch_log: #18, 31(0%)
minecraft.picked_up.waxed_oxidized_copper_grate: #18, 5(0%)
minecraft.picked_up.glow_item_frame: #18, 7(0%)
minecraft.picked_up.blaze_powder: #18, 1(0%)
minecraft.used.gravel: #18, 243(0%)
minecraft.used.pale_oak_log: #18, 26(0%)
minecraft.mined.crimson_roots: #18, 11(0%)
minecraft.mined.honey_block: #18, 14(0%)
minecraft.mined.stripped_warped_stem: #18, 8(0%)
minecraft.picked_up.honey_block: #18, 46(0%)
minecraft.mined.end_stone_bricks: #18, 4(0%)
minecraft.mined.quartz_stairs: #18, 5(0%)
minecraft.crafted.crimson_planks: #18, 40(0%)
minecraft.picked_up.ghast_tear: #18, 3(0%)
minecraft.mined.yellow_bed: #18, 2(0%)
minecraft.dropped.lantern: #18, 1(0%)
minecraft.mined.birch_fence: #18, 2(0%)
minecraft.picked_up.red_concrete: #18, 19(0%)
minecraft.mined.red_mushroom: #18, 1(0%)
minecraft.crafted.brewing_stand: #18, 2(0%)
minecraft.mined.white_terracotta: #18, 30(0%)
minecraft.mined.waxed_copper_bulb: #18, 2(0%)
minecraft.used.cobblestone_stairs: #18, 14(0%)
minecraft.picked_up.waxed_copper_bulb: #18, 2(0%)
minecraft.mined.waxed_chiseled_copper: #18, 1(0%)
minecraft.picked_up.waxed_chiseled_copper: #18, 1(0%)
minecraft.picked_up.yellow_concrete: #18, 25(0%)
minecraft.used.acacia_fence: #18, 5(0%)
minecraft.mined.crimson_stem: #18, 10(0%)
minecraft.mined.red_terracotta: #18, 34(0%)
minecraft.used.brown_mushroom: #18, 2(0%)
minecraft.picked_up.red_terracotta: #18, 31(0%)
minecraft.used.orange_wool: #18, 3(0%)
minecraft.mined.warped_slab: #18, 1(0%)
minecraft.used.warped_planks: #18, 10(0%)
minecraft.mined.quartz_block: #18, 7(0%)
minecraft.crafted.warped_slab: #18, 6(0%)
minecraft.crafted.light_blue_terracotta: #18, 12(0%)
minecraft.mined.stone_brick_slab: #18, 4(0%)
minecraft.picked_up.warped_slab: #18, 1(0%)
minecraft.used.nether_bricks: #18, 2(0%)
minecraft.mined.light_gray_terracotta: #18, 14(0%)
minecraft.used.green_carpet: #18, 4(0%)
minecraft.crafted.mangrove_wood: #18, 3(0%)
minecraft.used.waxed_oxidized_cut_copper: #18, 2(0%)
minecraft.dropped.cod: #18, 6(0%)
minecraft.picked_up.copper_block: #18, 16(0%)
minecraft.used.mangrove_wood: #18, 1(0%)
minecraft.picked_up.prismarine_bricks: #18, 4(0%)
minecraft.picked_up.prismarine: #18, 2(0%)
minecraft.picked_up.black_carpet: #18, 2(0%)
minecraft.picked_up.torch: #19, 1965(2%)
minecraft.used.cobblestone: #19, 1523(2%)
minecraft.custom.play_noteblock: #19, 77(1%)
minecraft.picked_up.iron_bars: #19, 121(2%)
minecraft.mined.soul_sand: #19, 335(1%)
minecraft.crafted.iron_pickaxe: #19, 5(1%)
minecraft.custom.interact_with_stonecutter: #19, 155(1%)
minecraft.used.stone_pickaxe: #19, 145(1%)
minecraft.crafted.iron_axe: #19, 2(1%)
minecraft.picked_up.stonecutter: #19, 21(1%)
minecraft.crafted.diamond_block: #19, 184(1%)
minecraft.used.leather_leggings: #19, 2(1%)
minecraft.custom.fill_cauldron: #19, 12(1%)
minecraft.mined.iron_block: #19, 491(1%)
minecraft.dropped.diorite: #19, 239(1%)
minecraft.picked_up.iron_ore: #19, 219(1%)
minecraft.picked_up.shield: #19, 5(1%)
minecraft.killed.cow: #19, 129(1%)
minecraft.dropped.mace: #19, 2(1%)
minecraft.mined.torch: #19, 445(1%)
minecraft.used.iron_pickaxe: #19, 566(1%)
minecraft.mined.cobbled_deepslate: #19, 207(1%)
minecraft.picked_up.decorated_pot: #19, 26(1%)
minecraft.picked_up.spruce_stairs: #19, 61(1%)
minecraft.picked_up.coal_ore: #19, 813(1%)
minecraft.picked_up.sand: #19, 15995(1%)
minecraft.used.writable_book: #19, 58(1%)
minecraft.used.snowball: #19, 44(1%)
minecraft.crafted.oak_button: #19, 6(1%)
minecraft.picked_up.beef: #19, 233(1%)
minecraft.crafted.cooked_beef: #19, 100(1%)
minecraft.used.oak_door: #19, 2(1%)
minecraft.picked_up.ominous_bottle: #19, 5(1%)
minecraft.mined.redstone_block: #19, 33(1%)
minecraft.mined.cauldron: #19, 2(1%)
minecraft.dropped.wooden_sword: #19, 1(1%)
minecraft.picked_up.dark_oak_planks: #19, 38(1%)
minecraft.mined.mangrove_propagule: #19, 14(1%)
minecraft.mined.decorated_pot: #19, 32(1%)
minecraft.picked_up.amethyst_shard: #19, 285(1%)
minecraft.picked_up.lily_pad: #19, 20(0%)
minecraft.used.tuff_brick_slab: #19, 54(1%)
minecraft.picked_up.polished_andesite: #19, 33(1%)
minecraft.used.copper_ore: #19, 187(0%)
minecraft.used.damaged_anvil: #19, 1(1%)
minecraft.used.egg: #19, 156(0%)
minecraft.mined.polished_tuff_slab: #19, 11(0%)
minecraft.mined.warped_fungus: #19, 5(0%)
minecraft.picked_up.light_gray_concrete: #19, 38(0%)
minecraft.used.jungle_boat: #19, 1(0%)
minecraft.dropped.polished_tuff: #19, 4(0%)
minecraft.used.stone_sword: #19, 40(0%)
minecraft.picked_up.warped_wart_block: #19, 89(0%)
minecraft.used.black_concrete_powder: #19, 203(0%)
minecraft.picked_up.pink_dye: #19, 2(0%)
minecraft.mined.tuff_brick_slab: #19, 6(0%)
minecraft.dropped.stone_bricks: #19, 14(0%)
minecraft.used.polished_andesite: #19, 52(0%)
minecraft.crafted.oak_boat: #19, 5(0%)
minecraft.picked_up.deepslate_bricks: #19, 29(0%)
minecraft.used.acacia_trapdoor: #19, 26(0%)
minecraft.used.mud_bricks: #19, 49(0%)
minecraft.picked_up.cyan_wool: #19, 24(0%)
minecraft.mined.black_concrete: #19, 74(0%)
minecraft.picked_up.ochre_froglight: #19, 98(0%)
minecraft.mined.pale_moss_carpet: #19, 5(0%)
minecraft.dropped.dripstone_block: #19, 11(0%)
minecraft.picked_up.honey_bottle: #19, 4(0%)
minecraft.mined.cobblestone_wall: #19, 2(0%)
minecraft.picked_up.mangrove_propagule: #19, 40(0%)
minecraft.used.bone_block: #19, 44(0%)
minecraft.mined.smooth_stone_slab: #19, 18(0%)
minecraft.picked_up.stripped_warped_stem: #19, 8(0%)
minecraft.picked_up.waxed_copper_block: #19, 24(0%)
minecraft.picked_up.yellow_bed: #19, 2(0%)
minecraft.picked_up.warped_planks: #19, 4(0%)
minecraft.picked_up.gray_dye: #19, 3(0%)
minecraft.picked_up.detector_rail: #19, 1(0%)
minecraft.mined.waxed_copper_block: #19, 20(0%)
minecraft.crafted.chiseled_tuff: #19, 1(0%)
minecraft.picked_up.pale_moss_carpet: #19, 16(0%)
minecraft.picked_up.white_stained_glass: #19, 7(0%)
minecraft.crafted.white_terracotta: #19, 12(0%)
minecraft.picked_up.birch_fence: #19, 2(0%)
minecraft.mined.waxed_oxidized_cut_copper: #19, 6(0%)
minecraft.picked_up.waxed_oxidized_cut_copper: #19, 6(0%)
minecraft.used.deepslate_brick_slab: #19, 20(0%)
minecraft.mined.acacia_planks: #19, 1(0%)
minecraft.mined.pink_tulip: #19, 1(0%)
minecraft.mined.orange_terracotta: #19, 37(0%)
minecraft.mined.deepslate_tile_wall: #19, 1(0%)
minecraft.picked_up.gray_concrete: #19, 24(0%)
minecraft.picked_up.black_wool: #19, 24(0%)
minecraft.mined.nether_bricks: #19, 5(0%)
minecraft.picked_up.orange_terracotta: #19, 35(0%)
minecraft.mined.brown_wool: #19, 1(0%)
minecraft.used.deepslate_brick_stairs: #19, 10(0%)
minecraft.mined.chorus_plant: #19, 1(0%)
minecraft.picked_up.nether_bricks: #19, 5(0%)
minecraft.used.mangrove_propagule: #19, 7(0%)
minecraft.picked_up.tuff_brick_wall: #19, 1(0%)
minecraft.dropped.feather: #19, 8(0%)
minecraft.picked_up.quartz_block: #19, 7(0%)
minecraft.mined.cracked_stone_bricks: #19, 2(0%)
minecraft.picked_up.pitcher_pod: #19, 1(0%)
minecraft.picked_up.warped_fungus: #19, 5(0%)
minecraft.picked_up.purpur_stairs: #19, 1(0%)
minecraft.killed.husk: #19, 1(0%)
minecraft.used.yellow_terracotta: #19, 3(0%)
minecraft.picked_up.gray_wool: #19, 5(0%)
minecraft.used.light_blue_stained_glass: #19, 3(0%)
minecraft.picked_up.black_concrete_powder: #19, 2(0%)
minecraft.used.red_terracotta: #19, 2(0%)
minecraft.dropped.smooth_stone: #19, 2(0%)
minecraft.crafted.spruce_button: #19, 4(0%)
minecraft.picked_up.resin_clump: #19, 2(0%)
minecraft.picked_up.written_book: #20, 10(2%)
minecraft.crafted.diamond_boots: #20, 3(2%)
minecraft.used.dirt: #20, 13643(2%)
minecraft.picked_up.glow_ink_sac: #20, 66(1%)
minecraft.picked_up.diamond_axe: #20, 16(1%)
minecraft.picked_up.water_bucket: #20, 13(1%)
minecraft.picked_up.granite: #20, 2944(1%)
minecraft.picked_up.diamond_shovel: #20, 13(1%)
minecraft.killed.player: #20, 27(1%)
minecraft.picked_up.powered_rail: #20, 155(1%)
minecraft.mined.beacon: #20, 6(1%)
minecraft.crafted.diamond: #20, 954(1%)
minecraft.used.oak_boat: #20, 13(1%)
minecraft.picked_up.writable_book: #20, 6(1%)
minecraft.picked_up.redstone_block: #20, 106(1%)
minecraft.mined.polished_andesite_stairs: #20, 5(1%)
minecraft.picked_up.sunflower: #20, 129(1%)
minecraft.used.birch_sign: #20, 10(1%)
minecraft.mined.carrots: #20, 74(1%)
minecraft.used.redstone_block: #20, 98(1%)
minecraft.mined.fire: #20, 106(1%)
minecraft.picked_up.piston: #20, 45(1%)
minecraft.picked_up.polished_deepslate: #20, 34(1%)
minecraft.broken.iron_pickaxe: #20, 1(1%)
minecraft.picked_up.polished_andesite_stairs: #20, 5(1%)
minecraft.used.iron_sword: #20, 117(1%)
minecraft.picked_up.dragon_head: #20, 2(1%)
minecraft.dropped.writable_book: #20, 2(0%)
minecraft.picked_up.dark_oak_sapling: #20, 109(0%)
minecraft.crafted.coal_block: #20, 93(0%)
minecraft.mined.spruce_planks: #20, 46(0%)
minecraft.mined.raw_copper_block: #20, 1(0%)
minecraft.used.honeycomb: #20, 67(0%)
minecraft.picked_up.stone_sword: #20, 4(0%)
minecraft.picked_up.brown_dye: #20, 4(0%)
minecraft.crafted.note_block: #20, 17(0%)
minecraft.picked_up.acacia_sign: #20, 1(0%)
minecraft.mined.pink_shulker_box: #20, 8(0%)
minecraft.dropped.cooked_chicken: #20, 9(0%)
minecraft.picked_up.pink_shulker_box: #20, 8(0%)
minecraft.used.pink_shulker_box: #20, 8(0%)
minecraft.dropped.iron_block: #20, 18(0%)
minecraft.used.dripstone_block: #20, 29(0%)
minecraft.used.soul_soil: #20, 17(0%)
minecraft.mined.emerald_ore: #20, 2(0%)
minecraft.picked_up.dark_oak_slab: #20, 8(0%)
minecraft.custom.interact_with_campfire: #20, 24(0%)
minecraft.mined.cobblestone_stairs: #20, 5(0%)
minecraft.mined.soul_soil: #20, 42(0%)
minecraft.picked_up.cobblestone_wall: #20, 2(0%)
minecraft.used.purple_shulker_box: #20, 5(0%)
minecraft.used.black_concrete: #20, 38(0%)
minecraft.picked_up.end_stone_bricks: #20, 4(0%)
minecraft.mined.tuff_brick_wall: #20, 1(0%)
minecraft.picked_up.purpur_block: #20, 18(0%)
minecraft.dropped.magenta_dye: #20, 1(0%)
minecraft.used.deepslate_tiles: #20, 76(0%)
minecraft.dropped.totem_of_undying: #20, 1(0%)
minecraft.picked_up.light_gray_wool: #20, 5(0%)
minecraft.picked_up.crimson_stem: #20, 10(0%)
minecraft.used.deepslate_bricks: #20, 30(0%)
minecraft.mined.warped_planks: #20, 1(0%)
minecraft.crafted.mangrove_fence: #20, 3(0%)
minecraft.picked_up.chorus_flower: #20, 2(0%)
minecraft.used.warped_nylium: #20, 2(0%)
minecraft.picked_up.deepslate_tile_wall: #20, 1(0%)
minecraft.mined.oxidized_copper_grate: #20, 1(0%)
minecraft.picked_up.light_gray_terracotta: #20, 11(0%)
minecraft.picked_up.mossy_stone_bricks: #20, 3(0%)
minecraft.used.basalt: #20, 8(0%)
minecraft.used.terracotta: #20, 15(0%)
minecraft.picked_up.deepslate_tile_slab: #20, 2(0%)
minecraft.picked_up.crimson_roots: #20, 9(0%)
minecraft.mined.pale_moss_block: #20, 4(0%)
minecraft.mined.light_blue_stained_glass: #20, 1(0%)
minecraft.picked_up.blue_wool: #20, 1(0%)
minecraft.picked_up.pale_moss_block: #20, 3(0%)
minecraft.used.amethyst_block: #20, 1(0%)
minecraft.mined.stripped_acacia_log: #20, 1(0%)
minecraft.picked_up.stripped_acacia_log: #20, 1(0%)
minecraft.picked_up.andesite: #21, 4003(1%)
minecraft.crafted.diamond_axe: #21, 2(2%)
minecraft.dropped.leather_helmet: #21, 3(1%)
minecraft.picked_up.netherrack: #21, 3844(1%)
minecraft.used.furnace: #21, 57(1%)
minecraft.picked_up.iron_boots: #21, 3(1%)
minecraft.mined.diorite: #21, 2566(1%)
minecraft.picked_up.bundle: #21, 4(1%)
minecraft.picked_up.coal: #21, 1979(1%)
minecraft.picked_up.oak_boat: #21, 12(1%)
minecraft.crafted.writable_book: #21, 9(1%)
minecraft.picked_up.copper_ore: #21, 386(1%)
minecraft.mined.copper_ore: #21, 710(1%)
minecraft.picked_up.blue_dye: #21, 5(0%)
minecraft.picked_up.splash_potion: #21, 7(0%)
minecraft.mined.azure_bluet: #21, 11(0%)
minecraft.mined.seagrass: #21, 31(0%)
minecraft.crafted.mangrove_planks: #21, 228(0%)
minecraft.mined.polished_tuff_wall: #21, 5(0%)
minecraft.killed.chicken: #21, 15(0%)
minecraft.used.iron_ore: #21, 28(0%)
minecraft.picked_up.clay_ball: #21, 194(0%)
minecraft.picked_up.torchflower: #21, 4(0%)
minecraft.picked_up.filled_map: #21, 30(0%)
minecraft.killed.piglin: #21, 2(0%)
minecraft.used.dark_oak_stairs: #21, 11(0%)
minecraft.used.cooked_chicken: #21, 9(0%)
minecraft.mined.red_tulip: #21, 3(0%)
minecraft.picked_up.lime_dye: #21, 2(0%)
minecraft.picked_up.soul_soil: #21, 33(0%)
minecraft.picked_up.tuff_brick_slab: #21, 5(0%)
minecraft.used.yellow_dye: #21, 1(0%)
minecraft.used.rose_bush: #21, 1(0%)
minecraft.used.clay: #21, 7(0%)
minecraft.picked_up.yellow_wool: #21, 22(0%)
minecraft.picked_up.green_wool: #21, 20(0%)
minecraft.picked_up.quartz_stairs: #21, 2(0%)
minecraft.mined.mossy_stone_bricks: #21, 3(0%)
minecraft.mined.deepslate_tile_slab: #21, 2(0%)
minecraft.picked_up.purple_dye: #21, 1(0%)
minecraft.picked_up.oxidized_copper_grate: #21, 1(0%)
minecraft.mined.acacia_trapdoor: #21, 1(0%)
minecraft.picked_up.raw_copper_block: #21, 1(0%)
minecraft.picked_up.stone_brick_slab: #21, 4(0%)
minecraft.dropped.beetroot_seeds: #21, 8(0%)
minecraft.used.end_stone: #21, 2(0%)
minecraft.picked_up.pink_tulip: #21, 1(0%)
minecraft.used.light_gray_terracotta: #21, 2(0%)
minecraft.killed.silverfish: #21, 24(0%)
minecraft.dropped.porkchop: #21, 3(0%)
minecraft.picked_up.cracked_stone_bricks: #21, 1(0%)
minecraft.used.poppy: #21, 1(0%)
minecraft.used.smooth_stone: #21, 10(0%)
minecraft.crafted.polished_granite: #21, 1(0%)
minecraft.crafted.raw_copper: #21, 9(0%)
minecraft.crafted.diamond_pickaxe: #22, 5(2%)
minecraft.picked_up.soul_sand: #22, 299(1%)
minecraft.custom.deaths: #22, 139(1%)
minecraft.mined.coal_ore: #22, 1732(1%)
minecraft.picked_up.diorite: #22, 2127(1%)
minecraft.picked_up.egg: #22, 169(1%)
minecraft.picked_up.iron_pickaxe: #22, 2(1%)
minecraft.mined.stone: #22, 51579(1%)
minecraft.mined.dark_oak_trapdoor: #22, 12(1%)
minecraft.picked_up.flint: #22, 97(1%)
minecraft.picked_up.baked_potato: #22, 49(0%)
minecraft.custom.player_kills: #22, 5(0%)
minecraft.crafted.glass_pane: #22, 64(0%)
minecraft.used.granite: #22, 111(0%)
minecraft.dropped.oak_boat: #22, 1(0%)
minecraft.picked_up.ink_sac: #22, 100(0%)
minecraft.killed_by.skeleton: #22, 1(0%)
minecraft.killed.squid: #22, 22(0%)
minecraft.mined.polished_tuff: #22, 35(0%)
minecraft.used.hay_block: #22, 7(0%)
minecraft.mined.dripstone_block: #22, 127(0%)
minecraft.mined.mud_bricks: #22, 11(0%)
minecraft.mined.polished_andesite: #22, 12(0%)
minecraft.picked_up.vine: #22, 16(0%)
minecraft.picked_up.red_mushroom: #22, 4(0%)
minecraft.used.baked_potato: #22, 14(0%)
minecraft.mined.stone_brick_stairs: #22, 5(0%)
minecraft.picked_up.polished_tuff_wall: #22, 5(0%)
minecraft.mined.chiseled_tuff: #22, 2(0%)
minecraft.used.dark_oak_slab: #22, 19(0%)
minecraft.picked_up.cobblestone_stairs: #22, 4(0%)
minecraft.picked_up.chiseled_tuff: #22, 2(0%)
minecraft.used.white_terracotta: #22, 9(0%)
minecraft.crafted.mangrove_stairs: #22, 4(0%)
minecraft.used.tnt: #22, 10(0%)
minecraft.used.smooth_stone_slab: #22, 32(0%)
minecraft.picked_up.warped_nylium: #22, 4(0%)
minecraft.mined.deepslate_tiles: #22, 6(0%)
minecraft.mined.smooth_stone: #22, 10(0%)
minecraft.mined.end_stone: #22, 5(0%)
minecraft.picked_up.acacia_trapdoor: #22, 1(0%)
minecraft.picked_up.light_blue_stained_glass: #22, 1(0%)
minecraft.used.chiseled_tuff: #22, 1(0%)
minecraft.picked_up.copper_ingot: #22, 1(0%)
minecraft.picked_up.iron_chestplate: #23, 3(1%)
minecraft.picked_up.iron_helmet: #23, 2(1%)
minecraft.picked_up.stone: #23, 36199(1%)
minecraft.mined.iron_ore: #23, 310(1%)
minecraft.picked_up.raw_iron: #23, 462(1%)
minecraft.used.carrot: #23, 77(0%)
minecraft.picked_up.raw_copper: #23, 2355(0%)
minecraft.mined.tuff_bricks: #23, 115(0%)
minecraft.mined.chiseled_tuff_bricks: #23, 17(0%)
minecraft.picked_up.iron_sword: #23, 2(0%)
minecraft.picked_up.cooked_chicken: #23, 32(0%)
minecraft.picked_up.dark_oak_trapdoor: #23, 11(0%)
minecraft.used.dark_oak_log: #23, 84(0%)
minecraft.picked_up.iron_shovel: #23, 1(0%)
minecraft.picked_up.dripstone_block: #23, 94(0%)
minecraft.crafted.smooth_stone: #23, 52(0%)
minecraft.picked_up.feather: #23, 20(0%)
minecraft.picked_up.polished_tuff_slab: #23, 7(0%)
minecraft.picked_up.stone_brick_stairs: #23, 6(0%)
minecraft.mined.purple_shulker_box: #23, 4(0%)
minecraft.picked_up.purple_shulker_box: #23, 4(0%)
minecraft.picked_up.smooth_stone_slab: #23, 14(0%)
minecraft.used.stone_brick_stairs: #23, 9(0%)
minecraft.used.shield: #23, 4(0%)
minecraft.dropped.filled_map: #23, 2(0%)
minecraft.mined.dark_oak_stairs: #23, 1(0%)
minecraft.mined.ochre_froglight: #23, 2(0%)
minecraft.custom.damage_blocked_by_shield: #23, 218(0%)
minecraft.mined.warped_nylium: #23, 4(0%)
minecraft.crafted.mangrove_slab: #23, 6(0%)
minecraft.picked_up.red_tulip: #23, 3(0%)
minecraft.used.cooked_mutton: #23, 1(0%)
minecraft.picked_up.mangrove_slab: #23, 1(0%)
minecraft.picked_up.end_stone: #23, 5(0%)
minecraft.picked_up.deepslate_tiles: #23, 3(0%)
minecraft.mined.warped_roots: #23, 1(0%)
minecraft.picked_up.warped_roots: #23, 1(0%)
minecraft.crafted.raw_copper_block: #23, 1(0%)
minecraft.crafted.tnt: #23, 1(0%)
minecraft.crafted.wooden_pickaxe: #24, 1(2%)
minecraft.picked_up.cobbled_deepslate: #24, 5327(1%)
minecraft.killed.pig: #24, 5(0%)
minecraft.picked_up.carrot: #24, 265(0%)
minecraft.picked_up.mace: #24, 1(0%)
minecraft.mined.tall_seagrass: #24, 16(0%)
minecraft.picked_up.chiseled_tuff_bricks: #24, 15(0%)
minecraft.crafted.stone_sword: #24, 1(0%)
minecraft.picked_up.polished_tuff: #24, 30(0%)
minecraft.crafted.stone_bricks: #24, 248(0%)
minecraft.used.tuff_bricks: #24, 95(0%)
minecraft.picked_up.birch_sign: #24, 1(0%)
minecraft.picked_up.cyan_dye: #24, 1(0%)
minecraft.mined.mangrove_slab: #24, 1(0%)
minecraft.picked_up.chorus_fruit: #24, 13(0%)
minecraft.picked_up.black_concrete: #24, 9(0%)
minecraft.used.sunflower: #24, 1(0%)
minecraft.used.ochre_froglight: #24, 9(0%)
minecraft.mined.terracotta: #24, 55(0%)
minecraft.picked_up.terracotta: #24, 54(0%)
minecraft.picked_up.stripped_mangrove_log: #24, 1(0%)
minecraft.mined.stripped_mangrove_log: #24, 1(0%)
minecraft.crafted.iron_chestplate: #25, 1(1%)
minecraft.crafted.iron_helmet: #25, 1(1%)
minecraft.picked_up.cobblestone: #25, 10196(0%)
minecraft.mined.furnace: #25, 13(0%)
minecraft.picked_up.furnace: #25, 11(0%)
minecraft.custom.interact_with_beacon: #25, 4(0%)
minecraft.picked_up.porkchop: #25, 11(0%)
minecraft.used.beacon: #25, 1(0%)
minecraft.used.chiseled_tuff_bricks: #25, 15(0%)
minecraft.mined.stone_bricks: #25, 16(0%)
minecraft.custom.use_cauldron: #25, 3(0%)
minecraft.picked_up.stone_bricks: #25, 14(0%)
minecraft.picked_up.beetroot_seeds: #25, 8(0%)
minecraft.picked_up.green_dye: #25, 2(0%)
minecraft.used.mangrove_log: #25, 3(0%)
minecraft.picked_up.smooth_stone: #25, 10(0%)
minecraft.used.blackstone: #25, 1(0%)
minecraft.picked_up.spyglass: #26, 1(0%)
minecraft.dropped.melon_slice: #26, 6(0%)
minecraft.picked_up.potato: #26, 10(0%)
minecraft.dropped.carrot: #26, 7(0%)
minecraft.crafted.air: #26, 0(0%)
minecraft.picked_up.pitcher_plant: #27, 1(0%)
minecraft.dropped.potato: #27, 1(0%)
minecraft.used.leather_chestplate: #29, 1(0%)
minecraft.used.bundle: #29, 1(0%)
minecraft.custom.time_since_rest: #37, 13840(0%)
minecraft.custom.time_since_death: #40, 13815(0%)
