stat, rank, value, (percentage) 
minecraft.dropped.torch: #4, 619(7%)
minecraft.crafted.copper_trapdoor: #4, 1322(8%)
minecraft.picked_up.chain: #4, 435(7%)
minecraft.used.polished_blackstone_bricks: #4, 551(12%)
minecraft.picked_up.creaking_heart: #4, 90(12%)
minecraft.dropped.stone_brick_slab: #3, 79(7%)
minecraft.mined.lime_bed: #3, 15(4%)
minecraft.mined.oxidized_cut_copper_stairs: #3, 57(5%)
minecraft.picked_up.dragon_head: #4, 30(8%)
minecraft.used.polished_deepslate_wall: #4, 726(9%)
minecraft.crafted.oak_fence_gate: #4, 83(8%)
minecraft.mined.oxidized_chiseled_copper: #3, 8(7%)
minecraft.dropped.light_blue_bed: #3, 1(14%)
minecraft.mined.warped_button: #3, 3(14%)
minecraft.dropped.netherite_ingot: #3, 2(14%)
minecraft.crafted.black_concrete_powder: #4, 5135(8%)
minecraft.mined.brown_shulker_box: #4, 331(9%)
minecraft.killed.wandering_trader: #4, 14(7%)
minecraft.killed.wolf: #3, 6(9%)
minecraft.used.end_rod: #4, 936(7%)
minecraft.used.polished_blackstone_brick_wall: #3, 12(14%)
minecraft.dropped.yellow_concrete_powder: #3, 18(14%)
minecraft.dropped.red_concrete_powder: #3, 11(14%)
minecraft.killed.zombie: #3, 3771(3%)
minecraft.crafted.crimson_sign: #4, 54(15%)
minecraft.mined.grass_block: #4, 109314(6%)
minecraft.used.warped_trapdoor: #4, 256(9%)
minecraft.crafted.polished_andesite_slab: #4, 152(11%)
minecraft.picked_up.pale_oak_wood: #4, 72(15%)
minecraft.mined.fire: #4, 1109(6%)
minecraft.crafted.brown_wool: #4, 255(9%)
minecraft.used.crimson_sign: #4, 49(12%)
minecraft.mined.birch_trapdoor: #4, 38(9%)
minecraft.crafted.stone_brick_slab: #3, 530(3%)
minecraft.mined.pale_oak_fence: #3, 17(6%)
minecraft.dropped.deepslate_tile_slab: #4, 68(14%)
minecraft.picked_up.crimson_stairs: #3, 79(9%)
minecraft.picked_up.spyglass: #4, 13(6%)
minecraft.dropped.smooth_basalt: #4, 59(10%)
minecraft.used.comparator: #5, 1141(11%)
minecraft.used.brown_shulker_box: #4, 332(8%)
minecraft.mined.nether_sprouts: #4, 453(8%)
minecraft.crafted.piston: #4, 1134(7%)
minecraft.picked_up.resin_bricks: #3, 8(8%)
minecraft.used.dead_brain_coral: #3, 6(15%)
minecraft.crafted.warped_fence: #4, 348(13%)
minecraft.crafted.suspicious_stew: #3, 9(9%)
minecraft.mined.magenta_wool: #3, 41(6%)
minecraft.mined.tripwire: #4, 110(6%)
minecraft.picked_up.respawn_anchor: #3, 6(6%)
minecraft.mined.lime_stained_glass_pane: #3, 21(5%)
minecraft.crafted.oxidized_copper_bulb: #3, 52(5%)
minecraft.dropped.birch_planks: #3, 103(3%)
minecraft.used.cherry_planks: #3, 140(3%)
minecraft.mined.red_wall_banner: #4, 15(12%)
minecraft.picked_up.acacia_sign: #4, 25(8%)
minecraft.crafted.mace: #4, 3(12%)
minecraft.picked_up.dropper: #4, 220(7%)
minecraft.crafted.nether_brick_fence: #4, 168(13%)
minecraft.dropped.golden_carrot: #5, 1080(8%)
minecraft.picked_up.red_carpet: #3, 633(3%)
minecraft.dropped.snow: #4, 251(9%)
minecraft.used.magenta_concrete: #4, 474(10%)
minecraft.crafted.red_banner: #4, 51(8%)
minecraft.used.purple_bed: #4, 49(10%)
minecraft.dropped.smooth_quartz_stairs: #3, 8(7%)
minecraft.used.light_blue_banner: #4, 13(11%)
minecraft.picked_up.yellow_shulker_box: #4, 312(6%)
minecraft.dropped.dark_oak_fence_gate: #3, 16(10%)
minecraft.used.stone_pressure_plate: #4, 219(7%)
minecraft.mined.dead_brain_coral: #3, 6(12%)
minecraft.dropped.lapis_block: #3, 66(7%)
minecraft.mined.melon_stem: #4, 23(7%)
minecraft.picked_up.oak_boat: #4, 101(6%)
minecraft.picked_up.flint_and_steel: #3, 33(2%)
minecraft.used.brewing_stand: #4, 62(6%)
minecraft.used.gunpowder: #4, 35(7%)
minecraft.used.blue_egg: #3, 17(7%)
minecraft.mined.yellow_shulker_box: #4, 311(6%)
minecraft.crafted.vex_armor_trim_smithing_template: #3, 10(16%)
minecraft.picked_up.powered_rail: #4, 745(6%)
minecraft.picked_up.purple_candle: #3, 5(6%)
minecraft.picked_up.granite_wall: #4, 42(11%)
minecraft.mined.cyan_wall_banner: #4, 10(18%)
minecraft.used.yellow_shulker_box: #4, 315(6%)
minecraft.dropped.orange_shulker_box: #3, 2(6%)
minecraft.crafted.pale_oak_door: #3, 6(5%)
minecraft.used.pitcher_plant: #4, 36(9%)
minecraft.crafted.flow_armor_trim_smithing_template: #3, 6(11%)
minecraft.mined.oak_wall_sign: #4, 28(6%)
minecraft.mined.waxed_exposed_copper_bulb: #4, 23(9%)
minecraft.mined.infested_cracked_stone_bricks: #3, 1(14%)
minecraft.dropped.spire_armor_trim_smithing_template: #3, 1(14%)
minecraft.mined.black_candle: #3, 3(14%)
minecraft.used.stone_stairs: #5, 756(10%)
minecraft.picked_up.waxed_exposed_copper_bulb: #4, 22(9%)
minecraft.dropped.suspicious_stew: #3, 6(6%)
minecraft.dropped.beetroot_soup: #3, 5(7%)
minecraft.dropped.orange_bed: #3, 2(11%)
minecraft.mined.stripped_crimson_stem: #3, 45(3%)
minecraft.dropped.chainmail_boots: #4, 11(8%)
minecraft.used.sea_pickle: #4, 409(7%)
minecraft.picked_up.nautilus_shell: #4, 47(6%)
minecraft.used.white_candle: #3, 138(5%)
minecraft.picked_up.stripped_crimson_stem: #3, 38(3%)
minecraft.picked_up.dead_brain_coral: #3, 6(10%)
minecraft.used.grass_block: #4, 26248(6%)
minecraft.dropped.leaf_litter: #4, 29(12%)
minecraft.mined.brewing_stand: #4, 50(6%)
minecraft.used.salmon: #4, 10(9%)
minecraft.picked_up.light_gray_dye: #4, 62(6%)
minecraft.mined.gravel: #4, 29161(6%)
minecraft.crafted.deepslate_bricks: #4, 2192(8%)
minecraft.picked_up.red_shulker_box: #5, 1319(9%)
minecraft.dropped.gray_concrete: #3, 65(4%)
minecraft.dropped.oak_stairs: #4, 52(14%)
minecraft.dropped.bamboo_planks: #4, 524(6%)
minecraft.crafted.stripped_oak_wood: #3, 81(7%)
minecraft.mined.red_mushroom: #4, 44(8%)
minecraft.dropped.cracked_deepslate_bricks: #3, 7(7%)
minecraft.crafted.red_carpet: #4, 978(8%)
minecraft.used.stripped_crimson_hyphae: #3, 29(4%)
minecraft.crafted.deepslate: #3, 24(9%)
minecraft.picked_up.polished_granite_slab: #4, 47(17%)
minecraft.mined.coal_ore: #4, 10057(5%)
minecraft.mined.potted_dead_bush: #4, 3(11%)
minecraft.mined.ice: #3, 3951(2%)
minecraft.used.red_shulker_box: #5, 1319(9%)
minecraft.used.baked_potato: #5, 685(10%)
minecraft.crafted.granite_stairs: #4, 40(10%)
minecraft.dropped.deepslate_brick_stairs: #3, 4(4%)
minecraft.mined.chiseled_polished_blackstone: #4, 8(12%)
minecraft.used.oak_wood: #4, 720(7%)
minecraft.used.composter: #4, 412(5%)
minecraft.dropped.mossy_stone_brick_slab: #3, 3(3%)
minecraft.mined.dragon_wall_head: #4, 11(7%)
minecraft.mined.acacia_wall_sign: #4, 12(8%)
minecraft.crafted.purple_bed: #3, 6(4%)
minecraft.dropped.calibrated_sculk_sensor: #3, 3(8%)
minecraft.mined.deepslate_brick_stairs: #3, 74(2%)
minecraft.dropped.yellow_carpet: #3, 3(4%)
minecraft.mined.purple_stained_glass: #4, 172(11%)
minecraft.mined.oak_leaves: #4, 10170(5%)
minecraft.picked_up.oak_leaves: #4, 8899(5%)
minecraft.crafted.cobblestone_wall: #4, 156(7%)
minecraft.used.pale_oak_wood: #4, 301(9%)
minecraft.dropped.end_crystal: #3, 1(9%)
minecraft.used.crimson_planks: #4, 341(7%)
minecraft.dropped.green_shulker_box: #3, 2(4%)
minecraft.dropped.light_blue_shulker_box: #3, 2(3%)
minecraft.mined.waxed_cut_copper: #3, 30(2%)
minecraft.dropped.cut_copper_stairs: #3, 4(9%)
minecraft.picked_up.sugar: #5, 908(12%)
minecraft.dropped.beef: #4, 219(7%)
minecraft.crafted.nether_brick_wall: #3, 24(4%)
minecraft.used.black_candle: #3, 22(4%)
minecraft.mined.brown_concrete_powder: #4, 77(11%)
minecraft.picked_up.pale_moss_carpet: #4, 621(5%)
minecraft.dropped.large_amethyst_bud: #3, 2(5%)
minecraft.dropped.crimson_button: #3, 1(8%)
minecraft.mined.torch: #4, 2076(5%)
minecraft.dropped.light_blue_carpet: #3, 3(5%)
minecraft.dropped.echo_shard: #3, 3(8%)
minecraft.picked_up.polished_blackstone_pressure_plate: #4, 23(12%)
minecraft.dropped.light_blue_wool: #4, 126(12%)
minecraft.picked_up.red_bed: #4, 27(6%)
minecraft.picked_up.bamboo_mosaic: #4, 75(9%)
minecraft.dropped.iron_hoe: #4, 3(11%)
minecraft.crafted.repeater: #5, 1012(9%)
minecraft.crafted.purple_concrete_powder: #4, 768(8%)
minecraft.picked_up.sticky_piston: #5, 386(9%)
minecraft.picked_up.pale_oak_hanging_sign: #3, 1(5%)
minecraft.used.paper: #4, 32(6%)
minecraft.used.purple_carpet: #3, 74(2%)
minecraft.mined.infested_mossy_stone_bricks: #3, 1(7%)
minecraft.dropped.wooden_sword: #5, 14(12%)
minecraft.mined.jungle_slab: #5, 124(10%)
minecraft.dropped.elytra: #5, 21(7%)
minecraft.used.glow_item_frame: #5, 367(10%)
minecraft.used.cyan_stained_glass_pane: #4, 261(8%)
minecraft.mined.mangrove_sign: #4, 3(11%)
minecraft.dropped.cartography_table: #3, 1(6%)
minecraft.dropped.warped_fence_gate: #3, 2(4%)
minecraft.picked_up.experience_bottle: #4, 312(7%)
minecraft.used.waxed_cut_copper: #3, 119(2%)
minecraft.used.soul_sand: #5, 978(9%)
minecraft.crafted.mushroom_stew: #3, 1(5%)
minecraft.mined.waxed_cut_copper_stairs: #4, 20(11%)
minecraft.dropped.netherite_helmet: #4, 3(9%)
minecraft.dropped.chiseled_copper: #3, 3(5%)
minecraft.used.soul_campfire: #4, 44(10%)
minecraft.used.prismarine_bricks: #3, 384(1%)
minecraft.mined.cobweb: #4, 729(5%)
minecraft.picked_up.blue_concrete_powder: #3, 15(2%)
minecraft.custom.interact_with_smoker: #4, 116(5%)
minecraft.custom.minecart_one_cm: #4, 5918820(4%)
minecraft.crafted.purple_candle: #3, 10(2%)
minecraft.mined.pale_oak_fence_gate: #3, 1(3%)
minecraft.dropped.warped_planks: #4, 82(11%)
minecraft.custom.animals_bred: #5, 1623(8%)
minecraft.crafted.prismarine_brick_stairs: #3, 4(2%)
minecraft.mined.torchflower: #4, 97(7%)
minecraft.picked_up.jungle_door: #4, 6(11%)
minecraft.mined.warped_stairs: #4, 33(8%)
minecraft.picked_up.oxidized_copper_door: #4, 7(7%)
minecraft.dropped.smooth_quartz: #4, 68(8%)
minecraft.dropped.pale_oak_stairs: #3, 2(2%)
minecraft.picked_up.note_block: #5, 210(9%)
minecraft.crafted.magma_block: #3, 64(1%)
minecraft.used.deepslate_lapis_ore: #4, 103(6%)
minecraft.crafted.cracked_deepslate_tiles: #3, 2(2%)
minecraft.picked_up.snort_pottery_sherd: #4, 6(18%)
minecraft.picked_up.jungle_pressure_plate: #4, 6(12%)
minecraft.crafted.dried_ghast: #3, 11(1%)
minecraft.crafted.pale_oak_wood: #4, 312(8%)
minecraft.crafted.bamboo_sign: #4, 282(5%)
minecraft.killed.ocelot: #3, 1(2%)
minecraft.mined.polished_blackstone: #4, 31(5%)
minecraft.picked_up.magenta_stained_glass_pane: #4, 15(8%)
minecraft.used.torchflower_seeds: #4, 104(7%)
minecraft.dropped.blue_concrete: #3, 1(1%)
minecraft.crafted.magenta_carpet: #3, 12(0%)
minecraft.mined.soul_fire: #5, 171(9%)
minecraft.crafted.tuff_wall: #4, 109(6%)
minecraft.mined.lily_pad: #4, 156(5%)
minecraft.used.quartz_block: #4, 1414(4%)
minecraft.mined.weeping_vines_plant: #4, 46(6%)
minecraft.dropped.purple_concrete: #3, 3(0%)
minecraft.picked_up.rotten_flesh: #5, 10937(6%)
minecraft.dropped.lime_concrete_powder: #3, 1(0%)
minecraft.mined.green_terracotta: #4, 80(6%)
minecraft.mined.bamboo_pressure_plate: #4, 4(11%)
minecraft.mined.dark_oak_sign: #4, 2(17%)
minecraft.dropped.tripwire_hook: #4, 13(7%)
minecraft.crafted.small_dripleaf: #4, 20(17%)
minecraft.mined.gray_stained_glass: #4, 68(7%)
minecraft.picked_up.ochre_froglight: #4, 1787(4%)
minecraft.crafted.creaking_heart: #4, 85(12%)
minecraft.picked_up.rabbit_hide: #4, 18(7%)
minecraft.crafted.lime_carpet: #4, 694(10%)
minecraft.dropped.cooked_salmon: #4, 40(5%)
minecraft.used.quartz_stairs: #4, 366(5%)
minecraft.used.magenta_concrete_powder: #4, 694(7%)
minecraft.mined.light_blue_wall_banner: #4, 3(14%)
minecraft.mined.dark_oak_wall_sign: #4, 10(7%)
minecraft.picked_up.quartz: #5, 5562(8%)
minecraft.crafted.bamboo_pressure_plate: #4, 8(9%)
minecraft.used.green_candle: #4, 31(12%)
minecraft.picked_up.waxed_cut_copper_stairs: #4, 17(10%)
minecraft.dropped.oak_planks: #5, 221(7%)
minecraft.dropped.nether_brick: #4, 251(7%)
minecraft.dropped.waxed_copper_block: #5, 70(11%)
minecraft.dropped.chiseled_tuff_bricks: #5, 71(10%)
minecraft.mined.wither_skeleton_skull: #4, 3(9%)
minecraft.used.emerald_block: #4, 347(4%)
minecraft.crafted.pale_moss_carpet: #4, 705(8%)
minecraft.used.honeycomb: #5, 1511(8%)
minecraft.crafted.waxed_oxidized_cut_copper: #4, 116(7%)
minecraft.picked_up.prismarine_slab: #4, 64(11%)
minecraft.mined.pink_candle: #4, 7(11%)
minecraft.used.granite_stairs: #4, 35(6%)
minecraft.dropped.purple_shulker_box: #4, 2(8%)
minecraft.picked_up.poppy: #5, 3615(7%)
minecraft.used.stone_brick_stairs: #5, 845(8%)
minecraft.used.wheat: #5, 58(11%)
minecraft.picked_up.mangrove_fence_gate: #4, 4(11%)
minecraft.picked_up.repeater: #5, 715(7%)
minecraft.picked_up.light_blue_glazed_terracotta: #4, 11(14%)
minecraft.killed_by.zombie: #5, 27(7%)
minecraft.dropped.shroomlight: #4, 10(9%)
minecraft.picked_up.bush: #4, 144(9%)
minecraft.picked_up.chiseled_stone_bricks: #4, 125(4%)
minecraft.killed.piglin: #5, 88(9%)
minecraft.used.light_blue_glazed_terracotta: #4, 23(9%)
minecraft.mined.mangrove_hanging_sign: #4, 3(9%)
minecraft.picked_up.netherite_sword: #5, 30(9%)
minecraft.used.oak_boat: #5, 96(7%)
minecraft.crafted.purple_dye: #4, 586(4%)
minecraft.dropped.red_candle: #4, 7(14%)
minecraft.mined.dried_ghast: #4, 16(8%)
minecraft.used.purple_concrete_powder: #5, 753(12%)
minecraft.crafted.golden_helmet: #5, 9(9%)
minecraft.crafted.comparator: #5, 484(8%)
minecraft.used.cobweb: #4, 207(4%)
minecraft.crafted.name_tag: #5, 166(10%)
minecraft.picked_up.purple_terracotta: #4, 78(6%)
minecraft.custom.interact_with_stonecutter: #5, 781(7%)
minecraft.picked_up.snow: #4, 3411(4%)
minecraft.mined.conduit: #4, 2(10%)
minecraft.mined.lime_carpet: #4, 42(7%)
minecraft.dropped.redstone_block: #4, 138(4%)
minecraft.crafted.redstone_torch: #5, 4550(7%)
minecraft.crafted.chainmail_chestplate: #4, 3(13%)
minecraft.picked_up.piglin_banner_pattern: #4, 2(11%)
minecraft.crafted.diamond_boots: #5, 13(7%)
minecraft.crafted.mangrove_fence_gate: #4, 28(5%)
minecraft.crafted.blue_concrete_powder: #4, 456(5%)
minecraft.used.golden_helmet: #4, 4(8%)
minecraft.used.cyan_concrete_powder: #5, 704(9%)
minecraft.used.bamboo_mosaic: #4, 112(8%)
minecraft.picked_up.warped_stairs: #4, 33(5%)
minecraft.used.pale_oak_leaves: #4, 97(5%)
minecraft.picked_up.oxidized_chiseled_copper: #4, 8(5%)
minecraft.mined.barrel: #5, 271(7%)
minecraft.picked_up.lime_concrete: #5, 442(10%)
minecraft.crafted.orange_bed: #4, 4(8%)
minecraft.dropped.red_bed: #4, 1(12%)
minecraft.picked_up.beetroot_soup: #4, 24(7%)
minecraft.crafted.crimson_stairs: #4, 120(8%)
minecraft.mined.birch_fence_gate: #4, 15(6%)
minecraft.picked_up.blue_bed: #4, 32(5%)
minecraft.picked_up.water_bucket: #5, 66(6%)
minecraft.used.blue_bed: #4, 39(6%)
minecraft.crafted.white_dye: #5, 6569(7%)
minecraft.used.jungle_door: #4, 8(8%)
minecraft.crafted.shield: #5, 23(7%)
minecraft.crafted.gray_concrete_powder: #5, 6344(8%)
minecraft.picked_up.birch_planks: #5, 474(7%)
minecraft.used.cherry_sign: #4, 7(6%)
minecraft.mined.potted_poppy: #4, 2(18%)
minecraft.picked_up.cherry_sign: #4, 4(6%)
minecraft.custom.tune_noteblock: #4, 9540(2%)
minecraft.mined.netherrack: #5, 29652(7%)
minecraft.used.light_gray_bed: #4, 79(5%)
minecraft.crafted.target: #5, 290(9%)
minecraft.used.crimson_stairs: #4, 188(9%)
minecraft.used.stripped_warped_stem: #4, 100(4%)
minecraft.mined.deepslate_copper_ore: #5, 501(7%)
minecraft.used.obsidian: #5, 1219(7%)
minecraft.mined.cherry_wall_sign: #4, 2(12%)
minecraft.mined.carrots: #5, 709(6%)
minecraft.picked_up.wooden_shovel: #4, 7(5%)
minecraft.crafted.oak_sign: #5, 153(6%)
minecraft.dropped.bow: #5, 180(7%)
minecraft.used.potion: #5, 2665(5%)
minecraft.picked_up.snowball: #5, 9336(5%)
minecraft.used.pale_oak_trapdoor: #5, 304(8%)
minecraft.used.dark_oak_hanging_sign: #4, 20(7%)
minecraft.mined.smooth_quartz_slab: #5, 198(8%)
minecraft.picked_up.end_rod: #5, 531(7%)
minecraft.crafted.black_terracotta: #4, 840(4%)
minecraft.mined.gray_banner: #4, 5(14%)
minecraft.mined.potted_red_tulip: #4, 1(17%)
minecraft.dropped.music_disc_pigstep: #4, 1(11%)
minecraft.dropped.bush: #4, 1(17%)
minecraft.dropped.leather_chestplate: #5, 25(6%)
minecraft.mined.redstone_torch: #5, 135(7%)
minecraft.picked_up.bamboo_fence: #5, 150(8%)
minecraft.used.glass_bottle: #5, 3247(6%)
minecraft.dropped.spruce_stairs: #5, 80(11%)
minecraft.picked_up.coal_block: #5, 413(9%)
minecraft.crafted.red_concrete_powder: #4, 752(3%)
minecraft.picked_up.iron_trapdoor: #5, 162(7%)
minecraft.mined.crimson_hyphae: #4, 7(7%)
minecraft.dropped.arrow: #5, 2453(6%)
minecraft.picked_up.burn_pottery_sherd: #4, 2(8%)
minecraft.used.brain_coral_fan: #4, 18(4%)
minecraft.crafted.pale_oak_trapdoor: #5, 310(8%)
minecraft.mined.green_candle: #4, 2(11%)
minecraft.dropped.red_banner: #4, 1(12%)
minecraft.mined.mangrove_fence_gate: #4, 3(9%)
minecraft.dropped.glass_bottle: #5, 1421(6%)
minecraft.picked_up.orange_carpet: #5, 88(9%)
minecraft.dropped.polished_tuff: #5, 83(7%)
minecraft.crafted.bamboo_planks: #5, 20148(6%)
minecraft.crafted.diamond_sword: #5, 11(6%)
minecraft.crafted.diamond_helmet: #5, 7(6%)
minecraft.picked_up.purple_concrete: #5, 534(12%)
minecraft.picked_up.sugar_cane: #5, 30619(6%)
minecraft.picked_up.poisonous_potato: #5, 37(9%)
minecraft.crafted.bricks: #5, 1931(7%)
minecraft.picked_up.open_eyeblossom: #4, 16(4%)
minecraft.mined.open_eyeblossom: #4, 14(4%)
minecraft.used.red_stained_glass_pane: #4, 142(5%)
minecraft.dropped.music_disc_creator_music_box: #4, 1(14%)
minecraft.used.potato: #5, 590(6%)
minecraft.used.campfire: #5, 247(6%)
minecraft.used.wither_rose: #4, 138(5%)
minecraft.picked_up.cut_copper_slab: #5, 89(13%)
minecraft.dropped.red_stained_glass_pane: #4, 3(11%)
minecraft.mined.activator_rail: #4, 31(3%)
minecraft.crafted.glowstone: #5, 631(8%)
minecraft.custom.drop: #6, 20174(6%)
minecraft.dropped.chiseled_stone_bricks: #4, 117(4%)
minecraft.mined.moss_carpet: #5, 522(6%)
minecraft.mined.potatoes: #5, 416(6%)
minecraft.mined.bell: #5, 17(9%)
minecraft.dropped.light_gray_concrete_powder: #4, 67(3%)
minecraft.dropped.light_gray_concrete: #4, 19(5%)
minecraft.mined.mangrove_trapdoor: #5, 57(7%)
minecraft.crafted.cut_copper_slab: #5, 120(14%)
minecraft.mined.closed_eyeblossom: #4, 22(4%)
minecraft.dropped.feather: #4, 325(2%)
minecraft.mined.crimson_fence_gate: #4, 1(8%)
minecraft.crafted.crimson_door: #4, 3(10%)
minecraft.used.crimson_door: #4, 2(12%)
minecraft.crafted.coal: #5, 4315(6%)
minecraft.crafted.stone_stairs: #5, 224(7%)
minecraft.crafted.cracked_stone_bricks: #4, 180(3%)
minecraft.picked_up.trident: #5, 31(7%)
minecraft.used.bamboo_mosaic_slab: #4, 45(5%)
minecraft.picked_up.iron_bars: #5, 457(6%)
minecraft.picked_up.dark_oak_fence_gate: #4, 16(3%)
minecraft.picked_up.orange_concrete: #5, 536(9%)
minecraft.picked_up.cherry_hanging_sign: #4, 2(10%)
minecraft.used.crimson_hyphae: #4, 59(4%)
minecraft.picked_up.dark_prismarine: #5, 477(9%)
minecraft.mined.gray_carpet: #5, 161(7%)
minecraft.picked_up.tide_armor_trim_smithing_template: #4, 1(9%)
minecraft.picked_up.black_candle: #4, 7(8%)
minecraft.picked_up.red_concrete_powder: #4, 221(3%)
minecraft.picked_up.black_banner: #4, 29(3%)
minecraft.mined.crimson_planks: #4, 34(3%)
minecraft.used.waxed_copper_door: #4, 1(11%)
minecraft.dropped.damaged_anvil: #4, 1(11%)
minecraft.picked_up.acacia_planks: #5, 115(7%)
minecraft.picked_up.blue_egg: #4, 9(4%)
minecraft.mined.sand: #5, 76209(6%)
minecraft.crafted.sponge: #4, 58(7%)
minecraft.used.oxidized_chiseled_copper: #4, 72(3%)
minecraft.picked_up.red_candle: #4, 22(3%)
minecraft.mined.pink_banner: #4, 2(6%)
minecraft.mined.magenta_concrete_powder: #4, 4(8%)
minecraft.dropped.amethyst_shard: #4, 79(2%)
minecraft.used.flowering_azalea_leaves: #4, 230(2%)
minecraft.mined.black_carpet: #4, 129(2%)
minecraft.picked_up.white_carpet: #5, 221(6%)
minecraft.dropped.netherite_axe: #5, 6(11%)
minecraft.mined.stone_brick_slab: #5, 406(6%)
minecraft.crafted.acacia_stairs: #5, 196(7%)
minecraft.used.waxed_oxidized_cut_copper_slab: #5, 296(11%)
minecraft.picked_up.detector_rail: #5, 41(7%)
minecraft.dropped.crimson_planks: #4, 8(5%)
minecraft.dropped.turtle_scute: #4, 4(10%)
minecraft.picked_up.netherite_ingot: #4, 2(6%)
minecraft.used.horn_coral: #4, 20(5%)
minecraft.mined.bone_block: #5, 394(5%)
minecraft.picked_up.miner_pottery_sherd: #4, 3(9%)
minecraft.picked_up.prize_pottery_sherd: #4, 3(9%)
minecraft.crafted.stone_brick_wall: #5, 196(7%)
minecraft.mined.pink_stained_glass_pane: #4, 6(5%)
minecraft.dropped.brown_dye: #5, 39(7%)
minecraft.picked_up.redstone_torch: #5, 522(5%)
minecraft.picked_up.pale_oak_pressure_plate: #4, 2(7%)
minecraft.crafted.globe_banner_pattern: #4, 1(7%)
minecraft.dropped.cracked_polished_blackstone_bricks: #4, 13(4%)
minecraft.crafted.polished_blackstone_brick_wall: #4, 12(5%)
minecraft.used.pale_oak_door: #4, 4(3%)
minecraft.picked_up.pink_stained_glass_pane: #4, 12(5%)
minecraft.picked_up.glow_item_frame: #5, 183(6%)
minecraft.mined.warped_roots: #5, 433(6%)
minecraft.dropped.emerald_block: #5, 220(9%)
minecraft.mined.stripped_warped_stem: #5, 220(6%)
minecraft.dropped.iron_shovel: #5, 12(6%)
minecraft.dropped.redstone: #5, 1112(5%)
minecraft.used.andesite_wall: #5, 473(7%)
minecraft.crafted.scaffolding: #5, 2904(5%)
minecraft.used.stone_button: #5, 412(5%)
minecraft.dropped.waxed_oxidized_cut_copper_slab: #4, 3(5%)
minecraft.used.cut_copper_stairs: #4, 34(4%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #5, 58(9%)
minecraft.picked_up.yellow_concrete_powder: #4, 215(2%)
