stat, rank, value, (percentage) 
minecraft.crafted.bamboo_button: #15, 2(0%)
minecraft.picked_up.potion: #16, 112(2%)
minecraft.mined.short_grass: #16, 2931(2%)
minecraft.picked_up.spruce_trapdoor: #16, 405(2%)
minecraft.picked_up.granite: #16, 5532(2%)
minecraft.mined.jungle_log: #16, 1008(2%)
minecraft.picked_up.andesite: #16, 5840(2%)
minecraft.killed.trader_llama: #16, 9(2%)
minecraft.crafted.enchanting_table: #16, 1(3%)
minecraft.picked_up.chainmail_chestplate: #16, 3(2%)
minecraft.dropped.leather_leggings: #16, 6(2%)
minecraft.mined.redstone_torch: #16, 43(2%)
minecraft.picked_up.jungle_log: #16, 1065(2%)
minecraft.dropped.golden_carrot: #16, 222(2%)
minecraft.used.wind_charge: #16, 167(2%)
minecraft.picked_up.item_frame: #16, 149(2%)
minecraft.killed.wandering_trader: #16, 4(2%)
minecraft.crafted.diamond_hoe: #16, 2(2%)
minecraft.custom.interact_with_stonecutter: #16, 204(2%)
minecraft.picked_up.melon_slice: #16, 1089(2%)
minecraft.used.cactus: #16, 83(2%)
minecraft.picked_up.wind_charge: #16, 312(2%)
minecraft.mined.granite: #16, 4498(2%)
minecraft.picked_up.oak_slab: #16, 77(2%)
minecraft.crafted.furnace: #16, 129(2%)
minecraft.picked_up.lapis_ore: #16, 52(2%)
minecraft.mined.spruce_wall_sign: #16, 9(2%)
minecraft.used.leather_chestplate: #16, 3(1%)
minecraft.picked_up.composter: #16, 45(2%)
minecraft.dropped.golden_helmet: #16, 4(2%)
minecraft.crafted.painting: #16, 43(2%)
minecraft.mined.hopper: #16, 165(2%)
minecraft.dropped.cooked_beef: #16, 54(1%)
minecraft.dropped.golden_chestplate: #16, 6(2%)
minecraft.mined.anvil: #16, 14(1%)
minecraft.mined.composter: #16, 35(1%)
minecraft.dropped.spruce_log: #16, 76(2%)
minecraft.picked_up.cobbled_deepslate: #16, 10938(1%)
minecraft.mined.white_shulker_box: #16, 89(1%)
minecraft.custom.trigger_trapped_chest: #16, 16(1%)
minecraft.mined.loom: #16, 3(2%)
minecraft.picked_up.oak_trapdoor: #16, 34(1%)
minecraft.picked_up.stone_button: #16, 37(1%)
minecraft.picked_up.brown_mushroom: #16, 131(1%)
minecraft.mined.dark_oak_trapdoor: #16, 27(1%)
minecraft.killed_by.slime: #16, 5(1%)
minecraft.picked_up.piston: #16, 89(1%)
minecraft.dropped.golden_boots: #16, 6(1%)
minecraft.mined.cave_vines: #16, 10(1%)
minecraft.mined.spruce_sapling: #16, 7(1%)
minecraft.picked_up.oak_leaves: #16, 1805(1%)
minecraft.picked_up.chiseled_bookshelf: #16, 10(1%)
minecraft.picked_up.clay_ball: #16, 792(1%)
minecraft.picked_up.splash_potion: #16, 15(1%)
minecraft.used.copper_ore: #16, 370(1%)
minecraft.mined.deepslate_copper_ore: #16, 64(1%)
minecraft.dropped.chainmail_chestplate: #16, 1(1%)
minecraft.picked_up.loom: #16, 3(1%)
minecraft.picked_up.chicken: #16, 71(1%)
minecraft.mined.cactus: #16, 19(1%)
minecraft.dropped.carrot: #16, 294(1%)
minecraft.dropped.spruce_sign: #16, 5(1%)
minecraft.mined.stone_stairs: #16, 14(1%)
minecraft.picked_up.polished_blackstone: #16, 8(1%)
minecraft.picked_up.light_gray_carpet: #16, 12(1%)
minecraft.killed.chicken: #16, 42(1%)
minecraft.mined.redstone_lamp: #16, 6(1%)
minecraft.picked_up.brewing_stand: #16, 7(1%)
minecraft.mined.stripped_warped_stem: #16, 29(1%)
minecraft.mined.water_cauldron: #16, 1(1%)
minecraft.used.honeycomb: #16, 132(1%)
minecraft.crafted.yellow_shulker_box: #16, 2(1%)
minecraft.crafted.name_tag: #16, 15(1%)
minecraft.picked_up.warped_planks: #16, 17(1%)
minecraft.dropped.phantom_membrane: #16, 2(1%)
minecraft.picked_up.cooked_salmon: #16, 13(1%)
minecraft.picked_up.cobblestone_wall: #16, 9(1%)
minecraft.used.spruce_pressure_plate: #16, 3(1%)
minecraft.used.paper: #16, 4(1%)
minecraft.dropped.quartz: #16, 23(1%)
minecraft.mined.spruce_pressure_plate: #16, 1(1%)
minecraft.mined.brewing_stand: #16, 5(1%)
minecraft.picked_up.moss_block: #16, 2003(1%)
minecraft.picked_up.bone_block: #16, 379(1%)
minecraft.custom.sprint_one_cm: #17, 96114523(3%)
minecraft.used.cornflower: #16, 1(1%)
minecraft.used.andesite_stairs: #16, 13(1%)
minecraft.dropped.minecart: #16, 4(1%)
minecraft.used.mangrove_log: #16, 76(0%)
minecraft.picked_up.smooth_quartz: #16, 64(0%)
minecraft.crafted.dropper: #16, 42(0%)
minecraft.used.white_stained_glass: #16, 153(1%)
minecraft.used.heavy_weighted_pressure_plate: #16, 2(1%)
minecraft.mined.magenta_stained_glass: #16, 2(1%)
minecraft.crafted.blaze_powder: #16, 74(0%)
minecraft.dropped.cooked_salmon: #16, 4(0%)
minecraft.used.bone_block: #16, 87(0%)
minecraft.used.polished_tuff_stairs: #16, 39(0%)
minecraft.dropped.apple: #16, 7(0%)
minecraft.crafted.blast_furnace: #16, 11(0%)
minecraft.picked_up.mossy_stone_bricks: #16, 29(0%)
minecraft.picked_up.jungle_slab: #16, 10(0%)
minecraft.used.black_stained_glass: #16, 187(0%)
minecraft.dropped.shears: #16, 7(0%)
minecraft.picked_up.torchflower: #16, 7(0%)
minecraft.mined.cherry_sapling: #16, 1(1%)
minecraft.mined.white_stained_glass: #16, 14(0%)
minecraft.mined.chorus_plant: #16, 5(0%)
minecraft.dropped.iron_ingot: #16, 85(0%)
minecraft.used.rooted_dirt: #16, 52(0%)
minecraft.used.flowering_azalea: #16, 5(0%)
minecraft.dropped.white_dye: #16, 6(0%)
minecraft.crafted.warped_trapdoor: #16, 8(0%)
minecraft.used.waxed_oxidized_copper: #16, 29(0%)
minecraft.picked_up.yellow_bed: #16, 3(0%)
minecraft.used.dead_bush: #16, 4(0%)
minecraft.dropped.red_wool: #16, 1(0%)
minecraft.mined.cartography_table: #16, 1(0%)
minecraft.crafted.cooked_chicken: #16, 5(0%)
minecraft.crafted.acacia_stairs: #16, 8(0%)
minecraft.used.birch_trapdoor: #16, 5(0%)
minecraft.crafted.redstone_lamp: #16, 7(0%)
minecraft.dropped.iron_boots: #16, 2(0%)
minecraft.mined.small_dripleaf: #16, 1(0%)
minecraft.used.light_gray_wool: #16, 25(0%)
minecraft.crafted.bamboo_raft: #16, 1(0%)
minecraft.mined.waxed_oxidized_copper: #16, 33(0%)
minecraft.crafted.light_blue_shulker_box: #16, 1(0%)
minecraft.mined.light_blue_bed: #16, 1(0%)
minecraft.picked_up.light_blue_bed: #16, 1(0%)
minecraft.picked_up.cherry_planks: #16, 3(0%)
minecraft.picked_up.purpur_pillar: #16, 8(0%)
minecraft.used.jungle_fence_gate: #16, 2(0%)
minecraft.picked_up.cobweb: #16, 15(0%)
minecraft.mined.weathered_copper_trapdoor: #16, 3(0%)
minecraft.used.green_dye: #16, 3(0%)
minecraft.used.soul_lantern: #16, 4(0%)
minecraft.used.warped_planks: #16, 20(0%)
minecraft.used.blackstone_slab: #16, 9(0%)
minecraft.mined.beehive: #16, 5(0%)
minecraft.mined.smooth_sandstone_slab: #16, 1(0%)
minecraft.mined.brain_coral: #16, 1(0%)
minecraft.dropped.purpur_block: #16, 2(0%)
minecraft.mined.purpur_stairs: #16, 2(0%)
minecraft.dropped.jungle_log: #16, 2(0%)
minecraft.crafted.beehive: #16, 6(0%)
minecraft.crafted.pink_carpet: #16, 3(0%)
minecraft.used.crossbow: #16, 2(0%)
minecraft.used.stripped_pale_oak_log: #16, 2(0%)
minecraft.mined.yellow_wool: #16, 9(0%)
minecraft.picked_up.fire_charge: #16, 1(0%)
minecraft.used.light_blue_wool: #16, 3(0%)
minecraft.mined.fire_coral_wall_fan: #16, 1(0%)
minecraft.dropped.cactus: #16, 6(0%)
minecraft.crafted.red_carpet: #16, 3(0%)
minecraft.custom.climb_one_cm: #17, 2212443(3%)
minecraft.used.stripped_mangrove_log: #16, 1(0%)
minecraft.mined.sponge: #16, 1(0%)
minecraft.used.prismarine_bricks: #16, 2(0%)
minecraft.used.rail: #17, 1766(3%)
minecraft.used.barrel: #17, 248(2%)
minecraft.dropped.diamond_helmet: #17, 2(2%)
minecraft.picked_up.obsidian: #17, 479(2%)
minecraft.dropped.bone: #17, 375(2%)
minecraft.picked_up.torch: #17, 2384(2%)
minecraft.picked_up.water_bucket: #17, 19(2%)
minecraft.mined.podzol: #17, 360(2%)
minecraft.mined.moss_carpet: #17, 170(2%)
minecraft.used.spruce_trapdoor: #17, 1149(2%)
minecraft.picked_up.iron_block: #17, 1133(2%)
minecraft.killed.zombie_villager: #17, 5(2%)
minecraft.dropped.white_bed: #17, 3(2%)
minecraft.picked_up.golden_boots: #17, 12(2%)
minecraft.crafted.spruce_trapdoor: #17, 902(2%)
minecraft.used.shulker_box: #17, 1063(1%)
minecraft.picked_up.birch_sign: #17, 16(2%)
minecraft.picked_up.shulker_box: #17, 1105(1%)
minecraft.dropped.torch: #17, 142(2%)
minecraft.crafted.copper_ingot: #17, 2380(2%)
minecraft.mined.shulker_box: #17, 1053(1%)
minecraft.mined.stonecutter: #17, 22(1%)
minecraft.picked_up.oak_boat: #17, 24(1%)
minecraft.picked_up.paper: #17, 128(1%)
minecraft.mined.iron_block: #17, 532(1%)
minecraft.used.spruce_boat: #17, 8(1%)
minecraft.picked_up.raw_iron: #17, 904(1%)
minecraft.mined.torch: #17, 510(1%)
minecraft.crafted.redstone_block: #17, 418(1%)
minecraft.used.deepslate: #17, 946(1%)
minecraft.mined.pumpkin: #17, 480(1%)
minecraft.mined.oak_leaves: #17, 2203(1%)
minecraft.custom.total_world_time: #18, 51724206(2%)
minecraft.custom.play_time: #18, 51724206(2%)
minecraft.mined.glow_lichen: #17, 267(1%)
minecraft.crafted.chain: #17, 213(1%)
minecraft.mined.seagrass: #17, 85(1%)
minecraft.custom.target_hit: #17, 61(1%)
minecraft.mined.polished_andesite_stairs: #17, 6(1%)
minecraft.mined.polished_diorite: #17, 7(1%)
minecraft.crafted.lapis_lazuli: #17, 189(1%)
minecraft.mined.chain: #17, 33(1%)
minecraft.mined.dead_bush: #17, 49(1%)
minecraft.crafted.netherite_upgrade_smithing_template: #17, 6(1%)
minecraft.crafted.copper_block: #17, 251(1%)
minecraft.crafted.white_concrete_powder: #17, 864(1%)
minecraft.picked_up.amethyst_shard: #17, 351(1%)
minecraft.crafted.lead: #17, 20(1%)
minecraft.picked_up.azalea: #17, 165(1%)
minecraft.used.iron_sword: #17, 156(1%)
minecraft.mined.white_banner: #17, 1(1%)
minecraft.picked_up.polished_deepslate_wall: #17, 11(1%)
minecraft.picked_up.stripped_warped_stem: #17, 29(1%)
minecraft.dropped.obsidian: #17, 11(1%)
minecraft.picked_up.lily_pad: #17, 23(1%)
minecraft.used.anvil: #17, 25(1%)
minecraft.mined.stone_slab: #17, 45(1%)
minecraft.used.tuff_slab: #17, 36(1%)
minecraft.used.brown_dye: #17, 2(1%)
minecraft.picked_up.cooked_cod: #17, 30(0%)
minecraft.mined.deepslate_diamond_ore: #17, 313(1%)
minecraft.picked_up.feather: #17, 70(1%)
minecraft.dropped.iron_helmet: #17, 1(1%)
minecraft.crafted.yellow_dye: #17, 174(0%)
minecraft.crafted.clock: #17, 1(1%)
minecraft.picked_up.tuff_slab: #17, 9(1%)
minecraft.mined.basalt: #17, 430(0%)
minecraft.picked_up.purple_shulker_box: #17, 16(0%)
minecraft.picked_up.glow_lichen: #17, 245(0%)
minecraft.picked_up.polished_diorite: #17, 7(1%)
minecraft.used.soul_soil: #17, 43(0%)
minecraft.used.polished_andesite_stairs: #17, 13(1%)
minecraft.crafted.bone_block: #17, 276(0%)
minecraft.crafted.cyan_dye: #17, 114(0%)
minecraft.mined.end_stone: #17, 68(0%)
minecraft.used.spruce_wood: #17, 50(0%)
minecraft.used.red_banner: #17, 2(0%)
minecraft.used.dripstone_block: #17, 65(0%)
minecraft.picked_up.end_stone: #17, 75(0%)
minecraft.mined.bell: #17, 1(1%)
minecraft.mined.purple_shulker_box: #17, 12(0%)
minecraft.dropped.mutton: #17, 4(0%)
minecraft.used.oxidized_copper: #17, 39(0%)
minecraft.crafted.light_gray_concrete_powder: #17, 128(0%)
minecraft.mined.slime_block: #17, 20(0%)
minecraft.used.purple_shulker_box: #17, 11(0%)
minecraft.used.string: #17, 81(0%)
minecraft.picked_up.light_blue_shulker_box: #17, 17(0%)
minecraft.crafted.deepslate_tile_stairs: #17, 2(0%)
minecraft.used.apple: #17, 3(0%)
minecraft.used.azalea: #17, 10(0%)
minecraft.mined.light_blue_shulker_box: #17, 16(0%)
minecraft.mined.polished_granite: #17, 5(0%)
minecraft.mined.yellow_bed: #17, 3(0%)
minecraft.used.light_blue_shulker_box: #17, 15(0%)
minecraft.dropped.chicken: #17, 10(0%)
minecraft.picked_up.green_dye: #17, 20(0%)
minecraft.mined.stripped_mangrove_log: #17, 27(0%)
minecraft.mined.green_carpet: #17, 2(0%)
minecraft.picked_up.cartography_table: #17, 1(0%)
minecraft.picked_up.pale_hanging_moss: #17, 5(0%)
minecraft.dropped.melon_seeds: #17, 2(0%)
minecraft.used.lilac: #17, 2(0%)
minecraft.picked_up.white_stained_glass: #17, 9(0%)
minecraft.used.yellow_bed: #17, 2(0%)
minecraft.picked_up.weathered_copper_trapdoor: #17, 3(0%)
minecraft.crafted.birch_button: #17, 1(0%)
minecraft.mined.pale_hanging_moss: #17, 5(0%)
minecraft.dropped.oak_log: #17, 14(0%)
minecraft.crafted.moss_carpet: #17, 42(0%)
minecraft.crafted.brewing_stand: #17, 2(0%)
minecraft.picked_up.big_dripleaf: #17, 6(0%)
minecraft.dropped.deepslate_tiles: #17, 2(0%)
minecraft.used.muddy_mangrove_roots: #17, 14(0%)
minecraft.picked_up.chiseled_stone_bricks: #17, 4(0%)
minecraft.picked_up.spruce_wood: #17, 2(0%)
minecraft.picked_up.brain_coral: #17, 1(0%)
minecraft.picked_up.red_sand: #17, 165(0%)
minecraft.picked_up.beetroot: #17, 24(0%)
minecraft.used.stripped_oak_log: #17, 4(0%)
minecraft.mined.activator_rail: #17, 1(0%)
minecraft.dropped.packed_mud: #17, 3(0%)
minecraft.used.warped_roots: #17, 1(0%)
minecraft.used.sculk_sensor: #17, 1(0%)
minecraft.dropped.emerald: #17, 27(0%)
minecraft.used.gold_ore: #17, 1(0%)
minecraft.crafted.activator_rail: #17, 6(0%)
minecraft.mined.brain_coral_wall_fan: #17, 2(0%)
minecraft.dropped.beetroot: #17, 15(0%)
minecraft.picked_up.horn_coral_fan: #17, 2(0%)
minecraft.picked_up.brain_coral_fan: #17, 2(0%)
minecraft.dropped.tipped_arrow: #17, 1(0%)
minecraft.crafted.brown_carpet: #17, 3(0%)
minecraft.crafted.compass: #17, 17(0%)
minecraft.mined.horn_coral_wall_fan: #17, 1(0%)
minecraft.crafted.black_carpet: #17, 3(0%)
minecraft.crafted.spruce_button: #17, 8(0%)
minecraft.picked_up.sponge: #17, 2(0%)
minecraft.dropped.sugar: #17, 3(0%)
minecraft.picked_up.exposed_copper: #17, 4(0%)
minecraft.custom.open_shulker_box: #18, 21397(2%)
minecraft.custom.walk_on_water_one_cm: #18, 1918553(1%)
minecraft.custom.interact_with_lectern: #18, 202(1%)
minecraft.custom.interact_with_anvil: #18, 221(2%)
minecraft.picked_up.diorite: #18, 4849(2%)
minecraft.mined.wall_torch: #18, 200(2%)
minecraft.picked_up.iron_bars: #18, 129(2%)
minecraft.mined.furnace: #18, 49(2%)
minecraft.mined.iron_bars: #18, 66(2%)
minecraft.picked_up.stonecutter: #18, 23(1%)
minecraft.picked_up.red_shulker_box: #18, 202(1%)
minecraft.mined.red_shulker_box: #18, 194(1%)
minecraft.mined.diorite: #18, 3517(1%)
minecraft.picked_up.chainmail_leggings: #18, 2(2%)
minecraft.used.red_shulker_box: #18, 196(1%)
minecraft.picked_up.lead: #18, 102(1%)
minecraft.used.soul_sand: #18, 152(1%)
minecraft.used.lever: #18, 124(1%)
minecraft.picked_up.white_shulker_box: #18, 90(1%)
minecraft.picked_up.lever: #18, 114(1%)
minecraft.picked_up.ink_sac: #18, 317(1%)
minecraft.picked_up.birch_button: #18, 3(1%)
minecraft.custom.time_since_death: #18, 619164(1%)
minecraft.used.oak_boat: #18, 15(1%)
minecraft.used.diamond_shovel: #18, 46720(1%)
minecraft.picked_up.oak_sapling: #18, 396(1%)
minecraft.picked_up.decorated_pot: #18, 28(1%)
minecraft.mined.deepslate_iron_ore: #18, 228(1%)
minecraft.used.enchanting_table: #18, 1(1%)
minecraft.crafted.oak_planks: #18, 3200(1%)
minecraft.picked_up.netherite_chestplate: #18, 1(1%)
minecraft.picked_up.blaze_rod: #18, 132(1%)
minecraft.mined.comparator: #18, 23(1%)
minecraft.used.chain: #18, 144(1%)
minecraft.dropped.iron_shovel: #18, 2(1%)
minecraft.picked_up.lightning_rod: #18, 22(1%)
minecraft.used.stone_bricks: #18, 980(1%)
minecraft.crafted.pale_oak_planks: #18, 404(1%)
minecraft.dropped.chainmail_leggings: #18, 1(1%)
minecraft.mined.lightning_rod: #18, 15(1%)
minecraft.picked_up.moss_carpet: #18, 598(1%)
minecraft.crafted.purple_shulker_box: #18, 1(1%)
minecraft.killed.enderman: #18, 7216(1%)
minecraft.picked_up.diamond_ore: #18, 2(1%)
minecraft.mined.diamond_ore: #18, 2(1%)
minecraft.mined.cherry_log: #18, 177(1%)
minecraft.mined.bamboo_sign: #18, 2(1%)
minecraft.used.tuff_brick_slab: #18, 68(1%)
minecraft.killed.shulker: #18, 31(1%)
minecraft.dropped.redstone: #18, 117(1%)
minecraft.used.nether_quartz_ore: #18, 70(1%)
minecraft.mined.melon_stem: #18, 2(1%)
minecraft.used.cyan_terracotta: #18, 451(1%)
minecraft.picked_up.netherite_sword: #18, 2(1%)
minecraft.mined.cave_vines_plant: #18, 2(1%)
minecraft.mined.dragon_wall_head: #18, 1(1%)
minecraft.crafted.netherite_ingot: #18, 2(1%)
minecraft.dropped.egg: #18, 28(0%)
minecraft.crafted.shears: #18, 57(0%)
minecraft.dropped.iron_nugget: #18, 72(0%)
minecraft.used.deepslate_diamond_ore: #18, 87(0%)
minecraft.picked_up.light_gray_wool: #18, 24(0%)
minecraft.crafted.blue_dye: #18, 172(0%)
minecraft.picked_up.stone_shovel: #18, 1(0%)
minecraft.picked_up.dead_bush: #18, 22(0%)
minecraft.crafted.firework_rocket: #18, 1169(0%)
minecraft.mined.bee_nest: #18, 2(0%)
minecraft.custom.tune_noteblock: #18, 895(0%)
minecraft.crafted.raw_copper: #18, 648(0%)
minecraft.crafted.green_dye: #18, 33(0%)
minecraft.picked_up.spruce_hanging_sign: #18, 1(0%)
minecraft.used.vine: #18, 3(0%)
minecraft.dropped.dripstone_block: #18, 12(0%)
minecraft.crafted.light_gray_shulker_box: #18, 1(0%)
minecraft.crafted.birch_trapdoor: #18, 4(0%)
minecraft.mined.acacia_leaves: #18, 65(0%)
minecraft.used.cartography_table: #18, 1(0%)
minecraft.picked_up.gray_concrete: #18, 64(0%)
minecraft.mined.purpur_pillar: #18, 4(0%)
minecraft.used.cooked_chicken: #18, 11(0%)
minecraft.crafted.gold_block: #18, 13(0%)
minecraft.used.bamboo_trapdoor: #18, 24(0%)
minecraft.mined.bamboo_block: #18, 5(0%)
minecraft.mined.gray_concrete: #18, 64(0%)
minecraft.picked_up.purpur_block: #18, 26(0%)
minecraft.mined.fire_coral_fan: #18, 1(0%)
minecraft.picked_up.purpur_stairs: #18, 4(0%)
minecraft.picked_up.birch_trapdoor: #18, 1(0%)
minecraft.used.bamboo_planks: #18, 23(0%)
minecraft.dropped.gold_ingot: #18, 15(0%)
minecraft.crafted.gray_concrete_powder: #18, 128(0%)
minecraft.picked_up.gray_dye: #18, 3(0%)
minecraft.used.warped_trapdoor: #18, 5(0%)
minecraft.crafted.white_shulker_box: #18, 2(0%)
minecraft.mined.purpur_block: #18, 17(0%)
minecraft.custom.damage_taken: #18, 230260(0%)
minecraft.used.polished_deepslate_wall: #18, 12(0%)
minecraft.mined.blackstone_slab: #18, 1(0%)
minecraft.picked_up.pearlescent_froglight: #18, 34(0%)
minecraft.dropped.white_wool: #18, 6(0%)
minecraft.used.pearlescent_froglight: #18, 29(0%)
minecraft.used.smooth_stone: #18, 110(0%)
minecraft.used.mangrove_fence: #18, 5(0%)
minecraft.mined.stripped_jungle_log: #18, 4(0%)
minecraft.picked_up.muddy_mangrove_roots: #18, 14(0%)
minecraft.picked_up.stripped_jungle_log: #18, 4(0%)
minecraft.used.polished_diorite: #18, 7(0%)
minecraft.mined.sea_pickle: #18, 2(0%)
minecraft.crafted.purple_dye: #18, 12(0%)
minecraft.dropped.pumpkin: #18, 24(0%)
minecraft.picked_up.fire_coral_fan: #18, 2(0%)
minecraft.dropped.short_grass: #18, 2(0%)
minecraft.mined.tube_coral_wall_fan: #18, 1(0%)
minecraft.picked_up.light_blue_wool: #18, 3(0%)
minecraft.used.amethyst_cluster: #18, 1(0%)
minecraft.dropped.mangrove_roots: #18, 1(0%)
minecraft.dropped.glass: #18, 7(0%)
minecraft.crafted.glowstone: #18, 2(0%)
minecraft.crafted.fermented_spider_eye: #18, 1(0%)
minecraft.picked_up.green_carpet: #18, 2(0%)
minecraft.mined.red_carpet: #18, 1(0%)
minecraft.used.purpur_block: #18, 1(0%)
minecraft.used.bamboo_button: #18, 1(0%)
minecraft.custom.aviate_one_cm: #19, 353410691(2%)
minecraft.custom.swim_one_cm: #19, 2653759(1%)
minecraft.dropped.diamond_leggings: #19, 3(2%)
minecraft.crafted.torch: #19, 2420(2%)
minecraft.crafted.diamond_helmet: #19, 2(2%)
minecraft.crafted.crafting_table: #19, 89(2%)
minecraft.mined.andesite: #19, 4523(2%)
minecraft.picked_up.oak_sign: #19, 29(1%)
minecraft.crafted.diamond_boots: #19, 3(2%)
minecraft.used.spruce_sign: #19, 94(1%)
minecraft.crafted.barrel: #19, 138(1%)
minecraft.mined.oak_log: #19, 1360(1%)
minecraft.crafted.iron_chestplate: #19, 2(1%)
minecraft.used.stonecutter: #19, 21(1%)
minecraft.custom.player_kills: #19, 13(1%)
minecraft.picked_up.carrot: #19, 820(1%)
minecraft.mined.oak_sign: #19, 3(1%)
minecraft.used.tuff_bricks: #19, 723(1%)
minecraft.crafted.bucket: #19, 82(1%)
minecraft.dropped.water_bucket: #19, 5(1%)
minecraft.dropped.diamond_chestplate: #19, 1(1%)
minecraft.dropped.ender_pearl: #19, 2582(1%)
minecraft.used.leather_boots: #19, 2(1%)
minecraft.picked_up.red_wool: #19, 61(1%)
minecraft.picked_up.copper_ore: #19, 533(1%)
minecraft.custom.enchant_item: #19, 31(1%)
minecraft.picked_up.white_bed: #19, 52(1%)
minecraft.mined.glowstone: #19, 49(1%)
minecraft.crafted.iron_ingot: #19, 6868(1%)
minecraft.killed.squid: #19, 55(1%)
minecraft.crafted.golden_helmet: #19, 1(1%)
minecraft.used.birch_sign: #19, 11(1%)
minecraft.used.white_bed: #19, 51(1%)
minecraft.crafted.minecart: #19, 29(1%)
minecraft.crafted.iron_door: #19, 3(1%)
minecraft.used.redstone_lamp: #19, 18(1%)
minecraft.mined.fire: #19, 118(1%)
minecraft.used.decorated_pot: #19, 26(1%)
minecraft.picked_up.bread: #19, 48(1%)
minecraft.picked_up.yellow_shulker_box: #19, 34(1%)
minecraft.used.tuff_brick_wall: #19, 17(1%)
minecraft.broken.fishing_rod: #19, 1(1%)
minecraft.used.composter: #19, 50(1%)
minecraft.picked_up.shears: #19, 10(1%)
minecraft.mined.yellow_shulker_box: #19, 32(1%)
minecraft.mined.tall_seagrass: #19, 35(1%)
minecraft.mined.piston: #19, 24(1%)
minecraft.mined.attached_pumpkin_stem: #19, 2(1%)
minecraft.dropped.andesite: #19, 135(1%)
minecraft.custom.interact_with_brewingstand: #19, 77(1%)
minecraft.crafted.cyan_terracotta: #19, 492(1%)
minecraft.used.yellow_shulker_box: #19, 27(0%)
minecraft.mined.copper_trapdoor: #19, 9(1%)
minecraft.mined.clay: #19, 226(0%)
minecraft.crafted.stone_sword: #19, 2(1%)
minecraft.used.cherry_sapling: #19, 12(1%)
minecraft.used.brewing_stand: #19, 5(1%)
minecraft.custom.bell_ring: #19, 5(0%)
minecraft.mined.calibrated_sculk_sensor: #19, 1(1%)
minecraft.picked_up.golden_apple: #19, 4(0%)
minecraft.used.moss_carpet: #19, 159(0%)
minecraft.used.lightning_rod: #19, 31(0%)
minecraft.crafted.coal_block: #19, 101(0%)
minecraft.crafted.composter: #19, 30(0%)
minecraft.killed.endermite: #19, 1(0%)
minecraft.crafted.lightning_rod: #19, 29(0%)
minecraft.mined.tuff_brick_stairs: #19, 7(0%)
minecraft.crafted.warped_planks: #19, 136(0%)
minecraft.custom.time_since_rest: #19, 162210(0%)
minecraft.used.sweet_berries: #19, 56(0%)
minecraft.picked_up.sweet_berries: #19, 80(0%)
minecraft.dropped.chiseled_tuff_bricks: #19, 3(0%)
minecraft.picked_up.glass_pane: #19, 10(0%)
minecraft.used.peony: #19, 1(0%)
minecraft.used.loom: #19, 4(0%)
minecraft.picked_up.netherite_axe: #19, 1(0%)
minecraft.crafted.cartography_table: #19, 1(0%)
minecraft.crafted.anvil: #19, 14(0%)
minecraft.picked_up.tuff_brick_stairs: #19, 7(0%)
minecraft.mined.copper_block: #19, 9(0%)
minecraft.mined.andesite_stairs: #19, 1(0%)
minecraft.used.moss_block: #19, 403(0%)
minecraft.mined.acacia_trapdoor: #19, 5(0%)
minecraft.picked_up.pitcher_plant: #19, 4(0%)
minecraft.used.chiseled_tuff: #19, 18(0%)
minecraft.used.end_stone: #19, 15(0%)
minecraft.used.smooth_stone_slab: #19, 108(0%)
minecraft.mined.birch_trapdoor: #19, 1(0%)
minecraft.picked_up.glow_item_frame: #19, 6(0%)
minecraft.dropped.chest: #19, 10(0%)
minecraft.picked_up.acacia_trapdoor: #19, 5(0%)
minecraft.custom.leave_game: #20, 637(2%)
minecraft.crafted.mud_brick_slab: #19, 6(0%)
minecraft.used.glow_item_frame: #19, 5(0%)
minecraft.picked_up.andesite_stairs: #19, 1(0%)
minecraft.dropped.ladder: #19, 3(0%)
minecraft.mined.cherry_leaves: #19, 47(0%)
minecraft.used.cobblestone_wall: #19, 5(0%)
minecraft.mined.honey_block: #19, 8(0%)
minecraft.used.light_gray_shulker_box: #19, 6(0%)
minecraft.mined.brown_carpet: #19, 1(0%)
minecraft.mined.bamboo_slab: #19, 2(0%)
minecraft.mined.muddy_mangrove_roots: #19, 14(0%)
minecraft.mined.spruce_wood: #19, 1(0%)
minecraft.used.deepslate_tile_slab: #19, 29(0%)
minecraft.mined.exposed_copper: #19, 2(0%)
minecraft.used.cooked_cod: #19, 3(0%)
minecraft.dropped.birch_planks: #19, 2(0%)
minecraft.picked_up.brown_shulker_box: #19, 2(0%)
minecraft.picked_up.copper_ingot: #19, 9(0%)
minecraft.used.ice: #19, 12(0%)
minecraft.mined.large_fern: #19, 3(0%)
minecraft.dropped.spruce_leaves: #19, 3(0%)
minecraft.dropped.flowering_azalea: #19, 2(0%)
minecraft.used.cookie: #19, 1(0%)
minecraft.picked_up.tube_coral_fan: #19, 1(0%)
minecraft.dropped.gray_wool: #19, 1(0%)
minecraft.mined.red_sand: #19, 46(0%)
minecraft.crafted.white_wool: #19, 6(0%)
minecraft.crafted.polished_deepslate: #19, 5(0%)
minecraft.picked_up.red_carpet: #19, 1(0%)
minecraft.used.spruce_button: #19, 2(0%)
minecraft.crafted.air: #19, 0(0%)
minecraft.custom.walk_under_water_one_cm: #20, 4298231(1%)
minecraft.picked_up.tuff: #20, 6829(2%)
