stat, rank, value, (percentage) 
minecraft.used.smooth_quartz_slab: #11, 159(1%)
minecraft.picked_up.oxidized_copper_door: #11, 2(2%)
minecraft.used.dark_oak_door: #11, 4(2%)
minecraft.killed.sheep: #11, 50(1%)
minecraft.used.stripped_oak_log: #11, 59(2%)
minecraft.picked_up.copper_bulb: #11, 8(2%)
minecraft.picked_up.pale_moss_carpet: #11, 143(1%)
minecraft.used.light_gray_wool: #11, 135(1%)
minecraft.crafted.smooth_quartz_stairs: #11, 16(2%)
minecraft.crafted.bamboo_fence: #11, 63(1%)
minecraft.mined.bell: #11, 3(2%)
minecraft.mined.cyan_concrete: #11, 60(1%)
minecraft.broken.diamond_shovel: #11, 1(2%)
minecraft.dropped.oak_pressure_plate: #11, 1(2%)
minecraft.crafted.cartography_table: #11, 4(1%)
minecraft.crafted.warped_button: #11, 4(2%)
minecraft.used.blackstone: #11, 286(1%)
minecraft.mined.tuff_wall: #11, 4(2%)
minecraft.mined.red_bed: #11, 5(1%)
minecraft.crafted.light_gray_terracotta: #11, 76(1%)
minecraft.used.raw_copper_block: #11, 4(1%)
minecraft.crafted.cobblestone_stairs: #11, 60(1%)
minecraft.used.deepslate_brick_wall: #11, 30(1%)
minecraft.used.red_bed: #11, 5(1%)
minecraft.crafted.emerald_block: #11, 269(1%)
minecraft.dropped.magma_block: #11, 12(1%)
minecraft.dropped.deepslate_diamond_ore: #11, 6(1%)
minecraft.broken.stone_axe: #11, 1(1%)
minecraft.used.warped_fence: #11, 23(1%)
minecraft.used.light_blue_wool: #11, 75(1%)
minecraft.used.oxeye_daisy: #11, 2(1%)
minecraft.picked_up.scaffolding: #12, 8802(4%)
minecraft.mined.orange_carpet: #11, 4(1%)
minecraft.picked_up.quartz_stairs: #11, 21(1%)
minecraft.picked_up.lime_wool: #11, 49(1%)
minecraft.used.sand: #11, 2254(1%)
minecraft.mined.dark_oak_door: #11, 1(1%)
minecraft.mined.purpur_stairs: #11, 14(1%)
minecraft.picked_up.experience_bottle: #11, 36(1%)
minecraft.crafted.apple: #11, 64(1%)
minecraft.used.oxidized_cut_copper_stairs: #11, 32(1%)
minecraft.used.light_blue_bed: #11, 4(1%)
minecraft.mined.quartz_stairs: #11, 15(1%)
minecraft.used.deepslate_tile_stairs: #11, 62(1%)
minecraft.crafted.bamboo_door: #11, 6(1%)
minecraft.used.bamboo_slab: #11, 80(1%)
minecraft.picked_up.beetroot_soup: #11, 4(1%)
minecraft.crafted.white_wool: #11, 165(1%)
minecraft.crafted.polished_deepslate_wall: #11, 6(1%)
minecraft.dropped.golden_carrot: #12, 471(3%)
minecraft.dropped.white_carpet: #11, 4(1%)
minecraft.picked_up.sponge: #11, 80(1%)
minecraft.crafted.nether_brick_slab: #11, 6(1%)
minecraft.used.stone_pressure_plate: #11, 16(1%)
minecraft.dropped.spruce_button: #11, 3(1%)
minecraft.used.brain_coral_fan: #11, 3(1%)
minecraft.picked_up.oak_wood: #11, 19(1%)
minecraft.used.cyan_candle: #11, 4(1%)
minecraft.crafted.black_bed: #11, 1(1%)
minecraft.picked_up.orange_stained_glass: #11, 9(1%)
minecraft.crafted.bamboo_raft: #11, 2(1%)
minecraft.picked_up.stripped_cherry_log: #11, 12(1%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #11, 1(1%)
minecraft.picked_up.magenta_stained_glass: #11, 6(1%)
minecraft.dropped.polished_tuff_slab: #11, 4(1%)
minecraft.mined.pale_oak_leaves: #11, 283(0%)
minecraft.mined.cherry_planks: #11, 4(1%)
minecraft.picked_up.acacia_fence_gate: #11, 1(1%)
minecraft.picked_up.fire_coral_block: #11, 16(0%)
minecraft.picked_up.black_bed: #11, 3(0%)
minecraft.picked_up.waxed_weathered_copper_grate: #11, 2(1%)
minecraft.crafted.waxed_copper_trapdoor: #11, 12(1%)
minecraft.picked_up.allium: #11, 21(0%)
minecraft.mined.fire_coral_block: #11, 16(0%)
minecraft.picked_up.fire_coral: #11, 3(0%)
minecraft.mined.brain_coral_wall_fan: #11, 8(0%)
minecraft.crafted.wooden_sword: #11, 3(0%)
minecraft.picked_up.deepslate_tile_stairs: #11, 8(0%)
minecraft.used.chorus_flower: #11, 5(0%)
minecraft.used.blue_terracotta: #11, 30(0%)
minecraft.mined.lime_stained_glass_pane: #11, 2(0%)
minecraft.picked_up.horn_coral_block: #11, 9(0%)
minecraft.mined.fire_coral_wall_fan: #11, 8(0%)
minecraft.mined.verdant_froglight: #11, 24(0%)
minecraft.dropped.piston: #11, 5(0%)
minecraft.used.sandstone_wall: #11, 9(0%)
minecraft.mined.wildflowers: #11, 2(0%)
minecraft.picked_up.prismarine_bricks: #11, 62(0%)
minecraft.picked_up.waxed_weathered_copper: #11, 4(0%)
minecraft.custom.talked_to_villager: #12, 2251(4%)
minecraft.used.poppy: #11, 6(0%)
minecraft.used.smooth_red_sandstone_stairs: #11, 2(0%)
minecraft.used.magenta_concrete: #11, 3(0%)
minecraft.dropped.blue_ice: #11, 1(0%)
minecraft.used.pink_concrete: #11, 3(0%)
minecraft.crafted.bamboo_button: #11, 6(0%)
minecraft.dropped.resin_clump: #11, 2(0%)
minecraft.crafted.light_blue_carpet: #11, 3(0%)
minecraft.crafted.snow: #11, 6(0%)
minecraft.mined.barrel: #12, 151(4%)
minecraft.picked_up.item_frame: #12, 279(3%)
minecraft.crafted.lantern: #12, 298(4%)
minecraft.crafted.oak_sign: #12, 81(3%)
minecraft.crafted.warped_planks: #12, 1284(3%)
minecraft.picked_up.compass: #12, 57(4%)
minecraft.crafted.barrel: #12, 309(3%)
minecraft.mined.soul_sand: #12, 717(3%)
minecraft.mined.peony: #12, 19(3%)
minecraft.used.beacon: #12, 21(3%)
minecraft.mined.player_wall_head: #12, 19(3%)
minecraft.mined.clay: #12, 1297(3%)
minecraft.mined.carrots: #12, 287(3%)
minecraft.picked_up.iron_boots: #12, 8(3%)
minecraft.mined.anvil: #12, 25(3%)
minecraft.mined.campfire: #12, 27(3%)
minecraft.dropped.leather_leggings: #12, 7(2%)
minecraft.crafted.powered_rail: #12, 504(2%)
minecraft.crafted.lapis_lazuli: #12, 534(3%)
minecraft.mined.mossy_cobblestone: #12, 101(3%)
minecraft.picked_up.smoker: #12, 4(3%)
minecraft.crafted.jukebox: #12, 7(3%)
minecraft.picked_up.diamond_shovel: #12, 23(2%)
minecraft.picked_up.pale_oak_trapdoor: #12, 19(3%)
minecraft.crafted.mace: #12, 1(4%)
minecraft.used.written_book: #12, 109(2%)
minecraft.picked_up.rooted_dirt: #12, 448(2%)
minecraft.mined.melon_stem: #12, 8(3%)
minecraft.crafted.lightning_rod: #12, 161(2%)
minecraft.used.polished_deepslate: #12, 588(2%)
minecraft.crafted.writable_book: #12, 27(2%)
minecraft.crafted.name_tag: #12, 43(2%)
minecraft.picked_up.tuff_brick_slab: #12, 86(2%)
minecraft.picked_up.spruce_door: #12, 5(2%)
minecraft.mined.raw_copper_block: #12, 5(2%)
minecraft.mined.potted_dead_bush: #12, 1(4%)
minecraft.used.birch_planks: #12, 255(2%)
minecraft.used.anvil: #12, 75(2%)
minecraft.crafted.pale_oak_planks: #12, 812(2%)
minecraft.crafted.oak_slab: #12, 594(2%)
minecraft.mined.diamond_ore: #12, 5(2%)
minecraft.killed.shulker: #12, 83(2%)
minecraft.picked_up.splash_potion: #12, 24(2%)
minecraft.picked_up.gold_ore: #12, 32(2%)
minecraft.used.warped_stem: #12, 122(2%)
minecraft.dropped.iron_block: #12, 133(2%)
minecraft.picked_up.acacia_sign: #12, 6(2%)
minecraft.used.pale_oak_trapdoor: #12, 67(2%)
minecraft.used.cobbled_deepslate_stairs: #12, 108(2%)
minecraft.mined.tuff_slab: #12, 12(2%)
minecraft.picked_up.waxed_cut_copper_slab: #12, 8(2%)
minecraft.used.pale_oak_log: #12, 186(2%)
minecraft.used.lime_dye: #12, 3(2%)
minecraft.dropped.music_disc_13: #12, 1(2%)
minecraft.picked_up.cherry_sapling: #12, 147(1%)
minecraft.mined.smooth_quartz_slab: #12, 39(2%)
minecraft.mined.end_stone: #12, 209(1%)
minecraft.mined.iron_door: #12, 10(1%)
minecraft.picked_up.cookie: #12, 60(1%)
minecraft.picked_up.acacia_trapdoor: #12, 42(1%)
minecraft.mined.birch_trapdoor: #12, 7(2%)
minecraft.mined.white_stained_glass_pane: #12, 15(2%)
minecraft.crafted.orange_terracotta: #12, 144(2%)
minecraft.picked_up.smooth_quartz_slab: #12, 39(1%)
minecraft.picked_up.wooden_sword: #12, 6(2%)
minecraft.dropped.oak_fence: #12, 6(2%)
minecraft.picked_up.smooth_quartz: #12, 155(1%)
minecraft.picked_up.end_stone: #12, 210(1%)
minecraft.picked_up.warped_planks: #12, 28(1%)
minecraft.used.black_stained_glass: #12, 540(1%)
minecraft.crafted.hay_block: #12, 252(1%)
minecraft.mined.cobweb: #12, 166(1%)
minecraft.mined.light_gray_stained_glass: #12, 23(1%)
minecraft.custom.interact_with_furnace: #13, 2347(4%)
minecraft.mined.warped_wart_block: #12, 273(1%)
minecraft.picked_up.brown_mushroom_block: #12, 582(1%)
minecraft.picked_up.copper_grate: #12, 11(2%)
minecraft.dropped.allium: #12, 4(2%)
minecraft.used.white_stained_glass: #12, 365(1%)
minecraft.used.sunflower: #12, 25(1%)
minecraft.dropped.azure_bluet: #12, 14(1%)
minecraft.custom.interact_with_smoker: #12, 24(1%)
minecraft.picked_up.red_bed: #12, 5(1%)
minecraft.picked_up.light_gray_dye: #12, 10(1%)
minecraft.dropped.lever: #12, 15(1%)
minecraft.used.pink_wool: #12, 24(1%)
minecraft.mined.cobbled_deepslate_stairs: #12, 10(1%)
minecraft.used.mushroom_stem: #12, 84(1%)
minecraft.crafted.red_sandstone: #12, 339(1%)
minecraft.picked_up.bone_block: #12, 556(1%)
minecraft.mined.cobblestone_wall: #12, 8(1%)
minecraft.picked_up.gray_wool: #12, 255(1%)
minecraft.dropped.pink_petals: #12, 37(1%)
minecraft.used.purpur_pillar: #12, 4(1%)
minecraft.picked_up.polished_blackstone_stairs: #12, 5(1%)
minecraft.picked_up.ochre_froglight: #12, 294(1%)
minecraft.picked_up.polished_andesite_slab: #12, 18(1%)
minecraft.crafted.sugar: #12, 85(1%)
minecraft.dropped.raw_gold: #12, 5(1%)
minecraft.used.cooked_cod: #12, 36(1%)
minecraft.used.smooth_stone: #12, 801(1%)
minecraft.crafted.deepslate_brick_slab: #12, 48(1%)
minecraft.crafted.cobbled_deepslate_slab: #12, 66(1%)
minecraft.dropped.light_gray_dye: #12, 2(1%)
minecraft.mined.emerald_ore: #12, 6(1%)
minecraft.dropped.blaze_powder: #12, 1(1%)
minecraft.dropped.weeping_vines: #12, 1(1%)
minecraft.used.quartz_block: #12, 167(1%)
minecraft.used.smooth_sandstone_stairs: #12, 21(1%)
minecraft.picked_up.tinted_glass: #12, 23(1%)
minecraft.used.polished_blackstone_bricks: #12, 33(1%)
minecraft.crafted.andesite_wall: #12, 18(1%)
minecraft.dropped.observer: #12, 5(1%)
minecraft.mined.spruce_wood: #12, 6(0%)
minecraft.used.tuff_wall: #12, 21(1%)
minecraft.picked_up.potion: #13, 178(4%)
minecraft.used.purple_wool: #12, 8(1%)
minecraft.used.end_stone_bricks: #12, 2(0%)
minecraft.mined.green_stained_glass_pane: #12, 2(1%)
minecraft.crafted.flint_and_steel: #12, 7(0%)
minecraft.dropped.glass_pane: #12, 5(0%)
minecraft.picked_up.mangrove_fence: #12, 6(0%)
minecraft.crafted.white_banner: #12, 30(0%)
minecraft.mined.chiseled_sandstone: #12, 2(0%)
minecraft.mined.warped_fence: #12, 2(0%)
minecraft.mined.purple_wool: #12, 2(0%)
minecraft.crafted.compass: #12, 114(0%)
minecraft.dropped.yellow_wool: #12, 9(0%)
minecraft.used.lime_stained_glass_pane: #12, 12(0%)
minecraft.used.orange_stained_glass: #12, 48(0%)
minecraft.picked_up.chiseled_sandstone: #12, 2(0%)
minecraft.crafted.map: #12, 107(0%)
minecraft.mined.pale_oak_stairs: #12, 1(0%)
minecraft.crafted.purple_stained_glass_pane: #12, 16(0%)
minecraft.dropped.totem_of_undying: #12, 2(0%)
minecraft.dropped.muddy_mangrove_roots: #12, 1(0%)
minecraft.mined.crimson_planks: #12, 3(0%)
minecraft.picked_up.gray_bed: #12, 2(0%)
minecraft.mined.polished_diorite_stairs: #12, 1(0%)
minecraft.mined.bubble_coral_wall_fan: #12, 5(0%)
minecraft.crafted.light_gray_wool: #12, 20(0%)
minecraft.dropped.smooth_quartz: #12, 2(0%)
minecraft.used.stripped_acacia_log: #12, 15(0%)
minecraft.crafted.black_carpet: #12, 21(0%)
minecraft.crafted.purple_stained_glass: #12, 56(0%)
minecraft.crafted.birch_fence_gate: #12, 2(0%)
minecraft.used.netherite_chestplate: #12, 1(0%)
minecraft.mined.black_wool: #12, 12(0%)
minecraft.dropped.porkchop: #12, 19(0%)
minecraft.used.orange_concrete: #12, 19(0%)
minecraft.crafted.bamboo_mosaic: #12, 4(0%)
minecraft.used.dead_brain_coral_block: #12, 1(0%)
minecraft.dropped.amethyst_shard: #12, 3(0%)
minecraft.mined.waxed_weathered_copper: #12, 1(0%)
minecraft.used.horn_coral_block: #12, 1(0%)
minecraft.used.purple_stained_glass_pane: #12, 3(0%)
minecraft.used.light_blue_carpet: #12, 3(0%)
minecraft.picked_up.mycelium: #12, 1(0%)
minecraft.killed.witch: #12, 8(0%)
minecraft.killed.vindicator: #12, 12(0%)
minecraft.used.item_frame: #13, 325(3%)
minecraft.used.lever: #13, 326(3%)
minecraft.picked_up.stick: #13, 4167(3%)
minecraft.custom.total_world_time: #14, 73657447(3%)
minecraft.custom.play_time: #14, 73657447(3%)
minecraft.picked_up.flint: #13, 590(3%)
minecraft.used.bow: #13, 2572(3%)
minecraft.picked_up.anvil: #13, 41(3%)
minecraft.dropped.bone: #13, 548(3%)
minecraft.mined.grindstone: #13, 21(3%)
minecraft.killed.player: #13, 65(2%)
minecraft.picked_up.ladder: #13, 248(3%)
minecraft.picked_up.chiseled_tuff_bricks: #13, 170(3%)
minecraft.crafted.birch_planks: #13, 2440(3%)
minecraft.mined.cornflower: #13, 51(3%)
minecraft.crafted.ladder: #13, 330(3%)
minecraft.picked_up.carrot: #13, 1744(2%)
minecraft.picked_up.salmon: #13, 202(2%)
minecraft.crafted.glass: #13, 4256(2%)
minecraft.custom.interact_with_beacon: #13, 35(2%)
minecraft.custom.jump: #14, 428024(4%)
minecraft.picked_up.golden_boots: #13, 16(2%)
minecraft.used.lectern: #13, 186(3%)
minecraft.mined.mangrove_stairs: #13, 21(3%)
minecraft.killed.zombie_villager: #13, 6(2%)
minecraft.used.polished_tuff: #13, 1025(2%)
minecraft.dropped.leather_chestplate: #13, 8(2%)
minecraft.mined.glowstone: #13, 120(2%)
minecraft.picked_up.blackstone: #13, 1150(2%)
minecraft.used.milk_bucket: #13, 4(3%)
minecraft.picked_up.mangrove_stairs: #13, 29(2%)
minecraft.custom.trigger_trapped_chest: #13, 24(2%)
minecraft.mined.chiseled_tuff_bricks: #13, 101(2%)
minecraft.mined.oak_trapdoor: #13, 36(2%)
minecraft.used.bone_block: #13, 431(2%)
minecraft.picked_up.red_mushroom: #13, 35(2%)
minecraft.dropped.lapis_ore: #13, 5(2%)
minecraft.picked_up.purple_shulker_box: #13, 62(2%)
minecraft.dropped.potion: #13, 63(2%)
minecraft.crafted.oak_planks: #13, 5432(2%)
minecraft.custom.interact_with_brewingstand: #13, 252(2%)
minecraft.mined.purple_shulker_box: #13, 59(2%)
minecraft.used.purple_shulker_box: #13, 62(2%)
minecraft.mined.gold_ore: #13, 65(2%)
minecraft.custom.interact_with_campfire: #13, 251(2%)
minecraft.picked_up.note_block: #13, 41(2%)
minecraft.mined.oak_pressure_plate: #13, 1(2%)
minecraft.picked_up.deepslate_bricks: #13, 174(2%)
minecraft.mined.polished_andesite: #13, 77(2%)
minecraft.used.orange_wool: #13, 66(2%)
minecraft.picked_up.trial_key: #13, 23(2%)
minecraft.killed.magma_cube: #13, 96(2%)
minecraft.used.oak_door: #13, 4(2%)
minecraft.used.packed_ice: #13, 651(1%)
minecraft.custom.climb_one_cm: #14, 2941117(3%)
minecraft.used.iron_trapdoor: #13, 132(1%)
minecraft.custom.crouch_one_cm: #14, 17813228(3%)
minecraft.used.vine: #13, 15(1%)
minecraft.mined.oxidized_copper_trapdoor: #13, 83(2%)
minecraft.crafted.gray_dye: #13, 438(1%)
minecraft.picked_up.end_stone_bricks: #13, 39(1%)
minecraft.dropped.ominous_bottle: #13, 1(2%)
minecraft.crafted.blue_dye: #13, 543(1%)
minecraft.crafted.grindstone: #13, 37(1%)
minecraft.mined.green_wool: #13, 31(1%)
minecraft.mined.cactus: #13, 25(1%)
minecraft.mined.gray_carpet: #13, 29(1%)
minecraft.crafted.white_stained_glass: #13, 552(1%)
minecraft.dropped.cookie: #13, 56(1%)
minecraft.dropped.writable_book: #13, 5(1%)
minecraft.dropped.pink_dye: #13, 4(1%)
minecraft.crafted.blue_terracotta: #13, 128(1%)
minecraft.used.copper_bulb: #13, 12(1%)
minecraft.picked_up.deepslate_tiles: #13, 160(1%)
minecraft.used.chiseled_tuff: #13, 86(1%)
minecraft.used.lead: #13, 1(1%)
minecraft.mined.pale_moss_block: #13, 132(1%)
minecraft.mined.bookshelf: #13, 38(1%)
minecraft.used.acacia_sign: #13, 9(1%)
minecraft.picked_up.ghast_tear: #13, 16(1%)
minecraft.picked_up.blaze_powder: #13, 4(1%)
minecraft.crafted.light_blue_dye: #13, 212(1%)
minecraft.used.ochre_froglight: #13, 191(1%)
minecraft.dropped.lime_dye: #13, 3(1%)
minecraft.mined.brick_stairs: #13, 3(1%)
minecraft.used.stripped_spruce_wood: #13, 28(1%)
minecraft.mined.blue_shulker_box: #13, 56(1%)
minecraft.used.warped_planks: #13, 97(1%)
minecraft.used.brick_stairs: #13, 6(1%)
minecraft.crafted.pale_oak_slab: #13, 30(1%)
minecraft.crafted.yellow_terracotta: #13, 112(1%)
minecraft.used.deepslate_tiles: #13, 526(1%)
minecraft.crafted.cyan_stained_glass: #13, 72(1%)
minecraft.used.white_carpet: #13, 43(1%)
minecraft.crafted.coal_block: #13, 139(1%)
minecraft.custom.fall_one_cm: #14, 10465260(3%)
minecraft.picked_up.pumpkin_pie: #13, 6(1%)
minecraft.picked_up.pale_moss_block: #13, 136(1%)
minecraft.used.smooth_quartz: #13, 273(1%)
minecraft.crafted.brick: #13, 696(1%)
minecraft.used.red_wool: #13, 34(1%)
minecraft.used.bamboo_fence: #13, 31(1%)
minecraft.used.light_gray_stained_glass_pane: #13, 46(1%)
minecraft.crafted.deepslate_tile_slab: #13, 18(1%)
minecraft.mined.candle: #13, 1(1%)
minecraft.picked_up.pink_tulip: #13, 19(1%)
minecraft.mined.cobblestone_stairs: #13, 15(1%)
minecraft.mined.lime_concrete: #13, 50(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #13, 7(1%)
minecraft.dropped.gold_ingot: #13, 46(0%)
minecraft.mined.purpur_pillar: #13, 10(1%)
minecraft.mined.pale_oak_planks: #13, 5(1%)
minecraft.picked_up.white_tulip: #13, 24(0%)
minecraft.picked_up.music_disc_creator: #13, 1(1%)
minecraft.picked_up.ender_eye: #13, 1(1%)
minecraft.used.white_stained_glass_pane: #13, 73(0%)
minecraft.picked_up.purpur_stairs: #13, 10(0%)
minecraft.mined.allium: #13, 6(0%)
minecraft.picked_up.gray_dye: #13, 7(0%)
minecraft.mined.orange_stained_glass_pane: #13, 3(1%)
minecraft.crafted.pale_oak_stairs: #13, 8(1%)
minecraft.picked_up.brick_stairs: #13, 2(0%)
minecraft.dropped.dispenser: #13, 2(0%)
minecraft.used.pink_tulip: #13, 1(0%)
minecraft.picked_up.fern: #13, 53(0%)
minecraft.dropped.cobbled_deepslate_slab: #13, 5(0%)
minecraft.mined.blue_concrete: #13, 9(0%)
minecraft.used.lime_wool: #13, 20(0%)
minecraft.used.powder_snow_bucket: #13, 8(0%)
minecraft.picked_up.tuff_wall: #13, 3(0%)
minecraft.picked_up.light_blue_wool: #13, 18(0%)
minecraft.crafted.nether_brick: #13, 31(0%)
minecraft.used.orange_stained_glass_pane: #13, 13(0%)
minecraft.picked_up.pale_oak_stairs: #13, 1(0%)
minecraft.crafted.blue_ice: #13, 12(0%)
minecraft.picked_up.snow: #13, 128(0%)
minecraft.mined.horn_coral_wall_fan: #13, 4(0%)
minecraft.used.oxidized_cut_copper_slab: #13, 10(0%)
minecraft.used.stripped_pale_oak_log: #13, 5(0%)
minecraft.picked_up.polished_diorite_stairs: #13, 1(0%)
minecraft.mined.horn_coral_fan: #13, 1(0%)
minecraft.used.black_carpet: #13, 29(0%)
minecraft.picked_up.bamboo_button: #13, 4(0%)
minecraft.used.cherry_planks: #13, 4(0%)
minecraft.crafted.lime_wool: #13, 4(0%)
minecraft.mined.sculk_vein: #13, 30(0%)
minecraft.used.coal_block: #13, 6(0%)
minecraft.dropped.verdant_froglight: #13, 6(0%)
minecraft.used.blue_concrete: #13, 2(0%)
minecraft.used.chiseled_deepslate: #13, 11(0%)
minecraft.mined.bamboo_button: #13, 1(0%)
minecraft.used.black_terracotta: #13, 7(0%)
minecraft.mined.horn_coral_block: #13, 1(0%)
minecraft.custom.raid_trigger: #13, 1(0%)
minecraft.picked_up.oak_planks: #14, 467(3%)
minecraft.crafted.spruce_planks: #14, 19930(3%)
minecraft.crafted.crafting_table: #14, 143(2%)
minecraft.picked_up.ender_pearl: #14, 6665(2%)
minecraft.used.wooden_pickaxe: #14, 15(3%)
minecraft.used.iron_bars: #14, 626(3%)
minecraft.dropped.diamond_boots: #14, 5(2%)
minecraft.picked_up.birch_planks: #14, 171(2%)
minecraft.mined.iron_block: #14, 952(2%)
minecraft.crafted.iron_bars: #14, 752(2%)
minecraft.used.lightning_rod: #14, 160(2%)
minecraft.used.iron_block: #14, 1631(2%)
minecraft.dropped.wooden_pickaxe: #14, 1(3%)
minecraft.picked_up.clay_ball: #14, 1484(2%)
minecraft.picked_up.music_disc_cat: #14, 7(2%)
minecraft.dropped.wheat_seeds: #14, 3192(2%)
minecraft.mined.deepslate: #14, 13951(2%)
minecraft.mined.coal_ore: #14, 3308(2%)
minecraft.picked_up.tripwire_hook: #14, 12(2%)
minecraft.picked_up.writable_book: #14, 11(2%)
minecraft.crafted.spruce_boat: #14, 5(2%)
minecraft.picked_up.bone: #14, 1792(2%)
minecraft.dropped.mace: #14, 3(2%)
minecraft.used.iron_door: #14, 15(2%)
minecraft.killed_by.slime: #14, 7(1%)
minecraft.mined.white_wool: #14, 58(2%)
minecraft.mined.fern: #14, 94(2%)
minecraft.crafted.spruce_door: #14, 12(2%)
minecraft.used.redstone_lamp: #14, 40(2%)
minecraft.killed.ghast: #14, 18(2%)
minecraft.custom.sprint_one_cm: #15, 118215201(3%)
minecraft.crafted.shulker_box: #14, 181(2%)
minecraft.mined.white_concrete: #14, 1433(2%)
minecraft.mined.lightning_rod: #14, 28(2%)
minecraft.mined.cave_vines: #14, 13(2%)
minecraft.picked_up.lightning_rod: #14, 37(2%)
minecraft.picked_up.lever: #14, 130(1%)
minecraft.mined.blackstone: #14, 644(1%)
minecraft.dropped.flint: #14, 119(1%)
minecraft.crafted.enchanted_book: #14, 70(2%)
minecraft.killed.bat: #14, 3(2%)
minecraft.dropped.iron_shovel: #14, 3(1%)
minecraft.mined.deepslate_copper_ore: #14, 95(1%)
minecraft.crafted.iron_trapdoor: #14, 139(1%)
minecraft.dropped.phantom_membrane: #14, 4(2%)
minecraft.mined.polished_tuff_wall: #14, 22(1%)
minecraft.killed.slime: #14, 156(1%)
minecraft.picked_up.magma_cream: #14, 51(1%)
minecraft.mined.sugar_cane: #14, 1306(1%)
minecraft.dropped.oak_planks: #14, 33(1%)
minecraft.mined.light_gray_concrete: #14, 141(1%)
minecraft.picked_up.oxidized_copper_trapdoor: #14, 82(1%)
minecraft.dropped.oak_slab: #14, 12(1%)
minecraft.used.fishing_rod: #14, 472(1%)
minecraft.used.oak_slab: #14, 92(1%)
minecraft.crafted.black_dye: #14, 834(1%)
minecraft.dropped.trident: #14, 2(1%)
minecraft.picked_up.polished_diorite: #14, 16(1%)
minecraft.used.iron_sword: #14, 235(1%)
minecraft.picked_up.dragon_head: #14, 4(1%)
minecraft.killed_by.ravager: #14, 46(1%)
minecraft.mined.white_tulip: #14, 16(1%)
minecraft.used.oak_stairs: #14, 35(1%)
minecraft.mined.stripped_oak_log: #14, 75(1%)
minecraft.picked_up.book: #14, 99(1%)
minecraft.crafted.hopper_minecart: #14, 9(1%)
minecraft.picked_up.bricks: #14, 56(1%)
minecraft.picked_up.spruce_wood: #14, 18(1%)
minecraft.picked_up.emerald_ore: #14, 6(1%)
minecraft.picked_up.goat_horn: #14, 7(1%)
minecraft.mined.light_gray_wool: #14, 16(1%)
minecraft.killed.skeleton: #14, 487(1%)
minecraft.picked_up.cobblestone_wall: #14, 11(1%)
minecraft.mined.chorus_plant: #14, 13(1%)
minecraft.picked_up.blue_shulker_box: #14, 56(1%)
minecraft.crafted.coal: #14, 504(1%)
minecraft.used.blue_shulker_box: #14, 56(1%)
minecraft.dropped.birch_sapling: #14, 6(1%)
minecraft.mined.mossy_stone_brick_stairs: #14, 1(1%)
minecraft.picked_up.mushroom_stem: #14, 101(1%)
minecraft.mined.white_stained_glass: #14, 28(1%)
minecraft.picked_up.heavy_core: #14, 1(1%)
minecraft.crafted.light_gray_stained_glass_pane: #14, 88(1%)
minecraft.picked_up.lava_bucket: #14, 5(1%)
minecraft.used.diamond_sword: #14, 5575(1%)
minecraft.mined.mangrove_wood: #14, 4(1%)
minecraft.crafted.tinted_glass: #14, 100(1%)
minecraft.used.mud: #14, 548(1%)
minecraft.crafted.quartz_block: #14, 593(1%)
minecraft.mined.smooth_quartz: #14, 67(1%)
minecraft.picked_up.white_carpet: #14, 21(1%)
minecraft.crafted.blast_furnace: #14, 15(1%)
minecraft.crafted.decorated_pot: #14, 57(1%)
minecraft.picked_up.music_disc_creator_music_box: #14, 1(1%)
minecraft.picked_up.lime_dye: #14, 8(0%)
minecraft.mined.waxed_cut_copper_slab: #14, 3(1%)
minecraft.picked_up.honeycomb: #14, 228(1%)
minecraft.used.acacia_sapling: #14, 105(1%)
minecraft.mined.green_concrete_powder: #14, 4(1%)
minecraft.mined.chiseled_deepslate: #14, 4(1%)
minecraft.dropped.black_dye: #14, 2(1%)
minecraft.dropped.magenta_dye: #14, 4(0%)
minecraft.used.porkchop: #14, 1(1%)
minecraft.picked_up.polished_blackstone_bricks: #14, 33(0%)
minecraft.mined.spore_blossom: #14, 3(0%)
minecraft.picked_up.chorus_fruit: #14, 79(0%)
minecraft.crafted.brewing_stand: #14, 5(0%)
minecraft.crafted.mangrove_fence: #14, 18(0%)
minecraft.mined.deepslate_brick_wall: #14, 2(1%)
minecraft.used.crimson_stem: #14, 11(0%)
minecraft.picked_up.chiseled_deepslate: #14, 4(0%)
minecraft.used.mangrove_fence: #14, 18(0%)
minecraft.mined.deepslate_brick_slab: #14, 12(0%)
minecraft.mined.bamboo_stairs: #14, 2(0%)
minecraft.used.acacia_leaves: #14, 7(0%)
minecraft.used.fire_coral_fan: #14, 1(0%)
minecraft.used.oak_sapling: #14, 108(0%)
minecraft.picked_up.orange_stained_glass_pane: #14, 3(0%)
minecraft.used.bamboo_stairs: #14, 9(0%)
minecraft.picked_up.bamboo_slab: #14, 18(0%)
minecraft.picked_up.pearlescent_froglight: #14, 72(0%)
minecraft.picked_up.cherry_planks: #14, 4(0%)
minecraft.picked_up.brown_terracotta: #14, 68(0%)
minecraft.mined.mangrove_fence: #14, 3(0%)
minecraft.mined.stripped_oak_wood: #14, 6(0%)
