stat, rank, value, (percentage) 
minecraft.picked_up.chainmail_chestplate: #13, 4(3%)
minecraft.picked_up.spruce_boat: #13, 18(3%)
minecraft.mined.spruce_trapdoor: #13, 285(3%)
minecraft.custom.enchant_item: #13, 97(3%)
minecraft.mined.cobblestone: #13, 1310(2%)
minecraft.picked_up.calcite: #13, 959(3%)
minecraft.dropped.cyan_bed: #13, 1(5%)
minecraft.crafted.scaffolding: #13, 1359(3%)
minecraft.picked_up.diamond_hoe: #13, 5(3%)
minecraft.mined.podzol: #13, 409(2%)
minecraft.dropped.spruce_log: #13, 119(3%)
minecraft.picked_up.mangrove_trapdoor: #13, 29(2%)
minecraft.picked_up.iron_ingot: #13, 2633(2%)
minecraft.crafted.diamond_boots: #13, 4(2%)
minecraft.picked_up.iron_ore: #13, 402(2%)
minecraft.picked_up.soul_sand: #13, 619(2%)
minecraft.picked_up.melon: #13, 755(2%)
minecraft.used.pointed_dripstone: #13, 277(2%)
minecraft.crafted.mace: #13, 1(4%)
minecraft.mined.sunflower: #13, 111(2%)
minecraft.crafted.copper_block: #13, 735(2%)
minecraft.picked_up.birch_button: #13, 5(2%)
minecraft.picked_up.bamboo_sign: #13, 34(2%)
minecraft.mined.redstone_block: #13, 93(2%)
minecraft.used.bamboo_sign: #13, 83(2%)
minecraft.crafted.redstone_block: #13, 598(2%)
minecraft.used.brewing_stand: #13, 18(2%)
minecraft.crafted.name_tag: #13, 38(2%)
minecraft.mined.torch: #13, 681(2%)
minecraft.crafted.golden_helmet: #13, 2(2%)
minecraft.mined.azure_bluet: #13, 42(2%)
minecraft.dropped.netherite_helmet: #13, 1(3%)
minecraft.dropped.redstone: #13, 324(2%)
minecraft.picked_up.crossbow: #13, 20(2%)
minecraft.picked_up.red_terracotta: #13, 611(2%)
minecraft.picked_up.lapis_lazuli: #13, 1679(1%)
minecraft.crafted.birch_fence: #13, 48(2%)
minecraft.picked_up.raw_copper_block: #13, 36(2%)
minecraft.mined.big_dripleaf_stem: #13, 4(2%)
minecraft.mined.deepslate_diamond_ore: #13, 840(1%)
minecraft.picked_up.acacia_planks: #13, 27(2%)
minecraft.mined.black_stained_glass_pane: #13, 7(2%)
minecraft.picked_up.purpur_slab: #13, 15(2%)
minecraft.used.rotten_flesh: #13, 28(1%)
minecraft.picked_up.glow_lichen: #13, 718(1%)
minecraft.picked_up.golden_apple: #13, 12(1%)
minecraft.picked_up.nether_bricks: #13, 119(2%)
minecraft.killed.husk: #13, 34(2%)
minecraft.used.deepslate_diamond_ore: #13, 270(1%)
minecraft.picked_up.cooked_chicken: #13, 121(1%)
minecraft.mined.mangrove_propagule: #13, 30(1%)
minecraft.crafted.composter: #13, 90(1%)
minecraft.used.cobbled_deepslate_slab: #13, 257(1%)
minecraft.mined.sweet_berry_bush: #13, 17(1%)
minecraft.mined.dark_oak_planks: #13, 46(1%)
minecraft.crafted.red_terracotta: #13, 168(2%)
minecraft.custom.interact_with_cartography_table: #13, 8(2%)
minecraft.dropped.shears: #13, 22(1%)
minecraft.dropped.oak_fence: #13, 6(2%)
minecraft.used.stone_bricks: #13, 1252(1%)
minecraft.picked_up.green_shulker_box: #13, 44(1%)
minecraft.picked_up.dark_oak_planks: #13, 68(1%)
minecraft.picked_up.cod: #13, 172(1%)
minecraft.mined.stripped_warped_stem: #13, 44(1%)
minecraft.mined.birch_trapdoor: #13, 6(1%)
minecraft.picked_up.smooth_quartz: #13, 148(1%)
minecraft.mined.green_shulker_box: #13, 41(1%)
minecraft.mined.brewing_stand: #13, 9(1%)
minecraft.picked_up.bee_nest: #13, 8(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #13, 2(2%)
minecraft.used.andesite_wall: #13, 86(1%)
minecraft.dropped.bone_meal: #13, 847(1%)
minecraft.dropped.golden_apple: #13, 3(1%)
minecraft.picked_up.stripped_warped_stem: #13, 43(1%)
minecraft.dropped.slime_ball: #13, 141(1%)
minecraft.picked_up.book: #13, 103(1%)
minecraft.picked_up.birch_trapdoor: #13, 6(1%)
minecraft.mined.target: #13, 9(1%)
minecraft.dropped.oak_sapling: #13, 41(1%)
minecraft.used.bamboo_block: #13, 99(1%)
minecraft.dropped.pufferfish: #13, 5(1%)
minecraft.crafted.blaze_powder: #13, 158(1%)
minecraft.used.smithing_table: #13, 35(1%)
minecraft.crafted.smithing_table: #13, 37(1%)
minecraft.killed.hoglin: #13, 2(1%)
minecraft.crafted.cherry_trapdoor: #13, 22(1%)
minecraft.mined.red_bed: #13, 4(1%)
minecraft.used.lime_concrete_powder: #13, 128(1%)
minecraft.mined.stripped_mangrove_log: #13, 92(1%)
minecraft.crafted.emerald_block: #13, 249(1%)
minecraft.mined.bell: #13, 2(1%)
minecraft.broken.stone_axe: #13, 1(1%)
minecraft.dropped.leather: #13, 55(1%)
minecraft.picked_up.acacia_wood: #13, 13(1%)
minecraft.mined.sea_lantern: #13, 12(1%)
minecraft.mined.potatoes: #13, 46(1%)
minecraft.picked_up.sugar_cane: #13, 3206(1%)
minecraft.used.brown_concrete_powder: #13, 60(1%)
minecraft.dropped.moss_block: #13, 193(1%)
minecraft.crafted.glass_bottle: #13, 186(1%)
minecraft.picked_up.target: #13, 9(1%)
minecraft.crafted.white_carpet: #13, 54(1%)
minecraft.picked_up.mutton: #13, 83(0%)
minecraft.dropped.dark_oak_planks: #13, 10(1%)
minecraft.used.bee_nest: #13, 4(1%)
minecraft.used.bell: #13, 2(1%)
minecraft.used.pale_oak_sign: #13, 8(1%)
minecraft.dropped.glass_bottle: #13, 111(0%)
minecraft.dropped.blaze_powder: #13, 1(1%)
minecraft.used.deepslate_brick_stairs: #13, 78(1%)
minecraft.mined.birch_stairs: #13, 4(1%)
minecraft.picked_up.mossy_stone_brick_stairs: #13, 2(1%)
minecraft.used.terracotta: #13, 218(1%)
minecraft.crafted.dark_oak_wood: #13, 75(1%)
minecraft.picked_up.green_wool: #13, 144(0%)
minecraft.dropped.flower_pot: #13, 2(1%)
minecraft.used.quartz_block: #13, 146(0%)
minecraft.custom.damage_absorbed: #13, 157(1%)
minecraft.mined.dark_oak_wood: #13, 3(1%)
minecraft.picked_up.lime_wool: #13, 33(0%)
minecraft.mined.spawner: #13, 1(1%)
minecraft.picked_up.birch_stairs: #13, 4(0%)
minecraft.used.big_dripleaf: #13, 9(1%)
minecraft.picked_up.beetroot: #13, 101(0%)
minecraft.picked_up.red_banner: #13, 2(1%)
minecraft.dropped.cherry_planks: #13, 2(1%)
minecraft.mined.gray_stained_glass: #13, 6(1%)
minecraft.mined.beehive: #13, 19(0%)
minecraft.used.acacia_wood: #13, 54(0%)
minecraft.mined.cut_sandstone: #13, 12(0%)
minecraft.custom.eat_cake_slice: #13, 2(1%)
minecraft.dropped.pale_moss_carpet: #13, 5(1%)
minecraft.dropped.jungle_sapling: #13, 1(1%)
minecraft.dropped.emerald: #13, 129(0%)
minecraft.picked_up.gray_stained_glass: #13, 6(0%)
minecraft.picked_up.bamboo_slab: #13, 24(0%)
minecraft.dropped.dark_oak_fence: #13, 2(1%)
minecraft.used.polished_blackstone_stairs: #13, 8(0%)
minecraft.mined.warped_fence: #13, 2(0%)
minecraft.crafted.cut_copper: #13, 4(0%)
minecraft.used.waxed_exposed_chiseled_copper: #13, 4(0%)
minecraft.used.dark_prismarine_stairs: #13, 4(0%)
minecraft.used.stripped_bamboo_block: #13, 4(0%)
minecraft.killed.cave_spider: #13, 180(0%)
minecraft.used.stripped_jungle_log: #13, 8(0%)
minecraft.mined.weathered_cut_copper: #13, 1(0%)
minecraft.mined.red_stained_glass: #13, 2(0%)
minecraft.dropped.cherry_sapling: #13, 2(0%)
minecraft.mined.gray_bed: #13, 2(0%)
minecraft.used.mossy_stone_brick_slab: #13, 3(0%)
minecraft.used.waxed_exposed_copper_trapdoor: #13, 3(0%)
minecraft.crafted.magenta_concrete_powder: #13, 32(0%)
minecraft.picked_up.purple_terracotta: #13, 3(0%)
minecraft.used.tnt_minecart: #13, 1(0%)
minecraft.dropped.cobblestone_wall: #13, 1(0%)
minecraft.dropped.bamboo_block: #13, 32(0%)
minecraft.dropped.gray_wool: #13, 3(0%)
minecraft.mined.blue_wool: #13, 1(0%)
minecraft.used.dead_brain_coral_block: #13, 1(0%)
minecraft.used.red_carpet: #13, 20(0%)
minecraft.picked_up.sculk: #13, 92(0%)
minecraft.used.resin_clump: #13, 5(0%)
minecraft.killed.witch: #13, 6(0%)
minecraft.mined.chipped_anvil: #14, 11(3%)
minecraft.mined.glow_lichen: #14, 705(3%)
minecraft.picked_up.furnace: #14, 98(3%)
minecraft.crafted.warped_planks: #14, 1008(3%)
minecraft.used.cobblestone: #14, 2309(2%)
minecraft.mined.pumpkin: #14, 976(2%)
minecraft.crafted.lantern: #14, 184(2%)
minecraft.mined.bamboo_planks: #14, 50(2%)
minecraft.custom.play_noteblock: #14, 107(2%)
minecraft.killed.salmon: #14, 64(2%)
minecraft.picked_up.bundle: #14, 8(2%)
minecraft.crafted.diamond_block: #14, 274(2%)
minecraft.crafted.paper: #14, 4071(2%)
minecraft.dropped.oak_sign: #14, 10(2%)
minecraft.picked_up.mangrove_planks: #14, 88(2%)
minecraft.picked_up.redstone: #14, 5053(2%)
minecraft.mined.wheat: #14, 2947(2%)
minecraft.picked_up.white_dye: #14, 67(2%)
minecraft.mined.mangrove_log: #14, 574(2%)
minecraft.picked_up.gravel: #14, 8628(2%)
minecraft.picked_up.string: #14, 1291(1%)
minecraft.picked_up.red_wool: #14, 116(2%)
minecraft.used.mossy_cobblestone: #14, 175(2%)
minecraft.used.grass_block: #14, 7649(2%)
minecraft.used.green_terracotta: #14, 137(2%)
minecraft.dropped.stick: #14, 1173(1%)
minecraft.mined.deepslate_lapis_ore: #14, 138(2%)
minecraft.crafted.bookshelf: #14, 94(2%)
minecraft.crafted.oak_planks: #14, 4880(1%)
minecraft.dropped.brown_mushroom: #14, 12(2%)
minecraft.dropped.bucket: #14, 30(1%)
minecraft.mined.redstone_lamp: #14, 12(2%)
minecraft.crafted.tripwire_hook: #14, 38(2%)
minecraft.killed_by.creeper: #14, 2(2%)
minecraft.dropped.blue_dye: #14, 6(2%)
minecraft.dropped.netherite_shovel: #14, 1(2%)
minecraft.mined.oak_fence_gate: #14, 4(2%)
minecraft.used.potion: #14, 512(1%)
minecraft.mined.dead_bush: #14, 84(1%)
minecraft.mined.jungle_leaves: #14, 467(1%)
minecraft.used.stone_axe: #14, 144(1%)
minecraft.mined.cave_vines_plant: #14, 5(1%)
minecraft.picked_up.mangrove_log: #14, 511(1%)
minecraft.crafted.oak_slab: #14, 426(1%)
minecraft.used.cooked_salmon: #14, 53(1%)
minecraft.used.copper_trapdoor: #14, 180(1%)
minecraft.used.oxidized_copper: #14, 139(1%)
minecraft.used.green_shulker_box: #14, 47(1%)
minecraft.picked_up.white_wool: #14, 427(1%)
minecraft.crafted.smooth_stone: #14, 391(1%)
minecraft.used.mace: #14, 190(1%)
minecraft.mined.red_tulip: #14, 26(1%)
minecraft.picked_up.light_gray_wool: #14, 71(1%)
minecraft.picked_up.guster_banner_pattern: #14, 1(2%)
minecraft.crafted.stone_bricks: #14, 1608(1%)
minecraft.dropped.tuff: #14, 232(1%)
minecraft.picked_up.jungle_leaves: #14, 219(1%)
minecraft.picked_up.warped_planks: #14, 26(1%)
minecraft.dropped.grass_block: #14, 458(1%)
minecraft.crafted.jungle_sign: #14, 12(1%)
minecraft.used.pitcher_plant: #14, 6(1%)
minecraft.used.stone_brick_wall: #14, 45(1%)
minecraft.mined.mangrove_roots: #14, 696(1%)
minecraft.used.paper: #14, 6(1%)
minecraft.picked_up.beetroot_seeds: #14, 244(1%)
minecraft.mined.cactus: #14, 21(1%)
minecraft.crafted.birch_slab: #14, 126(1%)
minecraft.mined.weeping_vines_plant: #14, 10(1%)
minecraft.used.jungle_fence: #14, 44(1%)
minecraft.picked_up.pale_oak_sapling: #14, 83(1%)
minecraft.used.jungle_sign: #14, 11(1%)
minecraft.mined.end_stone: #14, 137(1%)
minecraft.crafted.jungle_fence: #14, 45(1%)
minecraft.used.end_stone: #14, 67(1%)
minecraft.mined.bee_nest: #14, 6(1%)
minecraft.picked_up.mangrove_leaves: #14, 952(1%)
minecraft.used.red_dye: #14, 4(1%)
minecraft.used.mangrove_button: #14, 2(1%)
minecraft.dropped.chainmail_helmet: #14, 1(1%)
minecraft.picked_up.golden_horse_armor: #14, 1(1%)
minecraft.used.air: #14, 378(1%)
minecraft.mined.crimson_nylium: #14, 45(1%)
minecraft.dropped.lime_dye: #14, 3(1%)
minecraft.custom.open_shulker_box: #15, 29199(3%)
minecraft.crafted.stone_sword: #14, 3(1%)
minecraft.dropped.red_shulker_box: #14, 1(1%)
minecraft.picked_up.potato: #14, 319(1%)
minecraft.picked_up.red_bed: #14, 4(1%)
minecraft.used.sea_lantern: #14, 44(1%)
minecraft.used.potato: #14, 67(1%)
minecraft.mined.black_stained_glass: #14, 47(1%)
minecraft.picked_up.end_stone: #14, 138(1%)
minecraft.crafted.mangrove_button: #14, 2(1%)
minecraft.mined.cobweb: #14, 112(1%)
minecraft.picked_up.redstone_ore: #14, 18(1%)
minecraft.picked_up.sea_lantern: #14, 13(1%)
minecraft.used.pale_oak_log: #14, 87(1%)
minecraft.used.soul_soil: #14, 63(1%)
minecraft.picked_up.mossy_stone_bricks: #14, 49(1%)
minecraft.used.exposed_copper_trapdoor: #14, 6(1%)
minecraft.custom.time_since_rest: #14, 307234(0%)
minecraft.dropped.sand: #14, 358(1%)
minecraft.mined.white_concrete_powder: #14, 15(1%)
minecraft.dropped.potato: #14, 134(1%)
minecraft.crafted.cobblestone_wall: #14, 18(1%)
minecraft.used.brown_wool: #14, 26(1%)
minecraft.dropped.salmon: #14, 8(1%)
minecraft.used.green_wool: #14, 70(1%)
minecraft.mined.spruce_wall_hanging_sign: #14, 1(1%)
minecraft.used.redstone_ore: #14, 10(1%)
minecraft.picked_up.torchflower: #14, 10(0%)
minecraft.mined.yellow_concrete_powder: #14, 3(1%)
minecraft.used.light_blue_banner: #14, 1(1%)
minecraft.mined.weeping_vines: #14, 5(1%)
minecraft.picked_up.copper_ingot: #14, 91(1%)
minecraft.picked_up.dark_oak_wood: #14, 3(1%)
minecraft.picked_up.jungle_slab: #14, 11(0%)
minecraft.used.blackstone_stairs: #14, 9(1%)
minecraft.dropped.lily_pad: #14, 2(1%)
minecraft.picked_up.snowball: #14, 527(0%)
minecraft.mined.stripped_pale_oak_log: #14, 17(0%)
minecraft.crafted.acacia_wood: #14, 63(1%)
minecraft.used.goat_horn: #14, 2(1%)
minecraft.mined.exposed_copper_trapdoor: #14, 6(0%)
minecraft.picked_up.exposed_copper_trapdoor: #14, 6(0%)
minecraft.mined.orange_carpet: #14, 2(0%)
minecraft.crafted.white_terracotta: #14, 32(0%)
minecraft.picked_up.stripped_pale_oak_log: #14, 14(0%)
minecraft.mined.diamond_block: #14, 10(0%)
minecraft.dropped.sugar_cane: #14, 90(0%)
minecraft.dropped.orange_terracotta: #14, 8(0%)
minecraft.dropped.deepslate_redstone_ore: #14, 3(0%)
minecraft.mined.spruce_wood: #14, 4(0%)
minecraft.used.lilac: #14, 3(0%)
minecraft.picked_up.experience_bottle: #14, 16(0%)
minecraft.dropped.lava_bucket: #14, 1(0%)
minecraft.dropped.tropical_fish: #14, 1(0%)
minecraft.dropped.white_carpet: #14, 2(0%)
minecraft.picked_up.beehive: #14, 19(0%)
minecraft.mined.cyan_carpet: #14, 2(0%)
minecraft.dropped.mangrove_roots: #14, 7(0%)
minecraft.used.beehive: #14, 22(0%)
minecraft.dropped.cut_sandstone: #14, 2(0%)
minecraft.used.pale_moss_carpet: #14, 23(0%)
minecraft.used.cut_sandstone: #14, 9(0%)
minecraft.mined.light_blue_concrete_powder: #14, 1(0%)
minecraft.used.mangrove_propagule: #14, 16(0%)
minecraft.used.birch_stairs: #14, 4(0%)
minecraft.picked_up.green_concrete: #14, 8(0%)
minecraft.used.light_gray_bed: #14, 3(0%)
minecraft.used.golden_apple: #14, 1(0%)
minecraft.dropped.cobbled_deepslate_slab: #14, 2(0%)
minecraft.dropped.pitcher_pod: #14, 3(0%)
minecraft.used.firefly_bush: #14, 2(0%)
minecraft.dropped.poppy: #14, 47(0%)
minecraft.dropped.armadillo_scute: #14, 9(0%)
minecraft.custom.interact_with_furnace: #15, 1903(3%)
minecraft.picked_up.bamboo_button: #14, 3(0%)
minecraft.dropped.podzol: #14, 1(0%)
minecraft.mined.light_gray_bed: #14, 1(0%)
minecraft.mined.bamboo_button: #14, 1(0%)
minecraft.picked_up.brown_concrete_powder: #14, 2(0%)
minecraft.used.polished_blackstone_slab: #14, 1(0%)
minecraft.picked_up.bow: #15, 149(3%)
minecraft.used.crafting_table: #15, 226(3%)
minecraft.crafted.spruce_stairs: #15, 424(3%)
minecraft.picked_up.shield: #15, 12(3%)
minecraft.mined.melon: #15, 788(3%)
minecraft.picked_up.chest: #15, 763(2%)
minecraft.mined.soul_sand: #15, 478(2%)
minecraft.mined.oak_log: #15, 2010(2%)
minecraft.picked_up.deepslate: #15, 5537(2%)
minecraft.used.iron_pickaxe: #15, 1049(2%)
minecraft.dropped.bow: #15, 51(2%)
minecraft.used.chipped_anvil: #15, 6(2%)
minecraft.used.ender_chest: #15, 306(2%)
minecraft.picked_up.emerald: #15, 799(2%)
minecraft.custom.jump: #16, 384004(3%)
minecraft.dropped.mace: #15, 3(2%)
minecraft.used.chiseled_bookshelf: #15, 44(2%)
minecraft.picked_up.bucket: #15, 62(2%)
minecraft.picked_up.bone: #15, 1725(2%)
minecraft.dropped.saddle: #15, 2(2%)
minecraft.dropped.rail: #15, 51(2%)
minecraft.mined.ender_chest: #15, 263(1%)
minecraft.mined.oak_pressure_plate: #15, 1(2%)
minecraft.crafted.bone_meal: #15, 21148(1%)
minecraft.picked_up.ominous_bottle: #15, 10(2%)
minecraft.dropped.baked_potato: #15, 54(1%)
minecraft.crafted.chiseled_bookshelf: #15, 49(2%)
minecraft.picked_up.gray_shulker_box: #15, 79(1%)
minecraft.mined.gray_shulker_box: #15, 76(1%)
minecraft.picked_up.name_tag: #15, 13(1%)
minecraft.mined.cherry_trapdoor: #15, 7(2%)
minecraft.used.gray_shulker_box: #15, 76(1%)
minecraft.crafted.lime_shulker_box: #15, 2(1%)
minecraft.dropped.potion: #15, 43(1%)
minecraft.picked_up.moss_carpet: #15, 900(1%)
minecraft.picked_up.splash_potion: #15, 17(1%)
minecraft.crafted.leather_boots: #15, 18(1%)
minecraft.picked_up.nether_brick_fence: #15, 8(1%)
minecraft.mined.sugar_cane: #15, 1246(1%)
minecraft.mined.pink_petals: #15, 85(1%)
minecraft.crafted.oak_trapdoor: #15, 62(1%)
minecraft.dropped.writable_book: #15, 5(1%)
minecraft.mined.copper_trapdoor: #15, 19(1%)
minecraft.picked_up.nether_wart: #15, 416(1%)
minecraft.picked_up.brewing_stand: #15, 9(1%)
minecraft.picked_up.flow_banner_pattern: #15, 2(1%)
minecraft.picked_up.brown_dye: #15, 11(1%)
minecraft.picked_up.iron_axe: #15, 4(1%)
minecraft.custom.aviate_one_cm: #16, 507129350(3%)
minecraft.mined.nether_wart: #15, 89(1%)
minecraft.picked_up.mangrove_roots: #15, 691(1%)
minecraft.dropped.pink_dye: #15, 3(1%)
minecraft.picked_up.tuff_slab: #15, 14(1%)
minecraft.picked_up.pale_hanging_moss: #15, 18(1%)
minecraft.mined.oak_sapling: #15, 4(1%)
minecraft.picked_up.cobblestone_wall: #15, 10(1%)
minecraft.killed.creeper: #15, 146(1%)
minecraft.picked_up.crimson_nylium: #15, 41(1%)
minecraft.picked_up.black_stained_glass: #15, 45(1%)
minecraft.picked_up.tuff_brick_slab: #15, 30(1%)
minecraft.picked_up.heavy_core: #15, 1(1%)
minecraft.used.muddy_mangrove_roots: #15, 71(1%)
minecraft.picked_up.ghast_tear: #15, 11(1%)
minecraft.picked_up.moss_block: #15, 2082(1%)
minecraft.picked_up.cherry_trapdoor: #15, 6(1%)
minecraft.used.salmon: #15, 1(1%)
minecraft.dropped.birch_log: #15, 15(1%)
minecraft.mined.dark_oak_leaves: #15, 219(1%)
minecraft.used.spruce_wood: #15, 65(1%)
minecraft.picked_up.warped_roots: #15, 195(1%)
minecraft.crafted.firework_rocket: #15, 2189(1%)
minecraft.picked_up.blue_wool: #15, 35(1%)
minecraft.dropped.moss_carpet: #15, 122(0%)
minecraft.dropped.wooden_shovel: #15, 1(1%)
minecraft.used.moss_block: #15, 754(0%)
minecraft.picked_up.candle: #15, 8(1%)
minecraft.used.bamboo_planks: #15, 63(0%)
minecraft.picked_up.stripped_spruce_wood: #15, 15(0%)
minecraft.picked_up.yellow_dye: #15, 13(0%)
minecraft.mined.quartz_block: #15, 42(0%)
minecraft.dropped.crossbow: #15, 6(0%)
minecraft.picked_up.black_wool: #15, 109(0%)
minecraft.custom.drop: #16, 8582(3%)
minecraft.used.gray_stained_glass: #15, 61(1%)
minecraft.mined.jungle_stairs: #15, 3(0%)
minecraft.picked_up.warped_fungus: #15, 37(0%)
minecraft.used.enchanted_book: #15, 8(0%)
minecraft.used.end_stone_bricks: #15, 2(0%)
minecraft.used.bread: #15, 35(0%)
minecraft.picked_up.warped_slab: #15, 5(0%)
minecraft.crafted.mossy_stone_bricks: #15, 72(0%)
minecraft.crafted.deepslate_brick_stairs: #15, 17(0%)
minecraft.picked_up.orange_carpet: #15, 3(0%)
minecraft.used.raw_copper_block: #15, 1(0%)
minecraft.picked_up.cherry_planks: #15, 4(0%)
minecraft.used.map: #15, 3(0%)
minecraft.picked_up.warped_fence: #15, 2(0%)
minecraft.mined.light_blue_wool: #15, 3(0%)
minecraft.dropped.flowering_azalea: #15, 10(0%)
minecraft.picked_up.dark_oak_leaves: #15, 18(0%)
minecraft.used.candle: #15, 1(0%)
minecraft.crafted.andesite_wall: #15, 6(0%)
minecraft.crafted.slime_ball: #15, 99(0%)
minecraft.used.trident: #15, 32(0%)
minecraft.used.pale_oak_planks: #15, 9(0%)
minecraft.crafted.tuff_bricks: #15, 17(0%)
minecraft.picked_up.chiseled_sandstone: #15, 1(0%)
minecraft.used.waxed_oxidized_copper_grate: #15, 4(0%)
minecraft.mined.snow: #15, 649(0%)
minecraft.mined.cherry_planks: #15, 1(0%)
minecraft.used.copper_block: #15, 90(0%)
minecraft.dropped.sweet_berries: #15, 3(0%)
minecraft.used.warped_fence: #15, 2(0%)
minecraft.crafted.baked_potato: #15, 3(0%)
minecraft.picked_up.snow: #15, 31(0%)
minecraft.used.diorite_wall: #15, 6(0%)
minecraft.dropped.smooth_stone: #15, 9(0%)
minecraft.used.oxidized_chiseled_copper: #15, 1(0%)
minecraft.picked_up.stick: #16, 3815(3%)
minecraft.picked_up.chipped_anvil: #16, 11(3%)
minecraft.crafted.oak_sign: #16, 57(2%)
minecraft.picked_up.leather_chestplate: #16, 13(2%)
minecraft.custom.leave_game: #17, 968(3%)
minecraft.picked_up.oak_sign: #16, 38(2%)
minecraft.picked_up.iron_chestplate: #16, 5(2%)
minecraft.mined.vine: #16, 307(2%)
minecraft.mined.farmland: #16, 90(2%)
minecraft.crafted.iron_nugget: #16, 3333(2%)
minecraft.picked_up.cooked_beef: #16, 306(1%)
minecraft.mined.mossy_cobblestone: #16, 81(2%)
minecraft.picked_up.wheat_seeds: #16, 11150(2%)
minecraft.used.spruce_stairs: #16, 306(2%)
minecraft.crafted.book: #16, 150(2%)
minecraft.picked_up.oak_log: #16, 2055(2%)
minecraft.used.spruce_door: #16, 8(2%)
minecraft.picked_up.wheat: #16, 2893(1%)
minecraft.crafted.armor_stand: #16, 119(1%)
minecraft.picked_up.oak_sapling: #16, 477(1%)
minecraft.used.white_shulker_box: #16, 110(1%)
minecraft.used.glass_bottle: #16, 597(1%)
minecraft.crafted.enchanted_book: #16, 60(1%)
minecraft.used.composter: #16, 90(1%)
minecraft.picked_up.decorated_pot: #16, 29(1%)
minecraft.dropped.golden_leggings: #16, 3(1%)
minecraft.broken.iron_pickaxe: #16, 2(1%)
minecraft.used.oak_door: #16, 3(1%)
minecraft.mined.melon_stem: #16, 4(1%)
minecraft.dropped.oak_slab: #16, 11(1%)
minecraft.mined.oak_slab: #16, 22(1%)
minecraft.used.peony: #16, 3(1%)
minecraft.used.warped_nylium: #16, 37(1%)
minecraft.picked_up.copper_trapdoor: #16, 19(1%)
minecraft.picked_up.tropical_fish: #16, 10(1%)
minecraft.used.nether_wart: #16, 103(1%)
minecraft.mined.soul_soil: #16, 214(1%)
minecraft.picked_up.trident: #16, 4(1%)
minecraft.mined.raw_copper_block: #16, 2(1%)
minecraft.crafted.tuff_slab: #16, 32(1%)
minecraft.picked_up.redstone_lamp: #16, 12(1%)
minecraft.picked_up.soul_soil: #16, 196(1%)
minecraft.used.tuff_brick_slab: #16, 77(1%)
minecraft.mined.mangrove_leaves: #16, 1230(1%)
minecraft.picked_up.azalea: #16, 170(1%)
minecraft.dropped.clay: #16, 9(1%)
minecraft.mined.dark_oak_fence: #16, 21(1%)
minecraft.picked_up.pale_oak_sign: #16, 2(1%)
minecraft.picked_up.cherry_leaves: #16, 176(1%)
minecraft.picked_up.brown_wool: #16, 30(1%)
minecraft.dropped.stone_bricks: #16, 26(1%)
minecraft.mined.exposed_copper: #16, 16(1%)
minecraft.picked_up.dead_bush: #16, 36(1%)
minecraft.picked_up.poppy: #16, 232(0%)
minecraft.picked_up.orange_banner: #16, 1(1%)
minecraft.dropped.redstone_torch: #16, 5(1%)
minecraft.mined.copper_block: #16, 16(0%)
minecraft.dropped.cyan_dye: #16, 2(1%)
minecraft.picked_up.mangrove_propagule: #16, 82(0%)
minecraft.dropped.chest: #16, 24(0%)
minecraft.dropped.honey_bottle: #16, 3(1%)
minecraft.dropped.cooked_chicken: #16, 14(0%)
minecraft.dropped.yellow_dye: #16, 3(0%)
minecraft.crafted.andesite_slab: #16, 24(0%)
minecraft.mined.pale_moss_block: #16, 46(0%)
minecraft.mined.waxed_oxidized_copper_grate: #16, 7(0%)
minecraft.used.jungle_log: #16, 40(0%)
minecraft.dropped.oak_log: #16, 30(0%)
minecraft.mined.diorite_slab: #16, 2(0%)
minecraft.picked_up.honeycomb: #16, 135(0%)
minecraft.mined.birch_wall_sign: #16, 1(0%)
minecraft.picked_up.spruce_wood: #16, 5(0%)
minecraft.picked_up.jungle_stairs: #16, 3(0%)
minecraft.crafted.moss_carpet: #16, 66(0%)
minecraft.dropped.pink_petals: #16, 9(0%)
minecraft.mined.purple_bed: #16, 1(0%)
minecraft.killed.wither: #16, 1(0%)
minecraft.picked_up.brown_shulker_box: #16, 8(0%)
minecraft.picked_up.purple_bed: #16, 1(0%)
minecraft.picked_up.glistering_melon_slice: #16, 2(0%)
minecraft.mined.brown_shulker_box: #16, 7(0%)
minecraft.picked_up.spruce_button: #16, 7(0%)
minecraft.used.brown_shulker_box: #16, 7(0%)
minecraft.crafted.raw_gold_block: #16, 7(0%)
minecraft.used.light_blue_bed: #16, 1(0%)
minecraft.mined.chiseled_sandstone: #16, 1(0%)
minecraft.used.cyan_carpet: #16, 2(0%)
minecraft.dropped.waxed_oxidized_copper: #16, 1(0%)
minecraft.crafted.birch_stairs: #16, 4(0%)
minecraft.mined.brown_terracotta: #16, 31(0%)
minecraft.picked_up.light_blue_concrete_powder: #16, 1(0%)
minecraft.picked_up.cracked_stone_bricks: #16, 5(0%)
minecraft.picked_up.light_gray_bed: #16, 1(0%)
minecraft.dropped.porkchop: #16, 10(0%)
minecraft.used.brown_mushroom_block: #16, 5(0%)
minecraft.crafted.green_stained_glass: #16, 8(0%)
minecraft.crafted.cyan_wool: #16, 1(0%)
minecraft.used.green_concrete: #16, 2(0%)
minecraft.picked_up.oak_wood: #16, 1(0%)
