stat, rank, value, (percentage) 
minecraft.crafted.light_blue_shulker_box: #10, 2(0%)
minecraft.dropped.pitcher_plant: #10, 2(1%)
minecraft.dropped.blaze_rod: #10, 15(1%)
minecraft.mined.lime_stained_glass_pane: #10, 3(1%)
minecraft.used.twisting_vines: #10, 6(1%)
minecraft.used.soul_campfire: #10, 3(1%)
minecraft.mined.cyan_stained_glass: #10, 5(1%)
minecraft.picked_up.black_concrete_powder: #10, 73(0%)
minecraft.picked_up.green_banner: #10, 1(1%)
minecraft.crafted.deepslate_tiles: #10, 24(0%)
minecraft.dropped.dark_oak_stairs: #10, 1(1%)
minecraft.picked_up.pink_terracotta: #10, 11(1%)
minecraft.dropped.glow_berries: #10, 3(0%)
minecraft.crafted.bamboo_mosaic: #10, 15(0%)
minecraft.dropped.torchflower: #10, 1(1%)
minecraft.mined.black_concrete_powder: #10, 18(0%)
minecraft.used.pink_bed: #10, 2(1%)
minecraft.dropped.dead_bush: #10, 4(0%)
minecraft.used.prismarine_bricks: #10, 116(0%)
minecraft.crafted.dried_kelp: #10, 7(0%)
minecraft.mined.cherry_slab: #10, 1(0%)
minecraft.used.dark_oak_hanging_sign: #10, 1(0%)
minecraft.custom.damage_dealt: #11, 1654449(3%)
minecraft.crafted.cyan_glazed_terracotta: #10, 1(0%)
minecraft.picked_up.green_candle: #10, 1(0%)
minecraft.mined.polished_tuff: #11, 455(4%)
minecraft.used.waxed_exposed_copper_grate: #10, 4(0%)
minecraft.picked_up.loom: #11, 15(5%)
minecraft.mined.hanging_roots: #10, 2(0%)
minecraft.dropped.polished_blackstone_bricks: #10, 1(0%)
minecraft.used.red_sandstone_stairs: #10, 2(0%)
minecraft.picked_up.amethyst_block: #11, 689(4%)
minecraft.mined.jungle_wood: #10, 1(0%)
minecraft.picked_up.red_sandstone_slab: #10, 1(0%)
minecraft.mined.wither_rose: #10, 1(0%)
minecraft.used.waxed_chiseled_copper: #10, 2(0%)
minecraft.killed.pillager: #10, 311(0%)
minecraft.picked_up.small_amethyst_bud: #10, 1(0%)
minecraft.crafted.lime_carpet: #10, 3(0%)
minecraft.used.lime_carpet: #10, 2(0%)
minecraft.picked_up.mycelium: #10, 2(0%)
minecraft.crafted.spruce_trapdoor: #11, 2060(4%)
minecraft.killed.witch: #10, 23(0%)
minecraft.dropped.prismarine_bricks: #10, 1(0%)
minecraft.used.lantern: #11, 261(4%)
minecraft.mined.dark_oak_trapdoor: #11, 81(4%)
minecraft.used.obsidian: #11, 619(3%)
minecraft.used.jukebox: #11, 20(4%)
minecraft.used.spruce_planks: #11, 1568(3%)
minecraft.picked_up.stone_axe: #11, 2(5%)
minecraft.crafted.player_head: #11, 544(4%)
minecraft.used.fishing_rod: #11, 1284(3%)
minecraft.dropped.redstone: #11, 625(3%)
minecraft.dropped.gray_bed: #11, 1(7%)
minecraft.picked_up.tripwire_hook: #11, 19(3%)
minecraft.used.iron_trapdoor: #11, 273(3%)
minecraft.picked_up.fishing_rod: #11, 32(2%)
minecraft.mined.note_block: #11, 51(3%)
minecraft.picked_up.stone_stairs: #11, 68(3%)
minecraft.used.leather_leggings: #11, 4(3%)
minecraft.picked_up.dark_oak_planks: #11, 162(3%)
minecraft.picked_up.baked_potato: #11, 251(2%)
minecraft.picked_up.mangrove_planks: #11, 118(3%)
minecraft.dropped.golden_helmet: #11, 6(3%)
minecraft.dropped.gravel: #11, 1260(2%)
minecraft.mined.gray_shulker_box: #11, 141(2%)
minecraft.used.gray_shulker_box: #11, 143(2%)
minecraft.used.oak_button: #11, 18(3%)
minecraft.picked_up.birch_button: #11, 6(3%)
minecraft.picked_up.gray_shulker_box: #11, 144(2%)
minecraft.used.carved_pumpkin: #11, 14(2%)
minecraft.used.smithing_table: #11, 98(2%)
minecraft.picked_up.note_block: #11, 58(2%)
minecraft.picked_up.cod: #11, 369(2%)
minecraft.picked_up.white_dye: #11, 87(2%)
minecraft.used.iron_door: #11, 20(2%)
minecraft.dropped.potion: #11, 81(2%)
minecraft.picked_up.potato: #11, 870(2%)
minecraft.crafted.oxidized_copper_grate: #11, 24(3%)
minecraft.dropped.fishing_rod: #11, 9(2%)
minecraft.mined.warped_roots: #11, 149(2%)
minecraft.picked_up.wooden_pickaxe: #11, 1(3%)
minecraft.crafted.light_blue_dye: #11, 496(2%)
minecraft.mined.polished_andesite: #11, 90(2%)
minecraft.used.sugar_cane: #11, 241(2%)
minecraft.crafted.redstone_torch: #11, 1105(2%)
minecraft.mined.warped_trapdoor: #11, 14(2%)
minecraft.picked_up.mossy_stone_bricks: #11, 132(2%)
minecraft.used.bundle: #11, 20(1%)
minecraft.used.salmon: #11, 3(3%)
minecraft.picked_up.netherite_axe: #11, 6(2%)
minecraft.dropped.iron_sword: #11, 6(2%)
minecraft.used.warped_stem: #11, 130(2%)
minecraft.picked_up.jungle_leaves: #11, 355(2%)
minecraft.used.beetroot_seeds: #11, 106(2%)
minecraft.mined.mangrove_propagule: #11, 40(2%)
minecraft.picked_up.purpur_slab: #11, 18(2%)
minecraft.mined.jungle_sapling: #11, 4(3%)
minecraft.used.bricks: #11, 276(2%)
minecraft.used.acacia_sign: #11, 15(2%)
minecraft.used.dark_oak_planks: #11, 351(2%)
minecraft.picked_up.white_stained_glass: #11, 80(2%)
minecraft.mined.iron_door: #11, 11(2%)
minecraft.crafted.polished_andesite_slab: #11, 30(2%)
minecraft.used.jungle_stairs: #11, 51(2%)
minecraft.crafted.glowstone: #11, 128(2%)
minecraft.picked_up.netherite_sword: #11, 5(1%)
minecraft.picked_up.blaze_powder: #11, 6(2%)
minecraft.crafted.gray_carpet: #11, 192(1%)
minecraft.crafted.tuff_bricks: #11, 210(1%)
minecraft.mined.granite_wall: #11, 3(2%)
minecraft.used.red_terracotta: #11, 288(1%)
minecraft.picked_up.pearlescent_froglight: #11, 391(1%)
minecraft.killed.hoglin: #11, 3(2%)
minecraft.used.honey_block: #11, 200(1%)
minecraft.picked_up.blue_concrete: #11, 44(2%)
minecraft.mined.smooth_quartz: #11, 140(1%)
minecraft.picked_up.jungle_sign: #11, 6(1%)
minecraft.used.waxed_copper_block: #11, 39(1%)
minecraft.mined.pale_oak_trapdoor: #11, 9(1%)
minecraft.crafted.green_banner: #11, 5(2%)
minecraft.used.diorite: #11, 535(1%)
minecraft.crafted.purple_dye: #11, 182(1%)
minecraft.mined.birch_button: #11, 1(2%)
minecraft.mined.deepslate_tile_wall: #11, 13(1%)
minecraft.picked_up.copper_ingot: #11, 200(1%)
minecraft.picked_up.polished_tuff: #12, 627(5%)
minecraft.dropped.gray_shulker_box: #11, 1(2%)
minecraft.crafted.polished_basalt: #11, 136(1%)
minecraft.picked_up.gray_stained_glass_pane: #11, 7(2%)
minecraft.mined.acacia_wall_sign: #11, 2(1%)
minecraft.picked_up.polished_blackstone_bricks: #11, 84(1%)
minecraft.dropped.stone_pressure_plate: #11, 4(1%)
minecraft.crafted.slime_block: #11, 62(1%)
minecraft.used.egg: #11, 308(1%)
minecraft.picked_up.detector_rail: #11, 6(1%)
minecraft.used.heavy_weighted_pressure_plate: #11, 4(1%)
minecraft.used.diamond_block: #11, 58(1%)
minecraft.used.waxed_oxidized_copper_bulb: #11, 8(1%)
minecraft.dropped.leaf_litter: #11, 4(2%)
minecraft.dropped.salmon: #11, 11(1%)
minecraft.mined.dark_oak_wall_sign: #11, 2(1%)
minecraft.killed_by.silverfish: #11, 1(2%)
minecraft.picked_up.deepslate_tile_wall: #11, 16(1%)
minecraft.picked_up.music_disc_precipice: #11, 1(1%)
minecraft.picked_up.blue_ice: #11, 48(1%)
minecraft.crafted.brick_wall: #11, 6(1%)
minecraft.picked_up.waxed_chiseled_copper: #11, 6(1%)
minecraft.dropped.tuff_slab: #11, 5(1%)
minecraft.mined.exposed_copper_grate: #11, 2(1%)
minecraft.picked_up.light_blue_banner: #11, 1(1%)
minecraft.picked_up.cobbled_deepslate_wall: #11, 7(1%)
minecraft.crafted.light_blue_bed: #11, 1(1%)
minecraft.dropped.green_dye: #11, 22(1%)
minecraft.mined.gray_stained_glass: #11, 9(1%)
minecraft.used.big_dripleaf: #11, 13(1%)
minecraft.crafted.yellow_bed: #11, 1(1%)
minecraft.used.chiseled_copper: #11, 7(1%)
minecraft.dropped.iron_boots: #11, 5(1%)
minecraft.mined.dark_oak_fence_gate: #11, 2(1%)
minecraft.picked_up.stone_brick_slab: #11, 55(1%)
minecraft.dropped.white_stained_glass: #11, 4(1%)
minecraft.mined.magenta_terracotta: #11, 6(1%)
minecraft.picked_up.cut_sandstone: #11, 16(1%)
minecraft.picked_up.bamboo_block: #11, 328(1%)
minecraft.picked_up.potion: #12, 183(4%)
minecraft.picked_up.crimson_planks: #11, 9(1%)
minecraft.dropped.dispenser: #11, 3(1%)
minecraft.dropped.furnace: #11, 2(1%)
minecraft.crafted.waxed_oxidized_copper_grate: #11, 4(1%)
minecraft.mined.waxed_weathered_copper_grate: #11, 3(1%)
minecraft.dropped.stripped_spruce_wood: #11, 1(1%)
minecraft.used.bread: #11, 48(0%)
minecraft.crafted.gray_bed: #11, 1(1%)
minecraft.killed.tropical_fish: #11, 3(1%)
minecraft.dropped.mangrove_planks: #11, 4(1%)
minecraft.used.diorite_stairs: #11, 5(1%)
minecraft.crafted.red_shulker_box: #11, 3(0%)
minecraft.picked_up.chiseled_copper: #11, 2(1%)
minecraft.mined.oxidized_chiseled_copper: #11, 1(1%)
minecraft.picked_up.jungle_button: #11, 2(1%)
minecraft.dropped.repeater: #11, 7(1%)
minecraft.crafted.cyan_banner: #11, 2(1%)
minecraft.mined.pink_carpet: #11, 1(1%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #11, 1(1%)
minecraft.crafted.brown_shulker_box: #11, 2(0%)
minecraft.picked_up.brown_concrete: #11, 11(0%)
minecraft.dropped.polished_tuff_wall: #11, 2(1%)
minecraft.used.light_blue_concrete: #11, 81(0%)
minecraft.crafted.orange_concrete_powder: #11, 96(0%)
minecraft.mined.brown_wall_banner: #11, 1(1%)
minecraft.dropped.pumpkin: #11, 114(0%)
minecraft.used.mangrove_propagule: #11, 33(0%)
minecraft.picked_up.purple_terracotta: #11, 6(0%)
minecraft.picked_up.blue_terracotta: #11, 13(0%)
minecraft.used.scaffolding: #12, 8220(4%)
minecraft.used.amethyst_block: #11, 21(0%)
minecraft.used.black_carpet: #11, 81(0%)
minecraft.dropped.bamboo_block: #11, 71(0%)
minecraft.mined.blue_terracotta: #11, 10(0%)
minecraft.used.green_carpet: #11, 24(0%)
minecraft.picked_up.blue_bed: #11, 2(0%)
minecraft.used.magenta_terracotta: #11, 7(0%)
minecraft.used.dried_kelp_block: #11, 1(0%)
minecraft.mined.oxidized_cut_copper_slab: #11, 5(0%)
minecraft.used.blue_bed: #11, 2(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #11, 5(0%)
minecraft.crafted.pink_stained_glass: #11, 16(0%)
minecraft.used.smooth_red_sandstone_slab: #11, 8(0%)
minecraft.mined.pink_bed: #11, 1(0%)
minecraft.dropped.candle: #11, 1(0%)
minecraft.crafted.crimson_slab: #11, 6(0%)
minecraft.crafted.orange_banner: #11, 1(0%)
minecraft.picked_up.jack_o_lantern: #11, 1(0%)
minecraft.used.wooden_shovel: #11, 5(0%)
minecraft.mined.waxed_weathered_cut_copper: #11, 1(0%)
minecraft.mined.sculk_vein: #11, 47(0%)
minecraft.picked_up.waxed_weathered_cut_copper: #11, 1(0%)
minecraft.mined.black_wall_banner: #11, 1(0%)
minecraft.dropped.chorus_fruit: #11, 2(0%)
minecraft.mined.oxidized_cut_copper: #11, 2(0%)
minecraft.picked_up.jungle_wood: #11, 1(0%)
minecraft.custom.sneak_time: #13, 4428245(4%)
minecraft.picked_up.orange_concrete_powder: #11, 6(0%)
minecraft.dropped.cyan_wool: #11, 1(0%)
minecraft.crafted.honeycomb_block: #11, 1(0%)
minecraft.mined.loom: #12, 9(5%)
minecraft.picked_up.oak_slab: #12, 155(4%)
minecraft.picked_up.white_shulker_box: #12, 240(3%)
minecraft.mined.oak_slab: #12, 78(3%)
minecraft.dropped.leather_helmet: #12, 8(3%)
minecraft.picked_up.shroomlight: #12, 114(4%)
minecraft.mined.white_shulker_box: #12, 219(3%)
minecraft.used.chest: #12, 1235(3%)
minecraft.picked_up.chest: #12, 986(3%)
minecraft.crafted.lime_shulker_box: #12, 5(4%)
minecraft.used.spruce_trapdoor: #12, 1814(3%)
minecraft.used.white_shulker_box: #12, 252(3%)
minecraft.mined.diorite: #12, 7693(3%)
minecraft.picked_up.beacon: #12, 16(3%)
minecraft.mined.beacon: #12, 15(3%)
minecraft.dropped.andesite: #12, 741(3%)
minecraft.mined.shroomlight: #12, 77(3%)
minecraft.mined.cocoa: #12, 60(3%)
minecraft.mined.white_banner: #12, 4(4%)
minecraft.dropped.chainmail_chestplate: #12, 3(3%)
minecraft.mined.blast_furnace: #12, 14(3%)
minecraft.picked_up.dark_oak_slab: #12, 122(2%)
minecraft.picked_up.pumpkin: #12, 1984(2%)
minecraft.used.potato: #12, 226(2%)
minecraft.mined.podzol: #12, 429(2%)
minecraft.mined.azalea: #12, 61(2%)
minecraft.picked_up.blast_furnace: #12, 15(3%)
minecraft.picked_up.netherite_leggings: #12, 10(2%)
minecraft.dropped.spruce_log: #12, 122(3%)
minecraft.used.glowstone: #12, 201(3%)
minecraft.used.white_banner: #12, 26(2%)
minecraft.picked_up.chicken: #12, 186(2%)
minecraft.used.minecart: #12, 66(2%)
minecraft.crafted.repeater: #12, 233(2%)
minecraft.used.smoker: #12, 11(3%)
minecraft.mined.tripwire: #12, 35(2%)
minecraft.mined.bamboo_sapling: #12, 6(2%)
minecraft.used.melon_seeds: #12, 31(2%)
minecraft.crafted.bone_meal: #12, 28257(2%)
minecraft.used.smooth_quartz_stairs: #12, 124(2%)
minecraft.mined.snow_block: #12, 543(2%)
minecraft.killed.bat: #12, 4(2%)
minecraft.mined.flowering_azalea: #12, 31(2%)
minecraft.killed.phantom: #12, 23(2%)
minecraft.mined.bamboo_door: #12, 2(3%)
minecraft.mined.white_concrete: #12, 1595(2%)
minecraft.mined.stone_stairs: #12, 30(2%)
minecraft.picked_up.blue_dye: #12, 16(1%)
minecraft.mined.polished_deepslate_slab: #12, 39(2%)
minecraft.mined.jungle_stairs: #12, 15(2%)
minecraft.dropped.chainmail_boots: #12, 3(2%)
minecraft.dropped.netherite_helmet: #12, 1(3%)
minecraft.killed.cod: #12, 5(2%)
minecraft.picked_up.orange_dye: #12, 13(1%)
minecraft.used.birch_trapdoor: #12, 33(2%)
minecraft.picked_up.nautilus_shell: #12, 12(2%)
minecraft.picked_up.blaze_rod: #12, 209(1%)
minecraft.custom.interact_with_cartography_table: #12, 10(2%)
minecraft.mined.smooth_quartz_stairs: #12, 31(2%)
minecraft.mined.red_concrete: #12, 182(2%)
minecraft.crafted.bamboo_sign: #12, 90(2%)
minecraft.used.mossy_stone_brick_wall: #12, 3(3%)
minecraft.picked_up.granite_stairs: #12, 3(2%)
minecraft.crafted.leather_helmet: #12, 4(2%)
minecraft.crafted.redstone: #12, 4294(1%)
minecraft.used.gray_carpet: #12, 165(1%)
minecraft.crafted.birch_trapdoor: #12, 24(1%)
minecraft.killed.rabbit: #12, 3(2%)
minecraft.mined.birch_sapling: #12, 4(2%)
minecraft.mined.soul_fire: #12, 24(1%)
minecraft.picked_up.crimson_stem: #12, 154(1%)
minecraft.crafted.pink_dye: #12, 172(1%)
minecraft.dropped.acacia_log: #12, 7(1%)
minecraft.used.andesite_stairs: #12, 28(1%)
minecraft.used.brick_wall: #12, 13(2%)
minecraft.dropped.dark_oak_sapling: #12, 4(1%)
minecraft.crafted.white_terracotta: #12, 96(1%)
minecraft.used.dark_oak_door: #12, 3(2%)
minecraft.mined.pearlescent_froglight: #12, 59(1%)
minecraft.picked_up.nether_gold_ore: #12, 13(1%)
minecraft.used.warped_wart_block: #12, 27(1%)
minecraft.used.pink_tulip: #12, 3(1%)
minecraft.used.sea_pickle: #12, 61(1%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #12, 1(2%)
minecraft.crafted.copper_grate: #12, 20(2%)
minecraft.mined.diorite_slab: #12, 6(1%)
minecraft.dropped.spider_eye: #12, 796(1%)
minecraft.used.calibrated_sculk_sensor: #12, 6(1%)
minecraft.dropped.dark_oak_log: #12, 33(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #12, 4(1%)
minecraft.crafted.stone_pressure_plate: #12, 27(1%)
minecraft.picked_up.jungle_sapling: #12, 85(1%)
minecraft.picked_up.spectral_arrow: #12, 135(1%)
minecraft.dropped.dark_oak_planks: #12, 12(1%)
minecraft.custom.use_cauldron: #12, 53(1%)
minecraft.picked_up.chiseled_polished_blackstone: #12, 2(1%)
minecraft.picked_up.exposed_copper_grate: #12, 2(1%)
minecraft.picked_up.dark_oak_leaves: #12, 75(1%)
minecraft.mined.deepslate_tile_slab: #12, 27(1%)
minecraft.used.deepslate_tiles: #12, 534(1%)
minecraft.picked_up.yellow_banner: #12, 1(1%)
minecraft.picked_up.cyan_banner: #12, 1(1%)
minecraft.used.smooth_quartz: #12, 291(1%)
minecraft.picked_up.oxidized_copper_grate: #12, 13(1%)
minecraft.mined.acacia_fence_gate: #12, 1(1%)
minecraft.crafted.crimson_planks: #12, 116(1%)
minecraft.mined.crying_obsidian: #12, 8(1%)
minecraft.dropped.emerald: #12, 194(1%)
minecraft.used.tnt: #12, 70(0%)
minecraft.picked_up.beetroot: #12, 121(0%)
minecraft.dropped.splash_potion: #12, 5(1%)
minecraft.used.birch_sapling: #12, 96(1%)
minecraft.picked_up.exposed_cut_copper_slab: #12, 1(1%)
minecraft.used.cyan_carpet: #12, 8(1%)
minecraft.picked_up.golden_sword: #12, 8(0%)
minecraft.crafted.magenta_dye: #12, 71(0%)
minecraft.picked_up.red_sandstone: #12, 8(1%)
minecraft.dropped.golden_sword: #12, 8(0%)
minecraft.used.stone_pressure_plate: #12, 13(0%)
minecraft.crafted.glistering_melon_slice: #12, 8(1%)
minecraft.used.blue_ice: #12, 19(0%)
minecraft.dropped.mud_bricks: #12, 2(1%)
minecraft.used.green_stained_glass: #12, 24(0%)
minecraft.used.cobweb: #12, 20(0%)
minecraft.crafted.wooden_shovel: #12, 4(0%)
minecraft.used.orange_tulip: #12, 1(1%)
minecraft.dropped.sea_pickle: #12, 8(1%)
minecraft.picked_up.waxed_weathered_copper_grate: #12, 2(1%)
minecraft.mined.activator_rail: #12, 4(0%)
minecraft.killed.snow_golem: #12, 1(1%)
minecraft.picked_up.granite_wall: #12, 2(1%)
minecraft.dropped.rooted_dirt: #12, 7(0%)
minecraft.used.cyan_stained_glass_pane: #12, 15(0%)
minecraft.crafted.raw_iron: #12, 45(0%)
minecraft.used.wither_skeleton_skull: #12, 5(0%)
minecraft.crafted.clay: #12, 16(0%)
minecraft.mined.dark_prismarine: #12, 10(0%)
minecraft.dropped.spruce_stairs: #12, 3(0%)
minecraft.mined.weathered_copper_trapdoor: #12, 5(0%)
minecraft.picked_up.waxed_exposed_copper_trapdoor: #12, 2(0%)
minecraft.crafted.yellow_banner: #12, 2(0%)
minecraft.mined.waxed_exposed_copper_trapdoor: #12, 2(0%)
minecraft.picked_up.soul_torch: #12, 2(0%)
minecraft.mined.polished_blackstone_brick_stairs: #12, 1(0%)
minecraft.dropped.flint_and_steel: #12, 3(0%)
minecraft.crafted.green_carpet: #12, 27(0%)
minecraft.used.snow: #12, 176(0%)
minecraft.mined.bamboo_mosaic: #12, 1(0%)
minecraft.picked_up.red_glazed_terracotta: #12, 1(0%)
minecraft.crafted.activator_rail: #12, 12(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #12, 1(0%)
minecraft.dropped.dropper: #12, 1(0%)
minecraft.picked_up.dark_prismarine: #12, 9(0%)
minecraft.mined.oxidized_cut_copper_stairs: #12, 2(0%)
minecraft.mined.sculk: #12, 151(0%)
minecraft.picked_up.sculk: #12, 124(0%)
minecraft.used.waxed_exposed_cut_copper_slab: #12, 1(0%)
minecraft.used.purple_terracotta: #12, 6(0%)
minecraft.dropped.glowstone: #12, 4(0%)
minecraft.used.nether_wart_block: #12, 4(0%)
minecraft.mined.purple_stained_glass: #12, 2(0%)
minecraft.dropped.sticky_piston: #12, 1(0%)
minecraft.used.pink_stained_glass: #12, 3(0%)
minecraft.used.red_glazed_terracotta: #12, 1(0%)
minecraft.picked_up.oxidized_cut_copper: #12, 2(0%)
minecraft.used.waxed_weathered_copper: #12, 2(0%)
minecraft.mined.pink_terracotta: #12, 1(0%)
minecraft.dropped.glow_lichen: #12, 2(0%)
minecraft.used.crimson_slab: #12, 1(0%)
minecraft.killed.zombified_piglin: #12, 61(0%)
minecraft.crafted.rail: #13, 1232(3%)
minecraft.custom.talked_to_villager: #13, 1886(3%)
minecraft.picked_up.rotten_flesh: #13, 4224(2%)
minecraft.used.spruce_log: #13, 1291(3%)
minecraft.picked_up.cauldron: #13, 12(3%)
minecraft.mined.player_wall_head: #13, 19(3%)
minecraft.picked_up.dark_oak_trapdoor: #13, 86(2%)
minecraft.used.tuff: #13, 1819(2%)
minecraft.crafted.white_bed: #13, 16(3%)
minecraft.picked_up.cyan_shulker_box: #13, 95(2%)
minecraft.custom.play_noteblock: #13, 111(2%)
minecraft.picked_up.bread: #13, 161(2%)
minecraft.custom.inspect_dispenser: #13, 587(2%)
minecraft.picked_up.iron_trapdoor: #13, 53(2%)
minecraft.used.cyan_shulker_box: #13, 97(2%)
minecraft.mined.cyan_shulker_box: #13, 88(2%)
minecraft.picked_up.pointed_dripstone: #13, 708(2%)
minecraft.crafted.piston: #13, 354(2%)
minecraft.mined.nether_gold_ore: #13, 91(2%)
minecraft.dropped.iron_pickaxe: #13, 3(3%)
minecraft.picked_up.chainmail_boots: #13, 4(2%)
minecraft.dropped.rail: #13, 62(2%)
minecraft.mined.campfire: #13, 19(2%)
minecraft.mined.piston: #13, 77(2%)
minecraft.dropped.brown_mushroom: #13, 14(2%)
minecraft.mined.iron_trapdoor: #13, 23(2%)
minecraft.crafted.bamboo_planks: #13, 5110(2%)
minecraft.mined.granite_stairs: #13, 3(3%)
minecraft.dropped.chiseled_tuff_bricks: #13, 15(2%)
minecraft.used.melon: #13, 17(2%)
minecraft.mined.dark_oak_slab: #13, 50(2%)
minecraft.used.dark_oak_fence: #13, 129(2%)
minecraft.mined.powder_snow: #13, 19(2%)
minecraft.picked_up.iron_door: #13, 12(2%)
minecraft.mined.white_wall_banner: #13, 6(2%)
minecraft.crafted.comparator: #13, 98(2%)
minecraft.used.mossy_stone_bricks: #13, 112(2%)
minecraft.used.magma_block: #13, 403(1%)
minecraft.mined.polished_basalt: #13, 24(2%)
minecraft.dropped.music_disc_13: #13, 1(2%)
minecraft.picked_up.bricks: #13, 89(1%)
minecraft.crafted.stone_stairs: #13, 50(2%)
minecraft.mined.smooth_stone_slab: #13, 121(1%)
minecraft.mined.dark_oak_stairs: #13, 21(1%)
minecraft.picked_up.beetroot_seeds: #13, 339(1%)
minecraft.dropped.brown_dye: #13, 9(2%)
minecraft.crafted.copper_trapdoor: #13, 232(1%)
minecraft.picked_up.red_dye: #13, 20(1%)
minecraft.used.stone_stairs: #13, 94(1%)
minecraft.crafted.note_block: #13, 71(1%)
minecraft.dropped.bread: #13, 222(1%)
minecraft.crafted.bamboo_slab: #13, 858(1%)
minecraft.used.copper_trapdoor: #13, 181(1%)
minecraft.dropped.wind_charge: #13, 83(2%)
minecraft.dropped.spruce_trapdoor: #13, 32(1%)
minecraft.killed.blaze: #13, 132(1%)
minecraft.killed.pig: #13, 13(1%)
minecraft.picked_up.milk_bucket: #13, 3(2%)
minecraft.crafted.shears: #13, 130(1%)
minecraft.killed.sheep: #13, 40(1%)
minecraft.crafted.gold_ingot: #13, 1801(1%)
minecraft.picked_up.spruce_wood: #13, 20(1%)
minecraft.used.diamond_helmet: #13, 2(1%)
minecraft.dropped.chest: #13, 57(1%)
minecraft.picked_up.poisonous_potato: #13, 5(1%)
minecraft.crafted.coal: #13, 621(1%)
minecraft.dropped.note_block: #13, 3(1%)
minecraft.used.mangrove_button: #13, 2(1%)
minecraft.custom.interact_with_smoker: #13, 20(1%)
minecraft.mined.cobbled_deepslate_stairs: #13, 9(1%)
minecraft.crafted.stone_sword: #13, 3(1%)
minecraft.mined.birch_wall_sign: #13, 3(1%)
minecraft.mined.cobblestone_wall: #13, 7(1%)
minecraft.mined.white_stained_glass: #13, 29(1%)
minecraft.picked_up.brown_mushroom_block: #13, 399(1%)
minecraft.crafted.cobblestone_wall: #13, 20(1%)
minecraft.dropped.potato: #13, 140(1%)
minecraft.used.white_terracotta: #13, 77(1%)
minecraft.mined.lily_pad: #13, 24(1%)
minecraft.picked_up.green_dye: #13, 57(1%)
minecraft.picked_up.glass_bottle: #13, 213(0%)
minecraft.dropped.beetroot_seeds: #13, 138(1%)
minecraft.dropped.blackstone: #13, 66(1%)
minecraft.crafted.cooked_porkchop: #13, 14(1%)
minecraft.mined.mud_bricks: #13, 26(1%)
minecraft.mined.spruce_wall_hanging_sign: #13, 1(1%)
minecraft.mined.red_candle: #13, 1(1%)
minecraft.picked_up.mud_brick_stairs: #13, 4(1%)
minecraft.dropped.weeping_vines: #13, 1(1%)
minecraft.used.deepslate_tile_stairs: #13, 56(1%)
minecraft.used.jungle_sapling: #13, 61(1%)
minecraft.picked_up.bowl: #13, 3(1%)
minecraft.dropped.glow_item_frame: #13, 1(1%)
minecraft.mined.polished_blackstone_bricks: #13, 43(1%)
minecraft.picked_up.quartz_pillar: #13, 3(1%)
minecraft.used.apple: #13, 5(1%)
minecraft.picked_up.crimson_sign: #13, 1(1%)
minecraft.used.polished_blackstone_bricks: #13, 31(1%)
minecraft.used.smooth_basalt: #13, 91(0%)
minecraft.used.cyan_dye: #13, 2(1%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #13, 1(1%)
minecraft.mined.quartz_pillar: #13, 3(1%)
minecraft.picked_up.bamboo_door: #13, 3(1%)
minecraft.picked_up.magenta_terracotta: #13, 6(1%)
minecraft.used.leaf_litter: #13, 53(0%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #13, 4(1%)
minecraft.dropped.glistering_melon_slice: #13, 2(1%)
minecraft.crafted.cobblestone_stairs: #13, 24(0%)
minecraft.picked_up.wither_rose: #13, 32(0%)
minecraft.mined.nether_sprouts: #13, 22(0%)
minecraft.used.cobblestone_stairs: #13, 37(0%)
minecraft.dropped.barrel: #13, 2(0%)
minecraft.crafted.cyan_carpet: #13, 18(0%)
minecraft.crafted.black_banner: #13, 6(0%)
minecraft.used.map: #13, 4(0%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #13, 4(1%)
minecraft.killed.guardian: #13, 1(0%)
minecraft.mined.mangrove_fence: #13, 4(0%)
minecraft.dropped.coal: #13, 72(0%)
minecraft.mined.blue_ice: #13, 25(0%)
minecraft.mined.waxed_copper_trapdoor: #13, 1(0%)
minecraft.picked_up.weathered_copper_trapdoor: #13, 5(0%)
minecraft.mined.cyan_concrete_powder: #13, 1(0%)
minecraft.crafted.waxed_oxidized_cut_copper: #13, 8(0%)
minecraft.used.lilac: #13, 3(0%)
minecraft.mined.deepslate_tile_stairs: #13, 7(0%)
minecraft.picked_up.waxed_copper_trapdoor: #13, 1(0%)
minecraft.dropped.chiseled_tuff: #13, 1(0%)
minecraft.used.stripped_warped_stem: #13, 8(0%)
minecraft.picked_up.stone_pressure_plate: #13, 6(0%)
minecraft.crafted.light_blue_banner: #13, 1(0%)
minecraft.crafted.stone_brick_slab: #13, 42(0%)
minecraft.mined.waxed_oxidized_chiseled_copper: #13, 1(0%)
minecraft.mined.jack_o_lantern: #13, 1(0%)
minecraft.dropped.lightning_rod: #13, 1(0%)
