stat, rank, value, (percentage) 
minecraft.picked_up.light_blue_stained_glass: #20, 2(0%)
minecraft.used.orange_wool: #20, 1(0%)
minecraft.used.emerald_block: #20, 2(0%)
minecraft.crafted.smithing_table: #20, 1(0%)
minecraft.crafted.light_gray_carpet: #20, 3(0%)
minecraft.used.smooth_stone: #20, 22(0%)
minecraft.picked_up.oxidized_copper_trapdoor: #20, 1(0%)
minecraft.picked_up.copper_block: #20, 11(0%)
minecraft.used.light_blue_stained_glass: #20, 2(0%)
minecraft.used.black_wool: #20, 2(0%)
minecraft.killed.pillager: #20, 17(0%)
minecraft.picked_up.exposed_copper: #20, 1(0%)
minecraft.custom.climb_one_cm: #21, 1260393(1%)
minecraft.custom.open_barrel: #21, 3675(1%)
minecraft.custom.open_shulker_box: #21, 13157(1%)
minecraft.picked_up.crafting_table: #21, 143(2%)
minecraft.custom.walk_under_water_one_cm: #21, 3019906(1%)
minecraft.custom.swim_one_cm: #21, 2179452(1%)
minecraft.dropped.elytra: #21, 4(1%)
minecraft.used.stone: #21, 12146(1%)
minecraft.picked_up.obsidian: #21, 320(1%)
minecraft.used.oak_sign: #21, 34(1%)
minecraft.picked_up.diamond_pickaxe: #21, 21(1%)
minecraft.used.wooden_pickaxe: #21, 7(1%)
minecraft.picked_up.diamond_shovel: #21, 12(1%)
minecraft.used.white_shulker_box: #21, 90(1%)
minecraft.crafted.diamond_boots: #21, 2(1%)
minecraft.picked_up.diamond_leggings: #21, 7(1%)
minecraft.picked_up.rotten_flesh: #21, 1361(1%)
minecraft.mined.iron_block: #21, 388(1%)
minecraft.picked_up.diamond_axe: #21, 11(1%)
minecraft.mined.calcite: #21, 339(1%)
minecraft.crafted.diamond_helmet: #21, 1(1%)
minecraft.picked_up.calcite: #21, 336(1%)
minecraft.used.oak_boat: #21, 11(1%)
minecraft.picked_up.chainmail_leggings: #21, 1(1%)
minecraft.used.beacon: #21, 5(1%)
minecraft.custom.player_kills: #21, 7(1%)
minecraft.custom.damage_dealt: #21, 263351(0%)
minecraft.custom.fill_cauldron: #21, 6(1%)
minecraft.crafted.stone_pickaxe: #21, 1(1%)
minecraft.picked_up.scaffolding: #21, 1167(1%)
minecraft.used.dark_oak_log: #21, 160(1%)
minecraft.used.scaffolding: #21, 1136(1%)
minecraft.mined.red_wool: #21, 14(1%)
minecraft.mined.composter: #21, 13(1%)
minecraft.picked_up.terracotta: #21, 918(1%)
minecraft.dropped.rotten_flesh: #21, 510(0%)
minecraft.picked_up.composter: #21, 13(0%)
minecraft.mined.grindstone: #21, 3(0%)
minecraft.crafted.glass_pane: #21, 64(0%)
minecraft.picked_up.white_wool: #21, 147(0%)
minecraft.picked_up.shears: #21, 6(0%)
minecraft.mined.sticky_piston: #21, 11(0%)
minecraft.picked_up.melon: #21, 123(0%)
minecraft.mined.ochre_froglight: #21, 12(0%)
minecraft.crafted.jukebox: #21, 1(0%)
minecraft.picked_up.glow_berries: #21, 19(0%)
minecraft.crafted.white_concrete_powder: #21, 400(0%)
minecraft.dropped.flint: #21, 27(0%)
minecraft.used.ochre_froglight: #21, 76(0%)
minecraft.picked_up.iron_shovel: #21, 1(0%)
minecraft.mined.smooth_basalt: #21, 31(0%)
minecraft.used.fishing_rod: #21, 124(0%)
minecraft.mined.tripwire: #21, 5(0%)
minecraft.dropped.bucket: #21, 6(0%)
minecraft.used.copper_ore: #21, 109(0%)
minecraft.picked_up.brick: #21, 60(0%)
minecraft.dropped.azure_bluet: #21, 4(0%)
minecraft.crafted.yellow_dye: #21, 94(0%)
minecraft.picked_up.sticky_piston: #21, 11(0%)
minecraft.picked_up.stone_sword: #21, 3(0%)
minecraft.picked_up.flowering_azalea: #21, 34(0%)
minecraft.used.tuff: #21, 179(0%)
minecraft.mined.stone_stairs: #21, 4(0%)
minecraft.used.ender_pearl: #21, 23(0%)
minecraft.used.diamond_hoe: #21, 1443(0%)
minecraft.dropped.stick: #21, 150(0%)
minecraft.killed.shulker: #21, 10(0%)
minecraft.mined.smithing_table: #21, 1(0%)
minecraft.picked_up.light_gray_carpet: #21, 3(0%)
minecraft.crafted.ender_chest: #21, 2(0%)
minecraft.crafted.enchanted_book: #21, 9(0%)
minecraft.custom.mob_kills: #21, 12842(0%)
minecraft.picked_up.black_dye: #21, 3(0%)
minecraft.killed.slime: #21, 21(0%)
minecraft.picked_up.cooked_cod: #21, 9(0%)
minecraft.crafted.bricks: #21, 47(0%)
minecraft.used.loom: #21, 2(0%)
minecraft.used.oak_button: #21, 1(0%)
minecraft.used.dark_oak_planks: #21, 31(0%)
minecraft.used.andesite_slab: #21, 13(0%)
minecraft.crafted.bamboo_planks: #21, 372(0%)
minecraft.dropped.shulker_box: #21, 3(0%)
minecraft.dropped.yellow_dye: #21, 1(0%)
minecraft.dropped.potato: #21, 24(0%)
minecraft.used.string: #21, 31(0%)
minecraft.crafted.iron_trapdoor: #21, 11(0%)
minecraft.crafted.polished_diorite: #21, 8(0%)
minecraft.dropped.cooked_cod: #21, 3(0%)
minecraft.picked_up.jungle_leaves: #21, 21(0%)
minecraft.dropped.spider_eye: #21, 72(0%)
minecraft.crafted.blast_furnace: #21, 2(0%)
minecraft.mined.carved_pumpkin: #21, 4(0%)
minecraft.dropped.gold_ingot: #21, 6(0%)
minecraft.dropped.moss_block: #21, 19(0%)
minecraft.used.mangrove_stairs: #21, 3(0%)
minecraft.picked_up.mangrove_slab: #21, 2(0%)
minecraft.dropped.azalea: #21, 4(0%)
minecraft.used.polished_deepslate_stairs: #21, 4(0%)
minecraft.dropped.moss_carpet: #21, 10(0%)
minecraft.mined.stone_pressure_plate: #21, 1(0%)
minecraft.picked_up.stone_pressure_plate: #21, 1(0%)
minecraft.used.blast_furnace: #21, 1(0%)
minecraft.crafted.crimson_planks: #21, 8(0%)
minecraft.picked_up.stripped_mangrove_log: #21, 4(0%)
minecraft.mined.stripped_mangrove_log: #21, 4(0%)
minecraft.mined.honey_block: #21, 2(0%)
minecraft.dropped.brick: #21, 2(0%)
minecraft.crafted.wheat: #21, 27(0%)
minecraft.crafted.stone_slab: #21, 8(0%)
minecraft.used.orange_terracotta: #21, 5(0%)
minecraft.picked_up.emerald_block: #21, 2(0%)
minecraft.used.mangrove_slab: #21, 2(0%)
minecraft.crafted.magenta_dye: #21, 2(0%)
minecraft.dropped.bamboo_planks: #21, 1(0%)
minecraft.used.yellow_terracotta: #21, 1(0%)
minecraft.used.jungle_planks: #21, 1(0%)
minecraft.custom.leave_game: #22, 590(2%)
minecraft.custom.open_chest: #22, 16078(2%)
minecraft.custom.interact_with_crafting_table: #22, 2037(2%)
minecraft.custom.walk_on_water_one_cm: #22, 1406857(1%)
minecraft.custom.sprint_one_cm: #22, 41747797(1%)
minecraft.used.crafting_table: #22, 137(2%)
minecraft.crafted.stick: #22, 6420(1%)
minecraft.used.chest: #22, 513(1%)
minecraft.mined.dark_oak_log: #22, 1022(1%)
minecraft.custom.boat_one_cm: #22, 1244815(1%)
minecraft.crafted.iron_nugget: #22, 1891(1%)
minecraft.custom.interact_with_anvil: #22, 129(1%)
minecraft.picked_up.dark_oak_log: #22, 1034(1%)
minecraft.mined.dirt: #22, 15221(1%)
minecraft.picked_up.written_book: #22, 6(1%)
minecraft.crafted.ladder: #22, 117(1%)
minecraft.crafted.diamond_shovel: #22, 2(1%)
minecraft.mined.oak_wall_sign: #22, 4(1%)
minecraft.picked_up.cobbled_deepslate: #22, 6590(1%)
minecraft.dropped.leather_chestplate: #22, 3(1%)
minecraft.picked_up.golden_helmet: #22, 3(1%)
minecraft.picked_up.golden_boots: #22, 5(1%)
minecraft.used.stone_pickaxe: #22, 78(1%)
minecraft.picked_up.gravel: #22, 3742(1%)
minecraft.custom.damage_resisted: #22, 1875(0%)
minecraft.custom.interact_with_beacon: #22, 10(1%)
minecraft.crafted.iron_ingot: #22, 5723(1%)
minecraft.mined.torch: #22, 275(1%)
minecraft.picked_up.leather: #22, 225(1%)
minecraft.mined.diorite: #22, 1446(1%)
minecraft.killed.player: #22, 11(0%)
minecraft.dropped.dirt: #22, 604(0%)
minecraft.picked_up.writable_book: #22, 3(0%)
minecraft.mined.hopper: #22, 49(0%)
minecraft.picked_up.potion: #22, 19(0%)
minecraft.crafted.redstone: #22, 1566(0%)
minecraft.crafted.hopper: #22, 135(0%)
minecraft.picked_up.white_bed: #22, 28(0%)
minecraft.picked_up.blackstone: #22, 246(0%)
minecraft.dropped.water_bucket: #22, 2(0%)
minecraft.custom.talked_to_villager: #22, 225(0%)
minecraft.picked_up.hopper: #22, 49(0%)
minecraft.dropped.andesite: #22, 104(0%)
minecraft.used.composter: #22, 29(0%)
minecraft.crafted.chain: #22, 72(0%)
minecraft.mined.note_block: #22, 7(0%)
minecraft.mined.bone_block: #22, 26(0%)
minecraft.picked_up.lever: #22, 33(0%)
minecraft.dropped.written_book: #22, 1(0%)
minecraft.crafted.mangrove_planks: #22, 204(0%)
minecraft.picked_up.grindstone: #22, 3(0%)
minecraft.crafted.bone_meal: #22, 4767(0%)
minecraft.used.hopper: #22, 129(0%)
minecraft.used.sticky_piston: #22, 30(0%)
minecraft.picked_up.decorated_pot: #22, 8(0%)
minecraft.picked_up.cyan_terracotta: #22, 35(0%)
minecraft.dropped.bone: #22, 55(0%)
minecraft.picked_up.note_block: #22, 7(0%)
minecraft.custom.interact_with_blast_furnace: #22, 11(0%)
minecraft.used.end_rod: #22, 36(0%)
minecraft.custom.interact_with_brewingstand: #22, 36(0%)
minecraft.used.bookshelf: #22, 9(0%)
minecraft.picked_up.smooth_basalt: #22, 29(0%)
minecraft.mined.cave_vines: #22, 2(0%)
minecraft.dropped.granite: #22, 44(0%)
minecraft.picked_up.spruce_leaves: #22, 110(0%)
minecraft.crafted.scaffolding: #22, 120(0%)
minecraft.used.grass_block: #22, 898(0%)
minecraft.used.stone_stairs: #22, 14(0%)
minecraft.used.golden_carrot: #22, 100(0%)
minecraft.crafted.repeater: #22, 20(0%)
minecraft.used.cyan_terracotta: #22, 152(0%)
minecraft.dropped.cornflower: #22, 2(0%)
minecraft.picked_up.grass_block: #22, 2060(0%)
minecraft.picked_up.smithing_table: #22, 1(0%)
minecraft.crafted.spruce_sign: #22, 12(0%)
minecraft.dropped.potion: #22, 6(0%)
minecraft.picked_up.stone_stairs: #22, 4(0%)
minecraft.mined.stone_slab: #22, 12(0%)
minecraft.picked_up.mangrove_planks: #22, 6(0%)
minecraft.used.pumpkin: #22, 8(0%)
minecraft.used.moss_block: #22, 216(0%)
minecraft.picked_up.orange_wool: #22, 9(0%)
minecraft.mined.brewing_stand: #22, 1(0%)
minecraft.used.mossy_cobblestone: #22, 11(0%)
minecraft.dropped.iron_ingot: #22, 24(0%)
minecraft.crafted.cyan_dye: #22, 22(0%)
minecraft.crafted.flint_and_steel: #22, 2(0%)
minecraft.dropped.glass_bottle: #22, 16(0%)
minecraft.crafted.cyan_terracotta: #22, 64(0%)
minecraft.crafted.ender_eye: #22, 2(0%)
minecraft.mined.pink_shulker_box: #22, 2(0%)
minecraft.dropped.crossbow: #22, 1(0%)
minecraft.dropped.melon_slice: #22, 14(0%)
minecraft.mined.glowstone: #22, 3(0%)
minecraft.used.smithing_table: #22, 2(0%)
minecraft.mined.bookshelf: #22, 2(0%)
minecraft.crafted.glass_bottle: #22, 15(0%)
minecraft.picked_up.yellow_wool: #22, 15(0%)
minecraft.picked_up.cobblestone_slab: #22, 3(0%)
minecraft.mined.pale_moss_carpet: #22, 1(0%)
minecraft.dropped.kelp: #22, 6(0%)
minecraft.dropped.white_wool: #22, 2(0%)
minecraft.picked_up.lectern: #22, 2(0%)
minecraft.picked_up.pink_shulker_box: #22, 1(0%)
minecraft.used.honey_block: #22, 3(0%)
minecraft.mined.mushroom_stem: #22, 2(0%)
minecraft.used.acacia_log: #22, 3(0%)
minecraft.mined.lectern: #22, 1(0%)
minecraft.used.quartz_block: #22, 5(0%)
minecraft.used.lectern: #22, 1(0%)
minecraft.used.deepslate_tile_slab: #22, 5(0%)
minecraft.picked_up.pale_moss_carpet: #22, 1(0%)
minecraft.crafted.tnt: #22, 2(0%)
minecraft.custom.jump: #23, 160759(1%)
minecraft.custom.fall_one_cm: #23, 3650515(1%)
minecraft.picked_up.torch: #23, 1233(1%)
minecraft.killed_by.player: #23, 18(1%)
minecraft.custom.aviate_one_cm: #23, 107292840(1%)
minecraft.picked_up.elytra: #23, 12(1%)
minecraft.picked_up.stick: #23, 1129(1%)
minecraft.picked_up.iron_block: #23, 557(1%)
minecraft.picked_up.leather_boots: #23, 4(1%)
minecraft.used.firework_rocket: #23, 2939(0%)
minecraft.mined.redstone_wire: #23, 115(1%)
minecraft.picked_up.diorite: #23, 1610(1%)
minecraft.custom.inspect_dispenser: #23, 160(1%)
minecraft.used.shulker_box: #23, 355(0%)
minecraft.picked_up.shulker_box: #23, 391(0%)
minecraft.used.leather_chestplate: #23, 1(0%)
minecraft.mined.moss_carpet: #23, 45(1%)
minecraft.mined.sand: #23, 6975(1%)
minecraft.mined.shulker_box: #23, 357(0%)
minecraft.used.diamond_boots: #23, 2(0%)
minecraft.custom.interact_with_smithing_table: #23, 6(0%)
minecraft.used.minecart: #23, 14(0%)
minecraft.dropped.leather_helmet: #23, 1(0%)
minecraft.crafted.birch_planks: #23, 380(0%)
minecraft.used.andesite: #23, 393(0%)
minecraft.mined.green_wool: #23, 12(0%)
minecraft.picked_up.sand: #23, 6934(0%)
minecraft.used.writable_book: #23, 26(0%)
minecraft.mined.clay: #23, 172(0%)
minecraft.crafted.rail: #23, 128(0%)
minecraft.used.iron_bars: #23, 86(0%)
minecraft.dropped.paper: #23, 13(0%)
minecraft.picked_up.brown_mushroom: #23, 32(0%)
minecraft.crafted.white_bed: #23, 2(0%)
minecraft.crafted.writable_book: #23, 4(0%)
minecraft.picked_up.cooked_porkchop: #23, 42(0%)
minecraft.picked_up.armor_stand: #23, 13(0%)
minecraft.picked_up.carved_pumpkin: #23, 19(0%)
minecraft.mined.glow_lichen: #23, 58(0%)
minecraft.picked_up.minecart: #23, 9(0%)
minecraft.picked_up.piston: #23, 17(0%)
minecraft.mined.fire: #23, 35(0%)
minecraft.dropped.writable_book: #23, 1(0%)
minecraft.crafted.white_dye: #23, 190(0%)
minecraft.picked_up.emerald: #23, 80(0%)
minecraft.crafted.shears: #23, 24(0%)
minecraft.used.spruce_boat: #23, 1(0%)
minecraft.mined.decorated_pot: #23, 9(0%)
minecraft.crafted.red_dye: #23, 89(0%)
minecraft.crafted.bookshelf: #23, 8(0%)
minecraft.picked_up.totem_of_undying: #23, 1(0%)
minecraft.dropped.egg: #23, 7(0%)
minecraft.picked_up.slime_ball: #23, 40(0%)
minecraft.picked_up.torchflower: #23, 2(0%)
minecraft.picked_up.glass_bottle: #23, 33(0%)
minecraft.picked_up.mud_bricks: #23, 7(0%)
minecraft.custom.traded_with_villager: #23, 438(0%)
minecraft.picked_up.crossbow: #23, 1(0%)
minecraft.dropped.gold_nugget: #23, 11(0%)
minecraft.crafted.emerald: #23, 367(0%)
minecraft.used.cooked_porkchop: #23, 12(0%)
minecraft.picked_up.snowball: #23, 88(0%)
minecraft.picked_up.yellow_dye: #23, 2(0%)
minecraft.crafted.light_blue_dye: #23, 16(0%)
minecraft.picked_up.book: #23, 6(0%)
minecraft.picked_up.light_gray_concrete_powder: #23, 4(0%)
minecraft.killed.blaze: #23, 6(0%)
minecraft.mined.cobblestone_slab: #23, 2(0%)
minecraft.crafted.loom: #23, 1(0%)
minecraft.crafted.smooth_stone_slab: #23, 14(0%)
minecraft.custom.minecart_one_cm: #23, 39097(0%)
minecraft.picked_up.sea_pickle: #23, 3(0%)
minecraft.used.stone_slab: #23, 19(0%)
minecraft.picked_up.ochre_froglight: #23, 11(0%)
minecraft.crafted.blaze_powder: #23, 4(0%)
minecraft.crafted.dropper: #23, 2(0%)
minecraft.used.sandstone: #23, 4(0%)
minecraft.picked_up.pink_petals: #23, 8(0%)
minecraft.used.mud_bricks: #23, 3(0%)
minecraft.dropped.bone_meal: #23, 8(0%)
minecraft.used.cobblestone_stairs: #23, 1(0%)
minecraft.mined.orange_terracotta: #23, 3(0%)
minecraft.dropped.poppy: #23, 2(0%)
minecraft.mined.oxidized_copper: #23, 1(0%)
minecraft.mined.snow_block: #23, 1(0%)
minecraft.custom.fly_one_cm: #24, 34619392(1%)
minecraft.custom.sneak_time: #24, 693129(1%)
minecraft.mined.wall_torch: #24, 134(1%)
minecraft.picked_up.player_head: #24, 301(1%)
minecraft.crafted.oak_sign: #24, 21(1%)
minecraft.custom.drop: #24, 1777(1%)
minecraft.used.written_book: #24, 41(1%)
minecraft.mined.granite: #24, 1682(1%)
minecraft.mined.lever: #24, 19(1%)
minecraft.custom.crouch_one_cm: #24, 2115033(0%)
minecraft.dropped.firework_rocket: #24, 182(0%)
minecraft.picked_up.diamond: #24, 438(0%)
minecraft.used.piston: #24, 78(1%)
minecraft.picked_up.oak_boat: #24, 8(0%)
minecraft.picked_up.coal_ore: #24, 384(0%)
minecraft.mined.copper_ore: #24, 558(0%)
minecraft.dropped.diorite: #24, 78(0%)
minecraft.crafted.crafting_table: #24, 18(0%)
minecraft.used.white_bed: #24, 22(0%)
minecraft.crafted.minecart: #24, 13(0%)
minecraft.used.lever: #24, 30(0%)
minecraft.crafted.furnace: #24, 19(0%)
minecraft.used.rail: #24, 138(0%)
minecraft.custom.inspect_hopper: #24, 173(0%)
minecraft.picked_up.blue_dye: #24, 2(0%)
minecraft.used.observer: #24, 58(0%)
minecraft.custom.play_noteblock: #24, 9(0%)
minecraft.picked_up.moss_carpet: #24, 141(0%)
minecraft.picked_up.rail: #24, 85(0%)
minecraft.mined.repeater: #24, 9(0%)
minecraft.picked_up.copper_ore: #24, 104(0%)
minecraft.dropped.player_head: #24, 25(0%)
minecraft.picked_up.iron_ingot: #24, 193(0%)
minecraft.mined.observer: #24, 14(0%)
minecraft.picked_up.powered_rail: #24, 18(0%)
minecraft.mined.piston: #24, 6(0%)
minecraft.picked_up.repeater: #24, 13(0%)
minecraft.crafted.blue_dye: #24, 60(0%)
minecraft.crafted.lever: #24, 9(0%)
minecraft.picked_up.observer: #24, 14(0%)
minecraft.used.deepslate_redstone_ore: #24, 16(0%)
minecraft.crafted.anvil: #24, 5(0%)
minecraft.picked_up.stone_slab: #24, 13(0%)
minecraft.used.glow_lichen: #24, 33(0%)
minecraft.used.bundle: #24, 1(0%)
minecraft.mined.rail: #24, 29(0%)
minecraft.crafted.redstone_torch: #24, 48(0%)
minecraft.mined.mossy_cobblestone: #24, 3(0%)
minecraft.picked_up.mud: #24, 110(0%)
minecraft.mined.dropper: #24, 1(0%)
minecraft.dropped.spruce_planks: #24, 2(0%)
minecraft.crafted.iron_bars: #24, 16(0%)
minecraft.mined.powered_rail: #24, 3(0%)
minecraft.picked_up.blaze_rod: #24, 6(0%)
minecraft.used.redstone_lamp: #24, 1(0%)
minecraft.crafted.bone_block: #24, 23(0%)
minecraft.picked_up.bone_block: #24, 25(0%)
minecraft.picked_up.mossy_cobblestone: #24, 3(0%)
minecraft.picked_up.packed_ice: #24, 47(0%)
minecraft.used.red_shulker_box: #24, 3(0%)
minecraft.mined.sandstone: #24, 29(0%)
minecraft.mined.stripped_dark_oak_log: #24, 2(0%)
minecraft.picked_up.stripped_dark_oak_log: #24, 2(0%)
minecraft.used.note_block: #24, 1(0%)
minecraft.picked_up.sandstone: #24, 24(0%)
minecraft.used.slime_block: #24, 2(0%)
minecraft.picked_up.honey_block: #24, 2(0%)
minecraft.picked_up.slime_block: #24, 1(0%)
minecraft.picked_up.oxidized_copper: #24, 1(0%)
minecraft.custom.total_world_time: #25, 25651154(1%)
minecraft.custom.play_time: #25, 25651154(1%)
minecraft.custom.sleep_in_bed: #25, 316(1%)
minecraft.picked_up.firework_rocket: #25, 844(1%)
minecraft.picked_up.granite: #25, 1647(1%)
minecraft.custom.open_enderchest: #25, 574(0%)
minecraft.dropped.diamond_leggings: #25, 1(1%)
minecraft.picked_up.andesite: #25, 1639(1%)
minecraft.mined.andesite: #25, 1608(1%)
minecraft.custom.interact_with_lectern: #25, 37(0%)
minecraft.mined.stone: #25, 25924(0%)
minecraft.used.spruce_sign: #25, 21(0%)
minecraft.used.redstone: #25, 204(0%)
minecraft.picked_up.stone: #25, 6740(0%)
minecraft.used.glow_ink_sac: #25, 8(0%)
minecraft.mined.redstone_wall_torch: #25, 2(0%)
minecraft.custom.inspect_dropper: #25, 47(0%)
minecraft.mined.comparator: #25, 3(0%)
minecraft.picked_up.azalea: #25, 29(0%)
minecraft.used.repeater: #25, 19(0%)
minecraft.crafted.powered_rail: #25, 18(0%)
minecraft.picked_up.mutton: #25, 13(0%)
minecraft.custom.trigger_trapped_chest: #25, 1(0%)
minecraft.used.powered_rail: #25, 18(0%)
minecraft.picked_up.comparator: #25, 3(0%)
minecraft.used.ender_chest: #25, 9(0%)
minecraft.mined.moss_block: #25, 34(0%)
minecraft.picked_up.redstone_torch: #25, 5(0%)
minecraft.mined.redstone_torch: #25, 1(0%)
minecraft.mined.birch_planks: #25, 2(0%)
minecraft.dropped.wheat: #25, 9(0%)
minecraft.picked_up.pitcher_plant: #25, 1(0%)
minecraft.used.comparator: #25, 4(0%)
minecraft.picked_up.ender_chest: #25, 7(0%)
minecraft.custom.damage_taken: #25, 66012(0%)
minecraft.mined.ender_chest: #25, 5(0%)
minecraft.used.dropper: #25, 2(0%)
minecraft.dropped.stone: #25, 58(0%)
minecraft.used.redstone_torch: #25, 3(0%)
minecraft.mined.slime_block: #25, 1(0%)
minecraft.used.birch_planks: #25, 2(0%)
minecraft.picked_up.moss_block: #25, 48(0%)
minecraft.custom.tune_noteblock: #25, 26(0%)
minecraft.used.deepslate_diamond_ore: #25, 1(0%)
minecraft.picked_up.netherite_pickaxe: #26, 1(0%)
minecraft.used.snowball: #26, 8(0%)
minecraft.picked_up.cod: #26, 14(0%)
minecraft.picked_up.splash_potion: #26, 1(0%)
minecraft.picked_up.birch_planks: #26, 2(0%)
minecraft.mined.red_shulker_box: #26, 2(0%)
minecraft.picked_up.golden_carrot: #27, 125(0%)
minecraft.custom.deaths: #27, 40(0%)
minecraft.dropped.golden_carrot: #27, 23(0%)
minecraft.picked_up.red_shulker_box: #27, 2(0%)
minecraft.picked_up.bundle: #29, 1(0%)
minecraft.used.elytra: #29, 2(0%)
minecraft.custom.time_since_death: #30, 154860(0%)
minecraft.picked_up.cooked_beef: #32, 19(0%)
minecraft.custom.time_since_rest: #44, 5586(0%)
