stat, rank, value, (percentage) 
minecraft.crafted.green_terracotta: #8, 575(3%)
minecraft.crafted.diamond_hoe: #8, 3(3%)
minecraft.dropped.mud: #8, 123(4%)
minecraft.crafted.cyan_terracotta: #8, 2710(3%)
minecraft.used.sugar_cane: #8, 383(3%)
minecraft.picked_up.blaze_rod: #8, 407(3%)
minecraft.dropped.iron_bars: #8, 105(4%)
minecraft.crafted.black_wool: #8, 550(4%)
minecraft.picked_up.ominous_trial_key: #8, 37(4%)
minecraft.crafted.iron_boots: #8, 5(3%)
minecraft.picked_up.enchanted_golden_apple: #8, 15(4%)
minecraft.picked_up.sandstone: #8, 4244(3%)
minecraft.picked_up.pearlescent_froglight: #8, 899(3%)
minecraft.used.pale_oak_sign: #8, 41(4%)
minecraft.used.cyan_bed: #8, 40(3%)
minecraft.picked_up.iron_axe: #8, 13(3%)
minecraft.broken.fishing_rod: #8, 4(3%)
minecraft.mined.tuff_brick_wall: #8, 23(3%)
minecraft.picked_up.jungle_boat: #8, 10(3%)
minecraft.mined.chiseled_tuff: #8, 44(3%)
minecraft.dropped.acacia_log: #8, 17(3%)
minecraft.used.ominous_trial_key: #8, 27(4%)
minecraft.picked_up.white_carpet: #8, 95(3%)
minecraft.custom.interact_with_furnace: #9, 2982(5%)
minecraft.crafted.purple_shulker_box: #8, 3(3%)
minecraft.crafted.jungle_button: #8, 22(4%)
minecraft.crafted.gray_carpet: #8, 353(3%)
minecraft.used.yellow_terracotta: #8, 225(3%)
minecraft.dropped.quartz: #8, 88(3%)
minecraft.dropped.mangrove_leaves: #8, 216(4%)
minecraft.picked_up.guster_pottery_sherd: #8, 14(3%)
minecraft.dropped.birch_log: #8, 57(2%)
minecraft.mined.green_carpet: #8, 20(3%)
minecraft.dropped.bowl: #8, 9(3%)
minecraft.crafted.white_stained_glass: #8, 1064(3%)
minecraft.used.black_stained_glass: #8, 1029(2%)
minecraft.mined.mossy_stone_brick_stairs: #8, 3(4%)
minecraft.dropped.waxed_copper_block: #8, 18(3%)
minecraft.picked_up.dark_oak_sapling: #8, 547(2%)
minecraft.crafted.white_carpet: #8, 180(2%)
minecraft.used.mangrove_leaves: #8, 542(2%)
minecraft.mined.purple_bed: #8, 10(3%)
minecraft.dropped.packed_ice: #8, 87(3%)
minecraft.used.cobbled_deepslate_wall: #8, 116(3%)
minecraft.mined.cactus_flower: #8, 4(4%)
minecraft.picked_up.ender_pearl: #9, 14165(4%)
minecraft.picked_up.pitcher_plant: #8, 37(2%)
minecraft.picked_up.gray_stained_glass_pane: #8, 13(4%)
minecraft.dropped.waxed_oxidized_copper: #8, 18(3%)
minecraft.mined.jungle_sign: #8, 1(4%)
minecraft.crafted.mossy_cobblestone_wall: #8, 10(3%)
minecraft.picked_up.cyan_stained_glass_pane: #8, 12(4%)
minecraft.mined.pale_hanging_moss: #8, 57(2%)
minecraft.mined.pale_oak_leaves: #8, 1339(2%)
minecraft.crafted.blaze_powder: #8, 308(2%)
minecraft.dropped.glass_pane: #8, 29(2%)
minecraft.picked_up.purple_bed: #8, 9(2%)
minecraft.mined.brown_mushroom_block: #8, 1150(2%)
minecraft.dropped.birch_planks: #8, 70(2%)
minecraft.picked_up.jungle_sapling: #8, 185(2%)
minecraft.picked_up.rose_bush: #9, 521(5%)
minecraft.dropped.netherite_helmet: #8, 1(3%)
minecraft.picked_up.golden_axe: #8, 1(5%)
minecraft.dropped.redstone_torch: #8, 18(2%)
minecraft.mined.farmland: #9, 251(6%)
minecraft.mined.red_candle: #8, 3(3%)
minecraft.crafted.spyglass: #8, 2(2%)
minecraft.picked_up.deepslate_tiles: #8, 242(1%)
minecraft.crafted.dark_oak_boat: #8, 1(3%)
minecraft.dropped.nether_gold_ore: #8, 2(3%)
minecraft.crafted.cut_copper: #8, 24(3%)
minecraft.dropped.acacia_leaves: #8, 30(2%)
minecraft.picked_up.pale_oak_leaves: #8, 147(2%)
minecraft.used.granite_slab: #8, 97(2%)
minecraft.mined.pale_oak_slab: #8, 11(2%)
minecraft.crafted.birch_planks: #9, 4688(5%)
minecraft.dropped.kelp: #8, 234(1%)
minecraft.used.deepslate_tiles: #8, 1093(1%)
minecraft.dropped.red_tulip: #8, 11(2%)
minecraft.mined.chiseled_deepslate: #8, 13(2%)
minecraft.used.acacia_sapling: #8, 277(2%)
minecraft.mined.brown_bed: #8, 1(2%)
minecraft.mined.purpur_stairs: #8, 29(2%)
minecraft.used.tnt_minecart: #8, 9(2%)
minecraft.used.tropical_fish: #8, 1(3%)
minecraft.crafted.granite_slab: #8, 48(2%)
minecraft.used.purple_bed: #8, 8(2%)
minecraft.picked_up.brown_stained_glass_pane: #8, 4(2%)
minecraft.crafted.raw_iron: #8, 162(2%)
minecraft.picked_up.stone_button: #9, 146(5%)
minecraft.picked_up.item_frame: #9, 352(4%)
minecraft.dropped.jungle_stairs: #8, 2(2%)
minecraft.used.dark_oak_boat: #8, 2(2%)
minecraft.broken.flint_and_steel: #8, 1(2%)
minecraft.mined.stone_pressure_plate: #8, 22(1%)
minecraft.used.pale_hanging_moss: #8, 29(2%)
minecraft.picked_up.purpur_pillar: #8, 43(1%)
minecraft.used.bread: #8, 98(1%)
minecraft.mined.polished_diorite_slab: #8, 2(2%)
minecraft.dropped.chicken: #8, 34(1%)
minecraft.used.powder_snow_bucket: #8, 32(1%)
minecraft.dropped.cooked_porkchop: #8, 83(1%)
minecraft.picked_up.mossy_stone_brick_stairs: #8, 3(1%)
minecraft.used.diamond_ore: #8, 1(2%)
minecraft.crafted.cooked_chicken: #8, 14(1%)
minecraft.picked_up.polished_blackstone_pressure_plate: #8, 3(2%)
minecraft.mined.cave_vines_plant: #9, 19(5%)
minecraft.used.waxed_exposed_copper: #8, 27(1%)
minecraft.killed_by.warden: #8, 1(1%)
minecraft.picked_up.dark_oak_log: #9, 4449(5%)
minecraft.mined.magenta_terracotta: #8, 8(1%)
minecraft.used.mossy_cobblestone_wall: #8, 8(1%)
minecraft.mined.anvil: #9, 43(4%)
minecraft.dropped.polished_blackstone: #8, 1(2%)
minecraft.dropped.smooth_quartz_slab: #8, 4(2%)
minecraft.used.cyan_glazed_terracotta: #8, 3(2%)
minecraft.used.totem_of_undying: #8, 3(1%)
minecraft.crafted.raw_gold: #8, 90(1%)
minecraft.used.lectern: #9, 355(5%)
minecraft.dropped.cauldron: #8, 1(1%)
minecraft.picked_up.shield: #9, 19(5%)
minecraft.picked_up.light_weighted_pressure_plate: #8, 3(2%)
minecraft.used.chicken: #8, 1(1%)
minecraft.dropped.end_stone: #8, 12(1%)
minecraft.picked_up.brown_candle: #8, 4(1%)
minecraft.used.respawn_anchor: #8, 1(1%)
minecraft.dropped.polished_tuff_wall: #8, 3(1%)
minecraft.crafted.pale_moss_carpet: #8, 84(1%)
minecraft.used.iron_bars: #9, 1042(5%)
minecraft.dropped.cherry_sapling: #8, 5(1%)
minecraft.crafted.wooden_sword: #8, 5(1%)
minecraft.picked_up.stick: #9, 5348(4%)
minecraft.used.green_candle: #8, 3(1%)
minecraft.used.pale_oak_fence: #8, 34(1%)
minecraft.crafted.waxed_exposed_copper_trapdoor: #8, 6(1%)
minecraft.mined.oxidized_cut_copper_stairs: #8, 5(0%)
minecraft.picked_up.lever: #9, 392(4%)
minecraft.used.oxidized_chiseled_copper: #8, 10(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #8, 5(0%)
minecraft.crafted.shield: #9, 14(4%)
minecraft.used.diorite_wall: #8, 43(0%)
minecraft.mined.dried_ghast: #8, 1(1%)
minecraft.mined.waxed_oxidized_chiseled_copper: #8, 1(0%)
minecraft.dropped.cod: #8, 81(0%)
minecraft.mined.black_carpet: #8, 15(0%)
minecraft.picked_up.diamond_block: #9, 242(4%)
minecraft.mined.lapis_block: #8, 4(0%)
minecraft.dropped.andesite_wall: #8, 1(0%)
minecraft.dropped.pale_oak_leaves: #8, 1(0%)
minecraft.dropped.pitcher_pod: #8, 4(0%)
minecraft.crafted.mossy_stone_brick_slab: #8, 4(0%)
minecraft.crafted.sandstone_wall: #8, 1(0%)
minecraft.mined.waxed_weathered_cut_copper: #8, 1(0%)
minecraft.picked_up.waxed_weathered_cut_copper: #8, 1(0%)
minecraft.crafted.arrow: #8, 4(0%)
minecraft.mined.stripped_crimson_hyphae: #8, 1(0%)
minecraft.picked_up.dirt: #9, 81320(4%)
minecraft.dropped.prismarine_shard: #8, 6(0%)
minecraft.used.hopper_minecart: #9, 39(4%)
minecraft.picked_up.name_tag: #9, 40(4%)
minecraft.mined.player_wall_head: #9, 26(4%)
minecraft.picked_up.comparator: #9, 182(4%)
minecraft.picked_up.music_disc_cat: #9, 14(4%)
minecraft.custom.play_noteblock: #9, 182(3%)
minecraft.picked_up.bone_meal: #9, 4697(3%)
minecraft.crafted.piston: #9, 643(4%)
minecraft.used.diamond: #9, 57(4%)
minecraft.mined.beacon: #9, 18(4%)
minecraft.picked_up.beacon: #9, 19(4%)
minecraft.used.diamond_hoe: #9, 24659(4%)
minecraft.dropped.red_dye: #9, 39(4%)
minecraft.dropped.ominous_trial_key: #9, 6(5%)
minecraft.dropped.cooked_beef: #9, 119(3%)
minecraft.dropped.pumpkin_seeds: #9, 511(4%)
minecraft.picked_up.chicken: #9, 295(3%)
minecraft.picked_up.cod: #9, 543(3%)
minecraft.picked_up.iron_helmet: #9, 6(3%)
minecraft.used.leather_chestplate: #9, 6(3%)
minecraft.picked_up.smooth_basalt: #9, 395(3%)
minecraft.killed_by.skeleton: #9, 10(4%)
minecraft.mined.flowering_azalea: #9, 57(3%)
minecraft.dropped.ender_pearl: #9, 8493(3%)
minecraft.used.honeycomb: #9, 628(3%)
minecraft.picked_up.raw_copper_block: #9, 77(4%)
minecraft.dropped.oak_leaves: #9, 249(3%)
minecraft.used.oak_planks: #9, 435(3%)
minecraft.crafted.yellow_shulker_box: #9, 9(3%)
minecraft.crafted.jungle_slab: #9, 300(3%)
minecraft.crafted.oak_slab: #9, 1050(3%)
minecraft.custom.open_chest: #10, 38404(4%)
minecraft.mined.pale_moss_carpet: #9, 67(3%)
minecraft.dropped.slime_ball: #9, 446(3%)
minecraft.used.stone_button: #9, 228(3%)
minecraft.used.damaged_anvil: #9, 6(4%)
minecraft.dropped.acacia_sapling: #9, 31(4%)
minecraft.picked_up.bowl: #9, 18(3%)
minecraft.picked_up.gold_ore: #9, 54(3%)
minecraft.used.mangrove_slab: #9, 358(3%)
minecraft.picked_up.acacia_planks: #9, 52(3%)
minecraft.dropped.light_gray_terracotta: #9, 23(5%)
minecraft.dropped.golden_chestplate: #9, 10(3%)
minecraft.picked_up.shulker_shell: #9, 483(3%)
minecraft.dropped.wooden_sword: #9, 4(3%)
minecraft.used.stripped_oak_log: #9, 125(3%)
minecraft.crafted.iron_shovel: #9, 14(3%)
minecraft.picked_up.brown_mushroom: #9, 258(2%)
minecraft.crafted.iron_leggings: #9, 4(3%)
minecraft.crafted.orange_dye: #9, 592(3%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #9, 20(5%)
minecraft.mined.tuff_wall: #9, 10(4%)
minecraft.crafted.stone_shovel: #9, 11(2%)
minecraft.picked_up.acacia_sapling: #9, 494(2%)
minecraft.dropped.phantom_membrane: #9, 7(3%)
minecraft.crafted.lapis_block: #9, 271(2%)
minecraft.picked_up.black_stained_glass: #9, 152(2%)
minecraft.broken.iron_shovel: #9, 6(3%)
minecraft.picked_up.granite_stairs: #9, 5(4%)
minecraft.picked_up.beef: #9, 655(2%)
minecraft.picked_up.yellow_dye: #9, 70(2%)
minecraft.picked_up.magma_cream: #9, 89(2%)
minecraft.picked_up.gray_carpet: #9, 121(2%)
minecraft.picked_up.cobbled_deepslate_slab: #9, 142(3%)
minecraft.picked_up.heavy_core: #9, 3(3%)
minecraft.killed.blaze: #9, 238(2%)
minecraft.dropped.stone_slab: #9, 110(2%)
minecraft.used.white_carpet: #9, 136(2%)
minecraft.picked_up.glow_item_frame: #9, 60(2%)
minecraft.used.deepslate_diamond_ore: #9, 376(2%)
minecraft.picked_up.oak_leaves: #9, 2966(2%)
minecraft.custom.swim_one_cm: #10, 6316743(4%)
minecraft.crafted.deepslate_tile_slab: #9, 60(2%)
minecraft.picked_up.pale_moss_block: #9, 418(2%)
minecraft.crafted.granite_stairs: #9, 12(3%)
minecraft.crafted.polished_tuff_wall: #9, 48(2%)
minecraft.mined.deepslate_coal_ore: #9, 10(3%)
minecraft.picked_up.scrape_pottery_sherd: #9, 9(2%)
minecraft.used.mangrove_button: #9, 4(2%)
minecraft.picked_up.oxidized_chiseled_copper: #9, 4(3%)
minecraft.crafted.lime_dye: #9, 274(2%)
minecraft.dropped.red_mushroom: #9, 4(2%)
minecraft.dropped.gunpowder: #9, 434(1%)
minecraft.dropped.spruce_fence: #9, 17(2%)
minecraft.used.ochre_froglight: #9, 369(2%)
minecraft.picked_up.lime_wool: #9, 126(2%)
minecraft.picked_up.bamboo_raft: #9, 6(2%)
minecraft.picked_up.deepslate_diamond_ore: #9, 426(1%)
minecraft.used.map: #9, 20(2%)
minecraft.picked_up.acacia_leaves: #9, 341(2%)
minecraft.mined.red_mushroom_block: #9, 133(2%)
minecraft.used.orange_dye: #9, 6(2%)
minecraft.used.ominous_bottle: #9, 5(2%)
minecraft.crafted.soul_lantern: #9, 70(2%)
minecraft.crafted.white_wool: #9, 427(2%)
minecraft.mined.short_grass: #10, 5975(5%)
minecraft.picked_up.lime_dye: #9, 20(1%)
minecraft.picked_up.redstone_ore: #9, 31(1%)
minecraft.crafted.granite_wall: #9, 23(2%)
minecraft.crafted.black_stained_glass: #9, 752(1%)
minecraft.killed.vex: #9, 5(2%)
minecraft.used.granite_wall: #9, 29(2%)
minecraft.crafted.acacia_slab: #9, 102(2%)
minecraft.used.mossy_cobblestone_stairs: #9, 9(2%)
minecraft.picked_up.jungle_button: #9, 6(2%)
minecraft.used.sandstone: #9, 242(1%)
minecraft.used.mud_brick_stairs: #9, 26(2%)
minecraft.crafted.tuff_wall: #9, 27(2%)
minecraft.used.cooked_porkchop: #9, 182(1%)
minecraft.picked_up.player_head: #10, 1535(4%)
minecraft.picked_up.chorus_fruit: #9, 250(1%)
minecraft.picked_up.pumpkin_pie: #9, 11(2%)
minecraft.dropped.jungle_sapling: #9, 3(2%)
minecraft.picked_up.cracked_stone_bricks: #9, 102(1%)
minecraft.used.chiseled_sandstone: #9, 6(2%)
minecraft.used.acacia_hanging_sign: #9, 2(2%)
minecraft.dropped.red_wool: #9, 4(1%)
minecraft.picked_up.red_mushroom_block: #9, 86(2%)
minecraft.picked_up.chiseled_deepslate: #9, 13(1%)
minecraft.picked_up.turtle_egg: #9, 15(1%)
minecraft.mined.turtle_egg: #9, 15(1%)
minecraft.used.cut_sandstone: #9, 61(1%)
minecraft.dropped.glistering_melon_slice: #9, 5(2%)
minecraft.crafted.andesite_wall: #9, 38(1%)
minecraft.dropped.glass_bottle: #9, 182(1%)
minecraft.custom.eat_cake_slice: #9, 5(1%)
minecraft.used.cactus_flower: #9, 2(2%)
minecraft.dropped.scaffolding: #10, 499(5%)
minecraft.dropped.bamboo: #9, 500(1%)
minecraft.picked_up.beetroot_soup: #9, 6(2%)
minecraft.used.pale_moss_carpet: #9, 123(1%)
minecraft.dropped.shulker_shell: #9, 44(1%)
minecraft.dropped.blaze_rod: #9, 33(1%)
minecraft.killed.happy_ghast: #9, 6(1%)
minecraft.dropped.golden_sword: #9, 16(1%)
minecraft.picked_up.vine: #10, 325(5%)
minecraft.dropped.mangrove_log: #9, 24(1%)
minecraft.used.mossy_stone_brick_stairs: #9, 10(1%)
minecraft.crafted.cobbled_deepslate_wall: #9, 12(1%)
minecraft.picked_up.netherite_hoe: #9, 2(1%)
minecraft.crafted.glistering_melon_slice: #9, 15(1%)
minecraft.crafted.stone_hoe: #9, 2(1%)
minecraft.used.cyan_stained_glass_pane: #9, 36(1%)
minecraft.dropped.glow_berries: #9, 7(1%)
minecraft.crafted.mud_brick_stairs: #9, 8(1%)
minecraft.dropped.rose_bush: #9, 7(1%)
minecraft.used.light_gray_dye: #9, 1(1%)
minecraft.dropped.enchanted_golden_apple: #9, 1(1%)
minecraft.crafted.oak_boat: #9, 10(1%)
minecraft.crafted.flint_and_steel: #9, 12(1%)
minecraft.dropped.honeycomb: #9, 81(1%)
minecraft.crafted.pale_oak_fence: #9, 48(1%)
minecraft.used.mangrove_propagule: #9, 57(0%)
minecraft.mined.exposed_cut_copper_slab: #9, 1(1%)
minecraft.crafted.white_banner: #9, 46(0%)
minecraft.crafted.chiseled_copper: #9, 4(1%)
minecraft.used.purple_terracotta: #9, 35(1%)
minecraft.crafted.chiseled_polished_blackstone: #9, 1(1%)
minecraft.used.horn_coral_block: #9, 6(1%)
minecraft.crafted.deepslate_brick_stairs: #9, 24(1%)
minecraft.picked_up.raw_gold_block: #9, 5(1%)
minecraft.picked_up.written_book: #10, 25(4%)
minecraft.used.amethyst_block: #9, 31(0%)
minecraft.mined.red_carpet: #9, 22(0%)
minecraft.used.black_carpet: #9, 115(0%)
minecraft.used.torch: #10, 8119(4%)
minecraft.dropped.white_banner: #9, 17(0%)
minecraft.mined.hopper: #10, 444(4%)
minecraft.used.blue_stained_glass: #9, 19(1%)
minecraft.used.nether_brick_slab: #9, 6(1%)
minecraft.mined.black_concrete_powder: #9, 18(0%)
minecraft.used.warped_fungus: #9, 25(0%)
minecraft.picked_up.crimson_fence: #9, 1(0%)
minecraft.picked_up.pale_oak_wood: #9, 2(0%)
minecraft.used.waxed_exposed_copper_grate: #9, 8(0%)
minecraft.used.sculk: #9, 227(0%)
minecraft.mined.black_wall_banner: #9, 2(0%)
minecraft.dropped.dropper: #9, 1(0%)
minecraft.crafted.cut_sandstone_slab: #9, 2(0%)
minecraft.crafted.polished_blackstone_slab: #9, 6(0%)
minecraft.crafted.sandstone_slab: #9, 2(0%)
minecraft.picked_up.cooked_beef: #10, 639(3%)
minecraft.picked_up.stripped_crimson_hyphae: #9, 1(0%)
minecraft.used.stripped_crimson_hyphae: #9, 1(0%)
minecraft.crafted.white_dye: #10, 3826(4%)
minecraft.dropped.pink_wool: #9, 4(0%)
minecraft.crafted.lodestone: #9, 1(0%)
minecraft.custom.pig_one_cm: #9, 636766(0%)
minecraft.mined.acacia_log: #10, 1758(4%)
minecraft.custom.total_world_time: #11, 80272804(4%)
minecraft.custom.play_time: #11, 80272804(4%)
minecraft.picked_up.cookie: #10, 190(5%)
minecraft.crafted.diamond_pickaxe: #10, 11(4%)
minecraft.picked_up.powered_rail: #10, 485(4%)
minecraft.picked_up.acacia_log: #10, 1753(4%)
minecraft.used.wind_charge: #10, 293(4%)
minecraft.picked_up.anvil: #10, 49(3%)
minecraft.crafted.bow: #10, 79(4%)
minecraft.mined.ochre_froglight: #10, 126(4%)
minecraft.custom.pot_flower: #10, 66(3%)
minecraft.picked_up.chainmail_leggings: #10, 5(4%)
minecraft.mined.deepslate_redstone_ore: #10, 1852(3%)
minecraft.mined.iron_bars: #10, 145(3%)
minecraft.custom.interact_with_grindstone: #10, 68(4%)
minecraft.mined.redstone_wire: #10, 584(3%)
minecraft.used.granite: #10, 936(3%)
minecraft.used.white_banner: #10, 40(4%)
minecraft.used.bamboo_sign: #10, 149(3%)
minecraft.picked_up.pink_shulker_box: #10, 114(4%)
minecraft.mined.pink_shulker_box: #10, 111(4%)
minecraft.used.pink_shulker_box: #10, 114(4%)
minecraft.dropped.iron_chestplate: #10, 5(3%)
minecraft.used.dark_oak_trapdoor: #10, 360(3%)
minecraft.used.orange_terracotta: #10, 648(3%)
minecraft.dropped.arrow: #10, 1089(3%)
minecraft.used.iron_shovel: #10, 2385(3%)
minecraft.picked_up.deepslate_lapis_ore: #10, 107(3%)
minecraft.mined.gravel: #10, 14638(3%)
minecraft.mined.iron_ore: #10, 1058(3%)
minecraft.dropped.dirt: #10, 3400(3%)
minecraft.picked_up.tuff_slab: #10, 53(3%)
minecraft.picked_up.gravel: #10, 13949(3%)
minecraft.crafted.powered_rail: #10, 552(3%)
minecraft.used.redstone_torch: #10, 381(3%)
minecraft.picked_up.white_dye: #10, 103(3%)
minecraft.dropped.paper: #10, 112(3%)
minecraft.picked_up.light_gray_concrete_powder: #10, 208(3%)
minecraft.dropped.clay: #10, 37(3%)
minecraft.crafted.copper_block: #10, 970(3%)
minecraft.picked_up.azalea: #10, 657(2%)
minecraft.picked_up.light_gray_carpet: #10, 42(3%)
minecraft.used.composter: #10, 203(3%)
minecraft.custom.trigger_trapped_chest: #10, 31(2%)
minecraft.dropped.gravel: #10, 1334(3%)
minecraft.picked_up.nether_gold_ore: #10, 37(3%)
minecraft.crafted.name_tag: #10, 57(3%)
minecraft.picked_up.splash_potion: #10, 37(2%)
minecraft.used.stripped_birch_log: #10, 130(3%)
minecraft.dropped.oak_slab: #10, 26(3%)
minecraft.dropped.written_book: #10, 7(3%)
minecraft.used.mangrove_log: #10, 388(2%)
minecraft.used.copper_ore: #10, 886(2%)
minecraft.mined.deepslate_lapis_ore: #10, 202(2%)
minecraft.used.diamond_boots: #10, 9(2%)
minecraft.dropped.ominous_bottle: #10, 2(4%)
minecraft.crafted.pale_oak_planks: #10, 1076(3%)
minecraft.picked_up.waxed_copper_grate: #10, 84(3%)
minecraft.mined.waxed_copper_grate: #10, 87(3%)
minecraft.killed.magma_cube: #10, 148(2%)
minecraft.mined.granite_stairs: #10, 4(4%)
minecraft.mined.oak_leaves: #10, 4261(2%)
minecraft.used.stone_axe: #10, 247(2%)
minecraft.killed.chicken: #10, 124(2%)
minecraft.mined.polished_andesite_stairs: #10, 13(2%)
minecraft.picked_up.flowering_azalea: #10, 295(2%)
minecraft.used.sticky_piston: #10, 195(2%)
minecraft.mined.budding_amethyst: #10, 10(2%)
minecraft.mined.crimson_fungus: #10, 22(2%)
minecraft.picked_up.cobblestone: #10, 43247(2%)
minecraft.mined.light_gray_carpet: #10, 24(2%)
minecraft.dropped.oak_log: #10, 192(2%)
minecraft.picked_up.writable_book: #10, 12(2%)
minecraft.used.green_shulker_box: #10, 79(2%)
minecraft.mined.cobbled_deepslate_slab: #10, 68(2%)
minecraft.crafted.sticky_piston: #10, 153(2%)
minecraft.used.dark_oak_sign: #10, 23(2%)
minecraft.dropped.birch_sapling: #10, 16(2%)
minecraft.picked_up.green_shulker_box: #10, 74(2%)
minecraft.picked_up.trial_key: #10, 28(2%)
minecraft.mined.green_shulker_box: #10, 72(2%)
minecraft.used.pale_oak_log: #10, 233(2%)
minecraft.picked_up.black_wool: #10, 571(2%)
minecraft.crafted.mangrove_stairs: #10, 92(2%)
minecraft.picked_up.stripped_oak_log: #10, 141(2%)
minecraft.killed.bogged: #10, 79(3%)
minecraft.picked_up.spectral_arrow: #10, 321(2%)
minecraft.picked_up.oak_pressure_plate: #10, 2(2%)
minecraft.mined.stripped_oak_log: #10, 141(2%)
minecraft.picked_up.dragon_head: #10, 7(2%)
minecraft.picked_up.slime_block: #10, 225(2%)
minecraft.picked_up.golden_horse_armor: #10, 2(3%)
minecraft.dropped.raw_gold: #10, 12(3%)
minecraft.picked_up.iron_door: #10, 12(2%)
minecraft.dropped.magma_block: #10, 23(2%)
minecraft.used.bamboo_raft: #10, 6(2%)
minecraft.used.lime_dye: #10, 3(2%)
minecraft.mined.andesite_stairs: #10, 6(2%)
minecraft.picked_up.glistering_melon_slice: #10, 16(2%)
minecraft.picked_up.brown_mushroom_block: #10, 791(2%)
minecraft.picked_up.waxed_oxidized_copper: #10, 241(2%)
minecraft.killed.ravager: #10, 1(3%)
minecraft.dropped.spruce_pressure_plate: #10, 1(3%)
minecraft.picked_up.pale_moss_carpet: #10, 156(1%)
minecraft.crafted.hay_block: #10, 301(1%)
minecraft.mined.cobbled_deepslate_stairs: #10, 15(1%)
minecraft.dropped.lime_dye: #10, 5(2%)
minecraft.used.mud_bricks: #10, 245(1%)
minecraft.crafted.magenta_shulker_box: #10, 1(2%)
minecraft.custom.interact_with_lectern: #11, 503(3%)
minecraft.picked_up.pale_oak_sign: #10, 4(2%)
minecraft.picked_up.blue_shulker_box: #10, 88(1%)
minecraft.dropped.birch_button: #10, 2(3%)
minecraft.dropped.oak_fence: #10, 6(2%)
minecraft.dropped.waxed_oxidized_cut_copper: #10, 4(2%)
minecraft.mined.blue_shulker_box: #10, 88(1%)
minecraft.used.blue_shulker_box: #10, 88(1%)
minecraft.crafted.mud_brick_slab: #10, 52(1%)
minecraft.crafted.cake: #10, 4(2%)
minecraft.dropped.cyan_dye: #10, 5(1%)
minecraft.picked_up.wind_charge: #11, 843(4%)
minecraft.mined.deepslate_tiles: #10, 129(1%)
minecraft.crafted.oxidized_chiseled_copper: #10, 8(2%)
minecraft.dropped.yellow_dye: #10, 8(1%)
minecraft.used.apple: #10, 11(1%)
minecraft.picked_up.purpur_stairs: #10, 24(1%)
minecraft.used.lead: #10, 1(1%)
minecraft.dropped.honey_bottle: #10, 7(1%)
minecraft.picked_up.andesite_stairs: #10, 7(1%)
minecraft.crafted.gray_shulker_box: #10, 4(1%)
minecraft.picked_up.chorus_flower: #10, 35(1%)
minecraft.picked_up.wooden_shovel: #10, 2(2%)
minecraft.picked_up.cactus_flower: #10, 4(2%)
minecraft.killed.breeze: #10, 41(1%)
minecraft.crafted.polished_deepslate_stairs: #10, 13(1%)
minecraft.picked_up.fern: #10, 148(1%)
minecraft.picked_up.cherry_sign: #10, 1(2%)
minecraft.picked_up.stone_pressure_plate: #10, 16(1%)
minecraft.used.pale_moss_block: #10, 145(1%)
minecraft.crafted.light_gray_wool: #10, 86(1%)
minecraft.used.elytra: #11, 83(3%)
minecraft.picked_up.tuff_wall: #10, 9(1%)
minecraft.crafted.jungle_boat: #10, 2(1%)
minecraft.used.jungle_fence_gate: #10, 7(1%)
minecraft.picked_up.pale_oak_slab: #10, 8(1%)
minecraft.used.jungle_sapling: #10, 68(1%)
minecraft.mined.acacia_stairs: #10, 4(1%)
minecraft.dropped.white_tulip: #10, 4(1%)
minecraft.picked_up.fire_charge: #10, 16(1%)
minecraft.dropped.furnace: #10, 2(1%)
minecraft.used.cookie: #10, 13(1%)
minecraft.used.cut_copper: #10, 14(1%)
minecraft.crafted.diorite_slab: #10, 16(1%)
minecraft.picked_up.dark_oak_boat: #10, 1(1%)
minecraft.picked_up.purple_dye: #10, 9(0%)
minecraft.crafted.bamboo_raft: #10, 2(1%)
minecraft.picked_up.gilded_blackstone: #10, 8(1%)
minecraft.picked_up.white_shulker_box: #11, 300(4%)
minecraft.dropped.short_grass: #10, 14(0%)
minecraft.used.waxed_oxidized_copper_grate: #10, 15(0%)
minecraft.crafted.slime_ball: #10, 288(0%)
minecraft.used.waxed_exposed_copper_trapdoor: #10, 7(1%)
minecraft.used.crimson_hyphae: #10, 10(1%)
minecraft.mined.scaffolding: #11, 3306(4%)
minecraft.crafted.stripped_spruce_wood: #10, 6(1%)
minecraft.mined.weathered_cut_copper_slab: #10, 1(1%)
minecraft.picked_up.weathered_cut_copper_slab: #10, 1(1%)
minecraft.killed.guardian: #10, 1(0%)
minecraft.mined.sculk_catalyst: #10, 5(0%)
minecraft.picked_up.polished_diorite_slab: #10, 2(1%)
minecraft.dropped.dark_oak_slab: #10, 4(0%)
minecraft.crafted.pale_oak_wood: #10, 15(0%)
minecraft.used.mossy_stone_brick_slab: #10, 4(0%)
minecraft.mined.weathered_cut_copper: #10, 1(0%)
minecraft.crafted.respawn_anchor: #10, 1(0%)
minecraft.mined.white_shulker_box: #11, 276(4%)
minecraft.picked_up.weathered_cut_copper: #10, 1(0%)
minecraft.crafted.calibrated_sculk_sensor: #10, 2(0%)
minecraft.dropped.copper_ingot: #10, 14(0%)
minecraft.picked_up.arrow: #11, 4032(4%)
minecraft.used.wooden_shovel: #10, 10(0%)
