stat, rank, value, (percentage) 
minecraft.mined.bamboo_mosaic: #8, 5(2%)
minecraft.picked_up.oxidized_copper_bulb: #8, 5(1%)
minecraft.mined.spawner: #8, 2(1%)
minecraft.crafted.spruce_trapdoor: #9, 2424(5%)
minecraft.mined.waxed_cut_copper_stairs: #8, 3(2%)
minecraft.used.cyan_stained_glass: #8, 70(1%)
minecraft.used.big_dripleaf: #8, 17(1%)
minecraft.used.waxed_exposed_chiseled_copper: #8, 12(1%)
minecraft.mined.polished_tuff: #9, 517(5%)
minecraft.killed.villager: #8, 3(1%)
minecraft.mined.brain_coral_fan: #8, 6(1%)
minecraft.picked_up.angler_pottery_sherd: #8, 1(2%)
minecraft.dropped.green_wool: #8, 16(1%)
minecraft.mined.fire_coral_wall_fan: #8, 22(1%)
minecraft.crafted.wooden_pickaxe: #9, 2(5%)
minecraft.picked_up.waxed_cut_copper: #8, 15(1%)
minecraft.crafted.polished_blackstone_brick_slab: #8, 12(1%)
minecraft.used.cracked_polished_blackstone_bricks: #8, 6(1%)
minecraft.mined.deepslate_brick_stairs: #8, 30(1%)
minecraft.mined.polished_blackstone_pressure_plate: #8, 1(1%)
minecraft.killed.turtle: #8, 3(1%)
minecraft.dropped.lava_bucket: #8, 2(1%)
minecraft.custom.damage_taken: #8, 880936(0%)
minecraft.mined.cracked_deepslate_tiles: #8, 5(1%)
minecraft.picked_up.sandstone_wall: #8, 4(1%)
minecraft.used.cut_copper_slab: #8, 9(1%)
minecraft.mined.sponge: #8, 77(1%)
minecraft.crafted.torch: #9, 5656(4%)
minecraft.dropped.black_wool: #8, 14(1%)
minecraft.mined.jungle_wood: #8, 7(1%)
minecraft.mined.yellow_wool: #8, 83(1%)
minecraft.crafted.gray_bed: #8, 1(1%)
minecraft.used.magenta_stained_glass: #8, 27(1%)
minecraft.used.cracked_deepslate_bricks: #8, 10(1%)
minecraft.used.prismarine_bricks: #8, 262(1%)
minecraft.picked_up.acacia_log: #9, 2032(4%)
minecraft.used.torch: #9, 8253(4%)
minecraft.mined.sculk_catalyst: #8, 6(1%)
minecraft.used.wet_sponge: #8, 76(1%)
minecraft.crafted.white_dye: #9, 4058(4%)
minecraft.picked_up.sculk: #8, 472(0%)
minecraft.used.mossy_stone_brick_slab: #8, 6(1%)
minecraft.crafted.waxed_copper_bulb: #8, 10(1%)
minecraft.picked_up.blackstone: #9, 2409(4%)
minecraft.mined.moss_carpet: #9, 357(4%)
minecraft.used.raw_gold_block: #8, 13(0%)
minecraft.custom.pot_flower: #9, 79(4%)
minecraft.crafted.stripped_dark_oak_wood: #8, 3(0%)
minecraft.dropped.shield: #9, 8(5%)
minecraft.crafted.polished_blackstone_brick_stairs: #8, 2(0%)
minecraft.used.dark_oak_leaves: #8, 6(0%)
minecraft.picked_up.iron_bars: #9, 318(4%)
minecraft.picked_up.green_candle: #8, 1(0%)
minecraft.mined.nether_gold_ore: #9, 185(5%)
minecraft.used.purple_concrete: #8, 3(0%)
minecraft.dropped.diamond_chestplate: #9, 4(5%)
minecraft.used.chest: #9, 1464(4%)
minecraft.dropped.white_dye: #9, 86(4%)
minecraft.mined.soul_sand: #9, 863(4%)
minecraft.picked_up.string: #9, 2832(3%)
minecraft.mined.diamond_ore: #9, 11(5%)
minecraft.mined.deepslate_redstone_ore: #9, 1926(4%)
minecraft.used.redstone_lamp: #9, 91(4%)
minecraft.picked_up.spider_eye: #9, 1997(3%)
minecraft.picked_up.short_grass: #9, 2241(4%)
minecraft.used.mossy_cobblestone: #9, 370(4%)
minecraft.used.black_shulker_box: #9, 191(4%)
minecraft.used.brown_mushroom_block: #9, 407(5%)
minecraft.picked_up.blast_furnace: #9, 22(4%)
minecraft.mined.black_shulker_box: #9, 187(4%)
minecraft.picked_up.black_shulker_box: #9, 188(4%)
minecraft.used.white_concrete: #9, 3626(4%)
minecraft.dropped.ominous_bottle: #9, 3(6%)
minecraft.picked_up.snowball: #9, 4660(3%)
minecraft.picked_up.bread: #9, 244(4%)
minecraft.mined.red_mushroom: #9, 27(5%)
minecraft.picked_up.diamond_leggings: #9, 22(3%)
minecraft.used.tripwire_hook: #9, 23(4%)
minecraft.picked_up.pumpkin_seeds: #9, 913(3%)
minecraft.crafted.stone_pickaxe: #9, 5(3%)
minecraft.used.birch_button: #9, 11(4%)
minecraft.mined.mossy_cobblestone: #9, 128(3%)
minecraft.picked_up.copper_grate: #9, 34(5%)
minecraft.killed.zombie_villager: #9, 8(3%)
minecraft.picked_up.redstone_torch: #9, 289(3%)
minecraft.used.pumpkin: #9, 189(3%)
minecraft.dropped.oak_planks: #9, 83(3%)
minecraft.picked_up.white_banner: #9, 93(3%)
minecraft.mined.copper_trapdoor: #9, 51(3%)
minecraft.custom.fall_one_cm: #10, 15516306(4%)
minecraft.dropped.fishing_rod: #9, 13(3%)
minecraft.mined.dead_bush: #9, 172(3%)
minecraft.used.pointed_dripstone: #9, 351(3%)
minecraft.picked_up.cherry_planks: #9, 49(4%)
minecraft.dropped.spyglass: #9, 3(3%)
minecraft.used.birch_sign: #9, 35(3%)
minecraft.crafted.chiseled_bookshelf: #9, 90(3%)
minecraft.picked_up.jungle_leaves: #9, 526(3%)
minecraft.crafted.bamboo_slab: #9, 1754(3%)
minecraft.used.copper_trapdoor: #9, 375(3%)
minecraft.picked_up.oak_sapling: #9, 832(2%)
minecraft.custom.interact_with_cartography_table: #9, 17(3%)
minecraft.killed.magma_cube: #9, 160(3%)
minecraft.used.andesite: #9, 2172(2%)
minecraft.used.muddy_mangrove_roots: #9, 264(3%)
minecraft.mined.flowering_azalea_leaves: #9, 1134(3%)
minecraft.picked_up.cobweb: #9, 228(3%)
minecraft.used.smooth_quartz: #9, 1207(2%)
minecraft.picked_up.mossy_stone_bricks: #9, 174(2%)
minecraft.mined.brick_stairs: #9, 9(4%)
minecraft.mined.enchanting_table: #9, 2(4%)
minecraft.picked_up.dead_bush: #9, 153(3%)
minecraft.picked_up.spyglass: #9, 4(2%)
minecraft.mined.bookshelf: #9, 88(2%)
minecraft.mined.pale_moss_block: #9, 305(3%)
minecraft.crafted.pink_dye: #9, 309(2%)
minecraft.crafted.cookie: #9, 288(3%)
minecraft.dropped.oxeye_daisy: #9, 20(2%)
minecraft.crafted.acacia_hanging_sign: #9, 6(4%)
minecraft.dropped.dark_oak_sapling: #9, 8(3%)
minecraft.mined.oxidized_copper_trapdoor: #9, 133(3%)
minecraft.picked_up.stripped_dark_oak_log: #9, 209(2%)
minecraft.dropped.deepslate_bricks: #9, 8(3%)
minecraft.mined.light_gray_concrete_powder: #9, 47(2%)
minecraft.crafted.light_gray_stained_glass_pane: #9, 240(3%)
minecraft.crafted.orange_wool: #9, 64(2%)
minecraft.used.oxeye_daisy: #9, 5(2%)
minecraft.picked_up.bamboo_slab: #9, 141(2%)
minecraft.used.spyglass: #9, 104(1%)
minecraft.picked_up.cocoa_beans: #9, 678(2%)
minecraft.mined.stone_brick_wall: #9, 21(2%)
minecraft.crafted.cyan_dye: #9, 446(2%)
minecraft.killed_by.enderman: #9, 1(4%)
minecraft.used.andesite_wall: #9, 148(2%)
minecraft.dropped.podzol: #9, 33(3%)
minecraft.mined.mangrove_roots: #9, 1168(2%)
minecraft.picked_up.deepslate_iron_ore: #9, 127(2%)
minecraft.crafted.tuff_brick_stairs: #9, 34(2%)
minecraft.crafted.mossy_stone_bricks: #9, 426(2%)
minecraft.crafted.light_gray_shulker_box: #9, 7(2%)
minecraft.dropped.red_shulker_box: #9, 2(3%)
minecraft.used.deepslate_brick_stairs: #9, 226(2%)
minecraft.mined.cactus_flower: #9, 3(3%)
minecraft.mined.birch_fence: #9, 18(2%)
minecraft.crafted.smooth_red_sandstone_slab: #9, 12(3%)
minecraft.dropped.carrot_on_a_stick: #9, 1(3%)
minecraft.mined.infested_deepslate: #9, 4(2%)
minecraft.crafted.bamboo_door: #9, 15(2%)
minecraft.mined.dried_kelp_block: #9, 2(3%)
minecraft.mined.slime_block: #9, 77(1%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #9, 21(2%)
minecraft.crafted.tinted_glass: #9, 202(2%)
minecraft.crafted.quartz_block: #9, 1218(1%)
minecraft.used.white_tulip: #9, 3(2%)
minecraft.used.gray_wool: #9, 311(1%)
minecraft.dropped.composter: #9, 3(2%)
minecraft.broken.diamond_shovel: #9, 1(2%)
minecraft.mined.sea_lantern: #9, 18(1%)
minecraft.used.deepslate_tiles: #9, 910(1%)
minecraft.crafted.warped_fence: #9, 54(2%)
minecraft.used.cherry_wood: #9, 14(2%)
minecraft.picked_up.mangrove_wood: #9, 10(2%)
minecraft.dropped.deepslate_tiles: #9, 16(1%)
minecraft.dropped.waxed_chiseled_copper: #9, 2(2%)
minecraft.used.azure_bluet: #9, 13(1%)
minecraft.crafted.yellow_carpet: #9, 90(1%)
minecraft.used.chiseled_copper: #9, 12(2%)
minecraft.used.bamboo_mosaic: #9, 32(2%)
minecraft.picked_up.polished_diorite_stairs: #9, 8(2%)
minecraft.custom.interact_with_stonecutter: #10, 526(4%)
minecraft.broken.flint_and_steel: #9, 1(2%)
minecraft.picked_up.red_glazed_terracotta: #9, 6(2%)
minecraft.picked_up.oxidized_copper_grate: #9, 20(1%)
minecraft.mined.red_wall_banner: #9, 2(2%)
minecraft.dropped.sandstone: #9, 90(1%)
minecraft.picked_up.tuff_stairs: #9, 5(2%)
minecraft.picked_up.acacia_button: #9, 2(2%)
minecraft.mined.polished_diorite_slab: #9, 2(2%)
minecraft.crafted.light_blue_stained_glass_pane: #9, 48(1%)
minecraft.mined.green_stained_glass: #9, 11(1%)
minecraft.mined.suspicious_gravel: #9, 9(2%)
minecraft.mined.cyan_stained_glass: #9, 11(1%)
minecraft.used.pale_moss_block: #9, 168(1%)
minecraft.mined.waxed_chiseled_copper: #9, 6(1%)
minecraft.dropped.seagrass: #9, 5(2%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #9, 2(1%)
minecraft.mined.tuff: #10, 12394(5%)
minecraft.picked_up.gilded_blackstone: #9, 13(1%)
minecraft.mined.dark_oak_pressure_plate: #9, 1(2%)
minecraft.picked_up.composter: #10, 126(5%)
minecraft.used.waxed_copper_grate: #9, 43(1%)
minecraft.picked_up.fire_coral_block: #9, 31(1%)
minecraft.dropped.honey_block: #9, 15(1%)
minecraft.dropped.diamond_boots: #10, 9(4%)
minecraft.picked_up.jungle_wood: #9, 14(1%)
minecraft.crafted.waxed_exposed_chiseled_copper: #9, 4(1%)
minecraft.used.green_carpet: #9, 59(1%)
minecraft.dropped.piston: #9, 12(1%)
minecraft.mined.black_banner: #9, 1(1%)
minecraft.used.tube_coral_fan: #9, 2(1%)
minecraft.picked_up.light_blue_concrete_powder: #9, 7(1%)
minecraft.crafted.respawn_anchor: #9, 2(1%)
minecraft.mined.dirt_path: #10, 941(4%)
minecraft.used.oak_hanging_sign: #9, 4(1%)
minecraft.used.dried_kelp_block: #9, 2(1%)
minecraft.picked_up.bamboo_mosaic: #9, 5(1%)
minecraft.used.waxed_weathered_copper: #9, 17(1%)
minecraft.used.waxed_weathered_copper_bulb: #9, 4(1%)
minecraft.picked_up.blue_terracotta: #9, 16(0%)
minecraft.mined.tube_coral_fan: #9, 2(0%)
minecraft.picked_up.dried_kelp_block: #9, 70(0%)
minecraft.picked_up.waxed_cut_copper_stairs: #9, 1(1%)
minecraft.dropped.oak_stairs: #9, 2(1%)
minecraft.mined.raw_gold_block: #9, 1(1%)
minecraft.mined.purple_stained_glass: #9, 6(0%)
minecraft.used.polished_blackstone_pressure_plate: #9, 1(0%)
minecraft.used.waxed_weathered_copper_grate: #9, 13(0%)
minecraft.mined.resin_block: #9, 11(0%)
minecraft.custom.interact_with_anvil: #10, 489(4%)
minecraft.used.resin_block: #9, 12(0%)
minecraft.dropped.sugar: #9, 35(0%)
minecraft.mined.purple_concrete: #9, 5(0%)
minecraft.picked_up.purple_concrete: #9, 5(0%)
minecraft.picked_up.leather_chestplate: #10, 21(3%)
minecraft.picked_up.dark_oak_log: #10, 3838(4%)
minecraft.picked_up.chiseled_tuff_bricks: #10, 231(4%)
minecraft.mined.composter: #10, 92(4%)
minecraft.picked_up.oak_button: #10, 28(4%)
minecraft.dropped.chiseled_tuff_bricks: #10, 35(5%)
minecraft.picked_up.clay_ball: #10, 2801(4%)
minecraft.crafted.furnace: #10, 263(4%)
minecraft.picked_up.name_tag: #10, 35(3%)
minecraft.crafted.dispenser: #10, 60(4%)
minecraft.crafted.piston: #10, 601(4%)
minecraft.crafted.oak_planks: #10, 10952(3%)
minecraft.used.brewing_stand: #10, 35(4%)
minecraft.used.leather_chestplate: #10, 6(3%)
minecraft.used.smoker: #10, 18(4%)
minecraft.custom.interact_with_loom: #10, 78(3%)
minecraft.picked_up.diamond_axe: #10, 37(3%)
minecraft.custom.enchant_item: #10, 118(3%)
minecraft.mined.redstone_block: #10, 160(3%)
minecraft.mined.mangrove_stairs: #10, 30(4%)
minecraft.mined.observer: #10, 287(3%)
minecraft.used.netherite_pickaxe: #10, 236440(4%)
minecraft.picked_up.stone: #10, 121770(3%)
minecraft.mined.tripwire_hook: #10, 5(4%)
minecraft.crafted.diamond_chestplate: #10, 3(3%)
minecraft.used.iron_block: #10, 2418(3%)
minecraft.picked_up.polished_basalt: #10, 74(4%)
minecraft.picked_up.redstone: #10, 8180(3%)
minecraft.crafted.diamond_block: #10, 407(3%)
minecraft.mined.andesite_slab: #10, 32(3%)
minecraft.crafted.bookshelf: #10, 175(3%)
minecraft.mined.dirt: #10, 40832(3%)
minecraft.picked_up.dispenser: #10, 113(3%)
minecraft.picked_up.pointed_dripstone: #10, 921(3%)
minecraft.used.lightning_rod: #10, 196(3%)
minecraft.picked_up.chiseled_tuff: #10, 57(3%)
minecraft.crafted.sandstone: #10, 192(3%)
minecraft.mined.white_banner: #10, 4(4%)
minecraft.picked_up.lightning_rod: #10, 65(3%)
minecraft.picked_up.leaf_litter: #10, 134(3%)
minecraft.picked_up.glass: #10, 1655(2%)
minecraft.crafted.bone_meal: #10, 35169(2%)
minecraft.used.vine: #10, 30(3%)
minecraft.dropped.golden_helmet: #10, 6(3%)
minecraft.crafted.painting: #10, 65(3%)
minecraft.picked_up.moss_block: #10, 8513(2%)
minecraft.used.stone_button: #10, 188(2%)
minecraft.used.cyan_wool: #10, 172(3%)
minecraft.used.mossy_cobblestone_slab: #10, 48(3%)
minecraft.picked_up.polished_deepslate_wall: #10, 41(3%)
minecraft.crafted.anvil: #10, 125(2%)
minecraft.mined.cyan_wool: #10, 64(3%)
minecraft.used.deepslate: #10, 1853(2%)
minecraft.picked_up.jungle_boat: #10, 9(3%)
minecraft.picked_up.cherry_sapling: #10, 248(2%)
minecraft.used.glass_bottle: #10, 1108(2%)
minecraft.picked_up.gold_block: #10, 205(2%)
minecraft.used.anvil: #10, 99(2%)
minecraft.crafted.brown_terracotta: #10, 136(3%)
minecraft.picked_up.warped_nylium: #10, 185(3%)
minecraft.used.pink_petals: #10, 355(2%)
minecraft.picked_up.phantom_membrane: #10, 41(2%)
minecraft.used.glow_lichen: #10, 775(2%)
minecraft.used.warped_stem: #10, 171(2%)
minecraft.picked_up.red_wool: #10, 147(2%)
minecraft.picked_up.cyan_wool: #10, 217(2%)
minecraft.used.green_dye: #10, 44(3%)
minecraft.used.polished_tuff_stairs: #10, 208(2%)
minecraft.picked_up.oak_fence_gate: #10, 10(2%)
minecraft.crafted.cooked_salmon: #10, 128(2%)
minecraft.picked_up.mud: #10, 3857(2%)
minecraft.used.orange_bed: #10, 6(3%)
minecraft.crafted.smooth_stone: #10, 709(2%)
minecraft.mined.stripped_dark_oak_log: #10, 208(2%)
minecraft.used.lime_terracotta: #10, 301(3%)
minecraft.used.stone_bricks: #10, 2294(2%)
minecraft.mined.jungle_leaves: #10, 728(2%)
minecraft.used.stripped_dark_oak_log: #10, 171(2%)
minecraft.crafted.bamboo_trapdoor: #10, 276(2%)
minecraft.mined.mangrove_propagule: #10, 47(2%)
minecraft.mined.mangrove_door: #10, 2(3%)
minecraft.picked_up.oxidized_copper_trapdoor: #10, 132(2%)
minecraft.picked_up.water_bucket: #11, 55(5%)
minecraft.mined.basalt: #10, 1703(2%)
minecraft.picked_up.gold_ingot: #10, 516(2%)
minecraft.used.tuff_brick_stairs: #10, 233(2%)
minecraft.mined.bamboo_door: #10, 2(3%)
minecraft.crafted.lime_terracotta: #10, 360(3%)
minecraft.mined.tuff_wall: #10, 7(3%)
minecraft.used.iron_helmet: #10, 1(4%)
minecraft.used.red_dye: #10, 8(2%)
minecraft.used.brown_mushroom: #10, 42(2%)
minecraft.picked_up.pale_moss_block: #10, 406(2%)
minecraft.crafted.purple_dye: #10, 274(2%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #10, 63(2%)
minecraft.picked_up.firework_rocket: #11, 6092(4%)
minecraft.crafted.birch_fence: #10, 51(2%)
minecraft.used.deepslate_tile_stairs: #10, 181(2%)
minecraft.mined.acacia_sign: #10, 1(3%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #10, 22(2%)
minecraft.used.sweet_berries: #10, 253(2%)
minecraft.dropped.peony: #10, 7(2%)
minecraft.crafted.acacia_fence_gate: #10, 19(2%)
minecraft.mined.chiseled_tuff: #10, 26(2%)
minecraft.crafted.deepslate_bricks: #10, 580(2%)
minecraft.dropped.chiseled_tuff: #10, 6(3%)
minecraft.used.stripped_oak_log: #10, 70(2%)
minecraft.crafted.gold_block: #10, 111(2%)
minecraft.picked_up.rabbit: #10, 6(2%)
minecraft.picked_up.blue_wool: #10, 95(2%)
minecraft.used.polished_diorite: #10, 136(2%)
minecraft.used.light_gray_wool: #10, 161(2%)
minecraft.picked_up.pink_banner: #10, 2(2%)
minecraft.crafted.redstone_lamp: #10, 41(2%)
minecraft.crafted.cyan_stained_glass: #10, 160(2%)
minecraft.used.slime_block: #10, 187(1%)
minecraft.crafted.golden_carrot: #10, 2007(1%)
minecraft.dropped.chest: #10, 79(1%)
minecraft.mined.sea_pickle: #10, 36(1%)
minecraft.used.dark_oak_door: #10, 4(2%)
minecraft.picked_up.target: #10, 19(1%)
minecraft.dropped.golden_carrot: #11, 549(4%)
minecraft.mined.waxed_weathered_copper_bulb: #10, 7(2%)
minecraft.picked_up.crimson_sign: #10, 3(2%)
minecraft.picked_up.ghast_tear: #10, 22(1%)
minecraft.dropped.dark_oak_planks: #10, 21(1%)
minecraft.crafted.netherite_chestplate: #10, 1(2%)
minecraft.picked_up.yellow_wool: #10, 375(1%)
minecraft.picked_up.carrot_on_a_stick: #10, 1(3%)
minecraft.used.diorite: #10, 575(1%)
minecraft.picked_up.ochre_froglight: #10, 486(1%)
minecraft.crafted.warped_button: #10, 4(2%)
minecraft.used.pufferfish_bucket: #10, 3(2%)
minecraft.used.oak_wood: #10, 140(1%)
minecraft.used.deepslate_tile_slab: #10, 476(1%)
minecraft.mined.cherry_sapling: #10, 3(2%)
minecraft.mined.mossy_stone_bricks: #10, 57(1%)
minecraft.used.sandstone: #10, 226(1%)
minecraft.mined.cobbled_deepslate_wall: #10, 7(2%)
minecraft.picked_up.purple_wool: #10, 98(1%)
minecraft.dropped.crossbow: #10, 17(1%)
minecraft.used.exposed_copper_trapdoor: #10, 9(1%)
minecraft.picked_up.candle: #10, 17(1%)
minecraft.used.bamboo_fence: #10, 54(1%)
minecraft.used.smooth_basalt: #10, 202(1%)
minecraft.picked_up.waxed_weathered_copper_bulb: #10, 6(2%)
minecraft.used.acacia_sapling: #10, 204(1%)
minecraft.dropped.stone_pressure_plate: #10, 4(1%)
minecraft.picked_up.lead: #11, 365(4%)
minecraft.used.cobweb: #10, 53(1%)
minecraft.used.pale_oak_sign: #10, 13(1%)
minecraft.used.spore_blossom: #10, 4(1%)
minecraft.picked_up.leather_boots: #11, 26(4%)
minecraft.mined.orange_carpet: #10, 5(1%)
minecraft.used.red_tulip: #10, 2(2%)
minecraft.picked_up.orange_stained_glass_pane: #10, 10(1%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #10, 2(1%)
minecraft.crafted.red_wool: #10, 64(1%)
minecraft.mined.red_glazed_terracotta: #10, 4(1%)
minecraft.mined.chiseled_copper: #10, 2(1%)
minecraft.picked_up.green_wool: #10, 216(1%)
minecraft.picked_up.elytra: #11, 59(3%)
minecraft.picked_up.waxed_chiseled_copper: #10, 6(1%)
minecraft.picked_up.oak_wood: #10, 29(1%)
minecraft.picked_up.honey_block: #10, 147(1%)
minecraft.picked_up.nether_brick: #10, 36(1%)
minecraft.dropped.orange_tulip: #10, 6(1%)
minecraft.mined.acacia_fence_gate: #10, 1(1%)
minecraft.used.mossy_cobblestone_wall: #10, 7(1%)
minecraft.crafted.wooden_shovel: #10, 7(1%)
minecraft.dropped.red_tulip: #10, 5(1%)
minecraft.picked_up.red_banner: #10, 3(1%)
minecraft.dropped.yellow_wool: #10, 22(1%)
minecraft.used.acacia_hanging_sign: #10, 1(1%)
minecraft.mined.oak_wood: #10, 20(1%)
minecraft.used.pearlescent_froglight: #10, 135(1%)
minecraft.killed.creaking: #10, 2(1%)
minecraft.dropped.deepslate_iron_ore: #10, 4(1%)
minecraft.picked_up.yellow_stained_glass_pane: #10, 7(1%)
minecraft.crafted.crimson_sign: #10, 3(1%)
minecraft.picked_up.chiseled_copper: #10, 2(1%)
minecraft.crafted.nether_brick: #10, 65(1%)
minecraft.used.brain_coral_block: #10, 8(1%)
minecraft.picked_up.purple_stained_glass: #10, 14(1%)
minecraft.dropped.cobblestone_wall: #10, 3(1%)
minecraft.picked_up.stripped_jungle_wood: #10, 10(1%)
minecraft.picked_up.acacia_fence_gate: #10, 1(1%)
minecraft.used.snow: #10, 368(0%)
minecraft.crafted.tuff_stairs: #10, 4(1%)
minecraft.mined.diorite_wall: #10, 2(1%)
minecraft.mined.blue_terracotta: #10, 16(1%)
minecraft.used.mangrove_propagule: #10, 39(0%)
minecraft.crafted.light_blue_stained_glass: #10, 152(0%)
minecraft.used.stripped_jungle_wood: #10, 10(1%)
minecraft.mined.fire_coral_block: #10, 17(0%)
minecraft.crafted.pale_moss_carpet: #10, 51(1%)
minecraft.mined.light_blue_concrete_powder: #10, 2(0%)
minecraft.crafted.orange_carpet: #10, 21(0%)
minecraft.mined.fire_coral: #10, 3(0%)
minecraft.mined.snow: #10, 1657(0%)
minecraft.picked_up.polished_blackstone_pressure_plate: #10, 1(1%)
minecraft.used.horn_coral_block: #10, 3(0%)
minecraft.mined.prismarine: #10, 22(0%)
minecraft.picked_up.iron_block: #11, 2500(4%)
minecraft.used.raw_iron_block: #10, 3(0%)
minecraft.mined.waxed_weathered_cut_copper: #10, 1(0%)
minecraft.picked_up.waxed_weathered_cut_copper: #10, 1(0%)
minecraft.used.polished_tuff: #11, 1888(4%)
minecraft.killed.salmon: #11, 122(4%)
minecraft.used.wither_rose: #10, 2(0%)
minecraft.killed.evoker: #10, 5(0%)
minecraft.picked_up.iron_chestplate: #11, 10(4%)
minecraft.picked_up.tuff: #11, 12533(4%)
minecraft.crafted.diamond_axe: #11, 5(4%)
minecraft.mined.oak_log: #11, 3731(4%)
minecraft.crafted.stick: #11, 15800(3%)
minecraft.mined.acacia_log: #11, 1618(4%)
minecraft.crafted.diamond_helmet: #11, 4(4%)
minecraft.killed.wandering_trader: #11, 7(4%)
minecraft.picked_up.anvil: #11, 45(3%)
minecraft.mined.anvil: #11, 31(3%)
minecraft.mined.redstone_torch: #11, 66(3%)
minecraft.picked_up.chest: #11, 1004(3%)
minecraft.mined.furnace: #11, 96(3%)
minecraft.used.stone_stairs: #11, 249(3%)
minecraft.mined.glow_lichen: #11, 767(3%)
minecraft.used.furnace: #11, 166(3%)
minecraft.mined.lightning_rod: #11, 59(4%)
minecraft.picked_up.iron_nugget: #11, 303(3%)
minecraft.picked_up.soul_sand: #11, 888(3%)
minecraft.mined.dark_oak_log: #11, 2512(3%)
minecraft.dropped.andesite: #11, 786(3%)
minecraft.crafted.armor_stand: #11, 260(3%)
minecraft.picked_up.iron_trapdoor: #11, 72(3%)
minecraft.broken.shears: #11, 22(3%)
minecraft.dropped.deepslate: #11, 984(3%)
minecraft.used.cooked_salmon: #11, 130(3%)
minecraft.picked_up.dark_oak_slab: #11, 138(3%)
minecraft.mined.gold_ore: #11, 106(3%)
minecraft.dropped.pointed_dripstone: #11, 73(3%)
minecraft.crafted.lightning_rod: #11, 204(3%)
minecraft.picked_up.light_gray_carpet: #11, 42(3%)
minecraft.picked_up.black_concrete: #11, 523(3%)
minecraft.mined.carved_pumpkin: #11, 164(2%)
minecraft.dropped.bow: #11, 66(2%)
minecraft.picked_up.bamboo_sign: #11, 43(3%)
minecraft.dropped.spruce_log: #11, 128(3%)
minecraft.picked_up.crying_obsidian: #11, 134(3%)
minecraft.dropped.leather_chestplate: #11, 9(2%)
minecraft.dropped.written_book: #11, 7(3%)
minecraft.used.redstone_torch: #11, 341(2%)
minecraft.used.tuff_brick_slab: #11, 262(3%)
minecraft.used.damaged_anvil: #11, 5(3%)
minecraft.crafted.copper_trapdoor: #11, 440(3%)
minecraft.mined.redstone_wall_torch: #11, 33(2%)
minecraft.mined.poppy: #11, 158(2%)
minecraft.used.bamboo_planks: #11, 345(2%)
minecraft.picked_up.armor_stand: #11, 110(2%)
minecraft.used.bamboo_trapdoor: #11, 328(2%)
minecraft.mined.polished_andesite_stairs: #11, 13(2%)
minecraft.used.polished_deepslate: #11, 601(2%)
minecraft.mined.cobbled_deepslate: #11, 409(2%)
minecraft.picked_up.cherry_log: #11, 670(2%)
minecraft.picked_up.brown_mushroom: #11, 212(2%)
minecraft.picked_up.glass_bottle: #11, 689(2%)
minecraft.picked_up.enchanting_table: #11, 2(4%)
minecraft.dropped.wooden_sword: #11, 3(2%)
minecraft.used.potion: #11, 734(1%)
minecraft.mined.polished_basalt: #11, 32(2%)
minecraft.used.deepslate_bricks: #11, 773(2%)
minecraft.picked_up.white_terracotta: #11, 465(2%)
minecraft.used.copper_ore: #11, 660(2%)
minecraft.crafted.green_terracotta: #11, 336(2%)
minecraft.picked_up.smooth_stone_slab: #11, 261(2%)
minecraft.mined.budding_amethyst: #11, 8(2%)
minecraft.crafted.gray_dye: #11, 602(2%)
minecraft.picked_up.glow_lichen: #11, 851(2%)
minecraft.used.green_wool: #11, 199(2%)
minecraft.killed.cod: #11, 5(2%)
minecraft.picked_up.polished_deepslate_stairs: #11, 42(2%)
minecraft.picked_up.tuff_brick_stairs: #11, 40(2%)
minecraft.crafted.copper_grate: #11, 36(3%)
minecraft.used.iron_ore: #11, 161(1%)
minecraft.picked_up.sea_lantern: #11, 29(2%)
minecraft.used.brown_concrete_powder: #11, 130(2%)
minecraft.mined.stone_bricks: #11, 593(1%)
minecraft.crafted.smooth_sandstone: #11, 185(2%)
minecraft.picked_up.stripped_oak_log: #11, 120(1%)
minecraft.used.pink_tulip: #11, 5(2%)
minecraft.mined.green_terracotta: #11, 28(2%)
minecraft.used.candle: #11, 10(2%)
minecraft.mined.nether_sprouts: #11, 95(2%)
minecraft.picked_up.cooked_salmon: #11, 28(1%)
minecraft.mined.waxed_oxidized_cut_copper: #11, 72(2%)
minecraft.killed_by.skeleton: #11, 4(1%)
minecraft.killed.ravager: #11, 1(3%)
minecraft.used.dropper: #11, 97(1%)
minecraft.picked_up.mangrove_door: #11, 2(2%)
minecraft.crafted.oak_wood: #11, 153(2%)
minecraft.killed.rabbit: #11, 3(2%)
minecraft.picked_up.deepslate_tiles: #11, 200(1%)
minecraft.picked_up.waxed_oxidized_cut_copper: #11, 65(1%)
minecraft.dropped.oak_sapling: #11, 56(1%)
minecraft.crafted.hay_block: #11, 274(1%)
minecraft.crafted.netherite_helmet: #11, 1(2%)
minecraft.crafted.crafter: #11, 34(1%)
