stat, rank, value, (percentage) 
minecraft.crafted.written_book: #9, 6(2%)
minecraft.used.chiseled_stone_bricks: #9, 39(1%)
minecraft.picked_up.cut_sandstone: #9, 31(1%)
minecraft.picked_up.stone_button: #10, 143(5%)
minecraft.mined.smooth_stone: #9, 254(1%)
minecraft.picked_up.orange_banner: #9, 2(1%)
minecraft.mined.emerald_ore: #9, 10(1%)
minecraft.used.brain_coral_fan: #9, 6(1%)
minecraft.mined.blackstone_slab: #9, 8(1%)
minecraft.picked_up.pink_concrete: #9, 114(1%)
minecraft.dropped.light_gray_dye: #9, 3(1%)
minecraft.crafted.purple_wool: #9, 6(2%)
minecraft.picked_up.small_dripleaf: #9, 5(2%)
minecraft.picked_up.white_concrete_powder: #9, 541(1%)
minecraft.mined.chiseled_deepslate: #9, 8(1%)
minecraft.mined.stone_pressure_plate: #9, 18(1%)
minecraft.used.elytra: #10, 85(3%)
minecraft.picked_up.waxed_chiseled_copper: #9, 6(1%)
minecraft.used.big_dripleaf: #9, 16(1%)
minecraft.used.tube_coral_block: #9, 14(1%)
minecraft.dropped.glass: #9, 207(1%)
minecraft.dropped.acacia_planks: #9, 7(1%)
minecraft.dropped.pale_moss_block: #9, 7(1%)
minecraft.picked_up.yellow_banner: #9, 1(1%)
minecraft.dropped.gray_dye: #9, 3(1%)
minecraft.used.dark_prismarine_slab: #9, 23(1%)
minecraft.crafted.pink_concrete_powder: #9, 96(1%)
minecraft.mined.crimson_planks: #9, 9(1%)
minecraft.mined.blue_wool: #9, 7(1%)
minecraft.crafted.candle: #9, 126(1%)
minecraft.crafted.nether_brick_slab: #9, 6(1%)
minecraft.mined.brain_coral: #9, 5(1%)
minecraft.mined.peony: #10, 29(5%)
minecraft.mined.cave_vines_plant: #10, 18(5%)
minecraft.used.pale_oak_planks: #9, 32(1%)
minecraft.dropped.copper_ingot: #9, 30(1%)
minecraft.mined.sponge: #9, 66(1%)
minecraft.used.stripped_pale_oak_log: #9, 16(1%)
minecraft.dropped.polished_tuff_wall: #9, 2(1%)
minecraft.used.amethyst_cluster: #9, 11(0%)
minecraft.dropped.stripped_oak_log: #9, 1(1%)
minecraft.mined.fire_coral_wall_fan: #9, 11(0%)
minecraft.mined.cut_copper: #9, 3(1%)
minecraft.used.wet_sponge: #9, 66(1%)
minecraft.used.smooth_red_sandstone_slab: #9, 17(1%)
minecraft.picked_up.waxed_cut_copper: #9, 7(0%)
minecraft.dropped.glowstone_dust: #9, 16(0%)
minecraft.dropped.smooth_stone: #9, 75(0%)
minecraft.crafted.light_weighted_pressure_plate: #9, 1(0%)
minecraft.mined.dried_ghast: #9, 1(1%)
minecraft.mined.waxed_oxidized_chiseled_copper: #9, 1(0%)
minecraft.used.coal_block: #9, 34(0%)
minecraft.picked_up.blue_egg: #9, 1(0%)
minecraft.mined.lapis_ore: #10, 216(4%)
minecraft.crafted.crimson_slab: #9, 12(0%)
minecraft.picked_up.diamond_pickaxe: #10, 63(3%)
minecraft.mined.crimson_slab: #9, 1(0%)
minecraft.custom.interact_with_blast_furnace: #10, 173(4%)
minecraft.used.creaking_heart: #9, 3(0%)
minecraft.mined.smooth_red_sandstone_slab: #9, 1(0%)
minecraft.mined.iron_block: #10, 1614(4%)
minecraft.used.prismarine: #9, 9(0%)
minecraft.used.raw_gold_block: #9, 2(0%)
minecraft.killed.pillager: #9, 315(0%)
minecraft.mined.small_amethyst_bud: #9, 1(0%)
minecraft.picked_up.brick: #10, 835(4%)
minecraft.mined.granite: #10, 9466(4%)
minecraft.killed.glow_squid: #10, 25(4%)
minecraft.picked_up.comparator: #10, 182(4%)
minecraft.crafted.chest: #10, 2571(4%)
minecraft.used.powered_rail: #10, 910(4%)
minecraft.crafted.chain: #10, 703(4%)
minecraft.picked_up.string: #10, 2607(3%)
minecraft.crafted.hopper: #10, 965(3%)
minecraft.mined.ladder: #10, 84(3%)
minecraft.used.birch_log: #10, 443(3%)
minecraft.used.rotten_flesh: #10, 70(4%)
minecraft.used.white_bed: #10, 213(3%)
minecraft.mined.cocoa: #10, 72(3%)
minecraft.mined.dispenser: #10, 60(3%)
minecraft.mined.polished_diorite: #10, 24(3%)
minecraft.crafted.lime_shulker_box: #10, 5(4%)
minecraft.picked_up.oak_stairs: #10, 112(4%)
minecraft.crafted.oak_trapdoor: #10, 174(3%)
minecraft.used.pumpkin: #10, 187(3%)
minecraft.used.oak_button: #10, 22(3%)
minecraft.mined.carved_pumpkin: #10, 183(3%)
minecraft.used.oak_door: #10, 8(3%)
minecraft.picked_up.tuff_bricks: #10, 869(3%)
minecraft.mined.cyan_terracotta: #10, 242(3%)
minecraft.picked_up.cyan_bed: #10, 35(3%)
minecraft.picked_up.gray_shulker_box: #10, 160(3%)
minecraft.mined.gray_shulker_box: #10, 152(3%)
minecraft.dropped.carrot: #10, 934(2%)
minecraft.used.gray_shulker_box: #10, 150(3%)
minecraft.picked_up.pufferfish: #10, 107(3%)
minecraft.dropped.observer: #10, 32(4%)
minecraft.mined.tuff_bricks: #10, 778(2%)
minecraft.killed.slime: #10, 295(3%)
minecraft.used.coarse_dirt: #10, 1912(2%)
minecraft.dropped.white_dye: #10, 51(2%)
minecraft.dropped.potion: #10, 85(2%)
minecraft.crafted.oak_door: #10, 9(3%)
minecraft.mined.deepslate_gold_ore: #10, 557(2%)
minecraft.picked_up.kelp: #10, 1955(2%)
minecraft.used.iron_ore: #10, 230(2%)
minecraft.used.polished_deepslate_stairs: #10, 184(2%)
minecraft.mined.redstone_lamp: #10, 17(2%)
minecraft.used.cyan_bed: #10, 31(2%)
minecraft.killed.stray: #10, 89(3%)
minecraft.used.mace: #10, 340(2%)
minecraft.picked_up.white_terracotta: #10, 492(2%)
minecraft.picked_up.lily_pad: #10, 74(2%)
minecraft.dropped.moss_block: #10, 595(2%)
minecraft.mined.weeping_vines_plant: #10, 20(2%)
minecraft.used.spruce_wood: #10, 207(2%)
minecraft.picked_up.cobbled_deepslate_slab: #10, 118(2%)
minecraft.picked_up.blaze_powder: #10, 8(2%)
minecraft.crafted.white_stained_glass: #10, 832(2%)
minecraft.crafted.crimson_planks: #10, 352(2%)
minecraft.picked_up.polished_tuff_stairs: #10, 41(2%)
minecraft.used.lime_concrete_powder: #10, 248(2%)
minecraft.picked_up.light_blue_shulker_box: #10, 87(1%)
minecraft.mined.gray_stained_glass_pane: #10, 5(3%)
minecraft.used.light_blue_shulker_box: #10, 86(1%)
minecraft.used.music_disc_cat: #10, 2(2%)
minecraft.mined.light_blue_shulker_box: #10, 87(1%)
minecraft.picked_up.polished_granite: #10, 31(1%)
minecraft.mined.white_concrete_powder: #10, 31(2%)
minecraft.picked_up.waxed_copper_block: #10, 182(2%)
minecraft.dropped.iron_boots: #10, 12(1%)
minecraft.mined.waxed_copper_block: #10, 182(2%)
minecraft.picked_up.light_blue_concrete: #10, 311(2%)
minecraft.crafted.emerald_block: #10, 410(1%)
minecraft.dropped.bowl: #10, 5(2%)
minecraft.picked_up.goat_horn: #10, 10(1%)
minecraft.used.granite_stairs: #10, 11(2%)
minecraft.mined.waxed_oxidized_copper_grate: #10, 25(1%)
minecraft.used.mossy_cobblestone_stairs: #10, 9(2%)
minecraft.picked_up.light_gray_dye: #10, 12(1%)
minecraft.used.mangrove_wood: #10, 91(1%)
minecraft.dropped.oak_pressure_plate: #10, 1(2%)
minecraft.dropped.pale_moss_carpet: #10, 16(2%)
minecraft.picked_up.lava_bucket: #10, 8(1%)
minecraft.used.mushroom_stem: #10, 103(1%)
minecraft.mined.weeping_vines: #10, 11(2%)
minecraft.dropped.deepslate_diamond_ore: #10, 8(1%)
minecraft.crafted.cyan_wool: #10, 32(1%)
minecraft.used.cooked_cod: #10, 55(1%)
minecraft.crafted.sugar: #10, 125(1%)
minecraft.used.small_dripleaf: #10, 5(2%)
minecraft.mined.wet_sponge: #10, 170(1%)
minecraft.picked_up.oxeye_daisy: #10, 82(1%)
minecraft.dropped.flower_pot: #10, 4(1%)
minecraft.custom.sleep_in_bed: #11, 1555(4%)
minecraft.dropped.packed_ice: #10, 40(1%)
minecraft.used.smooth_sandstone_stairs: #10, 37(2%)
minecraft.picked_up.wooden_hoe: #10, 1(2%)
minecraft.mined.stripped_pale_oak_log: #10, 35(1%)
minecraft.picked_up.stripped_pale_oak_log: #10, 35(1%)
minecraft.used.ice: #10, 211(1%)
minecraft.picked_up.chiseled_deepslate: #10, 10(1%)
minecraft.used.light_blue_concrete_powder: #10, 237(1%)
minecraft.used.quartz_block: #10, 242(1%)
minecraft.killed_by.silverfish: #10, 1(2%)
minecraft.dropped.lily_of_the_valley: #10, 2(1%)
minecraft.mined.light_blue_stained_glass: #10, 29(1%)
minecraft.crafted.stone_hoe: #10, 2(1%)
minecraft.picked_up.sponge: #10, 116(1%)
minecraft.used.stripped_dark_oak_wood: #10, 23(1%)
minecraft.crafted.mud_brick_stairs: #10, 8(1%)
minecraft.dropped.emerald: #10, 277(1%)
minecraft.dropped.green_dye: #10, 24(1%)
minecraft.picked_up.mud_brick_stairs: #10, 5(1%)
minecraft.mined.ice: #10, 1779(1%)
minecraft.mined.lime_bed: #10, 3(1%)
minecraft.crafted.wind_charge: #10, 672(1%)
minecraft.picked_up.ice: #10, 1049(1%)
minecraft.dropped.light_gray_concrete_powder: #10, 16(1%)
minecraft.crafted.waxed_oxidized_cut_copper: #10, 16(1%)
minecraft.used.stone_pressure_plate: #10, 16(1%)
minecraft.used.crimson_trapdoor: #10, 15(1%)
minecraft.picked_up.blackstone_slab: #10, 9(1%)
minecraft.custom.sneak_time: #12, 4632911(4%)
minecraft.mined.brain_coral_fan: #10, 4(1%)
minecraft.used.light_blue_concrete: #10, 101(1%)
minecraft.mined.activator_rail: #10, 5(0%)
minecraft.picked_up.wildflowers: #10, 39(1%)
minecraft.used.magenta_concrete_powder: #10, 64(1%)
minecraft.crafted.crimson_trapdoor: #10, 10(1%)
minecraft.mined.tube_coral_wall_fan: #10, 9(0%)
minecraft.picked_up.written_book: #11, 25(4%)
minecraft.dropped.ghast_tear: #10, 3(0%)
minecraft.dropped.mangrove_log: #10, 10(1%)
minecraft.crafted.jungle_fence_gate: #10, 5(0%)
minecraft.dropped.bamboo_sign: #10, 5(1%)
minecraft.picked_up.cut_copper: #10, 3(1%)
minecraft.mined.wildflowers: #10, 3(0%)
minecraft.mined.polished_blackstone_wall: #10, 1(1%)
minecraft.used.purpur_block: #10, 35(0%)
minecraft.used.cherry_leaves: #10, 24(0%)
minecraft.used.pale_oak_leaves: #10, 6(0%)
minecraft.used.magenta_terracotta: #10, 7(0%)
minecraft.mined.suspicious_gravel: #10, 2(0%)
minecraft.picked_up.polished_blackstone_wall: #10, 1(0%)
minecraft.dropped.smooth_quartz: #10, 2(0%)
minecraft.dropped.dropper: #10, 1(0%)
minecraft.mined.netherrack: #11, 17705(4%)
minecraft.picked_up.crimson_slab: #10, 1(0%)
minecraft.dropped.sugar: #10, 28(0%)
minecraft.used.poppy: #10, 11(0%)
minecraft.picked_up.smooth_red_sandstone_slab: #10, 1(0%)
minecraft.used.activator_rail: #10, 9(0%)
minecraft.used.pale_oak_button: #10, 3(0%)
minecraft.used.cherry_slab: #10, 2(0%)
minecraft.crafted.jack_o_lantern: #10, 2(0%)
minecraft.crafted.pale_oak_fence_gate: #10, 1(0%)
minecraft.picked_up.light_blue_carpet: #10, 3(0%)
minecraft.mined.light_blue_carpet: #10, 3(0%)
minecraft.used.prismarine_wall: #10, 7(0%)
minecraft.mined.medium_amethyst_bud: #10, 1(0%)
minecraft.used.red_sandstone: #10, 1(0%)
minecraft.used.crimson_slab: #10, 2(0%)
minecraft.used.pitcher_pod: #10, 1(0%)
minecraft.picked_up.orange_concrete_powder: #10, 6(0%)
minecraft.dropped.rotten_flesh: #11, 4077(3%)
minecraft.mined.stone_button: #11, 55(4%)
minecraft.picked_up.diorite: #11, 9782(4%)
minecraft.mined.seagrass: #11, 287(3%)
minecraft.custom.player_kills: #11, 36(3%)
minecraft.used.ender_chest: #11, 579(3%)
minecraft.picked_up.birch_planks: #11, 237(3%)
minecraft.used.granite: #11, 931(3%)
minecraft.picked_up.stone_slab: #11, 471(3%)
minecraft.mined.cauldron: #11, 10(4%)
minecraft.picked_up.salmon: #11, 256(3%)
minecraft.crafted.book: #11, 271(3%)
minecraft.crafted.mossy_cobblestone: #11, 586(4%)
minecraft.custom.play_noteblock: #11, 151(3%)
minecraft.used.hay_block: #11, 69(3%)
minecraft.mined.ender_chest: #11, 514(3%)
minecraft.picked_up.stonecutter: #11, 47(3%)
minecraft.mined.grass_block: #11, 48015(3%)
minecraft.used.lava_bucket: #11, 145(3%)
minecraft.used.glowstone: #11, 241(3%)
minecraft.picked_up.bucket: #11, 98(3%)
minecraft.crafted.white_bed: #11, 17(3%)
minecraft.picked_up.oak_door: #11, 9(3%)
minecraft.picked_up.redstone_torch: #11, 240(2%)
minecraft.picked_up.bowl: #11, 16(3%)
minecraft.picked_up.smoker: #11, 4(3%)
minecraft.broken.iron_axe: #11, 2(3%)
minecraft.used.stone_button: #11, 187(2%)
minecraft.used.redstone_block: #11, 325(2%)
minecraft.mined.chiseled_tuff_bricks: #11, 115(2%)
minecraft.picked_up.yellow_shulker_box: #11, 116(2%)
minecraft.used.pointed_dripstone: #11, 283(2%)
minecraft.crafted.gold_ingot: #11, 4049(2%)
minecraft.mined.stone_slab: #11, 168(2%)
minecraft.crafted.name_tag: #11, 47(3%)
minecraft.picked_up.spruce_leaves: #11, 1009(2%)
minecraft.picked_up.smooth_sandstone: #11, 182(3%)
minecraft.used.melon_seeds: #11, 32(2%)
minecraft.crafted.oak_fence_gate: #11, 24(2%)
minecraft.used.sticky_piston: #11, 186(2%)
minecraft.crafted.spruce_wood: #11, 219(2%)
minecraft.mined.polished_deepslate_stairs: #11, 37(2%)
minecraft.mined.target: #11, 20(2%)
minecraft.used.birch_trapdoor: #11, 42(2%)
minecraft.used.moss_carpet: #11, 692(2%)
minecraft.used.golden_carrot: #12, 3275(4%)
minecraft.used.brown_dye: #11, 7(2%)
minecraft.crafted.cherry_planks: #11, 688(2%)
minecraft.picked_up.cobblestone: #11, 38049(2%)
minecraft.dropped.spyglass: #11, 2(2%)
minecraft.dropped.cocoa_beans: #11, 21(2%)
minecraft.picked_up.lectern: #11, 104(2%)
minecraft.dropped.diamond_hoe: #11, 1(2%)
minecraft.mined.lectern: #11, 99(2%)
minecraft.crafted.brown_wool: #11, 58(2%)
minecraft.dropped.tnt: #11, 54(2%)
minecraft.crafted.birch_fence: #11, 48(2%)
minecraft.crafted.birch_trapdoor: #11, 26(2%)
minecraft.picked_up.smooth_stone: #11, 807(1%)
minecraft.mined.bamboo_sign: #11, 4(2%)
minecraft.used.deepslate_diamond_ore: #11, 281(1%)
minecraft.used.light_gray_concrete: #11, 154(1%)
minecraft.dropped.azure_bluet: #11, 18(1%)
minecraft.dropped.shears: #11, 24(1%)
minecraft.used.brown_mushroom_block: #11, 140(2%)
minecraft.mined.crimson_trapdoor: #11, 7(2%)
minecraft.picked_up.seagrass: #11, 74(1%)
minecraft.crafted.blaze_powder: #11, 218(1%)
minecraft.used.warped_wart_block: #11, 35(2%)
minecraft.picked_up.crimson_stem: #11, 155(1%)
minecraft.picked_up.cactus: #11, 518(1%)
minecraft.mined.lime_stained_glass: #11, 12(2%)
minecraft.mined.crimson_stem: #11, 129(1%)
minecraft.dropped.birch_planks: #11, 48(1%)
minecraft.used.green_stained_glass_pane: #11, 41(2%)
minecraft.crafted.lime_concrete_powder: #11, 248(1%)
minecraft.picked_up.deepslate_diamond_ore: #11, 305(1%)
minecraft.used.cornflower: #11, 2(1%)
minecraft.crafted.pale_oak_slab: #11, 48(2%)
minecraft.mined.birch_leaves: #11, 1151(1%)
minecraft.used.green_concrete_powder: #11, 125(1%)
minecraft.picked_up.torchflower: #11, 19(1%)
minecraft.mined.smooth_sandstone: #11, 39(1%)
minecraft.used.diamond_helmet: #11, 2(1%)
minecraft.mined.mud_brick_stairs: #11, 5(2%)
minecraft.used.leaf_litter: #11, 135(1%)
minecraft.picked_up.nether_gold_ore: #11, 13(1%)
minecraft.picked_up.pale_oak_sign: #11, 3(1%)
minecraft.used.lead: #11, 1(1%)
minecraft.mined.waxed_weathered_copper_bulb: #11, 5(2%)
minecraft.picked_up.candle: #11, 16(1%)
minecraft.used.warped_planks: #11, 125(1%)
minecraft.used.white_tulip: #11, 2(1%)
minecraft.crafted.light_blue_concrete_powder: #11, 280(1%)
minecraft.picked_up.waxed_weathered_copper_bulb: #11, 5(2%)
minecraft.crafted.red_wool: #11, 62(1%)
minecraft.crafted.brown_dye: #11, 143(1%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #11, 8(1%)
minecraft.crafted.brewing_stand: #11, 11(1%)
minecraft.mined.twisting_vines_plant: #11, 4(1%)
minecraft.used.birch_leaves: #11, 567(1%)
minecraft.picked_up.turtle_egg: #11, 11(1%)
minecraft.dropped.mossy_cobblestone: #11, 22(1%)
minecraft.mined.lime_terracotta: #11, 19(1%)
minecraft.crafted.decorated_pot: #11, 66(1%)
minecraft.used.blackstone_stairs: #11, 13(1%)
minecraft.crafted.copper_door: #11, 3(1%)
minecraft.used.light_gray_stained_glass_pane: #11, 53(1%)
minecraft.used.jungle_fence_gate: #11, 7(1%)
minecraft.used.closed_eyeblossom: #11, 1(1%)
minecraft.dropped.cobbled_deepslate_slab: #11, 10(1%)
minecraft.mined.pale_oak_sapling: #11, 2(1%)
minecraft.picked_up.honey_block: #11, 114(0%)
minecraft.picked_up.brain_coral: #11, 5(1%)
minecraft.dropped.wooden_shovel: #11, 1(1%)
minecraft.used.pale_oak_slab: #11, 15(1%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #11, 6(1%)
minecraft.picked_up.red_sandstone: #11, 8(1%)
minecraft.crafted.nether_brick: #11, 64(1%)
minecraft.mined.oxidized_copper_bulb: #11, 2(1%)
minecraft.crafted.mangrove_fence_gate: #11, 3(1%)
minecraft.picked_up.tube_coral_block: #11, 22(1%)
minecraft.mined.stripped_mangrove_wood: #11, 4(1%)
minecraft.picked_up.light_blue_stained_glass: #11, 29(0%)
minecraft.picked_up.stripped_mangrove_wood: #11, 4(1%)
minecraft.dropped.barrel: #11, 2(0%)
minecraft.dropped.andesite_slab: #11, 3(1%)
minecraft.picked_up.oxidized_copper_bulb: #11, 2(0%)
minecraft.mined.turtle_egg: #11, 5(0%)
minecraft.crafted.magenta_concrete_powder: #11, 64(0%)
minecraft.mined.chiseled_sandstone: #11, 2(0%)
minecraft.crafted.lime_wool: #11, 14(0%)
minecraft.picked_up.lead: #12, 316(3%)
minecraft.picked_up.chiseled_sandstone: #11, 2(0%)
minecraft.mined.black_bed: #11, 2(0%)
minecraft.mined.waxed_cut_copper: #11, 5(0%)
minecraft.picked_up.wind_charge: #12, 696(4%)
minecraft.picked_up.stripped_crimson_stem: #11, 3(0%)
minecraft.used.blackstone_wall: #11, 1(0%)
minecraft.mined.light_blue_concrete_powder: #11, 1(0%)
minecraft.crafted.blackstone_wall: #11, 1(0%)
minecraft.crafted.light_gray_banner: #11, 1(0%)
minecraft.used.crying_obsidian: #11, 23(0%)
minecraft.used.magenta_stained_glass: #11, 6(0%)
minecraft.crafted.blue_stained_glass: #11, 8(0%)
minecraft.picked_up.waxed_oxidized_copper_trapdoor: #11, 1(0%)
minecraft.mined.waxed_oxidized_copper_trapdoor: #11, 1(0%)
minecraft.used.waxed_weathered_copper_bulb: #11, 1(0%)
minecraft.mined.black_terracotta: #11, 6(0%)
minecraft.picked_up.black_terracotta: #11, 6(0%)
minecraft.mined.pitcher_crop: #11, 1(0%)
minecraft.crafted.pale_oak_button: #11, 1(0%)
minecraft.picked_up.red_concrete_powder: #11, 3(0%)
minecraft.mined.bubble_coral_block: #11, 1(0%)
minecraft.used.light_blue_carpet: #11, 3(0%)
minecraft.used.waxed_chiseled_copper: #11, 1(0%)
minecraft.picked_up.quartz: #12, 2826(4%)
minecraft.picked_up.iron_block: #12, 2363(4%)
minecraft.dropped.carved_pumpkin: #12, 42(3%)
minecraft.used.netherrack: #12, 2360(3%)
minecraft.custom.fill_cauldron: #12, 33(3%)
minecraft.crafted.jungle_planks: #12, 3172(4%)
minecraft.used.spruce_slab: #12, 1712(3%)
minecraft.dropped.polished_tuff: #12, 40(4%)
minecraft.mined.pumpkin: #12, 1250(3%)
minecraft.picked_up.ender_chest: #12, 622(3%)
minecraft.used.piston: #12, 450(3%)
minecraft.mined.smooth_basalt: #12, 314(3%)
minecraft.mined.oxeye_daisy: #12, 41(3%)
minecraft.mined.stonecutter: #12, 43(3%)
minecraft.picked_up.spruce_log: #12, 6207(3%)
minecraft.picked_up.basalt: #12, 831(3%)
minecraft.mined.pointed_dripstone: #12, 181(3%)
minecraft.dropped.mace: #12, 4(3%)
minecraft.used.chiseled_tuff_bricks: #12, 400(2%)
minecraft.picked_up.wheat: #12, 4069(2%)
minecraft.picked_up.jungle_stairs: #12, 29(3%)
minecraft.killed.squid: #12, 148(2%)
minecraft.picked_up.deepslate_gold_ore: #12, 223(2%)
minecraft.picked_up.ink_sac: #12, 574(2%)
minecraft.mined.yellow_shulker_box: #12, 112(2%)
minecraft.mined.soul_soil: #12, 573(2%)
minecraft.mined.redstone_wall_torch: #12, 30(2%)
minecraft.used.yellow_shulker_box: #12, 112(2%)
minecraft.crafted.piston: #12, 359(2%)
minecraft.used.oak_planks: #12, 288(2%)
minecraft.used.bamboo: #12, 420(2%)
minecraft.picked_up.music_disc_13: #12, 8(2%)
minecraft.crafted.redstone_block: #12, 640(2%)
minecraft.picked_up.cod: #12, 299(1%)
minecraft.dropped.bucket: #12, 38(2%)
minecraft.mined.dropper: #12, 34(2%)
minecraft.mined.piston: #12, 78(2%)
minecraft.picked_up.writable_book: #12, 11(2%)
minecraft.mined.light_gray_concrete: #12, 208(2%)
minecraft.picked_up.brown_mushroom: #12, 175(2%)
minecraft.mined.attached_pumpkin_stem: #12, 6(2%)
minecraft.mined.polished_andesite: #12, 83(2%)
minecraft.broken.iron_pickaxe: #12, 3(2%)
minecraft.used.lime_terracotta: #12, 234(3%)
minecraft.crafted.observer: #12, 363(2%)
minecraft.picked_up.red_dye: #12, 25(1%)
minecraft.used.birch_button: #12, 5(2%)
minecraft.dropped.birch_sign: #12, 3(2%)
minecraft.mined.gray_carpet: #12, 37(2%)
minecraft.mined.black_stained_glass_pane: #12, 7(2%)
minecraft.mined.calibrated_sculk_sensor: #12, 3(2%)
minecraft.custom.mob_kills: #12, 95691(1%)
minecraft.mined.chiseled_tuff: #12, 22(1%)
minecraft.picked_up.cobblestone_wall: #12, 17(1%)
minecraft.picked_up.cocoa_beans: #12, 459(1%)
minecraft.used.clay: #12, 111(1%)
minecraft.mined.jungle_planks: #12, 42(1%)
minecraft.used.detector_rail: #12, 8(1%)
minecraft.used.baked_potato: #12, 80(1%)
minecraft.picked_up.guster_banner_pattern: #12, 1(2%)
minecraft.used.smithing_table: #12, 46(1%)
minecraft.used.light_gray_wool: #12, 122(1%)
minecraft.crafted.mangrove_wood: #12, 96(1%)
minecraft.mined.detector_rail: #12, 3(1%)
minecraft.used.smooth_quartz_slab: #12, 122(1%)
minecraft.picked_up.pitcher_plant: #12, 20(1%)
minecraft.used.blackstone: #12, 265(1%)
minecraft.picked_up.honey_bottle: #12, 17(1%)
minecraft.used.oak_pressure_plate: #12, 2(1%)
minecraft.crafted.red_dye: #12, 530(1%)
minecraft.picked_up.target: #12, 13(1%)
minecraft.dropped.melon_slice: #12, 210(1%)
minecraft.mined.jungle_sapling: #12, 2(1%)
minecraft.used.egg: #12, 275(1%)
minecraft.picked_up.green_concrete_powder: #12, 12(1%)
minecraft.crafted.quartz_block: #12, 785(1%)
minecraft.mined.lily_pad: #12, 27(1%)
minecraft.crafted.mangrove_sign: #12, 12(1%)
minecraft.picked_up.honeycomb: #12, 357(1%)
minecraft.mined.infested_deepslate: #12, 2(1%)
minecraft.picked_up.sugar: #12, 64(1%)
minecraft.crafted.light_gray_shulker_box: #12, 3(1%)
minecraft.crafted.glass_bottle: #12, 204(1%)
minecraft.picked_up.oxidized_copper_door: #12, 1(1%)
minecraft.crafted.tuff_bricks: #12, 109(1%)
minecraft.used.smooth_sandstone: #12, 157(1%)
minecraft.dropped.azalea: #12, 51(1%)
minecraft.dropped.mud: #12, 26(1%)
minecraft.picked_up.pale_moss_block: #12, 147(1%)
minecraft.mined.light_blue_terracotta: #12, 16(1%)
minecraft.picked_up.light_blue_terracotta: #12, 17(1%)
minecraft.crafted.moss_carpet: #12, 177(1%)
minecraft.dropped.oak_button: #12, 2(1%)
minecraft.crafted.cake: #12, 2(1%)
minecraft.mined.mossy_stone_bricks: #12, 30(1%)
minecraft.crafted.mud_brick_slab: #12, 24(1%)
minecraft.crafted.smooth_quartz_slab: #12, 18(1%)
minecraft.picked_up.lime_stained_glass: #12, 9(1%)
minecraft.mined.smooth_sandstone_stairs: #12, 5(1%)
minecraft.picked_up.lime_terracotta: #12, 18(1%)
minecraft.picked_up.lime_bed: #12, 2(1%)
minecraft.used.azure_bluet: #12, 5(1%)
minecraft.picked_up.chest_minecart: #12, 3(1%)
minecraft.mined.birch_slab: #12, 5(0%)
minecraft.mined.tube_coral_block: #12, 23(1%)
minecraft.used.pufferfish_bucket: #12, 1(1%)
minecraft.picked_up.deepslate_coal_ore: #12, 3(1%)
minecraft.used.cherry_log: #12, 23(0%)
minecraft.mined.deepslate_tile_stairs: #12, 7(0%)
minecraft.crafted.cut_copper: #12, 4(0%)
minecraft.dropped.pumpkin: #12, 92(0%)
minecraft.picked_up.black_bed: #12, 2(0%)
minecraft.used.black_bed: #12, 2(0%)
minecraft.mined.tall_dry_grass: #12, 2(0%)
minecraft.crafted.light_blue_shulker_box: #12, 1(0%)
minecraft.crafted.crimson_hyphae: #12, 3(0%)
minecraft.used.turtle_egg: #12, 2(0%)
minecraft.mined.magenta_terracotta: #12, 2(0%)
minecraft.dropped.honeycomb: #12, 27(0%)
minecraft.dropped.powered_rail: #12, 1(0%)
minecraft.used.polished_diorite_stairs: #12, 7(0%)
minecraft.used.torchflower: #12, 1(0%)
minecraft.used.cut_copper: #12, 4(0%)
minecraft.mined.light_gray_bed: #12, 3(0%)
minecraft.used.light_gray_bed: #12, 3(0%)
minecraft.used.mangrove_fence_gate: #12, 1(0%)
minecraft.dropped.deepslate_tile_slab: #12, 1(0%)
minecraft.used.crimson_hyphae: #12, 3(0%)
minecraft.mined.torchflower: #12, 2(0%)
minecraft.picked_up.resin_clump: #12, 36(0%)
minecraft.dropped.warped_wart_block: #12, 2(0%)
minecraft.crafted.pale_oak_wood: #12, 3(0%)
minecraft.mined.short_dry_grass: #12, 1(0%)
minecraft.crafted.polished_blackstone_slab: #12, 2(0%)
minecraft.used.resin_clump: #12, 7(0%)
minecraft.picked_up.bubble_coral_block: #12, 1(0%)
minecraft.used.prismarine_bricks: #12, 9(0%)
minecraft.picked_up.pink_concrete_powder: #12, 1(0%)
minecraft.crafted.spruce_stairs: #13, 552(4%)
minecraft.custom.inspect_hopper: #13, 2870(4%)
minecraft.mined.spruce_slab: #13, 363(3%)
minecraft.picked_up.white_shulker_box: #13, 239(3%)
minecraft.custom.time_since_death: #13, 1810212(2%)
minecraft.picked_up.tuff: #13, 10741(3%)
minecraft.mined.melon: #13, 916(3%)
minecraft.mined.white_shulker_box: #13, 209(3%)
minecraft.mined.jungle_log: #13, 1297(3%)
minecraft.picked_up.stone: #13, 114750(2%)
minecraft.used.white_shulker_box: #13, 229(3%)
minecraft.picked_up.powered_rail: #13, 349(3%)
minecraft.used.diamond_pickaxe: #13, 129141(2%)
minecraft.used.iron_block: #13, 1800(2%)
minecraft.mined.composter: #13, 53(2%)
