stat, rank, value, (percentage) 
minecraft.used.crimson_slab: #19, 9(0%)
minecraft.mined.brown_terracotta: #19, 26(0%)
minecraft.crafted.light_gray_wool: #19, 2(0%)
minecraft.dropped.chicken: #19, 6(0%)
minecraft.dropped.bamboo: #19, 6(0%)
minecraft.used.light_gray_carpet: #19, 3(0%)
minecraft.used.red_stained_glass: #19, 2(0%)
minecraft.crafted.polished_diorite: #19, 2(0%)
minecraft.mined.acacia_leaves: #19, 3(0%)
minecraft.picked_up.white_concrete_powder: #19, 3(0%)
minecraft.custom.fall_one_cm: #20, 4718848(2%)
minecraft.custom.open_barrel: #20, 3189(2%)
minecraft.custom.interact_with_anvil: #20, 194(1%)
minecraft.picked_up.diamond_sword: #20, 18(1%)
minecraft.picked_up.arrow: #20, 1101(1%)
minecraft.picked_up.diamond_axe: #20, 12(1%)
minecraft.crafted.wooden_pickaxe: #20, 1(2%)
minecraft.picked_up.diamond_shovel: #20, 11(1%)
minecraft.custom.interact_with_smithing_table: #20, 17(1%)
minecraft.picked_up.player_head: #20, 252(1%)
minecraft.picked_up.water_bucket: #20, 11(1%)
minecraft.used.iron_leggings: #20, 1(1%)
minecraft.picked_up.sweet_berries: #20, 269(1%)
minecraft.picked_up.smooth_basalt: #20, 238(1%)
minecraft.picked_up.stone_axe: #20, 1(1%)
minecraft.used.spruce_planks: #20, 568(1%)
minecraft.mined.redstone_ore: #20, 17(1%)
minecraft.used.enchanting_table: #20, 1(1%)
minecraft.picked_up.kelp: #20, 940(1%)
minecraft.picked_up.glowstone: #20, 113(1%)
minecraft.picked_up.golden_helmet: #20, 4(1%)
minecraft.picked_up.carved_pumpkin: #20, 128(0%)
minecraft.picked_up.totem_of_undying: #20, 13(1%)
minecraft.picked_up.sand: #20, 11410(1%)
minecraft.picked_up.flint: #20, 121(1%)
minecraft.used.lever: #20, 38(1%)
minecraft.mined.peony: #20, 2(1%)
minecraft.picked_up.polished_deepslate_slab: #20, 40(1%)
minecraft.picked_up.anvil: #20, 12(1%)
minecraft.mined.glowstone: #20, 47(1%)
minecraft.picked_up.deepslate_tiles: #20, 53(0%)
minecraft.picked_up.oak_planks: #20, 77(0%)
minecraft.picked_up.bamboo: #20, 1246(0%)
minecraft.crafted.black_dye: #20, 514(0%)
minecraft.mined.dark_oak_slab: #20, 13(0%)
minecraft.used.diamond_boots: #20, 1(1%)
minecraft.mined.kelp_plant: #20, 63(0%)
minecraft.used.cobblestone_slab: #20, 76(0%)
minecraft.used.diamond_leggings: #20, 1(0%)
minecraft.mined.flower_pot: #20, 1(0%)
minecraft.picked_up.leather_boots: #20, 6(0%)
minecraft.crafted.observer: #20, 87(0%)
minecraft.crafted.quartz_block: #20, 364(0%)
minecraft.dropped.shears: #20, 4(0%)
minecraft.crafted.iron_leggings: #20, 2(0%)
minecraft.used.jukebox: #20, 3(0%)
minecraft.mined.warped_nylium: #20, 23(0%)
minecraft.mined.deepslate_tiles: #20, 25(0%)
minecraft.crafted.polished_andesite_slab: #20, 24(0%)
minecraft.used.smooth_stone_slab: #20, 70(0%)
minecraft.picked_up.dark_prismarine: #20, 14(0%)
minecraft.picked_up.cod: #20, 12(0%)
minecraft.mined.bone_block: #20, 20(0%)
minecraft.mined.stone_slab: #20, 38(0%)
minecraft.dropped.rail: #20, 15(0%)
minecraft.dropped.golden_apple: #20, 1(0%)
minecraft.dropped.oak_slab: #20, 1(0%)
minecraft.picked_up.rooted_dirt: #20, 28(0%)
minecraft.mined.rooted_dirt: #20, 28(0%)
minecraft.picked_up.slime_block: #20, 31(0%)
minecraft.used.jungle_log: #20, 13(0%)
minecraft.dropped.iron_chestplate: #20, 1(0%)
minecraft.used.soul_sand: #20, 36(0%)
minecraft.used.bone_block: #20, 60(0%)
minecraft.crafted.white_stained_glass: #20, 64(0%)
minecraft.used.nether_wart_block: #20, 5(0%)
minecraft.picked_up.iron_axe: #20, 1(0%)
minecraft.used.azalea_leaves: #20, 39(0%)
minecraft.used.gray_carpet: #20, 51(0%)
minecraft.used.warped_planks: #20, 31(0%)
minecraft.crafted.mangrove_trapdoor: #20, 4(0%)
minecraft.used.magma_block: #20, 19(0%)
minecraft.picked_up.iron_trapdoor: #20, 1(0%)
minecraft.mined.gray_carpet: #20, 5(0%)
minecraft.used.green_terracotta: #20, 20(0%)
minecraft.used.trident: #20, 5(0%)
minecraft.used.orange_wool: #20, 2(0%)
minecraft.dropped.gold_ingot: #20, 2(0%)
minecraft.picked_up.black_concrete_powder: #20, 3(0%)
minecraft.killed.zombified_piglin: #20, 1(0%)
minecraft.picked_up.dirt: #21, 16155(1%)
minecraft.picked_up.chest: #21, 260(1%)
minecraft.crafted.diamond_axe: #21, 2(1%)
minecraft.custom.inspect_dispenser: #21, 229(1%)
minecraft.mined.fire: #21, 119(1%)
minecraft.used.spruce_boat: #21, 5(1%)
minecraft.picked_up.birch_planks: #21, 100(0%)
minecraft.crafted.lever: #21, 31(1%)
minecraft.mined.lever: #21, 7(0%)
minecraft.used.birch_sign: #21, 23(0%)
minecraft.picked_up.saddle: #21, 2(0%)
minecraft.mined.stone_button: #21, 4(0%)
minecraft.used.flint_and_steel: #21, 74(0%)
minecraft.picked_up.red_mushroom: #21, 39(0%)
minecraft.used.sweet_berries: #21, 67(0%)
minecraft.picked_up.iron_nugget: #21, 243(0%)
minecraft.crafted.birch_slab: #21, 36(0%)
minecraft.picked_up.stone_slab: #21, 68(0%)
minecraft.picked_up.bucket: #21, 6(0%)
minecraft.picked_up.honeycomb: #21, 30(0%)
minecraft.crafted.copper_ingot: #21, 283(0%)
minecraft.custom.minecart_one_cm: #21, 208218(0%)
minecraft.used.copper_block: #21, 142(0%)
minecraft.mined.oak_planks: #21, 39(0%)
minecraft.picked_up.iron_boots: #21, 2(0%)
minecraft.dropped.shulker_box: #21, 3(0%)
minecraft.crafted.cyan_dye: #21, 104(0%)
minecraft.mined.brown_mushroom_block: #21, 110(0%)
minecraft.picked_up.chorus_fruit: #21, 19(0%)
minecraft.used.lightning_rod: #21, 9(0%)
minecraft.used.cobblestone_wall: #21, 18(0%)
minecraft.used.honeycomb: #21, 23(0%)
minecraft.crafted.cyan_terracotta: #21, 112(0%)
minecraft.picked_up.jukebox: #21, 1(0%)
minecraft.mined.jukebox: #21, 1(0%)
minecraft.picked_up.white_dye: #21, 7(0%)
minecraft.picked_up.cobblestone_slab: #21, 20(0%)
minecraft.dropped.golden_boots: #21, 1(0%)
minecraft.picked_up.mushroom_stem: #21, 77(0%)
minecraft.crafted.stone_pressure_plate: #21, 5(0%)
minecraft.mined.stone_brick_wall: #21, 1(0%)
minecraft.crafted.warped_planks: #21, 140(0%)
minecraft.picked_up.vine: #21, 10(0%)
minecraft.picked_up.copper_block: #21, 11(0%)
minecraft.picked_up.bricks: #21, 11(0%)
minecraft.picked_up.bone_meal: #21, 222(0%)
minecraft.used.weathered_copper: #21, 1(0%)
minecraft.used.red_bed: #21, 1(0%)
minecraft.crafted.red_carpet: #21, 9(0%)
minecraft.used.cactus: #21, 2(0%)
minecraft.mined.weathered_copper: #21, 1(0%)
minecraft.picked_up.red_dye: #21, 1(0%)
minecraft.used.mossy_stone_bricks: #21, 1(0%)
minecraft.crafted.tnt: #21, 24(0%)
minecraft.picked_up.orange_terracotta: #21, 12(0%)
minecraft.crafted.lime_terracotta: #21, 8(0%)
minecraft.used.mangrove_leaves: #21, 1(0%)
minecraft.picked_up.bread: #21, 1(0%)
minecraft.custom.leave_game: #22, 497(1%)
minecraft.custom.interact_with_furnace: #22, 680(1%)
minecraft.picked_up.stone: #22, 31444(1%)
minecraft.killed_by.player: #22, 21(1%)
minecraft.mined.stone: #22, 45989(1%)
minecraft.picked_up.birch_log: #22, 1121(1%)
minecraft.used.cobblestone: #22, 770(1%)
minecraft.killed_by.creeper: #22, 1(1%)
minecraft.picked_up.apple: #22, 58(1%)
minecraft.used.shulker_box: #22, 452(1%)
minecraft.picked_up.leather_helmet: #22, 2(1%)
minecraft.picked_up.birch_sign: #22, 23(1%)
minecraft.crafted.barrel: #22, 49(1%)
minecraft.killed_by.ravager: #22, 8(1%)
minecraft.picked_up.spruce_boat: #22, 5(1%)
minecraft.crafted.white_dye: #22, 484(0%)
minecraft.picked_up.brown_mushroom: #22, 51(1%)
minecraft.used.dropper: #22, 38(0%)
minecraft.picked_up.shears: #22, 4(0%)
minecraft.used.oak_boat: #22, 4(0%)
minecraft.picked_up.dark_oak_sign: #22, 4(0%)
minecraft.picked_up.observer: #22, 40(0%)
minecraft.crafted.dropper: #22, 36(0%)
minecraft.picked_up.flint_and_steel: #22, 4(0%)
minecraft.mined.repeater: #22, 16(0%)
minecraft.picked_up.repeater: #22, 26(0%)
minecraft.crafted.stonecutter: #22, 4(0%)
minecraft.used.deepslate_tiles: #22, 206(0%)
minecraft.crafted.armor_stand: #22, 9(0%)
minecraft.picked_up.blue_concrete_powder: #22, 4(0%)
minecraft.picked_up.dropper: #22, 11(0%)
minecraft.used.granite: #22, 57(0%)
minecraft.dropped.birch_sapling: #22, 5(0%)
minecraft.picked_up.magma_block: #22, 102(0%)
minecraft.mined.magma_block: #22, 93(0%)
minecraft.used.glow_lichen: #22, 86(0%)
minecraft.picked_up.stone_button: #22, 10(0%)
minecraft.mined.birch_sapling: #22, 1(0%)
minecraft.mined.red_terracotta: #22, 66(0%)
minecraft.crafted.yellow_dye: #22, 83(0%)
minecraft.picked_up.glow_item_frame: #22, 3(0%)
minecraft.used.lava_bucket: #22, 15(0%)
minecraft.used.stone_button: #22, 24(0%)
minecraft.crafted.smooth_stone_slab: #22, 18(0%)
minecraft.crafted.stone_slab: #22, 52(0%)
minecraft.mined.piston: #22, 8(0%)
minecraft.picked_up.gray_wool: #22, 13(0%)
minecraft.crafted.gold_ingot: #22, 708(0%)
minecraft.picked_up.piston: #22, 9(0%)
minecraft.used.birch_sapling: #22, 16(0%)
minecraft.used.flowering_azalea_leaves: #22, 11(0%)
minecraft.custom.animals_bred: #22, 11(0%)
minecraft.used.emerald_block: #22, 14(0%)
minecraft.dropped.snow: #22, 8(0%)
minecraft.picked_up.warped_fungus: #22, 7(0%)
minecraft.used.mangrove_planks: #22, 3(0%)
minecraft.killed.salmon: #22, 1(0%)
minecraft.mined.hay_block: #22, 2(0%)
minecraft.mined.oxidized_copper: #22, 17(0%)
minecraft.picked_up.oxidized_copper: #22, 17(0%)
minecraft.picked_up.stone_brick_wall: #22, 1(0%)
minecraft.used.smooth_basalt: #22, 12(0%)
minecraft.mined.dripstone_block: #22, 5(0%)
minecraft.used.gray_wool: #22, 6(0%)
minecraft.crafted.jungle_planks: #22, 32(0%)
minecraft.picked_up.chiseled_stone_bricks: #22, 3(0%)
minecraft.picked_up.weathered_copper: #22, 1(0%)
minecraft.picked_up.crimson_nylium: #22, 7(0%)
minecraft.picked_up.cooked_chicken: #22, 1(0%)
minecraft.dropped.obsidian: #22, 1(0%)
minecraft.picked_up.acacia_sapling: #22, 1(0%)
minecraft.used.red_terracotta: #22, 2(0%)
minecraft.used.dirt: #23, 10153(1%)
minecraft.custom.damage_taken: #23, 103275(1%)
minecraft.custom.deaths: #23, 55(1%)
minecraft.used.diamond_pickaxe: #23, 55975(1%)
minecraft.picked_up.golden_carrot: #23, 243(1%)
minecraft.killed.player: #23, 13(1%)
minecraft.dropped.iron_shovel: #23, 1(1%)
minecraft.picked_up.shulker_box: #23, 437(1%)
minecraft.mined.shulker_box: #23, 433(1%)
minecraft.dropped.stone_axe: #23, 1(1%)
minecraft.used.stone: #23, 4762(1%)
minecraft.used.stone_axe: #23, 49(1%)
minecraft.dropped.golden_carrot: #23, 46(0%)
minecraft.custom.interact_with_beacon: #23, 6(1%)
minecraft.crafted.birch_planks: #23, 1304(0%)
minecraft.custom.horse_one_cm: #23, 262305(0%)
minecraft.used.elytra: #23, 4(0%)
minecraft.picked_up.rose_bush: #23, 140(0%)
minecraft.mined.shroomlight: #23, 18(0%)
minecraft.killed_by.warden: #23, 1(0%)
minecraft.picked_up.crimson_planks: #23, 16(0%)
minecraft.picked_up.firework_rocket: #23, 1225(0%)
minecraft.custom.inspect_dropper: #23, 81(0%)
minecraft.picked_up.golden_apple: #23, 3(0%)
minecraft.used.observer: #23, 79(0%)
minecraft.picked_up.shroomlight: #23, 17(0%)
minecraft.custom.interact_with_loom: #23, 2(0%)
minecraft.crafted.birch_sign: #23, 9(0%)
minecraft.used.diamond_sword: #23, 1820(0%)
minecraft.mined.coarse_dirt: #23, 40(0%)
minecraft.picked_up.lever: #23, 9(0%)
minecraft.dropped.golden_chestplate: #23, 1(0%)
minecraft.picked_up.basalt: #23, 423(0%)
minecraft.picked_up.dark_oak_fence: #23, 8(0%)
minecraft.picked_up.wooden_sword: #23, 2(0%)
minecraft.picked_up.oak_boat: #23, 2(0%)
minecraft.crafted.polished_andesite: #23, 84(0%)
minecraft.used.piston: #23, 24(0%)
minecraft.picked_up.red_terracotta: #23, 61(0%)
minecraft.mined.basalt: #23, 365(0%)
minecraft.crafted.crimson_planks: #23, 128(0%)
minecraft.crafted.stone_shovel: #23, 1(0%)
minecraft.picked_up.flower_pot: #23, 3(0%)
minecraft.dropped.glass_bottle: #23, 7(0%)
minecraft.used.pumpkin_pie: #23, 20(0%)
minecraft.crafted.stone_button: #23, 21(0%)
minecraft.used.basalt: #23, 51(0%)
minecraft.used.stone_brick_slab: #23, 15(0%)
minecraft.mined.nether_wart_block: #23, 24(0%)
minecraft.picked_up.emerald: #23, 72(0%)
minecraft.picked_up.nether_wart_block: #23, 26(0%)
minecraft.picked_up.hay_block: #23, 3(0%)
minecraft.picked_up.dripstone_block: #23, 7(0%)
minecraft.crafted.light_blue_dye: #23, 8(0%)
minecraft.used.stone_brick_wall: #23, 4(0%)
minecraft.mined.cactus: #23, 1(0%)
minecraft.picked_up.nether_bricks: #23, 8(0%)
minecraft.picked_up.gray_carpet: #23, 7(0%)
minecraft.picked_up.mud: #23, 17(0%)
minecraft.picked_up.light_gray_terracotta: #23, 3(0%)
minecraft.picked_up.light_gray_wool: #23, 2(0%)
minecraft.dropped.basalt: #23, 4(0%)
minecraft.mined.crimson_nylium: #23, 2(0%)
minecraft.mined.green_terracotta: #23, 1(0%)
minecraft.dropped.diamond: #24, 42(1%)
minecraft.crafted.stone_axe: #24, 1(1%)
minecraft.picked_up.iron_helmet: #24, 1(1%)
minecraft.used.diamond_shovel: #24, 17765(0%)
minecraft.used.wooden_pickaxe: #24, 3(1%)
minecraft.picked_up.oak_sapling: #24, 183(0%)
minecraft.mined.redstone_wire: #24, 72(0%)
minecraft.mined.birch_leaves: #24, 354(0%)
minecraft.mined.oak_leaves: #24, 486(0%)
minecraft.used.brewing_stand: #24, 2(0%)
minecraft.mined.observer: #24, 25(0%)
minecraft.mined.dropper: #24, 8(0%)
minecraft.mined.wheat: #24, 76(0%)
minecraft.picked_up.coarse_dirt: #24, 50(0%)
minecraft.used.flower_pot: #24, 5(0%)
minecraft.picked_up.bone_block: #24, 48(0%)
minecraft.picked_up.redstone_block: #24, 30(0%)
minecraft.mined.azalea_leaves: #24, 102(0%)
minecraft.picked_up.azalea_leaves: #24, 89(0%)
minecraft.crafted.light_gray_dye: #24, 30(0%)
minecraft.used.diamond_hoe: #24, 430(0%)
minecraft.used.stone_slab: #24, 64(0%)
minecraft.picked_up.glowstone_dust: #24, 12(0%)
minecraft.crafted.flower_pot: #24, 4(0%)
minecraft.picked_up.mangrove_log: #24, 16(0%)
minecraft.used.oak_sapling: #24, 20(0%)
minecraft.dropped.kelp: #24, 6(0%)
minecraft.mined.nether_bricks: #24, 8(0%)
minecraft.picked_up.glass_bottle: #24, 4(0%)
minecraft.picked_up.smooth_stone_slab: #24, 1(0%)
minecraft.mined.light_gray_terracotta: #24, 3(0%)
minecraft.mined.mud: #24, 18(0%)
minecraft.dropped.dark_oak_log: #24, 1(0%)
minecraft.picked_up.red_carpet: #24, 2(0%)
minecraft.picked_up.crimson_stem: #24, 3(0%)
minecraft.crafted.stone_brick_slab: #24, 2(0%)
minecraft.mined.quartz_block: #24, 1(0%)
minecraft.used.ice: #24, 2(0%)
minecraft.picked_up.quartz_block: #24, 1(0%)
minecraft.custom.sleep_in_bed: #25, 340(1%)
minecraft.picked_up.diamond_pickaxe: #25, 12(1%)
minecraft.used.shears: #25, 1729(1%)
minecraft.picked_up.cobblestone: #25, 7276(0%)
minecraft.killed_by.drowned: #25, 1(1%)
minecraft.custom.boat_one_cm: #25, 1691158(0%)
minecraft.crafted.oak_sign: #25, 9(0%)
minecraft.picked_up.pointed_dripstone: #25, 49(0%)
minecraft.picked_up.golden_leggings: #25, 1(0%)
minecraft.dropped.compass: #25, 5(0%)
minecraft.mined.lilac: #25, 1(0%)
minecraft.mined.flowering_azalea_leaves: #25, 40(0%)
minecraft.used.potion: #25, 7(0%)
minecraft.used.cyan_terracotta: #25, 62(0%)
minecraft.picked_up.salmon: #25, 2(0%)
minecraft.crafted.mangrove_planks: #25, 20(0%)
minecraft.crafted.shears: #25, 6(0%)
minecraft.used.glowstone: #25, 4(0%)
minecraft.picked_up.bookshelf: #25, 1(0%)
minecraft.mined.smooth_stone_slab: #25, 1(0%)
minecraft.mined.emerald_block: #25, 3(0%)
minecraft.picked_up.yellow_concrete: #25, 2(0%)
minecraft.used.mossy_cobblestone: #25, 2(0%)
minecraft.picked_up.emerald_block: #25, 3(0%)
minecraft.picked_up.lilac: #25, 1(0%)
minecraft.mined.ice: #25, 15(0%)
minecraft.used.quartz_block: #25, 1(0%)
minecraft.picked_up.cactus: #25, 1(0%)
minecraft.crafted.iron_boots: #26, 1(0%)
minecraft.used.iron_axe: #26, 89(0%)
minecraft.custom.pot_flower: #26, 4(0%)
minecraft.picked_up.compass: #26, 8(0%)
minecraft.mined.birch_log: #26, 232(0%)
minecraft.used.oak_sign: #26, 7(0%)
minecraft.custom.damage_resisted: #26, 199(0%)
minecraft.mined.azure_bluet: #26, 1(0%)
minecraft.mined.oak_wall_sign: #26, 1(0%)
minecraft.used.totem_of_undying: #26, 1(0%)
minecraft.used.crossbow: #26, 1(0%)
minecraft.used.oak_leaves: #26, 7(0%)
minecraft.mined.crimson_stem: #26, 2(0%)
minecraft.picked_up.crimson_roots: #26, 1(0%)
minecraft.crafted.iron_helmet: #27, 1(0%)
minecraft.dropped.water_bucket: #27, 1(0%)
minecraft.crafted.iron_chestplate: #27, 1(0%)
minecraft.picked_up.flowering_azalea_leaves: #27, 33(0%)
minecraft.picked_up.birch_sapling: #27, 24(0%)
minecraft.used.diorite: #27, 17(0%)
minecraft.used.light_blue_shulker_box: #27, 9(0%)
minecraft.mined.light_blue_shulker_box: #27, 7(0%)
minecraft.picked_up.oak_leaves: #27, 47(0%)
minecraft.crafted.note_block: #27, 2(0%)
minecraft.mined.white_terracotta: #27, 7(0%)
minecraft.picked_up.white_terracotta: #27, 6(0%)
minecraft.picked_up.green_terracotta: #27, 1(0%)
minecraft.picked_up.ice: #27, 5(0%)
minecraft.custom.player_kills: #28, 5(1%)
minecraft.dropped.carved_pumpkin: #28, 5(0%)
minecraft.picked_up.oak_sign: #28, 3(0%)
minecraft.picked_up.potion: #28, 2(0%)
minecraft.picked_up.light_blue_shulker_box: #28, 7(0%)
minecraft.picked_up.azure_bluet: #28, 1(0%)
minecraft.mined.powder_snow: #29, 10(1%)
minecraft.used.diamond_axe: #29, 1054(0%)
minecraft.used.iron_shovel: #29, 48(0%)
minecraft.crafted.iron_shovel: #30, 1(0%)
minecraft.picked_up.snowball: #31, 43(0%)
minecraft.custom.time_since_rest: #52, 7650(0%)
minecraft.custom.time_since_death: #60, 7546(0%)
