stat, rank, value, (percentage) 
minecraft.used.stone_slab: #10, 1893(2%)
minecraft.mined.dark_oak_wall_sign: #10, 13(3%)
minecraft.dropped.raw_iron: #10, 51(2%)
minecraft.used.white_wool: #10, 709(2%)
minecraft.picked_up.netherite_leggings: #10, 11(3%)
minecraft.crafted.ender_chest: #10, 22(2%)
minecraft.picked_up.dark_oak_button: #10, 23(3%)
minecraft.picked_up.powered_rail: #10, 312(2%)
minecraft.mined.oak_stairs: #10, 34(2%)
minecraft.custom.walk_on_water_one_cm: #12, 5090415(4%)
minecraft.crafted.shulker_box: #10, 278(2%)
minecraft.mined.warped_wart_block: #10, 1214(2%)
minecraft.used.comparator: #10, 232(2%)
minecraft.dropped.wheat: #10, 68(2%)
minecraft.picked_up.brown_mushroom_block: #10, 1121(3%)
minecraft.picked_up.purpur_block: #10, 108(2%)
minecraft.used.pearlescent_froglight: #10, 111(2%)
minecraft.picked_up.elytra: #11, 65(4%)
minecraft.dropped.repeater: #10, 31(3%)
minecraft.picked_up.chainmail_helmet: #10, 3(2%)
minecraft.crafted.observer: #10, 445(2%)
minecraft.picked_up.wooden_sword: #10, 20(2%)
minecraft.crafted.tripwire_hook: #10, 46(2%)
minecraft.mined.mossy_cobblestone_slab: #10, 6(2%)
minecraft.crafted.mangrove_trapdoor: #10, 76(2%)
minecraft.crafted.slime_ball: #10, 672(2%)
minecraft.picked_up.stripped_dark_oak_log: #10, 130(2%)
minecraft.mined.stripped_dark_oak_log: #10, 130(2%)
minecraft.crafted.yellow_concrete_powder: #10, 488(2%)
minecraft.custom.trigger_trapped_chest: #10, 15(2%)
minecraft.crafted.sticky_piston: #10, 234(2%)
minecraft.used.weathered_copper: #10, 24(2%)
minecraft.used.glow_item_frame: #10, 47(2%)
minecraft.crafted.oak_pressure_plate: #10, 3(2%)
minecraft.dropped.oak_trapdoor: #10, 7(3%)
minecraft.picked_up.axolotl_bucket: #10, 3(2%)
minecraft.picked_up.glow_item_frame: #10, 28(2%)
minecraft.dropped.chainmail_helmet: #10, 3(2%)
minecraft.used.stripped_spruce_log: #10, 159(2%)
minecraft.mined.dark_oak_fence_gate: #10, 7(3%)
minecraft.picked_up.netherite_sword: #10, 6(2%)
minecraft.crafted.yellow_terracotta: #10, 260(2%)
minecraft.crafted.brick: #10, 1850(1%)
minecraft.dropped.deepslate_redstone_ore: #10, 9(3%)
minecraft.used.cartography_table: #10, 5(2%)
minecraft.mined.mangrove_trapdoor: #10, 34(2%)
minecraft.used.music_disc_cat: #10, 5(2%)
minecraft.mined.grass: #11, 2968(4%)
minecraft.used.tinted_glass: #10, 796(2%)
minecraft.picked_up.music_disc_mellohi: #10, 2(3%)
minecraft.picked_up.oak_fence_gate: #10, 4(2%)
minecraft.dropped.tripwire_hook: #10, 2(3%)
minecraft.mined.tube_coral_wall_fan: #10, 37(2%)
minecraft.mined.cracked_stone_bricks: #10, 49(2%)
minecraft.mined.cut_copper: #10, 10(2%)
minecraft.dropped.flowering_azalea: #10, 12(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #10, 5(2%)
minecraft.mined.comparator: #10, 28(1%)
minecraft.picked_up.netherite_shovel: #10, 5(2%)
minecraft.dropped.item_frame: #10, 5(1%)
minecraft.mined.twisting_vines_plant: #10, 10(2%)
minecraft.custom.pot_flower: #11, 72(5%)
minecraft.crafted.oxidized_cut_copper: #10, 44(2%)
minecraft.crafted.light_blue_concrete_powder: #10, 128(2%)
minecraft.mined.mossy_stone_brick_slab: #10, 2(2%)
minecraft.used.red_dye: #10, 8(1%)
minecraft.dropped.azalea_leaves: #10, 55(2%)
minecraft.picked_up.oak_slab: #11, 134(5%)
minecraft.mined.dark_oak_button: #10, 3(2%)
minecraft.crafted.soul_torch: #10, 132(1%)
minecraft.picked_up.birch_wood: #10, 8(2%)
minecraft.used.quartz_slab: #10, 160(1%)
minecraft.mined.cobbled_deepslate_slab: #10, 85(1%)
minecraft.crafted.deepslate_brick_slab: #10, 50(1%)
minecraft.picked_up.cocoa_beans: #10, 323(1%)
minecraft.used.string: #10, 300(1%)
minecraft.used.birch_fence_gate: #10, 18(2%)
minecraft.dropped.gray_carpet: #10, 16(2%)
minecraft.mined.mossy_stone_brick_stairs: #10, 2(2%)
minecraft.used.diamond_shovel: #11, 146205(4%)
minecraft.mined.cherry_log: #10, 109(1%)
minecraft.crafted.orange_concrete_powder: #10, 320(2%)
minecraft.mined.brown_carpet: #10, 25(2%)
minecraft.picked_up.jungle_boat: #10, 2(2%)
minecraft.crafted.orange_terracotta: #10, 96(2%)
minecraft.used.warped_slab: #10, 126(1%)
minecraft.used.verdant_froglight: #10, 81(1%)
minecraft.dropped.chainmail_boots: #10, 2(1%)
minecraft.mined.stripped_bamboo_block: #10, 6(2%)
minecraft.picked_up.stripped_bamboo_block: #10, 6(2%)
minecraft.broken.iron_pickaxe: #11, 10(4%)
minecraft.dropped.netherrack: #10, 4007(1%)
minecraft.picked_up.quartz_pillar: #10, 26(1%)
minecraft.used.cocoa_beans: #10, 83(1%)
minecraft.picked_up.cyan_carpet: #10, 28(1%)
minecraft.used.ladder: #11, 347(4%)
minecraft.crafted.quartz_pillar: #10, 208(1%)
minecraft.mined.lime_stained_glass: #10, 31(1%)
minecraft.picked_up.barrel: #11, 149(4%)
minecraft.dropped.raw_copper: #10, 73(1%)
minecraft.dropped.armor_stand: #10, 2(1%)
minecraft.mined.spruce_sign: #11, 5(5%)
minecraft.mined.warped_slab: #10, 22(1%)
minecraft.crafted.gold_nugget: #10, 655(1%)
minecraft.dropped.pufferfish: #10, 1(1%)
minecraft.picked_up.magenta_stained_glass: #10, 15(1%)
minecraft.dropped.deepslate_iron_ore: #10, 3(1%)
minecraft.crafted.chest: #11, 2468(3%)
minecraft.crafted.snow: #10, 252(1%)
minecraft.crafted.acacia_door: #10, 3(1%)
minecraft.mined.soul_campfire: #10, 1(1%)
minecraft.picked_up.purple_bed: #10, 6(1%)
minecraft.used.ancient_debris: #10, 2(1%)
minecraft.dropped.gray_wool: #10, 15(1%)
minecraft.used.polished_blackstone_bricks: #10, 323(0%)
minecraft.picked_up.diamond_shovel: #11, 33(3%)
minecraft.killed.warden: #10, 1(1%)
minecraft.crafted.red_banner: #10, 14(1%)
minecraft.crafted.cooked_salmon: #10, 6(1%)
minecraft.mined.granite_slab: #10, 7(1%)
minecraft.picked_up.stripped_mangrove_wood: #10, 5(1%)
minecraft.used.torchflower: #10, 1(1%)
minecraft.dropped.light_gray_stained_glass: #10, 4(1%)
minecraft.used.tube_coral_fan: #10, 4(1%)
minecraft.used.lime_wool: #10, 26(0%)
minecraft.dropped.name_tag: #10, 3(0%)
minecraft.crafted.sandstone_stairs: #10, 4(1%)
minecraft.dropped.acacia_sign: #10, 1(1%)
minecraft.used.fire_coral: #10, 1(1%)
minecraft.dropped.polished_blackstone_bricks: #10, 21(0%)
minecraft.picked_up.powder_snow_bucket: #10, 3(0%)
minecraft.dropped.redstone_lamp: #10, 1(1%)
minecraft.dropped.acacia_leaves: #10, 5(1%)
minecraft.used.fire_coral_fan: #10, 2(0%)
minecraft.crafted.yellow_carpet: #10, 45(0%)
minecraft.dropped.map: #10, 2(0%)
minecraft.dropped.brown_mushroom_block: #10, 10(0%)
minecraft.crafted.chiseled_quartz_block: #10, 3(0%)
minecraft.picked_up.cornflower: #10, 111(0%)
minecraft.mined.black_carpet: #10, 27(0%)
minecraft.picked_up.light_gray_carpet: #10, 29(0%)
minecraft.used.blue_stained_glass_pane: #10, 1(0%)
minecraft.dropped.deepslate_brick_wall: #10, 3(0%)
minecraft.mined.dark_oak_trapdoor: #11, 80(4%)
minecraft.used.weeping_vines: #10, 2(0%)
minecraft.used.blue_carpet: #10, 6(0%)
minecraft.crafted.crimson_sign: #10, 6(0%)
minecraft.crafted.mangrove_pressure_plate: #10, 1(0%)
minecraft.dropped.peony: #10, 2(0%)
minecraft.mined.black_terracotta: #10, 11(0%)
minecraft.mined.exposed_cut_copper_stairs: #10, 1(0%)
minecraft.dropped.crying_obsidian: #10, 4(0%)
minecraft.used.smooth_sandstone_slab: #10, 11(0%)
minecraft.mined.pink_bed: #10, 1(0%)
minecraft.dropped.birch_slab: #10, 1(0%)
minecraft.used.gray_terracotta: #10, 31(0%)
minecraft.dropped.cactus: #10, 14(0%)
minecraft.used.black_carpet: #10, 88(0%)
minecraft.killed.wither_skeleton: #10, 65(0%)
minecraft.crafted.pink_carpet: #10, 6(0%)
minecraft.dropped.prismarine_shard: #10, 5(0%)
minecraft.crafted.quartz_bricks: #10, 1(0%)
minecraft.used.pink_carpet: #10, 5(0%)
minecraft.picked_up.orange_concrete_powder: #10, 2(0%)
minecraft.picked_up.pink_carpet: #10, 4(0%)
minecraft.dropped.green_dye: #10, 3(0%)
minecraft.dropped.emerald_block: #10, 1(0%)
minecraft.used.light_blue_carpet: #10, 2(0%)
minecraft.mined.prismarine_brick_slab: #10, 1(0%)
minecraft.picked_up.item_frame: #11, 189(3%)
minecraft.mined.deepslate_redstone_ore: #11, 1177(3%)
minecraft.picked_up.composter: #11, 67(3%)
minecraft.picked_up.honey_block: #11, 129(3%)
minecraft.crafted.rail: #11, 1200(3%)
minecraft.used.lava_bucket: #11, 333(3%)
minecraft.used.lead: #11, 3(4%)
minecraft.crafted.oak_hanging_sign: #11, 6(7%)
minecraft.used.deepslate_redstone_ore: #11, 256(3%)
minecraft.picked_up.white_bed: #11, 65(3%)
minecraft.crafted.netherite_axe: #11, 1(6%)
minecraft.picked_up.repeater: #11, 225(3%)
minecraft.used.glow_berries: #11, 104(2%)
minecraft.picked_up.leather_leggings: #11, 13(3%)
minecraft.mined.bone_block: #11, 213(3%)
minecraft.picked_up.written_book: #11, 15(2%)
minecraft.crafted.cyan_dye: #11, 1128(3%)
minecraft.dropped.diorite: #11, 591(2%)
minecraft.crafted.dark_oak_stairs: #11, 308(2%)
minecraft.crafted.composter: #11, 133(3%)
minecraft.picked_up.glowstone: #11, 306(2%)
minecraft.mined.oak_leaves: #11, 2630(2%)
minecraft.used.redstone_torch: #11, 324(2%)
minecraft.picked_up.crimson_trapdoor: #11, 19(3%)
minecraft.picked_up.deepslate_lapis_ore: #11, 60(3%)
minecraft.picked_up.shears: #11, 23(2%)
minecraft.picked_up.oxidized_copper: #11, 769(2%)
minecraft.picked_up.dark_oak_trapdoor: #11, 97(2%)
minecraft.crafted.ender_eye: #11, 32(2%)
minecraft.killed.cow: #11, 132(2%)
minecraft.mined.red_terracotta: #11, 826(2%)
minecraft.mined.cauldron: #11, 10(3%)
minecraft.dropped.iron_sword: #11, 5(3%)
minecraft.picked_up.pearlescent_froglight: #11, 51(2%)
minecraft.picked_up.anvil: #11, 44(2%)
minecraft.crafted.furnace: #12, 181(4%)
minecraft.custom.inspect_dropper: #11, 526(1%)
minecraft.picked_up.lantern: #11, 123(2%)
minecraft.crafted.redstone: #11, 6645(2%)
minecraft.used.netherite_pickaxe: #11, 118353(2%)
minecraft.dropped.podzol: #11, 13(3%)
minecraft.mined.sunflower: #11, 10(2%)
minecraft.mined.spruce_planks: #11, 372(2%)
minecraft.mined.oak_planks: #11, 247(2%)
minecraft.crafted.copper_ingot: #11, 1585(2%)
minecraft.mined.bamboo_sapling: #11, 4(2%)
minecraft.dropped.diamond_block: #11, 48(2%)
minecraft.crafted.comparator: #11, 230(2%)
minecraft.crafted.shears: #11, 176(2%)
minecraft.mined.tall_seagrass: #11, 95(2%)
minecraft.used.note_block: #11, 84(2%)
minecraft.crafted.powered_rail: #11, 574(2%)
minecraft.dropped.potion: #11, 45(2%)
minecraft.picked_up.mangrove_slab: #11, 36(2%)
minecraft.crafted.note_block: #11, 85(2%)
minecraft.used.honey_block: #11, 158(2%)
minecraft.used.vine: #11, 20(2%)
minecraft.used.smooth_quartz: #11, 436(1%)
minecraft.used.chorus_fruit: #11, 6(2%)
minecraft.mined.gray_stained_glass: #11, 16(2%)
minecraft.mined.cartography_table: #11, 3(2%)
minecraft.mined.jukebox: #11, 8(1%)
minecraft.picked_up.seagrass: #11, 60(2%)
minecraft.mined.orange_wool: #11, 33(2%)
minecraft.picked_up.firework_rocket: #11, 4487(1%)
minecraft.mined.smithing_table: #11, 5(1%)
minecraft.crafted.deepslate_bricks: #11, 501(1%)
minecraft.dropped.golden_helmet: #11, 7(1%)
minecraft.picked_up.mossy_stone_bricks: #11, 24(1%)
minecraft.used.target: #11, 32(1%)
minecraft.used.bread: #11, 93(1%)
minecraft.used.stone_button: #11, 180(1%)
minecraft.dropped.diamond_pickaxe: #12, 14(3%)
minecraft.crafted.warped_stairs: #11, 92(1%)
minecraft.picked_up.cherry_log: #11, 107(1%)
minecraft.killed.cod: #11, 14(1%)
minecraft.used.deepslate_copper_ore: #11, 14(1%)
minecraft.used.jukebox: #11, 8(1%)
minecraft.crafted.black_wool: #11, 233(1%)
minecraft.picked_up.mangrove_trapdoor: #11, 24(1%)
minecraft.used.dragon_head: #11, 1(2%)
minecraft.picked_up.cobbled_deepslate_slab: #11, 97(1%)
minecraft.dropped.gold_ore: #11, 2(2%)
minecraft.used.birch_slab: #11, 49(1%)
minecraft.used.cod_bucket: #11, 1(2%)
minecraft.dropped.white_bed: #11, 2(1%)
minecraft.dropped.chorus_fruit: #11, 27(1%)
minecraft.picked_up.lime_concrete_powder: #11, 8(1%)
minecraft.mined.verdant_froglight: #11, 21(1%)
minecraft.used.stripped_dark_oak_log: #11, 44(1%)
minecraft.dropped.stone_sword: #11, 7(1%)
minecraft.dropped.big_dripleaf: #11, 5(1%)
minecraft.crafted.white_carpet: #11, 199(1%)
minecraft.mined.birch_fence_gate: #11, 2(1%)
minecraft.dropped.feather: #11, 34(1%)
minecraft.used.shulker_box: #12, 2640(4%)
minecraft.picked_up.hanging_roots: #11, 29(1%)
minecraft.mined.lime_terracotta: #11, 57(1%)
minecraft.crafted.deepslate_brick_wall: #11, 7(1%)
minecraft.crafted.deepslate_tiles: #11, 137(1%)
minecraft.picked_up.red_stained_glass: #11, 42(1%)
minecraft.used.light_gray_wool: #11, 229(1%)
minecraft.picked_up.diamond: #12, 1244(3%)
minecraft.crafted.mossy_cobblestone_stairs: #11, 4(1%)
minecraft.used.mangrove_log: #11, 100(1%)
minecraft.crafted.bamboo_raft: #11, 1(1%)
minecraft.used.oak_hanging_sign: #11, 1(1%)
minecraft.dropped.melon_seeds: #11, 1(1%)
minecraft.picked_up.lime_stained_glass: #11, 32(1%)
minecraft.mined.lime_wool: #11, 8(1%)
minecraft.used.chest: #12, 1300(3%)
minecraft.picked_up.warped_slab: #11, 24(1%)
minecraft.picked_up.music_disc_far: #11, 1(1%)
minecraft.used.cyan_shulker_box: #12, 311(3%)
minecraft.crafted.jungle_fence_gate: #11, 3(1%)
minecraft.picked_up.polished_diorite_stairs: #11, 3(1%)
minecraft.picked_up.gray_stained_glass_pane: #11, 7(1%)
minecraft.mined.jungle_fence: #11, 1(1%)
minecraft.used.twisting_vines: #11, 6(1%)
minecraft.used.magenta_wool: #11, 25(1%)
minecraft.picked_up.gray_carpet: #11, 102(0%)
minecraft.picked_up.green_stained_glass: #11, 12(0%)
minecraft.picked_up.birch_fence_gate: #11, 2(0%)
minecraft.crafted.crimson_button: #11, 1(1%)
minecraft.killed.creeper: #11, 184(0%)
minecraft.dropped.tnt: #11, 155(0%)
minecraft.used.pitcher_plant: #11, 1(1%)
minecraft.dropped.allium: #11, 1(1%)
minecraft.dropped.white_carpet: #11, 4(0%)
minecraft.dropped.blackstone: #11, 94(0%)
minecraft.used.coal_ore: #12, 950(4%)
minecraft.crafted.crimson_hyphae: #11, 18(0%)
minecraft.crafted.candle: #11, 107(0%)
minecraft.dropped.potato: #11, 8(0%)
minecraft.used.muddy_mangrove_roots: #11, 5(0%)
minecraft.mined.light_gray_bed: #11, 4(0%)
minecraft.crafted.sugar: #11, 57(0%)
minecraft.dropped.light_gray_carpet: #11, 2(0%)
minecraft.picked_up.granite: #12, 7687(3%)
minecraft.dropped.dark_oak_slab: #11, 7(0%)
minecraft.crafted.slime_block: #11, 91(0%)
minecraft.picked_up.diamond_boots: #12, 27(3%)
minecraft.used.yellow_carpet: #11, 21(0%)
minecraft.mined.hanging_roots: #11, 7(0%)
minecraft.picked_up.map: #11, 2(0%)
minecraft.picked_up.dark_oak_planks: #12, 595(3%)
minecraft.mined.black_concrete_powder: #11, 11(0%)
minecraft.picked_up.sandstone_slab: #11, 2(0%)
minecraft.crafted.crimson_pressure_plate: #11, 1(0%)
minecraft.dropped.nether_brick: #11, 2(0%)
minecraft.crafted.purple_carpet: #11, 3(0%)
minecraft.picked_up.yellow_carpet: #11, 6(0%)
minecraft.used.crimson_hyphae: #11, 2(0%)
minecraft.dropped.melon_slice: #11, 3(0%)
minecraft.crafted.packed_ice: #11, 2(0%)
minecraft.picked_up.prismarine_brick_slab: #11, 1(0%)
minecraft.used.netherite_hoe: #11, 14(0%)
minecraft.picked_up.oak_sign: #12, 75(3%)
minecraft.picked_up.lever: #12, 147(3%)
minecraft.picked_up.diamond_leggings: #12, 26(3%)
minecraft.crafted.iron_ingot: #12, 16259(3%)
minecraft.picked_up.spruce_stairs: #12, 175(3%)
minecraft.picked_up.spruce_sign: #12, 44(3%)
minecraft.picked_up.andesite: #12, 7771(3%)
minecraft.picked_up.coal_ore: #12, 1490(3%)
minecraft.picked_up.chain: #12, 148(3%)
minecraft.mined.blackstone: #12, 4715(3%)
minecraft.used.oak_boat: #12, 34(3%)
minecraft.picked_up.cyan_shulker_box: #12, 188(3%)
minecraft.picked_up.iron_sword: #12, 8(3%)
minecraft.custom.interact_with_smithing_table: #12, 41(2%)
minecraft.mined.player_head: #12, 30(2%)
minecraft.crafted.bucket: #12, 239(2%)
minecraft.crafted.gray_dye: #12, 970(3%)
minecraft.mined.cyan_shulker_box: #12, 179(2%)
minecraft.used.redstone_lamp: #12, 111(3%)
minecraft.used.cooked_beef: #12, 270(3%)
minecraft.picked_up.ink_sac: #12, 1217(2%)
minecraft.mined.glass: #12, 474(2%)
minecraft.mined.granite: #12, 6135(2%)
minecraft.used.polished_andesite: #12, 1074(3%)
minecraft.picked_up.bucket: #12, 45(2%)
minecraft.picked_up.white_dye: #12, 120(3%)
minecraft.mined.deepslate_tiles: #12, 200(2%)
minecraft.custom.sleep_in_bed: #13, 1446(4%)
minecraft.picked_up.beef: #12, 333(2%)
minecraft.crafted.warped_trapdoor: #12, 140(3%)
minecraft.mined.birch_trapdoor: #12, 19(3%)
minecraft.used.glass: #12, 1797(2%)
minecraft.used.lantern: #12, 150(2%)
minecraft.picked_up.stripped_crimson_stem: #12, 80(2%)
minecraft.picked_up.netherite_boots: #12, 11(2%)
minecraft.picked_up.dripstone_block: #12, 346(2%)
minecraft.dropped.ender_chest: #12, 7(2%)
minecraft.dropped.netherite_hoe: #12, 1(4%)
minecraft.mined.stone_button: #12, 17(2%)
minecraft.used.glowstone: #12, 197(2%)
minecraft.crafted.spruce_fence_gate: #12, 61(2%)
minecraft.picked_up.spyglass: #12, 3(3%)
minecraft.crafted.lapis_lazuli: #12, 837(2%)
minecraft.mined.emerald_ore: #12, 16(2%)
minecraft.crafted.birch_boat: #12, 3(2%)
minecraft.killed.shulker: #12, 81(2%)
minecraft.crafted.light_gray_dye: #12, 549(2%)
minecraft.used.mangrove_slab: #12, 75(2%)
minecraft.picked_up.birch_sign: #12, 56(1%)
minecraft.dropped.tuff: #12, 402(2%)
minecraft.dropped.deepslate: #12, 1224(1%)
minecraft.used.suspicious_stew: #12, 4(2%)
minecraft.picked_up.red_wool: #12, 202(2%)
minecraft.mined.cobblestone_stairs: #12, 23(2%)
minecraft.crafted.dropper: #12, 151(2%)
minecraft.crafted.cooked_beef: #12, 98(2%)
minecraft.picked_up.sea_pickle: #12, 136(1%)
minecraft.picked_up.polished_deepslate_stairs: #12, 68(2%)
minecraft.crafted.piston: #12, 381(1%)
minecraft.dropped.iron_block: #12, 138(2%)
minecraft.picked_up.white_concrete: #12, 989(1%)
minecraft.dropped.red_shulker_box: #12, 2(2%)
minecraft.crafted.white_concrete_powder: #12, 1560(2%)
minecraft.mined.smooth_quartz: #12, 67(1%)
minecraft.used.white_concrete_powder: #12, 1465(2%)
minecraft.picked_up.oak_leaves: #12, 1260(1%)
minecraft.mined.polished_blackstone_slab: #12, 35(2%)
minecraft.mined.note_block: #12, 14(1%)
minecraft.used.white_banner: #12, 9(1%)
minecraft.crafted.lime_stained_glass_pane: #12, 32(2%)
minecraft.crafted.polished_granite: #12, 256(1%)
minecraft.crafted.fermented_spider_eye: #12, 23(1%)
minecraft.dropped.coal: #12, 74(1%)
minecraft.picked_up.note_block: #12, 18(1%)
minecraft.picked_up.cut_copper: #12, 10(1%)
minecraft.mined.bamboo_planks: #12, 1(2%)
minecraft.mined.crying_obsidian: #12, 8(1%)
minecraft.used.mossy_stone_bricks: #12, 45(1%)
minecraft.picked_up.charcoal: #12, 74(1%)
minecraft.crafted.jukebox: #12, 4(1%)
minecraft.crafted.orange_dye: #12, 276(1%)
minecraft.picked_up.clock: #12, 2(1%)
minecraft.used.warped_stem: #12, 373(1%)
minecraft.used.orange_terracotta: #12, 98(1%)
minecraft.mined.pitcher_plant: #12, 1(2%)
minecraft.crafted.soul_lantern: #12, 40(1%)
minecraft.used.exposed_copper: #12, 11(1%)
minecraft.used.lime_terracotta: #12, 390(1%)
minecraft.picked_up.music_disc_mall: #12, 1(1%)
minecraft.used.light_blue_concrete: #12, 25(1%)
minecraft.crafted.blue_concrete_powder: #12, 144(1%)
minecraft.dropped.ghast_tear: #12, 1(1%)
minecraft.mined.infested_stone: #12, 2(1%)
minecraft.mined.warped_stairs: #12, 8(1%)
minecraft.picked_up.mossy_stone_brick_slab: #12, 2(1%)
minecraft.dropped.iron_leggings: #12, 3(1%)
minecraft.dropped.white_terracotta: #12, 13(1%)
minecraft.used.bamboo_raft: #12, 2(1%)
minecraft.picked_up.leather_horse_armor: #12, 1(1%)
minecraft.picked_up.shulker_box: #13, 2591(3%)
minecraft.used.dark_oak_button: #12, 16(1%)
minecraft.picked_up.cactus: #12, 542(0%)
minecraft.used.warped_stairs: #12, 40(1%)
minecraft.used.light_gray_stained_glass_pane: #12, 17(1%)
minecraft.mined.shulker_box: #13, 2537(3%)
minecraft.crafted.yellow_stained_glass_pane: #12, 16(1%)
minecraft.used.azure_bluet: #12, 6(1%)
minecraft.picked_up.ender_eye: #12, 1(1%)
minecraft.picked_up.white_concrete_powder: #12, 131(0%)
minecraft.picked_up.mossy_stone_brick_stairs: #12, 1(1%)
minecraft.used.purple_bed: #12, 4(0%)
minecraft.used.trident: #12, 48(0%)
minecraft.dropped.slime_ball: #12, 36(0%)
minecraft.picked_up.melon: #12, 5(0%)
minecraft.mined.dark_prismarine_slab: #12, 11(0%)
minecraft.used.melon_seeds: #12, 1(0%)
minecraft.dropped.cooked_salmon: #12, 1(0%)
minecraft.mined.gilded_blackstone: #12, 2(0%)
minecraft.picked_up.pitcher_plant: #12, 1(0%)
minecraft.picked_up.paper: #12, 156(0%)
minecraft.killed.pufferfish: #12, 1(0%)
minecraft.dropped.dark_prismarine: #12, 2(0%)
minecraft.mined.sandstone_wall: #12, 2(0%)
minecraft.crafted.pink_terracotta: #12, 24(0%)
minecraft.dropped.chicken: #12, 35(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #12, 8(0%)
minecraft.killed.enderman: #13, 29934(3%)
minecraft.picked_up.light_gray_dye: #12, 3(0%)
minecraft.used.white_carpet: #12, 47(0%)
minecraft.dropped.deepslate_brick_slab: #12, 1(0%)
minecraft.dropped.prismarine_bricks: #12, 1(0%)
minecraft.used.heavy_weighted_pressure_plate: #12, 4(0%)
minecraft.dropped.dragon_egg: #12, 1(0%)
minecraft.used.jack_o_lantern: #12, 3(0%)
minecraft.used.cherry_leaves: #12, 2(0%)
minecraft.mined.light_blue_terracotta: #12, 1(0%)
minecraft.crafted.light_blue_carpet: #12, 3(0%)
minecraft.mined.heavy_weighted_pressure_plate: #12, 1(0%)
minecraft.mined.chest: #13, 514(3%)
minecraft.picked_up.lead: #13, 115(3%)
minecraft.mined.cobblestone: #13, 1423(3%)
minecraft.mined.sandstone: #13, 9432(4%)
minecraft.mined.dark_oak_planks: #13, 207(3%)
minecraft.mined.anvil: #13, 33(3%)
minecraft.picked_up.oak_boat: #13, 33(3%)
minecraft.mined.fire: #13, 502(2%)
minecraft.picked_up.blackstone: #13, 4166(2%)
minecraft.picked_up.deepslate_gold_ore: #13, 162(3%)
minecraft.used.wooden_pickaxe: #13, 13(2%)
minecraft.picked_up.spruce_planks: #13, 645(2%)
minecraft.mined.ladder: #13, 38(2%)
minecraft.mined.dark_oak_door: #13, 3(3%)
minecraft.dropped.oak_sapling: #13, 63(2%)
minecraft.mined.cobbled_deepslate: #13, 395(2%)
minecraft.used.lapis_ore: #13, 22(3%)
minecraft.mined.scaffolding: #13, 2019(2%)
minecraft.used.cactus: #13, 95(2%)
minecraft.dropped.cobblestone: #13, 1236(1%)
minecraft.mined.dark_oak_slab: #13, 52(2%)
minecraft.used.scaffolding: #13, 4786(2%)
minecraft.mined.end_stone_bricks: #13, 54(2%)
minecraft.used.wooden_sword: #13, 79(2%)
minecraft.picked_up.yellow_shulker_box: #13, 92(2%)
minecraft.used.yellow_shulker_box: #13, 93(2%)
minecraft.used.sand: #13, 6172(2%)
minecraft.mined.birch_fence: #13, 26(2%)
minecraft.used.dark_oak_stairs: #13, 206(2%)
minecraft.mined.yellow_shulker_box: #13, 87(2%)
minecraft.crafted.mangrove_slab: #13, 84(2%)
minecraft.picked_up.end_stone_bricks: #13, 56(2%)
minecraft.used.emerald_block: #13, 333(2%)
minecraft.used.dispenser: #13, 102(2%)
minecraft.dropped.iron_ingot: #13, 277(1%)
minecraft.used.stone_bricks: #13, 2094(1%)
minecraft.picked_up.golden_helmet: #13, 7(1%)
minecraft.crafted.cyan_stained_glass_pane: #13, 32(3%)
minecraft.crafted.gray_shulker_box: #13, 4(2%)
minecraft.picked_up.netherite_helmet: #13, 6(2%)
minecraft.mined.dark_oak_fence: #13, 35(2%)
minecraft.crafted.black_terracotta: #13, 408(2%)
minecraft.picked_up.tripwire_hook: #13, 7(2%)
minecraft.mined.sugar_cane: #13, 956(1%)
minecraft.dropped.crafting_table: #13, 11(1%)
minecraft.picked_up.birch_trapdoor: #13, 18(2%)
minecraft.used.white_concrete: #13, 849(1%)
minecraft.used.glow_lichen: #13, 511(1%)
minecraft.picked_up.soul_soil: #13, 367(1%)
minecraft.mined.deepslate_tile_slab: #13, 26(1%)
minecraft.dropped.andesite: #13, 264(1%)
minecraft.used.polished_deepslate_stairs: #13, 172(1%)
minecraft.picked_up.cobblestone_stairs: #13, 27(1%)
minecraft.crafted.glow_item_frame: #13, 23(1%)
minecraft.picked_up.jukebox: #13, 7(1%)
minecraft.dropped.chainmail_leggings: #13, 2(2%)
minecraft.dropped.terracotta: #13, 35(1%)
minecraft.dropped.black_shulker_box: #13, 1(2%)
minecraft.picked_up.sea_lantern: #13, 90(1%)
minecraft.mined.soul_soil: #13, 377(1%)
minecraft.mined.acacia_sign: #13, 1(2%)
minecraft.dropped.filled_map: #13, 569(1%)
minecraft.used.black_wool: #13, 123(1%)
minecraft.dropped.basalt: #13, 292(1%)
minecraft.picked_up.warped_trapdoor: #13, 16(1%)
minecraft.used.cobblestone_slab: #13, 166(1%)
minecraft.mined.large_amethyst_bud: #13, 18(1%)
minecraft.picked_up.nautilus_shell: #13, 4(1%)
minecraft.picked_up.cartography_table: #13, 3(1%)
minecraft.used.spruce_button: #13, 10(1%)
minecraft.dropped.minecart: #13, 6(1%)
minecraft.used.yellow_terracotta: #13, 156(1%)
minecraft.dropped.azalea: #13, 18(1%)
minecraft.crafted.yellow_dye: #13, 381(1%)
