stat, rank, value, (percentage) 
minecraft.used.cauldron: #13, 35(1%)
minecraft.picked_up.warped_stem: #13, 234(1%)
minecraft.mined.polished_deepslate_stairs: #13, 17(1%)
minecraft.used.light_blue_shulker_box: #13, 94(1%)
minecraft.mined.light_blue_shulker_box: #13, 93(1%)
minecraft.picked_up.light_blue_shulker_box: #13, 94(1%)
minecraft.used.written_book: #13, 189(1%)
minecraft.dropped.bone: #13, 217(1%)
minecraft.used.large_amethyst_bud: #13, 4(1%)
minecraft.mined.weeping_vines: #13, 9(1%)
minecraft.picked_up.chiseled_stone_bricks: #13, 65(1%)
minecraft.picked_up.sculk_sensor: #13, 29(1%)
minecraft.dropped.glow_berries: #13, 5(1%)
minecraft.mined.pearlescent_froglight: #13, 6(1%)
minecraft.mined.fern: #13, 59(0%)
minecraft.picked_up.polished_blackstone: #13, 29(1%)
minecraft.used.red_terracotta: #13, 253(1%)
minecraft.dropped.spruce_door: #13, 1(1%)
minecraft.used.smoker: #13, 1(1%)
minecraft.used.deepslate_tile_wall: #13, 50(0%)
minecraft.picked_up.mangrove_roots: #13, 152(0%)
minecraft.crafted.quartz_slab: #13, 22(0%)
minecraft.picked_up.beetroot_seeds: #13, 23(0%)
minecraft.crafted.magenta_dye: #13, 78(0%)
minecraft.dropped.shulker_shell: #13, 16(1%)
minecraft.mined.light_gray_concrete: #13, 83(0%)
minecraft.picked_up.light_gray_concrete: #13, 86(0%)
minecraft.dropped.grass: #13, 2(0%)
minecraft.mined.orange_stained_glass: #13, 5(0%)
minecraft.dropped.bamboo: #13, 83(0%)
minecraft.picked_up.green_wool: #13, 27(0%)
minecraft.picked_up.copper_ingot: #13, 114(0%)
minecraft.used.cherry_log: #13, 7(0%)
minecraft.mined.verdant_froglight: #13, 5(0%)
minecraft.picked_up.mud_brick_stairs: #13, 2(0%)
minecraft.crafted.cut_copper: #13, 4(0%)
minecraft.picked_up.oxeye_daisy: #13, 16(0%)
minecraft.picked_up.jungle_leaves: #13, 17(0%)
minecraft.used.crimson_fence: #13, 4(0%)
minecraft.crafted.polished_andesite_stairs: #13, 3(0%)
minecraft.mined.light_gray_carpet: #13, 6(0%)
minecraft.used.raw_copper_block: #13, 3(0%)
minecraft.dropped.deepslate_diamond_ore: #13, 2(0%)
minecraft.picked_up.jungle_slab: #13, 3(0%)
minecraft.used.blackstone_slab: #13, 6(0%)
minecraft.dropped.smooth_stone: #13, 4(0%)
minecraft.dropped.dark_oak_slab: #13, 4(0%)
minecraft.dropped.cracked_stone_bricks: #13, 1(0%)
minecraft.crafted.cyan_stained_glass: #13, 16(0%)
minecraft.used.twisting_vines: #13, 1(0%)
minecraft.picked_up.raw_iron_block: #13, 9(0%)
minecraft.mined.white_concrete_powder: #13, 8(0%)
minecraft.used.chiseled_deepslate: #13, 2(0%)
minecraft.crafted.dripstone_block: #13, 8(0%)
minecraft.crafted.pink_stained_glass: #13, 8(0%)
minecraft.dropped.ink_sac: #13, 8(0%)
minecraft.dropped.glowstone: #13, 1(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #13, 9(0%)
minecraft.used.barrel: #14, 283(3%)
minecraft.picked_up.cyan_shulker_box: #14, 181(2%)
minecraft.picked_up.item_frame: #14, 159(3%)
minecraft.picked_up.dispenser: #14, 107(3%)
minecraft.picked_up.spruce_sign: #14, 37(2%)
minecraft.dropped.grass_block: #14, 676(2%)
minecraft.picked_up.dark_oak_sapling: #14, 469(2%)
minecraft.picked_up.iron_bars: #14, 150(2%)
minecraft.picked_up.iron_ore: #14, 503(2%)
minecraft.picked_up.chain: #14, 100(2%)
minecraft.used.splash_potion: #14, 23(2%)
minecraft.picked_up.iron_shovel: #14, 4(2%)
minecraft.mined.oak_sign: #14, 5(2%)
minecraft.used.chipped_anvil: #14, 6(2%)
minecraft.picked_up.glowstone: #14, 253(2%)
minecraft.picked_up.cooked_beef: #14, 105(2%)
minecraft.mined.end_stone_bricks: #14, 53(2%)
minecraft.used.dark_oak_fence: #14, 221(2%)
minecraft.picked_up.polished_deepslate: #14, 235(2%)
minecraft.dropped.golden_apple: #14, 8(2%)
minecraft.picked_up.birch_sapling: #14, 373(1%)
minecraft.mined.birch_leaves: #14, 1198(1%)
minecraft.used.deepslate_tiles: #14, 1029(1%)
minecraft.mined.black_shulker_box: #14, 64(1%)
minecraft.used.ender_pearl: #14, 85(1%)
minecraft.used.cyan_terracotta: #14, 843(1%)
minecraft.used.black_shulker_box: #14, 67(1%)
minecraft.mined.smooth_quartz_stairs: #14, 16(1%)
minecraft.picked_up.copper_block: #14, 152(1%)
minecraft.crafted.armor_stand: #14, 38(1%)
minecraft.picked_up.carrot: #14, 971(1%)
minecraft.mined.dead_bush: #14, 56(1%)
minecraft.dropped.bucket: #14, 11(1%)
minecraft.picked_up.campfire: #14, 20(1%)
minecraft.picked_up.jungle_log: #14, 686(1%)
minecraft.picked_up.stone_bricks: #14, 441(1%)
minecraft.picked_up.acacia_log: #14, 335(1%)
minecraft.crafted.cyan_terracotta: #14, 632(1%)
minecraft.picked_up.iron_leggings: #14, 5(1%)
minecraft.used.dark_oak_log: #14, 438(1%)
minecraft.picked_up.diamond_chestplate: #14, 3(1%)
minecraft.crafted.orange_shulker_box: #14, 2(1%)
minecraft.mined.orange_wool: #14, 21(1%)
minecraft.used.stone_sword: #14, 39(1%)
minecraft.dropped.gravel: #14, 416(1%)
minecraft.dropped.iron_helmet: #14, 1(1%)
minecraft.mined.spruce_sapling: #14, 5(1%)
minecraft.crafted.orange_dye: #14, 208(1%)
minecraft.mined.infested_deepslate: #14, 3(1%)
minecraft.dropped.white_dye: #14, 26(1%)
minecraft.picked_up.light_blue_wool: #14, 54(1%)
minecraft.dropped.flint_and_steel: #14, 1(1%)
minecraft.crafted.soul_lantern: #14, 31(1%)
minecraft.dropped.porkchop: #14, 5(1%)
minecraft.mined.gold_block: #14, 29(1%)
minecraft.used.granite_slab: #14, 28(1%)
minecraft.used.deepslate_copper_ore: #14, 7(1%)
minecraft.mined.crying_obsidian: #14, 4(1%)
minecraft.picked_up.jungle_sapling: #14, 20(1%)
minecraft.picked_up.wooden_axe: #14, 1(1%)
minecraft.picked_up.enchanted_book: #14, 7(0%)
minecraft.picked_up.cobblestone_slab: #14, 54(0%)
minecraft.picked_up.crying_obsidian: #14, 32(0%)
minecraft.mined.allium: #14, 3(0%)
minecraft.used.diamond_ore: #14, 1(1%)
minecraft.used.cocoa_beans: #14, 44(0%)
minecraft.crafted.deepslate_brick_wall: #14, 4(1%)
minecraft.mined.quartz_bricks: #14, 2(0%)
minecraft.dropped.packed_ice: #14, 28(0%)
minecraft.crafted.polished_blackstone_slab: #14, 8(1%)
minecraft.crafted.granite_slab: #14, 12(0%)
minecraft.dropped.sweet_berries: #14, 14(0%)
minecraft.dropped.cookie: #14, 9(0%)
minecraft.dropped.ladder: #14, 5(0%)
minecraft.crafted.cut_copper_stairs: #14, 4(0%)
minecraft.dropped.magma_cream: #14, 2(0%)
minecraft.mined.polished_blackstone: #14, 8(0%)
minecraft.picked_up.warped_fungus: #14, 30(0%)
minecraft.crafted.spruce_pressure_plate: #14, 2(0%)
minecraft.used.cookie: #14, 2(0%)
minecraft.picked_up.large_amethyst_bud: #14, 4(0%)
minecraft.dropped.dark_oak_sign: #14, 1(0%)
minecraft.crafted.lime_stained_glass: #14, 48(0%)
minecraft.picked_up.medium_amethyst_bud: #14, 5(0%)
minecraft.crafted.compass: #14, 38(0%)
minecraft.crafted.light_blue_shulker_box: #14, 2(0%)
minecraft.crafted.mangrove_fence: #14, 3(0%)
minecraft.picked_up.cherry_leaves: #14, 23(0%)
minecraft.dropped.beetroot_seeds: #14, 1(0%)
minecraft.crafted.warped_hyphae: #14, 6(0%)
minecraft.dropped.polished_diorite: #14, 1(0%)
minecraft.dropped.potato: #14, 2(0%)
minecraft.dropped.pumpkin: #14, 9(0%)
minecraft.mined.blue_ice: #14, 6(0%)
minecraft.used.cherry_sapling: #14, 1(0%)
minecraft.picked_up.blue_ice: #14, 6(0%)
minecraft.mined.polished_blackstone_brick_stairs: #14, 2(0%)
minecraft.picked_up.bubble_coral_block: #14, 1(0%)
minecraft.picked_up.yellow_concrete_powder: #14, 2(0%)
minecraft.mined.horn_coral_block: #14, 1(0%)
minecraft.used.iron_hoe: #14, 6(0%)
minecraft.mined.chest: #15, 405(2%)
minecraft.used.player_head: #15, 63(2%)
minecraft.picked_up.shield: #15, 6(2%)
minecraft.dropped.wheat_seeds: #15, 1452(2%)
minecraft.picked_up.basalt: #15, 4579(2%)
minecraft.killed_by.player: #15, 37(1%)
minecraft.killed.player: #15, 35(2%)
minecraft.picked_up.bone_block: #15, 349(2%)
minecraft.picked_up.deepslate_lapis_ore: #15, 42(2%)
minecraft.picked_up.deepslate_iron_ore: #15, 79(2%)
minecraft.crafted.red_dye: #15, 1408(1%)
minecraft.broken.shears: #15, 6(1%)
minecraft.picked_up.chainmail_leggings: #15, 2(2%)
minecraft.mined.emerald_ore: #15, 12(1%)
minecraft.picked_up.black_shulker_box: #15, 63(1%)
minecraft.picked_up.cauldron: #15, 11(1%)
minecraft.used.dark_oak_planks: #15, 354(1%)
minecraft.picked_up.white_dye: #15, 47(1%)
minecraft.mined.large_fern: #15, 38(1%)
minecraft.dropped.moss_block: #15, 97(1%)
minecraft.picked_up.sniffer_egg: #15, 2(1%)
minecraft.picked_up.smooth_quartz_stairs: #15, 16(1%)
minecraft.dropped.dark_oak_planks: #15, 30(1%)
minecraft.crafted.deepslate_brick_stairs: #15, 18(1%)
minecraft.mined.birch_wall_sign: #15, 9(1%)
minecraft.picked_up.stone_shovel: #15, 1(1%)
minecraft.crafted.gray_shulker_box: #15, 2(1%)
minecraft.crafted.flower_pot: #15, 42(1%)
minecraft.picked_up.spyglass: #15, 1(1%)
minecraft.crafted.smooth_stone_slab: #15, 82(1%)
minecraft.used.cartography_table: #15, 2(1%)
minecraft.killed.endermite: #15, 1(1%)
minecraft.crafted.white_stained_glass_pane: #15, 64(1%)
minecraft.dropped.wooden_sword: #15, 4(1%)
minecraft.crafted.acacia_slab: #15, 18(1%)
minecraft.picked_up.deepslate_tile_wall: #15, 12(1%)
minecraft.dropped.spider_eye: #15, 474(0%)
minecraft.dropped.snow: #15, 43(0%)
minecraft.crafted.smoker: #15, 1(0%)
minecraft.mined.pink_petals: #15, 11(0%)
minecraft.used.smooth_basalt: #15, 83(0%)
minecraft.dropped.tropical_fish: #15, 7(0%)
minecraft.picked_up.acacia_planks: #15, 10(0%)
minecraft.crafted.deepslate_tile_slab: #15, 14(0%)
minecraft.picked_up.quartz_bricks: #15, 2(0%)
minecraft.mined.polished_blackstone_bricks: #15, 131(0%)
minecraft.mined.crimson_nylium: #15, 63(0%)
minecraft.picked_up.polished_blackstone_bricks: #15, 157(0%)
minecraft.dropped.furnace: #15, 1(0%)
minecraft.used.cornflower: #15, 1(0%)
minecraft.mined.medium_amethyst_bud: #15, 6(0%)
minecraft.used.redstone_ore: #15, 1(0%)
minecraft.mined.gray_wool: #15, 14(0%)
minecraft.mined.warped_planks: #15, 19(0%)
minecraft.used.light_gray_stained_glass_pane: #15, 7(0%)
minecraft.picked_up.crimson_nylium: #15, 55(0%)
minecraft.used.dark_prismarine_slab: #15, 14(0%)
minecraft.picked_up.verdant_froglight: #15, 5(0%)
minecraft.dropped.sugar_cane: #15, 15(0%)
minecraft.picked_up.twisting_vines: #15, 5(0%)
minecraft.mined.quartz_pillar: #15, 3(0%)
minecraft.picked_up.sculk_shrieker: #15, 2(0%)
minecraft.crafted.golden_apple: #15, 5(0%)
minecraft.picked_up.orange_stained_glass: #15, 5(0%)
minecraft.used.polished_blackstone: #15, 36(0%)
minecraft.crafted.sugar: #15, 38(0%)
minecraft.mined.red_mushroom: #15, 2(0%)
minecraft.crafted.cyan_concrete_powder: #15, 64(0%)
minecraft.crafted.orange_stained_glass: #15, 32(0%)
minecraft.used.decorated_pot: #15, 1(0%)
minecraft.dropped.stone_button: #15, 4(0%)
minecraft.used.polished_basalt: #15, 20(0%)
minecraft.used.wet_sponge: #15, 9(0%)
minecraft.crafted.cooked_chicken: #15, 2(0%)
minecraft.dropped.dark_oak_fence: #15, 1(0%)
minecraft.used.green_carpet: #15, 7(0%)
minecraft.mined.dark_prismarine_slab: #15, 2(0%)
minecraft.crafted.lime_concrete_powder: #15, 8(0%)
minecraft.picked_up.gold_nugget: #15, 577(0%)
minecraft.used.jungle_sapling: #15, 1(0%)
minecraft.crafted.gray_wool: #15, 2(0%)
minecraft.used.chiseled_polished_blackstone: #15, 1(0%)
minecraft.picked_up.horn_coral_block: #15, 1(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #15, 1(0%)
minecraft.picked_up.green_carpet: #15, 2(0%)
minecraft.used.torch: #16, 5636(3%)
minecraft.custom.boat_one_cm: #16, 9450646(2%)
minecraft.killed.enderman: #16, 26458(3%)
minecraft.dropped.diamond_sword: #16, 5(3%)
minecraft.picked_up.water_bucket: #16, 30(2%)
minecraft.picked_up.spruce_stairs: #16, 129(2%)
minecraft.picked_up.ender_pearl: #16, 5412(1%)
minecraft.crafted.smooth_stone: #16, 281(2%)
minecraft.mined.redstone_ore: #16, 34(2%)
minecraft.used.brewing_stand: #16, 10(2%)
minecraft.mined.dark_oak_planks: #16, 124(2%)
minecraft.mined.blackstone: #16, 2295(2%)
minecraft.mined.cactus: #16, 39(2%)
minecraft.dropped.birch_log: #16, 40(1%)
minecraft.mined.grindstone: #16, 6(1%)
minecraft.killed.shulker: #16, 50(1%)
minecraft.crafted.spruce_sign: #16, 24(1%)
minecraft.custom.damage_absorbed: #16, 263(1%)
minecraft.mined.loom: #16, 3(1%)
minecraft.picked_up.crimson_planks: #16, 46(1%)
minecraft.used.iron_shovel: #16, 768(1%)
minecraft.custom.damage_blocked_by_shield: #16, 2415(1%)
minecraft.crafted.dark_oak_trapdoor: #16, 164(1%)
minecraft.dropped.pumpkin_pie: #16, 52(1%)
minecraft.mined.jungle_leaves: #16, 303(1%)
minecraft.mined.redstone_torch: #16, 22(1%)
minecraft.used.lilac: #16, 6(1%)
minecraft.crafted.raw_iron_block: #16, 45(1%)
minecraft.used.cooked_beef: #16, 63(1%)
minecraft.used.dark_oak_trapdoor: #16, 97(1%)
minecraft.picked_up.crimson_stem: #16, 243(1%)
minecraft.mined.crimson_planks: #16, 18(1%)
minecraft.used.smooth_quartz_stairs: #16, 57(1%)
minecraft.used.stone_brick_wall: #16, 54(1%)
minecraft.crafted.dark_oak_door: #16, 3(1%)
minecraft.used.big_dripleaf: #16, 5(1%)
minecraft.crafted.stone_brick_stairs: #16, 35(1%)
minecraft.used.cooked_mutton: #16, 4(1%)
minecraft.picked_up.cocoa_beans: #16, 134(0%)
minecraft.picked_up.green_concrete: #16, 51(0%)
minecraft.mined.polished_andesite_slab: #16, 15(0%)
minecraft.crafted.jungle_planks: #16, 372(0%)
minecraft.used.amethyst_cluster: #16, 10(0%)
minecraft.picked_up.clay_ball: #16, 516(0%)
minecraft.used.candle: #16, 6(0%)
minecraft.used.stone_shovel: #16, 55(0%)
minecraft.used.egg: #16, 80(0%)
minecraft.mined.mangrove_trapdoor: #16, 5(0%)
minecraft.picked_up.bowl: #16, 1(0%)
minecraft.crafted.crimson_stairs: #16, 8(0%)
minecraft.used.exposed_copper: #16, 3(0%)
minecraft.picked_up.melon_seeds: #16, 1(0%)
minecraft.crafted.warped_stairs: #16, 16(0%)
minecraft.dropped.podzol: #16, 1(0%)
minecraft.mined.polished_basalt: #16, 6(0%)
minecraft.used.dark_oak_fence_gate: #16, 4(0%)
minecraft.used.red_dye: #16, 1(0%)
minecraft.custom.interact_with_smoker: #16, 1(0%)
minecraft.used.amethyst_block: #16, 17(0%)
minecraft.dropped.bread: #16, 40(0%)
minecraft.mined.red_stained_glass: #16, 2(0%)
minecraft.picked_up.baked_potato: #16, 2(0%)
minecraft.custom.open_barrel: #17, 3887(2%)
minecraft.picked_up.dark_prismarine_slab: #16, 4(0%)
minecraft.crafted.green_carpet: #16, 9(0%)
minecraft.crafted.cartography_table: #16, 1(0%)
minecraft.picked_up.cornflower: #16, 43(0%)
minecraft.picked_up.red_carpet: #16, 9(0%)
minecraft.mined.quartz_block: #16, 8(0%)
minecraft.dropped.warped_wart_block: #16, 5(0%)
minecraft.crafted.purple_stained_glass: #16, 16(0%)
minecraft.crafted.candle: #16, 21(0%)
minecraft.crafted.smooth_quartz_stairs: #16, 2(0%)
minecraft.used.quartz_pillar: #16, 4(0%)
minecraft.picked_up.blue_terracotta: #16, 2(0%)
minecraft.mined.small_amethyst_bud: #16, 2(0%)
minecraft.used.orange_stained_glass: #16, 5(0%)
minecraft.used.red_mushroom_block: #16, 1(0%)
minecraft.crafted.torch: #17, 5252(3%)
minecraft.mined.crafting_table: #17, 139(2%)
minecraft.used.spruce_stairs: #17, 368(2%)
minecraft.crafted.lectern: #17, 27(2%)
minecraft.picked_up.bone: #17, 1183(1%)
minecraft.used.iron_block: #17, 846(1%)
minecraft.mined.iron_block: #17, 442(2%)
minecraft.mined.deepslate_iron_ore: #17, 265(1%)
minecraft.picked_up.stone_pickaxe: #17, 2(1%)
minecraft.used.grindstone: #17, 14(1%)
minecraft.picked_up.music_disc_otherside: #17, 3(1%)
minecraft.mined.kelp_plant: #17, 145(1%)
minecraft.crafted.iron_shovel: #17, 4(1%)
minecraft.picked_up.golden_apple: #17, 10(1%)
minecraft.picked_up.spider_eye: #17, 668(1%)
minecraft.crafted.shield: #17, 3(1%)
minecraft.mined.flowering_azalea: #17, 21(1%)
minecraft.mined.dark_prismarine: #17, 16(1%)
minecraft.picked_up.smooth_stone: #17, 137(1%)
minecraft.dropped.goat_horn: #17, 1(1%)
minecraft.mined.spruce_log: #17, 1721(1%)
minecraft.picked_up.loom: #17, 3(1%)
minecraft.mined.farmland: #17, 8(1%)
minecraft.crafted.diamond_leggings: #17, 2(1%)
minecraft.used.iron_bars: #17, 145(1%)
minecraft.mined.podzol: #17, 237(1%)
minecraft.dropped.red_terracotta: #17, 22(1%)
minecraft.dropped.spruce_sign: #17, 2(1%)
minecraft.used.totem_of_undying: #17, 5(0%)
minecraft.crafted.iron_bars: #17, 144(1%)
minecraft.crafted.cyan_shulker_box: #17, 2(1%)
minecraft.used.soul_lantern: #17, 13(1%)
minecraft.crafted.yellow_dye: #17, 237(0%)
minecraft.picked_up.stone_stairs: #17, 29(0%)
minecraft.mined.tripwire_hook: #17, 1(1%)
minecraft.dropped.rail: #17, 28(0%)
minecraft.picked_up.stone_pressure_plate: #17, 3(1%)
minecraft.picked_up.flower_pot: #17, 11(0%)
minecraft.mined.purpur_slab: #17, 2(1%)
minecraft.crafted.cyan_dye: #17, 162(0%)
minecraft.picked_up.purpur_slab: #17, 2(1%)
minecraft.crafted.bookshelf: #17, 106(0%)
minecraft.picked_up.polished_deepslate_stairs: #17, 17(0%)
minecraft.picked_up.lilac: #17, 42(0%)
minecraft.dropped.glass: #17, 81(0%)
minecraft.crafted.green_shulker_box: #17, 1(0%)
minecraft.dropped.wheat: #17, 10(0%)
minecraft.mined.magenta_stained_glass: #17, 2(0%)
minecraft.picked_up.purpur_block: #17, 14(0%)
minecraft.crafted.smooth_quartz: #17, 67(0%)
minecraft.used.blackstone: #17, 253(0%)
minecraft.crafted.baked_potato: #17, 15(0%)
minecraft.crafted.deepslate_bricks: #17, 69(0%)
minecraft.picked_up.glass_pane: #17, 5(0%)
minecraft.dropped.spruce_sapling: #17, 5(0%)
minecraft.dropped.leather_chestplate: #17, 1(0%)
minecraft.dropped.stone_bricks: #17, 8(0%)
minecraft.used.chiseled_stone_bricks: #17, 9(0%)
minecraft.used.lapis_ore: #17, 1(0%)
minecraft.picked_up.polished_basalt: #17, 6(0%)
minecraft.picked_up.magenta_stained_glass: #17, 2(0%)
minecraft.dropped.beef: #17, 1(0%)
minecraft.mined.green_concrete: #17, 13(0%)
minecraft.crafted.brown_carpet: #17, 3(0%)
minecraft.used.crimson_stairs: #17, 2(0%)
minecraft.crafted.chiseled_stone_bricks: #17, 10(0%)
minecraft.mined.blue_terracotta: #17, 1(0%)
minecraft.crafted.smooth_quartz_slab: #17, 2(0%)
minecraft.mined.raw_iron_block: #17, 2(0%)
minecraft.used.lime_stained_glass: #17, 2(0%)
minecraft.crafted.quartz_pillar: #17, 3(0%)
minecraft.picked_up.crafting_table: #18, 152(2%)
minecraft.mined.torch: #18, 498(2%)
minecraft.dropped.diamond_shovel: #18, 3(2%)
minecraft.custom.interact_with_grindstone: #18, 22(2%)
minecraft.picked_up.iron_sword: #18, 4(2%)
minecraft.crafted.diamond_block: #18, 84(1%)
minecraft.dropped.ender_pearl: #18, 3318(1%)
minecraft.picked_up.iron_pickaxe: #18, 2(1%)
minecraft.mined.polished_andesite: #18, 55(1%)
minecraft.used.lantern: #18, 77(1%)
minecraft.crafted.spruce_slab: #18, 628(1%)
minecraft.picked_up.blackstone: #18, 1541(1%)
minecraft.mined.player_wall_head: #18, 6(1%)
minecraft.crafted.iron_sword: #18, 2(1%)
minecraft.crafted.copper_ingot: #18, 722(1%)
minecraft.picked_up.spruce_log: #18, 1767(1%)
minecraft.mined.glass_pane: #18, 9(1%)
minecraft.killed.pig: #18, 4(1%)
minecraft.picked_up.end_stone_bricks: #18, 22(1%)
minecraft.used.stone_bricks: #18, 764(1%)
minecraft.picked_up.grindstone: #18, 6(1%)
minecraft.used.stone_pressure_plate: #18, 6(1%)
minecraft.crafted.crimson_planks: #18, 480(0%)
minecraft.used.polished_deepslate: #18, 306(0%)
minecraft.picked_up.beef: #18, 63(0%)
minecraft.mined.cyan_terracotta: #18, 54(0%)
minecraft.mined.sea_pickle: #18, 5(0%)
minecraft.killed.cow: #18, 23(0%)
minecraft.used.polished_deepslate_stairs: #18, 49(0%)
minecraft.mined.mud_bricks: #18, 7(0%)
minecraft.crafted.cooked_beef: #18, 19(0%)
minecraft.picked_up.azure_bluet: #18, 17(0%)
minecraft.mined.purpur_block: #18, 16(0%)
minecraft.used.baked_potato: #18, 16(0%)
minecraft.crafted.purple_dye: #18, 78(0%)
minecraft.dropped.item_frame: #18, 1(0%)
minecraft.used.deepslate_tile_stairs: #18, 28(0%)
minecraft.crafted.fermented_spider_eye: #18, 4(0%)
minecraft.picked_up.candle: #18, 2(0%)
minecraft.picked_up.deepslate_tile_stairs: #18, 7(0%)
minecraft.picked_up.purple_shulker_box: #18, 3(0%)
minecraft.crafted.green_dye: #18, 44(0%)
minecraft.crafted.cooked_porkchop: #18, 2(0%)
minecraft.mined.purple_shulker_box: #18, 3(0%)
minecraft.crafted.raw_copper_block: #18, 26(0%)
minecraft.dropped.coarse_dirt: #18, 6(0%)
minecraft.mined.smooth_quartz_slab: #18, 3(0%)
minecraft.mined.cut_copper: #18, 1(0%)
minecraft.crafted.mangrove_slab: #18, 6(0%)
minecraft.used.white_stained_glass_pane: #18, 11(0%)
minecraft.picked_up.melon_slice: #18, 23(0%)
minecraft.picked_up.cut_copper: #18, 1(0%)
minecraft.picked_up.acacia_sapling: #18, 10(0%)
minecraft.mined.mangrove_propagule: #18, 3(0%)
minecraft.crafted.cyan_carpet: #18, 3(0%)
minecraft.picked_up.deepslate_brick_wall: #18, 2(0%)
minecraft.picked_up.spectral_arrow: #18, 17(0%)
minecraft.crafted.stone_brick_wall: #18, 6(0%)
minecraft.mined.cherry_leaves: #18, 26(0%)
minecraft.crafted.warped_slab: #18, 6(0%)
minecraft.mined.crimson_slab: #18, 1(0%)
minecraft.crafted.polished_deepslate_slab: #18, 6(0%)
minecraft.picked_up.crimson_slab: #18, 1(0%)
minecraft.used.cut_copper: #18, 1(0%)
minecraft.crafted.snow: #18, 6(0%)
minecraft.crafted.polished_basalt: #18, 3(0%)
minecraft.crafted.polished_diorite: #18, 2(0%)
minecraft.crafted.raw_copper: #18, 9(0%)
minecraft.used.pointed_dripstone: #18, 5(0%)
minecraft.used.crafting_table: #19, 172(2%)
minecraft.broken.iron_pickaxe: #19, 5(2%)
minecraft.used.stone_axe: #19, 158(2%)
minecraft.picked_up.lapis_lazuli: #19, 1259(1%)
minecraft.picked_up.kelp: #19, 1524(1%)
minecraft.used.chain: #19, 151(1%)
minecraft.crafted.chain: #19, 144(1%)
minecraft.picked_up.wheat_seeds: #19, 2492(1%)
minecraft.used.spruce_log: #19, 456(1%)
minecraft.used.glow_berries: #19, 43(1%)
minecraft.mined.player_head: #19, 11(1%)
minecraft.picked_up.spruce_planks: #19, 307(1%)
minecraft.mined.end_rod: #19, 26(1%)
minecraft.used.spruce_slab: #19, 396(1%)
minecraft.mined.spruce_sign: #19, 1(1%)
minecraft.used.stripped_crimson_stem: #19, 8(1%)
minecraft.crafted.grindstone: #19, 8(1%)
minecraft.picked_up.cookie: #19, 9(1%)
minecraft.crafted.blue_dye: #19, 361(0%)
minecraft.crafted.bone_meal: #19, 15370(0%)
minecraft.picked_up.cyan_terracotta: #19, 89(0%)
minecraft.mined.sugar_cane: #19, 315(0%)
minecraft.picked_up.red_mushroom: #19, 40(0%)
minecraft.mined.cocoa: #19, 29(0%)
minecraft.picked_up.sunflower: #19, 85(0%)
minecraft.mined.polished_blackstone_slab: #19, 12(1%)
minecraft.picked_up.honeycomb: #19, 33(0%)
minecraft.dropped.iron_block: #19, 35(0%)
minecraft.used.deepslate_tile_slab: #19, 82(0%)
minecraft.mined.spruce_wall_sign: #19, 2(0%)
minecraft.dropped.bowl: #19, 1(0%)
minecraft.used.spruce_sapling: #19, 62(0%)
minecraft.used.calcite: #19, 70(0%)
minecraft.used.dark_oak_boat: #19, 2(0%)
minecraft.picked_up.glow_lichen: #19, 113(0%)
minecraft.crafted.stone: #19, 38(0%)
minecraft.picked_up.dark_oak_boat: #19, 2(0%)
minecraft.mined.mangrove_slab: #19, 3(0%)
minecraft.mined.deepslate_tile_stairs: #19, 5(0%)
minecraft.picked_up.mangrove_planks: #19, 4(0%)
minecraft.picked_up.polished_blackstone_slab: #19, 10(0%)
minecraft.crafted.raw_iron: #19, 72(0%)
minecraft.dropped.arrow: #19, 225(0%)
minecraft.used.purple_shulker_box: #19, 3(0%)
minecraft.picked_up.quartz_pillar: #19, 4(0%)
minecraft.picked_up.red_dye: #19, 4(0%)
minecraft.picked_up.pink_shulker_box: #19, 2(0%)
minecraft.picked_up.peony: #19, 10(0%)
minecraft.mined.purpur_stairs: #19, 1(0%)
minecraft.picked_up.purpur_stairs: #19, 1(0%)
minecraft.used.bricks: #19, 8(0%)
minecraft.picked_up.quartz_block: #19, 13(0%)
minecraft.picked_up.pink_petals: #19, 4(0%)
minecraft.crafted.crimson_slab: #19, 12(0%)
minecraft.killed.cave_spider: #19, 14(0%)
minecraft.used.mangrove_leaves: #19, 1(0%)
minecraft.crafted.spruce_stairs: #20, 292(1%)
minecraft.mined.barrel: #20, 42(1%)
minecraft.mined.stonecutter: #20, 27(1%)
minecraft.picked_up.oak_slab: #20, 35(1%)
minecraft.picked_up.blue_concrete_powder: #20, 16(1%)
minecraft.picked_up.spruce_slab: #20, 93(1%)
minecraft.mined.azalea: #20, 27(1%)
minecraft.used.glowstone: #20, 65(1%)
minecraft.dropped.spruce_planks: #20, 23(1%)
minecraft.dropped.carved_pumpkin: #20, 12(0%)
minecraft.picked_up.porkchop: #20, 13(1%)
minecraft.mined.stone_brick_stairs: #20, 15(1%)
minecraft.picked_up.sugar_cane: #20, 905(0%)
minecraft.picked_up.stripped_crimson_stem: #20, 14(0%)
minecraft.mined.stripped_crimson_stem: #20, 14(0%)
minecraft.picked_up.stone_brick_stairs: #20, 13(0%)
minecraft.used.bookshelf: #20, 64(0%)
minecraft.crafted.stonecutter: #20, 4(0%)
minecraft.used.polished_andesite_stairs: #20, 40(0%)
minecraft.crafted.writable_book: #20, 4(0%)
