stat, rank, value, (percentage) 
minecraft.picked_up.green_stained_glass: #15, 1(0%)
minecraft.dropped.dried_kelp: #15, 1(0%)
minecraft.picked_up.black_carpet: #15, 15(0%)
minecraft.killed.pillager: #15, 20(0%)
minecraft.used.barrel: #16, 220(3%)
minecraft.used.glow_ink_sac: #16, 79(2%)
minecraft.killed_by.player: #16, 37(1%)
minecraft.picked_up.lead: #16, 69(2%)
minecraft.dropped.cyan_shulker_box: #16, 2(2%)
minecraft.crafted.oak_planks: #16, 3360(1%)
minecraft.mined.oak_sign: #16, 4(2%)
minecraft.dropped.stone_pickaxe: #16, 2(2%)
minecraft.used.stone_brick_stairs: #16, 161(2%)
minecraft.picked_up.anvil: #16, 34(2%)
minecraft.crafted.anvil: #16, 60(1%)
minecraft.picked_up.moss_block: #16, 1707(1%)
minecraft.picked_up.phantom_membrane: #16, 17(1%)
minecraft.crafted.iron_helmet: #16, 3(1%)
minecraft.crafted.gray_dye: #16, 400(1%)
minecraft.custom.inspect_dispenser: #16, 332(1%)
minecraft.mined.stripped_crimson_stem: #16, 43(1%)
minecraft.picked_up.oak_boat: #16, 13(1%)
minecraft.mined.white_concrete: #16, 841(1%)
minecraft.picked_up.lightning_rod: #16, 17(1%)
minecraft.picked_up.spruce_leaves: #16, 731(1%)
minecraft.mined.lightning_rod: #16, 12(1%)
minecraft.picked_up.stripped_crimson_stem: #16, 36(1%)
minecraft.picked_up.andesite_stairs: #16, 9(1%)
minecraft.crafted.blue_dye: #16, 569(1%)
minecraft.used.honeycomb: #16, 107(1%)
minecraft.picked_up.magma_block: #16, 344(1%)
minecraft.crafted.white_concrete_powder: #16, 944(1%)
minecraft.mined.honey_block: #16, 14(1%)
minecraft.crafted.gray_shulker_box: #16, 2(1%)
minecraft.dropped.orange_terracotta: #16, 8(1%)
minecraft.mined.powered_rail: #16, 66(1%)
minecraft.crafted.red_concrete_powder: #16, 280(1%)
minecraft.dropped.iron_block: #16, 64(1%)
minecraft.picked_up.observer: #16, 68(1%)
minecraft.picked_up.iron_chestplate: #16, 4(1%)
minecraft.crafted.brewing_stand: #16, 4(1%)
minecraft.crafted.birch_slab: #16, 54(1%)
minecraft.mined.mossy_cobblestone_slab: #16, 2(1%)
minecraft.crafted.clock: #16, 2(1%)
minecraft.dropped.smooth_basalt: #16, 16(1%)
minecraft.mined.smooth_quartz: #16, 28(1%)
minecraft.crafted.bread: #16, 233(1%)
minecraft.used.white_dye: #16, 10(1%)
minecraft.crafted.stonecutter: #16, 6(0%)
minecraft.crafted.cyan_dye: #16, 182(0%)
minecraft.used.gray_concrete: #16, 200(1%)
minecraft.picked_up.stone_sword: #16, 3(0%)
minecraft.dropped.bone: #16, 133(0%)
minecraft.crafted.moss_carpet: #16, 39(0%)
minecraft.mined.brick_stairs: #16, 1(0%)
minecraft.mined.pink_petals: #16, 9(0%)
minecraft.picked_up.mushroom_stem: #16, 117(0%)
minecraft.mined.warped_wall_sign: #16, 1(0%)
minecraft.used.cornflower: #16, 1(0%)
minecraft.dropped.dark_oak_sign: #16, 1(0%)
minecraft.used.cyan_concrete_powder: #16, 69(0%)
minecraft.picked_up.polished_diorite: #16, 9(0%)
minecraft.mined.crimson_nylium: #16, 35(0%)
minecraft.dropped.cookie: #16, 4(0%)
minecraft.dropped.grass: #16, 1(0%)
minecraft.dropped.leather: #16, 8(0%)
minecraft.picked_up.polished_blackstone: #16, 7(0%)
minecraft.dropped.glow_berries: #16, 1(0%)
minecraft.picked_up.name_tag: #16, 3(0%)
minecraft.picked_up.light_gray_wool: #16, 14(0%)
minecraft.used.polished_blackstone_bricks: #16, 81(0%)
minecraft.killed.chicken: #16, 20(0%)
minecraft.picked_up.crimson_nylium: #16, 29(0%)
minecraft.crafted.brown_concrete_powder: #16, 8(0%)
minecraft.dropped.red_dye: #16, 1(0%)
minecraft.mined.stripped_dark_oak_wood: #16, 2(0%)
minecraft.picked_up.brown_concrete_powder: #16, 1(0%)
minecraft.crafted.emerald_block: #16, 79(0%)
minecraft.crafted.smithing_table: #16, 2(0%)
minecraft.crafted.golden_apple: #16, 3(0%)
minecraft.picked_up.sculk_shrieker: #16, 1(0%)
minecraft.dropped.dark_oak_slab: #16, 1(0%)
minecraft.crafted.sandstone: #16, 6(0%)
minecraft.dropped.paper: #16, 12(0%)
minecraft.used.crafting_table: #17, 193(2%)
minecraft.dropped.diamond_sword: #17, 4(2%)
minecraft.killed.spider: #17, 59(2%)
minecraft.custom.drop: #17, 5690(1%)
minecraft.mined.cobblestone: #17, 890(2%)
minecraft.crafted.chain: #17, 243(2%)
minecraft.picked_up.shield: #17, 5(2%)
minecraft.crafted.item_frame: #17, 147(2%)
minecraft.dropped.written_book: #17, 3(2%)
minecraft.picked_up.diamond_block: #17, 61(1%)
minecraft.used.kelp: #17, 228(2%)
minecraft.dropped.carved_pumpkin: #17, 24(1%)
minecraft.picked_up.cooked_beef: #17, 73(1%)
minecraft.picked_up.polished_deepslate: #17, 161(1%)
minecraft.mined.spruce_leaves: #17, 1105(1%)
minecraft.dropped.cobblestone: #17, 731(1%)
minecraft.crafted.white_dye: #17, 1032(1%)
minecraft.mined.emerald_ore: #17, 9(1%)
minecraft.picked_up.dark_oak_door: #17, 4(1%)
minecraft.mined.redstone_wire: #17, 134(1%)
minecraft.crafted.red_dye: #17, 842(1%)
minecraft.used.redstone_lamp: #17, 36(1%)
minecraft.custom.interact_with_blast_furnace: #17, 45(1%)
minecraft.picked_up.wooden_sword: #17, 9(1%)
minecraft.crafted.iron_trapdoor: #17, 53(1%)
minecraft.picked_up.spore_blossom: #17, 5(1%)
minecraft.picked_up.flint_and_steel: #17, 9(1%)
minecraft.crafted.cyan_terracotta: #17, 472(1%)
minecraft.picked_up.white_dye: #17, 32(1%)
minecraft.mined.deepslate_bricks: #17, 98(1%)
minecraft.custom.target_hit: #17, 15(0%)
minecraft.picked_up.polished_blackstone_slab: #17, 31(1%)
minecraft.mined.iron_trapdoor: #17, 7(1%)
minecraft.picked_up.beef: #17, 73(0%)
minecraft.mined.deepslate_tile_slab: #17, 11(1%)
minecraft.killed.silverfish: #17, 2(1%)
minecraft.picked_up.jukebox: #17, 3(1%)
minecraft.mined.jukebox: #17, 3(1%)
minecraft.mined.iron_door: #17, 3(1%)
minecraft.used.powered_rail: #17, 167(0%)
minecraft.picked_up.cobblestone_wall: #17, 14(0%)
minecraft.crafted.raw_gold: #17, 45(1%)
minecraft.crafted.spruce_button: #17, 8(0%)
minecraft.killed.bat: #17, 1(0%)
minecraft.mined.weeping_vines: #17, 4(0%)
minecraft.picked_up.bone_meal: #17, 608(0%)
minecraft.dropped.furnace: #17, 1(0%)
minecraft.picked_up.mossy_cobblestone_slab: #17, 2(0%)
minecraft.dropped.oak_leaves: #17, 8(0%)
minecraft.mined.cauldron: #17, 1(0%)
minecraft.picked_up.ancient_debris: #17, 22(0%)
minecraft.mined.polished_granite: #17, 4(0%)
minecraft.mined.yellow_bed: #17, 2(0%)
minecraft.picked_up.yellow_bed: #17, 2(0%)
minecraft.mined.ancient_debris: #17, 18(0%)
minecraft.mined.crimson_stem: #17, 51(0%)
minecraft.crafted.warped_trapdoor: #17, 10(0%)
minecraft.killed.zombie: #17, 289(0%)
minecraft.crafted.granite_slab: #17, 6(0%)
minecraft.mined.blue_bed: #17, 1(0%)
minecraft.used.warped_trapdoor: #17, 8(0%)
minecraft.picked_up.blue_bed: #17, 1(0%)
minecraft.used.mangrove_log: #17, 29(0%)
minecraft.used.yellow_bed: #17, 2(0%)
minecraft.dropped.podzol: #17, 1(0%)
minecraft.used.blue_bed: #17, 1(0%)
minecraft.dropped.iron_chestplate: #17, 1(0%)
minecraft.picked_up.feather: #17, 47(0%)
minecraft.picked_up.black_dye: #17, 6(0%)
minecraft.dropped.chorus_fruit: #17, 4(0%)
minecraft.used.light_gray_concrete_powder: #17, 67(0%)
minecraft.picked_up.chicken: #17, 41(0%)
minecraft.used.cobbled_deepslate_wall: #17, 5(0%)
minecraft.picked_up.smooth_sandstone: #17, 15(0%)
minecraft.mined.gray_wool: #17, 6(0%)
minecraft.mined.polished_blackstone_stairs: #17, 1(0%)
minecraft.used.mud: #17, 29(0%)
minecraft.dropped.slime_ball: #17, 2(0%)
minecraft.crafted.stick: #18, 8201(2%)
minecraft.crafted.dark_oak_planks: #18, 6578(2%)
minecraft.mined.white_bed: #18, 36(2%)
minecraft.crafted.barrel: #18, 122(2%)
minecraft.picked_up.white_bed: #18, 37(1%)
minecraft.crafted.chest: #18, 885(1%)
minecraft.used.bow: #18, 835(1%)
minecraft.killed_by.vex: #18, 3(1%)
minecraft.used.glow_berries: #18, 48(1%)
minecraft.picked_up.spruce_planks: #18, 341(1%)
minecraft.mined.sunflower: #18, 6(1%)
minecraft.used.spruce_boat: #18, 9(1%)
minecraft.mined.oak_leaves: #18, 1259(1%)
minecraft.picked_up.rotten_flesh: #18, 729(1%)
minecraft.picked_up.polished_deepslate_slab: #18, 68(1%)
minecraft.used.rail: #18, 631(1%)
minecraft.dropped.iron_pickaxe: #18, 1(1%)
minecraft.mined.redstone_lamp: #18, 9(1%)
minecraft.mined.oak_planks: #18, 113(1%)
minecraft.mined.chain: #18, 19(1%)
minecraft.used.cyan_terracotta: #18, 483(1%)
minecraft.crafted.iron_boots: #18, 2(1%)
minecraft.mined.glowstone: #18, 57(1%)
minecraft.dropped.red_terracotta: #18, 20(1%)
minecraft.picked_up.dark_prismarine: #18, 28(1%)
minecraft.used.jukebox: #18, 4(0%)
minecraft.picked_up.deepslate_bricks: #18, 89(0%)
minecraft.mined.oak_wall_sign: #18, 4(0%)
minecraft.used.iron_door: #18, 3(0%)
minecraft.dropped.golden_apple: #18, 2(1%)
minecraft.dropped.golden_chestplate: #18, 2(0%)
minecraft.mined.andesite_slab: #18, 3(1%)
minecraft.crafted.glass_pane: #18, 112(0%)
minecraft.picked_up.iron_trapdoor: #18, 7(0%)
minecraft.picked_up.gold_block: #18, 42(0%)
minecraft.dropped.golden_helmet: #18, 2(0%)
minecraft.used.andesite_stairs: #18, 13(0%)
minecraft.picked_up.cut_copper_stairs: #18, 2(0%)
minecraft.picked_up.andesite_slab: #18, 5(0%)
minecraft.dropped.copper_ore: #18, 8(0%)
minecraft.picked_up.gunpowder: #18, 241(0%)
minecraft.used.azalea: #18, 13(0%)
minecraft.picked_up.warped_trapdoor: #18, 4(0%)
minecraft.picked_up.smooth_quartz: #18, 20(0%)
minecraft.crafted.stone_brick_stairs: #18, 16(0%)
minecraft.crafted.stone_pressure_plate: #18, 8(0%)
minecraft.crafted.gold_ingot: #18, 1410(0%)
minecraft.dropped.dark_oak_sapling: #18, 4(0%)
minecraft.mined.acacia_log: #18, 40(0%)
minecraft.picked_up.cactus: #18, 183(0%)
minecraft.mined.target: #18, 1(0%)
minecraft.picked_up.acacia_log: #18, 47(0%)
minecraft.dropped.white_dye: #18, 6(0%)
minecraft.dropped.gunpowder: #18, 55(0%)
minecraft.crafted.golden_carrot: #18, 78(0%)
minecraft.used.oak_fence_gate: #18, 1(0%)
minecraft.dropped.sweet_berries: #18, 4(0%)
minecraft.crafted.oak_fence_gate: #18, 1(0%)
minecraft.picked_up.quartz_slab: #18, 3(0%)
minecraft.used.clay: #18, 24(0%)
minecraft.dropped.golden_sword: #18, 1(0%)
minecraft.picked_up.polished_granite: #18, 4(0%)
minecraft.used.polished_blackstone: #18, 20(0%)
minecraft.dropped.dripstone_block: #18, 2(0%)
minecraft.mined.crimson_roots: #18, 5(0%)
minecraft.used.light_gray_wool: #18, 18(0%)
minecraft.used.dark_prismarine: #18, 7(0%)
minecraft.used.grass: #18, 5(0%)
minecraft.picked_up.polished_blackstone_stairs: #18, 1(0%)
minecraft.used.andesite_wall: #18, 1(0%)
minecraft.killed.drowned: #18, 48(0%)
minecraft.custom.interact_with_stonecutter: #19, 191(2%)
minecraft.mined.dark_oak_log: #19, 2690(1%)
minecraft.mined.powder_snow: #19, 23(1%)
minecraft.used.golden_carrot: #19, 351(1%)
minecraft.used.lead: #19, 1(1%)
minecraft.crafted.dark_oak_slab: #19, 462(1%)
minecraft.picked_up.iron_door: #19, 5(1%)
minecraft.picked_up.spruce_boat: #19, 8(1%)
minecraft.custom.inspect_dropper: #19, 236(1%)
minecraft.crafted.oak_slab: #19, 228(1%)
minecraft.picked_up.glass: #19, 498(1%)
minecraft.used.deepslate: #19, 1243(1%)
minecraft.mined.hopper: #19, 75(1%)
minecraft.used.minecart: #19, 20(1%)
minecraft.picked_up.minecart: #19, 21(1%)
minecraft.used.white_wool: #19, 204(1%)
minecraft.used.ender_chest: #19, 103(1%)
minecraft.dropped.stick: #19, 392(0%)
minecraft.used.cobblestone_slab: #19, 96(1%)
minecraft.mined.redstone_torch: #19, 16(1%)
minecraft.crafted.dark_oak_door: #19, 3(1%)
minecraft.mined.iron_bars: #19, 15(1%)
minecraft.used.iron_bars: #19, 105(0%)
minecraft.mined.rail: #19, 196(0%)
minecraft.picked_up.saddle: #19, 2(0%)
minecraft.used.glass: #19, 372(0%)
minecraft.crafted.glow_item_frame: #19, 9(1%)
minecraft.dropped.stone: #19, 1080(0%)
minecraft.picked_up.chain: #19, 18(0%)
minecraft.picked_up.oak_leaves: #19, 373(0%)
minecraft.picked_up.honey_block: #19, 15(0%)
minecraft.used.moss_block: #19, 576(0%)
minecraft.used.deepslate_bricks: #19, 332(0%)
minecraft.crafted.iron_bars: #19, 96(0%)
minecraft.used.sticky_piston: #19, 51(0%)
minecraft.killed.cow: #19, 19(0%)
minecraft.crafted.polished_deepslate: #19, 256(0%)
minecraft.killed.piglin: #19, 6(0%)
minecraft.used.honey_block: #19, 24(0%)
minecraft.used.amethyst_cluster: #19, 7(0%)
minecraft.crafted.jukebox: #19, 1(0%)
minecraft.crafted.lime_dye: #19, 86(0%)
minecraft.crafted.orange_dye: #19, 66(0%)
minecraft.picked_up.bell: #19, 1(0%)
minecraft.picked_up.deepslate_tile_stairs: #19, 7(0%)
minecraft.crafted.lime_terracotta: #19, 112(0%)
minecraft.used.magma_block: #19, 40(0%)
minecraft.picked_up.glowstone_dust: #19, 22(0%)
minecraft.picked_up.enchanted_book: #19, 2(0%)
minecraft.picked_up.target: #19, 1(0%)
minecraft.picked_up.allium: #19, 4(0%)
minecraft.used.crimson_planks: #19, 9(0%)
minecraft.used.white_stained_glass_pane: #19, 8(0%)
minecraft.crafted.gold_block: #19, 41(0%)
minecraft.mined.green_concrete_powder: #19, 2(0%)
minecraft.picked_up.weathered_copper: #19, 2(0%)
minecraft.used.stripped_dark_oak_log: #19, 3(0%)
minecraft.mined.weathered_copper: #19, 2(0%)
minecraft.crafted.polished_blackstone: #19, 16(0%)
minecraft.mined.light_gray_concrete: #19, 12(0%)
minecraft.dropped.gold_ingot: #19, 2(0%)
minecraft.used.green_carpet: #19, 1(0%)
minecraft.dropped.diamond_leggings: #20, 3(1%)
minecraft.picked_up.dark_oak_log: #20, 2786(1%)
minecraft.picked_up.golden_carrot: #20, 354(1%)
minecraft.crafted.iron_ingot: #20, 6255(1%)
minecraft.picked_up.azalea: #20, 136(1%)
minecraft.picked_up.flowering_azalea: #20, 77(1%)
minecraft.dropped.dirt: #20, 664(1%)
minecraft.picked_up.oak_sapling: #20, 327(1%)
minecraft.picked_up.dark_oak_sapling: #20, 166(1%)
minecraft.picked_up.calcite: #20, 360(1%)
minecraft.dropped.diamond: #20, 57(1%)
minecraft.picked_up.oak_sign: #20, 16(1%)
minecraft.crafted.armor_stand: #20, 23(1%)
minecraft.mined.calcite: #20, 301(1%)
minecraft.picked_up.hopper: #20, 72(1%)
minecraft.picked_up.redstone_lamp: #20, 9(1%)
minecraft.mined.redstone_wall_torch: #20, 8(0%)
minecraft.picked_up.ender_chest: #20, 71(0%)
minecraft.crafted.campfire: #20, 15(0%)
minecraft.picked_up.coarse_dirt: #20, 79(0%)
minecraft.picked_up.stone_button: #20, 19(0%)
minecraft.crafted.diamond_chestplate: #20, 1(0%)
minecraft.dropped.diamond_block: #20, 9(0%)
minecraft.mined.ender_chest: #20, 52(0%)
minecraft.mined.glass_pane: #20, 4(0%)
minecraft.mined.flowering_azalea_leaves: #20, 93(0%)
minecraft.dropped.player_head: #20, 30(0%)
minecraft.picked_up.podzol: #20, 65(0%)
minecraft.crafted.painting: #20, 2(0%)
minecraft.picked_up.gray_wool: #20, 32(0%)
minecraft.mined.pointed_dripstone: #20, 9(0%)
minecraft.picked_up.warped_nylium: #20, 20(0%)
minecraft.mined.cyan_terracotta: #20, 34(0%)
minecraft.picked_up.deepslate_tile_slab: #20, 11(0%)
minecraft.picked_up.gray_concrete: #20, 84(0%)
minecraft.crafted.paper: #20, 1089(0%)
minecraft.dropped.kelp: #20, 22(0%)
minecraft.crafted.powered_rail: #20, 60(0%)
minecraft.crafted.smooth_stone_slab: #20, 24(0%)
minecraft.crafted.emerald: #20, 850(0%)
minecraft.dropped.golden_boots: #20, 1(0%)
minecraft.mined.mushroom_stem: #20, 69(0%)
minecraft.crafted.light_blue_dye: #20, 24(0%)
minecraft.picked_up.nether_bricks: #20, 31(0%)
minecraft.picked_up.crimson_stem: #20, 49(0%)
minecraft.picked_up.lime_terracotta: #20, 14(0%)
minecraft.crafted.warped_planks: #20, 144(0%)
minecraft.mined.nether_bricks: #20, 29(0%)
minecraft.used.lime_terracotta: #20, 59(0%)
minecraft.picked_up.glass_pane: #20, 3(0%)
minecraft.mined.smooth_quartz_slab: #20, 2(0%)
minecraft.used.polished_deepslate_stairs: #20, 12(0%)
minecraft.mined.deepslate_tile_wall: #20, 1(0%)
minecraft.mined.gray_concrete: #20, 32(0%)
minecraft.picked_up.cobbled_deepslate_slab: #20, 9(0%)
minecraft.used.weathered_copper: #20, 1(0%)
minecraft.picked_up.white_banner: #20, 3(0%)
minecraft.picked_up.copper_ingot: #20, 32(0%)
minecraft.mined.lectern: #20, 4(0%)
minecraft.crafted.green_dye: #20, 11(0%)
minecraft.mined.polished_deepslate_stairs: #20, 1(0%)
minecraft.dropped.emerald: #20, 44(0%)
minecraft.picked_up.cooked_chicken: #20, 2(0%)
minecraft.used.target: #20, 1(0%)
minecraft.dropped.sandstone: #20, 3(0%)
minecraft.dropped.sugar_cane: #20, 3(0%)
minecraft.picked_up.experience_bottle: #20, 1(0%)
minecraft.used.brown_concrete_powder: #20, 1(0%)
minecraft.picked_up.green_carpet: #20, 1(0%)
minecraft.mined.crafting_table: #21, 111(2%)
minecraft.picked_up.crafting_table: #21, 117(1%)
minecraft.dropped.diamond_axe: #21, 3(2%)
minecraft.killed.zombie_villager: #21, 4(1%)
minecraft.picked_up.oak_log: #21, 1296(1%)
minecraft.used.cobblestone: #21, 809(1%)
minecraft.picked_up.apple: #21, 64(1%)
minecraft.dropped.shield: #21, 1(1%)
minecraft.mined.spruce_sign: #21, 1(1%)
minecraft.picked_up.grass_block: #21, 4644(1%)
minecraft.killed.phantom: #21, 7(1%)
minecraft.dropped.cobbled_deepslate: #21, 280(1%)
minecraft.crafted.rail: #21, 224(1%)
minecraft.picked_up.redstone_torch: #21, 38(0%)
minecraft.picked_up.iron_bars: #21, 27(0%)
minecraft.picked_up.clay: #21, 220(0%)
minecraft.dropped.bow: #21, 11(0%)
minecraft.mined.azalea_leaves: #21, 242(0%)
minecraft.picked_up.armor_stand: #21, 6(0%)
minecraft.used.smooth_quartz: #21, 69(0%)
minecraft.crafted.sticky_piston: #21, 23(0%)
minecraft.custom.talked_to_villager: #21, 108(0%)
minecraft.crafted.acacia_planks: #21, 96(0%)
minecraft.mined.stone_brick_slab: #21, 6(0%)
minecraft.picked_up.cauldron: #21, 1(0%)
minecraft.used.painting: #21, 2(0%)
minecraft.picked_up.lilac: #21, 10(0%)
minecraft.mined.cobbled_deepslate_slab: #21, 6(0%)
minecraft.dropped.white_wool: #21, 4(0%)
minecraft.dropped.snow: #21, 8(0%)
minecraft.crafted.comparator: #21, 8(0%)
minecraft.used.egg: #21, 20(0%)
minecraft.picked_up.lectern: #21, 5(0%)
minecraft.mined.stripped_oak_log: #21, 11(0%)
minecraft.mined.stripped_dark_oak_log: #21, 4(0%)
minecraft.picked_up.book: #21, 31(0%)
minecraft.used.mossy_cobblestone_slab: #21, 2(0%)
minecraft.used.black_wool: #21, 6(0%)
minecraft.picked_up.stripped_oak_log: #21, 9(0%)
minecraft.crafted.target: #21, 1(0%)
minecraft.used.sandstone: #21, 9(0%)
minecraft.dropped.feather: #21, 1(0%)
minecraft.picked_up.crimson_roots: #21, 9(0%)
minecraft.used.polished_blackstone_stairs: #21, 1(0%)
minecraft.used.powder_snow_bucket: #21, 1(0%)
minecraft.dropped.gold_nugget: #21, 3(0%)
minecraft.picked_up.green_concrete_powder: #21, 1(0%)
minecraft.mined.oak_log: #22, 1151(1%)
minecraft.picked_up.leather: #22, 144(1%)
minecraft.picked_up.spruce_sign: #22, 9(1%)
minecraft.used.hopper: #22, 187(1%)
minecraft.used.end_rod: #22, 30(0%)
minecraft.mined.composter: #22, 8(0%)
minecraft.picked_up.golden_apple: #22, 4(0%)
minecraft.used.moss_carpet: #22, 69(0%)
minecraft.mined.podzol: #22, 122(0%)
minecraft.crafted.iron_nugget: #22, 873(0%)
minecraft.dropped.bone_meal: #22, 66(0%)
minecraft.used.armor_stand: #22, 7(0%)
minecraft.picked_up.music_disc_cat: #22, 1(0%)
minecraft.used.calcite: #22, 39(0%)
minecraft.mined.spruce_wall_sign: #22, 1(0%)
minecraft.picked_up.flower_pot: #22, 4(0%)
minecraft.dropped.dandelion: #22, 3(0%)
minecraft.picked_up.egg: #22, 37(0%)
minecraft.mined.warped_nylium: #22, 7(0%)
minecraft.dropped.arrow: #22, 132(0%)
minecraft.crafted.dispenser: #22, 7(0%)
minecraft.picked_up.smooth_quartz_slab: #22, 4(0%)
minecraft.mined.smooth_quartz_stairs: #22, 1(0%)
minecraft.used.stone_sword: #22, 4(0%)
minecraft.dropped.moss_block: #22, 8(0%)
minecraft.mined.warped_fungus: #22, 1(0%)
minecraft.picked_up.gold_ingot: #22, 15(0%)
minecraft.picked_up.deepslate_tile_wall: #22, 1(0%)
minecraft.mined.bookshelf: #22, 7(0%)
minecraft.killed.blaze: #22, 4(0%)
minecraft.dropped.lapis_lazuli: #22, 1(0%)
minecraft.dropped.poppy: #22, 12(0%)
minecraft.used.pointed_dripstone: #22, 1(0%)
minecraft.crafted.bow: #23, 27(1%)
minecraft.crafted.coarse_dirt: #23, 216(0%)
minecraft.used.redstone_torch: #23, 67(0%)
minecraft.mined.dispenser: #23, 8(0%)
minecraft.used.coarse_dirt: #23, 166(0%)
minecraft.mined.dropper: #23, 10(0%)
minecraft.mined.peony: #23, 1(0%)
minecraft.dropped.redstone: #23, 45(0%)
minecraft.mined.observer: #23, 26(0%)
minecraft.dropped.granite: #23, 66(0%)
minecraft.dropped.oak_sapling: #23, 7(0%)
minecraft.custom.tune_noteblock: #23, 66(0%)
minecraft.mined.spruce_fence: #23, 7(0%)
minecraft.used.campfire: #23, 7(0%)
minecraft.mined.grindstone: #23, 1(0%)
minecraft.used.dispenser: #23, 11(0%)
minecraft.mined.stone_stairs: #23, 4(0%)
minecraft.picked_up.blaze_rod: #23, 7(0%)
minecraft.picked_up.red_mushroom: #23, 12(0%)
minecraft.picked_up.azalea_leaves: #23, 89(0%)
minecraft.used.cobbled_deepslate_slab: #23, 31(0%)
minecraft.picked_up.grindstone: #23, 1(0%)
minecraft.dropped.shears: #23, 1(0%)
minecraft.mined.note_block: #23, 1(0%)
minecraft.crafted.stone: #23, 10(0%)
minecraft.dropped.string: #23, 44(0%)
minecraft.picked_up.comparator: #23, 3(0%)
minecraft.picked_up.stone_brick_slab: #23, 6(0%)
minecraft.dropped.rotten_flesh: #23, 115(0%)
minecraft.used.flowering_azalea_leaves: #23, 8(0%)
minecraft.picked_up.note_block: #23, 1(0%)
minecraft.picked_up.stripped_dark_oak_log: #23, 4(0%)
minecraft.used.azalea_leaves: #23, 19(0%)
minecraft.picked_up.bookshelf: #23, 1(0%)
minecraft.killed.creeper: #23, 20(0%)
minecraft.custom.traded_with_villager: #23, 120(0%)
minecraft.mined.warped_roots: #23, 1(0%)
minecraft.crafted.firework_rocket: #23, 189(0%)
minecraft.used.smooth_stone: #23, 3(0%)
minecraft.used.acacia_log: #23, 1(0%)
minecraft.used.ice: #23, 3(0%)
minecraft.mined.grass_block: #24, 7326(1%)
minecraft.used.stonecutter: #24, 22(1%)
minecraft.picked_up.stonecutter: #24, 19(1%)
minecraft.broken.iron_pickaxe: #24, 2(1%)
minecraft.mined.stonecutter: #24, 17(1%)
minecraft.picked_up.iron_ingot: #24, 310(0%)
minecraft.used.stone: #24, 4649(0%)
minecraft.dropped.diamond_boots: #24, 1(1%)
minecraft.dropped.wheat_seeds: #24, 283(0%)
minecraft.crafted.hopper: #24, 114(0%)
minecraft.used.redstone: #24, 266(0%)
minecraft.mined.repeater: #24, 13(0%)
minecraft.picked_up.dropper: #24, 10(0%)
minecraft.dropped.grass_block: #24, 66(0%)
minecraft.picked_up.composter: #24, 5(0%)
minecraft.dropped.diorite: #24, 53(0%)
minecraft.crafted.observer: #24, 55(0%)
minecraft.mined.coarse_dirt: #24, 37(0%)
minecraft.picked_up.dispenser: #24, 8(0%)
minecraft.mined.end_rod: #24, 5(0%)
minecraft.picked_up.repeater: #24, 16(0%)
minecraft.used.spruce_fence: #24, 37(0%)
minecraft.crafted.piston: #24, 51(0%)
minecraft.used.spruce_sign: #24, 4(0%)
minecraft.crafted.spruce_fence: #24, 36(0%)
minecraft.used.grindstone: #24, 2(0%)
minecraft.crafted.redstone_torch: #24, 113(0%)
minecraft.used.oak_planks: #24, 28(0%)
minecraft.used.bookshelf: #24, 27(0%)
minecraft.used.dropper: #24, 13(0%)
minecraft.picked_up.spruce_fence: #24, 7(0%)
minecraft.crafted.composter: #24, 5(0%)
minecraft.mined.comparator: #24, 2(0%)
minecraft.picked_up.smooth_quartz_stairs: #24, 1(0%)
minecraft.crafted.dropper: #24, 5(0%)
minecraft.dropped.egg: #24, 4(0%)
minecraft.picked_up.polished_deepslate_stairs: #24, 1(0%)
minecraft.crafted.cauldron: #24, 1(0%)
minecraft.dropped.deepslate: #24, 12(0%)
minecraft.crafted.bookshelf: #24, 3(0%)
minecraft.mined.ice: #24, 17(0%)
minecraft.dropped.diamond_pickaxe: #25, 3(1%)
minecraft.dropped.golden_carrot: #25, 30(0%)
minecraft.crafted.diamond_leggings: #25, 1(0%)
minecraft.custom.bell_ring: #25, 9(0%)
minecraft.used.spruce_planks: #25, 166(0%)
minecraft.used.oak_sign: #25, 9(0%)
minecraft.picked_up.spruce_door: #25, 1(0%)
minecraft.crafted.redstone: #25, 801(0%)
minecraft.used.composter: #25, 10(0%)
minecraft.crafted.stone_bricks: #25, 284(0%)
minecraft.used.observer: #25, 38(0%)
minecraft.crafted.spruce_sign: #25, 3(0%)
minecraft.dropped.crafting_table: #25, 1(0%)
minecraft.mined.stone_button: #25, 1(0%)
minecraft.crafted.repeater: #25, 19(0%)
minecraft.dropped.oak_planks: #25, 3(0%)
minecraft.crafted.minecart: #25, 6(0%)
minecraft.crafted.grindstone: #25, 1(0%)
minecraft.used.comparator: #25, 7(0%)
minecraft.crafted.smooth_stone: #25, 8(0%)
minecraft.crafted.quartz_block: #25, 46(0%)
minecraft.used.lectern: #25, 3(0%)
minecraft.used.smooth_stone_slab: #25, 7(0%)
minecraft.dropped.coal_ore: #25, 1(0%)
minecraft.used.cauldron: #25, 1(0%)
minecraft.crafted.stone_button: #25, 5(0%)
minecraft.picked_up.stone_stairs: #25, 1(0%)
minecraft.used.smooth_quartz_stairs: #25, 1(0%)
minecraft.picked_up.ice: #25, 12(0%)
minecraft.used.experience_bottle: #25, 1(0%)
