stat, rank, value, (percentage) 
minecraft.picked_up.pumpkin: #16, 123(0%)
minecraft.mined.smithing_table: #16, 2(1%)
minecraft.crafted.acacia_slab: #16, 18(1%)
minecraft.mined.acacia_log: #16, 112(0%)
minecraft.crafted.birch_fence: #16, 27(1%)
minecraft.picked_up.lectern: #16, 35(0%)
minecraft.crafted.tinted_glass: #16, 290(1%)
minecraft.crafted.raw_gold_block: #16, 14(0%)
minecraft.mined.allium: #16, 3(0%)
minecraft.mined.dripstone_block: #16, 49(0%)
minecraft.picked_up.andesite_slab: #16, 6(0%)
minecraft.mined.nether_bricks: #16, 83(0%)
minecraft.picked_up.nether_bricks: #16, 79(0%)
minecraft.used.oak_button: #16, 2(0%)
minecraft.mined.mushroom_stem: #16, 152(0%)
minecraft.mined.purpur_stairs: #16, 4(0%)
minecraft.used.vine: #16, 4(0%)
minecraft.dropped.magma_cream: #16, 2(0%)
minecraft.mined.target: #16, 2(0%)
minecraft.dropped.calcite: #16, 10(0%)
minecraft.dropped.apple: #16, 5(0%)
minecraft.used.target: #16, 8(0%)
minecraft.crafted.white_stained_glass: #16, 168(0%)
minecraft.picked_up.quartz_bricks: #16, 2(0%)
minecraft.mined.polished_blackstone_bricks: #16, 131(0%)
minecraft.picked_up.mud_brick_slab: #16, 4(0%)
minecraft.picked_up.mud: #16, 217(0%)
minecraft.used.coal_block: #16, 12(0%)
minecraft.mined.light_gray_concrete: #16, 67(0%)
minecraft.crafted.charcoal: #16, 33(0%)
minecraft.picked_up.light_gray_concrete: #16, 67(0%)
minecraft.killed.hoglin: #16, 1(0%)
minecraft.picked_up.golden_sword: #16, 3(0%)
minecraft.crafted.dark_oak_boat: #16, 1(0%)
minecraft.used.mud_bricks: #16, 22(0%)
minecraft.used.stripped_spruce_wood: #16, 7(0%)
minecraft.dropped.big_dripleaf: #16, 1(0%)
minecraft.crafted.red_carpet: #16, 27(0%)
minecraft.mined.melon: #16, 8(0%)
minecraft.picked_up.brain_coral_fan: #16, 3(0%)
minecraft.mined.twisting_vines_plant: #16, 1(0%)
minecraft.crafted.name_tag: #16, 6(0%)
minecraft.mined.fire_coral_wall_fan: #16, 2(0%)
minecraft.dropped.raw_gold: #16, 1(0%)
minecraft.crafted.soul_torch: #16, 8(0%)
minecraft.dropped.stone_button: #16, 3(0%)
minecraft.used.deepslate_brick_wall: #16, 4(0%)
minecraft.picked_up.lapis_block: #16, 3(0%)
minecraft.picked_up.sugar: #16, 2(0%)
minecraft.custom.damage_taken: #17, 227402(2%)
minecraft.custom.interact_with_furnace: #17, 1185(2%)
minecraft.used.chest: #17, 827(2%)
minecraft.picked_up.bow: #17, 114(2%)
minecraft.dropped.diamond_axe: #17, 4(2%)
minecraft.custom.sneak_time: #18, 3302588(2%)
minecraft.used.furnace: #17, 85(2%)
minecraft.picked_up.diamond_leggings: #17, 17(2%)
minecraft.used.barrel: #17, 156(2%)
minecraft.picked_up.diorite: #17, 3331(2%)
minecraft.used.chain: #17, 206(2%)
minecraft.used.tuff: #17, 787(2%)
minecraft.used.shears: #17, 3810(2%)
minecraft.picked_up.dark_oak_sapling: #17, 373(2%)
minecraft.mined.furnace: #17, 46(2%)
minecraft.used.spruce_trapdoor: #17, 422(1%)
minecraft.custom.interact_with_loom: #17, 13(2%)
minecraft.crafted.diamond_helmet: #17, 2(2%)
minecraft.picked_up.cobbled_deepslate: #17, 11293(1%)
minecraft.crafted.spruce_fence: #17, 312(1%)
minecraft.mined.composter: #17, 27(2%)
minecraft.picked_up.composter: #17, 28(1%)
minecraft.used.composter: #17, 64(1%)
minecraft.mined.peony: #17, 4(1%)
minecraft.used.flowering_azalea: #17, 25(1%)
minecraft.used.shulker_box: #17, 706(1%)
minecraft.picked_up.shulker_box: #17, 699(1%)
minecraft.used.iron_chestplate: #17, 1(1%)
minecraft.used.dark_oak_door: #17, 4(1%)
minecraft.picked_up.carrot: #17, 830(1%)
minecraft.crafted.oak_slab: #17, 276(1%)
minecraft.used.splash_potion: #17, 11(1%)
minecraft.mined.iron_bars: #17, 31(1%)
minecraft.mined.netherrack: #17, 16332(1%)
minecraft.picked_up.shears: #17, 10(1%)
minecraft.used.minecart: #17, 27(1%)
minecraft.crafted.flint_and_steel: #17, 5(1%)
minecraft.used.basalt: #17, 724(1%)
minecraft.used.piston: #17, 151(1%)
minecraft.mined.azalea: #17, 34(1%)
minecraft.picked_up.totem_of_undying: #17, 16(1%)
minecraft.custom.damage_absorbed: #17, 226(1%)
minecraft.mined.azalea_leaves: #17, 689(1%)
minecraft.mined.flowering_azalea_leaves: #17, 244(1%)
minecraft.used.oak_trapdoor: #17, 64(1%)
minecraft.mined.weeping_vines_plant: #17, 8(1%)
minecraft.mined.campfire: #17, 8(1%)
minecraft.crafted.spruce_fence_gate: #17, 23(1%)
minecraft.picked_up.red_mushroom: #17, 67(1%)
minecraft.dropped.oak_planks: #17, 21(1%)
minecraft.used.emerald_block: #17, 145(1%)
minecraft.mined.deepslate_tiles: #17, 57(1%)
minecraft.mined.polished_deepslate: #17, 65(1%)
minecraft.crafted.warped_planks: #17, 812(1%)
minecraft.picked_up.bucket: #17, 11(1%)
minecraft.crafted.white_wool: #17, 450(1%)
minecraft.custom.sleep_in_bed: #18, 1038(3%)
minecraft.crafted.birch_boat: #17, 1(1%)
minecraft.mined.cyan_terracotta: #17, 81(1%)
minecraft.crafted.clock: #17, 2(1%)
minecraft.used.golden_apple: #17, 2(1%)
minecraft.picked_up.coarse_dirt: #17, 108(1%)
minecraft.crafted.glass_pane: #17, 160(1%)
minecraft.dropped.coal_ore: #17, 21(1%)
minecraft.used.cobbled_deepslate_slab: #17, 157(1%)
minecraft.mined.stripped_dark_oak_log: #17, 39(1%)
minecraft.dropped.birch_sapling: #17, 10(1%)
minecraft.used.birch_fence: #17, 30(1%)
minecraft.mined.brown_mushroom_block: #17, 249(1%)
minecraft.used.diamond_boots: #17, 1(1%)
minecraft.mined.bamboo_sapling: #17, 1(1%)
minecraft.picked_up.poisonous_potato: #17, 1(1%)
minecraft.mined.deepslate_tile_stairs: #17, 11(1%)
minecraft.killed.piglin: #17, 11(0%)
minecraft.used.cobblestone_wall: #17, 37(0%)
minecraft.mined.dead_bush: #17, 20(0%)
minecraft.picked_up.stone_sword: #17, 3(0%)
minecraft.mined.red_concrete: #17, 117(0%)
minecraft.mined.mud_bricks: #17, 8(0%)
minecraft.mined.stone_brick_wall: #17, 3(0%)
minecraft.mined.mossy_cobblestone_slab: #17, 1(0%)
minecraft.mined.purpur_block: #17, 17(0%)
minecraft.used.music_disc_13: #17, 1(0%)
minecraft.picked_up.white_banner: #17, 14(0%)
minecraft.picked_up.candle: #17, 3(0%)
minecraft.mined.deepslate_tile_wall: #17, 3(0%)
minecraft.dropped.birch_sign: #17, 2(0%)
minecraft.crafted.black_shulker_box: #17, 1(0%)
minecraft.picked_up.deepslate_brick_stairs: #17, 13(0%)
minecraft.crafted.mud_bricks: #17, 48(0%)
minecraft.picked_up.mushroom_stem: #17, 116(0%)
minecraft.dropped.firework_rocket: #17, 549(0%)
minecraft.crafted.firework_rocket: #17, 2537(0%)
minecraft.crafted.leather_leggings: #17, 2(0%)
minecraft.mined.lime_terracotta: #17, 18(0%)
minecraft.dropped.glow_ink_sac: #17, 3(0%)
minecraft.picked_up.polished_blackstone_bricks: #17, 109(0%)
minecraft.used.rooted_dirt: #17, 17(0%)
minecraft.crafted.dark_oak_fence_gate: #17, 5(0%)
minecraft.used.tinted_glass: #17, 90(0%)
minecraft.picked_up.mangrove_roots: #17, 65(0%)
minecraft.used.pumpkin: #17, 34(0%)
minecraft.dropped.grass: #17, 1(0%)
minecraft.mined.brain_coral_wall_fan: #17, 3(0%)
minecraft.mined.polished_blackstone: #17, 3(0%)
minecraft.dropped.iron_boots: #17, 1(0%)
minecraft.used.tnt: #17, 72(0%)
minecraft.mined.horn_coral_wall_fan: #17, 2(0%)
minecraft.picked_up.baked_potato: #17, 2(0%)
minecraft.mined.white_stained_glass: #17, 8(0%)
minecraft.crafted.sugar: #17, 32(0%)
minecraft.crafted.stone_brick_wall: #17, 7(0%)
minecraft.used.polished_blackstone_bricks: #17, 59(0%)
minecraft.dropped.copper_ingot: #17, 1(0%)
minecraft.mined.tube_coral_wall_fan: #17, 2(0%)
minecraft.picked_up.green_wool: #17, 8(0%)
minecraft.picked_up.experience_bottle: #17, 2(0%)
minecraft.picked_up.red_carpet: #17, 9(0%)
minecraft.picked_up.orange_stained_glass: #17, 2(0%)
minecraft.crafted.enchanted_book: #17, 8(0%)
minecraft.picked_up.paper: #17, 29(0%)
minecraft.picked_up.tube_coral_fan: #17, 1(0%)
minecraft.picked_up.bubble_coral_fan: #17, 1(0%)
minecraft.used.rotten_flesh: #17, 1(0%)
minecraft.dropped.soul_sand: #17, 4(0%)
minecraft.used.andesite_wall: #17, 3(0%)
minecraft.used.light_gray_concrete: #17, 4(0%)
minecraft.dropped.cactus: #17, 1(0%)
minecraft.killed.pillager: #17, 12(0%)
minecraft.picked_up.elytra: #18, 36(2%)
minecraft.picked_up.barrel: #18, 67(2%)
minecraft.crafted.chain: #18, 226(2%)
minecraft.picked_up.player_head: #18, 375(1%)
minecraft.killed.zombie_villager: #18, 5(2%)
minecraft.picked_up.chest: #18, 298(1%)
minecraft.crafted.diamond_pickaxe: #18, 5(1%)
minecraft.crafted.oak_door: #18, 3(2%)
minecraft.dropped.written_book: #18, 2(1%)
minecraft.mined.shulker_box: #18, 677(1%)
minecraft.mined.amethyst_block: #18, 255(1%)
minecraft.picked_up.oak_sapling: #18, 399(1%)
minecraft.picked_up.birch_sign: #18, 36(1%)
minecraft.picked_up.amethyst_block: #18, 286(1%)
minecraft.used.carved_pumpkin: #18, 7(1%)
minecraft.picked_up.cooked_beef: #18, 62(1%)
minecraft.picked_up.pointed_dripstone: #18, 165(1%)
minecraft.picked_up.chain: #18, 43(1%)
minecraft.killed_by.creeper: #18, 1(1%)
minecraft.crafted.diamond: #18, 270(1%)
minecraft.crafted.grindstone: #18, 12(1%)
minecraft.crafted.coal: #18, 459(1%)
minecraft.picked_up.sugar_cane: #18, 1298(1%)
minecraft.mined.ladder: #18, 13(1%)
minecraft.crafted.diamond_chestplate: #18, 2(1%)
minecraft.used.shield: #18, 39(1%)
minecraft.picked_up.porkchop: #18, 16(1%)
minecraft.picked_up.bamboo: #18, 1841(1%)
minecraft.crafted.oak_trapdoor: #18, 58(1%)
minecraft.custom.play_record: #18, 8(1%)
minecraft.mined.note_block: #18, 8(1%)
minecraft.custom.tune_noteblock: #18, 177(0%)
minecraft.picked_up.amethyst_cluster: #18, 48(1%)
minecraft.mined.oak_trapdoor: #18, 7(1%)
minecraft.custom.damage_blocked_by_shield: #18, 1565(1%)
minecraft.crafted.cyan_terracotta: #18, 396(1%)
minecraft.dropped.iron_nugget: #18, 251(0%)
minecraft.mined.emerald_block: #18, 77(1%)
minecraft.mined.andesite_stairs: #18, 3(1%)
minecraft.used.pumpkin_pie: #18, 125(0%)
minecraft.used.iron_bars: #18, 112(1%)
minecraft.picked_up.amethyst_shard: #18, 787(1%)
minecraft.crafted.oak_boat: #18, 2(1%)
minecraft.mined.coarse_dirt: #18, 83(0%)
minecraft.crafted.iron_bars: #18, 144(1%)
minecraft.used.music_disc_otherside: #18, 1(1%)
minecraft.mined.amethyst_cluster: #18, 114(1%)
minecraft.mined.crimson_planks: #18, 15(1%)
minecraft.mined.bamboo: #18, 119(0%)
minecraft.used.polished_andesite_stairs: #18, 52(0%)
minecraft.mined.purpur_slab: #18, 2(1%)
minecraft.picked_up.magma_block: #18, 153(0%)
minecraft.picked_up.purpur_slab: #18, 2(1%)
minecraft.picked_up.red_banner: #18, 2(0%)
minecraft.crafted.iron_leggings: #18, 2(0%)
minecraft.crafted.scaffolding: #18, 330(0%)
minecraft.picked_up.snow: #18, 157(0%)
minecraft.picked_up.spruce_fence_gate: #18, 5(0%)
minecraft.mined.purpur_pillar: #18, 7(0%)
minecraft.picked_up.comparator: #18, 15(0%)
minecraft.picked_up.crossbow: #18, 5(0%)
minecraft.picked_up.glowstone_dust: #18, 48(0%)
minecraft.picked_up.purpur_pillar: #18, 6(0%)
minecraft.mined.spruce_fence_gate: #18, 3(0%)
minecraft.mined.bricks: #18, 9(0%)
minecraft.picked_up.purpur_block: #18, 13(0%)
minecraft.picked_up.dripstone_block: #18, 38(0%)
minecraft.used.lime_terracotta: #18, 123(0%)
minecraft.mined.polished_granite: #18, 4(0%)
minecraft.picked_up.crimson_stem: #18, 82(0%)
minecraft.mined.ancient_debris: #18, 18(0%)
minecraft.used.red_concrete: #18, 47(0%)
minecraft.used.bread: #18, 15(0%)
minecraft.picked_up.ancient_debris: #18, 18(0%)
minecraft.crafted.deepslate_tile_stairs: #18, 4(0%)
minecraft.mined.mud: #18, 171(0%)
minecraft.crafted.cobbled_deepslate_slab: #18, 18(0%)
minecraft.picked_up.red_dye: #18, 6(0%)
minecraft.picked_up.stone_brick_wall: #18, 3(0%)
minecraft.crafted.netherite_ingot: #18, 4(0%)
minecraft.crafted.book: #18, 4(0%)
minecraft.crafted.packed_mud: #18, 48(0%)
minecraft.mined.polished_deepslate_stairs: #18, 3(0%)
minecraft.used.white_banner: #18, 1(0%)
minecraft.picked_up.crying_obsidian: #18, 10(0%)
minecraft.picked_up.mossy_cobblestone_slab: #18, 1(0%)
minecraft.picked_up.warped_planks: #18, 12(0%)
minecraft.mined.warped_planks: #18, 10(0%)
minecraft.picked_up.gray_stained_glass: #18, 2(0%)
minecraft.dropped.weeping_vines: #18, 1(0%)
minecraft.picked_up.tnt: #18, 60(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #18, 1(0%)
minecraft.used.warped_stem: #18, 33(0%)
minecraft.picked_up.tinted_glass: #18, 5(0%)
minecraft.mined.gray_carpet: #18, 7(0%)
minecraft.mined.end_stone: #18, 49(0%)
minecraft.picked_up.end_stone: #18, 47(0%)
minecraft.dropped.redstone_torch: #18, 1(0%)
minecraft.picked_up.oxeye_daisy: #18, 7(0%)
minecraft.mined.acacia_leaves: #18, 20(0%)
minecraft.custom.open_barrel: #19, 3850(2%)
minecraft.dropped.white_terracotta: #18, 1(0%)
minecraft.used.light_gray_carpet: #18, 7(0%)
minecraft.crafted.red_terracotta: #18, 24(0%)
minecraft.mined.stripped_oak_wood: #18, 1(0%)
minecraft.dropped.chicken: #18, 6(0%)
minecraft.dropped.crimson_roots: #18, 1(0%)
minecraft.used.polished_basalt: #18, 2(0%)
minecraft.mined.raw_iron_block: #18, 1(0%)
minecraft.used.gray_stained_glass: #18, 2(0%)
minecraft.crafted.candle: #18, 1(0%)
minecraft.custom.walk_under_water_one_cm: #19, 4236391(1%)
minecraft.mined.chest: #19, 262(1%)
minecraft.picked_up.dark_oak_log: #19, 3281(1%)
minecraft.crafted.spruce_trapdoor: #19, 348(1%)
minecraft.custom.open_enderchest: #19, 1064(1%)
minecraft.used.diamond_axe: #19, 14723(1%)
minecraft.picked_up.grass_block: #19, 9227(1%)
minecraft.picked_up.iron_shovel: #19, 3(2%)
minecraft.crafted.chest: #19, 883(1%)
minecraft.mined.diorite: #19, 2942(1%)
minecraft.used.bow: #19, 757(1%)
minecraft.crafted.furnace: #19, 39(1%)
minecraft.mined.oak_fence: #19, 20(1%)
minecraft.picked_up.sand: #19, 17757(1%)
minecraft.picked_up.oak_fence: #19, 20(1%)
minecraft.killed.phantom: #19, 9(1%)
minecraft.picked_up.stone_slab: #19, 182(1%)
minecraft.mined.seagrass: #19, 60(1%)
minecraft.crafted.item_frame: #19, 70(1%)
minecraft.mined.flowering_azalea: #19, 20(1%)
minecraft.dropped.goat_horn: #19, 1(1%)
minecraft.dropped.diamond: #19, 60(1%)
minecraft.mined.cactus: #19, 22(1%)
minecraft.picked_up.basalt: #19, 1714(1%)
minecraft.mined.lever: #19, 12(1%)
minecraft.crafted.diamond_hoe: #19, 1(1%)
minecraft.custom.interact_with_blast_furnace: #19, 43(1%)
minecraft.picked_up.wheat: #19, 350(1%)
minecraft.crafted.white_dye: #19, 748(1%)
minecraft.picked_up.loom: #19, 3(1%)
minecraft.picked_up.rail: #19, 385(1%)
minecraft.killed.pig: #19, 4(1%)
minecraft.crafted.hopper: #19, 240(1%)
minecraft.used.sugar_cane: #19, 82(1%)
minecraft.used.deepslate_redstone_ore: #19, 58(1%)
minecraft.mined.basalt: #19, 1858(1%)
minecraft.mined.redstone_wall_torch: #19, 10(1%)
minecraft.mined.pumpkin: #19, 49(0%)
minecraft.used.granite: #19, 116(0%)
minecraft.picked_up.deepslate_tiles: #19, 55(0%)
minecraft.mined.observer: #19, 46(1%)
minecraft.picked_up.red_concrete: #19, 114(0%)
minecraft.picked_up.flint_and_steel: #19, 6(0%)
minecraft.used.damaged_anvil: #19, 1(1%)
minecraft.used.cyan_terracotta: #19, 295(0%)
minecraft.picked_up.dark_oak_sign: #19, 5(0%)
minecraft.picked_up.stripped_dark_oak_log: #19, 35(0%)
minecraft.used.dark_oak_sign: #19, 8(0%)
minecraft.mined.end_stone_bricks: #19, 12(1%)
minecraft.killed.shulker: #19, 18(0%)
minecraft.used.milk_bucket: #19, 1(1%)
minecraft.mined.obsidian: #19, 212(0%)
minecraft.mined.deepslate_tile_slab: #19, 8(0%)
minecraft.mined.smooth_stone_slab: #19, 11(0%)
minecraft.custom.eat_cake_slice: #19, 1(0%)
minecraft.picked_up.spruce_button: #19, 2(0%)
minecraft.picked_up.end_stone_bricks: #19, 12(0%)
minecraft.picked_up.hay_block: #19, 21(0%)
minecraft.crafted.cyan_dye: #19, 132(0%)
minecraft.used.stone_brick_wall: #19, 29(0%)
minecraft.dropped.barrel: #19, 1(0%)
minecraft.used.rose_bush: #19, 4(0%)
minecraft.picked_up.mud_bricks: #19, 8(0%)
minecraft.picked_up.gray_wool: #19, 36(0%)
minecraft.crafted.raw_iron_block: #19, 20(0%)
minecraft.crafted.dark_oak_sign: #19, 6(0%)
minecraft.dropped.netherrack: #19, 1433(0%)
minecraft.dropped.shulker_box: #19, 3(0%)
minecraft.mined.birch_fence: #19, 4(0%)
minecraft.used.spruce_button: #19, 3(0%)
minecraft.dropped.dandelion: #19, 5(0%)
minecraft.crafted.oak_button: #19, 2(0%)
minecraft.custom.animals_bred: #19, 38(0%)
minecraft.used.black_wool: #19, 28(0%)
minecraft.dropped.bone: #19, 74(0%)
minecraft.used.nether_wart_block: #19, 11(0%)
minecraft.crafted.paper: #19, 1095(0%)
minecraft.dropped.bucket: #19, 2(0%)
minecraft.mined.small_dripleaf: #19, 1(0%)
minecraft.picked_up.melon_seeds: #19, 1(0%)
minecraft.dropped.dark_oak_sapling: #19, 4(0%)
minecraft.crafted.bread: #19, 69(0%)
minecraft.picked_up.lime_terracotta: #19, 17(0%)
minecraft.picked_up.brown_mushroom_block: #19, 78(0%)
minecraft.picked_up.emerald: #19, 150(0%)
minecraft.mined.cut_copper: #19, 1(0%)
minecraft.dropped.mossy_cobblestone: #19, 2(0%)
minecraft.mined.black_wool: #19, 3(0%)
minecraft.picked_up.red_bed: #19, 2(0%)
minecraft.used.polished_deepslate_stairs: #19, 15(0%)
minecraft.used.smithing_table: #19, 3(0%)
minecraft.picked_up.cut_copper: #19, 1(0%)
minecraft.picked_up.iron_axe: #19, 1(0%)
minecraft.used.egg: #19, 28(0%)
minecraft.mined.cracked_stone_bricks: #19, 3(0%)
minecraft.used.red_concrete_powder: #19, 21(0%)
minecraft.dropped.dark_oak_trapdoor: #19, 1(0%)
minecraft.picked_up.white_stained_glass: #19, 8(0%)
minecraft.used.red_bed: #19, 1(0%)
minecraft.used.andesite_slab: #19, 6(0%)
minecraft.mined.polished_basalt: #19, 2(0%)
minecraft.picked_up.polished_blackstone: #19, 3(0%)
minecraft.mined.carved_pumpkin: #19, 9(0%)
minecraft.dropped.white_dye: #19, 2(0%)
minecraft.dropped.crossbow: #19, 1(0%)
minecraft.dropped.lantern: #19, 1(0%)
minecraft.picked_up.stripped_oak_wood: #19, 1(0%)
minecraft.mined.polished_deepslate_slab: #19, 3(0%)
minecraft.mined.white_carpet: #19, 2(0%)
minecraft.used.mushroom_stem: #19, 6(0%)
minecraft.picked_up.white_carpet: #19, 8(0%)
minecraft.dropped.gold_nugget: #19, 5(0%)
minecraft.killed.wither_skeleton: #19, 3(0%)
minecraft.used.black_stained_glass: #19, 2(0%)
minecraft.killed.drowned: #19, 36(0%)
minecraft.killed.witch: #19, 1(0%)
minecraft.custom.interact_with_crafting_table: #20, 1995(2%)
minecraft.custom.walk_on_water_one_cm: #20, 1427554(1%)
minecraft.custom.aviate_one_cm: #20, 361061658(2%)
minecraft.custom.open_shulker_box: #20, 16445(1%)
minecraft.picked_up.torch: #20, 1969(2%)
minecraft.dropped.diamond_sword: #20, 3(2%)
minecraft.mined.grass_block: #20, 12451(1%)
minecraft.picked_up.stick: #20, 1649(1%)
minecraft.crafted.diamond_sword: #20, 2(1%)
minecraft.picked_up.item_frame: #20, 78(1%)
minecraft.crafted.barrel: #20, 92(1%)
minecraft.dropped.torch: #20, 124(1%)
minecraft.mined.oak_sign: #20, 3(1%)
minecraft.crafted.diamond_block: #20, 68(1%)
minecraft.used.water_bucket: #20, 771(1%)
minecraft.custom.inspect_hopper: #20, 451(1%)
minecraft.dropped.redstone_block: #20, 26(1%)
minecraft.picked_up.apple: #20, 68(1%)
minecraft.picked_up.pumpkin_pie: #20, 113(1%)
minecraft.picked_up.written_book: #20, 5(1%)
minecraft.mined.anvil: #20, 10(1%)
minecraft.custom.play_time: #21, 39814308(2%)
minecraft.custom.total_world_time: #21, 39814308(2%)
minecraft.used.andesite: #20, 511(1%)
minecraft.picked_up.raw_gold: #20, 260(1%)
minecraft.dropped.iron_shovel: #20, 1(1%)
minecraft.mined.redstone_wire: #20, 108(1%)
minecraft.picked_up.chipped_anvil: #20, 3(1%)
minecraft.picked_up.potion: #20, 19(1%)
minecraft.picked_up.minecart: #20, 19(1%)
minecraft.picked_up.oak_trapdoor: #20, 9(1%)
minecraft.picked_up.blackstone: #20, 819(0%)
minecraft.picked_up.obsidian: #20, 225(0%)
minecraft.used.oak_door: #20, 1(1%)
minecraft.picked_up.iron_bars: #20, 31(0%)
minecraft.mined.damaged_anvil: #20, 1(0%)
minecraft.picked_up.big_dripleaf: #20, 21(0%)
minecraft.dropped.birch_planks: #20, 10(0%)
minecraft.picked_up.firework_rocket: #20, 1572(0%)
minecraft.picked_up.observer: #20, 45(0%)
minecraft.picked_up.damaged_anvil: #20, 1(0%)
minecraft.picked_up.sunflower: #20, 80(0%)
minecraft.crafted.iron_chestplate: #20, 2(0%)
minecraft.picked_up.deepslate_diamond_ore: #20, 74(0%)
minecraft.picked_up.music_disc_13: #20, 2(0%)
minecraft.used.kelp: #20, 49(0%)
minecraft.picked_up.iron_boots: #20, 2(0%)
minecraft.crafted.iron_nugget: #20, 927(0%)
minecraft.dropped.gravel: #20, 170(0%)
minecraft.used.deepslate_tile_slab: #20, 68(0%)
minecraft.dropped.iron_block: #20, 28(0%)
minecraft.picked_up.azure_bluet: #20, 16(0%)
minecraft.used.redstone_block: #20, 57(0%)
minecraft.used.moss_block: #20, 424(0%)
minecraft.mined.magma_block: #20, 106(0%)
minecraft.crafted.jukebox: #20, 1(0%)
minecraft.crafted.raw_iron: #20, 63(0%)
minecraft.picked_up.bee_nest: #20, 1(0%)
minecraft.mined.bee_nest: #20, 1(0%)
minecraft.mined.polished_deepslate_wall: #20, 2(0%)
minecraft.crafted.hopper_minecart: #20, 5(0%)
minecraft.crafted.soul_lantern: #20, 6(0%)
minecraft.picked_up.warped_fungus: #20, 11(0%)
minecraft.picked_up.birch_fence: #20, 3(0%)
minecraft.used.cactus: #20, 4(0%)
minecraft.crafted.glass_bottle: #20, 75(0%)
minecraft.picked_up.grass: #20, 11(0%)
minecraft.picked_up.pumpkin_seeds: #20, 44(0%)
minecraft.mined.crimson_fungus: #20, 1(0%)
minecraft.killed.creeper: #20, 35(0%)
minecraft.picked_up.polished_deepslate_wall: #20, 2(0%)
minecraft.crafted.raw_copper_block: #20, 7(0%)
minecraft.mined.crimson_roots: #20, 3(0%)
minecraft.crafted.smithing_table: #20, 1(0%)
minecraft.killed.blaze: #20, 5(0%)
minecraft.picked_up.polished_basalt: #20, 2(0%)
minecraft.crafted.magenta_dye: #20, 6(0%)
minecraft.picked_up.polished_blackstone_slab: #20, 1(0%)
minecraft.dropped.poppy: #20, 17(0%)
minecraft.used.oxidized_copper: #20, 4(0%)
minecraft.mined.black_stained_glass: #20, 1(0%)
minecraft.dropped.pumpkin_seeds: #20, 5(0%)
minecraft.picked_up.cracked_stone_bricks: #20, 1(0%)
minecraft.used.cracked_stone_bricks: #20, 1(0%)
minecraft.used.polished_blackstone: #20, 3(0%)
minecraft.picked_up.gold_nugget: #20, 127(0%)
minecraft.picked_up.raw_iron_block: #20, 1(0%)
minecraft.used.warped_wart_block: #20, 1(0%)
minecraft.custom.walk_one_cm: #21, 48432614(1%)
minecraft.used.dirt: #21, 11804(2%)
minecraft.used.firework_rocket: #21, 7741(1%)
minecraft.used.stone: #21, 10093(1%)
minecraft.killed.spider: #21, 30(1%)
minecraft.custom.interact_with_lectern: #21, 89(1%)
minecraft.picked_up.quartz: #21, 1178(1%)
minecraft.used.bone_meal: #21, 3004(1%)
minecraft.dropped.cyan_shulker_box: #21, 1(1%)
minecraft.mined.deepslate: #21, 11413(1%)
minecraft.used.diamond_shovel: #21, 30921(1%)
minecraft.mined.nether_quartz_ore: #21, 538(1%)
minecraft.used.bucket: #21, 795(1%)
minecraft.picked_up.white_wool: #21, 139(1%)
minecraft.used.birch_boat: #21, 2(1%)
minecraft.picked_up.leather_helmet: #21, 2(1%)
minecraft.used.chipped_anvil: #21, 2(1%)
minecraft.used.rail: #21, 459(1%)
minecraft.used.coal_ore: #21, 154(1%)
minecraft.used.glowstone: #21, 65(1%)
minecraft.crafted.anvil: #21, 26(1%)
minecraft.picked_up.granite: #21, 1062(0%)
minecraft.picked_up.anvil: #21, 11(0%)
minecraft.picked_up.lever: #21, 17(0%)
minecraft.mined.shroomlight: #21, 20(0%)
minecraft.picked_up.splash_potion: #21, 3(0%)
minecraft.dropped.diorite: #21, 84(0%)
minecraft.used.shroomlight: #21, 13(0%)
minecraft.mined.granite: #21, 812(0%)
minecraft.picked_up.blaze_rod: #21, 16(0%)
minecraft.picked_up.shroomlight: #21, 20(0%)
minecraft.mined.hopper: #21, 32(0%)
minecraft.broken.iron_shovel: #21, 1(0%)
minecraft.used.polished_deepslate: #21, 214(0%)
minecraft.mined.nether_gold_ore: #21, 28(0%)
minecraft.crafted.piston: #21, 85(0%)
minecraft.picked_up.beef: #21, 41(0%)
minecraft.picked_up.spider_eye: #21, 176(0%)
minecraft.used.hopper_minecart: #21, 5(0%)
minecraft.used.obsidian: #21, 100(0%)
minecraft.crafted.shears: #21, 23(0%)
minecraft.dropped.lead: #21, 1(0%)
minecraft.picked_up.emerald_block: #21, 82(0%)
minecraft.used.cooked_mutton: #21, 2(0%)
minecraft.picked_up.smooth_stone_slab: #21, 9(0%)
minecraft.crafted.dispenser: #21, 15(0%)
minecraft.dropped.pumpkin_pie: #21, 12(0%)
minecraft.dropped.potion: #21, 5(0%)
minecraft.mined.dark_oak_wall_sign: #21, 1(0%)
minecraft.mined.nether_wart_block: #21, 69(0%)
minecraft.dropped.shears: #21, 2(0%)
minecraft.picked_up.powered_rail: #21, 25(0%)
minecraft.crafted.powered_rail: #21, 54(0%)
minecraft.used.powered_rail: #21, 63(0%)
minecraft.picked_up.white_concrete: #21, 107(0%)
minecraft.picked_up.egg: #21, 41(0%)
minecraft.mined.white_concrete: #21, 118(0%)
minecraft.crafted.writable_book: #21, 2(0%)
