stat, rank, value, (percentage) 
minecraft.mined.lime_terracotta: #8, 129(1%)
minecraft.mined.infested_deepslate: #8, 7(2%)
minecraft.used.mangrove_button: #8, 3(3%)
minecraft.used.polished_blackstone_button: #8, 47(2%)
minecraft.crafted.red_terracotta: #8, 904(2%)
minecraft.picked_up.nether_brick_fence: #8, 46(2%)
minecraft.dropped.green_terracotta: #8, 37(3%)
minecraft.crafted.spruce_pressure_plate: #8, 10(2%)
minecraft.picked_up.stripped_oak_wood: #8, 39(2%)
minecraft.mined.calcite: #9, 2217(5%)
minecraft.mined.pink_stained_glass: #8, 10(2%)
minecraft.mined.stripped_oak_wood: #8, 39(2%)
minecraft.used.music_disc_strad: #8, 2(3%)
minecraft.used.purple_wool: #8, 111(2%)
minecraft.crafted.gray_dye: #9, 1650(5%)
minecraft.killed_by.vex: #9, 11(5%)
minecraft.crafted.glass_bottle: #8, 1182(1%)
minecraft.mined.tube_coral_block: #8, 41(2%)
minecraft.mined.spawner: #8, 4(3%)
minecraft.dropped.diamond_horse_armor: #8, 1(3%)
minecraft.picked_up.diamond: #9, 1407(4%)
minecraft.crafted.wooden_sword: #8, 28(1%)
minecraft.mined.red_stained_glass_pane: #8, 8(3%)
minecraft.used.stripped_oak_wood: #8, 38(2%)
minecraft.picked_up.allium: #8, 42(1%)
minecraft.crafted.light_blue_concrete_powder: #8, 128(2%)
minecraft.dropped.big_dripleaf: #8, 7(2%)
minecraft.picked_up.wheat: #9, 2080(4%)
minecraft.picked_up.pumpkin: #8, 251(1%)
minecraft.used.end_stone_bricks: #8, 37(2%)
minecraft.used.salmon: #8, 1(2%)
minecraft.picked_up.nether_brick: #8, 207(2%)
minecraft.crafted.lime_bed: #8, 1(2%)
minecraft.dropped.copper_ingot: #8, 14(1%)
minecraft.picked_up.cake: #8, 2(3%)
minecraft.mined.stone: #9, 183142(3%)
minecraft.mined.purple_stained_glass: #8, 27(1%)
minecraft.mined.sandstone_wall: #8, 12(1%)
minecraft.picked_up.stripped_warped_stem: #8, 148(1%)
minecraft.crafted.cracked_stone_bricks: #8, 118(1%)
minecraft.picked_up.deepslate: #9, 19183(4%)
minecraft.mined.warped_fence_gate: #8, 1(2%)
minecraft.mined.polished_blackstone_bricks: #8, 397(1%)
minecraft.crafted.chiseled_deepslate: #8, 6(1%)
minecraft.mined.suspicious_sand: #8, 3(2%)
minecraft.picked_up.redstone: #9, 8095(4%)
minecraft.mined.spruce_stairs: #9, 166(4%)
minecraft.mined.tall_grass: #9, 624(4%)
minecraft.picked_up.gold_ore: #9, 82(5%)
minecraft.picked_up.pink_candle: #8, 2(2%)
minecraft.dropped.mushroom_stem: #8, 4(2%)
minecraft.mined.light_gray_carpet: #8, 36(1%)
minecraft.mined.end_rod: #9, 109(4%)
minecraft.picked_up.bamboo_planks: #8, 4(1%)
minecraft.used.lime_stained_glass_pane: #8, 26(1%)
minecraft.dropped.cauldron: #8, 1(2%)
minecraft.custom.minecart_one_cm: #9, 2809121(4%)
minecraft.picked_up.rose_bush: #9, 1554(4%)
minecraft.used.pufferfish_bucket: #8, 1(2%)
minecraft.picked_up.yellow_candle: #8, 4(1%)
minecraft.mined.purple_wool: #8, 8(1%)
minecraft.killed_by.drowned: #9, 6(4%)
minecraft.used.tube_coral_block: #8, 15(1%)
minecraft.mined.yellow_candle: #8, 1(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #8, 32(1%)
minecraft.mined.granite_stairs: #8, 1(1%)
minecraft.crafted.yellow_carpet: #8, 96(1%)
minecraft.used.ancient_debris: #8, 2(1%)
minecraft.mined.barrel: #9, 119(4%)
minecraft.mined.beetroots: #8, 14(1%)
minecraft.crafted.respawn_anchor: #8, 3(1%)
minecraft.picked_up.cobblestone: #9, 42355(3%)
minecraft.picked_up.jack_o_lantern: #8, 18(1%)
minecraft.used.beetroot_seeds: #8, 15(1%)
minecraft.picked_up.orange_tulip: #8, 16(1%)
minecraft.used.green_banner: #8, 4(1%)
minecraft.mined.stripped_birch_wood: #8, 9(1%)
minecraft.used.smooth_sandstone: #8, 371(0%)
minecraft.crafted.light_blue_shulker_box: #8, 5(0%)
minecraft.crafted.blackstone_slab: #8, 8(1%)
minecraft.mined.green_stained_glass_pane: #8, 3(1%)
minecraft.used.spruce_log: #9, 1621(4%)
minecraft.picked_up.stripped_birch_wood: #8, 9(1%)
minecraft.dropped.cyan_shulker_box: #9, 4(4%)
minecraft.used.polished_blackstone_brick_wall: #8, 31(1%)
minecraft.used.green_carpet: #8, 40(0%)
minecraft.used.chiseled_deepslate: #8, 11(0%)
minecraft.mined.polished_andesite_stairs: #9, 82(4%)
minecraft.dropped.oak_planks: #9, 120(4%)
minecraft.mined.lime_stained_glass_pane: #8, 4(0%)
minecraft.used.tropical_fish: #8, 1(0%)
minecraft.dropped.jungle_slab: #8, 1(0%)
minecraft.used.waxed_exposed_cut_copper_slab: #8, 3(0%)
minecraft.dropped.green_concrete_powder: #8, 1(0%)
minecraft.picked_up.diamond_chestplate: #9, 13(4%)
minecraft.picked_up.potato: #9, 1034(4%)
minecraft.dropped.black_terracotta: #8, 3(0%)
minecraft.used.iron_ore: #9, 435(4%)
minecraft.mined.raw_gold_block: #8, 3(0%)
minecraft.used.heavy_weighted_pressure_plate: #8, 8(0%)
minecraft.used.crimson_sign: #8, 4(0%)
minecraft.mined.diorite: #9, 8025(3%)
minecraft.used.sculk_catalyst: #8, 10(0%)
minecraft.used.stripped_birch_wood: #8, 3(0%)
minecraft.picked_up.spruce_trapdoor: #9, 286(3%)
minecraft.dropped.cracked_deepslate_bricks: #8, 1(0%)
minecraft.picked_up.dead_tube_coral_block: #8, 1(0%)
minecraft.used.water_bucket: #9, 2520(3%)
minecraft.crafted.spruce_fence: #9, 792(4%)
minecraft.dropped.cobblestone: #9, 2420(3%)
minecraft.used.enchanting_table: #9, 4(4%)
minecraft.mined.emerald_ore: #9, 33(3%)
minecraft.mined.birch_trapdoor: #9, 30(5%)
minecraft.used.white_shulker_box: #9, 221(4%)
minecraft.crafted.enchanting_table: #9, 3(5%)
minecraft.custom.horse_one_cm: #9, 2096863(3%)
minecraft.used.polished_andesite: #9, 1459(4%)
minecraft.picked_up.stonecutter: #9, 71(3%)
minecraft.killed.trader_llama: #9, 13(4%)
minecraft.custom.aviate_one_cm: #10, 987354356(4%)
minecraft.used.oak_door: #9, 7(4%)
minecraft.mined.stonecutter: #9, 65(3%)
minecraft.custom.fall_one_cm: #10, 9300738(4%)
minecraft.dropped.netherite_boots: #9, 3(4%)
minecraft.killed.wandering_trader: #9, 6(4%)
minecraft.used.emerald_block: #9, 695(3%)
minecraft.used.wheat_seeds: #9, 1693(3%)
minecraft.mined.pointed_dripstone: #9, 111(4%)
minecraft.broken.iron_axe: #9, 4(4%)
minecraft.crafted.warped_planks: #9, 3832(3%)
minecraft.picked_up.polished_blackstone: #9, 197(4%)
minecraft.mined.potatoes: #9, 206(3%)
minecraft.mined.anvil: #9, 35(3%)
minecraft.mined.flowering_azalea_leaves: #9, 843(3%)
minecraft.picked_up.player_head: #10, 1336(4%)
minecraft.used.stone_slab: #9, 2312(3%)
minecraft.mined.oak_leaves: #9, 3162(2%)
minecraft.dropped.andesite: #9, 617(3%)
minecraft.picked_up.oak_stairs: #9, 82(3%)
minecraft.mined.mangrove_stairs: #9, 11(5%)
minecraft.dropped.glass_bottle: #9, 195(2%)
minecraft.picked_up.stone: #10, 155280(5%)
minecraft.crafted.deepslate_bricks: #9, 1204(3%)
minecraft.mined.netherrack: #9, 43008(2%)
minecraft.crafted.gray_stained_glass_pane: #9, 144(4%)
minecraft.used.nether_bricks: #9, 303(3%)
minecraft.used.deepslate_brick_slab: #9, 739(3%)
minecraft.mined.sea_pickle: #9, 34(3%)
minecraft.picked_up.glowstone_dust: #9, 436(3%)
minecraft.mined.smooth_quartz: #9, 127(3%)
minecraft.used.snow_block: #9, 3886(2%)
minecraft.mined.dark_oak_fence: #9, 62(3%)
minecraft.killed_by.skeleton: #9, 3(3%)
minecraft.mined.oak_planks: #9, 318(2%)
minecraft.mined.lime_concrete_powder: #9, 7(4%)
minecraft.picked_up.mangrove_stairs: #9, 11(4%)
minecraft.picked_up.emerald_block: #9, 872(2%)
minecraft.used.wooden_sword: #9, 102(3%)
minecraft.picked_up.dark_oak_fence: #9, 95(2%)
minecraft.picked_up.oxidized_cut_copper_stairs: #9, 33(3%)
minecraft.mined.snow_block: #9, 2103(2%)
minecraft.mined.black_wool: #9, 61(3%)
minecraft.picked_up.poppy: #9, 548(2%)
minecraft.used.glow_lichen: #9, 926(2%)
minecraft.mined.enchanting_table: #9, 2(4%)
minecraft.picked_up.large_amethyst_bud: #9, 40(3%)
minecraft.crafted.andesite_stairs: #9, 48(4%)
minecraft.used.warped_stem: #9, 1067(3%)
minecraft.dropped.shulker_box: #9, 24(2%)
minecraft.used.shulker_box: #10, 3495(5%)
minecraft.dropped.bone: #9, 711(2%)
minecraft.picked_up.enchanting_table: #9, 2(4%)
minecraft.mined.mossy_cobblestone_slab: #9, 7(3%)
minecraft.mined.large_amethyst_bud: #9, 40(3%)
minecraft.used.end_rod: #9, 125(2%)
minecraft.crafted.brown_carpet: #9, 114(3%)
minecraft.killed.cave_spider: #9, 1899(2%)
minecraft.crafted.yellow_stained_glass: #9, 608(3%)
minecraft.picked_up.warped_stairs: #9, 34(3%)
minecraft.picked_up.stripped_jungle_wood: #9, 22(3%)
minecraft.used.cobblestone_slab: #9, 336(2%)
minecraft.dropped.stick: #9, 1353(1%)
minecraft.dropped.oak_leaves: #9, 68(2%)
minecraft.used.deepslate_brick_stairs: #9, 364(2%)
minecraft.used.dark_oak_fence_gate: #9, 53(3%)
minecraft.dropped.player_head: #9, 169(1%)
minecraft.mined.tuff: #10, 7729(5%)
minecraft.used.polished_blackstone: #9, 607(2%)
minecraft.used.diamond_helmet: #9, 3(3%)
minecraft.picked_up.deepslate_brick_stairs: #9, 96(2%)
minecraft.mined.mushroom_stem: #9, 796(2%)
minecraft.used.leather_helmet: #9, 1(4%)
minecraft.picked_up.iron_boots: #9, 11(2%)
minecraft.used.fern: #9, 49(2%)
minecraft.picked_up.purple_stained_glass_pane: #9, 13(3%)
minecraft.used.spruce_pressure_plate: #9, 9(2%)
minecraft.picked_up.red_stained_glass_pane: #9, 21(2%)
minecraft.crafted.purple_stained_glass: #9, 576(2%)
minecraft.used.ochre_froglight: #9, 185(2%)
minecraft.crafted.light_gray_wool: #9, 128(2%)
minecraft.crafted.crimson_stairs: #9, 60(2%)
minecraft.crafted.magenta_terracotta: #9, 344(2%)
minecraft.dropped.diamond_sword: #10, 8(4%)
minecraft.mined.soul_fire: #9, 17(2%)
minecraft.mined.cherry_leaves: #9, 558(2%)
minecraft.used.birch_sapling: #9, 265(1%)
minecraft.used.cracked_stone_bricks: #9, 139(2%)
minecraft.mined.cocoa: #9, 86(1%)
minecraft.picked_up.crimson_slab: #9, 81(2%)
minecraft.dropped.golden_chestplate: #9, 6(1%)
minecraft.picked_up.coal_ore: #10, 2262(5%)
minecraft.used.chiseled_stone_bricks: #9, 103(1%)
minecraft.used.granite_slab: #9, 67(1%)
minecraft.used.medium_amethyst_bud: #9, 14(2%)
minecraft.picked_up.polished_basalt: #9, 102(1%)
minecraft.crafted.brown_dye: #9, 134(1%)
minecraft.picked_up.snort_pottery_sherd: #9, 1(3%)
minecraft.picked_up.diorite: #10, 8038(4%)
minecraft.crafted.sandstone: #9, 510(2%)
minecraft.used.blue_wool: #9, 50(2%)
minecraft.used.spyglass: #9, 75(1%)
minecraft.used.egg: #9, 332(1%)
minecraft.used.mushroom_stem: #9, 374(1%)
minecraft.dropped.blue_concrete_powder: #9, 7(3%)
minecraft.dropped.baked_potato: #9, 5(2%)
minecraft.crafted.andesite_wall: #9, 86(2%)
minecraft.used.mangrove_log: #9, 179(1%)
minecraft.crafted.polished_blackstone_button: #9, 47(1%)
minecraft.crafted.bamboo_planks: #9, 202(1%)
minecraft.mined.crimson_stairs: #9, 6(2%)
minecraft.picked_up.jungle_boat: #9, 2(2%)
minecraft.mined.cyan_stained_glass: #9, 9(2%)
minecraft.dropped.snowball: #9, 180(1%)
minecraft.mined.polished_andesite_slab: #9, 40(1%)
minecraft.mined.ochre_froglight: #9, 19(1%)
minecraft.used.cocoa_beans: #9, 100(1%)
minecraft.crafted.wooden_hoe: #9, 1(2%)
minecraft.used.polished_diorite: #9, 146(1%)
minecraft.mined.dirt_path: #10, 279(4%)
minecraft.mined.purple_stained_glass_pane: #9, 6(2%)
minecraft.used.mossy_stone_brick_wall: #9, 10(2%)
minecraft.picked_up.light_blue_stained_glass_pane: #9, 18(1%)
minecraft.used.blackstone: #9, 903(1%)
minecraft.crafted.green_banner: #9, 12(2%)
minecraft.mined.twisting_vines: #9, 8(1%)
minecraft.picked_up.bone_meal: #9, 1630(1%)
minecraft.picked_up.diamond_shovel: #10, 35(3%)
minecraft.used.brain_coral_block: #9, 23(1%)
minecraft.dropped.raw_copper: #9, 79(1%)
minecraft.used.spruce_fence: #10, 832(4%)
minecraft.picked_up.light_blue_concrete_powder: #9, 6(1%)
minecraft.used.brown_carpet: #9, 100(1%)
minecraft.mined.muddy_mangrove_roots: #9, 58(1%)
minecraft.mined.oak_log: #10, 3614(3%)
minecraft.crafted.map: #9, 149(1%)
minecraft.picked_up.orange_dye: #9, 13(1%)
minecraft.picked_up.filled_map: #10, 3301(3%)
minecraft.killed.zombie: #9, 851(0%)
minecraft.crafted.chest: #10, 2480(3%)
minecraft.mined.oak_wood: #9, 6(1%)
minecraft.used.soul_torch: #9, 7(1%)
minecraft.dropped.glow_lichen: #9, 10(1%)
minecraft.picked_up.waxed_exposed_copper: #9, 11(1%)
minecraft.mined.cyan_bed: #9, 5(1%)
minecraft.picked_up.spruce_stairs: #10, 213(4%)
minecraft.crafted.sandstone_wall: #9, 17(1%)
minecraft.dropped.cooked_porkchop: #9, 189(0%)
minecraft.mined.cyan_concrete_powder: #9, 4(1%)
minecraft.crafted.oak_fence: #10, 219(4%)
minecraft.crafted.nether_brick: #9, 146(1%)
minecraft.used.brick_stairs: #9, 7(1%)
minecraft.picked_up.beetroot: #9, 15(1%)
minecraft.picked_up.fire_charge: #9, 16(1%)
minecraft.killed.blaze: #9, 56(0%)
minecraft.dropped.mud_bricks: #9, 5(1%)
minecraft.used.oxidized_cut_copper_slab: #9, 50(0%)
minecraft.picked_up.chiseled_deepslate: #9, 5(1%)
minecraft.picked_up.red_carpet: #9, 48(0%)
minecraft.crafted.candle: #9, 131(0%)
minecraft.used.iron_hoe: #9, 317(0%)
minecraft.dropped.gold_nugget: #9, 130(0%)
minecraft.mined.smooth_sandstone_stairs: #9, 6(0%)
minecraft.picked_up.smooth_sandstone_stairs: #9, 6(0%)
minecraft.used.mossy_stone_brick_stairs: #9, 7(0%)
minecraft.dropped.red_candle: #9, 1(0%)
minecraft.mined.stripped_acacia_wood: #9, 2(0%)
minecraft.picked_up.cracked_deepslate_tiles: #9, 3(0%)
minecraft.picked_up.bamboo_trapdoor: #9, 1(0%)
minecraft.mined.infested_stone_bricks: #9, 1(0%)
minecraft.mined.bamboo_trapdoor: #9, 1(0%)
minecraft.picked_up.stripped_acacia_wood: #9, 2(0%)
minecraft.used.waxed_exposed_cut_copper: #9, 1(0%)
minecraft.used.small_amethyst_bud: #9, 11(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #9, 5(0%)
minecraft.used.yellow_candle: #9, 3(0%)
minecraft.crafted.crimson_sign: #9, 6(0%)
minecraft.dropped.fern: #9, 1(0%)
minecraft.crafted.light_weighted_pressure_plate: #9, 8(0%)
minecraft.used.pink_terracotta: #9, 6(0%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #9, 4(0%)
minecraft.used.cut_sandstone: #9, 25(0%)
minecraft.used.mossy_stone_brick_slab: #9, 1(0%)
minecraft.dropped.light_gray_concrete_powder: #9, 3(0%)
minecraft.custom.raid_trigger: #9, 2(0%)
minecraft.killed.evoker: #9, 5(0%)
minecraft.killed.vindicator: #9, 14(0%)
minecraft.used.writable_book: #10, 198(3%)
minecraft.picked_up.writable_book: #10, 11(4%)
minecraft.picked_up.birch_log: #10, 3831(3%)
minecraft.used.iron_block: #10, 1870(3%)
minecraft.picked_up.bucket: #10, 62(3%)
minecraft.mined.iron_bars: #10, 106(4%)
minecraft.picked_up.porkchop: #10, 79(3%)
minecraft.dropped.cobbled_deepslate: #10, 1340(3%)
minecraft.mined.stone_slab: #10, 529(3%)
minecraft.picked_up.diamond_ore: #10, 16(5%)
minecraft.picked_up.saddle: #10, 14(3%)
minecraft.custom.interact_with_lectern: #10, 219(2%)
minecraft.crafted.wooden_pickaxe: #10, 2(3%)
minecraft.used.baked_potato: #10, 205(4%)
minecraft.picked_up.spider_eye: #10, 2060(3%)
minecraft.picked_up.snow: #10, 1483(3%)
minecraft.crafted.furnace: #11, 209(5%)
minecraft.killed.pig: #10, 16(3%)
minecraft.picked_up.lightning_rod: #10, 48(3%)
minecraft.used.birch_trapdoor: #10, 72(4%)
minecraft.picked_up.snow_block: #10, 2380(2%)
minecraft.picked_up.salmon: #10, 66(3%)
minecraft.broken.iron_shovel: #10, 8(3%)
minecraft.used.iron_shovel: #10, 2094(2%)
minecraft.crafted.composter: #10, 136(3%)
minecraft.picked_up.chainmail_boots: #10, 4(3%)
minecraft.picked_up.pearlescent_froglight: #10, 61(3%)
minecraft.crafted.ender_eye: #10, 36(2%)
minecraft.picked_up.iron_trapdoor: #10, 50(3%)
minecraft.picked_up.glass: #10, 1444(2%)
minecraft.crafted.cherry_planks: #10, 144(3%)
minecraft.crafted.dark_prismarine_slab: #10, 50(4%)
minecraft.picked_up.enchanted_book: #10, 40(2%)
minecraft.used.andesite_stairs: #10, 95(3%)
minecraft.mined.oak_door: #10, 3(3%)
minecraft.picked_up.cherry_sapling: #10, 95(3%)
minecraft.used.white_concrete: #10, 1442(2%)
minecraft.used.spruce_boat: #10, 17(2%)
minecraft.picked_up.stone_brick_stairs: #10, 79(2%)
minecraft.used.light_blue_concrete_powder: #10, 113(3%)
minecraft.picked_up.birch_planks: #10, 329(2%)
minecraft.mined.andesite_stairs: #10, 11(3%)
minecraft.crafted.mangrove_stairs: #10, 64(3%)
minecraft.picked_up.diamond_pickaxe: #11, 68(4%)
minecraft.used.red_concrete_powder: #10, 656(2%)
minecraft.picked_up.birch_leaves: #10, 1035(2%)
minecraft.crafted.shears: #10, 179(2%)
minecraft.picked_up.target: #10, 16(2%)
minecraft.used.black_stained_glass_pane: #10, 124(3%)
minecraft.crafted.coal_block: #10, 435(2%)
minecraft.crafted.golden_carrot: #10, 1335(2%)
minecraft.picked_up.yellow_bed: #10, 17(2%)
minecraft.dropped.snow: #10, 196(2%)
minecraft.custom.damage_dealt: #10, 824412(1%)
minecraft.picked_up.flower_pot: #10, 43(2%)
minecraft.crafted.gray_carpet: #10, 480(2%)
minecraft.crafted.purple_concrete_powder: #10, 256(3%)
minecraft.mined.snow: #10, 9080(1%)
minecraft.crafted.crimson_door: #10, 3(3%)
minecraft.crafted.mossy_cobblestone: #10, 513(2%)
minecraft.crafted.warped_stairs: #10, 136(2%)
minecraft.mined.brick_stairs: #10, 5(2%)
minecraft.picked_up.purple_stained_glass: #10, 64(2%)
minecraft.used.diamond_chestplate: #10, 3(3%)
minecraft.crafted.blaze_powder: #10, 112(1%)
minecraft.mined.yellow_bed: #10, 13(2%)
minecraft.picked_up.deepslate_coal_ore: #10, 4(2%)
minecraft.picked_up.orange_stained_glass: #10, 61(2%)
minecraft.mined.orange_stained_glass: #10, 27(2%)
minecraft.dropped.leather_leggings: #10, 6(2%)
minecraft.used.warped_button: #10, 12(2%)
minecraft.used.white_terracotta: #10, 276(1%)
minecraft.picked_up.azure_bluet: #10, 68(1%)
minecraft.crafted.bamboo_block: #10, 261(2%)
minecraft.mined.cyan_carpet: #10, 12(2%)
minecraft.picked_up.prismarine: #10, 141(1%)
minecraft.picked_up.nether_wart: #10, 457(1%)
minecraft.crafted.birch_door: #10, 3(2%)
minecraft.mined.diorite_slab: #10, 2(2%)
minecraft.custom.fill_cauldron: #10, 12(1%)
minecraft.used.gray_carpet: #10, 524(1%)
minecraft.crafted.netherite_boots: #10, 1(2%)
minecraft.used.purpur_pillar: #10, 7(2%)
minecraft.used.mossy_cobblestone_slab: #10, 37(1%)
minecraft.picked_up.rabbit_foot: #10, 1(2%)
minecraft.used.bricks: #10, 151(1%)
minecraft.killed.vex: #10, 5(2%)
minecraft.crafted.magenta_dye: #10, 245(1%)
minecraft.crafted.cut_copper_slab: #10, 12(2%)
minecraft.dropped.glowstone_dust: #10, 66(1%)
minecraft.dropped.egg: #10, 107(1%)
minecraft.used.stripped_dark_oak_log: #10, 51(1%)
minecraft.mined.mangrove_wall_sign: #10, 2(1%)
minecraft.crafted.dark_oak_button: #10, 32(1%)
minecraft.crafted.enchanted_book: #10, 174(1%)
minecraft.used.jungle_boat: #10, 2(2%)
minecraft.custom.mob_kills: #10, 72161(1%)
minecraft.crafted.white_terracotta: #10, 128(1%)
minecraft.crafted.light_blue_stained_glass: #10, 104(1%)
minecraft.crafted.mangrove_button: #10, 3(1%)
minecraft.crafted.oxidized_cut_copper_stairs: #10, 12(1%)
minecraft.mined.blackstone_slab: #10, 7(1%)
minecraft.crafted.furnace_minecart: #10, 1(1%)
minecraft.used.cherry_sapling: #10, 17(1%)
minecraft.mined.ancient_debris: #10, 61(1%)
minecraft.mined.smooth_sandstone: #10, 60(1%)
minecraft.picked_up.ancient_debris: #10, 61(1%)
minecraft.picked_up.brick_stairs: #10, 5(1%)
minecraft.used.exposed_cut_copper: #10, 1(1%)
minecraft.picked_up.oxidized_cut_copper_slab: #10, 15(1%)
minecraft.picked_up.gray_stained_glass_pane: #10, 11(1%)
minecraft.crafted.bamboo_raft: #10, 1(1%)
minecraft.mined.yellow_stained_glass: #10, 13(1%)
minecraft.crafted.mud_brick_wall: #10, 6(1%)
minecraft.crafted.wooden_shovel: #10, 20(1%)
minecraft.dropped.cut_sandstone: #10, 7(1%)
minecraft.crafted.birch_pressure_plate: #10, 2(1%)
minecraft.used.spruce_trapdoor: #11, 966(3%)
minecraft.picked_up.diorite_slab: #10, 2(1%)
minecraft.used.soul_soil: #10, 60(1%)
minecraft.picked_up.cut_sandstone: #10, 48(1%)
minecraft.mined.dandelion: #11, 172(4%)
minecraft.mined.cyan_stained_glass_pane: #10, 1(1%)
minecraft.dropped.crimson_roots: #10, 19(0%)
minecraft.mined.dark_prismarine_slab: #10, 14(0%)
minecraft.used.blackstone_wall: #10, 19(1%)
minecraft.used.respawn_anchor: #10, 2(1%)
minecraft.used.birch_button: #10, 4(0%)
minecraft.picked_up.blue_stained_glass_pane: #10, 1(1%)
minecraft.picked_up.red_tulip: #10, 8(0%)
minecraft.dropped.polished_deepslate_wall: #10, 5(1%)
minecraft.picked_up.birch_button: #10, 2(0%)
minecraft.picked_up.sand: #11, 65059(3%)
minecraft.crafted.pumpkin_pie: #10, 92(0%)
minecraft.mined.stripped_warped_hyphae: #10, 5(0%)
minecraft.picked_up.brown_glazed_terracotta: #10, 3(0%)
minecraft.used.polished_blackstone_pressure_plate: #10, 2(0%)
minecraft.used.diorite_stairs: #10, 2(0%)
minecraft.used.purple_stained_glass_pane: #10, 7(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #10, 4(0%)
minecraft.crafted.brick_wall: #10, 1(0%)
minecraft.dropped.blaze_rod: #10, 1(0%)
minecraft.picked_up.pink_tulip: #10, 3(0%)
minecraft.dropped.sculk: #10, 1(0%)
minecraft.crafted.packed_ice: #10, 3(0%)
minecraft.mined.lapis_block: #10, 1(0%)
minecraft.used.iron_bars: #11, 796(4%)
minecraft.crafted.bucket: #11, 296(3%)
minecraft.mined.cobblestone: #11, 1483(3%)
minecraft.picked_up.raw_iron: #11, 2765(3%)
minecraft.crafted.iron_bars: #11, 976(3%)
minecraft.used.chipped_anvil: #11, 9(4%)
minecraft.picked_up.birch_sapling: #11, 710(3%)
minecraft.picked_up.wheat_seeds: #11, 6650(2%)
minecraft.dropped.redstone_block: #11, 80(3%)
minecraft.picked_up.basalt: #11, 6161(3%)
minecraft.crafted.iron_axe: #11, 8(3%)
minecraft.used.chain: #11, 315(3%)
minecraft.mined.spruce_sapling: #11, 23(3%)
minecraft.crafted.oak_slab: #11, 726(3%)
minecraft.used.ender_pearl: #11, 165(2%)
minecraft.crafted.red_dye: #11, 2419(2%)
minecraft.crafted.baked_potato: #11, 206(3%)
minecraft.mined.birch_leaves: #11, 1788(2%)
minecraft.dropped.water_bucket: #11, 10(2%)
minecraft.picked_up.ghast_tear: #11, 14(2%)
minecraft.mined.birch_log: #11, 2159(2%)
minecraft.crafted.pink_dye: #11, 753(2%)
minecraft.dropped.deepslate: #11, 1682(2%)
minecraft.used.crimson_trapdoor: #11, 87(3%)
minecraft.picked_up.spruce_boat: #11, 17(2%)
minecraft.used.cobbled_deepslate_stairs: #11, 103(2%)
minecraft.mined.oak_stairs: #11, 32(2%)
minecraft.crafted.white_shulker_box: #11, 7(2%)
minecraft.killed.shulker: #11, 88(2%)
minecraft.custom.walk_on_water_one_cm: #13, 4997559(4%)
minecraft.dropped.bundle: #11, 13(2%)
minecraft.picked_up.lily_pad: #11, 16(3%)
minecraft.picked_up.golden_boots: #11, 10(2%)
minecraft.killed_by.creeper: #11, 2(2%)
minecraft.picked_up.stone_button: #11, 89(2%)
minecraft.crafted.black_stained_glass_pane: #11, 176(3%)
minecraft.used.mossy_cobblestone: #11, 316(2%)
minecraft.picked_up.flint_and_steel: #11, 20(2%)
minecraft.crafted.red_concrete_powder: #11, 720(2%)
minecraft.used.firework_rocket: #12, 27864(3%)
minecraft.mined.white_concrete: #11, 1340(2%)
minecraft.used.calcite: #11, 353(2%)
minecraft.dropped.calcite: #11, 58(2%)
minecraft.used.potion: #11, 106(1%)
minecraft.dropped.brown_terracotta: #11, 19(2%)
minecraft.used.white_dye: #11, 29(2%)
minecraft.killed.piglin: #11, 35(1%)
minecraft.custom.trigger_trapped_chest: #11, 13(2%)
minecraft.used.hay_block: #11, 18(2%)
minecraft.picked_up.stone_bricks: #11, 606(1%)
minecraft.picked_up.dark_oak_leaves: #11, 246(1%)
minecraft.crafted.soul_lantern: #11, 67(1%)
minecraft.broken.fishing_rod: #11, 1(2%)
minecraft.dropped.rabbit: #11, 1(2%)
minecraft.used.white_stained_glass_pane: #11, 106(1%)
minecraft.killed.skeleton: #11, 824(1%)
minecraft.used.stripped_spruce_log: #11, 113(1%)
minecraft.crafted.lime_stained_glass_pane: #11, 32(2%)
minecraft.picked_up.dandelion: #11, 293(1%)
minecraft.dropped.ladder: #11, 17(1%)
minecraft.used.yellow_bed: #11, 13(1%)
minecraft.crafted.raw_gold: #11, 108(1%)
minecraft.picked_up.cobweb: #11, 64(1%)
minecraft.picked_up.mossy_cobblestone_slab: #11, 8(1%)
minecraft.mined.spruce_button: #11, 2(1%)
minecraft.picked_up.diamond_sword: #12, 45(3%)
minecraft.dropped.stone_hoe: #11, 1(2%)
minecraft.picked_up.tropical_fish: #11, 55(1%)
minecraft.mined.coal_block: #11, 7(1%)
minecraft.dropped.azalea_leaves: #11, 47(1%)
minecraft.dropped.music_disc_13: #11, 1(2%)
minecraft.used.diamond_pickaxe: #12, 235812(3%)
minecraft.crafted.warped_button: #11, 12(1%)
minecraft.used.oak_wood: #11, 53(1%)
minecraft.crafted.cyan_carpet: #11, 30(1%)
minecraft.crafted.polished_diorite: #11, 200(1%)
minecraft.dropped.netherrack: #11, 3787(1%)
minecraft.mined.deepslate_brick_stairs: #11, 28(1%)
minecraft.picked_up.red_candle: #11, 6(1%)
minecraft.mined.medium_amethyst_bud: #11, 19(1%)
