stat, rank, value, (percentage) 
minecraft.mined.deepslate: #15, 27784(2%)
minecraft.custom.target_hit: #15, 54(2%)
minecraft.picked_up.oak_log: #15, 2295(1%)
minecraft.picked_up.amethyst_block: #15, 527(2%)
minecraft.mined.vine: #15, 232(2%)
minecraft.custom.walk_on_water_one_cm: #16, 3021248(2%)
minecraft.mined.anvil: #15, 22(2%)
minecraft.crafted.mangrove_door: #15, 3(3%)
minecraft.crafted.golden_helmet: #15, 2(2%)
minecraft.dropped.spruce_sign: #15, 6(2%)
minecraft.picked_up.dragon_head: #15, 4(2%)
minecraft.mined.copper_block: #15, 69(2%)
minecraft.picked_up.phantom_membrane: #15, 19(2%)
minecraft.killed.squid: #15, 110(1%)
minecraft.broken.diamond_pickaxe: #15, 1(2%)
minecraft.picked_up.brown_shulker_box: #15, 52(2%)
minecraft.used.spruce_boat: #15, 11(1%)
minecraft.picked_up.mutton: #15, 29(1%)
minecraft.mined.loom: #15, 4(2%)
minecraft.mined.scaffolding: #15, 1381(1%)
minecraft.mined.brown_shulker_box: #15, 50(2%)
minecraft.crafted.spruce_boat: #15, 5(2%)
minecraft.mined.oak_planks: #15, 166(1%)
minecraft.crafted.cyan_bed: #15, 1(2%)
minecraft.mined.tall_seagrass: #15, 70(1%)
minecraft.picked_up.tripwire_hook: #15, 6(1%)
minecraft.picked_up.poppy: #15, 287(1%)
minecraft.mined.seagrass: #15, 75(1%)
minecraft.custom.fall_one_cm: #16, 6362570(2%)
minecraft.crafted.green_bed: #15, 1(2%)
minecraft.crafted.birch_door: #15, 3(2%)
minecraft.killed_by.warden: #15, 3(1%)
minecraft.used.oak_trapdoor: #15, 80(1%)
minecraft.picked_up.blast_furnace: #15, 5(1%)
minecraft.dropped.spruce_boat: #15, 2(1%)
minecraft.picked_up.cherry_sapling: #15, 38(1%)
minecraft.mined.warped_nylium: #15, 61(1%)
minecraft.used.glass_pane: #15, 55(1%)
minecraft.crafted.cooked_mutton: #15, 7(1%)
minecraft.picked_up.podzol: #15, 151(1%)
minecraft.mined.dripstone_block: #15, 91(1%)
minecraft.crafted.raw_gold: #15, 72(1%)
minecraft.used.sticky_piston: #15, 96(1%)
minecraft.crafted.powered_rail: #15, 204(1%)
minecraft.mined.quartz_slab: #15, 19(1%)
minecraft.killed.hoglin: #15, 3(1%)
minecraft.crafted.comparator: #15, 71(1%)
minecraft.crafted.slime_ball: #15, 207(1%)
minecraft.mined.white_wall_banner: #15, 1(1%)
minecraft.picked_up.iron_trapdoor: #15, 10(1%)
minecraft.crafted.polished_deepslate_stairs: #15, 18(1%)
minecraft.used.cobblestone_wall: #15, 41(0%)
minecraft.crafted.paper: #15, 2367(0%)
minecraft.mined.quartz_stairs: #15, 3(1%)
minecraft.custom.interact_with_anvil: #16, 384(3%)
minecraft.dropped.observer: #15, 7(1%)
minecraft.crafted.brown_dye: #15, 48(0%)
minecraft.mined.cut_copper_stairs: #15, 3(1%)
minecraft.picked_up.crying_obsidian: #15, 32(0%)
minecraft.used.blue_shulker_box: #15, 22(0%)
minecraft.crafted.dark_oak_boat: #15, 2(1%)
minecraft.crafted.cyan_stained_glass_pane: #15, 8(1%)
minecraft.mined.polished_granite: #15, 7(0%)
minecraft.used.bee_nest: #15, 3(1%)
minecraft.dropped.weeping_vines: #15, 4(0%)
minecraft.picked_up.warped_stairs: #15, 6(0%)
minecraft.used.sand: #15, 1174(0%)
minecraft.picked_up.deepslate_brick_stairs: #15, 19(0%)
minecraft.picked_up.brain_coral: #15, 2(1%)
minecraft.crafted.quartz_stairs: #15, 5(0%)
minecraft.crafted.oxidized_cut_copper_stairs: #15, 5(0%)
minecraft.used.light_gray_shulker_box: #15, 10(0%)
minecraft.dropped.gunpowder: #15, 122(0%)
minecraft.picked_up.red_bed: #15, 5(0%)
minecraft.used.black_concrete: #15, 326(0%)
minecraft.used.blackstone: #15, 354(0%)
minecraft.picked_up.mossy_stone_brick_slab: #15, 1(0%)
minecraft.dropped.chorus_fruit: #15, 9(0%)
minecraft.crafted.dark_oak_pressure_plate: #15, 1(0%)
minecraft.mined.red_bed: #15, 4(0%)
minecraft.mined.polished_diorite: #15, 9(0%)
minecraft.crafted.acacia_sign: #15, 3(0%)
minecraft.crafted.charcoal: #15, 35(0%)
minecraft.picked_up.blue_shulker_box: #15, 13(0%)
minecraft.mined.blue_shulker_box: #15, 13(0%)
minecraft.killed.tropical_fish: #15, 1(0%)
minecraft.mined.red_wall_banner: #15, 1(0%)
minecraft.picked_up.polished_blackstone: #15, 13(0%)
minecraft.dropped.baked_potato: #15, 1(0%)
minecraft.used.oak_leaves: #15, 146(0%)
minecraft.dropped.spruce_leaves: #15, 8(0%)
minecraft.dropped.polished_andesite_stairs: #15, 1(0%)
minecraft.mined.tube_coral_wall_fan: #15, 5(0%)
minecraft.mined.brain_coral_fan: #15, 1(0%)
minecraft.mined.horn_coral_fan: #15, 1(0%)
minecraft.mined.fire_coral_fan: #15, 1(0%)
minecraft.crafted.cut_copper_stairs: #15, 2(0%)
minecraft.used.tnt: #15, 113(0%)
minecraft.mined.tube_coral_fan: #15, 1(0%)
minecraft.mined.fire_coral_wall_fan: #15, 4(0%)
minecraft.picked_up.birch_fence_gate: #15, 1(0%)
minecraft.picked_up.birch_button: #15, 1(0%)
minecraft.mined.stripped_jungle_wood: #15, 1(0%)
minecraft.dropped.nether_gold_ore: #15, 1(0%)
minecraft.crafted.oxidized_cut_copper: #15, 4(0%)
minecraft.crafted.decorated_pot: #15, 1(0%)
minecraft.picked_up.stripped_jungle_wood: #15, 1(0%)
minecraft.mined.stripped_spruce_wood: #15, 3(0%)
minecraft.picked_up.brick_slab: #15, 2(0%)
minecraft.mined.orange_terracotta: #15, 43(0%)
minecraft.used.polished_blackstone_stairs: #15, 5(0%)
minecraft.picked_up.dark_oak_wood: #15, 1(0%)
minecraft.used.pink_concrete_powder: #15, 7(0%)
minecraft.crafted.andesite_stairs: #15, 1(0%)
minecraft.dropped.deepslate_diamond_ore: #15, 1(0%)
minecraft.picked_up.black_terracotta: #15, 7(0%)
minecraft.crafted.green_stained_glass: #15, 8(0%)
minecraft.mined.smooth_sandstone_stairs: #15, 1(0%)
minecraft.picked_up.smooth_sandstone_stairs: #15, 1(0%)
minecraft.crafted.cyan_stained_glass: #15, 8(0%)
minecraft.crafted.blue_terracotta: #15, 8(0%)
minecraft.dropped.cornflower: #15, 2(0%)
minecraft.crafted.nether_bricks: #15, 11(0%)
minecraft.dropped.smooth_stone: #15, 1(0%)
minecraft.picked_up.blue_carpet: #15, 1(0%)
minecraft.used.purple_wool: #15, 1(0%)
minecraft.mined.hanging_roots: #15, 1(0%)
minecraft.used.warped_hyphae: #15, 1(0%)
minecraft.used.smooth_sandstone_stairs: #15, 1(0%)
minecraft.picked_up.cyan_concrete_powder: #15, 1(0%)
minecraft.used.cut_copper_slab: #15, 1(0%)
minecraft.mined.sculk_vein: #15, 1(0%)
minecraft.used.iron_pickaxe: #16, 2878(3%)
minecraft.picked_up.stone: #16, 73804(2%)
minecraft.picked_up.iron_block: #16, 913(2%)
minecraft.dropped.redstone_block: #16, 54(2%)
minecraft.used.bucket: #16, 1820(1%)
minecraft.picked_up.leather: #16, 375(2%)
minecraft.crafted.diamond_pickaxe: #16, 6(2%)
minecraft.crafted.furnace: #16, 57(1%)
minecraft.picked_up.iron_nugget: #16, 1071(1%)
minecraft.picked_up.smooth_basalt: #16, 404(2%)
minecraft.picked_up.glowstone: #16, 201(2%)
minecraft.dropped.diamond: #16, 109(1%)
minecraft.crafted.stone_hoe: #16, 2(2%)
minecraft.used.scaffolding: #16, 3901(2%)
minecraft.mined.polished_andesite: #16, 70(2%)
minecraft.custom.bell_ring: #16, 40(1%)
minecraft.mined.stone_slab: #16, 220(1%)
minecraft.crafted.diamond: #16, 450(1%)
minecraft.custom.minecart_one_cm: #16, 894103(1%)
minecraft.used.flowering_azalea: #16, 28(1%)
minecraft.picked_up.end_rod: #16, 55(1%)
minecraft.picked_up.oak_sapling: #16, 433(1%)
minecraft.crafted.ender_chest: #16, 12(1%)
minecraft.dropped.rabbit: #16, 1(2%)
minecraft.dropped.shulker_box: #16, 12(1%)
minecraft.mined.polished_blackstone_slab: #16, 31(1%)
minecraft.picked_up.loom: #16, 4(1%)
minecraft.picked_up.ender_chest: #16, 151(1%)
minecraft.picked_up.soul_sand: #16, 560(1%)
minecraft.picked_up.ink_sac: #16, 461(1%)
minecraft.crafted.warped_door: #16, 3(2%)
minecraft.custom.sleep_in_bed: #17, 1118(3%)
minecraft.used.honey_bottle: #16, 10(1%)
minecraft.picked_up.copper_block: #16, 106(1%)
minecraft.picked_up.grindstone: #16, 10(1%)
minecraft.mined.tripwire: #16, 22(1%)
minecraft.mined.campfire: #16, 9(1%)
minecraft.mined.ender_chest: #16, 127(1%)
minecraft.picked_up.rose_bush: #16, 290(1%)
minecraft.picked_up.stone_button: #16, 40(1%)
minecraft.used.lightning_rod: #16, 35(1%)
minecraft.used.potion: #16, 52(1%)
minecraft.crafted.blaze_powder: #16, 66(1%)
minecraft.used.wooden_axe: #16, 8(1%)
minecraft.mined.bee_nest: #16, 6(1%)
minecraft.picked_up.dandelion: #16, 196(1%)
minecraft.mined.stripped_dark_oak_log: #16, 51(1%)
minecraft.mined.deepslate_tile_slab: #16, 14(1%)
minecraft.mined.cyan_terracotta: #16, 87(1%)
minecraft.picked_up.polished_blackstone_slab: #16, 34(1%)
minecraft.crafted.oak_button: #16, 5(1%)
minecraft.used.comparator: #16, 67(1%)
minecraft.dropped.birch_sapling: #16, 11(1%)
minecraft.picked_up.chorus_fruit: #16, 49(0%)
minecraft.picked_up.slime_block: #16, 110(1%)
minecraft.mined.mossy_cobblestone: #16, 39(1%)
minecraft.crafted.warped_sign: #16, 12(1%)
minecraft.crafted.oak_pressure_plate: #16, 1(1%)
minecraft.mined.mangrove_planks: #16, 5(1%)
minecraft.picked_up.glowstone_dust: #16, 79(0%)
minecraft.custom.interact_with_crafting_table: #17, 2498(3%)
minecraft.picked_up.cut_copper_stairs: #16, 3(0%)
minecraft.picked_up.azure_bluet: #16, 27(0%)
minecraft.mined.polished_deepslate_stairs: #16, 11(1%)
minecraft.used.stone_button: #16, 72(0%)
minecraft.picked_up.acacia_log: #16, 143(0%)
minecraft.used.cooked_cod: #16, 5(1%)
minecraft.dropped.copper_ore: #16, 12(0%)
minecraft.crafted.book: #16, 12(0%)
minecraft.mined.weeping_vines: #16, 6(0%)
minecraft.picked_up.horn_coral: #16, 2(1%)
minecraft.mined.cherry_log: #16, 44(0%)
minecraft.mined.horn_coral: #16, 2(1%)
minecraft.mined.red_tulip: #16, 1(1%)
minecraft.mined.brain_coral: #16, 2(1%)
minecraft.picked_up.white_terracotta: #16, 115(0%)
minecraft.crafted.polished_deepslate_wall: #16, 11(0%)
minecraft.picked_up.acacia_planks: #16, 10(0%)
minecraft.crafted.mangrove_button: #16, 1(0%)
minecraft.dropped.acacia_planks: #16, 2(0%)
minecraft.crafted.polished_blackstone_button: #16, 11(0%)
minecraft.picked_up.black_dye: #16, 10(0%)
minecraft.dropped.packed_ice: #16, 19(0%)
minecraft.crafted.gold_ingot: #16, 1561(0%)
minecraft.killed.zombie: #16, 353(0%)
minecraft.picked_up.light_gray_shulker_box: #16, 7(0%)
minecraft.crafted.warped_fence: #16, 6(0%)
minecraft.crafted.light_blue_stained_glass_pane: #16, 8(0%)
minecraft.picked_up.chiseled_stone_bricks: #16, 21(0%)
minecraft.crafted.mud_brick_slab: #16, 6(0%)
minecraft.picked_up.mangrove_propagule: #16, 20(0%)
minecraft.mined.bubble_coral_wall_fan: #16, 4(0%)
minecraft.used.light_blue_concrete: #16, 6(0%)
minecraft.picked_up.twisting_vines: #16, 5(0%)
minecraft.picked_up.orange_bed: #16, 1(0%)
minecraft.picked_up.smooth_sandstone: #16, 17(0%)
minecraft.used.beehive: #16, 4(0%)
minecraft.used.light_gray_stained_glass_pane: #16, 4(0%)
minecraft.mined.red_mushroom: #16, 2(0%)
minecraft.mined.orange_stained_glass: #16, 2(0%)
minecraft.used.light_blue_concrete_powder: #16, 5(0%)
minecraft.picked_up.light_blue_wool: #16, 7(0%)
minecraft.mined.cyan_wool: #16, 1(0%)
minecraft.crafted.crimson_fence: #16, 3(0%)
minecraft.picked_up.sculk_catalyst: #16, 1(0%)
minecraft.used.cut_copper: #16, 4(0%)
minecraft.crafted.deepslate_tile_wall: #16, 1(0%)
minecraft.dropped.cobblestone_wall: #16, 1(0%)
minecraft.crafted.birch_fence_gate: #16, 1(0%)
minecraft.picked_up.chorus_flower: #16, 1(0%)
minecraft.crafted.purple_concrete_powder: #16, 8(0%)
minecraft.mined.green_carpet: #16, 1(0%)
minecraft.picked_up.lime_stained_glass: #16, 3(0%)
minecraft.picked_up.raw_iron_block: #16, 5(0%)
minecraft.picked_up.blue_wool: #16, 2(0%)
minecraft.crafted.warped_hyphae: #16, 3(0%)
minecraft.used.acacia_wood: #16, 2(0%)
minecraft.picked_up.hanging_roots: #16, 1(0%)
minecraft.used.blue_wool: #16, 1(0%)
minecraft.picked_up.jack_o_lantern: #16, 1(0%)
minecraft.picked_up.purple_concrete: #16, 2(0%)
minecraft.used.heavy_weighted_pressure_plate: #16, 2(0%)
minecraft.used.green_wool: #16, 1(0%)
minecraft.crafted.andesite_wall: #16, 1(0%)
minecraft.mined.black_concrete_powder: #16, 2(0%)
minecraft.crafted.dried_kelp_block: #16, 1(0%)
minecraft.picked_up.yellow_concrete_powder: #16, 1(0%)
minecraft.picked_up.cherry_leaves: #16, 3(0%)
minecraft.crafted.filled_map: #16, 3(0%)
minecraft.used.pink_wool: #16, 1(0%)
minecraft.crafted.blue_ice: #16, 1(0%)
minecraft.dropped.tnt: #16, 3(0%)
minecraft.used.orange_concrete_powder: #16, 1(0%)
minecraft.killed.witch: #16, 4(0%)
minecraft.crafted.diamond_sword: #17, 4(3%)
minecraft.picked_up.dirt: #17, 26587(2%)
minecraft.broken.iron_pickaxe: #17, 7(3%)
minecraft.picked_up.cobblestone: #17, 21569(1%)
minecraft.picked_up.barrel: #17, 68(2%)
minecraft.mined.oak_slab: #17, 35(2%)
minecraft.dropped.torch: #17, 179(1%)
minecraft.used.water_bucket: #17, 1186(1%)
minecraft.picked_up.calcite: #17, 782(2%)
minecraft.crafted.lever: #17, 88(2%)
minecraft.picked_up.blackstone: #17, 2537(1%)
minecraft.mined.end_rod: #17, 38(1%)
minecraft.mined.blackstone: #17, 2112(1%)
minecraft.used.glow_berries: #17, 54(1%)
minecraft.picked_up.pointed_dripstone: #17, 229(1%)
minecraft.dropped.netherite_pickaxe: #17, 3(1%)
minecraft.used.sweet_berries: #17, 215(1%)
minecraft.picked_up.oak_pressure_plate: #17, 1(2%)
minecraft.mined.grindstone: #17, 6(1%)
minecraft.picked_up.anvil: #17, 24(1%)
minecraft.killed.phantom: #17, 10(1%)
minecraft.used.white_wool: #17, 316(1%)
minecraft.crafted.magenta_shulker_box: #17, 1(1%)
minecraft.crafted.lantern: #17, 101(1%)
minecraft.used.ender_chest: #17, 128(1%)
minecraft.picked_up.amethyst_cluster: #17, 61(1%)
minecraft.crafted.oak_stairs: #17, 40(1%)
minecraft.picked_up.black_concrete: #17, 433(1%)
minecraft.crafted.oak_trapdoor: #17, 62(1%)
minecraft.picked_up.polished_andesite: #17, 79(1%)
minecraft.killed.cow: #17, 43(1%)
minecraft.mined.spruce_wall_sign: #17, 4(1%)
minecraft.picked_up.stripped_dark_oak_log: #17, 51(1%)
minecraft.picked_up.trident: #17, 2(1%)
minecraft.picked_up.dark_oak_stairs: #17, 27(1%)
minecraft.picked_up.dark_oak_slab: #17, 57(1%)
minecraft.dropped.iron_nugget: #17, 285(0%)
minecraft.crafted.chest_minecart: #17, 1(1%)
minecraft.mined.white_wool: #17, 40(1%)
minecraft.picked_up.deepslate_tile_slab: #17, 26(1%)
minecraft.picked_up.cyan_terracotta: #17, 100(0%)
minecraft.picked_up.cod: #17, 23(1%)
minecraft.picked_up.stone_bricks: #17, 233(0%)
minecraft.mined.cobbled_deepslate_stairs: #17, 5(1%)
minecraft.crafted.light_blue_dye: #17, 86(0%)
minecraft.used.deepslate_tile_slab: #17, 103(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #17, 6(1%)
minecraft.mined.sandstone: #17, 1164(0%)
minecraft.used.deepslate_bricks: #17, 390(0%)
minecraft.picked_up.cooked_porkchop: #17, 264(0%)
minecraft.picked_up.warped_wart_block: #17, 234(0%)
minecraft.crafted.acacia_planks: #17, 256(0%)
minecraft.picked_up.warped_fence: #17, 4(1%)
minecraft.crafted.iron_block: #17, 491(0%)
minecraft.used.gray_shulker_box: #17, 14(0%)
minecraft.mined.purpur_pillar: #17, 8(0%)
minecraft.crafted.stone_brick_stairs: #17, 29(0%)
minecraft.mined.gray_shulker_box: #17, 12(0%)
minecraft.picked_up.purpur_pillar: #17, 7(0%)
minecraft.picked_up.polished_andesite_slab: #17, 21(0%)
minecraft.picked_up.gray_shulker_box: #17, 12(0%)
minecraft.used.cauldron: #17, 15(0%)
minecraft.crafted.cooked_beef: #17, 20(0%)
minecraft.crafted.raw_iron: #17, 117(0%)
minecraft.crafted.cobbled_deepslate_slab: #17, 34(0%)
minecraft.picked_up.bamboo_raft: #17, 1(0%)
minecraft.used.soul_sand: #17, 75(0%)
minecraft.used.cocoa_beans: #17, 31(0%)
minecraft.crafted.raw_gold_block: #17, 9(0%)
minecraft.picked_up.bricks: #17, 30(0%)
minecraft.mined.warped_wart_block: #17, 141(0%)
minecraft.crafted.cooked_porkchop: #17, 3(0%)
minecraft.used.black_concrete_powder: #17, 477(0%)
minecraft.picked_up.netherite_shovel: #17, 1(0%)
minecraft.used.smithing_table: #17, 6(0%)
minecraft.crafted.green_dye: #17, 54(0%)
minecraft.crafted.bamboo_block: #17, 38(0%)
minecraft.crafted.light_gray_wool: #17, 14(0%)
minecraft.mined.prismarine: #17, 14(0%)
minecraft.crafted.light_gray_stained_glass_pane: #17, 8(0%)
minecraft.crafted.polished_deepslate_slab: #17, 30(0%)
minecraft.crafted.cobbled_deepslate_stairs: #17, 4(0%)
minecraft.used.gray_carpet: #17, 65(0%)
minecraft.crafted.black_stained_glass: #17, 232(0%)
minecraft.used.quartz_stairs: #17, 6(0%)
minecraft.crafted.loom: #17, 3(0%)
minecraft.used.trident: #17, 21(0%)
minecraft.used.sandstone: #17, 48(0%)
minecraft.dropped.golden_sword: #17, 2(0%)
minecraft.picked_up.deepslate_brick_wall: #17, 3(0%)
minecraft.picked_up.pink_petals: #17, 11(0%)
minecraft.crafted.gray_stained_glass: #17, 48(0%)
minecraft.picked_up.black_bed: #17, 1(0%)
minecraft.crafted.blue_stained_glass: #17, 8(0%)
minecraft.crafted.compass: #17, 21(0%)
minecraft.crafted.birch_button: #17, 1(0%)
minecraft.picked_up.dead_bush: #17, 4(0%)
minecraft.mined.end_stone: #17, 53(0%)
minecraft.crafted.light_blue_concrete_powder: #17, 8(0%)
minecraft.picked_up.stripped_oak_wood: #17, 2(0%)
minecraft.mined.light_gray_wool: #17, 2(0%)
minecraft.picked_up.verdant_froglight: #17, 2(0%)
minecraft.dropped.mud: #17, 1(0%)
minecraft.crafted.light_blue_stained_glass: #17, 8(0%)
minecraft.picked_up.large_amethyst_bud: #17, 1(0%)
minecraft.crafted.red_banner: #17, 2(0%)
minecraft.crafted.acacia_wood: #17, 6(0%)
minecraft.crafted.tnt: #17, 72(0%)
minecraft.picked_up.hopper_minecart: #17, 3(0%)
minecraft.crafted.purple_terracotta: #17, 8(0%)
minecraft.mined.green_wool: #17, 1(0%)
minecraft.dropped.stone_button: #17, 3(0%)
minecraft.mined.smooth_sandstone: #17, 4(0%)
minecraft.used.packed_mud: #17, 6(0%)
minecraft.crafted.acacia_trapdoor: #17, 6(0%)
minecraft.mined.stripped_warped_stem: #17, 7(0%)
minecraft.crafted.candle: #17, 18(0%)
minecraft.picked_up.fern: #17, 5(0%)
minecraft.used.warped_fence: #17, 1(0%)
minecraft.dropped.sugar: #17, 3(0%)
minecraft.crafted.blue_concrete_powder: #17, 8(0%)
minecraft.picked_up.medium_amethyst_bud: #17, 1(0%)
minecraft.used.blue_concrete_powder: #17, 1(0%)
minecraft.used.acacia_trapdoor: #17, 4(0%)
minecraft.crafted.gray_terracotta: #17, 8(0%)
minecraft.crafted.smooth_sandstone: #17, 3(0%)
minecraft.picked_up.lime_concrete: #17, 4(0%)
minecraft.crafted.wooden_shovel: #17, 1(0%)
minecraft.crafted.polished_diorite: #17, 4(0%)
minecraft.picked_up.light_blue_terracotta: #17, 1(0%)
minecraft.picked_up.small_amethyst_bud: #17, 1(0%)
minecraft.picked_up.sculk_vein: #17, 2(0%)
minecraft.used.polished_basalt: #17, 3(0%)
minecraft.mined.purple_concrete: #17, 1(0%)
minecraft.used.purple_concrete_powder: #17, 1(0%)
minecraft.used.jungle_planks: #17, 2(0%)
minecraft.crafted.cracked_stone_bricks: #17, 1(0%)
minecraft.picked_up.blue_ice: #17, 1(0%)
minecraft.picked_up.brown_carpet: #17, 1(0%)
minecraft.mined.grass: #18, 2012(3%)
minecraft.used.dirt: #18, 14760(2%)
minecraft.used.torch: #18, 4025(2%)
minecraft.used.diamond_pickaxe: #18, 136037(2%)
minecraft.used.item_frame: #18, 216(2%)
minecraft.mined.stone: #18, 82822(2%)
minecraft.mined.grass_block: #18, 13186(1%)
minecraft.mined.barrel: #18, 54(2%)
minecraft.picked_up.diorite: #18, 2929(1%)
minecraft.used.stone: #18, 12475(1%)
minecraft.picked_up.oak_slab: #18, 45(2%)
minecraft.mined.diorite: #18, 3159(1%)
minecraft.used.shears: #18, 2987(1%)
minecraft.used.anvil: #18, 46(1%)
minecraft.picked_up.wheat_seeds: #18, 3042(1%)
minecraft.used.kelp: #18, 199(1%)
minecraft.mined.calcite: #18, 525(1%)
minecraft.crafted.white_dye: #18, 1000(1%)
minecraft.mined.dark_oak_stairs: #18, 22(1%)
minecraft.crafted.rail: #18, 384(1%)
minecraft.used.hopper: #18, 335(1%)
minecraft.mined.brown_mushroom: #18, 37(1%)
minecraft.picked_up.birch_planks: #18, 131(1%)
minecraft.picked_up.campfire: #18, 15(1%)
minecraft.dropped.oak_sapling: #18, 22(1%)
minecraft.picked_up.spruce_sapling: #18, 164(1%)
minecraft.dropped.crafting_table: #18, 6(1%)
minecraft.custom.damage_dealt: #18, 361274(0%)
minecraft.mined.dragon_wall_head: #18, 1(1%)
minecraft.used.hopper_minecart: #18, 13(1%)
minecraft.used.diamond_sword: #18, 4799(0%)
minecraft.mined.black_concrete: #18, 434(1%)
minecraft.used.rose_bush: #18, 8(1%)
minecraft.crafted.purple_shulker_box: #18, 1(1%)
minecraft.crafted.minecart: #18, 36(1%)
minecraft.mined.iron_trapdoor: #18, 7(1%)
minecraft.used.peony: #18, 2(1%)
minecraft.crafted.cyan_shulker_box: #18, 2(1%)
minecraft.crafted.yellow_dye: #18, 225(0%)
minecraft.mined.warped_fungus: #18, 8(0%)
minecraft.crafted.cobblestone_slab: #18, 58(0%)
minecraft.crafted.pink_dye: #18, 112(0%)
minecraft.picked_up.sandstone: #18, 954(0%)
minecraft.picked_up.lilac: #18, 40(0%)
minecraft.mined.dark_oak_leaves: #18, 174(0%)
minecraft.used.slime_block: #18, 81(0%)
minecraft.picked_up.snowball: #18, 1262(0%)
minecraft.mined.deepslate_tile_stairs: #18, 7(0%)
minecraft.used.acacia_log: #18, 36(0%)
minecraft.picked_up.mangrove_planks: #18, 5(0%)
minecraft.crafted.white_stained_glass_pane: #18, 32(0%)
minecraft.picked_up.crimson_trapdoor: #18, 2(0%)
minecraft.mined.purpur_stairs: #18, 3(0%)
minecraft.used.cornflower: #18, 1(0%)
minecraft.used.jungle_log: #18, 19(0%)
minecraft.used.polished_deepslate_slab: #18, 87(0%)
minecraft.crafted.deepslate_tile_slab: #18, 10(0%)
minecraft.crafted.warped_button: #18, 3(0%)
minecraft.crafted.hopper_minecart: #18, 9(0%)
minecraft.used.white_terracotta: #18, 46(0%)
minecraft.mined.fern: #18, 23(0%)
minecraft.mined.light_gray_shulker_box: #18, 6(0%)
minecraft.used.string: #18, 53(0%)
minecraft.crafted.snow_block: #18, 223(0%)
minecraft.used.bone_block: #18, 76(0%)
minecraft.mined.acacia_wood: #18, 1(0%)
minecraft.picked_up.purpur_stairs: #18, 3(0%)
minecraft.crafted.deepslate_bricks: #18, 61(0%)
minecraft.mined.warped_stem: #18, 45(0%)
minecraft.picked_up.yellow_terracotta: #18, 23(0%)
minecraft.mined.crimson_stem: #18, 36(0%)
minecraft.picked_up.warped_fungus: #18, 13(0%)
minecraft.used.cookie: #18, 1(0%)
minecraft.picked_up.prismarine: #18, 15(0%)
minecraft.mined.crimson_nylium: #18, 28(0%)
minecraft.mined.mangrove_leaves: #18, 86(0%)
minecraft.mined.twisting_vines_plant: #18, 1(0%)
minecraft.used.crimson_planks: #18, 11(0%)
minecraft.picked_up.crimson_nylium: #18, 29(0%)
minecraft.mined.nether_sprouts: #18, 4(0%)
minecraft.dropped.brown_terracotta: #18, 1(0%)
minecraft.mined.polished_basalt: #18, 3(0%)
minecraft.picked_up.blue_concrete: #18, 2(0%)
minecraft.crafted.smithing_table: #18, 2(0%)
minecraft.used.cracked_stone_bricks: #18, 6(0%)
minecraft.picked_up.ochre_froglight: #18, 2(0%)
minecraft.crafted.granite_slab: #18, 2(0%)
minecraft.mined.lime_wool: #18, 1(0%)
minecraft.mined.black_stained_glass: #18, 3(0%)
minecraft.used.light_blue_wool: #18, 6(0%)
minecraft.crafted.map: #18, 12(0%)
minecraft.picked_up.orange_terracotta: #18, 31(0%)
minecraft.picked_up.brown_concrete: #18, 2(0%)
minecraft.used.red_sand: #18, 1(0%)
minecraft.picked_up.stripped_warped_stem: #18, 7(0%)
minecraft.picked_up.lime_wool: #18, 2(0%)
minecraft.crafted.lime_concrete_powder: #18, 8(0%)
minecraft.crafted.soul_torch: #18, 4(0%)
minecraft.crafted.light_blue_terracotta: #18, 8(0%)
minecraft.mined.blue_concrete: #18, 1(0%)
minecraft.picked_up.wet_sponge: #18, 7(0%)
minecraft.used.prismarine: #18, 4(0%)
minecraft.used.oxidized_cut_copper: #18, 1(0%)
minecraft.picked_up.stripped_dark_oak_wood: #18, 1(0%)
minecraft.used.crimson_stairs: #18, 1(0%)
minecraft.mined.brown_concrete: #18, 1(0%)
minecraft.used.birch_wood: #18, 1(0%)
minecraft.used.polished_granite: #18, 2(0%)
minecraft.mined.small_amethyst_bud: #18, 1(0%)
minecraft.used.mangrove_propagule: #18, 1(0%)
minecraft.mined.lime_concrete: #18, 1(0%)
minecraft.picked_up.red_concrete_powder: #18, 1(0%)
minecraft.picked_up.compass: #19, 86(2%)
minecraft.dropped.compass: #19, 73(2%)
minecraft.used.chest: #19, 737(2%)
minecraft.picked_up.quartz: #19, 2174(2%)
minecraft.dropped.cyan_shulker_box: #19, 2(2%)
minecraft.mined.tall_grass: #19, 280(2%)
minecraft.mined.rose_bush: #19, 9(2%)
minecraft.picked_up.red_shulker_box: #19, 168(1%)
minecraft.mined.red_shulker_box: #19, 167(1%)
minecraft.crafted.stone_axe: #19, 3(2%)
minecraft.used.tuff: #19, 708(1%)
minecraft.used.red_shulker_box: #19, 169(1%)
minecraft.picked_up.ender_pearl: #19, 4183(1%)
minecraft.custom.play_time: #20, 44972937(2%)
minecraft.custom.total_world_time: #20, 44972937(2%)
minecraft.mined.iron_block: #19, 394(1%)
minecraft.custom.sneak_time: #20, 2719135(2%)
minecraft.picked_up.brown_mushroom: #19, 136(1%)
minecraft.picked_up.goat_horn: #19, 3(1%)
minecraft.mined.cornflower: #19, 6(1%)
minecraft.mined.kelp_plant: #19, 123(1%)
