stat, rank, value, (percentage) 
minecraft.used.birch_log: #18, 71(0%)
minecraft.used.music_disc_13: #18, 1(0%)
minecraft.crafted.powered_rail: #18, 96(0%)
minecraft.used.honey_block: #18, 28(0%)
minecraft.mined.mushroom_stem: #18, 102(0%)
minecraft.crafted.cobblestone_wall: #18, 14(0%)
minecraft.picked_up.warped_stairs: #18, 3(0%)
minecraft.used.stone_shovel: #18, 35(0%)
minecraft.used.yellow_terracotta: #18, 29(0%)
minecraft.picked_up.acacia_sign: #18, 1(0%)
minecraft.used.deepslate_brick_stairs: #18, 21(0%)
minecraft.picked_up.beetroot_seeds: #18, 4(0%)
minecraft.crafted.hay_block: #18, 10(0%)
minecraft.used.quartz_block: #18, 19(0%)
minecraft.picked_up.lime_concrete: #18, 3(0%)
minecraft.used.brown_mushroom: #18, 1(0%)
minecraft.used.dark_prismarine_slab: #18, 1(0%)
minecraft.mined.lapis_ore: #19, 72(1%)
minecraft.crafted.spruce_stairs: #19, 308(2%)
minecraft.killed.enderman: #19, 11886(1%)
minecraft.mined.spruce_fence: #19, 45(1%)
minecraft.custom.enchant_item: #19, 24(1%)
minecraft.used.cobbled_deepslate: #19, 945(1%)
minecraft.custom.pot_flower: #19, 13(1%)
minecraft.picked_up.leather_leggings: #19, 4(1%)
minecraft.picked_up.cooked_beef: #19, 47(1%)
minecraft.mined.dark_oak_trapdoor: #19, 15(1%)
minecraft.crafted.anvil: #19, 30(1%)
minecraft.picked_up.wooden_sword: #19, 8(1%)
minecraft.used.scaffolding: #19, 1807(1%)
minecraft.mined.ladder: #19, 12(1%)
minecraft.used.oak_log: #19, 208(1%)
minecraft.mined.netherrack: #19, 10164(1%)
minecraft.mined.polished_deepslate: #19, 56(1%)
minecraft.used.brown_shulker_box: #19, 22(1%)
minecraft.picked_up.sea_pickle: #19, 50(1%)
minecraft.used.oak_trapdoor: #19, 38(0%)
minecraft.mined.scaffolding: #19, 489(1%)
minecraft.crafted.spruce_fence_gate: #19, 11(0%)
minecraft.picked_up.chorus_fruit: #19, 30(0%)
minecraft.used.powered_rail: #19, 133(0%)
minecraft.picked_up.cut_copper_stairs: #19, 2(0%)
minecraft.mined.purpur_block: #19, 15(0%)
minecraft.picked_up.snowball: #19, 938(0%)
minecraft.used.soul_lantern: #19, 6(0%)
minecraft.picked_up.netherite_leggings: #19, 1(0%)
minecraft.crafted.stone_pressure_plate: #19, 7(0%)
minecraft.mined.ancient_debris: #19, 15(0%)
minecraft.used.prismarine_bricks: #19, 20(0%)
minecraft.picked_up.crimson_trapdoor: #19, 1(0%)
minecraft.picked_up.ancient_debris: #19, 13(0%)
minecraft.mined.nether_bricks: #19, 30(0%)
minecraft.crafted.snow_block: #19, 140(0%)
minecraft.crafted.charcoal: #19, 14(0%)
minecraft.mined.gold_block: #19, 5(0%)
minecraft.crafted.netherite_ingot: #19, 2(0%)
minecraft.used.clay: #19, 24(0%)
minecraft.used.orange_terracotta: #19, 5(0%)
minecraft.crafted.loom: #19, 1(0%)
minecraft.picked_up.stripped_warped_stem: #19, 6(0%)
minecraft.mined.tinted_glass: #19, 1(0%)
minecraft.used.amethyst_block: #19, 3(0%)
minecraft.used.deepslate_brick_wall: #19, 2(0%)
minecraft.picked_up.hopper_minecart: #19, 1(0%)
minecraft.dropped.soul_sand: #19, 3(0%)
minecraft.used.cyan_concrete: #19, 2(0%)
minecraft.used.mangrove_roots: #19, 1(0%)
minecraft.used.ochre_froglight: #19, 1(0%)
minecraft.used.polished_basalt: #19, 2(0%)
minecraft.mined.raw_iron_block: #19, 1(0%)
minecraft.used.spruce_stairs: #20, 317(2%)
minecraft.killed_by.player: #20, 24(1%)
minecraft.crafted.spruce_trapdoor: #20, 304(1%)
minecraft.mined.deepslate_redstone_ore: #20, 479(1%)
minecraft.mined.nether_quartz_ore: #20, 717(1%)
minecraft.used.lead: #20, 1(1%)
minecraft.dropped.ender_pearl: #20, 2239(1%)
minecraft.mined.deepslate_iron_ore: #20, 145(1%)
minecraft.used.spruce_boat: #20, 5(1%)
minecraft.used.composter: #20, 21(0%)
minecraft.mined.brown_mushroom_block: #20, 177(0%)
minecraft.mined.end_stone_bricks: #20, 7(0%)
minecraft.used.nether_bricks: #20, 27(0%)
minecraft.picked_up.purpur_block: #20, 11(0%)
minecraft.used.deepslate_lapis_ore: #20, 3(0%)
minecraft.used.bundle: #20, 4(0%)
minecraft.used.light_blue_shulker_box: #20, 24(0%)
minecraft.picked_up.mushroom_stem: #20, 79(0%)
minecraft.crafted.stone_shovel: #20, 1(0%)
minecraft.picked_up.melon_slice: #20, 18(0%)
minecraft.crafted.cooked_porkchop: #20, 1(0%)
minecraft.used.gold_block: #20, 6(0%)
minecraft.used.deepslate_tile_wall: #20, 9(0%)
minecraft.mined.polished_basalt: #20, 2(0%)
minecraft.used.spyglass: #20, 3(0%)
minecraft.mined.melon: #20, 3(0%)
minecraft.mined.ice: #20, 105(0%)
minecraft.used.white_stained_glass: #20, 14(0%)
minecraft.picked_up.seagrass: #20, 1(0%)
minecraft.picked_up.orange_terracotta: #20, 15(0%)
minecraft.used.white_carpet: #20, 11(0%)
minecraft.picked_up.white_carpet: #20, 8(0%)
minecraft.used.black_stained_glass: #20, 1(0%)
minecraft.crafted.iron_pickaxe: #21, 9(2%)
minecraft.used.iron_sword: #21, 179(1%)
minecraft.broken.iron_pickaxe: #21, 3(1%)
minecraft.picked_up.ender_pearl: #21, 3073(1%)
minecraft.mined.moss_carpet: #21, 97(1%)
minecraft.picked_up.brown_mushroom: #21, 107(1%)
minecraft.picked_up.spruce_boat: #21, 6(1%)
minecraft.picked_up.brown_shulker_box: #21, 19(1%)
minecraft.mined.brown_shulker_box: #21, 18(1%)
minecraft.used.flowering_azalea: #21, 9(0%)
minecraft.used.polished_andesite: #21, 179(0%)
minecraft.picked_up.magma_cream: #21, 17(0%)
minecraft.mined.loom: #21, 1(0%)
minecraft.used.stripped_crimson_stem: #21, 4(0%)
minecraft.used.spruce_fence_gate: #21, 10(0%)
minecraft.mined.stone_brick_stairs: #21, 8(0%)
minecraft.used.potion: #21, 20(0%)
minecraft.crafted.oak_trapdoor: #21, 24(0%)
minecraft.mined.snow: #21, 1453(0%)
minecraft.picked_up.amethyst_shard: #21, 370(0%)
minecraft.picked_up.stone_brick_stairs: #21, 8(0%)
minecraft.used.stripped_spruce_log: #21, 21(0%)
minecraft.mined.sea_pickle: #21, 2(0%)
minecraft.mined.light_blue_shulker_box: #21, 21(0%)
minecraft.picked_up.end_stone_bricks: #21, 5(0%)
minecraft.crafted.raw_iron_block: #21, 10(0%)
minecraft.picked_up.nether_bricks: #21, 30(0%)
minecraft.picked_up.stripped_birch_log: #21, 9(0%)
minecraft.picked_up.stripped_dark_oak_log: #21, 6(0%)
minecraft.mined.stripped_birch_log: #21, 9(0%)
minecraft.used.glow_item_frame: #21, 2(0%)
minecraft.mined.brown_mushroom: #21, 3(0%)
minecraft.mined.polished_deepslate_stairs: #21, 1(0%)
minecraft.crafted.smithing_table: #21, 1(0%)
minecraft.used.deepslate_iron_ore: #21, 1(0%)
minecraft.crafted.wheat: #21, 27(0%)
minecraft.picked_up.polished_basalt: #21, 2(0%)
minecraft.crafted.white_carpet: #21, 6(0%)
minecraft.mined.gray_carpet: #21, 2(0%)
minecraft.mined.black_stained_glass: #21, 1(0%)
minecraft.custom.open_barrel: #22, 1820(1%)
minecraft.custom.climb_one_cm: #22, 676385(1%)
minecraft.used.spruce_log: #22, 268(1%)
minecraft.crafted.composter: #22, 16(0%)
minecraft.crafted.stone_bricks: #22, 432(0%)
minecraft.picked_up.loom: #22, 1(0%)
minecraft.mined.cobblestone_wall: #22, 4(0%)
minecraft.mined.clay: #22, 216(0%)
minecraft.picked_up.spruce_button: #22, 1(0%)
minecraft.dropped.netherrack: #22, 890(0%)
minecraft.killed.magma_cube: #22, 19(0%)
minecraft.crafted.writable_book: #22, 2(0%)
minecraft.picked_up.light_blue_shulker_box: #22, 20(0%)
minecraft.picked_up.stripped_crimson_stem: #22, 5(0%)
minecraft.mined.stripped_crimson_stem: #22, 5(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #22, 2(0%)
minecraft.used.loom: #22, 1(0%)
minecraft.picked_up.podzol: #22, 19(0%)
minecraft.picked_up.polished_deepslate_stairs: #22, 4(0%)
minecraft.picked_up.clay_ball: #22, 122(0%)
minecraft.mined.nether_wart: #22, 6(0%)
minecraft.mined.stripped_dark_oak_log: #22, 4(0%)
minecraft.picked_up.nether_wart: #22, 21(0%)
minecraft.picked_up.sandstone: #22, 139(0%)
minecraft.mined.chiseled_stone_bricks: #22, 1(0%)
minecraft.mined.sandstone: #22, 116(0%)
minecraft.picked_up.mud: #22, 25(0%)
minecraft.picked_up.amethyst_cluster: #22, 2(0%)
minecraft.mined.mud: #22, 23(0%)
minecraft.used.sandstone: #22, 8(0%)
minecraft.used.nether_wart: #22, 2(0%)
minecraft.used.polished_blackstone_stairs: #22, 1(0%)
minecraft.mined.stripped_warped_stem: #22, 1(0%)
minecraft.mined.mangrove_roots: #22, 1(0%)
minecraft.picked_up.mangrove_roots: #22, 1(0%)
minecraft.mined.stonecutter: #23, 23(1%)
minecraft.mined.deepslate_lapis_ore: #23, 48(1%)
minecraft.crafted.iron_shovel: #23, 3(1%)
minecraft.crafted.barrel: #23, 37(1%)
minecraft.used.iron_shovel: #23, 387(0%)
minecraft.picked_up.netherite_pickaxe: #23, 2(0%)
minecraft.crafted.armor_stand: #23, 6(0%)
minecraft.crafted.smooth_stone_slab: #23, 12(0%)
minecraft.used.painting: #23, 1(0%)
minecraft.mined.amethyst_cluster: #23, 10(0%)
minecraft.used.amethyst_cluster: #23, 1(0%)
minecraft.picked_up.polished_andesite_stairs: #24, 4(0%)
minecraft.used.cobblestone_wall: #24, 13(0%)
minecraft.used.dark_oak_log: #24, 49(0%)
minecraft.crafted.gray_carpet: #24, 27(0%)
minecraft.used.smithing_table: #24, 1(0%)
minecraft.used.gray_carpet: #24, 10(0%)
minecraft.mined.packed_ice: #24, 12(0%)
minecraft.used.ladder: #25, 94(1%)
minecraft.picked_up.red_shulker_box: #25, 36(0%)
minecraft.used.red_shulker_box: #25, 39(0%)
minecraft.mined.red_shulker_box: #25, 34(0%)
minecraft.picked_up.barrel: #25, 12(0%)
minecraft.custom.interact_with_stonecutter: #25, 27(0%)
minecraft.used.carrot: #25, 23(0%)
minecraft.crafted.ladder: #26, 96(1%)
minecraft.mined.barrel: #26, 8(0%)
minecraft.used.barrel: #26, 20(0%)
minecraft.used.stone_bricks: #26, 73(0%)
minecraft.mined.polished_andesite_stairs: #26, 1(0%)
minecraft.picked_up.potato: #26, 8(0%)
minecraft.used.crimson_stem: #26, 3(0%)
minecraft.used.polished_andesite_stairs: #26, 1(0%)
minecraft.picked_up.ice: #26, 12(0%)
minecraft.picked_up.packed_ice: #26, 4(0%)
minecraft.used.oak_stairs: #27, 1(0%)
minecraft.used.written_book: #28, 10(0%)
minecraft.custom.time_since_death: #32, 162688(0%)
minecraft.custom.time_since_rest: #46, 13541(0%)
