stat, rank, value, (percentage) 
minecraft.picked_up.white_banner: #24, 1(0%)
minecraft.mined.warped_roots: #24, 1(0%)
minecraft.mined.gold_block: #24, 1(0%)
minecraft.picked_up.mud: #24, 13(0%)
minecraft.mined.polished_blackstone_bricks: #24, 4(0%)
minecraft.mined.fern: #24, 1(0%)
minecraft.picked_up.gold_block: #24, 1(0%)
minecraft.crafted.white_wool: #24, 3(0%)
minecraft.crafted.magenta_dye: #24, 1(0%)
minecraft.picked_up.warped_wart_block: #24, 1(0%)
minecraft.mined.sandstone: #24, 3(0%)
minecraft.picked_up.sandstone: #24, 3(0%)
minecraft.dropped.elytra: #25, 4(1%)
minecraft.picked_up.diamond_leggings: #25, 7(1%)
minecraft.mined.grass_block: #25, 5683(1%)
minecraft.used.furnace: #25, 26(1%)
minecraft.picked_up.iron_block: #25, 196(0%)
minecraft.mined.dandelion: #25, 17(0%)
minecraft.used.barrel: #25, 29(0%)
minecraft.custom.pot_flower: #25, 4(0%)
minecraft.picked_up.saddle: #25, 1(0%)
minecraft.mined.black_shulker_box: #25, 10(0%)
minecraft.picked_up.black_shulker_box: #25, 10(0%)
minecraft.used.black_shulker_box: #25, 10(0%)
minecraft.picked_up.diamond_block: #25, 7(0%)
minecraft.mined.shroomlight: #25, 8(0%)
minecraft.used.ender_chest: #25, 25(0%)
minecraft.crafted.red_dye: #25, 132(0%)
minecraft.mined.ender_chest: #25, 21(0%)
minecraft.picked_up.shroomlight: #25, 8(0%)
minecraft.mined.azalea_leaves: #25, 83(0%)
minecraft.picked_up.deepslate_tiles: #25, 9(0%)
minecraft.picked_up.red_mushroom: #25, 6(0%)
minecraft.picked_up.iron_bars: #25, 4(0%)
minecraft.crafted.light_gray_dye: #25, 16(0%)
minecraft.crafted.flower_pot: #25, 3(0%)
minecraft.custom.mob_kills: #25, 4057(0%)
minecraft.dropped.diamond_block: #25, 1(0%)
minecraft.used.smithing_table: #25, 1(0%)
minecraft.crafted.lapis_lazuli: #25, 12(0%)
minecraft.crafted.cauldron: #25, 1(0%)
minecraft.custom.animals_bred: #25, 2(0%)
minecraft.mined.mud: #25, 13(0%)
minecraft.picked_up.polished_blackstone_bricks: #25, 2(0%)
minecraft.picked_up.warped_roots: #25, 1(0%)
minecraft.used.spruce_leaves: #25, 1(0%)
minecraft.custom.play_time: #26, 24344933(1%)
minecraft.custom.total_world_time: #26, 24344933(1%)
minecraft.dropped.diamond_boots: #26, 1(1%)
minecraft.crafted.iron_helmet: #26, 1(0%)
minecraft.picked_up.barrel: #26, 11(0%)
minecraft.dropped.water_bucket: #26, 1(0%)
minecraft.killed.enderman: #26, 1300(0%)
minecraft.mined.sand: #26, 2130(0%)
minecraft.picked_up.sand: #26, 2189(0%)
minecraft.crafted.spruce_sign: #26, 3(0%)
minecraft.used.iron_sword: #26, 15(0%)
minecraft.dropped.player_head: #26, 12(0%)
minecraft.used.campfire: #26, 3(0%)
minecraft.picked_up.ladder: #26, 5(0%)
minecraft.mined.sugar_cane: #26, 56(0%)
minecraft.mined.flowering_azalea_leaves: #26, 21(0%)
minecraft.crafted.grindstone: #26, 1(0%)
minecraft.crafted.armor_stand: #26, 2(0%)
minecraft.picked_up.filled_map: #26, 50(0%)
minecraft.mined.light_blue_shulker_box: #26, 9(0%)
minecraft.picked_up.light_blue_shulker_box: #26, 9(0%)
minecraft.crafted.campfire: #26, 2(0%)
minecraft.picked_up.dandelion: #26, 17(0%)
minecraft.picked_up.snow: #26, 23(0%)
minecraft.crafted.chain: #26, 4(0%)
minecraft.used.iron_ore: #26, 1(0%)
minecraft.used.bone_block: #26, 4(0%)
minecraft.picked_up.copper_ingot: #26, 2(0%)
minecraft.picked_up.diamond_boots: #27, 7(1%)
minecraft.picked_up.cobbled_deepslate: #27, 4326(0%)
minecraft.picked_up.writable_book: #27, 1(0%)
minecraft.picked_up.dark_oak_trapdoor: #27, 8(0%)
minecraft.picked_up.ender_chest: #27, 18(0%)
minecraft.picked_up.sugar_cane: #27, 117(0%)
minecraft.picked_up.salmon: #27, 1(0%)
minecraft.picked_up.cooked_beef: #27, 1(0%)
minecraft.crafted.light_blue_dye: #27, 2(0%)
minecraft.used.white_wool: #27, 2(0%)
minecraft.crafted.firework_rocket: #27, 27(0%)
minecraft.dropped.filled_map: #27, 1(0%)
minecraft.dropped.diamond_leggings: #28, 1(0%)
minecraft.killed_by.player: #28, 8(0%)
minecraft.picked_up.spruce_sign: #28, 2(0%)
minecraft.picked_up.rose_bush: #28, 27(0%)
minecraft.crafted.iron_nugget: #28, 180(0%)
minecraft.crafted.paper: #28, 12(0%)
minecraft.picked_up.firework_rocket: #29, 685(0%)
minecraft.used.spruce_sign: #29, 2(0%)
minecraft.picked_up.lead: #29, 2(0%)
minecraft.mined.furnace: #30, 9(0%)
minecraft.custom.time_since_death: #30, 197316(0%)
minecraft.picked_up.pumpkin_pie: #30, 18(0%)
minecraft.picked_up.cooked_porkchop: #30, 35(0%)
minecraft.crafted.diamond_pickaxe: #31, 1(0%)
minecraft.custom.damage_resisted: #31, 69(0%)
minecraft.picked_up.chorus_fruit: #31, 1(0%)
minecraft.used.elytra: #32, 1(0%)
minecraft.used.cooked_porkchop: #34, 4(0%)
minecraft.picked_up.paper: #36, 2(0%)
minecraft.custom.time_since_rest: #60, 2635(0%)
