stat, rank, value, (percentage) 
minecraft.crafted.oak_door: #17, 3(2%)
minecraft.picked_up.wheat_seeds: #17, 3280(1%)
minecraft.mined.stone_slab: #17, 200(1%)
minecraft.picked_up.terracotta: #17, 2479(1%)
minecraft.used.andesite: #17, 717(1%)
minecraft.mined.dark_oak_stairs: #17, 23(1%)
minecraft.used.deepslate_tiles: #17, 645(1%)
minecraft.crafted.redstone_block: #17, 400(1%)
minecraft.used.stripped_crimson_stem: #17, 11(1%)
minecraft.used.potato: #17, 66(1%)
minecraft.used.stone_slab: #17, 612(1%)
minecraft.mined.smooth_quartz_stairs: #17, 9(1%)
minecraft.used.red_wool: #17, 76(1%)
minecraft.picked_up.chainmail_boots: #17, 1(1%)
minecraft.crafted.quartz_block: #17, 596(1%)
minecraft.picked_up.white_concrete: #17, 402(1%)
minecraft.mined.andesite_stairs: #17, 3(1%)
minecraft.used.sea_lantern: #17, 50(1%)
minecraft.mined.nether_wart_block: #17, 194(1%)
minecraft.mined.white_concrete: #17, 389(0%)
minecraft.used.birch_log: #17, 118(0%)
minecraft.mined.clay: #17, 533(0%)
minecraft.mined.birch_planks: #17, 67(0%)
minecraft.crafted.observer: #17, 112(0%)
minecraft.picked_up.cauldron: #17, 4(1%)
minecraft.picked_up.sniffer_egg: #17, 1(1%)
minecraft.used.mangrove_trapdoor: #17, 18(1%)
minecraft.picked_up.cherry_sapling: #17, 19(1%)
minecraft.crafted.powered_rail: #17, 138(0%)
minecraft.mined.white_terracotta: #17, 97(0%)
minecraft.used.andesite_stairs: #17, 15(1%)
minecraft.used.azalea: #17, 19(0%)
minecraft.picked_up.cut_copper_stairs: #17, 2(0%)
minecraft.used.white_concrete_powder: #17, 320(0%)
minecraft.used.clay: #17, 103(0%)
minecraft.used.oak_sapling: #17, 89(0%)
minecraft.picked_up.polished_deepslate_wall: #17, 10(0%)
minecraft.crafted.stone_sword: #17, 1(0%)
minecraft.used.brown_concrete_powder: #17, 9(0%)
minecraft.crafted.bone_block: #17, 384(0%)
minecraft.picked_up.deepslate_copper_ore: #17, 3(0%)
minecraft.used.oak_leaves: #17, 114(0%)
minecraft.picked_up.light_gray_terracotta: #17, 26(0%)
minecraft.used.axolotl_bucket: #17, 1(0%)
minecraft.crafted.cauldron: #17, 6(0%)
minecraft.mined.light_gray_terracotta: #17, 18(0%)
minecraft.picked_up.peony: #17, 13(0%)
minecraft.used.cooked_chicken: #17, 3(0%)
minecraft.picked_up.lime_concrete_powder: #17, 1(0%)
minecraft.mined.quartz_pillar: #17, 2(0%)
minecraft.picked_up.soul_lantern: #17, 1(0%)
minecraft.picked_up.crimson_fungus: #17, 8(0%)
minecraft.picked_up.beetroot_seeds: #17, 5(0%)
minecraft.used.prismarine: #17, 9(0%)
minecraft.used.grass: #17, 6(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #17, 1(0%)
minecraft.used.air: #17, 2(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #17, 1(0%)
minecraft.used.stripped_birch_log: #17, 1(0%)
minecraft.crafted.slime_block: #17, 9(0%)
minecraft.crafted.light_gray_concrete_powder: #17, 8(0%)
minecraft.used.iron_pickaxe: #18, 2622(3%)
minecraft.mined.lapis_ore: #18, 99(2%)
minecraft.picked_up.dark_oak_planks: #18, 293(2%)
minecraft.mined.end_rod: #18, 35(1%)
minecraft.mined.gold_ore: #18, 79(1%)
minecraft.mined.terracotta: #18, 2192(1%)
minecraft.picked_up.deepslate_redstone_ore: #18, 137(1%)
minecraft.mined.deepslate_copper_ore: #18, 27(1%)
minecraft.picked_up.potato: #18, 208(1%)
minecraft.picked_up.brown_shulker_box: #18, 26(1%)
minecraft.picked_up.deepslate_tiles: #18, 69(1%)
minecraft.crafted.bone_meal: #18, 18099(1%)
minecraft.picked_up.dark_oak_stairs: #18, 23(1%)
minecraft.used.brown_shulker_box: #18, 22(1%)
minecraft.mined.polished_andesite_stairs: #18, 11(1%)
minecraft.mined.deepslate_coal_ore: #18, 2(1%)
minecraft.picked_up.sunflower: #18, 92(0%)
minecraft.used.painting: #18, 10(0%)
minecraft.picked_up.smooth_quartz_stairs: #18, 8(0%)
minecraft.custom.sleep_in_bed: #19, 995(2%)
minecraft.picked_up.smooth_quartz_slab: #18, 19(0%)
minecraft.picked_up.cocoa_beans: #18, 121(0%)
minecraft.crafted.lead: #18, 4(0%)
minecraft.picked_up.polished_andesite_slab: #18, 19(0%)
minecraft.crafted.white_concrete_powder: #18, 320(0%)
minecraft.used.diamond_block: #18, 11(0%)
minecraft.mined.crimson_fungus: #18, 5(0%)
minecraft.crafted.oak_button: #18, 2(0%)
minecraft.used.cocoa_beans: #18, 29(0%)
minecraft.used.cauldron: #18, 9(0%)
minecraft.used.spruce_leaves: #18, 85(0%)
minecraft.picked_up.melon_seeds: #18, 1(0%)
minecraft.used.ice: #18, 53(0%)
minecraft.picked_up.ice: #18, 219(0%)
minecraft.crafted.birch_stairs: #18, 4(0%)
minecraft.mined.ice: #18, 244(0%)
minecraft.picked_up.brown_terracotta: #18, 83(0%)
minecraft.used.birch_stairs: #18, 2(0%)
minecraft.mined.brown_terracotta: #18, 50(0%)
minecraft.used.sculk: #18, 16(0%)
minecraft.mined.polished_deepslate_slab: #18, 4(0%)
minecraft.used.quartz_slab: #18, 6(0%)
minecraft.used.brown_terracotta: #18, 9(0%)
minecraft.crafted.magenta_dye: #18, 9(0%)
minecraft.mined.smooth_sandstone: #18, 3(0%)
minecraft.picked_up.dark_oak_leaves: #18, 4(0%)
minecraft.mined.stripped_jungle_log: #18, 1(0%)
minecraft.used.quartz_pillar: #18, 2(0%)
minecraft.picked_up.stripped_jungle_log: #18, 1(0%)
minecraft.used.lime_stained_glass: #18, 2(0%)
minecraft.crafted.oak_fence: #19, 102(2%)
minecraft.picked_up.smooth_stone: #19, 90(1%)
minecraft.picked_up.deepslate_iron_ore: #19, 28(1%)
minecraft.crafted.green_shulker_box: #19, 1(0%)
minecraft.picked_up.andesite_stairs: #19, 3(0%)
minecraft.crafted.mangrove_trapdoor: #19, 12(0%)
minecraft.used.acacia_log: #19, 34(0%)
minecraft.picked_up.packed_ice: #19, 572(0%)
minecraft.mined.packed_ice: #19, 583(0%)
minecraft.used.gray_wool: #19, 23(0%)
minecraft.used.packed_ice: #19, 129(0%)
minecraft.used.polished_deepslate_slab: #19, 41(0%)
minecraft.mined.deepslate_tile_wall: #19, 1(0%)
minecraft.picked_up.cooked_chicken: #19, 3(0%)
minecraft.crafted.golden_carrot: #19, 41(0%)
minecraft.picked_up.ochre_froglight: #19, 1(0%)
minecraft.picked_up.mangrove_leaves: #19, 22(0%)
minecraft.used.light_gray_wool: #19, 8(0%)
minecraft.picked_up.smooth_sandstone: #19, 2(0%)
minecraft.used.packed_mud: #19, 1(0%)
minecraft.used.light_gray_concrete: #19, 1(0%)
minecraft.mined.wall_torch: #20, 148(1%)
minecraft.used.stonecutter: #20, 33(1%)
minecraft.mined.brown_shulker_box: #20, 21(1%)
minecraft.mined.tripwire: #20, 11(0%)
minecraft.used.diamond_hoe: #20, 1927(0%)
minecraft.picked_up.painting: #20, 7(0%)
minecraft.crafted.iron_trapdoor: #20, 18(0%)
minecraft.used.iron_trapdoor: #20, 17(0%)
minecraft.mined.birch_wall_sign: #20, 3(0%)
minecraft.picked_up.dark_oak_door: #20, 1(0%)
minecraft.crafted.light_gray_dye: #20, 71(0%)
minecraft.crafted.polished_andesite: #20, 104(0%)
minecraft.picked_up.deepslate_tile_wall: #20, 3(0%)
minecraft.mined.lime_terracotta: #20, 9(0%)
minecraft.picked_up.quartz_pillar: #20, 3(0%)
minecraft.used.nether_quartz_ore: #20, 12(0%)
minecraft.mined.green_terracotta: #20, 6(0%)
minecraft.mined.light_gray_concrete: #20, 9(0%)
minecraft.picked_up.light_gray_concrete: #20, 9(0%)
minecraft.used.light_gray_concrete_powder: #20, 8(0%)
minecraft.mined.cherry_leaves: #20, 1(0%)
minecraft.picked_up.deepslate_gold_ore: #21, 32(1%)
minecraft.used.note_block: #21, 23(0%)
minecraft.picked_up.gold_ore: #21, 8(1%)
minecraft.used.golden_carrot: #21, 138(0%)
minecraft.picked_up.black_shulker_box: #21, 20(0%)
minecraft.used.moss_carpet: #21, 80(0%)
minecraft.mined.black_shulker_box: #21, 19(0%)
minecraft.custom.play_noteblock: #21, 16(0%)
minecraft.used.black_shulker_box: #21, 15(0%)
minecraft.mined.red_mushroom_block: #21, 233(0%)
minecraft.picked_up.polished_andesite: #21, 26(0%)
minecraft.mined.weeping_vines: #21, 3(0%)
minecraft.picked_up.spruce_leaves: #21, 123(0%)
minecraft.picked_up.oak_leaves: #21, 161(0%)
minecraft.mined.red_wool: #21, 8(0%)
minecraft.crafted.painting: #21, 1(0%)
minecraft.mined.birch_fence: #21, 2(0%)
minecraft.crafted.lightning_rod: #21, 5(0%)
minecraft.used.birch_sapling: #21, 22(0%)
minecraft.crafted.tripwire_hook: #21, 2(0%)
minecraft.picked_up.birch_fence: #21, 2(0%)
minecraft.crafted.deepslate_tile_stairs: #21, 1(0%)
minecraft.used.nether_wart_block: #21, 2(0%)
minecraft.used.deepslate_gold_ore: #21, 2(0%)
minecraft.mined.light_gray_shulker_box: #21, 1(0%)
minecraft.picked_up.light_gray_shulker_box: #21, 1(0%)
minecraft.picked_up.twisting_vines: #21, 1(0%)
minecraft.crafted.charcoal: #21, 4(0%)
minecraft.used.mud_bricks: #21, 2(0%)
minecraft.used.polished_blackstone: #21, 1(0%)
minecraft.mined.spruce_leaves: #22, 499(0%)
minecraft.used.deepslate_redstone_ore: #22, 36(0%)
minecraft.used.coarse_dirt: #22, 166(0%)
minecraft.used.sunflower: #22, 1(0%)
minecraft.used.dark_oak_planks: #22, 61(0%)
minecraft.used.crimson_stem: #22, 65(0%)
minecraft.used.dark_oak_log: #22, 59(0%)
minecraft.used.lightning_rod: #22, 5(0%)
minecraft.custom.time_since_rest: #22, 143353(0%)
minecraft.crafted.moss_carpet: #22, 9(0%)
minecraft.mined.lightning_rod: #22, 1(0%)
minecraft.picked_up.lime_terracotta: #22, 9(0%)
minecraft.mined.yellow_wool: #22, 3(0%)
minecraft.picked_up.lightning_rod: #22, 1(0%)
minecraft.used.soul_lantern: #22, 1(0%)
minecraft.used.light_gray_shulker_box: #22, 1(0%)
minecraft.used.stone_shovel: #22, 5(0%)
minecraft.used.mangrove_log: #22, 3(0%)
minecraft.used.mud: #22, 1(0%)
minecraft.used.stone_pickaxe: #23, 139(1%)
minecraft.crafted.birch_slab: #23, 24(0%)
minecraft.used.birch_sign: #23, 8(0%)
minecraft.mined.spruce_sapling: #23, 1(0%)
minecraft.crafted.warped_planks: #23, 112(0%)
minecraft.picked_up.stripped_birch_log: #23, 7(0%)
minecraft.picked_up.orange_shulker_box: #23, 3(0%)
minecraft.used.orange_shulker_box: #23, 3(0%)
minecraft.used.string: #23, 18(0%)
minecraft.mined.mushroom_stem: #23, 26(0%)
minecraft.mined.orange_shulker_box: #23, 2(0%)
minecraft.picked_up.red_mushroom_block: #23, 19(0%)
minecraft.mined.brown_mushroom_block: #23, 9(0%)
minecraft.picked_up.stripped_warped_stem: #23, 3(0%)
minecraft.used.white_terracotta: #23, 1(0%)
minecraft.used.iron_sword: #24, 129(1%)
minecraft.crafted.note_block: #24, 17(0%)
minecraft.mined.polished_andesite: #24, 13(0%)
minecraft.picked_up.shroomlight: #24, 13(0%)
minecraft.mined.shroomlight: #24, 8(0%)
minecraft.mined.white_shulker_box: #24, 8(0%)
minecraft.picked_up.white_shulker_box: #24, 8(0%)
minecraft.used.white_shulker_box: #24, 6(0%)
minecraft.mined.dark_oak_fence: #24, 1(0%)
minecraft.mined.stripped_dark_oak_log: #24, 3(0%)
minecraft.used.polished_andesite_stairs: #24, 2(0%)
minecraft.used.copper_ore: #24, 1(0%)
minecraft.picked_up.polished_andesite_stairs: #25, 3(0%)
minecraft.crafted.stonecutter: #25, 1(0%)
minecraft.crafted.coarse_dirt: #25, 32(0%)
minecraft.used.bamboo: #25, 7(0%)
minecraft.picked_up.dark_oak_slab: #25, 6(0%)
minecraft.crafted.copper_ingot: #25, 36(0%)
minecraft.picked_up.stripped_dark_oak_log: #25, 3(0%)
minecraft.used.smooth_quartz_slab: #25, 1(0%)
minecraft.mined.player_wall_head: #26, 3(0%)
minecraft.picked_up.dark_oak_fence: #26, 5(0%)
minecraft.used.spruce_sapling: #26, 21(0%)
minecraft.picked_up.wheat: #26, 36(0%)
minecraft.mined.dark_oak_slab: #26, 2(0%)
minecraft.mined.wheat: #26, 8(0%)
minecraft.mined.stripped_birch_log: #26, 2(0%)
minecraft.used.polished_andesite: #26, 3(0%)
minecraft.crafted.birch_sign: #27, 3(0%)
minecraft.used.dark_oak_fence: #28, 1(0%)
minecraft.used.dark_oak_slab: #28, 2(0%)
minecraft.custom.time_since_death: #36, 143325(0%)
