stat, rank, value, (percentage) 
minecraft.crafted.hopper: #17, 265(1%)
minecraft.crafted.sticky_piston: #17, 94(1%)
minecraft.crafted.polished_deepslate: #17, 594(1%)
minecraft.picked_up.diamond_chestplate: #17, 2(1%)
minecraft.crafted.purple_shulker_box: #17, 1(1%)
minecraft.mined.sticky_piston: #17, 20(0%)
minecraft.picked_up.deepslate_bricks: #17, 99(0%)
minecraft.crafted.light_gray_dye: #17, 155(0%)
minecraft.picked_up.warped_trapdoor: #17, 8(1%)
minecraft.crafted.mangrove_slab: #17, 24(1%)
minecraft.mined.smithing_table: #17, 2(1%)
minecraft.crafted.stonecutter: #17, 6(0%)
minecraft.mined.oxidized_copper: #17, 151(0%)
minecraft.crafted.writable_book: #17, 6(0%)
minecraft.crafted.orange_shulker_box: #17, 1(1%)
minecraft.picked_up.egg: #17, 109(0%)
minecraft.mined.mossy_stone_bricks: #17, 7(0%)
minecraft.picked_up.andesite_slab: #17, 6(0%)
minecraft.used.gold_block: #17, 27(0%)
minecraft.picked_up.mossy_stone_bricks: #17, 7(0%)
minecraft.crafted.acacia_slab: #17, 12(0%)
minecraft.used.warped_planks: #17, 103(0%)
minecraft.mined.polished_deepslate_slab: #17, 31(0%)
minecraft.dropped.apple: #17, 5(0%)
minecraft.dropped.minecart: #17, 2(0%)
minecraft.picked_up.glow_item_frame: #17, 5(0%)
minecraft.used.deepslate_brick_stairs: #17, 50(0%)
minecraft.mined.birch_trapdoor: #17, 2(0%)
minecraft.picked_up.netherite_helmet: #17, 1(0%)
minecraft.picked_up.cherry_log: #17, 27(0%)
minecraft.dropped.arrow: #17, 324(0%)
minecraft.mined.cherry_log: #17, 27(0%)
minecraft.picked_up.crimson_stem: #17, 90(0%)
minecraft.mined.cobbled_deepslate_slab: #17, 18(0%)
minecraft.picked_up.pearlescent_froglight: #17, 5(0%)
minecraft.killed.cod: #17, 3(0%)
minecraft.used.egg: #17, 57(0%)
minecraft.picked_up.deepslate_tile_wall: #17, 5(0%)
minecraft.mined.ice: #17, 418(0%)
minecraft.mined.pearlescent_froglight: #17, 2(0%)
minecraft.crafted.polished_blackstone_button: #17, 8(0%)
minecraft.mined.oxidized_cut_copper_stairs: #17, 2(0%)
minecraft.used.yellow_concrete: #17, 24(0%)
minecraft.mined.gold_block: #17, 8(0%)
minecraft.mined.cut_copper_stairs: #17, 1(0%)
minecraft.picked_up.packed_mud: #17, 3(0%)
minecraft.used.white_stained_glass: #17, 62(0%)
minecraft.crafted.golden_carrot: #17, 92(0%)
minecraft.mined.green_terracotta: #17, 16(0%)
minecraft.crafted.light_gray_stained_glass: #17, 80(0%)
minecraft.picked_up.cobweb: #17, 5(0%)
minecraft.picked_up.crimson_roots: #17, 40(0%)
minecraft.picked_up.blaze_powder: #17, 1(0%)
minecraft.used.black_stained_glass: #17, 74(0%)
minecraft.crafted.soul_torch: #17, 4(0%)
minecraft.dropped.packed_ice: #17, 2(0%)
minecraft.dropped.spectral_arrow: #17, 4(0%)
minecraft.picked_up.gray_terracotta: #17, 5(0%)
minecraft.dropped.white_banner: #17, 1(0%)
minecraft.mined.small_amethyst_bud: #17, 1(0%)
minecraft.dropped.gold_nugget: #17, 6(0%)
minecraft.used.gray_stained_glass: #17, 4(0%)
minecraft.mined.gray_terracotta: #17, 4(0%)
minecraft.picked_up.black_terracotta: #17, 1(0%)
minecraft.mined.black_carpet: #17, 1(0%)
minecraft.killed_by.ravager: #18, 36(3%)
minecraft.picked_up.compass: #18, 93(2%)
minecraft.dropped.compass: #18, 73(2%)
minecraft.dropped.diamond_axe: #18, 4(2%)
minecraft.mined.coal_ore: #18, 2302(2%)
minecraft.picked_up.spruce_stairs: #18, 111(2%)
minecraft.picked_up.copper_ore: #18, 568(2%)
minecraft.picked_up.shield: #18, 5(2%)
minecraft.mined.deepslate: #18, 20406(2%)
minecraft.crafted.iron_ingot: #18, 7314(1%)
minecraft.custom.interact_with_lectern: #18, 102(1%)
minecraft.killed_by.drowned: #18, 2(1%)
minecraft.picked_up.wooden_pickaxe: #18, 1(2%)
minecraft.dropped.wheat_seeds: #18, 825(1%)
minecraft.dropped.netherite_leggings: #18, 1(2%)
minecraft.mined.lilac: #18, 7(1%)
minecraft.picked_up.apple: #18, 80(1%)
minecraft.used.shulker_box: #18, 685(1%)
minecraft.picked_up.shulker_box: #18, 690(1%)
minecraft.picked_up.stone_slab: #18, 208(1%)
minecraft.picked_up.anvil: #18, 23(1%)
minecraft.mined.composter: #18, 19(1%)
minecraft.used.dispenser: #18, 65(1%)
minecraft.used.composter: #18, 48(1%)
minecraft.mined.peony: #18, 3(1%)
minecraft.used.enchanting_table: #18, 1(1%)
minecraft.picked_up.dark_oak_sign: #18, 10(1%)
minecraft.picked_up.dragon_head: #18, 2(1%)
minecraft.crafted.stone_bricks: #18, 1314(1%)
minecraft.picked_up.music_disc_otherside: #18, 2(1%)
minecraft.picked_up.crimson_planks: #18, 32(1%)
minecraft.picked_up.red_mushroom: #18, 62(1%)
minecraft.custom.walk_one_cm: #19, 72016954(2%)
minecraft.picked_up.polished_andesite: #18, 72(1%)
minecraft.crafted.composter: #18, 34(1%)
minecraft.used.deepslate_gold_ore: #18, 36(1%)
minecraft.mined.iron_bars: #18, 19(1%)
minecraft.mined.repeater: #18, 30(1%)
minecraft.picked_up.oxidized_copper: #18, 209(1%)
minecraft.dropped.spruce_trapdoor: #18, 8(1%)
minecraft.used.oak_stairs: #18, 19(1%)
minecraft.crafted.redstone_torch: #18, 443(1%)
minecraft.mined.observer: #18, 50(1%)
minecraft.picked_up.deepslate_gold_ore: #18, 36(1%)
minecraft.picked_up.nether_quartz_ore: #18, 113(1%)
minecraft.picked_up.honeycomb: #18, 49(1%)
minecraft.crafted.iron_chestplate: #18, 3(0%)
minecraft.mined.glow_lichen: #18, 146(0%)
minecraft.picked_up.stone_bricks: #18, 230(0%)
minecraft.dropped.kelp: #18, 53(0%)
minecraft.mined.bone_block: #18, 36(0%)
minecraft.used.spore_blossom: #18, 2(1%)
minecraft.dropped.glass_bottle: #18, 29(0%)
minecraft.mined.smooth_stone: #18, 30(0%)
minecraft.crafted.oak_stairs: #18, 20(0%)
minecraft.mined.nether_wart_block: #18, 144(0%)
minecraft.mined.tnt: #18, 12(0%)
minecraft.crafted.comparator: #18, 44(0%)
minecraft.crafted.bookshelf: #18, 99(0%)
minecraft.dropped.leather_helmet: #18, 1(0%)
minecraft.mined.snow: #18, 1982(0%)
minecraft.crafted.cyan_dye: #18, 140(0%)
minecraft.mined.cobblestone_wall: #18, 6(0%)
minecraft.picked_up.stone_brick_slab: #18, 32(0%)
minecraft.used.soul_lantern: #18, 9(0%)
minecraft.picked_up.cherry_sapling: #18, 14(0%)
minecraft.dropped.bucket: #18, 3(0%)
minecraft.picked_up.yellow_wool: #18, 24(0%)
minecraft.crafted.brown_shulker_box: #18, 1(0%)
minecraft.crafted.brown_dye: #18, 33(0%)
minecraft.picked_up.yellow_concrete: #18, 31(0%)
minecraft.picked_up.cauldron: #18, 2(0%)
minecraft.crafted.black_shulker_box: #18, 1(0%)
minecraft.crafted.moss_carpet: #18, 24(0%)
minecraft.crafted.raw_iron: #18, 90(0%)
minecraft.crafted.mud_bricks: #18, 48(0%)
minecraft.mined.cauldron: #18, 1(0%)
minecraft.picked_up.warped_button: #18, 2(0%)
minecraft.used.snow: #18, 150(0%)
minecraft.picked_up.cobbled_deepslate_slab: #18, 25(0%)
minecraft.mined.polished_blackstone_bricks: #18, 105(0%)
minecraft.picked_up.smithing_table: #18, 2(0%)
minecraft.picked_up.yellow_bed: #18, 2(0%)
minecraft.picked_up.deepslate_brick_stairs: #18, 11(0%)
minecraft.crafted.slime_ball: #18, 72(0%)
minecraft.dropped.oak_slab: #18, 1(0%)
minecraft.picked_up.lectern: #18, 15(0%)
minecraft.picked_up.bone_meal: #18, 418(0%)
minecraft.crafted.white_stained_glass: #18, 104(0%)
minecraft.picked_up.polished_blackstone_bricks: #18, 103(0%)
minecraft.used.mud_bricks: #18, 20(0%)
minecraft.picked_up.lime_terracotta: #18, 19(0%)
minecraft.crafted.bone_block: #18, 343(0%)
minecraft.used.red_concrete_powder: #18, 53(0%)
minecraft.crafted.stone_brick_slab: #18, 46(0%)
minecraft.mined.quartz_stairs: #18, 1(0%)
minecraft.dropped.iron_chestplate: #18, 1(0%)
minecraft.dropped.azalea: #18, 3(0%)
minecraft.picked_up.black_dye: #18, 6(0%)
minecraft.mined.tinted_glass: #18, 5(0%)
minecraft.dropped.leather_chestplate: #18, 1(0%)
minecraft.used.deepslate_brick_slab: #18, 31(0%)
minecraft.crafted.tinted_glass: #18, 74(0%)
minecraft.picked_up.black_stained_glass: #18, 7(0%)
minecraft.dropped.leather: #18, 7(0%)
minecraft.mined.yellow_bed: #18, 1(0%)
minecraft.picked_up.peony: #18, 12(0%)
minecraft.picked_up.quartz_stairs: #18, 1(0%)
minecraft.mined.red_carpet: #18, 3(0%)
minecraft.picked_up.crimson_fungus: #18, 8(0%)
minecraft.mined.polished_blackstone: #18, 2(0%)
minecraft.picked_up.name_tag: #18, 2(0%)
minecraft.picked_up.magenta_stained_glass: #18, 2(0%)
minecraft.picked_up.polished_blackstone: #18, 4(0%)
minecraft.used.cyan_concrete_powder: #18, 21(0%)
minecraft.picked_up.white_stained_glass: #18, 9(0%)
minecraft.crafted.polished_deepslate_wall: #18, 2(0%)
minecraft.crafted.yellow_concrete_powder: #18, 16(0%)
minecraft.used.coal_block: #18, 3(0%)
minecraft.picked_up.white_stained_glass_pane: #18, 1(0%)
minecraft.mined.orange_concrete: #18, 7(0%)
minecraft.crafted.cyan_concrete_powder: #18, 24(0%)
minecraft.mined.white_carpet: #18, 3(0%)
minecraft.picked_up.cornflower: #18, 16(0%)
minecraft.used.lime_concrete_powder: #18, 4(0%)
minecraft.dropped.soul_sand: #18, 4(0%)
minecraft.dropped.amethyst_shard: #18, 2(0%)
minecraft.crafted.andesite_slab: #18, 2(0%)
minecraft.used.light_gray_concrete: #18, 4(0%)
minecraft.picked_up.green_concrete_powder: #18, 3(0%)
minecraft.used.mangrove_wood: #18, 1(0%)
minecraft.dropped.gold_ingot: #18, 3(0%)
minecraft.used.red_mushroom_block: #18, 1(0%)
minecraft.picked_up.jungle_leaves: #18, 1(0%)
minecraft.dropped.cactus: #18, 1(0%)
minecraft.picked_up.black_carpet: #18, 1(0%)
minecraft.killed.zombified_piglin: #18, 1(0%)
minecraft.crafted.stick: #19, 7738(2%)
minecraft.dropped.diamond_sword: #19, 4(2%)
minecraft.picked_up.elytra: #19, 28(2%)
minecraft.mined.iron_ore: #19, 1035(2%)
minecraft.picked_up.arrow: #19, 1196(1%)
minecraft.picked_up.bow: #19, 71(1%)
minecraft.crafted.diamond_pickaxe: #19, 5(1%)
minecraft.crafted.diamond_block: #19, 81(1%)
minecraft.custom.leave_game: #20, 685(2%)
minecraft.picked_up.lapis_ore: #19, 26(1%)
minecraft.picked_up.water_bucket: #19, 11(1%)
minecraft.picked_up.gold_ore: #19, 18(1%)
minecraft.mined.beacon: #19, 5(1%)
minecraft.picked_up.oak_sapling: #19, 330(1%)
minecraft.picked_up.shears: #19, 9(1%)
minecraft.dropped.netherite_pickaxe: #19, 2(1%)
minecraft.mined.polished_andesite: #19, 39(1%)
minecraft.picked_up.poppy: #19, 178(1%)
minecraft.mined.cobbled_deepslate: #19, 137(1%)
minecraft.crafted.rail: #19, 240(1%)
minecraft.crafted.redstone: #19, 2142(1%)
minecraft.mined.dark_oak_slab: #19, 17(1%)
minecraft.picked_up.bamboo: #19, 1592(1%)
minecraft.picked_up.bundle: #19, 8(1%)
minecraft.mined.stone_slab: #19, 89(1%)
minecraft.crafted.gray_dye: #19, 182(1%)
minecraft.picked_up.observer: #19, 59(1%)
minecraft.used.music_disc_otherside: #19, 1(1%)
minecraft.used.flowering_azalea: #19, 10(1%)
minecraft.used.diamond_boots: #19, 1(1%)
minecraft.mined.bamboo_sapling: #19, 1(1%)
minecraft.mined.dropper: #19, 13(0%)
minecraft.mined.brown_mushroom_block: #19, 226(1%)
minecraft.used.diamond_leggings: #19, 1(0%)
minecraft.picked_up.leather_boots: #19, 6(0%)
minecraft.picked_up.sticky_piston: #19, 20(0%)
minecraft.used.bookshelf: #19, 70(0%)
minecraft.used.gold_ore: #19, 4(0%)
minecraft.mined.sea_pickle: #19, 4(0%)
minecraft.crafted.yellow_shulker_box: #19, 1(0%)
minecraft.dropped.potion: #19, 8(0%)
minecraft.mined.cyan_terracotta: #19, 40(0%)
minecraft.picked_up.nether_wart_block: #19, 144(0%)
minecraft.dropped.bundle: #19, 2(0%)
minecraft.crafted.lapis_lazuli: #19, 117(0%)
minecraft.picked_up.deepslate_tile_slab: #19, 12(0%)
minecraft.crafted.cobblestone_slab: #19, 40(0%)
minecraft.dropped.deepslate: #19, 181(0%)
minecraft.crafted.cyan_shulker_box: #19, 1(0%)
minecraft.used.map: #19, 2(0%)
minecraft.dropped.magma_block: #19, 3(0%)
minecraft.custom.damage_blocked_by_shield: #19, 600(0%)
minecraft.mined.powered_rail: #19, 21(0%)
minecraft.picked_up.cobblestone_slab: #19, 29(0%)
minecraft.used.honey_bottle: #19, 2(0%)
minecraft.mined.yellow_concrete: #19, 29(0%)
minecraft.used.white_terracotta: #19, 43(0%)
minecraft.mined.bricks: #19, 6(0%)
minecraft.mined.white_terracotta: #19, 42(0%)
minecraft.picked_up.mushroom_stem: #19, 83(0%)
minecraft.mined.fern: #19, 18(0%)
minecraft.used.glass_pane: #19, 10(0%)
minecraft.dropped.firework_rocket: #19, 359(0%)
minecraft.crafted.soul_lantern: #19, 8(0%)
minecraft.crafted.red_concrete_powder: #19, 56(0%)
minecraft.mined.redstone_block: #19, 19(0%)
minecraft.mined.dripstone_block: #19, 16(0%)
minecraft.mined.red_concrete: #19, 33(0%)
minecraft.mined.lectern: #19, 9(0%)
minecraft.killed.creeper: #19, 71(0%)
minecraft.mined.crimson_stem: #19, 26(0%)
minecraft.dropped.egg: #19, 11(0%)
minecraft.crafted.green_dye: #19, 21(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #19, 1(0%)
minecraft.used.yellow_concrete_powder: #19, 16(0%)
minecraft.dropped.stone_bricks: #19, 5(0%)
minecraft.dropped.redstone_torch: #19, 1(0%)
minecraft.crafted.bricks: #19, 19(0%)
minecraft.picked_up.sculk_sensor: #19, 3(0%)
minecraft.used.brown_mushroom_block: #19, 4(0%)
minecraft.picked_up.orange_concrete: #19, 7(0%)
minecraft.mined.light_gray_terracotta: #19, 8(0%)
minecraft.mined.red_stained_glass: #19, 1(0%)
minecraft.crafted.black_stained_glass: #19, 80(0%)
minecraft.picked_up.tinted_glass: #19, 3(0%)
minecraft.crafted.firework_rocket: #19, 468(0%)
minecraft.used.quartz_slab: #19, 5(0%)
minecraft.picked_up.paper: #19, 23(0%)
minecraft.picked_up.red_stained_glass: #19, 1(0%)
minecraft.crafted.iron_pickaxe: #20, 11(3%)
minecraft.custom.damage_taken: #20, 164365(1%)
minecraft.mined.torch: #20, 454(2%)
minecraft.picked_up.coal: #20, 2962(2%)
minecraft.custom.player_kills: #20, 12(1%)
minecraft.mined.chest: #20, 222(1%)
minecraft.mined.oak_log: #20, 1288(1%)
minecraft.picked_up.chest: #20, 270(1%)
minecraft.custom.drop: #20, 3540(1%)
minecraft.picked_up.oak_log: #20, 1542(1%)
minecraft.custom.minecart_one_cm: #20, 700868(1%)
minecraft.picked_up.iron_nugget: #20, 671(1%)
minecraft.killed_by.creeper: #20, 1(1%)
minecraft.used.beacon: #20, 7(1%)
minecraft.crafted.oak_slab: #20, 216(1%)
minecraft.killed_by.skeleton: #20, 1(1%)
minecraft.mined.end_rod: #20, 18(1%)
minecraft.killed.pig: #20, 4(1%)
minecraft.used.piston: #20, 112(1%)
minecraft.used.redstone_lamp: #20, 29(1%)
minecraft.picked_up.polished_deepslate: #20, 94(1%)
minecraft.picked_up.redstone_torch: #20, 48(1%)
minecraft.used.wooden_sword: #20, 26(1%)
minecraft.crafted.white_dye: #20, 552(1%)
minecraft.crafted.white_bed: #20, 5(1%)
minecraft.mined.netherrack: #20, 8778(0%)
minecraft.crafted.piston: #20, 138(0%)
minecraft.crafted.shulker_box: #20, 64(0%)
minecraft.mined.rail: #20, 180(0%)
minecraft.picked_up.filled_map: #20, 333(0%)
minecraft.used.flowering_azalea_leaves: #20, 59(0%)
minecraft.picked_up.bucket: #20, 7(0%)
minecraft.mined.redstone_torch: #20, 12(0%)
minecraft.used.totem_of_undying: #20, 4(0%)
minecraft.crafted.redstone_block: #20, 183(0%)
minecraft.used.lectern: #20, 34(0%)
minecraft.picked_up.amethyst_shard: #20, 513(0%)
minecraft.crafted.dispenser: #20, 24(0%)
minecraft.mined.stone_bricks: #20, 130(0%)
minecraft.mined.red_mushroom_block: #20, 241(0%)
minecraft.mined.piston: #20, 21(0%)
minecraft.mined.deepslate_tile_slab: #20, 6(0%)
minecraft.picked_up.deepslate_iron_ore: #20, 13(0%)
minecraft.crafted.crimson_planks: #20, 256(0%)
minecraft.mined.amethyst_cluster: #20, 56(0%)
minecraft.picked_up.sandstone: #20, 677(0%)
minecraft.mined.sandstone: #20, 620(0%)
minecraft.picked_up.netherite_leggings: #20, 1(0%)
minecraft.dropped.smooth_basalt: #20, 5(0%)
minecraft.picked_up.oak_stairs: #20, 5(0%)
minecraft.crafted.lime_dye: #20, 74(0%)
minecraft.picked_up.jukebox: #20, 1(0%)
minecraft.mined.jukebox: #20, 1(0%)
minecraft.mined.dead_bush: #20, 7(0%)
minecraft.dropped.flint: #20, 13(0%)
minecraft.crafted.brick: #20, 171(0%)
minecraft.picked_up.lilac: #20, 16(0%)
minecraft.picked_up.gunpowder: #20, 115(0%)
minecraft.used.white_banner: #20, 1(0%)
minecraft.used.red_concrete: #20, 29(0%)
minecraft.dropped.copper_ore: #20, 3(0%)
minecraft.used.dripstone_block: #20, 7(0%)
minecraft.picked_up.allium: #20, 4(0%)
minecraft.killed.zombie: #20, 166(0%)
minecraft.picked_up.green_terracotta: #20, 16(0%)
minecraft.used.birch_planks: #20, 125(0%)
minecraft.picked_up.brown_mushroom_block: #20, 45(0%)
minecraft.picked_up.red_mushroom_block: #20, 46(0%)
minecraft.picked_up.soul_lantern: #20, 1(0%)
minecraft.used.yellow_bed: #20, 1(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #20, 1(0%)
minecraft.crafted.cherry_planks: #20, 4(0%)
minecraft.used.cooked_chicken: #20, 2(0%)
minecraft.dropped.leather_boots: #20, 1(0%)
minecraft.crafted.polished_deepslate_stairs: #20, 2(0%)
minecraft.used.red_bed: #20, 1(0%)
minecraft.used.deepslate_iron_ore: #20, 2(0%)
minecraft.crafted.gray_stained_glass: #20, 24(0%)
minecraft.picked_up.light_gray_terracotta: #20, 8(0%)
minecraft.mined.white_stained_glass: #20, 4(0%)
minecraft.killed.chicken: #20, 8(0%)
minecraft.crafted.netherite_ingot: #20, 1(0%)
minecraft.mined.deepslate_brick_slab: #20, 1(0%)
minecraft.crafted.red_stained_glass: #20, 8(0%)
minecraft.picked_up.ochre_froglight: #20, 1(0%)
minecraft.killed.shulker: #20, 1(0%)
minecraft.mined.quartz_block: #20, 4(0%)
minecraft.picked_up.quartz_block: #20, 6(0%)
minecraft.picked_up.deepslate_brick_slab: #20, 1(0%)
minecraft.used.amethyst_block: #20, 3(0%)
minecraft.crafted.crimson_slab: #20, 6(0%)
minecraft.used.quartz_block: #20, 6(0%)
minecraft.used.brown_terracotta: #20, 3(0%)
minecraft.dropped.obsidian: #20, 1(0%)
minecraft.dropped.bamboo: #20, 3(0%)
minecraft.crafted.map: #20, 2(0%)
minecraft.mined.raw_iron_block: #20, 1(0%)
minecraft.mined.brown_terracotta: #20, 3(0%)
minecraft.custom.open_chest: #21, 11991(1%)
minecraft.custom.walk_on_water_one_cm: #21, 1349773(1%)
minecraft.picked_up.gravel: #21, 6820(1%)
minecraft.custom.interact_with_anvil: #21, 144(1%)
minecraft.picked_up.raw_iron: #21, 1214(1%)
minecraft.picked_up.golden_carrot: #21, 346(1%)
minecraft.crafted.oak_planks: #21, 2828(1%)
minecraft.used.anvil: #21, 43(1%)
minecraft.picked_up.dark_oak_planks: #21, 209(1%)
minecraft.mined.deepslate_redstone_ore: #21, 456(1%)
minecraft.mined.deepslate_lapis_ore: #21, 63(1%)
minecraft.custom.interact_with_grindstone: #21, 16(1%)
minecraft.picked_up.glow_berries: #21, 74(1%)
minecraft.mined.deepslate_gold_ore: #21, 170(1%)
minecraft.crafted.diamond_shovel: #21, 3(1%)
minecraft.used.glow_berries: #21, 40(1%)
minecraft.mined.oak_fence: #21, 17(1%)
minecraft.used.lantern: #21, 63(1%)
minecraft.mined.gold_ore: #21, 56(1%)
minecraft.crafted.diamond_hoe: #21, 1(1%)
minecraft.picked_up.raw_gold: #21, 253(1%)
minecraft.picked_up.bone: #21, 514(1%)
minecraft.mined.redstone_wire: #21, 103(1%)
minecraft.crafted.coal: #21, 396(1%)
minecraft.picked_up.beacon: #21, 5(1%)
minecraft.custom.play_time: #22, 37954318(2%)
minecraft.custom.total_world_time: #22, 37954318(2%)
minecraft.mined.dispenser: #21, 10(1%)
minecraft.picked_up.end_rod: #21, 23(1%)
minecraft.custom.damage_dealt: #21, 276350(0%)
minecraft.picked_up.minecart: #21, 17(1%)
minecraft.used.minecart: #21, 13(1%)
minecraft.dropped.stick: #21, 331(0%)
minecraft.crafted.dropper: #21, 46(0%)
minecraft.crafted.repeater: #21, 70(0%)
minecraft.dropped.oak_sapling: #21, 11(0%)
minecraft.crafted.diamond_chestplate: #21, 1(0%)
minecraft.crafted.bucket: #21, 29(0%)
minecraft.picked_up.dropper: #21, 14(0%)
minecraft.used.diamond_sword: #21, 2588(0%)
minecraft.mined.ladder: #21, 6(0%)
minecraft.mined.polished_deepslate: #21, 32(0%)
minecraft.crafted.shield: #21, 1(0%)
minecraft.mined.cave_vines_plant: #21, 6(0%)
minecraft.dropped.birch_planks: #21, 7(0%)
minecraft.mined.soul_sand: #21, 133(0%)
minecraft.picked_up.dispenser: #21, 10(0%)
minecraft.picked_up.weeping_vines: #21, 11(0%)
minecraft.picked_up.piston: #21, 26(0%)
minecraft.crafted.oak_boat: #21, 1(0%)
minecraft.mined.glass_pane: #21, 3(0%)
minecraft.used.shield: #21, 13(0%)
minecraft.picked_up.cyan_terracotta: #21, 40(0%)
minecraft.crafted.blue_dye: #21, 132(0%)
minecraft.crafted.quartz_block: #21, 205(0%)
minecraft.crafted.paper: #21, 1017(0%)
minecraft.used.smooth_quartz_stairs: #21, 19(0%)
minecraft.mined.deepslate_copper_ore: #21, 6(0%)
minecraft.used.lava_bucket: #21, 20(0%)
minecraft.used.redstone_block: #21, 32(0%)
minecraft.used.smooth_quartz_slab: #21, 22(0%)
minecraft.dropped.tropical_fish: #21, 3(0%)
minecraft.mined.mushroom_stem: #21, 60(0%)
minecraft.crafted.smooth_stone_slab: #21, 18(0%)
minecraft.picked_up.rooted_dirt: #21, 21(0%)
minecraft.crafted.smooth_quartz: #21, 29(0%)
minecraft.used.sea_lantern: #21, 9(0%)
minecraft.picked_up.glass_pane: #21, 3(0%)
minecraft.crafted.light_blue_dye: #21, 16(0%)
minecraft.picked_up.emerald: #21, 92(0%)
minecraft.used.snow_block: #21, 100(0%)
minecraft.crafted.gold_block: #21, 35(0%)
minecraft.picked_up.gold_block: #21, 8(0%)
minecraft.dropped.gunpowder: #21, 22(0%)
minecraft.picked_up.crying_obsidian: #21, 4(0%)
minecraft.mined.sea_lantern: #21, 1(0%)
minecraft.picked_up.cod: #21, 2(0%)
minecraft.used.bread: #21, 4(0%)
minecraft.picked_up.cooked_chicken: #21, 2(0%)
minecraft.picked_up.chicken: #21, 12(0%)
minecraft.mined.carved_pumpkin: #21, 5(0%)
minecraft.crafted.pink_dye: #21, 8(0%)
minecraft.crafted.magenta_dye: #21, 5(0%)
minecraft.picked_up.tnt: #21, 12(0%)
minecraft.mined.light_gray_concrete: #21, 4(0%)
minecraft.picked_up.light_gray_concrete: #21, 4(0%)
minecraft.used.crimson_slab: #21, 4(0%)
minecraft.used.rooted_dirt: #21, 1(0%)
minecraft.dropped.chicken: #21, 3(0%)
minecraft.crafted.deepslate_tiles: #21, 2(0%)
minecraft.picked_up.raw_iron_block: #21, 1(0%)
minecraft.killed.pillager: #21, 8(0%)
minecraft.custom.fall_one_cm: #22, 4310927(2%)
minecraft.picked_up.torch: #22, 1825(2%)
minecraft.custom.walk_under_water_one_cm: #22, 2680603(1%)
minecraft.mined.gravel: #22, 6296(1%)
minecraft.killed.zombie_villager: #22, 4(1%)
minecraft.picked_up.player_head: #22, 192(1%)
minecraft.picked_up.item_frame: #22, 51(1%)
minecraft.crafted.chest: #22, 531(1%)
minecraft.picked_up.oak_fence: #22, 18(1%)
minecraft.used.water_bucket: #22, 519(1%)
minecraft.dropped.torch: #22, 75(1%)
minecraft.mined.moss_carpet: #22, 71(1%)
minecraft.crafted.bow: #22, 34(1%)
minecraft.crafted.anvil: #22, 26(1%)
minecraft.picked_up.golden_chestplate: #22, 2(1%)
minecraft.picked_up.rotten_flesh: #22, 309(0%)
minecraft.used.netherrack: #22, 689(0%)
minecraft.picked_up.rail: #22, 191(0%)
minecraft.picked_up.composter: #22, 8(0%)
minecraft.mined.spruce_planks: #22, 74(0%)
minecraft.mined.azalea: #22, 13(0%)
minecraft.mined.carrots: #22, 41(0%)
minecraft.dropped.spruce_planks: #22, 11(0%)
minecraft.picked_up.iron_bars: #22, 19(0%)
minecraft.picked_up.magma_cream: #22, 13(0%)
minecraft.picked_up.deepslate_diamond_ore: #22, 48(0%)
minecraft.dropped.golden_chestplate: #22, 1(0%)
minecraft.killed.piglin: #22, 5(0%)
minecraft.picked_up.terracotta: #22, 413(0%)
minecraft.crafted.bone_meal: #22, 5382(0%)
minecraft.dropped.iron_nugget: #22, 84(0%)
minecraft.picked_up.shulker_shell: #22, 40(0%)
minecraft.picked_up.ladder: #22, 11(0%)
minecraft.mined.terracotta: #22, 342(0%)
minecraft.picked_up.red_concrete: #22, 36(0%)
minecraft.crafted.coal_block: #22, 42(0%)
minecraft.crafted.orange_dye: #22, 48(0%)
minecraft.mined.deepslate_tiles: #22, 11(0%)
minecraft.crafted.raw_iron_block: #22, 9(0%)
minecraft.crafted.powered_rail: #22, 42(0%)
minecraft.mined.blackstone: #22, 169(0%)
minecraft.mined.rooted_dirt: #22, 20(0%)
minecraft.custom.mob_kills: #22, 10440(0%)
minecraft.dropped.rotten_flesh: #22, 187(0%)
minecraft.dropped.bone: #22, 30(0%)
minecraft.picked_up.glowstone_dust: #22, 15(0%)
minecraft.picked_up.dripstone_block: #22, 13(0%)
minecraft.crafted.light_blue_shulker_box: #22, 1(0%)
minecraft.picked_up.nether_gold_ore: #22, 3(0%)
minecraft.picked_up.pumpkin_seeds: #22, 38(0%)
minecraft.mined.mud_bricks: #22, 1(0%)
minecraft.picked_up.mud_bricks: #22, 1(0%)
minecraft.picked_up.feather: #22, 13(0%)
minecraft.picked_up.book: #22, 18(0%)
minecraft.used.black_concrete_powder: #22, 63(0%)
minecraft.used.magma_block: #22, 7(0%)
minecraft.dropped.feather: #22, 1(0%)
minecraft.crafted.polished_blackstone: #22, 8(0%)
minecraft.picked_up.white_banner: #22, 1(0%)
minecraft.picked_up.red_carpet: #22, 2(0%)
minecraft.picked_up.white_carpet: #22, 3(0%)
minecraft.crafted.purple_dye: #22, 2(0%)
minecraft.used.blackstone: #22, 7(0%)
minecraft.used.polished_blackstone_bricks: #22, 4(0%)
minecraft.mined.orange_terracotta: #22, 3(0%)
minecraft.picked_up.gold_nugget: #22, 76(0%)
minecraft.used.black_concrete: #22, 4(0%)
