stat, rank, value, (percentage) 
minecraft.crafted.stone_sword: #10, 3(1%)
minecraft.crafted.bamboo_planks: #10, 148(1%)
minecraft.crafted.polished_deepslate_slab: #10, 156(1%)
minecraft.crafted.mangrove_wood: #10, 75(1%)
minecraft.dropped.stone_button: #10, 42(1%)
minecraft.dropped.white_terracotta: #10, 15(1%)
minecraft.dropped.white_wool: #10, 34(1%)
minecraft.used.cracked_stone_bricks: #10, 61(1%)
minecraft.mined.green_concrete_powder: #10, 18(1%)
minecraft.crafted.golden_chestplate: #10, 1(1%)
minecraft.dropped.polished_andesite_slab: #10, 10(1%)
minecraft.picked_up.cooked_chicken: #10, 29(1%)
minecraft.used.cake: #10, 1(1%)
minecraft.custom.open_chest: #12, 37799(4%)
minecraft.picked_up.bubble_coral: #10, 3(1%)
minecraft.used.purple_concrete_powder: #10, 64(1%)
minecraft.mined.jungle_stairs: #10, 3(1%)
minecraft.picked_up.brain_coral: #10, 3(1%)
minecraft.mined.horn_coral_fan: #10, 3(1%)
minecraft.crafted.emerald_block: #10, 563(0%)
minecraft.picked_up.gray_carpet: #10, 160(0%)
minecraft.used.mossy_stone_brick_wall: #10, 6(1%)
minecraft.mined.sand: #11, 61850(4%)
minecraft.picked_up.chiseled_quartz_block: #10, 2(1%)
minecraft.used.warped_roots: #10, 8(1%)
minecraft.dropped.deepslate_gold_ore: #10, 3(1%)
minecraft.picked_up.acacia_leaves: #10, 79(1%)
minecraft.mined.gray_carpet: #10, 36(0%)
minecraft.mined.jungle_fence: #10, 1(1%)
minecraft.dropped.dark_oak_trapdoor: #10, 6(0%)
minecraft.picked_up.wooden_shovel: #10, 1(1%)
minecraft.dropped.poppy: #10, 279(0%)
minecraft.crafted.cake: #10, 1(1%)
minecraft.dropped.rooted_dirt: #10, 3(1%)
minecraft.picked_up.tuff: #11, 5627(3%)
minecraft.mined.purple_wool: #10, 4(1%)
minecraft.used.golden_pickaxe: #10, 4(0%)
minecraft.dropped.jungle_log: #10, 12(0%)
minecraft.crafted.arrow: #10, 52(0%)
minecraft.used.seagrass: #10, 3(1%)
minecraft.dropped.chicken: #10, 73(0%)
minecraft.used.green_dye: #10, 1(0%)
minecraft.crafted.jungle_stairs: #10, 8(1%)
minecraft.dropped.black_carpet: #10, 3(0%)
minecraft.used.waxed_exposed_copper: #10, 4(0%)
minecraft.used.lime_stained_glass_pane: #10, 9(0%)
minecraft.dropped.warped_fungus: #10, 2(0%)
minecraft.mined.nether_brick_fence: #10, 4(0%)
minecraft.used.end_stone: #10, 130(0%)
minecraft.crafted.cyan_stained_glass: #10, 48(0%)
minecraft.used.polished_blackstone_wall: #10, 34(0%)
minecraft.mined.waxed_exposed_cut_copper_slab: #10, 1(0%)
minecraft.picked_up.lime_dye: #10, 9(0%)
minecraft.used.netherite_sword: #10, 1036(0%)
minecraft.used.jungle_fence_gate: #10, 1(0%)
minecraft.picked_up.glow_berries: #11, 235(3%)
minecraft.used.waxed_exposed_cut_copper_stairs: #10, 2(0%)
minecraft.used.jungle_stairs: #10, 3(0%)
minecraft.picked_up.jungle_fence: #10, 1(0%)
minecraft.dropped.stone_stairs: #10, 5(0%)
minecraft.dropped.stone_brick_wall: #10, 1(0%)
minecraft.mined.white_concrete_powder: #10, 14(0%)
minecraft.used.bubble_coral_fan: #10, 1(0%)
minecraft.mined.polished_blackstone_brick_slab: #10, 1(0%)
minecraft.mined.smooth_sandstone_slab: #10, 1(0%)
minecraft.used.horn_coral_block: #10, 4(0%)
minecraft.used.bamboo_trapdoor: #10, 1(0%)
minecraft.picked_up.black_carpet: #10, 57(0%)
minecraft.mined.lime_stained_glass_pane: #10, 1(0%)
minecraft.picked_up.waxed_oxidized_copper: #10, 1(0%)
minecraft.picked_up.smooth_sandstone_slab: #10, 1(0%)
minecraft.mined.jungle_trapdoor: #10, 3(0%)
minecraft.mined.lapis_ore: #11, 170(3%)
minecraft.used.pink_terracotta: #10, 2(0%)
minecraft.used.spruce_stairs: #11, 657(4%)
minecraft.crafted.white_wool: #11, 2733(4%)
minecraft.picked_up.scaffolding: #11, 8694(4%)
minecraft.picked_up.lapis_ore: #11, 84(4%)
minecraft.crafted.iron_ingot: #11, 17223(3%)
minecraft.crafted.spruce_sign: #11, 84(3%)
minecraft.crafted.anvil: #11, 146(3%)
minecraft.custom.damage_absorbed: #11, 875(3%)
minecraft.picked_up.white_dye: #11, 159(4%)
minecraft.picked_up.writable_book: #11, 10(3%)
minecraft.mined.deepslate_lapis_ore: #11, 164(3%)
minecraft.picked_up.diamond_block: #11, 141(3%)
minecraft.used.netherrack: #11, 5224(3%)
minecraft.picked_up.dispenser: #11, 120(3%)
minecraft.dropped.golden_carrot: #11, 257(2%)
minecraft.picked_up.diorite: #11, 5120(2%)
minecraft.crafted.gray_dye: #11, 1030(3%)
minecraft.picked_up.iron_pickaxe: #11, 5(3%)
minecraft.custom.talked_to_villager: #11, 2192(3%)
minecraft.picked_up.golden_carrot: #11, 723(2%)
minecraft.used.spruce_door: #11, 18(3%)
minecraft.picked_up.stone_axe: #11, 3(4%)
minecraft.crafted.diamond_pickaxe: #11, 9(2%)
minecraft.mined.budding_amethyst: #11, 13(3%)
minecraft.crafted.spruce_door: #11, 18(3%)
minecraft.used.soul_lantern: #11, 77(3%)
minecraft.picked_up.salmon: #11, 63(2%)
minecraft.used.hopper: #11, 899(3%)
minecraft.crafted.iron_sword: #11, 6(3%)
minecraft.used.cyan_terracotta: #11, 1590(2%)
minecraft.used.ender_chest: #11, 386(2%)
minecraft.mined.cobbled_deepslate: #11, 467(2%)
minecraft.mined.ender_chest: #11, 355(2%)
minecraft.mined.farmland: #11, 25(3%)
minecraft.mined.netherrack: #11, 36769(2%)
minecraft.used.lapis_ore: #11, 25(3%)
minecraft.mined.redstone_lamp: #11, 22(3%)
minecraft.custom.animals_bred: #11, 354(2%)
minecraft.picked_up.exposed_copper: #11, 68(3%)
minecraft.dropped.raw_iron: #11, 48(2%)
minecraft.dropped.cobblestone: #11, 1392(2%)
minecraft.picked_up.flint: #11, 378(2%)
minecraft.picked_up.saddle: #11, 9(2%)
minecraft.picked_up.chainmail_leggings: #11, 3(3%)
minecraft.crafted.lapis_block: #11, 201(2%)
minecraft.crafted.coarse_dirt: #11, 892(2%)
minecraft.crafted.birch_sign: #11, 72(2%)
minecraft.crafted.cooked_beef: #11, 130(2%)
minecraft.picked_up.golden_apple: #11, 19(2%)
minecraft.crafted.paper: #11, 9982(2%)
minecraft.used.amethyst_block: #11, 325(2%)
minecraft.picked_up.bee_nest: #11, 14(2%)
minecraft.picked_up.lime_wool: #11, 93(2%)
minecraft.picked_up.emerald_block: #11, 641(2%)
minecraft.mined.bee_nest: #11, 15(2%)
minecraft.picked_up.observer: #11, 185(2%)
minecraft.custom.damage_resisted: #11, 2420(1%)
minecraft.picked_up.cobbled_deepslate_wall: #11, 29(3%)
minecraft.used.birch_fence: #11, 100(2%)
minecraft.picked_up.yellow_bed: #11, 16(2%)
minecraft.used.red_wool: #11, 179(2%)
minecraft.picked_up.blast_furnace: #11, 8(2%)
minecraft.used.glow_lichen: #11, 628(2%)
minecraft.crafted.sticky_piston: #11, 218(2%)
minecraft.mined.seagrass: #11, 96(2%)
minecraft.dropped.player_head: #11, 136(1%)
minecraft.dropped.birch_leaves: #11, 53(2%)
minecraft.dropped.iron_nugget: #11, 586(1%)
minecraft.crafted.jungle_planks: #11, 1516(1%)
minecraft.crafted.flower_pot: #11, 80(1%)
minecraft.crafted.stonecutter: #11, 16(1%)
minecraft.used.mangrove_door: #11, 3(2%)
minecraft.crafted.raw_iron: #11, 495(1%)
minecraft.used.acacia_log: #11, 167(1%)
minecraft.picked_up.brown_concrete_powder: #11, 19(2%)
minecraft.picked_up.comparator: #11, 58(1%)
minecraft.used.observer: #11, 305(1%)
minecraft.mined.red_stained_glass: #11, 23(1%)
minecraft.crafted.wheat: #11, 1198(1%)
minecraft.mined.infested_deepslate: #11, 5(1%)
minecraft.dropped.netherite_sword: #11, 1(2%)
minecraft.mined.crying_obsidian: #11, 8(1%)
minecraft.picked_up.acacia_slab: #11, 10(2%)
minecraft.mined.stone_bricks: #11, 374(1%)
minecraft.crafted.stick: #12, 11941(3%)
minecraft.used.deepslate_brick_slab: #11, 243(1%)
minecraft.dropped.smooth_basalt: #11, 23(1%)
minecraft.used.candle: #11, 19(1%)
minecraft.crafted.tinted_glass: #11, 576(1%)
minecraft.picked_up.weathered_cut_copper: #11, 1(2%)
minecraft.crafted.polished_blackstone_slab: #11, 20(1%)
minecraft.crafted.bamboo_block: #11, 183(1%)
minecraft.mined.oak_fence_gate: #11, 2(1%)
minecraft.used.barrel: #12, 348(4%)
minecraft.dropped.fishing_rod: #11, 1(1%)
minecraft.custom.mob_kills: #11, 64740(0%)
minecraft.picked_up.nether_bricks: #11, 161(1%)
minecraft.picked_up.oak_fence_gate: #11, 2(1%)
minecraft.mined.dirt_path: #12, 271(4%)
minecraft.killed.slime: #11, 164(1%)
minecraft.mined.chorus_flower: #11, 2(1%)
minecraft.used.music_disc_strad: #11, 1(1%)
minecraft.killed.iron_golem: #11, 3(1%)
minecraft.crafted.deepslate_tile_wall: #11, 9(1%)
minecraft.picked_up.mangrove_leaves: #11, 437(1%)
minecraft.dropped.leather: #11, 35(1%)
minecraft.dropped.smooth_stone_slab: #11, 5(1%)
minecraft.mined.brain_coral: #11, 3(1%)
minecraft.mined.bubble_coral: #11, 3(1%)
minecraft.crafted.iron_pickaxe: #12, 16(4%)
minecraft.crafted.light_gray_terracotta: #11, 72(1%)
minecraft.used.warped_door: #11, 1(1%)
minecraft.dropped.rose_bush: #11, 7(1%)
minecraft.crafted.red_bed: #11, 2(1%)
minecraft.dropped.cobblestone_slab: #11, 12(1%)
minecraft.used.brown_carpet: #11, 72(1%)
minecraft.used.warped_hyphae: #11, 49(1%)
minecraft.picked_up.horn_coral: #11, 2(1%)
minecraft.used.soul_torch: #11, 6(1%)
minecraft.killed_by.ravager: #12, 48(3%)
minecraft.crafted.red_banner: #11, 12(0%)
minecraft.dropped.cooked_porkchop: #11, 149(0%)
minecraft.picked_up.cut_sandstone: #11, 35(0%)
minecraft.dropped.warped_wart_block: #11, 32(0%)
minecraft.mined.cut_sandstone: #11, 24(0%)
minecraft.dropped.glass_pane: #11, 5(0%)
minecraft.crafted.acacia_stairs: #11, 4(0%)
minecraft.used.chiseled_polished_blackstone: #11, 12(0%)
minecraft.used.goat_horn: #11, 1(0%)
minecraft.dropped.white_banner: #11, 15(0%)
minecraft.used.netherite_axe: #11, 1266(0%)
minecraft.mined.blackstone_wall: #11, 1(0%)
minecraft.picked_up.cyan_stained_glass_pane: #11, 1(0%)
minecraft.dropped.glow_lichen: #11, 3(0%)
minecraft.picked_up.polished_blackstone_wall: #11, 4(0%)
minecraft.dropped.hay_block: #11, 2(0%)
minecraft.mined.beetroots: #11, 4(0%)
minecraft.dropped.glowstone: #11, 5(0%)
minecraft.used.cyan_stained_glass: #11, 20(0%)
minecraft.used.weathered_cut_copper: #11, 1(0%)
minecraft.mined.horn_coral_block: #11, 9(0%)
minecraft.mined.smooth_sandstone_stairs: #11, 3(0%)
minecraft.picked_up.smooth_sandstone_stairs: #11, 3(0%)
minecraft.crafted.cyan_wool: #11, 6(0%)
minecraft.used.chiseled_quartz_block: #11, 2(0%)
minecraft.used.crying_obsidian: #11, 17(0%)
minecraft.dropped.smooth_quartz: #11, 1(0%)
minecraft.picked_up.purple_wool: #11, 4(0%)
minecraft.mined.jungle_planks: #11, 8(0%)
minecraft.picked_up.blackstone_wall: #11, 1(0%)
minecraft.dropped.red_wool: #11, 4(0%)
minecraft.dropped.black_concrete: #11, 2(0%)
minecraft.picked_up.green_dye: #11, 58(0%)
minecraft.mined.deepslate: #12, 43707(3%)
minecraft.used.purple_terracotta: #11, 2(0%)
minecraft.dropped.bricks: #11, 1(0%)
minecraft.dropped.crying_obsidian: #11, 1(0%)
minecraft.used.smooth_sandstone_stairs: #11, 3(0%)
minecraft.picked_up.warped_hyphae: #11, 1(0%)
minecraft.used.smooth_sandstone_slab: #11, 1(0%)
minecraft.picked_up.sand: #12, 61877(3%)
minecraft.picked_up.cobbled_deepslate: #12, 28253(3%)
minecraft.mined.stone: #12, 143283(3%)
minecraft.custom.interact_with_loom: #12, 27(4%)
minecraft.killed.glow_squid: #12, 55(3%)
minecraft.picked_up.string: #12, 2652(2%)
minecraft.mined.composter: #12, 56(3%)
minecraft.picked_up.ender_chest: #12, 433(2%)
minecraft.picked_up.stone_pickaxe: #12, 5(3%)
minecraft.killed_by.drowned: #12, 4(3%)
minecraft.used.andesite: #12, 1770(2%)
minecraft.mined.deepslate_copper_ore: #12, 91(3%)
minecraft.custom.interact_with_grindstone: #12, 36(3%)
minecraft.crafted.diamond: #12, 886(2%)
minecraft.used.stone_axe: #12, 215(3%)
minecraft.picked_up.netherite_pickaxe: #12, 21(2%)
minecraft.picked_up.deepslate_iron_ore: #12, 127(3%)
minecraft.used.repeater: #12, 475(2%)
minecraft.crafted.hopper: #12, 799(2%)
minecraft.crafted.stone_axe: #12, 4(2%)
minecraft.picked_up.crimson_planks: #12, 110(2%)
minecraft.mined.grindstone: #12, 12(2%)
minecraft.killed.wandering_trader: #12, 4(3%)
minecraft.picked_up.mud_bricks: #12, 60(3%)
minecraft.crafted.fishing_rod: #12, 5(3%)
minecraft.picked_up.diamond_ore: #12, 10(3%)
minecraft.dropped.golden_apple: #12, 10(3%)
minecraft.picked_up.deepslate_redstone_ore: #12, 305(2%)
minecraft.used.basalt: #12, 1474(2%)
minecraft.used.oak_planks: #12, 352(2%)
minecraft.used.spore_blossom: #12, 8(2%)
minecraft.mined.sea_lantern: #12, 38(2%)
minecraft.mined.dead_bush: #12, 83(2%)
minecraft.dropped.granite: #12, 447(2%)
minecraft.picked_up.amethyst_shard: #12, 2615(2%)
minecraft.killed.cow: #12, 103(2%)
minecraft.picked_up.soul_sand: #12, 903(2%)
minecraft.used.smooth_quartz_stairs: #12, 162(2%)
minecraft.picked_up.oak_door: #12, 3(2%)
minecraft.used.campfire: #12, 53(1%)
minecraft.picked_up.lilac: #12, 192(2%)
minecraft.mined.sticky_piston: #12, 59(1%)
minecraft.picked_up.powered_rail: #12, 226(2%)
minecraft.custom.interact_with_crafting_table: #13, 3093(3%)
minecraft.crafted.cyan_stained_glass_pane: #12, 32(3%)
minecraft.custom.play_record: #12, 18(1%)
minecraft.used.sugar_cane: #12, 167(1%)
minecraft.dropped.wheat: #12, 46(1%)
minecraft.used.honey_bottle: #12, 14(2%)
minecraft.picked_up.stone_bricks: #12, 570(1%)
minecraft.picked_up.snowball: #12, 5314(1%)
minecraft.picked_up.elytra: #13, 57(3%)
minecraft.picked_up.fishing_rod: #12, 2(2%)
minecraft.used.leather_chestplate: #12, 1(2%)
minecraft.picked_up.baked_potato: #12, 27(1%)
minecraft.dropped.enchanted_book: #12, 19(1%)
minecraft.custom.play_noteblock: #12, 57(1%)
minecraft.used.pearlescent_froglight: #12, 63(1%)
minecraft.used.mud_bricks: #12, 131(1%)
minecraft.dropped.dark_oak_planks: #12, 38(1%)
minecraft.picked_up.red_shulker_box: #13, 442(4%)
minecraft.picked_up.chest_minecart: #12, 1(2%)
minecraft.mined.pink_petals: #12, 31(1%)
minecraft.dropped.stone_bricks: #12, 65(1%)
minecraft.picked_up.cyan_terracotta: #12, 167(1%)
minecraft.mined.red_shulker_box: #13, 435(4%)
minecraft.mined.cave_vines_plant: #12, 17(1%)
minecraft.mined.smooth_quartz_slab: #12, 20(1%)
minecraft.picked_up.stone_sword: #12, 6(1%)
minecraft.crafted.cauldron: #12, 42(1%)
minecraft.crafted.acacia_slab: #12, 30(1%)
minecraft.used.cauldron: #12, 36(1%)
minecraft.mined.coal_block: #12, 6(1%)
minecraft.picked_up.orange_stained_glass: #12, 35(1%)
minecraft.picked_up.yellow_stained_glass: #12, 53(1%)
minecraft.mined.cherry_log: #12, 85(1%)
minecraft.mined.blue_wool: #12, 14(1%)
minecraft.used.red_dye: #12, 5(1%)
minecraft.picked_up.music_disc_mellohi: #12, 1(1%)
minecraft.picked_up.music_disc_strad: #12, 1(1%)
minecraft.mined.nether_bricks: #12, 142(1%)
minecraft.used.music_disc_cat: #12, 2(1%)
minecraft.dropped.suspicious_stew: #12, 4(1%)
minecraft.mined.mangrove_leaves: #12, 374(1%)
minecraft.used.light_gray_terracotta: #12, 57(1%)
minecraft.custom.walk_on_water_one_cm: #14, 4236283(3%)
minecraft.mined.bell: #12, 2(1%)
minecraft.crafted.warped_hyphae: #12, 48(1%)
minecraft.picked_up.acacia_planks: #12, 15(1%)
minecraft.dropped.gold_ore: #12, 1(1%)
minecraft.used.purpur_pillar: #12, 3(1%)
minecraft.picked_up.music_disc_chirp: #12, 1(1%)
minecraft.dropped.firework_rocket: #12, 1022(0%)
minecraft.mined.mossy_cobblestone_stairs: #12, 1(1%)
minecraft.used.crafting_table: #13, 243(3%)
minecraft.picked_up.iron_axe: #12, 4(0%)
minecraft.crafted.purple_concrete_powder: #12, 64(1%)
minecraft.picked_up.oak_button: #12, 1(1%)
minecraft.crafted.glowstone: #12, 108(0%)
minecraft.dropped.wooden_shovel: #12, 1(1%)
minecraft.picked_up.cyan_stained_glass: #12, 10(1%)
minecraft.picked_up.name_tag: #12, 10(0%)
minecraft.crafted.player_head: #12, 56(1%)
minecraft.mined.prismarine: #12, 31(0%)
minecraft.picked_up.beetroot_seeds: #12, 25(0%)
minecraft.crafted.lime_stained_glass: #12, 80(0%)
minecraft.killed.villager: #12, 1(1%)
minecraft.picked_up.melon_slice: #12, 64(0%)
minecraft.picked_up.end_stone: #12, 220(0%)
minecraft.picked_up.fire_coral: #12, 2(0%)
minecraft.used.mud_brick_slab: #12, 22(0%)
minecraft.crafted.map: #12, 77(0%)
minecraft.dropped.iron_chestplate: #12, 2(0%)
minecraft.mined.light_gray_stained_glass: #12, 26(0%)
minecraft.killed.blaze: #12, 46(0%)
minecraft.dropped.leather_chestplate: #12, 2(0%)
minecraft.mined.stripped_oak_log: #12, 46(0%)
minecraft.used.diorite_slab: #12, 5(0%)
minecraft.dropped.sugar_cane: #12, 24(0%)
minecraft.mined.green_terracotta: #12, 34(0%)
minecraft.mined.dark_oak_fence_gate: #12, 1(0%)
minecraft.dropped.copper_ingot: #12, 3(0%)
minecraft.used.jungle_wood: #12, 6(0%)
minecraft.mined.light_gray_stained_glass_pane: #12, 1(0%)
minecraft.picked_up.horn_coral_block: #12, 14(0%)
minecraft.picked_up.chest: #13, 748(3%)
minecraft.dropped.gold_ingot: #12, 60(0%)
minecraft.picked_up.brown_carpet: #12, 33(0%)
minecraft.picked_up.blue_wool: #12, 13(0%)
minecraft.used.gray_stained_glass_pane: #12, 8(0%)
minecraft.mined.sculk_sensor: #12, 12(0%)
minecraft.mined.crimson_stairs: #12, 1(0%)
minecraft.mined.light_gray_carpet: #12, 8(0%)
minecraft.mined.chiseled_polished_blackstone: #12, 1(0%)
minecraft.dropped.flowering_azalea_leaves: #12, 3(0%)
minecraft.picked_up.nether_brick_fence: #12, 4(0%)
minecraft.crafted.jungle_wood: #12, 6(0%)
minecraft.mined.bubble_coral_fan: #12, 1(0%)
minecraft.dropped.stone_brick_slab: #12, 8(0%)
minecraft.used.brain_coral_fan: #12, 1(0%)
minecraft.picked_up.green_concrete_powder: #12, 18(0%)
minecraft.picked_up.hopper_minecart: #12, 4(0%)
minecraft.used.warped_fungus: #12, 5(0%)
minecraft.crafted.crimson_sign: #12, 3(0%)
minecraft.picked_up.fire_charge: #12, 2(0%)
minecraft.dropped.soul_soil: #12, 2(0%)
minecraft.picked_up.bubble_coral_block: #12, 2(0%)
minecraft.crafted.dried_kelp_block: #12, 2(0%)
minecraft.used.blackstone_wall: #12, 1(0%)
minecraft.used.crimson_sign: #12, 1(0%)
minecraft.mined.calcite: #13, 1603(3%)
minecraft.custom.play_time: #14, 63292404(3%)
minecraft.custom.total_world_time: #14, 63292404(3%)
minecraft.mined.crafting_table: #13, 175(3%)
minecraft.picked_up.calcite: #13, 1559(3%)
minecraft.crafted.barrel: #13, 232(3%)
minecraft.crafted.diamond_sword: #13, 4(3%)
minecraft.picked_up.water_bucket: #13, 34(3%)
minecraft.mined.tuff: #13, 4288(3%)
minecraft.picked_up.lapis_lazuli: #13, 2265(3%)
minecraft.picked_up.spruce_trapdoor: #13, 217(2%)
minecraft.custom.player_kills: #13, 21(2%)
minecraft.custom.interact_with_furnace: #14, 2324(5%)
minecraft.picked_up.birch_boat: #13, 8(2%)
minecraft.picked_up.wheat: #13, 1157(2%)
minecraft.dropped.shield: #13, 3(3%)
minecraft.used.birch_boat: #13, 7(2%)
minecraft.mined.spruce_sign: #13, 3(3%)
minecraft.picked_up.red_mushroom: #13, 223(2%)
minecraft.picked_up.glow_ink_sac: #13, 258(2%)
minecraft.mined.kelp_plant: #13, 290(2%)
minecraft.picked_up.dropper: #13, 81(2%)
minecraft.mined.redstone_wire: #13, 287(2%)
minecraft.killed.ghast: #13, 28(2%)
minecraft.mined.iron_door: #13, 13(2%)
minecraft.crafted.repeater: #13, 330(2%)
minecraft.dropped.iron_pickaxe: #13, 2(2%)
minecraft.mined.repeater: #13, 89(2%)
minecraft.used.deepslate_redstone_ore: #13, 161(2%)
minecraft.used.redstone_lamp: #13, 76(2%)
minecraft.dropped.ender_chest: #13, 6(2%)
minecraft.crafted.campfire: #13, 59(2%)
minecraft.killed.silverfish: #13, 7(2%)
minecraft.picked_up.repeater: #13, 134(2%)
minecraft.mined.smooth_quartz_stairs: #13, 20(2%)
minecraft.crafted.brown_carpet: #13, 87(2%)
minecraft.crafted.ender_chest: #13, 15(1%)
minecraft.used.shroomlight: #13, 53(2%)
minecraft.picked_up.smooth_stone_slab: #13, 63(2%)
minecraft.crafted.pink_dye: #13, 483(2%)
minecraft.crafted.shulker_box: #13, 190(1%)
minecraft.crafted.netherite_pickaxe: #13, 1(2%)
minecraft.picked_up.sniffer_egg: #13, 3(2%)
minecraft.custom.horse_one_cm: #13, 751270(1%)
minecraft.crafted.oak_boat: #13, 5(1%)
minecraft.crafted.dropper: #13, 123(1%)
minecraft.picked_up.magma_block: #13, 493(1%)
minecraft.used.coarse_dirt: #13, 512(1%)
minecraft.mined.soul_sand: #13, 551(1%)
minecraft.crafted.mud_bricks: #13, 252(1%)
minecraft.used.glow_item_frame: #13, 34(1%)
minecraft.mined.white_wool: #13, 76(1%)
minecraft.picked_up.andesite_stairs: #13, 11(1%)
minecraft.crafted.purple_dye: #13, 365(1%)
minecraft.dropped.spruce_slab: #13, 28(1%)
minecraft.picked_up.chorus_fruit: #13, 89(1%)
minecraft.used.loom: #13, 10(1%)
minecraft.used.sticky_piston: #13, 156(1%)
minecraft.picked_up.dandelion: #13, 282(1%)
minecraft.dropped.coal: #13, 71(1%)
minecraft.crafted.observer: #13, 224(1%)
minecraft.dropped.iron_ore: #13, 29(1%)
minecraft.used.smooth_quartz: #13, 239(1%)
minecraft.dropped.coarse_dirt: #13, 32(1%)
minecraft.crafted.slime_ball: #13, 297(1%)
minecraft.picked_up.stone_stairs: #13, 48(1%)
minecraft.used.slime_block: #13, 193(1%)
minecraft.mined.birch_planks: #13, 100(1%)
minecraft.picked_up.tnt: #13, 526(1%)
minecraft.picked_up.seagrass: #13, 33(1%)
minecraft.dropped.sandstone: #13, 70(1%)
minecraft.mined.cobblestone_wall: #13, 12(1%)
minecraft.crafted.raw_gold: #13, 72(1%)
minecraft.dropped.golden_chestplate: #13, 3(1%)
minecraft.crafted.chest_minecart: #13, 1(1%)
minecraft.dropped.stone_shovel: #13, 1(1%)
minecraft.picked_up.cooked_porkchop: #13, 344(0%)
minecraft.used.chest_minecart: #13, 1(1%)
minecraft.mined.oxidized_cut_copper_stairs: #13, 6(1%)
minecraft.crafted.brown_terracotta: #13, 32(1%)
minecraft.dropped.netherrack: #13, 2248(0%)
minecraft.used.coal_block: #13, 22(1%)
minecraft.dropped.raw_copper: #13, 49(1%)
minecraft.mined.cyan_carpet: #13, 4(1%)
minecraft.picked_up.glass_pane: #13, 12(0%)
minecraft.crafted.stone_stairs: #13, 44(0%)
minecraft.picked_up.spectral_arrow: #13, 81(0%)
minecraft.mined.fire_coral: #13, 2(0%)
minecraft.picked_up.red_stained_glass: #13, 18(0%)
minecraft.dropped.cocoa_beans: #13, 2(0%)
minecraft.dropped.crimson_roots: #13, 14(0%)
minecraft.picked_up.stripped_oak_log: #13, 46(0%)
minecraft.picked_up.melon: #13, 4(0%)
minecraft.used.warped_nylium: #13, 9(0%)
minecraft.used.orange_stained_glass: #13, 45(0%)
minecraft.dropped.mangrove_planks: #13, 1(0%)
minecraft.used.polished_blackstone_slab: #13, 35(0%)
minecraft.crafted.mud_brick_slab: #13, 6(0%)
minecraft.mined.lime_stained_glass: #13, 8(0%)
minecraft.dropped.dropper: #13, 1(0%)
minecraft.dropped.comparator: #13, 2(0%)
minecraft.dropped.vine: #13, 1(0%)
minecraft.used.cyan_dye: #13, 1(0%)
minecraft.dropped.amethyst_shard: #13, 11(0%)
minecraft.crafted.jungle_fence_gate: #13, 1(0%)
minecraft.dropped.soul_sand: #13, 21(0%)
minecraft.picked_up.birch_button: #13, 1(0%)
minecraft.picked_up.crimson_stairs: #13, 1(0%)
minecraft.used.red_candle: #13, 2(0%)
minecraft.dropped.warped_roots: #13, 6(0%)
minecraft.dropped.cut_sandstone: #13, 1(0%)
minecraft.used.acacia_wood: #13, 6(0%)
minecraft.used.birch_button: #13, 1(0%)
minecraft.dropped.crimson_stem: #13, 4(0%)
minecraft.dropped.polished_deepslate_wall: #13, 1(0%)
minecraft.used.magenta_terracotta: #13, 2(0%)
minecraft.picked_up.map: #13, 1(0%)
minecraft.picked_up.gray_terracotta: #13, 16(0%)
minecraft.used.jungle_planks: #13, 9(0%)
minecraft.dropped.white_stained_glass: #13, 1(0%)
minecraft.dropped.dried_kelp: #13, 2(0%)
minecraft.mined.bubble_coral_block: #13, 1(0%)
minecraft.killed.wither_skeleton: #13, 29(0%)
minecraft.dropped.cactus: #13, 4(0%)
minecraft.dropped.quartz_block: #13, 2(0%)
minecraft.used.acacia_planks: #13, 2(0%)
minecraft.used.blue_terracotta: #13, 2(0%)
minecraft.custom.drop: #14, 9327(2%)
minecraft.custom.inspect_hopper: #14, 1439(3%)
minecraft.mined.coal_ore: #14, 3424(3%)
minecraft.used.item_frame: #14, 283(3%)
minecraft.picked_up.end_rod: #14, 116(3%)
minecraft.picked_up.oak_trapdoor: #14, 43(2%)
minecraft.used.anvil: #14, 86(2%)
minecraft.picked_up.stone_slab: #14, 520(3%)
minecraft.crafted.lectern: #14, 36(3%)
minecraft.picked_up.copper_ore: #14, 697(3%)
minecraft.picked_up.diamond: #14, 747(2%)
minecraft.used.glow_ink_sac: #14, 89(2%)
minecraft.used.bow: #14, 1379(2%)
minecraft.mined.moss_carpet: #14, 226(2%)
minecraft.picked_up.iron_sword: #14, 6(3%)
minecraft.crafted.item_frame: #14, 175(2%)
minecraft.mined.deepslate_redstone_ore: #14, 761(2%)
minecraft.used.cobbled_deepslate: #14, 1955(2%)
minecraft.custom.deaths: #15, 222(3%)
minecraft.used.water_bucket: #14, 1364(2%)
minecraft.crafted.crimson_planks: #14, 2084(2%)
minecraft.picked_up.glass: #14, 1163(2%)
minecraft.custom.walk_one_cm: #15, 91383811(3%)
minecraft.crafted.iron_shovel: #14, 7(2%)
minecraft.picked_up.oak_planks: #14, 276(1%)
minecraft.mined.azalea: #14, 63(1%)
minecraft.mined.diorite: #14, 3546(1%)
minecraft.mined.amethyst_cluster: #14, 381(2%)
minecraft.picked_up.blaze_rod: #14, 74(2%)
minecraft.used.andesite_stairs: #14, 63(2%)
