stat, rank, value, (percentage) 
minecraft.picked_up.dark_oak_fence: #7, 192(5%)
minecraft.mined.polished_diorite: #6, 35(1%)
minecraft.used.stripped_warped_stem: #6, 166(1%)
minecraft.killed.goat: #6, 1(4%)
minecraft.dropped.wither_rose: #6, 63(2%)
minecraft.dropped.stripped_dark_oak_log: #6, 3(3%)
minecraft.used.light_blue_candle: #6, 4(3%)
minecraft.picked_up.brown_mushroom: #7, 485(5%)
minecraft.dropped.spruce_stairs: #6, 8(2%)
minecraft.picked_up.redstone_ore: #7, 38(5%)
minecraft.used.soul_lantern: #7, 128(5%)
minecraft.dropped.diamond_chestplate: #7, 4(9%)
minecraft.mined.purple_terracotta: #6, 21(2%)
minecraft.mined.waxed_cut_copper: #6, 5(2%)
minecraft.used.waxed_weathered_cut_copper: #6, 15(2%)
minecraft.used.powder_snow_bucket: #6, 82(1%)
minecraft.custom.damage_absorbed: #7, 1136(5%)
minecraft.picked_up.dark_oak_pressure_plate: #6, 4(2%)
minecraft.used.warped_fungus_on_a_stick: #6, 28(2%)
minecraft.crafted.waxed_copper_block: #6, 52(2%)
minecraft.crafted.cherry_stairs: #6, 4(2%)
minecraft.crafted.cherry_boat: #6, 1(3%)
minecraft.dropped.lever: #7, 24(6%)
minecraft.mined.green_carpet: #6, 12(1%)
minecraft.mined.polished_blackstone: #7, 127(5%)
minecraft.dropped.stone_stairs: #6, 29(1%)
minecraft.mined.gray_glazed_terracotta: #6, 15(2%)
minecraft.used.orange_banner: #6, 1(2%)
minecraft.mined.fern: #7, 554(5%)
minecraft.crafted.cut_sandstone_slab: #6, 40(2%)
minecraft.picked_up.music_disc_stal: #6, 2(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #6, 29(1%)
minecraft.picked_up.brown_banner: #6, 1(2%)
minecraft.crafted.purple_glazed_terracotta: #6, 35(1%)
minecraft.picked_up.soul_lantern: #7, 57(5%)
minecraft.used.cut_sandstone: #6, 381(1%)
minecraft.dropped.warped_slab: #6, 5(1%)
minecraft.crafted.exposed_cut_copper_slab: #6, 2(1%)
minecraft.dropped.spruce_slab: #7, 118(5%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #6, 5(1%)
minecraft.crafted.red_glazed_terracotta: #6, 24(1%)
minecraft.crafted.end_stone_bricks: #6, 32(1%)
minecraft.used.wooden_hoe: #6, 8(1%)
minecraft.dropped.gray_terracotta: #6, 10(1%)
minecraft.used.green_carpet: #6, 51(0%)
minecraft.mined.dark_oak_sapling: #7, 18(6%)
minecraft.picked_up.suspicious_stew: #7, 12(5%)
minecraft.dropped.deepslate_tile_slab: #7, 51(7%)
minecraft.crafted.warped_planks: #7, 4984(4%)
minecraft.used.cyan_stained_glass: #6, 33(0%)
minecraft.crafted.white_glazed_terracotta: #6, 12(1%)
minecraft.crafted.prismarine_brick_slab: #6, 2(1%)
minecraft.killed.endermite: #7, 8(6%)
minecraft.crafted.calibrated_sculk_sensor: #6, 1(0%)
minecraft.crafted.bamboo_mosaic: #6, 2(1%)
minecraft.used.lime_candle: #6, 1(1%)
minecraft.dropped.dark_oak_wood: #6, 1(1%)
minecraft.crafted.nether_brick_slab: #6, 20(0%)
minecraft.picked_up.cut_sandstone_slab: #6, 5(1%)
minecraft.mined.warped_nylium: #7, 284(4%)
minecraft.used.prismarine_brick_stairs: #6, 1(0%)
minecraft.used.jungle_button: #6, 1(0%)
minecraft.used.purple_candle: #6, 1(0%)
minecraft.mined.cut_sandstone_slab: #6, 2(0%)
minecraft.crafted.lime_candle: #6, 5(0%)
minecraft.dropped.polished_blackstone_brick_slab: #6, 2(0%)
minecraft.used.cut_sandstone_slab: #6, 23(0%)
minecraft.crafted.cyan_candle: #6, 5(0%)
minecraft.dropped.polished_blackstone_stairs: #6, 3(0%)
minecraft.used.orange_shulker_box: #7, 163(4%)
minecraft.dropped.lime_wool: #6, 3(0%)
minecraft.used.bone_meal: #7, 11040(3%)
minecraft.mined.pink_concrete_powder: #6, 2(0%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #6, 1(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #6, 1(0%)
minecraft.custom.raid_trigger: #6, 6(0%)
minecraft.used.glow_lichen: #7, 1579(4%)
minecraft.crafted.stone_button: #7, 1046(4%)
minecraft.picked_up.orange_shulker_box: #7, 158(4%)
minecraft.dropped.white_dye: #7, 174(5%)
minecraft.crafted.mangrove_door: #7, 6(6%)
minecraft.crafted.spruce_button: #7, 81(4%)
minecraft.dropped.birch_leaves: #7, 146(5%)
minecraft.mined.orange_shulker_box: #7, 154(4%)
minecraft.custom.inspect_dropper: #7, 942(3%)
minecraft.picked_up.kelp: #7, 3766(4%)
minecraft.mined.acacia_sapling: #7, 33(8%)
minecraft.crafted.white_concrete_powder: #7, 4088(5%)
minecraft.used.nether_bricks: #7, 398(4%)
minecraft.picked_up.exposed_copper: #7, 107(4%)
minecraft.mined.wall_torch: #8, 570(5%)
minecraft.crafted.crimson_trapdoor: #7, 162(4%)
minecraft.crafted.book: #7, 104(4%)
minecraft.dropped.brown_shulker_box: #7, 1(12%)
minecraft.mined.dropper: #7, 93(3%)
minecraft.picked_up.polished_deepslate_slab: #7, 211(3%)
minecraft.picked_up.sunflower: #8, 1435(7%)
minecraft.mined.gray_concrete_powder: #7, 39(4%)
minecraft.dropped.diamond_hoe: #7, 3(5%)
minecraft.dropped.jungle_planks: #7, 39(5%)
minecraft.custom.play_time: #9, 91706905(4%)
minecraft.custom.total_world_time: #9, 91706905(4%)
minecraft.picked_up.mushroom_stem: #7, 1625(3%)
minecraft.picked_up.stripped_jungle_wood: #7, 34(5%)
minecraft.picked_up.lime_stained_glass: #7, 238(5%)
minecraft.picked_up.purpur_block: #7, 164(4%)
minecraft.used.red_concrete_powder: #7, 1013(3%)
minecraft.picked_up.lapis_lazuli: #8, 4973(6%)
minecraft.picked_up.chorus_fruit: #7, 259(2%)
minecraft.picked_up.cobblestone_stairs: #7, 66(3%)
minecraft.picked_up.yellow_wool: #7, 227(3%)
minecraft.used.bamboo_planks: #7, 8(7%)
minecraft.dropped.stone_axe: #7, 4(3%)
minecraft.crafted.light_blue_terracotta: #7, 800(4%)
minecraft.mined.purpur_block: #7, 165(4%)
minecraft.used.redstone_block: #7, 637(3%)
minecraft.picked_up.polished_basalt: #7, 261(3%)
minecraft.used.gray_stained_glass_pane: #7, 128(5%)
minecraft.mined.lime_concrete_powder: #7, 8(4%)
minecraft.used.mangrove_sign: #7, 19(4%)
minecraft.used.white_stained_glass_pane: #7, 263(3%)
minecraft.picked_up.oak_button: #7, 7(4%)
minecraft.custom.interact_with_anvil: #8, 588(4%)
minecraft.crafted.acacia_trapdoor: #7, 408(4%)
minecraft.used.barrel: #8, 488(6%)
minecraft.dropped.red_bed: #7, 2(6%)
minecraft.crafted.diamond_chestplate: #7, 7(3%)
minecraft.dropped.ladder: #7, 44(4%)
minecraft.picked_up.dark_oak_planks: #8, 971(5%)
minecraft.used.shroomlight: #8, 229(7%)
minecraft.crafted.soul_lantern: #7, 144(3%)
minecraft.used.light_blue_concrete_powder: #7, 135(4%)
minecraft.crafted.blue_stained_glass: #7, 232(4%)
minecraft.used.chiseled_quartz_block: #7, 54(4%)
minecraft.picked_up.leather_chestplate: #7, 16(3%)
minecraft.broken.diamond_shovel: #7, 3(4%)
minecraft.used.acacia_fence: #7, 28(5%)
minecraft.mined.acacia_trapdoor: #7, 52(4%)
minecraft.dropped.book: #7, 19(3%)
minecraft.crafted.hay_block: #7, 464(3%)
minecraft.mined.jungle_sign: #7, 2(7%)
minecraft.used.horn_coral_fan: #7, 9(4%)
minecraft.mined.nether_bricks: #7, 524(2%)
minecraft.picked_up.ice: #7, 3856(2%)
minecraft.used.dark_prismarine_slab: #7, 174(3%)
minecraft.dropped.player_head: #7, 193(1%)
minecraft.dropped.snow: #7, 242(2%)
minecraft.dropped.spruce_sign: #8, 21(7%)
minecraft.picked_up.spruce_slab: #8, 693(5%)
minecraft.crafted.pumpkin_seeds: #7, 48(4%)
minecraft.mined.warped_button: #7, 3(4%)
minecraft.dropped.mangrove_sign: #7, 1(7%)
minecraft.dropped.amethyst_block: #7, 43(3%)
minecraft.picked_up.light_blue_terracotta: #7, 162(3%)
minecraft.used.warped_stairs: #7, 172(2%)
minecraft.dropped.dispenser: #7, 42(4%)
minecraft.mined.black_stained_glass_pane: #7, 16(3%)
minecraft.crafted.light_blue_stained_glass: #7, 256(3%)
minecraft.mined.waxed_exposed_cut_copper_stairs: #7, 7(5%)
minecraft.killed.slime: #7, 464(2%)
minecraft.mined.purple_stained_glass_pane: #7, 14(4%)
minecraft.mined.blue_concrete: #8, 202(8%)
minecraft.crafted.cyan_concrete_powder: #7, 1160(2%)
minecraft.used.pitcher_pod: #7, 9(4%)
minecraft.picked_up.quartz_block: #7, 497(2%)
minecraft.crafted.warped_fence_gate: #7, 12(4%)
minecraft.mined.acacia_leaves: #7, 658(2%)
minecraft.used.orange_concrete: #7, 295(3%)
minecraft.used.warped_hyphae: #7, 200(3%)
minecraft.crafted.light_gray_banner: #7, 10(3%)
minecraft.crafted.stone_brick_slab: #7, 474(2%)
minecraft.used.black_terracotta: #7, 459(2%)
minecraft.mined.stone: #8, 206483(4%)
minecraft.used.mud_brick_wall: #7, 37(3%)
minecraft.dropped.dropper: #7, 10(3%)
minecraft.dropped.stone_brick_wall: #7, 17(3%)
minecraft.crafted.mangrove_wood: #7, 174(2%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #7, 7(3%)
minecraft.crafted.orange_stained_glass_pane: #7, 48(3%)
minecraft.picked_up.shield: #8, 13(5%)
minecraft.crafted.enchanted_book: #7, 300(2%)
minecraft.picked_up.mossy_stone_brick_slab: #7, 5(2%)
minecraft.custom.interact_with_loom: #8, 40(5%)
minecraft.mined.blue_concrete_powder: #7, 1(4%)
minecraft.used.crimson_button: #7, 2(4%)
minecraft.mined.iron_block: #8, 1407(5%)
minecraft.crafted.light_blue_bed: #7, 2(3%)
minecraft.picked_up.stone_brick_slab: #7, 118(1%)
minecraft.used.black_stained_glass: #7, 2046(1%)
minecraft.used.mangrove_wood: #7, 119(2%)
minecraft.picked_up.cooked_porkchop: #7, 753(1%)
minecraft.crafted.magenta_stained_glass_pane: #7, 16(3%)
minecraft.crafted.brown_stained_glass_pane: #7, 16(4%)
minecraft.crafted.diamond: #8, 1557(4%)
minecraft.mined.pink_tulip: #7, 3(3%)
minecraft.used.tube_coral_fan: #7, 13(2%)
minecraft.dropped.white_banner: #7, 96(1%)
minecraft.used.red_sand: #7, 26(1%)
minecraft.dropped.sweet_berries: #7, 46(1%)
minecraft.picked_up.stripped_warped_stem: #7, 178(1%)
minecraft.mined.redstone_lamp: #8, 48(6%)
minecraft.crafted.spruce_stairs: #8, 916(5%)
minecraft.used.crimson_fence: #7, 36(2%)
minecraft.picked_up.white_concrete_powder: #7, 416(1%)
minecraft.dropped.light_gray_stained_glass: #7, 10(2%)
minecraft.crafted.cyan_banner: #7, 4(2%)
minecraft.mined.gilded_blackstone: #7, 9(2%)
minecraft.picked_up.waxed_cut_copper: #7, 5(2%)
minecraft.dropped.deepslate_tile_stairs: #7, 5(2%)
minecraft.used.glow_ink_sac: #8, 157(4%)
minecraft.used.bamboo_sign: #7, 3(3%)
minecraft.used.gray_concrete_powder: #8, 2866(5%)
minecraft.mined.waxed_cut_copper_stairs: #7, 3(2%)
minecraft.picked_up.small_dripleaf: #7, 6(2%)
minecraft.crafted.quartz_bricks: #7, 27(2%)
minecraft.used.cherry_boat: #7, 3(3%)
minecraft.used.bucket: #8, 4040(3%)
minecraft.used.nether_brick_stairs: #7, 13(2%)
minecraft.mined.deepslate_copper_ore: #8, 144(5%)
minecraft.dropped.warped_wart_block: #7, 85(1%)
minecraft.picked_up.nether_brick_wall: #7, 2(2%)
minecraft.picked_up.crimson_fence_gate: #7, 2(2%)
minecraft.crafted.blackstone_wall: #7, 7(2%)
minecraft.picked_up.torchflower_seeds: #7, 25(1%)
minecraft.used.purpur_stairs: #7, 4(2%)
minecraft.picked_up.gray_banner: #7, 2(2%)
minecraft.crafted.purple_bed: #7, 1(2%)
minecraft.picked_up.diorite_stairs: #7, 3(1%)
minecraft.used.deepslate_coal_ore: #7, 1(2%)
minecraft.dropped.shield: #8, 5(5%)
minecraft.dropped.mangrove_log: #7, 5(1%)
minecraft.picked_up.jungle_wood: #7, 4(2%)
minecraft.picked_up.magenta_concrete: #7, 14(1%)
minecraft.killed.zombie: #7, 903(0%)
minecraft.picked_up.gray_glazed_terracotta: #7, 13(1%)
minecraft.mined.acacia_planks: #7, 16(1%)
minecraft.used.light_gray_candle: #7, 3(2%)
minecraft.crafted.mossy_stone_brick_stairs: #7, 4(2%)
minecraft.mined.gray_concrete: #8, 1802(4%)
minecraft.mined.light_blue_glazed_terracotta: #7, 1(2%)
minecraft.used.crimson_hyphae: #7, 66(1%)
minecraft.picked_up.lapis_ore: #8, 96(5%)
minecraft.used.dried_kelp: #7, 6(1%)
minecraft.dropped.acacia_leaves: #7, 10(1%)
minecraft.picked_up.light_gray_carpet: #7, 76(0%)
minecraft.picked_up.purple_concrete_powder: #7, 6(1%)
minecraft.mined.stone_button: #8, 36(4%)
minecraft.picked_up.bucket: #8, 72(4%)
minecraft.dropped.deepslate_brick_slab: #7, 7(1%)
minecraft.used.nether_brick_slab: #7, 21(1%)
minecraft.dropped.soul_torch: #7, 5(1%)
minecraft.mined.pink_terracotta: #7, 7(1%)
minecraft.crafted.end_stone_brick_stairs: #7, 5(1%)
minecraft.crafted.green_glazed_terracotta: #7, 12(1%)
minecraft.dropped.peony: #7, 8(1%)
minecraft.dropped.nether_wart: #7, 10(1%)
minecraft.mined.diorite: #8, 8572(3%)
minecraft.mined.light_blue_terracotta: #7, 22(1%)
minecraft.used.cyan_candle: #7, 5(1%)
minecraft.dropped.shroomlight: #7, 6(0%)
minecraft.crafted.silence_armor_trim_smithing_template: #7, 2(1%)
minecraft.dropped.lime_carpet: #7, 2(1%)
minecraft.crafted.light_blue_wool: #7, 19(0%)
minecraft.mined.waxed_weathered_cut_copper: #7, 2(0%)
minecraft.mined.warped_hyphae: #7, 5(0%)
minecraft.used.orange_candle: #7, 1(0%)
minecraft.used.waxed_weathered_cut_copper_slab: #7, 14(0%)
minecraft.dropped.warped_hyphae: #7, 1(0%)
minecraft.picked_up.green_carpet: #7, 21(0%)
minecraft.dropped.melon_slice: #7, 16(0%)
minecraft.dropped.muddy_mangrove_roots: #7, 2(0%)
minecraft.killed.wandering_trader: #8, 7(5%)
minecraft.dropped.nether_brick_fence: #7, 1(0%)
minecraft.dropped.emerald_block: #7, 6(0%)
minecraft.dropped.green_dye: #7, 11(0%)
minecraft.mined.big_dripleaf: #8, 15(4%)
minecraft.mined.lapis_block: #7, 3(0%)
minecraft.dropped.mangrove_roots: #7, 15(0%)
minecraft.mined.prismarine_brick_slab: #7, 4(0%)
minecraft.dropped.purple_wool: #7, 1(0%)
minecraft.crafted.green_candle: #7, 1(0%)
minecraft.dropped.light_blue_wool: #7, 2(0%)
minecraft.killed.trader_llama: #8, 14(4%)
minecraft.picked_up.brown_shulker_box: #8, 143(5%)
minecraft.mined.brown_shulker_box: #8, 141(4%)
minecraft.mined.iron_trapdoor: #8, 48(5%)
minecraft.used.gray_concrete: #8, 1770(5%)
minecraft.picked_up.redstone_torch: #8, 285(3%)
minecraft.mined.hopper: #8, 329(3%)
minecraft.mined.player_wall_head: #8, 23(3%)
minecraft.crafted.orange_dye: #8, 1148(4%)
minecraft.mined.warped_fungus: #8, 61(3%)
minecraft.used.mossy_cobblestone: #8, 600(3%)
minecraft.mined.andesite_stairs: #8, 18(5%)
minecraft.crafted.warped_trapdoor: #8, 188(4%)
minecraft.dropped.iron_ingot: #8, 553(3%)
minecraft.picked_up.stone: #9, 165936(5%)
minecraft.crafted.oak_wood: #8, 294(4%)
minecraft.picked_up.trident: #8, 9(4%)
minecraft.mined.cyan_terracotta: #8, 404(3%)
minecraft.picked_up.rooted_dirt: #8, 515(3%)
minecraft.killed_by.stray: #8, 1(8%)
minecraft.dropped.iron_door: #8, 5(5%)
minecraft.killed_by.phantom: #8, 1(8%)
minecraft.crafted.packed_mud: #8, 1088(4%)
minecraft.used.cornflower: #8, 13(4%)
minecraft.mined.torch: #9, 1300(5%)
minecraft.picked_up.big_dripleaf: #8, 135(3%)
minecraft.mined.pitcher_plant: #8, 4(6%)
minecraft.crafted.dark_prismarine_slab: #8, 58(5%)
minecraft.used.sticky_piston: #8, 439(3%)
minecraft.picked_up.netherite_sword: #8, 11(4%)
minecraft.mined.polished_deepslate_wall: #8, 51(3%)
minecraft.dropped.pumpkin_pie: #8, 157(2%)
minecraft.dropped.egg: #8, 322(2%)
minecraft.picked_up.spyglass: #8, 4(3%)
minecraft.custom.interact_with_crafting_table: #9, 3693(4%)
minecraft.dropped.azalea: #8, 56(3%)
minecraft.used.flowering_azalea: #8, 51(3%)
minecraft.mined.mud: #8, 2812(2%)
minecraft.dropped.poisonous_potato: #8, 2(4%)
minecraft.used.ice: #8, 1047(3%)
minecraft.picked_up.nether_bricks: #8, 533(2%)
minecraft.picked_up.light_gray_stained_glass: #8, 193(3%)
minecraft.mined.birch_wall_sign: #8, 25(2%)
minecraft.mined.polished_deepslate_stairs: #8, 53(3%)
minecraft.picked_up.blue_wool: #8, 155(3%)
minecraft.used.cyan_stained_glass_pane: #8, 39(4%)
minecraft.crafted.magenta_terracotta: #8, 512(3%)
minecraft.used.string: #8, 622(2%)
minecraft.mined.warped_roots: #8, 118(2%)
minecraft.crafted.diamond_sword: #9, 7(5%)
minecraft.used.pink_dye: #8, 6(4%)
minecraft.used.blue_concrete: #8, 60(3%)
minecraft.mined.piston: #8, 145(2%)
minecraft.crafted.polished_basalt: #8, 576(2%)
minecraft.crafted.brush: #8, 3(3%)
minecraft.used.slime_block: #8, 478(2%)
minecraft.picked_up.crimson_roots: #8, 1021(2%)
minecraft.mined.chest: #9, 781(4%)
minecraft.picked_up.cut_copper_slab: #8, 25(3%)
minecraft.used.red_dye: #8, 14(3%)
minecraft.used.quartz_slab: #8, 291(2%)
minecraft.dropped.deepslate_tiles: #8, 22(3%)
minecraft.picked_up.twisting_vines: #8, 62(2%)
minecraft.picked_up.stripped_spruce_wood: #8, 65(2%)
minecraft.picked_up.acacia_door: #8, 2(5%)
minecraft.mined.ice: #8, 4013(2%)
minecraft.used.diamond_sword: #8, 11527(1%)
minecraft.mined.target: #8, 11(2%)
minecraft.mined.mossy_stone_brick_slab: #8, 3(3%)
minecraft.picked_up.coal: #9, 7166(4%)
minecraft.picked_up.iron_block: #9, 2180(5%)
minecraft.used.dark_oak_pressure_plate: #8, 3(4%)
minecraft.dropped.observer: #8, 25(3%)
minecraft.picked_up.cooked_cod: #8, 13(2%)
minecraft.picked_up.green_stained_glass: #8, 62(2%)
minecraft.dropped.sandstone: #8, 149(2%)
minecraft.used.light_blue_concrete: #8, 61(2%)
minecraft.picked_up.mangrove_propagule: #8, 183(2%)
minecraft.picked_up.lingering_potion: #8, 1(5%)
minecraft.mined.twisting_vines_plant: #8, 13(2%)
minecraft.used.lily_of_the_valley: #8, 4(3%)
minecraft.crafted.black_dye: #9, 5653(5%)
minecraft.dropped.iron_bars: #8, 70(2%)
minecraft.mined.red_tulip: #8, 4(2%)
minecraft.mined.orange_tulip: #8, 5(3%)
minecraft.dropped.bamboo: #8, 504(2%)
minecraft.dropped.crossbow: #8, 36(2%)
minecraft.used.cyan_concrete_powder: #8, 468(2%)
minecraft.crafted.crimson_hyphae: #8, 117(2%)
minecraft.mined.sandstone_slab: #8, 32(3%)
minecraft.used.blue_wool: #8, 60(2%)
minecraft.dropped.red_carpet: #8, 9(2%)
minecraft.dropped.porkchop: #8, 12(2%)
minecraft.picked_up.gray_concrete_powder: #8, 220(2%)
minecraft.dropped.golden_boots: #8, 8(1%)
minecraft.picked_up.leather_boots: #8, 18(1%)
minecraft.mined.stripped_spruce_wood: #8, 42(2%)
minecraft.dropped.composter: #8, 2(2%)
minecraft.used.tnt: #8, 923(1%)
minecraft.used.light_blue_stained_glass: #8, 100(2%)
minecraft.crafted.name_tag: #8, 72(2%)
minecraft.picked_up.diorite: #9, 8077(4%)
minecraft.mined.mangrove_fence: #8, 5(2%)
minecraft.used.exposed_cut_copper: #8, 2(3%)
minecraft.used.crafting_table: #9, 282(3%)
minecraft.picked_up.magenta_stained_glass: #8, 33(1%)
minecraft.crafted.lever: #9, 256(5%)
minecraft.picked_up.light_blue_stained_glass: #8, 31(2%)
minecraft.mined.yellow_glazed_terracotta: #8, 5(3%)
minecraft.picked_up.totem_of_undying: #9, 86(4%)
minecraft.used.quartz_bricks: #8, 40(2%)
minecraft.dropped.feather: #8, 48(1%)
minecraft.dropped.raw_copper: #8, 114(1%)
minecraft.picked_up.red_terracotta: #9, 1936(4%)
minecraft.picked_up.dark_prismarine_slab: #8, 44(1%)
minecraft.crafted.purple_stained_glass_pane: #8, 80(2%)
minecraft.dropped.black_banner: #8, 2(3%)
minecraft.mined.deepslate_brick_wall: #8, 11(1%)
minecraft.mined.mangrove_wood: #8, 6(2%)
minecraft.mined.respawn_anchor: #8, 1(2%)
minecraft.dropped.hay_block: #8, 12(1%)
minecraft.dropped.lilac: #8, 11(1%)
minecraft.dropped.dark_oak_trapdoor: #8, 12(1%)
minecraft.mined.dark_prismarine_slab: #8, 32(1%)
minecraft.picked_up.pink_dye: #8, 12(1%)
minecraft.mined.sculk_vein: #8, 170(1%)
minecraft.mined.magenta_concrete: #8, 14(1%)
minecraft.picked_up.waxed_cut_copper_stairs: #8, 3(2%)
minecraft.picked_up.respawn_anchor: #8, 1(2%)
minecraft.used.yellow_stained_glass_pane: #8, 18(1%)
minecraft.used.birch_wood: #8, 26(1%)
minecraft.used.birch_planks: #8, 806(0%)
minecraft.used.acacia_door: #8, 1(2%)
minecraft.picked_up.damaged_anvil: #9, 11(5%)
minecraft.used.trident: #8, 92(1%)
minecraft.mined.jungle_wall_sign: #8, 2(1%)
minecraft.mined.polished_blackstone_brick_wall: #8, 5(1%)
minecraft.dropped.crimson_roots: #8, 28(1%)
minecraft.custom.fish_caught: #8, 5(1%)
minecraft.used.iron_block: #9, 2193(4%)
minecraft.dropped.seagrass: #8, 2(1%)
minecraft.used.polished_deepslate_wall: #9, 844(5%)
minecraft.dropped.crimson_trapdoor: #8, 1(1%)
minecraft.dropped.jungle_leaves: #8, 4(1%)
minecraft.mined.mossy_stone_brick_wall: #8, 1(1%)
minecraft.picked_up.end_stone_brick_wall: #8, 1(1%)
minecraft.dropped.deepslate_lapis_ore: #8, 1(1%)
minecraft.used.gray_banner: #8, 2(1%)
minecraft.mined.exposed_cut_copper_slab: #8, 2(1%)
minecraft.dropped.blackstone: #8, 134(0%)
minecraft.dropped.stripped_acacia_log: #8, 1(1%)
minecraft.dropped.prismarine_bricks: #8, 8(1%)
minecraft.used.stripped_oak_log: #8, 75(0%)
minecraft.crafted.yellow_dye: #9, 2093(4%)
minecraft.mined.cracked_deepslate_bricks: #8, 8(1%)
minecraft.mined.waxed_exposed_cut_copper: #8, 1(1%)
minecraft.picked_up.pink_glazed_terracotta: #8, 2(1%)
minecraft.picked_up.raw_gold_block: #8, 11(0%)
minecraft.dropped.cactus: #8, 64(0%)
minecraft.crafted.polished_diorite_slab: #8, 6(1%)
minecraft.dropped.nether_wart_block: #8, 21(0%)
minecraft.picked_up.white_carpet: #8, 111(0%)
minecraft.used.pink_concrete: #8, 21(0%)
minecraft.mined.white_concrete_powder: #8, 37(0%)
minecraft.used.waxed_cut_copper: #8, 4(1%)
minecraft.used.waxed_cut_copper_slab: #8, 5(1%)
minecraft.picked_up.polished_blackstone_brick_wall: #8, 5(1%)
minecraft.used.waxed_oxidized_copper: #8, 7(0%)
minecraft.mined.crafting_table: #9, 196(3%)
minecraft.dropped.gold_block: #8, 17(0%)
minecraft.used.prismarine_brick_slab: #8, 37(0%)
minecraft.used.mangrove_propagule: #8, 15(0%)
minecraft.mined.red_nether_bricks: #8, 1(0%)
minecraft.crafted.magenta_stained_glass: #8, 32(0%)
minecraft.dropped.spruce_wood: #8, 2(0%)
minecraft.picked_up.warped_hyphae: #8, 5(0%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #8, 3(0%)
minecraft.dropped.ancient_debris: #8, 1(0%)
minecraft.crafted.magenta_wool: #8, 1(0%)
minecraft.dropped.sculk: #8, 4(0%)
minecraft.picked_up.green_dye: #8, 71(0%)
minecraft.mined.waxed_weathered_cut_copper_slab: #8, 1(0%)
minecraft.dropped.black_wool: #8, 6(0%)
minecraft.dropped.brown_wool: #8, 2(0%)
minecraft.custom.use_cauldron: #8, 4(0%)
minecraft.mined.crimson_hyphae: #8, 1(0%)
minecraft.custom.strider_one_cm: #8, 422(0%)
minecraft.picked_up.birch_sapling: #9, 851(3%)
minecraft.picked_up.deepslate_tiles: #9, 380(3%)
minecraft.mined.red_terracotta: #9, 1397(4%)
minecraft.custom.interact_with_grindstone: #9, 46(3%)
minecraft.mined.gold_ore: #9, 235(4%)
minecraft.mined.grindstone: #9, 19(4%)
minecraft.picked_up.brown_concrete_powder: #9, 54(5%)
minecraft.used.deepslate_redstone_ore: #9, 284(4%)
minecraft.dropped.dirt: #9, 2284(3%)
minecraft.crafted.blue_dye: #9, 2075(3%)
minecraft.mined.birch_sign: #9, 12(3%)
minecraft.picked_up.birch_sign: #9, 99(2%)
minecraft.picked_up.cyan_concrete: #9, 458(4%)
minecraft.picked_up.crimson_planks: #9, 138(3%)
minecraft.used.sand: #9, 10188(3%)
minecraft.dropped.iron_block: #9, 288(3%)
minecraft.used.cobbled_deepslate_slab: #9, 883(3%)
minecraft.picked_up.stripped_crimson_stem: #9, 105(3%)
minecraft.crafted.shulker_box: #9, 387(3%)
minecraft.broken.diamond_pickaxe: #9, 2(5%)
minecraft.picked_up.deepslate_bricks: #9, 554(3%)
minecraft.killed_by.endermite: #9, 1(7%)
minecraft.dropped.flint_and_steel: #9, 5(3%)
minecraft.mined.light_blue_concrete: #9, 126(4%)
minecraft.crafted.crimson_planks: #9, 2696(3%)
minecraft.mined.dark_oak_wall_sign: #9, 14(3%)
minecraft.picked_up.netherite_axe: #9, 11(3%)
minecraft.used.big_dripleaf: #9, 27(3%)
minecraft.picked_up.light_blue_concrete: #9, 123(4%)
minecraft.crafted.white_shulker_box: #9, 9(3%)
minecraft.crafted.cobbled_deepslate_slab: #9, 304(3%)
minecraft.picked_up.white_concrete: #9, 1747(2%)
minecraft.dropped.coarse_dirt: #9, 100(3%)
minecraft.crafted.warped_fungus_on_a_stick: #9, 1(6%)
minecraft.picked_up.lime_wool: #9, 128(3%)
minecraft.dropped.raw_iron: #9, 51(2%)
minecraft.dropped.purpur_stairs: #9, 5(4%)
minecraft.crafted.loom: #9, 58(3%)
minecraft.used.exposed_copper: #9, 37(3%)
minecraft.dropped.smooth_quartz_slab: #9, 25(5%)
minecraft.picked_up.stone_brick_stairs: #9, 84(2%)
minecraft.mined.gray_stained_glass: #9, 24(3%)
minecraft.dropped.shears: #9, 22(2%)
minecraft.used.spruce_button: #9, 23(2%)
minecraft.crafted.note_block: #9, 103(2%)
minecraft.crafted.warped_hyphae: #9, 216(3%)
minecraft.used.white_dye: #9, 37(2%)
minecraft.dropped.dark_oak_sapling: #9, 43(2%)
minecraft.mined.crimson_door: #9, 1(5%)
minecraft.crafted.coal_block: #9, 465(2%)
minecraft.crafted.blue_bed: #9, 1(4%)
minecraft.dropped.deepslate_diamond_ore: #9, 40(3%)
minecraft.mined.cyan_concrete: #9, 381(2%)
minecraft.picked_up.netherite_shovel: #9, 8(3%)
minecraft.mined.dark_oak_planks: #10, 398(5%)
