stat, rank, value, (percentage) 
minecraft.mined.pumpkin: #11, 114(1%)
minecraft.mined.gray_shulker_box: #11, 46(1%)
minecraft.picked_up.gray_shulker_box: #11, 47(1%)
minecraft.mined.red_mushroom_block: #11, 987(1%)
minecraft.crafted.wooden_axe: #11, 2(1%)
minecraft.used.glass_bottle: #11, 124(1%)
minecraft.picked_up.clock: #11, 3(2%)
minecraft.mined.iron_trapdoor: #11, 15(1%)
minecraft.picked_up.red_shulker_box: #12, 451(4%)
minecraft.picked_up.detector_rail: #11, 8(2%)
minecraft.crafted.scaffolding: #11, 1110(1%)
minecraft.picked_up.white_stained_glass_pane: #11, 26(1%)
minecraft.used.netherite_boots: #11, 6(2%)
minecraft.crafted.brown_terracotta: #11, 73(2%)
minecraft.crafted.dark_oak_wood: #11, 102(1%)
minecraft.picked_up.rabbit: #11, 4(1%)
minecraft.picked_up.exposed_cut_copper: #11, 3(2%)
minecraft.mined.red_shulker_box: #12, 444(4%)
minecraft.picked_up.mangrove_planks: #11, 19(1%)
minecraft.crafted.green_shulker_box: #11, 3(1%)
minecraft.picked_up.mangrove_fence: #11, 4(2%)
minecraft.used.smooth_quartz_slab: #11, 152(1%)
minecraft.mined.quartz_stairs: #11, 6(1%)
minecraft.mined.dark_oak_planks: #12, 337(4%)
minecraft.mined.magenta_wool: #11, 6(2%)
minecraft.used.sculk: #11, 322(1%)
minecraft.picked_up.compass: #12, 143(4%)
minecraft.used.blue_bed: #11, 6(1%)
minecraft.used.dark_oak_wood: #11, 70(1%)
minecraft.crafted.red_wool: #11, 85(1%)
minecraft.mined.iron_ore: #12, 2121(4%)
minecraft.mined.blue_bed: #11, 5(1%)
minecraft.picked_up.green_terracotta: #11, 137(1%)
minecraft.picked_up.blue_bed: #11, 5(1%)
minecraft.crafted.stone_pressure_plate: #11, 31(1%)
minecraft.crafted.gray_carpet: #11, 225(1%)
minecraft.used.acacia_trapdoor: #11, 111(1%)
minecraft.crafted.light_blue_concrete_powder: #11, 88(1%)
minecraft.crafted.iron_leggings: #11, 4(1%)
minecraft.used.egg: #11, 210(1%)
minecraft.used.light_gray_terracotta: #11, 81(1%)
minecraft.picked_up.shulker_box: #12, 2702(4%)
minecraft.dropped.pointed_dripstone: #11, 16(1%)
minecraft.crafted.loom: #11, 16(1%)
minecraft.crafted.enchanted_book: #11, 135(1%)
minecraft.mined.shulker_box: #12, 2659(4%)
minecraft.crafted.stone_shovel: #11, 5(1%)
minecraft.used.light_blue_concrete: #11, 25(1%)
minecraft.dropped.lava_bucket: #11, 1(1%)
minecraft.used.deepslate_brick_wall: #11, 57(1%)
minecraft.crafted.amethyst_block: #11, 64(1%)
minecraft.used.end_crystal: #11, 1(1%)
minecraft.dropped.shulker_shell: #11, 28(1%)
minecraft.dropped.red_dye: #11, 6(1%)
minecraft.dropped.sugar: #11, 42(1%)
minecraft.picked_up.coal: #12, 5681(3%)
minecraft.crafted.end_crystal: #11, 1(1%)
minecraft.picked_up.sugar: #11, 55(1%)
minecraft.picked_up.crimson_nylium: #11, 125(0%)
minecraft.crafted.polished_blackstone_button: #11, 19(1%)
minecraft.picked_up.sandstone: #12, 12156(5%)
minecraft.used.bamboo_planks: #11, 1(1%)
minecraft.used.crimson_fence: #11, 12(1%)
minecraft.used.polished_blackstone_stairs: #11, 24(0%)
minecraft.crafted.cartography_table: #11, 4(0%)
minecraft.used.seagrass: #11, 3(1%)
minecraft.picked_up.pink_terracotta: #11, 7(0%)
minecraft.mined.warped_slab: #11, 10(0%)
minecraft.mined.purple_bed: #11, 3(0%)
minecraft.used.melon_seeds: #11, 1(0%)
minecraft.mined.chiseled_deepslate: #11, 1(0%)
minecraft.mined.purple_stained_glass: #11, 4(0%)
minecraft.used.iron_hoe: #11, 185(0%)
minecraft.picked_up.white_carpet: #11, 47(0%)
minecraft.dropped.pumpkin: #11, 21(0%)
minecraft.picked_up.light_gray_bed: #11, 2(0%)
minecraft.mined.brown_wool: #11, 1(0%)
minecraft.used.cobblestone: #12, 3028(3%)
minecraft.crafted.written_book: #11, 1(0%)
minecraft.crafted.pumpkin_pie: #11, 48(0%)
minecraft.mined.raw_gold_block: #11, 2(0%)
minecraft.picked_up.waxed_oxidized_copper: #11, 1(0%)
minecraft.dropped.gold_block: #11, 2(0%)
minecraft.used.pink_terracotta: #11, 1(0%)
minecraft.killed.drowned: #11, 233(0%)
minecraft.killed_by.vex: #12, 8(4%)
minecraft.used.lever: #12, 207(3%)
minecraft.mined.tall_grass: #12, 494(3%)
minecraft.picked_up.water_bucket: #12, 36(3%)
minecraft.killed.squid: #12, 258(3%)
minecraft.picked_up.oak_trapdoor: #12, 51(3%)
minecraft.used.glow_ink_sac: #12, 112(3%)
minecraft.custom.open_enderchest: #13, 4567(4%)
minecraft.picked_up.damaged_anvil: #12, 7(3%)
minecraft.custom.interact_with_furnace: #13, 2333(5%)
minecraft.mined.poppy: #12, 87(2%)
minecraft.picked_up.cooked_beef: #12, 151(3%)
minecraft.used.kelp: #12, 401(3%)
minecraft.picked_up.wheat_seeds: #12, 5184(2%)
minecraft.dropped.carved_pumpkin: #12, 45(2%)
minecraft.used.dripstone_block: #12, 164(3%)
minecraft.picked_up.spider_eye: #12, 1552(2%)
minecraft.picked_up.kelp: #12, 2368(2%)
minecraft.crafted.diamond_shovel: #12, 6(2%)
minecraft.picked_up.leather_helmet: #12, 6(2%)
minecraft.used.wheat_seeds: #12, 1167(2%)
minecraft.used.iron_door: #12, 15(2%)
minecraft.crafted.warped_planks: #12, 2588(2%)
minecraft.picked_up.purple_shulker_box: #12, 38(3%)
minecraft.crafted.iron_helmet: #12, 5(2%)
minecraft.mined.nether_wart_block: #12, 793(2%)
minecraft.used.iron_ore: #12, 222(2%)
minecraft.dropped.bundle: #12, 13(2%)
minecraft.used.wooden_sword: #12, 80(2%)
minecraft.crafted.cyan_dye: #12, 764(2%)
minecraft.picked_up.armor_stand: #12, 36(2%)
minecraft.crafted.flint_and_steel: #12, 9(2%)
minecraft.mined.lever: #12, 25(2%)
minecraft.used.copper_ore: #12, 325(2%)
minecraft.picked_up.music_disc_otherside: #12, 5(2%)
minecraft.picked_up.honeycomb: #12, 150(2%)
minecraft.picked_up.raw_copper: #12, 3840(1%)
minecraft.crafted.orange_shulker_box: #12, 4(2%)
minecraft.picked_up.emerald_block: #12, 618(2%)
minecraft.crafted.shears: #12, 161(1%)
minecraft.crafted.white_shulker_box: #12, 6(2%)
minecraft.crafted.pink_dye: #12, 564(2%)
minecraft.crafted.black_terracotta: #12, 472(2%)
minecraft.picked_up.flint_and_steel: #12, 19(2%)
minecraft.picked_up.coal_block: #12, 99(2%)
minecraft.crafted.yellow_dye: #12, 805(2%)
minecraft.picked_up.deepslate_copper_ore: #12, 30(2%)
minecraft.crafted.powered_rail: #12, 522(2%)
minecraft.dropped.shulker_box: #12, 17(2%)
minecraft.picked_up.weeping_vines: #12, 61(2%)
minecraft.mined.warped_nylium: #12, 104(2%)
minecraft.picked_up.rooted_dirt: #12, 251(2%)
minecraft.used.amethyst_block: #12, 247(2%)
minecraft.dropped.oak_planks: #12, 42(1%)
minecraft.crafted.brewing_stand: #12, 9(2%)
minecraft.crafted.warped_fence: #12, 42(2%)
minecraft.mined.white_wool: #12, 87(1%)
minecraft.picked_up.smooth_quartz_stairs: #12, 22(1%)
minecraft.used.gray_shulker_box: #12, 46(1%)
minecraft.used.cobblestone_slab: #12, 204(1%)
minecraft.picked_up.iron_boots: #12, 8(1%)
minecraft.dropped.iron_door: #12, 2(2%)
minecraft.crafted.cut_copper_stairs: #12, 16(2%)
minecraft.crafted.green_bed: #12, 1(2%)
minecraft.used.written_book: #12, 324(1%)
minecraft.crafted.light_blue_dye: #12, 202(1%)
minecraft.used.warped_fence: #12, 33(2%)
minecraft.dropped.brown_mushroom: #12, 15(1%)
minecraft.mined.hay_block: #12, 40(1%)
minecraft.used.powered_rail: #12, 413(1%)
minecraft.mined.deepslate_brick_slab: #12, 33(1%)
minecraft.used.flint_and_steel: #12, 164(1%)
minecraft.crafted.birch_fence: #12, 60(1%)
minecraft.dropped.spruce_boat: #12, 2(1%)
minecraft.dropped.oak_leaves: #12, 33(1%)
minecraft.used.diamond_block: #12, 40(1%)
minecraft.dropped.stone_hoe: #12, 1(2%)
minecraft.dropped.wooden_sword: #12, 7(1%)
minecraft.dropped.rail: #12, 53(1%)
minecraft.crafted.golden_leggings: #12, 1(2%)
minecraft.mined.small_dripleaf: #12, 4(1%)
minecraft.dropped.deepslate_redstone_ore: #12, 5(1%)
minecraft.picked_up.leather_boots: #12, 12(1%)
minecraft.crafted.oxidized_cut_copper_stairs: #12, 12(1%)
minecraft.killed.vex: #12, 4(1%)
minecraft.used.pink_dye: #12, 2(1%)
minecraft.mined.green_wool: #12, 14(1%)
minecraft.used.sandstone: #12, 263(1%)
minecraft.used.red_shulker_box: #13, 444(4%)
minecraft.crafted.stone_button: #12, 166(1%)
minecraft.used.shulker_box: #13, 2609(4%)
minecraft.custom.fill_cauldron: #12, 7(1%)
minecraft.picked_up.crimson_fungus: #12, 60(1%)
minecraft.used.light_blue_concrete_powder: #12, 30(1%)
minecraft.dropped.observer: #12, 9(1%)
minecraft.mined.light_gray_wool: #12, 17(1%)
minecraft.mined.brown_carpet: #12, 15(1%)
minecraft.picked_up.crimson_roots: #12, 286(1%)
minecraft.used.amethyst_cluster: #12, 17(1%)
minecraft.dropped.spider_eye: #12, 625(0%)
minecraft.crafted.mangrove_button: #12, 2(1%)
minecraft.used.quartz_stairs: #12, 24(1%)
minecraft.mined.andesite_wall: #12, 9(1%)
minecraft.mined.cobbled_deepslate_slab: #12, 38(0%)
minecraft.used.gray_carpet: #12, 215(0%)
minecraft.dropped.end_stone_bricks: #12, 3(1%)
minecraft.mined.crimson_nylium: #12, 98(0%)
minecraft.crafted.green_stained_glass_pane: #12, 16(1%)
minecraft.used.black_terracotta: #12, 115(1%)
minecraft.used.brown_carpet: #12, 68(1%)
minecraft.crafted.fletching_table: #12, 1(1%)
minecraft.picked_up.bubble_coral: #12, 2(1%)
minecraft.picked_up.brain_coral: #12, 2(1%)
minecraft.mined.twisting_vines_plant: #12, 3(0%)
minecraft.crafted.andesite_slab: #12, 36(0%)
minecraft.picked_up.lapis_block: #12, 39(0%)
minecraft.mined.fire_coral_fan: #12, 2(0%)
minecraft.picked_up.green_bed: #12, 4(0%)
minecraft.used.green_bed: #12, 4(0%)
minecraft.used.light_gray_stained_glass: #12, 167(0%)
minecraft.crafted.jungle_slab: #12, 30(0%)
minecraft.mined.grass: #13, 2342(3%)
minecraft.picked_up.spruce_door: #13, 17(4%)
minecraft.crafted.blue_stained_glass_pane: #12, 16(0%)
minecraft.mined.blue_terracotta: #12, 13(0%)
minecraft.crafted.smithing_table: #12, 6(0%)
minecraft.used.yellow_stained_glass: #12, 34(0%)
minecraft.killed_by.ravager: #13, 46(3%)
minecraft.crafted.golden_apple: #12, 8(0%)
minecraft.used.pumpkin_seeds: #12, 12(0%)
minecraft.picked_up.bamboo_planks: #12, 1(0%)
minecraft.crafted.orange_concrete_powder: #12, 56(0%)
minecraft.mined.oak_wood: #12, 2(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #12, 77(0%)
minecraft.crafted.candle: #12, 77(0%)
minecraft.crafted.acacia_wood: #12, 15(0%)
minecraft.dropped.soul_sand: #12, 24(0%)
minecraft.picked_up.cherry_leaves: #12, 29(0%)
minecraft.picked_up.pink_bed: #12, 1(0%)
minecraft.used.light_gray_bed: #12, 2(0%)
minecraft.used.polished_blackstone_pressure_plate: #12, 1(0%)
minecraft.mined.lime_stained_glass_pane: #12, 1(0%)
minecraft.mined.black_terracotta: #12, 5(0%)
minecraft.picked_up.cracked_deepslate_bricks: #12, 2(0%)
minecraft.used.pink_petals: #12, 2(0%)
minecraft.picked_up.warped_hyphae: #12, 1(0%)
minecraft.used.jungle_trapdoor: #12, 2(0%)
minecraft.picked_up.stick: #13, 3580(3%)
minecraft.mined.barrel: #13, 103(3%)
minecraft.picked_up.ender_pearl: #13, 8981(2%)
minecraft.picked_up.diamond_sword: #13, 31(2%)
minecraft.killed_by.drowned: #13, 4(3%)
minecraft.used.enchanting_table: #13, 3(3%)
minecraft.crafted.spruce_door: #13, 18(3%)
minecraft.custom.interact_with_smithing_table: #13, 36(2%)
minecraft.picked_up.sand: #13, 42732(2%)
minecraft.picked_up.deepslate: #13, 10736(2%)
minecraft.mined.sand: #13, 36353(2%)
minecraft.used.sweet_berries: #13, 405(2%)
minecraft.used.dandelion: #13, 11(2%)
minecraft.mined.deepslate_copper_ore: #13, 73(2%)
minecraft.used.poppy: #13, 14(2%)
minecraft.mined.budding_amethyst: #13, 10(2%)
minecraft.picked_up.chainmail_leggings: #13, 3(3%)
minecraft.mined.black_shulker_box: #13, 95(2%)
minecraft.picked_up.rose_bush: #13, 726(2%)
minecraft.picked_up.black_shulker_box: #13, 96(2%)
minecraft.mined.white_shulker_box: #13, 117(2%)
minecraft.picked_up.white_shulker_box: #13, 118(2%)
minecraft.used.white_shulker_box: #13, 116(2%)
minecraft.used.purple_shulker_box: #13, 39(2%)
minecraft.used.black_shulker_box: #13, 94(2%)
minecraft.used.moss_carpet: #13, 354(2%)
minecraft.mined.red_terracotta: #13, 704(2%)
minecraft.mined.purple_shulker_box: #13, 35(2%)
minecraft.crafted.golden_helmet: #13, 2(2%)
minecraft.used.baked_potato: #13, 113(2%)
minecraft.mined.mossy_cobblestone: #13, 126(2%)
minecraft.mined.red_wool: #13, 82(2%)
minecraft.crafted.lapis_lazuli: #13, 735(2%)
minecraft.dropped.redstone: #13, 228(2%)
minecraft.crafted.polished_deepslate: #13, 1564(2%)
minecraft.picked_up.bundle: #13, 21(2%)
minecraft.used.oak_planks: #13, 310(1%)
minecraft.picked_up.dark_prismarine: #13, 75(2%)
minecraft.used.azalea_leaves: #13, 590(1%)
minecraft.killed.shulker: #13, 66(2%)
minecraft.crafted.armor_stand: #13, 43(1%)
minecraft.used.smooth_stone_slab: #13, 358(1%)
minecraft.killed.magma_cube: #13, 163(1%)
minecraft.used.honeycomb: #13, 177(2%)
minecraft.used.oak_log: #13, 415(1%)
minecraft.crafted.baked_potato: #13, 112(2%)
minecraft.picked_up.wooden_sword: #13, 15(1%)
minecraft.picked_up.trident: #13, 4(2%)
minecraft.custom.damage_resisted: #13, 1860(1%)
minecraft.mined.purpur_block: #13, 71(2%)
minecraft.used.dropper: #13, 111(1%)
minecraft.mined.honey_block: #13, 21(1%)
minecraft.crafted.golden_carrot: #13, 957(1%)
minecraft.used.milk_bucket: #13, 3(2%)
minecraft.crafted.coal_block: #13, 289(1%)
minecraft.dropped.pumpkin_pie: #13, 66(1%)
minecraft.custom.play_noteblock: #13, 56(1%)
minecraft.used.oxidized_copper: #13, 234(1%)
minecraft.crafted.tripwire_hook: #13, 26(1%)
minecraft.picked_up.experience_bottle: #13, 37(1%)
minecraft.picked_up.packed_mud: #13, 25(1%)
minecraft.mined.smooth_quartz: #13, 49(1%)
minecraft.used.music_disc_otherside: #13, 2(1%)
minecraft.picked_up.blast_furnace: #13, 5(1%)
minecraft.used.deepslate_diamond_ore: #13, 211(1%)
minecraft.used.mud_bricks: #13, 114(1%)
minecraft.used.polished_andesite_slab: #13, 252(1%)
minecraft.picked_up.cherry_sapling: #13, 39(1%)
minecraft.mined.orange_wool: #13, 24(1%)
minecraft.picked_up.spruce_button: #13, 5(1%)
minecraft.used.polished_deepslate_wall: #13, 170(1%)
minecraft.mined.polished_deepslate_wall: #13, 16(1%)
minecraft.picked_up.cobweb: #13, 51(1%)
minecraft.crafted.light_gray_shulker_box: #13, 2(1%)
minecraft.mined.cut_copper: #13, 6(1%)
minecraft.picked_up.lectern: #13, 61(1%)
minecraft.crafted.smoker: #13, 2(1%)
minecraft.picked_up.bowl: #13, 3(1%)
minecraft.picked_up.pumpkin_seeds: #13, 363(1%)
minecraft.mined.brain_coral: #13, 3(1%)
minecraft.dropped.end_rod: #13, 5(1%)
minecraft.picked_up.mushroom_stem: #13, 257(1%)
minecraft.used.white_terracotta: #13, 120(1%)
minecraft.mined.gravel: #14, 16117(3%)
minecraft.crafted.raw_copper: #13, 639(1%)
minecraft.picked_up.blaze_powder: #13, 8(1%)
minecraft.crafted.leather_horse_armor: #13, 1(1%)
minecraft.crafted.name_tag: #13, 24(1%)
minecraft.mined.exposed_cut_copper: #13, 1(1%)
minecraft.picked_up.mangrove_trapdoor: #13, 9(0%)
minecraft.picked_up.stripped_birch_log: #13, 27(0%)
minecraft.picked_up.twisting_vines: #13, 12(0%)
minecraft.mined.polished_blackstone_bricks: #13, 162(0%)
minecraft.mined.prismarine_bricks: #13, 28(0%)
minecraft.custom.climb_one_cm: #14, 1964970(2%)
minecraft.used.mangrove_leaves: #13, 40(0%)
minecraft.mined.water_cauldron: #13, 1(1%)
minecraft.picked_up.nether_star: #13, 2(0%)
minecraft.picked_up.lava_bucket: #13, 4(0%)
minecraft.mined.blue_concrete: #13, 9(0%)
minecraft.mined.twisting_vines: #13, 3(0%)
minecraft.mined.green_bed: #13, 3(0%)
minecraft.crafted.deepslate_tiles: #13, 54(0%)
minecraft.picked_up.purple_bed: #13, 3(0%)
minecraft.picked_up.sculk_shrieker: #13, 3(0%)
minecraft.crafted.white_carpet: #13, 39(0%)
minecraft.mined.chiseled_polished_blackstone: #13, 1(0%)
minecraft.used.lime_stained_glass_pane: #13, 5(0%)
minecraft.used.birch_fence_gate: #13, 2(0%)
minecraft.picked_up.powder_snow_bucket: #13, 1(0%)
minecraft.picked_up.pitcher_pod: #13, 3(0%)
minecraft.picked_up.hopper_minecart: #13, 4(0%)
minecraft.crafted.polished_blackstone_pressure_plate: #13, 1(0%)
minecraft.used.raw_gold_block: #13, 2(0%)
minecraft.mined.yellow_carpet: #13, 1(0%)
minecraft.mined.jungle_trapdoor: #13, 1(0%)
minecraft.picked_up.dragon_egg: #13, 1(0%)
minecraft.killed.vindicator: #13, 4(0%)
minecraft.custom.jump: #15, 309881(3%)
minecraft.custom.fly_one_cm: #15, 71414711(2%)
minecraft.mined.spruce_sign: #14, 3(3%)
minecraft.picked_up.cobblestone: #14, 25935(2%)
minecraft.crafted.diamond_helmet: #14, 3(2%)
minecraft.picked_up.bone_block: #14, 472(2%)
minecraft.picked_up.iron_door: #14, 12(2%)
minecraft.picked_up.spruce_planks: #14, 642(2%)
minecraft.killed.wandering_trader: #14, 4(3%)
minecraft.dropped.oak_sapling: #14, 62(2%)
minecraft.used.gravel: #14, 588(2%)
minecraft.mined.ladder: #14, 34(2%)
minecraft.mined.shroomlight: #14, 96(2%)
minecraft.picked_up.mud_bricks: #14, 51(2%)
minecraft.mined.stripped_crimson_stem: #14, 67(2%)
minecraft.mined.terracotta: #14, 3571(2%)
minecraft.mined.fire: #14, 292(1%)
minecraft.picked_up.bucket: #14, 28(2%)
minecraft.killed.phantom: #14, 15(2%)
minecraft.used.flowering_azalea: #14, 31(2%)
minecraft.mined.spore_blossom: #14, 7(2%)
minecraft.picked_up.golden_leggings: #14, 5(1%)
minecraft.used.dispenser: #14, 92(1%)
minecraft.used.basalt: #14, 1068(1%)
minecraft.crafted.campfire: #14, 47(1%)
minecraft.picked_up.gray_concrete: #14, 526(1%)
minecraft.dropped.cooked_beef: #14, 29(2%)
minecraft.used.minecart: #14, 37(1%)
minecraft.picked_up.cod: #14, 59(2%)
minecraft.mined.mud_bricks: #14, 30(2%)
minecraft.used.cooked_beef: #14, 134(1%)
minecraft.dropped.iron_sword: #14, 3(2%)
minecraft.mined.weeping_vines_plant: #14, 13(2%)
minecraft.crafted.blue_dye: #14, 845(1%)
minecraft.mined.emerald_block: #14, 179(1%)
minecraft.used.lapis_ore: #14, 14(2%)
minecraft.killed.silverfish: #14, 5(1%)
minecraft.picked_up.big_dripleaf: #14, 60(1%)
minecraft.crafted.dropper: #14, 123(1%)
minecraft.used.armor_stand: #14, 37(1%)
minecraft.custom.interact_with_brewingstand: #14, 120(1%)
minecraft.mined.sugar_cane: #14, 816(1%)
minecraft.used.bamboo: #14, 111(1%)
minecraft.used.cobbled_deepslate_slab: #14, 323(1%)
minecraft.used.smooth_quartz_stairs: #14, 101(1%)
minecraft.used.calcite: #14, 226(1%)
minecraft.used.gray_concrete: #14, 487(1%)
minecraft.picked_up.vine: #14, 92(1%)
minecraft.crafted.torch: #15, 6580(4%)
minecraft.picked_up.glass_bottle: #14, 152(1%)
minecraft.used.honey_bottle: #14, 10(1%)
minecraft.used.sea_pickle: #14, 27(1%)
minecraft.picked_up.oak_leaves: #14, 823(1%)
minecraft.mined.red_concrete: #14, 278(1%)
minecraft.used.orange_shulker_box: #14, 36(1%)
minecraft.mined.cauldron: #14, 4(1%)
minecraft.picked_up.orange_shulker_box: #14, 35(1%)
minecraft.used.big_dripleaf: #14, 9(1%)
minecraft.used.sniffer_egg: #14, 2(1%)
minecraft.dropped.netherite_ingot: #14, 1(1%)
minecraft.mined.orange_shulker_box: #14, 35(1%)
minecraft.picked_up.stone_sword: #14, 6(1%)
minecraft.crafted.mud_bricks: #14, 176(1%)
minecraft.used.blast_furnace: #14, 9(1%)
minecraft.mined.mossy_stone_bricks: #14, 15(1%)
minecraft.used.stone_button: #14, 123(1%)
minecraft.used.vine: #14, 9(1%)
minecraft.dropped.golden_chestplate: #14, 3(1%)
minecraft.dropped.bone: #14, 205(1%)
minecraft.picked_up.pumpkin: #14, 155(0%)
minecraft.dropped.totem_of_undying: #14, 7(1%)
minecraft.used.spyglass: #14, 42(1%)
minecraft.picked_up.glowstone_dust: #14, 95(1%)
minecraft.picked_up.bell: #14, 3(1%)
minecraft.custom.swim_one_cm: #15, 3628657(3%)
minecraft.mined.light_blue_concrete: #14, 25(1%)
minecraft.dropped.quartz: #14, 60(1%)
minecraft.picked_up.mud_brick_slab: #14, 8(1%)
minecraft.used.clay: #14, 177(1%)
minecraft.mined.warped_fence: #14, 4(1%)
minecraft.mined.fern: #14, 55(0%)
minecraft.mined.crimson_stem: #14, 126(0%)
minecraft.mined.bell: #14, 2(1%)
minecraft.crafted.deepslate_bricks: #14, 179(0%)
minecraft.dropped.white_terracotta: #14, 10(1%)
minecraft.used.orange_wool: #14, 61(0%)
minecraft.mined.cracked_stone_bricks: #14, 15(0%)
minecraft.mined.horn_coral: #14, 2(1%)
minecraft.used.white_stained_glass_pane: #14, 33(0%)
minecraft.mined.birch_fence_gate: #14, 1(1%)
minecraft.used.polished_blackstone_button: #14, 12(0%)
minecraft.picked_up.gold_ingot: #14, 111(0%)
minecraft.picked_up.bone_meal: #14, 706(0%)
minecraft.picked_up.golden_sword: #14, 4(0%)
minecraft.used.green_terracotta: #14, 137(0%)
minecraft.mined.horn_coral_wall_fan: #14, 5(0%)
minecraft.crafted.glowstone: #14, 53(0%)
minecraft.mined.fire_coral_wall_fan: #14, 5(0%)
minecraft.crafted.snow: #14, 90(0%)
minecraft.used.purpur_block: #14, 3(0%)
minecraft.crafted.blue_concrete_powder: #14, 40(0%)
minecraft.mined.acacia_wood: #14, 1(0%)
minecraft.mined.horn_coral_fan: #14, 1(0%)
minecraft.used.mangrove_wood: #14, 15(0%)
minecraft.crafted.quartz_pillar: #14, 48(0%)
minecraft.crafted.beacon: #14, 1(0%)
minecraft.used.purpur_pillar: #14, 1(0%)
minecraft.picked_up.birch_fence_gate: #14, 1(0%)
minecraft.picked_up.stripped_oak_wood: #14, 4(0%)
minecraft.dropped.emerald: #14, 140(0%)
minecraft.mined.orange_bed: #14, 1(0%)
minecraft.picked_up.oak_wood: #14, 2(0%)
minecraft.mined.stripped_jungle_wood: #14, 1(0%)
minecraft.dropped.gold_ingot: #14, 35(0%)
minecraft.mined.nether_brick_fence: #14, 2(0%)
minecraft.used.soul_soil: #14, 15(0%)
minecraft.dropped.pumpkin_seeds: #14, 31(0%)
minecraft.picked_up.jungle_leaves: #14, 13(0%)
minecraft.mined.gilded_blackstone: #14, 1(0%)
minecraft.dropped.deepslate_tiles: #14, 1(0%)
minecraft.picked_up.light_blue_terracotta: #14, 6(0%)
minecraft.crafted.birch_fence_gate: #14, 1(0%)
minecraft.used.white_carpet: #14, 32(0%)
minecraft.mined.green_carpet: #14, 1(0%)
minecraft.used.orange_concrete_powder: #14, 11(0%)
minecraft.picked_up.raw_gold_block: #14, 2(0%)
minecraft.mined.yellow_stained_glass: #14, 1(0%)
minecraft.used.jungle_planks: #14, 6(0%)
minecraft.crafted.blue_ice: #14, 3(0%)
minecraft.used.blue_ice: #14, 3(0%)
minecraft.crafted.experience_bottle: #14, 12(0%)
minecraft.picked_up.red_concrete_powder: #14, 2(0%)
minecraft.crafted.red_sandstone: #14, 1(0%)
minecraft.killed.enderman: #15, 26727(3%)
minecraft.custom.drop: #15, 8540(2%)
minecraft.picked_up.sweet_berries: #15, 716(2%)
minecraft.picked_up.diamond_leggings: #15, 20(2%)
minecraft.picked_up.lead: #15, 86(2%)
minecraft.crafted.ladder: #15, 255(2%)
minecraft.picked_up.quartz: #15, 2428(2%)
minecraft.custom.player_kills: #15, 18(2%)
minecraft.picked_up.iron_pickaxe: #15, 4(3%)
minecraft.crafted.iron_ingot: #15, 11074(2%)
minecraft.custom.sprint_one_cm: #16, 85817078(3%)
minecraft.mined.andesite: #15, 5462(2%)
minecraft.crafted.iron_bars: #15, 608(2%)
minecraft.picked_up.iron_nugget: #15, 1275(2%)
minecraft.mined.granite: #15, 4814(2%)
minecraft.mined.spruce_trapdoor: #15, 113(2%)
minecraft.used.stonecutter: #15, 43(2%)
minecraft.used.glass: #15, 1593(2%)
minecraft.picked_up.netherrack: #15, 15804(2%)
minecraft.crafted.diamond_pickaxe: #15, 6(2%)
minecraft.crafted.diamond_boots: #15, 3(2%)
minecraft.custom.walk_one_cm: #16, 90958200(3%)
minecraft.picked_up.glowstone: #15, 233(2%)
minecraft.mined.chain: #15, 40(2%)
minecraft.crafted.iron_sword: #15, 4(2%)
minecraft.mined.end_stone_bricks: #15, 52(2%)
minecraft.picked_up.pumpkin_pie: #15, 218(1%)
minecraft.picked_up.gold_ore: #15, 30(2%)
minecraft.killed_by.skeleton: #15, 2(2%)
minecraft.picked_up.filled_map: #15, 1157(1%)
minecraft.dropped.iron_ingot: #15, 251(1%)
minecraft.used.gold_ore: #15, 17(2%)
minecraft.custom.damage_absorbed: #15, 347(1%)
minecraft.crafted.warped_trapdoor: #15, 78(2%)
minecraft.used.stone_hoe: #15, 101(2%)
minecraft.picked_up.minecart: #15, 40(1%)
minecraft.mined.cave_vines: #15, 26(1%)
minecraft.mined.gray_concrete: #15, 492(1%)
minecraft.picked_up.nether_gold_ore: #15, 58(1%)
minecraft.used.deepslate_redstone_ore: #15, 98(1%)
minecraft.picked_up.stone_hoe: #15, 1(2%)
minecraft.picked_up.bamboo: #15, 2808(1%)
minecraft.mined.brown_mushroom_block: #15, 548(1%)
minecraft.used.hopper_minecart: #15, 21(1%)
minecraft.picked_up.sugar_cane: #15, 1776(1%)
minecraft.mined.cobblestone_stairs: #15, 15(1%)
minecraft.crafted.shulker_box: #15, 140(1%)
minecraft.used.piston: #15, 160(1%)
minecraft.picked_up.crimson_trapdoor: #15, 8(1%)
minecraft.mined.sea_pickle: #15, 13(1%)
minecraft.crafted.lapis_block: #15, 94(1%)
minecraft.dropped.bowl: #15, 3(1%)
minecraft.picked_up.oxidized_copper: #15, 323(1%)
minecraft.used.obsidian: #15, 387(1%)
minecraft.crafted.bone_meal: #15, 26578(1%)
minecraft.mined.smooth_quartz_stairs: #15, 11(1%)
minecraft.mined.potatoes: #15, 60(1%)
minecraft.mined.oxidized_copper: #15, 297(1%)
minecraft.crafted.oak_trapdoor: #15, 74(1%)
minecraft.picked_up.yellow_terracotta: #15, 161(1%)
