stat, rank, value, (percentage) 
minecraft.crafted.bamboo_raft: #8, 1(1%)
minecraft.crafted.red_sandstone: #8, 77(1%)
minecraft.dropped.mossy_stone_bricks: #8, 8(1%)
minecraft.crafted.yellow_banner: #8, 5(1%)
minecraft.dropped.melon_seeds: #8, 1(1%)
minecraft.dropped.soul_sand: #8, 78(1%)
minecraft.crafted.leather_horse_armor: #8, 1(1%)
minecraft.crafted.mossy_stone_brick_stairs: #8, 3(1%)
minecraft.mined.pink_tulip: #8, 1(1%)
minecraft.used.bubble_coral_fan: #8, 5(1%)
minecraft.crafted.smithing_table: #8, 10(0%)
minecraft.used.tropical_fish_bucket: #8, 2(1%)
minecraft.mined.damaged_anvil: #9, 9(4%)
minecraft.crafted.polished_deepslate: #9, 4016(4%)
minecraft.used.blue_terracotta: #8, 105(1%)
minecraft.crafted.beacon: #8, 2(0%)
minecraft.used.blackstone_stairs: #8, 14(1%)
minecraft.used.golden_axe: #8, 6(1%)
minecraft.dropped.warped_trapdoor: #8, 1(1%)
minecraft.killed.wither: #8, 1(0%)
minecraft.picked_up.nether_sprouts: #8, 5(1%)
minecraft.used.minecart: #9, 110(4%)
minecraft.used.stripped_warped_stem: #8, 43(0%)
minecraft.dropped.stone_brick_stairs: #8, 3(0%)
minecraft.crafted.polished_blackstone_brick_wall: #8, 1(1%)
minecraft.crafted.lightning_rod: #9, 166(5%)
minecraft.used.stripped_acacia_log: #8, 6(0%)
minecraft.picked_up.warped_wart_block: #9, 2442(4%)
minecraft.used.light_gray_candle: #8, 1(1%)
minecraft.mined.infested_stone_bricks: #8, 1(0%)
minecraft.used.glowstone: #9, 404(4%)
minecraft.dropped.sculk_catalyst: #8, 1(0%)
minecraft.crafted.end_stone_brick_slab: #8, 2(0%)
minecraft.picked_up.porkchop: #9, 89(4%)
minecraft.crafted.redstone: #9, 13446(4%)
minecraft.used.horn_coral: #8, 1(0%)
minecraft.crafted.popped_chorus_fruit: #8, 8(0%)
minecraft.crafted.pink_wool: #8, 6(0%)
minecraft.crafted.granite_wall: #8, 2(0%)
minecraft.dropped.yellow_dye: #8, 1(0%)
minecraft.mined.waxed_oxidized_copper: #8, 2(0%)
minecraft.crafted.end_stone_brick_stairs: #8, 1(0%)
minecraft.dropped.gray_dye: #8, 1(0%)
minecraft.used.purpur_slab: #8, 1(0%)
minecraft.used.warped_fungus_on_a_stick: #8, 2(0%)
minecraft.crafted.cyan_glazed_terracotta: #8, 1(0%)
minecraft.crafted.crimson_fence_gate: #8, 1(0%)
minecraft.dropped.wither_rose: #8, 2(0%)
minecraft.mined.dead_brain_coral_block: #8, 1(0%)
minecraft.picked_up.prismarine_brick_slab: #8, 5(0%)
minecraft.crafted.purple_carpet: #8, 3(0%)
minecraft.picked_up.dead_bubble_coral_block: #8, 1(0%)
minecraft.crafted.orange_carpet: #8, 3(0%)
minecraft.used.fire_coral_block: #8, 1(0%)
minecraft.picked_up.crimson_hyphae: #8, 1(0%)
minecraft.killed.vindicator: #8, 29(0%)
minecraft.used.dark_oak_stairs: #9, 459(3%)
minecraft.mined.dark_prismarine: #9, 64(4%)
minecraft.mined.gray_concrete: #9, 1564(4%)
minecraft.crafted.birch_slab: #9, 336(4%)
minecraft.killed_by.creeper: #9, 4(3%)
minecraft.mined.fern: #9, 449(4%)
minecraft.picked_up.blaze_rod: #9, 161(4%)
minecraft.used.netherrack: #9, 5442(3%)
minecraft.picked_up.iron_ingot: #9, 1632(3%)
minecraft.picked_up.cookie: #9, 55(3%)
minecraft.crafted.light_blue_dye: #9, 622(3%)
minecraft.picked_up.potion: #9, 96(3%)
minecraft.crafted.dark_oak_stairs: #9, 384(3%)
minecraft.picked_up.magma_cream: #9, 153(3%)
minecraft.mined.polished_deepslate: #9, 309(3%)
minecraft.crafted.baked_potato: #9, 251(4%)
minecraft.crafted.acacia_button: #9, 16(4%)
minecraft.used.gray_concrete: #9, 1489(4%)
minecraft.crafted.diamond_shovel: #9, 8(3%)
minecraft.used.dark_oak_planks: #9, 819(3%)
minecraft.used.dark_oak_sign: #9, 55(3%)
minecraft.crafted.polished_blackstone: #9, 1156(3%)
minecraft.picked_up.piston: #9, 276(3%)
minecraft.picked_up.crimson_stem: #9, 1152(3%)
minecraft.crafted.smooth_stone: #9, 384(3%)
minecraft.used.tripwire_hook: #9, 19(4%)
minecraft.picked_up.gray_stained_glass: #9, 59(4%)
minecraft.picked_up.sticky_piston: #9, 139(2%)
minecraft.used.oak_trapdoor: #9, 207(2%)
minecraft.mined.packed_mud: #9, 61(3%)
minecraft.used.oak_hanging_sign: #9, 5(6%)
minecraft.picked_up.azalea_leaves: #9, 1937(3%)
minecraft.used.totem_of_undying: #9, 25(2%)
minecraft.used.gray_concrete_powder: #9, 1510(3%)
minecraft.mined.loom: #9, 7(3%)
minecraft.crafted.cyan_shulker_box: #9, 10(3%)
minecraft.picked_up.weathered_copper: #9, 94(3%)
minecraft.crafted.stone_hoe: #9, 3(3%)
minecraft.picked_up.cobblestone_stairs: #9, 53(3%)
minecraft.used.birch_sign: #9, 109(2%)
minecraft.mined.mangrove_planks: #9, 24(3%)
minecraft.mined.weathered_copper: #9, 95(3%)
minecraft.used.stone_hoe: #9, 180(3%)
minecraft.crafted.oak_boat: #9, 9(3%)
minecraft.picked_up.acacia_log: #9, 810(2%)
minecraft.picked_up.andesite_slab: #9, 41(3%)
minecraft.mined.mossy_cobblestone: #9, 166(2%)
minecraft.picked_up.iron_horse_armor: #9, 2(4%)
minecraft.picked_up.polished_deepslate_slab: #9, 141(2%)
minecraft.picked_up.redstone_block: #9, 442(2%)
minecraft.dropped.bucket: #9, 21(2%)
minecraft.used.stone_brick_slab: #9, 474(2%)
minecraft.mined.soul_soil: #9, 735(2%)
minecraft.used.deepslate_tile_slab: #9, 481(2%)
minecraft.picked_up.wooden_hoe: #9, 3(4%)
minecraft.used.polished_andesite_slab: #9, 554(2%)
minecraft.mined.sugar_cane: #9, 1348(2%)
minecraft.picked_up.dirt: #10, 46892(4%)
minecraft.picked_up.honeycomb: #9, 169(2%)
minecraft.picked_up.mud_brick_stairs: #9, 23(3%)
minecraft.mined.podzol: #9, 659(2%)
minecraft.crafted.raw_iron: #9, 731(2%)
minecraft.mined.piston: #9, 136(2%)
minecraft.used.sugar_cane: #9, 217(2%)
minecraft.used.yellow_terracotta: #9, 340(2%)
minecraft.used.smooth_quartz_slab: #9, 282(2%)
minecraft.used.polished_granite: #9, 292(2%)
minecraft.mined.crimson_fungus: #9, 34(2%)
minecraft.picked_up.orange_terracotta: #9, 1267(2%)
minecraft.mined.yellow_concrete: #9, 282(2%)
minecraft.mined.polished_granite: #9, 33(2%)
minecraft.mined.snow: #9, 9736(1%)
minecraft.mined.deepslate_brick_stairs: #9, 63(2%)
minecraft.crafted.polished_diorite: #9, 437(2%)
minecraft.used.dark_oak_slab: #9, 550(1%)
minecraft.crafted.end_crystal: #9, 4(4%)
minecraft.mined.black_stained_glass_pane: #9, 14(3%)
minecraft.mined.white_stained_glass_pane: #9, 14(2%)
minecraft.picked_up.white_banner: #9, 78(2%)
minecraft.mined.acacia_trapdoor: #9, 33(2%)
minecraft.used.warped_nylium: #9, 71(2%)
minecraft.used.peony: #9, 6(2%)
minecraft.used.dirt: #10, 26781(4%)
minecraft.used.red_dye: #9, 11(2%)
minecraft.picked_up.medium_amethyst_bud: #9, 45(2%)
minecraft.dropped.sandstone: #9, 146(2%)
minecraft.mined.light_gray_concrete: #9, 428(2%)
minecraft.picked_up.music_disc_blocks: #9, 3(2%)
minecraft.mined.mangrove_trapdoor: #9, 34(2%)
minecraft.custom.interact_with_anvil: #10, 462(3%)
minecraft.custom.fill_cauldron: #9, 15(2%)
minecraft.dropped.acacia_sapling: #9, 9(2%)
minecraft.crafted.chest_minecart: #9, 2(2%)
minecraft.picked_up.mangrove_roots: #9, 599(1%)
minecraft.picked_up.prismarine: #9, 159(2%)
minecraft.mined.copper_ore: #10, 2828(4%)
minecraft.used.jungle_leaves: #9, 97(2%)
minecraft.used.netherite_boots: #9, 7(2%)
minecraft.picked_up.cherry_log: #9, 136(1%)
minecraft.used.prismarine_bricks: #9, 162(1%)
minecraft.picked_up.mangrove_planks: #9, 23(1%)
minecraft.picked_up.cobbled_deepslate: #10, 37704(4%)
minecraft.crafted.stone_stairs: #9, 153(1%)
minecraft.crafted.stone_brick_slab: #9, 350(1%)
minecraft.mined.warped_slab: #9, 50(2%)
minecraft.crafted.purple_terracotta: #9, 192(2%)
minecraft.used.packed_ice: #9, 1376(1%)
minecraft.mined.cherry_log: #9, 135(1%)
minecraft.picked_up.lime_stained_glass: #9, 85(2%)
minecraft.crafted.jungle_slab: #9, 132(2%)
minecraft.mined.tube_coral_block: #9, 38(2%)
minecraft.picked_up.diamond: #10, 1385(4%)
minecraft.dropped.black_concrete: #9, 64(2%)
minecraft.mined.oak_fence: #10, 87(5%)
minecraft.picked_up.ender_eye: #9, 3(2%)
minecraft.used.allium: #9, 3(2%)
minecraft.used.birch_fence_gate: #9, 18(2%)
minecraft.picked_up.oak_fence: #10, 96(4%)
minecraft.picked_up.prismarine_bricks: #9, 103(1%)
minecraft.mined.crimson_nylium: #9, 230(1%)
minecraft.used.shears: #10, 9531(4%)
minecraft.dropped.powered_rail: #9, 15(1%)
minecraft.used.cyan_concrete_powder: #9, 319(1%)
minecraft.used.mangrove_button: #9, 2(2%)
minecraft.crafted.jungle_fence: #9, 33(2%)
minecraft.mined.red_sand: #9, 483(1%)
minecraft.dropped.packed_ice: #9, 75(1%)
minecraft.dropped.red_carpet: #9, 6(2%)
minecraft.picked_up.red_sand: #9, 484(1%)
minecraft.dropped.apple: #9, 15(1%)
minecraft.used.netherite_leggings: #9, 6(2%)
minecraft.used.light_gray_banner: #9, 2(2%)
minecraft.picked_up.polished_blackstone_button: #9, 16(1%)
minecraft.crafted.yellow_stained_glass_pane: #9, 32(1%)
minecraft.picked_up.dark_prismarine_slab: #9, 38(1%)
minecraft.picked_up.stripped_warped_hyphae: #9, 36(1%)
minecraft.used.green_dye: #9, 3(1%)
minecraft.crafted.mangrove_button: #9, 3(1%)
minecraft.picked_up.iron_block: #10, 1842(4%)
minecraft.mined.chorus_plant: #9, 6(1%)
minecraft.picked_up.small_amethyst_bud: #9, 72(1%)
minecraft.crafted.furnace_minecart: #9, 1(1%)
minecraft.mined.horn_coral: #9, 4(1%)
minecraft.dropped.leather: #9, 48(1%)
minecraft.picked_up.pink_shulker_box: #10, 107(5%)
minecraft.used.deepslate_tiles: #10, 2980(4%)
minecraft.picked_up.crimson_nylium: #9, 214(1%)
minecraft.used.birch_boat: #10, 12(4%)
minecraft.dropped.prismarine: #9, 16(1%)
minecraft.crafted.cooked_cod: #9, 13(1%)
minecraft.used.polished_blackstone_bricks: #9, 504(1%)
minecraft.crafted.chiseled_bookshelf: #9, 10(1%)
minecraft.mined.pink_shulker_box: #10, 103(5%)
minecraft.picked_up.jungle_slab: #9, 21(1%)
minecraft.mined.oxidized_cut_copper_slab: #9, 11(1%)
minecraft.crafted.jungle_trapdoor: #9, 76(1%)
minecraft.mined.cut_copper_slab: #9, 7(1%)
minecraft.used.cake: #9, 1(1%)
minecraft.crafted.mossy_cobblestone_wall: #9, 4(1%)
minecraft.picked_up.brain_coral: #9, 3(1%)
minecraft.picked_up.cake: #9, 1(1%)
minecraft.picked_up.brain_coral_block: #9, 25(1%)
minecraft.mined.acacia_slab: #9, 3(1%)
minecraft.mined.stripped_birch_log: #9, 52(0%)
minecraft.mined.bubble_coral_fan: #9, 4(1%)
minecraft.mined.mangrove_propagule: #9, 13(1%)
minecraft.mined.red_carpet: #9, 15(0%)
minecraft.used.crimson_nylium: #9, 70(1%)
minecraft.used.birch_wood: #9, 17(1%)
minecraft.used.furnace_minecart: #9, 1(1%)
minecraft.mined.blue_ice: #9, 54(1%)
minecraft.used.glow_ink_sac: #10, 143(4%)
minecraft.used.brain_coral_fan: #9, 4(1%)
minecraft.picked_up.pink_concrete: #9, 28(1%)
minecraft.dropped.dark_oak_trapdoor: #9, 6(0%)
minecraft.crafted.cobbled_deepslate_wall: #9, 8(1%)
minecraft.dropped.gold_ingot: #9, 104(0%)
minecraft.dropped.potato: #9, 14(0%)
minecraft.dropped.spruce_stairs: #9, 3(1%)
minecraft.used.tube_coral: #9, 1(1%)
minecraft.used.fire_coral: #9, 1(1%)
minecraft.mined.redstone_ore: #10, 71(4%)
minecraft.dropped.beetroot_seeds: #9, 4(0%)
minecraft.dropped.white_carpet: #9, 4(0%)
minecraft.mined.deepslate_redstone_ore: #10, 1377(3%)
minecraft.mined.polished_blackstone_brick_wall: #9, 2(1%)
minecraft.used.jungle_planks: #9, 52(0%)
minecraft.used.pink_shulker_box: #10, 97(4%)
minecraft.used.pink_concrete: #9, 16(0%)
minecraft.picked_up.raw_gold_block: #9, 8(0%)
minecraft.mined.black_glazed_terracotta: #9, 3(0%)
minecraft.picked_up.jungle_trapdoor: #9, 24(0%)
minecraft.dropped.prismarine_bricks: #9, 4(0%)
minecraft.picked_up.shroomlight: #10, 234(4%)
minecraft.picked_up.dispenser: #10, 144(4%)
minecraft.used.sculk_vein: #9, 7(0%)
minecraft.picked_up.black_glazed_terracotta: #9, 3(0%)
minecraft.picked_up.polished_blackstone_brick_wall: #9, 2(0%)
minecraft.used.horn_coral_block: #9, 6(0%)
minecraft.crafted.muddy_mangrove_roots: #9, 2(0%)
minecraft.used.magenta_stained_glass: #9, 12(0%)
minecraft.dropped.sandstone_slab: #9, 1(0%)
minecraft.dropped.prismarine_crystals: #9, 5(0%)
minecraft.used.pink_bed: #9, 1(0%)
minecraft.crafted.glistering_melon_slice: #9, 3(0%)
minecraft.used.waxed_weathered_copper: #9, 2(0%)
minecraft.used.acacia_planks: #9, 15(0%)
minecraft.crafted.green_glazed_terracotta: #9, 1(0%)
minecraft.picked_up.dead_brain_coral_block: #9, 1(0%)
minecraft.crafted.light_blue_carpet: #9, 3(0%)
minecraft.used.magenta_glazed_terracotta: #9, 1(0%)
minecraft.killed.witch: #9, 12(0%)
minecraft.picked_up.water_bucket: #10, 39(3%)
minecraft.used.oak_boat: #10, 39(3%)
minecraft.killed_by.drowned: #10, 5(3%)
minecraft.mined.cobblestone: #10, 1499(3%)
minecraft.mined.blackstone: #10, 5139(4%)
minecraft.picked_up.dark_oak_stairs: #10, 144(3%)
minecraft.picked_up.spruce_sign: #10, 45(3%)
minecraft.picked_up.oak_boat: #10, 39(3%)
minecraft.mined.birch_trapdoor: #10, 27(5%)
minecraft.crafted.glass: #10, 9597(3%)
minecraft.mined.dark_oak_slab: #10, 90(3%)
minecraft.picked_up.blackstone: #10, 5064(3%)
minecraft.picked_up.brown_mushroom: #10, 329(3%)
minecraft.picked_up.polished_deepslate: #10, 435(3%)
minecraft.picked_up.mutton: #10, 64(3%)
minecraft.used.cyan_terracotta: #10, 1798(3%)
minecraft.mined.smooth_quartz_stairs: #10, 35(3%)
minecraft.used.polished_deepslate: #10, 1903(3%)
minecraft.used.fishing_rod: #10, 116(4%)
minecraft.mined.granite: #10, 6476(2%)
minecraft.killed.wandering_trader: #10, 5(3%)
minecraft.mined.deepslate_diamond_ore: #10, 738(2%)
minecraft.dropped.iron_block: #10, 261(3%)
minecraft.picked_up.polished_blackstone: #10, 162(3%)
minecraft.crafted.birch_sign: #10, 90(2%)
minecraft.crafted.copper_ingot: #10, 2061(2%)
minecraft.picked_up.andesite_stairs: #10, 25(3%)
minecraft.dropped.deepslate: #10, 1855(2%)
minecraft.picked_up.mangrove_slab: #10, 52(3%)
minecraft.broken.iron_axe: #10, 3(3%)
minecraft.dropped.stone: #10, 6186(2%)
minecraft.picked_up.deepslate_bricks: #10, 470(2%)
minecraft.mined.purpur_slab: #10, 12(3%)
minecraft.used.lightning_rod: #10, 103(3%)
minecraft.dropped.brown_terracotta: #10, 29(3%)
minecraft.dropped.cooked_cod: #10, 6(3%)
minecraft.picked_up.oak_pressure_plate: #10, 2(4%)
minecraft.crafted.black_stained_glass_pane: #10, 232(4%)
minecraft.dropped.writable_book: #10, 4(3%)
minecraft.crafted.gray_concrete_powder: #10, 1664(3%)
minecraft.crafted.cobbled_deepslate_slab: #10, 260(2%)
minecraft.mined.dragon_wall_head: #10, 3(3%)
minecraft.used.birch_log: #10, 511(2%)
minecraft.mined.oak_planks: #10, 268(2%)
minecraft.picked_up.bookshelf: #10, 54(2%)
minecraft.picked_up.loom: #10, 7(2%)
minecraft.picked_up.sugar_cane: #10, 3078(2%)
minecraft.picked_up.experience_bottle: #10, 65(2%)
minecraft.dropped.bone_meal: #10, 450(2%)
minecraft.dropped.redstone_torch: #10, 28(2%)
minecraft.mined.cyan_concrete: #10, 360(2%)
minecraft.mined.birch_slab: #10, 14(2%)
minecraft.mined.warped_roots: #10, 97(2%)
minecraft.crafted.oak_trapdoor: #10, 132(2%)
minecraft.picked_up.stone_shovel: #10, 2(2%)
minecraft.mined.rooted_dirt: #10, 250(2%)
minecraft.used.chest_minecart: #10, 3(2%)
minecraft.crafted.writable_book: #10, 19(1%)
minecraft.crafted.cut_copper: #10, 36(2%)
minecraft.picked_up.deepslate_brick_stairs: #10, 76(1%)
minecraft.picked_up.blue_concrete: #10, 41(2%)
minecraft.used.dark_prismarine: #10, 212(2%)
minecraft.picked_up.mangrove_trapdoor: #10, 33(2%)
minecraft.picked_up.chicken: #10, 492(1%)
minecraft.crafted.torch: #11, 6952(4%)
minecraft.mined.oak_sapling: #10, 15(1%)
minecraft.mined.tuff: #11, 6971(4%)
minecraft.picked_up.oak_button: #10, 3(2%)
minecraft.used.birch_sapling: #10, 232(1%)
minecraft.picked_up.twisting_vines: #10, 42(1%)
minecraft.mined.cut_copper_stairs: #10, 9(2%)
minecraft.used.andesite_slab: #10, 145(1%)
minecraft.used.yellow_concrete_powder: #10, 262(1%)
minecraft.broken.fishing_rod: #10, 1(2%)
minecraft.crafted.lime_stained_glass_pane: #10, 32(2%)
minecraft.mined.cocoa: #10, 69(1%)
minecraft.picked_up.mangrove_propagule: #10, 130(1%)
minecraft.crafted.warped_door: #10, 3(2%)
minecraft.dropped.furnace: #10, 4(1%)
minecraft.crafted.firework_rocket: #10, 11112(1%)
minecraft.used.cauldron: #10, 43(1%)
minecraft.killed.villager: #10, 3(2%)
minecraft.used.magenta_dye: #10, 1(2%)
minecraft.picked_up.warped_slab: #10, 52(1%)
minecraft.picked_up.red_candle: #10, 7(1%)
minecraft.picked_up.music_disc_chirp: #10, 2(2%)
minecraft.used.blue_dye: #10, 1(2%)
minecraft.picked_up.diamond_horse_armor: #10, 1(2%)
minecraft.crafted.light_blue_stained_glass_pane: #10, 32(1%)
minecraft.used.chicken: #10, 1(1%)
minecraft.used.cut_copper_stairs: #10, 53(1%)
minecraft.picked_up.pufferfish: #10, 4(1%)
minecraft.picked_up.cut_copper_slab: #10, 9(1%)
minecraft.dropped.dark_oak_sign: #10, 3(1%)
minecraft.picked_up.bubble_coral_fan: #10, 21(1%)
minecraft.picked_up.stripped_birch_log: #10, 49(1%)
minecraft.used.music_disc_strad: #10, 1(1%)
minecraft.mined.fire_coral_fan: #10, 4(1%)
minecraft.mined.chiseled_stone_bricks: #10, 12(1%)
minecraft.picked_up.iron_nugget: #11, 2663(3%)
minecraft.mined.brain_coral: #10, 3(1%)
minecraft.crafted.amethyst_block: #10, 64(1%)
minecraft.crafted.dark_oak_pressure_plate: #10, 2(1%)
minecraft.crafted.red_carpet: #10, 96(1%)
minecraft.picked_up.tube_coral: #10, 4(1%)
minecraft.dropped.nether_bricks: #10, 11(1%)
minecraft.picked_up.brick_slab: #10, 13(1%)
minecraft.dropped.smooth_sandstone: #10, 13(1%)
minecraft.crafted.mud_brick_slab: #10, 16(1%)
minecraft.picked_up.horn_coral_fan: #10, 12(1%)
minecraft.used.red_sand: #10, 11(1%)
minecraft.mined.diorite_wall: #10, 2(1%)
minecraft.picked_up.polished_granite: #10, 31(1%)
minecraft.used.light_blue_wool: #10, 55(0%)
minecraft.used.birch_planks: #10, 600(0%)
minecraft.mined.brain_coral_block: #10, 25(1%)
minecraft.used.mangrove_leaves: #10, 54(0%)
minecraft.mined.bubble_coral_block: #10, 19(1%)
minecraft.picked_up.fire_coral_fan: #10, 13(1%)
minecraft.picked_up.stripped_warped_stem: #10, 67(0%)
minecraft.used.chiseled_bookshelf: #10, 6(1%)
minecraft.crafted.decorated_pot: #10, 4(1%)
minecraft.dropped.white_concrete: #10, 54(1%)
minecraft.picked_up.horn_coral_block: #10, 25(1%)
minecraft.picked_up.polished_diorite_stairs: #10, 3(1%)
minecraft.picked_up.blue_ice: #10, 53(1%)
minecraft.used.decorated_pot: #10, 4(1%)
minecraft.mined.stripped_warped_stem: #10, 60(0%)
minecraft.mined.horn_coral_block: #10, 25(1%)
minecraft.crafted.diamond_sword: #11, 5(3%)
minecraft.picked_up.nether_star: #10, 2(0%)
minecraft.used.white_carpet: #10, 185(0%)
minecraft.mined.chiseled_polished_blackstone: #10, 2(0%)
minecraft.used.brick_stairs: #10, 5(0%)
minecraft.used.stripped_warped_hyphae: #10, 10(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #10, 18(0%)
minecraft.used.brain_coral: #10, 1(0%)
minecraft.picked_up.mossy_cobblestone_wall: #10, 1(1%)
minecraft.dropped.polished_blackstone_button: #10, 6(0%)
minecraft.used.acacia_wood: #10, 20(0%)
minecraft.mined.pink_concrete: #10, 24(0%)
minecraft.mined.deepslate: #11, 45734(3%)
minecraft.picked_up.stripped_dark_oak_wood: #10, 8(0%)
minecraft.mined.stripped_mangrove_wood: #10, 3(0%)
minecraft.mined.diamond_ore: #11, 20(5%)
minecraft.mined.fire_coral_block: #10, 16(0%)
minecraft.mined.white_carpet: #10, 20(0%)
minecraft.dropped.stone_brick_slab: #10, 13(0%)
minecraft.dropped.glow_lichen: #10, 4(0%)
minecraft.dropped.cracked_stone_bricks: #10, 3(0%)
minecraft.crafted.magenta_concrete_powder: #10, 24(0%)
minecraft.used.fletching_table: #10, 1(0%)
minecraft.mined.brown_wool: #10, 2(0%)
minecraft.used.nether_brick_fence: #10, 11(0%)
minecraft.picked_up.purple_wool: #10, 9(0%)
minecraft.used.stripped_oak_log: #10, 34(0%)
minecraft.custom.fish_caught: #10, 1(0%)
minecraft.crafted.filled_map: #10, 34(0%)
minecraft.used.spruce_sign: #11, 85(3%)
minecraft.used.cracked_polished_blackstone_bricks: #10, 9(0%)
minecraft.picked_up.pink_bed: #10, 1(0%)
minecraft.picked_up.raw_gold: #11, 1244(3%)
minecraft.used.pointed_dripstone: #10, 56(0%)
minecraft.crafted.polished_blackstone_wall: #10, 1(0%)
minecraft.used.brick_slab: #10, 13(0%)
minecraft.mined.raw_gold_block: #10, 2(0%)
minecraft.mined.stripped_birch_wood: #10, 1(0%)
minecraft.used.waxed_oxidized_copper: #10, 1(0%)
minecraft.used.polished_blackstone_brick_stairs: #10, 10(0%)
minecraft.used.bubble_coral_block: #10, 1(0%)
minecraft.dropped.brown_wool: #10, 1(0%)
minecraft.dropped.black_wool: #10, 2(0%)
minecraft.dropped.mangrove_roots: #10, 4(0%)
minecraft.killed.zombie_villager: #11, 11(3%)
minecraft.custom.interact_with_loom: #11, 27(4%)
minecraft.used.brewing_stand: #11, 17(3%)
minecraft.picked_up.polished_andesite_stairs: #11, 86(3%)
minecraft.picked_up.poisonous_potato: #11, 7(4%)
minecraft.mined.moss_carpet: #11, 286(3%)
minecraft.picked_up.iron_bars: #11, 198(3%)
minecraft.mined.dark_oak_log: #11, 4574(3%)
minecraft.picked_up.tripwire_hook: #11, 15(4%)
minecraft.picked_up.stone_pickaxe: #11, 5(3%)
minecraft.mined.sweet_berry_bush: #11, 13(3%)
minecraft.used.oak_slab: #11, 250(3%)
minecraft.killed_by.zombie: #11, 3(4%)
minecraft.used.shield: #11, 143(3%)
minecraft.dropped.oak_planks: #11, 79(2%)
minecraft.picked_up.red_terracotta: #11, 1093(2%)
minecraft.used.sunflower: #11, 8(3%)
minecraft.used.dripstone_block: #11, 180(3%)
minecraft.crafted.iron_trapdoor: #11, 174(3%)
minecraft.crafted.dark_oak_sign: #11, 54(3%)
minecraft.mined.potatoes: #11, 166(3%)
minecraft.mined.lime_shulker_box: #11, 77(3%)
minecraft.used.polished_deepslate_slab: #11, 1075(3%)
minecraft.picked_up.lime_shulker_box: #11, 77(3%)
minecraft.used.iron_trapdoor: #11, 151(3%)
minecraft.used.glass: #11, 1853(2%)
minecraft.dropped.netherite_boots: #11, 2(3%)
minecraft.used.oak_stairs: #11, 72(2%)
minecraft.used.lime_shulker_box: #11, 73(3%)
minecraft.picked_up.splash_potion: #11, 17(2%)
minecraft.picked_up.warped_planks: #11, 252(2%)
minecraft.mined.sea_lantern: #11, 46(2%)
minecraft.used.pumpkin_pie: #11, 489(2%)
minecraft.picked_up.coal_block: #11, 127(2%)
minecraft.dropped.andesite: #11, 433(2%)
minecraft.picked_up.smooth_quartz_stairs: #11, 35(2%)
minecraft.used.stone_pressure_plate: #11, 23(2%)
minecraft.mined.deepslate_tile_slab: #11, 41(2%)
minecraft.picked_up.birch_trapdoor: #11, 25(2%)
minecraft.dropped.stick: #11, 1275(1%)
minecraft.dropped.kelp: #11, 201(2%)
minecraft.mined.lime_concrete_powder: #11, 5(3%)
minecraft.crafted.raw_copper_block: #11, 303(2%)
minecraft.picked_up.purpur_slab: #11, 9(2%)
minecraft.dropped.flint_and_steel: #11, 3(2%)
minecraft.picked_up.slime_block: #11, 329(2%)
minecraft.crafted.smooth_stone_slab: #11, 230(2%)
minecraft.crafted.raw_gold_block: #11, 57(2%)
minecraft.mined.snow_block: #11, 1367(1%)
minecraft.crafted.cyan_stained_glass_pane: #11, 32(3%)
minecraft.picked_up.iron_leggings: #11, 8(1%)
minecraft.crafted.diamond_chestplate: #11, 4(2%)
minecraft.picked_up.jungle_leaves: #11, 208(2%)
minecraft.used.flowering_azalea_leaves: #11, 198(1%)
minecraft.picked_up.oak_leaves: #11, 1331(1%)
minecraft.mined.tnt: #11, 47(2%)
minecraft.mined.dirt: #12, 34588(4%)
minecraft.picked_up.cut_copper_stairs: #11, 9(1%)
minecraft.picked_up.enchanted_book: #11, 23(1%)
minecraft.crafted.spruce_boat: #11, 5(2%)
minecraft.used.nether_quartz_ore: #11, 225(2%)
minecraft.mined.purpur_block: #11, 77(2%)
minecraft.used.glass_pane: #11, 88(2%)
minecraft.crafted.oak_button: #11, 10(2%)
minecraft.mined.stone_pressure_plate: #11, 5(2%)
minecraft.picked_up.netherite_sword: #11, 5(2%)
minecraft.mined.smooth_quartz_slab: #11, 28(1%)
minecraft.used.written_book: #11, 337(1%)
minecraft.dropped.enchanted_book: #11, 20(2%)
minecraft.dropped.oak_door: #11, 1(2%)
minecraft.crafted.smooth_quartz: #11, 305(1%)
minecraft.dropped.oak_slab: #11, 6(1%)
minecraft.used.spruce_button: #11, 13(1%)
minecraft.mined.orange_terracotta: #11, 737(1%)
minecraft.dropped.diamond_hoe: #11, 1(2%)
minecraft.used.brush: #11, 54(2%)
minecraft.dropped.amethyst_block: #11, 23(2%)
minecraft.dropped.jungle_planks: #11, 12(1%)
minecraft.used.deepslate_tile_stairs: #11, 140(1%)
minecraft.used.deepslate_brick_stairs: #11, 183(1%)
minecraft.crafted.blue_stained_glass: #11, 88(1%)
minecraft.mined.mushroom_stem: #11, 431(1%)
minecraft.picked_up.cyan_concrete: #11, 137(1%)
minecraft.crafted.light_gray_concrete_powder: #11, 648(1%)
minecraft.used.light_gray_concrete_powder: #11, 494(1%)
minecraft.picked_up.acacia_sapling: #11, 83(1%)
minecraft.used.nether_wart_block: #11, 40(1%)
minecraft.crafted.blue_concrete_powder: #11, 200(1%)
minecraft.used.lime_concrete_powder: #11, 139(1%)
