stat, rank, value, (percentage) 
minecraft.mined.light_gray_candle: #4, 1(3%)
minecraft.dropped.music_disc_strad: #4, 1(3%)
minecraft.dropped.magenta_terracotta: #4, 1(3%)
minecraft.picked_up.brewing_stand: #5, 22(5%)
minecraft.dropped.glass_bottle: #6, 577(7%)
minecraft.picked_up.flint_and_steel: #5, 50(4%)
minecraft.used.red_stained_glass_pane: #5, 128(8%)
minecraft.used.cookie: #5, 35(6%)
minecraft.mined.stone_brick_wall: #6, 67(9%)
minecraft.picked_up.heavy_weighted_pressure_plate: #4, 52(0%)
minecraft.crafted.cooked_rabbit: #4, 1(1%)
minecraft.dropped.birch_fence_gate: #4, 1(2%)
minecraft.dropped.pink_wool: #4, 2(1%)
minecraft.mined.large_amethyst_bud: #5, 80(6%)
minecraft.dropped.leather_boots: #5, 76(4%)
minecraft.dropped.stripped_warped_hyphae: #4, 1(1%)
minecraft.dropped.brick: #5, 245(8%)
minecraft.used.cyan_glazed_terracotta: #4, 1(1%)
minecraft.crafted.white_candle: #4, 8(0%)
minecraft.picked_up.dragon_breath: #4, 1(1%)
minecraft.picked_up.large_amethyst_bud: #5, 71(6%)
minecraft.mined.heavy_weighted_pressure_plate: #4, 8(0%)
minecraft.crafted.brown_candle: #4, 5(0%)
minecraft.picked_up.quartz: #6, 7497(6%)
minecraft.used.crimson_button: #5, 6(12%)
minecraft.picked_up.written_book: #6, 43(6%)
minecraft.custom.interact_with_cartography_table: #5, 36(5%)
minecraft.picked_up.snow_block: #6, 6412(7%)
minecraft.mined.snow_block: #6, 7004(6%)
minecraft.mined.stone_stairs: #6, 197(8%)
minecraft.crafted.diorite_slab: #5, 72(9%)
minecraft.crafted.red_wool: #5, 384(5%)
minecraft.picked_up.copper_ore: #6, 1987(7%)
minecraft.crafted.dripstone_block: #5, 824(6%)
minecraft.crafted.crafting_table: #6, 157(5%)
minecraft.picked_up.stone_slab: #6, 1425(7%)
minecraft.crafted.shulker_box: #6, 1012(7%)
minecraft.mined.polished_deepslate_slab: #5, 377(4%)
minecraft.dropped.cobblestone_stairs: #5, 36(7%)
minecraft.mined.mossy_cobblestone_stairs: #5, 9(8%)
minecraft.crafted.deepslate_tile_wall: #5, 58(6%)
minecraft.picked_up.copper_block: #6, 875(7%)
minecraft.used.spruce_pressure_plate: #5, 21(5%)
minecraft.custom.sprint_one_cm: #7, 156794104(5%)
minecraft.dropped.carrot: #5, 1203(4%)
minecraft.picked_up.black_stained_glass_pane: #5, 57(6%)
minecraft.dropped.composter: #5, 6(6%)
minecraft.mined.powder_snow: #6, 108(6%)
minecraft.mined.stripped_spruce_wood: #5, 124(5%)
minecraft.custom.interact_with_brewingstand: #5, 343(3%)
minecraft.crafted.spruce_pressure_plate: #5, 27(4%)
minecraft.dropped.brown_shulker_box: #5, 1(12%)
minecraft.dropped.chainmail_leggings: #5, 6(5%)
minecraft.dropped.oak_planks: #6, 213(7%)
minecraft.mined.rose_bush: #6, 33(7%)
minecraft.dropped.oak_button: #5, 4(7%)
minecraft.crafted.purple_stained_glass_pane: #5, 320(7%)
minecraft.picked_up.leather_boots: #5, 51(3%)
minecraft.picked_up.stripped_spruce_wood: #5, 124(4%)
minecraft.picked_up.sugar_cane: #5, 5507(3%)
minecraft.used.cyan_stained_glass_pane: #5, 60(6%)
minecraft.mined.diorite_stairs: #5, 7(8%)
minecraft.dropped.tripwire_hook: #5, 5(7%)
minecraft.used.allium: #5, 9(5%)
minecraft.dropped.leather_leggings: #5, 15(4%)
minecraft.crafted.warped_door: #5, 9(5%)
minecraft.dropped.gunpowder: #5, 1272(2%)
minecraft.dropped.baked_potato: #5, 15(5%)
minecraft.mined.dispenser: #6, 115(7%)
minecraft.mined.polished_blackstone_bricks: #5, 1422(3%)
minecraft.used.firework_rocket: #7, 52699(6%)
minecraft.crafted.torch: #6, 8981(5%)
minecraft.picked_up.allium: #5, 109(3%)
minecraft.picked_up.polished_deepslate: #6, 904(6%)
minecraft.killed_by.warden: #6, 19(7%)
minecraft.crafted.crimson_trapdoor: #6, 314(7%)
minecraft.picked_up.glowstone_dust: #6, 1108(7%)
minecraft.dropped.oak_pressure_plate: #5, 2(9%)
minecraft.mined.black_wall_banner: #5, 12(9%)
minecraft.used.yellow_banner: #5, 15(6%)
minecraft.dropped.weeping_vines: #5, 30(4%)
minecraft.crafted.polished_basalt: #5, 788(3%)
minecraft.mined.warped_fence: #5, 23(4%)
minecraft.crafted.mossy_stone_brick_slab: #5, 12(6%)
minecraft.used.iron_shovel: #6, 5126(5%)
minecraft.dropped.warped_wart_block: #5, 312(4%)
minecraft.crafted.polished_blackstone: #6, 2572(7%)
minecraft.used.white_candle: #5, 8(6%)
minecraft.picked_up.acacia_log: #6, 2193(6%)
minecraft.dropped.dripstone_block: #5, 87(3%)
minecraft.crafted.green_banner: #5, 42(5%)
minecraft.used.brown_mushroom_block: #6, 450(8%)
minecraft.dropped.string: #6, 4179(6%)
minecraft.picked_up.honey_bottle: #5, 59(4%)
minecraft.dropped.grindstone: #5, 6(7%)
minecraft.picked_up.tropical_fish: #5, 140(2%)
minecraft.dropped.cracked_stone_bricks: #5, 39(4%)
minecraft.picked_up.beacon: #6, 45(7%)
minecraft.used.amethyst_block: #6, 1035(7%)
minecraft.used.acacia_sapling: #5, 322(4%)
minecraft.picked_up.poisonous_potato: #6, 13(7%)
minecraft.mined.oak_sign: #6, 14(6%)
minecraft.picked_up.red_nether_bricks: #5, 30(5%)
minecraft.dropped.gray_wool: #5, 77(3%)
minecraft.mined.cobweb: #6, 344(6%)
minecraft.dropped.porkchop: #5, 20(3%)
minecraft.mined.carved_pumpkin: #5, 386(2%)
minecraft.mined.cobblestone: #6, 2425(4%)
minecraft.crafted.armor_stand: #6, 175(6%)
minecraft.crafted.glass_bottle: #5, 2007(2%)
minecraft.mined.gray_carpet: #5, 208(2%)
minecraft.mined.nether_gold_ore: #6, 506(6%)
minecraft.picked_up.crossbow: #6, 100(6%)
minecraft.picked_up.oak_door: #6, 11(7%)
minecraft.picked_up.magenta_stained_glass_pane: #5, 7(6%)
minecraft.dropped.crimson_fungus: #5, 7(3%)
minecraft.crafted.blue_bed: #5, 1(4%)
minecraft.picked_up.map: #5, 49(3%)
minecraft.picked_up.leather_helmet: #6, 15(5%)
minecraft.crafted.leather_boots: #5, 30(2%)
minecraft.picked_up.diorite_stairs: #5, 9(4%)
minecraft.dropped.emerald_ore: #5, 3(4%)
minecraft.dropped.diamond_axe: #6, 9(5%)
minecraft.dropped.bee_nest: #5, 1(7%)
minecraft.crafted.cooked_chicken: #5, 64(3%)
minecraft.picked_up.bamboo_door: #5, 1(8%)
minecraft.used.stripped_acacia_log: #5, 55(3%)
minecraft.dropped.pumpkin_seeds: #6, 1810(7%)
minecraft.mined.brick_slab: #5, 34(2%)
minecraft.used.painting: #6, 120(6%)
minecraft.dropped.slime_ball: #6, 794(7%)
minecraft.picked_up.honeycomb: #6, 462(6%)
minecraft.used.deepslate_tile_slab: #6, 1266(5%)
minecraft.picked_up.name_tag: #5, 41(2%)
minecraft.dropped.mossy_stone_brick_slab: #5, 6(4%)
minecraft.mined.brown_carpet: #5, 39(2%)
minecraft.dropped.diorite_slab: #5, 2(6%)
minecraft.used.gold_block: #6, 431(5%)
minecraft.picked_up.small_amethyst_bud: #5, 140(2%)
minecraft.mined.light_blue_stained_glass: #5, 25(2%)
minecraft.picked_up.deepslate_tile_slab: #6, 237(6%)
minecraft.used.glowstone: #6, 509(5%)
minecraft.picked_up.disc_fragment_5: #5, 9(4%)
minecraft.mined.cake: #5, 2(3%)
minecraft.picked_up.soul_campfire: #5, 2(4%)
minecraft.crafted.magenta_stained_glass: #5, 336(3%)
minecraft.picked_up.quartz_bricks: #6, 38(6%)
minecraft.custom.raid_win: #5, 2057(4%)
minecraft.used.cracked_deepslate_tiles: #5, 19(4%)
minecraft.picked_up.magenta_dye: #5, 25(2%)
minecraft.picked_up.deepslate_tile_wall: #6, 137(6%)
minecraft.used.mossy_stone_brick_stairs: #5, 37(3%)
minecraft.dropped.cobblestone_slab: #6, 148(7%)
minecraft.picked_up.coal: #7, 11532(6%)
minecraft.picked_up.turtle_egg: #5, 22(2%)
minecraft.dropped.firework_rocket: #5, 2401(1%)
minecraft.picked_up.pink_bed: #5, 13(2%)
minecraft.crafted.scaffolding: #6, 4842(6%)
minecraft.picked_up.deepslate_tile_stairs: #6, 204(6%)
minecraft.dropped.light_blue_stained_glass_pane: #5, 4(2%)
minecraft.used.pink_bed: #5, 13(2%)
minecraft.mined.turtle_egg: #5, 22(2%)
minecraft.dropped.acacia_door: #5, 3(4%)
minecraft.mined.lava_cauldron: #5, 1(2%)
minecraft.crafted.gray_carpet: #6, 1413(5%)
minecraft.dropped.acacia_slab: #5, 4(2%)
minecraft.used.warped_fungus_on_a_stick: #5, 34(2%)
minecraft.used.blue_concrete: #6, 143(7%)
minecraft.picked_up.cobweb: #6, 307(7%)
minecraft.picked_up.warped_hyphae: #5, 48(1%)
minecraft.dropped.red_tulip: #5, 2(2%)
minecraft.dropped.iron_axe: #6, 83(6%)
minecraft.dropped.pumpkin: #5, 143(1%)
minecraft.crafted.pink_bed: #5, 1(2%)
minecraft.picked_up.mossy_cobblestone_stairs: #6, 19(9%)
minecraft.crafted.crimson_fence_gate: #5, 18(1%)
minecraft.dropped.campfire: #5, 4(2%)
minecraft.dropped.glowstone_dust: #6, 340(6%)
minecraft.used.honeycomb_block: #5, 30(1%)
minecraft.dropped.soul_torch: #5, 7(2%)
minecraft.mined.dark_oak_door: #6, 6(7%)
minecraft.used.crimson_fence_gate: #5, 19(2%)
minecraft.crafted.netherite_block: #5, 2(1%)
minecraft.mined.green_wall_banner: #5, 1(2%)
minecraft.mined.black_concrete_powder: #5, 80(1%)
minecraft.picked_up.chainmail_leggings: #6, 6(6%)
minecraft.dropped.raw_gold_block: #5, 2(1%)
minecraft.dropped.stripped_crimson_stem: #5, 1(1%)
minecraft.used.gilded_blackstone: #5, 6(1%)
minecraft.dropped.quartz_pillar: #5, 23(1%)
minecraft.custom.strider_one_cm: #5, 24626(1%)
minecraft.dropped.blaze_rod: #6, 72(11%)
minecraft.dropped.lime_carpet: #5, 2(1%)
minecraft.dropped.diorite_stairs: #5, 1(1%)
minecraft.mined.mangrove_stairs: #6, 16(7%)
minecraft.crafted.cobblestone_stairs: #6, 118(5%)
minecraft.used.raw_iron_block: #5, 25(0%)
minecraft.used.orange_glazed_terracotta: #5, 1(0%)
minecraft.dropped.green_carpet: #5, 2(0%)
minecraft.killed.axolotl: #5, 2(0%)
minecraft.mined.white_glazed_terracotta: #5, 1(0%)
minecraft.used.white_glazed_terracotta: #5, 1(0%)
minecraft.dropped.netherite_leggings: #6, 3(5%)
minecraft.mined.rooted_dirt: #6, 665(4%)
minecraft.picked_up.red_stained_glass: #6, 278(5%)
minecraft.picked_up.dark_oak_trapdoor: #6, 154(3%)
minecraft.used.honey_block: #6, 369(4%)
minecraft.picked_up.stone_stairs: #6, 225(4%)
minecraft.used.item_frame: #7, 701(6%)
minecraft.custom.fill_cauldron: #6, 41(5%)
minecraft.mined.stone_bricks: #6, 1447(3%)
minecraft.used.crimson_door: #6, 7(8%)
minecraft.used.cyan_terracotta: #7, 4403(6%)
minecraft.picked_up.purpur_block: #6, 184(4%)
minecraft.picked_up.spruce_sign: #7, 91(6%)
minecraft.dropped.music_disc_13: #6, 4(6%)
minecraft.dropped.twisting_vines: #6, 14(8%)
minecraft.used.deepslate_tile_wall: #6, 426(4%)
minecraft.crafted.cake: #6, 11(6%)
minecraft.picked_up.purple_dye: #6, 30(7%)
minecraft.dropped.purpur_stairs: #6, 7(6%)
minecraft.used.cyan_carpet: #6, 168(5%)
minecraft.crafted.lapis_lazuli: #6, 1404(3%)
minecraft.mined.calcite: #7, 3024(6%)
minecraft.used.calcite: #7, 1519(7%)
minecraft.used.polished_andesite_slab: #6, 856(3%)
minecraft.used.mossy_stone_brick_wall: #6, 41(7%)
minecraft.picked_up.calcite: #7, 2953(6%)
minecraft.crafted.blue_stained_glass: #6, 280(4%)
minecraft.picked_up.pink_dye: #6, 56(5%)
minecraft.crafted.iron_helmet: #6, 7(3%)
minecraft.mined.medium_amethyst_bud: #6, 80(4%)
minecraft.mined.tuff: #7, 9206(6%)
minecraft.dropped.charcoal: #6, 30(5%)
minecraft.picked_up.light_blue_stained_glass_pane: #6, 71(4%)
minecraft.mined.stone_brick_slab: #6, 113(3%)
minecraft.picked_up.cauldron: #6, 23(3%)
minecraft.used.gray_carpet: #6, 1407(3%)
minecraft.dropped.polished_diorite: #6, 57(5%)
minecraft.used.red_mushroom_block: #6, 286(4%)
minecraft.used.bucket: #7, 5730(5%)
minecraft.picked_up.pumpkin_seeds: #6, 1743(2%)
minecraft.dropped.light_gray_terracotta: #6, 62(4%)
minecraft.mined.dark_oak_trapdoor: #7, 129(6%)
minecraft.crafted.golden_leggings: #6, 3(5%)
minecraft.picked_up.mossy_stone_brick_stairs: #6, 9(5%)
minecraft.picked_up.acacia_door: #6, 3(8%)
minecraft.mined.cobbled_deepslate_slab: #6, 208(2%)
minecraft.picked_up.gravel: #7, 23739(5%)
minecraft.picked_up.experience_bottle: #6, 84(3%)
minecraft.used.prismarine_bricks: #6, 311(3%)
minecraft.mined.stripped_acacia_log: #6, 66(3%)
minecraft.picked_up.shears: #7, 61(5%)
minecraft.dropped.cooked_mutton: #6, 3(5%)
minecraft.picked_up.bone_meal: #6, 5591(2%)
minecraft.picked_up.stripped_acacia_log: #6, 70(3%)
minecraft.dropped.written_book: #7, 10(6%)
minecraft.mined.warped_stairs: #6, 32(3%)
minecraft.crafted.light_blue_stained_glass: #6, 312(3%)
minecraft.picked_up.warped_fence: #6, 23(3%)
minecraft.used.peony: #6, 9(3%)
minecraft.picked_up.cyan_stained_glass_pane: #6, 16(5%)
minecraft.picked_up.seagrass: #6, 100(3%)
minecraft.crafted.red_nether_bricks: #6, 97(4%)
minecraft.mined.jungle_fence: #6, 6(5%)
minecraft.mined.spruce_pressure_plate: #6, 3(4%)
minecraft.picked_up.cyan_carpet: #6, 83(3%)
minecraft.picked_up.black_dye: #6, 90(3%)
minecraft.dropped.damaged_anvil: #6, 1(6%)
minecraft.killed_by.vindicator: #6, 1(7%)
minecraft.mined.polished_andesite_slab: #6, 90(2%)
minecraft.used.bell: #6, 12(3%)
minecraft.dropped.warped_nylium: #6, 13(4%)
minecraft.crafted.polished_andesite_slab: #6, 154(2%)
minecraft.picked_up.blaze_rod: #7, 264(6%)
minecraft.crafted.netherite_ingot: #6, 51(2%)
minecraft.crafted.lectern: #7, 75(6%)
minecraft.dropped.leather_chestplate: #6, 15(3%)
minecraft.crafted.enchanted_book: #6, 394(3%)
minecraft.used.polished_andesite_stairs: #7, 732(5%)
minecraft.picked_up.glass: #7, 3320(5%)
minecraft.used.yellow_stained_glass_pane: #6, 51(3%)
minecraft.mined.cobbled_deepslate: #7, 1058(5%)
minecraft.mined.polished_blackstone_button: #6, 10(3%)
minecraft.crafted.yellow_shulker_box: #7, 18(7%)
minecraft.picked_up.painting: #7, 99(6%)
minecraft.dropped.tuff: #7, 1276(5%)
minecraft.crafted.music_disc_5: #6, 1(5%)
minecraft.picked_up.weathered_copper: #7, 212(6%)
minecraft.dropped.birch_boat: #6, 1(4%)
minecraft.picked_up.pink_glazed_terracotta: #6, 12(4%)
minecraft.mined.weathered_copper: #7, 215(6%)
minecraft.crafted.diamond_axe: #7, 8(4%)
minecraft.used.black_banner: #6, 15(3%)
minecraft.mined.soul_campfire: #6, 3(3%)
minecraft.picked_up.mycelium: #6, 415(2%)
minecraft.mined.black_concrete: #7, 3714(5%)
minecraft.used.oak_button: #6, 8(2%)
minecraft.dropped.polished_andesite_slab: #6, 24(2%)
minecraft.mined.blue_concrete_powder: #6, 1(4%)
minecraft.picked_up.nether_quartz_ore: #7, 1005(6%)
minecraft.dropped.oak_fence_gate: #6, 2(4%)
minecraft.mined.cobblestone_slab: #6, 97(1%)
minecraft.mined.stripped_bamboo_block: #6, 9(3%)
minecraft.picked_up.stripped_bamboo_block: #6, 9(3%)
minecraft.dropped.end_stone: #6, 28(2%)
minecraft.picked_up.cyan_shulker_box: #7, 291(4%)
minecraft.mined.lime_glazed_terracotta: #6, 2(5%)
minecraft.dropped.diorite_wall: #6, 25(4%)
minecraft.crafted.brewing_stand: #7, 32(6%)
minecraft.dropped.oak_sapling: #7, 142(5%)
minecraft.dropped.anvil: #6, 5(2%)
minecraft.mined.mycelium: #6, 469(2%)
minecraft.used.purple_terracotta: #6, 82(2%)
minecraft.crafted.cooked_beef: #7, 316(5%)
minecraft.used.spruce_boat: #7, 38(4%)
minecraft.used.warped_roots: #6, 18(2%)
minecraft.used.trapped_chest: #6, 1(3%)
minecraft.mined.detector_rail: #6, 4(2%)
minecraft.picked_up.brown_wool: #6, 82(1%)
minecraft.used.light_gray_dye: #6, 4(2%)
minecraft.used.gray_dye: #6, 1(3%)
minecraft.dropped.iron_chestplate: #6, 6(1%)
minecraft.used.goat_horn: #6, 4(1%)
minecraft.mined.oak_door: #7, 6(6%)
minecraft.picked_up.white_candle: #6, 4(2%)
minecraft.dropped.warped_trapdoor: #6, 3(2%)
minecraft.picked_up.string: #8, 6718(6%)
minecraft.picked_up.acacia_leaves: #6, 150(1%)
minecraft.used.minecart: #7, 122(5%)
minecraft.dropped.stripped_oak_log: #6, 5(2%)
minecraft.picked_up.mangrove_boat: #6, 1(2%)
minecraft.picked_up.granite_wall: #6, 7(2%)
minecraft.dropped.blue_carpet: #6, 2(2%)
minecraft.dropped.warped_stairs: #6, 1(2%)
minecraft.crafted.stripped_warped_hyphae: #6, 6(2%)
minecraft.picked_up.cyan_concrete_powder: #6, 107(1%)
minecraft.dropped.raw_iron_block: #6, 3(2%)
minecraft.picked_up.raw_copper_block: #7, 142(6%)
minecraft.mined.purple_carpet: #6, 10(2%)
minecraft.picked_up.nether_sprouts: #6, 10(1%)
minecraft.used.orange_candle: #6, 4(2%)
minecraft.used.stone_stairs: #7, 603(4%)
minecraft.picked_up.purple_candle: #6, 2(1%)
minecraft.dropped.polished_blackstone_button: #6, 10(1%)
minecraft.dropped.light_gray_carpet: #6, 5(1%)
minecraft.picked_up.mangrove_pressure_plate: #6, 2(1%)
minecraft.used.lead: #7, 4(5%)
minecraft.used.brown_candle: #6, 5(1%)
minecraft.used.chiseled_stone_bricks: #7, 364(5%)
minecraft.used.cooked_rabbit: #6, 1(1%)
minecraft.used.lapis_block: #6, 32(0%)
minecraft.picked_up.honeycomb_block: #6, 16(1%)
minecraft.used.crimson_sign: #6, 13(0%)
minecraft.dropped.mud: #7, 67(6%)
minecraft.dropped.writable_book: #7, 7(5%)
minecraft.crafted.crimson_sign: #6, 9(0%)
minecraft.picked_up.purple_carpet: #6, 51(0%)
minecraft.crafted.magenta_carpet: #6, 3(0%)
minecraft.dropped.spruce_wood: #6, 2(0%)
minecraft.dropped.iron_helmet: #7, 6(6%)
minecraft.dropped.purple_stained_glass: #6, 2(0%)
minecraft.dropped.melon_slice: #6, 17(0%)
minecraft.mined.quartz_stairs: #7, 27(6%)
minecraft.dropped.brown_wool: #6, 2(0%)
minecraft.used.light_gray_glazed_terracotta: #6, 1(0%)
minecraft.picked_up.iron_door: #7, 20(4%)
minecraft.crafted.smooth_stone_slab: #7, 558(4%)
minecraft.mined.cobblestone_stairs: #7, 54(4%)
minecraft.crafted.deepslate_tile_slab: #7, 190(5%)
minecraft.picked_up.spruce_boat: #7, 31(3%)
minecraft.used.yellow_dye: #7, 14(6%)
minecraft.picked_up.diorite_wall: #7, 82(7%)
minecraft.mined.spruce_trapdoor: #7, 193(3%)
minecraft.dropped.oak_boat: #7, 6(5%)
minecraft.crafted.orange_shulker_box: #7, 8(4%)
minecraft.picked_up.rooted_dirt: #7, 581(3%)
minecraft.used.light_gray_wool: #7, 1362(4%)
minecraft.used.blue_stained_glass: #7, 62(7%)
minecraft.picked_up.mangrove_stairs: #7, 15(6%)
minecraft.picked_up.golden_pickaxe: #7, 2(6%)
minecraft.mined.sea_pickle: #7, 41(4%)
minecraft.killed.bat: #7, 12(4%)
minecraft.picked_up.bricks: #7, 383(4%)
minecraft.picked_up.flint: #7, 539(2%)
minecraft.used.pink_wool: #7, 469(5%)
minecraft.mined.loom: #7, 9(4%)
minecraft.dropped.birch_sign: #7, 26(3%)
minecraft.used.red_stained_glass: #7, 601(4%)
minecraft.mined.jungle_fence_gate: #7, 3(7%)
minecraft.used.chest_minecart: #7, 6(5%)
minecraft.picked_up.flower_pot: #7, 76(3%)
minecraft.dropped.mutton: #7, 19(5%)
minecraft.crafted.red_shulker_box: #7, 17(3%)
minecraft.dropped.acacia_trapdoor: #7, 26(7%)
minecraft.picked_up.oak_slab: #8, 181(6%)
minecraft.used.diorite_wall: #7, 166(4%)
minecraft.picked_up.amethyst_cluster: #7, 206(3%)
minecraft.dropped.spruce_door: #7, 6(5%)
minecraft.used.cobblestone_stairs: #7, 157(3%)
minecraft.crafted.warped_button: #7, 40(4%)
minecraft.crafted.diamond_hoe: #7, 3(3%)
minecraft.picked_up.lava_bucket: #7, 35(4%)
minecraft.picked_up.stick: #8, 6105(5%)
minecraft.mined.chiseled_stone_bricks: #7, 52(3%)
minecraft.crafted.black_bed: #7, 2(5%)
minecraft.picked_up.azure_bluet: #7, 146(2%)
minecraft.mined.oxidized_copper: #7, 793(3%)
minecraft.mined.warped_roots: #7, 142(2%)
minecraft.picked_up.cobbled_deepslate: #8, 46709(5%)
minecraft.used.amethyst_cluster: #7, 77(3%)
minecraft.picked_up.medium_amethyst_bud: #7, 74(4%)
minecraft.mined.nether_wart_block: #8, 2384(6%)
minecraft.crafted.quartz_pillar: #7, 728(3%)
minecraft.dropped.spruce_log: #8, 549(6%)
minecraft.picked_up.blue_wool: #7, 162(3%)
minecraft.picked_up.warped_fungus: #7, 234(2%)
minecraft.mined.red_mushroom_block: #7, 1748(2%)
minecraft.used.purple_dye: #7, 3(5%)
minecraft.used.coal_block: #7, 115(3%)
minecraft.dropped.warped_button: #7, 12(4%)
minecraft.crafted.dark_oak_wood: #7, 195(3%)
minecraft.used.sponge: #7, 502(3%)
minecraft.dropped.bamboo: #7, 696(2%)
minecraft.picked_up.warped_slab: #7, 111(3%)
minecraft.mined.wet_sponge: #7, 462(3%)
minecraft.used.mossy_cobblestone_stairs: #7, 46(3%)
minecraft.picked_up.black_wool: #7, 434(2%)
minecraft.mined.sand: #8, 80208(5%)
minecraft.crafted.red_banner: #7, 65(3%)
minecraft.mined.red_mushroom: #7, 36(3%)
minecraft.crafted.gray_dye: #8, 1802(5%)
minecraft.crafted.light_gray_terracotta: #7, 244(3%)
minecraft.picked_up.light_blue_stained_glass: #7, 46(3%)
minecraft.crafted.lime_stained_glass_pane: #7, 48(3%)
minecraft.used.dark_oak_pressure_plate: #7, 3(4%)
minecraft.mined.purpur_stairs: #7, 20(2%)
minecraft.mined.red_terracotta: #8, 2042(5%)
minecraft.crafted.yellow_stained_glass_pane: #7, 64(3%)
minecraft.dropped.pointed_dripstone: #7, 37(2%)
minecraft.used.cyan_concrete_powder: #7, 502(2%)
minecraft.used.gravel: #8, 1509(4%)
minecraft.dropped.black_concrete: #7, 86(3%)
minecraft.used.cooked_chicken: #7, 41(2%)
minecraft.mined.warped_slab: #7, 60(2%)
minecraft.picked_up.cobblestone_slab: #7, 185(1%)
minecraft.crafted.trapped_chest: #7, 1(4%)
minecraft.crafted.anvil: #8, 210(5%)
minecraft.killed.tropical_fish: #7, 6(2%)
minecraft.dropped.green_shulker_box: #7, 1(3%)
minecraft.dropped.wooden_sword: #7, 10(2%)
minecraft.used.light_blue_stained_glass: #7, 104(2%)
minecraft.picked_up.wheat: #8, 2161(4%)
minecraft.killed_by.vex: #8, 11(5%)
minecraft.picked_up.netherite_chestplate: #7, 1(3%)
minecraft.mined.wheat: #8, 1425(4%)
minecraft.dropped.activator_rail: #7, 2(3%)
minecraft.picked_up.smoker: #7, 2(2%)
minecraft.used.azure_bluet: #7, 17(1%)
minecraft.mined.pink_wool: #7, 31(2%)
minecraft.mined.birch_button: #7, 2(3%)
minecraft.crafted.lime_bed: #7, 1(2%)
minecraft.picked_up.cornflower: #7, 645(1%)
minecraft.picked_up.glass_bottle: #8, 773(4%)
minecraft.picked_up.red_terracotta: #8, 1951(4%)
minecraft.picked_up.purpur_stairs: #7, 17(1%)
minecraft.mined.water_cauldron: #7, 3(2%)
minecraft.mined.fletching_table: #7, 3(2%)
minecraft.mined.deepslate_coal_ore: #8, 19(6%)
minecraft.crafted.mud_brick_slab: #7, 30(1%)
minecraft.mined.spruce_slab: #8, 401(4%)
minecraft.mined.blackstone: #8, 6775(5%)
minecraft.mined.warped_fence_gate: #7, 1(2%)
minecraft.killed.glow_squid: #8, 73(5%)
minecraft.used.diorite_stairs: #7, 17(2%)
minecraft.picked_up.bamboo_trapdoor: #7, 4(2%)
minecraft.used.granite_stairs: #7, 5(2%)
minecraft.mined.bamboo_trapdoor: #7, 4(2%)
minecraft.used.light_blue_candle: #7, 3(2%)
minecraft.used.mangrove_fence_gate: #7, 2(2%)
minecraft.mined.cyan_shulker_box: #8, 278(4%)
minecraft.picked_up.yellow_candle: #7, 4(1%)
minecraft.dropped.dead_bush: #7, 2(2%)
minecraft.mined.yellow_candle: #7, 1(1%)
minecraft.crafted.purple_banner: #7, 1(1%)
minecraft.mined.smoker: #7, 1(1%)
minecraft.mined.granite_stairs: #7, 1(1%)
minecraft.mined.polished_andesite_stairs: #8, 85(4%)
minecraft.picked_up.brown_carpet: #7, 61(1%)
minecraft.dropped.sculk_catalyst: #7, 2(1%)
minecraft.used.warped_fence: #8, 128(6%)
minecraft.used.stripped_bamboo_block: #7, 1(1%)
minecraft.mined.cracked_polished_blackstone_bricks: #7, 113(0%)
minecraft.picked_up.deepslate_iron_ore: #8, 204(4%)
minecraft.picked_up.lime_glazed_terracotta: #7, 2(1%)
minecraft.used.mossy_stone_brick_slab: #7, 8(0%)
minecraft.used.pink_terracotta: #7, 13(0%)
minecraft.dropped.light_blue_carpet: #7, 1(0%)
minecraft.picked_up.light_gray_candle: #7, 1(0%)
minecraft.crafted.light_weighted_pressure_plate: #7, 13(0%)
minecraft.crafted.stripped_crimson_hyphae: #7, 3(0%)
minecraft.crafted.sea_lantern: #7, 38(0%)
minecraft.picked_up.stone_brick_wall: #8, 82(5%)
minecraft.mined.oxeye_daisy: #8, 12(5%)
minecraft.used.crimson_pressure_plate: #7, 1(0%)
minecraft.crafted.bundle: #7, 1(0%)
minecraft.used.stripped_crimson_hyphae: #7, 1(0%)
minecraft.custom.use_cauldron: #7, 4(0%)
minecraft.dropped.magenta_glazed_terracotta: #7, 1(0%)
minecraft.dropped.green_wool: #7, 2(0%)
minecraft.mined.crimson_hyphae: #7, 1(0%)
minecraft.crafted.composter: #8, 203(4%)
minecraft.crafted.polished_deepslate_stairs: #8, 143(5%)
minecraft.crafted.deepslate_bricks: #8, 1659(4%)
minecraft.picked_up.glowstone: #8, 460(4%)
minecraft.picked_up.warped_button: #8, 34(4%)
minecraft.mined.oak_wall_sign: #8, 32(3%)
minecraft.picked_up.warped_roots: #8, 1182(4%)
minecraft.custom.interact_with_lectern: #8, 243(2%)
minecraft.used.podzol: #8, 150(4%)
minecraft.used.bone_meal: #8, 9101(3%)
minecraft.picked_up.chainmail_chestplate: #8, 5(5%)
minecraft.mined.iron_door: #8, 21(4%)
minecraft.picked_up.stone_bricks: #8, 1406(3%)
minecraft.dropped.coal_block: #8, 21(6%)
minecraft.picked_up.leather_leggings: #8, 14(3%)
minecraft.picked_up.deepslate_lapis_ore: #8, 73(3%)
minecraft.picked_up.acacia_trapdoor: #8, 77(4%)
