stat, rank, value, (percentage) 
minecraft.crafted.glass_bottle: #21, 15(0%)
minecraft.crafted.bricks: #21, 4(0%)
minecraft.crafted.sugar: #21, 4(0%)
minecraft.crafted.polished_granite: #21, 1(0%)
minecraft.mined.crafting_table: #22, 105(2%)
minecraft.custom.sneak_time: #22, 907034(1%)
minecraft.used.iron_pickaxe: #22, 1290(1%)
minecraft.custom.damage_taken: #22, 110031(1%)
minecraft.crafted.crafting_table: #22, 33(1%)
minecraft.custom.player_kills: #22, 10(1%)
minecraft.custom.open_enderchest: #22, 805(1%)
minecraft.picked_up.chest: #22, 213(1%)
minecraft.picked_up.glow_berries: #22, 67(1%)
minecraft.mined.oak_leaves: #22, 1063(1%)
minecraft.crafted.furnace: #22, 27(1%)
minecraft.used.lantern: #22, 55(1%)
minecraft.picked_up.compass: #22, 22(1%)
minecraft.picked_up.coal_ore: #22, 318(1%)
minecraft.dropped.stone_axe: #22, 1(1%)
minecraft.dropped.compass: #22, 18(1%)
minecraft.mined.spruce_trapdoor: #22, 36(1%)
minecraft.crafted.spruce_stairs: #22, 112(1%)
minecraft.used.brewing_stand: #22, 3(1%)
minecraft.picked_up.spruce_slab: #22, 68(1%)
minecraft.mined.azure_bluet: #22, 4(0%)
minecraft.picked_up.spruce_trapdoor: #22, 36(0%)
minecraft.killed_by.vex: #22, 1(0%)
minecraft.dropped.iron_ingot: #22, 79(0%)
minecraft.picked_up.moss_block: #22, 514(0%)
minecraft.mined.budding_amethyst: #22, 2(0%)
minecraft.mined.vine: #22, 50(0%)
minecraft.used.andesite: #22, 241(0%)
minecraft.picked_up.deepslate_tiles: #22, 39(0%)
minecraft.crafted.diamond: #22, 117(0%)
minecraft.picked_up.lever: #22, 15(0%)
minecraft.mined.obsidian: #22, 191(0%)
minecraft.picked_up.mossy_cobblestone: #22, 34(0%)
minecraft.picked_up.minecart: #22, 10(0%)
minecraft.custom.play_noteblock: #22, 15(0%)
minecraft.picked_up.amethyst_block: #22, 74(0%)
minecraft.mined.smooth_basalt: #22, 58(0%)
minecraft.used.carrot: #22, 72(0%)
minecraft.picked_up.iron_nugget: #22, 160(0%)
minecraft.custom.interact_with_brewingstand: #22, 25(0%)
minecraft.mined.stripped_spruce_log: #22, 27(0%)
minecraft.picked_up.stripped_spruce_log: #22, 27(0%)
minecraft.picked_up.sweet_berries: #22, 56(0%)
minecraft.dropped.birch_planks: #22, 5(0%)
minecraft.picked_up.dark_oak_sapling: #22, 42(0%)
minecraft.mined.cave_vines_plant: #22, 4(0%)
minecraft.picked_up.chorus_fruit: #22, 15(0%)
minecraft.picked_up.oak_leaves: #22, 159(0%)
minecraft.used.glass_bottle: #22, 15(0%)
minecraft.picked_up.deepslate_bricks: #22, 27(0%)
minecraft.used.stone_bricks: #22, 189(0%)
minecraft.picked_up.mangrove_log: #22, 34(0%)
minecraft.crafted.crimson_planks: #22, 136(0%)
minecraft.crafted.iron_bars: #22, 32(0%)
minecraft.dropped.bucket: #22, 1(0%)
minecraft.mined.mossy_stone_bricks: #22, 2(0%)
minecraft.picked_up.polished_blackstone_bricks: #22, 64(0%)
minecraft.dropped.flowering_azalea: #22, 1(0%)
minecraft.picked_up.mossy_stone_bricks: #22, 2(0%)
minecraft.mined.chain: #22, 2(0%)
minecraft.picked_up.nether_bricks: #22, 22(0%)
minecraft.mined.nether_bricks: #22, 22(0%)
minecraft.crafted.stone_pressure_plate: #22, 3(0%)
minecraft.picked_up.acacia_log: #22, 25(0%)
minecraft.used.polished_andesite_stairs: #22, 7(0%)
minecraft.crafted.lightning_rod: #22, 2(0%)
minecraft.mined.polished_andesite_slab: #22, 2(0%)
minecraft.picked_up.lectern: #22, 3(0%)
minecraft.picked_up.warped_planks: #22, 4(0%)
minecraft.mined.lectern: #22, 3(0%)
minecraft.used.cobblestone_stairs: #22, 2(0%)
minecraft.dropped.dark_oak_log: #22, 3(0%)
minecraft.dropped.oak_leaves: #22, 1(0%)
minecraft.crafted.comparator: #22, 3(0%)
minecraft.picked_up.green_concrete: #22, 2(0%)
minecraft.used.red_concrete_powder: #22, 4(0%)
minecraft.mined.green_concrete: #22, 2(0%)
minecraft.picked_up.dark_oak_leaves: #22, 1(0%)
minecraft.crafted.tnt: #22, 4(0%)
minecraft.used.crafting_table: #23, 118(1%)
minecraft.picked_up.crafting_table: #23, 109(1%)
minecraft.mined.torch: #23, 350(1%)
minecraft.used.chest: #23, 403(1%)
minecraft.custom.climb_one_cm: #23, 455384(1%)
minecraft.picked_up.stone: #23, 21178(1%)
minecraft.mined.stone: #23, 30836(1%)
minecraft.mined.moss_carpet: #23, 70(1%)
minecraft.picked_up.apple: #23, 47(1%)
minecraft.used.spruce_slab: #23, 206(0%)
minecraft.used.spruce_trapdoor: #23, 107(0%)
minecraft.picked_up.obsidian: #23, 198(0%)
minecraft.crafted.ender_chest: #23, 4(0%)
minecraft.mined.dark_oak_log: #23, 570(0%)
minecraft.picked_up.anvil: #23, 8(0%)
minecraft.used.birch_boat: #23, 1(0%)
minecraft.crafted.spruce_trapdoor: #23, 74(0%)
minecraft.picked_up.dark_oak_log: #23, 564(0%)
minecraft.used.deepslate: #23, 455(0%)
minecraft.mined.repeater: #23, 14(0%)
minecraft.dropped.stick: #23, 194(0%)
minecraft.used.potion: #23, 18(0%)
minecraft.mined.andesite: #23, 685(0%)
minecraft.picked_up.stone_bricks: #23, 116(0%)
minecraft.custom.minecart_one_cm: #23, 150920(0%)
minecraft.picked_up.smooth_basalt: #23, 55(0%)
minecraft.crafted.piston: #23, 63(0%)
minecraft.mined.stone_bricks: #23, 96(0%)
minecraft.picked_up.chipped_anvil: #23, 1(0%)
minecraft.crafted.chain: #23, 26(0%)
minecraft.mined.sweet_berry_bush: #23, 1(0%)
minecraft.picked_up.repeater: #23, 17(0%)
minecraft.used.dandelion: #23, 1(0%)
minecraft.dropped.gravel: #23, 117(0%)
minecraft.used.chain: #23, 20(0%)
minecraft.mined.azalea_leaves: #23, 140(0%)
minecraft.dropped.shulker_box: #23, 2(0%)
minecraft.picked_up.glass: #23, 101(0%)
minecraft.picked_up.rail: #23, 84(0%)
minecraft.used.diamond_hoe: #23, 763(0%)
minecraft.crafted.stonecutter: #23, 2(0%)
minecraft.dropped.player_head: #23, 15(0%)
minecraft.picked_up.dandelion: #23, 41(0%)
minecraft.used.bamboo: #23, 13(0%)
minecraft.used.copper_block: #23, 54(0%)
minecraft.dropped.crafting_table: #23, 1(0%)
minecraft.mined.tripwire: #23, 3(0%)
minecraft.mined.dark_oak_leaves: #23, 66(0%)
minecraft.picked_up.light_blue_shulker_box: #23, 17(0%)
minecraft.mined.light_blue_shulker_box: #23, 16(0%)
minecraft.dropped.kelp: #23, 11(0%)
minecraft.used.honey_block: #23, 10(0%)
minecraft.crafted.emerald: #23, 513(0%)
minecraft.crafted.acacia_planks: #23, 60(0%)
minecraft.used.dark_oak_sapling: #23, 8(0%)
minecraft.picked_up.copper_ore: #23, 22(0%)
minecraft.crafted.lectern: #23, 1(0%)
minecraft.dropped.iron_ore: #23, 2(0%)
minecraft.used.dark_oak_fence: #23, 6(0%)
minecraft.picked_up.cobblestone_stairs: #23, 1(0%)
minecraft.mined.pink_shulker_box: #23, 1(0%)
minecraft.crafted.dark_oak_fence: #23, 6(0%)
minecraft.used.pink_shulker_box: #23, 1(0%)
minecraft.used.kelp: #23, 6(0%)
minecraft.crafted.bookshelf: #23, 10(0%)
minecraft.picked_up.honeycomb: #23, 3(0%)
minecraft.dropped.moss_carpet: #23, 5(0%)
minecraft.crafted.mossy_cobblestone: #23, 8(0%)
minecraft.used.pumpkin: #23, 6(0%)
minecraft.used.lightning_rod: #23, 1(0%)
minecraft.mined.polished_deepslate: #23, 2(0%)
minecraft.used.slime_block: #23, 4(0%)
minecraft.used.warped_planks: #23, 4(0%)
minecraft.used.calcite: #23, 2(0%)
minecraft.mined.oxidized_copper: #23, 3(0%)
minecraft.crafted.bone_block: #23, 19(0%)
minecraft.crafted.white_wool: #23, 3(0%)
minecraft.used.magma_block: #23, 1(0%)
minecraft.crafted.polished_blackstone: #23, 1(0%)
minecraft.picked_up.torch: #24, 1154(1%)
minecraft.used.furnace: #24, 36(1%)
minecraft.custom.crouch_one_cm: #24, 2782228(0%)
minecraft.picked_up.red_shulker_box: #24, 52(0%)
minecraft.crafted.spruce_planks: #24, 2520(0%)
minecraft.mined.tall_grass: #24, 76(0%)
minecraft.mined.red_shulker_box: #24, 51(0%)
minecraft.used.red_shulker_box: #24, 55(0%)
minecraft.picked_up.lantern: #24, 31(0%)
minecraft.picked_up.birch_planks: #24, 64(0%)
minecraft.mined.beacon: #24, 2(0%)
minecraft.picked_up.goat_horn: #24, 1(0%)
minecraft.picked_up.carved_pumpkin: #24, 63(0%)
minecraft.crafted.diamond_leggings: #24, 1(0%)
minecraft.crafted.spruce_slab: #24, 222(0%)
minecraft.picked_up.firework_rocket: #24, 1206(0%)
minecraft.picked_up.moss_carpet: #24, 118(0%)
minecraft.picked_up.andesite: #24, 698(0%)
minecraft.mined.redstone_wall_torch: #24, 5(0%)
minecraft.picked_up.deepslate: #24, 1197(0%)
minecraft.mined.lever: #24, 4(0%)
minecraft.picked_up.potion: #24, 8(0%)
minecraft.used.note_block: #24, 13(0%)
minecraft.used.composter: #24, 11(0%)
minecraft.mined.flowering_azalea: #24, 5(0%)
minecraft.picked_up.poppy: #24, 52(0%)
minecraft.mined.flowering_azalea_leaves: #24, 54(0%)
minecraft.crafted.stone_bricks: #24, 308(0%)
minecraft.used.glass: #24, 150(0%)
minecraft.mined.calcite: #24, 77(0%)
minecraft.crafted.repeater: #24, 28(0%)
minecraft.picked_up.granite: #24, 309(0%)
minecraft.used.granite: #24, 34(0%)
minecraft.mined.granite: #24, 339(0%)
minecraft.used.stone_stairs: #24, 18(0%)
minecraft.crafted.lever: #24, 6(0%)
minecraft.used.splash_potion: #24, 1(0%)
minecraft.picked_up.magma_block: #24, 35(0%)
minecraft.mined.magma_block: #24, 32(0%)
minecraft.used.mossy_cobblestone: #24, 13(0%)
minecraft.crafted.grindstone: #24, 1(0%)
minecraft.used.deepslate_bricks: #24, 67(0%)
minecraft.picked_up.azure_bluet: #24, 4(0%)
minecraft.mined.rail: #24, 25(0%)
minecraft.mined.stripped_birch_log: #24, 6(0%)
minecraft.used.flowering_azalea: #24, 1(0%)
minecraft.used.lectern: #24, 4(0%)
minecraft.picked_up.pink_shulker_box: #24, 1(0%)
minecraft.picked_up.amethyst_shard: #24, 60(0%)
minecraft.picked_up.clay_ball: #24, 68(0%)
minecraft.picked_up.pumpkin_seeds: #24, 26(0%)
minecraft.used.azalea: #24, 2(0%)
minecraft.dropped.potion: #24, 1(0%)
minecraft.picked_up.polished_andesite_slab: #24, 2(0%)
minecraft.dropped.coal_ore: #24, 1(0%)
minecraft.picked_up.slime_block: #24, 5(0%)
minecraft.crafted.powered_rail: #24, 6(0%)
minecraft.picked_up.polished_deepslate_slab: #24, 1(0%)
minecraft.picked_up.gold_ingot: #24, 4(0%)
minecraft.used.polished_andesite_slab: #24, 2(0%)
minecraft.used.mangrove_log: #24, 1(0%)
minecraft.crafted.polished_deepslate: #24, 5(0%)
minecraft.used.experience_bottle: #24, 1(0%)
minecraft.killed.drowned: #24, 11(0%)
minecraft.dropped.diamond_sword: #25, 2(1%)
minecraft.crafted.iron_pickaxe: #25, 4(1%)
minecraft.mined.poppy: #25, 28(1%)
minecraft.picked_up.stick: #25, 675(1%)
minecraft.picked_up.cobbled_deepslate: #25, 5253(1%)
minecraft.mined.grass: #25, 360(0%)
minecraft.picked_up.dirt: #25, 5039(0%)
minecraft.mined.anvil: #25, 5(0%)
minecraft.picked_up.spruce_sapling: #25, 92(0%)
minecraft.used.tuff: #25, 171(0%)
minecraft.used.dirt: #25, 1983(0%)
minecraft.custom.damage_absorbed: #25, 82(0%)
minecraft.dropped.carved_pumpkin: #25, 6(0%)
minecraft.used.redstone_torch: #25, 40(0%)
minecraft.picked_up.observer: #25, 26(0%)
minecraft.used.lever: #25, 12(0%)
minecraft.custom.time_since_death: #25, 279401(0%)
minecraft.picked_up.calcite: #25, 77(0%)
minecraft.crafted.bucket: #25, 14(0%)
minecraft.picked_up.flint_and_steel: #25, 2(0%)
minecraft.custom.interact_with_smithing_table: #25, 2(0%)
minecraft.picked_up.ender_chest: #25, 21(0%)
minecraft.picked_up.flowering_azalea_leaves: #25, 37(0%)
minecraft.crafted.redstone_torch: #25, 102(0%)
minecraft.picked_up.sticky_piston: #25, 7(0%)
minecraft.crafted.rail: #25, 48(0%)
minecraft.used.rail: #25, 83(0%)
minecraft.picked_up.redstone_torch: #25, 9(0%)
minecraft.picked_up.totem_of_undying: #25, 2(0%)
minecraft.mined.moss_block: #25, 137(0%)
minecraft.picked_up.azalea_leaves: #25, 78(0%)
minecraft.picked_up.stripped_birch_log: #25, 6(0%)
minecraft.used.light_blue_shulker_box: #25, 10(0%)
minecraft.used.flint_and_steel: #25, 12(0%)
minecraft.dropped.spruce_log: #25, 6(0%)
minecraft.crafted.composter: #25, 3(0%)
minecraft.used.moss_block: #25, 89(0%)
minecraft.dropped.stone: #25, 127(0%)
minecraft.picked_up.powered_rail: #25, 7(0%)
minecraft.crafted.brick: #25, 60(0%)
minecraft.dropped.bone_meal: #25, 9(0%)
minecraft.used.deepslate_diamond_ore: #25, 7(0%)
minecraft.mined.bamboo: #25, 7(0%)
minecraft.dropped.spruce_planks: #25, 1(0%)
minecraft.picked_up.glass_bottle: #25, 3(0%)
minecraft.used.powered_rail: #25, 7(0%)
minecraft.picked_up.polished_deepslate: #25, 2(0%)
minecraft.used.iron_bars: #25, 3(0%)
minecraft.mined.scaffolding: #25, 12(0%)
minecraft.used.scaffolding: #25, 23(0%)
minecraft.picked_up.oxidized_copper: #25, 3(0%)
minecraft.picked_up.scaffolding: #25, 18(0%)
minecraft.mined.dirt: #26, 4324(0%)
minecraft.mined.deepslate: #26, 6301(0%)
minecraft.mined.dark_oak_planks: #26, 15(0%)
minecraft.used.repeater: #26, 40(0%)
minecraft.dropped.dirt: #26, 129(0%)
minecraft.picked_up.diorite: #26, 278(0%)
minecraft.picked_up.flowering_azalea: #26, 13(0%)
minecraft.mined.diorite: #26, 335(0%)
minecraft.crafted.observer: #26, 37(0%)
minecraft.mined.ender_chest: #26, 20(0%)
minecraft.picked_up.splash_potion: #26, 1(0%)
minecraft.mined.azalea: #26, 4(0%)
minecraft.picked_up.azalea: #26, 14(0%)
minecraft.used.observer: #26, 27(0%)
minecraft.mined.deepslate_tiles: #26, 5(0%)
minecraft.dropped.glass_bottle: #26, 4(0%)
minecraft.crafted.stone_slab: #26, 26(0%)
minecraft.dropped.dandelion: #26, 1(0%)
minecraft.picked_up.chain: #26, 2(0%)
minecraft.crafted.mangrove_planks: #26, 8(0%)
minecraft.picked_up.book: #26, 10(0%)
minecraft.picked_up.bamboo: #26, 39(0%)
minecraft.mined.piston: #26, 1(0%)
minecraft.mined.red_concrete: #26, 4(0%)
minecraft.used.dark_oak_slab: #26, 4(0%)
minecraft.used.ladder: #27, 60(1%)
minecraft.dropped.torch: #27, 57(0%)
minecraft.used.ender_chest: #27, 21(0%)
minecraft.custom.damage_resisted: #27, 119(0%)
minecraft.mined.observer: #27, 7(0%)
minecraft.picked_up.bucket: #27, 1(0%)
minecraft.used.dark_oak_planks: #27, 15(0%)
minecraft.dropped.grass_block: #27, 11(0%)
minecraft.used.comparator: #27, 4(0%)
minecraft.picked_up.piston: #27, 2(0%)
minecraft.picked_up.bone_meal: #27, 27(0%)
minecraft.used.piston: #27, 1(0%)
minecraft.dropped.diamond_axe: #28, 1(1%)
minecraft.crafted.ladder: #28, 51(0%)
minecraft.used.sweet_berries: #28, 20(0%)
minecraft.picked_up.dark_oak_planks: #28, 15(0%)
minecraft.custom.tune_noteblock: #28, 21(0%)
minecraft.mined.sticky_piston: #28, 2(0%)
minecraft.mined.snow_block: #28, 24(0%)
minecraft.picked_up.red_concrete: #28, 4(0%)
minecraft.used.iron_block: #28, 4(0%)
minecraft.used.snow_block: #28, 7(0%)
minecraft.used.deepslate_tiles: #28, 2(0%)
minecraft.dropped.cooked_porkchop: #28, 1(0%)
minecraft.used.polished_deepslate: #28, 1(0%)
minecraft.dropped.elytra: #29, 2(1%)
minecraft.crafted.dark_oak_planks: #29, 464(0%)
minecraft.dropped.firework_rocket: #29, 96(0%)
minecraft.used.dark_oak_stairs: #29, 4(0%)
minecraft.used.bookshelf: #29, 6(0%)
minecraft.used.dark_oak_log: #29, 10(0%)
minecraft.crafted.dark_oak_slab: #29, 6(0%)
minecraft.used.elytra: #30, 2(0%)
minecraft.crafted.dark_oak_stairs: #30, 4(0%)
minecraft.picked_up.snow_block: #30, 19(0%)
minecraft.custom.target_hit: #31, 1(0%)
minecraft.picked_up.cooked_porkchop: #34, 27(0%)
minecraft.dropped.golden_carrot: #34, 2(0%)
minecraft.picked_up.golden_carrot: #35, 43(0%)
minecraft.custom.time_since_rest: #38, 24455(0%)
