stat, rank, value, (percentage) 
minecraft.mined.iron_ore: #6, 5789(6%)
minecraft.crafted.polished_blackstone_slab: #6, 1680(8%)
minecraft.used.diamond_pickaxe: #6, 498310(6%)
minecraft.mined.potted_jungle_sapling: #5, 1(6%)
minecraft.dropped.birch_door: #5, 3(5%)
minecraft.picked_up.red_nether_brick_stairs: #5, 22(4%)
minecraft.used.gray_banner: #5, 5(5%)
minecraft.picked_up.coal_ore: #6, 5465(6%)
minecraft.picked_up.leather_leggings: #6, 26(6%)
minecraft.used.piston: #6, 843(6%)
minecraft.custom.fly_one_cm: #7, 160010733(5%)
minecraft.dropped.emerald_block: #5, 7(4%)
minecraft.picked_up.iron_ore: #6, 5982(6%)
minecraft.mined.cyan_bed: #5, 24(2%)
minecraft.dropped.seagrass: #5, 34(3%)
minecraft.crafted.cartography_table: #5, 19(2%)
minecraft.picked_up.pink_carpet: #5, 21(3%)
minecraft.used.cyan_bed: #5, 26(2%)
minecraft.mined.stripped_warped_stem: #6, 200(8%)
minecraft.used.grindstone: #5, 59(1%)
minecraft.dropped.netherite_pickaxe: #6, 11(6%)
minecraft.dropped.light_gray_stained_glass: #5, 39(3%)
minecraft.dropped.scaffolding: #6, 700(7%)
minecraft.mined.pink_wall_banner: #5, 1(6%)
minecraft.used.tripwire_hook: #6, 41(6%)
minecraft.mined.red_mushroom_block: #6, 2145(6%)
minecraft.dropped.lead: #6, 35(6%)
minecraft.used.polished_blackstone_stairs: #6, 674(6%)
minecraft.mined.tube_coral_wall_fan: #6, 54(7%)
minecraft.picked_up.jungle_sign: #6, 48(6%)
minecraft.crafted.polished_blackstone_bricks: #6, 1736(7%)
minecraft.dropped.diamond_helmet: #6, 8(7%)
minecraft.mined.jungle_wall_sign: #6, 19(9%)
minecraft.picked_up.bubble_coral_fan: #6, 71(8%)
minecraft.mined.magenta_wool: #5, 18(2%)
minecraft.picked_up.warped_fungus_on_a_stick: #5, 1(4%)
minecraft.crafted.beacon: #5, 7(1%)
minecraft.dropped.tipped_arrow: #5, 27(3%)
minecraft.used.music_disc_cat: #5, 3(2%)
minecraft.used.horn_coral_fan: #6, 15(10%)
minecraft.used.redstone_ore: #6, 1407(5%)
minecraft.picked_up.polished_blackstone_brick_stairs: #6, 153(6%)
minecraft.mined.smooth_quartz_slab: #6, 533(6%)
minecraft.crafted.bowl: #5, 8(2%)
minecraft.used.gray_glazed_terracotta: #5, 7(3%)
minecraft.mined.fire_coral_wall_fan: #6, 70(8%)
minecraft.picked_up.shears: #6, 52(5%)
minecraft.picked_up.white_banner: #6, 91(5%)
minecraft.crafted.red_nether_brick_stairs: #5, 12(3%)
minecraft.mined.nether_brick_slab: #6, 218(5%)
minecraft.mined.crimson_wall_sign: #5, 2(2%)
minecraft.dropped.netherite_axe: #6, 5(6%)
minecraft.mined.dead_horn_coral_wall_fan: #5, 1(3%)
minecraft.picked_up.birch_fence_gate: #6, 26(7%)
minecraft.dropped.iron_bars: #6, 418(7%)
minecraft.custom.fish_caught: #5, 56(1%)
minecraft.used.dead_horn_coral_fan: #5, 1(2%)
minecraft.dropped.spruce_fence_gate: #5, 4(2%)
minecraft.dropped.dark_oak_stairs: #5, 34(1%)
minecraft.picked_up.red_banner: #6, 7(8%)
minecraft.picked_up.iron_boots: #6, 37(5%)
minecraft.mined.spruce_log: #6, 6569(5%)
minecraft.dropped.grindstone: #5, 3(1%)
minecraft.picked_up.andesite_wall: #6, 224(7%)
minecraft.crafted.emerald_block: #6, 908(5%)
minecraft.picked_up.blue_dye: #5, 77(1%)
minecraft.custom.bell_ring: #6, 85(5%)
minecraft.dropped.orange_dye: #5, 11(1%)
minecraft.crafted.pink_shulker_box: #6, 5(7%)
minecraft.crafted.beehive: #5, 21(1%)
minecraft.mined.tripwire: #6, 111(5%)
minecraft.mined.bubble_coral_wall_fan: #6, 62(7%)
minecraft.killed.ocelot: #5, 3(1%)
minecraft.dropped.cyan_bed: #5, 1(1%)
minecraft.dropped.map: #5, 5(1%)
minecraft.mined.mossy_cobblestone_wall: #5, 1(1%)
minecraft.dropped.purple_terracotta: #5, 2(1%)
minecraft.picked_up.netherite_boots: #6, 26(5%)
minecraft.picked_up.spruce_wood: #6, 36(6%)
minecraft.dropped.peony: #6, 9(8%)
minecraft.picked_up.horn_coral_fan: #6, 58(7%)
minecraft.mined.blackstone_slab: #6, 211(6%)
minecraft.crafted.cracked_nether_bricks: #5, 8(1%)
minecraft.crafted.diamond_chestplate: #6, 5(5%)
minecraft.mined.red_sandstone_stairs: #5, 1(1%)
minecraft.crafted.terracotta: #5, 24(1%)
minecraft.picked_up.red_sandstone_stairs: #5, 1(1%)
minecraft.dropped.green_terracotta: #5, 2(0%)
minecraft.mined.crimson_trapdoor: #6, 54(7%)
minecraft.dropped.golden_helmet: #6, 17(5%)
minecraft.picked_up.yellow_dye: #6, 96(7%)
minecraft.picked_up.gray_concrete: #6, 6334(5%)
minecraft.used.white_banner: #6, 45(4%)
minecraft.used.red_terracotta: #6, 1294(5%)
minecraft.picked_up.brain_coral_fan: #6, 60(7%)
minecraft.used.cyan_carpet: #6, 460(5%)
minecraft.mined.mycelium: #6, 10143(4%)
minecraft.crafted.iron_hoe: #6, 5(5%)
minecraft.picked_up.spruce_button: #6, 56(5%)
minecraft.picked_up.end_rod: #6, 740(4%)
minecraft.picked_up.baked_potato: #6, 55(7%)
minecraft.picked_up.polished_andesite_stairs: #6, 341(5%)
minecraft.dropped.phantom_membrane: #6, 19(9%)
minecraft.mined.dead_bush: #6, 263(4%)
minecraft.crafted.lectern: #6, 52(4%)
minecraft.mined.spruce_sign: #6, 11(5%)
minecraft.picked_up.green_shulker_box: #6, 88(4%)
minecraft.mined.green_shulker_box: #6, 85(4%)
minecraft.picked_up.fern: #7, 760(9%)
minecraft.picked_up.dead_bush: #6, 173(5%)
minecraft.picked_up.porkchop: #6, 85(4%)
minecraft.dropped.warped_wart_block: #6, 334(5%)
minecraft.mined.purpur_stairs: #6, 87(5%)
minecraft.used.green_shulker_box: #6, 84(4%)
minecraft.dropped.redstone_ore: #6, 68(5%)
minecraft.picked_up.stripped_warped_stem: #6, 125(5%)
minecraft.crafted.blue_wool: #6, 90(6%)
minecraft.mined.brain_coral_wall_fan: #6, 53(6%)
minecraft.used.egg: #6, 378(4%)
minecraft.mined.horn_coral_wall_fan: #6, 52(6%)
minecraft.mined.warped_wart_block: #7, 5676(8%)
minecraft.used.cornflower: #6, 17(5%)
minecraft.dropped.purpur_pillar: #6, 16(6%)
minecraft.picked_up.jungle_slab: #6, 360(4%)
minecraft.picked_up.lime_stained_glass_pane: #6, 79(5%)
minecraft.picked_up.azure_bluet: #6, 895(4%)
minecraft.mined.nether_brick_stairs: #6, 103(5%)
minecraft.used.stripped_warped_stem: #6, 76(7%)
minecraft.crafted.name_tag: #6, 120(5%)
minecraft.used.dark_oak_door: #6, 28(5%)
minecraft.picked_up.cooked_cod: #6, 83(4%)
minecraft.crafted.crimson_trapdoor: #6, 176(5%)
minecraft.crafted.netherite_chestplate: #6, 1(11%)
minecraft.killed.skeleton: #6, 5140(3%)
minecraft.picked_up.peony: #6, 146(4%)
minecraft.picked_up.spruce_sign: #6, 96(3%)
minecraft.picked_up.iron_nugget: #6, 653(3%)
minecraft.crafted.wooden_hoe: #6, 2(7%)
minecraft.used.polished_andesite_stairs: #6, 646(4%)
minecraft.crafted.red_shulker_box: #6, 9(3%)
minecraft.mined.smooth_stone_slab: #6, 915(4%)
minecraft.crafted.cyan_stained_glass_pane: #6, 176(5%)
minecraft.picked_up.seagrass: #6, 403(4%)
minecraft.used.white_wool: #6, 1191(3%)
minecraft.used.heavy_weighted_pressure_plate: #6, 22(4%)
minecraft.picked_up.quartz_slab: #6, 219(3%)
minecraft.mined.weeping_vines: #6, 28(3%)
minecraft.picked_up.dark_oak_boat: #6, 3(7%)
minecraft.mined.jukebox: #6, 4(4%)
minecraft.mined.spruce_wood: #6, 21(4%)
minecraft.mined.warped_sign: #6, 1(8%)
minecraft.crafted.dark_oak_door: #6, 24(4%)
minecraft.mined.crimson_roots: #7, 256(7%)
minecraft.used.purple_wool: #6, 65(3%)
minecraft.picked_up.black_banner: #6, 44(4%)
minecraft.picked_up.magenta_wool: #6, 252(4%)
minecraft.picked_up.dark_oak_door: #6, 17(4%)
minecraft.used.crimson_hyphae: #6, 165(4%)
minecraft.used.stripped_oak_log: #6, 99(3%)
minecraft.crafted.emerald: #7, 50154(7%)
minecraft.mined.lily_pad: #6, 51(3%)
minecraft.crafted.birch_pressure_plate: #6, 9(4%)
minecraft.mined.stone_brick_slab: #7, 858(7%)
minecraft.used.polished_granite_slab: #6, 38(4%)
minecraft.picked_up.conduit: #6, 2(6%)
minecraft.used.cooked_cod: #6, 45(3%)
minecraft.dropped.white_dye: #6, 164(3%)
minecraft.crafted.diamond_shovel: #7, 23(6%)
minecraft.dropped.wet_sponge: #6, 12(6%)
minecraft.used.bricks: #6, 1369(3%)
minecraft.used.red_nether_brick_slab: #6, 171(4%)
minecraft.picked_up.red_dye: #6, 105(3%)
minecraft.dropped.wooden_axe: #6, 1(7%)
minecraft.crafted.purple_shulker_box: #6, 2(6%)
minecraft.used.prismarine_slab: #6, 51(4%)
minecraft.picked_up.nether_wart: #6, 3437(2%)
minecraft.crafted.bow: #7, 381(6%)
minecraft.dropped.iron_ingot: #6, 833(2%)
minecraft.mined.potted_bamboo: #6, 2(5%)
minecraft.killed.phantom: #6, 72(2%)
minecraft.dropped.dark_oak_leaves: #6, 14(5%)
minecraft.mined.conduit: #6, 2(7%)
minecraft.mined.horn_coral_block: #6, 57(4%)
minecraft.picked_up.horn_coral_block: #6, 56(4%)
minecraft.picked_up.birch_door: #6, 11(4%)
minecraft.mined.crimson_hyphae: #6, 19(5%)
minecraft.crafted.yellow_carpet: #6, 583(3%)
minecraft.picked_up.green_wool: #6, 392(3%)
minecraft.dropped.shield: #6, 5(3%)
minecraft.dropped.netherite_ingot: #6, 4(4%)
minecraft.used.nether_wart: #6, 1863(2%)
minecraft.crafted.black_terracotta: #6, 864(3%)
minecraft.dropped.sponge: #6, 19(5%)
minecraft.crafted.polished_blackstone_brick_wall: #6, 60(4%)
minecraft.picked_up.heavy_weighted_pressure_plate: #6, 17(2%)
minecraft.dropped.crimson_stem: #6, 116(4%)
minecraft.picked_up.grindstone: #6, 47(2%)
minecraft.dropped.jungle_fence: #6, 16(4%)
minecraft.crafted.red_banner: #6, 14(3%)
minecraft.mined.stripped_warped_hyphae: #6, 98(4%)
minecraft.used.acacia_button: #6, 6(4%)
minecraft.mined.bubble_coral_fan: #6, 13(3%)
minecraft.mined.cyan_stained_glass_pane: #6, 30(3%)
minecraft.crafted.chainmail_boots: #6, 4(5%)
minecraft.used.stone_sword: #6, 54(2%)
minecraft.picked_up.cyan_bed: #6, 25(2%)
minecraft.crafted.prismarine_brick_slab: #6, 42(4%)
minecraft.killed.villager: #6, 12(2%)
minecraft.crafted.dark_oak_wood: #6, 174(3%)
minecraft.used.dark_oak_wood: #6, 124(2%)
minecraft.picked_up.birch_sapling: #7, 904(5%)
minecraft.killed.strider: #6, 2(4%)
minecraft.picked_up.magenta_concrete: #6, 132(2%)
minecraft.picked_up.leather_chestplate: #7, 26(6%)
minecraft.dropped.dispenser: #6, 19(2%)
minecraft.mined.purple_wool: #6, 19(2%)
minecraft.mined.nether_wart: #6, 1121(1%)
minecraft.used.trident: #7, 463(7%)
minecraft.mined.spruce_stairs: #7, 224(5%)
minecraft.picked_up.nether_wart_block: #7, 3606(6%)
minecraft.dropped.iron_nugget: #6, 222(1%)
minecraft.mined.gray_bed: #6, 18(2%)
minecraft.crafted.dropper: #7, 482(5%)
minecraft.dropped.observer: #6, 17(2%)
minecraft.used.iron_trapdoor: #7, 1604(6%)
minecraft.dropped.flint: #7, 671(5%)
minecraft.used.magenta_concrete_powder: #6, 263(2%)
minecraft.custom.interact_with_grindstone: #7, 141(6%)
minecraft.picked_up.pink_banner: #6, 1(4%)
minecraft.mined.polished_blackstone_slab: #7, 297(6%)
minecraft.crafted.fletching_table: #6, 12(2%)
minecraft.crafted.pink_banner: #6, 2(4%)
minecraft.picked_up.music_disc_blocks: #6, 1(2%)
minecraft.mined.acacia_door: #6, 1(4%)
minecraft.crafted.suspicious_stew: #6, 4(2%)
minecraft.dropped.netherite_sword: #7, 5(6%)
minecraft.mined.gravel: #7, 43309(5%)
minecraft.crafted.smooth_quartz: #7, 826(7%)
minecraft.picked_up.rabbit_stew: #6, 1(3%)
minecraft.crafted.diamond_boots: #7, 12(5%)
minecraft.dropped.allium: #6, 4(2%)
minecraft.mined.red_nether_brick_wall: #6, 2(3%)
minecraft.dropped.warped_sign: #6, 2(2%)
minecraft.mined.polished_blackstone_brick_stairs: #7, 150(5%)
minecraft.dropped.cornflower: #6, 32(1%)
minecraft.crafted.respawn_anchor: #6, 17(2%)
minecraft.crafted.quartz_pillar: #6, 476(1%)
minecraft.picked_up.cooked_rabbit: #6, 4(2%)
minecraft.mined.light_blue_stained_glass: #6, 79(1%)
minecraft.used.birch_fence_gate: #7, 143(7%)
minecraft.dropped.andesite_slab: #6, 77(1%)
minecraft.picked_up.netherite_shovel: #7, 27(5%)
minecraft.dropped.spruce_wood: #6, 1(2%)
minecraft.crafted.crimson_pressure_plate: #6, 3(2%)
minecraft.crafted.blaze_powder: #6, 470(1%)
minecraft.crafted.cobblestone_wall: #7, 600(5%)
minecraft.picked_up.smooth_red_sandstone_slab: #6, 4(2%)
minecraft.crafted.diorite_stairs: #6, 4(2%)
minecraft.dropped.warped_trapdoor: #6, 2(2%)
minecraft.picked_up.quartz_block: #7, 1000(5%)
minecraft.picked_up.iron_trapdoor: #7, 341(5%)
minecraft.picked_up.lime_concrete: #7, 685(5%)
minecraft.used.polished_diorite_stairs: #6, 44(1%)
minecraft.used.polished_diorite_slab: #6, 54(1%)
minecraft.used.mossy_cobblestone_wall: #6, 6(1%)
minecraft.dropped.flower_pot: #6, 16(1%)
minecraft.dropped.oak_boat: #7, 8(6%)
minecraft.mined.red_nether_brick_slab: #6, 15(1%)
minecraft.used.polished_blackstone_bricks: #7, 1978(5%)
minecraft.dropped.bell: #6, 2(1%)
minecraft.used.blue_orchid: #6, 8(1%)
minecraft.crafted.cyan_wool: #6, 4(1%)
minecraft.dropped.smithing_table: #6, 2(2%)
minecraft.mined.prismarine_brick_slab: #6, 18(1%)
minecraft.picked_up.rabbit_foot: #6, 4(1%)
minecraft.custom.tune_noteblock: #6, 3109(0%)
minecraft.picked_up.bamboo: #7, 8904(5%)
minecraft.used.light_blue_bed: #6, 16(1%)
minecraft.picked_up.light_blue_bed: #6, 16(1%)
minecraft.mined.yellow_stained_glass_pane: #6, 15(1%)
minecraft.used.stripped_oak_wood: #6, 29(1%)
minecraft.crafted.tipped_arrow: #6, 16(1%)
minecraft.used.grass_block: #7, 16501(4%)
minecraft.picked_up.prismarine_brick_slab: #6, 18(1%)
minecraft.picked_up.warped_wart_block: #7, 4621(5%)
minecraft.dropped.birch_stairs: #6, 3(1%)
minecraft.crafted.yellow_dye: #7, 1087(5%)
minecraft.dropped.birch_leaves: #7, 331(5%)
minecraft.dropped.player_head: #7, 90(4%)
minecraft.dropped.dark_oak_fence_gate: #6, 3(1%)
minecraft.dropped.blue_dye: #6, 32(0%)
minecraft.mined.gray_stained_glass_pane: #7, 40(8%)
minecraft.used.red_sandstone_stairs: #6, 2(1%)
minecraft.dropped.yellow_concrete_powder: #6, 4(0%)
minecraft.picked_up.dragon_breath: #6, 1(1%)
minecraft.dropped.diorite_slab: #6, 3(0%)
minecraft.dropped.red_nether_brick_slab: #6, 6(0%)
minecraft.crafted.birch_fence_gate: #7, 138(6%)
minecraft.dropped.gray_terracotta: #6, 2(0%)
minecraft.killed.endermite: #7, 15(5%)
minecraft.picked_up.water_bucket: #7, 33(4%)
minecraft.crafted.cyan_carpet: #7, 492(5%)
minecraft.crafted.crimson_stairs: #7, 148(6%)
minecraft.crafted.polished_andesite_stairs: #7, 379(6%)
minecraft.picked_up.nautilus_shell: #7, 20(5%)
minecraft.picked_up.spruce_stairs: #7, 255(4%)
minecraft.picked_up.spruce_log: #7, 7754(4%)
minecraft.used.cobblestone_stairs: #7, 155(4%)
minecraft.used.jukebox: #7, 6(5%)
minecraft.picked_up.bricks: #7, 792(6%)
minecraft.used.green_wool: #7, 294(5%)
minecraft.dropped.leather_boots: #7, 17(4%)
minecraft.mined.tall_grass: #7, 345(4%)
minecraft.killed.player: #7, 4(8%)
minecraft.dropped.gold_nugget: #7, 717(4%)
minecraft.crafted.campfire: #7, 134(4%)
minecraft.picked_up.birch_fence: #7, 76(4%)
minecraft.used.iron_sword: #7, 1536(3%)
minecraft.crafted.warped_sign: #7, 30(5%)
minecraft.used.birch_fence: #7, 161(4%)
minecraft.picked_up.white_carpet: #7, 465(4%)
minecraft.picked_up.smithing_table: #7, 38(4%)
minecraft.picked_up.armor_stand: #7, 138(3%)
minecraft.picked_up.blackstone_slab: #7, 207(4%)
minecraft.used.dragon_head: #7, 2(5%)
minecraft.dropped.bone_meal: #7, 814(3%)
minecraft.mined.gray_concrete: #7, 6258(3%)
minecraft.crafted.stone_sword: #7, 3(4%)
minecraft.mined.white_wall_banner: #7, 8(4%)
minecraft.dropped.shears: #7, 28(4%)
minecraft.used.dark_oak_fence: #7, 308(4%)
minecraft.picked_up.light_blue_concrete: #7, 694(3%)
minecraft.picked_up.nether_brick_stairs: #7, 104(4%)
minecraft.crafted.andesite_stairs: #7, 105(5%)
minecraft.used.daylight_detector: #7, 41(4%)
minecraft.picked_up.green_terracotta: #7, 119(4%)
minecraft.picked_up.detector_rail: #7, 16(4%)
minecraft.mined.lime_concrete: #7, 505(3%)
minecraft.picked_up.cooked_salmon: #7, 20(5%)
minecraft.used.dark_oak_boat: #7, 3(6%)
minecraft.mined.warped_stairs: #7, 18(4%)
minecraft.custom.open_barrel: #8, 12072(6%)
minecraft.picked_up.splash_potion: #7, 28(3%)
minecraft.crafted.red_stained_glass_pane: #7, 192(5%)
minecraft.used.oak_boat: #8, 97(7%)
minecraft.dropped.iron_helmet: #7, 9(4%)
minecraft.crafted.quartz_block: #7, 6409(3%)
minecraft.used.bookshelf: #7, 504(3%)
minecraft.picked_up.glass_pane: #7, 195(3%)
minecraft.crafted.black_stained_glass: #7, 2976(3%)
minecraft.mined.tall_seagrass: #7, 335(3%)
minecraft.crafted.brown_wool: #7, 64(4%)
minecraft.mined.jungle_slab: #7, 224(3%)
minecraft.used.spruce_button: #7, 88(3%)
minecraft.used.acacia_sign: #7, 40(3%)
minecraft.used.orange_terracotta: #7, 467(3%)
minecraft.used.chest_minecart: #7, 8(4%)
minecraft.picked_up.yellow_wool: #7, 390(3%)
minecraft.crafted.light_blue_bed: #7, 2(5%)
minecraft.used.hopper: #8, 2714(7%)
minecraft.mined.scaffolding: #8, 6196(7%)
minecraft.picked_up.pink_wool: #7, 328(3%)
minecraft.picked_up.flower_pot: #7, 68(3%)
minecraft.crafted.chest_minecart: #7, 8(4%)
minecraft.crafted.polished_blackstone_stairs: #7, 212(4%)
minecraft.used.cooked_porkchop: #7, 357(2%)
minecraft.used.smithing_table: #7, 38(2%)
minecraft.picked_up.cooked_mutton: #7, 107(3%)
minecraft.picked_up.black_dye: #7, 43(3%)
minecraft.dropped.chainmail_chestplate: #7, 4(4%)
minecraft.crafted.paper: #7, 18862(2%)
minecraft.picked_up.tnt: #7, 471(2%)
minecraft.picked_up.jukebox: #7, 4(4%)
minecraft.used.iron_shovel: #7, 2765(2%)
minecraft.mined.dark_oak_door: #7, 8(4%)
minecraft.used.beehive: #7, 60(3%)
minecraft.dropped.writable_book: #8, 14(7%)
minecraft.picked_up.stone_sword: #7, 25(2%)
minecraft.crafted.golden_apple: #7, 105(3%)
minecraft.used.lime_concrete: #7, 508(2%)
minecraft.killed_by.drowned: #7, 1(6%)
minecraft.mined.black_stained_glass: #7, 121(2%)
minecraft.dropped.spruce_slab: #7, 139(3%)
minecraft.picked_up.polished_diorite_slab: #7, 53(4%)
minecraft.picked_up.diamond_boots: #8, 54(6%)
minecraft.picked_up.lead: #8, 247(6%)
minecraft.picked_up.oak_trapdoor: #8, 184(6%)
minecraft.dropped.blaze_rod: #7, 30(3%)
minecraft.mined.polished_diorite_slab: #7, 53(5%)
minecraft.mined.vine: #8, 1689(6%)
minecraft.picked_up.chicken: #7, 105(2%)
minecraft.used.rotten_flesh: #7, 18(2%)
minecraft.mined.white_carpet: #8, 272(6%)
minecraft.crafted.polished_granite: #7, 552(2%)
minecraft.mined.acacia_button: #7, 1(4%)
minecraft.mined.player_wall_head: #8, 46(6%)
minecraft.picked_up.blue_orchid: #7, 111(2%)
minecraft.dropped.carrot: #7, 1202(2%)
minecraft.dropped.nautilus_shell: #7, 3(3%)
minecraft.used.pink_banner: #7, 3(5%)
minecraft.used.lime_concrete_powder: #7, 853(2%)
minecraft.crafted.snow: #7, 96(3%)
minecraft.crafted.nether_brick_stairs: #7, 88(3%)
minecraft.picked_up.lime_terracotta: #7, 56(2%)
minecraft.used.minecart: #8, 193(5%)
minecraft.picked_up.poisonous_potato: #8, 20(8%)
minecraft.mined.acacia_sign: #7, 1(4%)
minecraft.dropped.oak_pressure_plate: #7, 1(4%)
minecraft.crafted.orange_bed: #7, 4(3%)
minecraft.dropped.leather: #7, 177(2%)
minecraft.picked_up.stripped_warped_hyphae: #7, 96(3%)
minecraft.dropped.nether_brick: #7, 131(2%)
minecraft.mined.polished_granite_slab: #7, 4(3%)
minecraft.custom.sleep_in_bed: #8, 1868(5%)
minecraft.used.respawn_anchor: #7, 13(3%)
minecraft.dropped.red_mushroom: #8, 67(7%)
minecraft.mined.crimson_sign: #7, 1(4%)
minecraft.picked_up.cracked_stone_bricks: #8, 242(6%)
minecraft.picked_up.yellow_concrete_powder: #7, 257(2%)
minecraft.picked_up.green_dye: #7, 335(2%)
minecraft.used.red_nether_brick_stairs: #7, 25(3%)
minecraft.picked_up.wither_rose: #8, 402(6%)
minecraft.mined.lime_wool: #7, 30(2%)
minecraft.picked_up.crimson_hyphae: #7, 19(3%)
minecraft.used.cooked_salmon: #7, 25(2%)
minecraft.picked_up.player_head: #8, 782(5%)
minecraft.used.fletching_table: #7, 11(2%)
minecraft.mined.jungle_log: #8, 7587(6%)
minecraft.dropped.splash_potion: #7, 17(2%)
minecraft.mined.brain_coral_fan: #7, 9(2%)
minecraft.dropped.melon: #7, 76(2%)
minecraft.dropped.stone_slab: #7, 277(1%)
minecraft.crafted.red_nether_bricks: #7, 491(2%)
minecraft.crafted.repeater: #8, 868(5%)
minecraft.picked_up.acacia_fence: #7, 6(2%)
minecraft.picked_up.soul_sand: #8, 3055(5%)
minecraft.used.red_sand: #7, 626(1%)
minecraft.crafted.magenta_concrete_powder: #7, 368(2%)
minecraft.crafted.spruce_wood: #7, 108(1%)
minecraft.crafted.stone_brick_stairs: #8, 592(6%)
minecraft.picked_up.jungle_log: #8, 7490(5%)
minecraft.crafted.brown_stained_glass: #7, 64(2%)
minecraft.crafted.crafting_table: #8, 131(5%)
minecraft.picked_up.brown_banner: #7, 2(2%)
minecraft.picked_up.chainmail_chestplate: #8, 8(6%)
minecraft.picked_up.bow: #8, 315(5%)
minecraft.crafted.cut_red_sandstone: #7, 16(3%)
minecraft.mined.acacia_wood: #7, 12(2%)
minecraft.dropped.coal: #8, 315(5%)
minecraft.dropped.cracked_polished_blackstone_bricks: #7, 8(1%)
minecraft.picked_up.gray_bed: #7, 18(1%)
minecraft.dropped.sugar_cane: #7, 293(1%)
minecraft.dropped.dark_oak_trapdoor: #7, 21(1%)
minecraft.mined.fletching_table: #7, 6(1%)
minecraft.used.spruce_wood: #7, 56(1%)
minecraft.used.yellow_bed: #7, 5(1%)
minecraft.mined.brown_wall_banner: #7, 1(2%)
minecraft.used.purpur_pillar: #7, 38(1%)
minecraft.picked_up.yellow_bed: #7, 5(1%)
minecraft.picked_up.stripped_oak_wood: #7, 45(1%)
minecraft.picked_up.spruce_fence_gate: #8, 61(6%)
minecraft.mined.sweet_berry_bush: #7, 50(1%)
minecraft.picked_up.emerald: #8, 805(5%)
minecraft.crafted.wooden_shovel: #7, 4(1%)
minecraft.dropped.beacon: #7, 1(1%)
minecraft.picked_up.orange_concrete_powder: #7, 111(1%)
minecraft.mined.yellow_bed: #7, 3(1%)
minecraft.mined.snow: #8, 16378(5%)
minecraft.crafted.purple_bed: #7, 2(1%)
minecraft.picked_up.damaged_anvil: #8, 13(5%)
minecraft.dropped.stone_brick_stairs: #7, 19(1%)
minecraft.mined.pink_carpet: #7, 4(1%)
minecraft.crafted.warped_fence_gate: #7, 3(1%)
minecraft.dropped.beetroot_seeds: #7, 4(1%)
minecraft.mined.yellow_concrete_powder: #8, 34(8%)
minecraft.picked_up.yellow_stained_glass_pane: #7, 12(1%)
minecraft.mined.polished_diorite_stairs: #7, 9(1%)
minecraft.picked_up.red_nether_brick_slab: #7, 15(0%)
minecraft.dropped.cyan_dye: #7, 19(1%)
minecraft.used.acacia_wood: #7, 24(0%)
minecraft.crafted.acacia_wood: #7, 30(0%)
minecraft.dropped.diamond_axe: #8, 7(5%)
minecraft.picked_up.polished_blackstone_slab: #8, 323(5%)
minecraft.dropped.pink_concrete: #7, 2(0%)
minecraft.used.jungle_door: #7, 2(0%)
minecraft.crafted.andesite: #7, 58(0%)
minecraft.crafted.diorite_slab: #7, 6(0%)
minecraft.used.spider_eye: #7, 1(0%)
minecraft.picked_up.anvil: #8, 91(4%)
minecraft.picked_up.pufferfish: #8, 34(4%)
minecraft.killed.trader_llama: #8, 22(5%)
minecraft.mined.gray_concrete_powder: #8, 363(4%)
minecraft.used.stone_axe: #8, 256(4%)
minecraft.killed.wandering_trader: #8, 11(5%)
minecraft.used.gray_concrete: #8, 9979(4%)
minecraft.crafted.golden_helmet: #8, 6(4%)
minecraft.used.polished_blackstone_slab: #8, 1741(4%)
minecraft.picked_up.weeping_vines: #8, 199(4%)
minecraft.mined.purpur_slab: #8, 49(5%)
minecraft.mined.orange_terracotta: #8, 5449(4%)
minecraft.mined.iron_trapdoor: #8, 224(4%)
minecraft.crafted.iron_trapdoor: #8, 1186(4%)
minecraft.picked_up.lilac: #8, 164(4%)
minecraft.used.glass_pane: #8, 309(4%)
minecraft.used.spruce_stairs: #8, 536(4%)
minecraft.picked_up.smooth_stone: #8, 1634(4%)
minecraft.mined.cobblestone_slab: #8, 153(4%)
minecraft.mined.potatoes: #8, 193(5%)
minecraft.dropped.red_terracotta: #8, 83(4%)
minecraft.picked_up.cake: #8, 2(6%)
minecraft.picked_up.orange_terracotta: #8, 5488(4%)
minecraft.used.blackstone_slab: #8, 628(4%)
minecraft.used.apple: #8, 33(5%)
minecraft.picked_up.cyan_terracotta: #8, 2087(3%)
minecraft.used.bone_meal: #8, 10211(3%)
minecraft.crafted.netherite_helmet: #8, 1(7%)
minecraft.crafted.acacia_fence: #8, 45(5%)
minecraft.mined.bamboo: #8, 506(3%)
minecraft.crafted.spruce_pressure_plate: #8, 27(4%)
minecraft.dropped.smoker: #8, 1(8%)
minecraft.broken.iron_axe: #8, 4(3%)
minecraft.mined.dark_oak_wall_sign: #8, 8(4%)
minecraft.crafted.item_frame: #8, 277(3%)
minecraft.picked_up.diorite_wall: #8, 45(5%)
minecraft.crafted.lime_shulker_box: #8, 8(4%)
minecraft.picked_up.white_wool: #8, 656(2%)
minecraft.picked_up.feather: #8, 318(3%)
minecraft.dropped.paper: #8, 807(3%)
minecraft.dropped.lily_of_the_valley: #8, 4(4%)
minecraft.dropped.warped_roots: #8, 89(3%)
minecraft.picked_up.light_gray_stained_glass_pane: #8, 411(3%)
minecraft.mined.stripped_oak_log: #8, 146(2%)
