stat, rank, value, (percentage) 
minecraft.picked_up.crafting_table: #19, 139(2%)
minecraft.picked_up.obsidian: #19, 504(2%)
minecraft.picked_up.redstone_torch: #19, 145(1%)
minecraft.used.shulker_box: #19, 1089(1%)
minecraft.picked_up.shulker_box: #19, 1062(1%)
minecraft.mined.shulker_box: #19, 1048(1%)
minecraft.picked_up.sand: #19, 29074(1%)
minecraft.picked_up.written_book: #19, 19(1%)
minecraft.picked_up.magma_cream: #19, 56(1%)
minecraft.mined.observer: #19, 71(1%)
minecraft.picked_up.diamond_leggings: #19, 5(1%)
minecraft.mined.dispenser: #19, 17(1%)
minecraft.picked_up.beef: #19, 264(1%)
minecraft.picked_up.furnace: #19, 43(1%)
minecraft.picked_up.observer: #19, 71(1%)
minecraft.used.enchanting_table: #19, 1(1%)
minecraft.dropped.stick: #19, 390(1%)
minecraft.picked_up.rotten_flesh: #19, 1816(1%)
minecraft.used.redstone_block: #19, 75(1%)
minecraft.custom.animals_bred: #19, 219(1%)
minecraft.used.scaffolding: #19, 1676(1%)
minecraft.mined.sugar_cane: #19, 595(1%)
minecraft.crafted.light_gray_dye: #19, 234(1%)
minecraft.picked_up.birch_sign: #19, 35(1%)
minecraft.mined.cactus: #19, 15(1%)
minecraft.picked_up.salmon: #19, 9(1%)
minecraft.used.note_block: #19, 32(1%)
minecraft.used.iron_sword: #19, 239(1%)
minecraft.crafted.iron_shovel: #19, 4(1%)
minecraft.mined.scaffolding: #19, 454(1%)
minecraft.used.potion: #19, 12(0%)
minecraft.picked_up.sugar_cane: #19, 1398(0%)
minecraft.used.obsidian: #19, 133(0%)
minecraft.picked_up.iron_pickaxe: #19, 1(0%)
minecraft.mined.green_shulker_box: #19, 7(0%)
minecraft.used.dropper: #19, 25(0%)
minecraft.picked_up.green_shulker_box: #19, 7(0%)
minecraft.crafted.wheat: #19, 72(0%)
minecraft.crafted.writable_book: #19, 8(0%)
minecraft.picked_up.saddle: #19, 1(0%)
minecraft.used.red_concrete: #19, 87(0%)
minecraft.crafted.stone_pickaxe: #19, 2(0%)
minecraft.picked_up.birch_planks: #19, 37(0%)
minecraft.picked_up.gunpowder: #19, 331(0%)
minecraft.picked_up.dark_oak_planks: #19, 40(0%)
minecraft.mined.oak_fence_gate: #19, 2(0%)
minecraft.dropped.oak_log: #19, 9(0%)
minecraft.mined.tnt: #19, 14(0%)
minecraft.used.dark_oak_planks: #19, 58(0%)
minecraft.dropped.basalt: #19, 14(0%)
minecraft.used.netherite_sword: #19, 971(0%)
minecraft.mined.pumpkin: #19, 14(0%)
minecraft.mined.honey_block: #19, 6(0%)
minecraft.custom.minecart_one_cm: #19, 158963(0%)
minecraft.picked_up.pink_shulker_box: #19, 2(0%)
minecraft.mined.pink_shulker_box: #19, 2(0%)
minecraft.used.cooked_cod: #19, 2(0%)
minecraft.mined.black_wool: #19, 2(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #19, 15(0%)
minecraft.mined.dark_oak_leaves: #19, 43(0%)
minecraft.dropped.birch_sign: #19, 1(0%)
minecraft.used.nether_wart: #19, 58(0%)
minecraft.used.light_gray_stained_glass_pane: #19, 6(0%)
minecraft.dropped.glowstone_dust: #19, 1(0%)
minecraft.dropped.wheat: #19, 3(0%)
minecraft.picked_up.cooked_cod: #19, 1(0%)
minecraft.picked_up.chiseled_stone_bricks: #19, 1(0%)
minecraft.crafted.fermented_spider_eye: #19, 4(0%)
minecraft.dropped.stone_bricks: #19, 5(0%)
minecraft.picked_up.crimson_planks: #19, 1(0%)
minecraft.dropped.orange_terracotta: #19, 1(0%)
minecraft.picked_up.purple_concrete: #19, 1(0%)
minecraft.used.gray_wool: #19, 7(0%)
minecraft.used.cooked_mutton: #19, 1(0%)
minecraft.mined.light_gray_terracotta: #19, 10(0%)
minecraft.picked_up.brown_concrete_powder: #19, 2(0%)
minecraft.dropped.carrot: #19, 5(0%)
minecraft.used.dark_prismarine: #19, 2(0%)
minecraft.dropped.bread: #19, 1(0%)
minecraft.used.cobblestone: #20, 3359(2%)
minecraft.picked_up.string: #20, 650(1%)
minecraft.mined.red_shulker_box: #20, 97(1%)
minecraft.used.red_shulker_box: #20, 98(1%)
minecraft.mined.oak_sign: #20, 8(1%)
minecraft.picked_up.diamond_pickaxe: #20, 13(1%)
minecraft.picked_up.leather: #20, 376(1%)
minecraft.custom.interact_with_brewingstand: #20, 77(1%)
minecraft.picked_up.oak_boat: #20, 12(1%)
minecraft.used.furnace: #20, 56(1%)
minecraft.used.dispenser: #20, 33(1%)
minecraft.mined.oak_log: #20, 1127(1%)
minecraft.picked_up.scaffolding: #20, 1627(1%)
minecraft.picked_up.redstone_block: #20, 76(1%)
minecraft.used.piston: #20, 95(1%)
minecraft.dropped.cobblestone: #20, 1304(1%)
minecraft.crafted.ender_chest: #20, 5(1%)
minecraft.dropped.torch: #20, 121(1%)
minecraft.picked_up.birch_log: #20, 423(0%)
minecraft.picked_up.compass: #20, 5(0%)
minecraft.mined.dropper: #20, 12(0%)
minecraft.crafted.lapis_lazuli: #20, 288(0%)
minecraft.used.observer: #20, 90(0%)
minecraft.mined.crimson_stem: #20, 69(0%)
minecraft.dropped.diamond: #20, 48(0%)
minecraft.used.flower_pot: #20, 8(0%)
minecraft.dropped.birch_planks: #20, 8(0%)
minecraft.crafted.dark_oak_sign: #20, 3(0%)
minecraft.crafted.cobblestone_wall: #20, 24(0%)
minecraft.used.shears: #20, 1306(0%)
minecraft.crafted.glass_bottle: #20, 51(0%)
minecraft.picked_up.gold_block: #20, 19(0%)
minecraft.dropped.flint: #20, 19(0%)
minecraft.crafted.yellow_dye: #20, 36(0%)
minecraft.picked_up.tnt: #20, 28(0%)
minecraft.picked_up.orange_shulker_box: #20, 6(0%)
minecraft.crafted.cyan_dye: #20, 48(0%)
minecraft.mined.orange_shulker_box: #20, 5(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #20, 15(0%)
minecraft.used.orange_shulker_box: #20, 5(0%)
minecraft.picked_up.lime_shulker_box: #20, 2(0%)
minecraft.mined.red_wool: #20, 2(0%)
minecraft.picked_up.cooked_chicken: #20, 2(0%)
minecraft.mined.jungle_leaves: #20, 61(0%)
minecraft.crafted.player_head: #20, 8(0%)
minecraft.mined.quartz_block: #20, 5(0%)
minecraft.mined.lime_shulker_box: #20, 1(0%)
minecraft.crafted.polished_basalt: #20, 9(0%)
minecraft.used.quartz_block: #20, 9(0%)
minecraft.used.lime_concrete: #20, 6(0%)
minecraft.dropped.kelp: #20, 5(0%)
minecraft.used.sandstone: #20, 20(0%)
minecraft.picked_up.light_gray_terracotta: #20, 10(0%)
minecraft.dropped.feather: #20, 1(0%)
minecraft.used.brown_concrete_powder: #20, 2(0%)
minecraft.mined.white_terracotta: #20, 3(0%)
minecraft.picked_up.white_terracotta: #20, 3(0%)
minecraft.picked_up.red_shulker_box: #21, 97(1%)
minecraft.picked_up.firework_rocket: #21, 1088(1%)
minecraft.mined.piston: #21, 41(1%)
minecraft.used.oak_boat: #21, 12(1%)
minecraft.crafted.diamond_shovel: #21, 3(1%)
minecraft.picked_up.lead: #21, 34(1%)
minecraft.mined.oak_wall_sign: #21, 10(1%)
minecraft.picked_up.basalt: #21, 837(1%)
minecraft.picked_up.piston: #21, 45(1%)
minecraft.crafted.bucket: #21, 37(1%)
minecraft.broken.iron_pickaxe: #21, 2(1%)
minecraft.picked_up.flint_and_steel: #21, 2(1%)
minecraft.picked_up.oak_sapling: #21, 330(1%)
minecraft.used.white_shulker_box: #21, 18(0%)
minecraft.picked_up.white_shulker_box: #21, 17(0%)
minecraft.crafted.blue_dye: #21, 180(0%)
minecraft.picked_up.white_wool: #21, 73(0%)
minecraft.mined.white_shulker_box: #21, 16(0%)
minecraft.picked_up.crimson_stem: #21, 69(0%)
minecraft.picked_up.cactus: #21, 63(0%)
minecraft.crafted.ender_eye: #21, 5(0%)
minecraft.dropped.compass: #21, 2(0%)
minecraft.picked_up.enchanted_book: #21, 4(0%)
minecraft.used.dark_oak_sign: #21, 2(0%)
minecraft.dropped.shulker_box: #21, 3(0%)
minecraft.killed.squid: #21, 12(0%)
minecraft.crafted.shears: #21, 24(0%)
minecraft.custom.pot_flower: #21, 2(0%)
minecraft.picked_up.gold_ingot: #21, 15(0%)
minecraft.picked_up.dark_oak_sign: #21, 2(0%)
minecraft.picked_up.tropical_fish: #21, 2(0%)
minecraft.mined.terracotta: #21, 264(0%)
minecraft.picked_up.terracotta: #21, 264(0%)
minecraft.used.pink_shulker_box: #21, 1(0%)
minecraft.picked_up.pumpkin_pie: #21, 2(0%)
minecraft.used.quartz_slab: #21, 13(0%)
minecraft.crafted.flower_pot: #21, 3(0%)
minecraft.picked_up.red_sand: #21, 57(0%)
minecraft.dropped.glass: #21, 3(0%)
minecraft.mined.quartz_slab: #21, 1(0%)
minecraft.picked_up.quartz_block: #21, 4(0%)
minecraft.picked_up.red_wool: #21, 2(0%)
minecraft.used.black_wool: #21, 2(0%)
minecraft.picked_up.redstone: #22, 7350(2%)
minecraft.picked_up.cobblestone: #22, 22963(1%)
minecraft.picked_up.diamond: #22, 773(1%)
minecraft.custom.interact_with_furnace: #22, 511(1%)
minecraft.picked_up.stick: #22, 1094(1%)
minecraft.custom.time_since_death: #22, 1522977(0%)
minecraft.picked_up.oak_sign: #22, 29(1%)
minecraft.picked_up.oak_log: #22, 1088(1%)
minecraft.crafted.diamond_axe: #22, 1(0%)
minecraft.custom.boat_one_cm: #22, 1218705(0%)
minecraft.used.white_bed: #22, 16(0%)
minecraft.picked_up.shears: #22, 3(0%)
minecraft.mined.white_bed: #22, 8(0%)
minecraft.picked_up.white_bed: #22, 8(0%)
minecraft.mined.powered_rail: #22, 20(0%)
minecraft.picked_up.spider_eye: #22, 60(0%)
minecraft.picked_up.flint: #22, 49(0%)
minecraft.crafted.scaffolding: #22, 60(0%)
minecraft.custom.interact_with_loom: #22, 1(0%)
minecraft.used.bamboo: #22, 14(0%)
minecraft.picked_up.jungle_leaves: #22, 50(0%)
minecraft.mined.birch_leaves: #22, 97(0%)
minecraft.mined.bamboo: #22, 8(0%)
minecraft.picked_up.pumpkin: #22, 14(0%)
minecraft.crafted.cobblestone_slab: #22, 12(0%)
minecraft.picked_up.oak_leaves: #22, 332(0%)
minecraft.picked_up.yellow_shulker_box: #22, 2(0%)
minecraft.mined.yellow_shulker_box: #22, 2(0%)
minecraft.picked_up.gray_wool: #22, 11(0%)
minecraft.dropped.iron_block: #22, 4(0%)
minecraft.crafted.sugar: #22, 4(0%)
minecraft.picked_up.lime_concrete: #22, 2(0%)
minecraft.picked_up.quartz_slab: #22, 1(0%)
minecraft.picked_up.black_wool: #22, 2(0%)
minecraft.picked_up.light_blue_concrete: #22, 1(0%)
minecraft.mined.jungle_log: #22, 1(0%)
minecraft.mined.iron_ore: #23, 1530(2%)
minecraft.picked_up.diamond_sword: #23, 6(1%)
minecraft.used.oak_sign: #23, 19(0%)
minecraft.picked_up.apple: #23, 19(0%)
minecraft.crafted.oak_sign: #23, 12(0%)
minecraft.picked_up.powered_rail: #23, 26(0%)
minecraft.used.powered_rail: #23, 30(0%)
minecraft.picked_up.bamboo: #23, 142(0%)
minecraft.mined.oak_leaves: #23, 652(0%)
minecraft.used.ender_pearl: #23, 8(0%)
minecraft.crafted.powered_rail: #23, 6(0%)
minecraft.picked_up.carrot: #23, 7(0%)
minecraft.picked_up.birch_leaves: #23, 2(0%)
minecraft.picked_up.coal: #24, 5769(2%)
minecraft.picked_up.iron_ore: #24, 1451(1%)
minecraft.used.iron_pickaxe: #24, 500(0%)
minecraft.crafted.iron_pickaxe: #24, 2(0%)
minecraft.mined.emerald_block: #24, 1(0%)
minecraft.picked_up.emerald_block: #24, 1(0%)
minecraft.custom.fly_one_cm: #26, 47320850(1%)
minecraft.custom.leave_game: #26, 508(1%)
minecraft.custom.time_since_rest: #46, 4226(0%)
