stat, rank, value, (percentage) 
minecraft.mined.smooth_sandstone_slab: #10, 89(2%)
minecraft.killed.pufferfish: #10, 6(2%)
minecraft.picked_up.white_stained_glass: #10, 191(1%)
minecraft.dropped.totem_of_undying: #10, 2(2%)
minecraft.crafted.green_shulker_box: #10, 2(2%)
minecraft.used.red_bed: #10, 8(2%)
minecraft.used.lilac: #10, 9(1%)
minecraft.used.snow_block: #10, 948(1%)
minecraft.used.bookshelf: #10, 217(1%)
minecraft.picked_up.light_gray_concrete_powder: #10, 478(1%)
minecraft.picked_up.chiseled_polished_blackstone: #10, 16(2%)
minecraft.picked_up.podzol: #10, 912(1%)
minecraft.picked_up.bee_nest: #10, 7(1%)
minecraft.picked_up.birch_wood: #10, 3(2%)
minecraft.picked_up.brick_stairs: #10, 14(2%)
minecraft.picked_up.azure_bluet: #10, 234(1%)
minecraft.picked_up.red_wool: #10, 218(1%)
minecraft.mined.twisting_vines: #10, 9(1%)
minecraft.mined.purple_bed: #10, 4(1%)
minecraft.mined.birch_slab: #10, 45(1%)
minecraft.used.cookie: #10, 2(1%)
minecraft.crafted.blackstone_slab: #10, 124(1%)
minecraft.crafted.lime_concrete_powder: #10, 512(1%)
minecraft.used.lime_bed: #10, 8(1%)
minecraft.mined.purple_carpet: #10, 8(1%)
minecraft.crafted.birch_door: #10, 6(1%)
minecraft.mined.polished_blackstone_button: #10, 2(1%)
minecraft.crafted.sandstone: #10, 170(1%)
minecraft.crafted.brown_stained_glass_pane: #10, 16(2%)
minecraft.picked_up.orange_tulip: #10, 23(1%)
minecraft.picked_up.orange_stained_glass: #10, 51(1%)
minecraft.crafted.smooth_sandstone_slab: #10, 210(1%)
minecraft.picked_up.lime_terracotta: #10, 25(1%)
minecraft.dropped.spider_eye: #10, 125(1%)
minecraft.dropped.stone_sword: #10, 12(1%)
minecraft.used.brick_stairs: #10, 31(1%)
minecraft.picked_up.white_concrete_powder: #10, 1237(1%)
minecraft.crafted.red_bed: #10, 1(1%)
minecraft.dropped.oxeye_daisy: #10, 20(1%)
minecraft.mined.magenta_concrete_powder: #10, 1(1%)
minecraft.crafted.stone_shovel: #10, 5(1%)
minecraft.crafted.polished_blackstone_wall: #10, 66(1%)
minecraft.custom.interact_with_beacon: #11, 77(5%)
minecraft.picked_up.lily_of_the_valley: #10, 35(1%)
minecraft.dropped.splash_potion: #10, 7(1%)
minecraft.mined.cyan_bed: #10, 7(1%)
minecraft.crafted.jungle_pressure_plate: #10, 2(1%)
minecraft.mined.dark_oak_leaves: #10, 247(0%)
minecraft.dropped.blaze_rod: #10, 7(1%)
minecraft.picked_up.snow_block: #10, 197(1%)
minecraft.mined.lime_stained_glass_pane: #10, 8(1%)
minecraft.dropped.barrel: #10, 2(1%)
minecraft.crafted.diorite_wall: #10, 12(1%)
minecraft.used.diorite_wall: #10, 12(1%)
minecraft.mined.granite_stairs: #10, 1(1%)
minecraft.dropped.acacia_sign: #10, 2(1%)
minecraft.mined.green_concrete_powder: #10, 30(0%)
minecraft.crafted.quartz_stairs: #10, 56(0%)
minecraft.picked_up.soul_torch: #10, 3(0%)
minecraft.dropped.snow_block: #10, 9(0%)
minecraft.used.cut_sandstone: #10, 88(0%)
minecraft.dropped.orange_concrete: #10, 1(0%)
minecraft.mined.chiseled_quartz_block: #10, 4(0%)
minecraft.mined.green_bed: #10, 2(0%)
minecraft.used.stripped_warped_stem: #10, 4(0%)
minecraft.dropped.shulker_shell: #10, 3(0%)
minecraft.dropped.polished_blackstone_wall: #10, 2(0%)
minecraft.crafted.beacon: #10, 1(0%)
minecraft.crafted.cooked_porkchop: #10, 16(0%)
minecraft.mined.yellow_bed: #10, 1(0%)
minecraft.picked_up.yellow_bed: #10, 1(0%)
minecraft.dropped.fire_charge: #10, 2(0%)
minecraft.dropped.nether_brick_slab: #10, 6(0%)
minecraft.picked_up.cyan_stained_glass: #10, 35(0%)
minecraft.mined.stripped_oak_wood: #10, 6(0%)
minecraft.used.stripped_oak_wood: #10, 6(0%)
minecraft.mined.honeycomb_block: #10, 2(0%)
minecraft.picked_up.stripped_oak_wood: #10, 6(0%)
minecraft.picked_up.purple_concrete_powder: #10, 10(0%)
minecraft.mined.magenta_wool: #10, 1(0%)
minecraft.dropped.lime_carpet: #10, 1(0%)
minecraft.mined.purple_stained_glass_pane: #10, 1(0%)
minecraft.dropped.pink_wool: #10, 1(0%)
minecraft.picked_up.polished_diorite_stairs: #10, 1(0%)
minecraft.dropped.brown_wool: #10, 2(0%)
minecraft.picked_up.magenta_concrete_powder: #10, 2(0%)
minecraft.crafted.iron_leggings: #11, 7(4%)
minecraft.mined.redstone_wire: #11, 702(4%)
minecraft.used.polished_andesite_slab: #11, 852(4%)
minecraft.crafted.comparator: #11, 347(4%)
minecraft.crafted.observer: #11, 739(4%)
minecraft.mined.redstone_wall_torch: #11, 61(3%)
minecraft.crafted.furnace: #11, 313(3%)
minecraft.dropped.red_mushroom: #11, 40(4%)
minecraft.used.redstone_torch: #11, 411(3%)
minecraft.used.writable_book: #11, 135(3%)
minecraft.used.sand: #11, 11537(3%)
minecraft.crafted.piston: #11, 581(3%)
minecraft.killed.husk: #11, 27(4%)
minecraft.mined.nether_brick_fence: #11, 40(4%)
minecraft.picked_up.weeping_vines: #11, 156(3%)
minecraft.mined.warped_wart_block: #11, 2123(3%)
minecraft.used.oak_sign: #11, 209(3%)
minecraft.picked_up.lapis_ore: #11, 233(3%)
minecraft.used.piston: #11, 399(3%)
minecraft.used.warped_trapdoor: #11, 123(4%)
minecraft.crafted.barrel: #11, 200(3%)
minecraft.dropped.oak_log: #11, 140(3%)
minecraft.picked_up.pufferfish: #11, 21(3%)
minecraft.picked_up.ghast_tear: #11, 57(3%)
minecraft.picked_up.magma_cream: #11, 131(3%)
minecraft.picked_up.red_concrete: #11, 494(3%)
minecraft.crafted.redstone_lamp: #11, 143(3%)
minecraft.mined.white_shulker_box: #11, 136(3%)
minecraft.crafted.iron_sword: #11, 9(2%)
minecraft.picked_up.white_shulker_box: #11, 137(3%)
minecraft.used.bread: #11, 108(3%)
minecraft.picked_up.nether_brick_fence: #11, 40(3%)
minecraft.picked_up.iron_trapdoor: #11, 159(3%)
minecraft.dropped.compass: #11, 22(2%)
minecraft.broken.iron_axe: #11, 3(2%)
minecraft.mined.white_concrete: #11, 4314(2%)
minecraft.picked_up.iron_boots: #11, 16(2%)
minecraft.picked_up.red_banner: #11, 3(3%)
minecraft.mined.warped_trapdoor: #11, 20(2%)
minecraft.picked_up.acacia_planks: #11, 52(3%)
minecraft.used.oak_door: #11, 10(2%)
minecraft.used.sticky_piston: #11, 182(2%)
minecraft.picked_up.kelp: #11, 3668(2%)
minecraft.picked_up.white_banner: #11, 29(2%)
minecraft.mined.oak_fence_gate: #11, 16(2%)
minecraft.used.jungle_log: #11, 321(2%)
minecraft.picked_up.birch_boat: #11, 7(2%)
minecraft.crafted.clock: #11, 3(2%)
minecraft.used.birch_log: #11, 275(1%)
minecraft.picked_up.orange_shulker_box: #11, 83(1%)
minecraft.mined.bookshelf: #11, 148(1%)
minecraft.used.andesite_stairs: #11, 38(2%)
minecraft.used.jungle_boat: #11, 8(2%)
minecraft.used.polished_granite: #11, 162(2%)
minecraft.picked_up.green_carpet: #11, 68(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #11, 37(1%)
minecraft.mined.orange_shulker_box: #11, 74(1%)
minecraft.used.orange_shulker_box: #11, 79(1%)
minecraft.dropped.oak_sapling: #11, 94(1%)
minecraft.crafted.spruce_pressure_plate: #11, 11(2%)
minecraft.crafted.birch_slab: #11, 402(1%)
minecraft.used.red_concrete: #11, 436(1%)
minecraft.dropped.end_stone_bricks: #11, 17(2%)
minecraft.picked_up.stone_hoe: #11, 2(2%)
minecraft.mined.warped_slab: #11, 14(1%)
minecraft.picked_up.sandstone: #11, 5678(1%)
minecraft.used.green_wool: #11, 90(2%)
minecraft.mined.coarse_dirt: #11, 333(1%)
minecraft.mined.polished_granite: #11, 40(1%)
minecraft.used.light_gray_shulker_box: #11, 34(1%)
minecraft.picked_up.crimson_door: #11, 1(2%)
minecraft.dropped.nether_bricks: #11, 50(1%)
minecraft.used.acacia_log: #11, 129(1%)
minecraft.picked_up.smooth_sandstone_slab: #11, 86(1%)
minecraft.mined.chiseled_polished_blackstone: #11, 12(1%)
minecraft.used.nether_wart_block: #11, 151(1%)
minecraft.picked_up.iron_helmet: #12, 23(5%)
minecraft.picked_up.warped_fence: #11, 4(1%)
minecraft.crafted.detector_rail: #11, 12(1%)
minecraft.used.crimson_stem: #11, 68(1%)
minecraft.dropped.oak_button: #11, 3(1%)
minecraft.picked_up.light_blue_stained_glass: #11, 65(1%)
minecraft.dropped.oak_slab: #11, 9(1%)
minecraft.picked_up.gold_nugget: #11, 3166(1%)
minecraft.mined.jungle_button: #11, 1(1%)
minecraft.used.end_stone: #11, 98(1%)
minecraft.picked_up.spectral_arrow: #11, 47(1%)
minecraft.used.stone_brick_wall: #11, 92(1%)
minecraft.mined.lime_terracotta: #11, 6(1%)
minecraft.used.brown_stained_glass: #11, 22(1%)
minecraft.used.cyan_bed: #11, 9(1%)
minecraft.used.lime_concrete_powder: #11, 261(1%)
minecraft.dropped.magenta_stained_glass: #11, 1(1%)
minecraft.picked_up.pink_tulip: #11, 33(1%)
minecraft.used.cooked_chicken: #11, 26(1%)
minecraft.dropped.packed_ice: #11, 21(1%)
minecraft.crafted.brown_stained_glass: #11, 32(1%)
minecraft.mined.yellow_wool: #11, 12(1%)
minecraft.mined.green_terracotta: #11, 14(1%)
minecraft.used.light_blue_carpet: #11, 34(0%)
minecraft.mined.acacia_wall_sign: #11, 4(0%)
minecraft.picked_up.granite_stairs: #11, 1(1%)
minecraft.dropped.black_wool: #11, 19(1%)
minecraft.picked_up.magenta_carpet: #11, 4(0%)
minecraft.used.purple_carpet: #11, 18(0%)
minecraft.mined.crimson_slab: #11, 5(0%)
minecraft.used.crying_obsidian: #11, 56(0%)
minecraft.crafted.jungle_fence_gate: #11, 12(0%)
minecraft.crafted.light_blue_carpet: #11, 24(0%)
minecraft.used.light_blue_stained_glass: #11, 102(0%)
minecraft.used.prismarine_bricks: #11, 96(0%)
minecraft.picked_up.light_weighted_pressure_plate: #11, 7(0%)
minecraft.mined.jungle_wood: #11, 5(0%)
minecraft.used.green_bed: #11, 2(0%)
minecraft.used.jungle_wood: #11, 25(0%)
minecraft.picked_up.chiseled_quartz_block: #11, 3(0%)
minecraft.used.jungle_fence_gate: #11, 7(0%)
minecraft.used.stripped_dark_oak_wood: #11, 2(0%)
minecraft.used.jungle_sapling: #11, 6(0%)
minecraft.used.chiseled_nether_bricks: #11, 4(0%)
minecraft.dropped.cut_sandstone: #11, 3(0%)
minecraft.mined.sandstone_slab: #11, 10(0%)
minecraft.dropped.red_dye: #11, 3(0%)
minecraft.dropped.stone_brick_stairs: #11, 4(0%)
minecraft.used.granite_stairs: #11, 1(0%)
minecraft.used.crimson_fence: #11, 2(0%)
minecraft.used.black_bed: #11, 1(0%)
minecraft.dropped.pink_concrete: #11, 1(0%)
minecraft.used.blue_stained_glass: #11, 11(0%)
minecraft.picked_up.brain_coral_block: #11, 1(0%)
minecraft.picked_up.dispenser: #12, 100(4%)
minecraft.mined.lever: #12, 65(4%)
minecraft.custom.interact_with_smithing_table: #12, 32(4%)
minecraft.mined.dispenser: #12, 64(4%)
minecraft.picked_up.chipped_anvil: #12, 19(4%)
minecraft.used.hopper: #12, 1229(3%)
minecraft.used.furnace: #12, 194(3%)
minecraft.mined.white_bed: #12, 99(3%)
minecraft.picked_up.white_bed: #12, 102(3%)
minecraft.used.iron_block: #12, 4112(3%)
minecraft.used.cobblestone_stairs: #12, 108(3%)
minecraft.crafted.warped_trapdoor: #12, 134(3%)
minecraft.used.bone_meal: #12, 7932(3%)
minecraft.mined.iron_bars: #12, 134(3%)
minecraft.used.brewing_stand: #12, 18(2%)
minecraft.crafted.white_stained_glass_pane: #12, 416(3%)
minecraft.mined.kelp: #12, 257(2%)
minecraft.picked_up.compass: #12, 26(3%)
minecraft.used.white_stained_glass_pane: #12, 312(3%)
minecraft.dropped.armor_stand: #12, 7(3%)
minecraft.mined.andesite_wall: #12, 54(3%)
minecraft.crafted.sticky_piston: #12, 198(2%)
minecraft.used.white_concrete_powder: #12, 6700(2%)
minecraft.mined.red_concrete: #12, 476(2%)
minecraft.picked_up.detector_rail: #12, 11(3%)
minecraft.dropped.sand: #12, 1403(2%)
minecraft.used.observer: #12, 460(2%)
minecraft.used.lectern: #12, 147(2%)
minecraft.mined.crimson_roots: #12, 75(2%)
minecraft.picked_up.dragon_head: #12, 9(2%)
minecraft.used.splash_potion: #12, 31(2%)
minecraft.crafted.painting: #12, 20(2%)
minecraft.mined.slime_block: #12, 158(2%)
minecraft.picked_up.nether_wart_block: #12, 1214(2%)
minecraft.used.brown_shulker_box: #12, 78(2%)
minecraft.picked_up.brown_shulker_box: #12, 75(2%)
minecraft.used.birch_boat: #12, 8(2%)
minecraft.mined.brown_shulker_box: #12, 70(2%)
minecraft.killed.shulker: #12, 174(2%)
minecraft.mined.warped_nylium: #12, 144(2%)
minecraft.picked_up.polished_blackstone_slab: #12, 118(2%)
minecraft.picked_up.warped_nylium: #12, 145(2%)
minecraft.used.birch_trapdoor: #12, 119(2%)
minecraft.used.slime_block: #12, 253(1%)
minecraft.crafted.stone_pickaxe: #12, 12(1%)
minecraft.mined.stripped_oak_log: #12, 83(1%)
minecraft.mined.gold_block: #12, 109(2%)
minecraft.picked_up.stone_pickaxe: #12, 2(2%)
minecraft.crafted.hay_block: #12, 125(1%)
minecraft.picked_up.sea_pickle: #12, 66(1%)
minecraft.picked_up.oak_fence_gate: #12, 18(1%)
minecraft.picked_up.stripped_oak_log: #12, 72(1%)
minecraft.killed_by.vex: #12, 1(2%)
minecraft.dropped.black_concrete: #12, 61(2%)
minecraft.used.lava_bucket: #12, 267(1%)
minecraft.picked_up.jungle_boat: #12, 7(1%)
minecraft.picked_up.stone_brick_wall: #12, 42(1%)
minecraft.crafted.blackstone_stairs: #12, 56(1%)
minecraft.crafted.gray_shulker_box: #12, 3(1%)
minecraft.killed.phantom: #12, 32(1%)
minecraft.used.red_banner: #12, 6(2%)
minecraft.mined.black_stained_glass_pane: #12, 23(1%)
minecraft.used.smooth_sandstone: #12, 832(1%)
minecraft.picked_up.bowl: #12, 2(1%)
minecraft.mined.warped_roots: #12, 77(1%)
minecraft.mined.spruce_fence_gate: #12, 4(1%)
minecraft.picked_up.heart_of_the_sea: #12, 2(1%)
minecraft.dropped.shield: #12, 2(1%)
minecraft.picked_up.red_carpet: #12, 30(1%)
minecraft.dropped.oak_trapdoor: #12, 6(1%)
minecraft.used.written_book: #12, 309(1%)
minecraft.dropped.potion: #12, 33(1%)
minecraft.picked_up.dandelion: #12, 223(1%)
minecraft.mined.stripped_acacia_log: #12, 4(1%)
minecraft.used.polished_diorite: #12, 92(1%)
minecraft.crafted.green_concrete_powder: #12, 408(1%)
minecraft.picked_up.acacia_sign: #12, 7(1%)
minecraft.mined.carved_pumpkin: #12, 27(1%)
minecraft.mined.light_gray_concrete_powder: #12, 20(1%)
minecraft.picked_up.polished_granite: #12, 35(1%)
minecraft.picked_up.diorite_wall: #12, 8(1%)
minecraft.dropped.shroomlight: #12, 10(1%)
minecraft.dropped.golden_sword: #12, 18(1%)
minecraft.picked_up.lime_carpet: #12, 17(1%)
minecraft.picked_up.golden_sword: #12, 17(0%)
minecraft.picked_up.wooden_sword: #12, 1(1%)
minecraft.crafted.red_banner: #12, 3(1%)
minecraft.crafted.lime_stained_glass_pane: #12, 32(0%)
minecraft.used.jungle_slab: #12, 76(1%)
minecraft.used.lime_stained_glass_pane: #12, 26(0%)
minecraft.mined.diorite_wall: #12, 5(1%)
minecraft.dropped.white_stained_glass: #12, 4(0%)
minecraft.used.crimson_fungus: #12, 10(0%)
minecraft.mined.snow_block: #12, 116(0%)
minecraft.picked_up.green_wool: #12, 53(0%)
minecraft.used.yellow_bed: #12, 2(0%)
minecraft.used.stripped_birch_log: #12, 8(0%)
minecraft.crafted.acacia_button: #12, 1(0%)
minecraft.mined.purple_wool: #12, 3(0%)
minecraft.picked_up.green_concrete_powder: #12, 42(0%)
minecraft.mined.acacia_fence: #12, 1(0%)
minecraft.mined.spruce_pressure_plate: #12, 1(0%)
minecraft.mined.oak_wood: #12, 8(0%)
minecraft.crafted.leather_helmet: #12, 2(0%)
minecraft.picked_up.lime_banner: #12, 1(0%)
minecraft.picked_up.oak_wood: #12, 6(0%)
minecraft.mined.prismarine_bricks: #12, 48(0%)
minecraft.dropped.polished_granite: #12, 2(0%)
minecraft.picked_up.green_bed: #12, 1(0%)
minecraft.used.magenta_carpet: #12, 4(0%)
minecraft.used.jack_o_lantern: #12, 2(0%)
minecraft.crafted.light_gray_wool: #12, 4(0%)
minecraft.dropped.yellow_wool: #12, 1(0%)
minecraft.picked_up.fire_coral_block: #12, 1(0%)
minecraft.picked_up.dried_kelp: #12, 16(0%)
minecraft.picked_up.arrow: #13, 3075(3%)
minecraft.used.bucket: #13, 3255(3%)
minecraft.used.chipped_anvil: #13, 12(3%)
minecraft.mined.hopper: #13, 365(3%)
minecraft.mined.crimson_fungus: #13, 31(3%)
minecraft.mined.beacon: #13, 29(3%)
minecraft.picked_up.lapis_lazuli: #13, 3961(3%)
minecraft.mined.brewing_stand: #13, 16(3%)
minecraft.used.bell: #13, 10(3%)
minecraft.picked_up.bone_block: #13, 392(3%)
minecraft.used.white_bed: #13, 101(3%)
minecraft.mined.lapis_ore: #13, 455(3%)
minecraft.crafted.acacia_planks: #13, 1652(2%)
minecraft.killed.wandering_trader: #13, 6(3%)
minecraft.used.cobblestone_slab: #13, 533(2%)
minecraft.dropped.gold_ingot: #13, 103(2%)
minecraft.custom.interact_with_loom: #13, 18(2%)
minecraft.picked_up.twisting_vines: #13, 65(2%)
minecraft.used.light_gray_concrete_powder: #13, 1851(2%)
minecraft.picked_up.lectern: #13, 120(2%)
minecraft.picked_up.cracked_stone_bricks: #13, 73(2%)
minecraft.used.iron_bars: #13, 472(2%)
minecraft.mined.redstone_block: #13, 68(2%)
minecraft.used.comparator: #13, 150(2%)
minecraft.picked_up.warped_wart_block: #13, 1645(2%)
minecraft.mined.pink_tulip: #13, 13(2%)
minecraft.crafted.stone_brick_slab: #13, 778(2%)
minecraft.picked_up.stone_brick_slab: #13, 408(2%)
minecraft.custom.inspect_dropper: #13, 413(1%)
minecraft.mined.lectern: #13, 96(1%)
minecraft.picked_up.armor_stand: #13, 57(1%)
minecraft.picked_up.poppy: #13, 630(1%)
minecraft.used.poppy: #13, 7(2%)
minecraft.picked_up.stripped_birch_log: #13, 73(1%)
minecraft.mined.cobblestone_slab: #13, 51(1%)
minecraft.picked_up.dropper: #13, 47(1%)
minecraft.killed.endermite: #13, 4(1%)
minecraft.picked_up.music_disc_13: #13, 1(1%)
minecraft.used.ice: #13, 474(1%)
minecraft.dropped.ladder: #13, 15(1%)
minecraft.mined.quartz_slab: #13, 38(1%)
minecraft.crafted.polished_basalt: #13, 256(1%)
minecraft.used.snowball: #13, 138(1%)
minecraft.crafted.glass_bottle: #13, 292(1%)
minecraft.used.lime_wool: #13, 55(1%)
minecraft.picked_up.stone_sword: #13, 11(1%)
minecraft.picked_up.jungle_button: #13, 2(1%)
minecraft.picked_up.light_gray_shulker_box: #13, 26(1%)
minecraft.used.netherite_sword: #13, 5799(1%)
minecraft.mined.light_gray_shulker_box: #13, 21(1%)
minecraft.mined.melon_stem: #13, 2(1%)
minecraft.crafted.iron_trapdoor: #13, 203(1%)
minecraft.picked_up.sponge: #13, 57(1%)
minecraft.dropped.dandelion: #13, 37(1%)
minecraft.mined.lime_carpet: #13, 14(1%)
minecraft.mined.blue_wool: #13, 7(1%)
minecraft.dropped.purpur_stairs: #13, 3(1%)
minecraft.picked_up.light_blue_concrete: #13, 119(1%)
minecraft.dropped.sweet_berries: #13, 15(1%)
minecraft.mined.crimson_fence: #13, 2(1%)
minecraft.mined.pumpkin_stem: #13, 2(1%)
minecraft.used.sea_pickle: #13, 19(1%)
minecraft.used.polished_blackstone_wall: #13, 65(0%)
minecraft.picked_up.pink_wool: #13, 49(0%)
minecraft.dropped.stone_pressure_plate: #13, 4(0%)
minecraft.crafted.cracked_stone_bricks: #13, 27(1%)
minecraft.used.stripped_oak_log: #13, 15(0%)
minecraft.dropped.wooden_sword: #13, 1(1%)
minecraft.picked_up.crimson_fence: #13, 2(0%)
minecraft.dropped.carrot: #13, 218(0%)
minecraft.used.sandstone: #13, 328(0%)
minecraft.dropped.ice: #13, 14(0%)
minecraft.mined.cut_sandstone: #13, 17(0%)
minecraft.mined.nether_sprouts: #13, 12(0%)
minecraft.used.podzol: #13, 99(0%)
minecraft.mined.sponge: #13, 15(0%)
minecraft.picked_up.acacia_fence: #13, 1(0%)
minecraft.crafted.pumpkin_pie: #13, 48(0%)
minecraft.used.acacia_planks: #13, 5(0%)
minecraft.used.black_wool: #13, 56(0%)
minecraft.dropped.stone_pickaxe: #13, 1(0%)
minecraft.used.green_stained_glass: #13, 22(0%)
minecraft.mined.jack_o_lantern: #13, 1(0%)
minecraft.dropped.cracked_stone_bricks: #13, 1(0%)
minecraft.used.purple_bed: #13, 1(0%)
minecraft.mined.green_wool: #13, 2(0%)
minecraft.mined.lime_bed: #13, 1(0%)
minecraft.picked_up.sandstone_slab: #13, 13(0%)
minecraft.picked_up.emerald_block: #13, 9(0%)
minecraft.used.weeping_vines: #13, 1(0%)
minecraft.used.pink_carpet: #13, 3(0%)
minecraft.mined.acacia_stairs: #13, 1(0%)
minecraft.crafted.pink_carpet: #13, 3(0%)
minecraft.mined.purple_stained_glass: #13, 2(0%)
minecraft.mined.sandstone_wall: #13, 2(0%)
minecraft.dropped.gold_block: #13, 1(0%)
minecraft.used.magenta_wool: #13, 1(0%)
minecraft.picked_up.jungle_wood: #13, 1(0%)
minecraft.picked_up.acacia_stairs: #13, 1(0%)
minecraft.picked_up.bubble_coral_block: #13, 1(0%)
minecraft.used.wet_sponge: #13, 2(0%)
minecraft.used.brown_concrete: #13, 2(0%)
minecraft.used.magenta_concrete: #13, 1(0%)
minecraft.crafted.dried_kelp_block: #13, 4(0%)
minecraft.picked_up.beacon: #14, 37(3%)
minecraft.mined.barrel: #14, 111(3%)
minecraft.used.dispenser: #14, 113(3%)
minecraft.used.diamond_sword: #14, 10663(3%)
minecraft.used.beacon: #14, 32(2%)
minecraft.mined.furnace: #14, 75(2%)
minecraft.crafted.cooked_beef: #14, 341(2%)
minecraft.used.glass: #14, 1756(2%)
minecraft.used.redstone_block: #14, 190(2%)
minecraft.custom.bell_ring: #14, 33(2%)
minecraft.used.detector_rail: #14, 10(2%)
minecraft.mined.piston_head: #14, 5(2%)
minecraft.picked_up.crying_obsidian: #14, 41(2%)
minecraft.used.enchanting_table: #14, 2(2%)
minecraft.used.green_carpet: #14, 191(2%)
minecraft.crafted.light_gray_concrete_powder: #14, 1792(2%)
minecraft.mined.light_gray_concrete: #14, 967(2%)
minecraft.used.iron_axe: #14, 792(2%)
minecraft.mined.comparator: #14, 35(2%)
minecraft.picked_up.sea_lantern: #14, 304(1%)
minecraft.mined.cyan_shulker_box: #14, 37(2%)
minecraft.crafted.enchanting_table: #14, 1(1%)
minecraft.picked_up.cyan_shulker_box: #14, 36(2%)
minecraft.used.cyan_shulker_box: #14, 37(2%)
minecraft.mined.tripwire_hook: #14, 2(2%)
minecraft.used.yellow_shulker_box: #14, 63(1%)
minecraft.mined.soul_soil: #14, 466(1%)
minecraft.crafted.polished_blackstone: #14, 1176(1%)
minecraft.picked_up.cobweb: #14, 68(1%)
minecraft.picked_up.carved_pumpkin: #14, 59(1%)
minecraft.used.sea_lantern: #14, 669(1%)
minecraft.mined.sea_lantern: #14, 138(1%)
minecraft.used.potion: #14, 26(1%)
minecraft.picked_up.gold_block: #14, 128(1%)
minecraft.mined.stone_brick_slab: #14, 135(1%)
minecraft.mined.stripped_birch_log: #14, 64(1%)
minecraft.used.heavy_weighted_pressure_plate: #14, 7(1%)
minecraft.mined.cobblestone_stairs: #14, 15(1%)
minecraft.mined.detector_rail: #14, 3(1%)
minecraft.mined.sandstone: #14, 4272(1%)
minecraft.dropped.stone_button: #14, 23(1%)
minecraft.used.smithing_table: #14, 14(1%)
minecraft.mined.carrots: #14, 208(1%)
minecraft.picked_up.light_blue_shulker_box: #14, 54(1%)
minecraft.used.iron_trapdoor: #14, 235(1%)
minecraft.mined.light_blue_shulker_box: #14, 47(1%)
minecraft.dropped.purpur_block: #14, 10(1%)
minecraft.picked_up.warped_slab: #14, 11(1%)
minecraft.mined.crying_obsidian: #14, 8(1%)
minecraft.used.gold_block: #14, 104(1%)
minecraft.picked_up.green_terracotta: #14, 23(1%)
minecraft.picked_up.nautilus_shell: #14, 3(1%)
minecraft.picked_up.poisonous_potato: #14, 2(1%)
minecraft.used.yellow_concrete: #14, 176(1%)
minecraft.mined.andesite_slab: #14, 40(1%)
minecraft.mined.polished_diorite: #14, 24(1%)
minecraft.picked_up.acacia_trapdoor: #14, 13(1%)
minecraft.mined.cracked_polished_blackstone_bricks: #14, 80(0%)
minecraft.dropped.fishing_rod: #14, 1(1%)
minecraft.used.red_wool: #14, 61(0%)
minecraft.mined.green_carpet: #14, 12(0%)
minecraft.mined.lime_wool: #14, 9(1%)
minecraft.used.warped_fungus: #14, 36(0%)
minecraft.used.warped_nylium: #14, 15(0%)
minecraft.dropped.light_gray_terracotta: #14, 5(0%)
minecraft.dropped.cobblestone_stairs: #14, 2(0%)
minecraft.used.bone_block: #14, 117(0%)
minecraft.picked_up.crimson_slab: #14, 6(0%)
minecraft.picked_up.lime_stained_glass_pane: #14, 5(0%)
minecraft.picked_up.warped_roots: #14, 77(0%)
minecraft.picked_up.brown_concrete: #14, 10(0%)
minecraft.picked_up.allium: #14, 7(0%)
minecraft.used.green_concrete_powder: #14, 113(0%)
minecraft.picked_up.glass_bottle: #14, 27(0%)
minecraft.crafted.light_blue_stained_glass_pane: #14, 16(0%)
minecraft.dropped.nether_brick_fence: #14, 1(0%)
minecraft.dropped.sea_lantern: #14, 4(0%)
minecraft.picked_up.prismarine_bricks: #14, 45(0%)
minecraft.picked_up.fire_charge: #14, 3(0%)
minecraft.picked_up.sandstone_wall: #14, 5(0%)
minecraft.crafted.yellow_wool: #14, 2(0%)
minecraft.mined.brown_concrete: #14, 6(0%)
minecraft.mined.red_stained_glass: #14, 3(0%)
minecraft.mined.target: #14, 1(0%)
minecraft.mined.light_blue_stained_glass: #14, 6(0%)
minecraft.used.green_terracotta: #14, 5(0%)
minecraft.picked_up.magenta_wool: #14, 3(0%)
minecraft.custom.fish_caught: #14, 2(0%)
minecraft.crafted.red_sandstone: #14, 3(0%)
minecraft.picked_up.magenta_concrete: #14, 1(0%)
minecraft.mined.magenta_concrete: #14, 1(0%)
minecraft.used.magenta_concrete_powder: #14, 1(0%)
minecraft.used.end_stone_bricks: #14, 2(0%)
minecraft.killed.spider: #15, 161(4%)
minecraft.picked_up.crafting_table: #15, 227(3%)
minecraft.picked_up.smooth_stone_slab: #15, 887(3%)
minecraft.mined.crafting_table: #15, 189(3%)
minecraft.killed.creeper: #15, 259(3%)
minecraft.custom.open_enderchest: #15, 2424(2%)
minecraft.mined.warped_fungus: #15, 51(2%)
minecraft.picked_up.ender_chest: #15, 306(2%)
minecraft.custom.damage_dealt: #15, 1256805(2%)
minecraft.mined.smooth_stone_slab: #15, 454(2%)
minecraft.mined.polished_andesite_slab: #15, 91(2%)
minecraft.picked_up.lime_shulker_box: #15, 44(2%)
minecraft.crafted.stone_pressure_plate: #15, 47(2%)
minecraft.mined.lime_shulker_box: #15, 41(2%)
