stat, rank, value, (percentage) 
minecraft.picked_up.rail: #16, 549(1%)
minecraft.picked_up.shears: #16, 12(1%)
minecraft.crafted.rail: #16, 384(1%)
minecraft.mined.oxeye_daisy: #16, 15(1%)
minecraft.used.observer: #16, 231(1%)
minecraft.used.piston: #16, 145(1%)
minecraft.mined.nether_bricks: #16, 336(1%)
minecraft.mined.tall_grass: #16, 91(1%)
minecraft.used.granite: #16, 368(1%)
minecraft.picked_up.vine: #16, 143(1%)
minecraft.mined.kelp_plant: #16, 188(1%)
minecraft.picked_up.brewing_stand: #16, 7(1%)
minecraft.used.enchanting_table: #16, 1(1%)
minecraft.used.pumpkin: #16, 53(1%)
minecraft.crafted.sticky_piston: #16, 64(1%)
minecraft.used.mossy_stone_bricks: #16, 23(1%)
minecraft.mined.lily_of_the_valley: #16, 7(1%)
minecraft.killed_by.ravager: #16, 1(1%)
minecraft.used.sticky_piston: #16, 74(1%)
minecraft.crafted.golden_helmet: #16, 1(1%)
minecraft.crafted.paper: #16, 5474(1%)
minecraft.crafted.compass: #16, 32(1%)
minecraft.used.diamond_block: #16, 61(1%)
minecraft.mined.sticky_piston: #16, 25(1%)
minecraft.mined.birch_trapdoor: #16, 7(1%)
minecraft.picked_up.warped_planks: #16, 10(1%)
minecraft.dropped.stone_button: #16, 14(1%)
minecraft.mined.smithing_table: #16, 4(1%)
minecraft.used.blue_shulker_box: #16, 11(1%)
minecraft.picked_up.blue_shulker_box: #16, 10(1%)
minecraft.mined.blue_shulker_box: #16, 10(1%)
minecraft.crafted.lime_dye: #16, 114(0%)
minecraft.mined.red_carpet: #16, 9(0%)
minecraft.crafted.hay_block: #16, 37(0%)
minecraft.crafted.quartz_slab: #16, 114(0%)
minecraft.crafted.map: #16, 15(0%)
minecraft.mined.grass_path: #16, 68(0%)
minecraft.used.cooked_porkchop: #16, 56(0%)
minecraft.picked_up.quartz_block: #16, 74(0%)
minecraft.mined.red_bed: #16, 2(0%)
minecraft.picked_up.red_bed: #16, 2(0%)
minecraft.picked_up.blaze_rod: #16, 62(0%)
minecraft.dropped.gray_concrete: #16, 22(0%)
minecraft.mined.blackstone_wall: #16, 3(0%)
minecraft.used.red_bed: #16, 2(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #16, 48(0%)
minecraft.killed.salmon: #16, 3(0%)
minecraft.used.vine: #16, 8(0%)
minecraft.used.warped_stem: #16, 62(0%)
minecraft.dropped.redstone_torch: #16, 3(0%)
minecraft.dropped.water_bucket: #16, 1(0%)
minecraft.used.clay: #16, 19(0%)
minecraft.used.yellow_concrete: #16, 62(0%)
minecraft.used.stone_brick_wall: #16, 31(0%)
minecraft.picked_up.cyan_concrete: #16, 67(0%)
minecraft.dropped.rotten_flesh: #16, 1063(0%)
minecraft.mined.cyan_concrete: #16, 67(0%)
minecraft.dropped.lever: #16, 2(0%)
minecraft.dropped.end_stone: #16, 5(0%)
minecraft.used.cyan_concrete_powder: #16, 65(0%)
minecraft.crafted.slime_block: #16, 79(0%)
minecraft.used.smooth_stone: #16, 173(0%)
minecraft.picked_up.light_gray_stained_glass: #16, 14(0%)
minecraft.crafted.stone_shovel: #16, 1(0%)
minecraft.used.blackstone_stairs: #16, 11(0%)
minecraft.dropped.item_frame: #16, 1(0%)
minecraft.killed.silverfish: #16, 1(0%)
minecraft.picked_up.cornflower: #16, 23(0%)
minecraft.dropped.smooth_stone_slab: #16, 6(0%)
minecraft.mined.lime_wool: #16, 2(0%)
minecraft.crafted.brick: #16, 216(0%)
minecraft.used.cooked_chicken: #16, 2(0%)
minecraft.dropped.polished_andesite: #16, 3(0%)
minecraft.picked_up.snow: #16, 26(0%)
minecraft.dropped.rose_bush: #16, 3(0%)
minecraft.mined.emerald_block: #16, 3(0%)
minecraft.mined.light_gray_wool: #16, 1(0%)
minecraft.mined.jungle_slab: #16, 2(0%)
minecraft.mined.prismarine_bricks: #16, 8(0%)
minecraft.used.stone_shovel: #16, 8(0%)
minecraft.used.light_gray_wool: #16, 2(0%)
minecraft.custom.interact_with_smithing_table: #17, 26(3%)
minecraft.picked_up.cobblestone: #17, 51813(2%)
minecraft.mined.lapis_ore: #17, 383(2%)
minecraft.used.diamond_shovel: #17, 77955(2%)
minecraft.crafted.iron_leggings: #17, 3(2%)
minecraft.picked_up.bone_meal: #17, 731(1%)
minecraft.mined.oak_wall_sign: #17, 22(2%)
minecraft.mined.composter: #17, 14(1%)
minecraft.mined.diamond_ore: #17, 577(1%)
minecraft.picked_up.quartz: #17, 2181(1%)
minecraft.custom.animals_bred: #17, 360(1%)
minecraft.picked_up.compass: #17, 13(1%)
minecraft.crafted.cooked_beef: #17, 178(1%)
minecraft.dropped.coal: #17, 72(1%)
minecraft.mined.chain: #17, 33(1%)
minecraft.dropped.cobblestone: #17, 2405(1%)
minecraft.crafted.item_frame: #17, 114(1%)
minecraft.mined.rail: #17, 337(1%)
minecraft.dropped.stone: #17, 3112(1%)
minecraft.custom.inspect_dropper: #17, 257(1%)
minecraft.dropped.compass: #17, 9(1%)
minecraft.picked_up.kelp: #17, 1741(1%)
minecraft.crafted.book: #17, 93(1%)
minecraft.crafted.piston: #17, 128(1%)
minecraft.killed.bat: #17, 11(1%)
minecraft.mined.cyan_terracotta: #17, 336(1%)
minecraft.picked_up.sticky_piston: #17, 36(1%)
minecraft.mined.quartz_slab: #17, 24(1%)
minecraft.picked_up.porkchop: #17, 14(1%)
minecraft.mined.slime_block: #17, 50(1%)
minecraft.dropped.birch_planks: #17, 15(1%)
minecraft.mined.sea_pickle: #17, 8(1%)
minecraft.killed.squid: #17, 36(0%)
minecraft.used.string: #17, 86(0%)
minecraft.used.slime_block: #17, 80(0%)
minecraft.picked_up.peony: #17, 19(0%)
minecraft.mined.seagrass: #17, 127(0%)
minecraft.mined.smooth_stone_slab: #17, 121(0%)
minecraft.dropped.chest: #17, 7(0%)
minecraft.killed.pig: #17, 4(0%)
minecraft.picked_up.birch_trapdoor: #17, 6(0%)
minecraft.mined.warped_stairs: #17, 2(0%)
minecraft.used.heavy_weighted_pressure_plate: #17, 2(0%)
minecraft.crafted.writable_book: #17, 9(0%)
minecraft.killed.phantom: #17, 9(0%)
minecraft.used.blue_concrete: #17, 43(0%)
minecraft.picked_up.red_carpet: #17, 10(0%)
minecraft.crafted.birch_trapdoor: #17, 22(0%)
minecraft.picked_up.grass: #17, 55(0%)
minecraft.crafted.pink_dye: #17, 28(0%)
minecraft.picked_up.oxeye_daisy: #17, 43(0%)
minecraft.picked_up.wither_rose: #17, 14(0%)
minecraft.picked_up.clay: #17, 33(0%)
minecraft.used.poppy: #17, 1(0%)
minecraft.used.birch_trapdoor: #17, 14(0%)
minecraft.mined.bee_nest: #17, 1(0%)
minecraft.mined.light_gray_stained_glass_pane: #17, 3(0%)
minecraft.mined.gray_wool: #17, 7(0%)
minecraft.used.pumpkin_pie: #17, 7(0%)
minecraft.crafted.stone_button: #17, 80(0%)
minecraft.dropped.polished_andesite_slab: #17, 8(0%)
minecraft.crafted.cyan_concrete_powder: #17, 72(0%)
minecraft.crafted.stonecutter: #17, 2(0%)
minecraft.dropped.book: #17, 1(0%)
minecraft.mined.yellow_concrete: #17, 23(0%)
minecraft.dropped.tnt: #17, 4(0%)
minecraft.picked_up.jungle_stairs: #17, 2(0%)
minecraft.dropped.glass: #17, 6(0%)
minecraft.picked_up.gold_nugget: #17, 343(0%)
minecraft.dropped.poppy: #17, 82(0%)
minecraft.crafted.leather_leggings: #17, 1(0%)
minecraft.picked_up.golden_sword: #17, 2(0%)
minecraft.mined.blackstone_stairs: #17, 1(0%)
minecraft.dropped.white_wool: #17, 4(0%)
minecraft.used.grass: #17, 8(0%)
minecraft.mined.snow_block: #17, 16(0%)
minecraft.dropped.chorus_fruit: #17, 1(0%)
minecraft.picked_up.bread: #17, 3(0%)
minecraft.dropped.cooked_porkchop: #17, 6(0%)
minecraft.picked_up.sugar: #17, 1(0%)
minecraft.picked_up.prismarine_bricks: #17, 6(0%)
minecraft.picked_up.orange_stained_glass: #17, 1(0%)
minecraft.killed.witch: #17, 7(0%)
minecraft.dropped.bread: #17, 2(0%)
minecraft.used.yellow_concrete_powder: #17, 1(0%)
minecraft.picked_up.item_frame: #18, 178(2%)
minecraft.killed.spider: #18, 84(2%)
minecraft.killed.creeper: #18, 202(2%)
minecraft.mined.cobblestone: #18, 1297(2%)
minecraft.used.hopper_minecart: #18, 22(2%)
minecraft.used.cooked_beef: #18, 392(2%)
minecraft.crafted.hopper_minecart: #18, 22(2%)
minecraft.picked_up.oak_sign: #18, 75(2%)
minecraft.mined.wheat: #18, 968(2%)
minecraft.used.chain: #18, 183(1%)
minecraft.custom.interact_with_lectern: #18, 109(1%)
minecraft.picked_up.iron_sword: #18, 4(1%)
minecraft.mined.glass: #18, 227(1%)
minecraft.used.minecart: #18, 34(1%)
minecraft.picked_up.wheat_seeds: #18, 3283(1%)
minecraft.picked_up.lever: #18, 46(1%)
minecraft.dropped.gravel: #18, 285(1%)
minecraft.picked_up.nether_bricks: #18, 341(1%)
minecraft.used.composter: #18, 20(1%)
minecraft.mined.tripwire: #18, 19(1%)
minecraft.picked_up.chainmail_helmet: #18, 1(1%)
minecraft.picked_up.diamond_ore: #18, 112(0%)
minecraft.picked_up.pumpkin_seeds: #18, 136(0%)
minecraft.picked_up.honey_block: #18, 32(0%)
minecraft.killed.chicken: #18, 17(0%)
minecraft.custom.fill_cauldron: #18, 1(0%)
minecraft.picked_up.chorus_fruit: #18, 117(0%)
minecraft.picked_up.smithing_table: #18, 4(0%)
minecraft.dropped.armor_stand: #18, 1(0%)
minecraft.mined.dark_oak_trapdoor: #18, 11(0%)
minecraft.picked_up.iron_pickaxe: #18, 1(0%)
minecraft.picked_up.sea_pickle: #18, 15(0%)
minecraft.crafted.glass: #18, 1066(0%)
minecraft.dropped.coal_ore: #18, 22(0%)
minecraft.mined.carrots: #18, 62(0%)
minecraft.dropped.iron_block: #18, 31(0%)
minecraft.mined.tnt: #18, 17(0%)
minecraft.picked_up.bee_nest: #18, 1(0%)
minecraft.used.quartz_slab: #18, 42(0%)
minecraft.used.smooth_stone_slab: #18, 285(0%)
minecraft.dropped.iron_ingot: #18, 56(0%)
minecraft.mined.tall_seagrass: #18, 16(0%)
minecraft.used.snow_block: #18, 88(0%)
minecraft.picked_up.phantom_membrane: #18, 7(0%)
minecraft.used.blackstone_wall: #18, 10(0%)
minecraft.picked_up.warped_stairs: #18, 1(0%)
minecraft.mined.white_concrete_powder: #18, 7(0%)
minecraft.crafted.gold_nugget: #18, 209(0%)
minecraft.dropped.stone_pressure_plate: #18, 1(0%)
minecraft.used.stone_button: #18, 45(0%)
minecraft.picked_up.white_tulip: #18, 2(0%)
minecraft.dropped.feather: #18, 6(0%)
minecraft.picked_up.glass_bottle: #18, 9(0%)
minecraft.mined.snow: #18, 190(0%)
minecraft.picked_up.cooked_cod: #18, 1(0%)
minecraft.picked_up.blackstone_stairs: #18, 1(0%)
minecraft.picked_up.emerald_block: #18, 3(0%)
minecraft.mined.green_terracotta: #18, 1(0%)
minecraft.dropped.stone_slab: #18, 7(0%)
minecraft.picked_up.beetroot_seeds: #18, 2(0%)
minecraft.picked_up.jungle_slab: #18, 2(0%)
minecraft.used.lime_wool: #18, 1(0%)
minecraft.picked_up.lime_wool: #18, 2(0%)
minecraft.used.green_terracotta: #18, 1(0%)
minecraft.crafted.bricks: #18, 1(0%)
minecraft.used.item_frame: #19, 216(2%)
minecraft.picked_up.chainmail_leggings: #19, 2(2%)
minecraft.crafted.lever: #19, 86(2%)
minecraft.used.water_bucket: #19, 1048(1%)
minecraft.used.rail: #19, 635(1%)
minecraft.picked_up.water_bucket: #19, 9(1%)
minecraft.crafted.oak_sign: #19, 75(1%)
minecraft.used.wheat_seeds: #19, 998(1%)
minecraft.picked_up.smooth_stone_slab: #19, 232(1%)
minecraft.used.grass_block: #19, 2646(1%)
minecraft.dropped.granite: #19, 323(1%)
minecraft.mined.mossy_stone_bricks: #19, 7(0%)
minecraft.picked_up.slime_block: #19, 61(0%)
minecraft.crafted.anvil: #19, 17(0%)
minecraft.crafted.cobblestone_stairs: #19, 16(0%)
minecraft.mined.stone_pressure_plate: #19, 2(0%)
minecraft.crafted.observer: #19, 64(0%)
minecraft.crafted.lectern: #19, 4(0%)
minecraft.mined.birch_sign: #19, 2(0%)
minecraft.picked_up.cobblestone_slab: #19, 30(0%)
minecraft.crafted.bread: #19, 82(0%)
minecraft.custom.talked_to_villager: #19, 254(0%)
minecraft.crafted.shulker_box: #19, 14(0%)
minecraft.crafted.quartz_block: #19, 436(0%)
minecraft.picked_up.carrot: #19, 218(0%)
minecraft.used.smithing_table: #19, 3(0%)
minecraft.used.jungle_leaves: #19, 53(0%)
minecraft.dropped.iron_ore: #19, 18(0%)
minecraft.picked_up.pumpkin: #19, 47(0%)
minecraft.crafted.cobblestone_slab: #19, 42(0%)
minecraft.killed.husk: #19, 1(0%)
minecraft.dropped.white_carpet: #19, 2(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #19, 1(0%)
minecraft.crafted.polished_andesite_slab: #19, 18(0%)
minecraft.used.polished_andesite_slab: #19, 21(0%)
minecraft.dropped.crossbow: #19, 2(0%)
minecraft.crafted.emerald_block: #19, 15(0%)
minecraft.used.tnt: #19, 52(0%)
minecraft.mined.nether_brick_slab: #19, 3(0%)
minecraft.killed.blaze: #19, 30(0%)
minecraft.mined.green_carpet: #19, 2(0%)
minecraft.crafted.gray_carpet: #19, 21(0%)
minecraft.picked_up.green_carpet: #19, 2(0%)
minecraft.mined.andesite_slab: #19, 2(0%)
minecraft.picked_up.green_terracotta: #19, 1(0%)
minecraft.dropped.egg: #19, 4(0%)
minecraft.used.cyan_concrete: #19, 6(0%)
minecraft.used.green_carpet: #19, 2(0%)
minecraft.picked_up.andesite_slab: #19, 2(0%)
minecraft.killed.zombie_villager: #20, 9(2%)
minecraft.killed.zombie: #20, 558(1%)
minecraft.picked_up.minecart: #20, 54(1%)
minecraft.used.writable_book: #20, 50(1%)
minecraft.mined.piston: #20, 45(1%)
minecraft.crafted.stone_bricks: #20, 2164(1%)
minecraft.dropped.andesite: #20, 306(1%)
minecraft.dropped.wheat_seeds: #20, 670(1%)
minecraft.picked_up.glass: #20, 466(1%)
minecraft.used.soul_sand: #20, 124(1%)
minecraft.dropped.iron_shovel: #20, 1(1%)
minecraft.picked_up.rotten_flesh: #20, 1200(0%)
minecraft.crafted.chain: #20, 81(1%)
minecraft.dropped.iron_sword: #20, 1(0%)
minecraft.picked_up.white_banner: #20, 6(0%)
minecraft.used.cobblestone_stairs: #20, 13(0%)
minecraft.crafted.white_carpet: #20, 99(0%)
minecraft.mined.stonecutter: #20, 7(0%)
minecraft.picked_up.stonecutter: #20, 7(0%)
minecraft.crafted.polished_andesite: #20, 192(0%)
minecraft.custom.interact_with_stonecutter: #20, 16(0%)
minecraft.custom.horse_one_cm: #20, 24366(0%)
minecraft.dropped.filled_map: #20, 2(0%)
minecraft.killed.drowned: #20, 21(0%)
minecraft.mined.polished_andesite: #20, 30(0%)
minecraft.used.white_carpet: #20, 59(0%)
minecraft.used.armor_stand: #20, 7(0%)
minecraft.picked_up.armor_stand: #20, 6(0%)
minecraft.used.polished_andesite: #20, 113(0%)
minecraft.picked_up.nether_brick_slab: #20, 10(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #20, 1(0%)
minecraft.crafted.cauldron: #20, 2(0%)
minecraft.used.white_banner: #20, 1(0%)
minecraft.used.loom: #20, 1(0%)
minecraft.picked_up.pumpkin_pie: #20, 3(0%)
minecraft.used.stripped_spruce_log: #20, 2(0%)
minecraft.crafted.leather_chestplate: #20, 1(0%)
minecraft.used.rose_bush: #20, 2(0%)
minecraft.custom.minecart_one_cm: #20, 79518(0%)
minecraft.crafted.stone_brick_stairs: #20, 4(0%)
minecraft.picked_up.smooth_quartz_stairs: #20, 2(0%)
minecraft.crafted.sugar: #20, 7(0%)
minecraft.used.gray_carpet: #20, 12(0%)
minecraft.used.light_gray_stained_glass_pane: #20, 3(0%)
minecraft.mined.smooth_quartz_stairs: #20, 1(0%)
minecraft.custom.traded_with_villager: #20, 229(0%)
minecraft.crafted.stone_brick_wall: #20, 1(0%)
minecraft.picked_up.end_stone: #20, 6(0%)
minecraft.crafted.purple_dye: #20, 2(0%)
minecraft.used.smooth_quartz_stairs: #20, 1(0%)
minecraft.mined.end_stone: #20, 2(0%)
minecraft.used.oak_sign: #21, 74(1%)
minecraft.mined.lever: #21, 12(1%)
minecraft.used.lever: #21, 48(1%)
minecraft.crafted.iron_pickaxe: #21, 4(1%)
minecraft.picked_up.composter: #21, 7(1%)
minecraft.picked_up.crossbow: #21, 4(0%)
minecraft.picked_up.poppy: #21, 151(0%)
minecraft.used.andesite: #21, 263(0%)
minecraft.custom.interact_with_loom: #21, 3(0%)
minecraft.mined.redstone_torch: #21, 6(0%)
minecraft.picked_up.iron_helmet: #21, 1(0%)
minecraft.picked_up.chicken: #21, 14(0%)
minecraft.mined.stone_slab: #21, 25(0%)
minecraft.used.stone_pickaxe: #21, 57(0%)
minecraft.picked_up.feather: #21, 18(0%)
minecraft.crafted.iron_block: #21, 328(0%)
minecraft.used.cracked_stone_bricks: #21, 9(0%)
minecraft.picked_up.stone_pressure_plate: #21, 2(0%)
minecraft.crafted.stone_pickaxe: #21, 1(0%)
minecraft.mined.light_gray_carpet: #21, 6(0%)
minecraft.mined.stone_brick_stairs: #21, 6(0%)
minecraft.crafted.smooth_stone: #21, 82(0%)
minecraft.used.written_book: #21, 42(0%)
minecraft.used.cauldron: #21, 1(0%)
minecraft.mined.pumpkin: #21, 9(0%)
minecraft.picked_up.stone_brick_stairs: #21, 6(0%)
minecraft.used.stone_brick_stairs: #21, 10(0%)
minecraft.used.oak_leaves: #21, 116(0%)
minecraft.dropped.redstone: #21, 6(0%)
minecraft.used.cobblestone_slab: #21, 10(0%)
minecraft.picked_up.iron_ingot: #21, 334(0%)
minecraft.mined.blue_concrete: #21, 6(0%)
minecraft.picked_up.book: #21, 10(0%)
minecraft.crafted.emerald: #21, 126(0%)
minecraft.mined.smooth_quartz: #21, 1(0%)
minecraft.crafted.armor_stand: #21, 4(0%)
minecraft.used.andesite_slab: #21, 2(0%)
minecraft.picked_up.light_gray_wool: #21, 3(0%)
minecraft.picked_up.smooth_quartz: #21, 1(0%)
minecraft.used.gray_wool: #21, 2(0%)
minecraft.used.birch_leaves: #21, 2(0%)
minecraft.mined.cyan_stained_glass: #21, 1(0%)
minecraft.picked_up.cyan_stained_glass: #21, 1(0%)
minecraft.used.smooth_quartz: #21, 1(0%)
minecraft.used.cyan_stained_glass: #21, 1(0%)
minecraft.mined.oak_sign: #22, 5(1%)
minecraft.picked_up.diamond_leggings: #22, 3(1%)
minecraft.picked_up.glowstone: #22, 36(0%)
minecraft.used.stonecutter: #22, 7(0%)
minecraft.used.carrot: #22, 69(0%)
minecraft.picked_up.polished_andesite: #22, 34(0%)
minecraft.crafted.bookshelf: #22, 24(0%)
minecraft.mined.cracked_stone_bricks: #22, 2(0%)
minecraft.used.stone_slab: #22, 42(0%)
minecraft.mined.cobblestone_slab: #22, 2(0%)
minecraft.crafted.light_gray_carpet: #22, 21(0%)
minecraft.mined.white_carpet: #22, 2(0%)
minecraft.picked_up.light_gray_carpet: #22, 6(0%)
minecraft.crafted.stone_brick_slab: #22, 18(0%)
minecraft.crafted.stone_pressure_plate: #22, 1(0%)
minecraft.picked_up.white_carpet: #22, 4(0%)
minecraft.picked_up.lilac: #22, 1(0%)
minecraft.used.light_gray_carpet: #22, 11(0%)
minecraft.mined.stone_brick_slab: #22, 2(0%)
minecraft.picked_up.stone_brick_slab: #22, 2(0%)
minecraft.picked_up.azure_bluet: #22, 1(0%)
minecraft.mined.glowstone: #23, 75(1%)
minecraft.used.iron_pickaxe: #23, 600(0%)
minecraft.picked_up.stone_bricks: #23, 122(0%)
minecraft.picked_up.emerald: #23, 21(0%)
minecraft.used.bookshelf: #23, 20(0%)
minecraft.mined.polished_andesite_slab: #23, 6(0%)
minecraft.picked_up.polished_andesite_slab: #23, 10(0%)
minecraft.mined.stone_bricks: #23, 59(0%)
minecraft.picked_up.egg: #23, 14(0%)
minecraft.used.stone_bricks: #23, 132(0%)
minecraft.mined.bookshelf: #23, 2(0%)
minecraft.used.glowstone: #23, 3(0%)
minecraft.broken.iron_pickaxe: #24, 1(0%)
minecraft.custom.time_since_rest: #27, 36497(0%)
minecraft.custom.time_since_death: #35, 274545(0%)
