stat, rank, value, (percentage) 
minecraft.picked_up.polished_blackstone_brick_stairs: #15, 23(1%)
minecraft.used.mycelium: #15, 293(1%)
minecraft.picked_up.weeping_vines: #15, 40(1%)
minecraft.crafted.spruce_boat: #15, 2(1%)
minecraft.dropped.acacia_log: #15, 12(1%)
minecraft.mined.twisting_vines: #15, 7(1%)
minecraft.picked_up.brown_shulker_box: #15, 28(1%)
minecraft.mined.brown_shulker_box: #15, 27(1%)
minecraft.used.lapis_ore: #15, 37(1%)
minecraft.used.brown_shulker_box: #15, 27(1%)
minecraft.mined.smithing_table: #15, 5(1%)
minecraft.dropped.redstone: #15, 75(1%)
minecraft.dropped.nether_bricks: #15, 30(1%)
minecraft.mined.nether_brick_fence: #15, 8(1%)
minecraft.used.light_gray_carpet: #15, 321(1%)
minecraft.picked_up.purpur_block: #15, 49(1%)
minecraft.picked_up.golden_apple: #15, 4(1%)
minecraft.used.brown_mushroom: #15, 10(1%)
minecraft.mined.purpur_block: #15, 44(1%)
minecraft.crafted.polished_diorite: #15, 128(1%)
minecraft.crafted.stone_brick_stairs: #15, 59(1%)
minecraft.used.light_blue_concrete: #15, 221(1%)
minecraft.used.cobweb: #15, 17(1%)
minecraft.mined.polished_blackstone_slab: #15, 29(1%)
minecraft.used.coarse_dirt: #15, 421(1%)
minecraft.mined.purpur_slab: #15, 6(1%)
minecraft.picked_up.stone_sword: #15, 6(1%)
minecraft.dropped.lead: #15, 3(1%)
minecraft.used.yellow_concrete: #15, 151(1%)
minecraft.used.honey_block: #15, 71(0%)
minecraft.used.grindstone: #15, 19(0%)
minecraft.picked_up.dead_bush: #15, 19(1%)
minecraft.mined.lilac: #15, 1(1%)
minecraft.used.polished_blackstone_slab: #15, 181(0%)
minecraft.used.lime_concrete: #15, 106(0%)
minecraft.crafted.writable_book: #15, 13(0%)
minecraft.used.golden_apple: #15, 1(1%)
minecraft.used.warped_fungus: #15, 32(0%)
minecraft.dropped.glass_bottle: #15, 21(0%)
minecraft.crafted.cyan_stained_glass_pane: #15, 16(0%)
minecraft.crafted.brewing_stand: #15, 4(0%)
minecraft.mined.orange_terracotta: #15, 381(0%)
minecraft.crafted.sugar: #15, 63(0%)
minecraft.used.acacia_sign: #15, 4(0%)
minecraft.mined.coal_block: #15, 7(0%)
minecraft.dropped.birch_log: #15, 7(0%)
minecraft.killed.villager: #15, 2(0%)
minecraft.dropped.purpur_pillar: #15, 1(0%)
minecraft.used.cooked_cod: #15, 4(0%)
minecraft.crafted.grindstone: #15, 9(0%)
minecraft.killed.silverfish: #15, 2(0%)
minecraft.mined.snow_block: #15, 75(0%)
minecraft.picked_up.blue_orchid: #15, 12(0%)
minecraft.picked_up.warped_roots: #15, 63(0%)
minecraft.dropped.glowstone_dust: #15, 3(0%)
minecraft.crafted.acacia_sign: #15, 3(0%)
minecraft.crafted.soul_lantern: #15, 13(0%)
minecraft.crafted.green_stained_glass: #15, 24(0%)
minecraft.dropped.salmon: #15, 1(0%)
minecraft.used.lime_stained_glass_pane: #15, 9(0%)
minecraft.picked_up.cyan_bed: #15, 2(0%)
minecraft.picked_up.soul_torch: #15, 1(0%)
minecraft.crafted.brown_wool: #15, 2(0%)
minecraft.dropped.birch_leaves: #15, 6(0%)
minecraft.used.stripped_birch_log: #15, 3(0%)
minecraft.dropped.potato: #15, 9(0%)
minecraft.used.birch_leaves: #15, 38(0%)
minecraft.dropped.stone_slab: #15, 13(0%)
minecraft.picked_up.light_gray_dye: #15, 5(0%)
minecraft.killed.cave_spider: #15, 13(0%)
minecraft.picked_up.orange_stained_glass: #15, 2(0%)
minecraft.crafted.target: #15, 1(0%)
minecraft.picked_up.nether_brick_wall: #15, 1(0%)
minecraft.dropped.spruce_leaves: #15, 1(0%)
minecraft.picked_up.arrow: #16, 2908(3%)
minecraft.custom.deaths: #16, 90(3%)
minecraft.custom.fall_one_cm: #16, 5946354(3%)
minecraft.picked_up.leather_leggings: #16, 13(3%)
minecraft.mined.iron_ore: #16, 2724(3%)
minecraft.picked_up.iron_ore: #16, 2771(3%)
minecraft.used.diamond_shovel: #16, 99182(3%)
minecraft.picked_up.golden_helmet: #16, 15(2%)
minecraft.picked_up.shulker_box: #16, 1541(2%)
minecraft.used.shulker_box: #16, 1524(2%)
minecraft.mined.shulker_box: #16, 1481(2%)
minecraft.custom.mob_kills: #16, 38563(2%)
minecraft.used.redstone_torch: #16, 239(2%)
minecraft.mined.crimson_fungus: #16, 20(2%)
minecraft.used.lever: #16, 116(2%)
minecraft.picked_up.powered_rail: #16, 285(2%)
minecraft.picked_up.string: #16, 899(2%)
minecraft.custom.damage_dealt: #16, 1083733(1%)
minecraft.crafted.diamond_leggings: #16, 2(2%)
minecraft.crafted.redstone: #16, 4276(2%)
minecraft.mined.lever: #16, 25(1%)
minecraft.mined.furnace: #16, 49(1%)
minecraft.picked_up.grass_block: #16, 8436(1%)
minecraft.crafted.iron_boots: #16, 3(1%)
minecraft.picked_up.brown_mushroom: #16, 170(1%)
minecraft.mined.shroomlight: #16, 121(1%)
minecraft.mined.powered_rail: #16, 124(1%)
minecraft.picked_up.apple: #16, 103(1%)
minecraft.used.pink_shulker_box: #16, 24(1%)
minecraft.crafted.iron_nugget: #16, 2368(1%)
minecraft.dropped.granite: #16, 734(1%)
minecraft.picked_up.furnace: #16, 62(1%)
minecraft.picked_up.oak_sapling: #16, 755(1%)
minecraft.picked_up.pink_shulker_box: #16, 24(1%)
minecraft.crafted.repeater: #16, 193(1%)
minecraft.mined.pink_shulker_box: #16, 24(1%)
minecraft.picked_up.flint: #16, 293(1%)
minecraft.used.grass_block: #16, 4123(1%)
minecraft.mined.player_wall_head: #16, 9(1%)
minecraft.picked_up.birch_log: #16, 975(1%)
minecraft.mined.birch_log: #16, 870(1%)
minecraft.picked_up.birch_sapling: #16, 174(1%)
minecraft.mined.birch_sign: #16, 7(1%)
minecraft.picked_up.nether_bricks: #16, 428(1%)
minecraft.mined.brewing_stand: #16, 6(1%)
minecraft.crafted.blue_dye: #16, 552(1%)
minecraft.used.dark_oak_sign: #16, 10(1%)
minecraft.mined.grindstone: #16, 11(1%)
minecraft.mined.dropper: #16, 22(1%)
minecraft.picked_up.cyan_terracotta: #16, 536(1%)
minecraft.dropped.crafting_table: #16, 5(1%)
minecraft.picked_up.spruce_boat: #16, 5(1%)
minecraft.crafted.ender_chest: #16, 7(1%)
minecraft.crafted.firework_rocket: #16, 7590(1%)
minecraft.dropped.diamond: #16, 95(1%)
minecraft.picked_up.cauldron: #16, 6(1%)
minecraft.mined.comparator: #16, 16(1%)
minecraft.crafted.black_dye: #16, 841(1%)
minecraft.mined.weeping_vines_plant: #16, 10(1%)
minecraft.used.basalt: #16, 309(1%)
minecraft.used.cauldron: #16, 7(1%)
minecraft.picked_up.lilac: #16, 28(1%)
minecraft.picked_up.glowstone_dust: #16, 73(1%)
minecraft.killed.shulker: #16, 65(1%)
minecraft.used.ender_pearl: #16, 94(1%)
minecraft.picked_up.light_blue_shulker_box: #16, 38(1%)
minecraft.picked_up.gunpowder: #16, 905(1%)
minecraft.used.light_blue_shulker_box: #16, 37(1%)
minecraft.mined.light_blue_shulker_box: #16, 37(1%)
minecraft.picked_up.spruce_fence: #16, 62(1%)
minecraft.crafted.dark_oak_stairs: #16, 88(1%)
minecraft.picked_up.lily_pad: #16, 20(1%)
minecraft.picked_up.chorus_fruit: #16, 163(1%)
minecraft.dropped.birch_sign: #16, 8(1%)
minecraft.crafted.green_carpet: #16, 75(1%)
minecraft.mined.orange_shulker_box: #16, 30(1%)
minecraft.used.green_carpet: #16, 60(1%)
minecraft.crafted.cobblestone_slab: #16, 144(1%)
minecraft.used.dark_oak_stairs: #16, 81(1%)
minecraft.picked_up.cobblestone_wall: #16, 22(0%)
minecraft.used.cookie: #16, 1(0%)
minecraft.crafted.anvil: #16, 20(0%)
minecraft.mined.spruce_fence_gate: #16, 2(1%)
minecraft.picked_up.heart_of_the_sea: #16, 1(1%)
minecraft.used.acacia_log: #16, 50(0%)
minecraft.crafted.stonecutter: #16, 7(0%)
minecraft.crafted.black_shulker_box: #16, 1(0%)
minecraft.used.light_gray_shulker_box: #16, 12(0%)
minecraft.picked_up.purpur_slab: #16, 5(0%)
minecraft.picked_up.dark_oak_stairs: #16, 32(0%)
minecraft.mined.dark_oak_fence: #16, 6(0%)
minecraft.picked_up.magenta_stained_glass: #16, 3(0%)
minecraft.used.oak_sapling: #16, 146(0%)
minecraft.dropped.soul_sand: #16, 25(0%)
minecraft.dropped.apple: #16, 5(0%)
minecraft.mined.warped_roots: #16, 28(0%)
minecraft.mined.tnt: #16, 25(0%)
minecraft.dropped.purpur_block: #16, 4(0%)
minecraft.picked_up.white_stained_glass: #16, 39(0%)
minecraft.used.quartz_stairs: #16, 84(0%)
minecraft.crafted.yellow_shulker_box: #16, 1(0%)
minecraft.crafted.stone_hoe: #16, 1(0%)
minecraft.dropped.iron_ingot: #16, 92(0%)
minecraft.dropped.stone_sword: #16, 4(0%)
minecraft.killed.pufferfish: #16, 1(0%)
minecraft.dropped.purpur_slab: #16, 1(0%)
minecraft.dropped.sweet_berries: #16, 6(0%)
minecraft.dropped.ink_sac: #16, 9(0%)
minecraft.dropped.cooked_chicken: #16, 2(0%)
minecraft.crafted.blackstone_wall: #16, 6(0%)
minecraft.used.white_stained_glass: #16, 147(0%)
minecraft.picked_up.spruce_fence_gate: #16, 2(0%)
minecraft.picked_up.snow_block: #16, 76(0%)
minecraft.dropped.tripwire_hook: #16, 1(0%)
minecraft.dropped.end_stone_bricks: #16, 2(0%)
minecraft.picked_up.glass_bottle: #16, 21(0%)
minecraft.crafted.cyan_terracotta: #16, 360(0%)
minecraft.mined.nether_sprouts: #16, 8(0%)
minecraft.dropped.gold_ore: #16, 1(0%)
minecraft.crafted.soul_torch: #16, 16(0%)
minecraft.dropped.smooth_stone: #16, 4(0%)
minecraft.mined.carved_pumpkin: #16, 5(0%)
minecraft.mined.nether_wart: #16, 75(0%)
minecraft.mined.lime_stained_glass_pane: #16, 1(0%)
minecraft.crafted.glowstone: #16, 21(0%)
minecraft.mined.end_stone_bricks: #16, 18(0%)
minecraft.crafted.golden_apple: #16, 2(0%)
minecraft.picked_up.spectral_arrow: #16, 3(0%)
minecraft.dropped.snow: #16, 6(0%)
minecraft.killed.wither_skeleton: #16, 15(0%)
minecraft.crafted.snow_block: #16, 24(0%)
minecraft.used.lime_carpet: #16, 4(0%)
minecraft.crafted.quartz_stairs: #16, 5(0%)
minecraft.dropped.cobblestone_wall: #16, 1(0%)
minecraft.dropped.cyan_terracotta: #16, 2(0%)
minecraft.dropped.pumpkin: #16, 3(0%)
minecraft.mined.light_blue_stained_glass: #16, 1(0%)
minecraft.used.green_stained_glass: #16, 1(0%)
minecraft.crafted.quartz_pillar: #16, 2(0%)
minecraft.used.end_stone_bricks: #16, 1(0%)
minecraft.picked_up.coal: #17, 8893(3%)
minecraft.custom.damage_taken: #17, 162179(2%)
minecraft.custom.drop: #17, 5371(2%)
minecraft.used.diamond_pickaxe: #17, 174411(2%)
minecraft.crafted.diamond_block: #17, 220(2%)
minecraft.picked_up.minecart: #17, 79(2%)
minecraft.crafted.oak_planks: #17, 6324(2%)
minecraft.custom.aviate_one_cm: #17, 309465062(2%)
minecraft.killed_by.player: #17, 21(2%)
minecraft.picked_up.spruce_planks: #17, 472(2%)
minecraft.crafted.birch_planks: #17, 3395(2%)
minecraft.crafted.iron_ingot: #17, 8588(2%)
minecraft.picked_up.netherite_leggings: #17, 7(2%)
minecraft.picked_up.red_mushroom: #17, 80(2%)
minecraft.mined.ladder: #17, 32(1%)
minecraft.dropped.diorite: #17, 1026(1%)
minecraft.crafted.iron_pickaxe: #17, 9(1%)
minecraft.used.furnace: #17, 93(1%)
minecraft.picked_up.bone_block: #17, 203(1%)
minecraft.dropped.leather_leggings: #17, 5(1%)
minecraft.picked_up.gravel: #17, 9140(1%)
minecraft.used.brewing_stand: #17, 9(1%)
minecraft.mined.redstone_torch: #17, 27(1%)
minecraft.mined.observer: #17, 76(1%)
minecraft.crafted.diamond_shovel: #17, 4(1%)
minecraft.used.netherite_pickaxe: #17, 76850(1%)
minecraft.crafted.spruce_stairs: #17, 148(1%)
minecraft.picked_up.shroomlight: #17, 126(1%)
minecraft.dropped.stick: #17, 505(1%)
minecraft.picked_up.spruce_stairs: #17, 65(1%)
minecraft.picked_up.observer: #17, 81(1%)
minecraft.picked_up.lever: #17, 47(1%)
minecraft.picked_up.dark_oak_planks: #17, 176(1%)
minecraft.mined.nether_bricks: #17, 308(1%)
minecraft.dropped.bone_meal: #17, 223(1%)
minecraft.picked_up.coal_block: #17, 70(1%)
minecraft.crafted.stone: #17, 418(1%)
minecraft.dropped.torch: #17, 167(1%)
minecraft.used.mossy_stone_bricks: #17, 23(1%)
minecraft.mined.stripped_spruce_log: #17, 26(1%)
minecraft.dropped.oak_planks: #17, 31(1%)
minecraft.picked_up.stripped_spruce_log: #17, 26(1%)
minecraft.dropped.diamond_axe: #17, 1(1%)
minecraft.crafted.scaffolding: #17, 264(1%)
minecraft.picked_up.dropper: #17, 23(1%)
minecraft.used.pumpkin: #17, 40(1%)
minecraft.mined.light_gray_concrete: #17, 348(1%)
minecraft.picked_up.orange_shulker_box: #17, 32(1%)
minecraft.used.orange_shulker_box: #17, 33(1%)
minecraft.mined.cartography_table: #17, 1(1%)
minecraft.picked_up.cobweb: #17, 32(1%)
minecraft.mined.white_concrete: #17, 1015(0%)
minecraft.picked_up.shulker_shell: #17, 116(1%)
minecraft.dropped.sand: #17, 320(1%)
minecraft.used.light_gray_concrete: #17, 335(0%)
minecraft.used.dropper: #17, 36(0%)
minecraft.crafted.orange_dye: #17, 74(0%)
minecraft.crafted.coarse_dirt: #17, 340(0%)
minecraft.mined.stone_brick_stairs: #17, 24(0%)
minecraft.picked_up.smithing_table: #17, 5(0%)
minecraft.used.soul_lantern: #17, 16(0%)
minecraft.picked_up.grindstone: #17, 11(0%)
minecraft.dropped.pufferfish: #17, 1(1%)
minecraft.used.diamond_block: #17, 43(0%)
minecraft.crafted.dark_oak_sign: #17, 6(0%)
minecraft.used.stone_brick_stairs: #17, 70(0%)
minecraft.crafted.light_blue_dye: #17, 86(0%)
minecraft.mined.green_shulker_box: #17, 8(0%)
minecraft.used.smithing_table: #17, 6(0%)
minecraft.used.green_shulker_box: #17, 8(0%)
minecraft.mined.dark_oak_slab: #17, 25(0%)
minecraft.used.cocoa_beans: #17, 77(0%)
minecraft.picked_up.light_gray_shulker_box: #17, 10(0%)
minecraft.dropped.minecart: #17, 3(0%)
minecraft.mined.light_gray_shulker_box: #17, 9(0%)
minecraft.picked_up.white_dye: #17, 31(0%)
minecraft.mined.black_stained_glass: #17, 18(0%)
minecraft.used.bamboo: #17, 39(0%)
minecraft.picked_up.book: #17, 143(0%)
minecraft.used.oak_leaves: #17, 554(0%)
minecraft.used.dark_oak_slab: #17, 97(0%)
minecraft.used.dark_oak_planks: #17, 101(0%)
minecraft.crafted.polished_andesite_slab: #17, 42(0%)
minecraft.mined.white_stained_glass: #17, 29(0%)
minecraft.picked_up.orange_terracotta: #17, 348(0%)
minecraft.mined.coarse_dirt: #17, 67(0%)
minecraft.picked_up.birch_leaves: #17, 188(0%)
minecraft.dropped.dark_oak_planks: #17, 6(0%)
minecraft.mined.gilded_blackstone: #17, 2(0%)
minecraft.crafted.emerald_block: #17, 27(0%)
minecraft.mined.tall_seagrass: #17, 17(0%)
minecraft.dropped.oak_trapdoor: #17, 1(0%)
minecraft.dropped.cactus: #17, 12(0%)
minecraft.crafted.red_wool: #17, 4(0%)
minecraft.used.stone_button: #17, 61(0%)
minecraft.picked_up.red_mushroom_block: #17, 46(0%)
minecraft.picked_up.mushroom_stem: #17, 24(0%)
minecraft.dropped.item_frame: #17, 1(0%)
minecraft.crafted.andesite_wall: #17, 10(0%)
minecraft.picked_up.black_concrete_powder: #17, 71(0%)
minecraft.picked_up.green_dye: #17, 22(0%)
minecraft.dropped.stone_bricks: #17, 13(0%)
minecraft.dropped.redstone_torch: #17, 1(0%)
minecraft.picked_up.end_stone_bricks: #17, 16(0%)
minecraft.used.dark_prismarine: #17, 14(0%)
minecraft.crafted.lime_stained_glass: #17, 16(0%)
minecraft.crafted.cyan_stained_glass: #17, 24(0%)
minecraft.used.potato: #17, 2(0%)
minecraft.picked_up.light_blue_stained_glass: #17, 2(0%)
minecraft.picked_up.lime_stained_glass: #17, 1(0%)
minecraft.dropped.stone_brick_slab: #17, 1(0%)
minecraft.used.red_mushroom_block: #17, 1(0%)
minecraft.used.red_stained_glass: #17, 2(0%)
minecraft.used.light_blue_stained_glass: #17, 2(0%)
minecraft.mined.prismarine: #17, 1(0%)
minecraft.picked_up.diorite: #18, 9414(3%)
minecraft.mined.diorite: #18, 8800(2%)
minecraft.picked_up.crafting_table: #18, 149(2%)
minecraft.mined.black_shulker_box: #18, 103(2%)
minecraft.picked_up.black_shulker_box: #18, 106(2%)
minecraft.used.black_shulker_box: #18, 97(2%)
minecraft.mined.grass: #18, 1350(2%)
minecraft.picked_up.firework_rocket: #18, 1957(1%)
minecraft.picked_up.stick: #18, 1822(2%)
minecraft.mined.sand: #18, 28520(1%)
minecraft.crafted.oak_slab: #18, 354(1%)
minecraft.picked_up.sand: #18, 29534(1%)
minecraft.crafted.oak_sign: #18, 84(1%)
minecraft.crafted.barrel: #18, 87(1%)
minecraft.mined.gravel: #18, 9128(1%)
minecraft.used.iron_ore: #18, 8(1%)
minecraft.used.spruce_trapdoor: #18, 449(1%)
minecraft.custom.inspect_dropper: #18, 249(1%)
minecraft.dropped.cooked_beef: #18, 34(1%)
minecraft.picked_up.crying_obsidian: #18, 23(1%)
minecraft.custom.interact_with_beacon: #18, 14(1%)
minecraft.crafted.stone_pressure_plate: #18, 26(1%)
minecraft.picked_up.white_concrete: #18, 1016(1%)
minecraft.mined.kelp: #18, 87(1%)
minecraft.used.potion: #18, 20(1%)
minecraft.crafted.redstone_torch: #18, 560(1%)
minecraft.picked_up.oak_door: #18, 5(1%)
minecraft.used.spruce_planks: #18, 437(1%)
minecraft.mined.soul_lantern: #18, 4(1%)
minecraft.used.observer: #18, 139(1%)
minecraft.picked_up.slime_ball: #18, 254(1%)
minecraft.mined.mushroom_stem: #18, 59(0%)
minecraft.used.string: #18, 86(0%)
minecraft.picked_up.nether_brick_fence: #18, 8(1%)
minecraft.picked_up.crimson_fungus: #18, 23(1%)
minecraft.custom.talked_to_villager: #18, 446(0%)
minecraft.picked_up.polished_blackstone_slab: #18, 29(0%)
minecraft.crafted.cobblestone_wall: #18, 48(0%)
minecraft.picked_up.cartography_table: #18, 1(0%)
minecraft.used.kelp: #18, 97(0%)
minecraft.picked_up.green_shulker_box: #18, 8(0%)
minecraft.dropped.gold_nugget: #18, 71(0%)
minecraft.killed.skeleton: #18, 549(0%)
minecraft.mined.red_mushroom_block: #18, 136(0%)
minecraft.crafted.dark_oak_slab: #18, 126(0%)
minecraft.dropped.oak_sapling: #18, 24(0%)
minecraft.crafted.ender_eye: #18, 7(0%)
minecraft.used.white_concrete_powder: #18, 933(0%)
minecraft.crafted.white_stained_glass: #18, 280(0%)
minecraft.mined.diamond_block: #18, 21(0%)
minecraft.picked_up.black_stained_glass: #18, 22(0%)
minecraft.used.cyan_terracotta: #18, 525(0%)
minecraft.crafted.cauldron: #18, 4(0%)
minecraft.mined.bamboo: #18, 31(0%)
minecraft.picked_up.iron_nugget: #18, 35(0%)
minecraft.mined.bee_nest: #18, 1(0%)
minecraft.used.ice: #18, 74(0%)
minecraft.picked_up.nether_wart: #18, 262(0%)
minecraft.dropped.name_tag: #18, 1(0%)
minecraft.used.nether_wart_block: #18, 25(0%)
minecraft.used.warped_wart_block: #18, 22(0%)
minecraft.picked_up.potato: #18, 40(0%)
minecraft.dropped.grass: #18, 2(0%)
minecraft.crafted.smithing_table: #18, 2(0%)
minecraft.crafted.dark_oak_fence: #18, 9(0%)
minecraft.dropped.lever: #18, 1(0%)
minecraft.picked_up.azure_bluet: #18, 20(0%)
minecraft.mined.dark_oak_fence_gate: #18, 1(0%)
minecraft.crafted.spruce_button: #18, 3(0%)
minecraft.crafted.tnt: #18, 79(0%)
minecraft.used.stone_hoe: #18, 8(0%)
minecraft.crafted.emerald: #18, 515(0%)
minecraft.used.nether_wart: #18, 65(0%)
minecraft.dropped.nether_gold_ore: #18, 1(0%)
minecraft.picked_up.ice: #18, 77(0%)
minecraft.custom.traded_with_villager: #18, 548(0%)
minecraft.mined.purpur_stairs: #18, 1(0%)
minecraft.picked_up.dark_oak_fence_gate: #18, 1(0%)
minecraft.dropped.white_wool: #18, 4(0%)
minecraft.used.dark_oak_fence_gate: #18, 2(0%)
minecraft.used.purple_carpet: #18, 2(0%)
minecraft.crafted.blaze_powder: #18, 24(0%)
minecraft.picked_up.red_stained_glass: #18, 2(0%)
minecraft.dropped.end_rod: #18, 1(0%)
minecraft.dropped.pumpkin_seeds: #18, 4(0%)
minecraft.picked_up.cyan_stained_glass: #18, 8(0%)
minecraft.crafted.golden_carrot: #18, 46(0%)
minecraft.dropped.polished_andesite: #18, 2(0%)
minecraft.mined.emerald_block: #18, 2(0%)
minecraft.crafted.dark_oak_fence_gate: #18, 1(0%)
minecraft.used.grass: #18, 4(0%)
minecraft.used.cyan_stained_glass: #18, 19(0%)
minecraft.crafted.red_stained_glass: #18, 8(0%)
minecraft.dropped.chicken: #18, 1(0%)
minecraft.mined.ice: #18, 71(0%)
minecraft.used.lime_stained_glass: #18, 2(0%)
minecraft.picked_up.cobblestone: #19, 41887(2%)
minecraft.mined.redstone_ore: #19, 2162(2%)
minecraft.custom.open_enderchest: #19, 1856(2%)
minecraft.mined.crafting_table: #19, 128(2%)
minecraft.mined.lapis_ore: #19, 294(2%)
minecraft.used.writable_book: #19, 68(2%)
minecraft.crafted.coal_block: #19, 460(1%)
minecraft.mined.oak_log: #19, 2066(1%)
minecraft.used.red_shulker_box: #19, 108(1%)
minecraft.picked_up.diamond: #19, 853(1%)
minecraft.picked_up.red_shulker_box: #19, 108(1%)
minecraft.mined.red_shulker_box: #19, 105(1%)
minecraft.crafted.flint_and_steel: #19, 4(1%)
minecraft.crafted.iron_leggings: #19, 2(1%)
minecraft.dropped.diamond_pickaxe: #19, 4(1%)
minecraft.picked_up.writable_book: #19, 5(1%)
minecraft.picked_up.oak_log: #19, 2069(1%)
minecraft.picked_up.bone: #19, 1111(1%)
minecraft.mined.grass_block: #19, 9424(1%)
minecraft.crafted.bucket: #19, 55(1%)
minecraft.picked_up.netherite_boots: #19, 5(1%)
minecraft.mined.stone_button: #19, 18(1%)
minecraft.crafted.furnace: #19, 68(1%)
minecraft.custom.damage_resisted: #19, 2213(1%)
minecraft.used.splash_potion: #19, 11(1%)
minecraft.crafted.white_dye: #19, 1024(1%)
minecraft.mined.cornflower: #19, 9(1%)
minecraft.used.redstone_ore: #19, 167(1%)
minecraft.crafted.spruce_trapdoor: #19, 204(1%)
minecraft.used.white_shulker_box: #19, 31(1%)
minecraft.crafted.piston: #19, 101(1%)
minecraft.mined.white_shulker_box: #19, 30(1%)
minecraft.picked_up.white_shulker_box: #19, 30(1%)
minecraft.mined.spruce_slab: #19, 68(0%)
minecraft.dropped.shears: #19, 4(1%)
minecraft.used.flint_and_steel: #19, 29(0%)
minecraft.picked_up.bucket: #19, 11(0%)
minecraft.used.spruce_fence: #19, 96(0%)
minecraft.dropped.written_book: #19, 3(0%)
minecraft.dropped.rail: #19, 21(0%)
minecraft.used.slime_block: #19, 64(0%)
minecraft.dropped.diamond_shovel: #19, 1(0%)
minecraft.crafted.glass_bottle: #19, 114(0%)
minecraft.picked_up.rose_bush: #19, 97(0%)
minecraft.killed.endermite: #19, 1(0%)
minecraft.crafted.white_concrete_powder: #19, 880(0%)
minecraft.used.light_gray_concrete_powder: #19, 281(0%)
minecraft.mined.oak_leaves: #19, 2284(0%)
minecraft.killed.slime: #19, 151(0%)
minecraft.used.sea_lantern: #19, 151(0%)
minecraft.crafted.quartz_slab: #19, 72(0%)
minecraft.mined.slime_block: #19, 19(0%)
minecraft.picked_up.soul_lantern: #19, 6(0%)
minecraft.crafted.lime_dye: #19, 56(0%)
minecraft.crafted.light_gray_concrete_powder: #19, 224(0%)
minecraft.dropped.oak_fence: #19, 2(0%)
minecraft.dropped.stone_button: #19, 5(0%)
minecraft.mined.dark_oak_log: #19, 146(0%)
minecraft.dropped.golden_carrot: #19, 19(0%)
minecraft.crafted.stone_brick_wall: #19, 12(0%)
minecraft.dropped.red_mushroom: #19, 2(0%)
minecraft.picked_up.bee_nest: #19, 1(0%)
minecraft.mined.seagrass: #19, 46(0%)
minecraft.picked_up.acacia_sign: #19, 2(0%)
minecraft.dropped.potion: #19, 4(0%)
minecraft.dropped.bucket: #19, 1(0%)
minecraft.used.dark_oak_fence: #19, 8(0%)
minecraft.dropped.kelp: #19, 18(0%)
minecraft.dropped.oak_sign: #19, 1(0%)
minecraft.dropped.glass: #19, 5(0%)
minecraft.dropped.gunpowder: #19, 16(0%)
minecraft.picked_up.purpur_stairs: #19, 1(0%)
minecraft.picked_up.snowball: #19, 120(0%)
minecraft.crafted.white_wool: #19, 16(0%)
minecraft.dropped.paper: #19, 11(0%)
minecraft.dropped.enchanted_book: #19, 1(0%)
minecraft.dropped.spruce_log: #19, 4(0%)
minecraft.mined.dark_prismarine: #19, 1(0%)
minecraft.used.snowball: #19, 2(0%)
minecraft.picked_up.dark_prismarine: #19, 1(0%)
minecraft.dropped.quartz: #19, 1(0%)
minecraft.dropped.cooked_porkchop: #19, 1(0%)
minecraft.mined.packed_ice: #19, 5(0%)
minecraft.picked_up.prismarine: #19, 1(0%)
minecraft.picked_up.torch: #20, 2971(2%)
minecraft.used.crafting_table: #20, 138(2%)
minecraft.mined.andesite: #20, 7062(2%)
minecraft.crafted.diamond_pickaxe: #20, 8(2%)
minecraft.custom.swim_one_cm: #20, 1660824(1%)
minecraft.custom.walk_under_water_one_cm: #20, 2743420(1%)
minecraft.mined.chest: #20, 312(2%)
minecraft.crafted.lever: #20, 79(1%)
minecraft.mined.torch: #20, 710(1%)
minecraft.picked_up.obsidian: #20, 366(1%)
minecraft.crafted.crafting_table: #20, 33(1%)
minecraft.picked_up.redstone_torch: #20, 125(1%)
minecraft.used.chest: #20, 533(1%)
minecraft.picked_up.chest: #20, 328(1%)
minecraft.mined.brown_mushroom: #20, 28(1%)
minecraft.mined.dirt: #20, 11589(1%)
minecraft.crafted.spruce_planks: #20, 5344(1%)
minecraft.mined.obsidian: #20, 357(1%)
minecraft.picked_up.bone_meal: #20, 425(1%)
minecraft.custom.inspect_hopper: #20, 404(1%)
minecraft.crafted.dark_oak_planks: #20, 1608(1%)
minecraft.mined.iron_block: #20, 533(1%)
minecraft.used.bone_meal: #20, 2061(1%)
minecraft.dropped.firework_rocket: #20, 189(1%)
minecraft.picked_up.iron_block: #20, 613(1%)
minecraft.dropped.gravel: #20, 207(1%)
minecraft.mined.fire: #20, 79(1%)
minecraft.picked_up.comparator: #20, 25(1%)
minecraft.picked_up.emerald: #20, 83(0%)
minecraft.mined.beacon: #20, 5(0%)
minecraft.picked_up.beacon: #20, 6(0%)
minecraft.dropped.writable_book: #20, 1(0%)
minecraft.picked_up.lapis_ore: #20, 37(0%)
minecraft.picked_up.yellow_shulker_box: #20, 22(0%)
minecraft.mined.yellow_shulker_box: #20, 22(0%)
minecraft.used.yellow_shulker_box: #20, 22(0%)
minecraft.picked_up.redstone_ore: #20, 165(0%)
minecraft.used.iron_block: #20, 572(0%)
minecraft.picked_up.netherite_shovel: #20, 2(0%)
minecraft.used.spruce_slab: #20, 181(0%)
minecraft.dropped.player_head: #20, 7(0%)
