stat, rank, value, (percentage) 
minecraft.used.stone_shovel: #1, 28130(76%)
minecraft.mined.detector_rail: #8, 9(4%)
minecraft.killed.bat: #8, 45(3%)
minecraft.picked_up.salmon: #8, 41(3%)
minecraft.crafted.campfire: #8, 101(3%)
minecraft.crafted.wooden_axe: #8, 1(5%)
minecraft.picked_up.andesite_wall: #8, 123(4%)
minecraft.dropped.birch_sapling: #8, 43(3%)
minecraft.picked_up.pink_bed: #8, 3(4%)
minecraft.dropped.dark_oak_planks: #8, 79(3%)
minecraft.picked_up.quartz_pillar: #8, 140(3%)
minecraft.custom.interact_with_smoker: #8, 65(3%)
minecraft.dropped.red_banner: #8, 1(5%)
minecraft.used.jungle_planks: #8, 319(2%)
minecraft.picked_up.stone_stairs: #8, 174(2%)
minecraft.crafted.stone_sword: #8, 2(3%)
minecraft.mined.white_banner: #8, 3(4%)
minecraft.used.jungle_stairs: #8, 105(3%)
minecraft.mined.grindstone: #8, 27(2%)
minecraft.dropped.lilac: #8, 3(3%)
minecraft.crafted.jungle_trapdoor: #8, 172(3%)
minecraft.dropped.nether_bricks: #8, 97(3%)
minecraft.killed.silverfish: #8, 21(2%)
minecraft.used.dark_oak_boat: #8, 2(4%)
minecraft.mined.jungle_fence: #8, 13(3%)
minecraft.used.polished_blackstone_button: #8, 36(3%)
minecraft.picked_up.cyan_concrete: #8, 684(2%)
minecraft.used.soul_soil: #8, 424(2%)
minecraft.picked_up.dark_oak_boat: #8, 2(4%)
minecraft.mined.light_blue_terracotta: #8, 38(4%)
minecraft.crafted.jukebox: #8, 2(2%)
minecraft.picked_up.gray_wool: #8, 556(2%)
minecraft.picked_up.black_banner: #8, 29(2%)
minecraft.dropped.orange_terracotta: #8, 73(2%)
minecraft.picked_up.dandelion: #8, 526(2%)
minecraft.dropped.oak_button: #8, 7(2%)
minecraft.dropped.netherite_hoe: #8, 1(4%)
minecraft.crafted.light_gray_carpet: #8, 687(1%)
minecraft.used.warped_door: #8, 3(3%)
minecraft.used.brown_bed: #8, 13(2%)
minecraft.dropped.smooth_sandstone: #8, 46(2%)
minecraft.mined.coal_block: #8, 38(2%)
minecraft.mined.grass_path: #8, 247(1%)
minecraft.used.lime_stained_glass_pane: #8, 101(2%)
minecraft.killed.ravager: #8, 1(3%)
minecraft.mined.infested_stone: #8, 22(2%)
minecraft.used.soul_campfire: #8, 8(2%)
minecraft.used.polished_blackstone_pressure_plate: #8, 16(2%)
minecraft.crafted.activator_rail: #8, 6(3%)
minecraft.picked_up.podzol: #8, 952(1%)
minecraft.dropped.glowstone: #8, 51(2%)
minecraft.crafted.lime_terracotta: #8, 240(2%)
minecraft.custom.interact_with_crafting_table: #9, 4910(5%)
minecraft.used.prismarine_slab: #8, 27(2%)
minecraft.picked_up.light_blue_carpet: #8, 28(1%)
minecraft.picked_up.netherite_hoe: #8, 3(2%)
minecraft.crafted.nether_brick: #8, 1106(1%)
minecraft.picked_up.acacia_slab: #8, 16(2%)
minecraft.picked_up.crimson_hyphae: #8, 15(2%)
minecraft.picked_up.sandstone_stairs: #8, 60(1%)
minecraft.dropped.black_shulker_box: #8, 1(2%)
minecraft.picked_up.item_frame: #9, 358(5%)
minecraft.crafted.red_nether_bricks: #8, 378(2%)
minecraft.dropped.iron_bars: #8, 69(1%)
minecraft.mined.dark_oak_wood: #8, 9(1%)
minecraft.mined.green_concrete_powder: #8, 72(1%)
minecraft.mined.magenta_stained_glass_pane: #8, 2(2%)
minecraft.used.prismarine_bricks: #8, 338(1%)
minecraft.crafted.dark_oak_button: #8, 21(1%)
minecraft.crafted.pink_carpet: #8, 39(1%)
minecraft.dropped.crossbow: #8, 14(1%)
minecraft.picked_up.purple_shulker_box: #8, 7(1%)
minecraft.used.soul_torch: #8, 10(1%)
minecraft.mined.purple_shulker_box: #8, 7(1%)
minecraft.used.blue_banner: #8, 1(2%)
minecraft.dropped.light_blue_shulker_box: #8, 1(1%)
minecraft.used.purpur_pillar: #8, 33(1%)
minecraft.mined.polished_diorite_slab: #8, 16(1%)
minecraft.crafted.orange_terracotta: #8, 40(1%)
minecraft.used.sweet_berries: #8, 106(1%)
minecraft.dropped.acacia_sapling: #8, 6(1%)
minecraft.crafted.bricks: #8, 549(1%)
minecraft.mined.black_carpet: #8, 201(1%)
minecraft.dropped.mossy_cobblestone: #8, 6(1%)
minecraft.used.cut_red_sandstone: #8, 4(1%)
minecraft.dropped.white_tulip: #8, 1(1%)
minecraft.dropped.pink_tulip: #8, 1(1%)
minecraft.picked_up.yellow_glazed_terracotta: #8, 11(1%)
minecraft.dropped.black_stained_glass_pane: #8, 10(1%)
minecraft.mined.gray_terracotta: #8, 28(1%)
minecraft.custom.use_cauldron: #8, 1(1%)
minecraft.crafted.wooden_shovel: #8, 3(1%)
minecraft.used.gray_banner: #8, 1(1%)
minecraft.dropped.gray_stained_glass_pane: #8, 6(1%)
minecraft.crafted.quartz_pillar: #8, 190(0%)
minecraft.dropped.saddle: #8, 1(0%)
minecraft.dropped.stone_brick_stairs: #8, 13(0%)
minecraft.dropped.dark_oak_button: #8, 3(0%)
minecraft.dropped.red_mushroom_block: #8, 9(0%)
minecraft.used.furnace: #9, 292(4%)
minecraft.used.smooth_red_sandstone: #8, 21(0%)
minecraft.crafted.red_nether_brick_slab: #8, 6(0%)
minecraft.mined.purple_stained_glass_pane: #8, 2(0%)
minecraft.crafted.dried_kelp_block: #8, 137(0%)
minecraft.picked_up.purple_stained_glass_pane: #8, 2(0%)
minecraft.dropped.light_gray_dye: #8, 5(0%)
minecraft.mined.smooth_red_sandstone: #8, 1(0%)
minecraft.dropped.lapis_block: #8, 1(0%)
minecraft.crafted.granite_wall: #8, 1(0%)
minecraft.crafted.chiseled_sandstone: #8, 1(0%)
minecraft.crafted.honeycomb_block: #8, 1(0%)
minecraft.mined.birch_trapdoor: #9, 54(5%)
minecraft.used.cobblestone_wall: #9, 435(4%)
minecraft.dropped.netherite_sword: #9, 4(5%)
minecraft.picked_up.iron_shovel: #9, 13(4%)
minecraft.picked_up.birch_trapdoor: #9, 65(4%)
minecraft.mined.glowstone: #9, 412(4%)
minecraft.picked_up.warped_stem: #9, 1786(4%)
minecraft.picked_up.lime_shulker_box: #9, 108(4%)
minecraft.picked_up.spruce_stairs: #9, 245(4%)
minecraft.used.spruce_slab: #9, 1897(4%)
minecraft.crafted.spruce_trapdoor: #9, 1360(4%)
minecraft.custom.interact_with_blast_furnace: #9, 75(4%)
minecraft.mined.lime_shulker_box: #9, 99(4%)
minecraft.crafted.black_stained_glass_pane: #9, 896(4%)
minecraft.mined.cracked_stone_bricks: #9, 67(3%)
minecraft.crafted.tnt: #9, 3735(4%)
minecraft.used.oak_stairs: #9, 116(3%)
minecraft.used.lime_shulker_box: #9, 99(4%)
minecraft.crafted.white_stained_glass_pane: #9, 528(3%)
minecraft.crafted.netherite_boots: #9, 1(5%)
minecraft.mined.warped_roots: #9, 273(3%)
minecraft.mined.warped_trapdoor: #9, 28(3%)
minecraft.used.orange_shulker_box: #9, 172(3%)
minecraft.used.light_gray_concrete: #9, 1969(3%)
minecraft.mined.stone_slab: #9, 350(3%)
minecraft.dropped.lead: #9, 17(3%)
minecraft.picked_up.polished_diorite: #9, 144(3%)
minecraft.picked_up.yellow_shulker_box: #9, 133(3%)
minecraft.mined.green_concrete: #9, 392(3%)
minecraft.mined.oak_leaves: #9, 22418(2%)
minecraft.mined.jungle_planks: #9, 109(3%)
minecraft.picked_up.oak_leaves: #9, 20808(3%)
minecraft.mined.yellow_shulker_box: #9, 130(3%)
minecraft.used.loom: #9, 27(3%)
minecraft.picked_up.dark_oak_stairs: #9, 217(2%)
minecraft.picked_up.cartography_table: #9, 6(3%)
minecraft.mined.quartz_pillar: #9, 100(3%)
minecraft.mined.lime_stained_glass: #9, 95(3%)
minecraft.used.basalt: #9, 941(2%)
minecraft.broken.iron_shovel: #9, 9(2%)
minecraft.mined.jungle_trapdoor: #9, 25(3%)
minecraft.crafted.compass: #9, 98(2%)
minecraft.picked_up.stone_hoe: #9, 3(3%)
minecraft.used.seagrass: #9, 16(4%)
minecraft.dropped.scaffolding: #9, 214(2%)
minecraft.mined.polished_diorite: #9, 90(2%)
minecraft.picked_up.warped_door: #9, 2(3%)
minecraft.used.green_concrete_powder: #9, 982(2%)
minecraft.crafted.green_terracotta: #9, 344(2%)
minecraft.mined.oak_button: #9, 3(3%)
minecraft.dropped.warped_planks: #9, 6(3%)
minecraft.dropped.ender_chest: #9, 5(2%)
minecraft.used.nether_brick_fence: #9, 42(2%)
minecraft.used.smooth_sandstone_slab: #9, 464(2%)
minecraft.dropped.warped_wart_block: #9, 122(2%)
minecraft.crafted.red_sandstone: #9, 269(2%)
minecraft.mined.spruce_wood: #9, 11(2%)
minecraft.picked_up.birch_wood: #9, 4(3%)
minecraft.used.black_terracotta: #9, 496(2%)
minecraft.picked_up.red_stained_glass: #9, 84(2%)
minecraft.crafted.gray_stained_glass_pane: #9, 144(2%)
minecraft.crafted.green_concrete_powder: #9, 960(2%)
minecraft.dropped.vine: #9, 14(3%)
minecraft.used.chest_minecart: #9, 4(2%)
minecraft.custom.fly_one_cm: #10, 88141382(3%)
minecraft.picked_up.grindstone: #9, 32(1%)
minecraft.used.smoker: #9, 10(2%)
minecraft.used.cut_sandstone: #9, 512(2%)
minecraft.picked_up.orange_tulip: #9, 37(2%)
minecraft.crafted.smithing_table: #9, 25(1%)
minecraft.crafted.chest_minecart: #9, 4(2%)
minecraft.dropped.stripped_spruce_log: #9, 3(2%)
minecraft.picked_up.jungle_fence: #9, 13(2%)
minecraft.picked_up.light_blue_terracotta: #9, 36(2%)
minecraft.picked_up.lime_terracotta: #9, 41(1%)
minecraft.used.acacia_planks: #9, 35(2%)
minecraft.picked_up.light_gray_wool: #9, 415(1%)
minecraft.picked_up.smooth_sandstone_stairs: #9, 121(1%)
minecraft.picked_up.blue_terracotta: #9, 87(2%)
minecraft.crafted.polished_blackstone_button: #9, 25(1%)
minecraft.used.fishing_rod: #9, 216(1%)
minecraft.broken.iron_sword: #9, 1(2%)
minecraft.used.weeping_vines: #9, 12(1%)
minecraft.crafted.polished_blackstone_pressure_plate: #9, 16(2%)
minecraft.mined.green_terracotta: #9, 31(1%)
minecraft.picked_up.egg: #9, 180(1%)
minecraft.crafted.acacia_stairs: #9, 40(2%)
minecraft.picked_up.suspicious_stew: #9, 1(2%)
minecraft.mined.smooth_sandstone_stairs: #9, 90(1%)
minecraft.picked_up.red_mushroom_block: #9, 362(1%)
minecraft.picked_up.soul_torch: #9, 9(1%)
minecraft.killed.salmon: #9, 9(1%)
minecraft.killed.cat: #9, 2(1%)
minecraft.dropped.sweet_berries: #9, 23(1%)
minecraft.crafted.black_terracotta: #9, 368(1%)
minecraft.crafted.snow: #9, 48(1%)
minecraft.killed.dolphin: #9, 1(1%)
minecraft.dropped.dark_oak_leaves: #9, 5(2%)
minecraft.picked_up.lime_stained_glass_pane: #9, 16(1%)
minecraft.custom.deaths: #10, 136(4%)
minecraft.used.nether_wart: #9, 669(1%)
minecraft.mined.acacia_slab: #9, 9(1%)
minecraft.mined.lime_stained_glass_pane: #9, 13(1%)
minecraft.used.magenta_stained_glass_pane: #9, 8(1%)
minecraft.crafted.lime_bed: #9, 1(1%)
minecraft.picked_up.polished_diorite_slab: #9, 17(1%)
minecraft.crafted.quartz_bricks: #9, 120(1%)
minecraft.dropped.stone_pickaxe: #9, 4(1%)
minecraft.picked_up.pink_tulip: #9, 38(1%)
minecraft.crafted.smoker: #9, 9(1%)
minecraft.dropped.acacia_trapdoor: #9, 5(1%)
minecraft.mined.cut_sandstone: #9, 43(1%)
minecraft.mined.orange_carpet: #9, 7(1%)
minecraft.crafted.pink_concrete_powder: #9, 160(1%)
minecraft.picked_up.dark_oak_wood: #9, 9(1%)
minecraft.dropped.birch_button: #9, 1(1%)
minecraft.picked_up.magenta_stained_glass_pane: #9, 2(1%)
minecraft.crafted.diamond: #10, 2817(5%)
minecraft.used.magenta_wool: #9, 10(1%)
minecraft.picked_up.respawn_anchor: #9, 1(1%)
minecraft.dropped.orange_shulker_box: #9, 1(1%)
minecraft.crafted.lodestone: #9, 1(1%)
minecraft.used.pink_concrete_powder: #9, 103(1%)
minecraft.used.acacia_stairs: #9, 19(1%)
minecraft.mined.sandstone_stairs: #9, 23(0%)
minecraft.used.jungle_wood: #9, 54(1%)
minecraft.dropped.bread: #9, 117(0%)
minecraft.used.lily_of_the_valley: #9, 1(1%)
minecraft.used.chorus_fruit: #9, 8(0%)
minecraft.crafted.blue_stained_glass_pane: #9, 8(1%)
minecraft.picked_up.red_tulip: #9, 31(0%)
minecraft.crafted.gray_banner: #9, 1(1%)
minecraft.mined.purple_stained_glass: #9, 10(0%)
minecraft.dropped.polished_blackstone_wall: #9, 3(1%)
minecraft.used.dark_prismarine_slab: #9, 39(0%)
minecraft.used.magenta_stained_glass: #9, 6(0%)
minecraft.dropped.polished_andesite_stairs: #9, 12(0%)
minecraft.custom.raid_win: #9, 1(0%)
minecraft.dropped.dark_oak_fence: #9, 6(0%)
minecraft.dropped.hay_block: #9, 6(0%)
minecraft.used.pink_tulip: #9, 1(0%)
minecraft.dropped.flower_pot: #9, 4(0%)
minecraft.crafted.magenta_terracotta: #9, 16(0%)
minecraft.used.white_tulip: #9, 2(0%)
minecraft.crafted.yellow_terracotta: #9, 16(0%)
minecraft.mined.yellow_glazed_terracotta: #9, 2(0%)
minecraft.picked_up.pink_stained_glass: #9, 1(0%)
minecraft.used.honeycomb_block: #9, 10(0%)
minecraft.crafted.light_weighted_pressure_plate: #9, 11(0%)
minecraft.dropped.white_stained_glass_pane: #9, 4(0%)
minecraft.used.light_weighted_pressure_plate: #9, 11(0%)
minecraft.dropped.sandstone_slab: #9, 2(0%)
minecraft.picked_up.smooth_red_sandstone: #9, 1(0%)
minecraft.crafted.air: #9, 0(0%)
minecraft.used.player_head: #10, 150(4%)
minecraft.picked_up.polished_basalt: #10, 367(4%)
minecraft.picked_up.brewing_stand: #10, 33(4%)
minecraft.mined.oak_log: #10, 5513(3%)
minecraft.mined.oak_sign: #10, 24(3%)
minecraft.mined.oak_trapdoor: #10, 76(4%)
minecraft.dropped.diamond_block: #10, 106(4%)
minecraft.used.coal_ore: #10, 1782(4%)
minecraft.dropped.oak_log: #10, 182(3%)
minecraft.picked_up.wheat: #10, 2607(3%)
minecraft.picked_up.netherite_pickaxe: #10, 34(3%)
minecraft.mined.iron_bars: #10, 179(3%)
minecraft.picked_up.beef: #10, 893(3%)
minecraft.crafted.warped_planks: #10, 1444(4%)
minecraft.mined.fern: #10, 195(3%)
minecraft.custom.leave_game: #11, 1537(4%)
minecraft.picked_up.wheat_seeds: #10, 9920(3%)
minecraft.mined.spruce_trapdoor: #10, 411(3%)
minecraft.picked_up.pufferfish: #10, 23(3%)
minecraft.dropped.firework_rocket: #10, 869(3%)
minecraft.used.lantern: #10, 366(3%)
minecraft.crafted.jungle_sign: #10, 48(4%)
minecraft.mined.tripwire: #10, 66(3%)
minecraft.picked_up.diamond_hoe: #10, 3(3%)
minecraft.crafted.acacia_fence: #10, 39(5%)
minecraft.mined.mushroom_stem: #10, 318(3%)
minecraft.crafted.iron_bars: #10, 896(3%)
minecraft.mined.white_tulip: #10, 24(4%)
minecraft.dropped.red_terracotta: #10, 55(3%)
minecraft.used.yellow_shulker_box: #10, 128(2%)
minecraft.used.note_block: #10, 132(3%)
minecraft.mined.loom: #10, 9(3%)
minecraft.picked_up.iron_pickaxe: #10, 7(3%)
minecraft.picked_up.white_wool: #10, 556(2%)
minecraft.picked_up.nether_gold_ore: #10, 158(2%)
minecraft.picked_up.light_gray_stained_glass_pane: #10, 355(2%)
minecraft.picked_up.stone_pressure_plate: #10, 36(2%)
minecraft.used.birch_fence: #10, 96(3%)
minecraft.dropped.sea_lantern: #10, 66(3%)
minecraft.used.crimson_trapdoor: #10, 76(3%)
minecraft.picked_up.stone_pickaxe: #10, 3(3%)
minecraft.crafted.birch_fence: #10, 93(3%)
minecraft.mined.cyan_concrete: #10, 728(2%)
minecraft.mined.daylight_detector: #10, 5(2%)
minecraft.mined.sandstone: #10, 9040(2%)
minecraft.picked_up.daylight_detector: #10, 7(2%)
minecraft.used.iron_shovel: #10, 2419(2%)
minecraft.used.smithing_table: #10, 29(2%)
minecraft.crafted.stone_axe: #10, 6(2%)
minecraft.mined.gray_concrete_powder: #10, 147(2%)
minecraft.dropped.iron_hoe: #10, 1(3%)
minecraft.used.egg: #10, 170(2%)
minecraft.used.dragon_head: #10, 1(3%)
minecraft.dropped.charcoal: #10, 2(3%)
minecraft.picked_up.mushroom_stem: #10, 377(2%)
minecraft.picked_up.black_dye: #10, 29(2%)
minecraft.killed.squid: #10, 108(1%)
minecraft.picked_up.spruce_wood: #10, 11(2%)
minecraft.mined.brown_carpet: #10, 22(2%)
minecraft.picked_up.gray_stained_glass_pane: #10, 38(2%)
minecraft.used.cyan_stained_glass_pane: #10, 48(2%)
minecraft.crafted.acacia_boat: #10, 1(2%)
minecraft.mined.dark_oak_button: #10, 1(2%)
minecraft.crafted.jungle_slab: #10, 378(1%)
minecraft.mined.tall_seagrass: #10, 140(1%)
minecraft.mined.coarse_dirt: #10, 336(1%)
minecraft.picked_up.light_blue_shulker_box: #10, 72(1%)
minecraft.mined.yellow_carpet: #10, 24(2%)
minecraft.mined.brick_stairs: #10, 9(2%)
minecraft.used.polished_blackstone_wall: #10, 172(1%)
minecraft.crafted.loom: #10, 19(1%)
minecraft.dropped.gray_concrete: #10, 69(1%)
minecraft.crafted.acacia_slab: #10, 78(1%)
minecraft.used.acacia_boat: #10, 2(2%)
minecraft.used.brown_wool: #10, 77(1%)
minecraft.dropped.ice: #10, 54(1%)
minecraft.used.beehive: #10, 24(1%)
minecraft.mined.beehive: #10, 9(1%)
minecraft.picked_up.oxeye_daisy: #10, 151(1%)
minecraft.mined.birch_wood: #10, 2(2%)
minecraft.used.grindstone: #10, 32(1%)
minecraft.crafted.nether_brick_fence: #10, 30(1%)
minecraft.crafted.quartz_slab: #10, 192(1%)
minecraft.used.blackstone: #10, 765(1%)
minecraft.crafted.smooth_quartz_stairs: #10, 128(1%)
minecraft.crafted.polished_blackstone_slab: #10, 166(1%)
minecraft.crafted.grindstone: #10, 26(1%)
minecraft.used.purple_shulker_box: #10, 6(1%)
minecraft.crafted.brick: #10, 2374(1%)
minecraft.custom.fall_one_cm: #11, 9148593(4%)
minecraft.picked_up.cut_sandstone: #10, 50(1%)
minecraft.dropped.spruce_trapdoor: #10, 37(1%)
minecraft.dropped.stone_brick_slab: #10, 55(1%)
minecraft.used.light_blue_carpet: #10, 43(1%)
minecraft.picked_up.snow: #10, 349(1%)
minecraft.crafted.light_gray_stained_glass: #10, 280(1%)
minecraft.mined.nether_wart: #10, 372(0%)
minecraft.dropped.iron_trapdoor: #10, 7(1%)
minecraft.mined.acacia_planks: #10, 8(1%)
minecraft.dropped.potato: #10, 48(0%)
minecraft.crafted.red_terracotta: #10, 104(1%)
minecraft.crafted.jungle_wood: #10, 69(1%)
minecraft.picked_up.emerald_ore: #10, 3(1%)
minecraft.used.acacia_slab: #10, 19(0%)
minecraft.dropped.spruce_pressure_plate: #10, 1(1%)
minecraft.picked_up.dark_oak_button: #10, 3(0%)
minecraft.killed.spider: #11, 172(4%)
minecraft.used.light_gray_wool: #10, 64(0%)
minecraft.picked_up.gray_terracotta: #10, 27(0%)
minecraft.picked_up.acacia_stairs: #10, 6(0%)
minecraft.dropped.stripped_birch_log: #10, 1(0%)
minecraft.picked_up.light_gray_dye: #10, 19(0%)
minecraft.dropped.chicken: #10, 10(0%)
minecraft.dropped.gray_carpet: #10, 10(0%)
minecraft.used.snow: #10, 90(0%)
minecraft.custom.open_shulker_box: #11, 33817(4%)
minecraft.used.bee_nest: #10, 1(0%)
minecraft.picked_up.yellow_carpet: #10, 25(0%)
minecraft.dropped.stone_stairs: #10, 6(0%)
minecraft.mined.lime_concrete_powder: #10, 2(0%)
minecraft.crafted.cut_sandstone_slab: #10, 6(0%)
minecraft.dropped.green_carpet: #10, 2(0%)
minecraft.used.chiseled_sandstone: #10, 9(0%)
minecraft.mined.dark_prismarine_slab: #10, 1(0%)
minecraft.mined.lapis_block: #10, 1(0%)
minecraft.used.jungle_door: #10, 1(0%)
minecraft.picked_up.tipped_arrow: #10, 1(0%)
minecraft.crafted.end_rod: #10, 8(0%)
minecraft.dropped.andesite_stairs: #10, 1(0%)
minecraft.used.lapis_block: #10, 1(0%)
minecraft.used.stone_slab: #11, 2829(4%)
minecraft.custom.inspect_dispenser: #11, 713(4%)
minecraft.dropped.dirt: #11, 3684(4%)
minecraft.used.golden_carrot: #11, 2807(3%)
minecraft.dropped.netherite_pickaxe: #11, 7(4%)
minecraft.crafted.lever: #11, 184(3%)
minecraft.used.wheat_seeds: #11, 3028(3%)
minecraft.mined.kelp: #11, 362(3%)
minecraft.mined.brown_mushroom_block: #11, 1842(3%)
minecraft.used.cobblestone_slab: #11, 841(3%)
minecraft.mined.player_head: #11, 46(3%)
minecraft.picked_up.oak_log: #11, 5756(3%)
minecraft.dropped.writable_book: #11, 7(3%)
minecraft.custom.interact_with_cartography_table: #11, 18(4%)
minecraft.crafted.acacia_planks: #11, 2120(3%)
minecraft.dropped.wheat_seeds: #11, 2961(3%)
minecraft.mined.dark_oak_slab: #11, 200(3%)
minecraft.mined.player_wall_head: #11, 21(3%)
minecraft.picked_up.warped_planks: #11, 45(3%)
minecraft.picked_up.jungle_sign: #11, 22(3%)
minecraft.picked_up.coal_block: #11, 205(2%)
minecraft.picked_up.spruce_trapdoor: #11, 517(2%)
minecraft.used.spruce_boat: #11, 12(3%)
minecraft.used.detector_rail: #11, 13(3%)
minecraft.mined.gray_carpet: #11, 113(3%)
minecraft.picked_up.glass: #11, 1730(2%)
minecraft.used.polished_andesite_stairs: #11, 442(3%)
minecraft.dropped.white_terracotta: #11, 42(2%)
minecraft.used.ender_pearl: #11, 318(2%)
minecraft.dropped.grass_block: #11, 615(2%)
minecraft.crafted.golden_helmet: #11, 3(2%)
minecraft.mined.cobblestone_slab: #11, 82(2%)
minecraft.crafted.note_block: #11, 125(2%)
minecraft.killed.pig: #11, 20(2%)
minecraft.used.cactus: #11, 174(2%)
minecraft.mined.soul_soil: #11, 776(2%)
minecraft.mined.white_carpet: #11, 86(2%)
minecraft.used.light_gray_concrete_powder: #11, 1952(2%)
minecraft.used.blast_furnace: #11, 27(2%)
minecraft.mined.dead_bush: #11, 119(2%)
minecraft.used.white_wool: #11, 691(2%)
minecraft.crafted.oak_door: #11, 9(2%)
minecraft.picked_up.birch_leaves: #11, 1556(2%)
minecraft.mined.wither_rose: #11, 26(2%)
minecraft.picked_up.warped_fungus: #11, 155(2%)
minecraft.used.iron_ore: #11, 12(2%)
minecraft.mined.andesite_stairs: #11, 11(2%)
minecraft.mined.weeping_vines_plant: #11, 23(2%)
minecraft.broken.fishing_rod: #11, 1(2%)
minecraft.used.cyan_terracotta: #11, 3514(1%)
minecraft.crafted.crimson_trapdoor: #11, 76(2%)
minecraft.used.polished_blackstone_brick_wall: #11, 26(2%)
minecraft.picked_up.lime_stained_glass: #11, 105(2%)
minecraft.crafted.cobblestone_stairs: #11, 64(2%)
minecraft.picked_up.stone_slab: #11, 455(1%)
minecraft.mined.blackstone_wall: #11, 13(2%)
minecraft.used.jukebox: #11, 2(2%)
minecraft.dropped.shears: #11, 11(1%)
minecraft.used.heavy_weighted_pressure_plate: #11, 9(2%)
minecraft.picked_up.nether_brick: #11, 148(2%)
minecraft.used.red_bed: #11, 8(2%)
minecraft.mined.red_bed: #11, 7(2%)
minecraft.mined.lime_carpet: #11, 27(2%)
minecraft.crafted.blast_furnace: #11, 23(1%)
minecraft.crafted.mossy_cobblestone_stairs: #11, 3(2%)
minecraft.mined.blue_shulker_box: #11, 25(1%)
minecraft.used.light_blue_shulker_box: #11, 65(1%)
minecraft.mined.smooth_sandstone: #11, 242(1%)
minecraft.picked_up.tropical_fish: #11, 24(1%)
minecraft.dropped.snowball: #11, 90(1%)
minecraft.picked_up.coarse_dirt: #11, 497(1%)
minecraft.picked_up.brown_concrete: #11, 50(1%)
minecraft.picked_up.azure_bluet: #11, 231(1%)
minecraft.crafted.polished_diorite: #11, 213(1%)
minecraft.mined.bee_nest: #11, 5(1%)
minecraft.picked_up.jungle_trapdoor: #11, 24(1%)
minecraft.picked_up.beehive: #11, 11(1%)
minecraft.mined.brown_concrete: #11, 50(1%)
minecraft.picked_up.nether_wart: #11, 1242(1%)
minecraft.dropped.light_gray_stained_glass_pane: #11, 104(1%)
minecraft.picked_up.gray_dye: #11, 36(1%)
minecraft.dropped.nether_wart_block: #11, 69(1%)
minecraft.mined.brown_wool: #11, 13(1%)
minecraft.dropped.birch_fence: #11, 4(1%)
minecraft.crafted.lime_stained_glass_pane: #11, 56(1%)
minecraft.crafted.charcoal: #11, 34(1%)
minecraft.used.white_stained_glass: #11, 487(1%)
minecraft.used.chiseled_stone_bricks: #11, 27(1%)
minecraft.used.birch_fence_gate: #11, 16(1%)
minecraft.used.warped_sign: #11, 3(1%)
minecraft.used.rotten_flesh: #11, 6(1%)
minecraft.mined.red_sand: #11, 956(1%)
minecraft.used.light_gray_stained_glass: #11, 203(1%)
minecraft.picked_up.jungle_stairs: #11, 16(1%)
minecraft.dropped.cobblestone_stairs: #11, 4(1%)
minecraft.picked_up.acacia_boat: #11, 1(1%)
minecraft.crafted.birch_fence_gate: #11, 16(1%)
minecraft.dropped.soul_soil: #11, 20(1%)
minecraft.used.jungle_slab: #11, 92(1%)
minecraft.dropped.spruce_leaves: #11, 21(1%)
minecraft.crafted.gray_terracotta: #11, 176(1%)
minecraft.used.warped_roots: #11, 6(1%)
minecraft.used.brown_concrete: #11, 42(1%)
minecraft.picked_up.green_concrete_powder: #11, 74(0%)
minecraft.dropped.repeater: #11, 5(1%)
minecraft.dropped.jungle_slab: #11, 11(1%)
minecraft.crafted.brown_terracotta: #11, 160(1%)
minecraft.used.blackstone_stairs: #11, 36(0%)
minecraft.used.crimson_planks: #11, 43(0%)
minecraft.used.green_stained_glass: #11, 48(0%)
minecraft.used.light_blue_stained_glass_pane: #11, 25(0%)
minecraft.crafted.yellow_wool: #11, 6(0%)
minecraft.picked_up.sweet_berries: #11, 173(0%)
minecraft.dropped.spruce_button: #11, 2(0%)
minecraft.dropped.observer: #11, 4(1%)
minecraft.picked_up.allium: #11, 10(0%)
minecraft.picked_up.purple_stained_glass: #11, 12(0%)
minecraft.mined.black_terracotta: #11, 26(0%)
minecraft.crafted.light_blue_wool: #11, 9(0%)
minecraft.mined.brick_slab: #11, 2(0%)
minecraft.used.sandstone_stairs: #11, 50(0%)
minecraft.used.red_mushroom_block: #11, 23(0%)
minecraft.used.turtle_egg: #11, 6(0%)
minecraft.used.light_blue_terracotta: #11, 26(0%)
minecraft.dropped.polished_granite: #11, 4(0%)
minecraft.dropped.stone_hoe: #11, 1(0%)
minecraft.dropped.golden_apple: #11, 1(0%)
minecraft.dropped.lime_concrete: #11, 2(0%)
minecraft.picked_up.brick_slab: #11, 2(0%)
minecraft.crafted.pink_stained_glass: #11, 8(0%)
minecraft.mined.turtle_egg: #11, 6(0%)
minecraft.dropped.white_banner: #11, 3(0%)
minecraft.picked_up.chiseled_sandstone: #11, 4(0%)
minecraft.dropped.sticky_piston: #11, 1(0%)
minecraft.crafted.chiseled_polished_blackstone: #11, 4(0%)
minecraft.used.emerald_block: #11, 15(0%)
minecraft.mined.pink_carpet: #11, 1(0%)
minecraft.dropped.smooth_sandstone_slab: #11, 1(0%)
minecraft.picked_up.black_bed: #11, 1(0%)
minecraft.picked_up.pink_carpet: #11, 1(0%)
minecraft.mined.black_bed: #11, 1(0%)
