stat, rank, value, (percentage) 
minecraft.picked_up.gray_bed: #13, 1(0%)
minecraft.crafted.cut_sandstone: #13, 16(0%)
minecraft.picked_up.magenta_wool: #13, 4(0%)
minecraft.crafted.orange_carpet: #13, 9(0%)
minecraft.dropped.coal_block: #13, 1(0%)
minecraft.used.yellow_stained_glass: #13, 4(0%)
minecraft.crafted.clay: #13, 1(0%)
minecraft.custom.open_shulker_box: #14, 26888(3%)
minecraft.picked_up.torch: #14, 5116(3%)
minecraft.mined.diorite: #14, 11200(3%)
minecraft.mined.andesite: #14, 11482(3%)
minecraft.mined.iron_block: #14, 1860(3%)
minecraft.used.writable_book: #14, 106(3%)
minecraft.used.black_shulker_box: #14, 127(2%)
minecraft.crafted.barrel: #14, 169(2%)
minecraft.mined.grass: #14, 1641(2%)
minecraft.picked_up.shears: #14, 21(2%)
minecraft.mined.cactus: #14, 48(2%)
minecraft.picked_up.iron_bars: #14, 223(2%)
minecraft.mined.spruce_stairs: #14, 81(2%)
minecraft.used.spruce_boat: #14, 10(3%)
minecraft.crafted.white_dye: #14, 2982(2%)
minecraft.picked_up.name_tag: #14, 20(2%)
minecraft.mined.sugar_cane: #14, 1651(2%)
minecraft.crafted.iron_pickaxe: #14, 11(2%)
minecraft.used.iron_block: #14, 2554(2%)
minecraft.crafted.campfire: #14, 62(2%)
minecraft.used.spruce_slab: #14, 777(2%)
minecraft.crafted.spruce_sign: #14, 39(2%)
minecraft.broken.iron_pickaxe: #14, 5(1%)
minecraft.crafted.white_stained_glass_pane: #14, 256(2%)
minecraft.custom.sneak_time: #15, 2785217(3%)
minecraft.picked_up.coal_block: #14, 115(1%)
minecraft.picked_up.spruce_sign: #14, 40(1%)
minecraft.broken.diamond_pickaxe: #14, 1(2%)
minecraft.picked_up.leather_helmet: #14, 19(1%)
minecraft.dropped.written_book: #14, 10(1%)
minecraft.crafted.fishing_rod: #14, 4(1%)
minecraft.crafted.light_gray_dye: #14, 392(1%)
minecraft.picked_up.bamboo: #14, 2220(1%)
minecraft.crafted.spruce_boat: #14, 3(2%)
minecraft.used.birch_boat: #14, 5(1%)
minecraft.crafted.spruce_slab: #14, 1008(1%)
minecraft.crafted.stone_sword: #14, 1(1%)
minecraft.custom.horse_one_cm: #14, 138626(1%)
minecraft.used.white_carpet: #14, 416(1%)
minecraft.crafted.brown_carpet: #14, 96(1%)
minecraft.picked_up.lime_concrete: #14, 145(1%)
minecraft.picked_up.stone_pressure_plate: #14, 17(1%)
minecraft.picked_up.cracked_stone_bricks: #14, 43(1%)
minecraft.picked_up.orange_concrete: #14, 122(1%)
minecraft.picked_up.mycelium: #14, 2075(1%)
minecraft.used.mossy_stone_bricks: #14, 31(1%)
minecraft.used.ice: #14, 422(1%)
minecraft.dropped.terracotta: #14, 66(1%)
minecraft.picked_up.stone_brick_wall: #14, 34(1%)
minecraft.used.dark_oak_log: #14, 272(1%)
minecraft.dropped.leather_helmet: #14, 7(1%)
minecraft.picked_up.sandstone: #14, 4163(1%)
minecraft.picked_up.blue_shulker_box: #14, 20(1%)
minecraft.picked_up.dark_oak_log: #14, 873(1%)
minecraft.picked_up.cauldron: #14, 7(1%)
minecraft.mined.blue_shulker_box: #14, 20(1%)
minecraft.picked_up.green_shulker_box: #14, 18(1%)
minecraft.used.black_concrete_powder: #14, 1222(1%)
minecraft.mined.loom: #14, 3(1%)
minecraft.picked_up.quartz_pillar: #14, 46(1%)
minecraft.used.green_shulker_box: #14, 17(1%)
minecraft.mined.light_gray_terracotta: #14, 484(1%)
minecraft.mined.green_shulker_box: #14, 16(1%)
minecraft.dropped.gunpowder: #14, 257(1%)
minecraft.crafted.gray_shulker_box: #14, 2(1%)
minecraft.crafted.ender_eye: #14, 15(1%)
minecraft.picked_up.brick_stairs: #14, 9(1%)
minecraft.used.green_wool: #14, 48(1%)
minecraft.crafted.gray_concrete_powder: #14, 2096(1%)
minecraft.crafted.cauldron: #14, 12(1%)
minecraft.killed.chicken: #14, 23(1%)
minecraft.picked_up.dark_oak_door: #14, 4(1%)
minecraft.dropped.iron_chestplate: #14, 1(1%)
minecraft.crafted.nether_brick_slab: #14, 72(1%)
minecraft.mined.brown_terracotta: #14, 169(1%)
minecraft.dropped.peony: #14, 1(1%)
minecraft.used.orange_concrete: #14, 101(1%)
minecraft.mined.yellow_concrete: #14, 122(1%)
minecraft.mined.crimson_fence: #14, 2(1%)
minecraft.dropped.water_bucket: #14, 2(1%)
minecraft.crafted.jungle_fence: #14, 12(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #14, 70(0%)
minecraft.crafted.leather_chestplate: #14, 7(0%)
minecraft.mined.coarse_dirt: #14, 123(0%)
minecraft.picked_up.bowl: #14, 1(1%)
minecraft.picked_up.warped_fence: #14, 2(1%)
minecraft.mined.quartz_stairs: #14, 39(0%)
minecraft.crafted.nether_bricks: #14, 234(0%)
minecraft.picked_up.cut_sandstone_slab: #14, 9(1%)
minecraft.mined.birch_fence_gate: #14, 2(1%)
minecraft.picked_up.brown_carpet: #14, 12(0%)
minecraft.dropped.wooden_sword: #14, 1(1%)
minecraft.picked_up.activator_rail: #14, 1(0%)
minecraft.mined.red_sand: #14, 530(0%)
minecraft.picked_up.crimson_fence: #14, 2(0%)
minecraft.used.acacia_trapdoor: #14, 34(0%)
minecraft.picked_up.brain_coral_fan: #14, 4(0%)
minecraft.used.iron_hoe: #14, 116(0%)
minecraft.picked_up.crimson_trapdoor: #14, 6(0%)
minecraft.dropped.soul_soil: #14, 10(0%)
minecraft.crafted.red_wool: #14, 8(0%)
minecraft.used.brown_mushroom_block: #14, 35(0%)
minecraft.mined.brain_coral_wall_fan: #14, 3(0%)
minecraft.mined.stripped_jungle_log: #14, 2(0%)
minecraft.used.dead_bush: #14, 3(0%)
minecraft.mined.stripped_acacia_log: #14, 1(0%)
minecraft.crafted.crimson_trapdoor: #14, 6(0%)
minecraft.mined.yellow_wool: #14, 3(0%)
minecraft.crafted.warped_fence: #14, 3(0%)
minecraft.picked_up.prismarine: #14, 28(0%)
minecraft.dropped.mossy_cobblestone: #14, 1(0%)
minecraft.used.warped_fence: #14, 2(0%)
minecraft.mined.light_gray_wool: #14, 3(0%)
minecraft.used.jungle_slab: #14, 15(0%)
minecraft.used.stripped_dark_oak_wood: #14, 1(0%)
minecraft.dropped.cooked_porkchop: #14, 18(0%)
minecraft.picked_up.stripped_dark_oak_wood: #14, 1(0%)
minecraft.used.pink_carpet: #14, 3(0%)
minecraft.crafted.pink_carpet: #14, 3(0%)
minecraft.picked_up.green_concrete_powder: #14, 10(0%)
minecraft.picked_up.rabbit_hide: #14, 2(0%)
minecraft.used.crimson_planks: #14, 5(0%)
minecraft.dropped.gray_wool: #14, 1(0%)
minecraft.dropped.dark_oak_trapdoor: #14, 1(0%)
minecraft.used.acacia_slab: #14, 2(0%)
minecraft.mined.sandstone_wall: #14, 1(0%)
minecraft.picked_up.gray_dye: #14, 1(0%)
minecraft.picked_up.purple_stained_glass: #14, 1(0%)
minecraft.picked_up.dried_kelp: #14, 7(0%)
minecraft.used.item_frame: #15, 364(3%)
minecraft.custom.deaths: #15, 94(3%)
minecraft.used.oak_boat: #15, 43(3%)
minecraft.mined.stone: #15, 181327(3%)
minecraft.used.diamond_axe: #15, 19141(3%)
minecraft.picked_up.coal: #15, 9535(3%)
minecraft.picked_up.oak_boat: #15, 37(3%)
minecraft.mined.black_shulker_box: #15, 129(3%)
minecraft.dropped.writable_book: #15, 5(2%)
minecraft.custom.open_barrel: #15, 3703(2%)
minecraft.picked_up.lever: #15, 107(2%)
minecraft.picked_up.spruce_stairs: #15, 139(2%)
minecraft.crafted.coal: #15, 2385(2%)
minecraft.mined.sand: #15, 38175(2%)
minecraft.crafted.hopper: #15, 594(2%)
minecraft.crafted.birch_planks: #15, 3760(2%)
minecraft.picked_up.sand: #15, 39904(2%)
minecraft.mined.glass: #15, 329(2%)
minecraft.crafted.dark_oak_slab: #15, 558(1%)
minecraft.crafted.item_frame: #15, 129(1%)
minecraft.used.white_stained_glass_pane: #15, 163(1%)
minecraft.used.cauldron: #15, 13(1%)
minecraft.used.dark_oak_trapdoor: #15, 156(1%)
minecraft.killed.cow: #15, 120(1%)
minecraft.picked_up.milk_bucket: #15, 3(1%)
minecraft.picked_up.vine: #15, 180(1%)
minecraft.picked_up.poppy: #15, 502(1%)
minecraft.used.armor_stand: #15, 51(1%)
minecraft.picked_up.nether_gold_ore: #15, 72(1%)
minecraft.picked_up.iron_trapdoor: #15, 69(1%)
minecraft.picked_up.hay_block: #15, 43(1%)
minecraft.picked_up.white_banner: #15, 17(1%)
minecraft.crafted.red_dye: #15, 488(1%)
minecraft.used.peony: #15, 4(1%)
minecraft.picked_up.stone_brick_stairs: #15, 82(1%)
minecraft.picked_up.glass_pane: #15, 65(1%)
minecraft.picked_up.warped_planks: #15, 16(1%)
minecraft.mined.blast_furnace: #15, 5(1%)
minecraft.custom.fill_cauldron: #15, 2(1%)
minecraft.picked_up.jungle_sapling: #15, 50(1%)
minecraft.crafted.lectern: #15, 10(1%)
minecraft.picked_up.yellow_concrete: #15, 148(1%)
minecraft.mined.daylight_detector: #15, 2(1%)
minecraft.mined.cobblestone_wall: #15, 17(1%)
minecraft.picked_up.polished_diorite: #15, 40(1%)
minecraft.picked_up.birch_leaves: #15, 622(1%)
minecraft.used.lava_bucket: #15, 156(1%)
minecraft.used.stone_hoe: #15, 79(1%)
minecraft.crafted.paper: #15, 5535(1%)
minecraft.mined.white_carpet: #15, 29(1%)
minecraft.picked_up.light_gray_terracotta: #15, 459(1%)
minecraft.used.iron_shovel: #15, 816(1%)
minecraft.used.cobblestone_wall: #15, 64(1%)
minecraft.used.brown_carpet: #15, 44(1%)
minecraft.mined.fern: #15, 38(1%)
minecraft.crafted.red_concrete_powder: #15, 320(1%)
minecraft.mined.warped_planks: #15, 7(1%)
minecraft.mined.jungle_leaves: #15, 550(1%)
minecraft.picked_up.loom: #15, 3(1%)
minecraft.used.glass_pane: #15, 45(1%)
minecraft.picked_up.jungle_fence: #15, 6(1%)
minecraft.used.birch_trapdoor: #15, 42(1%)
minecraft.picked_up.quartz_slab: #15, 36(1%)
minecraft.crafted.clock: #15, 1(1%)
minecraft.killed.phantom: #15, 16(0%)
minecraft.picked_up.birch_slab: #15, 23(0%)
minecraft.dropped.ender_pearl: #15, 1600(0%)
minecraft.picked_up.quartz_stairs: #15, 36(0%)
minecraft.killed.salmon: #15, 4(0%)
minecraft.dropped.smooth_stone_slab: #15, 25(0%)
minecraft.used.nether_brick_slab: #15, 74(0%)
minecraft.picked_up.dark_oak_sapling: #15, 44(0%)
minecraft.used.blue_concrete_powder: #15, 80(0%)
minecraft.picked_up.red_sand: #15, 518(0%)
minecraft.used.red_wool: #15, 47(0%)
minecraft.used.trident: #15, 26(0%)
minecraft.used.jungle_fence: #15, 7(0%)
minecraft.mined.brown_carpet: #15, 5(0%)
minecraft.used.clay: #15, 30(0%)
minecraft.picked_up.oxeye_daisy: #15, 59(0%)
minecraft.used.chiseled_polished_blackstone: #15, 16(0%)
minecraft.used.loom: #15, 3(0%)
minecraft.dropped.light_gray_terracotta: #15, 5(0%)
minecraft.used.lilac: #15, 2(0%)
minecraft.mined.pumpkin: #15, 31(0%)
minecraft.mined.pink_tulip: #15, 2(0%)
minecraft.mined.light_gray_concrete_powder: #15, 9(0%)
minecraft.used.snowball: #15, 32(0%)
minecraft.used.crimson_stem: #15, 21(0%)
minecraft.crafted.tnt: #15, 223(0%)
minecraft.mined.melon: #15, 23(0%)
minecraft.used.cyan_concrete_powder: #15, 96(0%)
minecraft.mined.gray_wool: #15, 9(0%)
minecraft.crafted.light_blue_concrete_powder: #15, 104(0%)
minecraft.mined.beehive: #15, 2(0%)
minecraft.mined.podzol: #15, 134(0%)
minecraft.picked_up.podzol: #15, 134(0%)
minecraft.crafted.purple_carpet: #15, 12(0%)
minecraft.crafted.soul_torch: #15, 20(0%)
minecraft.dropped.ghast_tear: #15, 1(0%)
minecraft.picked_up.black_concrete_powder: #15, 117(0%)
minecraft.picked_up.iron_ingot: #15, 1241(0%)
minecraft.used.light_blue_concrete_powder: #15, 65(0%)
minecraft.dropped.fern: #15, 1(0%)
minecraft.crafted.crimson_stairs: #15, 4(0%)
minecraft.dropped.white_wool: #15, 10(0%)
minecraft.used.crimson_stairs: #15, 2(0%)
minecraft.used.light_gray_terracotta: #15, 28(0%)
minecraft.dropped.repeater: #15, 1(0%)
minecraft.crafted.armor_stand: #15, 22(0%)
minecraft.dropped.cobblestone_wall: #15, 2(0%)
minecraft.picked_up.prismarine_crystals: #15, 17(0%)
minecraft.picked_up.red_tulip: #15, 5(0%)
minecraft.used.yellow_wool: #15, 3(0%)
minecraft.mined.chiseled_stone_bricks: #15, 1(0%)
minecraft.killed.rabbit: #15, 1(0%)
minecraft.dropped.smooth_sandstone: #15, 1(0%)
minecraft.dropped.white_dye: #15, 2(0%)
minecraft.crafted.light_blue_carpet: #15, 3(0%)
minecraft.dropped.jungle_leaves: #15, 1(0%)
minecraft.picked_up.sandstone_wall: #15, 1(0%)
minecraft.used.light_gray_wool: #15, 3(0%)
minecraft.used.purple_stained_glass: #15, 2(0%)
minecraft.dropped.light_gray_wool: #15, 1(0%)
minecraft.mined.prismarine: #15, 2(0%)
minecraft.mined.oak_fence: #16, 172(3%)
minecraft.used.diamond_sword: #16, 10114(2%)
minecraft.picked_up.composter: #16, 33(3%)
minecraft.picked_up.black_shulker_box: #16, 135(3%)
minecraft.custom.interact_with_furnace: #16, 1249(2%)
minecraft.picked_up.soul_sand: #16, 1258(2%)
minecraft.killed_by.player: #16, 22(2%)
minecraft.custom.interact_with_lectern: #16, 178(2%)
minecraft.picked_up.iron_helmet: #16, 8(2%)
minecraft.mined.lantern: #16, 40(2%)
minecraft.used.chain: #16, 194(2%)
minecraft.crafted.enchanting_table: #16, 1(1%)
minecraft.mined.farmland: #16, 43(1%)
minecraft.picked_up.cooked_beef: #16, 296(1%)
minecraft.used.wooden_pickaxe: #16, 8(1%)
minecraft.used.milk_bucket: #16, 2(1%)
minecraft.picked_up.potion: #16, 37(1%)
minecraft.picked_up.armor_stand: #16, 45(1%)
minecraft.picked_up.ghast_tear: #16, 23(1%)
minecraft.mined.nether_wart_block: #16, 614(1%)
minecraft.used.stone_brick_slab: #16, 649(1%)
minecraft.dropped.armor_stand: #16, 3(1%)
minecraft.mined.nether_gold_ore: #16, 96(1%)
minecraft.dropped.cooked_beef: #16, 36(1%)
minecraft.custom.pot_flower: #16, 15(1%)
minecraft.used.nether_bricks: #16, 260(1%)
minecraft.picked_up.blast_furnace: #16, 5(1%)
minecraft.picked_up.polished_andesite_slab: #16, 82(1%)
minecraft.picked_up.mossy_stone_bricks: #16, 12(1%)
minecraft.dropped.chainmail_leggings: #16, 1(1%)
minecraft.picked_up.white_carpet: #16, 86(1%)
minecraft.picked_up.jungle_leaves: #16, 392(1%)
minecraft.crafted.coarse_dirt: #16, 464(1%)
minecraft.mined.sunflower: #16, 1(1%)
minecraft.mined.azure_bluet: #16, 11(1%)
minecraft.used.orange_shulker_box: #16, 37(1%)
minecraft.dropped.spruce_log: #16, 88(1%)
minecraft.mined.brown_mushroom_block: #16, 305(1%)
minecraft.crafted.smooth_stone: #16, 410(1%)
minecraft.used.cracked_stone_bricks: #16, 39(1%)
minecraft.dropped.chest: #16, 9(1%)
minecraft.crafted.light_blue_dye: #16, 114(1%)
minecraft.killed.squid: #16, 37(1%)
minecraft.crafted.dark_oak_fence: #16, 48(1%)
minecraft.mined.polished_blackstone_slab: #16, 26(0%)
minecraft.crafted.leather_boots: #16, 4(1%)
minecraft.used.stone_pickaxe: #16, 150(0%)
minecraft.picked_up.blue_concrete: #16, 60(0%)
minecraft.used.brown_mushroom: #16, 8(1%)
minecraft.used.cobblestone_stairs: #16, 18(0%)
minecraft.crafted.polished_diorite: #16, 108(0%)
minecraft.crafted.shears: #16, 75(0%)
minecraft.used.red_concrete_powder: #16, 209(0%)
minecraft.used.white_banner: #16, 4(0%)
minecraft.mined.acacia_log: #16, 137(0%)
minecraft.mined.orange_concrete: #16, 69(0%)
minecraft.picked_up.brown_terracotta: #16, 142(0%)
minecraft.crafted.wooden_sword: #16, 1(0%)
minecraft.mined.quartz_block: #16, 28(0%)
minecraft.used.gray_concrete: #16, 779(0%)
minecraft.mined.gray_concrete: #16, 590(0%)
minecraft.used.spruce_fence_gate: #16, 8(0%)
minecraft.mined.birch_slab: #16, 15(0%)
minecraft.dropped.light_gray_stained_glass_pane: #16, 39(0%)
minecraft.mined.blue_wool: #16, 3(0%)
minecraft.picked_up.crimson_planks: #16, 10(0%)
minecraft.picked_up.paper: #16, 291(0%)
minecraft.picked_up.red_wool: #16, 48(0%)
minecraft.used.acacia_sign: #16, 3(0%)
minecraft.used.quartz_pillar: #16, 53(0%)
minecraft.dropped.polished_andesite_slab: #16, 12(0%)
minecraft.crafted.spruce_fence_gate: #16, 6(0%)
minecraft.used.warped_sign: #16, 1(0%)
minecraft.used.polished_diorite: #16, 27(0%)
minecraft.crafted.cyan_concrete_powder: #16, 96(0%)
minecraft.used.orange_terracotta: #16, 29(0%)
minecraft.used.birch_planks: #16, 56(0%)
minecraft.crafted.yellow_stained_glass_pane: #16, 8(0%)
minecraft.used.cooked_cod: #16, 3(0%)
minecraft.mined.tall_seagrass: #16, 18(0%)
minecraft.picked_up.beehive: #16, 2(0%)
minecraft.crafted.acacia_sign: #16, 3(0%)
minecraft.picked_up.acacia_sapling: #16, 13(0%)
minecraft.picked_up.red_mushroom_block: #16, 49(0%)
minecraft.picked_up.bread: #16, 9(0%)
minecraft.used.birch_fence_gate: #16, 2(0%)
minecraft.used.chiseled_stone_bricks: #16, 3(0%)
minecraft.mined.red_stained_glass: #16, 2(0%)
minecraft.mined.large_fern: #16, 2(0%)
minecraft.used.warped_planks: #16, 5(0%)
minecraft.used.light_blue_carpet: #16, 3(0%)
minecraft.dropped.cornflower: #16, 1(0%)
minecraft.dropped.cod: #16, 7(0%)
minecraft.used.cut_sandstone: #16, 5(0%)
minecraft.custom.fish_caught: #16, 1(0%)
minecraft.used.sandstone_wall: #16, 1(0%)
minecraft.crafted.red_sandstone: #16, 1(0%)
minecraft.used.prismarine: #16, 2(0%)
minecraft.mined.wall_torch: #17, 366(2%)
minecraft.picked_up.iron_chestplate: #17, 4(2%)
minecraft.used.polished_andesite_slab: #17, 296(1%)
minecraft.killed_by.zombie: #17, 1(1%)
minecraft.used.spruce_stairs: #17, 149(1%)
minecraft.picked_up.cooked_porkchop: #17, 123(1%)
minecraft.crafted.chain: #17, 153(1%)
minecraft.crafted.dark_oak_trapdoor: #17, 106(1%)
minecraft.custom.damage_resisted: #17, 2716(1%)
minecraft.mined.tripwire: #17, 20(1%)
minecraft.picked_up.nether_wart_block: #17, 542(1%)
minecraft.picked_up.ender_pearl: #17, 3355(1%)
minecraft.mined.soul_fire: #17, 11(1%)
minecraft.crafted.glass_pane: #17, 128(1%)
minecraft.killed_by.ravager: #17, 1(1%)
minecraft.used.jukebox: #17, 1(1%)
minecraft.picked_up.cobblestone_stairs: #17, 13(1%)
minecraft.picked_up.bucket: #17, 14(1%)
minecraft.mined.cobblestone_stairs: #17, 9(1%)
minecraft.mined.birch_trapdoor: #17, 7(1%)
minecraft.picked_up.lily_pad: #17, 19(1%)
minecraft.used.cactus: #17, 46(1%)
minecraft.mined.birch_leaves: #17, 643(0%)
minecraft.mined.dark_oak_stairs: #17, 23(0%)
minecraft.mined.orange_shulker_box: #17, 27(0%)
minecraft.mined.crimson_stem: #17, 80(0%)
minecraft.crafted.cobblestone_wall: #17, 54(0%)
minecraft.crafted.oak_fence: #17, 75(0%)
minecraft.picked_up.coarse_dirt: #17, 212(0%)
minecraft.used.blast_furnace: #17, 6(0%)
minecraft.used.cobweb: #17, 13(0%)
minecraft.picked_up.gray_concrete: #17, 570(0%)
minecraft.used.dark_oak_fence: #17, 35(0%)
minecraft.mined.dark_oak_log: #17, 268(0%)
minecraft.picked_up.magenta_stained_glass: #17, 3(0%)
minecraft.picked_up.crimson_stem: #17, 78(0%)
minecraft.used.coarse_dirt: #17, 260(0%)
minecraft.used.white_wool: #17, 116(0%)
minecraft.used.totem_of_undying: #17, 1(0%)
minecraft.mined.peony: #17, 1(0%)
minecraft.killed.drowned: #17, 37(0%)
minecraft.dropped.coarse_dirt: #17, 22(0%)
minecraft.picked_up.daylight_detector: #17, 1(0%)
minecraft.crafted.warped_stairs: #17, 8(0%)
minecraft.broken.iron_shovel: #17, 1(0%)
minecraft.custom.minecart_one_cm: #17, 336804(0%)
minecraft.picked_up.pumpkin_pie: #17, 8(0%)
minecraft.mined.polished_blackstone_wall: #17, 4(0%)
minecraft.picked_up.nether_wart: #17, 297(0%)
minecraft.used.acacia_log: #17, 23(0%)
minecraft.crafted.iron_block: #17, 406(0%)
minecraft.dropped.grass: #17, 3(0%)
minecraft.mined.blue_concrete: #17, 26(0%)
minecraft.crafted.gray_carpet: #17, 57(0%)
minecraft.mined.smooth_sandstone: #17, 31(0%)
minecraft.used.gray_carpet: #17, 52(0%)
minecraft.picked_up.phantom_membrane: #17, 8(0%)
minecraft.dropped.salmon: #17, 1(0%)
minecraft.mined.white_concrete_powder: #17, 8(0%)
minecraft.used.cooked_mutton: #17, 5(0%)
minecraft.dropped.white_terracotta: #17, 2(0%)
minecraft.picked_up.azure_bluet: #17, 24(0%)
minecraft.mined.birch_planks: #17, 10(0%)
minecraft.used.smooth_sandstone: #17, 81(0%)
minecraft.picked_up.pink_tulip: #17, 5(0%)
minecraft.mined.birch_stairs: #17, 1(0%)
minecraft.picked_up.birch_stairs: #17, 1(0%)
minecraft.used.spruce_wood: #17, 4(0%)
minecraft.dropped.red_terracotta: #17, 1(0%)
minecraft.mined.acacia_leaves: #17, 15(0%)
minecraft.picked_up.sweet_berries: #17, 24(0%)
minecraft.used.purple_concrete: #17, 2(0%)
minecraft.crafted.nether_brick: #17, 2(0%)
minecraft.custom.swim_one_cm: #18, 2103692(2%)
minecraft.picked_up.obsidian: #18, 561(2%)
minecraft.used.diamond_pickaxe: #18, 167330(2%)
minecraft.picked_up.leather: #18, 744(2%)
minecraft.picked_up.coal_ore: #18, 1641(2%)
minecraft.used.water_bucket: #18, 1132(2%)
minecraft.mined.torch: #18, 851(2%)
minecraft.picked_up.glass: #18, 884(1%)
minecraft.crafted.spruce_stairs: #18, 144(1%)
minecraft.picked_up.lantern: #18, 95(1%)
minecraft.dropped.wheat_seeds: #18, 1002(1%)
minecraft.mined.scaffolding: #18, 775(1%)
minecraft.picked_up.birch_log: #18, 710(1%)
minecraft.picked_up.trident: #18, 4(1%)
minecraft.dropped.iron_sword: #18, 2(1%)
minecraft.mined.stone_brick_slab: #18, 88(1%)
minecraft.crafted.acacia_planks: #18, 472(1%)
minecraft.mined.tall_grass: #18, 61(1%)
minecraft.picked_up.nether_quartz_ore: #18, 214(1%)
minecraft.mined.clay: #18, 140(1%)
minecraft.used.flower_pot: #18, 13(1%)
minecraft.picked_up.light_gray_concrete: #18, 294(1%)
minecraft.killed.enderman: #18, 3680(0%)
minecraft.picked_up.orange_shulker_box: #18, 29(1%)
minecraft.crafted.wheat: #18, 126(1%)
minecraft.used.cookie: #18, 1(0%)
minecraft.used.soul_lantern: #18, 15(0%)
minecraft.mined.magenta_stained_glass: #18, 2(0%)
minecraft.picked_up.birch_trapdoor: #18, 6(0%)
minecraft.mined.sea_pickle: #18, 5(0%)
minecraft.mined.warped_stairs: #18, 2(0%)
minecraft.mined.gray_carpet: #18, 14(0%)
minecraft.dropped.kelp: #18, 47(0%)
minecraft.picked_up.nether_brick_slab: #18, 18(0%)
minecraft.used.crossbow: #18, 9(0%)
minecraft.crafted.quartz_block: #18, 463(0%)
minecraft.used.warped_stairs: #18, 6(0%)
minecraft.picked_up.clay: #18, 31(0%)
minecraft.used.light_gray_concrete: #18, 130(0%)
minecraft.mined.light_gray_concrete: #18, 97(0%)
minecraft.picked_up.quartz_block: #18, 32(0%)
minecraft.used.written_book: #18, 68(0%)
minecraft.used.tnt: #18, 77(0%)
minecraft.used.brown_wool: #18, 10(0%)
minecraft.picked_up.gray_shulker_box: #18, 5(0%)
minecraft.mined.blue_orchid: #18, 1(0%)
minecraft.mined.gray_shulker_box: #18, 5(0%)
minecraft.picked_up.light_gray_concrete_powder: #18, 40(0%)
minecraft.used.gray_shulker_box: #18, 5(0%)
minecraft.mined.orange_terracotta: #18, 138(0%)
minecraft.crafted.flower_pot: #18, 6(0%)
minecraft.killed.hoglin: #18, 8(0%)
minecraft.picked_up.brown_mushroom_block: #18, 45(0%)
minecraft.used.quartz_block: #18, 23(0%)
minecraft.mined.birch_fence: #18, 1(0%)
minecraft.crafted.loom: #18, 1(0%)
minecraft.picked_up.birch_fence: #18, 1(0%)
minecraft.picked_up.mushroom_stem: #18, 11(0%)
minecraft.picked_up.chiseled_stone_bricks: #18, 1(0%)
minecraft.used.vine: #18, 1(0%)
minecraft.mined.purple_concrete: #18, 2(0%)
minecraft.used.birch_leaves: #18, 15(0%)
minecraft.used.gray_wool: #18, 9(0%)
minecraft.dropped.chorus_fruit: #18, 1(0%)
minecraft.picked_up.blue_wool: #18, 3(0%)
minecraft.used.mushroom_stem: #18, 2(0%)
minecraft.used.birch_fence: #18, 1(0%)
minecraft.mined.sweet_berry_bush: #18, 2(0%)
minecraft.used.birch_stairs: #18, 1(0%)
minecraft.used.red_stained_glass: #18, 2(0%)
minecraft.custom.walk_on_water_one_cm: #19, 3695762(2%)
minecraft.custom.interact_with_smithing_table: #19, 24(3%)
minecraft.used.cooked_beef: #19, 385(2%)
minecraft.used.bucket: #19, 1370(1%)
minecraft.mined.lever: #19, 19(1%)
minecraft.picked_up.quartz: #19, 1688(1%)
minecraft.mined.obsidian: #19, 358(1%)
minecraft.crafted.dark_oak_planks: #19, 1860(1%)
minecraft.picked_up.iron_sword: #19, 3(1%)
minecraft.picked_up.scaffolding: #19, 1741(1%)
minecraft.mined.kelp: #19, 78(1%)
minecraft.mined.soul_sand: #19, 383(1%)
minecraft.crafted.lantern: #19, 109(1%)
minecraft.custom.interact_with_loom: #19, 6(1%)
minecraft.picked_up.compass: #19, 6(1%)
minecraft.killed.sheep: #19, 14(1%)
minecraft.custom.interact_with_stonecutter: #19, 42(1%)
minecraft.mined.soul_lantern: #19, 3(1%)
minecraft.used.oak_fence: #19, 83(0%)
minecraft.mined.warped_trapdoor: #19, 4(0%)
minecraft.dropped.compass: #19, 4(0%)
minecraft.used.kelp: #19, 88(0%)
minecraft.picked_up.dark_oak_stairs: #19, 26(0%)
minecraft.picked_up.warped_trapdoor: #19, 3(0%)
minecraft.picked_up.kelp: #19, 537(0%)
minecraft.picked_up.sea_pickle: #19, 11(0%)
minecraft.crafted.crimson_planks: #19, 92(0%)
minecraft.crafted.warped_planks: #19, 64(0%)
minecraft.used.quartz_stairs: #19, 47(0%)
minecraft.used.spruce_sapling: #19, 23(0%)
minecraft.picked_up.gray_carpet: #19, 14(0%)
minecraft.used.blue_concrete: #19, 17(0%)
minecraft.picked_up.orange_terracotta: #19, 136(0%)
minecraft.used.polished_blackstone_slab: #19, 33(0%)
minecraft.used.fishing_rod: #19, 15(0%)
minecraft.crafted.blast_furnace: #19, 1(0%)
minecraft.picked_up.cookie: #19, 1(0%)
minecraft.used.sea_pickle: #19, 2(0%)
minecraft.used.coal_block: #19, 2(0%)
minecraft.picked_up.red_stained_glass: #19, 2(0%)
minecraft.picked_up.cut_sandstone: #19, 3(0%)
minecraft.used.crimson_fungus: #19, 1(0%)
minecraft.dropped.tnt: #19, 1(0%)
minecraft.crafted.dark_oak_fence_gate: #19, 1(0%)
minecraft.used.dark_oak_fence_gate: #19, 1(0%)
