stat, rank, value, (percentage) 
minecraft.mined.stonecutter: #9, 73(3%)
minecraft.picked_up.stonecutter: #9, 78(3%)
minecraft.used.shears: #9, 19183(3%)
minecraft.picked_up.cooked_porkchop: #9, 335(3%)
minecraft.custom.play_one_minute: #10, 75129931(3%)
minecraft.used.cyan_carpet: #9, 281(3%)
minecraft.picked_up.oak_sapling: #9, 1539(2%)
minecraft.crafted.blackstone_wall: #9, 84(4%)
minecraft.mined.sunflower: #9, 4(4%)
minecraft.mined.stripped_birch_log: #9, 151(3%)
minecraft.picked_up.black_terracotta: #9, 355(3%)
minecraft.picked_up.spruce_sign: #9, 69(2%)
minecraft.used.blackstone_slab: #9, 436(3%)
minecraft.used.green_carpet: #9, 281(2%)
minecraft.dropped.polished_blackstone_bricks: #9, 71(4%)
minecraft.mined.light_blue_wool: #9, 36(4%)
minecraft.crafted.jungle_button: #9, 23(3%)
minecraft.used.birch_fence: #9, 101(3%)
minecraft.used.daylight_detector: #9, 29(3%)
minecraft.crafted.warped_fence: #9, 69(3%)
minecraft.picked_up.soul_campfire: #9, 5(5%)
minecraft.mined.birch_fence: #9, 39(3%)
minecraft.dropped.birch_planks: #9, 53(2%)
minecraft.used.heavy_weighted_pressure_plate: #9, 15(3%)
minecraft.dropped.purpur_block: #9, 32(3%)
minecraft.picked_up.tnt: #9, 439(2%)
minecraft.mined.brown_concrete: #9, 129(3%)
minecraft.crafted.magenta_carpet: #9, 93(3%)
minecraft.mined.sandstone: #9, 9379(2%)
minecraft.used.dark_oak_boat: #9, 2(4%)
minecraft.picked_up.cooked_cod: #9, 47(2%)
minecraft.used.peony: #9, 8(2%)
minecraft.custom.fall_one_cm: #10, 11556307(5%)
minecraft.used.birch_trapdoor: #9, 148(2%)
minecraft.picked_up.ancient_debris: #9, 139(2%)
minecraft.picked_up.light_gray_concrete_powder: #9, 700(2%)
minecraft.killed.squid: #9, 127(2%)
minecraft.used.orange_terracotta: #9, 309(2%)
minecraft.dropped.chainmail_chestplate: #9, 3(3%)
minecraft.used.stripped_oak_log: #9, 71(2%)
minecraft.picked_up.bowl: #9, 4(3%)
minecraft.mined.gold_block: #9, 128(2%)
minecraft.picked_up.coarse_dirt: #9, 831(2%)
minecraft.crafted.spruce_door: #9, 24(2%)
minecraft.picked_up.cooked_mutton: #9, 73(2%)
minecraft.used.oak_log: #9, 851(1%)
minecraft.mined.dark_prismarine: #9, 94(2%)
minecraft.dropped.paper: #9, 478(2%)
minecraft.mined.quartz_slab: #9, 57(2%)
minecraft.used.wooden_hoe: #9, 17(3%)
minecraft.used.warped_fence: #9, 37(2%)
minecraft.dropped.rabbit: #9, 4(2%)
minecraft.dropped.oak_button: #9, 6(2%)
minecraft.used.oak_boat: #10, 76(5%)
minecraft.killed_by.piglin: #9, 1(2%)
minecraft.mined.green_wool: #9, 24(2%)
minecraft.mined.iron_door: #9, 5(2%)
minecraft.picked_up.podzol: #9, 945(1%)
minecraft.picked_up.dark_oak_sign: #9, 23(1%)
minecraft.crafted.light_blue_carpet: #9, 132(2%)
minecraft.crafted.orange_bed: #9, 3(2%)
minecraft.crafted.dark_prismarine_slab: #9, 156(2%)
minecraft.picked_up.end_stone: #9, 805(1%)
minecraft.mined.dispenser: #10, 91(5%)
minecraft.mined.magenta_concrete_powder: #9, 2(2%)
minecraft.mined.end_stone: #9, 712(1%)
minecraft.crafted.yellow_shulker_box: #9, 4(1%)
minecraft.crafted.acacia_slab: #9, 84(1%)
minecraft.picked_up.blaze_powder: #9, 29(1%)
minecraft.used.crimson_fence: #9, 29(2%)
minecraft.dropped.light_gray_stained_glass_pane: #9, 129(1%)
minecraft.used.lime_terracotta: #9, 72(1%)
minecraft.dropped.soul_torch: #9, 2(2%)
minecraft.dropped.crimson_nylium: #9, 11(1%)
minecraft.picked_up.chiseled_quartz_block: #9, 17(1%)
minecraft.used.chest: #10, 2179(5%)
minecraft.dropped.white_wool: #9, 84(1%)
minecraft.killed.villager: #9, 7(1%)
minecraft.mined.oak_wood: #9, 35(1%)
minecraft.dropped.polished_andesite_slab: #9, 49(1%)
minecraft.mined.quartz_stairs: #9, 76(1%)
minecraft.used.warped_planks: #9, 85(1%)
minecraft.used.yellow_concrete_powder: #9, 273(1%)
minecraft.dropped.spruce_trapdoor: #9, 53(1%)
minecraft.dropped.rotten_flesh: #9, 4040(1%)
minecraft.picked_up.hopper: #10, 712(5%)
minecraft.used.spruce_wood: #9, 53(1%)
minecraft.dropped.iron_trapdoor: #9, 11(1%)
minecraft.dropped.gold_block: #9, 13(1%)
minecraft.mined.chiseled_quartz_block: #9, 11(1%)
minecraft.used.acacia_slab: #9, 36(1%)
minecraft.dropped.observer: #9, 8(1%)
minecraft.picked_up.diamond_axe: #10, 27(5%)
minecraft.used.smooth_sandstone_stairs: #9, 474(1%)
minecraft.dropped.nether_brick_fence: #9, 3(1%)
minecraft.picked_up.bone_block: #10, 694(5%)
minecraft.dropped.acacia_sign: #9, 3(1%)
minecraft.dropped.mossy_cobblestone: #9, 6(1%)
minecraft.used.purple_concrete_powder: #9, 90(1%)
minecraft.used.polished_granite_stairs: #9, 8(1%)
minecraft.dropped.lily_pad: #9, 2(1%)
minecraft.picked_up.prismarine_crystals: #9, 165(0%)
minecraft.picked_up.cyan_stained_glass_pane: #9, 14(1%)
minecraft.dropped.light_blue_concrete: #9, 5(1%)
minecraft.killed.cow: #10, 483(5%)
minecraft.picked_up.honey_bottle: #9, 5(1%)
minecraft.dropped.black_wool: #9, 21(1%)
minecraft.used.spruce_leaves: #9, 250(0%)
minecraft.picked_up.lime_concrete_powder: #9, 78(1%)
minecraft.mined.red_sandstone: #9, 1(1%)
minecraft.used.chiseled_sandstone: #9, 41(0%)
minecraft.picked_up.green_stained_glass: #9, 12(0%)
minecraft.dropped.blackstone_slab: #9, 7(1%)
minecraft.dropped.yellow_concrete: #9, 4(1%)
minecraft.dropped.dark_oak_stairs: #9, 13(0%)
minecraft.crafted.sandstone_slab: #9, 132(0%)
minecraft.dropped.red_carpet: #9, 2(0%)
minecraft.picked_up.red_nether_brick_slab: #9, 11(0%)
minecraft.dropped.cobweb: #9, 1(0%)
minecraft.dropped.lime_wool: #9, 4(0%)
minecraft.custom.fish_caught: #9, 11(0%)
minecraft.dropped.red_tulip: #9, 5(0%)
minecraft.dropped.brown_carpet: #9, 3(0%)
minecraft.picked_up.yellow_glazed_terracotta: #9, 3(0%)
minecraft.dropped.purple_wool: #9, 3(0%)
minecraft.used.smooth_red_sandstone: #9, 14(0%)
minecraft.dropped.podzol: #9, 6(0%)
minecraft.used.smooth_red_sandstone_stairs: #9, 1(0%)
minecraft.killed.guardian: #9, 39(0%)
minecraft.dropped.lime_dye: #9, 1(0%)
minecraft.crafted.red_nether_brick_slab: #9, 2(0%)
minecraft.used.acacia_leaves: #9, 1(0%)
minecraft.used.diamond_pickaxe: #10, 352797(4%)
minecraft.used.cooked_beef: #10, 879(4%)
minecraft.picked_up.iron_sword: #10, 15(4%)
minecraft.picked_up.diamond_sword: #10, 39(4%)
minecraft.mined.hay_block: #10, 73(4%)
minecraft.used.diamond_shovel: #10, 146306(4%)
minecraft.picked_up.gravel: #10, 27882(3%)
minecraft.mined.observer: #10, 252(4%)
minecraft.killed_by.creeper: #10, 6(4%)
minecraft.custom.interact_with_loom: #10, 35(4%)
minecraft.crafted.scaffolding: #10, 1549(4%)
minecraft.picked_up.slime_ball: #10, 1733(4%)
minecraft.mined.soul_lantern: #10, 21(4%)
minecraft.picked_up.golden_leggings: #10, 17(3%)
minecraft.mined.sugar_cane: #10, 2914(3%)
minecraft.mined.glowstone: #10, 355(3%)
minecraft.used.hopper_minecart: #10, 37(3%)
minecraft.used.lever: #10, 217(3%)
minecraft.used.iron_block: #10, 4869(3%)
minecraft.picked_up.water_bucket: #10, 25(3%)
minecraft.mined.poppy: #10, 213(3%)
minecraft.picked_up.poisonous_potato: #10, 11(4%)
minecraft.picked_up.netherite_boots: #10, 18(3%)
minecraft.dropped.netherite_sword: #10, 3(4%)
minecraft.used.dark_oak_stairs: #10, 535(3%)
minecraft.picked_up.lantern: #10, 303(3%)
minecraft.used.stone_pressure_plate: #10, 69(3%)
minecraft.mined.white_bed: #10, 104(3%)
minecraft.crafted.wheat: #10, 810(4%)
minecraft.dropped.trident: #10, 3(5%)
minecraft.used.observer: #10, 684(3%)
minecraft.picked_up.chainmail_helmet: #10, 4(4%)
minecraft.picked_up.piston: #10, 207(3%)
minecraft.dropped.leather_leggings: #10, 11(3%)
minecraft.mined.cornflower: #10, 39(3%)
minecraft.used.oak_stairs: #10, 98(3%)
minecraft.used.stonecutter: #10, 85(3%)
minecraft.crafted.wooden_axe: #10, 1(5%)
minecraft.mined.dandelion: #10, 135(3%)
minecraft.mined.tall_grass: #10, 250(3%)
minecraft.mined.white_shulker_box: #10, 145(3%)
minecraft.picked_up.redstone_lamp: #10, 64(3%)
minecraft.dropped.chest: #10, 44(3%)
minecraft.mined.oak_leaves: #10, 22011(2%)
minecraft.picked_up.detector_rail: #10, 13(3%)
minecraft.used.polished_blackstone_bricks: #10, 1012(3%)
minecraft.picked_up.dark_oak_trapdoor: #10, 157(3%)
minecraft.dropped.oak_boat: #10, 4(3%)
minecraft.mined.brown_shulker_box: #10, 101(3%)
minecraft.crafted.netherite_ingot: #10, 31(2%)
minecraft.picked_up.brown_shulker_box: #10, 101(3%)
minecraft.picked_up.stripped_birch_log: #10, 141(3%)
minecraft.crafted.gray_dye: #10, 1520(2%)
minecraft.picked_up.iron_door: #10, 14(3%)
minecraft.used.granite: #10, 884(2%)
minecraft.used.oak_planks: #10, 368(2%)
minecraft.picked_up.birch_fence: #10, 48(3%)
minecraft.picked_up.oak_leaves: #10, 18439(2%)
minecraft.killed.pig: #10, 22(2%)
minecraft.mined.nether_brick_stairs: #10, 62(3%)
minecraft.mined.quartz_pillar: #10, 93(2%)
minecraft.mined.birch_fence_gate: #10, 11(3%)
minecraft.crafted.light_gray_concrete_powder: #10, 2208(2%)
minecraft.used.lapis_ore: #10, 113(2%)
minecraft.mined.stripped_oak_log: #10, 111(2%)
minecraft.dropped.chainmail_boots: #10, 4(3%)
minecraft.mined.smooth_quartz: #10, 149(2%)
minecraft.dropped.bamboo: #10, 392(2%)
minecraft.picked_up.nether_brick_stairs: #10, 56(2%)
minecraft.crafted.iron_shovel: #10, 13(2%)
minecraft.crafted.warped_door: #10, 3(3%)
minecraft.crafted.dark_oak_fence: #10, 165(2%)
minecraft.dropped.powered_rail: #10, 29(2%)
minecraft.mined.warped_stem: #10, 618(2%)
minecraft.dropped.peony: #10, 3(3%)
minecraft.mined.grindstone: #10, 19(2%)
minecraft.used.oak_sapling: #10, 649(2%)
minecraft.picked_up.cauldron: #10, 12(2%)
minecraft.dropped.lead: #10, 9(2%)
minecraft.killed_by.vindicator: #10, 1(3%)
minecraft.picked_up.polished_blackstone_pressure_plate: #10, 8(2%)
minecraft.used.smooth_quartz: #10, 522(1%)
minecraft.crafted.orange_shulker_box: #10, 5(2%)
minecraft.mined.lime_carpet: #10, 29(2%)
minecraft.mined.spruce_wood: #10, 10(2%)
minecraft.used.totem_of_undying: #10, 4(1%)
minecraft.used.stripped_birch_log: #10, 42(2%)
minecraft.used.cooked_cod: #10, 22(1%)
minecraft.dropped.quartz: #10, 103(1%)
minecraft.picked_up.iron_axe: #10, 4(1%)
minecraft.picked_up.smooth_sandstone_stairs: #10, 119(1%)
minecraft.used.seagrass: #10, 9(2%)
minecraft.picked_up.music_disc_cat: #10, 3(1%)
minecraft.picked_up.dark_oak_boat: #10, 1(2%)
minecraft.dropped.light_gray_terracotta: #10, 17(1%)
minecraft.picked_up.acacia_fence: #10, 5(2%)
minecraft.custom.crouch_one_cm: #11, 12869254(4%)
minecraft.mined.jungle_stairs: #10, 14(1%)
minecraft.picked_up.quartz_stairs: #10, 75(1%)
minecraft.used.cut_sandstone_slab: #10, 62(1%)
minecraft.crafted.birch_fence_gate: #10, 25(1%)
minecraft.used.fern: #10, 47(1%)
minecraft.used.grass: #10, 164(1%)
minecraft.dropped.gray_wool: #10, 21(1%)
minecraft.mined.crimson_fence: #10, 3(1%)
minecraft.used.end_stone: #10, 113(1%)
minecraft.crafted.chiseled_quartz_block: #10, 35(1%)
minecraft.dropped.light_gray_carpet: #10, 10(1%)
minecraft.crafted.polished_andesite_stairs: #10, 49(1%)
minecraft.used.warped_door: #10, 1(1%)
minecraft.dropped.white_stained_glass: #10, 6(1%)
minecraft.dropped.vine: #10, 5(1%)
minecraft.picked_up.crimson_fence: #10, 3(1%)
minecraft.crafted.fermented_spider_eye: #10, 50(1%)
minecraft.dropped.pumpkin: #10, 75(1%)
minecraft.crafted.yellow_carpet: #10, 120(1%)
minecraft.picked_up.chiseled_nether_bricks: #10, 4(1%)
minecraft.picked_up.purple_stained_glass: #10, 19(1%)
minecraft.dropped.beef: #10, 5(1%)
minecraft.picked_up.black_concrete_powder: #10, 305(0%)
minecraft.picked_up.quartz_bricks: #10, 29(1%)
minecraft.dropped.sea_pickle: #10, 3(1%)
minecraft.dropped.lime_stained_glass: #10, 7(1%)
minecraft.dropped.white_dye: #10, 22(0%)
minecraft.mined.quartz_bricks: #10, 26(0%)
minecraft.dropped.yellow_terracotta: #10, 6(0%)
minecraft.dropped.diorite_wall: #10, 1(1%)
minecraft.crafted.red_stained_glass_pane: #10, 16(0%)
minecraft.dropped.cooked_mutton: #10, 3(0%)
minecraft.mined.sandstone_slab: #10, 25(0%)
minecraft.dropped.black_carpet: #10, 3(0%)
minecraft.mined.pink_wool: #10, 7(0%)
minecraft.picked_up.warped_hyphae: #10, 3(0%)
minecraft.dropped.cornflower: #10, 7(0%)
minecraft.dropped.chiseled_stone_bricks: #10, 4(0%)
minecraft.dropped.cut_sandstone: #10, 5(0%)
minecraft.picked_up.black_glazed_terracotta: #10, 3(0%)
minecraft.used.red_nether_brick_slab: #10, 12(0%)
minecraft.used.sandstone_slab: #10, 86(0%)
minecraft.dropped.yellow_carpet: #10, 1(0%)
minecraft.dropped.cocoa_beans: #10, 24(0%)
minecraft.dropped.dark_oak_slab: #10, 8(0%)
minecraft.dropped.quartz_slab: #10, 5(0%)
minecraft.crafted.smooth_sandstone_stairs: #10, 13(0%)
minecraft.used.red_nether_bricks: #10, 19(0%)
minecraft.crafted.cooked_chicken: #10, 12(0%)
minecraft.picked_up.granite_wall: #10, 1(0%)
minecraft.dropped.black_stained_glass: #10, 2(0%)
minecraft.dropped.black_concrete_powder: #10, 3(0%)
minecraft.used.polished_diorite_slab: #10, 3(0%)
minecraft.dropped.light_gray_dye: #10, 3(0%)
minecraft.dropped.red_mushroom_block: #10, 1(0%)
minecraft.dropped.dried_kelp: #10, 1(0%)
minecraft.dropped.blue_dye: #10, 1(0%)
minecraft.mined.lever: #11, 69(4%)
minecraft.picked_up.oak_slab: #11, 289(4%)
minecraft.custom.mob_kills: #11, 73497(3%)
minecraft.picked_up.iron_shovel: #11, 12(4%)
minecraft.mined.scaffolding: #11, 3197(4%)
minecraft.crafted.diamond_block: #11, 378(3%)
minecraft.used.scaffolding: #11, 7245(3%)
minecraft.picked_up.comparator: #11, 147(3%)
minecraft.mined.gravel: #11, 25333(3%)
minecraft.picked_up.observer: #11, 253(3%)
minecraft.picked_up.white_bed: #11, 105(3%)
minecraft.custom.animals_bred: #11, 863(3%)
minecraft.used.spruce_log: #11, 835(3%)
minecraft.dropped.elytra: #11, 6(3%)
minecraft.used.diamond_block: #11, 293(3%)
minecraft.used.netherite_shovel: #11, 84711(4%)
minecraft.mined.oak_slab: #11, 141(3%)
minecraft.mined.spruce_trapdoor: #11, 386(3%)
minecraft.dropped.player_head: #11, 56(3%)
minecraft.used.white_bed: #11, 105(3%)
minecraft.mined.rail: #11, 844(3%)
minecraft.picked_up.loom: #11, 14(3%)
minecraft.dropped.diamond_sword: #11, 7(2%)
minecraft.mined.lantern: #11, 65(3%)
minecraft.used.white_shulker_box: #11, 141(3%)
minecraft.dropped.chainmail_helmet: #11, 4(4%)
minecraft.crafted.white_dye: #11, 3641(2%)
minecraft.crafted.lead: #11, 28(3%)
minecraft.used.grass_block: #11, 8400(2%)
minecraft.dropped.diamond: #11, 308(2%)
minecraft.used.brown_shulker_box: #11, 99(3%)
minecraft.picked_up.birch_fence_gate: #11, 11(3%)
minecraft.dropped.netherite_shovel: #11, 2(3%)
minecraft.picked_up.stripped_spruce_log: #11, 82(2%)
minecraft.picked_up.yellow_concrete: #11, 402(2%)
minecraft.dropped.acacia_log: #11, 32(3%)
minecraft.dropped.basalt: #11, 197(2%)
minecraft.used.oak_fence: #11, 332(2%)
minecraft.crafted.black_shulker_box: #11, 5(2%)
minecraft.crafted.cyan_dye: #11, 1030(2%)
minecraft.crafted.white_carpet: #11, 708(2%)
minecraft.mined.blast_furnace: #11, 12(2%)
minecraft.crafted.lime_stained_glass: #11, 888(2%)
minecraft.crafted.heavy_weighted_pressure_plate: #11, 18(2%)
minecraft.dropped.flint: #11, 222(2%)
minecraft.custom.target_hit: #11, 264(2%)
minecraft.picked_up.sugar_cane: #11, 5439(2%)
minecraft.picked_up.blast_furnace: #11, 12(2%)
minecraft.mined.birch_sign: #11, 11(2%)
minecraft.picked_up.bucket: #11, 40(2%)
minecraft.crafted.black_dye: #11, 1985(2%)
minecraft.picked_up.quartz_pillar: #11, 96(2%)
minecraft.dropped.obsidian: #11, 48(2%)
minecraft.dropped.warped_roots: #11, 53(2%)
minecraft.picked_up.stripped_oak_log: #11, 82(1%)
minecraft.picked_up.pumpkin: #11, 431(1%)
minecraft.picked_up.clay_ball: #11, 572(1%)
minecraft.picked_up.daylight_detector: #11, 5(2%)
minecraft.mined.polished_blackstone_slab: #11, 72(1%)
minecraft.crafted.cyan_concrete_powder: #11, 768(2%)
minecraft.dropped.lily_of_the_valley: #11, 2(2%)
minecraft.mined.azure_bluet: #11, 23(1%)
minecraft.picked_up.netherite_chestplate: #11, 1(2%)
minecraft.broken.golden_shovel: #11, 2(2%)
minecraft.dropped.ender_chest: #11, 4(2%)
minecraft.used.dark_oak_planks: #11, 477(1%)
minecraft.used.blue_concrete_powder: #11, 256(1%)
minecraft.mined.oak_button: #11, 2(2%)
minecraft.mined.grass_path: #11, 189(1%)
minecraft.dropped.carved_pumpkin: #11, 2(2%)
minecraft.mined.magenta_stained_glass: #11, 5(1%)
minecraft.used.cooked_mutton: #11, 46(1%)
minecraft.dropped.fern: #11, 7(1%)
minecraft.dropped.stone_pressure_plate: #11, 9(1%)
minecraft.crafted.polished_blackstone_brick_slab: #11, 90(1%)
minecraft.crafted.birch_door: #11, 6(1%)
minecraft.dropped.stripped_spruce_log: #11, 2(1%)
minecraft.picked_up.brown_carpet: #11, 28(1%)
minecraft.used.stripped_spruce_log: #11, 20(1%)
minecraft.crafted.blue_shulker_box: #11, 1(1%)
minecraft.used.cake: #11, 2(1%)
minecraft.picked_up.paper: #11, 937(1%)
minecraft.mined.cut_sandstone_slab: #11, 11(1%)
minecraft.dropped.water_bucket: #11, 3(1%)
minecraft.picked_up.red_dye: #11, 33(1%)
minecraft.dropped.orange_terracotta: #11, 30(1%)
minecraft.mined.gray_wool: #11, 31(1%)
minecraft.dropped.iron_door: #11, 1(1%)
minecraft.picked_up.cut_sandstone_slab: #11, 15(1%)
minecraft.crafted.writable_book: #11, 20(1%)
minecraft.picked_up.black_banner: #11, 11(1%)
minecraft.dropped.ghast_tear: #11, 4(1%)
minecraft.dropped.furnace: #11, 3(1%)
minecraft.dropped.green_concrete: #11, 3(1%)
minecraft.dropped.nautilus_shell: #11, 1(1%)
minecraft.dropped.cracked_stone_bricks: #11, 4(1%)
minecraft.dropped.birch_slab: #11, 5(1%)
minecraft.used.yellow_bed: #11, 3(1%)
minecraft.picked_up.smoker: #11, 2(0%)
minecraft.crafted.pink_bed: #11, 1(1%)
minecraft.used.purpur_pillar: #11, 18(0%)
minecraft.dropped.sea_lantern: #11, 9(0%)
minecraft.dropped.coal_block: #11, 8(0%)
minecraft.used.rose_bush: #11, 9(0%)
minecraft.mined.magenta_carpet: #11, 2(0%)
minecraft.dropped.red_wool: #11, 5(0%)
minecraft.picked_up.blue_stained_glass: #11, 8(0%)
minecraft.dropped.wooden_shovel: #11, 1(0%)
minecraft.used.cut_sandstone: #11, 80(0%)
minecraft.dropped.cobblestone_wall: #11, 7(0%)
minecraft.picked_up.yellow_stained_glass: #11, 8(0%)
minecraft.dropped.black_dye: #11, 3(0%)
minecraft.used.quartz_bricks: #11, 25(0%)
minecraft.mined.yellow_bed: #11, 1(0%)
minecraft.picked_up.yellow_bed: #11, 1(0%)
minecraft.dropped.gray_concrete_powder: #11, 7(0%)
minecraft.picked_up.polished_diorite_slab: #11, 3(0%)
minecraft.custom.aviate_one_cm: #12, 755658077(4%)
minecraft.dropped.honey_block: #11, 2(0%)
minecraft.picked_up.pink_terracotta: #11, 3(0%)
minecraft.dropped.dark_oak_fence: #11, 2(0%)
minecraft.dropped.sugar: #11, 8(0%)
minecraft.dropped.gray_stained_glass_pane: #11, 1(0%)
minecraft.mined.lime_concrete_powder: #11, 1(0%)
minecraft.mined.magenta_concrete: #11, 3(0%)
minecraft.dropped.white_stained_glass_pane: #11, 2(0%)
minecraft.dropped.white_concrete_powder: #11, 3(0%)
minecraft.used.purple_stained_glass_pane: #11, 2(0%)
minecraft.picked_up.chest: #12, 1059(4%)
minecraft.custom.sneak_time: #13, 3983808(4%)
minecraft.picked_up.oak_fence: #12, 239(3%)
minecraft.picked_up.elytra: #12, 54(3%)
minecraft.mined.chipped_anvil: #12, 15(4%)
minecraft.used.chipped_anvil: #12, 13(4%)
minecraft.picked_up.leather: #12, 1356(3%)
minecraft.mined.oak_log: #12, 4953(3%)
minecraft.picked_up.golden_boots: #12, 15(3%)
minecraft.picked_up.diamond_block: #12, 353(3%)
minecraft.mined.iron_block: #12, 2146(3%)
minecraft.picked_up.scaffolding: #12, 6713(3%)
minecraft.dropped.golden_helmet: #12, 11(3%)
minecraft.picked_up.grass_block: #12, 16120(2%)
minecraft.picked_up.obsidian: #12, 736(3%)
minecraft.used.nether_bricks: #12, 900(3%)
minecraft.picked_up.shears: #12, 25(2%)
minecraft.custom.damage_dealt: #12, 1602052(2%)
minecraft.mined.bone_block: #12, 203(3%)
minecraft.broken.iron_pickaxe: #12, 8(2%)
minecraft.used.redstone_block: #12, 227(2%)
minecraft.mined.gray_carpet: #12, 113(3%)
minecraft.picked_up.spruce_trapdoor: #12, 477(2%)
minecraft.mined.birch_trapdoor: #12, 28(3%)
minecraft.mined.spruce_log: #12, 2997(2%)
minecraft.crafted.nether_brick_slab: #12, 282(3%)
minecraft.crafted.iron_pickaxe: #12, 13(2%)
minecraft.mined.stripped_spruce_log: #12, 75(2%)
minecraft.crafted.stone_slab: #12, 1306(2%)
minecraft.dropped.white_terracotta: #12, 41(2%)
minecraft.mined.redstone_block: #12, 79(2%)
minecraft.mined.stone_button: #12, 41(2%)
minecraft.used.tripwire_hook: #12, 14(2%)
minecraft.picked_up.iron_horse_armor: #12, 1(3%)
minecraft.dropped.gunpowder: #12, 619(2%)
minecraft.mined.diamond_block: #12, 140(2%)
minecraft.dropped.chorus_fruit: #12, 68(2%)
minecraft.picked_up.diamond_ore: #12, 401(2%)
minecraft.mined.dark_oak_planks: #12, 171(2%)
minecraft.used.diamond_ore: #12, 325(2%)
minecraft.crafted.paper: #12, 13578(2%)
minecraft.used.hay_block: #12, 31(2%)
minecraft.crafted.oak_fence: #12, 234(1%)
minecraft.used.gray_carpet: #12, 552(1%)
minecraft.dropped.coal_ore: #12, 115(2%)
minecraft.picked_up.white_banner: #12, 23(1%)
minecraft.mined.daylight_detector: #12, 3(1%)
minecraft.dropped.magma_cream: #12, 17(1%)
minecraft.used.acacia_fence: #12, 12(2%)
minecraft.used.red_bed: #12, 7(2%)
minecraft.picked_up.dark_prismarine: #12, 100(1%)
minecraft.used.purpur_block: #12, 27(1%)
minecraft.used.string: #12, 175(1%)
minecraft.dropped.purpur_stairs: #12, 5(2%)
minecraft.used.basalt: #12, 440(1%)
minecraft.dropped.dark_oak_planks: #12, 31(1%)
minecraft.used.gold_block: #12, 161(1%)
minecraft.crafted.cyan_terracotta: #12, 2360(1%)
minecraft.used.orange_bed: #12, 3(2%)
minecraft.dropped.stone_bricks: #12, 146(1%)
minecraft.picked_up.quartz_slab: #12, 66(1%)
minecraft.used.dark_oak_fence: #12, 85(1%)
minecraft.used.green_wool: #12, 68(1%)
minecraft.picked_up.grindstone: #12, 22(1%)
minecraft.used.cooked_porkchop: #12, 125(1%)
minecraft.used.birch_log: #12, 156(1%)
minecraft.used.yellow_concrete: #12, 248(1%)
minecraft.mined.birch_button: #12, 1(1%)
minecraft.mined.white_banner: #12, 1(1%)
minecraft.picked_up.polished_blackstone_wall: #12, 21(1%)
minecraft.dropped.arrow: #12, 692(1%)
minecraft.crafted.birch_button: #12, 7(1%)
minecraft.used.grindstone: #12, 28(1%)
minecraft.crafted.red_bed: #12, 1(1%)
minecraft.crafted.acacia_sign: #12, 12(1%)
minecraft.dropped.leather: #12, 69(1%)
minecraft.dropped.light_gray_concrete: #12, 9(1%)
minecraft.used.birch_button: #12, 5(1%)
minecraft.picked_up.lime_terracotta: #12, 17(1%)
minecraft.used.lime_concrete_powder: #12, 251(1%)
minecraft.dropped.tnt: #12, 20(1%)
minecraft.used.wooden_axe: #12, 3(1%)
minecraft.picked_up.clock: #12, 1(1%)
minecraft.used.polished_blackstone_button: #12, 6(0%)
minecraft.crafted.quartz_bricks: #12, 64(1%)
minecraft.used.dried_kelp: #12, 8(1%)
minecraft.mined.cut_sandstone: #12, 24(0%)
minecraft.crafted.nether_brick_stairs: #12, 16(0%)
minecraft.dropped.azure_bluet: #12, 6(0%)
minecraft.used.cooked_chicken: #12, 13(0%)
minecraft.crafted.polished_blackstone_button: #12, 6(0%)
minecraft.mined.sandstone_wall: #12, 10(0%)
minecraft.dropped.stripped_birch_log: #12, 1(0%)
minecraft.used.podzol: #12, 107(0%)
minecraft.mined.chiseled_stone_bricks: #12, 5(0%)
minecraft.used.green_stained_glass: #12, 30(0%)
minecraft.picked_up.sandstone_slab: #12, 27(0%)
minecraft.dropped.oxeye_daisy: #12, 6(0%)
minecraft.dropped.redstone_ore: #12, 3(0%)
minecraft.dropped.lime_concrete: #12, 2(0%)
minecraft.crafted.smooth_quartz_stairs: #12, 32(0%)
minecraft.crafted.armor_stand: #12, 52(0%)
minecraft.dropped.potato: #12, 16(0%)
minecraft.dropped.cooked_porkchop: #12, 37(0%)
minecraft.used.prismarine_bricks: #12, 60(0%)
minecraft.dropped.red_sand: #12, 4(0%)
minecraft.dropped.smooth_quartz: #12, 2(0%)
minecraft.dropped.seagrass: #12, 2(0%)
minecraft.crafted.light_blue_wool: #12, 3(0%)
minecraft.picked_up.prismarine_shard: #12, 51(0%)
minecraft.mined.yellow_stained_glass: #12, 2(0%)
minecraft.used.yellow_stained_glass: #12, 6(0%)
minecraft.dropped.dark_prismarine: #12, 1(0%)
minecraft.dropped.dark_oak_sign: #12, 1(0%)
minecraft.used.purpur_stairs: #12, 1(0%)
minecraft.used.blue_stained_glass: #12, 5(0%)
minecraft.dropped.tropical_fish: #12, 4(0%)
minecraft.dropped.prismarine_shard: #12, 3(0%)
minecraft.mined.oak_fence: #13, 241(4%)
minecraft.picked_up.minecart: #13, 152(3%)
minecraft.mined.composter: #13, 36(4%)
minecraft.used.stone: #13, 27785(3%)
minecraft.crafted.lever: #13, 176(3%)
minecraft.used.minecart: #13, 103(3%)
minecraft.picked_up.golden_chestplate: #13, 13(3%)
minecraft.used.diamond_sword: #13, 10784(3%)
minecraft.crafted.oak_slab: #13, 696(3%)
minecraft.picked_up.coal_ore: #13, 2500(3%)
