stat, rank, value, (percentage) 
minecraft.picked_up.smooth_stone: #16, 405(1%)
minecraft.dropped.golden_chestplate: #16, 4(1%)
minecraft.mined.sea_lantern: #16, 117(1%)
minecraft.crafted.dropper: #16, 80(1%)
minecraft.used.lectern: #16, 66(1%)
minecraft.crafted.oak_trapdoor: #16, 76(1%)
minecraft.picked_up.birch_planks: #16, 142(1%)
minecraft.custom.interact_with_cartography_table: #16, 5(1%)
minecraft.used.note_block: #16, 46(1%)
minecraft.used.heavy_weighted_pressure_plate: #16, 6(1%)
minecraft.crafted.dark_oak_sign: #16, 12(1%)
minecraft.mined.weeping_vines: #16, 8(1%)
minecraft.crafted.shulker_box: #16, 53(1%)
minecraft.picked_up.acacia_planks: #16, 20(1%)
minecraft.used.spruce_planks: #16, 487(1%)
minecraft.used.kelp: #16, 191(1%)
minecraft.mined.bookshelf: #16, 78(1%)
minecraft.mined.lectern: #16, 49(1%)
minecraft.picked_up.red_terracotta: #16, 519(1%)
minecraft.dropped.acacia_log: #16, 10(1%)
minecraft.mined.andesite_wall: #16, 15(1%)
minecraft.used.spruce_fence: #16, 149(1%)
minecraft.used.totem_of_undying: #16, 2(1%)
minecraft.crafted.stone_stairs: #16, 40(1%)
minecraft.dropped.leather_helmet: #16, 4(1%)
minecraft.used.dark_oak_fence: #16, 44(1%)
minecraft.used.cobweb: #16, 14(0%)
minecraft.crafted.spruce_button: #16, 17(0%)
minecraft.crafted.cauldron: #16, 8(0%)
minecraft.crafted.stone_pickaxe: #16, 3(0%)
minecraft.crafted.cyan_carpet: #16, 42(0%)
minecraft.mined.acacia_trapdoor: #16, 8(0%)
minecraft.dropped.rabbit: #16, 1(0%)
minecraft.mined.black_wool: #16, 8(0%)
minecraft.dropped.terracotta: #16, 23(0%)
minecraft.used.blue_concrete: #16, 53(0%)
minecraft.mined.purpur_block: #16, 25(0%)
minecraft.mined.birch_sapling: #16, 2(0%)
minecraft.picked_up.nether_brick_stairs: #16, 8(0%)
minecraft.mined.polished_blackstone_brick_slab: #16, 14(0%)
minecraft.killed.wither: #16, 1(0%)
minecraft.crafted.birch_fence: #16, 9(0%)
minecraft.used.birch_log: #16, 34(0%)
minecraft.crafted.light_blue_stained_glass_pane: #16, 16(0%)
minecraft.picked_up.warped_roots: #16, 60(0%)
minecraft.picked_up.magenta_carpet: #16, 2(0%)
minecraft.mined.polished_blackstone_brick_wall: #16, 1(0%)
minecraft.used.blackstone_wall: #16, 14(0%)
minecraft.picked_up.yellow_terracotta: #16, 131(0%)
minecraft.picked_up.polished_blackstone_brick_wall: #16, 1(0%)
minecraft.used.crimson_sign: #16, 1(0%)
minecraft.used.stripped_dark_oak_log: #16, 10(0%)
minecraft.killed.villager: #16, 1(0%)
minecraft.used.polished_blackstone_brick_wall: #16, 2(0%)
minecraft.picked_up.gold_nugget: #16, 552(0%)
minecraft.crafted.lime_concrete_powder: #16, 56(0%)
minecraft.used.black_carpet: #16, 149(0%)
minecraft.crafted.polished_blackstone_button: #16, 2(0%)
minecraft.crafted.cartography_table: #16, 1(0%)
minecraft.crafted.orange_stained_glass: #16, 16(0%)
minecraft.used.jungle_planks: #16, 9(0%)
minecraft.used.gray_wool: #16, 18(0%)
minecraft.picked_up.rabbit_hide: #16, 2(0%)
minecraft.used.sandstone: #16, 59(0%)
minecraft.used.brown_terracotta: #16, 14(0%)
minecraft.custom.tune_noteblock: #16, 246(0%)
minecraft.used.emerald_block: #16, 4(0%)
minecraft.used.wither_rose: #16, 1(0%)
minecraft.custom.crouch_one_cm: #17, 8350652(2%)
minecraft.custom.interact_with_anvil: #17, 315(3%)
minecraft.mined.redstone_ore: #17, 2714(3%)
minecraft.mined.andesite: #17, 10314(2%)
minecraft.mined.granite: #17, 8449(2%)
minecraft.crafted.crafting_table: #17, 55(2%)
minecraft.crafted.redstone_block: #17, 1029(2%)
minecraft.picked_up.leather_boots: #17, 9(2%)
minecraft.killed.ghast: #17, 67(2%)
minecraft.mined.white_bed: #17, 65(2%)
minecraft.picked_up.golden_helmet: #17, 11(2%)
minecraft.crafted.diamond_chestplate: #17, 2(2%)
minecraft.picked_up.netherrack: #17, 18769(2%)
minecraft.mined.lantern: #17, 40(2%)
minecraft.mined.piston: #17, 70(1%)
minecraft.mined.spruce_stairs: #17, 60(1%)
minecraft.dropped.leather_chestplate: #17, 6(2%)
minecraft.custom.player_kills: #17, 15(1%)
minecraft.mined.dandelion: #17, 66(1%)
minecraft.custom.open_barrel: #17, 2210(1%)
minecraft.mined.spruce_planks: #17, 252(1%)
minecraft.picked_up.white_shulker_box: #17, 71(1%)
minecraft.killed_by.vex: #17, 1(2%)
minecraft.mined.farmland: #17, 39(1%)
minecraft.used.white_shulker_box: #17, 56(1%)
minecraft.custom.jump: #18, 248610(3%)
minecraft.mined.ancient_debris: #17, 58(1%)
minecraft.dropped.golden_boots: #17, 4(1%)
minecraft.crafted.netherite_ingot: #17, 10(1%)
minecraft.crafted.rail: #17, 272(1%)
minecraft.picked_up.pink_shulker_box: #17, 14(1%)
minecraft.mined.stone_brick_slab: #17, 92(1%)
minecraft.used.pink_shulker_box: #17, 13(1%)
minecraft.mined.pink_shulker_box: #17, 14(1%)
minecraft.used.warped_stairs: #17, 21(1%)
minecraft.mined.kelp_plant: #17, 139(1%)
minecraft.used.sea_lantern: #17, 390(1%)
minecraft.crafted.note_block: #17, 38(1%)
minecraft.picked_up.light_blue_shulker_box: #17, 36(1%)
minecraft.mined.light_blue_shulker_box: #17, 35(1%)
minecraft.used.light_blue_shulker_box: #17, 34(1%)
minecraft.picked_up.oak_leaves: #17, 4340(1%)
minecraft.picked_up.golden_shovel: #17, 1(1%)
minecraft.used.bookshelf: #17, 93(1%)
minecraft.mined.loom: #17, 2(1%)
minecraft.picked_up.white_carpet: #17, 67(1%)
minecraft.killed.shulker: #17, 52(1%)
minecraft.mined.red_concrete: #17, 112(1%)
minecraft.crafted.brown_carpet: #17, 42(1%)
minecraft.dropped.gold_nugget: #17, 91(0%)
minecraft.picked_up.birch_boat: #17, 2(0%)
minecraft.crafted.dark_oak_fence: #17, 42(0%)
minecraft.picked_up.brown_shulker_box: #17, 17(0%)
minecraft.used.netherite_shovel: #17, 11020(0%)
minecraft.picked_up.quartz_stairs: #17, 33(0%)
minecraft.mined.brown_shulker_box: #17, 15(0%)
minecraft.picked_up.light_gray_terracotta: #17, 262(0%)
minecraft.mined.red_wool: #17, 11(0%)
minecraft.used.netherite_axe: #17, 2299(0%)
minecraft.crafted.lime_dye: #17, 88(0%)
minecraft.crafted.light_gray_shulker_box: #17, 1(0%)
minecraft.dropped.iron_axe: #17, 1(0%)
minecraft.used.cartography_table: #17, 1(0%)
minecraft.picked_up.magma_block: #17, 235(0%)
minecraft.used.warped_slab: #17, 20(0%)
minecraft.used.blue_concrete_powder: #17, 61(0%)
minecraft.used.brown_wool: #17, 23(0%)
minecraft.crafted.green_terracotta: #17, 56(0%)
minecraft.mined.quartz_stairs: #17, 24(0%)
minecraft.picked_up.stone_sword: #17, 3(0%)
minecraft.mined.nether_brick_fence: #17, 3(0%)
minecraft.dropped.stone_sword: #17, 4(0%)
minecraft.mined.jungle_planks: #17, 9(0%)
minecraft.crafted.blue_concrete_powder: #17, 56(0%)
minecraft.picked_up.acacia_trapdoor: #17, 6(0%)
minecraft.used.red_wool: #17, 29(0%)
minecraft.picked_up.purpur_stairs: #17, 4(0%)
minecraft.crafted.white_wool: #17, 78(0%)
minecraft.crafted.jungle_sign: #17, 3(0%)
minecraft.mined.birch_fence: #17, 3(0%)
minecraft.mined.stripped_acacia_log: #17, 1(0%)
minecraft.used.polished_blackstone_slab: #17, 67(0%)
minecraft.mined.twisting_vines_plant: #17, 2(0%)
minecraft.crafted.beacon: #17, 1(0%)
minecraft.crafted.purple_dye: #17, 38(0%)
minecraft.used.acacia_trapdoor: #17, 16(0%)
minecraft.mined.nether_brick_stairs: #17, 4(0%)
minecraft.mined.podzol: #17, 105(0%)
minecraft.dropped.rotten_flesh: #17, 730(0%)
minecraft.mined.cyan_wool: #17, 1(0%)
minecraft.mined.black_stained_glass_pane: #17, 3(0%)
minecraft.used.polished_blackstone_button: #17, 2(0%)
minecraft.mined.black_concrete_powder: #17, 8(0%)
minecraft.used.chiseled_polished_blackstone: #17, 6(0%)
minecraft.used.fern: #17, 6(0%)
minecraft.picked_up.soul_torch: #17, 1(0%)
minecraft.used.black_stained_glass_pane: #17, 20(0%)
minecraft.mined.purpur_stairs: #17, 2(0%)
minecraft.crafted.sandstone: #17, 19(0%)
minecraft.crafted.acacia_trapdoor: #17, 10(0%)
minecraft.mined.chiseled_polished_blackstone: #17, 1(0%)
minecraft.used.mushroom_stem: #17, 7(0%)
minecraft.picked_up.chiseled_polished_blackstone: #17, 1(0%)
minecraft.used.polished_granite: #17, 9(0%)
minecraft.used.melon_slice: #17, 1(0%)
minecraft.mined.wither_rose: #17, 1(0%)
minecraft.crafted.white_banner: #17, 1(0%)
minecraft.crafted.brick: #17, 210(0%)
minecraft.used.stripped_oak_log: #17, 2(0%)
minecraft.mined.end_stone_bricks: #17, 18(0%)
minecraft.used.jungle_trapdoor: #17, 3(0%)
minecraft.used.chiseled_stone_bricks: #17, 2(0%)
minecraft.crafted.blackstone_slab: #17, 6(0%)
minecraft.mined.smooth_quartz_slab: #17, 4(0%)
minecraft.crafted.red_stained_glass: #17, 16(0%)
minecraft.killed.rabbit: #17, 1(0%)
minecraft.used.green_concrete_powder: #17, 20(0%)
minecraft.killed.wither_skeleton: #17, 15(0%)
minecraft.used.nether_brick_stairs: #17, 3(0%)
minecraft.crafted.glowstone: #17, 12(0%)
minecraft.mined.sandstone_wall: #17, 1(0%)
minecraft.crafted.golden_apple: #17, 1(0%)
minecraft.used.smooth_quartz_slab: #17, 8(0%)
minecraft.used.crimson_slab: #17, 1(0%)
minecraft.crafted.soul_lantern: #17, 1(0%)
minecraft.dropped.cod: #17, 3(0%)
minecraft.crafted.pumpkin_pie: #17, 1(0%)
minecraft.custom.sprint_one_cm: #18, 69230080(2%)
minecraft.custom.open_chest: #18, 20763(3%)
minecraft.killed.zombie: #18, 712(2%)
minecraft.picked_up.leather_leggings: #18, 9(2%)
minecraft.used.white_bed: #18, 70(2%)
minecraft.picked_up.golden_chestplate: #18, 7(2%)
minecraft.mined.mossy_cobblestone: #18, 38(2%)
minecraft.picked_up.netherite_boots: #18, 9(2%)
minecraft.crafted.stick: #18, 8879(1%)
minecraft.used.ender_chest: #18, 193(1%)
minecraft.mined.obsidian: #18, 473(1%)
minecraft.used.netherrack: #18, 3020(1%)
minecraft.picked_up.gravel: #18, 8169(1%)
minecraft.used.stone_bricks: #18, 2540(1%)
minecraft.used.player_head: #18, 38(1%)
minecraft.dropped.netherite_axe: #18, 1(1%)
minecraft.mined.powered_rail: #18, 93(1%)
minecraft.mined.grass_block: #18, 9636(1%)
minecraft.mined.soul_sand: #18, 514(1%)
minecraft.mined.white_shulker_box: #18, 49(1%)
minecraft.used.powered_rail: #18, 208(1%)
minecraft.used.piston: #18, 114(1%)
minecraft.picked_up.red_concrete: #18, 151(1%)
minecraft.custom.damage_resisted: #18, 2448(1%)
minecraft.used.spruce_log: #18, 218(1%)
minecraft.crafted.oak_stairs: #18, 24(1%)
minecraft.custom.interact_with_loom: #18, 7(1%)
minecraft.used.hay_block: #18, 14(1%)
minecraft.custom.pot_flower: #18, 10(1%)
minecraft.crafted.powered_rail: #18, 108(1%)
minecraft.used.oak_stairs: #18, 19(1%)
minecraft.crafted.spruce_slab: #18, 498(1%)
minecraft.mined.iron_trapdoor: #18, 28(1%)
minecraft.used.peony: #18, 2(1%)
minecraft.mined.dark_oak_stairs: #18, 23(0%)
minecraft.mined.white_carpet: #18, 21(0%)
minecraft.used.stone_brick_stairs: #18, 69(0%)
minecraft.used.dark_oak_stairs: #18, 64(0%)
minecraft.mined.polished_blackstone_slab: #18, 20(0%)
minecraft.mined.glass_pane: #18, 6(0%)
minecraft.used.brown_carpet: #18, 24(0%)
minecraft.mined.oak_leaves: #18, 2858(0%)
minecraft.used.white_carpet: #18, 121(0%)
minecraft.crafted.dark_oak_stairs: #18, 48(0%)
minecraft.crafted.red_carpet: #18, 66(0%)
minecraft.picked_up.warped_wart_block: #18, 301(0%)
minecraft.mined.dark_oak_log: #18, 225(0%)
minecraft.mined.gold_block: #18, 22(0%)
minecraft.mined.jungle_leaves: #18, 265(0%)
minecraft.crafted.black_stained_glass: #18, 288(0%)
minecraft.used.brown_shulker_box: #18, 11(0%)
minecraft.crafted.birch_slab: #18, 84(0%)
minecraft.used.red_concrete: #18, 90(0%)
minecraft.mined.spruce_button: #18, 1(0%)
minecraft.used.birch_sapling: #18, 35(0%)
minecraft.crafted.polished_blackstone: #18, 260(0%)
minecraft.used.netherite_sword: #18, 1752(0%)
minecraft.picked_up.sandstone: #18, 1067(0%)
minecraft.mined.polished_granite: #18, 8(0%)
minecraft.picked_up.pumpkin_pie: #18, 8(0%)
minecraft.mined.blackstone_wall: #18, 2(0%)
minecraft.used.gold_block: #18, 35(0%)
minecraft.used.jungle_log: #18, 43(0%)
minecraft.mined.end_rod: #18, 27(0%)
minecraft.mined.grass_path: #18, 33(0%)
minecraft.crafted.iron_block: #18, 393(0%)
minecraft.used.dark_oak_log: #18, 52(0%)
minecraft.mined.polished_basalt: #18, 13(0%)
minecraft.mined.light_gray_shulker_box: #18, 5(0%)
minecraft.used.gray_concrete: #18, 393(0%)
minecraft.used.light_gray_shulker_box: #18, 5(0%)
minecraft.picked_up.light_gray_shulker_box: #18, 5(0%)
minecraft.used.warped_trapdoor: #18, 6(0%)
minecraft.crafted.black_wool: #18, 8(0%)
minecraft.picked_up.blue_shulker_box: #18, 3(0%)
minecraft.crafted.stone_brick_stairs: #18, 12(0%)
minecraft.used.magma_block: #18, 63(0%)
minecraft.mined.blue_shulker_box: #18, 2(0%)
minecraft.used.spruce_leaves: #18, 59(0%)
minecraft.used.polished_basalt: #18, 24(0%)
minecraft.crafted.warped_slab: #18, 6(0%)
minecraft.dropped.sandstone: #18, 11(0%)
minecraft.used.smooth_quartz_stairs: #18, 15(0%)
minecraft.used.polished_blackstone_brick_slab: #18, 18(0%)
minecraft.mined.cut_sandstone: #18, 5(0%)
minecraft.crafted.brown_dye: #18, 8(0%)
minecraft.custom.leave_game: #19, 906(2%)
minecraft.mined.brown_terracotta: #18, 16(0%)
minecraft.used.warped_stem: #18, 12(0%)
minecraft.mined.smooth_sandstone_slab: #18, 3(0%)
minecraft.dropped.birch_log: #18, 1(0%)
minecraft.used.cyan_wool: #18, 1(0%)
minecraft.used.dark_prismarine: #18, 6(0%)
minecraft.crafted.polished_blackstone_bricks: #18, 4(0%)
minecraft.crafted.polished_granite: #18, 4(0%)
minecraft.used.polished_blackstone_wall: #18, 2(0%)
minecraft.used.red_mushroom_block: #18, 1(0%)
minecraft.used.light_gray_wool: #18, 2(0%)
minecraft.used.orange_carpet: #18, 1(0%)
minecraft.used.smooth_sandstone_stairs: #18, 2(0%)
minecraft.killed.zombified_piglin: #18, 8(0%)
minecraft.custom.walk_one_cm: #19, 79233818(2%)
minecraft.custom.interact_with_crafting_table: #19, 2124(2%)
minecraft.mined.coal_ore: #19, 5216(2%)
minecraft.picked_up.dirt: #19, 29256(2%)
minecraft.custom.walk_under_water_one_cm: #19, 3464158(1%)
minecraft.picked_up.black_shulker_box: #19, 105(2%)
minecraft.used.cobblestone: #19, 3654(2%)
minecraft.killed.spider: #19, 70(2%)
minecraft.used.dirt: #19, 14826(2%)
minecraft.used.diamond_axe: #19, 11894(2%)
minecraft.mined.black_shulker_box: #19, 79(2%)
minecraft.picked_up.ender_chest: #19, 236(1%)
minecraft.crafted.iron_ingot: #19, 8291(1%)
minecraft.used.chain: #19, 176(1%)
minecraft.used.black_shulker_box: #19, 70(1%)
minecraft.mined.ender_chest: #19, 183(1%)
minecraft.custom.damage_dealt: #19, 742969(1%)
minecraft.crafted.diamond_shovel: #19, 4(1%)
minecraft.crafted.white_bed: #19, 6(1%)
minecraft.mined.dirt: #19, 12260(1%)
minecraft.custom.mob_kills: #19, 21303(1%)
minecraft.mined.iron_bars: #19, 58(1%)
minecraft.used.lantern: #19, 135(1%)
minecraft.crafted.minecart: #19, 44(1%)
minecraft.used.bow: #19, 1115(1%)
minecraft.mined.iron_block: #19, 683(1%)
minecraft.used.oak_slab: #19, 155(1%)
minecraft.crafted.diamond_boots: #19, 2(1%)
minecraft.mined.jungle_sign: #19, 1(1%)
minecraft.used.composter: #19, 18(1%)
minecraft.crafted.red_shulker_box: #19, 2(1%)
minecraft.used.diamond_shovel: #19, 24716(1%)
minecraft.used.granite: #19, 258(1%)
minecraft.mined.netherrack: #19, 13602(1%)
minecraft.mined.redstone_block: #19, 24(1%)
minecraft.used.iron_block: #19, 790(1%)
minecraft.mined.cartography_table: #19, 1(1%)
minecraft.mined.warped_fungus: #19, 12(1%)
minecraft.dropped.golden_helmet: #19, 2(1%)
minecraft.used.polished_blackstone_bricks: #19, 189(1%)
minecraft.crafted.campfire: #19, 17(0%)
minecraft.picked_up.light_gray_concrete: #19, 244(0%)
minecraft.mined.tall_grass: #19, 37(0%)
minecraft.picked_up.cartography_table: #19, 1(0%)
minecraft.crafted.birch_sign: #19, 24(0%)
minecraft.mined.black_concrete: #19, 172(0%)
minecraft.picked_up.gold_block: #19, 42(0%)
minecraft.picked_up.leather_helmet: #19, 5(0%)
minecraft.crafted.gray_shulker_box: #19, 1(0%)
minecraft.mined.white_wool: #19, 14(0%)
minecraft.custom.time_since_rest: #19, 529715(0%)
minecraft.picked_up.dark_oak_log: #19, 307(0%)
minecraft.picked_up.tropical_fish: #19, 7(0%)
minecraft.mined.dark_oak_slab: #19, 20(0%)
minecraft.dropped.stone_axe: #19, 1(0%)
minecraft.crafted.warped_stairs: #19, 8(0%)
minecraft.crafted.leather_chestplate: #19, 4(0%)
minecraft.used.stone_brick_slab: #19, 153(0%)
minecraft.used.stripped_spruce_log: #19, 6(0%)
minecraft.crafted.bone_meal: #19, 6201(0%)
minecraft.used.birch_boat: #19, 1(0%)
minecraft.crafted.yellow_dye: #19, 51(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #19, 2(0%)
minecraft.used.white_banner: #19, 2(0%)
minecraft.picked_up.polished_basalt: #19, 18(0%)
minecraft.used.dark_oak_slab: #19, 71(0%)
minecraft.used.loom: #19, 2(0%)
minecraft.used.red_concrete_powder: #19, 84(0%)
minecraft.mined.acacia_log: #19, 57(0%)
minecraft.crafted.red_concrete_powder: #19, 80(0%)
minecraft.dropped.stone_pickaxe: #19, 1(0%)
minecraft.dropped.spider_eye: #19, 27(0%)
minecraft.mined.gray_concrete: #19, 274(0%)
minecraft.mined.magma_block: #19, 120(0%)
minecraft.crafted.oak_button: #19, 2(0%)
minecraft.picked_up.jungle_log: #19, 189(0%)
minecraft.crafted.gold_block: #19, 67(0%)
minecraft.mined.polished_blackstone_wall: #19, 2(0%)
minecraft.mined.smooth_quartz_stairs: #19, 5(0%)
minecraft.crafted.polished_basalt: #19, 24(0%)
minecraft.picked_up.polished_diorite: #19, 5(0%)
minecraft.crafted.gold_ingot: #19, 767(0%)
minecraft.used.smooth_quartz: #19, 33(0%)
minecraft.used.rose_bush: #19, 3(0%)
minecraft.used.gray_shulker_box: #19, 4(0%)
minecraft.mined.jungle_log: #19, 99(0%)
minecraft.picked_up.polished_blackstone_wall: #19, 2(0%)
minecraft.mined.jungle_stairs: #19, 1(0%)
minecraft.mined.brown_carpet: #19, 1(0%)
minecraft.used.gray_concrete_powder: #19, 185(0%)
minecraft.mined.smooth_quartz: #19, 5(0%)
minecraft.crafted.magenta_dye: #19, 8(0%)
minecraft.crafted.leather_leggings: #19, 1(0%)
minecraft.mined.polished_diorite: #19, 3(0%)
minecraft.picked_up.golden_sword: #19, 2(0%)
minecraft.used.cyan_terracotta: #19, 110(0%)
minecraft.used.blue_shulker_box: #19, 1(0%)
minecraft.mined.gray_carpet: #19, 2(0%)
minecraft.crafted.firework_rocket: #19, 393(0%)
minecraft.crafted.black_stained_glass_pane: #19, 8(0%)
minecraft.mined.light_gray_concrete_powder: #19, 1(0%)
minecraft.used.warped_wart_block: #19, 2(0%)
minecraft.used.smooth_sandstone_slab: #19, 4(0%)
minecraft.used.blackstone_slab: #19, 2(0%)
minecraft.used.light_gray_terracotta: #19, 3(0%)
minecraft.mined.white_terracotta: #19, 4(0%)
minecraft.used.white_terracotta: #19, 1(0%)
minecraft.killed.witch: #19, 4(0%)
minecraft.used.diamond_hoe: #19, 5(0%)
minecraft.mined.diorite: #20, 7488(2%)
minecraft.custom.sleep_in_bed: #20, 578(2%)
minecraft.mined.gold_ore: #20, 476(2%)
minecraft.killed.creeper: #20, 144(1%)
minecraft.custom.open_enderchest: #20, 1293(1%)
minecraft.picked_up.diamond: #20, 845(1%)
minecraft.crafted.coal_block: #20, 443(1%)
minecraft.picked_up.sand: #20, 22870(1%)
minecraft.picked_up.basalt: #20, 1267(1%)
minecraft.used.diorite: #20, 217(1%)
minecraft.mined.diamond_ore: #20, 393(1%)
minecraft.picked_up.grass_block: #20, 4944(1%)
minecraft.crafted.coal: #20, 899(1%)
minecraft.mined.sand: #20, 15285(1%)
minecraft.used.spruce_stairs: #20, 108(1%)
minecraft.picked_up.totem_of_undying: #20, 4(1%)
minecraft.crafted.stone_axe: #20, 2(1%)
minecraft.mined.shroomlight: #20, 41(0%)
minecraft.killed.piglin: #20, 9(0%)
minecraft.picked_up.oak_stairs: #20, 11(0%)
minecraft.mined.cornflower: #20, 6(0%)
minecraft.picked_up.stripped_spruce_log: #20, 16(0%)
minecraft.mined.spruce_trapdoor: #20, 54(0%)
minecraft.crafted.black_shulker_box: #20, 1(0%)
minecraft.crafted.jungle_planks: #20, 1108(0%)
minecraft.mined.birch_leaves: #20, 425(0%)
minecraft.mined.cyan_terracotta: #20, 154(0%)
minecraft.mined.stone_brick_stairs: #20, 14(0%)
minecraft.crafted.stone_brick_slab: #20, 126(0%)
minecraft.mined.stripped_spruce_log: #20, 8(0%)
minecraft.used.birch_sign: #20, 16(0%)
minecraft.mined.dark_oak_trapdoor: #20, 7(0%)
minecraft.crafted.coarse_dirt: #20, 152(0%)
minecraft.mined.magenta_stained_glass: #20, 1(0%)
minecraft.crafted.dark_oak_slab: #20, 72(0%)
minecraft.used.crossbow: #20, 8(0%)
minecraft.mined.nether_bricks: #20, 62(0%)
minecraft.mined.brown_mushroom_block: #20, 90(0%)
minecraft.mined.rose_bush: #20, 2(0%)
minecraft.crafted.shears: #20, 25(0%)
minecraft.picked_up.warped_fungus: #20, 14(0%)
minecraft.used.end_rod: #20, 21(0%)
minecraft.used.nether_bricks: #20, 46(0%)
minecraft.used.mycelium: #20, 44(0%)
minecraft.crafted.stonecutter: #20, 2(0%)
minecraft.crafted.flower_pot: #20, 6(0%)
minecraft.mined.sandstone: #20, 436(0%)
minecraft.crafted.orange_dye: #20, 14(0%)
minecraft.picked_up.gray_shulker_box: #20, 4(0%)
minecraft.crafted.light_gray_concrete_powder: #20, 96(0%)
minecraft.mined.birch_planks: #20, 9(0%)
minecraft.mined.gray_shulker_box: #20, 4(0%)
minecraft.crafted.compass: #20, 4(0%)
minecraft.used.black_concrete_powder: #20, 104(0%)
minecraft.crafted.spruce_fence_gate: #20, 2(0%)
minecraft.used.brown_mushroom: #20, 1(0%)
minecraft.picked_up.wither_rose: #20, 4(0%)
minecraft.crafted.gray_concrete_powder: #20, 192(0%)
minecraft.mined.warped_wart_block: #20, 32(0%)
minecraft.used.red_terracotta: #20, 11(0%)
minecraft.crafted.emerald: #20, 225(0%)
minecraft.crafted.map: #20, 1(0%)
minecraft.dropped.golden_sword: #20, 1(0%)
minecraft.used.birch_leaves: #20, 10(0%)
minecraft.used.polished_diorite: #20, 2(0%)
minecraft.used.bone_block: #20, 6(0%)
minecraft.used.cyan_concrete: #20, 4(0%)
minecraft.picked_up.cyan_concrete: #20, 4(0%)
minecraft.mined.cyan_concrete: #20, 4(0%)
minecraft.picked_up.green_concrete: #20, 1(0%)
minecraft.crafted.gray_carpet: #20, 3(0%)
minecraft.used.terracotta: #20, 3(0%)
minecraft.crafted.cyan_terracotta: #20, 16(0%)
minecraft.mined.light_gray_terracotta: #20, 3(0%)
minecraft.crafted.black_carpet: #20, 3(0%)
minecraft.used.torch: #21, 7994(2%)
minecraft.picked_up.coal: #21, 6779(2%)
minecraft.picked_up.leather_chestplate: #21, 8(2%)
minecraft.killed.zombie_villager: #21, 7(1%)
minecraft.custom.open_shulker_box: #21, 9346(1%)
minecraft.custom.time_since_death: #21, 1897684(0%)
minecraft.custom.aviate_one_cm: #21, 155691300(1%)
minecraft.mined.grass: #21, 695(1%)
minecraft.mined.brown_mushroom: #21, 17(1%)
minecraft.mined.player_head: #21, 10(1%)
minecraft.crafted.diamond_helmet: #21, 1(1%)
minecraft.mined.gravel: #21, 4757(1%)
minecraft.used.netherite_pickaxe: #21, 38440(1%)
minecraft.custom.interact_with_beacon: #21, 9(1%)
minecraft.mined.kelp: #21, 54(1%)
minecraft.used.sugar_cane: #21, 73(0%)
minecraft.used.bone_meal: #21, 1556(0%)
minecraft.crafted.spruce_stairs: #21, 60(0%)
minecraft.used.cookie: #21, 1(0%)
minecraft.used.grass_block: #21, 1303(0%)
minecraft.used.shroomlight: #21, 32(0%)
minecraft.mined.oak_stairs: #21, 7(0%)
minecraft.used.redstone_block: #21, 32(0%)
minecraft.used.golden_carrot: #21, 227(0%)
minecraft.crafted.light_gray_dye: #21, 83(0%)
minecraft.used.black_concrete: #21, 215(0%)
minecraft.crafted.scaffolding: #21, 102(0%)
minecraft.crafted.white_carpet: #21, 87(0%)
minecraft.mined.nether_wart_block: #21, 135(0%)
minecraft.used.iron_trapdoor: #21, 57(0%)
minecraft.used.jungle_leaves: #21, 51(0%)
minecraft.picked_up.acacia_log: #21, 68(0%)
minecraft.mined.soul_lantern: #21, 1(0%)
minecraft.mined.blackstone: #21, 435(0%)
minecraft.crafted.acacia_planks: #21, 96(0%)
minecraft.used.basalt: #21, 61(0%)
minecraft.killed.drowned: #21, 16(0%)
minecraft.picked_up.warped_stem: #21, 55(0%)
minecraft.crafted.gray_dye: #21, 64(0%)
minecraft.mined.dead_bush: #21, 6(0%)
minecraft.picked_up.orange_shulker_box: #21, 5(0%)
minecraft.crafted.cyan_dye: #21, 44(0%)
minecraft.crafted.iron_trapdoor: #21, 22(0%)
minecraft.used.dark_oak_trapdoor: #21, 9(0%)
minecraft.mined.orange_shulker_box: #21, 4(0%)
minecraft.mined.light_gray_concrete: #21, 42(0%)
minecraft.mined.polished_blackstone_brick_stairs: #21, 2(0%)
minecraft.crafted.black_concrete_powder: #21, 96(0%)
minecraft.used.soul_lantern: #21, 2(0%)
minecraft.crafted.loom: #21, 1(0%)
minecraft.mined.warped_stem: #21, 20(0%)
minecraft.used.orange_shulker_box: #21, 3(0%)
minecraft.killed.blaze: #21, 17(0%)
minecraft.dropped.diamond_block: #21, 1(0%)
minecraft.used.light_gray_concrete_powder: #21, 34(0%)
minecraft.picked_up.black_concrete_powder: #21, 26(0%)
minecraft.crafted.player_head: #21, 3(0%)
minecraft.killed.pillager: #21, 8(0%)
minecraft.used.smooth_stone: #21, 24(0%)
minecraft.crafted.warped_planks: #21, 8(0%)
minecraft.custom.traded_with_villager: #21, 214(0%)
minecraft.mined.nether_sprouts: #21, 1(0%)
minecraft.crafted.crimson_planks: #21, 8(0%)
minecraft.used.polished_blackstone_brick_stairs: #21, 1(0%)
minecraft.crafted.nether_bricks: #21, 6(0%)
minecraft.crafted.emerald_block: #21, 1(0%)
minecraft.custom.fly_one_cm: #22, 54115692(2%)
minecraft.mined.iron_ore: #22, 1932(2%)
