stat, rank, value, (percentage) 
minecraft.mined.stone_stairs: #20, 9(0%)
minecraft.picked_up.daylight_detector: #20, 1(0%)
minecraft.mined.quartz_slab: #20, 10(0%)
minecraft.picked_up.white_carpet: #20, 32(0%)
minecraft.dropped.leather_boots: #20, 1(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #20, 33(0%)
minecraft.mined.mushroom_stem: #20, 24(0%)
minecraft.mined.stripped_oak_log: #20, 11(0%)
minecraft.used.lava_bucket: #20, 42(0%)
minecraft.picked_up.birch_trapdoor: #20, 3(0%)
minecraft.picked_up.stripped_oak_log: #20, 10(0%)
minecraft.picked_up.mossy_cobblestone: #20, 6(0%)
minecraft.picked_up.quartz_stairs: #20, 15(0%)
minecraft.picked_up.mycelium: #20, 337(0%)
minecraft.dropped.leather_helmet: #20, 1(0%)
minecraft.mined.dead_bush: #20, 8(0%)
minecraft.picked_up.polished_blackstone_bricks: #20, 54(0%)
minecraft.picked_up.stone_stairs: #20, 9(0%)
minecraft.crafted.birch_trapdoor: #20, 10(0%)
minecraft.used.birch_trapdoor: #20, 8(0%)
minecraft.picked_up.warped_wart_block: #20, 96(0%)
minecraft.mined.quartz_stairs: #20, 9(0%)
minecraft.used.quartz_stairs: #20, 30(0%)
minecraft.picked_up.sea_pickle: #20, 4(0%)
minecraft.used.spruce_fence_gate: #20, 2(0%)
minecraft.mined.sea_pickle: #20, 1(0%)
minecraft.picked_up.phantom_membrane: #20, 4(0%)
minecraft.used.gray_concrete_powder: #20, 173(0%)
minecraft.used.birch_planks: #20, 19(0%)
minecraft.used.acacia_log: #20, 6(0%)
minecraft.picked_up.black_wool: #20, 8(0%)
minecraft.used.andesite_slab: #20, 11(0%)
minecraft.picked_up.glass_bottle: #20, 6(0%)
minecraft.picked_up.chiseled_stone_bricks: #20, 1(0%)
minecraft.used.coal_block: #20, 2(0%)
minecraft.dropped.glass_bottle: #20, 2(0%)
minecraft.used.smooth_quartz: #20, 10(0%)
minecraft.crafted.brown_dye: #20, 3(0%)
minecraft.picked_up.blue_wool: #20, 2(0%)
minecraft.picked_up.brown_concrete_powder: #20, 2(0%)
minecraft.used.red_wool: #20, 2(0%)
minecraft.crafted.nether_bricks: #20, 7(0%)
minecraft.used.blackstone_slab: #20, 1(0%)
minecraft.crafted.slime_block: #20, 2(0%)
minecraft.picked_up.snow: #20, 2(0%)
minecraft.mined.red_sand: #20, 3(0%)
minecraft.picked_up.iron_ore: #21, 2241(2%)
minecraft.custom.walk_under_water_one_cm: #21, 2596969(1%)
minecraft.mined.wall_torch: #21, 243(1%)
minecraft.picked_up.water_bucket: #21, 8(1%)
minecraft.custom.swim_one_cm: #21, 899753(1%)
minecraft.used.diamond_sword: #21, 3207(1%)
minecraft.picked_up.golden_leggings: #21, 4(1%)
minecraft.picked_up.chainmail_boots: #21, 1(1%)
minecraft.picked_up.player_head: #21, 95(1%)
minecraft.used.milk_bucket: #21, 1(1%)
minecraft.picked_up.bone_meal: #21, 279(1%)
minecraft.crafted.ender_chest: #21, 5(1%)
minecraft.custom.open_barrel: #21, 937(0%)
minecraft.used.tripwire_hook: #21, 4(1%)
minecraft.used.composter: #21, 13(1%)
minecraft.picked_up.filled_map: #21, 25(1%)
minecraft.used.splash_potion: #21, 7(0%)
minecraft.picked_up.sugar_cane: #21, 1236(0%)
minecraft.mined.ladder: #21, 8(0%)
minecraft.used.iron_sword: #21, 158(0%)
minecraft.picked_up.flint: #21, 87(0%)
minecraft.mined.barrel: #21, 10(0%)
minecraft.used.stonecutter: #21, 8(0%)
minecraft.mined.cracked_stone_bricks: #21, 5(0%)
minecraft.mined.birch_leaves: #21, 300(0%)
minecraft.mined.scaffolding: #21, 211(0%)
minecraft.picked_up.cracked_stone_bricks: #21, 10(0%)
minecraft.picked_up.barrel: #21, 10(0%)
minecraft.picked_up.ink_sac: #21, 95(0%)
minecraft.picked_up.potion: #21, 7(0%)
minecraft.picked_up.nether_quartz_ore: #21, 73(0%)
minecraft.picked_up.polished_andesite: #21, 41(0%)
minecraft.mined.red_mushroom_block: #21, 68(0%)
minecraft.crafted.dark_oak_slab: #21, 66(0%)
minecraft.crafted.composter: #21, 5(0%)
minecraft.killed.sheep: #21, 4(0%)
minecraft.dropped.name_tag: #21, 1(0%)
minecraft.picked_up.gunpowder: #21, 225(0%)
minecraft.picked_up.dark_oak_planks: #21, 28(0%)
minecraft.mined.mycelium: #21, 336(0%)
minecraft.picked_up.spruce_fence: #21, 14(0%)
minecraft.picked_up.armor_stand: #21, 5(0%)
minecraft.picked_up.lilac: #21, 5(0%)
minecraft.picked_up.white_banner: #21, 2(0%)
minecraft.used.white_carpet: #21, 42(0%)
minecraft.dropped.cooked_beef: #21, 4(0%)
minecraft.mined.light_gray_stained_glass_pane: #21, 2(0%)
minecraft.mined.oak_fence_gate: #21, 1(0%)
minecraft.used.polished_andesite: #21, 78(0%)
minecraft.used.glowstone: #21, 17(0%)
minecraft.mined.carrots: #21, 18(0%)
minecraft.picked_up.oak_fence_gate: #21, 1(0%)
minecraft.crafted.brewing_stand: #21, 1(0%)
minecraft.mined.acacia_log: #21, 22(0%)
minecraft.picked_up.carrot: #21, 49(0%)
minecraft.mined.sandstone: #21, 183(0%)
minecraft.custom.interact_with_stonecutter: #21, 3(0%)
minecraft.used.vine: #21, 1(0%)
minecraft.used.fishing_rod: #21, 7(0%)
minecraft.picked_up.sandstone: #21, 144(0%)
minecraft.picked_up.gray_concrete_powder: #21, 39(0%)
minecraft.used.birch_log: #21, 5(0%)
minecraft.picked_up.birch_slab: #21, 1(0%)
minecraft.crafted.birch_slab: #21, 6(0%)
minecraft.mined.red_terracotta: #21, 11(0%)
minecraft.used.birch_slab: #21, 1(0%)
minecraft.mined.acacia_leaves: #21, 3(0%)
minecraft.used.brown_concrete_powder: #21, 2(0%)
minecraft.picked_up.bread: #21, 1(0%)
minecraft.custom.target_hit: #21, 1(0%)
minecraft.used.red_terracotta: #21, 2(0%)
minecraft.picked_up.chainmail_leggings: #22, 1(1%)
minecraft.custom.interact_with_brewingstand: #22, 56(1%)
minecraft.crafted.iron_pickaxe: #22, 4(1%)
minecraft.picked_up.brown_mushroom: #22, 71(1%)
minecraft.used.player_head: #22, 20(1%)
minecraft.picked_up.lantern: #22, 53(1%)
minecraft.used.chipped_anvil: #22, 2(1%)
minecraft.picked_up.quartz: #22, 919(1%)
minecraft.mined.brown_mushroom: #22, 10(0%)
minecraft.mined.lantern: #22, 11(0%)
minecraft.crafted.oak_slab: #22, 102(0%)
minecraft.picked_up.beef: #22, 99(0%)
minecraft.picked_up.crossbow: #22, 3(0%)
minecraft.used.granite: #22, 113(0%)
minecraft.used.oak_stairs: #22, 7(0%)
minecraft.picked_up.nether_wart_block: #22, 124(0%)
minecraft.used.glass_bottle: #22, 24(0%)
minecraft.mined.nether_wart_block: #22, 98(0%)
minecraft.picked_up.leather_helmet: #22, 2(0%)
minecraft.picked_up.soul_soil: #22, 45(0%)
minecraft.mined.red_carpet: #22, 3(0%)
minecraft.picked_up.mutton: #22, 6(0%)
minecraft.picked_up.red_carpet: #22, 4(0%)
minecraft.crafted.polished_andesite: #22, 84(0%)
minecraft.picked_up.blaze_rod: #22, 14(0%)
minecraft.used.written_book: #22, 29(0%)
minecraft.picked_up.weeping_vines: #22, 3(0%)
minecraft.mined.shroomlight: #22, 5(0%)
minecraft.used.rose_bush: #22, 2(0%)
minecraft.used.cracked_stone_bricks: #22, 4(0%)
minecraft.picked_up.warped_nylium: #22, 4(0%)
minecraft.picked_up.shroomlight: #22, 5(0%)
minecraft.used.armor_stand: #22, 2(0%)
minecraft.mined.seagrass: #22, 9(0%)
minecraft.crafted.gray_dye: #22, 18(0%)
minecraft.mined.warped_nylium: #22, 2(0%)
minecraft.used.dark_oak_planks: #22, 6(0%)
minecraft.mined.dark_oak_log: #22, 10(0%)
minecraft.picked_up.red_terracotta: #22, 9(0%)
minecraft.mined.warped_stem: #22, 2(0%)
minecraft.used.nether_brick_slab: #22, 1(0%)
minecraft.picked_up.warped_stem: #22, 2(0%)
minecraft.used.nether_quartz_ore: #22, 1(0%)
minecraft.used.warped_stem: #22, 1(0%)
minecraft.picked_up.red_sand: #22, 3(0%)
minecraft.crafted.bone_block: #22, 3(0%)
minecraft.mined.snow: #22, 2(0%)
minecraft.picked_up.gold_ore: #23, 395(1%)
minecraft.picked_up.leather_leggings: #23, 4(1%)
minecraft.picked_up.leather_boots: #23, 3(1%)
minecraft.used.cooked_beef: #23, 127(1%)
minecraft.mined.nether_quartz_ore: #23, 403(0%)
minecraft.crafted.iron_sword: #23, 1(0%)
minecraft.picked_up.ladder: #23, 18(0%)
minecraft.picked_up.birch_sapling: #23, 38(0%)
minecraft.picked_up.wheat: #23, 172(0%)
minecraft.mined.wheat: #23, 118(0%)
minecraft.picked_up.spider_eye: #23, 52(0%)
minecraft.picked_up.tripwire_hook: #23, 2(0%)
minecraft.mined.player_head: #23, 2(0%)
minecraft.used.brewing_stand: #23, 1(0%)
minecraft.mined.crimson_roots: #23, 5(0%)
minecraft.used.andesite: #23, 105(0%)
minecraft.custom.animals_bred: #23, 33(0%)
minecraft.killed.squid: #23, 6(0%)
minecraft.picked_up.crimson_roots: #23, 15(0%)
minecraft.picked_up.birch_planks: #23, 9(0%)
minecraft.used.carrot: #23, 17(0%)
minecraft.picked_up.tropical_fish: #23, 1(0%)
minecraft.used.polished_andesite_slab: #23, 3(0%)
minecraft.used.oak_slab: #23, 2(0%)
minecraft.picked_up.dark_oak_log: #23, 8(0%)
minecraft.crafted.quartz_block: #23, 11(0%)
minecraft.crafted.armor_stand: #23, 1(0%)
minecraft.used.birch_leaves: #23, 1(0%)
minecraft.mined.cobweb: #24, 9(0%)
minecraft.killed.bat: #24, 1(0%)
minecraft.used.potion: #24, 1(0%)
minecraft.custom.time_since_rest: #26, 50857(0%)
