stat, rank, value, (percentage) 
minecraft.custom.target_hit: #9, 327(2%)
minecraft.crafted.coarse_dirt: #9, 1592(2%)
minecraft.picked_up.birch_leaves: #9, 1881(2%)
minecraft.used.light_gray_shulker_box: #9, 66(3%)
minecraft.picked_up.warped_roots: #9, 776(2%)
minecraft.mined.light_gray_shulker_box: #9, 60(2%)
minecraft.picked_up.spruce_fence: #9, 219(2%)
minecraft.dropped.purpur_stairs: #9, 10(3%)
minecraft.mined.sea_pickle: #9, 27(2%)
minecraft.picked_up.light_gray_shulker_box: #9, 62(2%)
minecraft.crafted.cobblestone_wall: #9, 228(2%)
minecraft.used.chiseled_stone_bricks: #9, 88(2%)
minecraft.killed.silverfish: #9, 20(2%)
minecraft.used.gray_stained_glass_pane: #9, 114(3%)
minecraft.picked_up.bell: #9, 14(2%)
minecraft.picked_up.cauldron: #9, 15(2%)
minecraft.picked_up.red_sand: #9, 2849(2%)
minecraft.used.warped_stem: #9, 441(2%)
minecraft.picked_up.dark_oak_fence: #9, 84(2%)
minecraft.mined.red_sand: #9, 2896(2%)
minecraft.picked_up.gunpowder: #9, 2511(1%)
minecraft.dropped.birch_sign: #9, 24(2%)
minecraft.used.stripped_birch_log: #9, 59(2%)
minecraft.mined.azure_bluet: #9, 29(2%)
minecraft.mined.birch_planks: #9, 168(2%)
minecraft.picked_up.gray_wool: #9, 529(2%)
minecraft.mined.brown_carpet: #9, 24(2%)
minecraft.picked_up.cod: #9, 503(1%)
minecraft.crafted.glass: #9, 5521(1%)
minecraft.picked_up.blue_shulker_box: #9, 34(2%)
minecraft.crafted.chiseled_polished_blackstone: #9, 59(3%)
minecraft.mined.blue_shulker_box: #9, 34(2%)
minecraft.crafted.light_gray_carpet: #9, 651(1%)
minecraft.crafted.sandstone: #9, 298(2%)
minecraft.used.brown_wool: #9, 117(1%)
minecraft.mined.dark_oak_door: #9, 5(3%)
minecraft.dropped.red_concrete: #9, 14(2%)
minecraft.used.spruce_button: #9, 43(1%)
minecraft.picked_up.brown_terracotta: #9, 544(2%)
minecraft.dropped.repeater: #9, 19(2%)
minecraft.crafted.brown_terracotta: #9, 624(2%)
minecraft.mined.warped_fence: #9, 6(2%)
minecraft.used.stripped_dark_oak_log: #9, 92(2%)
minecraft.picked_up.warped_fence: #9, 6(2%)
minecraft.used.spruce_fence_gate: #9, 32(1%)
minecraft.used.quartz_slab: #9, 312(1%)
minecraft.picked_up.heart_of_the_sea: #9, 3(2%)
minecraft.mined.dark_oak_button: #9, 1(2%)
minecraft.dropped.birch_fence: #9, 7(2%)
minecraft.crafted.black_banner: #9, 18(2%)
minecraft.crafted.melon_seeds: #9, 41(2%)
minecraft.picked_up.iron_hoe: #9, 1(2%)
minecraft.used.crimson_planks: #9, 151(1%)
minecraft.mined.andesite_slab: #9, 84(1%)
minecraft.crafted.dark_oak_fence_gate: #9, 57(1%)
minecraft.picked_up.crimson_door: #9, 1(2%)
minecraft.picked_up.melon_slice: #9, 560(1%)
minecraft.used.target: #9, 32(2%)
minecraft.crafted.smooth_sandstone_slab: #9, 270(2%)
minecraft.custom.strider_one_cm: #9, 15929(1%)
minecraft.picked_up.allium: #9, 34(1%)
minecraft.used.black_banner: #9, 12(1%)
minecraft.mined.black_concrete_powder: #9, 60(1%)
minecraft.picked_up.jack_o_lantern: #9, 8(1%)
minecraft.used.gray_terracotta: #9, 233(1%)
minecraft.picked_up.yellow_wool: #9, 117(1%)
minecraft.dropped.tnt: #9, 33(1%)
minecraft.mined.sponge: #9, 57(1%)
minecraft.picked_up.birch_log: #10, 4222(5%)
minecraft.crafted.repeater: #10, 806(5%)
minecraft.used.quartz_stairs: #9, 232(1%)
minecraft.used.magenta_concrete: #9, 80(1%)
minecraft.crafted.polished_blackstone_stairs: #9, 58(1%)
minecraft.crafted.dried_kelp: #9, 225(1%)
minecraft.crafted.clay: #9, 41(1%)
minecraft.dropped.polished_blackstone: #9, 6(1%)
minecraft.dropped.polished_granite: #9, 13(1%)
minecraft.dropped.chain: #9, 33(1%)
minecraft.used.jungle_stairs: #9, 26(1%)
minecraft.used.quartz_block: #9, 186(1%)
minecraft.picked_up.chest: #10, 1255(5%)
minecraft.mined.red_stained_glass_pane: #9, 6(1%)
minecraft.picked_up.cyan_dye: #9, 44(1%)
minecraft.picked_up.red_stained_glass_pane: #9, 6(1%)
minecraft.dropped.red_wool: #9, 9(1%)
minecraft.crafted.jungle_pressure_plate: #9, 2(1%)
minecraft.mined.beetroots: #9, 9(1%)
minecraft.dropped.beef: #9, 5(1%)
minecraft.picked_up.orange_dye: #9, 16(1%)
minecraft.picked_up.oak_slab: #10, 351(5%)
minecraft.mined.magenta_stained_glass_pane: #9, 1(1%)
minecraft.crafted.cyan_wool: #9, 3(1%)
minecraft.crafted.brick_wall: #9, 10(1%)
minecraft.picked_up.iron_ingot: #9, 2261(0%)
minecraft.crafted.pink_stained_glass: #9, 16(1%)
minecraft.crafted.cut_sandstone_slab: #9, 18(1%)
minecraft.picked_up.lime_banner: #9, 2(0%)
minecraft.dropped.orange_concrete: #9, 1(0%)
minecraft.picked_up.leather_chestplate: #10, 21(5%)
minecraft.picked_up.polished_diorite_stairs: #9, 6(0%)
minecraft.used.warped_button: #9, 1(0%)
minecraft.used.oxeye_daisy: #9, 1(0%)
minecraft.dropped.green_carpet: #9, 5(0%)
minecraft.used.blue_orchid: #9, 3(0%)
minecraft.dropped.sunflower: #9, 1(0%)
minecraft.mined.prismarine: #9, 62(0%)
minecraft.dropped.cyan_carpet: #9, 2(0%)
minecraft.crafted.beacon: #9, 1(0%)
minecraft.mined.gray_terracotta: #9, 12(0%)
minecraft.crafted.gray_bed: #9, 1(0%)
minecraft.used.brain_coral_block: #9, 1(0%)
minecraft.dropped.wither_rose: #9, 2(0%)
minecraft.crafted.lever: #10, 230(4%)
minecraft.mined.warped_hyphae: #9, 1(0%)
minecraft.mined.diorite_slab: #9, 2(0%)
minecraft.picked_up.prismarine_brick_slab: #9, 3(0%)
minecraft.mined.prismarine_brick_slab: #9, 2(0%)
minecraft.used.blue_bed: #9, 1(0%)
minecraft.used.end_stone_bricks: #9, 39(0%)
minecraft.dropped.light_blue_wool: #9, 1(0%)
minecraft.mined.piston_head: #10, 13(5%)
minecraft.dropped.green_dye: #9, 21(0%)
minecraft.dropped.mushroom_stem: #9, 1(0%)
minecraft.picked_up.coal_ore: #10, 3968(4%)
minecraft.used.polished_andesite_slab: #10, 917(4%)
minecraft.picked_up.cobblestone: #10, 72954(3%)
minecraft.mined.damaged_anvil: #10, 10(5%)
minecraft.used.sugar_cane: #10, 575(4%)
minecraft.picked_up.lapis_ore: #10, 315(4%)
minecraft.used.damaged_anvil: #10, 8(4%)
minecraft.picked_up.birch_trapdoor: #10, 61(4%)
minecraft.used.glass: #10, 2981(4%)
minecraft.mined.shroomlight: #10, 331(4%)
minecraft.picked_up.redstone_ore: #10, 1510(4%)
minecraft.picked_up.polished_andesite: #10, 833(3%)
minecraft.picked_up.lever: #10, 179(3%)
minecraft.picked_up.bone_meal: #10, 1629(3%)
minecraft.mined.gold_ore: #10, 935(3%)
minecraft.dropped.elytra: #10, 7(4%)
minecraft.mined.chain: #10, 97(3%)
minecraft.picked_up.gold_ore: #10, 935(3%)
minecraft.crafted.sticky_piston: #10, 288(3%)
minecraft.crafted.cooked_beef: #10, 481(3%)
minecraft.crafted.stone_brick_stairs: #10, 356(4%)
minecraft.crafted.iron_chestplate: #10, 5(3%)
minecraft.picked_up.diamond: #10, 1962(3%)
minecraft.custom.enchant_item: #10, 114(3%)
minecraft.used.spruce_slab: #10, 1550(3%)
minecraft.picked_up.smooth_quartz_stairs: #10, 185(3%)
minecraft.crafted.iron_sword: #10, 11(3%)
minecraft.crafted.painting: #10, 31(3%)
minecraft.mined.peony: #10, 10(4%)
minecraft.dropped.gold_ingot: #10, 154(3%)
minecraft.picked_up.shroomlight: #10, 343(3%)
minecraft.mined.blue_wool: #10, 34(4%)
minecraft.mined.crimson_stem: #10, 505(3%)
minecraft.used.splash_potion: #10, 45(3%)
minecraft.crafted.spruce_stairs: #10, 384(3%)
minecraft.mined.cobblestone_wall: #10, 63(3%)
minecraft.used.crimson_nylium: #10, 109(3%)
minecraft.used.light_gray_concrete: #10, 1859(3%)
minecraft.mined.stone_button: #10, 55(3%)
minecraft.picked_up.netherite_helmet: #10, 12(3%)
minecraft.picked_up.smithing_table: #10, 27(3%)
minecraft.used.dark_oak_slab: #10, 927(3%)
minecraft.crafted.green_carpet: #10, 336(3%)
minecraft.mined.stripped_birch_log: #10, 148(3%)
minecraft.used.cyan_shulker_box: #10, 66(3%)
minecraft.picked_up.chain: #10, 201(2%)
minecraft.picked_up.porkchop: #10, 50(2%)
minecraft.picked_up.apple: #10, 176(2%)
minecraft.dropped.iron_helmet: #10, 7(3%)
minecraft.mined.crimson_nylium: #10, 215(2%)
minecraft.picked_up.red_banner: #10, 3(3%)
minecraft.dropped.polished_blackstone_bricks: #10, 64(4%)
minecraft.picked_up.pumpkin: #10, 640(2%)
minecraft.dropped.iron_pickaxe: #10, 3(3%)
minecraft.picked_up.smooth_quartz: #10, 273(2%)
minecraft.picked_up.brown_concrete: #10, 94(3%)
minecraft.mined.birch_leaves: #10, 2295(2%)
minecraft.picked_up.brown_bed: #10, 6(3%)
minecraft.used.birch_trapdoor: #10, 144(2%)
minecraft.dropped.birch_log: #10, 49(2%)
minecraft.mined.brown_bed: #10, 6(3%)
minecraft.used.orange_concrete: #10, 336(2%)
minecraft.picked_up.quartz_pillar: #10, 101(2%)
minecraft.picked_up.warped_fungus: #10, 157(2%)
minecraft.picked_up.crimson_planks: #10, 73(2%)
minecraft.picked_up.white_tulip: #10, 47(2%)
minecraft.used.dark_oak_fence: #10, 153(2%)
minecraft.used.iron_ore: #10, 12(2%)
minecraft.mined.bookshelf: #10, 168(2%)
minecraft.mined.red_concrete_powder: #10, 13(2%)
minecraft.mined.dark_oak_log: #10, 1220(2%)
minecraft.crafted.hay_block: #10, 148(2%)
minecraft.used.red_mushroom: #10, 15(2%)
minecraft.mined.twisting_vines_plant: #10, 20(2%)
minecraft.used.vine: #10, 44(2%)
minecraft.crafted.lime_stained_glass_pane: #10, 128(2%)
minecraft.used.blue_shulker_box: #10, 34(2%)
minecraft.custom.damage_taken: #11, 377197(4%)
minecraft.crafted.clock: #10, 3(2%)
minecraft.custom.open_chest: #11, 33582(4%)
minecraft.used.cooked_mutton: #10, 70(2%)
minecraft.crafted.compass: #10, 71(2%)
minecraft.used.jungle_button: #10, 12(2%)
minecraft.mined.stripped_dark_oak_log: #10, 112(2%)
minecraft.picked_up.stripped_dark_oak_log: #10, 113(2%)
minecraft.mined.nether_brick_wall: #10, 28(2%)
minecraft.dropped.nether_bricks: #10, 65(2%)
minecraft.crafted.birch_slab: #10, 432(1%)
minecraft.mined.polished_granite: #10, 47(1%)
minecraft.dropped.diamond_hoe: #10, 1(2%)
minecraft.dropped.jungle_sign: #10, 5(2%)
minecraft.dropped.black_concrete: #10, 64(2%)
minecraft.killed_by.vex: #10, 1(2%)
minecraft.used.lime_wool: #10, 75(2%)
minecraft.used.cobweb: #10, 39(1%)
minecraft.used.spruce_fence: #10, 286(1%)
minecraft.picked_up.gray_stained_glass: #10, 108(2%)
minecraft.crafted.blackstone_stairs: #10, 60(1%)
minecraft.dropped.nether_wart: #10, 47(2%)
minecraft.picked_up.light_gray_stained_glass: #10, 137(2%)
minecraft.picked_up.quartz_block: #10, 230(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #10, 10(1%)
minecraft.dropped.fern: #10, 9(2%)
minecraft.used.purpur_block: #10, 27(1%)
minecraft.used.tnt: #10, 672(1%)
minecraft.used.sea_pickle: #10, 44(1%)
minecraft.picked_up.brown_carpet: #10, 33(1%)
minecraft.picked_up.magenta_concrete: #10, 87(1%)
minecraft.picked_up.dandelion: #10, 288(1%)
minecraft.crafted.stone_button: #10, 519(1%)
minecraft.mined.stripped_birch_wood: #10, 16(1%)
minecraft.killed.wolf: #10, 1(1%)
minecraft.picked_up.stripped_birch_wood: #10, 15(1%)
minecraft.used.item_frame: #11, 484(5%)
minecraft.dropped.slime_block: #10, 36(1%)
minecraft.crafted.black_terracotta: #10, 336(1%)
minecraft.picked_up.cut_sandstone_slab: #10, 17(1%)
minecraft.picked_up.blue_terracotta: #10, 61(1%)
minecraft.used.polished_blackstone_pressure_plate: #10, 9(1%)
minecraft.dropped.spruce_button: #10, 5(1%)
minecraft.picked_up.spruce_leaves: #10, 925(1%)
minecraft.crafted.gray_terracotta: #10, 288(1%)
minecraft.dropped.end_rod: #10, 22(1%)
minecraft.used.rotten_flesh: #10, 7(1%)
minecraft.used.melon_slice: #10, 9(1%)
minecraft.dropped.ghast_tear: #10, 4(1%)
minecraft.picked_up.item_frame: #11, 340(5%)
minecraft.dropped.cookie: #10, 23(1%)
minecraft.crafted.brown_stained_glass: #10, 40(1%)
minecraft.used.soul_soil: #10, 124(1%)
minecraft.used.black_terracotta: #10, 196(1%)
minecraft.used.wet_sponge: #10, 45(1%)
minecraft.picked_up.crimson_hyphae: #10, 8(1%)
minecraft.used.stripped_birch_wood: #10, 13(1%)
minecraft.used.birch_planks: #10, 176(0%)
minecraft.dropped.magenta_stained_glass: #10, 1(1%)
minecraft.mined.red_stained_glass: #10, 15(0%)
minecraft.crafted.jungle_stairs: #10, 24(1%)
minecraft.mined.acacia_leaves: #10, 112(0%)
minecraft.dropped.bricks: #10, 28(1%)
minecraft.used.horn_coral_block: #10, 1(1%)
minecraft.picked_up.stripped_dark_oak_wood: #10, 4(0%)
minecraft.picked_up.magenta_stained_glass_pane: #10, 1(0%)
minecraft.mined.acacia_stairs: #10, 4(0%)
minecraft.picked_up.beetroot: #10, 7(0%)
minecraft.dropped.comparator: #10, 2(0%)
minecraft.used.prismarine_stairs: #10, 5(0%)
minecraft.used.warped_hyphae: #10, 23(0%)
minecraft.picked_up.pink_terracotta: #10, 6(0%)
minecraft.crafted.green_wool: #10, 5(0%)
minecraft.dropped.acacia_trapdoor: #10, 1(0%)
minecraft.dropped.clay: #10, 1(0%)
minecraft.mined.cyan_stained_glass: #10, 30(0%)
minecraft.picked_up.map: #10, 1(0%)
minecraft.dropped.smooth_sandstone_slab: #10, 1(0%)
minecraft.dropped.dark_oak_button: #10, 1(0%)
minecraft.dropped.prismarine_shard: #10, 25(0%)
minecraft.dropped.yellow_concrete: #10, 1(0%)
minecraft.dropped.red_concrete_powder: #10, 1(0%)
minecraft.dropped.brown_dye: #10, 1(0%)
minecraft.dropped.gray_stained_glass: #10, 1(0%)
minecraft.used.purpur_slab: #10, 1(0%)
minecraft.picked_up.blue_ice: #10, 3(0%)
minecraft.used.purple_stained_glass_pane: #10, 4(0%)
minecraft.used.water_bucket: #11, 2668(4%)
minecraft.custom.interact_with_smithing_table: #11, 33(4%)
minecraft.mined.dispenser: #11, 65(4%)
minecraft.crafted.coal: #11, 4347(4%)
minecraft.mined.brown_mushroom: #11, 85(4%)
minecraft.mined.iron_ore: #11, 3680(4%)
minecraft.used.dark_oak_log: #11, 1145(4%)
minecraft.picked_up.elytra: #11, 57(3%)
minecraft.picked_up.damaged_anvil: #11, 10(4%)
minecraft.crafted.oak_planks: #11, 12148(3%)
minecraft.mined.brewing_stand: #11, 20(4%)
minecraft.picked_up.filled_map: #11, 166(3%)
minecraft.picked_up.warped_trapdoor: #11, 34(4%)
minecraft.picked_up.lantern: #11, 284(3%)
minecraft.picked_up.iron_leggings: #11, 6(3%)
minecraft.picked_up.wither_rose: #11, 202(3%)
minecraft.picked_up.iron_chestplate: #11, 6(3%)
minecraft.dropped.armor_stand: #11, 8(3%)
minecraft.used.bone_meal: #11, 8436(3%)
minecraft.used.dark_oak_stairs: #11, 444(3%)
minecraft.mined.andesite_wall: #11, 62(4%)
minecraft.crafted.dark_oak_stairs: #11, 392(3%)
minecraft.used.cobblestone_wall: #11, 246(2%)
minecraft.picked_up.cyan_shulker_box: #11, 62(3%)
minecraft.dropped.diamond_leggings: #11, 3(3%)
minecraft.mined.cyan_shulker_box: #11, 60(3%)
minecraft.picked_up.crimson_nylium: #11, 213(2%)
minecraft.mined.birch_wall_sign: #11, 36(2%)
minecraft.crafted.dark_oak_trapdoor: #11, 260(2%)
minecraft.used.granite: #11, 784(2%)
minecraft.picked_up.crimson_stem: #11, 505(2%)
minecraft.used.glass_pane: #11, 160(2%)
minecraft.picked_up.spruce_slab: #11, 408(2%)
minecraft.picked_up.lime_concrete: #11, 264(2%)
minecraft.picked_up.polished_andesite_slab: #11, 202(2%)
minecraft.used.birch_sign: #11, 131(2%)
minecraft.mined.crimson_trapdoor: #11, 21(3%)
minecraft.mined.campfire: #11, 28(2%)
minecraft.picked_up.sea_lantern: #11, 370(2%)
minecraft.crafted.birch_sign: #11, 111(2%)
minecraft.used.crimson_trapdoor: #11, 63(3%)
minecraft.crafted.acacia_trapdoor: #11, 204(2%)
minecraft.mined.warped_stem: #11, 614(2%)
minecraft.dropped.blackstone: #11, 244(2%)
minecraft.picked_up.warped_stem: #11, 679(2%)
minecraft.crafted.stone_stairs: #11, 120(2%)
minecraft.mined.oak_sapling: #11, 11(2%)
minecraft.picked_up.mushroom_stem: #11, 350(2%)
minecraft.used.oak_sapling: #11, 639(2%)
minecraft.mined.smooth_quartz: #11, 118(2%)
minecraft.crafted.crimson_slab: #11, 108(2%)
minecraft.crafted.birch_stairs: #11, 104(2%)
minecraft.picked_up.stone_pickaxe: #11, 2(2%)
minecraft.picked_up.blackstone_slab: #11, 80(2%)
minecraft.dropped.iron_ingot: #11, 511(1%)
minecraft.picked_up.light_gray_concrete: #11, 673(1%)
minecraft.used.gold_ore: #11, 6(2%)
minecraft.picked_up.mossy_stone_bricks: #11, 21(1%)
minecraft.picked_up.dark_oak_log: #11, 1228(1%)
minecraft.dropped.bucket: #11, 14(1%)
minecraft.killed.squid: #11, 85(1%)
minecraft.picked_up.cookie: #11, 24(1%)
minecraft.picked_up.dark_oak_door: #11, 8(2%)
minecraft.picked_up.flower_pot: #11, 30(1%)
minecraft.dropped.purpur_block: #11, 16(1%)
minecraft.used.spruce_pressure_plate: #11, 8(1%)
minecraft.dropped.warped_nylium: #11, 5(2%)
minecraft.picked_up.red_bed: #11, 6(1%)
minecraft.mined.iron_door: #11, 4(1%)
minecraft.crafted.tripwire_hook: #11, 34(1%)
minecraft.used.stone_button: #11, 517(1%)
minecraft.crafted.gray_stained_glass_pane: #11, 96(1%)
minecraft.dropped.apple: #11, 15(1%)
minecraft.picked_up.crimson_trapdoor: #11, 21(1%)
minecraft.crafted.tnt: #11, 976(1%)
minecraft.picked_up.acacia_log: #11, 343(1%)
minecraft.crafted.light_blue_shulker_box: #11, 3(1%)
minecraft.crafted.spruce_fence: #11, 207(1%)
minecraft.used.daylight_detector: #11, 11(1%)
minecraft.mined.acacia_log: #11, 284(1%)
minecraft.dropped.white_carpet: #11, 13(1%)
minecraft.picked_up.oxeye_daisy: #11, 141(1%)
minecraft.mined.black_wall_banner: #11, 4(1%)
minecraft.dropped.clay_ball: #11, 8(1%)
minecraft.mined.red_tulip: #11, 7(1%)
minecraft.picked_up.andesite_slab: #11, 97(1%)
minecraft.used.quartz_pillar: #11, 163(1%)
minecraft.crafted.blackstone_slab: #11, 86(1%)
minecraft.picked_up.stripped_warped_stem: #11, 19(1%)
minecraft.mined.gray_stained_glass_pane: #11, 5(1%)
minecraft.picked_up.stone_shovel: #11, 1(1%)
minecraft.dropped.cooked_chicken: #11, 6(1%)
minecraft.mined.stripped_warped_stem: #11, 19(1%)
minecraft.picked_up.book: #11, 284(1%)
minecraft.used.melon: #11, 14(1%)
minecraft.picked_up.polished_blackstone_pressure_plate: #11, 3(1%)
minecraft.picked_up.cornflower: #11, 133(1%)
minecraft.mined.purple_concrete_powder: #11, 1(1%)
minecraft.used.crimson_stairs: #11, 14(1%)
minecraft.picked_up.green_dye: #11, 129(1%)
minecraft.dropped.rotten_flesh: #11, 2920(0%)
minecraft.used.wither_skeleton_skull: #11, 8(1%)
minecraft.crafted.smooth_quartz_stairs: #11, 103(1%)
minecraft.mined.dark_oak_fence_gate: #11, 6(1%)
minecraft.dropped.shroomlight: #11, 10(1%)
minecraft.used.brown_bed: #11, 4(1%)
minecraft.crafted.acacia_slab: #11, 36(1%)
minecraft.used.blackstone_wall: #11, 40(0%)
minecraft.mined.yellow_concrete_powder: #11, 3(1%)
minecraft.dropped.crossbow: #11, 9(0%)
minecraft.picked_up.cyan_wool: #11, 36(0%)
minecraft.picked_up.wooden_sword: #11, 1(1%)
minecraft.crafted.polished_blackstone_pressure_plate: #11, 7(1%)
minecraft.mined.cyan_bed: #11, 6(1%)
minecraft.crafted.purple_stained_glass: #11, 80(0%)
minecraft.picked_up.dark_oak_fence_gate: #11, 7(0%)
minecraft.dropped.iron_axe: #11, 1(0%)
minecraft.mined.lime_bed: #11, 3(1%)
minecraft.mined.dark_oak_wood: #11, 3(0%)
minecraft.custom.interact_with_anvil: #12, 453(4%)
minecraft.used.acacia_stairs: #11, 12(0%)
minecraft.crafted.crossbow: #11, 6(0%)
minecraft.picked_up.dark_oak_wood: #11, 4(0%)
minecraft.mined.spruce_pressure_plate: #11, 1(0%)
minecraft.picked_up.dark_oak_button: #11, 2(0%)
minecraft.dropped.cracked_polished_blackstone_bricks: #11, 2(0%)
minecraft.used.sweet_berries: #11, 35(0%)
minecraft.mined.green_stained_glass: #11, 6(0%)
minecraft.mined.stripped_dark_oak_wood: #11, 3(0%)
minecraft.picked_up.acacia_stairs: #11, 4(0%)
minecraft.dropped.stone_pickaxe: #11, 1(0%)
minecraft.dropped.soul_lantern: #11, 2(0%)
minecraft.custom.deaths: #12, 121(4%)
minecraft.picked_up.green_stained_glass: #11, 6(0%)
minecraft.dropped.gray_wool: #11, 3(0%)
minecraft.picked_up.gray_terracotta: #11, 12(0%)
minecraft.custom.tune_noteblock: #11, 693(0%)
minecraft.picked_up.cyan_stained_glass: #11, 28(0%)
minecraft.mined.blue_ice: #11, 3(0%)
minecraft.used.crimson_hyphae: #11, 5(0%)
minecraft.mined.stripped_oak_wood: #11, 5(0%)
minecraft.picked_up.warped_hyphae: #11, 1(0%)
minecraft.picked_up.stripped_oak_wood: #11, 5(0%)
minecraft.dropped.nether_brick_slab: #11, 3(0%)
minecraft.used.cod: #11, 2(0%)
minecraft.used.acacia_sapling: #11, 6(0%)
minecraft.dropped.acacia_leaves: #11, 2(0%)
minecraft.dropped.melon_slice: #11, 15(0%)
minecraft.crafted.cooked_chicken: #11, 5(0%)
minecraft.used.stripped_oak_wood: #11, 2(0%)
minecraft.dropped.brown_mushroom_block: #11, 1(0%)
minecraft.used.minecart: #12, 130(4%)
minecraft.picked_up.torch: #12, 6314(4%)
minecraft.crafted.flint_and_steel: #12, 11(3%)
minecraft.picked_up.smooth_stone_slab: #12, 964(3%)
minecraft.custom.interact_with_grindstone: #12, 82(3%)
minecraft.mined.mossy_cobblestone: #12, 70(3%)
minecraft.mined.lapis_ore: #12, 514(3%)
minecraft.crafted.diamond_hoe: #12, 3(3%)
minecraft.picked_up.netherite_boots: #12, 16(3%)
minecraft.used.black_shulker_box: #12, 146(3%)
minecraft.crafted.oak_slab: #12, 696(3%)
minecraft.mined.black_shulker_box: #12, 141(3%)
minecraft.picked_up.beef: #12, 750(3%)
minecraft.picked_up.black_shulker_box: #12, 145(3%)
minecraft.picked_up.cactus: #12, 640(2%)
minecraft.picked_up.brewing_stand: #12, 21(3%)
minecraft.dropped.diamond_pickaxe: #12, 8(2%)
minecraft.dropped.firework_rocket: #12, 705(2%)
minecraft.mined.player_head: #12, 33(2%)
minecraft.picked_up.leather_helmet: #12, 32(2%)
minecraft.used.dark_oak_trapdoor: #12, 281(2%)
minecraft.picked_up.bookshelf: #12, 67(2%)
minecraft.custom.player_kills: #12, 24(2%)
minecraft.picked_up.cobblestone_stairs: #12, 45(2%)
minecraft.crafted.dark_oak_slab: #12, 750(2%)
minecraft.crafted.note_block: #12, 120(2%)
minecraft.picked_up.yellow_concrete: #12, 346(2%)
minecraft.used.note_block: #12, 99(2%)
minecraft.dropped.crafting_table: #12, 11(2%)
minecraft.crafted.polished_andesite_slab: #12, 294(2%)
minecraft.crafted.glass_pane: #12, 304(2%)
minecraft.custom.interact_with_blast_furnace: #12, 36(2%)
minecraft.dropped.kelp: #12, 381(2%)
minecraft.crafted.lapis_lazuli: #12, 1080(2%)
minecraft.picked_up.melon_seeds: #12, 17(2%)
minecraft.crafted.stone_brick_slab: #12, 836(2%)
minecraft.crafted.dark_oak_sign: #12, 24(2%)
minecraft.mined.stone_brick_slab: #12, 210(2%)
minecraft.picked_up.iron_pickaxe: #12, 5(2%)
minecraft.dropped.redstone_torch: #12, 20(2%)
minecraft.mined.birch_sign: #12, 10(2%)
minecraft.picked_up.enchanted_book: #12, 33(1%)
minecraft.mined.light_gray_carpet: #12, 77(2%)
minecraft.picked_up.mutton: #12, 82(2%)
minecraft.picked_up.golden_apple: #12, 10(2%)
minecraft.picked_up.crimson_fungus: #12, 70(2%)
minecraft.killed.pig: #12, 14(1%)
minecraft.picked_up.lapis_block: #12, 62(2%)
minecraft.used.brown_terracotta: #12, 585(2%)
minecraft.crafted.spruce_slab: #12, 1248(1%)
minecraft.dropped.item_frame: #12, 14(2%)
minecraft.mined.lily_of_the_valley: #12, 12(2%)
minecraft.crafted.fishing_rod: #12, 4(1%)
minecraft.crafted.jungle_button: #12, 12(2%)
minecraft.dropped.flint: #12, 144(1%)
minecraft.used.golden_apple: #12, 3(2%)
minecraft.crafted.crimson_stairs: #12, 40(2%)
minecraft.dropped.basalt: #12, 108(1%)
minecraft.crafted.iron_door: #12, 12(1%)
minecraft.crafted.birch_trapdoor: #12, 94(1%)
minecraft.mined.red_bed: #12, 6(1%)
minecraft.picked_up.polished_blackstone_button: #12, 5(2%)
minecraft.dropped.trident: #12, 1(2%)
minecraft.picked_up.saddle: #12, 4(1%)
minecraft.crafted.crimson_trapdoor: #12, 50(1%)
minecraft.picked_up.birch_button: #12, 2(1%)
minecraft.picked_up.stone_sword: #12, 12(1%)
minecraft.dropped.smooth_stone: #12, 32(1%)
minecraft.crafted.spruce_button: #12, 37(1%)
minecraft.picked_up.cooked_mutton: #12, 42(1%)
minecraft.crafted.lime_carpet: #12, 120(1%)
minecraft.dropped.nether_quartz_ore: #12, 14(1%)
minecraft.picked_up.wither_skeleton_skull: #12, 8(1%)
minecraft.crafted.warped_fence: #12, 24(1%)
minecraft.picked_up.snowball: #12, 2056(1%)
minecraft.dropped.lilac: #12, 1(1%)
minecraft.dropped.lily_of_the_valley: #12, 1(1%)
minecraft.dropped.orange_terracotta: #12, 25(1%)
minecraft.dropped.ice: #12, 33(1%)
minecraft.dropped.crimson_nylium: #12, 6(1%)
minecraft.mined.melon: #12, 54(1%)
minecraft.dropped.oak_slab: #12, 7(1%)
minecraft.mined.dark_prismarine: #12, 27(1%)
minecraft.dropped.light_gray_terracotta: #12, 8(1%)
minecraft.mined.brown_wool: #12, 8(0%)
minecraft.mined.target: #12, 5(1%)
minecraft.picked_up.target: #12, 5(1%)
minecraft.used.stone_shovel: #12, 160(0%)
minecraft.dropped.pumpkin_seeds: #12, 44(0%)
minecraft.picked_up.bread: #12, 31(0%)
minecraft.killed.wither: #12, 1(0%)
minecraft.dropped.andesite_wall: #12, 3(0%)
minecraft.used.lime_bed: #12, 2(0%)
minecraft.dropped.spruce_sign: #12, 4(0%)
minecraft.mined.light_blue_terracotta: #12, 4(0%)
minecraft.picked_up.lime_bed: #12, 2(0%)
minecraft.killed.wither_skeleton: #12, 81(0%)
minecraft.dropped.poppy: #12, 228(0%)
minecraft.dropped.nether_brick_fence: #12, 1(0%)
