stat, rank, value, (percentage) 
minecraft.picked_up.purpur_stairs: #16, 5(0%)
minecraft.used.jungle_log: #16, 46(0%)
minecraft.dropped.stone_pressure_plate: #16, 2(0%)
minecraft.used.packed_ice: #16, 63(0%)
minecraft.used.andesite_stairs: #16, 5(0%)
minecraft.crafted.flower_pot: #16, 10(0%)
minecraft.used.cyan_concrete: #16, 49(0%)
minecraft.picked_up.phantom_membrane: #16, 9(0%)
minecraft.crafted.dark_oak_fence_gate: #16, 7(0%)
minecraft.picked_up.cooked_cod: #16, 3(0%)
minecraft.dropped.salmon: #16, 1(0%)
minecraft.dropped.sugar_cane: #16, 49(0%)
minecraft.used.red_mushroom: #16, 1(0%)
minecraft.crafted.jungle_button: #16, 1(0%)
minecraft.picked_up.dark_oak_button: #16, 1(0%)
minecraft.killed.blaze: #16, 40(0%)
minecraft.picked_up.blue_wool: #16, 11(0%)
minecraft.used.dark_oak_fence_gate: #16, 5(0%)
minecraft.used.jungle_trapdoor: #16, 5(0%)
minecraft.picked_up.chiseled_stone_bricks: #16, 2(0%)
minecraft.used.dark_prismarine: #16, 28(0%)
minecraft.used.stripped_birch_log: #16, 2(0%)
minecraft.used.melon: #16, 1(0%)
minecraft.picked_up.prismarine_crystals: #16, 12(0%)
minecraft.crafted.spruce_wood: #16, 3(0%)
minecraft.crafted.andesite_slab: #16, 6(0%)
minecraft.dropped.white_dye: #16, 1(0%)
minecraft.picked_up.stone: #17, 99992(3%)
minecraft.picked_up.diorite: #17, 10414(3%)
minecraft.picked_up.granite: #17, 9251(3%)
minecraft.used.crafting_table: #17, 215(3%)
minecraft.mined.crafting_table: #17, 155(2%)
minecraft.picked_up.crafting_table: #17, 163(2%)
minecraft.picked_up.soul_sand: #17, 1213(2%)
minecraft.used.hopper_minecart: #17, 24(2%)
minecraft.crafted.hopper_minecart: #17, 24(2%)
minecraft.crafted.spruce_planks: #17, 9175(2%)
minecraft.picked_up.beacon: #17, 18(1%)
minecraft.picked_up.iron_leggings: #17, 3(1%)
minecraft.crafted.dispenser: #17, 56(1%)
minecraft.used.beacon: #17, 18(1%)
minecraft.crafted.diamond_sword: #17, 2(1%)
minecraft.used.redstone_block: #17, 110(1%)
minecraft.picked_up.flint: #17, 275(1%)
minecraft.picked_up.piston: #17, 75(1%)
minecraft.picked_up.totem_of_undying: #17, 6(1%)
minecraft.picked_up.white_wool: #17, 261(1%)
minecraft.dropped.netherrack: #17, 3698(1%)
minecraft.mined.fire: #17, 145(1%)
minecraft.used.stone_brick_slab: #17, 612(1%)
minecraft.picked_up.smooth_stone_slab: #17, 277(1%)
minecraft.picked_up.spruce_slab: #17, 184(1%)
minecraft.used.light_gray_concrete_powder: #17, 912(1%)
minecraft.used.dark_oak_sign: #17, 9(1%)
minecraft.crafted.light_gray_concrete_powder: #17, 912(1%)
minecraft.used.enchanting_table: #17, 1(1%)
minecraft.crafted.redstone_torch: #17, 570(1%)
minecraft.picked_up.crimson_nylium: #17, 75(1%)
minecraft.crafted.ender_chest: #17, 7(1%)
minecraft.dropped.diamond_leggings: #17, 1(1%)
minecraft.mined.spruce_wall_sign: #17, 3(1%)
minecraft.mined.spruce_fence: #17, 33(1%)
minecraft.picked_up.dark_oak_log: #17, 687(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #17, 18(1%)
minecraft.mined.weeping_vines: #17, 6(1%)
minecraft.picked_up.nether_brick_fence: #17, 10(1%)
minecraft.mined.clay: #17, 140(1%)
minecraft.dropped.red_mushroom: #17, 6(1%)
minecraft.mined.dropper: #17, 13(0%)
minecraft.picked_up.saddle: #17, 2(1%)
minecraft.picked_up.cauldron: #17, 4(1%)
minecraft.picked_up.mycelium: #17, 980(0%)
minecraft.crafted.magenta_dye: #17, 63(1%)
minecraft.mined.sticky_piston: #17, 19(0%)
minecraft.used.end_rod: #17, 64(0%)
minecraft.picked_up.blue_shulker_box: #17, 10(1%)
minecraft.mined.mycelium: #17, 1001(0%)
minecraft.mined.blue_shulker_box: #17, 10(1%)
minecraft.picked_up.dark_oak_trapdoor: #17, 26(0%)
minecraft.picked_up.blue_concrete: #17, 54(0%)
minecraft.picked_up.purpur_block: #17, 33(0%)
minecraft.crafted.cobblestone_slab: #17, 114(0%)
minecraft.custom.interact_with_blast_furnace: #17, 8(0%)
minecraft.used.blue_shulker_box: #17, 9(0%)
minecraft.picked_up.loom: #17, 2(0%)
minecraft.dropped.kelp: #17, 76(0%)
minecraft.used.dark_oak_log: #17, 103(0%)
minecraft.picked_up.jungle_sign: #17, 3(0%)
minecraft.picked_up.light_blue_concrete: #17, 69(0%)
minecraft.picked_up.blaze_rod: #17, 60(0%)
minecraft.used.polished_blackstone_brick_stairs: #17, 22(0%)
minecraft.crafted.yellow_shulker_box: #17, 1(0%)
minecraft.picked_up.flower_pot: #17, 7(0%)
minecraft.dropped.light_gray_stained_glass_pane: #17, 33(0%)
minecraft.crafted.netherite_scrap: #17, 8(0%)
minecraft.mined.purpur_block: #17, 19(0%)
minecraft.used.spruce_fence_gate: #17, 6(0%)
minecraft.mined.polished_andesite: #17, 42(0%)
minecraft.used.spruce_button: #17, 7(0%)
minecraft.dropped.bamboo: #17, 41(0%)
minecraft.picked_up.polished_granite: #17, 12(0%)
minecraft.picked_up.gray_wool: #17, 58(0%)
minecraft.dropped.bucket: #17, 2(0%)
minecraft.mined.polished_blackstone_brick_slab: #17, 9(0%)
minecraft.picked_up.white_concrete_powder: #17, 315(0%)
minecraft.picked_up.cyan_concrete: #17, 48(0%)
minecraft.mined.cyan_concrete: #17, 47(0%)
minecraft.crafted.firework_rocket: #17, 1173(0%)
minecraft.used.yellow_concrete: #17, 34(0%)
minecraft.picked_up.purple_concrete: #17, 4(0%)
minecraft.crafted.filled_map: #17, 3(0%)
minecraft.dropped.cookie: #17, 3(0%)
minecraft.dropped.orange_terracotta: #17, 3(0%)
minecraft.picked_up.brick: #17, 2(0%)
minecraft.picked_up.lime_terracotta: #17, 2(0%)
minecraft.dropped.light_gray_terracotta: #17, 1(0%)
minecraft.picked_up.blaze_powder: #17, 1(0%)
minecraft.mined.purple_concrete: #17, 2(0%)
minecraft.picked_up.snow: #17, 26(0%)
minecraft.mined.light_gray_wool: #17, 1(0%)
minecraft.dropped.golden_sword: #17, 1(0%)
minecraft.dropped.spruce_trapdoor: #17, 1(0%)
minecraft.picked_up.andesite: #18, 10952(3%)
minecraft.mined.iron_ore: #18, 2437(2%)
minecraft.used.item_frame: #18, 228(2%)
minecraft.used.bucket: #18, 2014(2%)
minecraft.used.diamond_sword: #18, 8169(2%)
minecraft.crafted.iron_leggings: #18, 3(2%)
minecraft.crafted.chest: #18, 1164(2%)
minecraft.mined.brown_mushroom: #18, 34(1%)
minecraft.used.stone: #18, 11939(1%)
minecraft.picked_up.red_mushroom: #18, 78(1%)
minecraft.used.spruce_sign: #18, 27(1%)
minecraft.used.painting: #18, 49(1%)
minecraft.picked_up.painting: #18, 42(1%)
minecraft.dropped.diamond_sword: #18, 3(1%)
minecraft.used.splash_potion: #18, 17(1%)
minecraft.crafted.dark_oak_planks: #18, 2084(1%)
minecraft.mined.farmland: #18, 33(1%)
minecraft.dropped.elytra: #18, 2(1%)
minecraft.picked_up.brown_mushroom: #18, 115(1%)
minecraft.picked_up.jungle_planks: #18, 58(1%)
minecraft.crafted.furnace: #18, 74(1%)
minecraft.dropped.golden_helmet: #18, 3(1%)
minecraft.picked_up.ancient_debris: #18, 60(1%)
minecraft.crafted.repeater: #18, 124(1%)
minecraft.mined.spruce_slab: #18, 105(1%)
minecraft.dropped.torch: #18, 159(1%)
minecraft.mined.brewing_stand: #18, 4(1%)
minecraft.mined.cauldron: #18, 2(1%)
minecraft.picked_up.salmon: #18, 9(1%)
minecraft.mined.sea_lantern: #18, 74(1%)
minecraft.picked_up.stripped_spruce_log: #18, 22(1%)
minecraft.picked_up.blast_furnace: #18, 4(1%)
minecraft.picked_up.dropper: #18, 22(1%)
minecraft.crafted.rail: #18, 192(1%)
minecraft.used.cauldron: #18, 5(1%)
minecraft.picked_up.white_banner: #18, 8(0%)
minecraft.picked_up.shulker_shell: #18, 99(0%)
minecraft.crafted.lectern: #18, 5(0%)
minecraft.dropped.bow: #18, 30(0%)
minecraft.dropped.shulker_box: #18, 6(0%)
minecraft.used.dropper: #18, 27(0%)
minecraft.used.oak_log: #18, 186(0%)
minecraft.mined.smooth_stone_slab: #18, 98(0%)
minecraft.mined.bookshelf: #18, 35(0%)
minecraft.mined.stone_brick_stairs: #18, 17(0%)
minecraft.mined.light_blue_shulker_box: #18, 21(0%)
minecraft.dropped.crafting_table: #18, 2(0%)
minecraft.picked_up.diamond_block: #18, 35(0%)
minecraft.picked_up.light_blue_shulker_box: #18, 20(0%)
minecraft.used.iron_trapdoor: #18, 88(0%)
minecraft.picked_up.spruce_fence: #18, 31(0%)
minecraft.crafted.iron_trapdoor: #18, 86(0%)
minecraft.crafted.shulker_box: #18, 18(0%)
minecraft.crafted.bookshelf: #18, 45(0%)
minecraft.mined.nether_brick_fence: #18, 2(0%)
minecraft.crafted.sugar: #18, 32(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #18, 26(0%)
minecraft.crafted.brewing_stand: #18, 2(0%)
minecraft.dropped.crossbow: #18, 3(0%)
minecraft.mined.black_wool: #18, 3(0%)
minecraft.dropped.potion: #18, 5(0%)
minecraft.used.stone_brick_wall: #18, 17(0%)
minecraft.dropped.item_frame: #18, 1(0%)
minecraft.mined.andesite_slab: #18, 6(0%)
minecraft.dropped.stone_bricks: #18, 9(0%)
minecraft.dropped.stone_sword: #18, 1(0%)
minecraft.used.lime_concrete: #18, 14(0%)
minecraft.picked_up.cookie: #18, 1(0%)
minecraft.crafted.grindstone: #18, 2(0%)
minecraft.picked_up.lime_concrete: #18, 5(0%)
minecraft.picked_up.packed_ice: #18, 58(0%)
minecraft.dropped.tnt: #18, 1(0%)
minecraft.dropped.chain: #18, 1(0%)
minecraft.used.potato: #18, 1(0%)
minecraft.mined.lime_concrete: #18, 2(0%)
minecraft.used.cyan_concrete_powder: #18, 2(0%)
minecraft.used.lime_concrete_powder: #18, 1(0%)
minecraft.picked_up.iron_ore: #19, 2416(2%)
minecraft.used.chest: #19, 838(2%)
minecraft.picked_up.gold_ore: #19, 482(2%)
minecraft.picked_up.player_head: #19, 240(1%)
minecraft.picked_up.coal_ore: #19, 1506(2%)
minecraft.mined.oak_sign: #19, 8(1%)
minecraft.mined.anvil: #19, 12(1%)
minecraft.dropped.cobblestone: #19, 2284(1%)
minecraft.crafted.coal: #19, 1205(1%)
minecraft.crafted.stone_bricks: #19, 2540(1%)
minecraft.dropped.firework_rocket: #19, 293(1%)
minecraft.custom.bell_ring: #19, 17(1%)
minecraft.crafted.lapis_block: #19, 165(1%)
minecraft.used.glass: #19, 729(1%)
minecraft.crafted.item_frame: #19, 90(1%)
minecraft.crafted.diamond_chestplate: #19, 1(1%)
minecraft.mined.rail: #19, 241(1%)
minecraft.dropped.andesite: #19, 365(1%)
minecraft.picked_up.white_concrete: #19, 930(1%)
minecraft.mined.gravel: #19, 6004(1%)
minecraft.custom.player_kills: #19, 7(1%)
minecraft.used.comparator: #19, 56(1%)
minecraft.picked_up.emerald: #19, 95(1%)
minecraft.mined.stripped_spruce_log: #19, 20(1%)
minecraft.used.bell: #19, 2(1%)
minecraft.used.tripwire_hook: #19, 4(1%)
minecraft.mined.grindstone: #19, 7(1%)
minecraft.picked_up.iron_door: #19, 3(1%)
minecraft.used.white_concrete: #19, 1340(0%)
minecraft.mined.white_concrete: #19, 955(0%)
minecraft.picked_up.brewing_stand: #19, 4(1%)
minecraft.mined.powered_rail: #19, 38(0%)
minecraft.custom.pot_flower: #19, 7(0%)
minecraft.picked_up.stone_brick_stairs: #19, 34(0%)
minecraft.crafted.note_block: #19, 23(0%)
minecraft.picked_up.grindstone: #19, 8(0%)
minecraft.used.light_blue_shulker_box: #19, 20(0%)
minecraft.crafted.ender_eye: #19, 7(0%)
minecraft.mined.stone_slab: #19, 39(0%)
minecraft.mined.stone_stairs: #19, 10(0%)
minecraft.killed.pig: #19, 3(0%)
minecraft.dropped.ender_pearl: #19, 1079(0%)
minecraft.used.iron_door: #19, 3(0%)
minecraft.mined.smithing_table: #19, 2(0%)
minecraft.dropped.leather_chestplate: #19, 1(0%)
minecraft.dropped.golden_chestplate: #19, 1(0%)
minecraft.picked_up.tnt: #19, 45(0%)
minecraft.dropped.golden_leggings: #19, 1(0%)
minecraft.dropped.golden_boots: #19, 1(0%)
minecraft.crafted.cauldron: #19, 3(0%)
minecraft.used.stone_pressure_plate: #19, 3(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #19, 8(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #19, 20(0%)
minecraft.dropped.minecart: #19, 1(0%)
minecraft.mined.gray_concrete_powder: #19, 8(0%)
minecraft.mined.white_concrete_powder: #19, 6(0%)
minecraft.picked_up.purpur_pillar: #19, 3(0%)
minecraft.dropped.mycelium: #19, 28(0%)
minecraft.picked_up.stone_sword: #19, 1(0%)
minecraft.dropped.cactus: #19, 8(0%)
minecraft.picked_up.purpur_slab: #19, 1(0%)
minecraft.crafted.tnt: #19, 77(0%)
minecraft.picked_up.iron_ingot: #19, 562(0%)
minecraft.dropped.sandstone: #19, 9(0%)
minecraft.dropped.poppy: #19, 66(0%)
minecraft.used.polished_blackstone_brick_slab: #19, 10(0%)
minecraft.picked_up.wet_sponge: #19, 3(0%)
minecraft.killed.wither_skeleton: #19, 7(0%)
minecraft.dropped.cyan_terracotta: #19, 1(0%)
minecraft.used.black_wool: #19, 4(0%)
minecraft.used.sponge: #19, 1(0%)
minecraft.mined.coal_ore: #20, 5203(2%)
minecraft.picked_up.coal: #20, 7376(2%)
minecraft.mined.lapis_ore: #20, 270(1%)
minecraft.picked_up.lapis_lazuli: #20, 1945(1%)
minecraft.picked_up.gravel: #20, 7322(1%)
minecraft.dropped.dirt: #20, 920(1%)
minecraft.used.minecart: #20, 32(1%)
minecraft.picked_up.diamond_leggings: #20, 4(1%)
minecraft.picked_up.anvil: #20, 15(1%)
minecraft.used.anvil: #20, 26(1%)
minecraft.used.brewing_stand: #20, 5(1%)
minecraft.used.rail: #20, 346(1%)
minecraft.crafted.diamond_helmet: #20, 1(1%)
minecraft.mined.stone_button: #20, 14(1%)
minecraft.crafted.redstone: #20, 1800(1%)
minecraft.used.stone_bricks: #20, 1531(1%)
minecraft.picked_up.spruce_planks: #20, 169(1%)
minecraft.picked_up.name_tag: #20, 6(1%)
minecraft.mined.redstone_block: #20, 20(0%)
minecraft.crafted.painting: #20, 5(1%)
minecraft.picked_up.red_concrete: #20, 81(0%)
minecraft.picked_up.powered_rail: #20, 61(0%)
minecraft.crafted.white_shulker_box: #20, 1(0%)
minecraft.crafted.anvil: #20, 16(0%)
minecraft.used.sticky_piston: #20, 35(0%)
minecraft.picked_up.sticky_piston: #20, 18(0%)
minecraft.crafted.stone_pressure_plate: #20, 10(0%)
minecraft.mined.stone_pressure_plate: #20, 2(0%)
minecraft.mined.crimson_nylium: #20, 32(0%)
minecraft.picked_up.light_gray_concrete: #20, 167(0%)
minecraft.mined.iron_trapdoor: #20, 16(0%)
minecraft.used.spruce_fence: #20, 63(0%)
minecraft.mined.cobblestone_slab: #20, 10(0%)
minecraft.mined.red_mushroom_block: #20, 90(0%)
minecraft.mined.cobblestone_wall: #20, 5(0%)
minecraft.crafted.sticky_piston: #20, 18(0%)
minecraft.used.grindstone: #20, 9(0%)
minecraft.killed.bat: #20, 3(0%)
minecraft.used.smithing_table: #20, 3(0%)
minecraft.picked_up.polished_andesite: #20, 41(0%)
minecraft.dropped.sand: #20, 117(0%)
minecraft.used.white_concrete_powder: #20, 513(0%)
minecraft.mined.end_rod: #20, 22(0%)
minecraft.used.cobblestone_slab: #20, 37(0%)
minecraft.dropped.oak_fence: #20, 1(0%)
minecraft.dropped.golden_carrot: #20, 9(0%)
minecraft.dropped.gold_nugget: #20, 16(0%)
minecraft.used.white_wool: #20, 26(0%)
minecraft.dropped.brown_mushroom: #20, 2(0%)
minecraft.used.stone_brick_stairs: #20, 11(0%)
minecraft.used.cobblestone_wall: #20, 5(0%)
minecraft.dropped.rotten_flesh: #20, 232(0%)
minecraft.dropped.paper: #20, 11(0%)
minecraft.dropped.diamond_block: #20, 1(0%)
minecraft.crafted.blaze_powder: #20, 22(0%)
minecraft.killed.phantom: #20, 1(0%)
minecraft.mined.light_blue_concrete: #20, 7(0%)
minecraft.dropped.coal_ore: #20, 1(0%)
minecraft.dropped.quartz: #20, 1(0%)
minecraft.picked_up.mushroom_stem: #20, 2(0%)
minecraft.dropped.cooked_porkchop: #20, 1(0%)
minecraft.picked_up.ice: #20, 2(0%)
minecraft.mined.packed_ice: #20, 1(0%)
minecraft.killed.zombified_piglin: #20, 2(0%)
minecraft.mined.gold_ore: #21, 421(1%)
minecraft.custom.drop: #21, 2481(1%)
minecraft.used.water_bucket: #21, 676(1%)
minecraft.picked_up.minecart: #21, 41(1%)
minecraft.picked_up.diamond_sword: #21, 9(1%)
minecraft.dropped.diamond_pickaxe: #21, 3(1%)
minecraft.used.diorite: #21, 193(1%)
minecraft.crafted.diamond_leggings: #21, 1(1%)
minecraft.killed.spider: #21, 27(1%)
minecraft.mined.composter: #21, 7(1%)
minecraft.picked_up.diamond_shovel: #21, 6(1%)
minecraft.picked_up.rail: #21, 290(1%)
minecraft.used.piston: #21, 86(1%)
minecraft.dropped.diorite: #21, 401(1%)
minecraft.crafted.diamond_axe: #21, 1(0%)
minecraft.crafted.comparator: #21, 44(0%)
minecraft.crafted.minecart: #21, 20(0%)
minecraft.mined.observer: #21, 30(0%)
minecraft.used.gravel: #21, 214(0%)
minecraft.crafted.diamond_boots: #21, 1(0%)
minecraft.used.redstone_ore: #21, 99(0%)
minecraft.mined.comparator: #21, 8(0%)
minecraft.crafted.spruce_sign: #21, 9(0%)
minecraft.picked_up.observer: #21, 29(0%)
minecraft.picked_up.redstone_ore: #21, 141(0%)
minecraft.picked_up.iron_trapdoor: #21, 23(0%)
minecraft.dropped.bone_meal: #21, 66(0%)
minecraft.used.iron_ore: #21, 2(0%)
minecraft.crafted.campfire: #21, 9(0%)
minecraft.crafted.powered_rail: #21, 42(0%)
minecraft.killed.piglin: #21, 4(0%)
minecraft.dropped.birch_planks: #21, 5(0%)
minecraft.used.sea_lantern: #21, 117(0%)
minecraft.mined.white_wool: #21, 8(0%)
minecraft.picked_up.smithing_table: #21, 2(0%)
minecraft.dropped.grass_block: #21, 54(0%)
minecraft.crafted.dropper: #21, 15(0%)
minecraft.crafted.netherite_ingot: #21, 2(0%)
minecraft.used.diamond_block: #21, 14(0%)
minecraft.picked_up.end_rod: #21, 24(0%)
minecraft.dropped.magma_cream: #21, 2(0%)
minecraft.used.flower_pot: #21, 3(0%)
minecraft.mined.mushroom_stem: #21, 15(0%)
minecraft.picked_up.stripped_oak_log: #21, 4(0%)
minecraft.mined.stripped_oak_log: #21, 4(0%)
minecraft.used.spruce_planks: #21, 42(0%)
minecraft.picked_up.diamond_ore: #21, 15(0%)
minecraft.crafted.tripwire_hook: #21, 2(0%)
minecraft.crafted.smithing_table: #21, 1(0%)
minecraft.used.stone_button: #21, 24(0%)
minecraft.used.smooth_stone_slab: #21, 78(0%)
minecraft.picked_up.bookshelf: #21, 1(0%)
minecraft.picked_up.gold_nugget: #21, 167(0%)
minecraft.crafted.birch_trapdoor: #21, 2(0%)
minecraft.dropped.iron_ore: #21, 2(0%)
minecraft.dropped.slime_ball: #21, 1(0%)
minecraft.dropped.basalt: #21, 1(0%)
minecraft.picked_up.brown_concrete_powder: #21, 1(0%)
minecraft.dropped.carrot: #21, 4(0%)
minecraft.crafted.brick: #21, 20(0%)
minecraft.used.ice: #21, 1(0%)
minecraft.killed.witch: #21, 2(0%)
minecraft.mined.ice: #21, 2(0%)
minecraft.killed.zombie_villager: #22, 6(1%)
minecraft.crafted.coal_block: #22, 357(1%)
minecraft.killed.creeper: #22, 66(1%)
minecraft.dropped.gravel: #22, 163(0%)
minecraft.dropped.stone: #22, 1140(0%)
minecraft.mined.bell: #22, 1(0%)
minecraft.used.diamond_shovel: #22, 11648(0%)
minecraft.dropped.granite: #22, 178(0%)
minecraft.used.powered_rail: #22, 67(0%)
minecraft.dropped.leather_leggings: #22, 1(0%)
minecraft.used.spruce_slab: #22, 115(0%)
minecraft.used.ender_chest: #22, 31(0%)
minecraft.used.bookshelf: #22, 35(0%)
minecraft.picked_up.stone_slab: #22, 52(0%)
minecraft.picked_up.ender_chest: #22, 24(0%)
minecraft.dropped.player_head: #22, 3(0%)
minecraft.mined.nether_gold_ore: #22, 14(0%)
minecraft.dropped.diamond: #22, 19(0%)
minecraft.dropped.rail: #22, 8(0%)
minecraft.mined.ender_chest: #22, 20(0%)
minecraft.picked_up.bell: #22, 1(0%)
minecraft.used.lectern: #22, 9(0%)
minecraft.picked_up.gunpowder: #22, 124(0%)
minecraft.dropped.coal: #22, 5(0%)
minecraft.crafted.observer: #22, 12(0%)
minecraft.mined.lectern: #22, 4(0%)
minecraft.picked_up.lectern: #22, 4(0%)
minecraft.dropped.string: #22, 11(0%)
minecraft.picked_up.nether_gold_ore: #22, 4(0%)
minecraft.used.diamond_ore: #22, 9(0%)
minecraft.mined.tnt: #22, 4(0%)
minecraft.picked_up.cod: #22, 14(0%)
minecraft.crafted.stone_button: #22, 12(0%)
minecraft.used.brown_concrete_powder: #22, 1(0%)
minecraft.crafted.diamond_pickaxe: #23, 4(1%)
minecraft.crafted.diamond_shovel: #23, 2(1%)
minecraft.picked_up.diamond_axe: #23, 3(1%)
minecraft.picked_up.comparator: #23, 12(0%)
minecraft.picked_up.redstone_block: #23, 21(0%)
minecraft.mined.spruce_planks: #23, 36(0%)
minecraft.used.observer: #23, 39(0%)
minecraft.crafted.piston: #23, 31(0%)
minecraft.mined.brown_mushroom_block: #23, 45(0%)
minecraft.crafted.spruce_fence: #23, 18(0%)
minecraft.crafted.stone_slab: #23, 48(0%)
minecraft.crafted.white_concrete_powder: #23, 64(0%)
minecraft.dropped.spruce_planks: #23, 1(0%)
minecraft.mined.diamond_block: #23, 1(0%)
minecraft.dropped.redstone: #23, 1(0%)
minecraft.picked_up.redstone: #24, 5268(1%)
minecraft.mined.redstone_ore: #24, 927(1%)
minecraft.crafted.redstone_block: #24, 418(1%)
minecraft.picked_up.diamond_helmet: #24, 2(0%)
minecraft.picked_up.diamond_pickaxe: #24, 5(0%)
minecraft.picked_up.diamond: #24, 206(0%)
minecraft.used.diamond_axe: #24, 1962(0%)
minecraft.mined.diamond_ore: #24, 98(0%)
minecraft.crafted.diamond_block: #24, 19(0%)
minecraft.used.diamond_pickaxe: #24, 12958(0%)
minecraft.crafted.diamond: #24, 45(0%)
minecraft.dropped.iron_ingot: #24, 6(0%)
minecraft.picked_up.diamond_boots: #25, 2(0%)
minecraft.custom.fly_one_cm: #28, 42031140(1%)
minecraft.custom.time_since_death: #30, 562471(0%)
minecraft.custom.time_since_rest: #42, 8075(0%)
