stat, rank, value, (percentage) 
minecraft.killed.pillager: #1, 33729(96%)
minecraft.picked_up.leather_chestplate: #19, 10(2%)
minecraft.crafted.diamond_leggings: #19, 2(2%)
minecraft.used.white_bed: #19, 50(1%)
minecraft.mined.dandelion: #19, 55(1%)
minecraft.dropped.iron_shovel: #19, 2(1%)
minecraft.picked_up.gravel: #19, 7472(1%)
minecraft.mined.cobweb: #19, 79(1%)
minecraft.picked_up.grass_block: #19, 5696(1%)
minecraft.mined.oak_slab: #19, 45(1%)
minecraft.mined.farmland: #19, 27(1%)
minecraft.picked_up.apple: #19, 64(1%)
minecraft.dropped.gravel: #19, 259(1%)
minecraft.used.spruce_trapdoor: #19, 324(1%)
minecraft.dropped.cooked_beef: #19, 28(1%)
minecraft.picked_up.birch_sapling: #19, 115(1%)
minecraft.picked_up.oak_sapling: #19, 431(1%)
minecraft.picked_up.shears: #19, 7(1%)
minecraft.used.andesite: #19, 558(1%)
minecraft.picked_up.cooked_porkchop: #19, 74(1%)
minecraft.mined.crimson_fungus: #19, 6(1%)
minecraft.crafted.glass_pane: #19, 96(1%)
minecraft.picked_up.poppy: #19, 255(1%)
minecraft.mined.vine: #19, 136(0%)
minecraft.used.string: #19, 76(0%)
minecraft.mined.birch_leaves: #19, 507(0%)
minecraft.crafted.lead: #19, 4(0%)
minecraft.picked_up.cracked_stone_bricks: #19, 14(0%)
minecraft.picked_up.nether_gold_ore: #19, 21(0%)
minecraft.used.stone_brick_stairs: #19, 51(0%)
minecraft.mined.hay_block: #19, 5(0%)
minecraft.dropped.filled_map: #19, 3(0%)
minecraft.picked_up.white_carpet: #19, 33(0%)
minecraft.picked_up.dandelion: #19, 84(0%)
minecraft.picked_up.warped_wart_block: #19, 240(0%)
minecraft.used.stone_pickaxe: #19, 79(0%)
minecraft.used.basalt: #19, 101(0%)
minecraft.dropped.gold_ingot: #19, 11(0%)
minecraft.used.gold_ore: #19, 1(0%)
minecraft.picked_up.detector_rail: #19, 1(0%)
minecraft.dropped.birch_sapling: #19, 3(0%)
minecraft.used.soul_lantern: #19, 6(0%)
minecraft.used.cooked_porkchop: #19, 24(0%)
minecraft.mined.rose_bush: #19, 2(0%)
minecraft.dropped.jungle_planks: #19, 4(0%)
minecraft.used.spruce_button: #19, 5(0%)
minecraft.used.lilac: #19, 1(0%)
minecraft.picked_up.nether_wart: #19, 194(0%)
minecraft.picked_up.birch_leaves: #19, 104(0%)
minecraft.dropped.chest: #19, 2(0%)
minecraft.picked_up.lapis_block: #19, 5(0%)
minecraft.picked_up.clay: #19, 18(0%)
minecraft.picked_up.coal_block: #19, 8(0%)
minecraft.dropped.gold_nugget: #19, 18(0%)
minecraft.mined.warped_slab: #19, 1(0%)
minecraft.mined.polished_granite: #19, 3(0%)
minecraft.picked_up.spruce_fence_gate: #19, 1(0%)
minecraft.used.blue_concrete_powder: #19, 18(0%)
minecraft.dropped.crimson_roots: #19, 2(0%)
minecraft.dropped.ladder: #19, 1(0%)
minecraft.crafted.blue_concrete_powder: #19, 16(0%)
minecraft.picked_up.polished_granite: #19, 4(0%)
minecraft.dropped.sugar_cane: #19, 20(0%)
minecraft.mined.smooth_sandstone_slab: #19, 2(0%)
minecraft.picked_up.smooth_sandstone_slab: #19, 2(0%)
minecraft.used.birch_leaves: #19, 12(0%)
minecraft.mined.black_carpet: #19, 4(0%)
minecraft.used.black_stained_glass_pane: #19, 2(0%)
minecraft.crafted.torch: #20, 6676(2%)
minecraft.picked_up.gold_ore: #20, 481(2%)
minecraft.picked_up.iron_leggings: #20, 3(1%)
minecraft.used.stone: #20, 9539(1%)
minecraft.mined.poppy: #20, 66(1%)
minecraft.picked_up.spruce_door: #20, 5(1%)
minecraft.killed_by.skeleton: #20, 1(1%)
minecraft.used.wooden_pickaxe: #20, 5(1%)
minecraft.mined.spruce_sign: #20, 2(1%)
minecraft.crafted.furnace: #20, 67(1%)
minecraft.broken.iron_axe: #20, 1(1%)
minecraft.killed.cow: #20, 67(1%)
minecraft.used.iron_axe: #20, 303(1%)
minecraft.crafted.oak_door: #20, 3(1%)
minecraft.mined.crimson_roots: #20, 21(1%)
minecraft.crafted.spruce_trapdoor: #20, 186(1%)
minecraft.used.white_shulker_box: #20, 27(1%)
minecraft.picked_up.white_shulker_box: #20, 26(0%)
minecraft.mined.white_shulker_box: #20, 25(0%)
minecraft.crafted.campfire: #20, 16(0%)
minecraft.killed.wandering_trader: #20, 1(0%)
minecraft.mined.weeping_vines_plant: #20, 5(0%)
minecraft.picked_up.vine: #20, 48(0%)
minecraft.picked_up.enchanted_book: #20, 6(0%)
minecraft.picked_up.jungle_planks: #20, 17(0%)
minecraft.picked_up.soul_lantern: #20, 6(0%)
minecraft.picked_up.lilac: #20, 9(0%)
minecraft.used.cracked_stone_bricks: #20, 15(0%)
minecraft.crafted.spruce_door: #20, 3(0%)
minecraft.mined.warped_stem: #20, 75(0%)
minecraft.mined.grass_path: #20, 32(0%)
minecraft.picked_up.campfire: #20, 5(0%)
minecraft.picked_up.hay_block: #20, 6(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #20, 8(0%)
minecraft.picked_up.jungle_log: #20, 153(0%)
minecraft.used.bread: #20, 4(0%)
minecraft.picked_up.lily_pad: #20, 3(0%)
minecraft.dropped.spruce_sapling: #20, 1(0%)
minecraft.picked_up.spruce_leaves: #20, 108(0%)
minecraft.killed.hoglin: #20, 7(0%)
minecraft.picked_up.jungle_sapling: #20, 3(0%)
minecraft.picked_up.black_concrete_powder: #20, 37(0%)
minecraft.picked_up.fern: #20, 4(0%)
minecraft.picked_up.gray_concrete_powder: #20, 44(0%)
minecraft.dropped.basalt: #20, 3(0%)
minecraft.used.polished_blackstone_brick_slab: #20, 8(0%)
minecraft.crafted.spruce_button: #20, 1(0%)
minecraft.dropped.white_wool: #20, 1(0%)
minecraft.used.polished_granite: #20, 1(0%)
minecraft.picked_up.podzol: #20, 6(0%)
minecraft.crafted.wooden_pickaxe: #21, 1(3%)
minecraft.picked_up.oak_fence: #21, 109(2%)
minecraft.used.cobblestone: #21, 3068(2%)
minecraft.crafted.diamond_chestplate: #21, 1(1%)
minecraft.killed_by.creeper: #21, 1(1%)
minecraft.picked_up.oak_slab: #21, 43(1%)
minecraft.picked_up.blackstone: #21, 1419(1%)
minecraft.picked_up.weeping_vines: #21, 20(0%)
minecraft.mined.crimson_stem: #21, 68(0%)
minecraft.custom.bell_ring: #21, 6(0%)
minecraft.crafted.lectern: #21, 4(0%)
minecraft.used.oak_log: #21, 151(0%)
minecraft.picked_up.clay_ball: #21, 96(0%)
minecraft.mined.clay: #21, 47(0%)
minecraft.picked_up.charcoal: #21, 2(0%)
minecraft.mined.green_shulker_box: #21, 4(0%)
minecraft.picked_up.green_shulker_box: #21, 4(0%)
minecraft.mined.bamboo: #21, 21(0%)
minecraft.picked_up.jungle_sign: #21, 1(0%)
minecraft.crafted.red_carpet: #21, 24(0%)
minecraft.used.bamboo: #21, 15(0%)
minecraft.mined.coarse_dirt: #21, 27(0%)
minecraft.mined.spruce_leaves: #21, 121(0%)
minecraft.mined.fern: #21, 4(0%)
minecraft.used.coarse_dirt: #21, 53(0%)
minecraft.crafted.blast_furnace: #21, 1(0%)
minecraft.used.spruce_fence_gate: #21, 1(0%)
minecraft.dropped.paper: #21, 11(0%)
minecraft.crafted.dark_oak_fence: #21, 3(0%)
minecraft.mined.podzol: #21, 8(0%)
minecraft.mined.wall_torch: #22, 242(1%)
minecraft.picked_up.oak_planks: #22, 218(1%)
minecraft.picked_up.iron_shovel: #22, 2(1%)
minecraft.mined.oak_sapling: #22, 2(0%)
minecraft.crafted.oak_stairs: #22, 8(0%)
minecraft.picked_up.porkchop: #22, 4(0%)
minecraft.picked_up.bee_nest: #22, 1(0%)
minecraft.used.green_shulker_box: #22, 3(0%)
minecraft.crafted.coarse_dirt: #22, 100(0%)
minecraft.mined.spruce_log: #22, 142(0%)
minecraft.dropped.oak_fence: #22, 1(0%)
minecraft.picked_up.bamboo: #22, 149(0%)
minecraft.used.red_carpet: #22, 8(0%)
minecraft.picked_up.gold_nugget: #22, 101(0%)
minecraft.killed.cave_spider: #22, 1(0%)
minecraft.crafted.iron_axe: #23, 2(1%)
minecraft.used.lantern: #23, 61(0%)
minecraft.used.spruce_log: #23, 116(0%)
minecraft.mined.oak_planks: #23, 36(0%)
minecraft.picked_up.leather: #23, 118(0%)
minecraft.mined.lantern: #23, 7(0%)
minecraft.picked_up.beef: #23, 71(0%)
minecraft.picked_up.spruce_log: #23, 396(0%)
minecraft.mined.bee_nest: #23, 1(0%)
minecraft.used.campfire: #23, 5(0%)
minecraft.used.rose_bush: #23, 2(0%)
minecraft.picked_up.rose_bush: #23, 8(0%)
minecraft.picked_up.coarse_dirt: #23, 12(0%)
minecraft.picked_up.gray_shulker_box: #23, 1(0%)
minecraft.picked_up.spruce_sapling: #23, 2(0%)
minecraft.used.birch_log: #23, 1(0%)
minecraft.crafted.air: #23, 0(0%)
minecraft.killed.pig: #24, 1(0%)
minecraft.custom.time_since_rest: #31, 30964(0%)
minecraft.custom.time_since_death: #39, 202626(0%)
