stat, rank, value, (percentage) 
minecraft.crafted.cobblestone_wall: #12, 36(1%)
minecraft.mined.polished_andesite: #12, 19(1%)
minecraft.picked_up.packed_ice: #12, 242(1%)
minecraft.mined.packed_ice: #12, 231(1%)
minecraft.picked_up.polished_deepslate_stairs: #12, 18(1%)
minecraft.mined.diamond_block: #12, 10(1%)
minecraft.mined.black_wool: #12, 4(1%)
minecraft.picked_up.cobbled_deepslate_wall: #12, 5(1%)
minecraft.used.crimson_nylium: #12, 6(1%)
minecraft.killed.pillager: #12, 21(1%)
minecraft.used.cobweb: #12, 4(1%)
minecraft.used.nether_bricks: #12, 22(1%)
minecraft.picked_up.stripped_spruce_log: #12, 25(1%)
minecraft.crafted.jungle_sign: #12, 3(1%)
minecraft.mined.stripped_spruce_log: #12, 26(1%)
minecraft.picked_up.smooth_sandstone_slab: #12, 8(1%)
minecraft.used.warped_fence: #12, 3(1%)
minecraft.mined.soul_soil: #12, 45(0%)
minecraft.used.acacia_sapling: #12, 17(1%)
minecraft.used.birch_log: #12, 28(0%)
minecraft.crafted.cobbled_deepslate_wall: #12, 6(1%)
minecraft.dropped.pumpkin_seeds: #12, 13(0%)
minecraft.mined.big_dripleaf: #12, 1(1%)
minecraft.picked_up.nether_gold_ore: #12, 7(0%)
minecraft.used.birch_leaves: #12, 40(0%)
minecraft.used.warped_planks: #12, 20(0%)
minecraft.used.dark_oak_wood: #12, 32(1%)
minecraft.mined.blackstone_slab: #12, 1(1%)
minecraft.used.melon_seeds: #12, 3(0%)
minecraft.used.jungle_trapdoor: #12, 14(0%)
minecraft.picked_up.mushroom_stem: #12, 13(0%)
minecraft.picked_up.jungle_fence: #12, 2(0%)
minecraft.picked_up.oxidized_copper: #12, 46(0%)
minecraft.mined.melon: #12, 8(0%)
minecraft.mined.horn_coral_fan: #12, 1(0%)
minecraft.mined.glass_pane: #12, 2(0%)
minecraft.mined.tube_coral: #12, 1(0%)
minecraft.mined.snow_block: #12, 15(0%)
minecraft.used.birch_wood: #12, 3(0%)
minecraft.used.powder_snow_bucket: #12, 2(0%)
minecraft.crafted.jungle_trapdoor: #12, 6(0%)
minecraft.used.acacia_planks: #12, 6(0%)
minecraft.crafted.spruce_wood: #12, 6(0%)
minecraft.picked_up.rabbit: #12, 1(0%)
minecraft.mined.tube_coral_wall_fan: #12, 1(0%)
minecraft.dropped.stone_brick_slab: #12, 1(0%)
minecraft.crafted.daylight_detector: #12, 1(0%)
minecraft.dropped.snow_block: #12, 2(0%)
minecraft.used.torch: #13, 6026(3%)
minecraft.picked_up.lead: #13, 84(4%)
minecraft.mined.deepslate_lapis_ore: #13, 42(3%)
minecraft.mined.andesite: #13, 4880(3%)
minecraft.custom.swim_one_cm: #13, 1345929(3%)
minecraft.crafted.diamond_leggings: #13, 2(3%)
minecraft.picked_up.birch_log: #13, 1095(3%)
minecraft.custom.pot_flower: #13, 18(3%)
minecraft.picked_up.basalt: #13, 2189(3%)
minecraft.used.player_head: #13, 28(2%)
minecraft.mined.oak_wall_sign: #13, 8(3%)
minecraft.picked_up.string: #13, 425(2%)
minecraft.mined.nether_quartz_ore: #13, 751(2%)
minecraft.picked_up.raw_copper: #13, 2612(2%)
minecraft.dropped.diamond_boots: #13, 2(3%)
minecraft.crafted.iron_nugget: #13, 1702(2%)
minecraft.custom.player_kills: #13, 3(2%)
minecraft.mined.moss_carpet: #13, 158(2%)
minecraft.mined.sugar_cane: #13, 931(2%)
minecraft.picked_up.spyglass: #13, 2(2%)
minecraft.mined.nether_gold_ore: #13, 63(2%)
minecraft.crafted.coal: #13, 999(2%)
minecraft.picked_up.player_head: #13, 132(1%)
minecraft.picked_up.mutton: #13, 13(2%)
minecraft.picked_up.stone_bricks: #13, 425(1%)
minecraft.picked_up.gunpowder: #13, 261(1%)
minecraft.used.lead: #13, 2(2%)
minecraft.mined.oak_stairs: #13, 12(1%)
minecraft.picked_up.shears: #13, 9(2%)
minecraft.picked_up.lilac: #13, 23(1%)
minecraft.picked_up.deepslate_iron_ore: #13, 39(1%)
minecraft.dropped.diamond_shovel: #13, 2(2%)
minecraft.picked_up.dark_oak_sapling: #13, 83(1%)
minecraft.picked_up.potato: #13, 816(1%)
minecraft.picked_up.peony: #13, 18(1%)
minecraft.dropped.potion: #13, 7(1%)
minecraft.used.dark_oak_log: #13, 238(1%)
minecraft.used.birch_sapling: #13, 46(1%)
minecraft.mined.lily_of_the_valley: #13, 3(1%)
minecraft.used.spyglass: #13, 43(1%)
minecraft.mined.stone_slab: #13, 47(1%)
minecraft.used.copper_ore: #13, 75(1%)
minecraft.mined.dark_oak_sapling: #13, 2(2%)
minecraft.used.sunflower: #13, 2(1%)
minecraft.used.loom: #13, 2(1%)
minecraft.picked_up.nether_bricks: #13, 62(1%)
minecraft.mined.nether_bricks: #13, 62(1%)
minecraft.picked_up.deepslate_diamond_ore: #13, 9(1%)
minecraft.picked_up.bucket: #13, 11(1%)
minecraft.mined.white_stained_glass_pane: #13, 3(1%)
minecraft.dropped.iron_ore: #13, 8(1%)
minecraft.used.dark_oak_sapling: #13, 31(1%)
minecraft.used.shield: #13, 40(1%)
minecraft.dropped.dark_oak_sign: #13, 1(1%)
minecraft.picked_up.pumpkin: #13, 92(1%)
minecraft.mined.loom: #13, 1(1%)
minecraft.dropped.player_head: #13, 24(1%)
minecraft.killed.wither: #13, 1(1%)
minecraft.crafted.armor_stand: #13, 6(1%)
minecraft.custom.damage_blocked_by_shield: #13, 1535(1%)
minecraft.picked_up.deepslate_tile_wall: #13, 7(1%)
minecraft.used.cornflower: #13, 1(1%)
minecraft.picked_up.warped_slab: #13, 3(1%)
minecraft.dropped.flowering_azalea: #13, 2(1%)
minecraft.mined.mushroom_stem: #13, 17(0%)
minecraft.crafted.dark_oak_wood: #13, 36(1%)
minecraft.picked_up.loom: #13, 1(1%)
minecraft.used.vine: #13, 8(0%)
minecraft.used.cauldron: #13, 12(0%)
minecraft.used.podzol: #13, 11(0%)
minecraft.dropped.oak_trapdoor: #13, 1(0%)
minecraft.picked_up.light_gray_wool: #13, 11(0%)
minecraft.custom.bell_ring: #13, 3(0%)
minecraft.crafted.pumpkin_seeds: #13, 4(0%)
minecraft.crafted.warped_fence: #13, 3(0%)
minecraft.picked_up.sea_pickle: #13, 41(0%)
minecraft.picked_up.quartz_block: #13, 9(0%)
minecraft.picked_up.lectern: #13, 11(0%)
minecraft.picked_up.seagrass: #13, 5(0%)
minecraft.crafted.deepslate_tiles: #13, 21(0%)
minecraft.mined.lectern: #13, 9(0%)
minecraft.crafted.brick: #13, 116(0%)
minecraft.picked_up.sugar: #13, 1(0%)
minecraft.picked_up.rabbit_hide: #13, 1(0%)
minecraft.mined.polished_diorite: #13, 1(0%)
minecraft.used.quartz_block: #13, 4(0%)
minecraft.picked_up.tube_coral_fan: #13, 1(0%)
minecraft.picked_up.beetroot: #13, 2(0%)
minecraft.dropped.cobblestone_slab: #13, 1(0%)
minecraft.picked_up.redstone: #14, 4824(3%)
minecraft.picked_up.diamond_shovel: #14, 14(2%)
minecraft.picked_up.spruce_planks: #14, 382(2%)
minecraft.mined.tall_grass: #14, 284(2%)
minecraft.used.stone: #14, 10778(2%)
minecraft.dropped.diorite: #14, 453(2%)
minecraft.picked_up.coal_ore: #14, 734(2%)
minecraft.used.oak_sign: #14, 35(2%)
minecraft.used.cobblestone_stairs: #14, 54(2%)
minecraft.mined.mossy_cobblestone: #14, 55(2%)
minecraft.mined.deepslate_diamond_ore: #14, 45(2%)
minecraft.picked_up.iron_horse_armor: #14, 1(3%)
minecraft.picked_up.apple: #14, 85(2%)
minecraft.killed.bat: #14, 6(2%)
minecraft.killed.player: #14, 3(2%)
minecraft.crafted.oak_trapdoor: #14, 56(2%)
minecraft.picked_up.dark_oak_boat: #14, 6(2%)
minecraft.mined.azalea: #14, 40(2%)
minecraft.mined.spruce_planks: #14, 174(1%)
minecraft.picked_up.deepslate_lapis_ore: #14, 8(2%)
minecraft.mined.tall_seagrass: #14, 43(1%)
minecraft.picked_up.ender_pearl: #14, 2319(1%)
minecraft.dropped.granite: #14, 296(1%)
minecraft.mined.dark_oak_stairs: #14, 11(1%)
minecraft.used.soul_sand: #14, 68(1%)
minecraft.picked_up.glowstone: #14, 85(1%)
minecraft.used.stone_sword: #14, 15(2%)
minecraft.crafted.spruce_fence_gate: #14, 25(1%)
minecraft.picked_up.lapis_ore: #14, 17(1%)
minecraft.mined.seagrass: #14, 58(1%)
minecraft.picked_up.dark_oak_stairs: #14, 12(1%)
minecraft.picked_up.written_book: #14, 2(1%)
minecraft.used.diamond_hoe: #14, 4167(1%)
minecraft.dropped.written_book: #14, 1(2%)
minecraft.custom.damage_dealt: #14, 319243(1%)
minecraft.dropped.ender_pearl: #14, 1333(1%)
minecraft.picked_up.diamond_hoe: #14, 2(1%)
minecraft.crafted.deepslate_tile_wall: #14, 12(1%)
minecraft.crafted.copper_block: #14, 169(1%)
minecraft.crafted.beacon: #14, 1(1%)
minecraft.mined.smithing_table: #14, 1(1%)
minecraft.killed.cod: #14, 8(1%)
minecraft.dropped.dark_oak_trapdoor: #14, 1(1%)
minecraft.mined.grindstone: #14, 4(1%)
minecraft.dropped.poisonous_potato: #14, 1(1%)
minecraft.dropped.enchanted_book: #14, 2(1%)
minecraft.dropped.calcite: #14, 3(0%)
minecraft.dropped.crossbow: #14, 1(0%)
minecraft.dropped.stone_bricks: #14, 9(0%)
minecraft.mined.fern: #14, 8(0%)
minecraft.picked_up.soul_soil: #14, 31(0%)
minecraft.picked_up.stripped_oak_log: #14, 25(0%)
minecraft.crafted.purple_dye: #14, 6(0%)
minecraft.used.glass_pane: #14, 2(0%)
minecraft.crafted.oak_wood: #14, 6(0%)
minecraft.picked_up.stripped_birch_log: #14, 2(0%)
minecraft.mined.smooth_sandstone: #14, 4(0%)
minecraft.mined.yellow_wool: #14, 1(0%)
minecraft.mined.prismarine_bricks: #14, 4(0%)
minecraft.used.oak_wood: #14, 2(0%)
minecraft.picked_up.big_dripleaf: #14, 3(0%)
minecraft.picked_up.allium: #14, 2(0%)
minecraft.crafted.crafting_table: #15, 39(3%)
minecraft.used.diamond_pickaxe: #15, 88023(3%)
minecraft.picked_up.diamond_boots: #15, 13(3%)
minecraft.mined.wall_torch: #15, 208(2%)
minecraft.picked_up.andesite: #15, 4052(2%)
minecraft.crafted.torch: #15, 3373(2%)
minecraft.picked_up.diamond_pickaxe: #15, 21(2%)
minecraft.used.diamond_shovel: #15, 28988(2%)
minecraft.picked_up.granite: #15, 3100(2%)
minecraft.used.stone_axe: #15, 132(2%)
minecraft.crafted.dark_oak_slab: #15, 294(2%)
minecraft.mined.cobweb: #15, 71(2%)
minecraft.picked_up.deepslate_tile_slab: #15, 104(2%)
minecraft.picked_up.spider_eye: #15, 96(2%)
minecraft.dropped.crafting_table: #15, 2(2%)
minecraft.mined.spruce_sapling: #15, 6(2%)
minecraft.dropped.redstone: #15, 59(2%)
minecraft.picked_up.mossy_cobblestone: #15, 58(2%)
minecraft.picked_up.cooked_beef: #15, 183(1%)
minecraft.mined.player_wall_head: #15, 3(2%)
minecraft.picked_up.brown_mushroom: #15, 48(1%)
minecraft.picked_up.stone_axe: #15, 1(2%)
minecraft.dropped.coal: #15, 35(1%)
minecraft.used.spruce_door: #15, 7(1%)
minecraft.crafted.oak_fence: #15, 51(1%)
minecraft.picked_up.white_carpet: #15, 13(1%)
minecraft.picked_up.iron_axe: #15, 3(1%)
minecraft.picked_up.spruce_sign: #15, 13(1%)
minecraft.used.dark_oak_stairs: #15, 57(1%)
minecraft.crafted.dark_oak_stairs: #15, 60(1%)
minecraft.used.spruce_fence: #15, 108(1%)
minecraft.mined.spruce_button: #15, 1(1%)
minecraft.used.tuff: #15, 138(1%)
minecraft.crafted.pink_dye: #15, 18(1%)
minecraft.crafted.flower_pot: #15, 11(1%)
minecraft.picked_up.oak_wood: #15, 16(1%)
minecraft.used.deepslate_redstone_ore: #15, 13(1%)
minecraft.picked_up.diamond_block: #15, 10(1%)
minecraft.picked_up.spruce_stairs: #15, 17(1%)
minecraft.used.mossy_cobblestone: #15, 34(1%)
minecraft.used.oak_leaves: #15, 231(1%)
minecraft.picked_up.nether_star: #15, 1(1%)
minecraft.picked_up.cod: #15, 51(0%)
minecraft.picked_up.lime_shulker_box: #15, 16(0%)
minecraft.crafted.loom: #15, 1(0%)
minecraft.used.lime_shulker_box: #15, 10(0%)
minecraft.mined.light_gray_concrete: #15, 5(0%)
minecraft.picked_up.light_gray_concrete: #15, 5(0%)
minecraft.mined.sweet_berry_bush: #15, 1(0%)
minecraft.used.big_dripleaf: #15, 1(0%)
minecraft.picked_up.prismarine_crystals: #15, 3(0%)
minecraft.picked_up.diamond_sword: #16, 14(2%)
minecraft.crafted.shield: #16, 2(3%)
minecraft.custom.boat_one_cm: #16, 2463949(2%)
minecraft.crafted.diamond_axe: #16, 3(2%)
minecraft.crafted.dark_oak_planks: #16, 2068(2%)
minecraft.mined.diorite: #16, 3429(2%)
minecraft.mined.granite: #16, 3373(2%)
minecraft.used.diamond_axe: #16, 8367(2%)
minecraft.picked_up.diorite: #16, 3339(2%)
minecraft.mined.copper_ore: #16, 585(2%)
minecraft.dropped.filled_map: #16, 2(2%)
minecraft.crafted.book: #16, 76(2%)
minecraft.used.rose_bush: #16, 3(2%)
minecraft.picked_up.sugar_cane: #16, 1514(1%)
minecraft.picked_up.chainmail_boots: #16, 2(2%)
minecraft.used.oak_log: #16, 214(1%)
minecraft.mined.peony: #16, 2(2%)
minecraft.picked_up.powder_snow_bucket: #16, 1(2%)
minecraft.mined.spruce_wall_sign: #16, 4(1%)
minecraft.picked_up.deepslate_gold_ore: #16, 14(1%)
minecraft.used.basalt: #16, 218(1%)
minecraft.killed_by.skeleton: #16, 1(1%)
minecraft.mined.budding_amethyst: #16, 5(1%)
minecraft.dropped.chest: #16, 4(1%)
minecraft.mined.spruce_stairs: #16, 14(1%)
minecraft.dropped.coal_ore: #16, 15(1%)
minecraft.used.dark_oak_boat: #16, 3(1%)
minecraft.used.oak_fence: #16, 24(1%)
minecraft.picked_up.stone_brick_wall: #16, 3(0%)
minecraft.crafted.oak_stairs: #16, 12(0%)
minecraft.used.polished_deepslate_wall: #16, 26(0%)
minecraft.custom.talked_to_villager: #16, 132(0%)
minecraft.crafted.ender_eye: #16, 4(0%)
minecraft.dropped.dark_oak_planks: #16, 4(0%)
minecraft.crafted.chiseled_deepslate: #16, 1(0%)
minecraft.mined.lime_shulker_box: #16, 8(0%)
minecraft.used.pumpkin_seeds: #16, 4(0%)
minecraft.mined.emerald_ore: #16, 1(0%)
minecraft.mined.coarse_dirt: #16, 19(0%)
minecraft.used.sweet_berries: #16, 3(0%)
minecraft.dropped.spruce_slab: #16, 1(0%)
minecraft.picked_up.lily_of_the_valley: #16, 3(0%)
minecraft.used.written_book: #16, 10(0%)
minecraft.crafted.golden_apple: #16, 1(0%)
minecraft.picked_up.stripped_oak_wood: #16, 1(0%)
minecraft.mined.stripped_oak_wood: #16, 1(0%)
minecraft.used.stripped_oak_log: #16, 2(0%)
minecraft.crafted.emerald: #16, 50(0%)
minecraft.used.jungle_planks: #16, 2(0%)
minecraft.mined.coal_ore: #17, 2697(2%)
minecraft.picked_up.glow_ink_sac: #17, 94(2%)
minecraft.mined.stone: #17, 53315(2%)
minecraft.broken.stone_axe: #17, 1(3%)
minecraft.killed_by.creeper: #17, 3(2%)
minecraft.crafted.diamond_pickaxe: #17, 5(2%)
minecraft.killed.enderman: #17, 6935(2%)
minecraft.mined.birch_log: #17, 534(2%)
minecraft.picked_up.stone_pickaxe: #17, 1(2%)
minecraft.crafted.ender_chest: #17, 4(1%)
minecraft.used.iron_hoe: #17, 86(2%)
minecraft.mined.blackstone: #17, 480(1%)
minecraft.picked_up.gravel: #17, 2296(1%)
minecraft.crafted.iron_axe: #17, 4(1%)
minecraft.used.glow_ink_sac: #17, 18(1%)
minecraft.picked_up.copper_ore: #17, 97(1%)
minecraft.mined.poppy: #17, 22(1%)
minecraft.used.flint_and_steel: #17, 48(1%)
minecraft.crafted.cobbled_deepslate_slab: #17, 28(1%)
minecraft.dropped.stone_pickaxe: #17, 1(1%)
minecraft.dropped.minecart: #17, 1(1%)
minecraft.picked_up.enchanted_book: #17, 4(1%)
minecraft.mined.brewing_stand: #17, 2(1%)
minecraft.picked_up.deepslate_copper_ore: #17, 4(1%)
minecraft.crafted.spruce_fence: #17, 78(1%)
minecraft.picked_up.lantern: #17, 22(1%)
minecraft.mined.birch_sign: #17, 1(1%)
minecraft.picked_up.diamond_ore: #17, 13(1%)
minecraft.dropped.stone: #17, 1021(1%)
minecraft.used.diamond_sword: #17, 2817(0%)
minecraft.mined.nether_wart: #17, 29(0%)
minecraft.picked_up.white_banner: #17, 2(0%)
minecraft.mined.stone_pressure_plate: #17, 1(1%)
minecraft.used.flowering_azalea_leaves: #17, 10(0%)
minecraft.crafted.spruce_sign: #17, 12(0%)
minecraft.picked_up.cooked_mutton: #17, 1(0%)
minecraft.picked_up.emerald: #17, 40(0%)
minecraft.crafted.deepslate_bricks: #17, 64(0%)
minecraft.picked_up.grindstone: #17, 3(0%)
minecraft.picked_up.black_wool: #17, 6(0%)
minecraft.mined.crimson_stem: #17, 14(0%)
minecraft.mined.stripped_oak_log: #17, 22(0%)
minecraft.picked_up.azalea_leaves: #17, 115(0%)
minecraft.crafted.deepslate_tile_slab: #17, 18(0%)
minecraft.picked_up.flowering_azalea_leaves: #17, 35(0%)
minecraft.used.armor_stand: #17, 2(0%)
minecraft.mined.sunflower: #17, 1(0%)
minecraft.picked_up.coarse_dirt: #17, 26(0%)
minecraft.crafted.cauldron: #17, 6(0%)
minecraft.crafted.glowstone: #17, 17(0%)
minecraft.mined.rooted_dirt: #17, 4(0%)
minecraft.custom.traded_with_villager: #17, 71(0%)
minecraft.crafted.enchanted_book: #17, 1(0%)
minecraft.mined.diamond_ore: #18, 119(2%)
minecraft.crafted.diamond_chestplate: #18, 1(2%)
minecraft.crafted.coal_block: #18, 235(2%)
minecraft.dropped.diamond_sword: #18, 2(1%)
minecraft.crafted.lapis_block: #18, 55(1%)
minecraft.dropped.diamond_leggings: #18, 1(1%)
minecraft.killed.squid: #18, 26(1%)
minecraft.mined.dark_oak_log: #18, 524(1%)
minecraft.mined.flowering_azalea: #18, 12(1%)
minecraft.picked_up.dark_oak_planks: #18, 48(1%)
minecraft.crafted.red_dye: #18, 81(1%)
minecraft.picked_up.dark_oak_log: #18, 528(1%)
minecraft.dropped.oak_planks: #18, 12(1%)
minecraft.picked_up.soul_sand: #18, 113(1%)
minecraft.picked_up.brewing_stand: #18, 2(1%)
minecraft.dropped.bucket: #18, 2(1%)
minecraft.picked_up.iron_nugget: #18, 49(1%)
minecraft.dropped.tuff: #18, 9(1%)
minecraft.used.redstone_ore: #18, 26(1%)
minecraft.crafted.blaze_powder: #18, 12(0%)
minecraft.dropped.shears: #18, 2(0%)
minecraft.picked_up.nether_quartz_ore: #18, 41(0%)
minecraft.mined.dripstone_block: #18, 39(0%)
minecraft.used.nether_wart: #18, 25(0%)
minecraft.dropped.iron_nugget: #18, 11(0%)
minecraft.picked_up.dripstone_block: #18, 42(0%)
minecraft.dropped.iron_axe: #18, 1(0%)
minecraft.used.spore_blossom: #18, 1(0%)
minecraft.mined.polished_deepslate_wall: #18, 2(0%)
minecraft.crafted.magenta_dye: #18, 4(0%)
minecraft.mined.azalea_leaves: #18, 115(0%)
minecraft.mined.flowering_azalea_leaves: #18, 37(0%)
minecraft.used.axolotl_bucket: #18, 1(0%)
minecraft.mined.sea_pickle: #18, 2(0%)
minecraft.picked_up.polished_deepslate_wall: #18, 2(0%)
minecraft.used.dark_oak_planks: #18, 8(0%)
minecraft.picked_up.beetroot_seeds: #18, 4(0%)
minecraft.dropped.ink_sac: #18, 1(0%)
minecraft.mined.stripped_birch_log: #18, 1(0%)
minecraft.used.orange_terracotta: #18, 1(0%)
minecraft.picked_up.prismarine_bricks: #18, 1(0%)
minecraft.used.azalea_leaves: #18, 2(0%)
minecraft.crafted.diamond_boots: #19, 2(2%)
minecraft.crafted.iron_hoe: #19, 1(3%)
minecraft.picked_up.iron_chestplate: #19, 4(2%)
minecraft.mined.redstone_ore: #19, 461(2%)
minecraft.dropped.water_bucket: #19, 1(2%)
minecraft.crafted.iron_pickaxe: #19, 7(2%)
minecraft.dropped.diamond_pickaxe: #19, 3(2%)
minecraft.mined.iron_ore: #19, 1188(1%)
minecraft.crafted.spruce_door: #19, 6(1%)
minecraft.used.diorite: #19, 92(1%)
minecraft.picked_up.ink_sac: #19, 98(1%)
minecraft.picked_up.chainmail_leggings: #19, 1(1%)
minecraft.custom.animals_bred: #19, 75(1%)
minecraft.picked_up.glow_berries: #19, 46(1%)
minecraft.crafted.cobblestone_stairs: #19, 16(1%)
minecraft.crafted.spruce_stairs: #19, 48(1%)
minecraft.picked_up.redstone_ore: #19, 43(0%)
minecraft.dropped.dandelion: #19, 3(1%)
minecraft.picked_up.crossbow: #19, 1(0%)
minecraft.used.spruce_stairs: #19, 32(0%)
minecraft.picked_up.spore_blossom: #19, 1(0%)
minecraft.picked_up.nether_wart: #19, 69(0%)
minecraft.used.flowering_azalea: #19, 4(0%)
minecraft.picked_up.painting: #19, 3(0%)
minecraft.dropped.basalt: #19, 2(0%)
minecraft.used.dripstone_block: #19, 3(0%)
minecraft.picked_up.writable_book: #20, 3(2%)
minecraft.crafted.diamond_hoe: #20, 1(2%)
minecraft.dropped.writable_book: #20, 1(2%)
minecraft.crafted.stone_sword: #20, 1(1%)
minecraft.used.shears: #20, 722(1%)
minecraft.killed.trader_llama: #20, 1(1%)
minecraft.mined.hay_block: #20, 9(0%)
minecraft.used.spruce_sign: #20, 8(0%)
minecraft.used.iron_ore: #20, 37(0%)
minecraft.picked_up.poisonous_potato: #20, 1(0%)
minecraft.picked_up.salmon: #20, 1(0%)
minecraft.picked_up.grass: #20, 6(0%)
minecraft.used.potato: #20, 2(0%)
minecraft.dropped.wheat: #20, 1(0%)
minecraft.crafted.wooden_pickaxe: #21, 1(3%)
minecraft.mined.lapis_ore: #21, 67(2%)
minecraft.broken.iron_pickaxe: #21, 3(1%)
minecraft.used.iron_pickaxe: #21, 893(1%)
minecraft.picked_up.oak_fence: #21, 21(1%)
minecraft.mined.dirt_path: #21, 21(0%)
minecraft.used.diamond_ore: #21, 4(0%)
minecraft.crafted.lantern: #21, 14(0%)
minecraft.used.coarse_dirt: #21, 31(0%)
minecraft.crafted.coarse_dirt: #21, 16(0%)
minecraft.dropped.deepslate: #21, 1(0%)
minecraft.crafted.diamond_shovel: #22, 2(1%)
minecraft.crafted.oak_slab: #22, 126(1%)
minecraft.picked_up.iron_ore: #22, 133(1%)
minecraft.mined.lantern: #22, 3(1%)
minecraft.crafted.cooked_beef: #22, 36(0%)
minecraft.used.lantern: #22, 8(0%)
minecraft.picked_up.dark_oak_sign: #22, 2(0%)
minecraft.dropped.stone_sword: #22, 1(0%)
minecraft.crafted.bookshelf: #22, 10(0%)
minecraft.picked_up.filled_map: #22, 1(0%)
minecraft.used.azalea: #22, 3(0%)
minecraft.picked_up.lily_pad: #22, 1(0%)
minecraft.mined.potatoes: #22, 5(0%)
minecraft.used.dark_oak_sign: #22, 1(0%)
minecraft.crafted.iron_chestplate: #23, 1(1%)
minecraft.picked_up.stone: #23, 14587(1%)
minecraft.mined.rose_bush: #23, 1(1%)
minecraft.mined.soul_sand: #23, 47(0%)
minecraft.dropped.oak_fence: #23, 2(0%)
minecraft.used.cooked_beef: #23, 50(0%)
minecraft.picked_up.beef: #23, 36(0%)
minecraft.picked_up.stone_sword: #23, 1(0%)
minecraft.mined.cactus: #23, 7(0%)
minecraft.mined.oak_fence: #23, 4(0%)
minecraft.crafted.light_blue_dye: #23, 4(0%)
minecraft.mined.polished_deepslate: #23, 5(0%)
minecraft.used.bread: #23, 2(0%)
minecraft.used.glow_berries: #23, 1(0%)
minecraft.mined.pointed_dripstone: #23, 4(0%)
minecraft.crafted.iron_helmet: #24, 1(1%)
minecraft.mined.deepslate_copper_ore: #24, 14(1%)
minecraft.crafted.iron_leggings: #24, 1(1%)
minecraft.used.stone_pickaxe: #24, 83(1%)
minecraft.crafted.stone_axe: #24, 1(1%)
minecraft.used.cobbled_deepslate: #24, 163(1%)
minecraft.mined.cobbled_deepslate: #24, 29(0%)
minecraft.picked_up.leather: #24, 60(0%)
minecraft.killed.cow: #24, 14(0%)
minecraft.picked_up.gold_ore: #24, 5(0%)
minecraft.picked_up.polished_deepslate: #24, 6(0%)
minecraft.crafted.iron_boots: #25, 1(1%)
minecraft.crafted.stone_pickaxe: #25, 1(1%)
minecraft.picked_up.oak_planks: #25, 13(0%)
minecraft.mined.oak_planks: #25, 11(0%)
minecraft.crafted.air: #26, 0(0%)
minecraft.custom.time_since_rest: #52, 4879(0%)
minecraft.custom.time_since_death: #53, 4606(0%)
