stat, rank, value, (percentage) 
minecraft.killed.hoglin: #13, 1(1%)
minecraft.mined.bee_nest: #13, 1(1%)
minecraft.picked_up.cocoa_beans: #13, 54(1%)
minecraft.mined.crimson_roots: #13, 7(1%)
minecraft.mined.coarse_dirt: #13, 56(0%)
minecraft.crafted.spruce_sign: #13, 15(0%)
minecraft.crafted.jungle_fence: #13, 6(1%)
minecraft.used.packed_ice: #13, 43(0%)
minecraft.dropped.obsidian: #13, 6(0%)
minecraft.mined.soul_soil: #13, 38(0%)
minecraft.mined.light_gray_concrete: #13, 14(0%)
minecraft.picked_up.light_gray_concrete: #13, 13(0%)
minecraft.mined.orange_terracotta: #13, 29(0%)
minecraft.mined.note_block: #13, 1(0%)
minecraft.dropped.spruce_trapdoor: #13, 1(0%)
minecraft.picked_up.honeycomb: #13, 43(0%)
minecraft.picked_up.glass_pane: #13, 20(0%)
minecraft.dropped.deepslate_tile_slab: #13, 1(0%)
minecraft.crafted.andesite_wall: #13, 3(0%)
minecraft.picked_up.jungle_fence: #13, 1(0%)
minecraft.crafted.deepslate_brick_wall: #13, 1(0%)
minecraft.dropped.bamboo: #13, 7(0%)
minecraft.used.crimson_nylium: #13, 1(0%)
minecraft.picked_up.note_block: #13, 1(0%)
minecraft.used.andesite_wall: #13, 3(0%)
minecraft.used.mossy_stone_bricks: #13, 4(0%)
minecraft.dropped.sugar_cane: #13, 4(0%)
minecraft.picked_up.green_wool: #13, 2(0%)
minecraft.used.polished_diorite: #13, 3(0%)
minecraft.mined.snow: #13, 33(0%)
minecraft.picked_up.diamond_helmet: #14, 9(3%)
minecraft.custom.animals_bred: #14, 281(3%)
minecraft.crafted.spruce_slab: #14, 708(3%)
minecraft.dropped.diamond: #14, 53(2%)
minecraft.mined.grass_block: #14, 11526(2%)
minecraft.picked_up.bow: #14, 56(2%)
minecraft.mined.basalt: #14, 2724(2%)
minecraft.used.spruce_log: #14, 301(2%)
minecraft.crafted.ladder: #14, 180(2%)
minecraft.killed.skeleton: #14, 577(2%)
minecraft.picked_up.golden_chestplate: #14, 7(2%)
minecraft.picked_up.iron_helmet: #14, 3(2%)
minecraft.dropped.golden_carrot: #14, 102(2%)
minecraft.dropped.shulker_box: #14, 6(2%)
minecraft.dropped.oak_planks: #14, 29(2%)
minecraft.used.iron_sword: #14, 347(2%)
minecraft.dropped.water_bucket: #14, 1(2%)
minecraft.used.ender_chest: #14, 79(2%)
minecraft.picked_up.leather_helmet: #14, 4(2%)
minecraft.mined.clay: #14, 99(1%)
minecraft.dropped.bow: #14, 26(1%)
minecraft.used.comparator: #14, 48(2%)
minecraft.picked_up.shroomlight: #14, 66(1%)
minecraft.mined.ender_chest: #14, 66(1%)
minecraft.used.basalt: #14, 255(1%)
minecraft.picked_up.white_carpet: #14, 13(1%)
minecraft.used.hopper_minecart: #14, 6(1%)
minecraft.crafted.hopper_minecart: #14, 6(1%)
minecraft.mined.spruce_door: #14, 3(1%)
minecraft.mined.purpur_block: #14, 24(1%)
minecraft.mined.dark_oak_wall_sign: #14, 5(1%)
minecraft.picked_up.nether_wart: #14, 211(1%)
minecraft.used.lightning_rod: #14, 17(1%)
minecraft.dropped.chainmail_leggings: #14, 1(1%)
minecraft.used.dark_oak_fence_gate: #14, 6(1%)
minecraft.crafted.magenta_dye: #14, 14(1%)
minecraft.crafted.iron_sword: #14, 2(1%)
minecraft.mined.stone_stairs: #14, 7(1%)
minecraft.picked_up.bone_meal: #14, 589(0%)
minecraft.crafted.deepslate_tile_slab: #14, 40(1%)
minecraft.crafted.birch_slab: #14, 48(1%)
minecraft.used.red_bed: #14, 4(0%)
minecraft.picked_up.name_tag: #14, 5(0%)
minecraft.picked_up.oxeye_daisy: #14, 10(0%)
minecraft.dropped.oak_leaves: #14, 14(0%)
minecraft.mined.cave_vines_plant: #14, 2(0%)
minecraft.used.andesite_slab: #14, 24(0%)
minecraft.picked_up.crimson_roots: #14, 7(0%)
minecraft.used.note_block: #14, 7(0%)
minecraft.used.birch_log: #14, 19(0%)
minecraft.used.lectern: #14, 12(0%)
minecraft.used.dark_oak_button: #14, 1(0%)
minecraft.crafted.stone_button: #14, 62(0%)
minecraft.crafted.warped_slab: #14, 12(0%)
minecraft.picked_up.pointed_dripstone: #14, 47(0%)
minecraft.picked_up.polished_diorite: #14, 3(0%)
minecraft.dropped.lapis_lazuli: #14, 1(0%)
minecraft.mined.smooth_stone: #14, 6(0%)
minecraft.used.warped_trapdoor: #14, 1(0%)
minecraft.mined.white_terracotta: #14, 6(0%)
minecraft.picked_up.white_terracotta: #14, 6(0%)
minecraft.mined.large_fern: #14, 1(0%)
minecraft.used.big_dripleaf: #14, 1(0%)
minecraft.mined.stripped_birch_log: #14, 1(0%)
minecraft.used.spruce_leaves: #14, 2(0%)
minecraft.crafted.oak_planks: #15, 4496(3%)
minecraft.killed.spider: #15, 61(2%)
minecraft.custom.climb_one_cm: #15, 965053(2%)
minecraft.picked_up.spruce_slab: #15, 134(2%)
minecraft.picked_up.oak_fence: #15, 67(2%)
minecraft.picked_up.bone: #15, 804(2%)
minecraft.picked_up.writable_book: #15, 3(2%)
minecraft.picked_up.oak_slab: #15, 38(2%)
minecraft.picked_up.leather_boots: #15, 6(2%)
minecraft.mined.oak_sapling: #15, 8(2%)
minecraft.custom.pot_flower: #15, 10(2%)
minecraft.picked_up.dark_oak_sign: #15, 19(1%)
minecraft.picked_up.observer: #15, 48(1%)
minecraft.dropped.string: #15, 69(1%)
minecraft.used.sticky_piston: #15, 45(1%)
minecraft.picked_up.ender_chest: #15, 71(1%)
minecraft.mined.azalea: #15, 36(1%)
minecraft.picked_up.end_rod: #15, 65(1%)
minecraft.picked_up.golden_leggings: #15, 4(1%)
minecraft.used.flower_pot: #15, 12(1%)
minecraft.mined.redstone_wall_torch: #15, 7(1%)
minecraft.picked_up.redstone_block: #15, 45(1%)
minecraft.mined.observer: #15, 22(1%)
minecraft.custom.walk_one_cm: #16, 41271515(3%)
minecraft.picked_up.rotten_flesh: #15, 727(1%)
minecraft.crafted.polished_andesite: #15, 128(1%)
minecraft.picked_up.purpur_block: #15, 21(1%)
minecraft.crafted.dropper: #15, 22(1%)
minecraft.crafted.stone_pressure_plate: #15, 8(1%)
minecraft.dropped.deepslate: #15, 36(1%)
minecraft.picked_up.clay_ball: #15, 88(1%)
minecraft.picked_up.nether_brick_fence: #15, 4(1%)
minecraft.picked_up.crimson_fungus: #15, 4(1%)
minecraft.used.nether_wart: #15, 40(1%)
minecraft.dropped.rotten_flesh: #15, 530(1%)
minecraft.used.white_wool: #15, 81(1%)
minecraft.crafted.iron_door: #15, 3(1%)
minecraft.dropped.arrow: #15, 248(0%)
minecraft.dropped.apple: #15, 4(0%)
minecraft.crafted.white_stained_glass_pane: #15, 16(0%)
minecraft.crafted.fermented_spider_eye: #15, 2(0%)
minecraft.used.jungle_fence: #15, 3(0%)
minecraft.dropped.spider_eye: #15, 26(0%)
minecraft.used.string: #15, 43(0%)
minecraft.dropped.birch_planks: #15, 2(0%)
minecraft.used.birch_leaves: #15, 17(0%)
minecraft.mined.lectern: #15, 5(0%)
minecraft.used.soul_soil: #15, 5(0%)
minecraft.crafted.polished_diorite: #15, 4(0%)
minecraft.crafted.oak_wood: #15, 3(0%)
minecraft.crafted.raw_copper: #15, 9(0%)
minecraft.used.smooth_quartz: #15, 1(0%)
minecraft.used.oak_wood: #15, 1(0%)
minecraft.picked_up.big_dripleaf: #15, 1(0%)
minecraft.picked_up.glow_ink_sac: #16, 103(2%)
minecraft.used.stone_pickaxe: #16, 243(2%)
minecraft.picked_up.shulker_box: #16, 566(2%)
minecraft.mined.shulker_box: #16, 534(2%)
minecraft.used.cooked_beef: #16, 256(2%)
minecraft.used.shulker_box: #16, 464(2%)
minecraft.used.iron_hoe: #16, 127(2%)
minecraft.picked_up.arrow: #16, 764(1%)
minecraft.used.enchanting_table: #16, 1(2%)
minecraft.used.redstone_torch: #16, 73(1%)
minecraft.picked_up.leather_leggings: #16, 4(1%)
minecraft.crafted.diamond_leggings: #16, 1(1%)
minecraft.used.iron_axe: #16, 641(1%)
minecraft.killed.cow: #16, 89(1%)
minecraft.picked_up.ladder: #16, 77(1%)
minecraft.killed.bat: #16, 4(1%)
minecraft.mined.piston_head: #16, 1(1%)
minecraft.crafted.oak_trapdoor: #16, 32(1%)
minecraft.killed.trader_llama: #16, 2(1%)
minecraft.dropped.leather_boots: #16, 3(1%)
minecraft.picked_up.chainmail_leggings: #16, 1(1%)
minecraft.used.spruce_boat: #16, 4(1%)
minecraft.crafted.minecart: #16, 9(1%)
minecraft.custom.inspect_dropper: #16, 44(1%)
minecraft.used.dropper: #16, 17(1%)
minecraft.picked_up.spruce_door: #16, 3(1%)
minecraft.mined.nether_wart: #16, 39(1%)
minecraft.mined.oak_sign: #16, 1(1%)
minecraft.used.dark_oak_sign: #16, 15(1%)
minecraft.picked_up.grass: #16, 14(0%)
minecraft.used.oak_slab: #16, 29(0%)
minecraft.dropped.spruce_planks: #16, 12(0%)
minecraft.picked_up.nether_quartz_ore: #16, 42(0%)
minecraft.mined.stone_button: #16, 6(0%)
minecraft.crafted.iron_trapdoor: #16, 13(0%)
minecraft.dropped.iron_ore: #16, 4(0%)
minecraft.crafted.jungle_planks: #16, 280(0%)
minecraft.crafted.deepslate_brick_slab: #16, 4(0%)
minecraft.crafted.brown_dye: #16, 14(0%)
minecraft.used.bone_block: #16, 11(0%)
minecraft.picked_up.stone_stairs: #16, 6(0%)
minecraft.killed.cave_spider: #16, 12(0%)
minecraft.crafted.jungle_slab: #16, 6(0%)
minecraft.used.nether_bricks: #16, 4(0%)
minecraft.dropped.stone_button: #16, 2(0%)
minecraft.picked_up.lectern: #16, 4(0%)
minecraft.used.spruce_button: #16, 1(0%)
minecraft.used.smooth_stone: #16, 8(0%)
minecraft.mined.stripped_dark_oak_log: #16, 1(0%)
minecraft.picked_up.stripped_dark_oak_log: #16, 1(0%)
minecraft.dropped.carrot: #16, 6(0%)
minecraft.used.crafting_table: #17, 101(3%)
minecraft.used.spruce_slab: #17, 275(1%)
minecraft.picked_up.cobblestone_stairs: #17, 14(2%)
minecraft.dropped.diamond_sword: #17, 2(1%)
minecraft.used.bow: #17, 547(1%)
minecraft.crafted.diamond_helmet: #17, 1(1%)
minecraft.mined.spruce_slab: #17, 57(1%)
minecraft.mined.dispenser: #17, 7(1%)
minecraft.picked_up.dispenser: #17, 8(1%)
minecraft.used.stone_hoe: #17, 80(1%)
minecraft.dropped.filled_map: #17, 1(1%)
minecraft.picked_up.dark_oak_planks: #17, 48(1%)
minecraft.broken.iron_axe: #17, 1(1%)
minecraft.used.spruce_fence_gate: #17, 16(1%)
minecraft.dropped.paper: #17, 17(1%)
minecraft.crafted.iron_shovel: #17, 3(1%)
minecraft.picked_up.iron_pickaxe: #17, 1(1%)
minecraft.mined.oak_trapdoor: #17, 6(0%)
minecraft.killed.piglin: #17, 4(0%)
minecraft.picked_up.poisonous_potato: #17, 2(0%)
minecraft.used.iron_trapdoor: #17, 14(0%)
minecraft.used.white_carpet: #17, 10(0%)
minecraft.used.end_stone: #17, 10(0%)
minecraft.mined.comparator: #17, 2(0%)
minecraft.mined.end_rod: #17, 12(0%)
minecraft.picked_up.peony: #17, 4(0%)
minecraft.mined.lightning_rod: #17, 2(0%)
minecraft.used.cooked_porkchop: #17, 7(0%)
minecraft.crafted.dark_oak_sign: #17, 6(0%)
minecraft.crafted.white_carpet: #17, 15(0%)
minecraft.dropped.carved_pumpkin: #17, 2(0%)
minecraft.used.shield: #17, 14(0%)
minecraft.picked_up.bookshelf: #17, 2(0%)
minecraft.picked_up.book: #17, 25(0%)
minecraft.dropped.calcite: #17, 1(0%)
minecraft.killed.shulker: #17, 4(0%)
minecraft.used.white_stained_glass_pane: #17, 3(0%)
minecraft.picked_up.cauldron: #17, 1(0%)
minecraft.picked_up.beetroot_seeds: #17, 4(0%)
minecraft.crafted.white_stained_glass: #17, 8(0%)
minecraft.mined.crafting_table: #18, 68(2%)
minecraft.picked_up.string: #18, 259(1%)
minecraft.used.lever: #18, 32(1%)
minecraft.mined.lever: #18, 6(1%)
minecraft.crafted.iron_axe: #18, 3(1%)
minecraft.crafted.spruce_fence_gate: #18, 11(1%)
minecraft.crafted.glass: #18, 1191(0%)
minecraft.dropped.moss_block: #18, 24(0%)
minecraft.used.spruce_sign: #18, 10(0%)
minecraft.mined.cobblestone_wall: #18, 4(0%)
minecraft.used.poppy: #18, 1(0%)
minecraft.picked_up.stone_button: #18, 9(0%)
minecraft.mined.dropper: #18, 2(0%)
minecraft.used.birch_planks: #18, 15(0%)
minecraft.crafted.moss_carpet: #18, 27(0%)
minecraft.picked_up.lightning_rod: #18, 2(0%)
minecraft.picked_up.comparator: #18, 3(0%)
minecraft.crafted.deepslate_bricks: #18, 32(0%)
minecraft.killed.pillager: #18, 5(0%)
minecraft.picked_up.nether_bricks: #18, 7(0%)
minecraft.dropped.smooth_basalt: #18, 1(0%)
minecraft.used.slime_block: #18, 5(0%)
minecraft.picked_up.stripped_spruce_log: #18, 3(0%)
minecraft.mined.stripped_spruce_log: #18, 3(0%)
minecraft.mined.smooth_sandstone_stairs: #18, 1(0%)
minecraft.picked_up.smooth_sandstone_stairs: #18, 1(0%)
minecraft.picked_up.crimson_nylium: #18, 1(0%)
minecraft.used.stripped_oak_log: #18, 1(0%)
minecraft.used.pointed_dripstone: #18, 4(0%)
minecraft.picked_up.spruce_leaves: #18, 9(0%)
minecraft.dropped.potato: #18, 4(0%)
minecraft.mined.redstone_wire: #19, 69(1%)
minecraft.picked_up.blaze_rod: #19, 26(1%)
minecraft.picked_up.leather: #19, 173(1%)
minecraft.used.soul_sand: #19, 47(1%)
minecraft.used.oak_log: #19, 99(1%)
minecraft.mined.spruce_wall_sign: #19, 2(1%)
minecraft.used.oak_trapdoor: #19, 22(1%)
minecraft.killed.blaze: #19, 11(1%)
minecraft.used.spruce_door: #19, 3(1%)
minecraft.picked_up.spruce_sign: #19, 6(0%)
minecraft.mined.sticky_piston: #19, 5(0%)
minecraft.crafted.campfire: #19, 6(0%)
minecraft.used.iron_shovel: #19, 340(0%)
minecraft.picked_up.sticky_piston: #19, 6(0%)
minecraft.picked_up.amethyst_shard: #19, 177(0%)
minecraft.mined.dripstone_block: #19, 38(0%)
minecraft.used.campfire: #19, 5(0%)
minecraft.picked_up.powered_rail: #19, 31(0%)
minecraft.used.moss_block: #19, 165(0%)
minecraft.mined.powered_rail: #19, 10(0%)
minecraft.dropped.iron_nugget: #19, 8(0%)
minecraft.used.baked_potato: #19, 20(0%)
minecraft.custom.damage_blocked_by_shield: #19, 610(0%)
minecraft.crafted.stone_slab: #19, 18(0%)
minecraft.picked_up.flowering_azalea_leaves: #19, 15(0%)
minecraft.mined.iron_trapdoor: #19, 1(0%)
minecraft.mined.pointed_dripstone: #19, 11(0%)
minecraft.used.cauldron: #19, 3(0%)
minecraft.used.stone_button: #19, 21(0%)
minecraft.mined.end_stone: #19, 4(0%)
minecraft.picked_up.end_stone: #19, 4(0%)
minecraft.mined.bookshelf: #19, 3(0%)
minecraft.crafted.brick: #19, 32(0%)
minecraft.mined.stripped_oak_log: #19, 1(0%)
minecraft.picked_up.stripped_oak_log: #19, 1(0%)
minecraft.used.smooth_sandstone_stairs: #19, 1(0%)
minecraft.picked_up.crafting_table: #20, 72(2%)
minecraft.mined.cobblestone: #20, 759(2%)
minecraft.used.ladder: #20, 90(2%)
minecraft.picked_up.white_bed: #20, 21(1%)
minecraft.picked_up.cooked_beef: #20, 115(1%)
minecraft.picked_up.oak_planks: #20, 126(1%)
minecraft.mined.white_bed: #20, 18(1%)
minecraft.crafted.spruce_door: #20, 3(1%)
minecraft.mined.moss_block: #20, 207(0%)
minecraft.used.moss_carpet: #20, 77(0%)
minecraft.picked_up.oak_trapdoor: #20, 6(0%)
minecraft.picked_up.moss_block: #20, 261(0%)
minecraft.picked_up.piston: #20, 11(0%)
minecraft.mined.carrots: #20, 57(0%)
minecraft.crafted.rail: #20, 64(0%)
minecraft.picked_up.cobblestone_wall: #20, 4(0%)
minecraft.crafted.bookshelf: #20, 15(0%)
minecraft.picked_up.dropper: #20, 2(0%)
minecraft.used.end_rod: #20, 8(0%)
minecraft.mined.pumpkin: #20, 5(0%)
minecraft.picked_up.iron_trapdoor: #20, 1(0%)
minecraft.mined.nether_bricks: #20, 4(0%)
minecraft.crafted.cauldron: #20, 2(0%)
minecraft.picked_up.tinted_glass: #20, 1(0%)
minecraft.picked_up.nether_wart_block: #20, 1(0%)
minecraft.picked_up.orange_terracotta: #20, 2(0%)
minecraft.mined.piston: #21, 12(1%)
minecraft.picked_up.redstone_torch: #21, 20(1%)
minecraft.mined.repeater: #21, 13(1%)
minecraft.picked_up.lever: #21, 12(1%)
minecraft.picked_up.rail: #21, 85(0%)
minecraft.picked_up.repeater: #21, 17(0%)
minecraft.dropped.coal_ore: #21, 1(0%)
minecraft.used.flowering_azalea_leaves: #21, 1(0%)
minecraft.picked_up.pumpkin: #21, 5(0%)
minecraft.mined.nether_wart_block: #21, 1(0%)
minecraft.picked_up.azalea_leaves: #21, 3(0%)
minecraft.broken.iron_pickaxe: #22, 2(1%)
minecraft.picked_up.spider_eye: #22, 34(1%)
minecraft.picked_up.oak_sign: #22, 4(0%)
minecraft.used.brewing_stand: #22, 1(0%)
minecraft.used.carrot: #22, 55(0%)
minecraft.picked_up.carrot: #22, 175(0%)
minecraft.picked_up.enchanted_book: #22, 1(0%)
minecraft.mined.cobblestone_slab: #22, 4(0%)
minecraft.used.bookshelf: #22, 10(0%)
minecraft.custom.horse_one_cm: #22, 32339(0%)
minecraft.crafted.iron_pickaxe: #23, 2(0%)
minecraft.used.iron_pickaxe: #23, 506(0%)
minecraft.mined.redstone_torch: #23, 2(0%)
minecraft.picked_up.minecart: #23, 4(0%)
minecraft.picked_up.moss_carpet: #23, 65(0%)
minecraft.mined.moss_carpet: #23, 18(0%)
minecraft.used.oak_sign: #24, 4(0%)
minecraft.mined.rail: #24, 27(0%)
minecraft.used.rail: #24, 8(0%)
minecraft.custom.talked_to_villager: #24, 6(0%)
minecraft.picked_up.carved_pumpkin: #25, 1(0%)
minecraft.picked_up.potato: #26, 5(0%)
minecraft.custom.time_since_rest: #51, 5470(0%)
minecraft.custom.time_since_death: #52, 5409(0%)
