stat, rank, value, (percentage) 
minecraft.broken.iron_pickaxe: #12, 8(3%)
minecraft.used.stone_pickaxe: #12, 262(2%)
minecraft.picked_up.deepslate_tiles: #12, 193(2%)
minecraft.dropped.redstone: #12, 81(2%)
minecraft.killed.zombie_villager: #12, 5(2%)
minecraft.dropped.granite: #12, 372(2%)
minecraft.custom.fall_one_cm: #13, 3877488(3%)
minecraft.dropped.filled_map: #12, 2(2%)
minecraft.mined.oak_sign: #12, 3(2%)
minecraft.picked_up.ink_sac: #12, 195(2%)
minecraft.custom.horse_one_cm: #12, 2052872(2%)
minecraft.picked_up.carrot: #12, 1655(1%)
minecraft.picked_up.gold_block: #12, 55(2%)
minecraft.crafted.gray_dye: #12, 202(2%)
minecraft.picked_up.coarse_dirt: #12, 226(1%)
minecraft.mined.flowering_azalea_leaves: #12, 270(1%)
minecraft.picked_up.warped_nylium: #12, 26(2%)
minecraft.mined.andesite_slab: #12, 9(2%)
minecraft.mined.white_concrete: #12, 765(1%)
minecraft.mined.white_wool: #12, 24(1%)
minecraft.mined.azalea_leaves: #12, 781(1%)
minecraft.mined.warped_roots: #12, 30(2%)
minecraft.dropped.shears: #12, 6(1%)
minecraft.mined.birch_slab: #12, 10(1%)
minecraft.picked_up.peony: #12, 18(1%)
minecraft.crafted.green_dye: #12, 99(1%)
minecraft.crafted.birch_slab: #12, 114(1%)
minecraft.broken.iron_shovel: #12, 4(1%)
minecraft.picked_up.stone_button: #12, 38(1%)
minecraft.mined.dark_oak_fence_gate: #12, 2(2%)
minecraft.crafted.iron_shovel: #12, 6(1%)
minecraft.picked_up.chorus_fruit: #12, 63(1%)
minecraft.picked_up.birch_slab: #12, 10(1%)
minecraft.mined.azure_bluet: #12, 8(1%)
minecraft.used.mossy_cobblestone: #12, 59(1%)
minecraft.crafted.firework_rocket: #12, 3582(1%)
minecraft.crafted.purple_dye: #12, 28(1%)
minecraft.mined.terracotta: #12, 1406(1%)
minecraft.killed.cod: #12, 13(1%)
minecraft.used.tripwire_hook: #12, 4(1%)
minecraft.used.white_concrete_powder: #12, 987(1%)
minecraft.crafted.white_concrete_powder: #12, 1112(1%)
minecraft.picked_up.stone_brick_slab: #12, 67(1%)
minecraft.used.blackstone: #12, 141(1%)
minecraft.mined.weathered_copper: #12, 7(1%)
minecraft.mined.mushroom_stem: #12, 28(1%)
minecraft.used.hay_block: #12, 15(1%)
minecraft.picked_up.rooted_dirt: #12, 22(1%)
minecraft.dropped.grass_block: #12, 234(1%)
minecraft.used.carved_pumpkin: #12, 2(1%)
minecraft.picked_up.weathered_copper: #12, 5(1%)
minecraft.crafted.stone_brick_slab: #12, 66(0%)
minecraft.killed.witch: #12, 3(0%)
minecraft.dropped.glass: #12, 30(0%)
minecraft.mined.honey_block: #12, 2(1%)
minecraft.dropped.stone_button: #12, 8(0%)
minecraft.picked_up.torch: #13, 3431(4%)
minecraft.picked_up.yellow_wool: #12, 19(0%)
minecraft.picked_up.chiseled_deepslate: #12, 4(0%)
minecraft.mined.light_gray_carpet: #12, 2(0%)
minecraft.custom.bell_ring: #12, 3(0%)
minecraft.crafted.warped_fence: #12, 3(0%)
minecraft.crafted.nether_bricks: #12, 25(0%)
minecraft.mined.jungle_slab: #12, 2(0%)
minecraft.picked_up.honey_block: #12, 2(0%)
minecraft.mined.twisting_vines: #12, 2(0%)
minecraft.crafted.yellow_terracotta: #12, 8(0%)
minecraft.picked_up.oak_log: #13, 3126(4%)
minecraft.picked_up.snowball: #12, 114(0%)
minecraft.mined.acacia_planks: #12, 2(0%)
minecraft.used.rooted_dirt: #12, 3(0%)
minecraft.picked_up.orange_wool: #12, 1(0%)
minecraft.crafted.glass_pane: #12, 96(0%)
minecraft.crafted.pink_terracotta: #12, 1(0%)
minecraft.picked_up.brown_terracotta: #12, 2(0%)
minecraft.crafted.chest: #13, 1109(3%)
minecraft.used.dirt: #13, 10335(3%)
minecraft.mined.diorite: #13, 5094(3%)
minecraft.crafted.torch: #13, 4240(3%)
minecraft.custom.interact_with_brewingstand: #13, 147(3%)
minecraft.used.bow: #13, 1053(3%)
minecraft.mined.grass_block: #13, 11589(2%)
minecraft.mined.cobblestone_stairs: #13, 14(3%)
minecraft.used.carrot: #13, 488(2%)
minecraft.used.iron_pickaxe: #13, 2329(2%)
minecraft.mined.vine: #13, 268(2%)
minecraft.picked_up.cooked_beef: #13, 232(2%)
minecraft.picked_up.glow_berries: #13, 138(2%)
minecraft.mined.spruce_fence: #13, 49(2%)
minecraft.picked_up.flint: #13, 167(2%)
minecraft.used.potion: #13, 14(2%)
minecraft.used.campfire: #13, 26(2%)
minecraft.crafted.spruce_fence: #13, 195(2%)
minecraft.mined.birch_planks: #13, 24(2%)
minecraft.picked_up.ladder: #13, 98(1%)
minecraft.used.moss_block: #13, 966(1%)
minecraft.picked_up.iron_axe: #13, 4(2%)
minecraft.used.redstone_ore: #13, 71(2%)
minecraft.mined.kelp_plant: #13, 51(1%)
minecraft.used.dark_oak_planks: #13, 124(2%)
minecraft.used.sand: #13, 1763(1%)
minecraft.crafted.cobbled_deepslate_slab: #13, 42(2%)
minecraft.dropped.coal: #13, 38(1%)
minecraft.crafted.yellow_dye: #13, 81(1%)
minecraft.used.stone_sword: #13, 15(2%)
minecraft.used.white_concrete: #13, 753(1%)
minecraft.mined.amethyst_cluster: #13, 141(1%)
minecraft.picked_up.sunflower: #13, 52(1%)
minecraft.used.hopper_minecart: #13, 6(1%)
minecraft.crafted.hopper_minecart: #13, 6(1%)
minecraft.mined.ancient_debris: #13, 14(1%)
minecraft.picked_up.diamond_block: #13, 14(1%)
minecraft.used.deepslate_redstone_ore: #13, 18(1%)
minecraft.used.pumpkin: #13, 26(1%)
minecraft.picked_up.andesite_slab: #13, 10(1%)
minecraft.used.oak_door: #13, 1(1%)
minecraft.dropped.stone: #13, 1540(1%)
minecraft.picked_up.terracotta: #13, 1470(1%)
minecraft.dropped.apple: #13, 8(1%)
minecraft.used.dark_oak_fence_gate: #13, 6(1%)
minecraft.used.oak_leaves: #13, 276(1%)
minecraft.crafted.sugar: #13, 64(1%)
minecraft.picked_up.pumpkin_seeds: #13, 93(1%)
minecraft.picked_up.golden_apple: #13, 2(1%)
minecraft.crafted.light_gray_concrete_powder: #13, 128(1%)
minecraft.picked_up.dark_oak_fence_gate: #13, 2(1%)
minecraft.mined.chorus_plant: #13, 3(1%)
minecraft.killed.cave_spider: #13, 46(1%)
minecraft.crafted.orange_dye: #13, 28(0%)
minecraft.dropped.grass: #13, 2(1%)
minecraft.crafted.dark_oak_fence_gate: #13, 4(1%)
minecraft.picked_up.cornflower: #13, 18(0%)
minecraft.custom.interact_with_smoker: #13, 3(0%)
minecraft.used.stone_pressure_plate: #13, 3(0%)
minecraft.mined.cyan_terracotta: #13, 8(0%)
minecraft.used.red_wool: #13, 42(0%)
minecraft.picked_up.warped_planks: #13, 6(0%)
minecraft.killed.wither_skeleton: #13, 37(0%)
minecraft.used.warped_fence: #13, 1(0%)
minecraft.mined.light_blue_shulker_box: #13, 1(0%)
minecraft.picked_up.light_blue_shulker_box: #13, 1(0%)
minecraft.used.light_blue_shulker_box: #13, 1(0%)
minecraft.used.glass_pane: #13, 2(0%)
minecraft.used.yellow_terracotta: #13, 2(0%)
minecraft.used.powder_snow_bucket: #13, 1(0%)
minecraft.picked_up.light_gray_carpet: #13, 1(0%)
minecraft.picked_up.brown_mushroom_block: #13, 1(0%)
minecraft.crafted.crafting_table: #14, 54(4%)
minecraft.picked_up.dirt: #14, 15864(3%)
minecraft.mined.dirt: #14, 11471(3%)
minecraft.picked_up.lead: #14, 66(3%)
minecraft.crafted.dark_oak_slab: #14, 294(2%)
minecraft.picked_up.glass: #14, 580(2%)
minecraft.picked_up.white_concrete: #14, 889(2%)
minecraft.mined.moss_carpet: #14, 156(2%)
minecraft.mined.oak_leaves: #14, 2164(2%)
minecraft.crafted.redstone: #14, 2041(2%)
minecraft.dropped.oak_log: #14, 48(2%)
minecraft.picked_up.lightning_rod: #14, 18(2%)
minecraft.used.glass_bottle: #14, 96(1%)
minecraft.crafted.coal: #14, 810(1%)
minecraft.crafted.pink_dye: #14, 24(1%)
minecraft.mined.dark_oak_planks: #14, 22(1%)
minecraft.crafted.iron_helmet: #14, 1(1%)
minecraft.crafted.campfire: #14, 17(1%)
minecraft.picked_up.dark_oak_planks: #14, 59(1%)
minecraft.picked_up.dark_oak_fence: #14, 17(1%)
minecraft.dropped.netherrack: #14, 1457(1%)
minecraft.used.birch_sapling: #14, 40(1%)
minecraft.picked_up.warped_roots: #14, 32(1%)
minecraft.crafted.stone_shovel: #14, 2(1%)
minecraft.picked_up.birch_stairs: #14, 2(1%)
minecraft.dropped.iron_ore: #14, 7(1%)
minecraft.mined.birch_stairs: #14, 2(1%)
minecraft.crafted.tripwire_hook: #14, 4(1%)
minecraft.crafted.baked_potato: #14, 29(0%)
minecraft.mined.polished_blackstone_button: #14, 1(0%)
minecraft.crafted.painting: #14, 3(0%)
minecraft.dropped.glow_ink_sac: #14, 4(0%)
minecraft.picked_up.cooked_porkchop: #14, 4(0%)
minecraft.picked_up.gray_carpet: #14, 3(0%)
minecraft.picked_up.yellow_terracotta: #14, 1(0%)
minecraft.mined.light_gray_stained_glass: #14, 2(0%)
minecraft.picked_up.light_gray_stained_glass: #14, 2(0%)
minecraft.crafted.gray_carpet: #14, 12(0%)
minecraft.mined.light_gray_concrete: #14, 9(0%)
minecraft.picked_up.light_gray_concrete: #14, 9(0%)
minecraft.dropped.spruce_sapling: #14, 1(0%)
minecraft.mined.white_concrete_powder: #14, 4(0%)
minecraft.picked_up.lapis_block: #14, 1(0%)
minecraft.used.black_wool: #14, 9(0%)
minecraft.mined.red_wool: #14, 4(0%)
minecraft.dropped.sugar_cane: #14, 2(0%)
minecraft.used.light_gray_concrete: #14, 2(0%)
minecraft.dropped.slime_ball: #14, 1(0%)
minecraft.custom.use_cauldron: #14, 1(0%)
minecraft.picked_up.cobblestone: #15, 22377(3%)
minecraft.used.cooked_beef: #15, 353(3%)
minecraft.custom.deaths: #15, 24(2%)
minecraft.picked_up.leather: #15, 438(2%)
minecraft.used.bone_meal: #15, 2448(2%)
minecraft.crafted.white_dye: #15, 714(2%)
minecraft.dropped.diorite: #15, 402(2%)
minecraft.picked_up.flint_and_steel: #15, 3(2%)
minecraft.mined.dirt_path: #15, 138(1%)
minecraft.picked_up.oak_door: #15, 2(2%)
minecraft.picked_up.birch_planks: #15, 44(1%)
minecraft.picked_up.paper: #15, 69(1%)
minecraft.picked_up.dark_oak_boat: #15, 4(1%)
minecraft.mined.dark_oak_slab: #15, 12(1%)
minecraft.crafted.coarse_dirt: #15, 288(1%)
minecraft.dropped.tuff: #15, 12(1%)
minecraft.used.lead: #15, 1(1%)
minecraft.picked_up.carved_pumpkin: #15, 25(1%)
minecraft.mined.spruce_fence_gate: #15, 5(1%)
minecraft.crafted.stone_brick_stairs: #15, 16(1%)
minecraft.dropped.spruce_planks: #15, 17(1%)
minecraft.picked_up.bucket: #15, 9(1%)
minecraft.crafted.magenta_dye: #15, 11(1%)
minecraft.used.sea_lantern: #15, 38(1%)
minecraft.mined.pumpkin: #15, 20(1%)
minecraft.picked_up.white_banner: #15, 2(0%)
minecraft.mined.birch_sapling: #15, 1(1%)
minecraft.picked_up.packed_ice: #15, 103(0%)
minecraft.mined.packed_ice: #15, 103(0%)
minecraft.mined.carved_pumpkin: #15, 12(0%)
minecraft.picked_up.azure_bluet: #15, 6(0%)
minecraft.crafted.glass_bottle: #15, 96(0%)
minecraft.dropped.spruce_sign: #15, 1(0%)
minecraft.used.tnt: #15, 25(0%)
minecraft.mined.cauldron: #15, 1(0%)
minecraft.crafted.gold_block: #15, 22(0%)
minecraft.used.gray_carpet: #15, 10(0%)
minecraft.mined.brown_mushroom_block: #15, 45(0%)
minecraft.picked_up.saddle: #15, 1(0%)
minecraft.picked_up.coal_block: #15, 7(0%)
minecraft.mined.melon: #15, 4(0%)
minecraft.mined.red_concrete: #15, 8(0%)
minecraft.dropped.bamboo: #15, 3(0%)
minecraft.picked_up.diamond_pickaxe: #16, 20(2%)
minecraft.picked_up.diamond_axe: #16, 12(2%)
minecraft.picked_up.raw_gold: #16, 350(2%)
minecraft.mined.sand: #16, 10740(2%)
minecraft.custom.aviate_one_cm: #16, 101807391(2%)
minecraft.picked_up.raw_copper: #16, 1795(1%)
minecraft.dropped.oak_planks: #16, 25(2%)
minecraft.picked_up.cobblestone_stairs: #16, 14(2%)
minecraft.dropped.dirt: #16, 615(1%)
minecraft.used.firework_rocket: #16, 3044(1%)
minecraft.dropped.writable_book: #16, 1(2%)
minecraft.picked_up.spruce_fence: #16, 48(1%)
minecraft.picked_up.glowstone_dust: #16, 48(1%)
minecraft.mined.cactus: #16, 44(1%)
minecraft.used.diamond_hoe: #16, 3799(1%)
minecraft.picked_up.oak_leaves: #16, 736(1%)
minecraft.picked_up.stone_sword: #16, 4(1%)
minecraft.picked_up.shears: #16, 5(1%)
minecraft.picked_up.potion: #16, 7(1%)
minecraft.crafted.stone_pressure_plate: #16, 7(1%)
minecraft.crafted.moss_carpet: #16, 78(1%)
minecraft.killed.piglin: #16, 5(1%)
minecraft.used.iron_door: #16, 2(1%)
minecraft.used.azalea: #16, 24(0%)
minecraft.picked_up.spruce_fence_gate: #16, 5(1%)
minecraft.used.coarse_dirt: #16, 134(0%)
minecraft.crafted.raw_iron_block: #16, 22(0%)
minecraft.crafted.bone_block: #16, 212(0%)
minecraft.picked_up.ghast_tear: #16, 1(0%)
minecraft.dropped.azalea: #16, 2(0%)
minecraft.used.slime_block: #16, 7(0%)
minecraft.mined.slime_block: #16, 4(0%)
minecraft.picked_up.acacia_planks: #16, 2(0%)
minecraft.used.red_concrete_powder: #16, 8(0%)
minecraft.mined.black_concrete: #16, 10(0%)
minecraft.crafted.black_concrete_powder: #16, 16(0%)
minecraft.dropped.gold_ingot: #16, 1(0%)
minecraft.mined.grass: #17, 1491(3%)
minecraft.mined.ladder: #17, 19(2%)
minecraft.used.player_head: #17, 19(2%)
minecraft.used.coal_ore: #17, 317(2%)
minecraft.crafted.lapis_lazuli: #17, 165(1%)
minecraft.used.wooden_pickaxe: #17, 6(1%)
minecraft.crafted.birch_planks: #17, 920(1%)
minecraft.custom.enchant_item: #17, 27(1%)
minecraft.custom.interact_with_smithing_table: #17, 4(1%)
minecraft.mined.farmland: #17, 20(1%)
minecraft.dropped.oak_fence: #17, 3(1%)
minecraft.killed.glow_squid: #17, 1(1%)
minecraft.crafted.polished_deepslate_slab: #17, 36(1%)
minecraft.dropped.oak_sapling: #17, 6(1%)
minecraft.picked_up.dark_oak_slab: #17, 12(1%)
minecraft.used.snowball: #17, 16(0%)
minecraft.used.poppy: #17, 1(0%)
minecraft.picked_up.cod: #17, 30(0%)
minecraft.used.light_gray_concrete_powder: #17, 38(0%)
minecraft.picked_up.painting: #17, 6(0%)
minecraft.crafted.lime_dye: #17, 6(0%)
minecraft.picked_up.black_concrete: #17, 10(0%)
minecraft.picked_up.melon_slice: #17, 12(0%)
minecraft.picked_up.red_concrete: #17, 8(0%)
minecraft.used.black_concrete: #17, 7(0%)
minecraft.used.black_concrete_powder: #17, 8(0%)
minecraft.used.red_concrete: #17, 2(0%)
minecraft.picked_up.glass_pane: #17, 2(0%)
minecraft.used.jungle_planks: #17, 1(0%)
minecraft.custom.swim_one_cm: #18, 851791(2%)
minecraft.picked_up.sand: #18, 10776(1%)
minecraft.dropped.cobblestone: #18, 1145(1%)
minecraft.killed.creeper: #18, 69(1%)
minecraft.crafted.stone: #18, 224(1%)
minecraft.mined.moss_block: #18, 456(1%)
minecraft.picked_up.cactus: #18, 179(1%)
minecraft.crafted.black_dye: #18, 279(1%)
minecraft.dropped.stick: #18, 81(1%)
minecraft.used.cactus: #18, 31(1%)
minecraft.mined.player_wall_head: #18, 1(1%)
minecraft.picked_up.flower_pot: #18, 2(0%)
minecraft.dropped.deepslate: #18, 17(0%)
minecraft.dropped.bone: #18, 78(0%)
minecraft.dropped.rail: #18, 2(0%)
minecraft.used.painting: #18, 5(0%)
minecraft.mined.birch_leaves: #18, 97(0%)
minecraft.mined.oxeye_daisy: #18, 1(0%)
minecraft.used.bone_block: #18, 3(0%)
minecraft.picked_up.oxeye_daisy: #18, 1(0%)
minecraft.picked_up.jungle_planks: #18, 1(0%)
minecraft.picked_up.coal: #19, 3710(2%)
minecraft.picked_up.diamond_shovel: #19, 8(1%)
minecraft.dropped.andesite: #19, 186(1%)
minecraft.crafted.light_blue_dye: #19, 26(1%)
minecraft.picked_up.birch_sapling: #19, 66(1%)
minecraft.picked_up.birch_log: #19, 316(1%)
minecraft.picked_up.gunpowder: #19, 129(1%)
minecraft.used.iron_ore: #19, 104(1%)
minecraft.mined.player_head: #19, 2(1%)
minecraft.dropped.oak_sign: #19, 1(1%)
minecraft.crafted.cooked_porkchop: #19, 4(1%)
minecraft.crafted.deepslate_tile_stairs: #19, 6(0%)
minecraft.mined.jungle_planks: #19, 1(0%)
minecraft.picked_up.white_concrete_powder: #19, 4(0%)
minecraft.mined.snow: #19, 2(0%)
minecraft.crafted.lapis_block: #20, 46(1%)
minecraft.mined.birch_log: #20, 257(1%)
minecraft.dropped.string: #20, 11(0%)
minecraft.used.cooked_porkchop: #20, 4(0%)
minecraft.used.baked_potato: #20, 6(0%)
minecraft.picked_up.slime_block: #20, 4(0%)
minecraft.crafted.smooth_stone_slab: #20, 2(0%)
minecraft.mined.glow_lichen: #20, 6(0%)
minecraft.dropped.bone_meal: #20, 14(0%)
minecraft.crafted.coal_block: #21, 197(1%)
minecraft.crafted.blue_dye: #21, 71(1%)
minecraft.crafted.bone_meal: #21, 2820(0%)
minecraft.picked_up.porkchop: #21, 4(0%)
minecraft.picked_up.baked_potato: #21, 8(0%)
minecraft.picked_up.redstone: #22, 2240(1%)
minecraft.crafted.stick: #22, 2680(1%)
minecraft.picked_up.glow_lichen: #22, 4(0%)
minecraft.custom.time_since_death: #23, 1137724(1%)
minecraft.picked_up.lapis_lazuli: #24, 497(1%)
minecraft.picked_up.raw_iron: #24, 1253(1%)
minecraft.dropped.sand: #24, 15(0%)
minecraft.custom.time_since_rest: #25, 240788(0%)
minecraft.custom.fly_one_cm: #29, 14671988(1%)
