stat, rank, value, (percentage) 
minecraft.used.light_blue_stained_glass: #7, 55(1%)
minecraft.mined.hanging_roots: #7, 20(1%)
minecraft.dropped.prismarine_bricks: #7, 5(1%)
minecraft.used.diorite_slab: #7, 9(2%)
minecraft.picked_up.cracked_stone_bricks: #7, 22(1%)
minecraft.used.experience_bottle: #7, 64(1%)
minecraft.picked_up.rabbit: #7, 9(1%)
minecraft.used.blackstone_stairs: #7, 6(1%)
minecraft.crafted.brick: #7, 403(0%)
minecraft.custom.interact_with_lectern: #8, 69(4%)
minecraft.crafted.map: #7, 20(1%)
minecraft.picked_up.iron_leggings: #8, 8(5%)
minecraft.used.allium: #7, 2(1%)
minecraft.used.stone_slab: #8, 1060(5%)
minecraft.picked_up.brain_coral_block: #7, 23(1%)
minecraft.used.acacia_fence: #7, 6(1%)
minecraft.killed.rabbit: #7, 4(1%)
minecraft.picked_up.cyan_wool: #7, 7(1%)
minecraft.crafted.red_banner: #7, 1(1%)
minecraft.dropped.stone_brick_slab: #7, 5(0%)
minecraft.picked_up.melon: #7, 21(0%)
minecraft.dropped.prismarine_crystals: #7, 5(0%)
minecraft.crafted.lime_carpet: #7, 3(0%)
minecraft.used.crimson_roots: #7, 1(0%)
minecraft.crafted.blue_wool: #7, 1(0%)
minecraft.dropped.smooth_basalt: #8, 65(6%)
minecraft.picked_up.green_stained_glass_pane: #7, 1(0%)
minecraft.crafted.lime_stained_glass: #7, 64(0%)
minecraft.dropped.beetroot_seeds: #7, 4(0%)
minecraft.used.green_stained_glass_pane: #7, 2(0%)
minecraft.picked_up.brown_concrete: #7, 1(0%)
minecraft.mined.brown_concrete: #7, 1(0%)
minecraft.crafted.chiseled_stone_bricks: #7, 2(0%)
minecraft.crafted.dried_kelp_block: #7, 1(0%)
minecraft.picked_up.cobbled_deepslate: #8, 11886(4%)
minecraft.used.spruce_log: #8, 530(4%)
minecraft.mined.composter: #8, 31(5%)
minecraft.crafted.birch_slab: #8, 414(4%)
minecraft.picked_up.sunflower: #8, 194(4%)
minecraft.picked_up.birch_stairs: #8, 14(5%)
minecraft.picked_up.lever: #8, 77(3%)
minecraft.used.stone_pickaxe: #8, 393(3%)
minecraft.used.brewing_stand: #8, 12(4%)
minecraft.picked_up.shield: #8, 7(5%)
minecraft.mined.bee_nest: #8, 7(5%)
minecraft.mined.birch_sapling: #8, 9(5%)
minecraft.crafted.white_stained_glass: #8, 616(4%)
minecraft.crafted.cooked_porkchop: #8, 26(4%)
minecraft.custom.tune_noteblock: #8, 225(4%)
minecraft.picked_up.white_stained_glass_pane: #8, 25(6%)
minecraft.used.oak_stairs: #8, 111(5%)
minecraft.used.terracotta: #8, 277(5%)
minecraft.crafted.deepslate_brick_stairs: #8, 36(4%)
minecraft.used.deepslate_brick_slab: #8, 288(4%)
minecraft.picked_up.hay_block: #8, 96(3%)
minecraft.crafted.golden_helmet: #8, 2(5%)
minecraft.mined.polished_blackstone_stairs: #8, 44(5%)
minecraft.dropped.diamond_boots: #8, 3(4%)
minecraft.picked_up.clay_ball: #8, 404(3%)
minecraft.picked_up.leather_chestplate: #8, 9(3%)
minecraft.crafted.oak_stairs: #8, 96(4%)
minecraft.picked_up.iron_trapdoor: #8, 35(3%)
minecraft.picked_up.stone_axe: #8, 2(4%)
minecraft.used.lightning_rod: #8, 69(3%)
minecraft.picked_up.lightning_rod: #8, 29(3%)
minecraft.crafted.coarse_dirt: #8, 888(3%)
minecraft.picked_up.light_gray_stained_glass: #8, 36(4%)
minecraft.used.tuff: #8, 394(3%)
minecraft.used.wooden_pickaxe: #8, 13(3%)
minecraft.picked_up.sugar: #8, 30(5%)
minecraft.mined.sweet_berry_bush: #8, 37(4%)
minecraft.crafted.stone_sword: #8, 2(3%)
minecraft.used.pumpkin_seeds: #8, 65(4%)
minecraft.picked_up.nether_bricks: #8, 197(3%)
minecraft.crafted.stone_slab: #8, 404(3%)
minecraft.custom.open_shulker_box: #9, 15006(6%)
minecraft.picked_up.quartz_slab: #8, 20(4%)
minecraft.used.bread: #8, 76(2%)
minecraft.picked_up.polished_andesite: #8, 66(2%)
minecraft.picked_up.milk_bucket: #8, 2(6%)
minecraft.crafted.dark_oak_wood: #8, 267(4%)
minecraft.picked_up.ink_sac: #8, 242(2%)
minecraft.crafted.smooth_stone_slab: #8, 154(2%)
minecraft.mined.red_mushroom_block: #8, 262(3%)
minecraft.used.white_stained_glass_pane: #8, 92(3%)
minecraft.picked_up.golden_horse_armor: #8, 1(5%)
minecraft.picked_up.netherite_hoe: #8, 1(6%)
minecraft.crafted.white_carpet: #8, 135(2%)
minecraft.dropped.iron_nugget: #8, 64(2%)
minecraft.picked_up.deepslate_tile_wall: #8, 30(3%)
minecraft.killed_by.skeleton: #8, 2(3%)
minecraft.used.honey_block: #8, 47(4%)
minecraft.custom.minecart_one_cm: #8, 306300(2%)
minecraft.mined.brown_mushroom_block: #8, 536(3%)
minecraft.crafted.enchanted_book: #8, 166(2%)
minecraft.used.white_stained_glass: #8, 257(2%)
minecraft.picked_up.obsidian: #8, 484(2%)
minecraft.mined.twisting_vines_plant: #8, 17(2%)
minecraft.crafted.iron_shovel: #8, 10(2%)
minecraft.picked_up.soul_lantern: #8, 13(2%)
minecraft.dropped.flint: #8, 43(1%)
minecraft.picked_up.pufferfish: #8, 6(3%)
minecraft.picked_up.chorus_flower: #8, 5(3%)
minecraft.crafted.soul_lantern: #8, 36(2%)
minecraft.mined.white_stained_glass: #8, 27(2%)
minecraft.picked_up.birch_log: #9, 2100(5%)
minecraft.used.furnace: #9, 127(5%)
minecraft.mined.white_banner: #8, 1(3%)
minecraft.custom.boat_one_cm: #9, 5283253(4%)
minecraft.dropped.feather: #8, 9(2%)
minecraft.picked_up.smooth_sandstone_slab: #8, 23(2%)
minecraft.used.chest_minecart: #8, 1(3%)
minecraft.crafted.chest_minecart: #8, 1(3%)
minecraft.used.spruce_pressure_plate: #8, 2(2%)
minecraft.dropped.polished_deepslate: #8, 8(2%)
minecraft.used.acacia_boat: #8, 2(3%)
minecraft.crafted.brown_shulker_box: #8, 2(3%)
minecraft.picked_up.yellow_terracotta: #8, 7(2%)
minecraft.picked_up.yellow_shulker_box: #8, 28(2%)
minecraft.mined.iron_block: #9, 1450(5%)
minecraft.used.yellow_shulker_box: #8, 26(2%)
minecraft.mined.yellow_shulker_box: #8, 25(2%)
minecraft.crafted.gold_ingot: #8, 1727(1%)
minecraft.crafted.sugar: #8, 96(1%)
minecraft.mined.smooth_quartz_slab: #8, 15(2%)
minecraft.mined.waxed_copper_block: #8, 3(2%)
minecraft.used.soul_lantern: #8, 22(1%)
minecraft.used.purpur_pillar: #8, 6(2%)
minecraft.killed.witch: #8, 7(1%)
minecraft.mined.oak_log: #9, 3377(5%)
minecraft.custom.sleep_in_bed: #9, 700(4%)
minecraft.killed.iron_golem: #8, 3(2%)
minecraft.picked_up.blue_dye: #8, 7(2%)
minecraft.crafted.blackstone_slab: #8, 34(2%)
minecraft.mined.smooth_sandstone_slab: #8, 12(1%)
minecraft.crafted.red_sandstone: #8, 180(2%)
minecraft.used.big_dripleaf: #8, 23(1%)
minecraft.picked_up.smooth_quartz_slab: #8, 18(1%)
minecraft.crafted.acacia_boat: #8, 1(2%)
minecraft.mined.spawner: #8, 1(1%)
minecraft.dropped.red_wool: #8, 11(1%)
minecraft.picked_up.beacon: #9, 17(5%)
minecraft.used.birch_wood: #8, 15(1%)
minecraft.used.golden_apple: #8, 1(2%)
minecraft.crafted.beacon: #8, 1(1%)
minecraft.used.red_candle: #8, 2(2%)
minecraft.mined.cracked_deepslate_tiles: #8, 2(1%)
minecraft.picked_up.totem_of_undying: #8, 2(1%)
minecraft.mined.large_fern: #8, 13(1%)
minecraft.used.orange_wool: #8, 14(1%)
minecraft.used.mushroom_stem: #8, 19(1%)
minecraft.dropped.golden_apple: #8, 1(1%)
minecraft.picked_up.end_crystal: #8, 8(1%)
minecraft.used.oxidized_cut_copper: #8, 9(1%)
minecraft.mined.honeycomb_block: #8, 1(1%)
minecraft.used.pumpkin_pie: #8, 4(1%)
minecraft.crafted.light_blue_dye: #9, 138(5%)
minecraft.crafted.green_stained_glass: #8, 80(0%)
minecraft.crafted.blue_stained_glass: #8, 8(1%)
minecraft.used.brick_wall: #8, 4(1%)
minecraft.used.end_crystal: #8, 2(0%)
minecraft.mined.oxidized_cut_copper_stairs: #8, 4(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #8, 4(0%)
minecraft.used.firework_rocket: #9, 10046(4%)
minecraft.picked_up.stripped_warped_stem: #8, 6(0%)
minecraft.picked_up.soul_torch: #8, 1(0%)
minecraft.mined.brain_coral_block: #8, 11(0%)
minecraft.picked_up.gold_nugget: #8, 672(0%)
minecraft.mined.stripped_warped_stem: #8, 5(0%)
minecraft.used.soul_torch: #8, 1(0%)
minecraft.picked_up.magenta_wool: #8, 3(0%)
minecraft.crafted.gray_terracotta: #8, 8(0%)
minecraft.dropped.snow_block: #8, 8(0%)
minecraft.mined.pink_wool: #8, 1(0%)
minecraft.used.end_stone_bricks: #8, 2(0%)
minecraft.picked_up.purple_wool: #8, 2(0%)
minecraft.dropped.cookie: #8, 2(0%)
minecraft.dropped.white_concrete_powder: #8, 1(0%)
minecraft.used.gray_terracotta: #8, 1(0%)
minecraft.crafted.melon: #8, 1(0%)
minecraft.used.stone_sword: #9, 55(6%)
minecraft.used.iron_bars: #9, 206(4%)
minecraft.crafted.oak_fence: #9, 171(4%)
minecraft.crafted.gray_dye: #9, 488(4%)
minecraft.crafted.oak_slab: #9, 474(3%)
minecraft.mined.rose_bush: #9, 7(4%)
minecraft.picked_up.stonecutter: #9, 36(3%)
minecraft.mined.stonecutter: #9, 35(3%)
minecraft.custom.interact_with_loom: #9, 8(6%)
minecraft.used.stonecutter: #9, 36(3%)
minecraft.used.cobblestone_stairs: #9, 90(4%)
minecraft.mined.cobblestone_stairs: #9, 19(4%)
minecraft.picked_up.birch_slab: #9, 33(4%)
minecraft.crafted.bucket: #9, 140(3%)
minecraft.used.deepslate_tiles: #9, 1171(3%)
minecraft.picked_up.chainmail_boots: #9, 4(4%)
minecraft.used.potato: #9, 445(4%)
minecraft.picked_up.flint_and_steel: #9, 5(3%)
minecraft.mined.deepslate_tile_slab: #9, 129(3%)
minecraft.picked_up.stone_pickaxe: #9, 2(4%)
minecraft.picked_up.purpur_pillar: #9, 19(4%)
minecraft.picked_up.writable_book: #9, 5(3%)
minecraft.crafted.oak_sign: #9, 63(3%)
minecraft.used.cooked_mutton: #9, 12(4%)
minecraft.picked_up.oak_planks: #9, 403(3%)
minecraft.mined.birch_stairs: #9, 11(4%)
minecraft.picked_up.crimson_fungus: #9, 18(3%)
minecraft.crafted.birch_stairs: #9, 60(5%)
minecraft.dropped.andesite: #9, 434(3%)
minecraft.mined.obsidian: #9, 423(3%)
minecraft.crafted.stone_pickaxe: #9, 4(2%)
minecraft.crafted.polished_andesite: #9, 352(3%)
minecraft.picked_up.slime_block: #9, 185(3%)
minecraft.crafted.deepslate_tile_slab: #9, 186(3%)
minecraft.mined.oak_leaves: #9, 2662(2%)
minecraft.mined.hay_block: #9, 59(2%)
minecraft.mined.warped_trapdoor: #9, 7(4%)
minecraft.mined.iron_trapdoor: #9, 27(3%)
minecraft.killed.silverfish: #9, 14(3%)
minecraft.mined.mushroom_stem: #9, 113(3%)
minecraft.mined.nether_bricks: #9, 179(2%)
minecraft.used.cooked_cod: #9, 26(4%)
minecraft.crafted.lightning_rod: #9, 42(2%)
minecraft.crafted.birch_fence: #9, 30(3%)
minecraft.crafted.light_gray_dye: #9, 154(2%)
minecraft.dropped.deepslate: #9, 95(2%)
minecraft.picked_up.nether_quartz_ore: #9, 186(2%)
minecraft.mined.birch_slab: #9, 14(2%)
minecraft.used.polished_blackstone_stairs: #9, 144(3%)
minecraft.picked_up.seagrass: #9, 50(3%)
minecraft.used.nether_quartz_ore: #9, 129(2%)
minecraft.broken.iron_sword: #9, 1(3%)
minecraft.dropped.white_bed: #9, 3(3%)
minecraft.picked_up.diamond_block: #9, 23(2%)
minecraft.used.dark_oak_wood: #9, 187(3%)
minecraft.used.birch_fence: #9, 23(2%)
minecraft.crafted.iron_door: #9, 9(2%)
minecraft.used.cut_copper_stairs: #9, 84(3%)
minecraft.dropped.iron_ingot: #9, 116(1%)
minecraft.dropped.nether_bricks: #9, 1(3%)
minecraft.crafted.soul_torch: #9, 60(2%)
minecraft.used.deepslate_brick_stairs: #9, 110(1%)
minecraft.mined.gray_stained_glass_pane: #9, 4(2%)
minecraft.mined.sandstone_slab: #9, 10(2%)
minecraft.dropped.white_carpet: #9, 3(2%)
minecraft.mined.polished_blackstone_button: #9, 4(1%)
minecraft.crafted.dark_oak_planks: #10, 4376(5%)
minecraft.picked_up.quartz_block: #9, 49(1%)
minecraft.custom.interact_with_anvil: #10, 198(4%)
minecraft.picked_up.brown_mushroom_block: #9, 189(1%)
minecraft.used.cut_copper: #9, 19(2%)
minecraft.mined.slime_block: #9, 48(1%)
minecraft.mined.deepslate_emerald_ore: #9, 2(2%)
minecraft.custom.damage_absorbed: #9, 40(2%)
minecraft.picked_up.twisting_vines: #9, 58(1%)
minecraft.dropped.white_wool: #9, 8(1%)
minecraft.picked_up.yellow_wool: #9, 49(1%)
minecraft.used.deepslate_brick_wall: #9, 23(1%)
minecraft.picked_up.mushroom_stem: #9, 43(1%)
minecraft.crafted.birch_button: #9, 2(2%)
minecraft.used.slime_block: #9, 62(1%)
minecraft.used.brown_mushroom: #9, 13(1%)
minecraft.used.birch_button: #9, 2(1%)
minecraft.mined.honey_block: #9, 4(1%)
minecraft.picked_up.waxed_copper_block: #9, 3(2%)
minecraft.crafted.jack_o_lantern: #9, 23(1%)
minecraft.picked_up.spectral_arrow: #9, 93(1%)
minecraft.picked_up.sand: #10, 32569(4%)
minecraft.dropped.bamboo: #9, 41(1%)
minecraft.crafted.light_gray_carpet: #9, 54(1%)
minecraft.used.beacon: #10, 16(5%)
minecraft.crafted.emerald_block: #9, 65(1%)
minecraft.dropped.birch_boat: #9, 2(1%)
minecraft.picked_up.granite: #10, 5964(4%)
minecraft.dropped.cactus: #9, 11(1%)
minecraft.crafted.stone_button: #9, 139(0%)
minecraft.picked_up.hanging_roots: #9, 17(1%)
minecraft.used.dark_oak_button: #9, 2(1%)
minecraft.dropped.cornflower: #9, 1(1%)
minecraft.dropped.snowball: #9, 34(1%)
minecraft.crafted.cartography_table: #9, 1(1%)
minecraft.picked_up.red_stained_glass: #9, 1(1%)
minecraft.used.light_gray_carpet: #9, 29(0%)
minecraft.mined.polished_blackstone_wall: #9, 1(1%)
minecraft.used.prismarine_bricks: #9, 17(0%)
minecraft.crafted.glowstone: #9, 42(0%)
minecraft.used.black_candle: #9, 2(1%)
minecraft.picked_up.andesite: #10, 6450(4%)
minecraft.picked_up.black_concrete_powder: #9, 42(1%)
minecraft.mined.orange_tulip: #9, 1(0%)
minecraft.mined.oxidized_cut_copper_slab: #9, 4(0%)
minecraft.mined.smooth_sandstone: #9, 14(0%)
minecraft.picked_up.sponge: #9, 13(0%)
minecraft.crafted.dried_kelp: #9, 9(0%)
minecraft.mined.light_blue_stained_glass: #9, 3(0%)
minecraft.picked_up.light_blue_stained_glass: #9, 3(0%)
minecraft.crafted.glass_pane: #9, 256(0%)
minecraft.dropped.deepslate_bricks: #9, 1(0%)
minecraft.crafted.bricks: #9, 22(0%)
minecraft.used.polished_blackstone_brick_stairs: #9, 6(0%)
minecraft.used.oxidized_cut_copper_stairs: #9, 4(0%)
minecraft.dropped.beetroot: #9, 1(0%)
minecraft.crafted.cracked_deepslate_tiles: #9, 1(0%)
minecraft.crafted.cracked_deepslate_bricks: #9, 1(0%)
minecraft.used.lime_concrete: #9, 1(0%)
minecraft.crafted.iron_hoe: #10, 2(5%)
minecraft.picked_up.leather: #10, 786(4%)
minecraft.picked_up.diorite: #10, 5973(4%)
minecraft.used.bucket: #10, 1591(3%)
minecraft.crafted.shield: #10, 3(4%)
minecraft.used.calcite: #10, 542(4%)
minecraft.mined.dark_oak_planks: #10, 69(4%)
minecraft.picked_up.basalt: #10, 2796(3%)
minecraft.mined.glass: #10, 376(3%)
minecraft.dropped.cobblestone: #10, 2790(3%)
minecraft.custom.leave_game: #11, 545(3%)
minecraft.used.oak_boat: #10, 32(3%)
minecraft.used.iron_block: #10, 1443(3%)
minecraft.used.spore_blossom: #10, 15(4%)
minecraft.crafted.hay_block: #10, 192(4%)
minecraft.custom.interact_with_stonecutter: #10, 167(3%)
minecraft.mined.smooth_stone: #10, 172(4%)
minecraft.used.oak_sign: #10, 52(3%)
minecraft.dropped.moss_block: #10, 169(3%)
minecraft.mined.chain: #10, 37(3%)
minecraft.picked_up.golden_chestplate: #10, 10(3%)
minecraft.mined.wheat: #10, 2030(3%)
minecraft.used.candle: #10, 43(4%)
minecraft.picked_up.stone_brick_stairs: #10, 61(3%)
minecraft.mined.sea_lantern: #10, 31(3%)
minecraft.used.oak_fence: #10, 107(3%)
minecraft.dropped.dirt: #10, 1066(2%)
minecraft.picked_up.rotten_flesh: #10, 1883(2%)
minecraft.picked_up.oak_door: #10, 3(3%)
minecraft.picked_up.glowstone: #10, 151(2%)
minecraft.dropped.basalt: #10, 223(2%)
minecraft.used.egg: #10, 109(2%)
minecraft.used.glowstone: #10, 150(2%)
minecraft.used.stone_brick_stairs: #10, 147(2%)
minecraft.used.dragon_egg: #10, 2(3%)
minecraft.picked_up.sandstone_slab: #10, 13(2%)
minecraft.dropped.minecart: #10, 2(2%)
minecraft.crafted.white_stained_glass_pane: #10, 80(2%)
minecraft.picked_up.bee_nest: #10, 3(2%)
minecraft.crafted.bread: #10, 215(2%)
minecraft.picked_up.chorus_fruit: #10, 92(2%)
minecraft.crafted.iron_trapdoor: #10, 57(2%)
minecraft.picked_up.stone_sword: #10, 7(1%)
minecraft.crafted.copper_block: #10, 352(1%)
minecraft.picked_up.nautilus_shell: #10, 5(3%)
minecraft.used.warped_trapdoor: #10, 22(2%)
minecraft.crafted.warped_trapdoor: #10, 24(2%)
minecraft.dropped.rotten_flesh: #10, 1338(1%)
minecraft.picked_up.glass_bottle: #10, 47(2%)
minecraft.mined.birch_sign: #10, 2(2%)
minecraft.picked_up.dragon_egg: #10, 2(3%)
minecraft.picked_up.dark_oak_door: #10, 2(3%)
minecraft.used.exposed_copper: #10, 8(2%)
minecraft.mined.chorus_plant: #10, 8(2%)
minecraft.mined.deepslate_brick_stairs: #10, 17(2%)
minecraft.mined.fern: #10, 34(1%)
minecraft.picked_up.lime_shulker_box: #10, 54(1%)
minecraft.mined.warped_slab: #10, 4(2%)
minecraft.custom.mob_kills: #10, 33829(1%)
minecraft.used.shield: #10, 59(1%)
minecraft.used.diorite_wall: #10, 5(2%)
minecraft.mined.deepslate_brick_wall: #10, 2(2%)
minecraft.used.smooth_stone: #10, 195(1%)
minecraft.used.magma_block: #10, 121(1%)
minecraft.picked_up.nether_brick_slab: #10, 2(2%)
minecraft.crafted.stone_brick_slab: #10, 114(1%)
minecraft.picked_up.gray_stained_glass_pane: #10, 4(1%)
minecraft.used.dandelion: #10, 2(1%)
minecraft.dropped.chainmail_helmet: #10, 1(1%)
minecraft.mined.big_dripleaf: #10, 2(1%)
minecraft.used.lime_terracotta: #10, 16(1%)
minecraft.crafted.light_gray_stained_glass: #10, 96(1%)
minecraft.used.jungle_boat: #10, 1(1%)
minecraft.crafted.birch_boat: #10, 2(1%)
minecraft.used.smooth_sandstone: #10, 141(1%)
minecraft.mined.black_concrete_powder: #10, 4(1%)
minecraft.mined.jack_o_lantern: #10, 4(1%)
minecraft.picked_up.golden_sword: #10, 1(1%)
minecraft.picked_up.warped_slab: #10, 4(1%)
minecraft.mined.nether_brick_slab: #10, 1(1%)
minecraft.mined.light_gray_concrete_powder: #10, 4(1%)
minecraft.picked_up.glow_lichen: #10, 120(0%)
minecraft.used.target: #10, 4(1%)
minecraft.mined.red_stained_glass: #10, 1(1%)
minecraft.used.cyan_dye: #10, 1(1%)
minecraft.mined.pointed_dripstone: #10, 32(0%)
minecraft.mined.white_terracotta: #10, 28(0%)
minecraft.picked_up.iron_block: #11, 1684(4%)
minecraft.crafted.smooth_sandstone_slab: #10, 6(0%)
minecraft.used.red_mushroom_block: #10, 6(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #10, 4(0%)
minecraft.crafted.nether_brick_slab: #10, 6(0%)
minecraft.picked_up.arrow: #11, 2148(4%)
minecraft.dropped.soul_soil: #10, 1(0%)
minecraft.mined.allium: #10, 1(0%)
minecraft.crafted.black_carpet: #10, 6(0%)
minecraft.picked_up.orange_tulip: #10, 4(0%)
minecraft.mined.fire_coral_wall_fan: #10, 1(0%)
minecraft.mined.bubble_coral_wall_fan: #10, 1(0%)
minecraft.picked_up.dirt: #11, 20079(3%)
minecraft.used.brain_coral_block: #10, 1(0%)
minecraft.picked_up.pumpkin_pie: #10, 1(0%)
minecraft.picked_up.cracked_deepslate_bricks: #10, 1(0%)
minecraft.used.lime_concrete_powder: #10, 1(0%)
minecraft.custom.drop: #11, 3525(4%)
minecraft.mined.stone: #11, 100996(4%)
minecraft.mined.granite: #11, 5832(4%)
minecraft.mined.dirt: #11, 15105(3%)
minecraft.mined.diorite: #11, 5562(4%)
minecraft.custom.interact_with_beacon: #11, 20(4%)
minecraft.used.rail: #11, 902(4%)
minecraft.mined.grass_block: #11, 16485(3%)
minecraft.crafted.birch_planks: #11, 2856(3%)
minecraft.picked_up.red_shulker_box: #11, 85(4%)
minecraft.used.lantern: #11, 146(3%)
minecraft.used.oak_log: #11, 511(3%)
minecraft.mined.red_shulker_box: #11, 82(4%)
minecraft.mined.tall_grass: #11, 393(3%)
minecraft.picked_up.oak_sign: #11, 29(3%)
minecraft.used.red_shulker_box: #11, 81(4%)
minecraft.crafted.white_bed: #11, 13(3%)
minecraft.picked_up.blaze_rod: #11, 77(3%)
minecraft.dropped.filled_map: #11, 3(4%)
minecraft.used.flowering_azalea_leaves: #11, 77(3%)
minecraft.mined.warped_fungus: #11, 17(3%)
minecraft.used.writable_book: #11, 39(3%)
minecraft.mined.purpur_pillar: #11, 19(4%)
minecraft.mined.glowstone: #11, 118(2%)
minecraft.crafted.rail: #11, 496(2%)
minecraft.picked_up.deepslate_tile_slab: #11, 128(2%)
minecraft.picked_up.potion: #11, 21(2%)
minecraft.dropped.stone: #11, 3590(2%)
minecraft.custom.walk_on_water_one_cm: #12, 1785920(3%)
minecraft.picked_up.salmon: #11, 10(2%)
minecraft.picked_up.spyglass: #11, 2(2%)
minecraft.killed.sheep: #11, 9(2%)
minecraft.dropped.chainmail_boots: #11, 3(3%)
minecraft.dropped.iron_leggings: #11, 2(2%)
minecraft.killed.endermite: #11, 3(2%)
minecraft.picked_up.poppy: #11, 155(1%)
minecraft.crafted.shulker_box: #11, 80(2%)
minecraft.picked_up.anvil: #11, 7(2%)
minecraft.dropped.oak_leaves: #11, 68(2%)
minecraft.dropped.golden_boots: #11, 6(2%)
minecraft.dropped.golden_chestplate: #11, 6(2%)
minecraft.used.polished_andesite: #11, 148(2%)
minecraft.used.iron_trapdoor: #11, 62(2%)
minecraft.dropped.arrow: #11, 854(1%)
minecraft.picked_up.shulker_shell: #11, 144(2%)
minecraft.dropped.leather_chestplate: #11, 4(2%)
minecraft.crafted.raw_copper: #11, 387(2%)
minecraft.used.birch_stairs: #11, 18(2%)
minecraft.mined.polished_deepslate_stairs: #11, 19(1%)
minecraft.picked_up.deepslate_brick_stairs: #11, 21(1%)
minecraft.mined.yellow_bed: #11, 3(1%)
minecraft.dropped.carrot: #11, 310(1%)
minecraft.mined.lime_shulker_box: #11, 42(1%)
minecraft.picked_up.polished_deepslate_stairs: #11, 20(1%)
minecraft.used.lime_shulker_box: #11, 44(1%)
minecraft.used.light_gray_stained_glass: #11, 84(1%)
minecraft.crafted.dark_oak_button: #11, 4(1%)
minecraft.mined.polished_deepslate_slab: #11, 20(1%)
minecraft.used.white_terracotta: #11, 14(1%)
minecraft.crafted.gray_carpet: #11, 51(1%)
minecraft.picked_up.copper_ingot: #11, 176(1%)
minecraft.picked_up.warped_sign: #11, 3(1%)
minecraft.crafted.glass_bottle: #11, 165(1%)
minecraft.picked_up.netherite_ingot: #11, 1(1%)
minecraft.picked_up.smooth_sandstone_stairs: #11, 11(1%)
minecraft.dropped.spruce_button: #11, 1(1%)
minecraft.picked_up.light_blue_wool: #11, 18(1%)
minecraft.mined.warped_wart_block: #11, 91(0%)
minecraft.mined.smooth_sandstone_stairs: #11, 10(1%)
minecraft.dropped.pumpkin_seeds: #11, 21(1%)
minecraft.used.jack_o_lantern: #11, 14(1%)
minecraft.used.rotten_flesh: #11, 2(1%)
minecraft.used.polished_deepslate_stairs: #11, 58(0%)
minecraft.mined.stripped_oak_log: #11, 39(0%)
minecraft.used.black_wool: #11, 55(0%)
minecraft.dropped.enchanted_book: #11, 2(1%)
minecraft.crafted.target: #11, 5(1%)
minecraft.used.polished_blackstone_bricks: #11, 56(0%)
minecraft.mined.glow_lichen: #11, 71(0%)
minecraft.mined.coal_block: #11, 3(0%)
minecraft.picked_up.cut_sandstone_slab: #11, 2(0%)
minecraft.dropped.bread: #11, 18(0%)
minecraft.used.stone_button: #11, 52(0%)
minecraft.dropped.iron_block: #11, 12(0%)
minecraft.mined.cut_sandstone_slab: #11, 1(0%)
minecraft.picked_up.horn_coral_fan: #11, 2(0%)
minecraft.picked_up.fire_coral_fan: #11, 2(0%)
minecraft.picked_up.lime_wool: #11, 4(0%)
minecraft.used.dripstone_block: #11, 32(0%)
minecraft.picked_up.prismarine_crystals: #11, 9(0%)
minecraft.picked_up.large_amethyst_bud: #11, 1(0%)
minecraft.used.cracked_deepslate_tiles: #11, 2(0%)
minecraft.picked_up.small_amethyst_bud: #11, 1(0%)
minecraft.picked_up.lime_concrete: #11, 1(0%)
minecraft.dropped.sugar: #11, 1(0%)
minecraft.mined.lime_concrete: #11, 1(0%)
minecraft.custom.interact_with_crafting_table: #12, 1497(3%)
minecraft.crafted.iron_ingot: #12, 8150(3%)
minecraft.picked_up.golden_boots: #12, 12(4%)
minecraft.dropped.water_bucket: #12, 2(4%)
minecraft.mined.andesite: #12, 5147(3%)
minecraft.custom.walk_under_water_one_cm: #13, 3468754(3%)
minecraft.picked_up.wheat_seeds: #12, 8136(3%)
minecraft.crafted.white_dye: #12, 1057(3%)
minecraft.used.andesite: #12, 1045(2%)
minecraft.picked_up.birch_sign: #12, 24(2%)
minecraft.crafted.ladder: #12, 216(2%)
minecraft.crafted.chain: #12, 217(3%)
minecraft.mined.mossy_cobblestone: #12, 72(3%)
minecraft.picked_up.smooth_stone: #12, 185(3%)
minecraft.picked_up.cobblestone_stairs: #12, 22(3%)
minecraft.picked_up.black_wool: #12, 54(3%)
minecraft.crafted.redstone: #12, 2565(2%)
minecraft.used.chain: #12, 169(2%)
minecraft.mined.oak_planks: #12, 301(2%)
minecraft.dropped.bow: #12, 39(2%)
minecraft.picked_up.glass: #12, 604(2%)
minecraft.picked_up.wheat: #12, 1950(2%)
minecraft.killed.skeleton: #12, 607(2%)
minecraft.picked_up.iron_boots: #12, 7(2%)
minecraft.used.wheat_seeds: #12, 2206(2%)
minecraft.killed.squid: #12, 53(2%)
minecraft.used.polished_deepslate: #12, 820(2%)
minecraft.picked_up.ladder: #12, 112(2%)
minecraft.dropped.leather_boots: #12, 6(2%)
minecraft.used.bamboo: #12, 50(2%)
minecraft.used.sand: #12, 2196(1%)
minecraft.used.basalt: #12, 361(2%)
minecraft.used.dark_oak_trapdoor: #12, 68(2%)
minecraft.dropped.chainmail_leggings: #12, 2(2%)
minecraft.dropped.golden_helmet: #12, 4(1%)
minecraft.picked_up.gray_carpet: #12, 18(2%)
